ID,POINT_X,POINT_Y,SCIENTIFIC,ADDRESS,PLOTTYPE,PLOTLENGTH,PLOTWIDTH,POWERLINE,OWNER,SPONSOR,DATEPLANTED,DIAMETER,HEIGHT,CANOPYHEIGHT,CONDITION,CANOPYCONDITION
81500211,73.814821,18.550587,petrea arborea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,16.92659236,15,,Healthy,
81500212,73.814821,18.550587,cassia renigera,"Sindh Socitey,Pune",,,,FALSE,PMC,,,15.04585987,30,,Healthy,
81500213,73.814894,18.550483,melaleuca bracteata,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.28745223,20,,Healthy,
81500214,73.814876,18.550417,melaleuca bracteata,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.65748408,20,,Heavily Lopped,
81500215,73.814582,18.550489,cassia renigera,"Sindh Socitey,Pune",,,,FALSE,PMC,,,16.92659236,23,,Healthy,
81500216,73.814702,18.550418,garcinia livingstonei,"Sindh Socitey,Pune",,,,FALSE,PMC,,,3.761464968,15,,Healthy,
81500217,73.814598,18.550353,spathodea campanulata,"Sindh Socitey,Pune",,,,FALSE,PMC,,,18.18041401,18,,Healthy,
81500218,73.814497,18.550418,spathodea campanulata,"Sindh Socitey,Pune",,,,FALSE,PMC,,,23.19570064,27,,Healthy,
81500219,73.814503,18.550423,spathodea campanulata,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,20,,Healthy,
81500220,73.814426,18.550467,spathodea campanulata,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.65748408,15,,Healthy,
81500221,73.814476,18.550456,melaleuca bracteata,"Sindh Socitey,Pune",,,,FALSE,PMC,,,1.253821656,9,,Healthy,
81500222,73.814517,18.55048,spathodea campanulata,"Sindh Socitey,Pune",,,,FALSE,PMC,,,15.6727707,20,,Healthy,
81500223,73.814517,18.55048,spathodea campanulata,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.91130573,20,,Healthy,
81500224,73.814516,18.550446,spathodea campanulata,"Sindh Socitey,Pune",,,,FALSE,PMC,,,13.79203822,20,,Healthy,
81500225,73.814586,18.550425,garcinia livingstonei,"Sindh Socitey,Pune",,,,FALSE,PMC,,,1.880732484,10,,Healthy,
81000001,73.814585,18.548305,leucaena latisiliqua,"Sindh Socitey,Pune",,,,FALSE,PMC,,,25.07643312,50,,Healthy,
81000002,73.814732,18.548147,leucaena latisiliqua,"Sindh Socitey,Pune",,,,FALSE,PMC,,,6.26910828,45,,Healthy,
81000003,73.814683,18.54818,erythrina suberosa,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.03057325,40,,Healthy,
81000004,73.814743,18.548169,erythrina suberosa,"Sindh Socitey,Pune",,,,FALSE,PMC,,,5.015286624,25,,Healthy,
81000005,73.814729,18.548151,erythrina suberosa,"Sindh Socitey,Pune",,,,FALSE,PMC,,,15.04585987,45,,Healthy,
81000006,73.814681,18.548156,erythrina suberosa,"Sindh Socitey,Pune",,,,FALSE,PMC,,,8.776751592,35,,Healthy,
81000007,73.81477,18.548121,erythrina suberosa,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,45,,Healthy,
81000008,73.81477,18.548121,erythrina suberosa,"Sindh Socitey,Pune",,,,FALSE,PMC,,,5.015286624,25,,Healthy,
81000009,73.814787,18.548163,bauhinia tomentosa,"Sindh Socitey,Pune",,,,FALSE,PMC,,,25.07643312,50,,Healthy,
81000010,73.814899,18.548052,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,7.522929936,45,,Healthy,
81000011,73.814937,18.548045,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,8.776751592,45,,Healthy,
81000012,73.814888,18.548057,leucaena latisiliqua,"Sindh Socitey,Pune",,,,FALSE,PMC,,,2.507643312,35,,Healthy,
81000013,73.814926,18.548174,azadirachta indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,18.80732484,45,,Healthy,
81000014,73.814973,18.548186,leucaena latisiliqua,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.03057325,50,,Healthy,
81000015,73.815006,18.548152,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,3.761464968,20,,Healthy,
81000016,73.815032,18.548189,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,5.642197452,30,,Healthy,
81000017,73.814984,18.548178,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,5.015286624,35,,Healthy,
81000018,73.815024,18.548153,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,5.642197452,40,,Healthy,
81000019,73.815086,18.548143,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,6.26910828,45,,Healthy,
81000020,73.815058,18.548184,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,6.26910828,45,,Healthy,
81000021,73.815058,18.548184,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,5.642197452,45,,Healthy,
81000022,73.815058,18.548184,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,7.522929936,50,,Healthy,
81000023,73.815098,18.548208,calophyllum inophyllum,"Sindh Socitey,Pune",,,,FALSE,PMC,,,15.04585987,45,,Healthy,
81000024,73.815067,18.548243,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,5.642197452,50,,Healthy,
81000025,73.81513,18.548189,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,6.896019108,50,,Healthy,
81000026,73.815083,18.548198,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,6.26910828,45,,Healthy,
81000027,73.81513,18.548192,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,6.896019108,45,,Healthy,
81000028,73.815083,18.548204,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,7.522929936,45,,Healthy,
81000029,73.815087,18.548197,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,5.642197452,45,,Healthy,
81000030,73.815119,18.548157,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,15.04585987,50,,Healthy,
81000031,73.815164,18.548171,azadirachta indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,25.07643312,40,,Healthy,
81000032,73.815155,18.547919,khaya grandifoliola,"Sindh Socitey,Pune",,,,FALSE,PMC,,,15.04585987,45,,Healthy,
81000033,73.81494,18.548234,cassia spectabilis,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,45,,Healthy,
81000034,73.814951,18.548277,ficus exasperata,"Sindh Socitey,Pune",,,,FALSE,PMC,,,1.253821656,12,,Healthy,
81000035,73.815017,18.548334,khaya anthotheca,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.03057325,20,,Healthy,
81000036,73.814968,18.54835,plumeria obtusata (plumeria obtusa),"Sindh Socitey,Pune",,,,FALSE,PMC,,,5.015286624,20,,Healthy,
81000038,73.814956,18.548305,plumeria obtusata (plumeria obtusa),"Sindh Socitey,Pune",,,,FALSE,PMC,,,5.642197452,20,,Healthy,
81000039,73.81491,18.548319,mangifera indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,45,,Healthy,
81000040,73.814933,18.548211,mangifera indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,25,,Healthy,
81000038,73.814956,18.548225,mangifera indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.03057325,45,,Healthy,
81000040,73.815187,18.548306,spondias pinnata,"Sindh Socitey,Pune",,,,FALSE,PMC,,,37.61464968,50,,Healthy,
81000041,73.815205,18.54835,mangifera indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.03057325,30,,Healthy,
81000042,73.815194,18.548344,mangifera indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,7.522929936,30,,Healthy,
81000043,73.815262,18.548151,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,15.04585987,50,,Healthy,
81000044,73.815108,18.548491,azadirachta indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,7.522929936,25,,Healthy,
81000045,73.815145,18.548518,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,2.507643312,20,,Healthy,
81000046,73.815175,18.548482,bauhinia tomentosa,"Sindh Socitey,Pune",,,,FALSE,PMC,,,5.015286624,25,,Healthy,
81000047,73.815174,18.54849,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,3.13455414,20,,Healthy,
81000048,73.815202,18.548517,plumeria obtusata (plumeria obtusa),"Sindh Socitey,Pune",,,,FALSE,PMC,,,3.761464968,15,,Healthy,
81000049,73.815194,18.548485,plumeria obtusata (plumeria obtusa),"Sindh Socitey,Pune",,,,FALSE,PMC,,,3.761464968,15,,Healthy,
81000050,73.815186,18.548589,plumeria obtusata (plumeria obtusa),"Sindh Socitey,Pune",,,,FALSE,PMC,,,3.13455414,15,,Healthy,
81000051,73.815234,18.548544,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,5.015286624,30,,Healthy,
81000052,73.815287,18.548461,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,3.13455414,30,,Healthy,
81000053,73.815221,18.548532,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,5.642197452,30,,Healthy,
81000054,73.815225,18.548611,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,2.507643312,28,,Healthy,
81000055,73.815313,18.548554,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,5.642197452,35,,Healthy,
81000056,73.815313,18.548554,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,2.507643312,25,,Healthy,
81000057,73.815313,18.548554,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,3.761464968,30,,Healthy,
81000058,73.815353,18.54853,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,2.507643312,30,,Healthy,
81000059,73.8153,18.548539,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,2.507643312,25,,Healthy,
81000060,73.815352,18.548527,delonix regia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,15.04585987,50,,Healthy,
81000061,73.815352,18.548527,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,3.761464968,40,,Healthy,
81000062,73.815345,18.548523,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,2.507643312,20,,Healthy,
81000063,73.815439,18.548514,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,2.507643312,20,,Healthy,
81000064,73.815395,18.548533,delonix regia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,50,,Healthy,
81000065,73.815413,18.548514,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,3.13455414,35,,Healthy,
81000066,73.815392,18.548466,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,3.761464968,30,,Healthy,
81000067,73.815325,18.548492,azadirachta indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,18.80732484,50,,Healthy,
81000068,73.815237,18.548508,araucaria heterophylla,"Sindh Socitey,Pune",,,,FALSE,PMC,,,4.388375796,20,,Healthy,
81000069,73.815224,18.548464,azadirachta indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,18.80732484,45,,Healthy,
81000070,73.815224,18.548464,mangifera indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,2.507643312,13,,Healthy,
81000071,73.815168,18.548466,mangifera indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,2.507643312,18,,Healthy,
81000072,73.815221,18.548379,psidium guajava,"Sindh Socitey,Pune",,,,FALSE,PMC,,,2.507643312,20,,Healthy,
81000073,73.815221,18.548379,annona reticulata,"Sindh Socitey,Pune",,,,FALSE,PMC,,,2.507643312,16,,Healthy,
81000074,73.815259,18.5483,mangifera indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,15.04585987,40,,Healthy,
81000075,73.815305,18.548293,ficus benghalensis,"Sindh Socitey,Pune",,,,FALSE,PMC,,,15.04585987,40,,Healthy,
81000076,73.815314,18.548347,mangifera indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.03057325,40,,Healthy,
81000077,73.815325,18.548274,ehretia laevis,"Sindh Socitey,Pune",,,,FALSE,PMC,,,25.07643312,45,,Healthy,
81000078,73.815294,18.548341,mangifera indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,45,,Healthy,
81000079,73.815245,18.548365,olea dioica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,50,,Healthy,
81000080,73.81529,18.548328,mangifera indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,25.07643312,50,,Healthy,
81000081,73.81537,18.548372,cocos nucifera,"Sindh Socitey,Pune",,,,FALSE,PMC,,,15.04585987,50,,Healthy,
81000082,73.815426,18.548383,mangifera indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.03057325,30,,Healthy,
81000083,73.815591,18.548402,mangifera indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,25.07643312,45,,Healthy,
81000084,73.815575,18.548368,mangifera indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,18.80732484,45,,Healthy,
81000085,73.815508,18.548296,cassia spectabilis,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.03057325,45,,Healthy,
81000085,73.815519,18.548263,gliricidia sepium,"Sindh Socitey,Pune",,,,FALSE,PMC,,,15.04585987,45,,Healthy,
81000086,73.815548,18.548303,azadirachta indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.03057325,40,,Healthy,
81000087,73.815498,18.548285,cassia spectabilis,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,50,,Healthy,
81000088,73.815781,18.548332,callistemon citrinus,"Sindh Socitey,Pune",,,,FALSE,PMC,,,4.388375796,20,,Healthy,
81000089,73.815683,18.548319,tamarindus indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,18.80732484,50,,Healthy,
81000090,73.815821,18.548332,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,45,,Healthy,
81000091,73.815709,18.54836,cocos nucifera,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,50,,Healthy,
81000092,73.81578,18.548238,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,3.13455414,15,,Healthy,
81000093,73.81573,18.548256,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,4.388375796,30,,Healthy,
81000094,73.815644,18.548301,cocos nucifera,"Sindh Socitey,Pune",,,,FALSE,PMC,,,18.80732484,60,,Healthy,
81000095,73.815663,18.548343,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,3.761464968,20,,Healthy,
81000096,73.81564,18.548293,spathodea campanulata,"Sindh Socitey,Pune",,,,FALSE,PMC,,,4.388375796,25,,Healthy,
81000097,73.815687,18.548158,cocos nucifera,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,60,,Healthy,
81000098,73.815652,18.548254,cocos nucifera,"Sindh Socitey,Pune",,,,FALSE,PMC,,,5.642197452,20,,Healthy,
81000099,73.815631,18.548243,cocos nucifera,"Sindh Socitey,Pune",,,,FALSE,PMC,,,18.80732484,60,,Healthy,
81000100,73.815568,18.54819,cassia spectabilis,"Sindh Socitey,Pune",,,,FALSE,PMC,,,3.761464968,25,,Healthy,
81000101,73.815694,18.548205,khaya anthotheca,"Sindh Socitey,Pune",,,,FALSE,PMC,,,5.015286624,20,,Healthy,
81000102,73.815619,18.548152,mangifera indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,8.776751592,30,,Healthy,
81000103,73.815619,18.548152,mangifera indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,15.04585987,50,,Healthy,
81000104,73.815623,18.548106,mangifera indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,40,,Healthy,
81000105,73.815718,18.548077,mangifera indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,45,,Healthy,
81000106,73.815718,18.548077,thespesia populnea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,5.642197452,20,,Healthy,
81000107,73.815817,18.548033,mangifera indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,15.04585987,40,,Healthy,
81000108,73.815769,18.548042,tamarindus indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,15.04585987,45,,Healthy,
81000109,73.81585,18.548144,cocos nucifera,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,45,,Healthy,
81000110,73.81585,18.548144,cocos nucifera,"Sindh Socitey,Pune",,,,FALSE,PMC,,,13.79203822,50,,Healthy,
81000111,73.815844,18.54819,cocos nucifera,"Sindh Socitey,Pune",,,,FALSE,PMC,,,15.04585987,50,,Healthy,
81500145,73.814566,18.551324,petrea arborea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,31.3455414,50,,Healthy,
81500146,73.814538,18.55124,petrea arborea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,31.3455414,45,,Healthy,
81500147,73.814457,18.551005,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,8.776751592,20,,Healthy,
81500148,73.814447,18.551072,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,5.642197452,15,,Healthy,
81500149,73.814315,18.551075,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,6.26910828,20,,Healthy,
81500150,73.814366,18.551091,petrea arborea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,25.07643312,50,,Healthy,
81500151,73.814398,18.551089,petrea arborea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,18.80732484,50,,Healthy,
81500152,73.814307,18.551129,petrea arborea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,31.3455414,60,,Healthy,
81500153,73.81438,18.551114,petrea arborea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,18.80732484,55,,Healthy,
81500154,73.814411,18.551102,petrea arborea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,31.3455414,56,,Healthy,
81500155,73.814474,18.551161,petrea arborea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,15.04585987,45,,Healthy,
81500156,73.814472,18.551125,petrea arborea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,31.3455414,50,,Healthy,
81500157,73.814458,18.551192,petrea arborea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,18.80732484,60,,Healthy,
81500158,73.814417,18.551249,petrea arborea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,25.07643312,60,,Healthy,
81500159,73.814426,18.55126,petrea arborea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,25.07643312,60,,Healthy,
81500160,73.814522,18.551263,jacaranda mimosifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,18.80732484,60,,Healthy,
81500161,73.81444,18.551352,petrea arborea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.03057325,45,,Healthy,
81500162,73.814383,18.551334,petrea arborea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,37.61464968,60,,Healthy,
81500163,73.814372,18.551286,petrea arborea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,25.07643312,60,,Healthy,
81500164,73.814534,18.551304,petrea arborea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,18.80732484,55,,Healthy,
81500165,73.814414,18.551451,cassia spectabilis,"Sindh Socitey,Pune",,,,FALSE,PMC,,,5.642197452,45,,Healthy,
81500166,73.814388,18.551377,petrea arborea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,18.80732484,50,,Healthy,
81500226,73.81466,18.550448,cassia renigera,"Sindh Socitey,Pune",,,,FALSE,PMC,,,25.07643312,40,,Healthy,
81500227,73.814625,18.550477,bauhinia tomentosa,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,50,,Healthy,
81500228,73.814392,18.550525,cassia renigera,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,30,,Healthy,
81500229,73.814379,18.550594,bauhinia tomentosa,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.03057325,45,,Healthy,
81500230,73.814373,18.550679,callistemon citrinus,"Sindh Socitey,Pune",,,,FALSE,PMC,,,3.761464968,15,,Healthy,
81500231,73.814375,18.550746,grevillea robusta,"Sindh Socitey,Pune",,,,FALSE,PMC,,,6.26910828,25,,Healthy,
81500232,73.814379,18.550847,grevillea robusta,"Sindh Socitey,Pune",,,,FALSE,PMC,,,5.642197452,15,,Healthy,
81500233,73.814515,18.550811,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,5.642197452,15,,Healthy,
81500234,73.814426,18.550861,plumeria obtusata (plumeria obtusa),"Sindh Socitey,Pune",,,,FALSE,PMC,,,7.522929936,20,,Healthy,
81500235,73.814429,18.550887,plumeria pudica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,1.504585987,15,,Healthy,
81500236,73.814526,18.550886,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,3.13455414,15,,Healthy,
81500237,73.814527,18.550928,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.03057325,20,,Healthy,
81500238,73.814387,18.550957,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,7.522929936,15,,Healthy,
81500239,73.814336,18.550944,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,5.642197452,20,,Healthy,
81500001,73.814643,18.551922,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,18.80732484,40,,Healthy,
81500002,73.814643,18.551922,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,45,,Healthy,
81500003,73.814643,18.551922,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,50,,Healthy,
81500004,73.814579,18.551813,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,50,,Healthy,
81500005,73.814621,18.551834,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,50,,Healthy,
81500006,73.81457,18.551786,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,50,,Healthy,
81500007,73.814527,18.551833,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,50,,Healthy,
81500008,73.814579,18.551786,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.03057325,50,,Healthy,
81500009,73.814511,18.551748,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,15.04585987,50,,Healthy,
81500010,73.81454,18.551716,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,50,,Healthy,
81500011,73.814422,18.55168,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,6.26910828,30,,Healthy,
81500012,73.81447,18.551696,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,50,,Healthy,
81500013,73.814432,18.55155,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,60,,Healthy,
81500014,73.814427,18.551655,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.03057325,40,,Healthy,
81500016,73.814362,18.55165,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,13.79203822,50,,Healthy,
81500018,73.814376,18.551553,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,60,,Healthy,
81500019,73.814326,18.551526,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,50,,Healthy,
81500020,73.814326,18.551526,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,45,,Healthy,
81500021,73.814268,18.551465,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,45,,Healthy,
81500022,73.814296,18.551481,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,13.79203822,50,,Healthy,
81500023,73.814305,18.551434,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,16.29968153,40,,Healthy,
81500024,73.814289,18.551359,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,45,,Healthy,
81500025,73.814282,18.551422,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.03057325,50,,Healthy,
81500027,73.814267,18.551279,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,45,,Healthy,
