-----
{
 "description": "The table refers to Block wise Dugwells in the command of Major/Medium Projects and Supplimentary Irrigation. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.14.csv", 
 "title": "Download CSV for Blockwise Dugwells in the command of Major/Medium Projects and Supplimentary Irrigation", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.14.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Location of Tubewell (Nos) - Inside Command,Location of Tubewell (Nos) - Outside Command,Total,Supplementary Irrigation (Ha) - Kharif,Supplementary Irrigation (Ha) - Rabi,Supplementary Irrigation (Ha) - Perennial,Supplementary Irrigation (Ha) - Others,Total
MADHYA PRADESH,NARSINGHPUR,CHAVARPATHA,53,3497,3550,0,462,0,0,462
MADHYA PRADESH,NARSINGHPUR,GOTEGAON,1,1157,1158,0,0,0,0,0
MADHYA PRADESH,NARSINGHPUR,KARELI,0,379,379,0,0,0,0,0
MADHYA PRADESH,NARSINGHPUR,NARSINGHPUR,26,1515,1541,0,0,0,0,0
MADHYA PRADESH,NARSINGHPUR,SAIKHEDA,131,2803,2934,0,1263,0,0,1263
MADHYA PRADESH,NEEMUCH,JAWAD,42,13551,13593,0,18,0,0,18
MADHYA PRADESH,NEEMUCH,MANASA,189,15604,15793,0,4,0,0,4
MADHYA PRADESH,NEEMUCH,NEEMUCH,935,17215,18150,0,1,0,0,1
MADHYA PRADESH,PANNA,AJAYGARH,426,2870,3296,1,593,0,0,594
MADHYA PRADESH,PANNA,GUNOUR,74,590,664,0,0,0,0,0
MADHYA PRADESH,PANNA,PANNA,89,1124,1213,0,0,0,0,0
MADHYA PRADESH,PANNA,PAWAI,411,529,940,0,0,0,0,0
MADHYA PRADESH,PANNA,SHAHNAGAR,124,535,659,0,24,0,0,24
MADHYA PRADESH,RAISEN,ABDULLA GANJ,3,392,395,0,0,0,0,0
MADHYA PRADESH,RAISEN,BADI,141,1242,1383,0,0,0,0,0
MADHYA PRADESH,RAISEN,BEGAMGANJ,35,2363,2398,0,10,0,0,10
MADHYA PRADESH,RAISEN,GAIRATGANJ,95,1318,1413,0,0,0,0,0
MADHYA PRADESH,RAISEN,SANCHI,414,430,844,0,0,0,0,0
MADHYA PRADESH,RAISEN,SILVANI,56,2058,2114,0,0,0,0,0
MADHYA PRADESH,RAISEN,UDAYPURA,186,2251,2437,0,0,0,0,0
MADHYA PRADESH,RAJGARH,BIAORA,22,13689,13711,0,143,13,0,156
MADHYA PRADESH,RAJGARH,KHILCHIPUR,222,10080,10302,0,188,0,0,188
MADHYA PRADESH,RAJGARH,NARSINGARH,14,12985,12999,0,0,0,0,0
MADHYA PRADESH,RAJGARH,RAJGARH,640,10670,11310,0,21,0,0,21
MADHYA PRADESH,RAJGARH,SARANGPUR,233,11092,11325,0,0,0,0,0
MADHYA PRADESH,RAJGARH,ZEERAPUR],992,9642,10634,1,731,0,0,732
MADHYA PRADESH,RATLAM,ALOT,2032,7054,9086,2,858,0,0,860
MADHYA PRADESH,RATLAM,BAJNA,37,2085,2122,0,25,0,0,25
MADHYA PRADESH,RATLAM,JAORA,588,10651,11239,0,5,0,0,5
MADHYA PRADESH,RATLAM,PIPLODA,813,8845,9658,26,179,1,0,206
MADHYA PRADESH,RATLAM,RATLAM,171,9459,9630,47,177,0,3,227
MADHYA PRADESH,RATLAM,SAILANA,78,2910,2988,5,128,0,1,134
MADHYA PRADESH,REWA,GANGEO,76,841,917,0,1,0,0,1
MADHYA PRADESH,REWA,HANUMANA,0,633,633,0,0,1,0,1
MADHYA PRADESH,REWA,JAWA,15,2803,2818,0,167,0,1,168
MADHYA PRADESH,REWA,MAUGANJ,0,300,300,0,0,0,1,1
MADHYA PRADESH,REWA,NAIGARHI,2,653,655,0,0,0,7,7
MADHYA PRADESH,REWA,RAIPUR KARCULIYAN,171,710,881,0,0,0,0,0
MADHYA PRADESH,REWA,REWA,57,988,1045,0,35,0,0,35
MADHYA PRADESH,REWA,SIRMOUR,62,1899,1961,0,1,0,0,1
MADHYA PRADESH,REWA,TEONTHER,22,2535,2557,0,0,0,0,0
MADHYA PRADESH,SAGAR,BANDA,12,5667,5679,0,0,1,0,1
MADHYA PRADESH,SAGAR,BINA,50,1490,1540,0,3,0,0,3
MADHYA PRADESH,SAGAR,DEORI,1,4900,4901,0,0,0,0,0
MADHYA PRADESH,SAGAR,JAISINAGAR,9,4649,4658,0,297,0,0,297
MADHYA PRADESH,SAGAR,KESLI,2,4028,4030,0,75,0,0,75
MADHYA PRADESH,SAGAR,KHURAI,123,2657,2780,0,1,0,0,1
MADHYA PRADESH,SAGAR,MALTHONE,2,2449,2451,0,137,0,0,137
MADHYA PRADESH,SAGAR,RAHATGARH,10,3533,3543,0,112,0,0,112
MADHYA PRADESH,SAGAR,REHLI,237,5680,5917,0,2,0,0,2
MADHYA PRADESH,SAGAR,SAGAR,10,6795,6805,0,8,0,0,8
MADHYA PRADESH,SAGAR,SHAHGARH,51,2308,2359,0,41,0,0,41
MADHYA PRADESH,SATNA,AMARPATAN,3,1704,1707,0,69,0,0,69
MADHYA PRADESH,SATNA,MAIHAR,11,3318,3329,0,0,0,0,0
MADHYA PRADESH,SATNA,MAJHAGAWAN,5,2710,2715,0,26,0,0,26
MADHYA PRADESH,SATNA,NAGOD,4,2509,2513,0,0,0,0,0
MADHYA PRADESH,SATNA,RAMNAGER,1,1751,1752,0,0,0,0,0
MADHYA PRADESH,SATNA,RAMPUR BAGHELAN,0,2320,2320,0,0,0,0,0
MADHYA PRADESH,SATNA,SOHAWAL,0,1533,1533,0,0,0,0,0
MADHYA PRADESH,SATNA,UCHEHARA,1,3264,3265,0,0,0,0,0
MADHYA PRADESH,SEHORE,ASHTA,307,7490,7797,1,118,21,0,140
MADHYA PRADESH,SEHORE,BUDHNI,185,2918,3103,0,955,0,0,955
MADHYA PRADESH,SEHORE,ICHAWAR,16,5223,5239,0,0,0,0,0
MADHYA PRADESH,SEHORE,NASRULLAGANJ,2297,2135,4432,0,5692,3,0,5695
MADHYA PRADESH,SEHORE,SEHORE,440,7294,7734,0,0,0,0,0
MADHYA PRADESH,SEONI,BARGHAT,255,2238,2493,8,32,0,0,41
MADHYA PRADESH,SEONI,CHHAPARA,55,2685,2740,0,0,0,0,0
MADHYA PRADESH,SEONI,DHANORA,16,694,710,2,152,0,0,154
MADHYA PRADESH,SEONI,GHANSOR,11,342,353,0,40,0,0,40
MADHYA PRADESH,SEONI,KEOLARI,284,981,1265,19,203,0,0,222
MADHYA PRADESH,SEONI,KURAI,233,3947,4180,38,2,0,0,39
MADHYA PRADESH,SEONI,LAKHNADON,171,4019,4190,0,136,0,0,136
MADHYA PRADESH,SEONI,SEONI,399,6027,6426,51,362,0,1,413
MADHYA PRADESH,SHAHDOL,ANUPPUR,70,122,192,0,2,0,0,2
MADHYA PRADESH,SHAHDOL,BEOHARI,88,625,713,0,110,0,0,110
MADHYA PRADESH,SHAHDOL,BURHAR,0,154,154,0,4,0,0,4
MADHYA PRADESH,SHAHDOL,GOHPARU,0,100,100,0,1,0,0,1
MADHYA PRADESH,SHAHDOL,JAISINGHNAGAR,138,940,1078,0,95,0,0,95
MADHYA PRADESH,SHAHDOL,JAITHARI,22,1192,1214,0,48,0,0,48
MADHYA PRADESH,SHAHDOL,KOTMA,2,14,16,0,0,0,0,0
MADHYA PRADESH,SHAHDOL,PUSHPARAJGARH,0,110,110,0,23,0,0,23
MADHYA PRADESH,SHAHDOL,SOHAGPUR,52,550,602,0,90,0,0,90
MADHYA PRADESH,SHAJAPUR,AGAR,1721,3617,5338,0,390,134,0,524
MADHYA PRADESH,SHAJAPUR,BAROD,1021,6650,7671,0,31,0,0,31
MADHYA PRADESH,SHAJAPUR,KALAPIPAL,312,7920,8232,0,958,16,0,975
MADHYA PRADESH,SHAJAPUR,M.BARODIYA,1073,7125,8198,0,0,0,0,0
MADHYA PRADESH,SHAJAPUR,NALKHEDA,198,4242,4440,0,138,0,0,138
MADHYA PRADESH,SHAJAPUR,SHAJAPUR,1148,6534,7682,0,325,0,0,325
MADHYA PRADESH,SHAJAPUR,SHUJALPUR,229,4831,5060,0,48,0,0,48
MADHYA PRADESH,SHAJAPUR,SUSNER,2,7288,7290,0,2,0,0,2
MADHYA PRADESH,SHEOPUR,KARHAL,22,98,120,0,0,0,0,0
MADHYA PRADESH,SHEOPUR,SHEOPUR,186,250,436,0,0,0,0,0
MADHYA PRADESH,SHEOPUR,VIJAYPUR,84,3536,3620,0,2,0,0,2
MADHYA PRADESH,SHIVPURI,BADARWAS,1953,1416,3369,0,1510,0,0,1510
MADHYA PRADESH,SHIVPURI,KARERA,341,4753,5094,0,5,0,0,5
MADHYA PRADESH,SHIVPURI,KHANIYADHANA,2164,9029,11193,0,27,0,0,27
MADHYA PRADESH,SHIVPURI,KOLARAS,1255,2620,3875,0,1130,0,0,1130
MADHYA PRADESH,SHIVPURI,NARWAR,740,5812,6552,0,1,0,0,1
MADHYA PRADESH,SHIVPURI,PICHHORE,664,5666,6330,0,0,0,0,0
MADHYA PRADESH,SHIVPURI,POHARI,450,2579,3029,0,0,0,0,0
MADHYA PRADESH,SHIVPURI,SHIVPURI,1701,2266,3967,0,0,0,3,3
MADHYA PRADESH,SIDHI,CHITRANGI,4,516,520,0,0,0,0,0
MADHYA PRADESH,SIDHI,DEOSAR,33,1415,1448,0,14,0,14,28
MADHYA PRADESH,SIDHI,KUSMI,5,210,215,2,0,0,0,2
MADHYA PRADESH,SIDHI,MAJHOULI,4,1530,1534,0,0,0,0,0
MADHYA PRADESH,SIDHI,RAMPUR NAKIN,7,1394,1401,0,0,0,4,4
MADHYA PRADESH,SIDHI,SIDHI,8,1797,1805,0,0,0,0,0
MADHYA PRADESH,SIDHI,SIHAWAL,15,1279,1294,0,0,0,0,0
MADHYA PRADESH,SIDHI,WAIDHAN,243,3812,4055,0,14,0,13,27
MADHYA PRADESH,TIKAMGARH,BALDEOGARH,127,11431,11558,32,51,0,0,83
MADHYA PRADESH,TIKAMGARH,JATARA,3289,7755,11044,0,139,0,1,140
MADHYA PRADESH,TIKAMGARH,NIWARI,367,7526,7893,77,259,0,0,337
MADHYA PRADESH,TIKAMGARH,PALERA,481,8788,9269,0,0,0,0,0
MADHYA PRADESH,TIKAMGARH,PRITHVIPUR,839,8439,9278,428,589,0,0,1017
MADHYA PRADESH,TIKAMGARH,TIKAMGARH,900,9149,10049,0,669,0,3,672
MADHYA PRADESH,UJJAIN,BARNAGAR,31,2729,2760,0,0,0,0,0
MADHYA PRADESH,UJJAIN,GHATTIA,11,5729,5740,0,3,0,0,3
MADHYA PRADESH,UJJAIN,KHACHROD,521,10691,11212,0,476,0,0,476
MADHYA PRADESH,UJJAIN,MEHIDPUR,4,9239,9243,0,0,0,0,0
MADHYA PRADESH,UJJAIN,TARANA,6,7425,7431,0,52,0,0,53
MADHYA PRADESH,UJJAIN,UJJAIN,1,4484,4485,0,7,0,0,7
MADHYA PRADESH,UMARIA,KARKELI,17,990,1007,0,0,0,0,0
MADHYA PRADESH,UMARIA,MANPUR,112,1084,1196,0,129,0,0,129
MADHYA PRADESH,UMARIA,PALI,2,177,179,0,0,0,0,0
MADHYA PRADESH,VIDISHA,BASODA,2,3549,3551,0,2,0,0,2
MADHYA PRADESH,VIDISHA,GYARASPUR,34,2070,2104,0,0,0,0,0
MADHYA PRADESH,VIDISHA,KURWAI,225,1258,1483,0,0,0,0,0
MADHYA PRADESH,VIDISHA,LATERI,271,1457,1728,0,0,0,0,0
MADHYA PRADESH,VIDISHA,NATERAN,2,4607,4609,0,0,0,0,0
MADHYA PRADESH,VIDISHA,SIRONJ,1,1785,1786,0,0,0,0,0
MADHYA PRADESH,VIDISHA,VIDISHA,84,758,842,0,0,0,0,0
MAHARASHTRA,AHMEDNAGAR,AKOLA,36,10481,10517,2,1,3,0,7
MAHARASHTRA,AHMEDNAGAR,JAMKHED,159,5420,5579,0,0,0,0,0
MAHARASHTRA,AHMEDNAGAR,KARJAT,1903,9169,11072,134,48,0,3,185
MAHARASHTRA,AHMEDNAGAR,KOPARGAON,167,10957,11124,79,78,63,0,219
MAHARASHTRA,AHMEDNAGAR,NAGAR,22,10575,10597,0,0,0,0,0
MAHARASHTRA,AHMEDNAGAR,NEVASA,3587,8886,12473,526,473,975,13,1987
MAHARASHTRA,AHMEDNAGAR,PARNER,2182,12792,14974,682,760,92,209,1742
MAHARASHTRA,AHMEDNAGAR,PATHARDI,104,8344,8448,0,0,0,1,1
MAHARASHTRA,AHMEDNAGAR,RAHATA,6194,3035,9229,864,966,1039,29,2899
MAHARASHTRA,AHMEDNAGAR,RAHURI,637,11446,12083,411,346,364,17,1139
MAHARASHTRA,AHMEDNAGAR,SANGAMNER,79,20670,20749,145,0,0,8,153
MAHARASHTRA,AHMEDNAGAR,SHEVGAON,122,10548,10670,0,0,0,0,0
MAHARASHTRA,AHMEDNAGAR,SHRIGONDA,2009,5958,7967,82,3588,538,21,4229
MAHARASHTRA,AHMEDNAGAR,SHRIRAMPUR,5669,1373,7042,3568,2717,1918,78,8281
MAHARASHTRA,AKOLA,AKOLA,89,1497,1586,0,1,0,0,1
MAHARASHTRA,AKOLA,AKOT,11,4571,4582,0,0,0,0,0
MAHARASHTRA,AKOLA,BALAPUR,21,1538,1559,0,4,2,0,6
MAHARASHTRA,AKOLA,BARSHI TAKLI,255,2872,3127,2,0,0,0,2
MAHARASHTRA,AKOLA,MURTIJAPUR,342,2136,2478,0,0,0,0,0
MAHARASHTRA,AKOLA,PATUR,736,2271,3007,0,188,8,0,196
MAHARASHTRA,AKOLA,TELHARA,1599,2428,4027,88,2,0,0,90
MAHARASHTRA,AMRAVATI,ACHALPUR,164,7070,7234,1,0,0,0,1
MAHARASHTRA,AMRAVATI,AMRAVATI,8,3981,3989,0,0,0,3,3
MAHARASHTRA,AMRAVATI,ANJANGAON SURJI,1583,3758,5341,0,0,0,0,0
MAHARASHTRA,AMRAVATI,BHATKULI,1,676,677,1,0,1,0,2
MAHARASHTRA,AMRAVATI,CHANDUR BAZAR,5,8899,8904,1,0,0,4,5
MAHARASHTRA,AMRAVATI,CHANDUR RAILWAY,15,3917,3932,0,0,0,0,0
MAHARASHTRA,AMRAVATI,CHIKHALDARA,24,906,930,0,2,0,0,2
MAHARASHTRA,AMRAVATI,DARYAPUR,1,716,717,0,7,0,0,7
MAHARASHTRA,AMRAVATI,DHAMANGAON RAILWAY,3954,868,4822,1,0,0,0,1
MAHARASHTRA,AMRAVATI,DHARNI,180,1690,1870,0,0,0,0,0
MAHARASHTRA,AMRAVATI,MORSHI,316,9450,9766,0,1,1,0,2
MAHARASHTRA,AMRAVATI,NANDGAON KHANDESHWAR,14,6235,6249,5,2,2,0,9
MAHARASHTRA,AMRAVATI,TEOSA,1041,4092,5133,3,1,1,0,5
MAHARASHTRA,AMRAVATI,WARUD,50,13547,13597,5,6,4,20,35
MAHARASHTRA,AURANGABAD,AURANGABAD,355,10529,10884,70,8,1,4,83
MAHARASHTRA,AURANGABAD,FULAMBRI,662,7935,8597,807,37,0,0,844
MAHARASHTRA,AURANGABAD,GANAGAPUR,363,9891,10254,532,5,1,0,538
MAHARASHTRA,AURANGABAD,KANNAD,1224,13391,14615,0,447,1,0,448
MAHARASHTRA,AURANGABAD,KHULDABAD,91,3998,4089,240,0,0,0,240
MAHARASHTRA,AURANGABAD,PAITHAN,682,7055,7737,1105,217,0,0,1322
MAHARASHTRA,AURANGABAD,SILLOD,327,10999,11326,3607,87,0,0,3693
MAHARASHTRA,AURANGABAD,SOEGAON,126,3995,4121,2,429,0,0,431
MAHARASHTRA,AURANGABAD,VAIJAPUR,4465,12203,16668,2131,102,2,0,2235
MAHARASHTRA,BEED,AMBEJOGAI,397,2299,2696,0,0,0,0,0
MAHARASHTRA,BEED,ASHTI,1978,3228,5206,7,0,0,7,14
MAHARASHTRA,BEED,BEED,260,2967,3227,0,0,0,0,0
MAHARASHTRA,BEED,DHARUR,2,805,807,4,0,0,0,4
MAHARASHTRA,BEED,GEORAI,9,2516,2525,0,0,0,0,0
MAHARASHTRA,BEED,KAIJ,45,4820,4865,17,3,0,12,32
MAHARASHTRA,BEED,MAJALGAON,5,1614,1619,0,0,0,0,0
MAHARASHTRA,BEED,PARLI,1108,2700,3808,0,1,0,1,1
MAHARASHTRA,BEED,PATODA,1,2052,2053,1,1,0,2,4
MAHARASHTRA,BEED,SHIRUR (KASAR),38,1567,1605,2,0,0,0,2
MAHARASHTRA,BEED,WADWANI,77,2426,2503,0,0,0,0,0
MAHARASHTRA,BHANDARA,BHANDARA,237,1151,1388,11,3,0,0,14
MAHARASHTRA,BHANDARA,LAKHANDUR,74,2507,2581,4,0,0,0,4
MAHARASHTRA,BHANDARA,LAKHANI,0,1666,1666,0,0,0,0,0
MAHARASHTRA,BHANDARA,MOHADI,363,1107,1470,608,35,0,29,672
MAHARASHTRA,BHANDARA,PAVANI,18,4462,4480,0,0,0,0,0
MAHARASHTRA,BHANDARA,SAKOLI,309,1158,1467,14,6,0,0,20
MAHARASHTRA,BHANDARA,TUMSAR,851,2074,2925,359,6,0,13,378
MAHARASHTRA,BULDANA,BULDANA,105,6245,6350,4,4,0,3,11
MAHARASHTRA,BULDANA,CHIKHLI,40,7280,7320,0,0,0,1,1
MAHARASHTRA,BULDANA,DEULGAON RAJA,15,3900,3915,78,46,7,0,131
MAHARASHTRA,BULDANA,JALGAON JAMOD,76,4888,4964,1,1,0,0,2
MAHARASHTRA,BULDANA,KHAMGAON,60,6326,6386,1,1,0,0,2
MAHARASHTRA,BULDANA,LONAR,8,3432,3440,0,0,0,1,1
MAHARASHTRA,BULDANA,MALKAPUR,469,4265,4734,1,1,0,2,4
MAHARASHTRA,BULDANA,MEHKAR,7,4535,4542,1,1,0,0,2
MAHARASHTRA,BULDANA,MOTALA,193,5807,6000,2,0,3,1,6
MAHARASHTRA,BULDANA,NANDURA,122,4348,4470,0,0,0,1,1
MAHARASHTRA,BULDANA,SANGRAMPUR,1442,3066,4508,2,2,0,1,5
MAHARASHTRA,BULDANA,SHEGAON,17,2876,2893,1,1,0,0,2
MAHARASHTRA,BULDANA,SINDKHED RAJA,15,4860,4875,0,3,0,1,4
MAHARASHTRA,CHANDRAPUR,BALLARPUR,9,694,703,0,0,0,0,0
MAHARASHTRA,CHANDRAPUR,BHADRAVATI,2,710,712,0,0,0,0,0
MAHARASHTRA,CHANDRAPUR,BRAMHAPURI,2,1284,1286,0,0,0,0,0
MAHARASHTRA,CHANDRAPUR,CHANDRAPUR,4,764,768,0,0,0,0,0
MAHARASHTRA,CHANDRAPUR,CHIMUR,4,1954,1958,0,0,0,0,0
MAHARASHTRA,CHANDRAPUR,GONDPIPRI,0,1136,1136,0,0,0,0,0
MAHARASHTRA,CHANDRAPUR,KORPANA,65,326,391,0,0,0,0,0
MAHARASHTRA,CHANDRAPUR,MUL,11,753,764,0,0,0,0,0
MAHARASHTRA,CHANDRAPUR,NAGBHIR,5,1901,1906,0,0,0,0,0
MAHARASHTRA,CHANDRAPUR,POMBHURNA,0,522,522,0,0,0,0,0
MAHARASHTRA,CHANDRAPUR,RAJURA,2,1288,1290,0,0,0,0,0
MAHARASHTRA,CHANDRAPUR,SAWALI,13,634,647,0,0,0,0,0
MAHARASHTRA,CHANDRAPUR,SINDEWAHI,11,522,533,0,0,0,0,0
MAHARASHTRA,CHANDRAPUR,WARORA,123,676,799,0,0,0,0,0
MAHARASHTRA,DHULE,DHULE,824,16813,17637,0,0,0,0,0
MAHARASHTRA,DHULE,SAKRI,708,17663,18371,0,0,0,0,0
MAHARASHTRA,DHULE,SHIRPUR,874,4816,5690,1,0,0,0,1
MAHARASHTRA,DHULE,SINDKHEDA,23,9085,9108,0,0,0,0,0
MAHARASHTRA,GADCHIROLI,AHERI,1,731,732,0,0,0,0,0
MAHARASHTRA,GADCHIROLI,ARMORI,74,1299,1373,0,0,0,0,0
MAHARASHTRA,GADCHIROLI,BHAMRAGAD,0,268,268,0,0,0,0,0
MAHARASHTRA,GADCHIROLI,CHAMORSHI,138,1257,1395,1,0,0,0,1
MAHARASHTRA,GADCHIROLI,DESAIGANJ (WADSA ),86,431,517,0,0,0,0,0
MAHARASHTRA,GADCHIROLI,DHANORA,0,1120,1120,0,0,0,0,0
MAHARASHTRA,GADCHIROLI,ETTAPALLI,0,517,517,0,0,0,0,0
MAHARASHTRA,GADCHIROLI,GADCHIROLI,3,1380,1383,0,0,0,0,0
MAHARASHTRA,GADCHIROLI,KORCHI,0,730,730,0,0,0,0,0
MAHARASHTRA,GADCHIROLI,KURKHEDA,1,1800,1801,2,0,0,0,2
MAHARASHTRA,GADCHIROLI,MULCHERA,3,554,557,0,0,0,0,0
MAHARASHTRA,GADCHIROLI,SIRONCHA,3,769,772,0,0,0,0,0
MAHARASHTRA,GONDIYA,A / MORGAON,57,770,827,10,6,0,0,16
MAHARASHTRA,GONDIYA,AMGAON,1,827,828,0,0,0,0,0
MAHARASHTRA,GONDIYA,DEVRI,6,786,792,0,0,0,0,0
MAHARASHTRA,GONDIYA,GONDIYA,289,1298,1587,177,6,0,0,183
MAHARASHTRA,GONDIYA,GOREGAON,78,1020,1098,0,0,0,0,0
MAHARASHTRA,GONDIYA,SADAK ARJUNI,54,1390,1444,19,0,0,0,19
MAHARASHTRA,GONDIYA,SALEKASA,86,465,551,50,0,10,0,60
MAHARASHTRA,GONDIYA,TIRODA,5,1733,1738,0,0,0,0,0
MAHARASHTRA,HINGOLI,AUNDHA (NAGNATH),143,3314,3457,0,0,0,0,0
MAHARASHTRA,HINGOLI,BASMATH,1398,4151,5549,0,555,0,0,555
MAHARASHTRA,HINGOLI,HINGOLI,128,3657,3785,0,0,0,0,0
MAHARASHTRA,HINGOLI,KALAMNURI,462,3481,3943,0,5,0,0,5
MAHARASHTRA,HINGOLI,SENGAON,9,3912,3921,0,0,0,0,0
MAHARASHTRA,JALGAON,AMALNER,334,9582,9916,0,0,0,0,0
MAHARASHTRA,JALGAON,BHADGAON,21,6184,6205,1,0,0,0,1
MAHARASHTRA,JALGAON,BHUSAWAL,199,4260,4459,0,0,0,1,1
MAHARASHTRA,JALGAON,BODWAD,3,3666,3669,0,0,0,0,0
MAHARASHTRA,JALGAON,CHALISGAON,172,12326,12498,1,1,0,0,2
MAHARASHTRA,JALGAON,CHOPDA,2,5104,5106,0,0,0,2,2
MAHARASHTRA,JALGAON,DHARANGAON,105,3920,4025,0,0,0,0,0
MAHARASHTRA,JALGAON,ERANDOL,29,4936,4965,0,0,0,0,0
MAHARASHTRA,JALGAON,JALGAON,7,4339,4346,0,0,0,0,0
MAHARASHTRA,JALGAON,JAMNER,11,11661,11672,0,0,0,0,0
MAHARASHTRA,JALGAON,MUKTAINAGAR,25,6206,6231,0,0,0,0,0
MAHARASHTRA,JALGAON,PACHORA,174,10754,10928,1,3,0,0,4
MAHARASHTRA,JALGAON,PAROLA,2136,8951,11087,0,0,0,0,0
MAHARASHTRA,JALGAON,RAVER,52,6196,6248,0,0,2,0,2
MAHARASHTRA,JALGAON,YAWAL,16,8097,8113,1,0,0,4,5
MAHARASHTRA,JALNA,AMBAD,521,5177,5698,1283,74,0,0,1357
MAHARASHTRA,JALNA,BADNAPUR,5,4856,4861,0,0,0,0,0
MAHARASHTRA,JALNA,BHOKARDAN,578,7118,7696,1,1,0,0,2
MAHARASHTRA,JALNA,GHANSAWANGI,295,5903,6198,1,0,0,3,4
MAHARASHTRA,JALNA,JAFFERABAD,120,6274,6394,0,0,0,0,0
MAHARASHTRA,JALNA,JALNA,471,7198,7669,0,0,1,0,1
MAHARASHTRA,JALNA,MANTHA,151,6063,6214,711,54,0,0,765
MAHARASHTRA,JALNA,PARTUR,1015,4616,5631,0,5,1,0,6
MAHARASHTRA,KOLHAPUR,AJRA,791,1425,2216,0,0,0,0,0
MAHARASHTRA,KOLHAPUR,BHUDARGAD,1198,1117,2315,60,19,48,20,147
MAHARASHTRA,KOLHAPUR,CHANDGAD,1559,3207,4766,14,0,20,6,41
MAHARASHTRA,KOLHAPUR,GADHINGLAJ,2006,4226,6232,165,8,90,55,318
MAHARASHTRA,KOLHAPUR,GAGANBAVDA,181,65,246,1,0,22,1,24
MAHARASHTRA,KOLHAPUR,HATKANANGALE,4148,2997,7145,826,774,880,13,2494
MAHARASHTRA,KOLHAPUR,KAGAL,3237,851,4088,121,57,210,41,430
MAHARASHTRA,KOLHAPUR,KARVIR,2767,2671,5438,367,503,678,46,1594
MAHARASHTRA,KOLHAPUR,PANHALA,2066,1296,3362,0,0,1,0,1
MAHARASHTRA,KOLHAPUR,RADHANAGARI,1724,245,1969,118,96,730,21,964
MAHARASHTRA,KOLHAPUR,SHAHUWADI,712,649,1361,66,44,63,6,179
MAHARASHTRA,KOLHAPUR,SHIROL,1928,113,2041,340,183,313,51,886
MAHARASHTRA,LATUR,AHMADPUR,380,1842,2222,0,0,0,0,0
MAHARASHTRA,LATUR,AUSA,7,6993,7000,0,0,0,0,0
MAHARASHTRA,LATUR,CHAKUR,17,2924,2941,0,0,0,0,0
MAHARASHTRA,LATUR,DEONI,42,920,962,0,0,0,0,0
MAHARASHTRA,LATUR,JALKOT,0,853,853,0,0,0,0,0
MAHARASHTRA,LATUR,LATUR,432,2304,2736,0,0,0,0,0
MAHARASHTRA,LATUR,NILANGA,27,5710,5737,0,0,0,0,0
MAHARASHTRA,LATUR,RENAPUR,27,1938,1965,0,2,0,0,2
MAHARASHTRA,LATUR,SHIRUR ANANTPAL,83,1015,1098,14,19,25,0,58
MAHARASHTRA,LATUR,UDGIR,346,2084,2430,1,87,1,5,94
MAHARASHTRA,NAGPUR,BHIWAPUR,0,2226,2226,0,0,0,0,0
MAHARASHTRA,NAGPUR,HINGNA,211,3839,4050,0,0,0,0,0
MAHARASHTRA,NAGPUR,KALAMESHWAR,108,5249,5357,0,0,0,0,0
MAHARASHTRA,NAGPUR,KAMPTEE,440,1645,2085,0,0,0,0,0
MAHARASHTRA,NAGPUR,KATOL,51,13467,13518,5,2,5,1,12
MAHARASHTRA,NAGPUR,KUHI,2,4981,4983,0,0,0,0,0
MAHARASHTRA,NAGPUR,MOUDA,1512,606,2118,0,0,0,0,0
MAHARASHTRA,NAGPUR,NAGPUR RURAL,204,4706,4910,1,1,2,3,6
MAHARASHTRA,NAGPUR,NAGPUR(URBAN)1&2,0,230,230,1,0,0,0,1
MAHARASHTRA,NAGPUR,NARKHED,6,11973,11979,2,0,1,0,3
MAHARASHTRA,NAGPUR,PARSEONI,339,1760,2099,0,0,0,0,0
MAHARASHTRA,NAGPUR,RAMTEK,24,1742,1766,0,0,0,0,0
MAHARASHTRA,NAGPUR,SAVNER,1211,4068,5279,0,0,0,0,0
MAHARASHTRA,NAGPUR,UMRED,363,2615,2978,0,6,1,3,10
MAHARASHTRA,NANDED,ARDHAPUR,2957,182,3139,0,0,0,0,0
MAHARASHTRA,NANDED,BHOKAR,3,1666,1669,0,0,0,0,0
MAHARASHTRA,NANDED,BILOLI,22,422,444,0,0,0,0,0
MAHARASHTRA,NANDED,DEGLUR,147,1330,1477,0,1,0,0,1
MAHARASHTRA,NANDED,DHARMABAD,0,114,114,0,0,0,0,0
MAHARASHTRA,NANDED,HADGAON,859,1814,2673,0,0,0,0,0
MAHARASHTRA,NANDED,HIMAYATNAGAR,1,435,436,0,0,0,0,0
MAHARASHTRA,NANDED,KANDHAR,81,2290,2371,0,0,0,0,0
MAHARASHTRA,NANDED,KINWAT,20,2164,2184,0,0,0,0,0
MAHARASHTRA,NANDED,LOHA,87,2239,2326,0,0,0,0,0
MAHARASHTRA,NANDED,MAHOOR,159,1597,1756,0,0,0,0,0
