-----
{
 "description": "The table refers to district wise distribution of shallow tubewells by status . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Districtshtbwl2.6.csv", 
 "title": "Download CSV for District wise Distribution of Shallow Tubewells by Status for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Districtshtbwl2.6.csv"
}
-----
State,District,In use,Not in use - Temporarily,Not in use - Salinity,Not in use - Dried up,Not in use - Destroyed,Not in use - Others,Total - Not in use,Grand total ( Use  + Not in use)
BIHAR,ROHTAS,17118,115,0,49,14,13,191,17309
BIHAR,SAHARSA,9518,270,0,12,1,10,293,9811
BIHAR,SAHEBGANJ,1761,0,0,3,0,0,3,1764
BIHAR,SAMASTIPUR,28567,630,0,338,250,55,1273,29840
BIHAR,SARAN,23675,165,314,158,36,43,716,24391
BIHAR,SHEIKHPURA,5284,35,0,26,0,1,62,5346
BIHAR,SHEOHAR,4331,77,0,11,19,18,125,4456
BIHAR,SINGHBHUM EAST,797,353,0,83,26,19,481,1278
BIHAR,SINGHBHUM WEST,4,0,0,0,11,0,11,15
BIHAR,SITAMARHI,14510,170,0,110,107,15,402,14912
BIHAR,SIWAN,26777,55,0,30,5,10,100,26877
BIHAR,SUPAUL,12862,217,0,41,208,10,476,13338
BIHAR,VAISHALI,21263,102,0,45,16,10,173,21436
GOA,NORTH GOA,20,0,0,0,0,0,0,20
GOA,SOUTH GOA,6,0,0,0,0,2,2,8
HARYANA,AMBALA,14731,0,0,0,0,13,13,14744
HARYANA,BHIWANI,18230,0,0,0,0,242,242,18472
HARYANA,FARIDABAD,25558,0,0,0,0,47,47,25605
HARYANA,GURGAON,28694,0,0,0,0,46,46,28740
HARYANA,HISAR,45280,0,0,0,0,92,92,45372
HARYANA,JIND,29689,0,0,0,0,30,30,29719
HARYANA,KAITHAL,30751,0,0,0,0,214,214,30965
HARYANA,KARNAL,51952,0,0,0,0,350,350,52302
HARYANA,KURUKSHETRA,35787,0,0,0,0,120,120,35907
HARYANA,MEHANDERGARH,24149,0,0,0,0,81,81,24230
HARYANA,PANCHKULA,1183,0,0,0,0,0,0,1183
HARYANA,PANIPAT,26236,0,0,0,0,114,114,26350
HARYANA,RIWARI,23143,0,0,0,0,115,115,23258
HARYANA,ROHTAK,50447,0,0,0,0,208,208,50655
HARYANA,SIRSA,24578,0,0,0,0,144,144,24722
HARYANA,SONIPAT,35990,0,0,0,0,140,140,36130
HARYANA,YAMUNA NAGAR,25761,0,0,0,0,179,179,25940
HIMACHAL PRADESH,Bilaspur,22,0,0,0,0,0,0,22
HIMACHAL PRADESH,Hamirpur,12,0,0,0,0,0,0,12
HIMACHAL PRADESH,Kangra,303,5,0,1,0,0,6,309
HIMACHAL PRADESH,Mandi,69,10,0,0,0,0,10,79
HIMACHAL PRADESH,Sirmaur,175,2,0,0,0,0,2,177
HIMACHAL PRADESH,Solan,83,1,0,0,1,0,2,85
HIMACHAL PRADESH,Una,940,0,0,0,0,0,0,940
JAMMU & KASHMIR,Budgam,0,1,0,0,0,0,1,1
JAMMU & KASHMIR,Jammu,1060,8,0,0,0,0,8,1068
JAMMU & KASHMIR,Kathua,225,2,0,0,0,0,2,227
JAMMU & KASHMIR,Kupwara,11,0,0,0,0,0,0,11
JAMMU & KASHMIR,Srinagar,6,0,0,0,0,0,0,6
KARNATAKA,BANGALORE RURAL,7314,117,64,76,4,4,265,7579
KARNATAKA,BANGALORE URBAN,2190,44,71,21,3,9,148,2338
KARNATAKA,BELGAUM,4898,25,146,16,2,3,192,5090
KARNATAKA,BELLARY,1347,73,20,20,0,45,158,1505
KARNATAKA,BIDAR,290,8,2,2,0,2,14,304
KARNATAKA,BIJAPUR,2194,42,1,5,7,5,60,2254
KARNATAKA,CHIKKAMAGALORE,2849,39,38,11,0,4,92,2941
KARNATAKA,CHITRADURGA,8834,506,114,110,19,27,776,9610
KARNATAKA,DAKSHINA KANNADA,513,13,2,2,0,0,17,530
KARNATAKA,DHARWAR,7257,147,146,26,10,47,376,7633
KARNATAKA,GULBARGA,627,65,12,1,0,2,80,707
KARNATAKA,HASSAN,10395,85,50,29,5,59,228,10623
KARNATAKA,KODAGU,11,0,0,0,0,0,0,11
KARNATAKA,KOLAR,6377,133,84,234,29,45,525,6902
KARNATAKA,MANDYA,1079,19,10,2,0,1,32,1111
KARNATAKA,MYSORE,2604,21,28,29,5,18,101,2705
KARNATAKA,RAICHUR,3243,336,87,21,5,24,473,3716
KARNATAKA,SHIMOGA,3700,55,13,6,4,7,85,3785
KARNATAKA,TUMKUR,9616,226,94,139,21,17,497,10113
KARNATAKA,UTTARA KANNADA,131,4,3,0,1,0,8,139
KERALA,ALAPUZHA,477,2,1,0,1,0,4,481
KERALA,ERANAKULAM,128,0,0,0,0,0,0,128
KERALA,IDUKKI,2,0,0,0,0,0,0,2
KERALA,KANNUR,3,0,0,0,0,0,0,3
KERALA,KASARAGODE,47,2,0,1,0,0,3,50
KERALA,KOLLAM,63,0,0,2,0,2,4,67
KERALA,KOTTAYAM,13,1,0,0,0,0,1,14
KERALA,KOZHIKODE,1,0,0,0,0,0,0,1
KERALA,MALAPPURAM,183,1,0,0,0,0,1,184
KERALA,PALAKKAD,187,0,1,0,0,1,2,189
KERALA,PATHANAMTHITTA,39,2,0,3,0,0,5,44
KERALA,THIRUVANANTHAPURAM,193,0,0,0,0,0,0,193
KERALA,THRISSUR,1008,0,0,0,0,0,0,1008
MADHYA PRADESH,BALAGHAT,77,0,0,0,0,0,0,77
MADHYA PRADESH,BASTAR,31,0,0,0,1,1,2,33
MADHYA PRADESH,BETUL,567,1,3,1,0,0,5,572
MADHYA PRADESH,BHIND,459,0,0,0,0,6,6,465
MADHYA PRADESH,BHOPAL,2949,3,0,0,0,0,3,2952
MADHYA PRADESH,BILASPUR,1783,22,31,4,0,0,57,1840
MADHYA PRADESH,CHHATARPUR,280,0,0,0,0,2,2,282
MADHYA PRADESH,CHHINDWARA,586,0,0,0,0,0,0,586
MADHYA PRADESH,DAMOH,2692,10,2,1,0,5,18,2710
MADHYA PRADESH,DEWAS,6435,39,3,53,0,32,127,6562
MADHYA PRADESH,DHAR,14223,102,16,103,9,343,573,14796
MADHYA PRADESH,DURG,5247,142,28,21,4,87,282,5529
MADHYA PRADESH,GUNA,1940,0,0,0,0,0,0,1940
MADHYA PRADESH,GWALIOR,662,0,0,0,0,0,0,662
MADHYA PRADESH,HOSHANGABAD,2499,9,5,2,1,13,30,2529
MADHYA PRADESH,INDORE,17323,33,32,52,43,83,243,17566
MADHYA PRADESH,JABALPUR,1259,0,0,2,0,0,2,1261
MADHYA PRADESH,JHABUA,75,1,0,0,0,2,3,78
MADHYA PRADESH,KHANDWA,54,8,0,0,0,0,8,62
MADHYA PRADESH,KHARGONE,772,42,3,10,0,2,57,829
MADHYA PRADESH,MANDLA,51,0,0,0,0,0,0,51
MADHYA PRADESH,MANDSAUR,397,1,1,1,0,2,5,402
MADHYA PRADESH,MORENA,1913,0,0,0,0,0,0,1913
MADHYA PRADESH,NARSIMHAPUR,5501,1,1,168,0,7,177,5678
MADHYA PRADESH,PANNA,145,0,0,1,0,0,1,146
MADHYA PRADESH,RAIGARH,1701,13,8,5,0,0,26,1727
MADHYA PRADESH,RAIPUR,3801,84,25,5,2,3,119,3920
MADHYA PRADESH,RAISEN,5544,11,1,2,2,5,21,5565
MADHYA PRADESH,RAJGARH,1141,0,0,2,0,2,4,1145
MADHYA PRADESH,RAJNANDGAON,213,8,8,1,0,0,17,230
MADHYA PRADESH,RATLAM,3985,19,15,24,0,24,82,4067
MADHYA PRADESH,REWA,1160,7,2,1,0,0,10,1170
MADHYA PRADESH,SAGAR,1554,0,0,0,0,0,0,1554
MADHYA PRADESH,SATNA,2584,8,3,2,0,0,13,2597
MADHYA PRADESH,SEHORE,5617,12,1,7,1,6,27,5644
MADHYA PRADESH,SEONI,40,0,0,0,0,0,0,40
MADHYA PRADESH,SHAHDOL,64,0,1,0,0,0,1,65
MADHYA PRADESH,SHAJAPUR,3051,9,23,11,0,13,56,3107
MADHYA PRADESH,SHIVPURI,237,0,0,0,0,0,0,237
MADHYA PRADESH,SIDHI,329,3,1,0,0,1,5,334
MADHYA PRADESH,SURGUJA,18,0,0,0,0,0,0,18
MADHYA PRADESH,TIKAMGARH,892,0,0,0,0,5,5,897
MADHYA PRADESH,UJJAIN,16838,121,26,19,0,88,254,17092
MADHYA PRADESH,VIDISHA,2554,18,1,0,0,1,20,2574
MANIPUR,BISHNUPUR,3,0,0,0,0,0,0,3
MANIPUR,CHURACHANDPUR,2,0,0,0,0,0,0,2
MANIPUR,IMPHAL,9,0,0,0,0,0,0,9
MANIPUR,SENAPATI,3,0,0,0,0,0,0,3
MANIPUR,THOUBAL,19,0,0,0,0,0,0,19
MEGHALAYA,WEST GARO HILLS,109,0,0,0,0,0,0,109
MEGHALAYA,WEST KHASI HILLS,1,0,0,0,0,0,0,1
NAGALAND,KOHIMA,6,0,0,0,0,0,0,6
ORISSA,ANGUL,2,0,0,0,0,0,0,2
ORISSA,BALASORE,6088,584,36,77,39,65,801,6889
ORISSA,BARAGARH,185,3,0,1,0,1,5,190
ORISSA,BHADRAK,1012,203,10,4,14,13,244,1256
ORISSA,BOLANGIR,17,0,0,0,0,0,0,17
ORISSA,CUTTACK,1432,247,7,13,3,11,281,1713
ORISSA,GAJAPATI,71,12,1,0,1,2,16,87
ORISSA,GANJAM,736,107,6,12,33,5,163,899
ORISSA,JAGATSINGHPUR,1183,261,44,13,40,35,393,1576
ORISSA,JAJPUR,1024,211,32,10,21,27,301,1325
ORISSA,JHARSUGUDA,9,0,0,0,0,0,0,9
ORISSA,KALAHANDI,10,0,0,0,0,0,0,10
ORISSA,KENDRAPARA,454,98,11,0,6,16,131,585
ORISSA,KEONJHAR,89,33,0,0,0,0,33,122
ORISSA,KHURDA,303,52,0,0,0,0,52,355
ORISSA,KORAPUT,2,0,0,0,0,0,0,2
ORISSA,MAYURBHANJ,210,18,4,2,9,14,47,257
ORISSA,NAYAGARH,244,3,0,0,0,0,3,247
ORISSA,NUAPADA,4,0,0,0,0,0,0,4
ORISSA,PURI,1959,265,0,0,0,0,265,2224
ORISSA,RAYAGADA,243,76,0,0,0,0,76,319
ORISSA,SAMBALPUR,2,0,0,0,0,0,0,2
ORISSA,SONEPUR,2,0,0,0,0,0,0,2
ORISSA,SUNDARGARH,3,0,0,0,0,0,0,3
PUNJAB,AMRITSAR,94813,731,68,6,10,1,816,95629
PUNJAB,BATHINDA,32172,31,6,1,0,2,40,32212
PUNJAB,FARIDKOT,103167,136,11,3,1,0,151,103318
PUNJAB,FATEHGARH SAHIB,24713,35,0,0,0,0,35,24748
PUNJAB,FEROZEPUR,97530,202,69,2,1,1,275,97805
PUNJAB,GURDASPUR,59350,571,100,7,6,20,704,60054
PUNJAB,HOSHIARPUR,50530,613,143,14,6,4,780,51310
PUNJAB,JALANDHAR,88573,355,54,27,8,4,448,89021
PUNJAB,KAPURTHALA,39813,212,32,7,2,4,257,40070
PUNJAB,LUDHIANA,104723,84,139,25,5,2,255,104978
PUNJAB,MANSA,32876,361,151,12,9,2,535,33411
PUNJAB,PATIALA,75983,198,57,6,0,4,265,76248
PUNJAB,ROPAR,23700,92,72,2,1,27,194,23894
PUNJAB,SANGRUR,110560,740,150,30,24,7,951,111511
RAJASTHAN,AJMER,1,0,0,0,0,0,0,1
RAJASTHAN,ALWAR,16514,1274,8,11,1,1,1295,17809
RAJASTHAN,BANSWARA,9,2,0,0,0,2,4,13
RAJASTHAN,BARAN,1851,211,4,3,0,0,218,2069
RAJASTHAN,BHARATPUR,28134,1402,22,22,8,1,1455,29589
RAJASTHAN,BHILWARA,13,2,0,0,0,0,2,15
RAJASTHAN,BIKANER,19,0,1,0,0,0,1,20
RAJASTHAN,BUNDI,8,84,0,0,0,0,84,92
RAJASTHAN,CHITTORGARH,391,31,1,0,0,0,32,423
RAJASTHAN,CHURU,88,2,0,0,0,0,2,90
RAJASTHAN,DAUSA,2589,799,1,1,0,0,801,3390
RAJASTHAN,DHOLPUR,3983,105,7,5,1,1,119,4102
RAJASTHAN,DUNGARPUR,21,0,0,0,0,0,0,21
RAJASTHAN,JAIPUR,21,0,0,0,0,2,2,23
RAJASTHAN,JAISALMER,17,1,0,0,0,0,1,18
RAJASTHAN,JALORE,60,11,3,0,0,0,14,74
RAJASTHAN,JHALAWAR,67,2,0,0,0,0,2,69
RAJASTHAN,JODHPUR,248,18,1,1,0,0,20,268
RAJASTHAN,KOTA,1670,236,6,2,2,0,246,1916
RAJASTHAN,NAGAUR,445,77,1,0,1,0,79,524
RAJASTHAN,PALI,119,8,1,1,0,7,17,136
RAJASTHAN,RAJSAMAND,7,0,0,0,0,0,0,7
RAJASTHAN,SAWAI-MADHOPUR,2288,71,4,18,9,8,110,2398
RAJASTHAN,SIROHI,1,0,0,0,0,0,0,1
RAJASTHAN,TONK,5,0,0,0,0,0,0,5
RAJASTHAN,UDAIPUR,26,0,0,0,0,0,0,26
TAMIL NADU,COIMBATORE,630,44,2,0,12,85,143,773
TAMIL NADU,CUDDALORE,20229,329,367,127,65,485,1373,21602
TAMIL NADU,DHARMAPURI,72,0,0,5,0,0,5,77
TAMIL NADU,DINDIGUL,253,89,0,0,0,0,89,342
TAMIL NADU,ERODE,166,14,0,0,0,0,14,180
TAMIL NADU,KANCHIPURAM,3189,620,17,2,4,6,649,3838
TAMIL NADU,KANNIYAKUMARI,55,0,0,0,0,0,0,55
TAMIL NADU,KARUR,295,6,0,0,0,0,6,301
TAMIL NADU,MADURAI,14,33,0,0,0,2,35,49
TAMIL NADU,NAGAPATTINAM,2139,47,16,0,0,43,106,2245
TAMIL NADU,NAMAKKAL,32,0,0,0,0,4,4,36
TAMIL NADU,PERAMBALUR,2142,82,22,0,1,1062,1167,3309
TAMIL NADU,PUDUKOTTAI,587,8,0,0,0,1,9,596
TAMIL NADU,RAMNATHAPURAM,283,2,1,5,0,0,8,291
TAMIL NADU,SALEM,106,1,39,1,0,0,41,147
TAMIL NADU,SIVAGANGA,38,0,0,0,0,0,0,38
TAMIL NADU,THANJAVUR,18538,215,73,66,5,6,365,18903
TAMIL NADU,THENI,341,11,14,0,29,0,54,395
TAMIL NADU,TIRUNELVELI,37,0,1,0,0,0,1,38
TAMIL NADU,TIRUVALLUR,4969,123,8,52,14,13,210,5179
TAMIL NADU,TIRUVARUR,10697,412,137,44,2,21,616,11313
TAMIL NADU,TRICHIRAPPALLI,164,1,0,0,1,583,585,749
TAMIL NADU,VILLUPURAM,5177,236,257,26,4,165,688,5865
TRIPURA,DHALAI,58,0,0,0,0,0,0,58
TRIPURA,NORTH,5,0,0,0,0,0,0,5
TRIPURA,SOUTH,38,0,0,0,0,21,21,59
TRIPURA,WEST,12,0,0,0,1,1,2,14
UTTAR PRADESH,AGRA,35349,0,0,0,0,0,0,35349
UTTAR PRADESH,ALIGARH,49123,2,0,0,0,0,2,49125
UTTAR PRADESH,ALLAHABAD,27368,113,99,103,23,19,357,27725
UTTAR PRADESH,AMBEDKAR NAGAR,34577,120,19,1,914,0,1054,35631
UTTAR PRADESH,AZAMGARH,28543,0,0,0,0,0,0,28543
UTTAR PRADESH,BADAUN,54126,0,0,0,0,0,0,54126
UTTAR PRADESH,BAHRAICH,52298,75,66,28,511,4,684,52982
UTTAR PRADESH,BALLIA,22983,175,116,110,16,101,518,23501
UTTAR PRADESH,BANDA,6155,6,1,0,0,0,7,6162
UTTAR PRADESH,BARABANKI,32757,219,179,70,12,6,486,33243
UTTAR PRADESH,BAREILLY,48614,0,0,0,0,0,0,48614
UTTAR PRADESH,BASTI,46251,0,0,0,0,0,0,46251
UTTAR PRADESH,BIJNOR,59894,736,237,29,6,9,1017,60911
UTTAR PRADESH,BULANDSHAHR,45035,0,0,0,0,0,0,45035
UTTAR PRADESH,DEHRADUN,435,8,3,0,1,11,23,458
UTTAR PRADESH,DEORIA,34971,18,29,9,0,83,139,35110
UTTAR PRADESH,ETAH,41738,103,92,36,6,22,259,41997
UTTAR PRADESH,ETAWAH,29593,66,10,22,3,39,140,29733
UTTAR PRADESH,FAIZABAD,30527,45,75,32,2,0,154,30681
UTTAR PRADESH,FARUKHABAD,49959,0,0,0,0,0,0,49959
UTTAR PRADESH,FATEHPUR,12230,81,89,97,1,16,284,12514
UTTAR PRADESH,FIROZABAD,19703,30,642,11,1,3,687,20390
UTTAR PRADESH,GHAZIABAD,31145,35,3,4,0,0,42,31187
UTTAR PRADESH,GHAZIPUR,19952,42,99,18,7,7,173,20125
UTTAR PRADESH,GONDA,50716,614,71,56,32,1,774,51490
UTTAR PRADESH,GORAKHPUR,45615,4,15,642,3,5,669,46284
UTTAR PRADESH,HAMIRPUR,7290,98,51,10,2,21,182,7472
UTTAR PRADESH,HARDOI,43460,0,0,0,0,0,0,43460
UTTAR PRADESH,HARDWAR,23140,30,15,112,26,7,190,23330
UTTAR PRADESH,JALAUN,5181,70,27,1,1,3,102,5283
UTTAR PRADESH,JAUNPUR,55634,110,167,36,71,7,391,56025
UTTAR PRADESH,JHANSI,1081,3,12,1,0,0,16,1097
UTTAR PRADESH,KANPUR DEHAT,33440,0,0,0,0,0,0,33440
UTTAR PRADESH,KANPUR NAGAR,7774,0,0,0,0,0,0,7774
UTTAR PRADESH,KHIRI,58578,132,66,25,4,6,233,58811
UTTAR PRADESH,KUSHI NAGAR,27651,96,45,26,11,20,198,27849
UTTAR PRADESH,LALITPUR,286,0,0,0,0,0,0,286
UTTAR PRADESH,LUCKNOW,22429,0,0,0,0,0,0,22429
UTTAR PRADESH,MAHOBA,173,0,0,0,0,0,0,173
UTTAR PRADESH,MAHRAJGANJ,30237,54,48,67,6,12,187,30424
UTTAR PRADESH,MAINPURI,19943,77,3,1,0,1,82,20025
UTTAR PRADESH,MATHURA,38675,0,0,0,0,0,0,38675
UTTAR PRADESH,MAU,10700,0,0,0,0,0,0,10700
UTTAR PRADESH,MEERUT,53146,0,0,0,0,0,0,53146
UTTAR PRADESH,MIRZAPUR,2139,4,6,1,1,6,18,2157
UTTAR PRADESH,MORADABAD,68588,68,49,6,3,15,141,68729
UTTAR PRADESH,MUZAFFER NAGAR,62631,19,3,2,0,0,24,62655
UTTAR PRADESH,NAINITAL,184,2,0,0,0,0,2,186
UTTAR PRADESH,PILIBHIT,26674,41,30,22,9,3,105,26779
UTTAR PRADESH,PRATAPGARH,38152,38,13,1,0,3,55,38207
UTTAR PRADESH,RAEBARELY,39712,0,0,0,0,0,0,39712
UTTAR PRADESH,RAMPUR,45790,0,0,15,0,8,23,45813
UTTAR PRADESH,SAHARANPUR,55413,0,0,0,0,0,0,55413
UTTAR PRADESH,SANT RAVIDAS NAGAR,7202,42,20,1,0,4,67,7269
UTTAR PRADESH,SHAHJAHANPUR,74687,48,30,10,13,7,108,74795
UTTAR PRADESH,SIDDHARTH NAGAR,22689,0,0,0,0,0,0,22689
UTTAR PRADESH,SITAPUR,58053,1,0,0,0,0,1,58054
UTTAR PRADESH,SONBHADRA,1238,0,2,0,0,0,2,1240
UTTAR PRADESH,SULTANPUR,32129,250,52,19,111,15,447,32576
UTTAR PRADESH,UDHAMSINGH NAGAR,22224,133,61,11,2,9,216,22440
UTTAR PRADESH,UNNAO,47760,0,0,0,0,0,0,47760
UTTAR PRADESH,VARANASI,18400,74,72,3,11,7,167,18567
WEST BENGAL,BANKURA,21552,457,27,63,35,17,599,22151
WEST BENGAL,BIRBHUM,18619,669,80,99,11,11,870,19489
WEST BENGAL,BURDWAN,44076,948,331,105,68,130,1582,45658
WEST BENGAL,COOCHBEHAR,21527,681,4,130,31,11,857,22384
WEST BENGAL,DAKSHIN DINAJPUR,12414,231,10,14,17,34,306,12720
WEST BENGAL,DARJEELING,2202,256,2,29,67,36,390,2592
WEST BENGAL,HOOGLY,19624,570,100,278,51,32,1031,20655
WEST BENGAL,HOWRAH,1027,19,0,2,1,1,23,1050
WEST BENGAL,JALPAIGURI,5849,950,17,101,12,95,1175,7024
WEST BENGAL,MALDA,28353,401,641,52,237,107,1438,29791
WEST BENGAL,MIDNAPORE,60167,1760,188,292,201,125,2566,62733
WEST BENGAL,MURSHIDABAD,73769,1289,172,171,116,118,1866,75635
WEST BENGAL,NADIA,84085,441,32,29,256,315,1073,85158
WEST BENGAL,NORTH 24 PARGANAS,56238,828,68,24,58,123,1101,57339
WEST BENGAL,PURULIA,10,1,0,0,0,0,1,11
WEST BENGAL,SOUTH 24 PARGANAS,6183,20,3,5,0,3,31,6214
WEST BENGAL,UTTAR DINAJPUR,33467,241,19,19,250,38,567,34034
DELHI,EAST,344,2,0,0,0,0,2,346
DELHI,NORTH-EAST,469,1,0,0,1,0,2,471
DELHI,NORTH-WEST,3668,5,1,1,0,0,7,3675
DELHI,SOUTH-WEST,4155,14,2,2,4,3,25,4180
DELHI,WEST,348,0,0,0,0,0,0,348
PONDICHERRY,KARAIKAL,243,6,0,1,0,0,7,250
PONDICHERRY,PONDICHERRY,3400,64,2,157,17,5,245,3645
