-----
{
 "description": "The table refers to District wise Distribution of Dugwells according to Horse Power of Lifting Device. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwlState1.10.csv", 
 "title": "Download CSV for Districtwise Distribution of Dugwells according to Horse Power of Lifting Device", 
 "url": "http://data.gov.in/sites/default/files/dgwlState1.10.csv"
}
-----
"State","District","Horse Power (0-2)","Horse Power (2 - 4)","Horse Power (4 - 6)","Horse Power (6 -8)","Horse Power (8 - 10)","Horse Power (Above 10)","Unspecified","Total"
"GUJARAT","ANAND",0,0,66,741,653,103,438,2001
"GUJARAT","BANASKANTHA",31,37,3315,12403,21553,6569,7033,50941
"GUJARAT","BHARUCH",15,3,1549,713,1057,600,1026,4963
"GUJARAT","BHAVNAGAR",866,4153,71021,39069,879,40,2007,118035
"GUJARAT","DAHOD",361,138,31078,16,185,15,2227,34020
"GUJARAT","DANG",1,3,1331,7,1,2,190,1535
"GUJARAT","GANDHINAGAR",0,0,0,0,32,0,3,35
"GUJARAT","JAMNAGAR",0,0,58585,24547,139,0,0,83271
"GUJARAT","JUNAGADH",345,685,105618,24303,483,105,2573,134112
"GUJARAT","KACHCHH",83,284,5884,5403,7790,4552,6530,30526
"GUJARAT","KHEDA",51,6,4558,5870,4799,260,258,15802
"GUJARAT","MEHSANA",13,17,5009,1801,632,214,137,7823
"GUJARAT","NARMADA",12,15,1732,25,626,73,289,2772
"GUJARAT","NAVSARI",919,2861,7245,421,93,5,1261,12805
"GUJARAT","PANCHMAHAL",285,349,36383,4428,190,51,2751,44437
"GUJARAT","PATAN",0,0,3,20,25,30,14,92
"GUJARAT","PORBANDAR",10,36,18000,3890,11,25,335,22307
"GUJARAT","RAJKOT",797,3250,95128,1794,674,188,1853,103684
"GUJARAT","SABARKANTHA",531,1039,49700,25854,3625,802,2936,84487
"GUJARAT","SURAT",74,444,15264,4249,947,20,152,21150
"GUJARAT","SURENDRANAGAR",2637,168,26587,1681,476,374,5192,37115
"GUJARAT","VADODARA",45,73,12870,3348,2688,815,266,20105
"GUJARAT","VALSAD",1160,3241,3566,29,14,2,1297,9309
"HARYANA","AMBALA",0,5,197,69,17,56,3,347
"HARYANA","BHIWANI",30,1,63,792,1685,438,46,3055
"HARYANA","FATEHABAD",1,0,0,29,14,23,0,67
"HARYANA","GURGAON",74,1,1501,552,112,68,3478,5786
"HARYANA","HISSAR",0,0,0,65,41,0,1,107
"HARYANA","JHAJJAR",11,1,166,1102,181,27,266,1754
"HARYANA","KAITHAL",2,0,101,434,134,55,35,761
"HARYANA","KARNAL",3,87,408,832,78,0,181,1589
"HARYANA","MAHENDRAGARH",15,0,62,110,399,18,11,615
"HARYANA","PANCHKULA",15,1,33,9,1,0,33,92
"HARYANA","PANIPAT",0,164,194,256,51,14,40,719
"HARYANA","REWARI",3,2,390,71,44,0,157,667
"HARYANA","ROHTAK",2,1,1,77,104,0,27,212
"HARYANA","SIRSA",3,0,25,233,186,314,4,765
"HARYANA","SONEPAT",2,0,128,1287,180,8,56,1661
"HARYANA","YAMUNANAGAR",0,11,283,193,114,17,4,622
"HIMACHAL PRADESH","Bilaspur",4,2,12,13,3,0,1,35
"HIMACHAL PRADESH","Hamirpur",48,7,31,14,30,3,91,224
"HIMACHAL PRADESH","Kangra",34,17,97,5,1,1,101,256
"HIMACHAL PRADESH","Kullu",0,0,0,2,0,0,0,2
"HIMACHAL PRADESH","Mandi",5,0,1,2,0,0,2,10
"HIMACHAL PRADESH","Sirmaur",17,16,78,215,50,21,3,400
"HIMACHAL PRADESH","Solan",43,132,302,203,44,17,1,742
"HIMACHAL PRADESH","Una",24,3,131,58,2,3,6,227
"JAMMU & KASHMIR","ANANTNAG",1,0,0,0,0,0,1,2
"JAMMU & KASHMIR","BADGAM",0,0,0,0,0,0,1,1
"JAMMU & KASHMIR","BARAMULLA",0,0,3,0,0,0,26,29
"JAMMU & KASHMIR","JAMMU",16,93,1191,36,14,7,7,1364
"JAMMU & KASHMIR","KATHUA",3,211,820,34,16,1,2,1087
"JAMMU & KASHMIR","RAJOURI",1,0,0,0,0,0,0,1
"JAMMU & KASHMIR","SRINAGAR",0,0,1,0,0,0,20,21
"JAMMU & KASHMIR","UDHAMPUR",1,1,1,10,0,0,0,13
"JHARKHAND","BOKARO",1769,239,136,0,6,1,11238,13389
"JHARKHAND","CHATRA",4549,1839,1908,4,0,11,7234,15545
"JHARKHAND","DEOGHAR",54,172,10400,0,1,31,2413,13071
"JHARKHAND","DHANBAD",1380,343,598,0,0,3,4628,6952
"JHARKHAND","DUMKA",2905,823,8677,0,1,20,14585,27011
"JHARKHAND","EAST SINGHBHUM",1,95,1125,0,0,0,533,1754
"JHARKHAND","GARHWA",601,266,11030,12,139,9,7846,19903
"JHARKHAND","GIRIDIH",352,1094,7521,0,19,15,15293,24294
"JHARKHAND","GODDA",2462,1428,1981,2,6,7,11782,17668
"JHARKHAND","GUMLA",2379,138,127,0,0,3,20831,23478
"JHARKHAND","HAZARIBAGH",15602,764,643,9,1,33,22693,39745
"JHARKHAND","JAMTARA",196,149,6788,2,2,14,1287,8438
"JHARKHAND","KODERMA",1308,267,342,0,0,1,1948,3866
"JHARKHAND","LATEHAR",2048,1472,2567,2,2,5,6312,12408
"JHARKHAND","LOHARDAGA",7625,305,201,1,0,8,5416,13556
"JHARKHAND","PAKUR",8,0,124,0,0,0,358,490
"JHARKHAND","PALAMU",1337,1179,9256,17,3,21,7976,19789
"JHARKHAND","RANCHI",23665,2105,621,63,14,25,12900,39393
"JHARKHAND","SAHEBGANJ",19,149,566,1,0,0,949,1684
"JHARKHAND","SARAIKELA",34,78,380,6,0,2,2148,2648
"JHARKHAND","SIMDEGA",2445,183,356,2,0,4,13412,16402
"JHARKHAND","WEST SINGHBHUM",25,45,95,1,2,0,1903,2071
"KARNATAKA","Bagalkote",50,2344,6843,1295,660,23,416,11631
"KARNATAKA","Bangalore",38,164,345,11,2,1,167,728
"KARNATAKA","Bangalore Rural",297,2856,4712,350,229,8,865,9317
"KARNATAKA","Belgaum",757,25380,32235,3345,1814,132,2146,65809
"KARNATAKA","Bellary",6,61,2360,69,144,13,207,2860
"KARNATAKA","Bidar",573,3459,11317,274,40,8,272,15943
"KARNATAKA","Bijapur",563,17856,22308,907,638,50,789,43111
"KARNATAKA","Chamaraja Nagara",85,307,6294,501,31,6,104,7328
"KARNATAKA","Chikmagalur",139,250,645,28,173,17,48,1300
"KARNATAKA","Chitradurga",22,84,1856,101,18,1,232,2314
"KARNATAKA","Dakshina Kannada",6658,15975,10837,147,259,46,3003,36925
"KARNATAKA","Davanagere",7,113,620,12,7,0,28,787
"KARNATAKA","Dharwar",19,112,304,13,5,0,10,463
"KARNATAKA","Gadag",7,710,1305,39,17,6,117,2201
"KARNATAKA","Gulbarga",1642,4623,11256,235,108,33,1171,19068
"KARNATAKA","Hassan",68,396,920,40,122,16,197,1759
"KARNATAKA","Haveri",1,40,96,8,12,1,105,263
"KARNATAKA","Kodagu",28,15,71,2,1,0,5,122
"KARNATAKA","Kolar",240,5427,3943,384,103,7,1092,11196
"KARNATAKA","Koppal",18,239,1494,43,25,2,307,2128
"KARNATAKA","Mandya",104,1551,5827,439,382,10,188,8501
"KARNATAKA","Mysore",37,229,3862,251,89,4,116,4588
"KARNATAKA","Raichur",324,2763,6520,62,12,5,286,9972
"KARNATAKA","Shimoga",1383,2213,2879,208,118,30,676,7507
"KARNATAKA","Tumkur",286,4350,7969,819,107,20,1213,14764
"KARNATAKA","Udupi",12285,11519,3973,87,137,35,576,28612
"KARNATAKA","Uttara Kannada",12661,2997,1635,114,31,37,1311,18786
"KERALA","ALAPPUZHA",2684,16,3,0,0,2,2006,4711
"KERALA","ERANAKULAM",11434,4647,926,47,28,36,484,17602
"KERALA","IDDUKKI",3259,454,512,120,140,85,1201,5771
"KERALA","KANNUR",9663,509,1256,23,16,27,3724,15218
"KERALA","KASARAGODE",5085,184,149,1,1,3,1388,6811
"KERALA","KOLLAM",4383,15,4,0,0,8,1693,6103
"KERALA","KOTTAYAM",7869,181,16,0,0,19,2726,10811
"KERALA","KOZHIKODE",9266,338,100,2,5,15,2906,12632
"KERALA","MALAPPURAM",10665,963,290,7,20,32,449,12426
"KERALA","PALAKKAD",5628,1841,1113,132,32,17,154,8917
"KERALA","PATHANAMTHITTA",4446,62,52,0,0,3,2071,6634
"KERALA","THIRUVANANTHAPURAM",8752,311,73,8,3,12,3999,13158
"KERALA","THRISSUR",26825,15951,1048,45,94,78,434,44475
"KERALA","WAYANAD",267,106,214,10,23,2,65,687
"MADHYA PRADESH","BALAGHAT",2762,5771,1642,3,11,179,2413,12781
"MADHYA PRADESH","BARWANI",6,11652,4344,79,48,6,2320,18455
"MADHYA PRADESH","BETUL",1620,44882,5954,297,9,1,1243,54006
"MADHYA PRADESH","BHIND",107,16,5065,3333,5508,748,405,15182
"MADHYA PRADESH","BHOPAL",57,1817,8032,14,26,49,216,10211
"MADHYA PRADESH","CHHATARPUR",155,33522,18584,158,28,37,1236,53720
"MADHYA PRADESH","CHHINDWARA",3414,69047,2098,213,196,82,2926,77976
"MADHYA PRADESH","DAMOH",1161,4840,6791,116,24,26,311,13269
"MADHYA PRADESH","DATIA",996,2288,13654,1145,236,17,1656,19992
"MADHYA PRADESH","DEWAS",149,24828,7008,52,16,23,1418,33494
"MADHYA PRADESH","DHAR",1892,24878,8919,37,49,132,1497,37404
"MADHYA PRADESH","DINDORI",20,6,13,0,0,2,415,456
"MADHYA PRADESH","GUNA",195,16266,9410,497,381,45,547,27341
"MADHYA PRADESH","GWALIOR",1914,4297,11050,217,40,13,380,17911
"MADHYA PRADESH","HARDA",91,5315,7127,121,115,23,275,13067
"MADHYA PRADESH","HOSHANGABAD",1343,10020,9100,83,68,20,689,21323
"MADHYA PRADESH","INDORE",10,2480,8919,27,24,6,1241,12707
"MADHYA PRADESH","JABALPUR",292,1936,6341,469,382,38,338,9796
"MADHYA PRADESH","JHABUA",47,10904,7678,74,9,9,6310,25031
"MADHYA PRADESH","KATNI",1243,5137,5481,40,7,10,76,11994
"MADHYA PRADESH","KHANDWA",1016,35263,15627,771,1080,352,8829,62938
"MADHYA PRADESH","KHARGONE",123,43115,13439,115,133,32,473,57430
"MADHYA PRADESH","MANDLA",339,874,821,4,1,3,646,2688
"MADHYA PRADESH","MANDSAUR",83,96894,584,10,1,181,156,97909
"MADHYA PRADESH","MORENA",40,57,5010,3435,5673,75,518,14808
"MADHYA PRADESH","NARSINGHPUR",71,2405,8797,150,30,22,426,11901
"MADHYA PRADESH","NEEMUCH",42,44416,1773,8,19,55,1223,47536
"MADHYA PRADESH","PANNA",357,1352,4719,39,44,34,227,6772
"MADHYA PRADESH","RAISEN",53,493,9933,218,106,11,170,10984
"MADHYA PRADESH","RAJGARH",608,63358,3265,46,3,137,2864,70281
"MADHYA PRADESH","RATLAM",90,38560,5567,73,5,76,352,44723
"MADHYA PRADESH","REWA",737,5638,5069,72,21,9,221,11767
"MADHYA PRADESH","SAGAR",1750,19387,20829,315,87,88,2207,44663
"MADHYA PRADESH","SATNA",2309,6026,10428,40,30,4,297,19134
"MADHYA PRADESH","SEHORE",112,15540,12253,51,66,33,250,28305
"MADHYA PRADESH","SEONI",3039,9807,4556,18,25,39,4873,22357
"MADHYA PRADESH","SHAHDOL",1146,579,1537,8,13,4,892,4179
"MADHYA PRADESH","SHAJAPUR",151,43546,7894,16,19,48,2237,53911
"MADHYA PRADESH","SHEOPUR",375,242,2896,296,277,3,87,4176
"MADHYA PRADESH","SHIVPURI",2065,12736,21010,374,31,88,7105,43409
"MADHYA PRADESH","SIDHI",3887,4738,3394,8,14,18,213,12272
"MADHYA PRADESH","TIKAMGARH",2091,38164,17855,82,31,66,802,59091
"MADHYA PRADESH","UJJAIN",69,25797,13310,50,9,0,1636,40871
"MADHYA PRADESH","UMARIA",625,670,981,3,2,2,99,2382
"MADHYA PRADESH","VIDISHA",54,988,12756,1527,357,19,402,16103
"MAHARASHTRA","AHMEDNAGAR",1055,79359,30780,1815,840,197,38478,152524
"MAHARASHTRA","AKOLA",23,12186,6666,101,7,10,1373,20366
"MAHARASHTRA","AMRAVATI",696,49913,10956,128,65,102,11301,73161
"MAHARASHTRA","AURANGABAD",412,69003,14981,195,523,212,2965,88291
"MAHARASHTRA","BEED",351,21292,6963,226,66,117,1899,30914
"MAHARASHTRA","BHANDARA",249,10491,2688,14,8,5,2522,15977
"MAHARASHTRA","BULDANA",2465,49788,7113,548,106,283,4094,64397
"MAHARASHTRA","CHANDRAPUR",79,8015,3984,17,2,15,1303,13415
"MAHARASHTRA","DHULE",1192,34240,5684,563,99,195,8833,50806
"MAHARASHTRA","GADCHIROLI",187,2270,4524,1,1,5,4177,11165
"MAHARASHTRA","GONDIYA",790,3179,1413,4,4,3,3472,8865
"MAHARASHTRA","HINGOLI",145,17765,2612,54,27,15,37,20655
"MAHARASHTRA","JALGAON",941,68242,15723,7714,5043,1125,10680,109468
"MAHARASHTRA","JALNA",820,37526,8914,163,319,115,2504,50361
"MAHARASHTRA","KOLHAPUR",350,13702,23118,1469,1036,255,1249,41179
"MAHARASHTRA","LATUR",109,14717,12541,488,65,23,1,27944
"MAHARASHTRA","NAGPUR",283,53072,2757,179,1,32,7254,63578
"MAHARASHTRA","NANDED",58,17775,8905,285,147,28,1045,28243
"MAHARASHTRA","NANDURBAR",759,11782,2435,199,86,57,2036,17354
"MAHARASHTRA","NASHIK",8220,121472,29482,1120,99,1636,6175,168204
"MAHARASHTRA","OSMANABAD",145,22103,17016,505,93,26,2814,42702
"MAHARASHTRA","PARBHANI",43,20136,5995,205,62,15,1089,27545
"MAHARASHTRA","PUNE",1667,61281,43954,3068,870,309,5521,116670
"MAHARASHTRA","RAIGHAR",2926,403,645,0,7,15,626,4622
"MAHARASHTRA","RATNAGIRI",1522,691,144,2,18,2,378,2757
"MAHARASHTRA","SANGLI",1384,44329,38175,1671,667,154,3211,89591
"MAHARASHTRA","SATARA",1189,40174,33034,688,343,29,26,75483
"MAHARASHTRA","SINDHUDURGA",2714,1004,236,15,28,8,869,4874
"MAHARASHTRA","SOLAPUR",1181,57674,61103,3015,575,360,7453,131361
"MAHARASHTRA","THANE",811,2321,2097,43,4,18,854,6148
"MAHARASHTRA","WARDHA",327,32932,2291,4,27,58,8339,43978
"MAHARASHTRA","WASHIM",568,14232,3540,39,31,34,999,19443
"MAHARASHTRA","YAVATMAL",679,27028,6519,81,14,158,2038,36517
"MANIPUR","IMPHAL WEST",0,0,0,0,0,3,0,3
"MEGHALAYA","JAINTIA HILLS",1,0,0,0,0,0,10,11
"NAGALAND","DIMAPUR",0,0,173,1,0,0,99,273
"NAGALAND","MOKOKCHUNG",0,0,3,0,0,0,7,10
"ORISSA","ANGUL",1689,419,166,1,1,12,24017,26305
"ORISSA","BALASORE",136,85,454,0,1,0,2339,3015
"ORISSA","BARGARH",1531,832,1757,4,1,10,14926,19061
"ORISSA","BHADRAK",12,22,49,0,0,0,257,340
"ORISSA","BOLANGIR",2353,1741,618,1,2,9,53058,57782
"ORISSA","BOUDH",368,245,235,0,0,2,9690,10540
"ORISSA","CUTTACK",2316,478,102,0,0,1,11517,14414
"ORISSA","DEOGARH",117,46,48,0,4,0,7329,7544
"ORISSA","DHENKANAL",1257,790,363,1,0,1,8881,11293
"ORISSA","GAJAPATI",36,43,22,0,0,1,4522,4624
"ORISSA","GANJAM",2068,684,89,1,0,23,29838,32703
"ORISSA","JAGATSINGHPUR",89,95,28,0,0,0,915,1127
"ORISSA","JAJAPUR",235,200,72,1,1,2,2364,2875
"ORISSA","JHARSUGUDA",733,289,319,1,2,2,5714,7060
"ORISSA","KALAHANDI",517,368,214,0,2,1,16778,17880
"ORISSA","KANDHAMAL",449,566,88,2,2,2,7242,8351
"ORISSA","KENDRAPARA",64,83,34,0,1,0,145,327
"ORISSA","KEONJHAR",1080,96,31,1,0,1,19692,20901
"ORISSA","KHURDA",423,207,87,2,0,1,14256,14976
"ORISSA","KORAPUT",60,29,36,1,3,0,5448,5577
"ORISSA","MALKANAGIRI",38,125,159,0,1,0,1766,2089
"ORISSA","MAYURBHANJA",377,357,887,2,3,1,12014,13641
"ORISSA","NAWARANGAPUR",235,593,200,0,2,2,10292,11324
"ORISSA","NAYAGARH",247,284,76,1,3,4,14902,15517
"ORISSA","NUAPADA",212,245,361,0,0,2,12807,13627
"ORISSA","PURI",192,88,25,0,1,1,785,1092
"ORISSA","RAYAGADA",42,33,33,0,25,1,1987,2121
"ORISSA","SAMBALPUR",1287,937,948,0,0,6,13394,16572
"ORISSA","SONEPUR",512,151,113,2,1,4,11309,12092
"ORISSA","SUNDARGARH",2029,2687,2335,4,1,9,16544,23609
"PONDICHERRY","KARAIKAL",0,0,0,1,0,0,0,1
"PONDICHERRY","PONDICHERRY",0,0,32,30,12,3,0,77
"PUNJAB","BATHINDA",0,0,4,47,6,38,1,96
"PUNJAB","FATEHGARH SAHIB",0,5,52,12,0,0,0,69
"PUNJAB","GURDASPUR",2,90,15,8,0,0,0,115
"PUNJAB","HOSHIARPUR",10,164,74,228,41,0,5,522
"PUNJAB","LUDHIANA",0,46,43,2,1,0,0,92
"PUNJAB","MOGA",0,0,7,3,0,0,0,10
"PUNJAB","ROPAR",14,272,326,1058,53,6,20,1749
"PUNJAB","SANGRUR",1,0,92,147,29,9,0,278
"RAJASTHAN","AJMER",121,2354,25326,14817,1710,138,28059,72525
"RAJASTHAN","ALWAR",125,72,16336,43967,7401,416,6317,74634
"RAJASTHAN","BANSWARA",34,351,6087,732,562,4,2877,10647
"RAJASTHAN","BARAN",128,558,17643,1745,405,198,1364,22041
"RAJASTHAN","BARMER",39,88,646,5178,10147,3908,1140,21146
"RAJASTHAN","BHARATPUR",3,6,2403,5145,200,16,434,8207
"RAJASTHAN","BHILWARA",461,10015,32865,10877,319,121,53828,108486
"RAJASTHAN","BIKANER",5,3,2,2,129,2187,25,2353
"RAJASTHAN","BUNDI",38,1483,7843,10513,1783,161,1635,23456
"RAJASTHAN","CHITTORGARH",1616,16270,32509,11602,301,210,29387,91895
"RAJASTHAN","CHURU",4,0,41,23,3993,1438,38,5537
"RAJASTHAN","DAUSA",86,82,9247,24620,2235,130,5100,41500
"RAJASTHAN","DHOLPUR",1,9,2,2624,446,3,946,4031
"RAJASTHAN","DUNGARPUR",145,1284,7128,3186,691,21,5589,18044
"RAJASTHAN","GANGANAGAR",0,0,1,0,0,161,3,165
"RAJASTHAN","HANUMANGARH",0,0,2,73,252,3,7,337
"RAJASTHAN","JAIPUR",744,1005,35638,55085,8809,630,19364,121275
"RAJASTHAN","JAISALMER",3,0,2,3,126,12,60,206
"RAJASTHAN","JALORE",39,26,4287,27018,14962,1938,4198,52468
"RAJASTHAN","JHALAWAR",201,18499,35920,1456,206,185,7278,63745
"RAJASTHAN","JHUNJHUNU",139,35,2475,5967,19627,8426,203,36872
"RAJASTHAN","JODHPUR",21,16,502,2434,2665,1022,733,7393
"RAJASTHAN","KAROLI",995,637,6703,14691,3063,228,4102,30419
"RAJASTHAN","KOTA",38,3321,9381,938,341,42,829,14890
"RAJASTHAN","NAGAUR",61,137,1828,6341,6506,13400,3413,31686
"RAJASTHAN","PALI",85,129,10277,21551,3292,399,9498,45231
"RAJASTHAN","RAJSAMAND",92,1202,8379,2613,557,30,35005,47878
"RAJASTHAN","SAWAI MADHOPUR",55,386,5712,21754,3268,253,1135,32563
"RAJASTHAN","SIKAR",377,167,7577,14643,11569,12965,5554,52852
"RAJASTHAN","SIROHI",20,78,5588,10151,1133,93,1099,18162
"RAJASTHAN","TONK",110,1177,23029,15626,1801,69,6674,48486
"RAJASTHAN","UDAIPUR",203,9001,14135,5991,856,100,32082,62368
"TAMIL NADU","COIMBATORE",1637,745,69726,20716,4363,709,9545,107441
"TAMIL NADU","CUDDALORE",432,702,9173,1101,181,194,149,11932
"TAMIL NADU","DHARMAPURI",1919,7795,80986,8964,188,252,25290,125394
"TAMIL NADU","DINDIGUL",956,18154,62181,4631,223,217,10965,97327
"TAMIL NADU","ERODE",463,1648,100612,11394,1426,402,8252,124197
"TAMIL NADU","KANCHEEPURAM",125,32048,12908,1712,221,149,940,48103
"TAMIL NADU","KANYAKUMARI",339,512,2142,122,50,11,24,3200
"TAMIL NADU","KARUR",121,3820,37122,1538,236,192,4942,47971
"TAMIL NADU","MADURAI",1512,23676,17896,412,57,86,10035,53674
"TAMIL NADU","NAGAPATTINAM",4790,607,183,5,0,1,90,5676
"TAMIL NADU","NAMAKKAL",61,636,50537,3828,293,58,5451,60864
"TAMIL NADU","NILGIRIS",47,281,368,57,135,90,2,980
"TAMIL NADU","PERAMBALUR",97,17312,18019,2417,248,88,9344,47525
"TAMIL NADU","PUDUKKOTTAI",358,17717,12097,389,112,138,12561,43372
"TAMIL NADU","RAMANATHAPURAM",1179,2019,3700,158,4,14,833,7907
"TAMIL NADU","SALEM",527,7726,77097,7882,528,49,7917,101726
"TAMIL NADU","SIVAGANGA",66,7341,8850,43,16,21,2424,18761
"TAMIL NADU","THANJAVUR",126,201,3428,174,140,50,719,4838
"TAMIL NADU","THENI",227,1207,18728,3760,1529,520,89,26060
