-----
{
 "description": "The table refers to Block wise Distribution of Dugwells by type. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.5.csv", 
 "title": "Download CSV for Blockwise Distribution of Dugwells by type", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.5.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Pucca,Kuchcha,"Dug-cum
Borewell",Others,"Total
"
BIHAR,BANKA,BELHAR,432,10,5,0,447
BIHAR,BANKA,BOUNSI,461,16,2,0,479
BIHAR,BANKA,CHANAN,1259,214,0,3,1476
BIHAR,BANKA,DHORAIYA,146,0,36,0,182
BIHAR,BANKA,KATORIYA,1579,584,5,1,2169
BIHAR,BANKA,PHULLIDUMER,270,11,4,0,285
BIHAR,BANKA,RAJOUN,231,2,42,1,276
BIHAR,BANKA,SAMBHUGANJ,523,3,0,0,526
BIHAR,BHAGALPUR,GOURADIH,512,6,113,0,631
BIHAR,BHAGALPUR,JAGDISHPUR,541,229,4,3,777
BIHAR,BHAGALPUR,KAHALGAON,347,65,0,0,412
BIHAR,BHAGALPUR,NATHNAGAR,213,2,16,0,231
BIHAR,BHAGALPUR,PIRPAINTY,1008,128,3,0,1139
BIHAR,BHAGALPUR,SABOUR,323,18,7,0,348
BIHAR,BHAGALPUR,SANHAULA,351,50,18,0,419
BIHAR,BHAGALPUR,SHAHKUND,688,28,85,0,801
BIHAR,BHAGALPUR,SULTANGANJ,128,1,1,0,130
BIHAR,BHOJPUR,ARA,31,2,1,0,34
BIHAR,BHOJPUR,BARHARA,10,0,0,0,10
BIHAR,BHOJPUR,BEHEA,20,0,0,0,20
BIHAR,BHOJPUR,CHARPOKHARI,250,7,0,0,257
BIHAR,BHOJPUR,GARHANI,36,5,7,0,48
BIHAR,BHOJPUR,JAGDISHPUR,321,2,1,0,324
BIHAR,BHOJPUR,KOILWAR,96,7,7,0,110
BIHAR,BHOJPUR,PIRO,869,30,36,1,936
BIHAR,BHOJPUR,SAHAR,104,7,0,3,114
BIHAR,BHOJPUR,SANDESH,98,33,0,0,131
BIHAR,BHOJPUR,SHAHPUR,18,0,0,0,18
BIHAR,BHOJPUR,TARARI,486,27,7,0,520
BIHAR,BHOJPUR,UDWANTNAGAR,75,0,0,0,75
BIHAR,BUXAR,BRAHMPUR,167,5,15,0,187
BIHAR,BUXAR,BUXAR,42,0,18,0,60
BIHAR,BUXAR,CHOUGAI,36,0,0,0,36
BIHAR,BUXAR,CHOUSA,6,0,22,0,28
BIHAR,BUXAR,DUMRAON,92,4,1,0,97
BIHAR,BUXAR,ITARHI,128,8,0,0,136
BIHAR,BUXAR,RAJPUR,90,0,101,0,191
BIHAR,BUXAR,SIMRI,53,0,0,1,54
BIHAR,EAST CHAMPARAN,AREARAJ,20,0,0,0,20
BIHAR,EAST CHAMPARAN,GHORASAHAN,2,0,0,0,2
BIHAR,GAYA,AMAS,561,0,8,0,569
BIHAR,GAYA,ATRI,417,0,232,1,650
BIHAR,GAYA,BANKE BAZAR,504,5,2,0,511
BIHAR,GAYA,BARACHATTY,1669,45,6,0,1720
BIHAR,GAYA,BATHANI,382,25,10,0,417
BIHAR,GAYA,BELAGANJ,242,50,584,0,876
BIHAR,GAYA,BODHGAYA,431,9,403,0,843
BIHAR,GAYA,DOBHI,931,42,2,0,975
BIHAR,GAYA,DUMARIYA,1000,14,4,0,1018
BIHAR,GAYA,FATEHPUR,1104,110,7,0,1221
BIHAR,GAYA,GAYA NAGAR,58,0,10,0,68
BIHAR,GAYA,GURARU,273,3,1,0,277
BIHAR,GAYA,GURUA,742,31,10,1,784
BIHAR,GAYA,IMAMGANJ,1604,65,47,1,1717
BIHAR,GAYA,KHIZARSARAI,256,29,36,0,321
BIHAR,GAYA,KONCH,540,5,39,0,584
BIHAR,GAYA,MANPUR,458,4,584,0,1046
BIHAR,GAYA,MOHANPUR,1094,4,2,0,1100
BIHAR,GAYA,PARAIYA,342,1,281,0,624
BIHAR,GAYA,SHERGHATTY,238,1,0,0,239
BIHAR,GAYA,TANKUPPA,297,4,18,0,319
BIHAR,GAYA,TEKARI,765,3,179,0,947
BIHAR,GAYA,WAZIRGANJ,654,61,341,0,1056
BIHAR,GOPAALGANJ,BAIKUNTHPUR,13,0,0,0,13
BIHAR,GOPAALGANJ,BARAULI,620,0,2,0,622
BIHAR,GOPAALGANJ,BHOREY,911,26,16,0,953
BIHAR,GOPAALGANJ,BIJAIPUR,181,5,0,0,186
BIHAR,GOPAALGANJ,HATHUA,531,57,3,0,591
BIHAR,GOPAALGANJ,KATEYA,157,0,0,0,157
BIHAR,GOPAALGANJ,KUCHAIKOTE,560,4,1,1,566
BIHAR,GOPAALGANJ,MANJHA,127,0,0,0,127
BIHAR,GOPAALGANJ,PANCHDEWRI,265,0,4,0,269
BIHAR,GOPAALGANJ,PHULWARIYA,539,4,0,0,543
BIHAR,GOPAALGANJ,THAWE,7,1,0,0,8
BIHAR,GOPAALGANJ,UCHKAGAON,525,19,1,0,545
BIHAR,JAMUI,ALIGANJ,137,0,0,0,137
BIHAR,JAMUI,BARHAT,230,0,0,0,230
BIHAR,JAMUI,CHAKAI,1998,132,13,5,2148
BIHAR,JAMUI,GHIDHOR,87,19,9,0,115
BIHAR,JAMUI,JAMUI,165,2,96,0,263
BIHAR,JAMUI,JHAJHA,1481,215,0,2,1698
BIHAR,JAMUI,KHAIRA,945,244,37,0,1226
BIHAR,JAMUI,LAXMIPUR,697,25,0,0,722
BIHAR,JAMUI,SIKANDARA,550,63,0,0,613
BIHAR,JAMUI,SONO,1262,264,14,3,1543
BIHAR,JEHANABAD,ARWAL,178,0,4,0,182
BIHAR,JEHANABAD,GHOSHI,149,0,35,3,187
BIHAR,JEHANABAD,HULASGANJ,212,2,46,0,260
BIHAR,JEHANABAD,JEHANABAD,60,0,31,0,91
BIHAR,JEHANABAD,KAKO,346,62,71,0,479
BIHAR,JEHANABAD,KALER,63,0,1,0,64
BIHAR,JEHANABAD,KARPI,388,7,66,2,463
BIHAR,JEHANABAD,KURTHA,238,10,20,0,268
BIHAR,JEHANABAD,MAKHDUMPUR,263,5,14,0,282
BIHAR,JEHANABAD,MODANGANJ,67,0,60,0,127
BIHAR,JEHANABAD,RATNI,55,0,31,0,86
BIHAR,JEHANABAD,VANSHI,0,0,48,0,48
BIHAR,KAIMUR (BHABUA),ADHAURA,95,0,1,0,96
BIHAR,KAIMUR (BHABUA),BHABUA,1128,3,541,0,1672
BIHAR,KAIMUR (BHABUA),BHAGWANPUR,595,57,119,1,772
BIHAR,KAIMUR (BHABUA),CHAINPUR,650,0,641,0,1291
BIHAR,KAIMUR (BHABUA),CHAND,777,20,223,0,1020
BIHAR,KAIMUR (BHABUA),DURGAWATI,393,7,179,2,581
BIHAR,KAIMUR (BHABUA),KUDRA,662,1,227,0,890
BIHAR,KAIMUR (BHABUA),MOHANIA,244,8,299,0,551
BIHAR,KAIMUR (BHABUA),NUAON,163,17,252,0,432
BIHAR,KAIMUR (BHABUA),RAMGARH,437,0,290,0,727
BIHAR,KAIMUR (BHABUA),RAMPUR,410,9,140,5,564
BIHAR,KATIHAR,AZAMNAGAR,5,0,10,0,15
BIHAR,LAKHISARAI,HALSI,98,1,6,0,105
BIHAR,LAKHISARAI,LAKHISARAI,336,79,0,0,415
BIHAR,LAKHISARAI,RAMGHAR CHOK,73,0,0,0,73
BIHAR,LAKHISARAI,SURYAGARAH,468,69,5,0,542
BIHAR,MADHEPURA,GAMHARIA,1,0,0,0,1
BIHAR,MADHEPURA,KUMAR KHAND,0,2,0,0,2
BIHAR,MADHEPURA,SINGHESHWAR,1,0,0,0,1
BIHAR,MADHUBANI,BABUBARHI,29,0,0,0,29
BIHAR,MADHUBANI,HARLAKHI,21,0,0,0,21
BIHAR,MADHUBANI,JAYNAGAR,66,0,0,0,66
BIHAR,MADHUBANI,LAKHANAUR,0,0,5,0,5
BIHAR,MUNGER,ASARGANJ,104,0,0,0,104
BIHAR,MUNGER,BARIYARPUR,28,12,0,0,40
BIHAR,MUNGER,DHARAHARA,635,0,28,0,663
BIHAR,MUNGER,HAWALI KHAGARHPUR,767,8,9,0,784
BIHAR,MUNGER,JAMALPUR,471,0,0,0,471
BIHAR,MUNGER,SADAR MUNGER,475,18,0,3,496
BIHAR,MUNGER,SANGRAMPUR,350,21,0,0,371
BIHAR,MUNGER,TARAPUR,319,23,0,0,342
BIHAR,MUNGER,TATIA BAMBAR,182,4,3,0,189
BIHAR,MUZAFFARPUR,KANTI,50,0,0,0,50
BIHAR,MUZAFFARPUR,KATRA,1,1,0,0,2
BIHAR,MUZAFFARPUR,KURHANI,17,0,0,0,17
BIHAR,MUZAFFARPUR,MINAPUR,13,0,0,0,13
BIHAR,MUZAFFARPUR,MORAUL,22,0,0,0,22
BIHAR,MUZAFFARPUR,MUSHAHARI,0,4,0,0,4
BIHAR,NALANDA,ASTHAWAN,756,16,605,0,1377
BIHAR,NALANDA,BEN,189,6,732,1,928
BIHAR,NALANDA,BIHARSHARIF,333,18,1837,2,2190
BIHAR,NALANDA,BIND,195,16,206,0,417
BIHAR,NALANDA,CHANDI,173,22,898,1,1094
BIHAR,NALANDA,EKANGARSARAI,332,16,185,18,551
BIHAR,NALANDA,GIRIYAK,255,3,446,1,705
BIHAR,NALANDA,HARNAUT,465,13,803,3,1284
BIHAR,NALANDA,HILSA,553,59,985,1,1598
BIHAR,NALANDA,ISLAMPUR,494,38,0,1,533
BIHAR,NALANDA,KARAIPARSURAI,235,7,323,0,565
BIHAR,NALANDA,KATRISARAI,243,0,27,0,270
BIHAR,NALANDA,NAGARNAUSA,199,47,379,0,625
BIHAR,NALANDA,NOORSARAI,304,4,2433,4,2745
BIHAR,NALANDA,PARWALPUR,147,1,605,1,754
BIHAR,NALANDA,RAHUI,356,5,1413,15,1789
BIHAR,NALANDA,RAJGIR,421,10,293,1,725
BIHAR,NALANDA,SARMERA,83,0,301,0,384
BIHAR,NALANDA,SILAO,559,42,1037,0,1638
BIHAR,NALANDA,THARTHARI,173,68,317,0,558
BIHAR,NAWADA,AKBARPUR,249,91,137,7,484
BIHAR,NAWADA,GOVINDPUR,411,34,16,16,477
BIHAR,NAWADA,HASUA,452,5,31,0,488
BIHAR,NAWADA,KASHICHAK,186,7,2,0,195
BIHAR,NAWADA,KAWAKOLE,290,213,277,30,810
BIHAR,NAWADA,MESKAUR,250,55,0,0,305
BIHAR,NAWADA,NARDIGUNJ,71,87,121,1,280
BIHAR,NAWADA,NARHAT,33,8,64,60,165
BIHAR,NAWADA,NAWADA,191,38,112,12,353
BIHAR,NAWADA,PAKRIBRAWAN,15,0,0,0,15
BIHAR,NAWADA,RAJAULI,256,67,34,7,364
BIHAR,NAWADA,ROH,60,33,45,16,154
BIHAR,NAWADA,SIRDALA,362,77,275,12,726
BIHAR,NAWADA,WARISALIGUNJ,377,20,245,5,647
BIHAR,PATNA,ATHAMALGOLA,2,0,4,0,6
BIHAR,PATNA,BAKHTIARPUR,76,0,0,0,76
BIHAR,PATNA,BARH,135,8,75,0,218
BIHAR,PATNA,BELCHCHI,2,0,13,0,15
BIHAR,PATNA,BIHTA,290,1,2,0,293
BIHAR,PATNA,DANIYAWAN,120,92,8,0,220
BIHAR,PATNA,DHANARUA,73,101,297,0,471
BIHAR,PATNA,DULHIN BAZAR,91,0,18,0,109
BIHAR,PATNA,FATUHA,127,0,9,0,136
BIHAR,PATNA,GHOSWARI,33,0,34,0,67
BIHAR,PATNA,KHUSRUPUR,2,114,1,0,117
BIHAR,PATNA,MANER,8,0,8,0,16
BIHAR,PATNA,MASAURHI,419,24,405,0,848
BIHAR,PATNA,MOKAMA,23,0,10,0,33
BIHAR,PATNA,NAUBATPUR,335,58,48,0,441
BIHAR,PATNA,PALIGANJ,233,2,28,1,264
BIHAR,PATNA,PANDARAK,32,7,103,0,142
BIHAR,PATNA,PATNA SADAR,18,0,190,1,209
BIHAR,PATNA,PHULWARI,198,15,79,0,292
BIHAR,PATNA,PUNPUN,252,17,340,5,614
BIHAR,PATNA,SAMPATCHAK,266,0,15,0,281
BIHAR,PATNA,VIKRAM,99,0,4,0,103
BIHAR,ROHTAS(SASARAM),AKHORIGOLA,1,0,0,0,1
BIHAR,ROHTAS(SASARAM),BIKRAMGANJ,161,1,16,37,215
BIHAR,ROHTAS(SASARAM),CHENARI,828,16,306,1,1151
BIHAR,ROHTAS(SASARAM),DAWATH,160,0,0,0,160
BIHAR,ROHTAS(SASARAM),DEHRI,70,0,44,0,114
BIHAR,ROHTAS(SASARAM),DINARA,65,4,1,4,74
BIHAR,ROHTAS(SASARAM),KARAKAT,395,2,0,0,397
BIHAR,ROHTAS(SASARAM),KARGAHAR,337,0,4,0,341
BIHAR,ROHTAS(SASARAM),KOCHAS,402,34,13,0,449
BIHAR,ROHTAS(SASARAM),NASRIGANJ,58,10,25,0,93
BIHAR,ROHTAS(SASARAM),NAUHATTA,829,1,0,0,830
BIHAR,ROHTAS(SASARAM),NOKHA,2,0,0,0,2
BIHAR,ROHTAS(SASARAM),RAJPUR,72,0,0,0,72
BIHAR,ROHTAS(SASARAM),ROHTAS,452,0,113,0,565
BIHAR,ROHTAS(SASARAM),SANJHAULI,102,0,0,0,102
BIHAR,ROHTAS(SASARAM),SASARAM,805,0,100,0,905
BIHAR,ROHTAS(SASARAM),SHEOSAGAR,779,0,16,1,796
BIHAR,ROHTAS(SASARAM),SURAJPURA,278,0,5,0,283
BIHAR,ROHTAS(SASARAM),TILOUTTHU,58,0,31,0,89
BIHAR,SARAN,AMNAUR,1016,130,2,0,1148
BIHAR,SARAN,BANIYAPUR,1027,122,30,3,1182
BIHAR,SARAN,DARIYAPUR,1363,168,0,3,1534
BIHAR,SARAN,DIGHWARA,103,15,0,0,118
BIHAR,SARAN,EKMA,824,63,0,0,887
BIHAR,SARAN,GARKHA,225,165,1,0,391
BIHAR,SARAN,ISHUAPUR,1073,130,0,0,1203
BIHAR,SARAN,JALAPUR,747,97,21,18,883
BIHAR,SARAN,LAHLADPUR,423,2,0,0,425
BIHAR,SARAN,MAKER,141,18,1,0,160
BIHAR,SARAN,MANJHI,13,7,0,0,20
BIHAR,SARAN,MARAURAH,1132,134,9,0,1275
BIHAR,SARAN,MASHRAKH,235,42,2,0,279
BIHAR,SARAN,NAGRA,139,5,0,0,144
BIHAR,SARAN,PANAPUR,102,0,0,0,102
BIHAR,SARAN,REVILGANJ,111,15,6,0,132
BIHAR,SARAN,SADAR,517,0,0,4,521
BIHAR,SARAN,SONPUR,341,0,0,0,341
BIHAR,SARAN,TRAIYA,949,287,0,0,1236
BIHAR,SHEKHPURA,ARIYARI,187,5,0,0,192
BIHAR,SHEKHPURA,BARBIGHA,45,5,0,0,50
BIHAR,SHEKHPURA,CHEWARA,158,2,0,0,160
BIHAR,SHEKHPURA,GHAT KUSUMBHA,15,1,0,0,16
BIHAR,SHEKHPURA,SHEKHOPURA SARAI,132,0,0,0,132
BIHAR,SHEKHPURA,SHEKHPURA,65,3,1,0,69
BIHAR,SIWAN,ANDER,707,35,10,0,752
BIHAR,SIWAN,BARHARIA,717,4,0,0,721
BIHAR,SIWAN,BASANTPUR,451,0,0,0,451
BIHAR,SIWAN,BHAGWANPUR-HAT,1473,64,1,0,1538
BIHAR,SIWAN,DARAULI,908,186,2,1,1097
BIHAR,SIWAN,DARAUNDHA,420,91,0,0,511
BIHAR,SIWAN,GOREAKOTHI,1282,11,2,0,1295
BIHAR,SIWAN,GUTHANI,859,2,85,0,946
BIHAR,SIWAN,HASANPURA,379,0,0,0,379
BIHAR,SIWAN,HUSSAINGANJ,520,0,0,0,520
BIHAR,SIWAN,JIRADEI,770,0,0,0,770
BIHAR,SIWAN,LAKRI NABIGANJ,543,26,0,0,569
BIHAR,SIWAN,MAHARAJGANJ,989,16,0,0,1005
BIHAR,SIWAN,MAIRWA,429,5,5,0,439
BIHAR,SIWAN,NAUTAN,490,0,0,0,490
BIHAR,SIWAN,PACHRUKHI,312,3,0,4,319
BIHAR,SIWAN,RAGHUNATHPUR,623,4,1,2,630
BIHAR,SIWAN,SISWAN,835,0,0,0,835
BIHAR,SIWAN,SIWAN,992,13,0,0,1005
BIHAR,VAISHALI,BIDUPUR,267,8,486,0,761
BIHAR,VAISHALI,CHEHRAKALA,1,0,0,0,1
BIHAR,VAISHALI,GORAUL,1,0,0,0,1
BIHAR,VAISHALI,HAJIPUR,75,22,0,0,97
BIHAR,VAISHALI,LALGANJ,4,1,11,0,16
BIHAR,VAISHALI,MAHNAR,25,0,11,0,36
BIHAR,VAISHALI,PATEDHI BELSAR,1,0,0,0,1
BIHAR,VAISHALI,PATEPUR,103,0,0,0,103
BIHAR,VAISHALI,SAHDEI BUZURG,7,0,0,0,7
CHHATTISGARH,BASTER,JAGDALPUR,470,799,6,301,1576
CHHATTISGARH,BASTER,KESHKAL,754,281,1,28,1064
CHHATTISGARH,BASTER,KONDAGAON,720,130,3,67,920
CHHATTISGARH,BASTER,NARAYANPUR,209,73,0,121,403
CHHATTISGARH,BILASPUR,BELHA,381,1,44,0,426
CHHATTISGARH,BILASPUR,BILASPUR,1793,4,3,0,1800
CHHATTISGARH,BILASPUR,KOTA,354,7,0,2,363
CHHATTISGARH,BILASPUR,LORMI,2255,116,14,1,2386
CHHATTISGARH,BILASPUR,MASTURI,302,3,0,0,305
CHHATTISGARH,BILASPUR,MUNGELI,1902,14,66,1,1983
CHHATTISGARH,BILASPUR,PENDRA-ROAD,1687,3,2,4,1696
CHHATTISGARH,BILASPUR,TAKHATPUR,1276,3,40,0,1319
CHHATTISGARH,DANTEWADA,BEEJAPUR,143,4,0,3,150
CHHATTISGARH,DANTEWADA,BHOPALPATNAM,326,24,0,2,352
CHHATTISGARH,DANTEWADA,DANTEVADA,0,0,0,55,55
CHHATTISGARH,DANTEWADA,KONTA,35,4,0,77,116
CHHATTISGARH,DHAMTARI,DHAMTARI,437,69,217,78,801
CHHATTISGARH,DHAMTARI,KURUD,1206,610,643,135,2594
CHHATTISGARH,DHAMTARI,NAGARI,1744,427,105,148,2424
CHHATTISGARH,DURG,BALOD,1791,140,77,45,2053
CHHATTISGARH,DURG,BEMETARA,13,0,0,4,17
CHHATTISGARH,DURG,BERLA,690,213,64,40,1007
CHHATTISGARH,DURG,DHMADHA,279,237,44,96,656
CHHATTISGARH,DURG,DONDILOHAR,109,5,0,64,178
CHHATTISGARH,DURG,DURG,705,169,106,16,996
CHHATTISGARH,DURG,GUNDERDEHI,887,38,38,45,1008
CHHATTISGARH,DURG,GURUR,696,233,7,28,964
CHHATTISGARH,DURG,NAVAGARH,82,1,9,52,144
CHHATTISGARH,DURG,PATAN,441,96,12,3,552
CHHATTISGARH,DURG,SAJA,454,388,116,83,1041
CHHATTISGARH,JANJGIR-CHAMPA,CHAMPA,2219,78,3,8,2308
CHHATTISGARH,JANJGIR-CHAMPA,DABHARA,904,25,1,3,933
CHHATTISGARH,JANJGIR-CHAMPA,JAIJAIPUR,2446,38,1,0,2485
CHHATTISGARH,JANJGIR-CHAMPA,JANJGIR,1981,33,5,4,2023
CHHATTISGARH,JANJGIR-CHAMPA,MALKHARODA,2822,36,2,1,2861
CHHATTISGARH,JANJGIR-CHAMPA,NAVAGARH,480,17,0,1,498
CHHATTISGARH,JANJGIR-CHAMPA,PAMGARH,1930,36,3,2,1971
CHHATTISGARH,JANJGIR-CHAMPA,SAKTI,169,0,0,0,169
CHHATTISGARH,JASHPUR,BAGICHA,5117,513,0,2,5632
CHHATTISGARH,JASHPUR,JASHPUR,6295,831,2,3,7131
CHHATTISGARH,JASHPUR,KUNKURI,8407,301,29,16,8753
CHHATTISGARH,JASHPUR,PATHALGAON,4687,169,0,2,4858
CHHATTISGARH,KANKER,ANTAGAR,501,145,1,106,753
CHHATTISGARH,KANKER,BHANUPRATAPPUR,1372,418,1,22,1813
CHHATTISGARH,KANKER,CHARAMA,414,30,38,1823,2305
CHHATTISGARH,KANKER,KANKER,610,16,17,3,646
CHHATTISGARH,KANKER,NARHARPUR,1884,33,17,7,1941
CHHATTISGARH,KANKER,PAKHANJUR,19,18,1,0,38
CHHATTISGARH,KORBA,KARTALA,2297,218,1,0,2516
CHHATTISGARH,KORBA,KATGHORA,2161,128,0,4,2293
CHHATTISGARH,KORBA,KORBA,640,107,0,0,747
CHHATTISGARH,KORBA,PALI,1398,34,1,1,1434
CHHATTISGARH,KORIA,BAIKUNTHPUR,10009,593,1,3,10606
CHHATTISGARH,KORIA,BHARATPUR,41,0,0,1,42
CHHATTISGARH,KORIA,MANENDRAGARH,4496,442,4,5,4947
CHHATTISGARH,KORIA,SONHAT,2880,49,2,0,2931
CHHATTISGARH,KVARDHA,KVARDHA,589,13,83,264,949
CHHATTISGARH,KVARDHA,PANDARIYA,357,53,1,315,726
CHHATTISGARH,MAHASAMUND,BASNA,571,13,1,81,666
CHHATTISGARH,MAHASAMUND,MAHASAMUND,3523,138,18,186,3865
CHHATTISGARH,MAHASAMUND,SARIYPALI,546,44,5,114,709
CHHATTISGARH,RAIGARH,DHARAMJAIGARH,3441,514,9,20,3984
CHHATTISGARH,RAIGARH,GHARGODA,1528,368,0,8,1904
CHHATTISGARH,RAIGARH,KHARSIYA,302,7,0,0,309
CHHATTISGARH,RAIGARH,LAILUNGA,4028,342,1,1,4372
CHHATTISGARH,RAIGARH,RAIGARH,1213,61,3,0,1277
CHHATTISGARH,RAIGARH,SARANGARH,4994,123,5,1,5123
CHHATTISGARH,RAIPUR,ABHANPUR,486,72,145,18,721
CHHATTISGARH,RAIPUR,ARANG,1024,236,47,11,1318
CHHATTISGARH,RAIPUR,BHATAPARA,125,1,1,0,127
CHHATTISGARH,RAIPUR,BILAIGARH,759,258,6,112,1135
CHHATTISGARH,RAIPUR,BLOUDABAJAR,1954,262,6,32,2254
CHHATTISGARH,RAIPUR,DEVBHOG,528,986,2,2,1518
CHHATTISGARH,RAIPUR,GARIYABAND,2811,413,55,157,3436
CHHATTISGARH,RAIPUR,KASDOL,1548,680,2,11,2241
CHHATTISGARH,RAIPUR,PALARI,94,37,0,51,182
CHHATTISGARH,RAIPUR,RAIPUR,329,44,46,0,419
CHHATTISGARH,RAIPUR,RAJIM,480,213,162,14,869
CHHATTISGARH,RAIPUR,SIMGA,73,28,3,112,216
CHHATTISGARH,RAIPUR,TILDA,773,585,31,27,1416
CHHATTISGARH,RAJNANDGAON,AMBAGARH CHOUKI,156,67,0,3,226
CHHATTISGARH,RAJNANDGAON,CHHUIKHADAN,630,115,6,24,775
CHHATTISGARH,RAJNANDGAON,DONGAR GAON,497,103,21,8,629
CHHATTISGARH,RAJNANDGAON,DONGAR GARH,499,4,24,2,529
CHHATTISGARH,RAJNANDGAON,KHAIRAGARH,976,115,6,23,1120
CHHATTISGARH,RAJNANDGAON,MANPUR,684,16,0,2,702
CHHATTISGARH,RAJNANDGAON,MOHLA,1401,99,0,2,1502
CHHATTISGARH,RAJNANDGAON,RAJNANDGAON,1763,129,50,33,1975
CHHATTISGARH,SURGUJA,AMBIKAPUR,5207,1801,3,1,7012
CHHATTISGARH,SURGUJA,LUNDRA,1156,419,0,0,1575
CHHATTISGARH,SURGUJA,PAL,4776,154,2,0,4932
CHHATTISGARH,SURGUJA,PRATAPPUR,3030,485,50,2,3567
CHHATTISGARH,SURGUJA,RAJPUR,1525,633,46,4,2208
CHHATTISGARH,SURGUJA,SAMRI,2835,475,5,3,3318
CHHATTISGARH,SURGUJA,SITAPUR,4776,773,1,18,5568
CHHATTISGARH,SURGUJA,SURAJPUR,22291,3391,8,3,25693
CHHATTISGARH,SURGUJA,WADRAFNAGAR,1662,265,1,5,1933
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,AMBOLI,96,0,0,0,96
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DADRA,8,0,0,0,8
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DAPADA,55,0,0,0,55
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DUDHANI,4,0,0,0,4
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,KHANVEL,35,0,0,0,35
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,KILAVANI,64,0,0,0,64
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,MANDONI,18,0,0,0,18
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,NAROLI,130,0,0,0,130
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,RANDHA,63,0,0,0,63
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,SILVASSA-I,61,1,0,0,62
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,SILVASSA-II,36,1,0,0,37
GOA,NORTH GOA,BARDEZ,569,319,0,84,972
GOA,NORTH GOA,BICHOLIM,257,252,0,0,509
GOA,NORTH GOA,PERNEM,285,60,0,0,345
GOA,NORTH GOA,PONDA,406,236,5,2,649
GOA,NORTH GOA,SATTARI,275,97,1,0,373
GOA,NORTH GOA,TISWADI,170,728,1,1,900
GOA,SOUTH GOA,CANACONA,385,143,0,0,528
GOA,SOUTH GOA,MORMUGAO,41,68,0,0,109
GOA,SOUTH GOA,QUEPEM,120,52,0,6,178
GOA,SOUTH GOA,SALCETE,95,43,0,0,138
GOA,SOUTH GOA,SANGUEM,194,220,0,1,415
GUJARAT,AHMEDABAD,BARWALA,426,50,1,0,477
GUJARAT,AHMEDABAD,BAVLA,955,344,320,15,1634
GUJARAT,AHMEDABAD,DASKROI,2057,910,57,2,3026
GUJARAT,AHMEDABAD,DETROJ-RAMPURA,314,61,0,0,375
GUJARAT,AHMEDABAD,DHANDHUKA,564,4,2,0,570
GUJARAT,AHMEDABAD,DHOLKA,586,75,98,2,761
GUJARAT,AHMEDABAD,MANDAL,241,87,0,5,333
GUJARAT,AHMEDABAD,RANPUR,1305,191,36,0,1532
GUJARAT,AHMEDABAD,SANAND,1096,933,13,4,2046
GUJARAT,AHMEDABAD,VIRAMGAM,1469,1124,46,21,2660
GUJARAT,AMRELI,AMRELI,5113,2328,2,10,7453
GUJARAT,AMRELI,BABRA,4902,6854,4,10,11770
GUJARAT,AMRELI,BAGASARA,899,2225,2,10,3136
GUJARAT,AMRELI,DHARI,4391,3060,4,20,7475
GUJARAT,AMRELI,JAFRABAD,988,2459,2,10,3459
GUJARAT,AMRELI,KHAMBHA,5287,0,0,0,5287
GUJARAT,AMRELI,KUNKAVAV VADIA,3126,2212,2,10,5350
GUJARAT,AMRELI,LATHI,7478,1691,0,0,9169
GUJARAT,AMRELI,LILIA,938,2080,25,3,3046
GUJARAT,AMRELI,RAJULA,4121,2212,2,10,6345
GUJARAT,AMRELI,SAVARKUNDLA,8003,10309,21,36,18369
GUJARAT,ANAND,ANAND,515,12,38,38,603
GUJARAT,ANAND,ANKLAV,164,0,3,1,168
GUJARAT,ANAND,BORSAD,15,1,0,0,16
GUJARAT,ANAND,PETLAD,21,0,297,0,318
GUJARAT,ANAND,SOJITRA,31,1,162,0,194
GUJARAT,ANAND,TARAPUR,187,25,12,0,224
GUJARAT,ANAND,UMRETH,459,0,0,19,478
GUJARAT,BANASKANTHA,AMIRGADH,2095,728,4,5,2832
GUJARAT,BANASKANTHA,BHABHAR,224,83,63,103,473
GUJARAT,BANASKANTHA,DANTA,4377,882,121,127,5507
GUJARAT,BANASKANTHA,DANTIWADA,2713,5,6,0,2724
GUJARAT,BANASKANTHA,DEESA,6480,56,2020,113,8669
GUJARAT,BANASKANTHA,DEODAR,59,32,8,4,103
GUJARAT,BANASKANTHA,DHANERA,6862,9,1076,8,7955
GUJARAT,BANASKANTHA,KANKAREJ,1068,67,327,123,1585
GUJARAT,BANASKANTHA,PALANPUR,6117,96,918,39,7170
