"",19.0,"Lakshadweep","…",12.0,12.0,"…",566.0,"…",55.0,"…",45.4545454545
"",20.0,"Madhya Pradesh",343.0,3363.0,3381.0,107.0,146229.0,63.0,79878.0,22.3,60.0390595658
"",21.0,"Maharashtra",1118.0,7170.0,7216.0,903.0,1080072.0,912.0,947948.0,12.4,16.6503858861
"",22.0,"Manipur",2.0,61.0,63.0,1.0,3761.0,"…",1228.0,"…",63.3550488599
"",23.0,"Meghalaya",7.0,164.0,166.0,9.0,9704.0,3.0,2458.0,50.0,33.034987795
"",24.0,"Mizoram","…",43.0,43.0,"…",2265.0,"…",901.0,"…",77.5804661487
"",25.0,"Nagaland",2.0,85.0,87.0,1.0,4827.0,"…",1508.0,40.0,48.474801061
"",26.0,"Orissa",100.0,2195.0,2205.0,29.0,102346.0,15.0,48564.0,11.2,47.51873816
"",27.0,"Puducherry",12.0,112.0,112.0,5.0,6062.0,5.0,3874.0,12.9,46.644295302
"",28.0,"Punjab",346.0,3510.0,3539.0,185.0,150215.0,50.0,126875.0,27.9,47.2851231527
"",29.0,"Rajasthan",364.0,3166.0,3191.0,74.0,117748.0,38.0,111772.0,16.8,43.1807608346
"",30.0,"Sikkim","…",80.0,81.0,"…",3608.0,"…",1199.0,"…",55.4628857381
"",31.0,"Tamil Nadu",1060.0,5359.0,5385.0,233.0,278058.0,311.0,322799.0,25.5,36.1940402542
"",32.0,"Tripura",5.0,141.0,142.0,4.0,7407.0,"…",1957.0,9.5,66.7347981604
"",33.0,"Uttar Pradesh",747.0,8180.0,8220.0,337.0,358016.0,154.0,157545.0,16.9,58.673394903
"",34.0,"Uttarakhand","…",1101.0,1113.0,"…",50736.0,"…",17231.0,"…",68.8236318264
"",35.0,"West Bengal",504.0,4635.0,4651.0,456.0,304305.0,526.0,196191.0,4.4,29.9616190345
"","ALL INDIA","",8262.0,70455.0,70885.0,3896.0,4615801.0,3036.0,3590508.0,14.9,31.3089122765
"","Source: Reserve Bank of India","","","","","","","","","",""
"","Note: 1.  '…' : Nil.","","","","","","","","","",""
""," 2. Public Sector Banks include State Bank of India and Its Associates,Nationalised Banks and IDBI Bank Limited.","","","","","","","","","",""
" ","3. Aggregate Deposits represents the demand and time liabilities of a bank (excluding inter- bank deposits). The Gross Bank Credit represents bank credit (excluding inter bank advances)as per form 'A' return under Sec. 42(2) of RBI Act, 1934 together with outstanding amount of bills rediscounted with RBI/financial Instititions.","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","4.  Data relates to Aggregate Deposits and Gross bank Credit for June is as on last Friday of June where as for March ","","","","","","","","","",""
""," is as on March 31st and are based on 'Quarterly Statistics on Deposits and Credit of Scheduled Commercial Banks'.","","","","","","","","","",""
"","5. Figures may not add up to totals because of rounding.","","","","","","","","","",""
