-----
{
 "description": "The table refers to Block wise Distribution of Deep Tubewells in use according to Utilization of Potential Created. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "dptbwldistr3.14.csv", 
 "title": "Download CSV for Blockwise Distribution of Deep Tubewells in use according to Utilization of Potential Created", 
 "url": "http://data.gov.in/sites/default/files/dptbwldistr3.14.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No constraints in utilisation,Constraints in utilisation - Inadequate power supply,Constraints in utilisation - Mechanical break down,Constraints in utilisation - Less water discharge,Constraints in utilisation - Other reason,Total - Constraints in utilisation,Total in use
RAJASTHAN,PALI,JAITARAN,26,180,3,198,16,397,423
RAJASTHAN,PALI,MARWAR JUNCTION,3,14,0,29,0,43,46
RAJASTHAN,PALI,PALI,0,0,0,3,0,3,3
RAJASTHAN,PALI,RAIPUR,0,1,0,0,0,1,1
RAJASTHAN,PALI,ROHAT,1,0,0,0,0,0,1
RAJASTHAN,PALI,SOJAT,24,0,0,50,0,50,74
RAJASTHAN,PALI,SUMERPUR,0,0,0,4,0,4,4
RAJASTHAN,RAJSAMAND,AMET,1,1,0,29,0,30,31
RAJASTHAN,RAJSAMAND,DEVGARH,0,0,0,2,1,3,3
RAJASTHAN,RAJSAMAND,RAILMAGRA,0,0,0,6,0,6,6
RAJASTHAN,RAJSAMAND,RAJSAMAND,0,6,0,48,0,54,54
RAJASTHAN,SAWAI MADHOPUR,BAOLI,6,0,0,0,0,0,6
RAJASTHAN,SAWAI MADHOPUR,CHOUTH KA BARWADA,144,0,0,24,5,29,173
RAJASTHAN,SAWAI MADHOPUR,GANGAPUR,0,0,0,2,0,2,2
RAJASTHAN,SAWAI MADHOPUR,KHANDAR,450,73,7,6,28,114,564
RAJASTHAN,SAWAI MADHOPUR,SAWAI MADHOPUR,253,1,5,3,4,13,266
RAJASTHAN,SIKAR,DATARAM GARH,7,0,0,2,0,2,9
RAJASTHAN,SIKAR,LAXMAN GARH,15,25,1,0,3,29,44
RAJASTHAN,SIKAR,SHRI MADHOPUR,2,1,0,0,0,1,3
RAJASTHAN,SIKAR,SIKAR,16,18,0,0,5,23,39
RAJASTHAN,SIROHI,ABUROAD,0,0,0,2,0,2,2
RAJASTHAN,SIROHI,REVDAR,0,3,0,0,0,3,3
RAJASTHAN,SIROHI,SHIVGANJ,7,2,0,5,0,7,14
RAJASTHAN,SIROHI,SIROHI,22,0,0,28,0,28,50
RAJASTHAN,TONK,UNIYARA,249,6,0,0,0,6,255
RAJASTHAN,UDAIPUR,GIRWA,10,0,0,99,0,99,109
RAJASTHAN,UDAIPUR,GOGUNDA,0,0,0,1,0,1,1
RAJASTHAN,UDAIPUR,JHADOL,0,0,2,30,0,32,32
RAJASTHAN,UDAIPUR,KHERWADA,6,0,0,11,10,21,27
RAJASTHAN,UDAIPUR,MAWLI,0,0,0,72,5,77,77
RAJASTHAN,UDAIPUR,VALLABH NAGAR,3,0,0,50,0,50,53
TAMIL NADU,COIMBATORE,ANAMALAI,0,0,0,0,241,241,241
TAMIL NADU,COIMBATORE,ANNUR,107,0,0,690,0,690,797
TAMIL NADU,COIMBATORE,AVINASHI,372,13,3,1238,4,1258,1630
TAMIL NADU,COIMBATORE,KINATHUKADAVU,0,0,0,199,101,300,300
TAMIL NADU,COIMBATORE,KUDIMANGALAM,12,2,0,88,243,333,345
TAMIL NADU,COIMBATORE,MADATTHUKULAM,0,0,0,0,236,236,236
TAMIL NADU,COIMBATORE,MADUKKARAI,97,7,11,235,0,253,350
TAMIL NADU,COIMBATORE,METTUPALAYAM,250,22,7,411,8,448,698
TAMIL NADU,COIMBATORE,PALLADAM,0,0,0,62,42,104,104
TAMIL NADU,COIMBATORE,PERIANAICKEN PALAYAM,225,0,8,278,128,414,639
TAMIL NADU,COIMBATORE,POLLACHI NORTH!,0,0,0,17,866,883,883
TAMIL NADU,COIMBATORE,POLLACHI SOUTH,0,0,155,184,211,550,550
TAMIL NADU,COIMBATORE,PONGALUR,0,3,10,798,237,1048,1048
TAMIL NADU,COIMBATORE,SARCARSAMAKULAM,264,0,0,49,29,78,342
TAMIL NADU,COIMBATORE,SOOLUR,0,0,0,297,144,441,441
TAMIL NADU,COIMBATORE,SULTHANPET,0,0,0,125,209,334,334
TAMIL NADU,COIMBATORE,THIRUPPUR,1,0,2,717,131,850,851
TAMIL NADU,COIMBATORE,THONDAMUTHUR,558,2,1,996,18,1017,1575
TAMIL NADU,COIMBATORE,UDUMALAIPETTAI,0,0,0,17,1063,1080,1080
TAMIL NADU,CUDDALORE,ANNAGRAMAM,0,0,0,0,3,3,3
TAMIL NADU,CUDDALORE,BHUVANAGIRI,0,4,0,0,1,5,5
TAMIL NADU,CUDDALORE,CUDDALORE,0,4,0,0,510,514,514
TAMIL NADU,CUDDALORE,KAMMAPURAM,0,10,0,0,380,390,390
TAMIL NADU,CUDDALORE,KATTUMANNARKOIL,0,322,56,1,566,945,945
TAMIL NADU,CUDDALORE,KEERAPPALAYAM,0,0,0,0,237,237,237
TAMIL NADU,CUDDALORE,KUMARATCHI,0,1,0,0,14,15,15
TAMIL NADU,CUDDALORE,KURINJIPADY,0,0,0,0,403,403,403
TAMIL NADU,CUDDALORE,MANGALORE,0,0,0,0,29,29,29
TAMIL NADU,CUDDALORE,NALLUR,0,0,0,0,18,18,18
TAMIL NADU,CUDDALORE,PANRUTI,0,0,0,0,25,25,25
TAMIL NADU,CUDDALORE,VRIDHACHALAM,0,4,0,53,941,998,998
TAMIL NADU,DHARMAPURI,BARUGUR,0,6,2,59,19,86,86
TAMIL NADU,DHARMAPURI,HOSUR,1,11,20,228,448,707,708
TAMIL NADU,DHARMAPURI,KAVERIPATTINAM,0,0,0,0,10,10,10
TAMIL NADU,DHARMAPURI,KELAMANGALAM(DEN),0,25,2,68,101,196,196
TAMIL NADU,DHARMAPURI,KRISHNAGIRI,0,8,0,0,1,9,9
TAMIL NADU,DHARMAPURI,PAPPIREDDIPATTY,0,0,0,98,3,101,101
TAMIL NADU,DHARMAPURI,SHOOLAGIRI,0,10,0,129,140,279,279
TAMIL NADU,DHARMAPURI,THALLY,0,25,4,10,453,492,492
TAMIL NADU,DHARMAPURI,VEPPANAPPALLI,0,0,0,0,3,3,3
TAMIL NADU,DINDIGUL,ATHOOR,0,6,0,310,2,318,318
TAMIL NADU,DINDIGUL,BATLAGUNDU,0,0,0,24,0,24,24
TAMIL NADU,DINDIGUL,DINDIGUL,0,0,0,2,0,2,2
TAMIL NADU,DINDIGUL,GUZILIAMPARAI,0,41,26,160,4,231,231
TAMIL NADU,DINDIGUL,NATHAM,0,0,0,20,0,20,20
TAMIL NADU,DINDIGUL,NILAKOTTAI,0,0,0,37,0,37,37
TAMIL NADU,DINDIGUL,ODDANCHATRAM,0,1,1,347,22,371,371
TAMIL NADU,DINDIGUL,PALANI,0,8,0,20,0,28,28
TAMIL NADU,DINDIGUL,REDDIYARCHATRAM,0,0,0,30,0,30,30
TAMIL NADU,DINDIGUL,SHANARPATTI,0,0,0,105,0,105,105
TAMIL NADU,DINDIGUL,THOPPAMPATTI,0,0,1,217,1,219,219
TAMIL NADU,DINDIGUL,VADAMADURAI,0,0,1,126,0,127,127
TAMIL NADU,DINDIGUL,VEDASANDUR,0,0,3,434,10,447,447
TAMIL NADU,ERODE,AMMAPETTAI,25,0,0,13,2,15,40
TAMIL NADU,ERODE,ANTHIYUR,5,0,3,81,57,141,146
TAMIL NADU,ERODE,BHAVANI,187,0,1,42,65,108,295
TAMIL NADU,ERODE,BHAVANISAGAR,54,0,0,47,0,47,101
TAMIL NADU,ERODE,CHENNIMALAI,7,0,0,121,0,121,128
TAMIL NADU,ERODE,DHARAPURAM,11,0,0,21,0,21,32
TAMIL NADU,ERODE,ERODE,0,0,0,3,0,3,3
TAMIL NADU,ERODE,GOBICHETTIPALAYAM,572,0,0,299,81,380,952
TAMIL NADU,ERODE,KANGEYAM,8,0,0,6,0,6,14
TAMIL NADU,ERODE,KODUMUDI,0,0,0,0,0,0,0
TAMIL NADU,ERODE,KUMDADAM,24,0,0,23,1,24,48
TAMIL NADU,ERODE,MODAKURICHI,0,0,0,11,0,11,11
TAMIL NADU,ERODE,MOOLANUR,0,0,0,30,0,30,30
TAMIL NADU,ERODE,NAMBIYUR,227,0,4,614,4,622,849
TAMIL NADU,ERODE,PERUNTHURAI,52,0,3,393,5,401,453
TAMIL NADU,ERODE,SATHYAMANGALAM,19,12,12,102,5,131,150
TAMIL NADU,ERODE,THALAVADI,43,0,0,110,18,128,171
TAMIL NADU,ERODE,THUKKANAICKENPALAYAM,92,75,13,84,11,183,275
TAMIL NADU,ERODE,UTHUKULI,64,0,1,298,2,301,365
TAMIL NADU,KANCHEEPURAM,ACHIRAPPAKKAM,1,0,0,0,0,0,1
TAMIL NADU,KANCHEEPURAM,CHITHAMUR,26,58,9,38,0,105,131
TAMIL NADU,KANCHEEPURAM,KANCHEEPURAM,81,3,0,14,0,17,98
TAMIL NADU,KANCHEEPURAM,KUNDRATHUR,3,0,0,0,22,22,25
TAMIL NADU,KANCHEEPURAM,SRIPERUMBUDUR,109,4,0,0,2,6,115
TAMIL NADU,KANCHEEPURAM,THIRUKAZHUKUNDRAM,0,0,0,34,0,34,34
TAMIL NADU,KANCHEEPURAM,WALAJABAD,78,0,0,0,0,0,78
TAMIL NADU,KANYAKUMARI,AGASTEESWARAM,16,0,0,0,0,0,16
TAMIL NADU,KANYAKUMARI,KURUNTHENCODE,7,0,0,0,0,0,7
TAMIL NADU,KANYAKUMARI,MELPURAM,2,0,0,0,0,0,2
TAMIL NADU,KANYAKUMARI,RAJAKKAMANGALAM,266,0,0,0,0,0,266
TAMIL NADU,KANYAKUMARI,THOVALAI,0,1,19,0,0,20,20
TAMIL NADU,KANYAKUMARI,THUCKALAY,1,0,0,0,0,0,1
TAMIL NADU,KARUR,ARAVAKURICHI,1,0,2,317,0,319,320
TAMIL NADU,KARUR,K.PARAMATHI,0,0,0,50,0,50,50
TAMIL NADU,KARUR,KADAVUR,2,0,1,179,0,180,182
TAMIL NADU,KARUR,KARUR,0,0,0,31,0,31,31
TAMIL NADU,KARUR,KRISHNARAYAPURAM,1,0,0,8,0,8,9
TAMIL NADU,KARUR,KULITHALAI,0,0,0,3,0,3,3
TAMIL NADU,KARUR,THANTHONI,0,4,8,244,13,269,269
TAMIL NADU,KARUR,THOGAMALAI,0,0,0,40,22,62,62
TAMIL NADU,MADURAI,ALANGANALLUR,0,0,0,1,64,65,65
TAMIL NADU,MADURAI,CHELLAMPATTI,0,5,0,50,21,76,76
TAMIL NADU,MADURAI,KALLIKUDI,0,0,0,1,0,1,1
TAMIL NADU,MADURAI,KALLUPATTI(T),0,0,0,2,2,4,4
TAMIL NADU,MADURAI,KOTTAMPATTI,0,0,0,0,18,18,18
TAMIL NADU,MADURAI,MADURAI EAST,0,0,0,28,8,36,36
TAMIL NADU,MADURAI,MADURAI WEST,0,0,0,0,8,8,8
TAMIL NADU,MADURAI,MELUR,0,0,0,0,39,39,39
TAMIL NADU,MADURAI,SEDAPATTI,0,0,9,13,1,23,23
TAMIL NADU,MADURAI,THIRUPPARANKUNDRAM,0,0,0,4,58,62,62
TAMIL NADU,MADURAI,TIRUMANGALAM,0,0,0,16,0,16,16
TAMIL NADU,MADURAI,USILAMPATTI,0,0,0,13,0,13,13
TAMIL NADU,MADURAI,VADIPATTI,0,0,0,0,7,7,7
TAMIL NADU,NAMAKKAL,ELACHIPALAYAM,0,19,0,0,797,816,816
TAMIL NADU,NAMAKKAL,ERUMAIPATTY,0,0,0,49,30,79,79
TAMIL NADU,NAMAKKAL,KABILARMALAI,0,0,0,0,10,10,10
TAMIL NADU,NAMAKKAL,KOLLIHILLS,0,0,0,0,4,4,4
TAMIL NADU,NAMAKKAL,MALLASAMUDRAM,0,0,0,40,405,445,445
TAMIL NADU,NAMAKKAL,MOHANUR,0,0,0,69,76,145,145
TAMIL NADU,NAMAKKAL,NAMAGIRIPET,0,0,0,0,17,17,17
TAMIL NADU,NAMAKKAL,NAMAKKAL,0,0,0,177,0,177,177
TAMIL NADU,NAMAKKAL,PALLIPALAYAM,0,0,0,279,40,319,319
TAMIL NADU,NAMAKKAL,PARAMATHI,0,1,0,13,204,218,218
TAMIL NADU,NAMAKKAL,PUDUCHATTIRAM,0,0,0,68,0,68,68
TAMIL NADU,NAMAKKAL,RASIPURAM,0,0,0,97,0,97,97
TAMIL NADU,NAMAKKAL,SENDAMANGALAM,0,0,0,71,34,105,105
TAMIL NADU,NAMAKKAL,TIRUCHENGODE,0,0,1,877,21,899,899
TAMIL NADU,NAMAKKAL,VENNANDHUR,0,0,0,2,92,94,94
TAMIL NADU,NILGIRIS,KOTAGIRI,1,0,0,0,0,0,1
TAMIL NADU,PERAMBALUR,ANDIMADAM,0,46,0,20,292,358,358
TAMIL NADU,PERAMBALUR,ARIYALUR,0,0,0,0,45,45,45
TAMIL NADU,PERAMBALUR,JAYANKONDAM,0,63,10,24,275,372,372
TAMIL NADU,PERAMBALUR,SENDURAI,1,31,24,5,815,875,876
TAMIL NADU,PERAMBALUR,THIRUMANUR,0,0,0,9,49,58,58
TAMIL NADU,PERAMBALUR,TPALUR,2,5,0,125,287,417,419
TAMIL NADU,PERAMBALUR,VEPPANTHATTAI,4,0,0,16,12,28,32
TAMIL NADU,PERAMBALUR,VEPPUR,0,66,0,2,137,205,205
TAMIL NADU,PUDUKKOTTAI,ANNAVASAL,0,0,0,0,0,0,0
TAMIL NADU,PUDUKKOTTAI,ARANTHANGI,1068,54,8,8,179,249,1317
TAMIL NADU,PUDUKKOTTAI,ARIMALAM,152,2,1,0,39,42,194
TAMIL NADU,PUDUKKOTTAI,AVUDAYARKOIL,3,0,0,0,0,0,3
TAMIL NADU,PUDUKKOTTAI,GANDARVAKKOTTAI,712,3,0,0,12,15,727
TAMIL NADU,PUDUKKOTTAI,KARAMBAKUDI,1497,226,5,62,2,295,1792
TAMIL NADU,PUDUKKOTTAI,KUNNANDARKOIL,58,0,0,0,0,0,58
TAMIL NADU,PUDUKKOTTAI,MANAMELKUDI,13,0,0,0,0,0,13
TAMIL NADU,PUDUKKOTTAI,PONNAMARAVATHI,11,0,0,0,1,1,12
TAMIL NADU,PUDUKKOTTAI,PUDUKKOTTAI,238,306,2,218,35,561,799
TAMIL NADU,PUDUKKOTTAI,THIRUVARANKULAM,751,689,136,569,108,1502,2253
TAMIL NADU,PUDUKKOTTAI,VIRALIMALAI,17,0,0,0,0,0,17
TAMIL NADU,RAMANATHAPURAM,BOGALUR,1,0,0,0,0,0,1
TAMIL NADU,RAMANATHAPURAM,MUDUKULATHUR,198,82,1,1,0,84,282
TAMIL NADU,RAMANATHAPURAM,NAINARKOIL,28,0,0,19,0,19,47
TAMIL NADU,RAMANATHAPURAM,PARAMAKKUDI,119,70,0,40,15,125,244
TAMIL NADU,RAMANATHAPURAM,TIRUVADANAI,3,0,0,0,0,0,3
TAMIL NADU,SALEM,ATTUR,0,0,0,91,0,91,91
TAMIL NADU,SALEM,AYODYAPATTANAM,0,0,0,47,21,68,68
TAMIL NADU,SALEM,EDAPPADI,0,0,0,460,151,611,611
TAMIL NADU,SALEM,GANGAVALLI,0,0,0,6,0,6,6
TAMIL NADU,SALEM,KADAYAMPATTI,0,0,0,282,0,282,282
TAMIL NADU,SALEM,KOLATHUR,0,0,0,218,68,286,286
TAMIL NADU,SALEM,KONGANAPURAM,0,0,0,5,278,283,283
TAMIL NADU,SALEM,MAGUDANCHAVADI,0,0,0,383,6,389,389
TAMIL NADU,SALEM,MECHERI,0,0,0,550,2,552,552
TAMIL NADU,SALEM,NANGAVALLI,0,0,0,177,150,327,327
TAMIL NADU,SALEM,OMALUR,0,0,0,243,0,243,243
TAMIL NADU,SALEM,PANAMARATHUPATTI,0,0,1,5,1,7,7
TAMIL NADU,SALEM,PEDDANAICKENPALAYAM,0,1,1,18,348,368,368
TAMIL NADU,SALEM,SANKARI,0,0,2,555,36,593,593
TAMIL NADU,SALEM,THALAIVASAL,0,0,2,83,32,117,117
TAMIL NADU,SALEM,THARAMANGALAM,0,0,0,390,3,393,393
TAMIL NADU,SALEM,VALAPPADY,0,0,0,497,90,587,587
TAMIL NADU,SALEM,VEERAPANDI,0,20,0,16,3,39,39
TAMIL NADU,SIVAGANGA,DEVAKOTTAI,66,8,0,3,0,11,77
TAMIL NADU,SIVAGANGA,ILAYANGUDI,152,2,0,0,5,7,159
TAMIL NADU,SIVAGANGA,KALAYARKOVIL,7,0,0,2,0,2,9
TAMIL NADU,SIVAGANGA,KALLAL,27,0,0,3,0,3,30
TAMIL NADU,SIVAGANGA,KANNANGUDI,9,4,0,1,0,5,14
TAMIL NADU,SIVAGANGA,MANAMADURAI,3,4,0,1,0,5,8
TAMIL NADU,SIVAGANGA,S. PUDUR,0,0,0,19,2,21,21
TAMIL NADU,SIVAGANGA,SAKKOTTAI,14,20,1,6,10,37,51
TAMIL NADU,SIVAGANGA,SINGAMPUNERI,0,0,0,46,0,46,46
TAMIL NADU,SIVAGANGA,SIVAGANGA,3,0,0,9,0,9,12
TAMIL NADU,SIVAGANGA,THIRUPPATTUR,0,5,0,5,0,10,10
TAMIL NADU,SIVAGANGA,THIRUPPAVANAM,3,12,0,18,2,32,35
TAMIL NADU,THANJAVUR,AMMAPETTAI,0,3,1,2,405,411,411
TAMIL NADU,THANJAVUR,BUDHALUR,0,1,0,0,6,7,7
TAMIL NADU,THANJAVUR,MADHUKUR,0,17,17,26,2612,2672,2672
TAMIL NADU,THANJAVUR,ORATHANADU,8,222,129,13,2857,3221,3229
TAMIL NADU,THANJAVUR,PATTUKOTTAI,0,144,0,1,2757,2902,2902
TAMIL NADU,THANJAVUR,PERAVURANI,0,12,0,8,1629,1649,1649
TAMIL NADU,THANJAVUR,SEDHUBAVACHATTIRAM,0,112,0,3,1537,1652,1652
TAMIL NADU,THANJAVUR,THANJAVUR,0,26,0,0,677,703,703
TAMIL NADU,THANJAVUR,THIRUVONAM,0,4,0,32,891,927,927
TAMIL NADU,THENI,ANDIPATTI,0,0,2,105,16,123,123
TAMIL NADU,THENI,BODI,0,61,3,26,2,92,92
TAMIL NADU,THENI,CHINNAMANNUR,0,2,0,492,6,500,500
TAMIL NADU,THENI,CUMBUM,0,0,0,298,0,298,298
TAMIL NADU,THENI,MYILADUMPARAI,0,0,1,49,0,50,50
TAMIL NADU,THENI,PERIYAKULAM,0,173,0,847,1,1021,1021
TAMIL NADU,THENI,THENI,0,0,3,61,0,64,64
TAMIL NADU,THENI,UTHAMAPALAYAM,0,0,0,374,1,375,375
TAMIL NADU,THIRUVALLUR,ELLAPURAM,0,0,0,0,1,1,1
TAMIL NADU,THIRUVALLUR,KADAMBATHUR,0,0,0,0,1,1,1
TAMIL NADU,THIRUVALLUR,MINJUR,0,0,0,0,0,0,0
TAMIL NADU,THIRUVALLUR,PALLIPATTU,0,0,0,14,10,24,24
TAMIL NADU,THIRUVALLUR,R.K.PEET,0,0,0,24,10,34,34
TAMIL NADU,THIRUVALLUR,SHOLAVARAM,0,0,0,0,0,0,0
TAMIL NADU,THIRUVALLUR,THIRUVALANGADU,0,0,0,69,1,70,70
TAMIL NADU,THIRUVALLUR,TIRUTTANI,0,0,0,2,2,4,4
TAMIL NADU,THIRUVALLUR,VILLIVAKKAM,0,6,0,0,6,12,12
TAMIL NADU,THIRUVARUR,KORADACHERRY,0,0,0,0,0,0,0
TAMIL NADU,THIRUVARUR,KOTTUR,0,3,1,4,106,114,114
TAMIL NADU,THIRUVARUR,MANNARGUDI,1,246,0,14,838,1098,1099
TAMIL NADU,THIRUVARUR,NEEDAMANGALAM,8,138,0,1,876,1015,1023
TAMIL NADU,TIRUCHIRAPPALLI,MANIKANDAM,0,0,0,46,0,46,46
TAMIL NADU,TIRUCHIRAPPALLI,MANNACHANALLUR,8,0,0,18,1,19,27
TAMIL NADU,TIRUCHIRAPPALLI,MARUNGAPURI,7,0,0,1,0,1,8
TAMIL NADU,TIRUCHIRAPPALLI,MUSIRI,0,0,1,24,4,29,29
TAMIL NADU,TIRUCHIRAPPALLI,PULLAMBADI,6,0,0,15,0,15,21
TAMIL NADU,TIRUCHIRAPPALLI,THATHAYANGARPETTAI,0,0,0,69,0,69,69
TAMIL NADU,TIRUCHIRAPPALLI,THIRUVERUMBUR,0,0,0,10,2,12,12
TAMIL NADU,TIRUCHIRAPPALLI,THOTTIYAM,0,0,0,14,0,14,14
TAMIL NADU,TIRUCHIRAPPALLI,VAIYAMPATTY,2,0,0,44,1,45,47
TAMIL NADU,TIRUNELVELI,ALANGULAM,0,0,0,31,0,31,31
TAMIL NADU,TIRUNELVELI,AMBASAMUDRAM,0,0,0,0,4,4,4
TAMIL NADU,TIRUNELVELI,CHERANMAHADEVI,0,1,0,4,26,31,31
TAMIL NADU,TIRUNELVELI,KADAYAM,0,0,0,10,3,13,13
TAMIL NADU,TIRUNELVELI,KADAYANALLUR,0,0,0,21,18,39,39
TAMIL NADU,TIRUNELVELI,KALAKAD,0,0,0,0,1,1,1
TAMIL NADU,TIRUNELVELI,KEELAPAVOOR,0,0,0,0,0,0,0
TAMIL NADU,TIRUNELVELI,MANUR,0,0,0,1,9,10,10
TAMIL NADU,TIRUNELVELI,NANGUNERI,0,0,0,0,6,6,6
TAMIL NADU,TIRUNELVELI,PALAYAMKOTTAI,0,0,0,13,9,22,22
TAMIL NADU,TIRUNELVELI,PAPPAKUDI,0,0,0,0,7,7,7
TAMIL NADU,TIRUNELVELI,RADHAPURAM,0,0,0,52,5,57,57
TAMIL NADU,TIRUNELVELI,SHENCOTTAI,0,20,0,0,0,20,20
TAMIL NADU,TIRUNELVELI,TENKASI,0,6,1,7,7,21,21
TAMIL NADU,TIRUNELVELI,VALLIOOR,0,0,0,154,20,174,174
TAMIL NADU,TIRUNELVELI,VASUDEVANALLUR,0,0,0,17,2,19,19
TAMIL NADU,TIRUVANNAMALAI,ARNI,7,0,0,0,5,5,12
TAMIL NADU,TIRUVANNAMALAI,POLUR,1,0,0,0,0,0,1
TAMIL NADU,TIRUVANNAMALAI,WEST ARNI,4,0,0,5,2,7,11
TAMIL NADU,TUTICORIN DISTRICT,ALWARTHIRUNAGARI,0,0,0,0,0,0,0
TAMIL NADU,TUTICORIN DISTRICT,KARUNGULAM,0,0,0,9,1,10,10
TAMIL NADU,TUTICORIN DISTRICT,KAYATHAR,0,2,0,3,13,18,18
TAMIL NADU,TUTICORIN DISTRICT,KOVILPATTI,0,0,0,4,13,17,17
TAMIL NADU,TUTICORIN DISTRICT,PUDUR,0,0,0,0,5,5,5
TAMIL NADU,TUTICORIN DISTRICT,SATTANKULAM,0,0,0,23,2,25,25
TAMIL NADU,TUTICORIN DISTRICT,VILATHIKULAM,0,0,0,11,3,14,14
TAMIL NADU,VELLORE,ARCOT,1,0,0,0,0,0,1
TAMIL NADU,VELLORE,JOLARPET,10,17,0,4,0,21,31
TAMIL NADU,VELLORE,KANDHILI,16,3,0,0,0,3,19
TAMIL NADU,VELLORE,KAVERIPAKKAM,5,30,2,73,22,127,132
TAMIL NADU,VELLORE,NEMILI,0,55,0,2,17,74,74
TAMIL NADU,VELLORE,SHOLINGUR,15,3,0,0,0,3,18
TAMIL NADU,VELLORE,THIMIRI,6,0,0,0,0,0,6
TAMIL NADU,VELLORE,THIRUPATTUR,22,0,0,1,0,1,23
TAMIL NADU,VILLUPPURAM,CHINNA SALEM,0,0,0,19,0,19,19
TAMIL NADU,VILLUPPURAM,KANDAMANGALAM,0,0,0,11,0,11,11
TAMIL NADU,VILLUPPURAM,KOLIYANUR,53,0,0,0,1,1,54
TAMIL NADU,VILLUPPURAM,MARAKKANAM,0,0,0,14,0,14,14
TAMIL NADU,VILLUPPURAM,THIRUNAVALUR,5,0,0,3,0,3,8
TAMIL NADU,VILLUPPURAM,THIRUVENNAINALLUR,1,0,0,50,0,50,51
TAMIL NADU,VILLUPPURAM,THIYAGADHURGAM,7,0,0,0,0,0,7
TAMIL NADU,VILLUPPURAM,VAANOOR,648,61,3,225,3,292,940
TAMIL NADU,VILLUPPURAM,VALLAM,8,0,0,13,0,13,21
TAMIL NADU,VIRUDHUNAGAR,KARIAPATTI,0,0,0,0,1,1,1
TAMIL NADU,VIRUDHUNAGAR,NARIKUDI,6,1,0,0,0,1,7
TAMIL NADU,VIRUDHUNAGAR,RAJAPALAYAM,0,0,0,7,0,7,7
TAMIL NADU,VIRUDHUNAGAR,SIVAKASI,0,0,0,0,0,0,0
TAMIL NADU,VIRUDHUNAGAR,SRIVILLIPUTUR,0,3,0,16,18,37,37
TAMIL NADU,VIRUDHUNAGAR,TIRUCHULI,0,0,0,0,79,79,79
TAMIL NADU,VIRUDHUNAGAR,VIRUDHUNAGAR,1,0,0,0,0,0,1
TAMIL NADU,VIRUDHUNAGAR,WATRAP,0,0,0,67,8,75,75
TRIPURA,DHALAI,MANU,2,0,0,0,0,0,2
TRIPURA,DHALAI,SALEMA,1,0,0,0,0,0,1
TRIPURA,NORTH TRIPURA,GOURNAGAR,0,0,0,0,1,1,1
TRIPURA,NORTH TRIPURA,KADAMTALA,2,0,2,0,0,2,4
TRIPURA,NORTH TRIPURA,KUMARGHAT,0,0,0,0,1,1,1
TRIPURA,NORTH TRIPURA,PANISAGAR,2,1,0,1,2,4,6
TRIPURA,SOUTH TRIPURA,BAGAFA,0,2,0,0,0,2,2
TRIPURA,SOUTH TRIPURA,HRISHYAMUKH,0,0,1,0,1,2,2
TRIPURA,SOUTH TRIPURA,KAKRABAN,1,0,5,2,0,7,8
TRIPURA,SOUTH TRIPURA,KILLA,0,0,0,0,0,0,0
TRIPURA,SOUTH TRIPURA,MATABARI,1,3,1,2,2,8,9
TRIPURA,SOUTH TRIPURA,RAJNAGAR,0,1,0,3,3,7,7
TRIPURA,SOUTH TRIPURA,RUPAICHARI,0,0,0,1,0,1,1
TRIPURA,SOUTH TRIPURA,SATCHAND,0,0,0,0,1,1,1
TRIPURA,WEST TRIPURA,BISHALGARH,7,8,5,3,1,17,24
TRIPURA,WEST TRIPURA,BOXANAGAR,1,1,4,0,0,5,6
TRIPURA,WEST TRIPURA,DUKLI,4,3,1,23,0,27,31
TRIPURA,WEST TRIPURA,JAMPUIJALA,1,2,0,0,0,2,3
TRIPURA,WEST TRIPURA,JIRANIA,5,3,0,1,1,5,10
TRIPURA,WEST TRIPURA,KALYANPUR,0,0,0,0,2,2,2
TRIPURA,WEST TRIPURA,KATHALIA,0,2,0,0,0,2,2
TRIPURA,WEST TRIPURA,KHOWAI,1,1,0,0,2,3,4
TRIPURA,WEST TRIPURA,MANDAI,1,1,0,0,0,1,2
TRIPURA,WEST TRIPURA,MELAGHAR,2,1,0,0,3,4,6
TRIPURA,WEST TRIPURA,MOHANPUR,3,3,3,0,1,7,10
TRIPURA,WEST TRIPURA,PADMABILL,1,0,0,0,0,0,1
TRIPURA,WEST TRIPURA,TELIAMURA,0,2,0,1,1,4,4
TRIPURA,WEST TRIPURA,TULASHIKHAR,0,1,0,0,0,1,1
UTTAR PRADESH,AGRA,BAH,0,49,10,25,25,109,109
UTTAR PRADESH,AGRA,BAMROLI AHIR,0,6,1,1,0,8,8
UTTAR PRADESH,AGRA,ETMADPUR,0,8,0,13,16,37,37
UTTAR PRADESH,AGRA,FATEHABAD,0,123,7,7,22,159,159
UTTAR PRADESH,AGRA,FATEHPUR SIKRI,0,4,12,7,29,52,52
UTTAR PRADESH,AGRA,JETPUR KALAN,0,34,20,32,10,96,96
UTTAR PRADESH,AGRA,KHANDOLI,0,0,0,2,36,38,38
UTTAR PRADESH,AGRA,KHERA GARH,0,2,8,14,7,31,31
UTTAR PRADESH,AGRA,PINAHAT,0,51,11,21,23,106,106
