-----
{
 "description": "The table refers to District wise Distribution of Deep Tubewells in use and their Potential Created/Utilised according to Public and Private. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dptbwlstate3.15.csv", 
 "title": "Download CSV for Districtwise Distribution of Deep Tubewells in use and their Potential Created/Utilised according to Public and Private", 
 "url": "http://data.gov.in/sites/default/files/dptbwlstate3.15.csv"
}
-----
"State","District","No. in use - Public","No. in use - Private","No. in use - Total","Potential created (Ha) - Public","Potential created (Ha) - Private","Potential created (Ha) - Total","Potential utilised (Ha) - Public","Potential utilised (Ha) - Private","Potential utilised (Ha) - Total"
"UTTAR PRADESH","ALIGARH",571,9,580,22263,675,22938,18898,659,19557
"UTTAR PRADESH","ALLAHABAD",1098,0,1098,58109,0,58109,27599,0,27599
"UTTAR PRADESH","AMBEDAKAR NAGAR",383,0,383,29710,0,29710,22024,0,22024
"UTTAR PRADESH","AURAIYA",472,0,472,26420,0,26420,22640,0,22640
"UTTAR PRADESH","AZAMGARH",279,0,279,38281,0,38281,20031,0,20031
"UTTAR PRADESH","BAGHPAT",226,118,344,3008,3550,6558,2346,3314,5660
"UTTAR PRADESH","BAHARAICH",395,0,395,5934,0,5934,1102,0,1102
"UTTAR PRADESH","BALLIA",670,0,670,60546,0,60546,34937,0,34937
"UTTAR PRADESH","BALRAMPUR",157,108,265,14558,698,15256,6517,49,6566
"UTTAR PRADESH","BANDA",851,631,1482,65461,12919,78380,47472,12185,59657
"UTTAR PRADESH","BARABANKI",188,6,194,23017,355,23372,8957,355,9312
"UTTAR PRADESH","BAREILLY",410,274,684,48853,9764,58617,25322,5084,30407
"UTTAR PRADESH","BASTI",475,6,481,17670,295,17965,16995,295,17290
"UTTAR PRADESH","BIJNOR",626,6,632,17168,52,17220,17168,52,17220
"UTTAR PRADESH","BUDAUN",825,54,879,90397,1810,92206,54229,1366,55596
"UTTAR PRADESH","BULAND SAHAR",316,1,317,32662,20,32682,24464,0,24464
"UTTAR PRADESH","CHANDAULI",177,41,218,18630,2786,21416,15873,1709,17581
"UTTAR PRADESH","CHITRAKOOT",2,141,143,251,1395,1646,231,1393,1624
"UTTAR PRADESH","DEORIA",812,3,815,30761,205,30966,22781,61,22842
"UTTAR PRADESH","ETAH",646,0,646,20080,0,20080,20080,0,20080
"UTTAR PRADESH","ETAWAH",517,0,517,33800,0,33800,31280,0,31280
"UTTAR PRADESH","FAIZABAD",541,0,541,41614,0,41614,30727,0,30727
"UTTAR PRADESH","FARRUKHABAD",273,1,274,38204,5,38208,16803,4,16807
"UTTAR PRADESH","FATEHPUR",507,0,507,28922,0,28922,17186,0,17186
"UTTAR PRADESH","FIROZABAD",223,16,239,7356,178,7534,4994,161,5154
"UTTAR PRADESH","GAUTAM BUDHA NAGAR",127,0,127,11742,0,11742,5803,0,5803
"UTTAR PRADESH","GHAZIABAD",193,1,194,11679,50,11729,8777,40,8817
"UTTAR PRADESH","GHAZIPUR",664,67,731,88031,10061,98092,37856,2756,40612
"UTTAR PRADESH","GONDA",270,2,272,30160,110,30270,16191,110,16301
"UTTAR PRADESH","GORAKHPUR",930,9,939,46258,368,46626,35812,225,36037
"UTTAR PRADESH","HAMIRPUR",433,315,748,37770,6072,43842,31827,5910,37736
"UTTAR PRADESH","HARDOI",551,0,551,27550,0,27550,27550,0,27550
"UTTAR PRADESH","HATHRAS",115,5,120,3233,93,3326,3061,93,3154
"UTTAR PRADESH","JALAUN",520,1055,1575,48135,13785,61920,47383,13614,60997
"UTTAR PRADESH","JAUNPUR",485,0,485,37822,0,37822,29043,0,29043
"UTTAR PRADESH","JHANSI",71,220,291,7592,1948,9540,6960,1803,8763
"UTTAR PRADESH","JYOTIBA PHULENAGAR",244,122,366,33808,807,34615,27124,689,27812
"UTTAR PRADESH","KANNAUJ",195,1,196,30654,5,30658,13206,4,13210
"UTTAR PRADESH","KANPUR DEHAT",275,909,1184,19057,16930,35986,15296,13157,28453
"UTTAR PRADESH","KANPUR NAGAR",317,575,892,18163,14207,32370,11604,12742,24346
"UTTAR PRADESH","KAUSHAMBI",214,41,255,15305,1523,16828,12730,1276,14005
"UTTAR PRADESH","KHERI",714,8,722,82047,450,82497,37340,395,37735
"UTTAR PRADESH","KUSHINAGAR",141,0,141,3234,0,3234,2371,0,2371
"UTTAR PRADESH","LALITPUR",1,79,80,100,6821,6921,25,3777,3802
"UTTAR PRADESH","LUCKNOW",108,223,331,8905,20319,29224,5685,16695,22380
"UTTAR PRADESH","MAHARAJ GANJ",152,28,180,14592,2313,16904,9728,1769,11497
"UTTAR PRADESH","MAHOBA",1,27,28,70,242,312,60,237,297
"UTTAR PRADESH","MAINPURI",300,0,300,21910,0,21910,15558,0,15558
"UTTAR PRADESH","MATHURA",2,36,38,8,295,302,8,295,302
"UTTAR PRADESH","MAU",243,13,256,34458,2257,36715,14992,836,15828
"UTTAR PRADESH","MEERUT",329,8,337,34565,967,35532,19331,505,19836
"UTTAR PRADESH","MIRZAPUR",461,0,461,34861,0,34861,23341,0,23341
"UTTAR PRADESH","MORADABAD",907,268,1175,95296,1930,97226,82108,1893,84001
"UTTAR PRADESH","MUZZAFARNAGAR",471,16,487,29005,675,29680,17862,402,18265
"UTTAR PRADESH","PILIBHIT",115,11,126,9241,170,9411,9241,170,9411
"UTTAR PRADESH","PRATAPGARH",93,0,93,7327,0,7327,5780,0,5780
"UTTAR PRADESH","RAEBARELI",364,8,372,49274,450,49723,20391,395,20786
"UTTAR PRADESH","RAMPUR",242,495,737,33964,4278,38242,28205,3573,31777
"UTTAR PRADESH","SAHARANPUR",578,1,579,35291,26,35317,25253,25,25278
"UTTAR PRADESH","SANT KABIR NAGAR",218,125,343,10974,7578,18552,4542,4927,9468
"UTTAR PRADESH","SANT RAVI DAS NAGAR",437,33,470,34795,1038,35832,29692,1029,30720
"UTTAR PRADESH","SHAHJAHANPUR",456,0,456,22812,0,22812,18252,0,18252
"UTTAR PRADESH","SHRAWASTI",218,0,218,25986,0,25986,19313,0,19313
"UTTAR PRADESH","SIDDHARTH NAGAR",231,50,281,23494,2603,26097,8788,1207,9995
"UTTAR PRADESH","SITAPUR",693,6,699,77590,680,78270,77590,680,78270
"UTTAR PRADESH","SONBHADRA",4,22,26,924,810,1734,197,660,856
"UTTAR PRADESH","SULTANPUR",732,8,740,83749,450,84199,39305,395,39700
"UTTAR PRADESH","UNNAO",130,25,155,9032,1622,10654,2370,386,2756
"UTTAR PRADESH","VARANASI",591,202,793,56673,18644,75317,45184,14461,59644
"UTTARANCHAL","CHAMPAWAT",6,0,6,453,0,453,443,0,443
"UTTARANCHAL","DEHRA DUN",69,9,78,8650,55,8704,6366,55,6420
"UTTARANCHAL","HARIDWAR",113,87,200,13720,3072,16792,10058,2459,12517
"UTTARANCHAL","NAINITAL",165,1,166,10510,34,10544,8919,27,8946
"UTTARANCHAL","PAURI",14,0,14,1860,0,1860,1108,0,1108
"UTTARANCHAL","UDHAM SINGH NAGAR",258,135,393,33020,2528,35548,27637,2318,29955
"WEST BENGAL","BANKURA",111,0,111,5971,0,5971,3373,0,3373
"WEST BENGAL","BIRBHUM",90,0,90,5108,0,5108,1448,0,1448
"WEST BENGAL","BURDWAN",568,0,568,40964,0,40964,21143,0,21143
"WEST BENGAL","COOCHBEHAR",58,0,58,3311,0,3311,1006,0,1006
"WEST BENGAL","DAKSHIN DINAJPUR",127,0,127,7188,0,7188,3119,0,3119
"WEST BENGAL","DARJEELING",38,0,38,1200,0,1200,1166,0,1166
"WEST BENGAL","HAORA",154,0,154,8685,0,8685,4815,0,4815
"WEST BENGAL","HOOGHLY",484,10,494,32696,455,33150,21412,184,21597
"WEST BENGAL","JALPAIGURI",220,0,220,10565,0,10565,5907,0,5907
"WEST BENGAL","MALDA",291,2,293,14687,80,14768,6912,32,6944
"WEST BENGAL","MIDNAPORE",482,188,670,22249,4372,26621,10441,1671,12112
"WEST BENGAL","MURSHIDABAD",496,0,496,35476,0,35476,19373,0,19373
"WEST BENGAL","NADIA",713,0,713,50350,0,50350,22255,0,22255
"WEST BENGAL","NORTH 24 PARGANAS",314,0,314,22567,0,22567,10549,0,10549
"WEST BENGAL","SOUTH 24 PARGANAS",21,0,21,718,0,718,286,0,286
"WEST BENGAL","UTTAR DINAJPUR",138,6,144,8468,109,8578,3165,92,3257
