-----
{
 "description": "This data pertains to public account disbursements (major head-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Public_Account_Disbursements_FY_2000-11.xls", 
 "title": "Download XLS for Public Account Disbursements FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Public_Account_Disbursements_FY_2000-11.xls"
}
-----
-----
{
 "description": "This data pertains to revenue receipts (sector-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Revenue_Receipts_FY_2000-11.xls", 
 "title": "Download XLS for Revenue Receipts FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Revenue_Receipts_FY_2000-11.xls"
}
-----
-----
{
 "description": "This data pertains to public account receipts (major head-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Public_Account_Receipts_FY_2000-11.xls", 
 "title": "Download XLS for Public Account Receipts FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Public_Account_Receipts_FY_2000-11.xls"
}
-----
-----
{
 "description": "This data pertains to total expenditure and disbursements (sector-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Total_Expenditure_And_Disbursements_FY_2000-11.xls", 
 "title": "Download XLS for Total Expenditure And Disbursements FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Total_Expenditure_And_Disbursements_FY_2000-11.xls"
}
-----
"Sector","Cat","Identity","FY 00","FY 01","FY 02","FY 03","FY 04","FY 05","FY 06","FY 07","FY 08","FY 09","FY 10","FY 11"
"LAES-D","B","Haryana",231.3386,203.6471,209.4244,358.3904,2337.0152,104.2319,35.1133,34.6283,129.9197,142.4407,222.466,286.4481
"LAES-D","B","Himachal Pradesh",0.0,8.3953,16.2892,3.4075,7.1408,17.37,2.7919,12.63,3.2917,76.8175,63.3174,217.3556
"LAES-D","B","Jammu and Kashmir",21.6695,56.0733,44.1107,336.0589,65.4949,60.4176,50.8546,40.1807,37.6335,41.6101,27.0251,42.8811
"LAES-D","B","Jharkhand",89.3696,20.3688,265.1505,229.2365,92.6,524.0985,3656.0412,341.2157,514.6033,339.0923,252.7025,281.0515
"LAES-D","B","Karnataka",110.9383,173.7691,179.5777,332.3954,709.0457,311.7068,140.9315,27.8232,160.4269,555.4087,171.3615,246.914
"LAES-D","B","Kerala",163.8418,140.0165,92.6537,165.4137,1252.5013,159.183,175.3625,178.948,218.5479,336.7559,403.2294105,551.033
"LAES-D","B","Madhya Pradesh",255.3858,230.1292,247.4529,210.6963,169.4422,3226.1066,270.5669,706.6026,558.5641,1599.8234,3570.671,3499.2734
"LAES-D","B","Maharastra",1097.4572,378.0758,1253.2452,1259.2488,1626.2728,2139.6165,3746.6121,1538.8806,404.9482,627.3175,568.0968,405.011
"LAES-D","B","Manipur",1.76,0.06,3.2646,0.8148,1.7465,0.2256,0.4633,1.56,4.12,0.0,6.7,3.5516
"LAES-D","B","Meghalaya",14.2355,49.4839,29.928,57.3421,50.6155,26.551,7.6839,2.2847,19.5456,43.2579,10.5168,26.459
"LAES-D","B","Mizoram",0.9861,0.7072,1.8472,0.1925,2.013,0.0,2.513,0.0,0.1845,8.8495,0.1171,2.15
"LAES-D","B","Nagaland",0.909,4.0242,1.3063,1.9589,1.3578,0.0,0.3506,0.0425,2.6123,0.8252,3.3654,4.0314
"LAES-D","B","Orissa",62.4075,274.2499,143.2631,221.2851,1503.9538,81.1327,11.9195,128.2769,106.9022,66.7009,39.6949,205.7747
"LAES-D","B","Punjab",61.8424,200.541,886.385,160.5775,677.0735,77.5721,8.6889,419.3499,10.2208,30.6565,0.0,31.0
"LAES-D","B","Rajasthan",233.1149,300.9184,125.6221,194.5025,853.569,631.5908,425.1894,300.8139,273.6796,327.2505,474.9994,83.1891
"LAES-D","B","Sikkim",0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,35.03,3.75
"LAES-D","B","Tamil Nadu",274.07,61.4607,159.9293,219.3658,425.9267,847.7419,672.6129,1957.6182,1444.7436,1905.4755,1569.6859,1665.2281
"LAES-D","B","Tripura",0.2226,0.209,0.9071,0.1579,0.55,0.125,0.02,0.04,0.0215,17.0,16.928,0.832
"LAES-D","B","Uttar Pradesh",1415.1747,574.2537,420.2184,688.3897,987.7786,442.5191,321.5407,438.7431,396.7238,340.3157,510.142,172.9569
"LAES-D","B","Uttarakhand",0.0,10.9651,70.1216,77.9104,119.03,165.968,113.6488,86.9697,191.7758,112.7118,28.6488,58.5264
"LAES-D","B","West Bengal",1290.2024,1977.5747,1721.4867,1311.4329,3036.3157,1309.5939,1158.2202,1244.7353,974.6376,606.7321,676.9054,265.7515
"","","Grand Total",14086.2355,14276.0323,16654.7951,14975.1754,26217.7066,28429.9199,19348.5872,13742.4493,11477.4031,13526.827,16390.0912105,37980.9004
