-----
{
 "description": "The table refers to Block wise Distribution of Dugwells in use and their Potential Created/Utilised according to Public and Private. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.16.csv", 
 "title": "Download CSV for Blockwise Distribution of Dugwells in use and their Potential Created/Utilised according to Public and Private", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.16.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No in use - Public,No in use - Private,Total,Potential created (Ha) - Public,Potential created (Ha) - Private,Total potential created,Potential utilised - Public,Potential utilised - Private,Total potential utilised
MADHYA PRADESH,RATLAM,PIPLODA,218,5223,5441,492,19297,19789,97,3046,3142
MADHYA PRADESH,RATLAM,RATLAM,209,5593,5802,515,15093,15608,130,4712,4842
MADHYA PRADESH,RATLAM,SAILANA,98,1624,1722,149,2830,2978,55,1144,1199
MADHYA PRADESH,REWA,GANGEO,0,914,914,0,3252,3252,0,1211,1211
MADHYA PRADESH,REWA,HANUMANA,0,633,633,0,2905,2905,0,2626,2626
MADHYA PRADESH,REWA,JAWA,0,2814,2814,0,12519,12519,0,5241,5241
MADHYA PRADESH,REWA,MAUGANJ,0,300,300,0,790,790,0,542,542
MADHYA PRADESH,REWA,NAIGARHI,0,655,655,0,3219,3219,0,1096,1096
MADHYA PRADESH,REWA,RAIPUR KARCULIYAN,0,871,871,0,3186,3186,0,1569,1569
MADHYA PRADESH,REWA,REWA,1,1032,1033,2,5048,5050,1,2390,2391
MADHYA PRADESH,REWA,SIRMOUR,0,1959,1959,0,8773,8773,0,3744,3744
MADHYA PRADESH,REWA,TEONTHER,0,2549,2549,0,10848,10848,0,5491,5491
MADHYA PRADESH,SAGAR,BANDA,1,5479,5480,1,8414,8415,1,6987,6988
MADHYA PRADESH,SAGAR,BINA,0,1520,1520,0,3324,3324,0,3239,3239
MADHYA PRADESH,SAGAR,DEORI,0,4747,4747,0,8933,8933,0,8052,8052
MADHYA PRADESH,SAGAR,JAISINAGAR,3,4542,4545,2,7694,7697,2,7562,7564
MADHYA PRADESH,SAGAR,KESLI,0,3819,3819,0,14901,14901,0,6481,6481
MADHYA PRADESH,SAGAR,KHURAI,0,2738,2738,0,5896,5896,0,5714,5714
MADHYA PRADESH,SAGAR,MALTHONE,0,2415,2415,0,4063,4063,0,3962,3962
MADHYA PRADESH,SAGAR,RAHATGARH,2,3504,3506,2,8431,8433,2,8098,8101
MADHYA PRADESH,SAGAR,REHLI,0,5823,5823,0,10419,10419,0,9657,9657
MADHYA PRADESH,SAGAR,SAGAR,12,6644,6656,30,11688,11718,30,11494,11524
MADHYA PRADESH,SAGAR,SHAHGARH,0,2233,2233,0,2755,2755,0,2483,2483
MADHYA PRADESH,SATNA,AMARPATAN,3,1596,1599,6,3454,3459,5,2066,2070
MADHYA PRADESH,SATNA,MAIHAR,1,3274,3275,4,7951,7955,3,5326,5329
MADHYA PRADESH,SATNA,MAJHAGAWAN,1,2462,2463,2,7117,7119,2,5060,5062
MADHYA PRADESH,SATNA,NAGOD,0,2280,2280,0,5555,5555,0,4140,4140
MADHYA PRADESH,SATNA,RAMNAGER,0,1692,1692,0,4047,4047,0,2716,2716
MADHYA PRADESH,SATNA,RAMPUR BAGHELAN,1,2149,2150,3,5767,5770,3,3385,3388
MADHYA PRADESH,SATNA,SOHAWAL,4,1428,1432,24,3364,3387,14,2526,2539
MADHYA PRADESH,SATNA,UCHEHARA,0,3199,3199,0,8928,8928,0,7053,7053
MADHYA PRADESH,SEHORE,ASHTA,7,5722,5729,21,12894,12915,9,5171,5180
MADHYA PRADESH,SEHORE,BUDHNI,1,3038,3039,6,8083,8089,6,7698,7704
MADHYA PRADESH,SEHORE,ICHAWAR,4,4174,4178,8,10494,10502,2,2713,2715
MADHYA PRADESH,SEHORE,NASRULLAGANJ,0,4274,4274,0,14916,14916,0,12287,12287
MADHYA PRADESH,SEHORE,SEHORE,9,7348,7357,46,27340,27386,25,22141,22166
MADHYA PRADESH,SEONI,BARGHAT,21,2430,2451,543,3631,4174,543,3220,3763
MADHYA PRADESH,SEONI,CHHAPARA,11,2080,2091,48,6175,6222,48,5465,5513
MADHYA PRADESH,SEONI,DHANORA,0,633,633,0,1314,1314,0,984,984
MADHYA PRADESH,SEONI,GHANSOR,3,344,347,0,710,711,0,675,676
MADHYA PRADESH,SEONI,KEOLARI,145,986,1131,3917,2336,6253,3590,1642,5232
MADHYA PRADESH,SEONI,KURAI,4,3069,3073,5,4843,4848,2,3456,3458
MADHYA PRADESH,SEONI,LAKHNADON,6,3085,3091,58,5629,5687,17,4062,4080
MADHYA PRADESH,SEONI,SEONI,9,5585,5594,866,31419,32285,620,24240,24859
MADHYA PRADESH,SHAHDOL,ANUPPUR,0,191,191,0,144,144,0,49,49
MADHYA PRADESH,SHAHDOL,BEOHARI,1,712,713,0,918,919,0,774,775
MADHYA PRADESH,SHAHDOL,BURHAR,1,153,154,0,128,128,0,56,56
MADHYA PRADESH,SHAHDOL,GOHPARU,0,100,100,0,52,52,0,36,36
MADHYA PRADESH,SHAHDOL,JAISINGHNAGAR,3,1075,1078,2,1256,1258,2,725,726
MADHYA PRADESH,SHAHDOL,JAITHARI,1,1213,1214,12,1263,1275,12,769,781
MADHYA PRADESH,SHAHDOL,KOTMA,4,12,16,26,50,76,0,18,18
MADHYA PRADESH,SHAHDOL,PUSHPARAJGARH,0,103,103,0,243,243,0,26,26
MADHYA PRADESH,SHAHDOL,SOHAGPUR,0,601,601,0,474,474,0,352,352
MADHYA PRADESH,SHAJAPUR,AGAR,28,4432,4460,49,10903,10952,24,5302,5326
MADHYA PRADESH,SHAJAPUR,BAROD,16,5680,5696,39,12172,12211,18,4378,4396
MADHYA PRADESH,SHAJAPUR,KALAPIPAL,3,6208,6211,3,12951,12954,1,7554,7555
MADHYA PRADESH,SHAJAPUR,M.BARODIYA,14,6827,6841,26,15176,15202,17,7581,7598
MADHYA PRADESH,SHAJAPUR,NALKHEDA,12,3604,3616,15,5503,5519,7,2994,3001
MADHYA PRADESH,SHAJAPUR,SHAJAPUR,49,6858,6907,133,15042,15176,60,8105,8165
MADHYA PRADESH,SHAJAPUR,SHUJALPUR,6,4372,4378,10,8080,8091,10,5679,5690
MADHYA PRADESH,SHAJAPUR,SUSNER,52,6612,6664,79,12810,12889,57,8169,8227
MADHYA PRADESH,SHEOPUR,KARHAL,1,89,90,2,184,186,2,170,172
MADHYA PRADESH,SHEOPUR,SHEOPUR,67,323,390,89,1434,1523,89,1434,1523
MADHYA PRADESH,SHEOPUR,VIJAYPUR,246,3066,3312,601,6219,6819,601,6217,6817
MADHYA PRADESH,SHIVPURI,BADARWAS,407,2918,3325,761,5390,6151,675,4939,5614
MADHYA PRADESH,SHIVPURI,KARERA,480,4543,5023,982,10029,11012,851,8936,9787
MADHYA PRADESH,SHIVPURI,KHANIYADHANA,545,10112,10657,740,222587,223328,714,17535,18249
MADHYA PRADESH,SHIVPURI,KOLARAS,160,3484,3644,216,7393,7609,171,6331,6501
MADHYA PRADESH,SHIVPURI,NARWAR,814,5449,6263,1783,12861,14644,1426,10628,12053
MADHYA PRADESH,SHIVPURI,PICHHORE,72,5967,6039,151,10780,10931,150,10712,10863
MADHYA PRADESH,SHIVPURI,POHARI,661,2134,2795,1477,4593,6070,1144,3296,4440
MADHYA PRADESH,SHIVPURI,SHIVPURI,734,2017,2751,1499,5552,7051,1241,3956,5197
MADHYA PRADESH,SIDHI,CHITRANGI,5,515,520,26,2405,2431,25,2296,2321
MADHYA PRADESH,SIDHI,DEOSAR,0,1447,1447,0,5441,5441,0,4775,4775
MADHYA PRADESH,SIDHI,KUSMI,11,204,215,48,513,561,48,439,487
MADHYA PRADESH,SIDHI,MAJHOULI,0,1528,1528,0,6384,6384,0,5225,5225
MADHYA PRADESH,SIDHI,RAMPUR NAKIN,0,1401,1401,0,6468,6468,0,5394,5394
MADHYA PRADESH,SIDHI,SIDHI,1,1801,1802,12,9912,9924,12,7903,7915
MADHYA PRADESH,SIDHI,SIHAWAL,3,1291,1294,10,9291,9301,7,5921,5928
MADHYA PRADESH,SIDHI,WAIDHAN,2,4051,4053,5,21046,21051,5,16034,16039
MADHYA PRADESH,TIKAMGARH,BALDEOGARH,24,11321,11345,83,36895,36978,47,23447,23494
MADHYA PRADESH,TIKAMGARH,JATARA,2,11040,11042,5,26995,27000,5,24048,24052
MADHYA PRADESH,TIKAMGARH,NIWARI,11,7879,7890,48,22417,22465,38,21051,21089
MADHYA PRADESH,TIKAMGARH,PALERA,14,9245,9259,423,33790,34213,423,31937,32360
MADHYA PRADESH,TIKAMGARH,PRITHVIPUR,16,9128,9144,36,26346,26382,34,25225,25260
MADHYA PRADESH,TIKAMGARH,TIKAMGARH,28,9866,9894,119,28113,28232,104,24116,24220
MADHYA PRADESH,UJJAIN,BARNAGAR,0,402,402,0,1004,1004,0,455,455
MADHYA PRADESH,UJJAIN,GHATTIA,8,2727,2735,36,7860,7896,10,2934,2945
MADHYA PRADESH,UJJAIN,KHACHROD,54,6060,6114,133,13943,14077,72,6158,6230
MADHYA PRADESH,UJJAIN,MEHIDPUR,22,4249,4271,81,9113,9194,23,3590,3613
MADHYA PRADESH,UJJAIN,TARANA,4,5240,5244,8,12932,12940,6,6347,6353
MADHYA PRADESH,UJJAIN,UJJAIN,16,2615,2631,52,7241,7293,20,3790,3810
MADHYA PRADESH,UMARIA,KARKELI,0,996,996,0,2681,2681,0,1924,1924
MADHYA PRADESH,UMARIA,MANPUR,2,1188,1190,9,2213,2221,9,2100,2109
MADHYA PRADESH,UMARIA,PALI,0,157,157,0,369,369,0,94,94
MADHYA PRADESH,VIDISHA,BASODA,17,3486,3503,56,10427,10483,46,8278,8323
MADHYA PRADESH,VIDISHA,GYARASPUR,3,2072,2075,18,6157,6175,16,5004,5021
MADHYA PRADESH,VIDISHA,KURWAI,0,1464,1464,0,5313,5313,0,4185,4185
MADHYA PRADESH,VIDISHA,LATERI,2,1664,1666,2,3929,3931,2,3434,3437
MADHYA PRADESH,VIDISHA,NATERAN,1,4469,4470,2,12755,12757,2,9612,9614
MADHYA PRADESH,VIDISHA,SIRONJ,7,1593,1600,14,4058,4071,5,3082,3087
MADHYA PRADESH,VIDISHA,VIDISHA,3,818,821,15,2469,2484,11,1974,1985
MAHARASHTRA,AHMEDNAGAR,AKOLA,153,10074,10227,217,23047,23264,217,23010,23227
MAHARASHTRA,AHMEDNAGAR,JAMKHED,49,5472,5521,125,14973,15097,100,13576,13677
MAHARASHTRA,AHMEDNAGAR,KARJAT,648,10057,10705,3131,36493,39625,3121,35769,38890
MAHARASHTRA,AHMEDNAGAR,KOPARGAON,104,8045,8149,287,24457,24744,187,23115,23301
MAHARASHTRA,AHMEDNAGAR,NAGAR,58,10441,10499,231,39902,40133,209,35031,35240
MAHARASHTRA,AHMEDNAGAR,NEVASA,685,11312,11997,2623,35801,38424,2580,35460,38040
MAHARASHTRA,AHMEDNAGAR,PARNER,116,13713,13829,399,49771,50170,365,38560,38925
MAHARASHTRA,AHMEDNAGAR,PATHARDI,62,5380,5442,147,19980,20126,140,19503,19643
MAHARASHTRA,AHMEDNAGAR,RAHATA,149,8932,9081,562,24211,24773,562,23978,24540
MAHARASHTRA,AHMEDNAGAR,RAHURI,0,12042,12042,0,18921,18921,0,18732,18732
MAHARASHTRA,AHMEDNAGAR,SANGAMNER,125,20612,20737,418,25921,26339,360,25748,26108
MAHARASHTRA,AHMEDNAGAR,SHEVGAON,202,10273,10475,700,23032,23731,485,22073,22558
MAHARASHTRA,AHMEDNAGAR,SHRIGONDA,26,7421,7447,96,35974,36070,94,27601,27695
MAHARASHTRA,AHMEDNAGAR,SHRIRAMPUR,123,6826,6949,664,27153,27817,532,23370,23903
MAHARASHTRA,AKOLA,AKOLA,7,1554,1561,24,2670,2694,24,2597,2621
MAHARASHTRA,AKOLA,AKOT,0,4233,4233,0,9542,9542,0,1641,1641
MAHARASHTRA,AKOLA,BALAPUR,0,1316,1316,0,2782,2782,0,868,868
MAHARASHTRA,AKOLA,BARSHI TAKLI,10,3017,3027,16,7545,7562,16,2268,2284
MAHARASHTRA,AKOLA,MURTIJAPUR,0,2363,2363,0,9267,9267,0,7143,7143
MAHARASHTRA,AKOLA,PATUR,0,2966,2966,0,5255,5255,0,4026,4026
MAHARASHTRA,AKOLA,TELHARA,0,3263,3263,0,7461,7461,0,6212,6212
MAHARASHTRA,AMRAVATI,ACHALPUR,6,6499,6505,27,20206,20233,17,17306,17323
MAHARASHTRA,AMRAVATI,AMRAVATI,0,3529,3529,0,7541,7541,0,5894,5894
MAHARASHTRA,AMRAVATI,ANJANGAON SURJI,0,4914,4914,0,9806,9806,0,7661,7661
MAHARASHTRA,AMRAVATI,BHATKULI,0,662,662,0,1199,1199,0,1170,1170
MAHARASHTRA,AMRAVATI,CHANDUR BAZAR,6,7716,7722,19,17483,17502,9,12401,12410
MAHARASHTRA,AMRAVATI,CHANDUR RAILWAY,1,3501,3502,4,9079,9083,2,5692,5694
MAHARASHTRA,AMRAVATI,CHIKHALDARA,0,718,718,0,1506,1506,0,1292,1292
MAHARASHTRA,AMRAVATI,DARYAPUR,0,414,414,0,860,860,0,523,523
MAHARASHTRA,AMRAVATI,DHAMANGAON RAILWAY,1,3665,3666,3,9432,9435,0,5125,5125
MAHARASHTRA,AMRAVATI,DHARNI,0,1507,1507,0,4179,4179,0,3643,3643
MAHARASHTRA,AMRAVATI,MORSHI,13,8912,8925,49,20269,20318,28,11231,11259
MAHARASHTRA,AMRAVATI,NANDGAON KHANDESHWAR,0,4523,4523,0,10685,10685,0,8059,8059
MAHARASHTRA,AMRAVATI,TEOSA,0,3610,3610,0,7898,7898,0,7683,7683
MAHARASHTRA,AMRAVATI,WARUD,4,13590,13594,5,27278,27283,4,24697,24701
MAHARASHTRA,AURANGABAD,AURANGABAD,14,9799,9813,57,30790,30846,22,19654,19676
MAHARASHTRA,AURANGABAD,FULAMBRI,11,8149,8160,51,30495,30546,26,13338,13364
MAHARASHTRA,AURANGABAD,GANAGAPUR,15,7229,7244,10,30301,30312,2,13779,13781
MAHARASHTRA,AURANGABAD,KANNAD,9,13441,13450,20,50129,50149,12,24719,24732
MAHARASHTRA,AURANGABAD,KHULDABAD,21,3673,3694,30,12099,12129,4,6881,6885
MAHARASHTRA,AURANGABAD,PAITHAN,4,7263,7267,35,21666,21700,5,9673,9678
MAHARASHTRA,AURANGABAD,SILLOD,18,9966,9984,83,43731,43814,54,21594,21648
MAHARASHTRA,AURANGABAD,SOEGAON,1,3930,3931,1,20449,20450,0,4939,4939
MAHARASHTRA,AURANGABAD,VAIJAPUR,38,15099,15137,130,91866,91996,43,45569,45612
MAHARASHTRA,BEED,AMBEJOGAI,8,2130,2138,13,5298,5311,12,5282,5294
MAHARASHTRA,BEED,ASHTI,10,4154,4164,123,16907,17030,113,15558,15671
MAHARASHTRA,BEED,BEED,0,3070,3070,0,6433,6433,0,6237,6237
MAHARASHTRA,BEED,DHARUR,0,761,761,0,2153,2153,0,2071,2071
MAHARASHTRA,BEED,GEORAI,0,2525,2525,0,7225,7225,0,7219,7219
MAHARASHTRA,BEED,KAIJ,0,4831,4831,0,25938,25938,0,25173,25173
MAHARASHTRA,BEED,MAJALGAON,1,1618,1619,3,5200,5203,3,5199,5202
MAHARASHTRA,BEED,PARLI,35,3754,3789,99,11286,11385,99,10661,10760
MAHARASHTRA,BEED,PATODA,6,1984,1990,49,11620,11669,7,7045,7052
MAHARASHTRA,BEED,SHIRUR (KASAR),27,1567,1594,207,6149,6356,207,5921,6128
MAHARASHTRA,BEED,WADWANI,0,1911,1911,0,13620,13620,0,12084,12084
MAHARASHTRA,BHANDARA,BHANDARA,0,1257,1257,0,2915,2915,0,2257,2257
MAHARASHTRA,BHANDARA,LAKHANDUR,2,2446,2448,0,4559,4559,0,3795,3795
MAHARASHTRA,BHANDARA,LAKHANI,2,1505,1507,10,2293,2303,4,1786,1790
MAHARASHTRA,BHANDARA,MOHADI,0,1449,1449,0,2675,2675,0,2446,2446
MAHARASHTRA,BHANDARA,PAVANI,5,3763,3768,37,8706,8742,36,8075,8112
MAHARASHTRA,BHANDARA,SAKOLI,16,1402,1418,65,1793,1858,25,1216,1241
MAHARASHTRA,BHANDARA,TUMSAR,7,2491,2498,3,4379,4382,3,4151,4154
MAHARASHTRA,BULDANA,BULDANA,0,6350,6350,0,13966,13966,0,10940,10940
MAHARASHTRA,BULDANA,CHIKHLI,0,7292,7292,0,12905,12905,0,12078,12078
MAHARASHTRA,BULDANA,DEULGAON RAJA,0,3907,3907,0,10064,10064,0,9621,9621
MAHARASHTRA,BULDANA,JALGAON JAMOD,1,4431,4432,1,7804,7805,1,7032,7033
MAHARASHTRA,BULDANA,KHAMGAON,0,6246,6246,0,13371,13371,0,12943,12943
MAHARASHTRA,BULDANA,LONAR,0,3426,3426,0,10253,10253,0,7989,7989
MAHARASHTRA,BULDANA,MALKAPUR,0,4719,4719,0,10792,10792,0,9888,9888
MAHARASHTRA,BULDANA,MEHKAR,0,4198,4198,0,10689,10689,0,9143,9143
MAHARASHTRA,BULDANA,MOTALA,0,6000,6000,0,14606,14606,0,13546,13546
MAHARASHTRA,BULDANA,NANDURA,0,4351,4351,0,8470,8470,0,7871,7871
MAHARASHTRA,BULDANA,SANGRAMPUR,0,4280,4280,0,9083,9083,0,7912,7912
MAHARASHTRA,BULDANA,SHEGAON,0,2890,2890,0,6650,6650,0,4914,4914
MAHARASHTRA,BULDANA,SINDKHED RAJA,0,4263,4263,0,7700,7700,0,7161,7161
MAHARASHTRA,CHANDRAPUR,BALLARPUR,1,693,694,5,1705,1710,5,1446,1451
MAHARASHTRA,CHANDRAPUR,BHADRAVATI,1,568,569,3,1286,1289,3,1210,1213
MAHARASHTRA,CHANDRAPUR,BRAMHAPURI,3,657,660,44,985,1028,44,975,1019
MAHARASHTRA,CHANDRAPUR,CHANDRAPUR,2,714,716,2,1417,1419,2,1249,1251
MAHARASHTRA,CHANDRAPUR,CHIMUR,0,1855,1855,0,4142,4142,0,4066,4066
MAHARASHTRA,CHANDRAPUR,GONDPIPRI,5,1067,1072,35,2227,2262,35,2227,2262
MAHARASHTRA,CHANDRAPUR,KORPANA,0,391,391,0,1832,1832,0,1822,1822
MAHARASHTRA,CHANDRAPUR,MUL,22,732,754,62,1110,1172,56,1109,1165
MAHARASHTRA,CHANDRAPUR,NAGBHIR,0,1906,1906,0,2888,2888,0,2888,2888
MAHARASHTRA,CHANDRAPUR,POMBHURNA,0,507,507,0,1071,1071,0,1071,1071
MAHARASHTRA,CHANDRAPUR,RAJURA,0,1210,1210,0,2916,2916,0,2914,2914
MAHARASHTRA,CHANDRAPUR,SAWALI,0,500,500,0,729,729,0,715,715
MAHARASHTRA,CHANDRAPUR,SINDEWAHI,0,519,519,0,866,866,0,777,777
MAHARASHTRA,CHANDRAPUR,WARORA,0,799,799,0,2248,2248,0,1499,1499
MAHARASHTRA,DHULE,DHULE,42,7467,7509,101,16799,16900,87,12693,12781
MAHARASHTRA,DHULE,SAKRI,41,7088,7129,921,13743,14663,921,13692,14613
MAHARASHTRA,DHULE,SHIRPUR,15,3300,3315,80,12240,12320,77,10787,10864
MAHARASHTRA,DHULE,SINDKHEDA,0,1136,1136,0,3108,3108,0,2514,2514
MAHARASHTRA,GADCHIROLI,AHERI,77,359,436,32,587,619,32,506,538
MAHARASHTRA,GADCHIROLI,ARMORI,4,1236,1240,9,1629,1637,9,1432,1440
MAHARASHTRA,GADCHIROLI,BHAMRAGAD,0,266,266,0,476,476,0,415,415
MAHARASHTRA,GADCHIROLI,CHAMORSHI,0,1247,1247,0,2046,2046,0,2045,2045
MAHARASHTRA,GADCHIROLI,DESAIGANJ (WADSA ),1,393,394,2,480,482,2,456,457
MAHARASHTRA,GADCHIROLI,DHANORA,0,1087,1087,0,1812,1812,0,1812,1812
MAHARASHTRA,GADCHIROLI,ETTAPALLI,0,444,444,0,828,828,0,821,821
MAHARASHTRA,GADCHIROLI,GADCHIROLI,72,1288,1360,81,1674,1755,81,1672,1753
MAHARASHTRA,GADCHIROLI,KORCHI,0,507,507,0,498,498,0,498,498
MAHARASHTRA,GADCHIROLI,KURKHEDA,0,1680,1680,0,2311,2311,0,2311,2311
MAHARASHTRA,GADCHIROLI,MULCHERA,2,520,522,3,854,857,3,693,696
MAHARASHTRA,GADCHIROLI,SIRONCHA,3,762,765,3,1033,1036,3,1033,1036
MAHARASHTRA,GONDIYA,A / MORGAON,23,667,690,25,828,854,10,678,688
MAHARASHTRA,GONDIYA,AMGAON,1,725,726,0,1181,1181,0,782,782
MAHARASHTRA,GONDIYA,DEVRI,83,501,584,122,883,1004,2,647,649
MAHARASHTRA,GONDIYA,GONDIYA,20,1234,1254,20,2614,2634,20,2151,2170
MAHARASHTRA,GONDIYA,GOREGAON,51,882,933,39,1092,1131,0,437,437
MAHARASHTRA,GONDIYA,SADAK ARJUNI,33,1115,1148,35,1368,1403,33,1277,1310
MAHARASHTRA,GONDIYA,SALEKASA,1,530,531,2,1123,1126,2,830,832
MAHARASHTRA,GONDIYA,TIRODA,312,753,1065,390,900,1290,210,415,625
MAHARASHTRA,HINGOLI,AUNDHA (NAGNATH),0,3434,3434,0,14837,14837,0,8637,8637
MAHARASHTRA,HINGOLI,BASMATH,1,5392,5393,12,22910,22922,4,9543,9547
MAHARASHTRA,HINGOLI,HINGOLI,0,3767,3767,0,14478,14478,0,5051,5051
MAHARASHTRA,HINGOLI,KALAMNURI,2,3742,3744,18,8704,8722,9,5118,5127
MAHARASHTRA,HINGOLI,SENGAON,3,3682,3685,0,11142,11142,0,5401,5401
MAHARASHTRA,JALGAON,AMALNER,2,4220,4222,11,12317,12327,8,6069,6077
MAHARASHTRA,JALGAON,BHADGAON,14,6071,6085,29,10310,10339,29,10267,10297
MAHARASHTRA,JALGAON,BHUSAWAL,42,3348,3390,126,7623,7749,126,7576,7702
MAHARASHTRA,JALGAON,BODWAD,17,2865,2882,54,6969,7023,54,6936,6989
MAHARASHTRA,JALGAON,CHALISGAON,23,11895,11918,86,28842,28929,86,28720,28806
MAHARASHTRA,JALGAON,CHOPDA,12,4697,4709,29,11843,11872,29,11815,11845
MAHARASHTRA,JALGAON,DHARANGAON,3,3971,3974,8,12232,12239,8,12096,12104
MAHARASHTRA,JALGAON,ERANDOL,0,4894,4894,0,15307,15307,0,15260,15260
MAHARASHTRA,JALGAON,JALGAON,57,3691,3748,181,10676,10857,181,10675,10857
MAHARASHTRA,JALGAON,JAMNER,19,10246,10265,34,24427,24461,34,24377,24411
MAHARASHTRA,JALGAON,MUKTAINAGAR,18,5678,5696,40,13334,13374,40,13237,13277
MAHARASHTRA,JALGAON,PACHORA,3,10894,10897,10,25142,25152,10,24921,24931
MAHARASHTRA,JALGAON,PAROLA,7,5450,5457,13,15317,15330,13,7242,7255
MAHARASHTRA,JALGAON,RAVER,29,5971,6000,135,12434,12569,118,12327,12446
MAHARASHTRA,JALGAON,YAWAL,52,6209,6261,185,13704,13889,185,13610,13795
MAHARASHTRA,JALNA,AMBAD,10,5333,5343,44,20852,20896,32,16464,16496
MAHARASHTRA,JALNA,BADNAPUR,1,3686,3687,0,17942,17942,0,14197,14197
MAHARASHTRA,JALNA,BHOKARDAN,3,6702,6705,7,19168,19176,2,8631,8633
MAHARASHTRA,JALNA,GHANSAWANGI,5,5705,5710,19,20601,20620,7,14782,14790
MAHARASHTRA,JALNA,JAFFERABAD,3,6098,6101,4,15914,15918,2,11569,11571
MAHARASHTRA,JALNA,JALNA,6,7073,7079,5,25453,25458,2,17228,17230
MAHARASHTRA,JALNA,MANTHA,239,5637,5876,458,17456,17914,390,12061,12451
MAHARASHTRA,JALNA,PARTUR,45,5184,5229,71,14217,14288,51,9541,9592
MAHARASHTRA,KOLHAPUR,AJRA,1,1893,1894,0,3034,3035,0,2117,2117
MAHARASHTRA,KOLHAPUR,BHUDARGAD,12,1943,1955,24,2867,2890,20,2164,2184
MAHARASHTRA,KOLHAPUR,CHANDGAD,38,4228,4266,72,8241,8313,70,6996,7066
MAHARASHTRA,KOLHAPUR,GADHINGLAJ,27,5332,5359,16,7514,7530,12,6594,6606
MAHARASHTRA,KOLHAPUR,GAGANBAVDA,7,197,204,3,308,311,2,299,300
MAHARASHTRA,KOLHAPUR,HATKANANGALE,21,6440,6461,29,11115,11144,27,10783,10811
MAHARASHTRA,KOLHAPUR,KAGAL,15,3943,3958,24,4524,4548,13,3130,3143
MAHARASHTRA,KOLHAPUR,KARVIR,35,4869,4904,29,6580,6609,28,5327,5354
MAHARASHTRA,KOLHAPUR,PANHALA,105,2990,3095,393,3779,4173,393,3689,4082
MAHARASHTRA,KOLHAPUR,RADHANAGARI,11,1828,1839,56,2112,2168,52,1813,1865
MAHARASHTRA,KOLHAPUR,SHAHUWADI,5,1172,1177,40,2467,2507,31,1507,1538
MAHARASHTRA,KOLHAPUR,SHIROL,4,1887,1891,17,3512,3529,17,2821,2837
MAHARASHTRA,LATUR,AHMADPUR,0,2222,2222,0,7275,7275,0,5224,5224
MAHARASHTRA,LATUR,AUSA,0,7000,7000,0,15862,15862,0,14640,14640
MAHARASHTRA,LATUR,CHAKUR,0,2941,2941,0,8239,8239,0,6212,6212
MAHARASHTRA,LATUR,DEONI,0,962,962,0,2842,2842,0,2743,2743
MAHARASHTRA,LATUR,JALKOT,0,853,853,0,1974,1974,0,1973,1973
MAHARASHTRA,LATUR,LATUR,0,2736,2736,0,6909,6909,0,6526,6526
MAHARASHTRA,LATUR,NILANGA,0,5736,5736,0,12110,12110,0,11072,11072
MAHARASHTRA,LATUR,RENAPUR,0,1965,1965,0,4895,4895,0,3068,3068
MAHARASHTRA,LATUR,SHIRUR ANANTPAL,0,1098,1098,0,2917,2917,0,2911,2911
MAHARASHTRA,LATUR,UDGIR,0,2430,2430,0,7260,7260,0,6697,6697
MAHARASHTRA,NAGPUR,BHIWAPUR,15,1958,1973,35,6784,6818,20,4048,4068
MAHARASHTRA,NAGPUR,HINGNA,13,3640,3653,53,11437,11490,48,8206,8254
MAHARASHTRA,NAGPUR,KALAMESHWAR,4,4986,4990,4,9273,9277,0,8548,8548
MAHARASHTRA,NAGPUR,KAMPTEE,0,1982,1982,0,5955,5955,0,5771,5771
MAHARASHTRA,NAGPUR,KATOL,331,12495,12826,489,26086,26575,489,25528,26017
MAHARASHTRA,NAGPUR,KUHI,2,4843,4845,69,10725,10794,29,9922,9951
MAHARASHTRA,NAGPUR,MOUDA,2,2104,2106,29,5465,5495,28,5396,5424
MAHARASHTRA,NAGPUR,NAGPUR RURAL,8,4902,4910,43,17987,18030,43,13199,13242
MAHARASHTRA,NAGPUR,NAGPUR(URBAN)1&2,9,221,230,45,480,525,45,468,512
MAHARASHTRA,NAGPUR,NARKHED,44,10731,10775,71,20800,20871,69,20564,20633
MAHARASHTRA,NAGPUR,PARSEONI,1,2037,2038,6,4606,4611,6,3588,3594
MAHARASHTRA,NAGPUR,RAMTEK,0,1683,1683,0,3345,3345,0,3132,3132
MAHARASHTRA,NAGPUR,SAVNER,19,4799,4818,21,10045,10066,5,9516,9521
MAHARASHTRA,NAGPUR,UMRED,7,2571,2578,6,7514,7519,1,4957,4958
MAHARASHTRA,NANDED,ARDHAPUR,35,3021,3056,73,6976,7049,51,4821,4872
MAHARASHTRA,NANDED,BHOKAR,0,1669,1669,0,4446,4446,0,2377,2377
MAHARASHTRA,NANDED,BILOLI,1,328,329,1,1176,1177,0,801,802
MAHARASHTRA,NANDED,DEGLUR,0,1070,1070,0,2687,2687,0,2173,2173
MAHARASHTRA,NANDED,DHARMABAD,0,112,112,0,275,275,0,273,273
MAHARASHTRA,NANDED,HADGAON,0,2658,2658,0,6859,6859,0,6484,6484
