-----
{
 "description": "The table refers to District wise Construction of Deep Tubewells over the years. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dptbwlstate3.1.csv", 
 "title": "Download CSV for Districtwise Construction of Deep Tubewells over the years", 
 "url": "http://data.gov.in/sites/default/files/dptbwlstate3.1.csv"
}
-----
"State","District","Upto 1993-94","During 1994-95","During 1995-96","During 1996-97","During 1997-98","During 1998-99","During 1999-00","During 2000-01","Total (1994-01)"
"GUJARAT","BANASKANTHA",8078,1642,1880,1493,2240,1433,3343,1034,21143
"GUJARAT","BHARUCH",191,1,6,1,0,1,3,4,207
"GUJARAT","BHAVNAGAR",4,0,0,0,0,0,0,0,4
"GUJARAT","DANG",1,0,0,0,0,0,0,0,1
"GUJARAT","GANDHINAGAR",3337,1155,761,483,575,517,477,685,7990
"GUJARAT","JUNAGADH",6690,45,47,32,57,82,151,117,7221
"GUJARAT","KACHCHH",1258,0,0,0,0,0,0,0,1258
"GUJARAT","KHEDA",1699,66,67,125,86,68,49,100,2260
"GUJARAT","MEHSANA",6174,597,440,537,496,387,530,777,9938
"GUJARAT","NARMADA",35,4,16,36,141,140,65,24,461
"GUJARAT","NAVSARI",152,6,18,7,2,0,4,13,202
"GUJARAT","PANCHMAHAL",14,0,0,0,0,0,0,0,14
"GUJARAT","PATAN",3600,465,434,364,380,328,317,236,6124
"GUJARAT","PORBANDAR",618,26,32,33,26,23,10,8,776
"GUJARAT","RAJKOT",2702,752,588,705,928,553,557,338,7123
"GUJARAT","SABARKANTHA",575,144,146,136,35,39,42,194,1311
"GUJARAT","SURAT",19,0,0,0,0,0,0,0,19
"GUJARAT","SURENDRANAGAR",2844,2039,1977,1287,789,429,396,541,10302
"GUJARAT","VADODARA",2467,247,154,140,66,72,39,53,3238
"HARYANA","AMBALA",1545,544,404,354,343,277,137,88,3692
"HARYANA","BHIWANI",267,4,6,0,0,1,1,8,287
"HARYANA","FARIDABAD",3,9,12,1,1,2,0,0,28
"HARYANA","FATEHABAD",638,297,238,418,318,504,348,90,2851
"HARYANA","GURGAON",55,0,78,60,47,44,6,0,290
"HARYANA","HISSAR",32,30,20,116,40,24,11,57,330
"HARYANA","JHAJJAR",120,96,34,32,24,7,18,6,337
"HARYANA","JIND",418,400,221,179,94,135,59,40,1546
"HARYANA","KAITHAL",682,289,338,310,331,453,667,280,3350
"HARYANA","KARNAL",2127,83,90,26,5,11,23,11,2376
"HARYANA","KURUKSHETRA",1164,558,449,211,237,537,165,71,3392
"HARYANA","MAHENDRAGARH",571,80,23,21,14,16,11,9,745
"HARYANA","PANCHKULA",93,24,18,58,30,37,22,10,292
"HARYANA","PANIPAT",1097,168,62,47,27,24,3,57,1485
"HARYANA","REWARI",230,17,8,2,2,2,14,32,307
"HARYANA","SIRSA",1951,67,32,16,10,10,15,59,2160
"HARYANA","SONEPAT",510,51,10,8,3,6,0,1,589
"HARYANA","YAMUNANAGAR",200,20,29,15,14,2,1,1,282
"HIMACHAL PRADESH","Kangra",73,5,1,3,7,10,8,3,110
"HIMACHAL PRADESH","Kullu",2,0,0,0,0,0,0,0,2
"HIMACHAL PRADESH","Sirmaur",12,0,0,0,0,0,0,0,12
"HIMACHAL PRADESH","Solan",29,0,0,1,0,1,6,0,37
"HIMACHAL PRADESH","Una",157,2,5,6,2,5,12,1,190
"JAMMU & KASHMIR","JAMMU",10,4,0,1,0,0,0,0,15
"JAMMU & KASHMIR","KATHUA",2,0,0,0,0,3,0,0,5
"JHARKHAND","CHATRA",1,0,0,0,0,0,0,0,1
"JHARKHAND","DUMKA",4,1,0,0,0,0,0,0,5
"JHARKHAND","GARHWA",0,0,0,1,0,0,2,0,3
"JHARKHAND","GIRIDIH",6,0,0,0,1,0,0,0,7
"JHARKHAND","HAZARIBAGH",4,0,0,0,0,0,0,0,4
"JHARKHAND","SAHEBGANJ",5,0,0,0,0,0,0,0,5
"JHARKHAND","SARAIKELA",0,1,0,0,0,0,0,0,1
"JHARKHAND","WEST SINGHBHUM",2,0,0,0,0,0,0,0,2
"KARNATAKA","Bangalore",0,0,0,0,0,1,0,0,1
"KARNATAKA","Bangalore Rural",0,0,1,0,0,0,1,0,2
"KARNATAKA","Belgaum",2,1,0,0,1,0,0,1,5
"KARNATAKA","Bellary",0,0,1,0,0,0,0,0,1
"KARNATAKA","Bijapur",1,0,0,0,0,0,1,0,2
"KARNATAKA","Chikmagalur",3,0,1,0,0,0,0,0,4
"KARNATAKA","Chitradurga",1,0,0,0,0,0,0,0,1
"KARNATAKA","Dakshina Kannada",0,1,0,0,0,0,0,0,1
"KARNATAKA","Davanagere",1,0,0,2,0,0,0,0,3
"KARNATAKA","Dharwar",0,0,0,0,0,1,0,0,1
"KARNATAKA","Kolar",0,0,4,2,0,0,0,0,6
"KARNATAKA","Mandya",2,1,0,0,0,0,1,0,4
"KARNATAKA","Tumkur",1,0,0,0,0,0,0,0,1
"KERALA","ALAPPUZHA",0,0,0,0,0,0,0,2,2
"KERALA","ERANAKULAM",1,3,3,2,0,0,2,0,11
"KERALA","IDDUKKI",2,4,2,2,2,2,5,15,34
"KERALA","KANNUR",16,3,0,2,3,1,1,1,27
"KERALA","KASARAGODE",9,2,1,5,3,3,1,3,27
"KERALA","KOLLAM",5,0,0,0,0,0,0,0,5
"KERALA","KOTTAYAM",6,5,0,0,0,0,0,0,11
"KERALA","KOZHIKODE",0,0,0,1,0,0,0,0,1
"KERALA","MALAPPURAM",5,1,4,4,5,3,4,0,26
"KERALA","PALAKKAD",8,2,3,1,3,6,9,7,39
"KERALA","PATHANAMTHITTA",8,0,1,2,1,0,0,1,13
"KERALA","THIRUVANANTHAPURAM",4,0,1,0,0,0,0,0,5
"KERALA","THRISSUR",15,0,0,0,2,2,6,1,26
"MADHYA PRADESH","BALAGHAT",8,4,9,2,4,12,5,1,45
"MADHYA PRADESH","BARWANI",378,131,170,228,200,211,195,112,1625
"MADHYA PRADESH","BETUL",582,68,116,250,317,287,111,39,1770
"MADHYA PRADESH","BHIND",285,42,50,29,32,48,20,21,527
"MADHYA PRADESH","BHOPAL",134,19,53,38,43,9,6,0,302
"MADHYA PRADESH","CHHATARPUR",90,0,1,2,1,1,1,13,109
"MADHYA PRADESH","DAMOH",175,56,73,61,44,46,49,19,523
"MADHYA PRADESH","DATIA",330,17,10,0,2,2,1,1,363
"MADHYA PRADESH","DEWAS",285,75,177,225,287,320,196,69,1634
"MADHYA PRADESH","DHAR",230,296,359,87,119,67,61,12,1231
"MADHYA PRADESH","GUNA",608,183,406,394,371,194,118,75,2349
"MADHYA PRADESH","GWALIOR",19,0,1,0,2,2,2,3,29
"MADHYA PRADESH","HARDA",0,0,1,1,0,0,0,0,2
"MADHYA PRADESH","HOSHANGABAD",324,32,26,28,21,26,17,50,524
"MADHYA PRADESH","INDORE",769,310,159,150,148,119,58,28,1741
"MADHYA PRADESH","JABALPUR",70,22,23,25,10,18,4,4,176
"MADHYA PRADESH","JHABUA",139,80,92,118,130,75,55,33,722
"MADHYA PRADESH","KATNI",63,12,7,3,4,10,10,4,113
"MADHYA PRADESH","KHANDWA",333,77,185,255,260,293,189,168,1760
"MADHYA PRADESH","KHARGONE",1555,183,270,310,274,191,187,109,3079
"MADHYA PRADESH","MANDSAUR",198,138,193,145,153,178,113,134,1252
"MADHYA PRADESH","MORENA",0,0,0,0,1,0,0,0,1
"MADHYA PRADESH","NARSINGHPUR",76,26,28,12,15,7,8,3,175
"MADHYA PRADESH","NEEMUCH",867,217,274,385,391,561,300,127,3122
"MADHYA PRADESH","PANNA",26,0,5,11,20,66,154,148,430
"MADHYA PRADESH","RAISEN",43,9,27,9,35,14,1,11,149
"MADHYA PRADESH","RAJGARH",193,59,137,77,42,124,50,20,702
"MADHYA PRADESH","RATLAM",1424,589,451,505,721,666,473,226,5055
"MADHYA PRADESH","REWA",272,170,171,147,125,129,63,24,1101
"MADHYA PRADESH","SAGAR",204,11,33,16,21,33,5,20,343
"MADHYA PRADESH","SATNA",428,216,243,222,250,213,121,33,1726
"MADHYA PRADESH","SEHORE",12,13,19,13,9,8,10,7,91
"MADHYA PRADESH","SEONI",16,5,15,7,4,3,6,6,62
"MADHYA PRADESH","SHAHDOL",45,9,8,8,14,13,5,14,116
"MADHYA PRADESH","SHAJAPUR",87,10,22,23,32,33,30,183,420
"MADHYA PRADESH","SHEOPUR",175,49,290,114,94,85,83,19,909
"MADHYA PRADESH","SHIVPURI",263,115,186,285,210,224,183,67,1533
"MADHYA PRADESH","SIDHI",29,4,2,9,3,10,10,5,72
"MADHYA PRADESH","TIKAMGARH",35,8,7,5,8,13,5,4,85
"MADHYA PRADESH","UJJAIN",236,6,13,22,19,4,7,1,308
"MADHYA PRADESH","VIDISHA",17,1,20,34,13,10,11,16,122
"MAHARASHTRA","AHMEDNAGAR",557,213,283,312,358,572,586,402,3283
"MAHARASHTRA","AKOLA",8,7,10,20,8,15,35,85,188
"MAHARASHTRA","AMRAVATI",372,61,32,15,11,18,37,25,571
"MAHARASHTRA","AURANGABAD",0,0,0,10,33,51,23,33,150
"MAHARASHTRA","BEED",144,72,57,111,147,216,429,686,1862
"MAHARASHTRA","BHANDARA",8,2,2,2,5,4,4,10,37
"MAHARASHTRA","BULDANA",18,11,7,11,15,22,54,25,163
"MAHARASHTRA","CHANDRAPUR",5,4,10,12,8,5,0,0,44
"MAHARASHTRA","DHULE",1512,149,169,167,311,449,198,128,3083
"MAHARASHTRA","GADCHIROLI",10,1,5,22,5,1,1,0,45
"MAHARASHTRA","GONDIYA",3,1,3,1,0,1,1,5,15
"MAHARASHTRA","HINGOLI",102,30,30,43,39,29,32,17,322
"MAHARASHTRA","JALGAON",1228,564,891,995,1133,902,413,385,6511
"MAHARASHTRA","JALNA",28,28,1,0,8,6,11,36,118
"MAHARASHTRA","KOLHAPUR",1022,233,217,176,223,208,144,124,2347
"MAHARASHTRA","LATUR",3088,1119,1439,1495,1228,1057,664,329,10419
"MAHARASHTRA","NAGPUR",10,0,11,7,3,4,2,2,39
"MAHARASHTRA","NANDED",293,167,177,187,177,116,136,68,1321
"MAHARASHTRA","NANDURBAR",2500,577,613,1179,786,551,560,564,7330
"MAHARASHTRA","NASHIK",1184,545,975,412,512,473,212,264,4577
"MAHARASHTRA","OSMANABAD",1695,1389,1356,1645,1491,1273,889,497,10235
"MAHARASHTRA","PARBHANI",40,14,12,8,13,10,7,0,104
"MAHARASHTRA","PUNE",491,83,226,132,93,125,155,137,1442
"MAHARASHTRA","RAIGHAR",73,8,8,6,12,11,6,1,125
"MAHARASHTRA","SANGLI",4416,1112,1225,1082,963,830,1045,1055,11728
"MAHARASHTRA","SATARA",320,24,46,31,36,69,24,23,573
"MAHARASHTRA","SINDHUDURGA",0,0,1,1,0,0,1,0,3
"MAHARASHTRA","SOLAPUR",2081,719,1097,1115,996,1139,1495,1324,9966
"MAHARASHTRA","THANE",0,3,1,4,1,7,1,2,19
"MAHARASHTRA","WARDHA",30,13,25,2,7,0,1,26,104
"MAHARASHTRA","WASHIM",8,2,6,8,6,3,11,33,77
"MAHARASHTRA","YAVATMAL",155,28,54,62,74,20,19,10,422
"MEGHALAYA","WEST GARO HILLS",6,0,0,0,0,1,0,1,8
"NAGALAND","DIMAPUR",3,0,0,0,0,0,0,0,3
"ORISSA","ANGUL",0,0,0,0,0,0,2,0,2
"ORISSA","BALASORE",1362,64,59,39,39,38,17,18,1636
"ORISSA","BARGARH",16,9,2,6,8,15,4,9,69
"ORISSA","BHADRAK",495,6,14,10,15,11,6,7,564
"ORISSA","BOLANGIR",3,1,4,6,9,7,2,1,33
"ORISSA","CUTTACK",231,10,17,10,14,11,2,0,295
"ORISSA","DEOGARH",0,0,0,1,2,1,1,0,5
"ORISSA","DHENKANAL",1,3,0,0,0,1,0,0,5
"ORISSA","GAJAPATI",2,0,0,0,0,0,0,0,2
"ORISSA","GANJAM",86,2,1,0,1,1,0,0,91
"ORISSA","JAGATSINGHPUR",206,11,10,9,4,10,7,5,262
"ORISSA","JAJAPUR",605,16,17,19,21,9,8,4,699
"ORISSA","JHARSUGUDA",31,13,23,18,23,13,20,5,146
"ORISSA","KALAHANDI",3,1,1,4,2,2,0,0,13
"ORISSA","KENDRAPARA",43,8,1,0,3,4,1,0,60
"ORISSA","KEONJHAR",44,0,0,0,0,0,2,0,46
"ORISSA","KHURDA",20,2,3,4,2,7,1,2,41
"ORISSA","KORAPUT",1,0,1,0,0,0,0,0,2
"ORISSA","MALKANAGIRI",4,0,1,1,2,0,0,0,8
"ORISSA","MAYURBHANJA",326,21,12,16,8,13,6,3,405
"ORISSA","NAWARANGAPUR",0,2,0,3,0,0,0,1,6
"ORISSA","NAYAGARH",8,0,0,0,0,1,1,0,10
"ORISSA","NUAPADA",1,1,0,1,2,0,0,0,5
"ORISSA","PURI",43,9,6,11,8,10,7,2,96
"ORISSA","RAYAGADA",3,0,3,3,0,0,0,3,12
"ORISSA","SAMBALPUR",0,8,5,1,3,9,4,3,33
"ORISSA","SONEPUR",0,0,3,0,0,0,0,0,3
"ORISSA","SUNDARGARH",1,2,5,10,2,7,8,8,43
"PONDICHERRY","KARAIKAL",17,2,0,0,0,0,0,0,19
"PONDICHERRY","PONDICHERRY",155,32,20,40,35,5,13,9,309
"PUNJAB","AMRITSER",4,0,0,0,0,0,0,0,4
"PUNJAB","GURDASPUR",1671,139,74,46,34,29,7,8,2008
"PUNJAB","HOSHIARPUR",825,110,205,112,84,139,176,175,1826
"PUNJAB","KAPURTHALA",13,0,0,1,0,0,0,0,14
"PUNJAB","LUDHIANA",308,3,4,5,2,2,9,1,334
"PUNJAB","MOGA",52,39,1,9,0,0,0,0,101
"PUNJAB","NAWANSHAHAR",296,18,24,17,18,33,28,13,447
"PUNJAB","PATIALA",860,102,87,105,111,299,432,209,2205
"PUNJAB","ROPAR",672,42,78,32,17,19,18,15,893
"PUNJAB","SANGRUR",1220,101,128,180,157,129,170,73,2158
"RAJASTHAN","AJMER",1,0,9,6,13,22,14,6,71
"RAJASTHAN","ALWAR",23,3,2,0,0,0,0,0,28
"RAJASTHAN","BANSWARA",23,0,2,0,9,35,40,85,194
"RAJASTHAN","BARAN",940,374,1096,1311,1819,1878,1110,757,9285
"RAJASTHAN","BARMER",23,16,17,56,46,100,90,121,469
"RAJASTHAN","BHARATPUR",241,127,117,101,107,129,82,83,987
"RAJASTHAN","BHILWARA",17,1,5,9,18,57,73,67,247
"RAJASTHAN","BIKANER",172,134,289,355,565,397,309,266,2487
"RAJASTHAN","BUNDI",299,158,319,548,657,951,663,408,4003
"RAJASTHAN","CHITTORGARH",460,511,652,872,1389,1814,1387,363,7448
"RAJASTHAN","CHURU",110,51,217,219,282,162,95,60,1196
"RAJASTHAN","DAUSA",2,0,0,0,0,13,0,0,15
"RAJASTHAN","DUNGARPUR",3,3,2,0,8,39,19,3,77
"RAJASTHAN","JAIPUR",5,3,0,4,4,34,45,46,141
"RAJASTHAN","JAISALMER",115,31,70,144,111,130,189,112,902
"RAJASTHAN","JALORE",159,81,128,180,182,141,123,80,1074
"RAJASTHAN","JHALAWAR",18,2,3,9,476,15,14,8,545
"RAJASTHAN","JHUNJHUNU",0,0,0,0,0,0,1,6,7
"RAJASTHAN","JODHPUR",6951,1325,1426,1118,858,818,652,515,13663
"RAJASTHAN","KAROLI",68,10,48,49,41,44,97,78,435
"RAJASTHAN","KOTA",252,53,147,236,351,423,306,87,1855
"RAJASTHAN","NAGAUR",4268,850,856,767,724,645,566,384,9060
"RAJASTHAN","PALI",150,40,51,43,76,107,95,43,605
"RAJASTHAN","RAJSAMAND",1,2,17,5,5,21,46,33,130
"RAJASTHAN","SAWAI MADHOPUR",66,42,63,156,160,144,194,215,1040
"RAJASTHAN","SIKAR",5,0,3,5,10,26,29,27,105
"RAJASTHAN","SIROHI",1,1,1,3,10,31,20,6,73
"RAJASTHAN","TONK",4,0,11,11,32,65,77,56,256
"RAJASTHAN","UDAIPUR",4,11,23,60,74,75,66,53,366
"TAMIL NADU","COIMBATORE",8533,1336,2724,2706,1908,2579,1309,878,21973
"TAMIL NADU","CUDDALORE",1936,277,179,238,183,668,276,33,3790
"TAMIL NADU","DHARMAPURI",616,121,119,186,328,274,216,164,2024
"TAMIL NADU","DINDIGUL",597,279,366,380,477,490,248,120,2957
"TAMIL NADU","ERODE",2216,399,842,992,616,752,537,355,6709
"TAMIL NADU","KANCHEEPURAM",288,150,0,10,1,1,20,12,482
"TAMIL NADU","KANYAKUMARI",249,14,26,10,5,2,5,1,312
"TAMIL NADU","KARUR",508,32,27,40,98,77,94,55,931
"TAMIL NADU","MADURAI",184,18,12,67,36,44,31,15,407
"TAMIL NADU","NAMAKKAL",2621,498,198,97,117,135,56,38,3760
"TAMIL NADU","NILGIRIS",0,0,0,0,0,0,0,1,1
"TAMIL NADU","PERAMBALUR",1749,165,177,146,175,107,101,76,2696
"TAMIL NADU","PUDUKKOTTAI",1824,590,980,822,1205,1214,716,386,7737
"TAMIL NADU","RAMANATHAPURAM",236,56,60,51,61,52,38,24,578
"TAMIL NADU","SALEM",2899,288,240,499,344,249,1108,99,5726
"TAMIL NADU","SIVAGANGA",165,19,35,62,49,72,75,39,516
"TAMIL NADU","THANJAVUR",7354,1832,1516,1476,1034,816,565,453,15046
"TAMIL NADU","THENI",1298,119,94,337,261,190,210,64,2573
"TAMIL NADU","THIRUVALLUR",87,1,84,17,0,74,95,43,401
"TAMIL NADU","THIRUVARUR",1529,196,142,256,114,83,75,144,2539
"TAMIL NADU","TIRUCHIRAPPALLI",133,11,12,18,25,80,31,18,328
"TAMIL NADU","TIRUNELVELI",165,62,38,36,63,119,96,17,596
"TAMIL NADU","TIRUVANNAMALAI",11,0,0,1,0,4,1,11,28
"TAMIL NADU","TUTICORIN DISTRICT",45,1,13,3,5,19,5,6,97
"TAMIL NADU","VELLORE",107,4,6,23,41,69,31,27,308
"TAMIL NADU","VILLUPPURAM",956,54,140,32,47,8,6,2,1245
"TAMIL NADU","VIRUDHUNAGAR",156,10,14,13,1,10,33,13,250
"TRIPURA","DHALAI",2,0,0,0,0,0,1,0,3
"TRIPURA","NORTH TRIPURA",9,0,2,0,0,1,0,0,12
"TRIPURA","SOUTH TRIPURA",20,5,0,0,1,0,5,1,32
"TRIPURA","WEST TRIPURA",49,6,2,5,10,9,18,22,121
"UTTAR PRADESH","AGRA",332,38,36,32,43,40,44,204,769
"UTTAR PRADESH","ALIGARH",506,24,21,27,14,19,5,7,623
"UTTAR PRADESH","ALLAHABAD",923,47,39,33,15,14,22,42,1135
"UTTAR PRADESH","AMBEDAKAR NAGAR",380,3,9,3,0,0,0,0,395
"UTTAR PRADESH","AURAIYA",189,0,0,0,0,0,0,283,472
"UTTAR PRADESH","AZAMGARH",275,0,6,8,0,0,4,3,296
"UTTAR PRADESH","BAGHPAT",330,0,2,0,1,1,6,32,372
"UTTAR PRADESH","BAHARAICH",322,1,9,2,60,1,1,2,398
"UTTAR PRADESH","BALLIA",673,13,6,31,6,0,0,1,730
"UTTAR PRADESH","BALRAMPUR",271,2,1,0,0,0,0,2,276
"UTTAR PRADESH","BANDA",1121,72,87,108,63,77,50,62,1640
"UTTAR PRADESH","BARABANKI",190,2,0,4,1,0,0,1,198
"UTTAR PRADESH","BAREILLY",613,23,44,20,26,11,5,8,750
"UTTAR PRADESH","BASTI",472,7,4,1,0,1,0,0,485
"UTTAR PRADESH","BIJNOR",630,0,0,0,0,4,2,0,636
"UTTAR PRADESH","BUDAUN",869,7,10,4,9,4,5,10,918
"UTTAR PRADESH","BULAND SAHAR",249,4,41,29,0,0,0,4,327
"UTTAR PRADESH","CHANDAULI",207,1,6,1,2,1,4,3,225
"UTTAR PRADESH","CHITRAKOOT",43,9,38,15,3,8,8,20,144
"UTTAR PRADESH","DEORIA",825,8,7,4,1,6,0,3,854
"UTTAR PRADESH","ETAH",645,1,0,0,0,0,0,0,646
"UTTAR PRADESH","ETAWAH",126,0,0,0,0,0,0,391,517
"UTTAR PRADESH","FAIZABAD",537,4,14,5,0,0,0,0,560
