-----
{
 "description": "The table refers to block wise construction of shallow tubewells over the years . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.1.csv", 
 "title": "Download CSV for Block wise Construction of Shallow Tubewells over the years for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.1.csv"
}
-----
State,District,Block,Upto 1986-87,During 1987-88,During 1988-89,During 1989-90,During 1990-91,During 1991-92,During 1992-93,During 1993-94,Total
UTTAR PRADESH,GORAKHPUR,BHATHAT,745,193,217,329,347,307,238,161,2537
UTTAR PRADESH,GORAKHPUR,BRAHMPUR,570,284,311,409,396,192,328,301,2791
UTTAR PRADESH,GORAKHPUR,CAMPIARGANJ,1091,310,358,428,434,428,381,395,3825
UTTAR PRADESH,GORAKHPUR,CHARGANWA,1045,368,260,170,211,139,149,87,2429
UTTAR PRADESH,GORAKHPUR,GAGHA,524,371,378,461,363,314,268,124,2803
UTTAR PRADESH,GORAKHPUR,GOLA,955,249,169,221,175,98,141,174,2182
UTTAR PRADESH,GORAKHPUR,JANGAL KAURIA,1114,247,330,619,265,270,301,228,3374
UTTAR PRADESH,GORAKHPUR,KAURIRAM,499,167,191,406,556,347,216,51,2433
UTTAR PRADESH,GORAKHPUR,KHAJANI,344,127,213,245,239,164,285,320,1937
UTTAR PRADESH,GORAKHPUR,KHORABAR,807,161,111,112,140,106,132,143,1712
UTTAR PRADESH,GORAKHPUR,PALI,626,233,145,240,231,264,292,244,2275
UTTAR PRADESH,GORAKHPUR,PIPRAICH,515,164,171,175,240,176,188,167,1796
UTTAR PRADESH,GORAKHPUR,PIPRAULI,786,212,269,232,200,131,151,129,2110
UTTAR PRADESH,GORAKHPUR,SAHJANWA,393,156,173,243,378,334,273,346,2296
UTTAR PRADESH,GORAKHPUR,SARDARNAGAR,725,146,125,172,171,117,191,107,1754
UTTAR PRADESH,GORAKHPUR,URUWA,508,588,432,445,367,347,218,106,3011
UTTAR PRADESH,HAMIRPUR,GOHAND,126,58,148,187,215,130,74,93,1031
UTTAR PRADESH,HAMIRPUR,KURARA,32,10,14,20,29,49,58,52,264
UTTAR PRADESH,HAMIRPUR,MAUDAHA,135,112,134,174,222,210,189,197,1373
UTTAR PRADESH,HAMIRPUR,MUSKARA,89,48,60,70,94,153,192,241,947
UTTAR PRADESH,HAMIRPUR,RATH,416,80,98,51,82,46,53,128,954
UTTAR PRADESH,HAMIRPUR,SARILA,57,176,201,194,122,109,100,94,1053
UTTAR PRADESH,HAMIRPUR,SUMREPUR,533,212,186,145,218,168,161,227,1850
UTTAR PRADESH,HARDOI,AHIROURI,597,290,273,382,341,214,396,263,2756
UTTAR PRADESH,HARDOI,BAVAN,187,154,223,208,418,300,354,386,2230
UTTAR PRADESH,HARDOI,BEHANDAR,104,67,82,104,203,245,235,190,1230
UTTAR PRADESH,HARDOI,BHARAWAN,81,63,136,198,483,153,147,141,1402
UTTAR PRADESH,HARDOI,BHARKHANI,825,433,502,787,844,874,688,465,5418
UTTAR PRADESH,HARDOI,BILGRAM,210,138,121,229,240,203,241,296,1678
UTTAR PRADESH,HARDOI,HARIYAWAN,327,166,167,229,197,186,136,214,1622
UTTAR PRADESH,HARDOI,HARPALPUR,256,134,167,280,280,269,223,129,1738
UTTAR PRADESH,HARDOI,KACHOUNA,481,222,161,229,275,288,295,277,2228
UTTAR PRADESH,HARDOI,KOTHAWAN,409,199,197,316,388,234,235,323,2301
UTTAR PRADESH,HARDOI,MAHDHOGANJ,238,184,202,362,315,281,244,237,2063
UTTAR PRADESH,HARDOI,MALLAWAN,242,120,307,343,451,271,256,204,2194
UTTAR PRADESH,HARDOI,PIHANI,458,137,230,328,334,331,403,215,2436
UTTAR PRADESH,HARDOI,SANDI,325,235,313,391,479,386,539,291,2959
UTTAR PRADESH,HARDOI,SANDILA,153,91,148,179,156,187,174,189,1277
UTTAR PRADESH,HARDOI,SHAHABAD,651,612,493,440,482,301,335,358,3672
UTTAR PRADESH,HARDOI,SURSA,453,147,149,247,293,184,178,177,1828
UTTAR PRADESH,HARDOI,TANDIYAWA,409,178,233,177,179,127,151,140,1594
UTTAR PRADESH,HARDOI,TODARPUR,479,335,377,402,397,362,283,199,2834
UTTAR PRADESH,HARDWAR,BAHADRABAD,1492,539,238,180,195,171,215,262,3292
UTTAR PRADESH,HARDWAR,BHAGWANPUR,2023,602,444,296,454,366,258,215,4658
UTTAR PRADESH,HARDWAR,KHANPUR,761,197,146,118,134,82,100,125,1663
UTTAR PRADESH,HARDWAR,LAKSAR,4522,536,353,278,442,244,234,280,6889
UTTAR PRADESH,HARDWAR,NARSAN,1047,419,366,305,290,95,123,136,2781
UTTAR PRADESH,HARDWAR,ROORKEE,1708,476,370,437,400,237,223,196,4047
UTTAR PRADESH,JALAUN,DAKOR,87,21,38,35,28,40,45,45,339
UTTAR PRADESH,JALAUN,JALAUN,177,56,35,59,124,125,177,236,989
UTTAR PRADESH,JALAUN,KADAURA,6,3,14,16,37,41,39,53,209
UTTAR PRADESH,JALAUN,KONCH,86,54,52,40,54,77,156,100,619
UTTAR PRADESH,JALAUN,KUTHAUND,55,24,25,31,74,129,177,299,814
UTTAR PRADESH,JALAUN,MADHOGHARH,113,50,131,86,123,155,129,236,1023
UTTAR PRADESH,JALAUN,MAHEBA,58,4,31,5,15,22,35,28,198
UTTAR PRADESH,JALAUN,NADIGAON,72,12,7,23,16,16,29,38,213
UTTAR PRADESH,JALAUN,RAMPURA,199,80,86,89,119,100,87,119,879
UTTAR PRADESH,JAUNPUR,BADLA PUR,1318,566,454,524,544,471,291,202,4370
UTTAR PRADESH,JAUNPUR,BAKSHA,826,331,311,304,263,203,195,415,2848
UTTAR PRADESH,JAUNPUR,BARSOTHI,1080,272,202,188,184,132,43,21,2122
UTTAR PRADESH,JAUNPUR,DHARMA PUR,692,359,230,255,183,139,75,168,2101
UTTAR PRADESH,JAUNPUR,DOBHI,1085,163,146,84,139,72,57,98,1844
UTTAR PRADESH,JAUNPUR,JALAL PUR,763,104,104,323,191,124,90,165,1864
UTTAR PRADESH,JAUNPUR,KARNJAKALA,1305,476,614,422,517,366,321,378,4399
UTTAR PRADESH,JAUNPUR,KERAKAT,1113,191,217,166,209,119,111,141,2267
UTTAR PRADESH,JAUNPUR,KHUTHAN,670,429,172,233,477,145,126,62,2314
UTTAR PRADESH,JAUNPUR,M.SHAHAR,1212,212,277,251,340,264,248,381,3185
UTTAR PRADESH,JAUNPUR,MADRIYAHU,795,377,346,409,321,214,182,209,2853
UTTAR PRADESH,JAUNPUR,MAHARAJ GANJ,776,331,302,450,633,501,342,290,3625
UTTAR PRADESH,JAUNPUR,MUFTI GANJ,824,318,217,193,246,142,87,91,2118
UTTAR PRADESH,JAUNPUR,MUGLA BADSHAH PUR,857,121,139,145,200,154,177,209,2002
UTTAR PRADESH,JAUNPUR,RAM NAGAR,686,245,194,205,140,133,149,225,1977
UTTAR PRADESH,JAUNPUR,RAMPUR,906,144,158,175,291,124,106,120,2024
UTTAR PRADESH,JAUNPUR,SHAH GANJ,588,237,519,525,665,423,347,250,3554
UTTAR PRADESH,JAUNPUR,SIKRARA,890,397,365,268,227,184,128,120,2579
UTTAR PRADESH,JAUNPUR,SIRKONI,1195,288,255,209,199,137,157,110,2550
UTTAR PRADESH,JAUNPUR,SUITHA KALA,556,268,328,244,326,275,199,371,2567
UTTAR PRADESH,JAUNPUR,SUJAN GANJ,354,155,227,307,324,507,571,417,2862
UTTAR PRADESH,JHANSI,BADAGAON,21,27,7,7,21,15,16,1,115
UTTAR PRADESH,JHANSI,BANGRA,34,31,18,4,1,0,0,4,92
UTTAR PRADESH,JHANSI,CHIRGAON,113,96,12,11,18,30,16,26,322
UTTAR PRADESH,JHANSI,GURSARAJ,34,10,11,9,24,28,52,69,237
UTTAR PRADESH,JHANSI,MAURANIPUR,69,19,8,0,0,0,4,4,104
UTTAR PRADESH,JHANSI,MOTH,20,17,24,18,29,49,40,30,227
UTTAR PRADESH,KANPUR DEHAT,AKBARPUR,789,194,192,221,360,261,257,270,2544
UTTAR PRADESH,KANPUR DEHAT,AMRODHA,65,12,24,16,32,33,23,11,216
UTTAR PRADESH,KANPUR DEHAT,BILHAUR,1904,572,328,283,254,315,177,223,4056
UTTAR PRADESH,KANPUR DEHAT,BITARGAON,1271,215,166,173,195,165,113,92,2390
UTTAR PRADESH,KANPUR DEHAT,CHAUBEPUR,813,169,190,216,257,223,192,110,2170
UTTAR PRADESH,KANPUR DEHAT,DERAPUR,294,185,222,207,262,209,172,235,1786
UTTAR PRADESH,KANPUR DEHAT,GHATAMPUR,138,8,15,55,48,45,42,57,408
UTTAR PRADESH,KANPUR DEHAT,JHINJAK,681,252,172,234,234,267,197,167,2204
UTTAR PRADESH,KANPUR DEHAT,KAKWAN,963,253,204,213,332,310,254,227,2756
UTTAR PRADESH,KANPUR DEHAT,MAITHA,754,335,322,395,360,286,241,212,2905
UTTAR PRADESH,KANPUR DEHAT,MALASA,285,124,78,68,86,82,84,92,899
UTTAR PRADESH,KANPUR DEHAT,PATARA,704,146,106,90,180,163,177,112,1678
UTTAR PRADESH,KANPUR DEHAT,RAJPUR,78,103,36,35,36,35,47,64,434
UTTAR PRADESH,KANPUR DEHAT,RASOOLABAD,948,297,195,244,351,337,324,286,2982
UTTAR PRADESH,KANPUR DEHAT,SANDALPUR,326,85,209,136,192,136,117,101,1302
UTTAR PRADESH,KANPUR DEHAT,SARBANKHERA,447,158,149,142,165,137,96,84,1378
UTTAR PRADESH,KANPUR DEHAT,SHIVRAJPUR,1257,381,292,297,404,278,259,164,3332
UTTAR PRADESH,KANPUR NAGAR,KALYANPUR,739,103,280,163,182,174,175,255,2071
UTTAR PRADESH,KANPUR NAGAR,SARSAUL,1161,277,363,215,288,231,150,249,2934
UTTAR PRADESH,KANPUR NAGAR,VIDHUNU,529,256,334,437,376,308,285,244,2769
UTTAR PRADESH,KHIRI,BANKEYGANJ,559,123,122,284,372,322,119,137,2038
UTTAR PRADESH,KHIRI,BEHJAM,799,331,513,498,461,378,338,516,3834
UTTAR PRADESH,KHIRI,BIJUA,302,178,232,224,200,241,155,237,1769
UTTAR PRADESH,KHIRI,DHAUREHRA,202,115,130,121,148,116,138,167,1137
UTTAR PRADESH,KHIRI,ISANAGAR,773,350,300,327,381,419,333,581,3464
UTTAR PRADESH,KHIRI,KHUMBHIGOLA,1707,652,524,741,777,657,813,937,6808
UTTAR PRADESH,KHIRI,LAKHIMPUR,1830,825,784,782,651,524,566,562,6524
UTTAR PRADESH,KHIRI,MITAULI,974,459,557,529,765,656,590,644,5174
UTTAR PRADESH,KHIRI,MOHAMMADI,1115,433,421,263,166,173,335,600,3506
UTTAR PRADESH,KHIRI,NAKAHA,1033,476,401,532,537,589,378,584,4530
UTTAR PRADESH,KHIRI,NIGHASAN,989,513,421,476,903,519,415,962,5198
UTTAR PRADESH,KHIRI,PALIA,1550,482,352,278,438,326,326,697,4449
UTTAR PRADESH,KHIRI,PASGAWAN,236,226,372,382,334,271,241,394,2456
UTTAR PRADESH,KHIRI,PHOOLBEHAR,1375,809,825,703,807,636,565,571,6291
UTTAR PRADESH,KHIRI,RAMIA BEHAR,188,51,53,94,214,227,290,516,1633
UTTAR PRADESH,KUSHI NAGAR,BISHUN PUR,77,127,230,465,540,448,317,152,2356
UTTAR PRADESH,KUSHI NAGAR,DUDAHI,175,67,126,269,283,244,214,370,1748
UTTAR PRADESH,KUSHI NAGAR,FAZIL NAGAR,236,134,164,147,247,302,396,362,1988
UTTAR PRADESH,KUSHI NAGAR,HATA,410,171,202,212,296,213,222,242,1968
UTTAR PRADESH,KUSHI NAGAR,KAPTAN GANJ,1282,363,307,423,417,453,329,242,3816
UTTAR PRADESH,KUSHI NAGAR,KASAYA,315,102,89,131,143,137,190,117,1224
UTTAR PRADESH,KUSHI NAGAR,KHADDA,144,93,113,101,198,181,217,378,1425
UTTAR PRADESH,KUSHI NAGAR,MOTI CHAK,755,123,192,236,311,252,310,223,2402
UTTAR PRADESH,KUSHI NAGAR,NEBUAA NAORANGIYA,199,106,120,126,201,155,156,309,1372
UTTAR PRADESH,KUSHI NAGAR,PADRAUNA,499,211,283,278,380,293,397,328,2669
UTTAR PRADESH,KUSHI NAGAR,RAMKOLA,197,109,147,105,137,105,81,188,1069
UTTAR PRADESH,KUSHI NAGAR,SEVARI,135,95,46,44,115,101,118,126,780
UTTAR PRADESH,KUSHI NAGAR,SHUKARAULI,1306,360,403,344,471,207,187,180,3458
UTTAR PRADESH,KUSHI NAGAR,TAMAKUHI,216,141,193,224,255,215,150,180,1574
UTTAR PRADESH,LALITPUR,BAR,126,102,19,17,9,12,1,0,286
UTTAR PRADESH,LUCKNOW,BAKSHI KA TALAB,914,305,300,268,260,605,384,940,3976
UTTAR PRADESH,LUCKNOW,CHINHAT,345,97,124,103,185,182,201,285,1522
UTTAR PRADESH,LUCKNOW,GOSAIGANJ,1037,385,539,727,942,895,851,732,6108
UTTAR PRADESH,LUCKNOW,KAKORI,808,111,65,119,92,100,94,126,1515
UTTAR PRADESH,LUCKNOW,MALIHABAD,556,206,216,138,95,59,93,163,1526
UTTAR PRADESH,LUCKNOW,MALL,417,132,259,204,239,194,183,216,1844
UTTAR PRADESH,LUCKNOW,MOHANLALGANJ,1200,178,177,258,327,370,223,259,2992
UTTAR PRADESH,LUCKNOW,SAROJNINAGAR,1165,200,217,271,292,336,222,243,2946
UTTAR PRADESH,MAHOBA,KABARAI,11,2,5,25,22,20,22,46,153
UTTAR PRADESH,MAHOBA,PANWADI,9,1,0,3,2,2,2,1,20
UTTAR PRADESH,MAHRAJGANJ,BRIDGEMANGANJ,845,364,389,385,471,401,307,296,3458
UTTAR PRADESH,MAHRAJGANJ,DHANI,113,61,91,127,154,194,128,49,917
UTTAR PRADESH,MAHRAJGANJ,GHUGHULI,641,255,262,295,376,278,279,184,2570
UTTAR PRADESH,MAHRAJGANJ,LAKSHMIPUR,531,395,265,416,350,389,354,495,3195
UTTAR PRADESH,MAHRAJGANJ,MAHRAJGANJ SADAR,823,433,456,282,306,243,228,166,2937
UTTAR PRADESH,MAHRAJGANJ,MITHAURA,392,211,274,315,422,399,339,231,2583
UTTAR PRADESH,MAHRAJGANJ,NAUTANAWA,250,151,250,292,346,221,187,209,1906
UTTAR PRADESH,MAHRAJGANJ,NICHLAUL,395,201,205,184,270,192,202,273,1922
UTTAR PRADESH,MAHRAJGANJ,PANIYARA,937,140,393,220,385,363,388,362,3188
UTTAR PRADESH,MAHRAJGANJ,PARTAWAL,861,273,246,164,194,225,270,357,2590
UTTAR PRADESH,MAHRAJGANJ,PHARENDA,788,421,278,410,224,343,194,260,2918
UTTAR PRADESH,MAHRAJGANJ,SISWA,697,134,216,194,260,266,210,263,2240
UTTAR PRADESH,MAINPURI,BARNAHAL,809,156,95,62,222,167,39,43,1593
UTTAR PRADESH,MAINPURI,BEWAR,1104,336,240,464,386,298,224,404,3456
UTTAR PRADESH,MAINPURI,GHIROR,443,193,117,133,336,196,227,262,1907
UTTAR PRADESH,MAINPURI,JAGIR,533,247,133,97,142,186,105,384,1827
UTTAR PRADESH,MAINPURI,KARHAL,389,249,174,177,411,202,128,198,1928
UTTAR PRADESH,MAINPURI,KISHANI,477,146,208,166,233,208,206,167,1811
UTTAR PRADESH,MAINPURI,KURAWALI,656,195,137,175,198,142,223,208,1934
UTTAR PRADESH,MAINPURI,MAINPURI,296,291,234,1835,147,131,66,84,3084
UTTAR PRADESH,MAINPURI,SULTANGANJ,674,162,175,81,185,174,173,861,2485
UTTAR PRADESH,MATHURA,BALDEV,1115,386,316,344,1244,336,1,5,3747
UTTAR PRADESH,MATHURA,CHHATA,1266,514,420,432,763,297,1,3,3696
UTTAR PRADESH,MATHURA,CHOMUHA,343,237,316,377,1378,595,1,2,3249
UTTAR PRADESH,MATHURA,FAREH,207,175,256,342,897,585,0,0,2462
UTTAR PRADESH,MATHURA,GOVERDHAN,343,302,279,367,772,268,53,35,2419
UTTAR PRADESH,MATHURA,MAAT,408,258,191,210,523,182,0,0,1772
UTTAR PRADESH,MATHURA,MATHURA,1402,227,281,222,418,308,106,122,3086
UTTAR PRADESH,MATHURA,NAND GAWON,861,288,263,304,627,264,0,0,2607
UTTAR PRADESH,MATHURA,NOHJHIL,977,282,507,878,2127,847,24,12,5654
UTTAR PRADESH,MATHURA,RAYA,1083,370,387,381,1087,300,4,0,3612
UTTAR PRADESH,MATHURA,SADABAB,1306,448,277,375,776,347,0,0,3529
UTTAR PRADESH,MATHURA,SAHPAU,1220,286,305,262,606,163,0,0,2842
UTTAR PRADESH,MAU,BADRAW,86,129,197,91,57,23,22,13,618
UTTAR PRADESH,MAU,DOHARIGHAT,59,10,6,9,14,6,4,7,115
UTTAR PRADESH,MAU,FATEEHPUR MANDAVA,624,97,134,189,235,170,151,68,1668
UTTAR PRADESH,MAU,GHOSI,175,61,39,31,31,21,18,25,401
UTTAR PRADESH,MAU,KOPAGANJ,536,118,131,105,162,80,105,82,1319
UTTAR PRADESH,MAU,MUHAMMDABAD,725,157,148,135,164,107,63,61,1560
UTTAR PRADESH,MAU,PARDHA,768,123,125,109,105,65,83,135,1513
UTTAR PRADESH,MAU,RANIPUR,1410,236,246,225,213,160,208,199,2897
UTTAR PRADESH,MAU,RATANPURA,259,26,29,40,50,53,35,117,609
UTTAR PRADESH,MEERUT,BAGHPAT,2255,207,161,172,91,89,59,126,3160
UTTAR PRADESH,MEERUT,BARAUT,1421,482,506,372,239,198,161,164,3543
UTTAR PRADESH,MEERUT,BINAULI,1535,570,357,265,78,66,44,91,3006
UTTAR PRADESH,MEERUT,CHAPROULI,2117,162,175,95,114,57,47,30,2797
UTTAR PRADESH,MEERUT,DAURALA,1473,379,340,224,194,135,95,57,2897
UTTAR PRADESH,MEERUT,HASTINAPUR,1528,654,341,215,181,136,112,122,3289
UTTAR PRADESH,MEERUT,JANI KHURD,1144,182,115,123,138,151,118,126,2097
UTTAR PRADESH,MEERUT,KHARKHODA,2278,114,88,54,49,36,43,101,2763
UTTAR PRADESH,MEERUT,KHEKRA,1026,319,122,94,173,122,91,94,2041
UTTAR PRADESH,MEERUT,MACHHRA,2628,226,115,85,88,120,114,84,3460
UTTAR PRADESH,MEERUT,MAWANA,3221,627,386,276,165,127,123,37,4962
UTTAR PRADESH,MEERUT,MEERUT,1036,22,19,20,39,26,45,8,1215
UTTAR PRADESH,MEERUT,PARIKSHITGARH,2665,516,326,253,217,222,171,124,4494
UTTAR PRADESH,MEERUT,PILANA,2104,208,91,58,47,23,29,14,2574
UTTAR PRADESH,MEERUT,RAJPURA,1702,129,53,52,100,75,66,89,2266
UTTAR PRADESH,MEERUT,ROHTA,1494,367,224,126,184,85,103,174,2757
UTTAR PRADESH,MEERUT,SARDHANA,2583,200,149,142,180,112,181,168,3715
UTTAR PRADESH,MEERUT,SARURPUR KHURD,1349,189,139,119,70,88,74,82,2110
UTTAR PRADESH,MIRZAPUR,CHHANBEY,262,85,102,98,99,84,96,148,974
UTTAR PRADESH,MIRZAPUR,CITY,97,20,15,18,19,19,17,15,220
UTTAR PRADESH,MIRZAPUR,JAMALPUR,86,41,57,73,92,48,56,34,487
UTTAR PRADESH,MIRZAPUR,KONE,2,0,0,1,0,0,0,0,3
UTTAR PRADESH,MIRZAPUR,LALGANJ,16,0,0,0,0,0,0,0,16
UTTAR PRADESH,MIRZAPUR,MAJHWAN,0,0,0,0,0,0,2,0,2
UTTAR PRADESH,MIRZAPUR,NARAYANPUR,101,25,15,12,21,14,26,10,224
UTTAR PRADESH,MIRZAPUR,PAHARI,69,5,8,28,27,22,7,18,184
UTTAR PRADESH,MIRZAPUR,SIKHAR,17,5,3,0,1,10,4,7,47
UTTAR PRADESH,MORADABAD,AMROHA,1221,694,734,531,405,256,101,28,3970
UTTAR PRADESH,MORADABAD,ASMOLI,348,344,384,413,208,112,89,15,1913
UTTAR PRADESH,MORADABAD,BANIYA KHERA,742,544,590,379,262,133,96,28,2774
UTTAR PRADESH,MORADABAD,BHAGATPUR TANDA,105,217,225,376,598,1093,739,1017,4370
UTTAR PRADESH,MORADABAD,BHJOI,253,228,219,297,387,570,363,286,2603
UTTAR PRADESH,MORADABAD,BILARI,1025,302,277,372,445,610,513,394,3938
UTTAR PRADESH,MORADABAD,CHHAJLET,1293,230,467,379,110,53,16,3,2551
UTTAR PRADESH,MORADABAD,DHANORA,820,635,642,903,839,761,530,398,5528
UTTAR PRADESH,MORADABAD,DILARI,988,526,655,981,794,702,567,436,5649
UTTAR PRADESH,MORADABAD,GAJROLA,397,457,267,214,240,280,298,194,2347
UTTAR PRADESH,MORADABAD,GANGESHWARI,443,251,220,211,323,315,369,256,2388
UTTAR PRADESH,MORADABAD,HASANPUR,308,386,447,884,795,832,601,143,4396
UTTAR PRADESH,MORADABAD,JOYA,392,481,592,986,813,820,588,136,4808
UTTAR PRADESH,MORADABAD,KUNDARKEE,190,348,734,769,491,441,246,146,3365
UTTAR PRADESH,MORADABAD,MORADABAD,43,10,29,8,32,15,16,28,181
UTTAR PRADESH,MORADABAD,MUNDAPANDEY,443,251,220,211,323,315,369,256,2388
UTTAR PRADESH,MORADABAD,PAWANSA,846,445,640,911,761,587,575,377,5142
UTTAR PRADESH,MORADABAD,SAMBHAL,105,366,758,1132,1106,1122,758,165,5512
UTTAR PRADESH,MORADABAD,THAKURDWARA,786,562,621,632,588,827,533,357,4906
UTTAR PRADESH,MUZAFFER NAGAR,BAGHARA,2881,341,324,294,248,204,98,37,4427
UTTAR PRADESH,MUZAFFER NAGAR,BUDHANA,2298,217,138,115,86,66,114,158,3192
UTTAR PRADESH,MUZAFFER NAGAR,CHARTHAWAL,3921,227,290,195,320,292,240,130,5615
UTTAR PRADESH,MUZAFFER NAGAR,JANSATH,1673,527,547,508,455,388,244,133,4475
UTTAR PRADESH,MUZAFFER NAGAR,KAIRANA,3356,320,233,164,167,155,202,261,4858
UTTAR PRADESH,MUZAFFER NAGAR,KANDHLA,2177,644,460,312,237,180,131,85,4226
UTTAR PRADESH,MUZAFFER NAGAR,KHATOLI,1926,957,806,767,412,295,226,186,5575
UTTAR PRADESH,MUZAFFER NAGAR,MORNA,445,324,251,292,293,184,165,106,2060
UTTAR PRADESH,MUZAFFER NAGAR,MUZAFFER NAGAR SADAR,2120,563,510,403,344,287,301,243,4771
UTTAR PRADESH,MUZAFFER NAGAR,PURKAZI,2387,110,195,269,245,223,217,154,3800
UTTAR PRADESH,MUZAFFER NAGAR,SHAHPUR,2391,513,468,143,180,75,41,52,3863
UTTAR PRADESH,MUZAFFER NAGAR,SHAMLI,2223,256,219,313,164,141,119,35,3470
UTTAR PRADESH,MUZAFFER NAGAR,THANA BHAVAN,2860,735,726,371,315,291,218,238,5754
UTTAR PRADESH,MUZAFFER NAGAR,UN,1842,1368,1008,887,715,415,235,99,6569
UTTAR PRADESH,NAINITAL,RAMNAGAR,23,26,25,28,21,26,26,11,186
UTTAR PRADESH,PILIBHIT,AMREYA,415,233,288,332,356,495,472,436,3027
UTTAR PRADESH,PILIBHIT,BERKHEDA,269,206,215,259,229,211,138,143,1670
UTTAR PRADESH,PILIBHIT,BILSANDA,585,796,524,426,401,327,291,236,3586
UTTAR PRADESH,PILIBHIT,BISALPUR,188,139,276,385,371,373,217,147,2096
UTTAR PRADESH,PILIBHIT,LALORIKHEDA,285,291,325,238,211,165,176,103,1794
UTTAR PRADESH,PILIBHIT,MARORI,1693,810,865,372,348,293,185,109,4675
UTTAR PRADESH,PILIBHIT,PURANPUR,3233,1393,1126,1123,1058,868,610,520,9931
UTTAR PRADESH,PRATAPGARH,AASPUR DEVSARA,635,241,195,245,217,193,159,197,2082
UTTAR PRADESH,PRATAPGARH,BABAGANJ,8,9,2470,17,13,12,6,5,2540
UTTAR PRADESH,PRATAPGARH,BIHAR,18,6,2421,6,3,21,10,24,2509
UTTAR PRADESH,PRATAPGARH,GAURA,10,8,2297,7,3,5,3,0,2333
UTTAR PRADESH,PRATAPGARH,KALAKANKAR,7,7,1414,3,1,6,2,0,1440
UTTAR PRADESH,PRATAPGARH,KUNDA,0,0,1235,0,0,0,0,0,1235
UTTAR PRADESH,PRATAPGARH,LAXMANPUR,528,130,258,233,405,286,216,184,2240
UTTAR PRADESH,PRATAPGARH,MANDHATA,844,95,227,407,454,322,322,395,3066
UTTAR PRADESH,PRATAPGARH,MANGRAURA,968,316,421,350,385,267,159,141,3007
UTTAR PRADESH,PRATAPGARH,PATTI,3991,0,7,0,7,2,1,18,4026
UTTAR PRADESH,PRATAPGARH,RAMPUR-SANGRAMGARH.,804,251,288,393,443,343,287,175,2984
UTTAR PRADESH,PRATAPGARH,SADAR,468,194,232,280,321,165,231,118,2009
UTTAR PRADESH,PRATAPGARH,SANDWA CHANDRIKA,747,197,322,259,333,298,251,278,2685
UTTAR PRADESH,PRATAPGARH,SANGIPUR,730,305,242,320,329,432,341,186,2885
UTTAR PRADESH,PRATAPGARH,SHIVGARH,18,6,3118,4,8,1,4,7,3166
UTTAR PRADESH,RAEBARELY,AMANWA,246,84,104,156,173,174,160,115,1212
UTTAR PRADESH,RAEBARELY,BACHRAVAN,632,155,250,169,329,221,251,303,2310
UTTAR PRADESH,RAEBARELY,BAHADUR PUR,173,43,79,105,100,141,140,228,1009
UTTAR PRADESH,RAEBARELY,CHHATOH,444,130,205,165,212,171,231,318,1876
UTTAR PRADESH,RAEBARELY,DALMAU,893,234,321,275,365,303,287,308,2986
UTTAR PRADESH,RAEBARELY,DEEH,357,133,158,178,251,249,296,291,1913
UTTAR PRADESH,RAEBARELY,HARCHANDPUR,873,159,174,133,301,194,221,242,2297
UTTAR PRADESH,RAEBARELY,JAGAT PUR,825,289,259,372,363,395,275,295,3073
UTTAR PRADESH,RAEBARELY,KHEERO,269,87,140,81,153,81,134,196,1141
UTTAR PRADESH,RAEBARELY,LAL GANJ,577,216,221,288,218,216,165,159,2060
UTTAR PRADESH,RAEBARELY,MAHARAJ GANJ,270,92,79,119,150,182,216,286,1394
UTTAR PRADESH,RAEBARELY,RAHI,1389,292,345,367,418,387,390,375,3963
UTTAR PRADESH,RAEBARELY,SALON,799,172,205,246,291,332,441,358,2844
UTTAR PRADESH,RAEBARELY,SARANI,955,169,142,172,177,136,140,96,1987
UTTAR PRADESH,RAEBARELY,SATAON,849,401,324,489,387,375,349,286,3460
UTTAR PRADESH,RAEBARELY,SHIV GARH,284,84,145,176,264,190,201,264,1608
UTTAR PRADESH,RAEBARELY,SINGHPUR,319,77,125,158,304,294,261,326,1864
UTTAR PRADESH,RAEBARELY,TILOI,76,45,58,66,65,118,93,125,646
UTTAR PRADESH,RAEBARELY,UCHAHAR,489,125,134,218,364,287,199,253,2069
UTTAR PRADESH,RAMPUR,BILASPUR,2326,1267,1221,1464,917,840,531,942,9508
UTTAR PRADESH,RAMPUR,CHAMRAON,935,484,460,488,398,406,239,848,4258
UTTAR PRADESH,RAMPUR,MILAK,1971,1082,1057,1292,772,723,473,733,8103
UTTAR PRADESH,RAMPUR,SADAR (RAMPUR),1307,655,648,735,512,455,320,562,5194
UTTAR PRADESH,RAMPUR,SHAHABAD,1998,1108,1077,1315,792,735,479,734,8238
UTTAR PRADESH,RAMPUR,SUAR,2484,1325,1307,1567,1043,976,626,1184,10512
UTTAR PRADESH,SAHARANPUR,BALYA KHERI,3398,418,243,202,266,168,147,145,4987
UTTAR PRADESH,SAHARANPUR,DEOBAND,736,391,347,308,422,244,171,116,2735
UTTAR PRADESH,SAHARANPUR,GANGOH,2568,1259,745,245,63,67,22,100,5069
UTTAR PRADESH,SAHARANPUR,MUZAFFARABAD,956,325,301,393,299,252,219,160,2905
