-----
{
 "description": "The table refers to District wise Distribution of Shallow Tubewells according to Water Lifting Device. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbstate2.9.csv", 
 "title": "Download CSV for Districtwise Distribution of Shallow Tubewells according to Water Lifting Device", 
 "url": "http://data.gov.in/sites/default/files/shltbstate2.9.csv"
}
-----
"State","District","Electric pumps","Diesel pumps","Wind mills","Solar pumps","Man/Animal operated","Others","Total"
"UTTAR PRADESH","BULAND SAHAR",31555,29846,95,2,64,110,61672
"UTTAR PRADESH","CHANDAULI",5555,6388,5,0,4,13,11965
"UTTAR PRADESH","CHITRAKOOT",513,2904,32,1,5,1,3456
"UTTAR PRADESH","DEORIA",570,55219,0,0,0,0,55789
"UTTAR PRADESH","ETAH",7165,56777,510,21,26,1729,66228
"UTTAR PRADESH","ETAWAH",0,30217,0,0,0,0,30217
"UTTAR PRADESH","FAIZABAD",9403,52438,1311,17,37,352,63558
"UTTAR PRADESH","FARRUKHABAD",4172,21471,211,2,1,40,25897
"UTTAR PRADESH","FATEHPUR",5550,29220,276,23,73,34,35176
"UTTAR PRADESH","FIROZABAD",8742,21372,0,4,154,0,30272
"UTTAR PRADESH","GAUTAM BUDHA NAGAR",3687,19609,70,0,3,170,23539
"UTTAR PRADESH","GHAZIABAD",15124,19815,53,4,34,212,35242
"UTTAR PRADESH","GHAZIPUR",18404,47535,993,26,143,208,67309
"UTTAR PRADESH","GONDA",1017,91451,38,0,38,261,92805
"UTTAR PRADESH","GORAKHPUR",1160,73032,424,26,0,1966,76608
"UTTAR PRADESH","HAMIRPUR",413,9984,86,1,1,4,10489
"UTTAR PRADESH","HARDOI",428,59570,307,6,350,4516,65177
"UTTAR PRADESH","HATHRAS",9038,20851,7,3,3,582,30484
"UTTAR PRADESH","JALAUN",104,9425,37,0,2,2,9570
"UTTAR PRADESH","JAUNPUR",19313,55586,639,220,80,44,75882
"UTTAR PRADESH","JHANSI",490,8687,156,2,12,11,9358
"UTTAR PRADESH","JYOTIBA PHULENAGAR",1794,58624,30,14,91,9131,69684
"UTTAR PRADESH","KANNAUJ",2798,23706,166,29,20,94,26813
"UTTAR PRADESH","KANPUR DEHAT",942,25146,152,2,7,41,26290
"UTTAR PRADESH","KANPUR NAGAR",2147,25328,157,7,6,50,27695
"UTTAR PRADESH","KAUSHAMBI",1012,13230,0,2,0,0,14244
"UTTAR PRADESH","KHERI",8272,88314,998,49,37,2076,99746
"UTTAR PRADESH","KUSHINAGAR",72,42635,0,0,0,0,42707
"UTTAR PRADESH","LALITPUR",3,840,0,0,94,0,937
"UTTAR PRADESH","LUCKNOW",1941,28580,80,1,1,1363,31966
"UTTAR PRADESH","MAHARAJ GANJ",162,62198,0,0,4,9,62373
"UTTAR PRADESH","MAHOBA",12,723,11,0,1,6,753
"UTTAR PRADESH","MAINPURI",6998,49376,0,0,1610,0,57984
"UTTAR PRADESH","MATHURA",5379,45544,0,73,3490,0,54486
"UTTAR PRADESH","MAU",8774,21534,283,10,40,82,30723
"UTTAR PRADESH","MEERUT",22721,28640,42,5,8,429,51845
"UTTAR PRADESH","MIRZAPUR",2242,4638,48,1,29,54,7012
"UTTAR PRADESH","MORADABAD",2670,85385,36,20,138,13173,101422
"UTTAR PRADESH","MUZZAFARNAGAR",36665,53635,116,1,24,1267,91708
"UTTAR PRADESH","PILIBHIT",2481,59540,214,89,20,11576,73920
"UTTAR PRADESH","PRATAPGARH",7846,81384,1066,30,44,377,90747
"UTTAR PRADESH","RAEBARELI",8086,60030,405,20,43,141,68725
"UTTAR PRADESH","RAMPUR",1901,60138,29,14,93,9244,71419
"UTTAR PRADESH","SAHARANPUR",22108,55078,88,4,20,2812,80110
"UTTAR PRADESH","SANT KABIR NAGAR",368,35202,494,11,28,128,36231
"UTTAR PRADESH","SANT RAVI DAS NAGAR",5263,1902,13,2,4,0,7184
"UTTAR PRADESH","SHAHJAHANPUR",3059,91176,270,6,7,410,94928
"UTTAR PRADESH","SHRAWASTI",184,39629,128,0,2,1,39944
"UTTAR PRADESH","SIDDHARTH NAGAR",160,46450,256,13,16,111,47006
"UTTAR PRADESH","SITAPUR",156,116829,0,7,0,0,116992
"UTTAR PRADESH","SONBHADRA",638,3968,65,6,210,28,4915
"UTTAR PRADESH","SULTANPUR",16388,101598,438,25,1295,181,119925
"UTTAR PRADESH","UNNAO",1183,66083,446,25,882,80,68699
"UTTAR PRADESH","VARANASI",9126,5111,126,83,29,1,14476
"UTTARANCHAL","CHAMPAWAT",81,547,0,0,0,0,628
"UTTARANCHAL","DEHRA DUN",88,85,2,0,0,3,178
"UTTARANCHAL","HARIDWAR",3157,22400,172,1,12,289,26031
"UTTARANCHAL","NAINITAL",162,394,1,0,0,2,559
"UTTARANCHAL","UDHAM SINGH NAGAR",5076,19554,43,2,16,12,24703
"WEST BENGAL","BANKURA",0,0,0,0,28083,0,28083
"WEST BENGAL","BIRBHUM",0,0,0,0,17461,0,17461
"WEST BENGAL","BURDWAN",187,51523,0,0,0,0,51710
"WEST BENGAL","COOCHBEHAR",0,0,0,0,41206,0,41206
"WEST BENGAL","DAKSHIN DINAJPUR",0,0,0,0,25095,0,25095
"WEST BENGAL","DARJEELING",0,0,0,0,1483,0,1483
"WEST BENGAL","HAORA",0,0,0,0,1131,0,1131
"WEST BENGAL","HOOGHLY",0,0,0,0,20835,0,20835
"WEST BENGAL","JALPAIGURI",4,72,0,0,8414,0,8490
"WEST BENGAL","MALDA",0,0,0,0,37255,0,37255
"WEST BENGAL","MIDNAPORE",3,0,0,0,78225,0,78228
"WEST BENGAL","MURSHIDABAD",0,0,0,0,83967,0,83967
"WEST BENGAL","NADIA",0,0,0,0,94789,0,94789
"WEST BENGAL","NORTH 24 PARGANAS",0,0,0,0,63202,0,63202
"WEST BENGAL","PURULIA",0,0,0,0,2,0,2
"WEST BENGAL","SOUTH 24 PARGANAS",0,0,0,0,9452,0,9452
"WEST BENGAL","UTTAR DINAJPUR",43,1328,2,0,39904,1,41278
