-----
{
 "description": "The table refers to block wise distribution of shallow tubewells according to the farmers holding size . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.3.csv", 
 "title": "Download CSV for Block wise Distribution of Shallow Tubewells according to The Farmers holding size for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.3.csv"
}
-----
State,District,Block,Marginal (0-1 ha),Small (1-2 ha),Medium (2-10 ha),Big ( > 10 ha),Total
ANDHRA PRADESH,KHAMMAM,TEKULAPALLE,1,8,12,0,21
ANDHRA PRADESH,KHAMMAM,THIRUMALAYAPALEM,81,74,59,1,215
ANDHRA PRADESH,KHAMMAM,VEMSOOR,13,48,168,7,236
ANDHRA PRADESH,KHAMMAM,WAZEED,0,9,55,1,65
ANDHRA PRADESH,KHAMMAM,WYRA,2,9,9,1,21
ANDHRA PRADESH,KHAMMAM,YELLANDU,0,1,3,0,4
ANDHRA PRADESH,KHAMMAM,YERRUPALEM,78,80,44,0,202
ANDHRA PRADESH,KRISHNA,A.KONDURU,0,1,1,1,3
ANDHRA PRADESH,KRISHNA,AGIRIPALLE,5,0,6,0,11
ANDHRA PRADESH,KRISHNA,AVANIGADDA,40,94,89,1,224
ANDHRA PRADESH,KRISHNA,BAPULAPADU,1,9,5,0,15
ANDHRA PRADESH,KRISHNA,CHALLAPALLE,188,117,102,1,408
ANDHRA PRADESH,KRISHNA,CHANDARLAPADU,11,27,75,1,114
ANDHRA PRADESH,KRISHNA,CHATRAI,1,8,58,3,70
ANDHRA PRADESH,KRISHNA,G.KONDURU,113,158,95,1,367
ANDHRA PRADESH,KRISHNA,GAMPALAGUDEM,7,31,71,2,111
ANDHRA PRADESH,KRISHNA,GANNAVARAM,1,6,17,1,25
ANDHRA PRADESH,KRISHNA,GHANTASALA,25,133,90,1,249
ANDHRA PRADESH,KRISHNA,GUDIVADA,16,69,41,1,127
ANDHRA PRADESH,KRISHNA,GUDLAVALLERU,9,13,16,0,38
ANDHRA PRADESH,KRISHNA,IBRAHIMPATNAM,100,150,118,22,390
ANDHRA PRADESH,KRISHNA,KANCHIKACHERLA,87,101,93,1,282
ANDHRA PRADESH,KRISHNA,KANKIPADU,345,427,640,1,1413
ANDHRA PRADESH,KRISHNA,KODURU,39,34,12,0,85
ANDHRA PRADESH,KRISHNA,MOPIDEVI,232,136,92,8,468
ANDHRA PRADESH,KRISHNA,MOVVA,38,93,214,1,346
ANDHRA PRADESH,KRISHNA,MUSUNURU,8,14,35,0,57
ANDHRA PRADESH,KRISHNA,MYLAVARAM,14,18,14,0,46
ANDHRA PRADESH,KRISHNA,NANDIGAMA,16,79,142,11,248
ANDHRA PRADESH,KRISHNA,NANDIVADA,1,6,15,0,22
ANDHRA PRADESH,KRISHNA,PAMARRU,35,76,128,3,242
ANDHRA PRADESH,KRISHNA,PAMIDIMUKKALA,386,334,256,0,976
ANDHRA PRADESH,KRISHNA,PEDAPARUPUDI,172,184,110,1,467
ANDHRA PRADESH,KRISHNA,PENAMALURU,405,444,326,4,1179
ANDHRA PRADESH,KRISHNA,PENUGANCHIPROLU,37,51,61,2,151
ANDHRA PRADESH,KRISHNA,REDDIGUDEM,0,16,40,1,57
ANDHRA PRADESH,KRISHNA,THOTLAVALLURU,690,634,562,42,1928
ANDHRA PRADESH,KRISHNA,TIRUVURU,16,23,31,3,73
ANDHRA PRADESH,KRISHNA,UNGUTURU,76,230,196,1,503
ANDHRA PRADESH,KRISHNA,VATSAVAI,1,5,1,0,7
ANDHRA PRADESH,KRISHNA,VEERULLAPADU,10,22,21,6,59
ANDHRA PRADESH,KRISHNA,VIJAYAWADA (URBAN),25,30,33,0,88
ANDHRA PRADESH,KRISHNA,VIJAYAWADA RURAL,176,68,67,2,313
ANDHRA PRADESH,KRISHNA,VISSANNAPET,4,19,103,11,137
ANDHRA PRADESH,KRISHNA,VUYYURU,357,492,397,1,1247
ANDHRA PRADESH,KURNOOL,ADONI,14,55,123,33,225
ANDHRA PRADESH,KURNOOL,ALLAGADDA,3,34,36,0,73
ANDHRA PRADESH,KURNOOL,ALUR,2,13,86,16,117
ANDHRA PRADESH,KURNOOL,ASPARI,1,14,119,14,148
ANDHRA PRADESH,KURNOOL,BANAGANAPALLE,28,158,310,28,524
ANDHRA PRADESH,KURNOOL,BANDI ATMAKUR,6,59,109,4,178
ANDHRA PRADESH,KURNOOL,BETHAMCHERLA,35,127,442,39,643
ANDHRA PRADESH,KURNOOL,C.BELAGAL,0,0,6,0,6
ANDHRA PRADESH,KURNOOL,CHAGALAMARRI,24,70,40,0,134
ANDHRA PRADESH,KURNOOL,CHIPPAGIRI,0,4,25,27,56
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,43,123,204,14,384
ANDHRA PRADESH,KURNOOL,DHONE,17,59,119,4,199
ANDHRA PRADESH,KURNOOL,GADIVEMULA,12,51,210,30,303
ANDHRA PRADESH,KURNOOL,GONEGANDLA,42,69,74,63,248
ANDHRA PRADESH,KURNOOL,GOSPADU,1,7,11,4,23
ANDHRA PRADESH,KURNOOL,GUDUR,4,16,5,0,25
ANDHRA PRADESH,KURNOOL,HALAHARVI,0,2,9,12,23
ANDHRA PRADESH,KURNOOL,HOLAGUNDA,0,2,65,5,72
ANDHRA PRADESH,KURNOOL,JUPADU BUNGALOW,1,9,18,2,30
ANDHRA PRADESH,KURNOOL,KALLUR,79,150,309,55,593
ANDHRA PRADESH,KURNOOL,KODUMUR,60,103,222,33,418
ANDHRA PRADESH,KURNOOL,KOILKUNTLA,0,5,31,12,48
ANDHRA PRADESH,KURNOOL,KOLIMIGUNDLA,36,72,75,5,188
ANDHRA PRADESH,KURNOOL,KOSIGI,0,1,6,0,7
ANDHRA PRADESH,KURNOOL,KOTHAPALLE,0,4,21,2,27
ANDHRA PRADESH,KURNOOL,KOWTHALAM,10,28,82,6,126
ANDHRA PRADESH,KURNOOL,KRISHNAGIRI,40,45,60,34,179
ANDHRA PRADESH,KURNOOL,KURNOOL,11,44,112,46,213
ANDHRA PRADESH,KURNOOL,MADDIKERA (EAST),0,6,27,10,43
ANDHRA PRADESH,KURNOOL,MAHANANDI,2,452,2,0,456
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,0,2,3,0,5
ANDHRA PRADESH,KURNOOL,MIDTHUR,6,13,93,30,142
ANDHRA PRADESH,KURNOOL,NANDAVARAM,3,3,8,1,15
ANDHRA PRADESH,KURNOOL,NANDIKOTKUR,9,21,50,17,97
ANDHRA PRADESH,KURNOOL,NANDYAL,15,45,60,2,122
ANDHRA PRADESH,KURNOOL,ORVAKAL,16,98,272,33,419
ANDHRA PRADESH,KURNOOL,OWK,0,7,59,7,73
ANDHRA PRADESH,KURNOOL,PAMULAPADU,0,2,8,0,10
ANDHRA PRADESH,KURNOOL,PANYAM,23,97,325,59,504
ANDHRA PRADESH,KURNOOL,PATTIKONDA,6,19,40,5,70
ANDHRA PRADESH,KURNOOL,PEAPALLY,4,34,421,2,461
ANDHRA PRADESH,KURNOOL,PEDDA KADALUR,0,6,11,2,19
ANDHRA PRADESH,KURNOOL,RUDRAVARAM,20,95,158,47,320
ANDHRA PRADESH,KURNOOL,SANJAMALA,3,27,165,30,225
ANDHRA PRADESH,KURNOOL,SIRVEL,23,60,140,2,225
ANDHRA PRADESH,KURNOOL,TUGGALI,2,0,17,4,23
ANDHRA PRADESH,KURNOOL,UYYALAWADA,0,2,6,2,10
ANDHRA PRADESH,KURNOOL,VELDURTHI,41,47,50,0,138
ANDHRA PRADESH,KURNOOL,VELGODE,1,0,2,0,3
ANDHRA PRADESH,KURNOOL,YEMMIGANUR,6,17,72,17,112
ANDHRA PRADESH,MAHABOOB NAGAR,ACHAMPETA,7,9,18,6,40
ANDHRA PRADESH,MAHABOOB NAGAR,ADDAKAL,51,154,373,58,636
ANDHRA PRADESH,MAHABOOB NAGAR,AIZA,5,22,61,6,94
ANDHRA PRADESH,MAHABOOB NAGAR,ALAMPUR,0,0,20,5,25
ANDHRA PRADESH,MAHABOOB NAGAR,AMANGAL,62,91,104,17,274
ANDHRA PRADESH,MAHABOOB NAGAR,AMRABAD,7,31,24,3,65
ANDHRA PRADESH,MAHABOOB NAGAR,ATMAKUR,3,19,58,7,87
ANDHRA PRADESH,MAHABOOB NAGAR,BALANAGAR,48,86,446,98,678
ANDHRA PRADESH,MAHABOOB NAGAR,BALMOOR,3,16,50,22,91
ANDHRA PRADESH,MAHABOOB NAGAR,BHOOTHPUR,63,134,243,28,468
ANDHRA PRADESH,MAHABOOB NAGAR,BIJINAPALLE,74,217,486,38,815
ANDHRA PRADESH,MAHABOOB NAGAR,BOMRASPETA,32,64,132,28,256
ANDHRA PRADESH,MAHABOOB NAGAR,CHINNACHITAKUNTA,115,200,308,53,676
ANDHRA PRADESH,MAHABOOB NAGAR,DAMARAGIDDA,13,19,103,22,157
ANDHRA PRADESH,MAHABOOB NAGAR,DEVARAKADARA,140,175,253,6,574
ANDHRA PRADESH,MAHABOOB NAGAR,DHANWADA,38,140,283,14,475
ANDHRA PRADESH,MAHABOOB NAGAR,DHARUR,1,3,1,1,6
ANDHRA PRADESH,MAHABOOB NAGAR,DOULATABAD,50,43,93,19,205
ANDHRA PRADESH,MAHABOOB NAGAR,FAROOQNAGAR,281,471,857,83,1692
ANDHRA PRADESH,MAHABOOB NAGAR,GADWAL,5,16,31,4,56
ANDHRA PRADESH,MAHABOOB NAGAR,GHANPUR,140,188,147,0,475
ANDHRA PRADESH,MAHABOOB NAGAR,GOPALPETA,11,45,110,14,180
ANDHRA PRADESH,MAHABOOB NAGAR,HANWADA,22,42,60,8,132
ANDHRA PRADESH,MAHABOOB NAGAR,ITIKYAL,0,13,14,5,32
ANDHRA PRADESH,MAHABOOB NAGAR,JADCHERLA,85,246,326,31,688
ANDHRA PRADESH,MAHABOOB NAGAR,KALWAKURTHY,105,155,466,94,820
ANDHRA PRADESH,MAHABOOB NAGAR,KESHAMPETA,32,257,548,109,946
ANDHRA PRADESH,MAHABOOB NAGAR,KODAIR,4,7,35,7,53
ANDHRA PRADESH,MAHABOOB NAGAR,KOILKONDA,83,144,187,31,445
ANDHRA PRADESH,MAHABOOB NAGAR,KOLLAPUR,0,0,2,0,2
ANDHRA PRADESH,MAHABOOB NAGAR,KONDURG,42,105,211,63,421
ANDHRA PRADESH,MAHABOOB NAGAR,KOSGI,63,97,165,40,365
ANDHRA PRADESH,MAHABOOB NAGAR,KOTHAKOTA,30,81,81,7,199
ANDHRA PRADESH,MAHABOOB NAGAR,KOTHUR,187,400,611,59,1257
ANDHRA PRADESH,MAHABOOB NAGAR,LINGAL,1,4,11,1,17
ANDHRA PRADESH,MAHABOOB NAGAR,MADDUR,20,62,133,27,242
ANDHRA PRADESH,MAHABOOB NAGAR,MADGUL,65,179,395,31,670
ANDHRA PRADESH,MAHABOOB NAGAR,MAGANOOR,77,83,100,6,266
ANDHRA PRADESH,MAHABOOB NAGAR,MAHBUBNAGAR,156,215,258,25,654
ANDHRA PRADESH,MAHABOOB NAGAR,MAKTHAL,53,36,96,20,205
ANDHRA PRADESH,MAHABOOB NAGAR,MALDAKAL,0,15,27,12,54
ANDHRA PRADESH,MAHABOOB NAGAR,MANOPADU,0,4,10,1,15
ANDHRA PRADESH,MAHABOOB NAGAR,MIDJIL,138,385,686,113,1322
ANDHRA PRADESH,MAHABOOB NAGAR,NAGARKURNOOL,16,53,172,14,255
ANDHRA PRADESH,MAHABOOB NAGAR,NARAYANPET,77,78,73,9,237
ANDHRA PRADESH,MAHABOOB NAGAR,NARVA,58,100,169,27,354
ANDHRA PRADESH,MAHABOOB NAGAR,NAWABPET,67,153,265,59,544
ANDHRA PRADESH,MAHABOOB NAGAR,PANGAL,4,23,69,4,100
ANDHRA PRADESH,MAHABOOB NAGAR,PEBBAIR,1,2,1,0,4
ANDHRA PRADESH,MAHABOOB NAGAR,PEDDAKOTHAPALLE,0,4,23,4,31
ANDHRA PRADESH,MAHABOOB NAGAR,PEDDAMANDADI,18,70,96,6,190
ANDHRA PRADESH,MAHABOOB NAGAR,TADOOR,96,158,259,35,548
ANDHRA PRADESH,MAHABOOB NAGAR,TALAKONDAPALLE,7,65,279,77,428
ANDHRA PRADESH,MAHABOOB NAGAR,TELKAPALLE,9,49,108,14,180
ANDHRA PRADESH,MAHABOOB NAGAR,THIMMAJIPETA,123,157,184,21,485
ANDHRA PRADESH,MAHABOOB NAGAR,UPPUNUNTHALA,8,19,59,23,109
ANDHRA PRADESH,MAHABOOB NAGAR,UTKOOR,44,78,167,18,307
ANDHRA PRADESH,MAHABOOB NAGAR,VANGOOR,44,59,160,39,302
ANDHRA PRADESH,MAHABOOB NAGAR,VEEPANGANDLA,3,7,53,9,72
ANDHRA PRADESH,MAHABOOB NAGAR,VELDANDA,14,21,124,15,174
ANDHRA PRADESH,MAHABOOB NAGAR,WADDEPALLE,1,5,5,2,13
ANDHRA PRADESH,MAHABOOB NAGAR,WANAPARTHY,23,45,92,9,169
ANDHRA PRADESH,MEDAK,ALLADURG,201,85,61,4,351
ANDHRA PRADESH,MEDAK,ANDOLE,226,275,124,0,625
ANDHRA PRADESH,MEDAK,CHEGUNTA,738,334,95,1,1168
ANDHRA PRADESH,MEDAK,CHINNAKODUR,7,38,21,0,66
ANDHRA PRADESH,MEDAK,DOULTABAD,1582,432,140,3,2157
ANDHRA PRADESH,MEDAK,DUBBAK,279,298,78,1,656
ANDHRA PRADESH,MEDAK,GAJWEL,1449,642,239,18,2348
ANDHRA PRADESH,MEDAK,HATHNOORA,507,170,141,5,823
ANDHRA PRADESH,MEDAK,JAGDEVPUR,500,324,120,1,945
ANDHRA PRADESH,MEDAK,JHARASANGAM,10,11,18,3,42
ANDHRA PRADESH,MEDAK,JINNARAM,388,724,126,2,1240
ANDHRA PRADESH,MEDAK,KALHER,170,202,99,4,475
ANDHRA PRADESH,MEDAK,KANGTI,10,14,10,0,34
ANDHRA PRADESH,MEDAK,KOHIR,19,65,44,3,131
ANDHRA PRADESH,MEDAK,KONDAPAK,222,310,187,9,728
ANDHRA PRADESH,MEDAK,KONDAPUR,66,122,156,8,352
ANDHRA PRADESH,MEDAK,KOWDIPALLI,1066,1051,407,23,2547
ANDHRA PRADESH,MEDAK,KULCHARAM,320,349,301,5,975
ANDHRA PRADESH,MEDAK,MEDAK,524,724,334,5,1587
ANDHRA PRADESH,MEDAK,MIRDODDI,269,542,184,0,995
ANDHRA PRADESH,MEDAK,MULUG,1034,439,166,0,1639
ANDHRA PRADESH,MEDAK,MUNPALLE,49,91,80,0,220
ANDHRA PRADESH,MEDAK,NANGANUR,20,58,64,5,147
ANDHRA PRADESH,MEDAK,NARAYANKHED,22,14,16,5,57
ANDHRA PRADESH,MEDAK,NARSAPUR,834,421,308,3,1566
ANDHRA PRADESH,MEDAK,NYALKAL,21,29,38,1,89
ANDHRA PRADESH,MEDAK,PAPANNAPET,200,205,76,1,482
ANDHRA PRADESH,MEDAK,PATANCHERU,170,241,150,3,564
ANDHRA PRADESH,MEDAK,RAIKODE,3,13,16,0,32
ANDHRA PRADESH,MEDAK,RAMAYAMPET,286,278,110,1,675
ANDHRA PRADESH,MEDAK,RAMCHANDRAPURAM,124,110,47,1,282
ANDHRA PRADESH,MEDAK,REGODE,11,31,32,0,74
ANDHRA PRADESH,MEDAK,SADASIVPET,83,226,293,5,607
ANDHRA PRADESH,MEDAK,SANGAREDDY,286,337,278,14,915
ANDHRA PRADESH,MEDAK,SHANKARAMPET[A],30,28,51,3,112
ANDHRA PRADESH,MEDAK,SHANKARAMPET[R],187,255,147,5,594
ANDHRA PRADESH,MEDAK,SHIVAMPET,473,54,50,1,578
ANDHRA PRADESH,MEDAK,SIDDIPET,38,48,52,0,138
ANDHRA PRADESH,MEDAK,TEKMAL,90,189,157,11,447
ANDHRA PRADESH,MEDAK,TUPRAN,190,76,20,0,286
ANDHRA PRADESH,MEDAK,WARGAL,1472,487,233,11,2203
ANDHRA PRADESH,MEDAK,YELDURTHY,233,237,81,1,552
ANDHRA PRADESH,MEDAK,ZAHIRABAD,61,101,156,13,331
ANDHRA PRADESH,NALGONDA,ALAIR,81,94,64,2,241
ANDHRA PRADESH,NALGONDA,ANUMULA,226,158,56,2,442
ANDHRA PRADESH,NALGONDA,ATMAKUR(M),1,5,13,4,23
ANDHRA PRADESH,NALGONDA,ATMAKUR(S),164,164,182,15,525
ANDHRA PRADESH,NALGONDA,BHUVANAGIRI,56,139,216,24,435
ANDHRA PRADESH,NALGONDA,BIBINAGAR,76,139,124,25,364
ANDHRA PRADESH,NALGONDA,BOMMALARAMARAM,164,223,192,16,595
ANDHRA PRADESH,NALGONDA,CHANDAM PET,5,31,39,6,81
ANDHRA PRADESH,NALGONDA,CHANDUR,92,173,260,35,560
ANDHRA PRADESH,NALGONDA,CHILKUR,0,1,2,0,3
ANDHRA PRADESH,NALGONDA,CHINTHA PALLE,6,8,11,0,25
ANDHRA PRADESH,NALGONDA,CHITYALA,139,170,161,10,480
ANDHRA PRADESH,NALGONDA,CHIVVEMLA,52,38,12,0,102
ANDHRA PRADESH,NALGONDA,CHOUTUPPAL,42,61,143,16,262
ANDHRA PRADESH,NALGONDA,DAMERACHERLA,51,18,6,0,75
ANDHRA PRADESH,NALGONDA,DEVARAKONDA,8,1,5,0,14
ANDHRA PRADESH,NALGONDA,GARIDE PALLE,2,5,18,0,25
ANDHRA PRADESH,NALGONDA,GUNDALA,12,29,129,11,181
ANDHRA PRADESH,NALGONDA,GUNDLA PALLE,71,91,109,8,279
ANDHRA PRADESH,NALGONDA,GURRAMPODE,7,22,39,17,85
ANDHRA PRADESH,NALGONDA,HUZURNAGAR,0,2,2,0,4
ANDHRA PRADESH,NALGONDA,JAJI REDDI GUDEM,323,77,18,2,420
ANDHRA PRADESH,NALGONDA,KANGAL,495,388,196,21,1100
ANDHRA PRADESH,NALGONDA,KATTANGOOR,78,64,104,26,272
ANDHRA PRADESH,NALGONDA,KETHE PALLE,0,7,6,0,13
ANDHRA PRADESH,NALGONDA,KODAD,0,0,2,0,2
ANDHRA PRADESH,NALGONDA,M.TURKA PALLE,71,62,86,7,226
ANDHRA PRADESH,NALGONDA,MARRIGUDA,53,61,104,5,223
ANDHRA PRADESH,NALGONDA,MELLA CHERVU,8,39,38,0,85
ANDHRA PRADESH,NALGONDA,MIRYALAGUDA,97,72,21,0,190
ANDHRA PRADESH,NALGONDA,MOTHEY,100,182,101,2,385
ANDHRA PRADESH,NALGONDA,MOTHKUR,325,117,134,39,615
ANDHRA PRADESH,NALGONDA,MUNAGALA,0,0,1,0,1
ANDHRA PRADESH,NALGONDA,MUNUGODE,104,97,80,9,290
ANDHRA PRADESH,NALGONDA,NADIGUDEM,2,5,4,0,11
ANDHRA PRADESH,NALGONDA,NAKREKAL,5,7,25,3,40
ANDHRA PRADESH,NALGONDA,NALGONDA,151,156,280,17,604
ANDHRA PRADESH,NALGONDA,NARAYANPUR,99,230,275,18,622
ANDHRA PRADESH,NALGONDA,NARKETPALLE,4,46,68,26,144
ANDHRA PRADESH,NALGONDA,NEREDCHERLA,9,14,8,1,32
ANDHRA PRADESH,NALGONDA,NIDAMANOOR,66,131,149,38,384
ANDHRA PRADESH,NALGONDA,PEDDA ADISERLA PALLE,8,10,25,0,43
ANDHRA PRADESH,NALGONDA,PEDDAVOORA,198,141,75,4,418
ANDHRA PRADESH,NALGONDA,PENPAHAD,37,41,122,11,211
ANDHRA PRADESH,NALGONDA,POCHAMPALLE,9,20,57,1,87
ANDHRA PRADESH,NALGONDA,RAJAPET,18,44,97,6,165
ANDHRA PRADESH,NALGONDA,RAMANNAPETA,72,84,95,15,266
ANDHRA PRADESH,NALGONDA,SALI GOURARAM,10,51,38,0,99
ANDHRA PRADESH,NALGONDA,SURYAPET,20,28,20,0,68
ANDHRA PRADESH,NALGONDA,THIPPARTHI,52,45,120,62,279
ANDHRA PRADESH,NALGONDA,THIRUMALAGIRI,163,142,71,0,376
ANDHRA PRADESH,NALGONDA,THRIPURARAM,52,54,34,0,140
ANDHRA PRADESH,NALGONDA,THUNGATHURTHI,37,54,57,0,148
ANDHRA PRADESH,NALGONDA,VALIGONDA,38,50,83,9,180
ANDHRA PRADESH,NALGONDA,VEMULA PALLE,275,276,99,14,664
ANDHRA PRADESH,NALGONDA,YADAGIRIGUTTA,12,36,53,5,106
ANDHRA PRADESH,NELLORE,ALLUR,27,57,44,0,128
ANDHRA PRADESH,NELLORE,ANANTHASAGARAM,149,108,95,1,353
ANDHRA PRADESH,NELLORE,ANUMASAMUDRAMPETA,5,11,14,1,31
ANDHRA PRADESH,NELLORE,ATMAKUR,111,177,217,0,505
ANDHRA PRADESH,NELLORE,BALAYAPALLE,22,49,26,0,97
ANDHRA PRADESH,NELLORE,BOGOLE,0,24,101,0,125
ANDHRA PRADESH,NELLORE,BUT'PALEM (VAVVERU),990,789,213,2,1994
ANDHRA PRADESH,NELLORE,CHEJERLA,122,61,105,2,290
ANDHRA PRADESH,NELLORE,CHILLAKUR,49,45,98,15,207
ANDHRA PRADESH,NELLORE,CHITTAMUR,330,483,353,2,1168
ANDHRA PRADESH,NELLORE,DAGADARTHI,0,6,38,5,49
ANDHRA PRADESH,NELLORE,DAKKILI,36,60,11,2,109
ANDHRA PRADESH,NELLORE,DORAVARISATRAM,162,283,147,1,593
ANDHRA PRADESH,NELLORE,DUTTALUR,2,1,23,8,34
ANDHRA PRADESH,NELLORE,GUDUR,106,225,181,3,515
ANDHRA PRADESH,NELLORE,INDUKURPET,1374,1266,482,3,3125
ANDHRA PRADESH,NELLORE,JALADANKI,6,31,87,14,138
ANDHRA PRADESH,NELLORE,KALIGIRI,0,4,35,4,43
ANDHRA PRADESH,NELLORE,KALUVOYA,9,47,78,7,141
ANDHRA PRADESH,NELLORE,KAVALI,53,23,2,4,82
ANDHRA PRADESH,NELLORE,KODAVALUR,232,330,221,6,789
ANDHRA PRADESH,NELLORE,KONDAPURAM,22,35,20,0,77
ANDHRA PRADESH,NELLORE,KOTA,776,507,325,10,1618
ANDHRA PRADESH,NELLORE,KOVUR,765,785,618,1,2169
ANDHRA PRADESH,NELLORE,MANUBOLU,40,173,272,8,493
ANDHRA PRADESH,NELLORE,MARRIPADU,20,127,156,0,303
ANDHRA PRADESH,NELLORE,MUTHUKUR,891,507,152,6,1556
ANDHRA PRADESH,NELLORE,NAIDUPETA,464,871,544,26,1905
ANDHRA PRADESH,NELLORE,NELLORE,515,439,265,6,1225
ANDHRA PRADESH,NELLORE,OJILI,71,183,157,0,411
ANDHRA PRADESH,NELLORE,PELLAKUR,340,449,177,2,968
ANDHRA PRADESH,NELLORE,PODALAKUR,207,379,280,5,871
ANDHRA PRADESH,NELLORE,RAPUR,6,19,15,0,40
ANDHRA PRADESH,NELLORE,SANGAM,245,282,173,8,708
ANDHRA PRADESH,NELLORE,SULLURPETA,518,259,129,0,906
ANDHRA PRADESH,NELLORE,SYDAPURAM,214,197,85,1,497
ANDHRA PRADESH,NELLORE,TADA,44,163,25,1,233
ANDHRA PRADESH,NELLORE,THOTAPALLIGUDUR,1056,1012,688,10,2766
ANDHRA PRADESH,NELLORE,VAKADU,313,523,458,3,1297
ANDHRA PRADESH,NELLORE,VENKATACHALAM,12,58,73,11,154
ANDHRA PRADESH,NELLORE,VENKATAGIRI,23,43,43,0,109
ANDHRA PRADESH,NELLORE,VIDAVULUR,446,386,252,4,1088
ANDHRA PRADESH,NELLORE,VINJAMUR,26,78,48,3,155
ANDHRA PRADESH,NIZAMABAD,ARMUR,1057,723,219,3,2002
ANDHRA PRADESH,NIZAMABAD,BALKONDA,274,374,87,0,735
ANDHRA PRADESH,NIZAMABAD,BANSWADA,92,128,102,3,325
ANDHRA PRADESH,NIZAMABAD,BHEEMGAL,357,420,150,0,927
ANDHRA PRADESH,NIZAMABAD,BHIKNUR,385,1479,190,0,2054
ANDHRA PRADESH,NIZAMABAD,BICHKUNDA,154,339,284,2,779
ANDHRA PRADESH,NIZAMABAD,BIRKOOR,363,558,265,3,1189
ANDHRA PRADESH,NIZAMABAD,BODHAN,629,1298,1611,82,3620
ANDHRA PRADESH,NIZAMABAD,DHARPALLE,245,288,101,2,636
ANDHRA PRADESH,NIZAMABAD,DICHPALLE,1031,284,159,1,1475
ANDHRA PRADESH,NIZAMABAD,DOMAKONDA,431,588,123,3,1145
ANDHRA PRADESH,NIZAMABAD,GANDHARI,232,450,171,1,854
ANDHRA PRADESH,NIZAMABAD,JAKRANPALLE,955,344,234,0,1533
ANDHRA PRADESH,NIZAMABAD,JUKKAL,3,69,140,4,216
ANDHRA PRADESH,NIZAMABAD,KAMAREDDY,543,531,94,4,1172
ANDHRA PRADESH,NIZAMABAD,KAMMAR PALLE,410,175,48,1,634
ANDHRA PRADESH,NIZAMABAD,KOTGIRI,241,498,580,11,1330
ANDHRA PRADESH,NIZAMABAD,LINGAMPET,458,219,78,0,755
ANDHRA PRADESH,NIZAMABAD,MACHAREDDY,278,219,50,3,550
ANDHRA PRADESH,NIZAMABAD,MADNUR,124,202,389,31,746
ANDHRA PRADESH,NIZAMABAD,MAKLOOR,1218,926,151,0,2295
ANDHRA PRADESH,NIZAMABAD,MORTAD,380,892,370,0,1642
ANDHRA PRADESH,NIZAMABAD,NADIPET,1507,1503,423,3,3436
ANDHRA PRADESH,NIZAMABAD,NAGAREDDIPET,214,199,104,2,519
ANDHRA PRADESH,NIZAMABAD,NAVIPET,693,881,276,1,1851
ANDHRA PRADESH,NIZAMABAD,NIZAMABAD,2126,1160,176,7,3469
ANDHRA PRADESH,NIZAMABAD,NIZAMSAGAR,84,85,62,9,240
ANDHRA PRADESH,NIZAMABAD,PITLAM,107,265,209,6,587
ANDHRA PRADESH,NIZAMABAD,RANJAL,228,307,428,5,968
ANDHRA PRADESH,NIZAMABAD,SADASIVANAGAR,604,397,147,1,1149
ANDHRA PRADESH,NIZAMABAD,SIRKONDA,619,815,234,1,1669
ANDHRA PRADESH,NIZAMABAD,TADWAI,269,213,56,0,538
ANDHRA PRADESH,NIZAMABAD,VARNI,712,905,546,5,2168
ANDHRA PRADESH,NIZAMABAD,VELPUR,343,952,218,0,1513
ANDHRA PRADESH,NIZAMABAD,YEDAPALLE,181,323,260,3,767
ANDHRA PRADESH,NIZAMABAD,YELLAREDDY,302,206,65,3,576
ANDHRA PRADESH,PRAKASAM,ADDANKI,8,28,36,0,72
ANDHRA PRADESH,PRAKASAM,ARDHAVEEDU,31,131,400,28,590
ANDHRA PRADESH,PRAKASAM,BALLIKURAVA,0,0,8,0,8
ANDHRA PRADESH,PRAKASAM,BESTAVARIPETA,103,204,295,5,607
ANDHRA PRADESH,PRAKASAM,C.SEKHARA PURAM,0,0,5,0,5
ANDHRA PRADESH,PRAKASAM,CHIMAKURTHI,1,12,11,2,26
ANDHRA PRADESH,PRAKASAM,CHINAGANJAM,8,3,1,0,12
ANDHRA PRADESH,PRAKASAM,CHIRALA,7,0,0,0,7
ANDHRA PRADESH,PRAKASAM,CUMBUM,13,51,216,27,307
ANDHRA PRADESH,PRAKASAM,DARSI,0,4,11,0,15
ANDHRA PRADESH,PRAKASAM,DONAKONDA,31,38,37,0,106
ANDHRA PRADESH,PRAKASAM,DORNALA,15,135,349,1,500
ANDHRA PRADESH,PRAKASAM,GIDDALURU,13,65,269,10,357
ANDHRA PRADESH,PRAKASAM,GUDLURU,122,116,99,2,339
ANDHRA PRADESH,PRAKASAM,JANAKAVARAMPANGULURU,0,1,8,0,9
ANDHRA PRADESH,PRAKASAM,KANDUKUR,50,110,148,8,316
ANDHRA PRADESH,PRAKASAM,KOMAROLE,17,108,243,19,387
ANDHRA PRADESH,PRAKASAM,KONAKANAMITLA,2,21,16,1,40
