-----
{
 "description": "The table refers to block wise culturable command area and potential created through surface flow scheme. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.11.csv", 
 "title": "Download CSV for Blockwise Culturable command area and potential created through Surface Flow Scheme for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.11.csv"
}
-----
State,District,Block,Culturable Command Area,Irrigation potential created - Kharif,Irrigation potential created - Rabi,Irrigation potential created - Perennial,Irrigation potential created - Others,Total - Irrigation potential created
BIHAR,BHABUA,ADHAURA,1430,1240,214,0,0,1454
BIHAR,BHABUA,BHABUA,944,934,710,0,15,1659
BIHAR,BHABUA,BHAGWANPUR,254,254,100,5,45,404
BIHAR,BHABUA,CHAINPUR,550,318,292,0,5,615
BIHAR,BHABUA,CHAND,189,189,180,0,0,369
BIHAR,BHABUA,DURGAWATI,NA,0,0,0,0,0
BIHAR,BHABUA,KUDRA,195,195,120,0,0,315
BIHAR,BHABUA,MOHANIA,258,208,112,0,0,320
BIHAR,BHABUA,NUAWN,NA,0,0,0,0,0
BIHAR,BHABUA,RAMGAR,NA,0,0,0,0,0
BIHAR,BHABUA,RAMPUR,713,477,258,0,15,750
BIHAR,BHAGALPUR,BIHPUR,NA,0,0,0,0,0
BIHAR,BHAGALPUR,GAURIDIH,2090,1228,902,223,325,2678
BIHAR,BHAGALPUR,GOPALPUR,10,10,0,0,0,10
BIHAR,BHAGALPUR,ISMAILPUR,NA,0,0,0,0,0
BIHAR,BHAGALPUR,JAGDISHPUR,126,124,130,5,126,385
BIHAR,BHAGALPUR,KAHALGAON,765,721,263,2,6,992
BIHAR,BHAGALPUR,KHARIK,NA,0,0,0,0,0
BIHAR,BHAGALPUR,NARAINPUR,NA,0,0,0,0,0
BIHAR,BHAGALPUR,NATHNAGAR,40,39,31,0,0,70
BIHAR,BHAGALPUR,NAUGACHHIA,NA,0,0,0,0,0
BIHAR,BHAGALPUR,PIRPAINTI,56,12,53,4,15,84
BIHAR,BHAGALPUR,RANGRACHOWK,NA,0,0,0,0,0
BIHAR,BHAGALPUR,SABOUR,50,50,50,0,25,125
BIHAR,BHAGALPUR,SHAHKUND,1565,970,1036,12,642,2660
BIHAR,BHAGALPUR,SONHAULLA,1249,1040,361,0,77,1478
BIHAR,BHAGALPUR,SULTANGANJ,147,104,68,0,67,239
BIHAR,BHOJPUR,AGIAON,1944,1444,1141,4,5,2594
BIHAR,BHOJPUR,ARRAHSADAR,15,15,10,0,5,30
BIHAR,BHOJPUR,BARBARA,NA,0,0,0,0,0
BIHAR,BHOJPUR,BEHIA,30,30,20,0,10,60
BIHAR,BHOJPUR,CHARPOKHARI,20,10,10,0,0,20
BIHAR,BHOJPUR,GARHANI,928,462,502,0,5,969
BIHAR,BHOJPUR,JAGDISHPUR,NA,0,0,0,0,0
BIHAR,BHOJPUR,KOILWAR,216,121,99,3,2,225
BIHAR,BHOJPUR,PIRO,810,536,249,15,20,820
BIHAR,BHOJPUR,SAHAR,480,444,36,0,0,480
BIHAR,BHOJPUR,SAHPUR,97,15,92,0,0,107
BIHAR,BHOJPUR,SANDISH,352,317,44,0,0,361
BIHAR,BHOJPUR,TARARI,1905,1905,1020,0,0,2925
BIHAR,BHOJPUR,UDWABTNAGAR,1279,913,794,10,0,1717
BIHAR,BOKARO,BERMO,146,94,88,0,7,189
BIHAR,BOKARO,CHANDAN KIYOI,79,39,41,0,0,80
BIHAR,BOKARO,CHAS,2157,1927,239,68,4,2238
BIHAR,BOKARO,GOMIA,NA,0,0,0,0,0
BIHAR,BOKARO,JARIDIH,226,226,104,0,2,332
BIHAR,BOKARO,KASMAR,1113,35,1093,12,0,1140
BIHAR,BOKARO,NAWADIH,61,35,26,0,0,61
BIHAR,BOKARO,PETARWAR,431,260,184,0,0,444
BIHAR,BUXAR,BRAHAMPUR,NA,0,0,0,0,0
BIHAR,BUXAR,BUXAR,NA,0,0,0,0,0
BIHAR,BUXAR,CHANGAIN,NA,0,0,0,0,0
BIHAR,BUXAR,CHARKKI,NA,0,0,0,0,0
BIHAR,BUXAR,CHAUSA,NA,0,0,0,0,0
BIHAR,BUXAR,DUMRAIN,9,7,4,0,0,11
BIHAR,BUXAR,ITARHI,137,115,49,0,0,164
BIHAR,BUXAR,KESATH,500,472,434,15,0,921
BIHAR,BUXAR,NAWANAGAR,3510,3489,3312,9,5,6815
BIHAR,BUXAR,RAJPUR,4,2,3,0,0,5
BIHAR,BUXAR,SIMRI,NA,0,0,0,0,0
BIHAR,CHAMPARAN EAST,ADAPUR,NA,0,0,0,0,0
BIHAR,CHAMPARAN EAST,ARERAJ,NA,0,0,0,0,0
BIHAR,CHAMPARAN EAST,BANJARIA,NA,0,0,0,0,0
BIHAR,CHAMPARAN EAST,CHAKIYA,NA,0,0,0,0,0
BIHAR,CHAMPARAN EAST,CHAURADANO,NA,0,0,0,0,0
BIHAR,CHAMPARAN EAST,CHIRAIYA,NA,0,0,0,0,0
BIHAR,CHAMPARAN EAST,DHAKA,NA,0,0,0,0,0
BIHAR,CHAMPARAN EAST,FENHARA,NA,0,0,0,0,0
BIHAR,CHAMPARAN EAST,GHORASAHAN,69,69,0,0,0,69
BIHAR,CHAMPARAN EAST,HARSIDHI,NA,0,0,0,0,0
BIHAR,CHAMPARAN EAST,KALYANPUR,17,17,20,1,0,38
BIHAR,CHAMPARAN EAST,KESARIA,NA,0,0,0,0,0
BIHAR,CHAMPARAN EAST,KOTWA,NA,0,0,0,0,0
BIHAR,CHAMPARAN EAST,MADHUBAN,NA,0,0,0,0,0
BIHAR,CHAMPARAN EAST,MEHSHI,NA,0,0,0,0,0
BIHAR,CHAMPARAN EAST,MOTIHARI,NA,0,0,0,0,0
BIHAR,CHAMPARAN EAST,PAHARPUR,NA,0,0,0,0,0
BIHAR,CHAMPARAN EAST,PAKARIDAYAL,NA,0,0,0,0,0
BIHAR,CHAMPARAN EAST,PATAHI,NA,0,0,0,0,0
BIHAR,CHAMPARAN EAST,PIPRAKOTHI,NA,0,0,0,0,0
BIHAR,CHAMPARAN EAST,RAMGARHWA,NA,0,0,0,0,0
BIHAR,CHAMPARAN EAST,RAXAUL,27,11,16,0,0,27
BIHAR,CHAMPARAN EAST,SANGRAMPUR,NA,0,0,0,0,0
BIHAR,CHAMPARAN EAST,SUGAULI,NA,0,0,0,0,0
BIHAR,CHAMPARAN EAST,TETARIA,NA,0,0,0,0,0
BIHAR,CHAMPARAN EAST,TURKAULIA,NA,0,0,0,0,0
BIHAR,CHAMPARAN WEST,BAGAHA,NA,0,0,0,0,0
BIHAR,CHAMPARAN WEST,BAIRIA,NA,0,0,0,0,0
BIHAR,CHAMPARAN WEST,BETTIAN,NA,0,0,0,0,0
BIHAR,CHAMPARAN WEST,BHITAHA,NA,0,0,0,0,0
BIHAR,CHAMPARAN WEST,CHANPATIYA,NA,0,0,0,0,0
BIHAR,CHAMPARAN WEST,GAUNAHA,860,737,395,0,1,1133
BIHAR,CHAMPARAN WEST,LAURIYA,NA,0,0,0,0,0
BIHAR,CHAMPARAN WEST,MADHUBANI,NA,0,0,0,0,0
BIHAR,CHAMPARAN WEST,MAINATANR,489,391,150,0,0,541
BIHAR,CHAMPARAN WEST,MAJHAWALIA,20,11,12,0,0,23
BIHAR,CHAMPARAN WEST,NARKATIYAGANJ,NA,0,0,0,0,0
BIHAR,CHAMPARAN WEST,NAUTAN,531,435,438,0,0,873
BIHAR,CHAMPARAN WEST,PIPRASI,NA,0,0,0,0,0
BIHAR,CHAMPARAN WEST,RAMNAGAR,NA,0,0,0,0,0
BIHAR,CHAMPARAN WEST,SIDHAW,NA,0,0,0,0,0
BIHAR,CHAMPARAN WEST,SIKTA,NA,0,0,0,0,0
BIHAR,CHAMPARAN WEST,THAKRAHA,NA,0,0,0,0,0
BIHAR,CHAMPARAN WEST,YOGAPATTI,NA,0,0,0,0,0
BIHAR,CHATRA,CHATRA,2870,2292,810,9,1,3112
BIHAR,CHATRA,GIDDHAUR,424,237,153,1,41,432
BIHAR,CHATRA,HUNTERGANJ,3387,3012,636,9,0,3657
BIHAR,CHATRA,ITKHORI,3540,2580,969,16,5,3570
BIHAR,CHATRA,KUNDA,1222,601,663,2,0,1266
BIHAR,CHATRA,LAVALONG,185,184,11,0,0,195
BIHAR,CHATRA,PATTHERGARHA,129,121,19,0,5,145
BIHAR,CHATRA,PRATAP PUR,3116,2346,1250,25,30,3651
BIHAR,CHATRA,SEMARIA,399,297,93,10,0,400
BIHAR,CHATRA,TANDAWA,396,393,111,0,0,504
BIHAR,DARBHANGA,AUNAGAR,NA,0,0,0,0,0
BIHAR,DARBHANGA,BAHADURPUR,NA,0,0,0,0,0
BIHAR,DARBHANGA,BAHERI,NA,0,0,0,0,0
BIHAR,DARBHANGA,BENIPUR,NA,0,0,0,0,0
BIHAR,DARBHANGA,BIRAUL,NA,0,0,0,0,0
BIHAR,DARBHANGA,DARBHANGA,NA,0,0,0,0,0
BIHAR,DARBHANGA,GHANSHYAMPUR,NA,0,0,0,0,0
BIHAR,DARBHANGA,GORA BOURAM,NA,0,0,0,0,0
BIHAR,DARBHANGA,HAYAGHAT,NA,0,0,0,0,0
BIHAR,DARBHANGA,JALE,341,217,323,4,0,544
BIHAR,DARBHANGA,KEOTI(RANWAY),NA,0,0,0,0,0
BIHAR,DARBHANGA,KIRATPUR,NA,0,0,0,0,0
BIHAR,DARBHANGA,KUSHESHWAR ASTHAN-EA,NA,0,0,0,0,0
BIHAR,DARBHANGA,KVSHESHWAR ASTHAN,NA,0,0,0,0,0
BIHAR,DARBHANGA,MANIGACHHI,NA,0,0,0,0,0
BIHAR,DARBHANGA,SINGHWARA,NA,0,0,0,0,0
BIHAR,DEOGHAR,DEOGHAR,3033,2250,1182,175,117,3724
BIHAR,DEOGHAR,DEVIPUR,4383,2343,2636,7,10,4996
BIHAR,DEOGHAR,KARON,NA,0,0,0,0,0
BIHAR,DEOGHAR,MADHUPUR,582,440,198,2,0,640
BIHAR,DEOGHAR,MOHANPUR,1940,1279,798,23,15,2115
BIHAR,DEOGHAR,PALAJORI,NA,0,0,0,0,0
BIHAR,DEOGHAR,SARATH,1327,925,408,6,2,1341
BIHAR,DEOGHAR,SARWAN,2934,2845,636,0,10,3491
BIHAR,DHANBAD,BAGHMARA,16,7,8,0,0,15
BIHAR,DHANBAD,BALIAPUR,358,143,251,0,18,412
BIHAR,DHANBAD,DHANBAD,61,61,10,0,5,76
BIHAR,DHANBAD,GOBINDPUR,155,94,93,10,18,215
BIHAR,DHANBAD,JHARIA,NA,0,0,0,0,0
BIHAR,DHANBAD,NIRSA,970,650,322,13,6,991
BIHAR,DHANBAD,TOPCHACHI,284,172,106,2,10,290
BIHAR,DHANBAD,TUNDI,1676,1266,1246,26,24,2562
BIHAR,DUMKA,DUMKA,533,274,297,0,0,571
BIHAR,DUMKA,GOPIKANDAR,850,850,454,15,43,1362
BIHAR,DUMKA,JAMA,795,707,275,0,7,989
BIHAR,DUMKA,JAMTARA,1343,998,933,70,45,2046
BIHAR,DUMKA,JARMUNDI,330,262,133,0,1,396
BIHAR,DUMKA,KATHIKUND,455,361,265,15,64,705
BIHAR,DUMKA,KUNDHIT,2219,1725,931,62,111,2829
BIHAR,DUMKA,MASALIA,1503,1460,759,12,34,2265
BIHAR,DUMKA,NALA,4112,2821,2289,248,122,5480
BIHAR,DUMKA,NARAYANPUR,1208,905,419,1,1,1326
BIHAR,DUMKA,RAMGARH,1574,400,1202,35,52,1689
BIHAR,DUMKA,RANESHWAR,2693,1643,2704,39,48,4434
BIHAR,DUMKA,SARAIYAHAT,2638,2017,917,146,170,3250
BIHAR,DUMKA,SHIKARIPARA,1420,1160,832,16,91,2099
BIHAR,GARHWA,BHANDARIA,1009,880,330,0,0,1210
BIHAR,GARHWA,BHAWNATHPUR,1465,1079,488,0,0,1567
BIHAR,GARHWA,CHIRIA,485,333,180,0,0,513
BIHAR,GARHWA,DANDAI,602,527,222,0,0,749
BIHAR,GARHWA,DHURKI,1087,832,327,11,0,1170
BIHAR,GARHWA,GARHWA,4173,3890,496,19,28,4433
BIHAR,GARHWA,KHARAUNDHI,150,150,0,0,0,150
BIHAR,GARHWA,MAJHIAURA,3371,2019,1836,80,107,4042
BIHAR,GARHWA,MEVAL,2461,2066,600,0,1,2667
BIHAR,GARHWA,NAYARKTARI,457,444,31,0,1,476
BIHAR,GARHWA,RAMIA,2420,2276,179,0,3,2458
BIHAR,GARHWA,RAMKANDA,341,270,91,0,0,361
BIHAR,GARHWA,RANKA,1343,1285,169,3,12,1469
BIHAR,GAYA,AMAS,1821,1576,265,0,0,1841
BIHAR,GAYA,ATARI,6815,5827,1107,110,74,7118
BIHAR,GAYA,BANROYBAZAR,1912,1816,121,0,0,1937
BIHAR,GAYA,BARACHATTI,4749,4747,274,0,5,5026
BIHAR,GAYA,BELAGANJ,6986,5462,1297,166,487,7412
BIHAR,GAYA,BODHGAYA,4260,2625,1839,84,83,4631
BIHAR,GAYA,DOBBI,1858,1428,551,18,0,1997
BIHAR,GAYA,DUMARIA,4481,4224,501,3,108,4836
BIHAR,GAYA,FETHPUR,8731,8162,1068,2,165,9397
BIHAR,GAYA,GARARU,3948,3821,487,0,50,4358
BIHAR,GAYA,GAYA SADAR,4399,4057,1525,0,35,5617
BIHAR,GAYA,GURUA,9292,9145,381,0,0,9526
BIHAR,GAYA,IMAMGANJ,7105,7037,434,52,14,7537
BIHAR,GAYA,KHIZIRSORAI,6978,6923,594,0,0,7517
BIHAR,GAYA,KONCH,11177,9118,2530,0,45,11693
BIHAR,GAYA,MANPUR,7232,5787,1939,6,15,7747
BIHAR,GAYA,MOHANPUR,4150,3764,508,63,48,4383
BIHAR,GAYA,NIMCHAK BATHANI,6506,6155,477,0,0,6632
BIHAR,GAYA,PARAIYA,2926,2593,469,1,3,3066
BIHAR,GAYA,SHERGHATI,5741,5553,385,0,0,5938
BIHAR,GAYA,TANKUPPA,2155,2018,292,81,70,2461
BIHAR,GAYA,TEKARI,5966,5966,508,1,15,6490
BIHAR,GAYA,WAZGANJ,11217,10997,516,8,30,11551
BIHAR,GIRIDIH,BAGODAR,3307,2862,1416,3,0,4281
BIHAR,GIRIDIH,BENGABAD,747,532,332,32,38,934
BIHAR,GIRIDIH,BIRNI,1214,1101,201,0,1,1303
BIHAR,GIRIDIH,DEORI,2121,1758,688,4,90,2540
BIHAR,GIRIDIH,DYMIR,1048,878,281,19,1,1179
BIHAR,GIRIDIH,GANDEY,758,373,469,15,7,864
BIHAR,GIRIDIH,GAWAN,1403,1222,511,4,10,1747
BIHAR,GIRIDIH,GIRIDIH,6,4,2,0,0,6
BIHAR,GIRIDIH,JAMYA,4442,3666,1445,73,19,5203
BIHAR,GIRIDIH,PIRTANR,1437,924,583,12,11,1530
BIHAR,GIRIDIH,RAJ DHANWAR,1239,1103,167,2,3,1275
BIHAR,GIRIDIH,TISRI,362,288,119,0,0,407
BIHAR,GODDA,BOARIJORE,1024,763,407,2,100,1272
BIHAR,GODDA,GODDA,3532,2131,1795,75,18,4019
BIHAR,GODDA,MAHAGAMA,4251,3503,1852,120,55,5530
BIHAR,GODDA,MEHARWAN,2292,1124,1250,0,19,2393
BIHAR,GODDA,PATHARGAMA,5214,4021,2089,122,67,6299
BIHAR,GODDA,PORAIYHAT,NA,0,0,0,0,0
BIHAR,GODDA,SUNDAR PAHARI,635,537,122,2,5,666
BIHAR,GODDA,THAKUR BANGTI,836,510,352,45,5,912
BIHAR,GOPALGANJ,BAIKUNTHPUR,NA,0,0,0,0,0
BIHAR,GOPALGANJ,BARAULI,NA,0,0,0,0,0
BIHAR,GOPALGANJ,BHOREY,NA,0,0,0,0,0
BIHAR,GOPALGANJ,BIJAIPUR,NA,0,0,0,0,0
BIHAR,GOPALGANJ,GOPALGANJ,NA,0,0,0,0,0
BIHAR,GOPALGANJ,HATHUA,NA,0,0,0,0,0
BIHAR,GOPALGANJ,KATAIYA,NA,0,0,0,0,0
BIHAR,GOPALGANJ,KUCHAIKOTE,NA,0,0,0,0,0
BIHAR,GOPALGANJ,MANJHA,NA,0,0,0,0,0
BIHAR,GOPALGANJ,PHULWARIYA,NA,0,0,0,0,0
BIHAR,GOPALGANJ,PUNCHDEORI,NA,0,0,0,0,0
BIHAR,GOPALGANJ,SIDHWALIA,NA,0,0,0,0,0
BIHAR,GOPALGANJ,THAWE,NA,0,0,0,0,0
BIHAR,GOPALGANJ,UCHKAGAON,NA,0,0,0,0,0
BIHAR,GUMLA,BALBA,28,18,11,0,0,29
BIHAR,GUMLA,BANO,110,86,110,77,95,368
BIHAR,GUMLA,BASIA,NA,0,0,0,0,0
BIHAR,GUMLA,BHARNO,47,39,29,2,0,70
BIHAR,GUMLA,BISHUNPUR,675,606,307,0,5,918
BIHAR,GUMLA,CHAINPUR,641,448,193,0,0,641
BIHAR,GUMLA,DUMRI,20,3,17,0,0,20
BIHAR,GUMLA,GHAGHRA,971,950,66,0,0,1016
BIHAR,GUMLA,GUMLA,59,35,23,0,0,58
BIHAR,GUMLA,JALDEGA,NA,0,0,0,0,0
BIHAR,GUMLA,KANIDARA,NA,0,0,0,0,0
BIHAR,GUMLA,KOLUBIRA,31,4,30,0,3,37
BIHAR,GUMLA,KURDEG,290,278,211,74,63,626
BIHAR,GUMLA,PALKOT,126,107,65,10,1,183
BIHAR,GUMLA,RAIDIH,22,15,7,0,0,22
BIHAR,GUMLA,SIMDEGA,361,117,183,121,70,491
BIHAR,GUMLA,SISAI,NA,0,0,0,0,0
BIHAR,GUMLA,THETHAITANGA,1234,682,787,10,20,1499
BIHAR,HAZARIBAG,BARHI,1408,875,641,40,32,1588
BIHAR,HAZARIBAG,BARKAGAON,49,49,34,0,15,98
BIHAR,HAZARIBAG,BARKATTHA,48,48,18,0,2,68
BIHAR,HAZARIBAG,BISHNUGARH,255,171,64,20,0,255
BIHAR,HAZARIBAG,CHAUPARAN,2616,2009,807,72,21,2909
BIHAR,HAZARIBAG,CHURCHU,36,21,17,0,0,38
BIHAR,HAZARIBAG,GOLA,90,15,76,0,0,91
BIHAR,HAZARIBAG,HAZARIBAGH,303,218,94,0,0,312
BIHAR,HAZARIBAG,ICHAK,45,45,30,0,15,90
BIHAR,HAZARIBAG,KATKAMSANDI,47,47,12,2,0,61
BIHAR,HAZARIBAG,KEREDARI,114,80,57,0,5,142
BIHAR,HAZARIBAG,MANDY,NA,0,0,0,0,0
BIHAR,HAZARIBAG,PADMA,1143,1072,337,0,0,1409
BIHAR,HAZARIBAG,PATRATU,NA,0,0,0,0,0
BIHAR,HAZARIBAG,RAMGARH,NA,0,0,0,0,0
BIHAR,JAMUI,ALIGANJ,2519,2398,419,0,8,2825
BIHAR,JAMUI,BARHAT,493,97,466,40,5,608
BIHAR,JAMUI,CHAKAI,1910,1692,425,0,2,2119
BIHAR,JAMUI,GIDHOUR,848,610,263,0,0,873
BIHAR,JAMUI,JAMUI,7483,6466,1694,285,226,8671
BIHAR,JAMUI,JHAJHA,509,421,187,11,4,623
BIHAR,JAMUI,KHAIRA,3358,2138,1146,176,179,3639
BIHAR,JAMUI,LAKSHMIPUR,5831,2941,2974,55,13,5983
BIHAR,JAMUI,SIKANDRA,7366,6327,1177,283,0,7787
BIHAR,JAMUI,SONO,7342,4833,4066,2,5,8906
BIHAR,JEHANABAD,ARWAL,1408,1272,648,18,183,2121
BIHAR,JEHANABAD,BANSI SURUJPUR,NA,0,0,0,0,0
BIHAR,JEHANABAD,GHOSI,1640,1640,416,7,255,2318
BIHAR,JEHANABAD,JEHANABAD,3536,2651,1411,20,545,4627
BIHAR,JEHANABAD,KAKU,1455,940,520,0,65,1525
BIHAR,JEHANABAD,KALEV,2470,1878,1222,19,170,3289
BIHAR,JEHANABAD,KARPI,1374,1283,844,143,235,2505
BIHAR,JEHANABAD,KURTHA,NA,0,0,0,0,0
BIHAR,JEHANABAD,MAKHDOMPUR,5918,5622,1989,3,1050,8664
BIHAR,JEHANABAD,RATNI FARIDPUR,NA,0,0,0,0,0
BIHAR,KATIHAR,AMDABAET,NA,0,0,0,0,0
BIHAR,KATIHAR,AZAMNAGAR,NA,0,0,0,0,0
BIHAR,KATIHAR,BALRAMPUR,NA,0,0,0,0,0
BIHAR,KATIHAR,BANPUR,NA,0,0,0,0,0
BIHAR,KATIHAR,BARARI,NA,0,0,0,0,0
BIHAR,KATIHAR,BARSOI,NA,0,0,0,0,0
BIHAR,KATIHAR,DANDKHORA,NA,0,0,0,0,0
BIHAR,KATIHAR,FALKA,NA,0,0,0,0,0
BIHAR,KATIHAR,HASANGANJ,NA,0,0,0,0,0
BIHAR,KATIHAR,KADWA,NA,0,0,0,0,0
BIHAR,KATIHAR,KATIHAR,NA,0,0,0,0,0
BIHAR,KATIHAR,KORHA,NA,0,0,0,0,0
BIHAR,KATIHAR,KURSELA,NA,0,0,0,0,0
BIHAR,KATIHAR,MANIHARI,NA,0,0,0,0,0
BIHAR,KATIHAR,MANSHAHI,NA,0,0,0,0,0
BIHAR,KATIHAR,SAMELI,NA,0,0,0,0,0
BIHAR,KHAGARIA,ALAULI,30,30,20,0,10,60
BIHAR,KHAGARIA,BELDAUR,NA,0,0,0,0,0
BIHAR,KHAGARIA,CHAUTHAM,NA,0,0,0,0,0
BIHAR,KHAGARIA,GOGRI,NA,0,0,0,0,0
BIHAR,KHAGARIA,KHAGARIA,NA,0,0,0,0,0
BIHAR,KHAGARIA,MANSI,NA,0,0,0,0,0
BIHAR,KHAGARIA,PARBATTA,NA,0,0,0,0,0
BIHAR,KISHANGANJ,BAHADURGANJ,NA,0,0,0,0,0
BIHAR,KISHANGANJ,DHIGHATBANK,NA,0,0,0,0,0
BIHAR,KISHANGANJ,KISHANGANJ,NA,0,0,0,0,0
BIHAR,KISHANGANJ,KOCHADHAMIN,NA,0,0,0,0,0
BIHAR,KISHANGANJ,POTHIA,NA,0,0,0,0,0
BIHAR,KISHANGANJ,TERHAGACHH,NA,0,0,0,0,0
BIHAR,KISHANGANJ,THAKURGANJ,NA,0,0,0,0,0
BIHAR,KODARMA,CHANDWA,575,542,158,7,2,709
BIHAR,KODARMA,JAINAGAR,NA,0,0,0,0,0
BIHAR,KODARMA,KODARAMA,518,461,207,0,20,688
BIHAR,KODARMA,MARKACHO,1484,909,625,3,0,1537
BIHAR,KODARMA,SATGAWAN,477,236,315,4,1,556
BIHAR,LAKHISARAI,BARAHIYA,NA,0,0,0,0,0
BIHAR,LAKHISARAI,HALSI,711,683,36,1,24,744
BIHAR,LAKHISARAI,LOKHISARAI,5504,3905,1813,6,20,5744
BIHAR,LAKHISARAI,PIPARIA,60,54,6,0,0,60
BIHAR,LAKHISARAI,SURAJGARA,3162,1925,1362,0,155,3442
BIHAR,LOHARDAGA,BHANDRA,48,31,22,3,0,56
BIHAR,LOHARDAGA,KISKO,101,29,70,1,1,101
BIHAR,LOHARDAGA,KURU,8,8,8,0,0,16
BIHAR,LOHARDAGA,LOHARDAGA,NA,0,0,0,0,0
BIHAR,LOHARDAGA,SENHA,337,159,231,3,22,415
BIHAR,MADHEPURA,ALAMNAGAR,NA,0,0,0,0,0
BIHAR,MADHEPURA,BIHARIGANJ,NA,0,0,0,0,0
BIHAR,MADHEPURA,CHAUSA,NA,0,0,0,0,0
BIHAR,MADHEPURA,GAWALPARA,NA,0,0,0,0,0
BIHAR,MADHEPURA,KUMAR KHAND,100,100,100,0,0,200
BIHAR,MADHEPURA,MADHEPURA,NA,0,0,0,0,0
BIHAR,MADHEPURA,MURLIGANJ,NA,0,0,0,0,0
BIHAR,MADHEPURA,PURAINI,NA,0,0,0,0,0
BIHAR,MADHEPURA,SHANKERPUR,NA,0,0,0,0,0
BIHAR,MADHEPURA,SINGHESWAR,NA,0,0,0,0,0
BIHAR,MADHEPURA,UDA KISHANGANJ,NA,0,0,0,0,0
BIHAR,MADHUBANI,ANDHARADATHI,455,40,445,0,10,495
BIHAR,MADHUBANI,BABUBARHI,NA,0,0,0,0,0
BIHAR,MADHUBANI,BASOPATTI,297,213,176,0,30,419
BIHAR,MADHUBANI,BENIPATTI,356,130,220,43,43,436
BIHAR,MADHUBANI,BISFI,NA,0,0,0,0,0
BIHAR,MADHUBANI,GHOGARDIHA,NA,0,0,0,0,0
BIHAR,MADHUBANI,HARLAKHI,260,115,160,0,5,280
BIHAR,MADHUBANI,JAITYAGAR,NA,0,0,0,0,0
BIHAR,MADHUBANI,JHANJHARPUR,NA,0,0,0,0,0
BIHAR,MADHUBANI,KHAJAULI,NA,0,0,0,0,0
BIHAR,MADHUBANI,LADANIA,780,540,645,0,10,1195
BIHAR,MADHUBANI,LAKHNAUR,NA,0,0,0,0,0
BIHAR,MADHUBANI,LAUKAHA,NA,0,0,0,0,0
BIHAR,MADHUBANI,LAUKAHI,NA,0,0,0,0,0
BIHAR,MADHUBANI,MADHAWAPUR,215,74,140,1,1,216
BIHAR,MADHUBANI,MADUBANI,NA,0,0,0,0,0
BIHAR,MADHUBANI,MEDEPUR,NA,0,0,0,0,0
BIHAR,MADHUBANI,PANDAUL,NA,0,0,0,0,0
BIHAR,MADHUBANI,PHULPARAS,NA,0,0,0,0,0
BIHAR,MADHUBANI,RAJNAGAR,NA,0,0,0,0,0
BIHAR,MUNGER,BARIAPUR,NA,0,0,0,0,0
BIHAR,MUNGER,DHARHARA,9779,3625,9358,0,0,12983
BIHAR,MUNGER,JAMALPUR,NA,0,0,0,0,0
BIHAR,MUNGER,KHARAGPUR,6486,5867,1001,0,0,6868
BIHAR,MUNGER,MUNGER,NA,0,0,0,0,0
BIHAR,MUNGER,SANGRAMPUR,NA,0,0,0,0,0
BIHAR,MUNGER,TARAPUR,NA,0,0,0,0,0
BIHAR,MUNGER,TETIA BUMBER,2960,2805,155,0,0,2960
BIHAR,MUZAFFARPUR,AURAI,NA,0,0,0,0,0
BIHAR,MUZAFFARPUR,BANDRA,200,200,200,0,0,400
BIHAR,MUZAFFARPUR,BOCHAHA,10,6,4,0,1,11
BIHAR,MUZAFFARPUR,GAIGHAT,NA,0,0,0,0,0
BIHAR,MUZAFFARPUR,KANTI,100,10,95,0,5,110
BIHAR,MUZAFFARPUR,KATRA,NA,0,0,0,0,0
BIHAR,MUZAFFARPUR,KURHANI,NA,0,0,0,0,0
BIHAR,MUZAFFARPUR,MINAPUR,NA,0,0,0,0,0
BIHAR,MUZAFFARPUR,MORAUL,NA,0,0,0,0,0
BIHAR,MUZAFFARPUR,MOTIPUR,NA,0,0,0,0,0
BIHAR,MUZAFFARPUR,MUSHAHARI,NA,0,0,0,0,0
BIHAR,MUZAFFARPUR,PAROO,NA,0,0,0,0,0
BIHAR,MUZAFFARPUR,SAHEBGANJ,NA,0,0,0,0,0
BIHAR,MUZAFFARPUR,SAKRA,NA,0,0,0,0,0
BIHAR,MUZAFFARPUR,SARAIYA,NA,0,0,0,0,0
BIHAR,NALANDA,ASTHAWAN,65,38,37,0,5,80
BIHAR,NALANDA,BEN,459,401,85,0,0,486
BIHAR,NALANDA,BIHARSARIF,34,32,32,5,3,72
BIHAR,NALANDA,BIND,82,48,43,0,12,103
BIHAR,NALANDA,CHANDI,NA,0,0,0,0,0
BIHAR,NALANDA,EKANGARSARAI,1383,1238,210,1,0,1449
BIHAR,NALANDA,GIRIAK,833,793,199,0,0,992
BIHAR,NALANDA,HARNAUT,86,78,41,0,0,119
BIHAR,NALANDA,HILSA,4056,3851,394,12,4,4261
BIHAR,NALANDA,ISLAMPUR,3827,3302,865,2,20,4189
BIHAR,NALANDA,KARAI PARSURAI,4054,4025,85,0,0,4110
BIHAR,NALANDA,KATRISARAI,NA,0,0,0,0,0
BIHAR,NALANDA,NAGAR NAUSA,NA,0,0,0,0,0
