-----
{
 "description": "The table refers to block wise culturable command area and potential created through surface flow scheme. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.11.csv", 
 "title": "Download CSV for Blockwise Culturable command area and potential created through Surface Flow Scheme for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.11.csv"
}
-----
State,District,Block,Culturable Command Area,Irrigation potential created - Kharif,Irrigation potential created - Rabi,Irrigation potential created - Perennial,Irrigation potential created - Others,Total - Irrigation potential created
TAMIL NADU,TRICHIRAPPALLI,T.PET,0,0,809,0,0,809
TAMIL NADU,TRICHIRAPPALLI,THIRUVERAMBUR,NA,0,0,0,0,0
TAMIL NADU,TRICHIRAPPALLI,THOTTIAM,NA,0,0,0,0,0
TAMIL NADU,TRICHIRAPPALLI,THURAIYUR,752,25,734,1,2,762
TAMIL NADU,TRICHIRAPPALLI,UPPILIYAPURAM,1029,166,868,49,0,1083
TAMIL NADU,TRICHIRAPPALLI,VAIYAMPATTI,NA,0,0,0,0,0
TAMIL NADU,VELLORE,Alangayam,239,193,47,19,1,260
TAMIL NADU,VELLORE,Anaicut,783,572,473,85,808,1938
TAMIL NADU,VELLORE,Arakonam,1850,879,945,23,4,1851
TAMIL NADU,VELLORE,Arcot,NA,0,0,0,0,0
TAMIL NADU,VELLORE,Gudiyatham,1206,638,350,435,157,1580
TAMIL NADU,VELLORE,Jolarpet,1107,420,505,183,1,1109
TAMIL NADU,VELLORE,Kandili,271,27,244,0,0,271
TAMIL NADU,VELLORE,Kaniyambadi,1165,1158,636,0,0,1794
TAMIL NADU,VELLORE,Katpadi,150,58,58,34,56,206
TAMIL NADU,VELLORE,Kaveripakkam,NA,0,0,0,0,0
TAMIL NADU,VELLORE,Kvkuppam,1224,317,559,479,59,1414
TAMIL NADU,VELLORE,Madhanoor,150,71,49,46,0,166
TAMIL NADU,VELLORE,Natrampalli,71,69,3,0,0,72
TAMIL NADU,VELLORE,Nemili,95,16,79,0,0,95
TAMIL NADU,VELLORE,Pernambut,951,164,630,170,36,1000
TAMIL NADU,VELLORE,Sholinghur,115,51,76,3,29,159
TAMIL NADU,VELLORE,Thimiri,511,429,121,49,6,605
TAMIL NADU,VELLORE,Tirupathur,428,406,111,34,3,554
TAMIL NADU,VELLORE,Vellore,222,220,101,0,0,321
TAMIL NADU,VELLORE,Walajah,NA,0,0,0,0,0
TAMIL NADU,VILLUPURAM,CHINNA SALEM,1291,323,639,95,669,1726
TAMIL NADU,VILLUPURAM,GINGEE,156,135,68,0,4,207
TAMIL NADU,VILLUPURAM,KALLAKURICHI,1610,508,1098,0,4,1610
TAMIL NADU,VILLUPURAM,KALRAYAN HILLS,14,14,1,0,0,15
TAMIL NADU,VILLUPURAM,KANAI,638,90,687,60,31,868
TAMIL NADU,VILLUPURAM,KANDAMANGALAM,263,49,0,101,277,427
TAMIL NADU,VILLUPURAM,KOLIYANUR,491,207,167,34,83,491
TAMIL NADU,VILLUPURAM,MARAKKANAM,3124,1102,2043,87,142,3374
TAMIL NADU,VILLUPURAM,MAYILAM,2599,396,2022,135,63,2616
TAMIL NADU,VILLUPURAM,MELMALAIYANUR,NA,0,0,0,0,0
TAMIL NADU,VILLUPURAM,MUGAIYUR,NA,0,0,0,0,0
TAMIL NADU,VILLUPURAM,OLAKKUR,1482,511,981,39,25,1556
TAMIL NADU,VILLUPURAM,RISHIVANTHAYAM,2686,1350,1081,11,573,3015
TAMIL NADU,VILLUPURAM,SANKARAPURAM,2655,1282,1602,60,52,2996
TAMIL NADU,VILLUPURAM,THIRUKKOYILUR,16,5,11,0,0,16
TAMIL NADU,VILLUPURAM,THIRUNAVALUR,2320,810,1459,75,0,2344
TAMIL NADU,VILLUPURAM,THIRUVENNAINALLUR,760,320,382,30,31,763
TAMIL NADU,VILLUPURAM,THIYAGADHURGAM,519,26,492,0,0,518
TAMIL NADU,VILLUPURAM,ULUNDURPET,840,418,379,102,3,902
TAMIL NADU,VILLUPURAM,VAANOOR,2044,817,998,227,50,2092
TAMIL NADU,VILLUPURAM,VALLAM,NA,0,0,0,0,0
TAMIL NADU,VILLUPURAM,VIKKIRAVANDI,1129,403,695,84,107,1289
TAMIL NADU,VIRUDHUNAGAR,ARUPPUKOTTAI,1087,982,0,0,106,1088
TAMIL NADU,VIRUDHUNAGAR,KARIAPATTI,5167,4260,225,3,679,5167
TAMIL NADU,VIRUDHUNAGAR,NARIKUDI,8456,2805,5962,0,49,8816
TAMIL NADU,VIRUDHUNAGAR,RAJAPALAYAM,4120,1367,2038,134,581,4120
TAMIL NADU,VIRUDHUNAGAR,SATTUR,1644,1006,465,69,175,1715
TAMIL NADU,VIRUDHUNAGAR,SIVAKASI,1405,1001,345,23,35,1404
TAMIL NADU,VIRUDHUNAGAR,SRIVILLIPUTHUR,3737,1345,1689,183,521,3738
TAMIL NADU,VIRUDHUNAGAR,TIRUCHULI,4657,2899,1672,54,33,4658
TAMIL NADU,VIRUDHUNAGAR,VEMBAKOTTAI,653,645,8,0,0,653
TAMIL NADU,VIRUDHUNAGAR,VIRUDHUNAGAR,845,555,238,2,50,845
TAMIL NADU,VIRUDHUNAGAR,WATRAP,3235,828,1560,79,769,3236
TRIPURA,DHALAI,CHAWMANU,NA,0,0,0,0,0
TRIPURA,DHALAI,DAMBURNAGAR,NA,0,0,0,0,0
TRIPURA,DHALAI,MANU,181,18,163,0,0,181
TRIPURA,DHALAI,SALEMA,642,356,432,35,74,897
TRIPURA,NORTH,DASDA,NA,0,0,0,0,0
TRIPURA,NORTH,KADAMTALA,55,43,33,0,8,84
TRIPURA,NORTH,KUMARGHAT,326,260,140,7,45,452
TRIPURA,NORTH,PANISAGAR,171,43,133,0,38,214
TRIPURA,NORTH,PECHARTHAL,NA,0,0,0,0,0
TRIPURA,SOUTH,AMARPUR,1353,11,1346,1,4,1362
TRIPURA,SOUTH,BAGAFA,431,216,251,0,2,469
TRIPURA,SOUTH,KARBOK,47,10,62,0,0,72
TRIPURA,SOUTH,KILLA,55,14,40,0,5,59
TRIPURA,SOUTH,MATABARI,515,270,351,26,24,671
TRIPURA,SOUTH,RAJNAGAR,1857,852,890,35,91,1868
TRIPURA,SOUTH,RAPAICHARI,40,0,40,0,0,40
TRIPURA,SOUTH,SATCHAND,220,5,211,0,4,220
TRIPURA,WEST,BISHALGARH,NA,0,0,0,0,0
TRIPURA,WEST,DUKLI,NA,0,0,0,0,0
TRIPURA,WEST,JAMPAIJALA,NA,0,0,0,0,0
TRIPURA,WEST,JIRANIA,120,21,100,0,10,131
TRIPURA,WEST,KHOWAI,40,10,30,0,0,40
TRIPURA,WEST,MANDAI,160,140,52,0,0,192
TRIPURA,WEST,MELAGHAR,726,254,561,5,19,839
TRIPURA,WEST,MOHANPUR,646,229,426,6,12,673
TRIPURA,WEST,TELIAMURA,NA,0,0,0,0,0
TRIPURA,WEST,TULASIKHAR,NA,0,0,0,0,0
UTTAR PRADESH,AGRA,ACHNERA,NA,0,0,0,0,0
UTTAR PRADESH,AGRA,AKOLA,NA,0,0,0,0,0
UTTAR PRADESH,AGRA,BAH,NA,0,0,0,0,0
UTTAR PRADESH,AGRA,BAMROLI AHIR,NA,0,0,0,0,0
UTTAR PRADESH,AGRA,BICHPURI,NA,0,0,0,0,0
UTTAR PRADESH,AGRA,ETMADPUR,NA,0,0,0,0,0
UTTAR PRADESH,AGRA,FATEHABAD,24,10,16,0,4,30
UTTAR PRADESH,AGRA,FATEHPUR SIKRI,NA,0,0,0,0,0
UTTAR PRADESH,AGRA,JAGNER,NA,0,0,0,0,0
UTTAR PRADESH,AGRA,JETPUR KALAN,NA,0,0,0,0,0
UTTAR PRADESH,AGRA,KHANDOLI,NA,0,0,0,0,0
UTTAR PRADESH,AGRA,KHERA GARH,NA,0,0,0,0,0
UTTAR PRADESH,AGRA,PINAHAT,NA,0,0,0,0,0
UTTAR PRADESH,AGRA,SAIYA,NA,0,0,0,0,0
UTTAR PRADESH,AGRA,SHAMSABAD,120,36,150,5,0,191
UTTAR PRADESH,ALIGARH,AKRABAD,NA,0,0,0,0,0
UTTAR PRADESH,ALIGARH,ATROLI,NA,0,0,0,0,0
UTTAR PRADESH,ALIGARH,BIJOLI,NA,0,0,0,0,0
UTTAR PRADESH,ALIGARH,CHANDOS,NA,0,0,0,0,0
UTTAR PRADESH,ALIGARH,DHANIPUR,NA,0,0,0,0,0
UTTAR PRADESH,ALIGARH,GANGIRI,NA,0,0,0,0,0
UTTAR PRADESH,ALIGARH,GONDA,NA,0,0,0,0,0
UTTAR PRADESH,ALIGARH,HASAYAN,NA,0,0,0,0,0
UTTAR PRADESH,ALIGARH,HATHRAS,NA,0,0,0,0,0
UTTAR PRADESH,ALIGARH,IGLAS,NA,0,0,0,0,0
UTTAR PRADESH,ALIGARH,KHEAR,NA,0,0,0,0,0
UTTAR PRADESH,ALIGARH,LODHA,NA,0,0,0,0,0
UTTAR PRADESH,ALIGARH,MURSAN,NA,0,0,0,0,0
UTTAR PRADESH,ALIGARH,SASNI,NA,0,0,0,0,0
UTTAR PRADESH,ALIGARH,SIKANDRARAO,NA,0,0,0,0,0
UTTAR PRADESH,ALIGARH,TAPPEL,NA,0,0,0,0,0
UTTAR PRADESH,ALIGARH,ZAWAN,NA,0,0,0,0,0
UTTAR PRADESH,ALLAHABAD,BAHADURPUR,NA,0,0,0,0,0
UTTAR PRADESH,ALLAHABAD,BAHRIA,NA,0,0,0,0,0
UTTAR PRADESH,ALLAHABAD,CHAIL,7,6,83,10,0,99
UTTAR PRADESH,ALLAHABAD,CHAKA,NA,0,0,0,0,0
UTTAR PRADESH,ALLAHABAD,DHANUPUR,NA,0,0,0,0,0
UTTAR PRADESH,ALLAHABAD,HANDIA,NA,0,0,0,0,0
UTTAR PRADESH,ALLAHABAD,HOLAGARH,NA,0,0,0,0,0
UTTAR PRADESH,ALLAHABAD,JASRA,NA,0,0,0,0,0
UTTAR PRADESH,ALLAHABAD,KARA,NA,0,0,0,0,0
UTTAR PRADESH,ALLAHABAD,KARCHHANA,NA,0,0,0,0,0
UTTAR PRADESH,ALLAHABAD,KAUDHIYARA,NA,0,0,0,0,0
UTTAR PRADESH,ALLAHABAD,KAURIHAR,NA,0,0,0,0,0
UTTAR PRADESH,ALLAHABAD,KORAON,NA,0,0,0,0,0
UTTAR PRADESH,ALLAHABAD,KOSHAMBHI,NA,0,0,0,0,0
UTTAR PRADESH,ALLAHABAD,MANDA,NA,0,0,0,0,0
UTTAR PRADESH,ALLAHABAD,MANJHANPUR,11,10,3,0,0,13
UTTAR PRADESH,ALLAHABAD,MAUAIMA,NA,0,0,0,0,0
UTTAR PRADESH,ALLAHABAD,MEJA,128,9,124,0,0,133
UTTAR PRADESH,ALLAHABAD,MURATGANJ,NA,0,0,0,0,0
UTTAR PRADESH,ALLAHABAD,NEWADA,NA,0,0,0,0,0
UTTAR PRADESH,ALLAHABAD,PHULPUR,NA,0,0,0,0,0
UTTAR PRADESH,ALLAHABAD,PRATAPPUR,45,40,40,0,10,90
UTTAR PRADESH,ALLAHABAD,SAIDABAD,NA,0,0,0,0,0
UTTAR PRADESH,ALLAHABAD,SARSAWAN,NA,0,0,0,0,0
UTTAR PRADESH,ALLAHABAD,SHANKARGARH,NA,0,0,0,0,0
UTTAR PRADESH,ALLAHABAD,SIRATHU,NA,0,0,0,0,0
UTTAR PRADESH,ALLAHABAD,SORAON,NA,0,0,0,0,0
UTTAR PRADESH,ALLAHABAD,URUWAN,1,1,0,0,0,1
UTTAR PRADESH,ALMORA,BAGESHWAR,2121,1610,1545,122,1,3278
UTTAR PRADESH,ALMORA,BHAISIACHHANA,854,790,729,225,0,1744
UTTAR PRADESH,ALMORA,BHIKIASAIN,381,311,259,133,0,703
UTTAR PRADESH,ALMORA,CHAUKHUTIA,1467,1426,1408,0,0,2834
UTTAR PRADESH,ALMORA,DHAULADEVI,410,273,215,0,0,488
UTTAR PRADESH,ALMORA,DWARAHAT,474,465,437,5,0,907
UTTAR PRADESH,ALMORA,GARUR,1533,1362,1308,74,7,2751
UTTAR PRADESH,ALMORA,HAWALBAG,247,211,199,0,4,414
UTTAR PRADESH,ALMORA,KAPKOT,1049,1036,1033,0,0,2069
UTTAR PRADESH,ALMORA,LAMGARA,624,534,348,5,4,891
UTTAR PRADESH,ALMORA,SALT,630,579,466,9,26,1080
UTTAR PRADESH,ALMORA,SYALDE,819,738,729,0,0,1467
UTTAR PRADESH,ALMORA,TAKULA,1421,1401,1321,4,0,2726
UTTAR PRADESH,ALMORA,TARIKHET,178,178,178,1,0,357
UTTAR PRADESH,AMBEDKAR NAGAR,AKBARPUR,NA,0,0,0,0,0
UTTAR PRADESH,AMBEDKAR NAGAR,BASHKHARI,NA,0,0,0,0,0
UTTAR PRADESH,AMBEDKAR NAGAR,BHITI,NA,0,0,0,0,0
UTTAR PRADESH,AMBEDKAR NAGAR,BHIYAV,NA,0,0,0,0,0
UTTAR PRADESH,AMBEDKAR NAGAR,JAHANGIR GANJ,NA,0,0,0,0,0
UTTAR PRADESH,AMBEDKAR NAGAR,JALAL PUR,NA,0,0,0,0,0
UTTAR PRADESH,AMBEDKAR NAGAR,KATEHARI,NA,0,0,0,0,0
UTTAR PRADESH,AMBEDKAR NAGAR,RAM NAGAR,NA,0,0,0,0,0
UTTAR PRADESH,AMBEDKAR NAGAR,TANDA,NA,0,0,0,0,0
UTTAR PRADESH,AZAMGARH,AHIROLA,NA,0,0,0,0,0
UTTAR PRADESH,AZAMGARH,ATROULIA,NA,0,0,0,0,0
UTTAR PRADESH,AZAMGARH,AZAMATGARH,NA,0,0,0,0,0
UTTAR PRADESH,AZAMGARH,BILARIYA,NA,0,0,0,0,0
UTTAR PRADESH,AZAMGARH,HARIYA,NA,0,0,0,0,0
UTTAR PRADESH,AZAMGARH,JAHANA JANJ,NA,0,0,0,0,0
UTTAR PRADESH,AZAMGARH,KOAILSA,NA,0,0,0,0,0
UTTAR PRADESH,AZAMGARH,LALGANJ,NA,0,0,0,0,0
UTTAR PRADESH,AZAMGARH,MAHARAJGANJ,NA,0,0,0,0,0
UTTAR PRADESH,AZAMGARH,MARTIN GANJ,NA,0,0,0,0,0
UTTAR PRADESH,AZAMGARH,MEHNAGAR,NA,0,0,0,0,0
UTTAR PRADESH,AZAMGARH,MIRZA PUR,NA,0,0,0,0,0
UTTAR PRADESH,AZAMGARH,MOHAMMADPUR,NA,0,0,0,0,0
UTTAR PRADESH,AZAMGARH,PALHANI,NA,0,0,0,0,0
UTTAR PRADESH,AZAMGARH,PAWAI,30,77,0,0,0,77
UTTAR PRADESH,AZAMGARH,PHOOL PUR,NA,0,0,0,0,0
UTTAR PRADESH,AZAMGARH,RANI KI SARAI,NA,0,0,0,0,0
UTTAR PRADESH,AZAMGARH,SANTHIYANVA,NA,0,0,0,0,0
UTTAR PRADESH,AZAMGARH,TAHAUWARPUR,NA,0,0,0,0,0
UTTAR PRADESH,AZAMGARH,TARAWA,NA,0,0,0,0,0
UTTAR PRADESH,AZAMGARH,THEKAMA,NA,0,0,0,0,0
UTTAR PRADESH,BADAUN,AMBIYAPUR,NA,0,0,0,0,0
UTTAR PRADESH,BADAUN,ASAFPUR,NA,0,0,0,0,0
UTTAR PRADESH,BADAUN,BISAULI,NA,0,0,0,0,0
UTTAR PRADESH,BADAUN,DATAGANJ,NA,0,0,0,0,0
UTTAR PRADESH,BADAUN,DEHGWA,NA,0,0,0,0,0
UTTAR PRADESH,BADAUN,GUNNAUR,NA,0,0,0,0,0
UTTAR PRADESH,BADAUN,ISLAMNAGAR,NA,0,0,0,0,0
UTTAR PRADESH,BADAUN,JAGAT,NA,0,0,0,0,0
UTTAR PRADESH,BADAUN,JUNABAI,NA,0,0,0,0,0
UTTAR PRADESH,BADAUN,KADAR CHOKE,NA,0,0,0,0,0
UTTAR PRADESH,BADAUN,MYAUN,NA,0,0,0,0,0
UTTAR PRADESH,BADAUN,RAJPURA,NA,0,0,0,0,0
UTTAR PRADESH,BADAUN,SAHASWAN,NA,0,0,0,0,0
UTTAR PRADESH,BADAUN,SALARPUR,NA,0,0,0,0,0
UTTAR PRADESH,BADAUN,SAMRAR,NA,0,0,0,0,0
UTTAR PRADESH,BADAUN,UJHANI,NA,0,0,0,0,0
UTTAR PRADESH,BADAUN,USAWA,NA,0,0,0,0,0
UTTAR PRADESH,BADAUN,WAZIRGANJ,NA,0,0,0,0,0
UTTAR PRADESH,BAHRAICH,BALHA,NA,0,0,0,0,0
UTTAR PRADESH,BAHRAICH,CHITTURA,NA,0,0,0,0,0
UTTAR PRADESH,BAHRAICH,FAKARPUR,NA,0,0,0,0,0
UTTAR PRADESH,BAHRAICH,GILAULA,NA,0,0,0,0,0
UTTAR PRADESH,BAHRAICH,HARIHAR PUR RANI,NA,0,0,0,0,0
UTTAR PRADESH,BAHRAICH,HUJUR PUR,NA,0,0,0,0,0
UTTAR PRADESH,BAHRAICH,IKAUNA,NA,0,0,0,0,0
UTTAR PRADESH,BAHRAICH,JAMUNHA,NA,0,0,0,0,0
UTTAR PRADESH,BAHRAICH,JARWAL,NA,0,0,0,0,0
UTTAR PRADESH,BAHRAICH,KAISAR GANJ,NA,0,0,0,0,0
UTTAR PRADESH,BAHRAICH,MAHSHI,NA,0,0,0,0,0
UTTAR PRADESH,BAHRAICH,MIHIPURWA,NA,0,0,0,0,0
UTTAR PRADESH,BAHRAICH,NAWAB GANJ,NA,0,0,0,0,0
UTTAR PRADESH,BAHRAICH,PAYAG PUR,NA,0,0,0,0,0
UTTAR PRADESH,BAHRAICH,RISHIYA,NA,0,0,0,0,0
UTTAR PRADESH,BAHRAICH,SHIV PUR,NA,0,0,0,0,0
UTTAR PRADESH,BAHRAICH,SIRSHIYA,6,2,4,0,0,6
UTTAR PRADESH,BAHRAICH,TAJVAPUR,NA,0,0,0,0,0
UTTAR PRADESH,BAHRAICH,VISHESHAR GANJ,NA,0,0,0,0,0
UTTAR PRADESH,BALLIA,BAIRIA,NA,0,0,0,0,0
UTTAR PRADESH,BALLIA,BANSDEEH,NA,0,0,0,0,0
UTTAR PRADESH,BALLIA,BELHARI,NA,0,0,0,0,0
UTTAR PRADESH,BALLIA,BERUARBARI,NA,0,0,0,0,0
UTTAR PRADESH,BALLIA,CHILKHAR,NA,0,0,0,0,0
UTTAR PRADESH,BALLIA,DUBHAR,NA,0,0,0,0,0
UTTAR PRADESH,BALLIA,GARWARH,70,36,55,8,16,115
UTTAR PRADESH,BALLIA,HANUMANGANJ,400,195,309,10,24,538
UTTAR PRADESH,BALLIA,MANIER,NA,0,0,0,0,0
UTTAR PRADESH,BALLIA,MURLICHAPRA,NA,0,0,0,0,0
UTTAR PRADESH,BALLIA,NAGRA,NA,0,0,0,0,0
UTTAR PRADESH,BALLIA,NAWANAGAR,195,168,195,10,8,381
UTTAR PRADESH,BALLIA,PANDAH,NA,0,0,0,0,0
UTTAR PRADESH,BALLIA,RASRA,NA,0,0,0,0,0
UTTAR PRADESH,BALLIA,REVOTI,NA,0,0,0,0,0
UTTAR PRADESH,BALLIA,SEAR,31,23,26,6,9,64
UTTAR PRADESH,BALLIA,SOHAON,NA,0,0,0,0,0
UTTAR PRADESH,BANDA,BABERU,2,0,2,0,0,2
UTTAR PRADESH,BANDA,BAROKHAR KHURD,40,11,29,0,0,40
UTTAR PRADESH,BANDA,BISANDA,NA,0,0,0,0,0
UTTAR PRADESH,BANDA,JASPURA,NA,0,0,0,0,0
UTTAR PRADESH,BANDA,KAMASIN,28,10,18,0,0,28
UTTAR PRADESH,BANDA,KARVI,106,34,36,36,0,106
UTTAR PRADESH,BANDA,MAHUVA,6,0,6,0,0,6
UTTAR PRADESH,BANDA,MANIKPUR,NA,0,0,0,0,0
UTTAR PRADESH,BANDA,MAU,NA,0,0,0,0,0
UTTAR PRADESH,BANDA,NARAINI,45,0,45,1,0,46
UTTAR PRADESH,BANDA,PAHADI,NA,0,0,0,0,0
UTTAR PRADESH,BANDA,RAM NAGAR,NA,0,0,0,0,0
UTTAR PRADESH,BANDA,TINDWARI,NA,0,0,0,0,0
UTTAR PRADESH,BARABANKI,BANIKODAR,NA,0,0,0,0,0
UTTAR PRADESH,BARABANKI,BANKI,NA,0,0,0,0,0
UTTAR PRADESH,BARABANKI,DARIYA BAD,NA,0,0,0,0,0
UTTAR PRADESH,BARABANKI,DEVA,NA,0,0,0,0,0
UTTAR PRADESH,BARABANKI,FATEHPUR,NA,0,0,0,0,0
UTTAR PRADESH,BARABANKI,HAIDAR GARH,NA,0,0,0,0,0
UTTAR PRADESH,BARABANKI,HARAKHA,NA,0,0,0,0,0
UTTAR PRADESH,BARABANKI,MASAULI,NA,0,0,0,0,0
UTTAR PRADESH,BARABANKI,MAVAI,NA,0,0,0,0,0
UTTAR PRADESH,BARABANKI,NINDURA,NA,0,0,0,0,0
UTTAR PRADESH,BARABANKI,PUREDALAI,NA,0,0,0,0,0
UTTAR PRADESH,BARABANKI,RAM NAGAR,NA,0,0,0,0,0
UTTAR PRADESH,BARABANKI,RUDAULI,NA,0,0,0,0,0
UTTAR PRADESH,BARABANKI,SIDDHUAR,NA,0,0,0,0,0
UTTAR PRADESH,BARABANKI,SIRAULI GOSEPUR,NA,0,0,0,0,0
UTTAR PRADESH,BARABANKI,SURAT GANJ,NA,0,0,0,0,0
UTTAR PRADESH,BARABANKI,TRIVEDI GANJ,NA,0,0,0,0,0
UTTAR PRADESH,BAREILLY,AALAMPUR JAFARABAD,NA,0,0,0,0,0
UTTAR PRADESH,BAREILLY,BAHERI,NA,0,0,0,0,0
UTTAR PRADESH,BAREILLY,BHADPURA,NA,0,0,0,0,0
UTTAR PRADESH,BAREILLY,BHOJIPURA,NA,0,0,0,0,0
UTTAR PRADESH,BAREILLY,BHUTA,NA,0,0,0,0,0
UTTAR PRADESH,BAREILLY,BITHIRI CHAINPUR,NA,0,0,0,0,0
UTTAR PRADESH,BAREILLY,FARIDPUR,NA,0,0,0,0,0
UTTAR PRADESH,BAREILLY,FATEHGANJ (W),NA,0,0,0,0,0
UTTAR PRADESH,BAREILLY,KYARA,NA,0,0,0,0,0
UTTAR PRADESH,BAREILLY,MAJHGAWAN,NA,0,0,0,0,0
UTTAR PRADESH,BAREILLY,MIRGANJ,NA,0,0,0,0,0
UTTAR PRADESH,BAREILLY,NAWABGANJ,NA,0,0,0,0,0
UTTAR PRADESH,BAREILLY,RAM NAGAR,NA,0,0,0,0,0
UTTAR PRADESH,BAREILLY,RICHHA,NA,0,0,0,0,0
UTTAR PRADESH,BAREILLY,SHERGARH,NA,0,0,0,0,0
UTTAR PRADESH,BASTI,BAGHAULEE,NA,0,0,0,0,0
UTTAR PRADESH,BASTI,BAHADUR PUR,NA,0,0,0,0,0
UTTAR PRADESH,BASTI,BANKATI,NA,0,0,0,0,0
UTTAR PRADESH,BASTI,BASTI SADAR,NA,0,0,0,0,0
UTTAR PRADESH,BASTI,GAUR,NA,0,0,0,0,0
UTTAR PRADESH,BASTI,HAISAR BAZAR,NA,0,0,0,0,0
UTTAR PRADESH,BASTI,HARIYA,NA,0,0,0,0,0
UTTAR PRADESH,BASTI,KAPTAN GANG,NA,0,0,0,0,0
UTTAR PRADESH,BASTI,KHALILABAD,NA,0,0,0,0,0
UTTAR PRADESH,BASTI,KUDRAHA,NA,0,0,0,0,0
UTTAR PRADESH,BASTI,MENHDAWAL,NA,0,0,0,0,0
UTTAR PRADESH,BASTI,NATHNAGAR,NA,0,0,0,0,0
UTTAR PRADESH,BASTI,PARASRAMPUR,NA,0,0,0,0,0
UTTAR PRADESH,BASTI,RAM NAGAR,NA,0,0,0,0,0
UTTAR PRADESH,BASTI,RUDHOULI,NA,0,0,0,0,0
UTTAR PRADESH,BASTI,SALTAUA GOPAL PUR,NA,0,0,0,0,0
UTTAR PRADESH,BASTI,SAUGHAT,NA,0,0,0,0,0
UTTAR PRADESH,BASTI,SEMARIYAWAN,NA,0,0,0,0,0
UTTAR PRADESH,BASTI,VIKRAM JOT,NA,0,0,0,0,0
UTTAR PRADESH,BIJNOR,AFJAL GAR,NA,0,0,0,0,0
UTTAR PRADESH,BIJNOR,AKKU NAHTOOR,NA,0,0,0,0,0
UTTAR PRADESH,BIJNOR,DHAMPUR,NA,0,0,0,0,0
UTTAR PRADESH,BIJNOR,HALDOOR,NA,0,0,0,0,0
UTTAR PRADESH,BIJNOR,JALILPUR,NA,0,0,0,0,0
UTTAR PRADESH,BIJNOR,KIRATPUR,NA,0,0,0,0,0
UTTAR PRADESH,BIJNOR,KOTWALI,NA,0,0,0,0,0
UTTAR PRADESH,BIJNOR,MEERPUR HEVMAL,NA,0,0,0,0,0
UTTAR PRADESH,BIJNOR,NAJIVABAD,NA,0,0,0,0,0
UTTAR PRADESH,BIJNOR,NOORPUR,NA,0,0,0,0,0
UTTAR PRADESH,BIJNOR,SHIVHARA,NA,0,0,0,0,0
UTTAR PRADESH,BULANDSHAHR,ANUPSHAHR,NA,0,0,0,0,0
UTTAR PRADESH,BULANDSHAHR,ARNIRYA,NA,0,0,0,0,0
UTTAR PRADESH,BULANDSHAHR,B.B. NAGAR,NA,0,0,0,0,0
UTTAR PRADESH,BULANDSHAHR,BULANDSHAHR,NA,0,0,0,0,0
UTTAR PRADESH,BULANDSHAHR,DANKAOR,NA,0,0,0,0,0
UTTAR PRADESH,BULANDSHAHR,DANPUR,NA,0,0,0,0,0
UTTAR PRADESH,BULANDSHAHR,DIBAI,NA,0,0,0,0,0
UTTAR PRADESH,BULANDSHAHR,GULAWATHI,NA,0,0,0,0,0
UTTAR PRADESH,BULANDSHAHR,JAHAGIRABAD,NA,0,0,0,0,0
UTTAR PRADESH,BULANDSHAHR,JEWAR,NA,0,0,0,0,0
UTTAR PRADESH,BULANDSHAHR,KHURJA,NA,0,0,0,0,0
UTTAR PRADESH,BULANDSHAHR,LAKHAWATI,NA,0,0,0,0,0
UTTAR PRADESH,BULANDSHAHR,PAHASU,NA,0,0,0,0,0
UTTAR PRADESH,BULANDSHAHR,SHIKARPUR,NA,0,0,0,0,0
UTTAR PRADESH,BULANDSHAHR,SIANA,NA,0,0,0,0,0
UTTAR PRADESH,BULANDSHAHR,SIKANDRABAD,NA,0,0,0,0,0
UTTAR PRADESH,BULANDSHAHR,UNCHAGAON,NA,0,0,0,0,0
UTTAR PRADESH,CHAMOLI(GOPESHWAR),AUGUSTMUNI,287,191,200,7,1,399
UTTAR PRADESH,CHAMOLI(GOPESHWAR),DASHOLI,1127,781,886,0,0,1667
UTTAR PRADESH,CHAMOLI(GOPESHWAR),DEWAL,84,67,53,0,0,120
UTTAR PRADESH,CHAMOLI(GOPESHWAR),GAIRSEN,361,239,240,7,0,486
UTTAR PRADESH,CHAMOLI(GOPESHWAR),GHAT,170,105,76,7,0,188
UTTAR PRADESH,CHAMOLI(GOPESHWAR),JOSHIMATH,191,132,137,5,1,275
UTTAR PRADESH,CHAMOLI(GOPESHWAR),KARNPRAYAG,2370,1709,1850,6,0,3565
UTTAR PRADESH,CHAMOLI(GOPESHWAR),NARAYANBAGGAR,376,265,297,15,4,581
UTTAR PRADESH,CHAMOLI(GOPESHWAR),POKHARI,429,301,333,32,5,671
UTTAR PRADESH,CHAMOLI(GOPESHWAR),THARALI,494,332,355,1,0,688
UTTAR PRADESH,CHAMOLI(GOPESHWAR),UKHIMATH,269,187,197,0,3,387
UTTAR PRADESH,DEHRADUN,CHAKRATA,482,389,222,23,1,635
UTTAR PRADESH,DEHRADUN,DOIWALA,292,225,271,0,4,500
UTTAR PRADESH,DEHRADUN,KALSI,350,323,314,1,0,638
UTTAR PRADESH,DEHRADUN,RAIPUR,1030,856,665,149,78,1748
