-----
{
 "description": "The table refers to District wise Distribution of Dugwells according to The Farmers holding size. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwlState1.3.csv", 
 "title": "Download CSV for Districtwise Distribution of Dugwells according to The Farmers holding size", 
 "url": "http://data.gov.in/sites/default/files/dgwlState1.3.csv"
}
-----
"State","District","Marginal (0-1 ha)","Small (1-2 ha)","Medium (2-10 ha)","Big ( > 10 ha)","Total"
"GUJARAT","DAHOD",10994,11387,9450,89,31920
"GUJARAT","DANG",211,332,787,58,1388
"GUJARAT","GANDHINAGAR",2,8,25,0,35
"GUJARAT","JAMNAGAR",19980,30857,31620,216,82673
"GUJARAT","JUNAGADH",53376,58123,21963,258,133720
"GUJARAT","KACHCHH",4204,7187,16452,2265,30108
"GUJARAT","KHEDA",8787,3742,2438,385,15352
"GUJARAT","MEHSANA",2519,2510,2502,173,7704
"GUJARAT","NARMADA",664,1220,827,50,2761
"GUJARAT","NAVSARI",6000,3921,2780,87,12788
"GUJARAT","PANCHMAHAL",15880,15193,12895,127,44095
"GUJARAT","PATAN",24,27,36,5,92
"GUJARAT","PORBANDAR",8387,7565,5549,149,21650
"GUJARAT","RAJKOT",31492,39504,30836,1639,103471
"GUJARAT","SABARKANTHA",33323,27475,22155,815,83768
"GUJARAT","SURAT",6186,7056,7682,212,21136
"GUJARAT","SURENDRANAGAR",9293,11955,13505,1413,36166
"GUJARAT","VADODARA",6044,6142,7180,282,19648
"GUJARAT","VALSAD",4188,3068,1155,43,8454
"HARYANA","AMBALA",7,77,94,19,197
"HARYANA","BHIWANI",233,434,1855,481,3003
"HARYANA","FATEHABAD",3,13,46,3,65
"HARYANA","GURGAON",1920,791,2198,318,5227
"HARYANA","HISSAR",23,30,48,6,107
"HARYANA","JHAJJAR",171,381,756,417,1725
"HARYANA","KAITHAL",61,169,445,78,753
"HARYANA","KARNAL",96,328,844,273,1541
"HARYANA","MAHENDRAGARH",52,160,345,27,584
"HARYANA","PANCHKULA",20,19,48,4,91
"HARYANA","PANIPAT",93,189,323,106,711
"HARYANA","REWARI",57,108,417,49,631
"HARYANA","ROHTAK",4,0,19,151,174
"HARYANA","SIRSA",18,99,485,122,724
"HARYANA","SONEPAT",331,420,394,464,1609
"HARYANA","YAMUNANAGAR",63,229,293,24,609
"HIMACHAL PRADESH","Bilaspur",5,8,8,13,34
"HIMACHAL PRADESH","Hamirpur",127,47,15,30,219
"HIMACHAL PRADESH","Kangra",45,59,83,67,254
"HIMACHAL PRADESH","Kullu",2,0,0,0,2
"HIMACHAL PRADESH","Mandi",3,5,0,2,10
"HIMACHAL PRADESH","Sirmaur",63,92,114,121,390
"HIMACHAL PRADESH","Solan",120,164,173,273,730
"HIMACHAL PRADESH","Una",79,28,57,59,223
"JAMMU & KASHMIR","ANANTNAG",0,1,0,0,1
"JAMMU & KASHMIR","BADGAM",1,0,0,0,1
"JAMMU & KASHMIR","BARAMULLA",15,12,0,0,27
"JAMMU & KASHMIR","JAMMU",334,414,146,170,1064
"JAMMU & KASHMIR","KATHUA",345,367,294,36,1042
"JAMMU & KASHMIR","RAJOURI",1,0,0,0,1
"JAMMU & KASHMIR","SRINAGAR",6,0,13,2,21
"JAMMU & KASHMIR","UDHAMPUR",1,1,0,0,2
"JHARKHAND","BOKARO",10330,2366,401,118,13215
"JHARKHAND","CHATRA",10789,3563,1050,60,15462
"JHARKHAND","DEOGHAR",7211,3955,1005,73,12244
"JHARKHAND","DHANBAD",4195,2093,590,29,6907
"JHARKHAND","DUMKA",20061,6195,440,48,26744
"JHARKHAND","EAST SINGHBHUM",1093,441,187,17,1738
"JHARKHAND","GARHWA",10562,6794,2165,205,19726
"JHARKHAND","GIRIDIH",13892,6781,2089,252,23014
"JHARKHAND","GODDA",11709,3447,806,239,16201
"JHARKHAND","GUMLA",8241,11962,3036,230,23469
"JHARKHAND","HAZARIBAGH",26138,10728,1875,144,38885
"JHARKHAND","JAMTARA",6437,1726,216,10,8389
"JHARKHAND","KODERMA",2208,1001,574,14,3797
"JHARKHAND","LATEHAR",5185,4566,1439,527,11717
"JHARKHAND","LOHARDAGA",7946,4047,1464,66,13523
"JHARKHAND","PAKUR",273,92,34,8,407
"JHARKHAND","PALAMU",9906,5646,2107,711,18370
"JHARKHAND","RANCHI",26393,11207,1472,33,39105
"JHARKHAND","SAHEBGANJ",1033,429,124,24,1610
"JHARKHAND","SARAIKELA",1305,809,262,51,2427
"JHARKHAND","SIMDEGA",5996,8091,1811,450,16348
"JHARKHAND","WEST SINGHBHUM",710,1165,132,3,2010
"KARNATAKA","Bagalkote",2326,4266,4793,92,11477
"KARNATAKA","Bangalore",548,121,57,2,728
"KARNATAKA","Bangalore Rural",6423,2400,494,0,9317
"KARNATAKA","Belgaum",21262,21311,22372,602,65547
"KARNATAKA","Bellary",724,1062,1061,3,2850
"KARNATAKA","Bidar",5369,6809,3750,13,15941
"KARNATAKA","Bijapur",10751,17742,14484,129,43106
"KARNATAKA","Chamaraja Nagara",1884,3265,2168,11,7328
"KARNATAKA","Chikmagalur",509,407,342,42,1300
"KARNATAKA","Chitradurga",757,868,685,3,2313
"KARNATAKA","Dakshina Kannada",22411,9746,4678,83,36918
"KARNATAKA","Davanagere",365,253,133,2,753
"KARNATAKA","Dharwar",169,179,113,0,461
"KARNATAKA","Gadag",520,971,709,1,2201
"KARNATAKA","Gulbarga",6605,7818,4606,16,19045
"KARNATAKA","Hassan",703,621,414,9,1747
"KARNATAKA","Haveri",98,107,57,1,263
"KARNATAKA","Kodagu",93,22,7,0,122
"KARNATAKA","Kolar",7153,3112,930,0,11195
"KARNATAKA","Koppal",641,952,533,2,2128
"KARNATAKA","Mandya",5320,2445,724,12,8501
"KARNATAKA","Mysore",2169,1783,632,4,4588
"KARNATAKA","Raichur",3389,4925,1655,2,9971
"KARNATAKA","Shimoga",4409,2135,915,10,7469
"KARNATAKA","Tumkur",8178,5187,1383,15,14763
"KARNATAKA","Udupi",20221,6574,1805,12,28612
"KARNATAKA","Uttara Kannada",16624,1629,497,16,18766
"KERALA","ALAPPUZHA",4584,120,4,1,4709
"KERALA","ERANAKULAM",16182,1285,95,4,17566
"KERALA","IDDUKKI",3849,1324,290,31,5494
"KERALA","KANNUR",13566,1400,90,2,15058
"KERALA","KASARAGODE",5775,937,65,7,6784
"KERALA","KOLLAM",5966,125,8,3,6102
"KERALA","KOTTAYAM",9517,1099,178,6,10800
"KERALA","KOZHIKODE",11834,650,76,11,12571
"KERALA","MALAPPURAM",10907,1321,183,1,12412
"KERALA","PALAKKAD",7099,1410,368,15,8892
"KERALA","PATHANAMTHITTA",6431,169,21,5,6626
"KERALA","THIRUVANANTHAPURAM",12958,125,6,1,13090
"KERALA","THRISSUR",40590,3712,117,11,44430
"KERALA","WAYANAD",389,154,112,4,659
"MADHYA PRADESH","BALAGHAT",4009,4685,3812,232,12738
"MADHYA PRADESH","BARWANI",2995,4254,9978,1218,18445
"MADHYA PRADESH","BETUL",9817,14342,26083,3622,53864
"MADHYA PRADESH","BHIND",1699,3639,8016,389,13743
"MADHYA PRADESH","BHOPAL",849,2624,6092,639,10204
"MADHYA PRADESH","CHHATARPUR",5003,15148,29267,3767,53185
"MADHYA PRADESH","CHHINDWARA",12976,25424,36584,2941,77925
"MADHYA PRADESH","DAMOH",3381,4565,4858,427,13231
"MADHYA PRADESH","DATIA",3719,5487,9607,633,19446
"MADHYA PRADESH","DEWAS",3807,10197,17218,2225,33447
"MADHYA PRADESH","DHAR",4377,9393,20415,2694,36879
"MADHYA PRADESH","DINDORI",147,145,132,9,433
"MADHYA PRADESH","GUNA",3275,7900,14467,1482,27124
"MADHYA PRADESH","GWALIOR",2465,4271,6347,394,13477
"MADHYA PRADESH","HARDA",936,4309,7229,584,13058
"MADHYA PRADESH","HOSHANGABAD",3210,8560,8829,654,21253
"MADHYA PRADESH","INDORE",2049,3873,6088,549,12559
"MADHYA PRADESH","JABALPUR",2732,3783,3064,121,9700
"MADHYA PRADESH","JHABUA",3162,7101,13420,1142,24825
"MADHYA PRADESH","KATNI",3072,4461,4098,331,11962
"MADHYA PRADESH","KHANDWA",6457,22317,31452,2233,62459
"MADHYA PRADESH","KHARGONE",6830,17622,29733,3229,57414
"MADHYA PRADESH","MANDLA",859,1070,712,46,2687
"MADHYA PRADESH","MANDSAUR",17721,24532,47075,3508,92836
"MADHYA PRADESH","MORENA",1646,4948,7735,433,14762
"MADHYA PRADESH","NARSINGHPUR",1589,4541,5462,261,11853
"MADHYA PRADESH","NEEMUCH",10318,14752,20324,911,46305
"MADHYA PRADESH","PANNA",1221,2116,3096,191,6624
"MADHYA PRADESH","RAISEN",1129,4535,4745,553,10962
"MADHYA PRADESH","RAJGARH",8972,15351,39031,5835,69189
"MADHYA PRADESH","RATLAM",5521,11922,23479,2006,42928
"MADHYA PRADESH","REWA",2357,3772,5053,569,11751
"MADHYA PRADESH","SAGAR",7890,15502,19479,1698,44569
"MADHYA PRADESH","SATNA",5606,6619,6464,425,19114
"MADHYA PRADESH","SEHORE",2319,6886,16404,2668,28277
"MADHYA PRADESH","SEONI",3621,7201,10182,1031,22035
"MADHYA PRADESH","SHAHDOL",832,1270,1842,221,4165
"MADHYA PRADESH","SHAJAPUR",6736,13329,29242,4162,53469
"MADHYA PRADESH","SHEOPUR",872,1185,1591,86,3734
"MADHYA PRADESH","SHIVPURI",5108,12403,20074,1055,38640
"MADHYA PRADESH","SIDHI",2112,3672,5870,596,12250
"MADHYA PRADESH","TIKAMGARH",6261,21195,29888,1592,58936
"MADHYA PRADESH","UJJAIN",3968,10011,23477,2865,40321
"MADHYA PRADESH","UMARIA",392,926,1015,46,2379
"MADHYA PRADESH","VIDISHA",1502,5020,8494,1052,16068
"MAHARASHTRA","AHMEDNAGAR",66797,35952,41846,4543,149138
"MAHARASHTRA","AKOLA",4273,8217,7496,358,20344
"MAHARASHTRA","AMRAVATI",15851,32058,24320,884,73113
"MAHARASHTRA","AURANGABAD",24091,23167,35418,5327,88003
"MAHARASHTRA","BEED",14064,12411,3848,491,30814
"MAHARASHTRA","BHANDARA",7065,6101,2673,97,15936
"MAHARASHTRA","BULDANA",17876,22337,22813,1370,64396
"MAHARASHTRA","CHANDRAPUR",3914,5710,3609,144,13377
"MAHARASHTRA","DHULE",18239,19183,12861,251,50534
"MAHARASHTRA","GADCHIROLI",4081,4762,2055,102,11000
"MAHARASHTRA","GONDIYA",3708,3109,1207,87,8111
"MAHARASHTRA","HINGOLI",5329,7130,7597,592,20648
"MAHARASHTRA","JALGAON",27043,45231,35962,788,109024
"MAHARASHTRA","JALNA",12778,14247,20603,2402,50030
"MAHARASHTRA","KOLHAPUR",21804,11237,7366,356,40763
"MAHARASHTRA","LATUR",5384,9536,11850,1174,27944
"MAHARASHTRA","NAGPUR",18021,25844,18663,542,63070
"MAHARASHTRA","NANDED",8324,10809,8791,267,28191
"MAHARASHTRA","NANDURBAR",7490,5491,4002,141,17124
"MAHARASHTRA","NASHIK",89986,43992,31003,1928,166909
"MAHARASHTRA","OSMANABAD",9746,13683,17720,1433,42582
"MAHARASHTRA","PARBHANI",5513,8721,11911,1276,27421
"MAHARASHTRA","PUNE",49638,27532,35132,3371,115673
"MAHARASHTRA","RAIGHAR",3244,1019,221,15,4499
"MAHARASHTRA","RATNAGIRI",1485,604,546,100,2735
"MAHARASHTRA","SANGLI",39132,21660,24714,2380,87886
"MAHARASHTRA","SATARA",39340,20089,14545,1509,75483
"MAHARASHTRA","SINDHUDURGA",2341,1312,1015,90,4758
"MAHARASHTRA","SOLAPUR",46487,39780,41102,2372,129741
"MAHARASHTRA","THANE",2964,1698,1409,76,6147
"MAHARASHTRA","WARDHA",6760,19015,17594,285,43654
"MAHARASHTRA","WASHIM",4031,6638,8158,614,19441
"MAHARASHTRA","YAVATMAL",2224,15222,18290,780,36516
"MANIPUR","IMPHAL WEST",0,0,0,0,0
"MEGHALAYA","JAINTIA HILLS",1,4,6,0,11
"NAGALAND","DIMAPUR",112,101,55,5,273
"NAGALAND","MOKOKCHUNG",5,5,0,0,10
"ORISSA","ANGUL",9401,11200,5308,238,26147
"ORISSA","BALASORE",2207,625,175,7,3014
"ORISSA","BARGARH",3099,8789,6439,726,19053
"ORISSA","BHADRAK",264,54,22,0,340
"ORISSA","BOLANGIR",16655,22934,16871,1286,57746
"ORISSA","BOUDH",2704,4139,3382,299,10524
"ORISSA","CUTTACK",9080,3781,1442,77,14380
"ORISSA","DEOGARH",1968,3841,1690,44,7543
"ORISSA","DHENKANAL",4373,4522,2239,128,11262
"ORISSA","GAJAPATI",2308,1855,416,24,4603
"ORISSA","GANJAM",17469,10590,4126,476,32661
"ORISSA","JAGATSINGHPUR",685,286,152,3,1126
"ORISSA","JAJAPUR",1607,944,289,35,2875
"ORISSA","JHARSUGUDA",2511,2640,1791,113,7055
"ORISSA","KALAHANDI",6500,7150,3865,311,17826
"ORISSA","KANDHAMAL",2432,3344,2338,92,8206
"ORISSA","KENDRAPARA",210,96,17,0,323
"ORISSA","KEONJHAR",8581,9229,2907,112,20829
"ORISSA","KHURDA",9303,3961,1323,76,14663
"ORISSA","KORAPUT",1769,2503,1222,56,5550
"ORISSA","MALKANAGIRI",405,1189,465,25,2084
"ORISSA","MAYURBHANJA",5512,5973,2061,85,13631
"ORISSA","NAWARANGAPUR",4537,4640,1984,157,11318
"ORISSA","NAYAGARH",8286,5447,1683,48,15464
"ORISSA","NUAPADA",5212,5713,2551,135,13611
"ORISSA","PURI",852,136,23,59,1070
"ORISSA","RAYAGADA",901,753,397,21,2072
"ORISSA","SAMBALPUR",4984,5878,5114,535,16511
"ORISSA","SONEPUR",3613,4213,3499,731,12056
"ORISSA","SUNDARGARH",6213,10989,5867,519,23588
"PONDICHERRY","KARAIKAL",0,0,1,0,1
"PONDICHERRY","PONDICHERRY",49,22,6,0,77
"PUNJAB","BATHINDA",1,36,58,1,96
"PUNJAB","FATEHGARH SAHIB",0,11,58,0,69
"PUNJAB","GURDASPUR",11,40,62,2,115
"PUNJAB","HOSHIARPUR",122,152,223,25,522
"PUNJAB","LUDHIANA",2,6,80,4,92
"PUNJAB","MOGA",4,3,3,0,10
"PUNJAB","ROPAR",383,621,655,83,1742
"PUNJAB","SANGRUR",8,22,197,51,278
"RAJASTHAN","AJMER",7722,16737,37509,5859,67827
"RAJASTHAN","ALWAR",3765,14875,51838,2142,72620
"RAJASTHAN","BANSWARA",3241,3874,3139,306,10560
"RAJASTHAN","BARAN",3137,5084,12602,720,21543
"RAJASTHAN","BARMER",268,780,13408,6640,21096
"RAJASTHAN","BHARATPUR",308,1551,5986,288,8133
"RAJASTHAN","BHILWARA",13275,33730,54880,3527,105412
"RAJASTHAN","BIKANER",5,21,1677,647,2350
"RAJASTHAN","BUNDI",1891,5980,14316,706,22893
"RAJASTHAN","CHITTORGARH",10631,28029,50124,2069,90853
"RAJASTHAN","CHURU",70,369,3922,1152,5513
"RAJASTHAN","DAUSA",2377,9234,27152,1876,40639
"RAJASTHAN","DHOLPUR",456,1366,1684,176,3682
"RAJASTHAN","DUNGARPUR",4261,7209,6097,206,17773
"RAJASTHAN","GANGANAGAR",0,5,141,19,165
"RAJASTHAN","HANUMANGARH",14,72,231,19,336
"RAJASTHAN","JAIPUR",9159,20726,80087,7094,117066
"RAJASTHAN","JAISALMER",10,25,97,35,167
"RAJASTHAN","JALORE",1535,5233,36742,8635,52145
"RAJASTHAN","JHALAWAR",7599,18189,34634,2302,62724
"RAJASTHAN","JHUNJHUNU",484,3504,30354,1769,36111
"RAJASTHAN","JODHPUR",412,695,4931,1200,7238
"RAJASTHAN","KAROLI",2772,8354,16628,1080,28834
"RAJASTHAN","KOTA",1310,3245,7449,1086,13090
"RAJASTHAN","NAGAUR",644,2130,24565,4087,31426
"RAJASTHAN","PALI",3406,5838,25538,9301,44083
"RAJASTHAN","RAJSAMAND",9612,17772,18091,1492,46967
"RAJASTHAN","SAWAI MADHOPUR",2018,6996,20830,2251,32095
"RAJASTHAN","SIKAR",2489,7373,38731,2552,51145
"RAJASTHAN","SIROHI",1147,3516,11702,1497,17862
"RAJASTHAN","TONK",2000,8814,30251,4593,45658
"RAJASTHAN","UDAIPUR",11590,23210,25180,1787,61767
"TAMIL NADU","COIMBATORE",23875,34366,45686,2468,106395
"TAMIL NADU","CUDDALORE",6802,3449,1557,124,11932
"TAMIL NADU","DHARMAPURI",74060,34198,16014,541,124813
"TAMIL NADU","DINDIGUL",36932,31594,26584,1578,96688
"TAMIL NADU","ERODE",34987,40916,44989,1389,122281
"TAMIL NADU","KANCHEEPURAM",28293,12644,6444,555,47936
"TAMIL NADU","KANYAKUMARI",2718,264,138,11,3131
"TAMIL NADU","KARUR",17901,16190,13048,731,47870
"TAMIL NADU","MADURAI",30224,16178,6315,438,53155
"TAMIL NADU","NAGAPATTINAM",4684,624,366,2,5676
"TAMIL NADU","NAMAKKAL",31308,19173,10136,133,60750
"TAMIL NADU","NILGIRIS",384,331,226,39,980
"TAMIL NADU","PERAMBALUR",26140,14982,6129,263,47514
"TAMIL NADU","PUDUKKOTTAI",27585,10566,4723,450,43324
"TAMIL NADU","RAMANATHAPURAM",4310,1972,1447,148,7877
"TAMIL NADU","SALEM",58487,30318,12194,339,101338
"TAMIL NADU","SIVAGANGA",10073,5401,2793,200,18467
"TAMIL NADU","THANJAVUR",2451,1220,1068,41,4780
"TAMIL NADU","THENI",10376,9838,5136,218,25568
"TAMIL NADU","THIRUVALLUR",11113,6908,3370,166,21557
"TAMIL NADU","THIRUVARUR",179,76,41,2,298
"TAMIL NADU","TIRUCHIRAPPALLI",43542,23466,9494,416,76918
"TAMIL NADU","TIRUNELVELI",49776,26841,9959,934,87510
"TAMIL NADU","TIRUVANNAMALAI",108896,43715,15775,641,169027
"TAMIL NADU","TUTICORIN DISTRICT",15502,8995,6389,540,31426
"TAMIL NADU","VELLORE",77420,35001,14358,498,127277
"TAMIL NADU","VILLUPPURAM",95616,43279,16918,567,156380
"TAMIL NADU","VIRUDHUNAGAR",20894,14840,7986,516,44236
"TRIPURA","DHALAI",5,0,0,0,5
"TRIPURA","SOUTH TRIPURA",175,23,0,2,200
"TRIPURA","WEST TRIPURA",18,7,5,0,30
"UTTAR PRADESH","AGRA",931,340,476,2,1749
"UTTAR PRADESH","ALIGARH",0,0,0,0,0
"UTTAR PRADESH","ALLAHABAD",1289,1021,495,64,2869
"UTTAR PRADESH","AMBEDAKAR NAGAR",56,30,29,6,121
"UTTAR PRADESH","AZAMGARH",8,3,0,0,11
"UTTAR PRADESH","BAGHPAT",13,20,43,3,79
"UTTAR PRADESH","BAHARAICH",26,3,7,0,36
"UTTAR PRADESH","BALLIA",444,184,92,11,731
"UTTAR PRADESH","BALRAMPUR",66,29,9,1,105
"UTTAR PRADESH","BANDA",893,1037,1020,82,3032
"UTTAR PRADESH","BARABANKI",198,189,72,7,466
"UTTAR PRADESH","BAREILLY",64,18,5,2,89
"UTTAR PRADESH","BASTI",33,10,1,0,44
"UTTAR PRADESH","CHANDAULI",212,94,98,25,429
"UTTAR PRADESH","CHITRAKOOT",486,1524,1547,111,3668
"UTTAR PRADESH","DEORIA",21,4,2,0,27
"UTTAR PRADESH","FAIZABAD",208,99,41,27,375
"UTTAR PRADESH","FARRUKHABAD",10,10,7,2,29
"UTTAR PRADESH","FATEHPUR",390,202,124,55,771
"UTTAR PRADESH","FIROZABAD",6,16,27,12,61
"UTTAR PRADESH","GHAZIPUR",70,7,1,0,78
"UTTAR PRADESH","GONDA",2,8,0,4,14
"UTTAR PRADESH","GORAKHPUR",51,31,3,0,85
"UTTAR PRADESH","HAMIRPUR",846,837,1129,63,2875
"UTTAR PRADESH","HARDOI",203,104,59,7,373
"UTTAR PRADESH","JALAUN",767,913,1049,97,2826
"UTTAR PRADESH","JAUNPUR",1283,473,194,17,1967
"UTTAR PRADESH","JHANSI",10034,9049,6158,256,25497
"UTTAR PRADESH","KANNAUJ",33,12,10,2,57
"UTTAR PRADESH","KANPUR DEHAT",66,67,31,11,175
"UTTAR PRADESH","KANPUR NAGAR",81,45,32,0,158
"UTTAR PRADESH","KAUSHAMBI",8,3,4,0,15
"UTTAR PRADESH","KHERI",84,60,23,1,168
"UTTAR PRADESH","LALITPUR",3499,12107,8783,640,25029
"UTTAR PRADESH","LUCKNOW",33,11,8,0,52
"UTTAR PRADESH","MAHARAJ GANJ",38,8,1,0,47
"UTTAR PRADESH","MAHOBA",3814,5927,4926,517,15184
"UTTAR PRADESH","MAINPURI",2,2,0,0,4
"UTTAR PRADESH","MATHURA",115,130,175,2,422
"UTTAR PRADESH","MAU",94,32,3,1,130
"UTTAR PRADESH","MEERUT",11,5,6,0,22
"UTTAR PRADESH","MIRZAPUR",6501,6643,3537,224,16905
"UTTAR PRADESH","MUZZAFARNAGAR",76,63,91,0,230
"UTTAR PRADESH","PRATAPGARH",77,48,37,6,168
"UTTAR PRADESH","RAEBARELI",3305,1330,550,43,5228
"UTTAR PRADESH","SANT KABIR NAGAR",210,88,20,2,320
"UTTAR PRADESH","SANT RAVI DAS NAGAR",27,30,5,3,65
"UTTAR PRADESH","SHRAWASTI",9,17,18,1,45
"UTTAR PRADESH","SIDDHARTH NAGAR",296,98,17,10,421
"UTTAR PRADESH","SONBHADRA",4140,3222,1521,235,9118
"UTTAR PRADESH","SULTANPUR",537,237,58,21,853
"UTTAR PRADESH","UNNAO",104,98,25,1,228
"UTTAR PRADESH","VARANASI",163,177,82,9,431
"UTTARANCHAL","DEHRA DUN",8,6,5,0,19
"UTTARANCHAL","HARIDWAR",92,87,63,0,242
"UTTARANCHAL","NAINITAL",0,0,0,0,0
"UTTARANCHAL","PAURI",0,0,0,0,0
"UTTARANCHAL","UDHAM SINGH NAGAR",91,112,224,30,457
"WEST BENGAL","BANKURA",0,4044,0,0,4044
"WEST BENGAL","BIRBHUM",0,350,0,0,350
"WEST BENGAL","BURDWAN",0,69,0,0,69
"WEST BENGAL","COOCHBEHAR",0,6480,0,0,6480
