-----
{
 "description": "The table refers to Block wise Distribution of Shallow Tubewells according to Horse Power of Lifting Device. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.10.csv", 
 "title": "Download CSV for Blockwise Distribution of Shallow Tubewells according to Horse Power of Lifting Device", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.10.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Horse Power (0-2),Horse Power (2 - 4),Horse Power (4 - 6),Horse Power (6 -8),Horse Power (8 - 10),Horse Power (Above 10),Unspecified,Total
ANDHRA PRADESH,ANANTHAPUR,DHARMAVARAM,1,0,0,302,1,0,5,309
ANDHRA PRADESH,ANANTHAPUR,GANDLAPENTA,0,0,0,66,30,0,0,96
ANDHRA PRADESH,ANANTHAPUR,GARLADINNE,7,3,30,961,139,4,0,1144
ANDHRA PRADESH,ANANTHAPUR,GOOTY,11,0,0,333,62,6,1,413
ANDHRA PRADESH,ANANTHAPUR,GORANTLA,1,0,3,368,12,0,0,384
ANDHRA PRADESH,ANANTHAPUR,GUDIBANDA,0,0,0,166,95,37,2,300
ANDHRA PRADESH,ANANTHAPUR,GUMMAGATTA,1,0,0,523,74,0,0,598
ANDHRA PRADESH,ANANTHAPUR,GUNTAKAL,8,0,1,426,8,7,1,451
ANDHRA PRADESH,ANANTHAPUR,HINDUPUR,0,1,0,364,198,0,0,563
ANDHRA PRADESH,ANANTHAPUR,KADIRI,2,2,23,203,35,0,1,266
ANDHRA PRADESH,ANANTHAPUR,KALYANDURG,1,0,0,369,48,7,0,425
ANDHRA PRADESH,ANANTHAPUR,KAMBADUR,2,0,0,338,8,2,0,350
ANDHRA PRADESH,ANANTHAPUR,KANAGANAPALLE,25,2,0,368,86,0,5,486
ANDHRA PRADESH,ANANTHAPUR,KANEKAL,6,0,31,805,125,14,2,983
ANDHRA PRADESH,ANANTHAPUR,KOTHACHERUVU,3,0,0,384,5,0,10,402
ANDHRA PRADESH,ANANTHAPUR,KUDAIR,3,0,4,363,39,0,0,409
ANDHRA PRADESH,ANANTHAPUR,KUNDURPI,6,0,0,95,2,0,0,103
ANDHRA PRADESH,ANANTHAPUR,LEPAKSHI,4,0,0,629,321,9,3,966
ANDHRA PRADESH,ANANTHAPUR,MADAKASIRA,5,1,1,403,66,2,0,478
ANDHRA PRADESH,ANANTHAPUR,MUDIGUBBA,4,0,0,288,30,0,0,322
ANDHRA PRADESH,ANANTHAPUR,NALLACHERUVU,1,0,18,10,339,0,0,368
ANDHRA PRADESH,ANANTHAPUR,NALLAMADA,6,3,2,239,16,0,0,266
ANDHRA PRADESH,ANANTHAPUR,NAMBULIPULIKUNTA,0,0,11,241,126,2,0,380
ANDHRA PRADESH,ANANTHAPUR,NARPALA,17,0,2,266,104,1,0,390
ANDHRA PRADESH,ANANTHAPUR,OBULADEVARACHERUVU,5,0,0,124,161,0,0,290
ANDHRA PRADESH,ANANTHAPUR,PAMIDI,7,0,0,670,9,1,0,687
ANDHRA PRADESH,ANANTHAPUR,PARIGI,5,0,0,427,133,0,4,569
ANDHRA PRADESH,ANANTHAPUR,PEDDAPAPPUR,11,0,0,866,849,3,0,1729
ANDHRA PRADESH,ANANTHAPUR,PEDDAVADUGUR,8,0,1,493,212,0,0,714
ANDHRA PRADESH,ANANTHAPUR,PENU KONDA,12,0,0,259,172,0,0,443
ANDHRA PRADESH,ANANTHAPUR,PUTLUR,22,0,0,1091,389,1,1,1504
ANDHRA PRADESH,ANANTHAPUR,PUTTAPARTHI,1,0,1,319,17,0,0,338
ANDHRA PRADESH,ANANTHAPUR,RAMAGIRI,2,0,0,320,5,0,0,327
ANDHRA PRADESH,ANANTHAPUR,RAPTADU,6,0,0,218,385,4,0,613
ANDHRA PRADESH,ANANTHAPUR,RAYADURG,0,1,1,363,379,0,0,744
ANDHRA PRADESH,ANANTHAPUR,RODDAM,18,0,0,1070,2,0,0,1090
ANDHRA PRADESH,ANANTHAPUR,ROLLA,23,0,6,199,238,64,7,537
ANDHRA PRADESH,ANANTHAPUR,SETTUR,1,0,0,100,0,0,0,101
ANDHRA PRADESH,ANANTHAPUR,SINGANAMALA,43,0,1,587,53,9,0,693
ANDHRA PRADESH,ANANTHAPUR,SOMANDEPALLE,0,0,17,351,63,0,0,431
ANDHRA PRADESH,ANANTHAPUR,TADIMARRI,1,0,0,329,50,2,0,382
ANDHRA PRADESH,ANANTHAPUR,TADPATRI,8,0,70,821,83,3,0,985
ANDHRA PRADESH,ANANTHAPUR,TALUPULA,0,0,1,258,146,0,0,405
ANDHRA PRADESH,ANANTHAPUR,TANAKAL,0,0,0,57,70,5,1,133
ANDHRA PRADESH,ANANTHAPUR,URAVAKONDA,24,0,0,151,0,0,0,175
ANDHRA PRADESH,ANANTHAPUR,VAJRAKARUR,3,0,2,189,3,0,1,198
ANDHRA PRADESH,ANANTHAPUR,VIDAPANAKAL,2,0,0,116,39,1,1,159
ANDHRA PRADESH,ANANTHAPUR,YADIKI,10,0,0,20,729,0,0,759
ANDHRA PRADESH,ANANTHAPUR,YELLANUR,8,0,0,809,358,23,8,1206
ANDHRA PRADESH,CHITTOOR,B KOTHAKOTA,20,0,0,19,203,0,1,243
ANDHRA PRADESH,CHITTOOR,BAIREDDI PALLE,3,0,71,253,55,0,0,382
ANDHRA PRADESH,CHITTOOR,BANGARUPALEM,1,0,36,47,10,1,4,99
ANDHRA PRADESH,CHITTOOR,BUCHINAIDU KHANDRIGA,0,0,20,94,2,4,0,120
ANDHRA PRADESH,CHITTOOR,CHANDRAGIRI,0,0,51,49,14,0,0,114
ANDHRA PRADESH,CHITTOOR,CHINNAGOTTIGALLU,10,5,34,338,351,18,4,760
ANDHRA PRADESH,CHITTOOR,CHITTOOR,2,0,2,29,29,1,1,64
ANDHRA PRADESH,CHITTOOR,CHOWDEPALLE,2,0,10,77,3,0,4,96
ANDHRA PRADESH,CHITTOOR,GANGADHARA NELLORE,1,1,11,99,28,7,0,147
ANDHRA PRADESH,CHITTOOR,GANGAVARAM,1,2,32,60,7,2,0,104
ANDHRA PRADESH,CHITTOOR,GUDI PALLE,0,0,0,2,2,0,0,4
ANDHRA PRADESH,CHITTOOR,GUDIPALA,0,0,0,21,1,0,0,22
ANDHRA PRADESH,CHITTOOR,GURRAMKONDA,0,0,0,5,56,0,0,61
ANDHRA PRADESH,CHITTOOR,K V P PURAM,3,1,40,576,16,0,0,636
ANDHRA PRADESH,CHITTOOR,KALAKADA,3,0,10,215,142,0,1,371
ANDHRA PRADESH,CHITTOOR,KALIKIRI,0,1,12,198,213,27,2,453
ANDHRA PRADESH,CHITTOOR,KAMBHAMVARIPALLE,2,0,53,27,19,0,0,101
ANDHRA PRADESH,CHITTOOR,KARVETINAGAR,0,0,119,785,73,1,1,979
ANDHRA PRADESH,CHITTOOR,KUPPAM,0,0,0,16,6,0,0,22
ANDHRA PRADESH,CHITTOOR,KURABALAKOTA,3,0,1,9,163,2,0,178
ANDHRA PRADESH,CHITTOOR,MANDANPALLE,7,0,6,530,198,11,4,756
ANDHRA PRADESH,CHITTOOR,MULAKALACHERUVU,1,1,1,57,49,0,0,109
ANDHRA PRADESH,CHITTOOR,NAGALAPURAM,68,2,113,354,1,0,0,538
ANDHRA PRADESH,CHITTOOR,NAGARI,4,1,23,499,48,0,0,575
ANDHRA PRADESH,CHITTOOR,NARAYANAVANAM,4,0,111,318,0,0,2,435
ANDHRA PRADESH,CHITTOOR,NIMMANAPALLE,2,0,0,52,129,0,0,183
ANDHRA PRADESH,CHITTOOR,NINDRA,33,0,0,832,2,0,3,870
ANDHRA PRADESH,CHITTOOR,PAKALA,6,0,0,99,166,35,5,311
ANDHRA PRADESH,CHITTOOR,PALAMANER,2,0,17,185,0,0,0,204
ANDHRA PRADESH,CHITTOOR,PALASAMUDRAM,1,0,12,81,57,0,0,151
ANDHRA PRADESH,CHITTOOR,PEDDA PANJANI,2,0,83,103,9,1,0,198
ANDHRA PRADESH,CHITTOOR,PEDDAMANDYAM,3,0,16,29,23,0,0,71
ANDHRA PRADESH,CHITTOOR,PEDDATHIPPASAMUDRAM,14,0,13,169,14,0,0,210
ANDHRA PRADESH,CHITTOOR,PENUMURU,3,0,8,62,42,1,0,116
ANDHRA PRADESH,CHITTOOR,PICHATUR,11,0,1,146,39,0,0,197
ANDHRA PRADESH,CHITTOOR,PILERU,0,0,1,47,20,0,0,68
ANDHRA PRADESH,CHITTOOR,PULICHERLA,0,0,0,3,61,8,1,73
ANDHRA PRADESH,CHITTOOR,PUNGANUR,5,0,116,129,35,0,0,285
ANDHRA PRADESH,CHITTOOR,PUTHALAPATTU,6,1,59,437,296,117,9,925
ANDHRA PRADESH,CHITTOOR,PUTTUR,11,2,59,345,151,1,1,570
ANDHRA PRADESH,CHITTOOR,RAMA KUPPAM,5,0,5,57,9,0,0,76
ANDHRA PRADESH,CHITTOOR,RAMACHANDRAPURAM,0,0,0,424,124,7,0,555
ANDHRA PRADESH,CHITTOOR,RAMASAMUDRAM,1,0,22,0,44,0,0,67
ANDHRA PRADESH,CHITTOOR,RENIGUNTA,5,0,323,151,72,1,0,552
ANDHRA PRADESH,CHITTOOR,ROMPICHERLA,105,0,0,0,0,0,0,105
ANDHRA PRADESH,CHITTOOR,SANTHI PURAM,0,0,4,8,1,0,0,13
ANDHRA PRADESH,CHITTOOR,SODAM,0,0,14,38,31,1,0,84
ANDHRA PRADESH,CHITTOOR,SOMALA,0,0,1,25,34,2,0,62
ANDHRA PRADESH,CHITTOOR,SRIKALAHASTI,10,0,64,317,7,0,3,401
ANDHRA PRADESH,CHITTOOR,SRIRANGARAJAPURAM,2,2,31,131,143,28,1,338
ANDHRA PRADESH,CHITTOOR,THOTTAMBEDU,6,0,34,545,71,10,0,666
ANDHRA PRADESH,CHITTOOR,TIRUPATI RURAL,3,0,3,350,305,62,0,723
ANDHRA PRADESH,CHITTOOR,TIRUPATI URBAN,0,0,12,8,4,0,0,24
ANDHRA PRADESH,CHITTOOR,VADAMALAPETA,0,0,112,246,264,8,2,632
ANDHRA PRADESH,CHITTOOR,VARADAIAHPALEM,8,0,5,349,10,1,0,373
ANDHRA PRADESH,CHITTOOR,VAYALPAD,2,0,24,25,53,0,0,104
ANDHRA PRADESH,CHITTOOR,VEDURU KUPPAM,0,0,268,281,88,9,0,646
ANDHRA PRADESH,CHITTOOR,VENKATAGIRI KOTA,3,0,11,80,24,0,1,119
ANDHRA PRADESH,CHITTOOR,VIJAYA PURAM,2,7,6,92,379,0,0,486
ANDHRA PRADESH,CHITTOOR,YADAMARI,1,0,7,12,7,0,0,27
ANDHRA PRADESH,CHITTOOR,YERPEDU,35,0,410,1078,65,2,14,1604
ANDHRA PRADESH,CHITTOOR,YERRAVARIPALEM,0,0,33,200,154,4,0,391
ANDHRA PRADESH,CUDDAPAH,A.KASINAYANI,0,0,0,0,53,0,0,53
ANDHRA PRADESH,CUDDAPAH,ATLUR,0,0,0,66,1,7,0,74
ANDHRA PRADESH,CUDDAPAH,B KODUR,0,0,0,1,0,0,0,1
ANDHRA PRADESH,CUDDAPAH,BADVEL,0,0,0,65,11,10,0,86
ANDHRA PRADESH,CUDDAPAH,BRAHMAMGARIMATTAM,0,0,0,1,6,13,0,20
ANDHRA PRADESH,CUDDAPAH,CHAKRAYAPET,0,0,2,424,22,1,0,449
ANDHRA PRADESH,CUDDAPAH,CHAPAD,0,0,0,607,459,79,20,1165
ANDHRA PRADESH,CUDDAPAH,CHENNUR,0,0,0,26,13,235,6,280
ANDHRA PRADESH,CUDDAPAH,CHINNAMANDEM,0,0,0,5,17,1,0,23
ANDHRA PRADESH,CUDDAPAH,CHINTHA KOMMADINNE,0,0,0,21,6,2,1,30
ANDHRA PRADESH,CUDDAPAH,CHITVEL,1,0,0,2,12,231,0,246
ANDHRA PRADESH,CUDDAPAH,DUVVUR,0,0,6,20,1,209,0,236
ANDHRA PRADESH,CUDDAPAH,GALIVEEDU,0,0,0,23,15,2,0,40
ANDHRA PRADESH,CUDDAPAH,GOPAVARAM,0,0,0,10,0,0,0,10
ANDHRA PRADESH,CUDDAPAH,JAMMALAMADUGU,0,0,2,302,46,16,11,377
ANDHRA PRADESH,CUDDAPAH,KAMALAPURAM,0,0,44,1244,38,23,11,1360
ANDHRA PRADESH,CUDDAPAH,KHAJIPET,0,0,0,111,379,135,0,625
ANDHRA PRADESH,CUDDAPAH,KONDAPURAM,0,0,0,1361,7,0,13,1381
ANDHRA PRADESH,CUDDAPAH,LAKKIREDDIPALLE,0,0,0,36,49,7,0,92
ANDHRA PRADESH,CUDDAPAH,MYLAVARAM,0,0,0,262,27,35,0,324
ANDHRA PRADESH,CUDDAPAH,NANDALUR,0,0,1,256,5,0,0,262
ANDHRA PRADESH,CUDDAPAH,PEDDAMUDIUM,0,0,0,113,129,6,0,248
ANDHRA PRADESH,CUDDAPAH,PENAGALURU,0,0,0,409,8,22,5,444
ANDHRA PRADESH,CUDDAPAH,PENDLIMARRI,1,0,3,329,1052,232,4,1621
ANDHRA PRADESH,CUDDAPAH,PORUMAMILLA,0,0,0,21,215,43,0,279
ANDHRA PRADESH,CUDDAPAH,PRODDUTUR,0,0,1,953,80,9,0,1043
ANDHRA PRADESH,CUDDAPAH,PULLAMPETA,0,0,0,4,50,64,2,120
ANDHRA PRADESH,CUDDAPAH,RAJAMPET,0,0,0,245,2,1,18,266
ANDHRA PRADESH,CUDDAPAH,RAJU PALEM,0,0,0,97,24,3,0,124
ANDHRA PRADESH,CUDDAPAH,RAYACHOTI,0,0,46,17,0,0,0,63
ANDHRA PRADESH,CUDDAPAH,S MYDUKUR,0,0,0,326,21,655,128,1130
ANDHRA PRADESH,CUDDAPAH,SAMBEPALLE,0,0,24,12,0,1,1,38
ANDHRA PRADESH,CUDDAPAH,SIDHOUT,0,0,2,458,235,90,0,785
ANDHRA PRADESH,CUDDAPAH,T SUNDUPALLE,0,0,192,596,7,0,4,799
ANDHRA PRADESH,CUDDAPAH,THANDUR,0,0,0,29,0,0,0,29
ANDHRA PRADESH,CUDDAPAH,VALLUR,0,0,0,458,25,9,6,498
ANDHRA PRADESH,CUDDAPAH,VEERABALLE,0,0,0,434,5,0,2,441
ANDHRA PRADESH,CUDDAPAH,VEERAPUNAYUNIPALLE,0,0,0,132,372,45,2,551
ANDHRA PRADESH,CUDDAPAH,VEMPALLE,0,0,1,651,269,4,1,926
ANDHRA PRADESH,CUDDAPAH,VEMULA,0,0,0,50,174,0,0,224
ANDHRA PRADESH,CUDDAPAH,VONTIMITTA,0,0,1,27,0,0,0,28
ANDHRA PRADESH,CUDDAPAH,YERRAGUNTLA,0,0,0,264,3,0,1,268
ANDHRA PRADESH,EAST GODAVARI,ADDATEEGALA,0,0,1,5,16,3,6,31
ANDHRA PRADESH,EAST GODAVARI,AINAVILLI,2,1,40,665,16,2,1,727
ANDHRA PRADESH,EAST GODAVARI,ALAMURU,25,1,2,734,7,10,15,794
ANDHRA PRADESH,EAST GODAVARI,ALLAVARAM,0,0,0,57,52,0,0,109
ANDHRA PRADESH,EAST GODAVARI,AMALAPURAM,2,0,5,490,11,4,1,513
ANDHRA PRADESH,EAST GODAVARI,AMBAJIPETA,7,1,101,1154,34,88,5,1390
ANDHRA PRADESH,EAST GODAVARI,ANAPARTHI,1,0,0,226,0,3,0,230
ANDHRA PRADESH,EAST GODAVARI,ATREYAPURAM,6,0,0,1019,301,23,2,1351
ANDHRA PRADESH,EAST GODAVARI,BICCAVOLU,0,0,0,130,0,13,0,143
ANDHRA PRADESH,EAST GODAVARI,GOKAVARAM,2,0,0,162,39,8,2,213
ANDHRA PRADESH,EAST GODAVARI,GOLLAPROLU,0,0,0,0,3,2,0,5
ANDHRA PRADESH,EAST GODAVARI,I POLAVARAM,0,1,0,51,10,0,0,62
ANDHRA PRADESH,EAST GODAVARI,JAGGAMPETA,1,0,0,24,1,28,85,139
ANDHRA PRADESH,EAST GODAVARI,KADIAM,30,2,6,1726,11,18,5,1798
ANDHRA PRADESH,EAST GODAVARI,KAJULURU,0,0,0,50,0,0,0,50
ANDHRA PRADESH,EAST GODAVARI,KAKINADA (RURAL),0,0,0,44,0,12,0,56
ANDHRA PRADESH,EAST GODAVARI,KAPILESWARAPURAM,6,2,0,645,84,7,2,746
ANDHRA PRADESH,EAST GODAVARI,KARAPA,0,0,1,5,0,18,0,24
ANDHRA PRADESH,EAST GODAVARI,KIRLAMPUDI,0,0,0,1,137,487,58,683
ANDHRA PRADESH,EAST GODAVARI,KORUKONDA,1,0,0,383,2,0,0,386
ANDHRA PRADESH,EAST GODAVARI,KOTANANDURU,5,0,0,220,23,2,1,251
ANDHRA PRADESH,EAST GODAVARI,KOTHAPALLI,0,0,0,8,50,7,0,65
ANDHRA PRADESH,EAST GODAVARI,KOTHAPETA,3,5,0,1457,74,23,1,1563
ANDHRA PRADESH,EAST GODAVARI,MALIKIPURAM,3,1731,0,297,0,0,5,2036
ANDHRA PRADESH,EAST GODAVARI,MAMIDIKUDURU,0,0,1,441,3,1,1,447
ANDHRA PRADESH,EAST GODAVARI,MANDAPETA,17,13,0,652,13,3,6,704
ANDHRA PRADESH,EAST GODAVARI,MUMMIDIVARAM,2,242,0,218,0,5,0,467
ANDHRA PRADESH,EAST GODAVARI,P GANNAVARAM,1,0,0,779,5,1,2,788
ANDHRA PRADESH,EAST GODAVARI,PAMARRU,1,1,0,394,0,5,1,402
ANDHRA PRADESH,EAST GODAVARI,PEDAPUDI,1,0,0,259,0,0,0,260
ANDHRA PRADESH,EAST GODAVARI,PEDDAPURAM,6,0,1,30,26,143,137,343
ANDHRA PRADESH,EAST GODAVARI,PITHAPURAM,4,1,0,48,55,338,99,545
ANDHRA PRADESH,EAST GODAVARI,PRATHIPADU,0,0,0,30,228,65,0,323
ANDHRA PRADESH,EAST GODAVARI,RAJAHMUNDRY(RURAL),2,0,0,171,13,6,0,192
ANDHRA PRADESH,EAST GODAVARI,RAJANAGARAM,0,0,0,0,0,50,32,82
ANDHRA PRADESH,EAST GODAVARI,RAMACHANDRAPURAM,3,0,21,591,0,5,4,624
ANDHRA PRADESH,EAST GODAVARI,RANGAMPETA,1,0,0,1,8,26,2,38
ANDHRA PRADESH,EAST GODAVARI,RAVULAPALEM,0,0,0,861,322,36,0,1219
ANDHRA PRADESH,EAST GODAVARI,RAYAVARAM,0,0,0,336,0,37,0,373
ANDHRA PRADESH,EAST GODAVARI,RAZOLE,5,0,0,133,4,26,0,168
ANDHRA PRADESH,EAST GODAVARI,SAKHINETIPALLE,0,0,0,110,0,0,0,110
ANDHRA PRADESH,EAST GODAVARI,SAMALKOTA,0,0,0,0,6,7,48,61
ANDHRA PRADESH,EAST GODAVARI,SANKHAVARAM,1,0,0,30,127,138,1,297
ANDHRA PRADESH,EAST GODAVARI,SEETHANAGARAM,5,0,0,292,219,163,28,707
ANDHRA PRADESH,EAST GODAVARI,THALLAREVU,1,0,0,26,0,0,0,27
ANDHRA PRADESH,EAST GODAVARI,THONDANGI,1,1,0,36,208,86,49,381
ANDHRA PRADESH,EAST GODAVARI,TUNI,2,1,0,102,388,9,1,503
ANDHRA PRADESH,EAST GODAVARI,UPPALAGUPTAM,0,0,0,42,0,0,0,42
ANDHRA PRADESH,EAST GODAVARI,YELESWARAM,6,2,0,7,252,751,37,1055
ANDHRA PRADESH,GUNTUR,ACHAMPETA,0,0,0,96,0,0,0,96
ANDHRA PRADESH,GUNTUR,AMARAVATHI,1,0,97,182,0,0,0,280
ANDHRA PRADESH,GUNTUR,AMRUTHALUR,1,26,91,209,0,0,0,327
ANDHRA PRADESH,GUNTUR,BAPATLA,4,0,0,23,0,0,0,27
ANDHRA PRADESH,GUNTUR,BELLAMKONDA,0,0,1,120,0,0,1,122
ANDHRA PRADESH,GUNTUR,BHATTIPROLU,12,0,382,635,12,0,7,1048
ANDHRA PRADESH,GUNTUR,BOLLAPALLE,8,2,4,1603,1,0,3,1621
ANDHRA PRADESH,GUNTUR,CHEBROLE,0,0,9,19,0,0,0,28
ANDHRA PRADESH,GUNTUR,CHERUKUPALLE,0,0,0,53,0,0,0,53
ANDHRA PRADESH,GUNTUR,DACHEPALLE,0,0,0,93,0,0,0,93
ANDHRA PRADESH,GUNTUR,DUGGIRALA,21,3,615,1027,4,0,10,1680
ANDHRA PRADESH,GUNTUR,EDLAPADU,0,0,2,33,1,0,1,37
ANDHRA PRADESH,GUNTUR,GUNTUR,0,5,22,9,0,0,0,36
ANDHRA PRADESH,GUNTUR,GURAZALA,0,0,0,71,0,0,0,71
ANDHRA PRADESH,GUNTUR,IPURU,1,0,0,49,3,0,0,53
ANDHRA PRADESH,GUNTUR,KAREMPUDI,1,0,10,286,0,0,1,298
ANDHRA PRADESH,GUNTUR,KARLAPALEM,1,0,0,37,2,0,0,40
ANDHRA PRADESH,GUNTUR,KOLLIPARA,10,1,984,715,12,1,14,1737
ANDHRA PRADESH,GUNTUR,KOLLUR,3,1,1343,1221,65,3,6,2642
ANDHRA PRADESH,GUNTUR,KROSURU,0,0,0,20,0,0,0,20
ANDHRA PRADESH,GUNTUR,MACHAVARAM,1,0,0,193,0,0,0,194
ANDHRA PRADESH,GUNTUR,MACHERLA,0,0,0,51,0,6,0,57
ANDHRA PRADESH,GUNTUR,MANGALAGIRI,12,1,588,292,3,1,2,899
ANDHRA PRADESH,GUNTUR,MEDIKONDURU,0,0,0,2,0,1,0,3
ANDHRA PRADESH,GUNTUR,NADENDLA,0,0,0,4,0,0,0,4
ANDHRA PRADESH,GUNTUR,NAGARAM,0,1,16,18,1,0,0,36
ANDHRA PRADESH,GUNTUR,NAKARIKALLU,0,0,0,82,0,0,0,82
ANDHRA PRADESH,GUNTUR,NARASARAOPETA,0,0,0,3,0,0,0,3
ANDHRA PRADESH,GUNTUR,NIZAMPATNAM,0,0,3,2,0,0,0,5
ANDHRA PRADESH,GUNTUR,PEDAKAKANI,0,2,48,31,3,1,1,86
ANDHRA PRADESH,GUNTUR,PHIRANGIPURAM,0,0,0,90,0,0,0,90
ANDHRA PRADESH,GUNTUR,PIDUGURALLA,1,0,0,58,0,0,0,59
ANDHRA PRADESH,GUNTUR,PITTALAVANIPALEM,1,1,0,0,0,0,0,2
ANDHRA PRADESH,GUNTUR,PONNUR,7,3,391,536,62,19,3,1021
ANDHRA PRADESH,GUNTUR,PRATHIPADU,0,0,10,18,0,0,0,28
ANDHRA PRADESH,GUNTUR,RAJUPALEM,2,0,7,16,0,0,0,25
ANDHRA PRADESH,GUNTUR,RENTACRINTALA,0,0,0,32,0,0,0,32
