-----
{
 "description": "The table refers to block wise culturable command area and potential created through shallow tubewells . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.13.csv", 
 "title": "Download CSV for Block wise Culturable Command Area and Potential Created through Shallow Tubewells for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.13.csv"
}
-----
State,District,Block,Culturable Command Area,Irrigation potential created - Kharif,Irrigation potential created - Rabi,Irrigation potential created - Perennial,Irrigation potential created - Others,Total - Irrigation potential created
MADHYA PRADESH,BILASPUR,DABHARA,1956,2017,987,6,5,3015
MADHYA PRADESH,BILASPUR,GORELLA-1,129,44,87,0,0,131
MADHYA PRADESH,BILASPUR,JALJAIPUR,20,7,15,0,0,22
MADHYA PRADESH,BILASPUR,KORBA,1,0,1,0,0,1
MADHYA PRADESH,BILASPUR,LORMI,97,53,43,0,0,96
MADHYA PRADESH,BILASPUR,MALKHARAUDA,706,389,646,0,0,1035
MADHYA PRADESH,BILASPUR,MASTURI,50,50,0,0,0,50
MADHYA PRADESH,BILASPUR,MUNGELI,589,520,214,0,0,734
MADHYA PRADESH,BILASPUR,NAWAGARH,25,19,17,9,0,45
MADHYA PRADESH,BILASPUR,PAMGARH,3,1,2,0,0,3
MADHYA PRADESH,BILASPUR,PANDARIYA,1773,1704,642,0,0,2346
MADHYA PRADESH,BILASPUR,PATHARIYA,280,244,200,0,0,444
MADHYA PRADESH,BILASPUR,PONDI-APRORA,141,61,85,1,0,147
MADHYA PRADESH,BILASPUR,SAKTI,252,203,51,0,0,254
MADHYA PRADESH,BILASPUR,TAKHATPUR,1465,1324,877,16,6,2223
MADHYA PRADESH,CHHATARPUR,CHHATARPUR,17,0,17,0,0,17
MADHYA PRADESH,CHHATARPUR,GAURIHAR,2,0,2,0,0,2
MADHYA PRADESH,CHHATARPUR,LAUNDI,4,0,4,0,0,4
MADHYA PRADESH,CHHATARPUR,RAJNAGAR,496,0,496,0,0,496
MADHYA PRADESH,CHHINDWARA,AMARWADA,216,63,184,0,0,247
MADHYA PRADESH,CHHINDWARA,CHAURAI,196,9,193,0,0,202
MADHYA PRADESH,CHHINDWARA,CHHINDWARA,38,110,0,0,0,110
MADHYA PRADESH,CHHINDWARA,HARRAI,2,0,2,0,0,2
MADHYA PRADESH,CHHINDWARA,JAMAIE,31,3,29,0,0,32
MADHYA PRADESH,CHHINDWARA,MOHKHED,82,9,84,0,0,93
MADHYA PRADESH,CHHINDWARA,PANDHURNA,59,6,59,0,0,65
MADHYA PRADESH,CHHINDWARA,PARASIYA,335,47,331,0,0,378
MADHYA PRADESH,CHHINDWARA,SAUNSAR,19,1,19,0,0,20
MADHYA PRADESH,CHHINDWARA,TAMIYA,38,0,38,0,0,38
MADHYA PRADESH,DAMOH,DAMOH,350,1,350,0,0,351
MADHYA PRADESH,DAMOH,HATA,851,0,852,0,0,852
MADHYA PRADESH,DAMOH,JABERA,269,0,269,0,0,269
MADHYA PRADESH,DAMOH,PATERA,469,87,407,0,0,494
MADHYA PRADESH,DAMOH,PATHARIYA,2780,1,2778,3,0,2782
MADHYA PRADESH,DAMOH,PATIYAGARH,3415,4,3480,0,0,3484
MADHYA PRADESH,DAMOH,TENDUKHEDA,21,0,21,0,0,21
MADHYA PRADESH,DEWAS,BAGALI,2262,523,1840,3,0,2366
MADHYA PRADESH,DEWAS,DEWAS,9447,345,9266,60,1,9672
MADHYA PRADESH,DEWAS,KANNAUD,443,89,381,0,0,470
MADHYA PRADESH,DEWAS,KHATEGAON,3302,345,2967,0,0,3312
MADHYA PRADESH,DEWAS,SONKACHH,5809,219,5604,155,0,5978
MADHYA PRADESH,DEWAS,TONK KHURD,3545,244,3254,73,1,3572
MADHYA PRADESH,DHAR,BADNAWAR,17192,391,17055,33,26,17505
MADHYA PRADESH,DHAR,BAKANER,32,0,31,2,0,33
MADHYA PRADESH,DHAR,DHAR,18425,114,18359,0,3,18476
MADHYA PRADESH,DHAR,DHARAMPURI,74,38,42,0,0,80
MADHYA PRADESH,DHAR,GANDHWANI,143,45,99,0,0,144
MADHYA PRADESH,DHAR,KUKSHI,37,19,19,0,0,38
MADHYA PRADESH,DHAR,MANAWAR,72,49,23,0,0,72
MADHYA PRADESH,DHAR,NALCHHA,11442,235,11295,56,0,11586
MADHYA PRADESH,DHAR,NISARPUR,719,480,262,0,0,742
MADHYA PRADESH,DHAR,SARDARPUR,4605,438,4167,16,0,4621
MADHYA PRADESH,DHAR,TIRLA,4744,15,4737,6,0,4758
MADHYA PRADESH,DURG,BALOD,2670,2656,1014,14,156,3840
MADHYA PRADESH,DURG,BEMETARA,1803,1785,694,0,1,2480
MADHYA PRADESH,DURG,BERLA,1318,1320,214,2,0,1536
MADHYA PRADESH,DURG,DHAMDA,2606,2514,1009,181,244,3948
MADHYA PRADESH,DURG,DONDI,13,13,5,0,0,18
MADHYA PRADESH,DURG,DONDILOHARA,1211,1223,220,0,119,1562
MADHYA PRADESH,DURG,DURG,1261,956,443,48,40,1487
MADHYA PRADESH,DURG,GUNDARDEHI,2711,2713,733,70,516,4032
MADHYA PRADESH,DURG,GURUR,6756,6793,350,5,3080,10228
MADHYA PRADESH,DURG,NAWAGARH,1336,1323,619,24,1,1967
MADHYA PRADESH,DURG,PATAN,3962,3961,1238,35,15,5249
MADHYA PRADESH,DURG,SAJA,2245,2210,965,19,3,3197
MADHYA PRADESH,GUNA,ARON,381,81,391,0,0,472
MADHYA PRADESH,GUNA,ASHOKNAGAR,1482,3,1512,0,0,1515
MADHYA PRADESH,GUNA,BAGHOGARH,141,0,141,0,0,141
MADHYA PRADESH,GUNA,BAMORI,4748,231,5165,0,0,5396
MADHYA PRADESH,GUNA,CHANDERI,57,0,57,0,0,57
MADHYA PRADESH,GUNA,GUNA,799,2,824,0,0,826
MADHYA PRADESH,GUNA,ISAGARH,3689,53,3709,0,0,3762
MADHYA PRADESH,GUNA,MUNGAOLI,712,1,749,0,0,750
MADHYA PRADESH,GWALIOR,BHANDER,124,0,124,0,0,124
MADHYA PRADESH,GWALIOR,BHITARWAR,162,57,174,0,0,231
MADHYA PRADESH,GWALIOR,DABRA,798,554,746,0,0,1300
MADHYA PRADESH,GWALIOR,GHATI GAON,109,53,98,0,0,151
MADHYA PRADESH,GWALIOR,MORAR,1343,270,1242,0,0,1512
MADHYA PRADESH,HOSHANGABAD,BABAI,3139,9,3130,0,0,3139
MADHYA PRADESH,HOSHANGABAD,BANKHEDI,6537,6,6528,0,36,6570
MADHYA PRADESH,HOSHANGABAD,HARDA,394,4,419,5,0,428
MADHYA PRADESH,HOSHANGABAD,HOSHNAGABAD,393,0,393,0,0,393
MADHYA PRADESH,HOSHANGABAD,KESALI,273,2,273,0,0,275
MADHYA PRADESH,HOSHANGABAD,KHIRAKIYA,203,86,140,0,0,226
MADHYA PRADESH,HOSHANGABAD,PIPARIA,9808,11,9807,0,0,9818
MADHYA PRADESH,HOSHANGABAD,SEONI MALWA,240,0,240,0,0,240
MADHYA PRADESH,HOSHANGABAD,SOHAGPUR,2297,0,2303,3,0,2306
MADHYA PRADESH,HOSHANGABAD,TIMARNI,57,0,57,0,0,57
MADHYA PRADESH,INDORE,DEPALPUR,25722,169,25661,26,2,25858
MADHYA PRADESH,INDORE,INDORE,12977,289,12985,4,0,13278
MADHYA PRADESH,INDORE,MHOW,1508,83,1439,1,0,1523
MADHYA PRADESH,INDORE,SANWER,35245,1936,34460,0,0,36396
MADHYA PRADESH,JABALPUR,BADWARA,490,0,491,0,0,491
MADHYA PRADESH,JABALPUR,BAMHORIBAND,178,50,130,0,0,180
MADHYA PRADESH,JABALPUR,BARGI,74,4,74,0,0,78
MADHYA PRADESH,JABALPUR,DHIMARKHEDA,35,3,33,0,0,36
MADHYA PRADESH,JABALPUR,MAJHAULI,96,2,185,0,0,187
MADHYA PRADESH,JABALPUR,PANAGARH,1002,219,832,0,0,1051
MADHYA PRADESH,JABALPUR,PATAN,4948,668,4620,0,0,5288
MADHYA PRADESH,JABALPUR,SHAHPURA,2003,141,1885,0,12,2038
MADHYA PRADESH,JABALPUR,SIHORA,344,23,352,0,0,375
MADHYA PRADESH,JHABUA,JHABUA,68,0,68,0,0,68
MADHYA PRADESH,JHABUA,JOBAT,100,28,54,1,17,100
MADHYA PRADESH,JHABUA,PETALAWAD,69,12,52,6,0,70
MADHYA PRADESH,JHABUA,THANDLA,22,6,17,0,0,23
MADHYA PRADESH,JHABUA,UDAIGARH,30,4,26,0,0,30
MADHYA PRADESH,KHANDWA,BALDEE,63,14,50,0,0,64
MADHYA PRADESH,KHANDWA,BURHANPUR,150,154,12,0,0,166
MADHYA PRADESH,KHANDWA,CHHAIGAON MAKHAN,26,17,14,0,0,31
MADHYA PRADESH,KHANDWA,HARSUD,42,24,26,0,4,54
MADHYA PRADESH,KHANDWA,KHALWA,12,5,7,0,0,12
MADHYA PRADESH,KHANDWA,PANDHANA,26,14,23,0,0,37
MADHYA PRADESH,KHARGONE,BADWAH,373,308,95,0,0,403
MADHYA PRADESH,KHARGONE,BHAGWANPURA,2,2,2,0,0,4
MADHYA PRADESH,KHARGONE,BHEEKANGAON,75,57,24,0,0,81
MADHYA PRADESH,KHARGONE,KASRAWAD,113,92,39,0,0,131
MADHYA PRADESH,KHARGONE,KHARGONE,62,48,31,0,0,79
MADHYA PRADESH,KHARGONE,MAHESHWAR,7,5,2,0,0,7
MADHYA PRADESH,KHARGONE,NIWALI,23,24,16,0,0,40
MADHYA PRADESH,KHARGONE,PANSEMAL,2158,965,850,488,0,2303
MADHYA PRADESH,MANDLA,BICHHIYA,16,16,0,0,0,16
MADHYA PRADESH,MANDLA,GHUGHARI,2,2,0,0,0,2
MADHYA PRADESH,MANDLA,KARANJIYA,17,0,17,0,0,17
MADHYA PRADESH,MANDLA,MANDLA,116,2,114,0,0,116
MADHYA PRADESH,MANDLA,NAINPUR,4,2,2,0,0,4
MADHYA PRADESH,MANDSAUR,BHANPURA,27,3,26,0,0,29
MADHYA PRADESH,MANDSAUR,GAROTH,104,4,104,0,0,108
MADHYA PRADESH,MANDSAUR,JAWAD,555,100,534,9,0,643
MADHYA PRADESH,MANDSAUR,MALHARGARH,168,10,159,0,0,169
MADHYA PRADESH,MANDSAUR,MANASA,108,4,91,18,0,113
MADHYA PRADESH,MANDSAUR,MANDSAUR,200,11,204,1,0,216
MADHYA PRADESH,MANDSAUR,NEEMACH,45,2,43,1,1,47
MADHYA PRADESH,MANDSAUR,SITAMAU,167,22,163,0,0,185
MADHYA PRADESH,MORENA,AMBAH,32,2,32,0,0,34
MADHYA PRADESH,MORENA,JAURA,53,6,54,0,0,60
MADHYA PRADESH,MORENA,KARAHAL,2362,673,2362,0,0,3035
MADHYA PRADESH,MORENA,MORENA,438,40,448,0,0,488
MADHYA PRADESH,MORENA,PAHARGARH,94,3,194,0,0,197
MADHYA PRADESH,MORENA,SABALGARH,52,45,52,0,0,97
MADHYA PRADESH,MORENA,SHEOPUR KALAN,9265,1517,10788,0,0,12305
MADHYA PRADESH,MORENA,VIJAIPUR,556,10,556,0,0,566
MADHYA PRADESH,NARSIMHAPUR,BABAICHICHALI,1972,237,1770,0,0,2007
MADHYA PRADESH,NARSIMHAPUR,CHANWARPATHA,3668,305,3608,0,0,3913
MADHYA PRADESH,NARSIMHAPUR,GOTEGAON,16519,1025,17158,0,0,18183
MADHYA PRADESH,NARSIMHAPUR,KARELI,2502,265,2336,0,0,2601
MADHYA PRADESH,NARSIMHAPUR,NARSINGHPUR,4516,27,4510,0,0,4537
MADHYA PRADESH,NARSIMHAPUR,SAINKHEDA,3882,111,3865,0,0,3976
MADHYA PRADESH,PANNA,GUNNAUR,289,0,289,0,0,289
MADHYA PRADESH,PANNA,PANNA,206,0,206,0,0,206
MADHYA PRADESH,PANNA,PAWAI,11,0,11,0,0,11
MADHYA PRADESH,PANNA,SHAHNAGAR,99,0,99,0,0,99
MADHYA PRADESH,RAIGARH,KHARASIYA,634,317,329,0,0,646
MADHYA PRADESH,RAIGARH,KUNKURI,150,150,150,0,0,300
MADHYA PRADESH,RAIGARH,PUSAUR,2427,1201,1365,4,0,2570
MADHYA PRADESH,RAIGARH,RAIGARH,2554,1587,1089,0,8,2684
MADHYA PRADESH,RAIGARH,SARANGARH,19,26,22,0,0,48
MADHYA PRADESH,RAIGARH,SARIYALENDHA,2590,2578,1642,0,0,4220
MADHYA PRADESH,RAIGARH,TAMNAR,2,2,0,0,0,2
MADHYA PRADESH,RAIPUR,ABHANPUR,1021,828,610,0,0,1438
MADHYA PRADESH,RAIPUR,BAGBAHRA,127,120,65,0,0,185
MADHYA PRADESH,RAIPUR,BASNA,666,495,353,0,0,848
MADHYA PRADESH,RAIPUR,BHATAPARA,951,914,623,1,0,1538
MADHYA PRADESH,RAIPUR,CHANDKHURAI(ARANG),188,177,102,10,0,289
MADHYA PRADESH,RAIPUR,CHHURA,56,56,42,0,0,98
MADHYA PRADESH,RAIPUR,DHAMTARI,4649,3230,2316,11,198,5755
MADHYA PRADESH,RAIPUR,GARIYABAND,31,45,23,11,0,79
MADHYA PRADESH,RAIPUR,KASDOL,187,94,118,0,0,212
MADHYA PRADESH,RAIPUR,KURUD,2189,2332,1773,16,188,4309
MADHYA PRADESH,RAIPUR,MAGARLOD,68,60,54,0,0,114
MADHYA PRADESH,RAIPUR,MAHASAMUND,543,109,477,0,0,586
MADHYA PRADESH,RAIPUR,PITHORA,93,78,36,7,0,121
MADHYA PRADESH,RAIPUR,RAIPUR(DHARSIWA),2105,2101,1198,20,62,3381
MADHYA PRADESH,RAIPUR,RAJIM,140,108,110,2,0,220
MADHYA PRADESH,RAIPUR,SARAIPALI,570,430,322,0,0,752
MADHYA PRADESH,RAIPUR,SIHAWA,29,17,18,0,0,35
MADHYA PRADESH,RAIPUR,SIMGA,827,657,523,3,0,1183
MADHYA PRADESH,RAIPUR,TILDA,816,792,3410,27,3,4232
MADHYA PRADESH,RAISEN,BARELI,2621,3,2621,1,0,2625
MADHYA PRADESH,RAISEN,BEGAMGANJ,333,309,332,10,0,651
MADHYA PRADESH,RAISEN,GAIRATGANJ,2282,1875,2020,464,0,4359
MADHYA PRADESH,RAISEN,OBEDULLAHGANJ,9369,0,9419,0,0,9419
MADHYA PRADESH,RAISEN,SANCHI,11174,16,11175,0,0,11191
MADHYA PRADESH,RAISEN,SILWANI,4075,12,4074,0,0,4086
MADHYA PRADESH,RAISEN,UDAIPURA,2633,0,2634,0,0,2634
MADHYA PRADESH,RAJGARH,BIAORA,114,75,109,0,0,184
MADHYA PRADESH,RAJGARH,JEERAPUR,37,0,37,0,0,37
MADHYA PRADESH,RAJGARH,KHILCHIPUR,37,0,37,0,0,37
MADHYA PRADESH,RAJGARH,NARASINGHGARH,2952,1424,2946,0,0,4370
MADHYA PRADESH,RAJGARH,PACHAUR (SARANGPUR),1561,83,1478,37,19,1617
MADHYA PRADESH,RAJGARH,RAJGARH,8,0,8,0,0,8
MADHYA PRADESH,RAJNANDGAON,CHHURIA,33,29,7,0,0,36
MADHYA PRADESH,RAJNANDGAON,DOMGARGARH,30,28,2,0,0,30
MADHYA PRADESH,RAJNANDGAON,DONGARGAON,1111,763,451,104,0,1318
MADHYA PRADESH,RAJNANDGAON,KHALRAGARH,78,57,36,0,0,93
MADHYA PRADESH,RAJNANDGAON,SAHASPURLOHARA,440,373,95,0,0,468
MADHYA PRADESH,RATLAM,ALOT,1152,49,1154,2,0,1205
MADHYA PRADESH,RATLAM,BAJNA,8,0,8,0,0,8
MADHYA PRADESH,RATLAM,JAWRA,228,22,205,3,0,230
MADHYA PRADESH,RATLAM,PIPLODA,2365,176,2399,0,0,2575
MADHYA PRADESH,RATLAM,RATLAM,9822,1820,8974,45,0,10839
MADHYA PRADESH,RATLAM,SAILANA,68,3,66,0,0,69
MADHYA PRADESH,REWA,GANGEO,17,0,17,0,0,17
MADHYA PRADESH,REWA,HANUMANA,22,0,22,0,0,22
MADHYA PRADESH,REWA,MAUGANJ,483,473,466,199,0,1138
MADHYA PRADESH,REWA,RAIPUR,2055,1622,2058,0,0,3680
MADHYA PRADESH,REWA,REWA,2349,1344,2341,0,0,3685
MADHYA PRADESH,REWA,SIRMAUR,2117,1350,1982,15,0,3347
MADHYA PRADESH,REWA,TYONTHAR,4,4,4,0,0,8
MADHYA PRADESH,SAGAR,BANDA,119,0,121,0,0,121
MADHYA PRADESH,SAGAR,BEENA,2055,0,2261,0,0,2261
MADHYA PRADESH,SAGAR,DEORI,671,1,676,0,0,677
MADHYA PRADESH,SAGAR,JAISINAGAR,43,0,46,0,0,46
MADHYA PRADESH,SAGAR,KESALI,43,0,43,0,0,43
MADHYA PRADESH,SAGAR,KHURAI,798,8,800,0,0,808
MADHYA PRADESH,SAGAR,MALTHON,10,2,10,0,0,12
MADHYA PRADESH,SAGAR,RAHATGARH,77,0,77,0,0,77
MADHYA PRADESH,SAGAR,REHALI,1209,3,1418,0,45,1466
MADHYA PRADESH,SAGAR,SAGAR,411,12,411,0,0,423
MADHYA PRADESH,SATNA,AMARPATAN,2235,2220,2231,757,0,5208
MADHYA PRADESH,SATNA,CHITRAKOOT,77,66,77,43,0,186
MADHYA PRADESH,SATNA,MAIHAR,534,285,531,5,0,821
MADHYA PRADESH,SATNA,NAGOD,1116,1117,1118,242,0,2477
MADHYA PRADESH,SATNA,RAMNAGAR,43,43,43,0,0,86
MADHYA PRADESH,SATNA,RAMPUR,11100,11034,10928,10833,3,32798
MADHYA PRADESH,SATNA,SATNA,2019,1970,1974,877,12,4833
MADHYA PRADESH,SATNA,UNCHEHARA,416,398,417,101,0,916
MADHYA PRADESH,SEHORE,AASHTA,14870,902,14787,16,0,15705
MADHYA PRADESH,SEHORE,BUDANI,532,0,532,0,0,532
MADHYA PRADESH,SEHORE,ICHHAWER,685,37,673,28,0,738
MADHYA PRADESH,SEHORE,NASRULLAHGANJ,282,0,282,0,0,282
MADHYA PRADESH,SEHORE,SIHORE,6641,656,6625,38,7,7326
MADHYA PRADESH,SEONI,BARGHAT,4,0,4,0,0,4
MADHYA PRADESH,SEONI,CHHAPARA,9,0,9,0,0,9
MADHYA PRADESH,SEONI,KAHANAPUS,26,4,36,0,0,40
MADHYA PRADESH,SEONI,KURAI,9,9,0,0,0,9
MADHYA PRADESH,SEONI,LAKHNADAUN,6,0,6,0,0,6
MADHYA PRADESH,SEONI,SEONI,5,0,14,0,0,14
MADHYA PRADESH,SHAHDOL,JAISINGHNAGAR,38,34,28,0,0,62
MADHYA PRADESH,SHAHDOL,JAITAHARI,7,7,7,0,0,14
MADHYA PRADESH,SHAHDOL,MANPUR,142,141,141,0,0,282
MADHYA PRADESH,SHAHDOL,PALEE-1,59,44,36,0,0,80
MADHYA PRADESH,SHAHDOL,SOHAGPUR,251,159,111,0,0,270
MADHYA PRADESH,SHAHDOL,UMARIYA,233,195,203,0,0,398
MADHYA PRADESH,SHAJAPUR,AGAR,472,6,474,0,0,480
MADHYA PRADESH,SHAJAPUR,BAROD,49,3,47,2,0,52
MADHYA PRADESH,SHAJAPUR,KALAPIPALMANDI,3714,57,3631,67,0,3755
MADHYA PRADESH,SHAJAPUR,MOMANBARODIYA,3084,129,3004,4,46,3183
MADHYA PRADESH,SHAJAPUR,SHAJAPUR,1042,28,1029,16,0,1073
MADHYA PRADESH,SHAJAPUR,SUJALPUR,2557,167,2401,15,0,2583
MADHYA PRADESH,SHAJAPUR,SUSNER,10,0,10,0,0,10
MADHYA PRADESH,SHIVPURI,BADARWAS,387,370,497,0,0,867
MADHYA PRADESH,SHIVPURI,KARERA,46,46,46,0,0,92
MADHYA PRADESH,SHIVPURI,KOLARAS,247,184,180,0,0,364
MADHYA PRADESH,SHIVPURI,POHARI,138,3,138,0,0,141
MADHYA PRADESH,SHIVPURI,SHIVPURI,277,264,272,0,0,536
MADHYA PRADESH,SIDHI,BAIDHAN,12,5,12,0,0,17
MADHYA PRADESH,SIDHI,CHITRANGI,25,0,25,0,0,25
MADHYA PRADESH,SIDHI,RAMPURNEKIN,1300,0,1300,0,0,1300
MADHYA PRADESH,SIDHI,SIDHI,762,0,762,0,0,762
MADHYA PRADESH,SIDHI,SIHAWAL,3362,25,3396,0,0,3421
MADHYA PRADESH,SURGUJA,AMBIKAPUR,2,0,2,0,0,2
MADHYA PRADESH,SURGUJA,MAINPAT,40,8,32,0,0,40
MADHYA PRADESH,TIKAMGARH,JATARA,693,62,692,0,0,754
MADHYA PRADESH,TIKAMGARH,NIWARI,343,73,343,0,0,416
MADHYA PRADESH,TIKAMGARH,PALERA,1270,153,1280,0,0,1433
MADHYA PRADESH,TIKAMGARH,PRITHWIPUR,59,10,59,0,0,69
MADHYA PRADESH,TIKAMGARH,TIKAMGARH,214,14,214,0,0,228
MADHYA PRADESH,UJJAIN,BADNAGAR,27019,2259,25169,26,3,27457
MADHYA PRADESH,UJJAIN,GHATIYA,2894,48,2897,4,0,2949
MADHYA PRADESH,UJJAIN,KHACHRAUD,6616,189,6573,0,4,6766
MADHYA PRADESH,UJJAIN,MAHIDPUR,2629,49,2621,7,0,2677
MADHYA PRADESH,UJJAIN,TARANA,3100,55,3069,2,0,3126
MADHYA PRADESH,UJJAIN,UJJAIN,14962,1035,14272,8,86,15401
MADHYA PRADESH,VIDISHA,BASODA,2132,61,2072,0,0,2133
MADHYA PRADESH,VIDISHA,GYARASPUR,1212,0,5248,0,0,5248
MADHYA PRADESH,VIDISHA,KURWAI,2871,0,2881,0,0,2881
MADHYA PRADESH,VIDISHA,LATERI,52,0,52,0,0,52
MADHYA PRADESH,VIDISHA,NATERAN,643,0,643,0,0,643
MADHYA PRADESH,VIDISHA,SIRONJ,1046,0,1046,0,0,1046
MADHYA PRADESH,VIDISHA,VIDISHA,7832,0,7828,4,0,7832
MANIPUR,BISHNUPUR,BISHNUPUR,3,0,3,0,0,3
MANIPUR,BISHNUPUR,MOIRANG,30,0,30,0,0,30
MANIPUR,CHURACHANDPUR,CHURACHANDPUR,7,0,7,0,0,7
MANIPUR,IMPHAL,HAORANGSABAL(I-W),41,0,41,0,0,41
MANIPUR,IMPHAL,IRILBUNG(IMPHAL-E),14,0,14,0,0,14
MANIPUR,IMPHAL,SWOMBUNG(IMPHAL-E),38,0,38,0,0,38
MANIPUR,SENAPATI,KANGPOKPI,4,0,4,0,0,4
MANIPUR,THOUBAL,KAKCHING,136,0,136,0,0,136
MANIPUR,THOUBAL,THOUBAL,35,0,35,0,0,35
MEGHALAYA,WEST GARO HILLS,BETASING,270,138,222,0,0,360
MEGHALAYA,WEST GARO HILLS,ZIKZAK,10,10,4,5,0,19
MEGHALAYA,WEST KHASI HILLS,MAIRANG,5,5,0,0,0,5
NAGALAND,KOHIMA,MEDZIPHEMA,22,13,13,0,0,26
ORISSA,ANGUL,ANUGUL,0,0,0,0,0,0
ORISSA,ANGUL,KISONAGAR,2,1,1,1,0,3
ORISSA,BALASORE,BAHANAGA,860,851,767,2,4,1624
ORISSA,BALASORE,BALASORE,381,301,278,4,18,601
ORISSA,BALASORE,BALIPAL,1863,167,1770,1,16,1954
ORISSA,BALASORE,BASTA,2739,1564,2434,6,31,4035
ORISSA,BALASORE,BHOGARAI,6672,250,6607,26,19,6902
ORISSA,BALASORE,JALESWAR,2214,1966,2063,0,0,4029
ORISSA,BALASORE,JILGIRI,23,5,23,0,0,28
ORISSA,BALASORE,KHAIRA,222,183,212,0,2,397
ORISSA,BALASORE,OUPADA,32,26,27,0,1,54
ORISSA,BALASORE,REMUNA,622,606,561,7,10,1184
ORISSA,BALASORE,SIMULIA,628,616,607,0,13,1236
ORISSA,BALASORE,SORO,360,355,313,0,0,668
ORISSA,BARAGARH,AMBABHANA,311,277,222,31,3,533
ORISSA,BARAGARH,ATABIRA,10,9,9,1,0,19
ORISSA,BARAGARH,BARAGARH,15,12,6,1,3,22
ORISSA,BARAGARH,BARAPALI,17,12,9,6,0,27
ORISSA,BARAGARH,BHATALI,254,167,77,90,2,336
ORISSA,BARAGARH,JHARABANDHA,2,2,2,0,0,4
ORISSA,BARAGARH,PADMAPUR,52,16,12,0,40,68
ORISSA,BARAGARH,PAIKMAL,366,366,2,0,0,368
ORISSA,BARAGARH,SOHELA,113,72,49,31,0,152
ORISSA,BHADRAK,BASUDEVPUR,993,371,790,2,13,1176
ORISSA,BHADRAK,BHADRAK,635,326,600,9,3,938
ORISSA,BHADRAK,BHANDARIPOKHARI,249,121,137,5,2,265
ORISSA,BHADRAK,BONTH,258,196,193,3,24,416
ORISSA,BHADRAK,DHAMANAGAR,536,116,565,56,0,737
ORISSA,BHADRAK,TIHIDI,195,71,192,0,0,263
ORISSA,BOLANGIR,AGALPUR,32,2,16,15,0,33
ORISSA,BOLANGIR,BALANGIR,2,0,1,1,0,2
ORISSA,BOLANGIR,BONGOMUNDA,70,71,20,0,0,91
ORISSA,BOLANGIR,TUREKELA,8,2,3,0,4,9
ORISSA,CUTTACK,ATHGARH,3,0,0,3,0,3
ORISSA,CUTTACK,BARANGA,634,589,465,48,4,1106
ORISSA,CUTTACK,CUTTACK(SADAR),501,469,421,55,65,1010
ORISSA,CUTTACK,KANTAPARA,1105,903,669,135,216,1923
ORISSA,CUTTACK,MAHANGA,167,157,154,5,1,317
ORISSA,CUTTACK,NIALI,939,857,588,85,4,1534
ORISSA,CUTTACK,NISCHINTAKOILI,1002,996,996,11,2,2005
ORISSA,CUTTACK,SALIPUR,3976,891,510,0,3499,4900
ORISSA,CUTTACK,TANGI-CHOUDWAR,17,15,10,2,0,27
ORISSA,GAJAPATI,GUMMA,2,2,1,0,0,3
ORISSA,GAJAPATI,PARALAKHEMUNDI,1002,1002,202,0,0,1204
ORISSA,GAJAPATI,RAYAGADA,3,3,82,0,0,85
ORISSA,GANJAM,ASKA,5819,15913,14608,2567,0,33088
ORISSA,GANJAM,BELAGUNTHA,538,393,335,28,0,756
ORISSA,GANJAM,BHANJANAGAR,373,333,152,15,1,501
ORISSA,GANJAM,CHATRAPUR,472,454,203,2,0,659
ORISSA,GANJAM,CHIKITI,380,428,102,0,0,530
ORISSA,GANJAM,DHARAKOT,249,249,167,0,0,416
ORISSA,GANJAM,DIGAPAHANDI,147,140,121,1,0,262
ORISSA,GANJAM,GANJAM,225,239,127,1,0,367
ORISSA,GANJAM,HINJILIKUT,592,245,207,366,0,818
ORISSA,GANJAM,J.N.PRASAD,258,150,139,31,0,320
ORISSA,GANJAM,K.KHANDI,4,3,1,0,0,4
ORISSA,GANJAM,K.S.NAGAR,1089,1068,29,9,0,1106
ORISSA,GANJAM,P.PUR,438,413,255,3,0,671
ORISSA,GANJAM,PATRAPUR,165,145,156,1,0,302
ORISSA,GANJAM,POLASARA,84,26,71,10,0,107
ORISSA,GANJAM,R.LUNDA,8,0,8,0,0,8
ORISSA,GANJAM,S.KHEMUNDI,208,151,129,57,0,337
ORISSA,GANJAM,SHERAGADA,416,344,307,90,3,744
ORISSA,GANJAM,SORADA,220,152,90,0,0,242
ORISSA,JAGATSINGHPUR,BALIKUDA,542,323,349,6,48,726
ORISSA,JAGATSINGHPUR,BIRIDI,313,39,275,21,1,336
ORISSA,JAGATSINGHPUR,ERASAMA,7,4,6,1,0,11
ORISSA,JAGATSINGHPUR,JAGATSINGHPUR,629,147,597,25,5,774
ORISSA,JAGATSINGHPUR,KUNJANG,42,10,41,0,0,51
ORISSA,JAGATSINGHPUR,NAUGAON,700,312,600,0,51,963
ORISSA,JAGATSINGHPUR,RAGHUNATHPUR,852,150,734,14,12,910
ORISSA,JAGATSINGHPUR,TRITOL,2289,1337,1241,15,92,2685
ORISSA,JAJPUR,BARACHAN,98,15,97,0,0,112
ORISSA,JAJPUR,BARI,1197,799,1386,2,0,2187
