-----
{
 "description": "The table refers to District wise Culturable Command Area and Potential Created through Deep Tubewells . The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dptbwlstate3.11.csv", 
 "title": "Download CSV for Districtwise Culturable Command Area and Potential Created through Deep Tubewells", 
 "url": "http://data.gov.in/sites/default/files/dptbwlstate3.11.csv"
}
-----
"State","District","Culturable Command Area","Irrigation potential created - Kharif","Irrigation potential created - Rabi","Irrigation potential created - Perennial","Irrigation potential created - Others","Total - Irrigation potential created"
"UTTAR PRADESH","SIDDHARTH NAGAR",22719,14440,12135,337,173,27085
"UTTAR PRADESH","SITAPUR",69980,30170,38908,5476,3717,78270
"UTTAR PRADESH","SONBHADRA",1385,971,906,75,86,2039
"UTTAR PRADESH","SULTANPUR",63189,42749,34806,7198,4099,88853
"UTTAR PRADESH","UNNAO",10255,4141,6285,128,836,11390
"UTTAR PRADESH","VARANASI",62005,19768,28267,16837,11086,75958
"UTTARANCHAL","CHAMPAWAT",356,205,246,3,0,453
"UTTARANCHAL","DEHRA DUN",5799,4207,4182,268,107,8764
"UTTARANCHAL","HARIDWAR",12572,4913,5164,6136,1558,17771
"UTTARANCHAL","NAINITAL",8412,4588,5483,245,389,10705
"UTTARANCHAL","PAURI",955,955,955,0,0,1911
"UTTARANCHAL","UDHAM SINGH NAGAR",21143,15143,14484,5553,1381,36561
"WEST BENGAL","BANKURA",4340,3991,2881,38,1371,8281
"WEST BENGAL","BIRBHUM",3892,3599,2175,100,1397,7271
"WEST BENGAL","BURDWAN",23590,20725,12107,136,11616,44584
"WEST BENGAL","COOCHBEHAR",2540,1675,1354,24,642,3695
"WEST BENGAL","DAKSHIN DINAJPUR",5563,3437,1984,102,3233,8755
"WEST BENGAL","DARJEELING",1200,176,0,1024,0,1200
"WEST BENGAL","HAORA",5620,4505,2396,64,3239,10205
"WEST BENGAL","HOOGHLY",20847,17361,8020,144,9071,34596
"WEST BENGAL","JALPAIGURI",8860,3030,2377,5474,464,11344
"WEST BENGAL","MALDA",13540,7728,4488,676,5148,18039
"WEST BENGAL","MIDNAPORE",24520,16899,2719,24,11068,30710
"WEST BENGAL","MURSHIDABAD",21813,17737,13753,526,10054,42070
"WEST BENGAL","NADIA",27580,26404,17315,1101,8227,53046
"WEST BENGAL","NORTH 24 PARGANAS",12220,9777,7416,2062,4048,23303
"WEST BENGAL","SOUTH 24 PARGANAS",710,583,98,1,347,1029
"WEST BENGAL","UTTAR DINAJPUR",6317,6028,1984,262,2327,10601
