-----
{
 "description": "The table refers to block wise surface lift schemes according to constraints. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.16.csv", 
 "title": "Download CSV for Blockwise Surface lift Schemes according to the constraints for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.16.csv"
}
-----
-----
{
 "description": "The table refers to block wise surface lift schemes according to constraints. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.16.csv", 
 "title": "Download CSV for Blockwise Surface lift Schemes according to the constraints for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.16.csv"
}
-----
"State","District","Block","Total No. of Schemes in Use","No. of scemes with no constraints","Constraints  in utilisation of irrigation potential - Power inadequate","Constraints  in utilisation of irrigation potential - Mechanical break down","Constraints  in utilisation of irrigation potential - Less water discharge","Constraints  in utilisation of irrigation potential - Storage siltation","Constraints  in utilisation of irrigation potential - Channel break down","Constraints  in utilisation of irrigation potential - Other reason","Total","Grand Total"
"KERALA","KOTTAYAM","ETTUMANOOR",61,0,0,0,6,47,0,8,0,61
"KERALA","KOTTAYAM","KADUTHURUTHY",223,0,0,0,0,223,0,0,0,223
"KERALA","KOTTAYAM","LALAM",19,0,0,0,7,1,0,11,0,19
"KERALA","KOTTAYAM","MADAPPALLY",76,0,1,0,14,7,0,54,0,76
"KERALA","KOTTAYAM","PALA",4,0,0,0,1,0,0,3,0,4
"KERALA","KOTTAYAM","PALLAM",36,0,0,0,0,6,1,29,0,36
"KERALA","KOTTAYAM","UZHVOOR",172,0,0,1,13,39,1,118,0,172
"KERALA","KOTTAYAM","VAIKOM",572,0,0,0,1,562,1,8,0,572
"KERALA","KOZHIKODE","BALUSSERY",5,0,0,0,0,5,0,0,0,5
"KERALA","KOZHIKODE","CHELANNUR",98,0,0,0,43,52,0,3,0,98
"KERALA","KOZHIKODE","KODUVALLY",66,0,0,1,21,39,0,5,0,66
"KERALA","KOZHIKODE","KUNNAMANGALAM",226,0,24,3,33,81,1,84,0,226
"KERALA","KOZHIKODE","KUNNUMMEL",31,0,3,0,3,18,0,7,0,31
"KERALA","KOZHIKODE","PERAMBRA",1,0,0,0,0,1,0,0,0,1
"KERALA","KOZHIKODE","THODANNUR",28,0,10,0,1,4,0,13,0,28
"KERALA","KOZHIKODE","THUNERI",17,0,0,0,3,0,0,14,0,17
"KERALA","KOZHIKODE","VADAGARA",12,0,6,0,0,0,0,6,0,12
"KERALA","KOZHIKODE","VADAKARA",13,0,5,0,2,6,0,0,0,13
"KERALA","MALAPPURAM","ANDATHODU",3,0,0,0,2,1,0,0,0,3
"KERALA","MALAPPURAM","AREEKODE",194,0,3,1,5,182,2,1,0,194
"KERALA","MALAPPURAM","KONDOTTY",82,0,1,0,0,7,1,73,0,82
"KERALA","MALAPPURAM","KUTTIPPURAM",2,0,0,0,0,0,0,2,0,2
"KERALA","MALAPPURAM","MALAPPURAM",22,0,8,0,3,11,0,0,0,22
"KERALA","MALAPPURAM","MALAPPURAM",12,0,7,0,5,0,0,0,0,12
"KERALA","MALAPPURAM","MANJERI",8,0,0,0,0,8,0,0,0,8
"KERALA","MALAPPURAM","MANKADA",150,0,3,1,41,56,1,48,0,150
"KERALA","MALAPPURAM","NILAMBOOR",932,0,74,14,74,146,1,623,0,932
"KERALA","MALAPPURAM","PERUNTHALMANNA",99,0,38,0,4,51,0,6,0,99
"KERALA","MALAPPURAM","PONNANI",22,0,0,0,0,22,0,0,0,22
"KERALA","MALAPPURAM","THANNUR",18,0,0,0,0,18,0,0,0,18
"KERALA","MALAPPURAM","THIROOR",4,0,0,0,3,0,0,1,0,4
"KERALA","MALAPPURAM","THIRURANGADI",148,0,1,1,0,7,0,139,0,148
"KERALA","MALAPPURAM","VENGARA",25,0,0,0,5,18,0,2,0,25
"KERALA","MALAPPURAM","WANDOOR",391,0,5,3,53,314,7,9,0,391
"KERALA","PALAKKAD","ALATHUR",698,0,1,0,337,2,1,357,0,698
"KERALA","PALAKKAD","ATTAPPADY",134,0,9,3,0,4,0,118,0,134
"KERALA","PALAKKAD","CHITTUR",9,0,2,0,2,3,0,2,0,9
"KERALA","PALAKKAD","CHITTUR THATHAMANGAL",13,0,0,0,0,6,0,7,0,13
"KERALA","PALAKKAD","KOLLENGODE",420,0,4,0,41,116,1,258,0,420
"KERALA","PALAKKAD","KUZHALMANNAM",20,0,0,0,0,20,0,0,0,20
"KERALA","PALAKKAD","MALAMPUZHA",250,0,2,4,22,220,0,2,0,250
"KERALA","PALAKKAD","MANNARKKAD",248,0,0,0,0,246,1,1,0,248
"KERALA","PALAKKAD","NEMMARA",195,0,7,0,15,141,0,32,0,195
"KERALA","PALAKKAD","OTTAPPALAM",10,0,0,0,0,3,0,7,0,10
"KERALA","PALAKKAD","OTTAPPALAM",46,0,1,0,0,44,0,1,0,46
"KERALA","PALAKKAD","PATTAMBI",50,0,0,0,1,24,3,22,0,50
"KERALA","PALAKKAD","SHORANNUR",12,0,0,0,0,12,0,0,0,12
"KERALA","PALAKKAD","SREEKRISHNAPURAM",156,0,0,2,1,14,0,139,0,156
"KERALA","PALAKKAD","THRITHALA",7,0,1,0,3,0,0,3,0,7
"KERALA","PATHANAMTHITTA","ELALTHUR",10,0,0,0,0,10,0,0,0,10
"KERALA","PATHANAMTHITTA","KOIPURAM",12,0,0,0,5,4,0,3,0,12
"KERALA","PATHANAMTHITTA","KONNI",13,0,0,0,1,0,1,11,0,13
"KERALA","PATHANAMTHITTA","KULANADA",7,0,1,0,3,0,0,3,0,7
"KERALA","PATHANAMTHITTA","MALLAPPALLY",8,0,0,0,0,3,0,5,0,8
"KERALA","PATHANAMTHITTA","PANDALAM",17,0,0,0,0,4,0,13,0,17
"KERALA","PATHANAMTHITTA","PARAKODE",4,0,0,0,0,0,0,4,0,4
"KERALA","PATHANAMTHITTA","PULIKEEZHU",9,0,1,0,0,3,0,5,0,9
"KERALA","THIRUVANANTHAPURAM","NEDUMANGADU",7,0,0,0,0,7,0,0,0,7
"KERALA","THIRUVANANTHAPURAM","VAMANAPURAM",3,0,0,0,0,3,0,0,0,3
"KERALA","THIRUVANANTHAPURAM","VARKKALA",3,0,0,0,1,0,0,2,0,3
"KERALA","THIRUVANANTHAPURAM","VELLANADU",1,0,0,0,0,1,0,0,0,1
"KERALA","THRISSUR","ANTHIKKAD",222,0,0,0,128,28,0,66,0,222
"KERALA","THRISSUR","CHALAKKUDI",2,0,0,0,0,1,0,1,0,2
"KERALA","THRISSUR","CHALAKUDY",12,0,0,0,0,12,0,0,0,12
"KERALA","THRISSUR","CHAVAKKAD",4,0,0,0,0,1,0,3,0,4
"KERALA","THRISSUR","CHERPU",139,0,1,0,53,84,0,1,0,139
"KERALA","THRISSUR","CHOWANNUR",1,0,0,0,0,1,0,0,0,1
"KERALA","THRISSUR","IRRINJALAKUDA",55,0,0,0,1,17,0,37,0,55
"KERALA","THRISSUR","KODAKARA",77,0,0,0,0,63,0,14,0,77
"KERALA","THRISSUR","KODUNGALLOOR",369,0,0,0,0,3,0,366,0,369
"KERALA","THRISSUR","KODUNGALLUR",35,0,0,0,0,10,0,25,0,35
"KERALA","THRISSUR","MALA",12,0,0,0,0,4,0,8,0,12
"KERALA","THRISSUR","MATHILAKAM",212,0,1,0,0,8,0,203,0,212
"KERALA","THRISSUR","OLLUKKARA",383,0,0,0,0,383,0,0,0,383
"KERALA","THRISSUR","PAZHAYANNUR",31,0,0,0,0,26,0,5,0,31
"KERALA","THRISSUR","PUZHAKKAL",15,0,0,0,5,2,0,8,0,15
"KERALA","THRISSUR","THALIKUALAM",388,0,2,0,0,135,0,251,0,388
"KERALA","THRISSUR","VADAKKANCHERRY",66,0,0,0,0,55,0,11,0,66
"KERALA","THRISSUR","VILLANGALLUR",35,0,0,0,0,33,0,2,0,35
"KERALA","WAYANAD","KALPETTA",101,0,0,1,3,2,0,95,0,101
"KERALA","WAYANAD","MANANTHAVADI",239,0,6,1,1,0,2,229,0,239
"KERALA","WAYANAD","SULTHANBATHERY",373,0,11,16,151,4,0,191,0,373
"MADHYA PRADESH","BALAGHAT","BAIHAR",84,44,0,0,9,30,0,1,0,84
"MADHYA PRADESH","BALAGHAT","BALAGHAT",85,73,0,0,0,5,0,7,0,85
"MADHYA PRADESH","BALAGHAT","BIRSA",72,4,0,0,68,0,0,0,0,72
"MADHYA PRADESH","BALAGHAT","KATANGI",34,32,0,0,0,2,0,0,0,34
"MADHYA PRADESH","BALAGHAT","KHAIRLANJI",11,2,0,0,0,9,0,0,0,11
"MADHYA PRADESH","BALAGHAT","KIRNAPUR",88,88,0,0,0,0,0,0,0,88
"MADHYA PRADESH","BALAGHAT","LALBARRA",33,30,0,0,0,2,1,0,0,33
"MADHYA PRADESH","BALAGHAT","LANJI",11,7,0,0,0,1,1,2,0,11
"MADHYA PRADESH","BALAGHAT","PARASWADA",267,224,0,0,4,38,0,1,0,267
"MADHYA PRADESH","BALAGHAT","WARASEONI",13,9,0,0,0,4,0,0,0,13
"MADHYA PRADESH","BASTAR","BAKAWAND",314,312,0,0,0,2,0,0,0,314
"MADHYA PRADESH","BASTAR","BASTAR",877,712,51,0,0,114,0,0,0,877
"MADHYA PRADESH","BASTAR","BHAIRAMGARH",10,5,0,0,0,1,0,4,0,10
"MADHYA PRADESH","BASTAR","BIJAPUR",45,9,0,0,0,28,0,8,0,45
"MADHYA PRADESH","BASTAR","DANTEWARA",7,3,0,0,0,4,0,0,0,7
"MADHYA PRADESH","BASTAR","DARBHA",34,0,0,0,3,5,26,0,0,34
"MADHYA PRADESH","BASTAR","DURGKONDAL",19,2,0,0,0,17,0,0,0,19
"MADHYA PRADESH","BASTAR","FARASGAON",21,0,0,0,0,0,0,21,0,21
"MADHYA PRADESH","BASTAR","GEEDAM",13,0,3,0,0,0,0,10,0,13
"MADHYA PRADESH","BASTAR","KONDAGAON",322,20,14,1,6,48,0,233,0,322
"MADHYA PRADESH","BASTAR","KONTA",16,12,0,0,0,4,0,0,0,16
"MADHYA PRADESH","BASTAR","KOYALIBEDA",15,2,1,0,0,12,0,0,0,15
"MADHYA PRADESH","BASTAR","MAKADI",40,0,0,0,2,9,0,29,0,40
"MADHYA PRADESH","BASTAR","NARAYANPUR",7,1,0,0,2,4,0,0,0,7
"MADHYA PRADESH","BASTAR","TOKAPAL",168,139,0,0,0,22,5,2,0,168
"MADHYA PRADESH","BETUL","AAMLA",829,0,2,0,472,354,0,1,0,829
"MADHYA PRADESH","BETUL","AATHNER",627,0,1,1,621,3,0,1,0,627
"MADHYA PRADESH","BETUL","BETUL",978,0,1,0,828,78,0,71,0,978
"MADHYA PRADESH","BETUL","BHAINSDEHI",967,0,0,20,808,60,1,78,0,967
"MADHYA PRADESH","BETUL","BHEEMPUR",735,0,38,0,558,137,0,2,0,735
"MADHYA PRADESH","BETUL","CHICHOLI",499,0,0,0,439,40,0,20,0,499
"MADHYA PRADESH","BETUL","GHODADONGRI",856,0,14,0,170,116,0,556,0,856
"MADHYA PRADESH","BETUL","MULTAI",459,0,4,3,446,6,0,0,0,459
"MADHYA PRADESH","BETUL","PRABHATPATTANAM",877,0,1,12,859,5,0,0,0,877
"MADHYA PRADESH","BETUL","SHAHPUR",503,0,0,0,316,186,0,1,0,503
"MADHYA PRADESH","BHIND","GOHAD",130,0,0,0,0,130,0,0,0,130
"MADHYA PRADESH","BHIND","MEHGAON",17,0,0,0,0,17,0,0,0,17
"MADHYA PRADESH","BHIND","MITONA (RAUN)",13,0,0,0,0,13,0,0,0,13
"MADHYA PRADESH","BHOPAL","BERASIYA",1497,0,1,0,3,1485,2,6,0,1497
"MADHYA PRADESH","BHOPAL","PHANDA",1203,0,2,0,114,1069,1,17,0,1203
"MADHYA PRADESH","BILASPUR","BALAUDA",14,4,0,0,0,4,0,6,0,14
"MADHYA PRADESH","BILASPUR","BILHA",58,27,0,0,0,31,0,0,0,58
"MADHYA PRADESH","BILASPUR","DABHARA",12,0,12,0,0,0,0,0,0,12
"MADHYA PRADESH","BILASPUR","JALJAIPUR",37,0,0,0,0,0,0,37,0,37
"MADHYA PRADESH","BILASPUR","KARTALA",34,0,3,0,0,26,0,5,0,34
"MADHYA PRADESH","BILASPUR","LORMI",23,23,0,0,0,0,0,0,0,23
"MADHYA PRADESH","BILASPUR","MALKHARAUDA",1,0,0,0,0,1,0,0,0,1
"MADHYA PRADESH","BILASPUR","MASTURI",14,0,0,0,0,12,0,2,0,14
"MADHYA PRADESH","BILASPUR","PANDARIYA",71,5,16,0,0,23,0,27,0,71
"MADHYA PRADESH","BILASPUR","PONDI-APRORA",6,0,0,0,0,6,0,0,0,6
"MADHYA PRADESH","CHHATARPUR","BADAMALHARA",1249,0,8,56,624,293,5,263,0,1249
"MADHYA PRADESH","CHHATARPUR","BAKSWAHA",283,0,2,0,132,101,0,48,0,283
"MADHYA PRADESH","CHHATARPUR","BIJAWAR",884,1,3,0,383,480,0,17,0,884
"MADHYA PRADESH","CHHATARPUR","CHHATARPUR",291,0,0,1,169,119,0,2,0,291
"MADHYA PRADESH","CHHATARPUR","GAURIHAR",1205,0,110,18,759,311,2,5,0,1205
"MADHYA PRADESH","CHHATARPUR","LAUNDI",334,0,22,1,224,63,2,22,0,334
"MADHYA PRADESH","CHHATARPUR","NAUGAON",134,0,0,0,58,70,1,5,0,134
"MADHYA PRADESH","CHHATARPUR","RAJNAGAR",117,0,0,0,113,4,0,0,0,117
"MADHYA PRADESH","CHHINDWARA","AMARWADA",33,16,0,0,12,5,0,0,0,33
"MADHYA PRADESH","CHHINDWARA","CHAURAI",454,317,0,5,1,109,5,17,0,454
"MADHYA PRADESH","CHHINDWARA","CHHINDWARA",521,390,0,0,1,130,0,0,0,521
"MADHYA PRADESH","CHHINDWARA","HARRAI",12,6,1,0,4,1,0,0,0,12
"MADHYA PRADESH","CHHINDWARA","MOHKHED",46,45,0,0,0,1,0,0,0,46
"MADHYA PRADESH","CHHINDWARA","PANDHURNA",1,1,0,0,0,0,0,0,0,1
"MADHYA PRADESH","CHHINDWARA","PARASIYA",581,225,1,1,93,127,0,134,0,581
"MADHYA PRADESH","CHHINDWARA","SAUNSAR",40,6,3,0,26,5,0,0,0,40
"MADHYA PRADESH","DAMOH","DAMOH",1366,0,40,0,23,1175,2,126,0,1366
"MADHYA PRADESH","DAMOH","HATA",1296,0,0,0,14,1,0,1281,0,1296
"MADHYA PRADESH","DAMOH","JABERA",2033,0,21,0,601,798,2,611,0,2033
"MADHYA PRADESH","DAMOH","PATERA",2101,1,73,2,359,344,6,1316,0,2101
"MADHYA PRADESH","DAMOH","PATHARIYA",1595,0,116,3,388,647,1,440,0,1595
"MADHYA PRADESH","DAMOH","PATIYAGARH",1640,0,0,0,19,1117,7,497,0,1640
"MADHYA PRADESH","DAMOH","TENDUKHEDA",1960,0,71,93,1011,628,0,157,0,1960
"MADHYA PRADESH","DATIA","DATIA",51,0,0,0,0,51,0,0,0,51
"MADHYA PRADESH","DEWAS","BAGALI",654,573,0,0,2,79,0,0,0,654
"MADHYA PRADESH","DEWAS","DEWAS",171,144,0,0,1,25,0,1,0,171
"MADHYA PRADESH","DEWAS","KANNAUD",925,723,0,0,34,165,0,3,0,925
"MADHYA PRADESH","DEWAS","KHATEGAON",1096,886,11,0,3,185,0,11,0,1096
"MADHYA PRADESH","DEWAS","SONKACHH",175,158,0,0,0,17,0,0,0,175
"MADHYA PRADESH","DEWAS","TONK KHURD",96,87,0,0,0,9,0,0,0,96
"MADHYA PRADESH","DHAR","BADNAWAR",544,49,3,11,472,8,0,1,0,544
"MADHYA PRADESH","DHAR","BANDH",129,16,11,0,81,3,0,18,0,129
"MADHYA PRADESH","DHAR","DHAR",20,2,0,0,18,0,0,0,0,20
"MADHYA PRADESH","DHAR","DHARAMPURI",489,23,371,5,51,4,0,35,0,489
"MADHYA PRADESH","DHAR","GANDHWANI",1129,254,11,12,726,101,13,12,0,1129
"MADHYA PRADESH","DHAR","KUKSHI",647,40,68,0,523,16,0,0,0,647
"MADHYA PRADESH","DHAR","MANAWAR",143,34,59,0,7,0,0,43,0,143
"MADHYA PRADESH","DHAR","NALCHHA",213,26,0,10,175,2,0,0,0,213
"MADHYA PRADESH","DHAR","NISARPUR",261,21,49,6,66,28,6,85,0,261
"MADHYA PRADESH","DHAR","SARDARPUR",334,31,3,5,218,29,0,48,0,334
"MADHYA PRADESH","DHAR","TIRLA",426,57,1,0,320,40,0,8,0,426
"MADHYA PRADESH","DURG","BALOD",2,0,0,0,0,2,0,0,0,2
"MADHYA PRADESH","DURG","BEMETARA",58,1,1,0,0,56,0,0,0,58
"MADHYA PRADESH","DURG","BERLA",122,6,0,0,4,105,0,7,0,122
"MADHYA PRADESH","DURG","DHAMDA",51,0,1,0,3,45,0,2,0,51
"MADHYA PRADESH","DURG","DONDI",13,0,0,0,3,10,0,0,0,13
"MADHYA PRADESH","DURG","DONDILOHARA",21,2,0,0,1,14,0,4,0,21
"MADHYA PRADESH","DURG","DURG",190,6,2,0,0,182,0,0,0,190
"MADHYA PRADESH","DURG","GUNDARDEHI",6,0,0,0,2,4,0,0,0,6
"MADHYA PRADESH","DURG","GURUR",120,3,2,4,0,111,0,0,0,120
"MADHYA PRADESH","DURG","NAWAGARH",3,0,0,0,0,3,0,0,0,3
"MADHYA PRADESH","DURG","PATAN",142,0,0,0,4,85,2,51,0,142
"MADHYA PRADESH","DURG","SAJA",63,0,4,1,1,31,0,26,0,63
"MADHYA PRADESH","GUNA","ASHOKNAGAR",1498,0,0,0,0,1498,0,0,0,1498
"MADHYA PRADESH","GUNA","BAGHOGARH",1047,0,0,0,0,1047,0,0,0,1047
"MADHYA PRADESH","GUNA","BAMORI",1262,0,0,0,0,1262,0,0,0,1262
"MADHYA PRADESH","GUNA","CHACHAUDA",808,0,0,0,0,808,0,0,0,808
"MADHYA PRADESH","GUNA","CHANDERI",1160,0,0,14,0,1146,0,0,0,1160
"MADHYA PRADESH","GUNA","GUNA",440,0,0,0,0,440,0,0,0,440
"MADHYA PRADESH","GUNA","ISAGARH",847,0,0,0,0,847,0,0,0,847
"MADHYA PRADESH","GUNA","MUNGAOLI",1332,0,0,0,0,1332,0,0,0,1332
"MADHYA PRADESH","GWALIOR","BHANDER",379,0,0,0,0,379,0,0,0,379
"MADHYA PRADESH","GWALIOR","BHITARWAR",230,0,0,0,0,230,0,0,0,230
"MADHYA PRADESH","GWALIOR","DABRA",631,0,0,0,0,631,0,0,0,631
"MADHYA PRADESH","GWALIOR","GHATI GAON",322,0,0,24,94,204,0,0,0,322
"MADHYA PRADESH","GWALIOR","MORAR",169,0,0,0,1,168,0,0,0,169
"MADHYA PRADESH","HOSHANGABAD","BABAI",413,0,0,0,0,413,0,0,0,413
"MADHYA PRADESH","HOSHANGABAD","BANKHEDI",74,0,1,0,0,71,0,2,0,74
"MADHYA PRADESH","HOSHANGABAD","HARDA",1731,0,5,1,23,1617,3,82,0,1731
"MADHYA PRADESH","HOSHANGABAD","HOSHNAGABAD",966,0,1,0,0,965,0,0,0,966
"MADHYA PRADESH","HOSHANGABAD","KESALI",1239,0,0,0,1,1237,0,1,0,1239
"MADHYA PRADESH","HOSHANGABAD","KHIRAKIYA",929,0,0,0,74,848,1,6,0,929
"MADHYA PRADESH","HOSHANGABAD","PIPARIA",118,0,0,0,0,117,0,1,0,118
"MADHYA PRADESH","HOSHANGABAD","SEONI MALWA",933,0,2,1,0,927,1,2,0,933
"MADHYA PRADESH","HOSHANGABAD","SOHAGPUR",1110,0,1,1,4,1095,1,8,0,1110
"MADHYA PRADESH","HOSHANGABAD","TIMARNI",943,0,0,8,197,737,1,0,0,943
"MADHYA PRADESH","INDORE","DEPALPUR",343,318,5,0,15,3,0,2,0,343
"MADHYA PRADESH","INDORE","INDORE",121,115,0,0,6,0,0,0,0,121
"MADHYA PRADESH","INDORE","MHOW",104,69,0,0,1,34,0,0,0,104
"MADHYA PRADESH","INDORE","SANWER",592,560,0,0,6,26,0,0,0,592
"MADHYA PRADESH","JABALPUR","BADWARA",571,248,146,1,0,123,0,53,0,571
"MADHYA PRADESH","JABALPUR","BAMHORIBAND",849,598,0,0,223,20,0,8,0,849
"MADHYA PRADESH","JABALPUR","BARGI",321,301,0,0,0,7,0,13,0,321
"MADHYA PRADESH","JABALPUR","DHIMARKHEDA",281,43,0,1,0,235,0,2,0,281
"MADHYA PRADESH","JABALPUR","KATNI",5,0,0,0,0,5,0,0,0,5
"MADHYA PRADESH","JABALPUR","KUNDAM",58,56,0,0,0,2,0,0,0,58
"MADHYA PRADESH","JABALPUR","PANAGARH",286,108,3,3,56,110,0,6,0,286
"MADHYA PRADESH","JABALPUR","PATAN",130,93,0,0,0,37,0,0,0,130
"MADHYA PRADESH","JABALPUR","RITHI",127,117,0,0,0,10,0,0,0,127
"MADHYA PRADESH","JABALPUR","SHAHPURA",133,88,0,0,0,45,0,0,0,133
"MADHYA PRADESH","JABALPUR","SIHORA",377,188,6,9,23,151,0,0,0,377
"MADHYA PRADESH","JABALPUR","VIJAYRAGHOGARH",13,13,0,0,0,0,0,0,0,13
"MADHYA PRADESH","JHABUA","ALIRAJPUR",311,2,4,0,43,84,0,178,0,311
"MADHYA PRADESH","JHABUA","BHAWRA",201,34,0,0,15,9,0,143,0,201
"MADHYA PRADESH","JHABUA","JHABUA",419,67,8,6,275,16,0,47,0,419
"MADHYA PRADESH","JHABUA","JOBAT",750,102,209,27,238,25,0,149,0,750
"MADHYA PRADESH","JHABUA","KANTHIWADA",104,66,5,0,25,8,0,0,0,104
"MADHYA PRADESH","JHABUA","MEGHNAGAR",484,253,0,0,160,63,0,8,0,484
"MADHYA PRADESH","JHABUA","PETALAWAD",3652,2066,8,0,382,1192,0,4,0,3652
"MADHYA PRADESH","JHABUA","RAMA",1155,642,26,1,141,201,0,144,0,1155
"MADHYA PRADESH","JHABUA","RANAPUR",1180,992,0,0,0,140,0,48,0,1180
"MADHYA PRADESH","JHABUA","SONDWA",170,1,4,0,9,0,0,156,0,170
"MADHYA PRADESH","JHABUA","THANDLA",2059,1952,0,0,0,102,0,5,0,2059
"MADHYA PRADESH","JHABUA","UDAIGARH",550,225,2,0,95,86,0,142,0,550
"MADHYA PRADESH","KHANDWA","BALDEE",515,178,7,1,86,176,0,67,0,515
"MADHYA PRADESH","KHANDWA","BURHANPUR",374,180,0,2,51,124,0,17,0,374
"MADHYA PRADESH","KHANDWA","CHHAIGAON MAKHAN",165,146,0,0,0,19,0,0,0,165
"MADHYA PRADESH","KHANDWA","HARSUD",952,545,0,0,118,102,3,184,0,952
"MADHYA PRADESH","KHANDWA","KHAKNER",194,52,0,1,51,45,0,45,0,194
"MADHYA PRADESH","KHANDWA","KHALWA",1644,1077,21,0,141,176,0,229,0,1644
"MADHYA PRADESH","KHANDWA","KHANDWA",401,208,10,0,146,25,0,12,0,401
"MADHYA PRADESH","KHANDWA","PANDHANA",504,412,1,1,38,51,0,1,0,504
"MADHYA PRADESH","KHANDWA","PUNASA",42,31,0,0,4,4,0,3,0,42
"MADHYA PRADESH","KHARGONE","BADWAH",1218,466,119,48,482,40,0,63,0,1218
"MADHYA PRADESH","KHARGONE","BADWANI",814,433,9,14,272,8,0,78,0,814
"MADHYA PRADESH","KHARGONE","BHAGWANPURA",413,359,0,3,23,26,1,1,0,413
"MADHYA PRADESH","KHARGONE","BHEEKANGAON",794,257,45,0,458,33,0,1,0,794
"MADHYA PRADESH","KHARGONE","GOGAWAN",562,222,0,0,334,2,0,4,0,562
"MADHYA PRADESH","KHARGONE","JHIRANYA",474,178,1,0,221,73,0,1,0,474
"MADHYA PRADESH","KHARGONE","KASRAWAD",807,245,0,0,293,21,0,248,0,807
"MADHYA PRADESH","KHARGONE","KHARGONE",729,213,12,0,271,215,4,14,0,729
"MADHYA PRADESH","KHARGONE","MAHESHWAR",642,419,26,0,115,39,0,43,0,642
"MADHYA PRADESH","KHARGONE","NIWALI",202,132,0,0,59,1,0,10,0,202
"MADHYA PRADESH","KHARGONE","PANSEMAL",89,36,5,0,43,0,0,5,0,89
"MADHYA PRADESH","KHARGONE","PATEE",63,29,1,0,27,0,0,6,0,63
"MADHYA PRADESH","KHARGONE","RAJPUR",841,278,31,0,495,30,0,7,0,841
"MADHYA PRADESH","KHARGONE","SEGAON",465,89,2,1,315,47,1,10,0,465
"MADHYA PRADESH","KHARGONE","SENDHWA",442,201,20,0,139,14,0,68,0,442
"MADHYA PRADESH","KHARGONE","THIKARI",512,285,77,1,111,1,1,36,0,512
"MADHYA PRADESH","MANDLA","AMARPUR",10,9,0,0,0,1,0,0,0,10
"MADHYA PRADESH","MANDLA","BAJANG",8,8,0,0,0,0,0,0,0,8
"MADHYA PRADESH","MANDLA","BEEJADANDI",3,3,0,0,0,0,0,0,0,3
"MADHYA PRADESH","MANDLA","BICHHIYA",27,26,0,0,0,1,0,0,0,27
"MADHYA PRADESH","MANDLA","DINDORI",31,27,0,0,0,4,0,0,0,31
"MADHYA PRADESH","MANDLA","GHUGHARI",87,85,0,0,0,2,0,0,0,87
"MADHYA PRADESH","MANDLA","KARANJIYA",43,39,0,0,1,3,0,0,0,43
"MADHYA PRADESH","MANDLA","MANDLA",445,396,0,0,0,49,0,0,0,445
"MADHYA PRADESH","MANDLA","MEHADWANI",1,1,0,0,0,0,0,0,0,1
"MADHYA PRADESH","MANDLA","MOHGAON",44,42,0,0,0,2,0,0,0,44
"MADHYA PRADESH","MANDLA","MOWAS",2,2,0,0,0,0,0,0,0,2
"MADHYA PRADESH","MANDLA","NAINPUR",118,111,0,0,3,3,0,1,0,118
"MADHYA PRADESH","MANDLA","NARAYANGANJ",50,49,0,0,0,1,0,0,0,50
"MADHYA PRADESH","MANDLA","SAMNAPUR",3,2,0,0,0,1,0,0,0,3
"MADHYA PRADESH","MANDLA","SHAHPURA",110,101,0,0,0,9,0,0,0,110
"MADHYA PRADESH","MANDSAUR","BHANPURA",264,144,1,0,58,10,0,51,0,264
"MADHYA PRADESH","MANDSAUR","GAROTH",39,16,0,0,6,17,0,0,0,39
"MADHYA PRADESH","MANDSAUR","JAWAD",101,10,0,1,68,22,0,0,0,101
"MADHYA PRADESH","MANDSAUR","MALHARGARH",481,124,0,0,3,14,1,339,0,481
"MADHYA PRADESH","MANDSAUR","MANASA",290,132,0,0,76,82,0,0,0,290
"MADHYA PRADESH","MANDSAUR","MANDSAUR",282,201,0,0,33,8,0,40,0,282
"MADHYA PRADESH","MANDSAUR","NEEMACH",45,13,5,1,0,21,0,5,0,45
"MADHYA PRADESH","MANDSAUR","SITAMAU",465,133,7,0,195,130,0,0,0,465
"MADHYA PRADESH","MORENA","JAURA",2,0,0,0,0,2,0,0,0,2
"MADHYA PRADESH","MORENA","KARAHAL",554,0,0,0,0,554,0,0,0,554
"MADHYA PRADESH","MORENA","MORENA",4,0,0,0,0,4,0,0,0,4
"MADHYA PRADESH","MORENA","PAHARGARH",128,0,0,0,0,128,0,0,0,128
"MADHYA PRADESH","MORENA","SABALGARH",1,0,0,0,0,1,0,0,0,1
"MADHYA PRADESH","MORENA","SHEOPUR KALAN",797,0,0,0,0,797,0,0,0,797
"MADHYA PRADESH","NARSIMHAPUR","BABAICHICHALI",14,13,0,0,0,1,0,0,0,14
"MADHYA PRADESH","NARSIMHAPUR","CHANWARPATHA",268,183,0,0,1,84,0,0,0,268
"MADHYA PRADESH","NARSIMHAPUR","GOTEGAON",418,184,4,2,9,219,0,0,0,418
"MADHYA PRADESH","NARSIMHAPUR","KARELI",139,123,0,0,0,16,0,0,0,139
"MADHYA PRADESH","NARSIMHAPUR","NARSINGHPUR",615,534,0,0,0,81,0,0,0,615
