"          Loans",130.1,1407.73,984.87,874.53,923.02,220.54,35.92,22.09
"     (ii) Reps. of Czech & Slovak","","","","","","","",""
"          Loans","...","...","...","...","...","...","...","..."
"III. Others","","","","","","","",""
"         (a) Loans",2228.5,4422.21,4921.18,7244.54,6616.24,7829.84,6527.65,5620.24
"         (b) Grants",93.2,877.44,875.97,920.05,1301.72,770.95,1009.35,650.51
"             Total",2321.7,5299.65,5797.15,8164.59,7917.96,8600.79,7537.0,6270.7
"    Country-wise Distribution","","","","","","","",""
"     (i) Abu Dhabi Fund","","","","","","","",""
"         Loans","...","...","...","...","...","...","...","..."
"     (ii) Switzerland","","","","","","","",""
"         (a) Loans","...",1.54,"...","...","...","...","...","..."
"         (b) Grants","...",1.03,"...",-0.53,"...","...","...","..."
"             Total","...",2.57,"...",-0.53,"...","...","...","..."
"   (iii) Other International Institutionsa","","","","","","","",""
"         Grants",50.0,375.06,557.11,582.98,889.7,501.69,795.82,650.51
"   (iv) European Economic Community","","","","","","","",""
"         Grants",36.3,394.43,131.76,239.61,316.0,268.98,208.08,"..."
"   (v) Oil Producing & Exporting Countries","","","","","","","",""
"         Loans",41.5,"...","...",13.29,17.62,0.95,15.53,18.06
"    (vi) Saudi Arab Fund for Development","","","","","","","",""
"         Loans","...","...","...","...","...","...","...","..."
"    (vii) Norway","","","","","","","",""
"         (a) Loans","...","...","...","...","...","...","...",""
"         (b) Grants",6.9,"...","...","...","...","...","...","..."
"             Total",6.9,"...","...","...","...","...","...","..."
"    (viii) Spain","","","","","","","",""
"            Loans","...","...","...","...","...","...","...","..."
"    (ix) Kuwait Fund for Arabic","","","","","","","",""
"         Economic Development","","","","","","","",""
"         (a) Loans","...","...","...","...","...","...","...","..."
"         (b) Grants","...","...","...","...","...","...","...","..."
"             Total","...","...","...","...","...","...","...","..."
"    (x) ADB","","","","","","","",""
"         (a) Loans",2146.9,4308.82,4835.98,7192.78,6534.25,7729.82,6369.51,5493.29
"         (b) Grants","...",106.92,157.12,87.42,81.91,"...","...","..."
"             Total",2146.9,4415.74,4993.1,7280.2,6616.16,7729.82,6369.51,5493.29
"    (xi) Australia","","","","","","","",""
"          Loans","...","...","...","...","...","...","...","..."
"Grand Total",14254.3,19419.01,19851.39,26893.68,30738.99,37905.6,32473.64,18222.09
"     (a) Loans",13527.1,16890.63,17177.74,24089.87,27617.78,35116.12,28863.14,16500.09
"     (b) Grants",727.2,2528.38,2673.65,2803.81,3121.2,2789.48,3610.5,1722.0
"Source: Aid Accounts and Audit Division, Department of Economic Affairs, Ministry of Finance.","","","","","","","",""
"          ----  Nil or Negligible         P: Provisional    (Upto 02.01.2013)","","","","","","","",""
"           a  Other International Institutions include UNICEF, UNDP, ILO, WHO, UNFPA, UNESCO, UPU, WFP, Global Fund, IDF (WB), UN-FAO and Ford Foundation.","","","","","","","",""
"Note: 1. Utilization figures are exclusive of suppliers' credit and commercial borrowings.","","","","","","","",""
"         2. Utilization of assistance is on Government and Non-Govt. accounts.","","","","","","","",""
"         3. Authorization figures include agreement signed on Govt. and non-govt. accounts.","","","","","","","",""
"         4. Totals may not tally due to rounding off.","","","","","","","",""
"","","","","","","","",""
"8.3 (B): UTILIZATION OF EXTERNAL ASSISTANCE BY SOURCE","","","","","","","",""
"","","","","","","","","(US$ million)"
"Source and type of assistance","2000-01","2006-07","2007-08","2008-09","2009-10 ","2010-11 ","2011-12  ","2012-13 P"
1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0
"I. Consortium Members","","","","","","","",""
"         (a) Loans",2449.8,2892.23,3054.21,3335.05,4661.83,6112.52,4388.97,1984.75
"         (b) Grants",139.1,382.96,447.96,372.95,403.88,452.18,511.13,195.47
"             Total",2588.9,3275.19,3502.17,3708.0,5065.71,6564.7,4900.1,2180.22
"   Country-wise Distribution","","","","","","","",""
"    (i) Austria","","","","","","","",""
"         (a) Loans","...","...","...","...","...","...","...","..."
"         (b) Grants","...","...","...","...","...","...","...","..."
"             Total","...","...","...","...","...","...","...","..."
"    (ii) Belgium","","","","","","","",""
"         Loans","...","...","...","...","...","...","...","..."
"    (iii) Canada","","","","","","","",""
"         (a) Loans","...","...","...","...","...","...","...","..."
"         (b) Grants",0.6,"...","...","...","...","...","...","..."
"             Total",0.6,"...","...","...","...","...","...","..."
"    (iv) Denmark","","","","","","","",""
"         (a) Loans","...","...","...","...","...","...","...","..."
"         (b) Grants",10.9,-3.57,-0.49,"...","...","...","...","..."
"             Total",10.9,-3.57,-0.49,"...","...","...","...","..."
"    (v) France","","","","","","","",""
"         (a) Loans",14.3,1.03,"...",4.51,"...","...","...",0.01
"         (b) Grants","...","...","...","...","...","...","...","..."
"             Total",14.3,1.03,"...",4.51,"...","...","...",0.01
"    (vi) Germany","","","","","","","",""
"         (a) Loans",70.0,41.81,36.43,167.19,107.97,241.24,305.91,74.36
"         (b) Grants",14.9,49.47,24.67,19.52,17.31,61.88,154.03,9.31
"             Total",84.9,91.28,61.1,186.71,125.28,303.12,459.94,83.67
"    (vii) Italy","","","","","","","",""
"         Loans","...","...","...",0.37,"...","...","...","..."
"    (viii) Japan","","","","","","","",""
"         (a) Loans",595.3,492.99,865.03,1160.46,1454.7,1474.5,1665.33,782.73
"         (b) Grants",3.5,12.41,1.65,"...",0.57,0.34,8.54,"..."
"             Total",598.8,505.4,866.68,1160.46,1455.27,1474.84,1673.9,782.73
"    (ix) Netherlands","","","","","","","",""
"         (a) Loans","...","...","...","...","...","...","...","..."
"         (b) Grants",15.4,1.05,-0.3,"...","...","...","...","..."
"             Total",15.4,1.05,-0.3,"...","...","...","...","..."
"    (x) Sweden","","","","","","","",""
"         (a) Loans","...","...","...","...","...","...","...","..."
"         (b) Grants","...","...","...","...","...","...","...","..."
"             Total","...","...","...","...","...","...","...","..."
"    (xi) U.K.","","","","","","","",""
"         (a) Loans","...","...","...","...","...","...","...","..."
"         (b) Grants",67.4,305.78,398.52,338.54,378.99,376.84,331.97,156.24
"             Total",67.4,305.78,398.52,338.54,378.99,376.84,331.97,156.24
"    (xii) U.S.A.","","","","","","","",""
"         (a) Loans","...","...","...","...","...","...","...","..."
"         (b) Grants",17.8,10.34,15.98,11.32,3.14,6.84,10.83,1.91
"             Total",17.8,10.34,15.98,11.32,3.14,6.84,10.8,1.91
"    (xiii) I.B.R.D.","","","","","","","",""
"         (a) Loans",706.8,1034.41,1094.19,806.98,1658.62,3255.69,955.37,614.01
"         (b) Grants",5.4,3.54,5.77,1.12,2.61,5.39,5.34,28.03
"             Total",712.2,1037.96,1099.95,808.1,1661.23,3261.08,960.71,642.04
"    (xiv) I.D.A.","","","","","","","",""
"         (a) Loans",1063.4,995.45,813.12,1022.38,1235.64,1091.68,1455.31,509.61
"         (b) Grants",3.2,3.47,2.17,2.44,1.25,0.88,0.43,"..."
"             Total",1065.6,998.93,815.29,1024.82,1236.89,1092.56,1455.74,509.58
"   (xv) IFAD (International Fund for","","","","","","","",""
"         Agricultural Development)","","","","","","","",""
"         (a) Loans",8.8,25.95,17.01,7.62,14.29,22.19,28.02,19.86
"         (b) Grants","...","...",7.46,2.09,3.14,0.06,1.07,"..."
"             Total",8.8,25.95,24.47,9.71,17.43,22.25,29.09,19.86
"    (xvi) IMF Trust Fund","...","...","...","...","...","...","...","..."
"","","","","","","","","Contd…"
"","","","","","","","",""
"8.3 (B): UTILIZATION OF EXTERNAL ASSISTANCE BY SOURCE (Concl.)","","","","","","","",""
"","","","","","","","","(US$ million)"
"Source and type of assistance","2000-01","2006-07","2007-08","2008-09","2009-10 ","2010-11 ","2011-12  ","2012-13 P"
1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0
"II. Russia Fed.& East European Countries","","","","","","","",""
"         Loans",28.5,326.54,245.42,173.1,204.89,49.4,7.06,4.03
"   Country-wise Distribution","","","","","","","",""
"     (i) Russia Federation.","","","","","","","",""
"         Loans",28.5,326.54,245.42,173.1,204.89,49.4,7.06,4.03
"     (ii) Reps. of Czech & Slovak","","","","","","","",""
"         Loans","...","...","...","...","...","...","...","..."
"III. Others","","","","","","","",""
"         (a) Loans",488.8,1025.8,1226.31,1434.28,1468.64,1754.0,1282.7,1025.27
"         (b) Grants",20.4,203.54,218.28,182.15,288.95,172.7,198.34,118.67
"             Total",509.2,1229.34,1444.59,1616.43,1757.59,1926.7,1481.04,1144.0
"   Country-wise Distribution","","","","","","","",""
"    (i) Abu Dhabi Fund","","","","","","","",""
"         Loans","...","...","...","...","...","...","...","..."
"    (ii) Switzerland","","","","","","","",""
"         (a) Loans","...",0.36,"...","...","...","...","...","..."
"         (b) Grants","...",0.24,"...",-0.1,"...","...","...","..."
"             Total","...",0.6,"...",-0.1,"...","...","...","..."
"   (iii) Other International Institutionsa","","","","","","","",""
"         Grants",11.0,87.0,138.83,115.42,197.49,112.38,156.39,118.67
"   (iv) European Economic Community","","","","","","","",""
"         Grants",8.0,91.49,32.83,47.44,70.14,60.26,40.89,"..."
"   (v) Oil Producing & Exporting Countries","","","","","","","",""
"         Loans",9.1,"...","...",2.63,3.91,0.21,3.05,3.29
"   (vi) Saudi Arab Fund for Development","","","","","","","",""
"         Loans","...","...","...","...","...","...","...","..."
"    (vii) Norway","","","","","","","",""
"         (a) Loans","...","...","...","...","...","...","...","..."
"         (b) Grants",1.5,"...","...","...","...","...","...","..."
"             Total",1.5,"...","...","...","...","...","...","..."
"    (viii) Spain","","","","","","","",""
"            Loans","...","...","...","...","...","...","...","..."
"    (ix) Kuwait Fund for Arabic","","","","","","","",""
"         Economic Development","","","","","","","",""
"         (a) Loans","...","...","...","...","...","...","...","..."
"         (b) Grants","...","...","...","...","...","...","...","..."
"             Total","...","...","...","...","...","...","...","..."
"    (x) ADB","","","","","","","",""
"         (a) Loans",470.9,999.49,1205.08,1424.03,1450.44,1731.59,1251.62,1002.11
"         (b) Grants","...",24.8,39.15,17.31,18.18,"...","...","..."
"             Total",470.9,1024.3,1244.23,1441.34,1468.62,1731.59,1251.62,1002.11
"    (xi) Australia","","","","","","","",""
"          Loans","...","...","...","...","...","...","...","..."
"Grand Total",3126.7,4265.46,4946.77,5324.43,6823.3,8491.4,6381.2,3324.15
"    (a) Loans",2967.2,3918.03,4280.52,4769.33,6130.47,7866.51,5671.67,3010.02
"    (b) Grants",159.5,586.5,666.25,555.1,692.83,624.88,709.47,314.13
"","","","","","","","",""
"Source: Aid Accounts and Audit Division, Department of Economic Affairs, Ministry of Finance.","","","","","","","",""
"          ----  Nil or Negligible         P: Provisional   (Upto 02.01.2013)","","","","","","","",""
"         a Other International Institutions include UNICEF, UNDP, ILO, WHO, UNFPA, UNESCO, UPU, WFP, Global Fund, IDF (WB), UN-FAO and Ford Foundation.","","","","","","","",""
"Note: 1. Figures in this table are converted from the preceding Table 8.3(A) based on the respective Rupee- US dollar rates.","","","","","","","",""
"         2. Totals may not tally due to rounding off.","","","","","","","",""
