-----
{
 "description": "The table refers to Block wise Distribution of Surface Flow Schemes in use according to Utilization of Potential Created. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowdistr4.13.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Flow Schemes in use according to Utilization of Potential Created", 
 "url": "http://data.gov.in/sites/default/files/srfcflowdistr4.13.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No. of constraints in utilisation,Constraints in utilisation - Non-filling up of storage,Constraints in utilisation - Siltation of storage,Constraints in utilisation - Breakdown of channel,Constraints in utilisation - Other reason,Total
MADHYA PRADESH,SEONI,LAKHNADON,106,7,0,2,5,120
MADHYA PRADESH,SEONI,SEONI,23,0,3,0,3,29
MADHYA PRADESH,SHAHDOL,ANUPPUR,88,1,1,3,27,120
MADHYA PRADESH,SHAHDOL,BEOHARI,294,0,0,0,10,304
MADHYA PRADESH,SHAHDOL,BURHAR,46,0,1,14,125,186
MADHYA PRADESH,SHAHDOL,GOHPARU,22,0,0,1,160,183
MADHYA PRADESH,SHAHDOL,JAISINGHNAGAR,90,20,0,3,199,312
MADHYA PRADESH,SHAHDOL,JAITHARI,104,53,0,2,102,261
MADHYA PRADESH,SHAHDOL,KOTMA,7,14,0,0,0,21
MADHYA PRADESH,SHAHDOL,PUSHPARAJGARH,160,2,0,1,508,671
MADHYA PRADESH,SHAHDOL,SOHAGPUR,195,0,0,0,7,202
MADHYA PRADESH,SHAJAPUR,AGAR,1,5,0,39,0,45
MADHYA PRADESH,SHAJAPUR,BAROD,0,3,0,4,0,7
MADHYA PRADESH,SHAJAPUR,KALAPIPAL,0,0,0,14,1,15
MADHYA PRADESH,SHAJAPUR,M.BARODIYA,0,0,0,22,135,157
MADHYA PRADESH,SHAJAPUR,SHAJAPUR,0,0,0,85,0,85
MADHYA PRADESH,SHAJAPUR,SHUJALPUR,0,0,0,17,3,20
MADHYA PRADESH,SHAJAPUR,SUSNER,0,0,0,30,0,30
MADHYA PRADESH,SHEOPUR,KARHAL,7,0,0,0,0,7
MADHYA PRADESH,SHEOPUR,SHEOPUR,37,0,1,0,0,38
MADHYA PRADESH,SHEOPUR,VIJAYPUR,597,0,0,0,0,597
MADHYA PRADESH,SHIVPURI,BADARWAS,1250,23,2,0,25,1300
MADHYA PRADESH,SHIVPURI,KARERA,67,0,0,19,7,93
MADHYA PRADESH,SHIVPURI,KHANIYADHANA,409,0,0,1,0,410
MADHYA PRADESH,SHIVPURI,KOLARAS,219,0,0,0,0,219
MADHYA PRADESH,SHIVPURI,NARWAR,39,0,0,1,0,40
MADHYA PRADESH,SHIVPURI,PICHHORE,404,60,0,1,0,465
MADHYA PRADESH,SHIVPURI,POHARI,324,152,8,70,0,554
MADHYA PRADESH,SHIVPURI,SHIVPURI,13,1,0,1,0,15
MADHYA PRADESH,SIDHI,CHITRANGI,13,0,0,1,0,14
MADHYA PRADESH,SIDHI,DEOSAR,19,3,0,0,0,22
MADHYA PRADESH,SIDHI,KUSMI,7,0,0,2,0,9
MADHYA PRADESH,SIDHI,MAJHOULI,13,1,0,7,5,26
MADHYA PRADESH,SIDHI,RAMPUR NAKIN,5,0,0,7,0,12
MADHYA PRADESH,SIDHI,SIDHI,3,0,0,1,2,6
MADHYA PRADESH,SIDHI,SIHAWAL,3,0,0,2,1,6
MADHYA PRADESH,SIDHI,WAIDHAN,3,1,0,40,0,44
MADHYA PRADESH,TIKAMGARH,BALDEOGARH,293,22,0,111,3,429
MADHYA PRADESH,TIKAMGARH,JATARA,770,4,17,14,1,806
MADHYA PRADESH,TIKAMGARH,NIWARI,2,0,0,0,0,2
MADHYA PRADESH,TIKAMGARH,PALERA,53,0,0,2,0,55
MADHYA PRADESH,TIKAMGARH,PRITHVIPUR,31,0,0,92,0,123
MADHYA PRADESH,TIKAMGARH,TIKAMGARH,37,135,0,33,0,205
MADHYA PRADESH,UJJAIN,BARNAGAR,4,25,0,1,12,42
MADHYA PRADESH,UJJAIN,GHATTIA,13,0,0,1,1,15
MADHYA PRADESH,UJJAIN,KHACHROD,32,76,0,24,0,132
MADHYA PRADESH,UJJAIN,MEHIDPUR,0,1,0,0,0,1
MADHYA PRADESH,UJJAIN,TARANA,11,0,0,3,0,14
MADHYA PRADESH,UJJAIN,UJJAIN,31,0,0,8,0,39
MADHYA PRADESH,UMARIA,KARKELI,5,0,1,3,5,14
MADHYA PRADESH,UMARIA,MANPUR,239,0,0,0,2,241
MADHYA PRADESH,UMARIA,PALI,2,1,0,0,20,23
MADHYA PRADESH,VIDISHA,BASODA,377,0,0,199,0,576
MADHYA PRADESH,VIDISHA,GYARASPUR,25,0,0,74,0,99
MADHYA PRADESH,VIDISHA,KURWAI,0,0,0,18,0,18
MADHYA PRADESH,VIDISHA,LATERI,313,0,0,219,0,532
MADHYA PRADESH,VIDISHA,NATERAN,7,0,0,149,0,156
MADHYA PRADESH,VIDISHA,SIRONJ,3,0,0,5,0,8
MADHYA PRADESH,VIDISHA,VIDISHA,87,0,0,37,0,124
MAHARASHTRA,AHMEDNAGAR,KARJAT,0,0,0,260,0,260
MAHARASHTRA,AHMEDNAGAR,NAGAR,0,2,3,4,1,10
MAHARASHTRA,AHMEDNAGAR,NEVASA,333,0,0,1521,0,1854
MAHARASHTRA,AHMEDNAGAR,PARNER,145,44,0,742,817,1748
MAHARASHTRA,AHMEDNAGAR,PATHARDI,0,0,0,0,0,0
MAHARASHTRA,AHMEDNAGAR,SANGAMNER,0,0,0,1,1,2
MAHARASHTRA,AHMEDNAGAR,SHRIRAMPUR,0,0,1,304,0,305
MAHARASHTRA,AKOLA,AKOLA,110,3,0,2134,0,2247
MAHARASHTRA,AKOLA,AKOT,0,0,0,15,0,15
MAHARASHTRA,AKOLA,BALAPUR,0,0,0,3,0,3
MAHARASHTRA,AKOLA,MURTIJAPUR,0,1,0,735,262,998
MAHARASHTRA,AKOLA,PATUR,0,3070,18,269,2589,5946
MAHARASHTRA,AMRAVATI,ANJANGAON SURJI,0,0,0,9,15,24
MAHARASHTRA,AMRAVATI,CHIKHALDARA,0,0,0,0,0,0
MAHARASHTRA,AMRAVATI,DHAMANGAON RAILWAY,0,0,0,1,0,1
MAHARASHTRA,AMRAVATI,DHARNI,135,30,5,74,107,351
MAHARASHTRA,AMRAVATI,MORSHI,1,0,0,1,1,3
MAHARASHTRA,AMRAVATI,NANDGAON KHANDESHWAR,0,0,0,4,3,7
MAHARASHTRA,AMRAVATI,WARUD,0,0,0,1,0,1
MAHARASHTRA,AURANGABAD,AURANGABAD,0,0,0,31,0,31
MAHARASHTRA,AURANGABAD,FULAMBRI,0,0,0,20,0,20
MAHARASHTRA,AURANGABAD,GANAGAPUR,0,0,0,23,0,23
MAHARASHTRA,AURANGABAD,KANNAD,0,0,0,57,0,57
MAHARASHTRA,AURANGABAD,KHULDABAD,0,0,0,17,0,17
MAHARASHTRA,AURANGABAD,PAITHAN,0,0,0,44,0,44
MAHARASHTRA,AURANGABAD,SILLOD,0,0,0,17,0,17
MAHARASHTRA,AURANGABAD,SOEGAON,0,0,0,25,0,25
MAHARASHTRA,AURANGABAD,VAIJAPUR,0,0,0,32,0,32
MAHARASHTRA,BEED,AMBEJOGAI,0,6,0,0,0,6
MAHARASHTRA,BEED,PARLI,242,0,1,67,390,700
MAHARASHTRA,BEED,PATODA,3,0,0,6,0,9
MAHARASHTRA,BEED,WADWANI,30,1,0,353,0,384
MAHARASHTRA,BHANDARA,BHANDARA,2,6,0,49,48,105
MAHARASHTRA,BHANDARA,LAKHANDUR,17,8,0,16,6,47
MAHARASHTRA,BHANDARA,LAKHANI,35,10,0,16,31,92
MAHARASHTRA,BHANDARA,MOHADI,0,0,0,13,13,26
MAHARASHTRA,BHANDARA,PAVANI,8,1,3,37,39,88
MAHARASHTRA,BHANDARA,SAKOLI,3,5,0,17,60,85
MAHARASHTRA,BHANDARA,TUMSAR,74,3,0,8,3,88
MAHARASHTRA,BULDANA,BULDANA,0,0,0,182,0,182
MAHARASHTRA,BULDANA,CHIKHLI,1,6,0,14,1,22
MAHARASHTRA,BULDANA,DEULGAON RAJA,0,0,24,5,158,187
MAHARASHTRA,BULDANA,JALGAON JAMOD,0,0,0,149,0,149
MAHARASHTRA,BULDANA,LONAR,22,0,0,7,161,190
MAHARASHTRA,BULDANA,MEHKAR,2,0,0,38,0,40
MAHARASHTRA,BULDANA,MOTALA,1,0,0,410,1,412
MAHARASHTRA,CHANDRAPUR,BALLARPUR,1,0,0,9,0,10
MAHARASHTRA,CHANDRAPUR,BHADRAVATI,27,0,0,26,0,53
MAHARASHTRA,CHANDRAPUR,BRAMHAPURI,8,0,0,24,0,32
MAHARASHTRA,CHANDRAPUR,CHANDRAPUR,0,0,0,28,12,40
MAHARASHTRA,CHANDRAPUR,CHIMUR,94,0,0,75,0,169
MAHARASHTRA,CHANDRAPUR,GONDPIPRI,0,0,0,57,0,57
MAHARASHTRA,CHANDRAPUR,KORPANA,0,0,0,407,0,407
MAHARASHTRA,CHANDRAPUR,MUL,0,0,0,35,0,35
MAHARASHTRA,CHANDRAPUR,NAGBHIR,4,0,0,116,0,120
MAHARASHTRA,CHANDRAPUR,POMBHURNA,10,0,0,38,0,48
MAHARASHTRA,CHANDRAPUR,RAJURA,0,0,0,58,0,58
MAHARASHTRA,CHANDRAPUR,SAWALI,70,0,0,16,0,86
MAHARASHTRA,CHANDRAPUR,SINDEWAHI,44,1,2,36,10,93
MAHARASHTRA,CHANDRAPUR,WARORA,1,1,0,49,18,69
MAHARASHTRA,DHULE,DHULE,0,0,0,213,0,213
MAHARASHTRA,DHULE,SAKRI,0,0,0,74,0,74
MAHARASHTRA,DHULE,SHIRPUR,11,0,0,44,0,55
MAHARASHTRA,DHULE,SINDKHEDA,0,0,0,0,0,0
MAHARASHTRA,GADCHIROLI,AHERI,634,0,0,15,901,1550
MAHARASHTRA,GADCHIROLI,ARMORI,100,0,1,70,0,171
MAHARASHTRA,GADCHIROLI,CHAMORSHI,38,0,0,11,25,74
MAHARASHTRA,GADCHIROLI,DHANORA,86,0,1,139,229,455
MAHARASHTRA,GADCHIROLI,ETTAPALLI,199,0,0,187,447,833
MAHARASHTRA,GADCHIROLI,GADCHIROLI,36,0,0,39,370,445
MAHARASHTRA,GADCHIROLI,KORCHI,7,0,0,0,63,70
MAHARASHTRA,GADCHIROLI,KURKHEDA,288,0,0,22,52,362
MAHARASHTRA,GADCHIROLI,MULCHERA,21,0,0,10,2,33
MAHARASHTRA,GADCHIROLI,SIRONCHA,625,0,0,9,78,712
MAHARASHTRA,GONDIYA,A / MORGAON,8,0,0,42,57,107
MAHARASHTRA,GONDIYA,AMGAON,5,0,0,36,20,61
MAHARASHTRA,GONDIYA,DEVRI,37,0,0,30,9,76
MAHARASHTRA,GONDIYA,GONDIYA,32,1,0,50,15,98
MAHARASHTRA,GONDIYA,GOREGAON,4,2,0,50,9,65
MAHARASHTRA,GONDIYA,SADAK ARJUNI,23,0,0,38,20,81
MAHARASHTRA,GONDIYA,SALEKASA,0,0,0,8,52,60
MAHARASHTRA,GONDIYA,TIRODA,39,0,0,39,9,87
MAHARASHTRA,HINGOLI,AUNDHA (NAGNATH),2,2,0,0,0,4
MAHARASHTRA,HINGOLI,BASMATH,7,0,0,2,2,11
MAHARASHTRA,HINGOLI,HINGOLI,2,1,0,2,0,5
MAHARASHTRA,HINGOLI,KALAMNURI,0,0,0,0,1,1
MAHARASHTRA,HINGOLI,SENGAON,0,0,0,9,0,9
MAHARASHTRA,JALGAON,PAROLA,0,0,0,1,30,31
MAHARASHTRA,JALGAON,RAVER,146,0,0,0,0,146
MAHARASHTRA,JALGAON,YAWAL,0,0,0,9,0,9
MAHARASHTRA,JALNA,AMBAD,0,0,0,20,0,20
MAHARASHTRA,JALNA,GHANSAWANGI,0,0,0,10,0,10
MAHARASHTRA,KOLHAPUR,AJRA,0,0,0,7,0,7
MAHARASHTRA,KOLHAPUR,BHUDARGAD,0,0,0,0,0,0
MAHARASHTRA,KOLHAPUR,GADHINGLAJ,0,30,0,0,0,30
MAHARASHTRA,KOLHAPUR,KARVIR,0,0,0,11,0,11
MAHARASHTRA,KOLHAPUR,RADHANAGARI,1,151,0,0,0,152
MAHARASHTRA,KOLHAPUR,SHAHUWADI,2,0,0,0,0,2
MAHARASHTRA,LATUR,AHMADPUR,0,0,0,302,0,302
MAHARASHTRA,LATUR,AUSA,1,0,1,290,0,292
MAHARASHTRA,LATUR,DEONI,7,0,0,0,0,7
MAHARASHTRA,LATUR,JALKOT,0,0,0,32,0,32
MAHARASHTRA,LATUR,LATUR,0,0,0,77,0,77
MAHARASHTRA,LATUR,NILANGA,0,6,0,32,0,38
MAHARASHTRA,LATUR,SHIRUR ANANTPAL,292,17,0,37,39,385
MAHARASHTRA,LATUR,UDGIR,47,0,0,0,0,47
MAHARASHTRA,NAGPUR,BHIWAPUR,8,5,0,15,12,40
MAHARASHTRA,NAGPUR,HINGNA,2,4,0,94,7,107
MAHARASHTRA,NAGPUR,KALAMESHWAR,1,0,0,3,0,4
MAHARASHTRA,NAGPUR,KUHI,0,0,0,5,4,9
MAHARASHTRA,NAGPUR,MOUDA,3,0,0,0,0,3
MAHARASHTRA,NAGPUR,NAGPUR RURAL,0,1,1,33,0,35
MAHARASHTRA,NAGPUR,NAGPUR(URBAN)1&2,0,0,0,25,0,25
MAHARASHTRA,NAGPUR,PARSEONI,0,0,0,5,2,7
MAHARASHTRA,NAGPUR,RAMTEK,0,0,0,9,0,9
MAHARASHTRA,NAGPUR,SAVNER,4,0,0,12,0,16
MAHARASHTRA,NAGPUR,UMRED,11,0,0,15,20,46
MAHARASHTRA,NANDED,ARDHAPUR,0,1,0,0,0,1
MAHARASHTRA,NANDED,BHOKAR,1,4,0,1,0,6
MAHARASHTRA,NANDED,BILOLI,4,3,0,0,3,10
MAHARASHTRA,NANDED,DEGLUR,0,0,0,2,0,2
MAHARASHTRA,NANDED,DHARMABAD,0,0,0,8,0,8
MAHARASHTRA,NANDED,HADGAON,1,1,1,10,10,23
MAHARASHTRA,NANDED,HIMAYATNAGAR,0,1,0,1,3,5
MAHARASHTRA,NANDED,KANDHAR,5,0,0,4,22,31
MAHARASHTRA,NANDED,KINWAT,1,0,0,16,17,34
MAHARASHTRA,NANDED,LOHA,0,0,0,34,18,52
MAHARASHTRA,NANDED,MAHOOR,0,6,0,11,0,17
MAHARASHTRA,NANDED,MUDKHED,1,0,0,0,11,12
MAHARASHTRA,NANDED,MUKHED,6,0,0,7,5,18
MAHARASHTRA,NANDED,NANDED,2,0,0,0,1,3
MAHARASHTRA,NANDED,UMRI,3,3,0,8,0,14
MAHARASHTRA,NANDURBAR,AKKALKUWA,0,0,0,0,0,0
MAHARASHTRA,NANDURBAR,AKRANI,0,0,0,1,0,1
MAHARASHTRA,NANDURBAR,NANDURBAR,244,0,0,0,0,244
MAHARASHTRA,NANDURBAR,NAWAPUR,312,0,0,159,0,471
MAHARASHTRA,NANDURBAR,SHAHADE,0,0,0,0,0,0
MAHARASHTRA,NANDURBAR,TALODA,0,0,0,0,0,0
MAHARASHTRA,NASHIK,BAGLAN,23,0,1,494,0,518
MAHARASHTRA,NASHIK,CHANDWAD,0,0,0,0,0,0
MAHARASHTRA,NASHIK,DINDORI,0,3,0,73,0,76
MAHARASHTRA,NASHIK,IGATPURI,0,0,0,0,0,0
MAHARASHTRA,NASHIK,KALWAN,0,0,0,0,0,0
MAHARASHTRA,NASHIK,MALEGAON,0,0,0,0,0,0
MAHARASHTRA,NASHIK,NANDGAON,1,0,0,0,1,2
MAHARASHTRA,NASHIK,NASHIK,0,0,0,0,0,0
MAHARASHTRA,NASHIK,NIPHAD,1024,0,2,2689,6,3721
MAHARASHTRA,NASHIK,PEINT,1,0,0,46,46,93
MAHARASHTRA,NASHIK,SINNAR,0,0,0,79,0,79
MAHARASHTRA,NASHIK,TRIMBAKESHWAR,0,0,0,0,0,0
MAHARASHTRA,NASHIK,YEOLA,0,0,0,0,0,0
MAHARASHTRA,OSMANABAD,BHOOM,10,0,0,311,0,321
MAHARASHTRA,OSMANABAD,KALAMB,0,4,0,160,0,164
MAHARASHTRA,OSMANABAD,LOHARA,0,0,0,19,0,19
MAHARASHTRA,OSMANABAD,OMARGA,3,0,0,47,0,50
MAHARASHTRA,OSMANABAD,OSMANABAD,34,0,0,8,0,42
MAHARASHTRA,OSMANABAD,PARANDA,290,0,0,229,0,519
MAHARASHTRA,PARBHANI,GANGAKHED,0,5,0,0,2,7
MAHARASHTRA,PARBHANI,JINTUR,0,0,0,6,8,14
MAHARASHTRA,PARBHANI,PARBHANI,0,0,0,0,1,1
MAHARASHTRA,PUNE,AMBEGAON,8,0,0,0,0,8
MAHARASHTRA,PUNE,BARAMATI,1011,2074,1064,1947,816,6912
MAHARASHTRA,PUNE,BHOR,74,0,0,0,0,74
MAHARASHTRA,PUNE,HAVELI,18,0,0,0,0,18
MAHARASHTRA,PUNE,INDAPUR,1713,0,0,52,63,1828
MAHARASHTRA,PUNE,JUNNAR,0,0,0,0,2,2
MAHARASHTRA,PUNE,KHED,147,0,0,0,8,155
MAHARASHTRA,PUNE,MAWAL,611,37,0,0,29,677
MAHARASHTRA,PUNE,PURANDHAR,5,0,0,0,0,5
MAHARASHTRA,PUNE,SHIRUR,1,0,0,0,0,1
MAHARASHTRA,RAIGHAR,ALIBAG,0,0,0,0,1,1
MAHARASHTRA,RAIGHAR,KARJAT,11,0,0,0,29,40
MAHARASHTRA,RAIGHAR,KHALAPUR,15,0,0,0,8,23
MAHARASHTRA,RAIGHAR,MAHAD,0,0,0,0,7,7
MAHARASHTRA,RAIGHAR,MANGOAN,68,1,0,0,0,69
MAHARASHTRA,RAIGHAR,MHASLA,0,0,0,0,2,2
MAHARASHTRA,RAIGHAR,MURUD,2,0,0,0,0,2
MAHARASHTRA,RAIGHAR,PANVEL,1,0,0,1,2,4
MAHARASHTRA,RAIGHAR,PEN,0,0,0,0,1,1
MAHARASHTRA,RAIGHAR,ROHA,0,0,0,0,21,21
MAHARASHTRA,RAIGHAR,SUDHAGAD,24,0,0,0,75,99
MAHARASHTRA,RAIGHAR,TALA,5,0,0,0,0,5
MAHARASHTRA,RATNAGIRI,CHIPLUN,0,0,0,0,64,64
MAHARASHTRA,RATNAGIRI,DAPOLI,528,0,9,0,78,615
MAHARASHTRA,RATNAGIRI,KHED,22,0,0,0,35,57
MAHARASHTRA,RATNAGIRI,LANJA,99,2,1,61,40,203
MAHARASHTRA,RATNAGIRI,MANDANGAD,23,0,0,0,0,23
MAHARASHTRA,RATNAGIRI,RAJAPUR,13,0,0,3,89,105
MAHARASHTRA,RATNAGIRI,RATNAGIRI,7,0,0,43,33,83
MAHARASHTRA,SANGLI,ATPADI,0,54,0,11,15,80
MAHARASHTRA,SANGLI,JAT,12,2,0,449,25,488
MAHARASHTRA,SANGLI,KAVATHE-MAHANKLA,43,2,0,164,7,216
MAHARASHTRA,SANGLI,KHANAPUR,159,2,1,1392,2,1556
MAHARASHTRA,SANGLI,MIRAJ,0,0,0,6,4,10
MAHARASHTRA,SANGLI,PALUS,5,38,0,21,1,65
MAHARASHTRA,SANGLI,SHIRALA,41,19,0,111,3,174
MAHARASHTRA,SANGLI,TASGAON,0,2,0,30,0,32
MAHARASHTRA,SANGLI,WALWA,449,0,0,118,136,703
MAHARASHTRA,SATARA,JAOLI,0,26,0,2,50,78
MAHARASHTRA,SATARA,KARAD,0,0,0,28,97,125
MAHARASHTRA,SATARA,KOREGAON,0,0,0,2,0,2
MAHARASHTRA,SATARA,MAHABALESHWAR,0,0,0,0,0,0
MAHARASHTRA,SATARA,MAN,0,0,0,266,0,266
MAHARASHTRA,SATARA,PATAN,36,1,0,149,47,233
MAHARASHTRA,SATARA,PHALTAN,0,709,0,4492,700,5901
MAHARASHTRA,SATARA,SATARA,0,1033,0,221,408,1662
MAHARASHTRA,SATARA,WAI,0,0,0,3,25,28
MAHARASHTRA,SINDHUDURGA,DEVGAD,13,0,0,22,29,64
MAHARASHTRA,SINDHUDURGA,KANKAVLI,5,14,5,0,26,50
MAHARASHTRA,SINDHUDURGA,KUDAL,3,0,0,4,41,48
MAHARASHTRA,SINDHUDURGA,MALWAN,4,2,1,19,4,30
MAHARASHTRA,SINDHUDURGA,SAWANTWADI,2,0,1,20,34,57
MAHARASHTRA,SINDHUDURGA,VAIBHAVWADI,306,0,0,0,0,306
MAHARASHTRA,SINDHUDURGA,VENGURLA,0,4,11,2,23,40
MAHARASHTRA,SOLAPUR,AKKALKOT,4,0,1,0,0,5
MAHARASHTRA,SOLAPUR,BARSHI,1,7,0,7,4,19
MAHARASHTRA,SOLAPUR,KARMALA,1,4,0,2,0,7
MAHARASHTRA,SOLAPUR,MADHA,1,0,0,0,0,1
MAHARASHTRA,SOLAPUR,MALSHIRAS,1,0,0,0,0,1
MAHARASHTRA,SOLAPUR,MANGALVEDHA,3,0,0,0,0,3
MAHARASHTRA,SOLAPUR,NORTH  SOLAPUR,1,0,0,0,0,1
MAHARASHTRA,SOLAPUR,PANDHARPUR,1,0,0,0,0,1
MAHARASHTRA,SOLAPUR,SANGOLA,4,0,0,0,0,4
MAHARASHTRA,SOLAPUR,SOUTH  SOLAPUR,5,0,0,0,0,5
MAHARASHTRA,THANE,AMBERNATH,0,0,0,0,2,2
MAHARASHTRA,THANE,BHIWANDI,1,0,0,0,0,1
MAHARASHTRA,THANE,DHANU,15,0,0,0,0,15
MAHARASHTRA,THANE,MOKHADA,0,0,0,0,0,0
MAHARASHTRA,THANE,MURBAD,1,0,0,0,5,6
MAHARASHTRA,THANE,PALGHAR,11,0,0,1,12,24
MAHARASHTRA,THANE,SHAHAPUR,21,0,0,0,94,115
MAHARASHTRA,THANE,VASAI,0,0,0,0,1,1
MAHARASHTRA,THANE,VIKRAMGAD,1,0,0,0,9,10
MAHARASHTRA,THANE,WADA,0,0,0,0,1,1
MAHARASHTRA,WARDHA,ARVI,19,0,0,4,2,25
MAHARASHTRA,WARDHA,ASHTI,2,0,0,10,25,37
MAHARASHTRA,WARDHA,HINGANGHAT,2,0,0,0,0,2
MAHARASHTRA,WARDHA,KARANJA,0,0,0,7,6,13
MAHARASHTRA,WARDHA,SAMUDRAPUR,4,0,0,95,8,107
MAHARASHTRA,WARDHA,SELOO,13,3,0,2,26,44
MAHARASHTRA,WARDHA,WARDHA,1,0,0,0,17,18
MAHARASHTRA,WASHIM,KARANJA,0,0,0,7,163,170
MAHARASHTRA,WASHIM,MALEGAON,0,43,1,229,105,378
MAHARASHTRA,WASHIM,MANGRULPIR,161,1,0,606,185,953
MAHARASHTRA,WASHIM,MANORA,0,0,0,409,305,714
MAHARASHTRA,WASHIM,RISOD,0,0,0,8,25,33
MAHARASHTRA,WASHIM,WASHIM,8,0,0,56,967,1031
MAHARASHTRA,YAVATMAL,ARNI,0,0,0,1,0,1
MAHARASHTRA,YAVATMAL,BABULGAON,0,0,0,2,0,2
MAHARASHTRA,YAVATMAL,DARWHA,2,2,0,2,0,6
MAHARASHTRA,YAVATMAL,DIGRAS,0,0,0,3,0,3
MAHARASHTRA,YAVATMAL,GHATANJI,0,0,0,2,5,7
MAHARASHTRA,YAVATMAL,KALAMB,1,0,0,4,3,8
MAHARASHTRA,YAVATMAL,KELAPUR,0,0,0,2,0,2
MAHARASHTRA,YAVATMAL,MAHAGAON,0,0,0,1,1,2
MAHARASHTRA,YAVATMAL,MAREGAON,4,0,0,6,0,10
MAHARASHTRA,YAVATMAL,NER,0,0,0,8,1,9
MAHARASHTRA,YAVATMAL,PUSAD,0,0,0,2,0,2
MAHARASHTRA,YAVATMAL,RALEGAON,0,0,0,0,4,4
MAHARASHTRA,YAVATMAL,WANI,0,0,0,0,1,1
MAHARASHTRA,YAVATMAL,YAVATMAL,4,0,0,3,3,10
MAHARASHTRA,YAVATMAL,ZARI JAMANI,2,0,0,3,2,7
MANIPUR,BISHNUPUR,BISHNUPUR,0,1,0,0,13,14
MANIPUR,BISHNUPUR,MOIRANG,0,2,1,1,3,7
MANIPUR,CHANDEL,CHAKPIKARONG,0,0,0,0,10,10
MANIPUR,CHANDEL,CHANDEL,0,0,0,0,10,10
MANIPUR,CHANDEL,TENGNOUPAL,0,0,0,0,2,2
MANIPUR,CHURACHANDPUR,CHURACHANDPUR,0,0,0,2,30,32
MANIPUR,CHURACHANDPUR,HENGLEP,0,0,0,0,13,13
MANIPUR,CHURACHANDPUR,PARBUNG,0,0,0,0,3,3
MANIPUR,CHURACHANDPUR,SAMULAMLAN,0,0,0,0,4,4
MANIPUR,CHURACHANDPUR,SINGNGAT,0,0,0,0,19,19
MANIPUR,CHURACHANDPUR,THANLON,0,0,0,0,9,9
MANIPUR,IMPHAL EAST,IRILBUNG,0,0,0,1,1,2
MANIPUR,IMPHAL EAST,SAWOMBUNG,0,18,0,6,2,26
MANIPUR,IMPHAL WEST,HAORANG SABAL,0,14,0,0,23,37
MANIPUR,SENAPATI,KANGPOKPI,0,0,0,0,19,19
MANIPUR,SENAPATI,MAO-MARAM,0,0,0,0,2,2
MANIPUR,SENAPATI,PAO MATA,0,0,0,0,5,5
MANIPUR,TAMENGLONG,NUNGBA,0,0,0,0,14,14
MANIPUR,TAMENGLONG,TAMEI,0,0,0,0,7,7
MANIPUR,TAMENGLONG,TAMENGLONG,0,0,0,0,15,15
MANIPUR,TAMENGLONG,TOUSEM,0,0,0,0,3,3
MANIPUR,THOUBAL,KAKCHING,0,0,0,1,2,3
MANIPUR,THOUBAL,THOUBAL,0,3,2,5,10,20
MANIPUR,UKHRUL,CHINGAI,0,0,0,0,7,7
MANIPUR,UKHRUL,KAMJONG,0,0,0,0,2,2
MANIPUR,UKHRUL,KASOM KHULLEN,0,0,0,0,1,1
MANIPUR,UKHRUL,PHUNGYAR PHAISAT,0,0,0,0,7,7
MANIPUR,UKHRUL,UKHRUL,0,0,0,0,19,19
MEGHALAYA,EAST GARO HILLS,DAMBO-RONGJENG,25,0,0,0,0,25
MEGHALAYA,EAST GARO HILLS,KHARKUTTA,19,0,0,0,0,19
MEGHALAYA,EAST GARO HILLS,RESUBELPARA,22,0,0,0,1,23
MEGHALAYA,EAST GARO HILLS,SAMANDA,32,0,0,0,0,32
MEGHALAYA,EAST GARO HILLS,SONGSAK,41,0,0,0,0,41
MEGHALAYA,EAST KHASI HILLS,LAITKROH,0,0,0,0,16,16
MEGHALAYA,EAST KHASI HILLS,MAWKYNREW,12,0,0,0,1181,1193
MEGHALAYA,EAST KHASI HILLS,MAWPHLANG,3,0,0,0,359,362
MEGHALAYA,EAST KHASI HILLS,MAWRYNGKNENG,22,7,7,10,567,613
MEGHALAYA,EAST KHASI HILLS,MAWSYNRAM,603,37,3,6,532,1181
MEGHALAYA,EAST KHASI HILLS,MYLLIEM,74,0,0,0,511,585
MEGHALAYA,EAST KHASI HILLS,PYNURSLA,0,0,0,0,66,66
MEGHALAYA,EAST KHASI HILLS,SHELLA BHOLAGANJ,1,0,0,0,98,99
MEGHALAYA,JAINTIA HILLS,AMLAREM,143,22,0,5,32,202
MEGHALAYA,JAINTIA HILLS,KHLIEHRIAT,192,0,1,4,4,201
MEGHALAYA,JAINTIA HILLS,LASKEIN,285,15,4,13,40,357
MEGHALAYA,JAINTIA HILLS,SAIPUNG,137,0,0,0,5,142
MEGHALAYA,JAINTIA HILLS,THADLASKEIN,418,7,1,57,35,518
MEGHALAYA,RI BHOI,JIRANG,0,0,0,298,0,298
MEGHALAYA,RI BHOI,UMLING,0,0,5,1174,1,1180
MEGHALAYA,RI BHOI,UMSNING,0,2,44,3226,0,3272
MEGHALAYA,SOUTH GARO HILLS,BAGHMARA,0,0,0,1,0,1
