-----
{
 "description": "The table refers to Block wise Distribution of Shallow Tubewells in use according to Utilization of Potential Created. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.15.csv", 
 "title": "Download CSV for Blockwise Distribution of Shallow Tubewells in use according to Utilization of Potential Created", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.15.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No constraints in utilisation,Constraints in utilisation - Inadequate power supply,Constraints in utilisation - Mechanical break down,Constraints in utilisation - Less water discharge,Constraints in utilisation - Other reason,Total
ORISSA,KEONJHAR,HATADIHI,71,4,13,321,55,464
ORISSA,KEONJHAR,KEONJHAR SADAR,3,0,0,0,3,6
ORISSA,KEONJHAR,PATANA,0,0,0,0,1,1
ORISSA,KEONJHAR,SAHARPADA,0,0,0,0,1,1
ORISSA,KHURDA,BALIANTA,132,3,1,38,117,291
ORISSA,KHURDA,BALIPATANA,315,0,0,0,62,377
ORISSA,KHURDA,BHUBANESWAR,18,0,0,6,38,62
ORISSA,KHURDA,BOLAGARH,1,0,1,7,0,9
ORISSA,KHURDA,JATANI,2,0,0,0,0,2
ORISSA,KORAPUT,BOIPARIGUDA,0,0,0,1,0,1
ORISSA,KORAPUT,JEYPORE,1,1,0,0,0,2
ORISSA,KORAPUT,KOTPAD,1,0,0,0,1,2
ORISSA,MAYURBHANJA,BADASAHI,123,2,0,5,399,529
ORISSA,MAYURBHANJA,BARIPADA,4,2,0,1,12,19
ORISSA,MAYURBHANJA,BETANATI,285,0,0,19,138,442
ORISSA,MAYURBHANJA,GOPABANDHUNAGAR,36,0,0,1,7,44
ORISSA,MAYURBHANJA,JASIPUR,0,0,0,0,1,1
ORISSA,MAYURBHANJA,KAPTIPADA,4,0,0,0,0,4
ORISSA,MAYURBHANJA,KHUNTA,8,0,1,6,1,16
ORISSA,MAYURBHANJA,KULIANA,11,0,0,10,106,127
ORISSA,MAYURBHANJA,MURUDA,5,0,0,4,17,26
ORISSA,MAYURBHANJA,RASAGOBINDAPUR,102,0,0,1,76,179
ORISSA,MAYURBHANJA,SAMAKHUNTA,0,3,0,0,18,21
ORISSA,MAYURBHANJA,SARASAKANA,3,0,0,24,66,93
ORISSA,MAYURBHANJA,SULIAPADA,4,2,1,0,81,88
ORISSA,MAYURBHANJA,UDALA,0,1,0,14,0,15
ORISSA,NAWARANGAPUR,CHANDAHANDI,1,0,0,0,0,1
ORISSA,NAWARANGAPUR,NANDAHANDI,0,0,0,0,1,1
ORISSA,NAWARANGAPUR,NAWARANGPUR,0,0,0,0,1,1
ORISSA,NAWARANGAPUR,PAPADAHANDI,0,0,0,1,0,1
ORISSA,NAWARANGAPUR,RAIGHAR,7,0,0,0,0,7
ORISSA,NAYAGARH,BHAPUR,2,0,0,0,3,5
ORISSA,NAYAGARH,DASAPALLA,0,0,0,0,0,0
ORISSA,NAYAGARH,KHANDAPARA,2,6,0,2,22,32
ORISSA,NAYAGARH,NAYAGARH,59,8,4,1,53,125
ORISSA,NAYAGARH,NUAGAON,0,0,0,1,0,1
ORISSA,NAYAGARH,ODAGAON,1,1,1,0,54,57
ORISSA,NAYAGARH,RANAPUR,0,0,0,0,0,0
ORISSA,NUAPADA,NUAPADA,2,0,0,0,5,7
ORISSA,PURI,ASTARANG,283,0,0,0,375,658
ORISSA,PURI,BRAHMAGIRI,37,3,0,20,17,77
ORISSA,PURI,DELANGA,101,43,0,40,84,268
ORISSA,PURI,GOP,593,3,4,2,480,1082
ORISSA,PURI,KAKATPUR,568,4,0,0,440,1012
ORISSA,PURI,KANAS,1,0,0,0,0,1
ORISSA,PURI,KRISHNAPRASAD,82,0,0,0,151,233
ORISSA,PURI,NIMAPARA,645,3,6,3,238,895
ORISSA,PURI,PIPILI,445,8,6,65,346,870
ORISSA,PURI,PURISADAR,122,0,0,1,8,131
ORISSA,PURI,SATYABADI,95,0,0,1,10,106
ORISSA,RAYAGADA,BISAMCUTTACK,2,0,0,0,0,2
ORISSA,RAYAGADA,GUDARI,19,2,2,0,12,35
ORISSA,RAYAGADA,GUNUPUR,26,0,19,3,22,70
ORISSA,RAYAGADA,K.SINGPUR,0,0,1,0,0,1
ORISSA,RAYAGADA,KOLNARA,2,0,0,1,1,4
ORISSA,RAYAGADA,MUNIGUDA,0,0,0,0,0,0
ORISSA,RAYAGADA,PADMAPUR,21,0,2,2,15,40
ORISSA,RAYAGADA,RAMNAGUDA,89,0,0,0,13,102
ORISSA,RAYAGADA,RAYAGADA,26,0,4,0,2,32
ORISSA,SAMBALPUR,DHANAKOIDA(SAMBALPUR,0,0,0,1,0,1
ORISSA,SAMBALPUR,GOVINDAPUR,0,0,0,1,3,4
ORISSA,SAMBALPUR,JAMANKIRA,0,0,0,1,13,14
ORISSA,SAMBALPUR,KUCHINDA,0,0,0,2,0,2
ORISSA,SONEPUR,BIRMAHARAJPUR,4,0,0,9,0,13
ORISSA,SONEPUR,ULLUNDA,2,0,0,0,0,2
ORISSA,SUNDARGARH,BALISANKARA,0,0,0,2,0,2
ORISSA,SUNDARGARH,BISHRA,1,0,0,0,1,2
ORISSA,SUNDARGARH,BONAI,0,0,1,0,2,3
ORISSA,SUNDARGARH,HEMAGIRI,1,0,0,0,0,1
ORISSA,SUNDARGARH,KUANRAMUNDA,16,0,0,0,0,16
ORISSA,SUNDARGARH,KUTRA,0,0,0,4,0,4
ORISSA,SUNDARGARH,LAHUNIPADA,0,0,0,0,3,3
ORISSA,SUNDARGARH,SUNDARGARH,0,0,0,0,1,1
PONDICHERRY,KARAIKAL,KOTTUCHERRY,9,0,0,0,0,9
PONDICHERRY,KARAIKAL,NEDUNGADU,48,0,0,0,0,48
PONDICHERRY,KARAIKAL,NERAVY,7,0,0,0,0,7
PONDICHERRY,KARAIKAL,THIRUNALLAR,222,0,0,0,0,222
PONDICHERRY,PONDICHERRY,ARIANKUPPAM,289,0,0,0,1,290
PONDICHERRY,PONDICHERRY,BAHOUR,901,0,1,0,1,903
PONDICHERRY,PONDICHERRY,MANNADIPET,1200,0,0,0,0,1200
PONDICHERRY,PONDICHERRY,NETTAPAKKAM,519,0,0,0,0,519
PONDICHERRY,PONDICHERRY,OULGARET,110,0,0,0,0,110
PONDICHERRY,PONDICHERRY,PONDICHERRY,166,0,0,0,0,166
PONDICHERRY,PONDICHERRY,VILLIANUR,857,0,0,0,1,858
PUNJAB,AMRITSER,AJNALA,3,704,0,0,9275,9982
PUNJAB,AMRITSER,BABA BAKALA,4,4282,109,177,3616,8188
PUNJAB,AMRITSER,BHIKHIWIND,34,5668,76,56,2998,8832
PUNJAB,AMRITSER,CHOGAWAN,2,7857,0,0,1189,9048
PUNJAB,AMRITSER,CHOHLA SAHIB,3,3897,67,68,1187,5222
PUNJAB,AMRITSER,GANDIWIND,1,5411,53,702,2878,9045
PUNJAB,AMRITSER,HARSHA CHINNA,7,609,1,0,5580,6197
PUNJAB,AMRITSER,JANDIALA GURU,65,6491,0,112,396,7064
PUNJAB,AMRITSER,KHDUR SAHIB,33,4299,70,136,3854,8392
PUNJAB,AMRITSER,MAJITHA,31,7894,0,0,126,8051
PUNJAB,AMRITSER,NOUSHERA PONUA,1,3081,1,0,2003,5086
PUNJAB,AMRITSER,PATTI,4,5370,21,0,2180,7575
PUNJAB,AMRITSER,TARN TARAN,6,7469,3,193,2168,9839
PUNJAB,AMRITSER,TARSIKA,24,2167,9,427,5097,7724
PUNJAB,AMRITSER,VALTOHA,11,3110,1,0,4200,7322
PUNJAB,AMRITSER,VERKA,12,3976,0,148,3009,7145
PUNJAB,BATHINDA,BATHINDA,8601,0,0,0,0,8601
PUNJAB,BATHINDA,MAUR,3940,0,0,0,0,3940
PUNJAB,BATHINDA,NATHANA,4963,0,0,0,0,4963
PUNJAB,BATHINDA,PHUL,11560,0,0,0,0,11560
PUNJAB,BATHINDA,RAMPURA,5564,0,0,0,0,5564
PUNJAB,BATHINDA,SANGAT,3653,0,0,0,0,3653
PUNJAB,BATHINDA,TALWANDI SAHU,4881,0,0,0,0,4881
PUNJAB,FARIDKOT,FARIDKOT,110,9624,5420,2,2,15158
PUNJAB,FARIDKOT,KOTAKPURA,13,6567,6669,1,0,13250
PUNJAB,FATEHGARH SAHIB,AMLOH,7567,24,0,0,0,7591
PUNJAB,FATEHGARH SAHIB,BASSI PATHANA,10144,373,0,0,0,10517
PUNJAB,FATEHGARH SAHIB,KHAMANO,4814,790,0,0,0,5604
PUNJAB,FATEHGARH SAHIB,SIRHIND,8099,386,0,1,1,8487
PUNJAB,FEROZEPUR,ABOHAR,3960,0,1,55,0,4016
PUNJAB,FEROZEPUR,FAZILKA,10057,0,0,0,0,10057
PUNJAB,FEROZEPUR,FEROZEPUR,8723,0,0,1,0,8724
PUNJAB,FEROZEPUR,GHAL KHURAD,12156,0,0,6,0,12162
PUNJAB,FEROZEPUR,GURUHAR SAHAI,12239,0,0,0,0,12239
PUNJAB,FEROZEPUR,JALALABAD,10370,0,0,0,0,10370
PUNJAB,FEROZEPUR,KHUIA SARWARA,5859,0,0,0,0,5859
PUNJAB,FEROZEPUR,MAKHU,7674,0,0,1,0,7675
PUNJAB,FEROZEPUR,MAMDOT,9800,0,0,0,0,9800
PUNJAB,FEROZEPUR,ZIRA,10521,3,0,0,0,10524
PUNJAB,GURDASPUR,BAMIAL,606,0,0,0,0,606
PUNJAB,GURDASPUR,BATALA,7462,0,0,0,0,7462
PUNJAB,GURDASPUR,DERA BABA NANAK,7761,0,0,0,0,7761
PUNJAB,GURDASPUR,DHARIWAL,4241,0,0,0,0,4241
PUNJAB,GURDASPUR,DHARKALAN,239,0,0,0,0,239
PUNJAB,GURDASPUR,DINANAGAR,4075,0,0,0,0,4075
PUNJAB,GURDASPUR,FATEHGARH CHURIAN,7456,0,0,0,0,7456
PUNJAB,GURDASPUR,GURDASPUR,7884,0,0,0,0,7884
PUNJAB,GURDASPUR,KAHNUWAN,9060,0,0,0,0,9060
PUNJAB,GURDASPUR,KALANOUR,5450,0,0,0,0,5450
PUNJAB,GURDASPUR,NAROT JAIMAL SINGH,2364,0,0,0,0,2364
PUNJAB,GURDASPUR,PATHANKOT,2764,0,0,0,0,2764
PUNJAB,GURDASPUR,QUADIAN,5057,0,0,0,0,5057
PUNJAB,GURDASPUR,SHRI HARGOBIND PUR,6072,0,0,0,0,6072
PUNJAB,HOSHIARPUR,BHUNGA,6846,0,0,1,0,6847
PUNJAB,HOSHIARPUR,DASUYA,6206,0,0,1,0,6207
PUNJAB,HOSHIARPUR,GARHSHANKAR,5704,13,0,0,0,5717
PUNJAB,HOSHIARPUR,HAZIPUR,2477,0,0,0,0,2477
PUNJAB,HOSHIARPUR,HOSHIARPUR 2,6834,0,0,0,0,6834
PUNJAB,HOSHIARPUR,HOSHIARPUR-I,10011,0,0,1,0,10012
PUNJAB,HOSHIARPUR,MAHILPUR,4486,0,0,0,0,4486
PUNJAB,HOSHIARPUR,MUKERIAN,6325,0,0,0,0,6325
PUNJAB,HOSHIARPUR,TALWARA,344,0,4,3,24,375
PUNJAB,HOSHIARPUR,TANDA,10403,0,0,1,0,10404
PUNJAB,JALANDHAR,ADAMPUR,4734,136,4,264,0,5138
PUNJAB,JALANDHAR,BHOGPUR,7181,0,0,0,0,7181
PUNJAB,JALANDHAR,JALANDHAR EAST,13,293,11,410,5310,6037
PUNJAB,JALANDHAR,JALANDHAR WEST,142,4424,194,169,3389,8318
PUNJAB,JALANDHAR,LOHTIAN KHAS,8,0,0,0,5916,5924
PUNJAB,JALANDHAR,NAKODER,11039,0,0,0,0,11039
PUNJAB,JALANDHAR,NOORMEHAL,10,5,0,15,6206,6236
PUNJAB,JALANDHAR,PHILLOR,7094,133,40,0,27,7294
PUNJAB,JALANDHAR,RURKA KALAN,5034,1,0,0,0,5035
PUNJAB,JALANDHAR,SHAHKOT,6742,0,0,0,0,6742
PUNJAB,KAPURTHALA,DHILLWAN,8953,510,5,0,0,9468
PUNJAB,KAPURTHALA,KAPURTHALA,9825,0,0,0,0,9825
PUNJAB,KAPURTHALA,NADALA,1008,6396,1490,8,3,8905
PUNJAB,KAPURTHALA,PHAGWARA,8292,0,0,0,0,8292
PUNJAB,KAPURTHALA,SULTANPUR,12039,46,29,17,2,12133
PUNJAB,LUDHIANA,DEHLON,8501,682,58,1,0,9242
PUNJAB,LUDHIANA,DORAHA,5852,2697,208,0,0,8757
PUNJAB,LUDHIANA,JAGRAON,12044,70,60,0,0,12174
PUNJAB,LUDHIANA,KHANNA,437,7870,10,0,0,8317
PUNJAB,LUDHIANA,LUDHIANA,7813,15,0,3,0,7831
PUNJAB,LUDHIANA,MANGAT,11557,463,50,1,0,12071
PUNJAB,LUDHIANA,MASHIWARA,21,642,2,9108,0,9773
PUNJAB,LUDHIANA,PAKHOWAL,10792,0,0,0,0,10792
PUNJAB,LUDHIANA,SAMRALA,1585,4026,48,1,0,5660
PUNJAB,LUDHIANA,SIDHWAN BET,8442,3367,542,4,472,12827
PUNJAB,LUDHIANA,SUDHAR,11051,4,11,0,1,11067
PUNJAB,MANSA,BHIKHI,3,10857,0,1,276,11137
PUNJAB,MANSA,BUDHLADA,263,13455,1,1,2,13722
PUNJAB,MANSA,JHUNIR,3,4232,0,0,0,4235
PUNJAB,MANSA,MANSA,8,8363,3,2,5,8381
PUNJAB,MANSA,SARDOOLGARH,1,3185,29,219,661,4095
PUNJAB,MOGA,BAGHA PURANA,11321,2528,86,0,0,13935
PUNJAB,MOGA,KOT ISE KHAN,399,10791,1988,9,73,13260
PUNJAB,MOGA,MOGA II,116,6767,256,0,0,7139
PUNJAB,MOGA,MOOGA-1,3084,5716,274,1,0,9075
PUNJAB,MOGA,NIHAL SINGH WALA,6,7434,2479,5,1,9925
PUNJAB,MUKATSAR,GIDARBAHA,134,0,0,1,7454,7589
PUNJAB,MUKATSAR,LAMBI,2966,280,742,0,61,4049
PUNJAB,MUKATSAR,MALOUT,5748,3,6,0,0,5757
PUNJAB,MUKATSAR,MUKATSAR,9706,2,14,1,0,9723
PUNJAB,NAWANSHAHAR,AUR,6439,0,0,0,0,6439
PUNJAB,NAWANSHAHAR,BALACHOR,4287,0,0,0,0,4287
PUNJAB,NAWANSHAHAR,BANGA,3386,3036,1841,1,2,8266
PUNJAB,NAWANSHAHAR,NAWANSHAHR,7073,239,6,0,1,7319
PUNJAB,NAWANSHAHAR,SADOYA,1582,0,0,0,0,1582
PUNJAB,PATIALA,BHUNARKHERI,8622,0,0,8,0,8630
PUNJAB,PATIALA,DERABASSI,4427,0,1,0,0,4428
PUNJAB,PATIALA,KANOR,6055,6,5,101,7,6174
PUNJAB,PATIALA,NABHA,16521,0,0,0,0,16521
PUNJAB,PATIALA,PATIALA,3680,2909,470,0,2047,9106
PUNJAB,PATIALA,PATRAN,12880,0,0,0,0,12880
PUNJAB,PATIALA,RAJPURA,6650,9,0,0,0,6659
PUNJAB,PATIALA,SAMANA,7618,0,0,0,0,7618
PUNJAB,PATIALA,SANOR,314,1128,181,154,6335,8112
PUNJAB,ROPAR,ANANDPUR SAHIB,13,1957,1,62,7,2040
PUNJAB,ROPAR,CHAMKAUR SAHIB,108,5495,0,0,0,5603
PUNJAB,ROPAR,KHARAR,10,4637,0,142,458,5247
PUNJAB,ROPAR,MAJRI,100,3309,5,123,129,3666
PUNJAB,ROPAR,MORINDA,45,3902,2,0,0,3949
PUNJAB,ROPAR,NOORPUR BEDI,56,3529,0,0,134,3719
PUNJAB,ROPAR,ROPAR,104,5495,0,22,17,5638
PUNJAB,SANGRUR,AHMADGARH,6815,3590,0,0,0,10405
PUNJAB,SANGRUR,ANDANA,6109,1,0,0,1,6111
PUNJAB,SANGRUR,BARNALA,10857,6411,0,2,0,17270
PUNJAB,SANGRUR,BHAVANIGARH,10760,1,0,0,0,10761
PUNJAB,SANGRUR,DHURI,7764,0,0,0,0,7764
PUNJAB,SANGRUR,LEHRAGAGA,7065,0,232,0,153,7450
PUNJAB,SANGRUR,MALERKOTLA,13254,0,0,0,0,13254
PUNJAB,SANGRUR,MEHALKALAN,7244,0,0,0,10,7254
PUNJAB,SANGRUR,SANGRUR,9360,0,0,0,0,9360
PUNJAB,SANGRUR,SEHNA,10538,0,0,0,0,10538
PUNJAB,SANGRUR,SHERPUR,7523,105,1,0,0,7629
PUNJAB,SANGRUR,SUNAM,19492,0,19,2,0,19513
RAJASTHAN,AJMER,AJMER,0,0,0,18,11,29
RAJASTHAN,AJMER,KISHANGARH,16,7,0,29,4,56
RAJASTHAN,AJMER,MASUDA,0,0,0,1,0,1
RAJASTHAN,AJMER,NASIRABAD,0,1,0,4,0,5
RAJASTHAN,AJMER,PISAGAON,0,0,0,1,0,1
RAJASTHAN,AJMER,SARWAD,0,0,0,1,0,1
RAJASTHAN,ALWAR,ALWAR,336,18,31,457,1,843
RAJASTHAN,ALWAR,BEHROR,80,0,0,1,2,83
RAJASTHAN,ALWAR,KATHUMAR,535,16,20,5087,1,5659
RAJASTHAN,ALWAR,KOTKASIM,4381,56,4,126,291,4858
RAJASTHAN,ALWAR,LAXMANGARH,236,83,9,1372,147,1847
RAJASTHAN,ALWAR,RAJGARH,2,0,0,0,0,2
RAJASTHAN,ALWAR,RAMGARH,870,109,112,788,560,2439
RAJASTHAN,ALWAR,TIJARA,5987,0,10,42,147,6186
RAJASTHAN,BANSWARA,BAGIDORA,0,0,0,2,0,2
RAJASTHAN,BANSWARA,BANSWARA,19,10,0,9,2,40
RAJASTHAN,BANSWARA,GADHI,5,1,0,14,8,28
RAJASTHAN,BANSWARA,GHATOL,3,1,0,0,0,4
RAJASTHAN,BANSWARA,KUSHALGARH,7,6,0,4,0,17
RAJASTHAN,BARAN,ANTA,176,16,0,20,0,212
RAJASTHAN,BARAN,BARAN,932,353,2,50,32,1369
RAJASTHAN,BARAN,KISHANGANJ,678,13,14,25,88,818
RAJASTHAN,BARAN,MANGROL,206,216,6,348,65,841
RAJASTHAN,BARAN,SHAHABAD,263,11,0,1,1,276
RAJASTHAN,BARMER,GUDAMALANI,3,0,0,0,0,3
RAJASTHAN,BARMER,PACH PADRA,16,4,0,29,0,49
RAJASTHAN,BHARATPUR,BAYANA,2711,34,0,0,5,2750
RAJASTHAN,BHARATPUR,BEIR,3242,76,34,181,19,3552
RAJASTHAN,BHARATPUR,BHARATPUR,3504,10,140,1711,12,5377
RAJASTHAN,BHARATPUR,DEEG,2672,2,79,25,5,2783
RAJASTHAN,BHARATPUR,KAMAN,1300,35,163,769,3,2270
RAJASTHAN,BHARATPUR,KUMBHER,1572,143,1,366,532,2614
RAJASTHAN,BHARATPUR,NADBAI,3726,202,8,1330,19,5285
RAJASTHAN,BHARATPUR,NAGAR,3151,35,16,2,1047,4251
RAJASTHAN,BHARATPUR,PAHARI,1488,674,3,56,5,2226
RAJASTHAN,BHARATPUR,ROOPBAS,3863,2,4,494,66,4429
RAJASTHAN,BHILWARA,ASIND,0,0,0,7,0,7
RAJASTHAN,BHILWARA,BHILWARA,0,1,0,101,0,102
RAJASTHAN,BHILWARA,HURDA,0,0,0,7,0,7
RAJASTHAN,BHILWARA,JAHAJPUR,11,2,0,3,0,16
RAJASTHAN,BHILWARA,KOTADI,49,0,0,2,1,52
RAJASTHAN,BHILWARA,MANDAL,0,1,0,6,0,7
RAJASTHAN,BHILWARA,MANDALGARH,45,0,0,51,0,96
RAJASTHAN,BHILWARA,RAIPUR,3,0,0,3,0,6
RAJASTHAN,BHILWARA,SAHADA,0,0,0,5,0,5
RAJASTHAN,BIKANER,BIKANER,8,0,0,0,0,8
RAJASTHAN,BUNDI,BUNDI,215,16,1,38,3,273
RAJASTHAN,BUNDI,HINDOLI,116,0,0,8,12,136
RAJASTHAN,BUNDI,INDRAGARH,332,0,0,41,2,375
RAJASTHAN,BUNDI,KESHORAIPATAN,465,9,45,426,1630,2575
RAJASTHAN,BUNDI,NAINWA,23,30,12,146,16,227
RAJASTHAN,CHITTORGARH,ARNOD,86,0,0,438,16,540
RAJASTHAN,CHITTORGARH,BADI SADRI,0,0,1,88,0,89
RAJASTHAN,CHITTORGARH,BHADESAR,5,13,0,124,2,144
RAJASTHAN,CHITTORGARH,CHHOTI SADRI,0,0,0,87,0,87
RAJASTHAN,CHITTORGARH,CHITTORGARH,1,7,0,19,1,28
RAJASTHAN,CHITTORGARH,DUNGLA,13,8,2,269,0,292
RAJASTHAN,CHITTORGARH,GANGARAR,3,23,2,76,204,308
RAJASTHAN,CHITTORGARH,KAPASAN,4,9,1,94,0,108
RAJASTHAN,CHITTORGARH,NIMBAHERA,138,32,1,307,19,497
RAJASTHAN,CHITTORGARH,PRATAPGARH,3,1,0,28,0,32
RAJASTHAN,CHITTORGARH,RASHMI,18,0,0,53,0,71
RAJASTHAN,CHITTORGARH,RAWATBHATA,0,0,0,1,0,1
RAJASTHAN,CHURU,SARDAR SHAHAR,5,23,0,0,0,28
RAJASTHAN,CHURU,SUJANGARH,8,64,0,8,5,85
RAJASTHAN,DAUSA,DAUSA,112,3,4,305,13,437
RAJASTHAN,DAUSA,LALSOT,426,11,0,201,30,668
RAJASTHAN,DAUSA,MAHUA,2207,3,0,78,63,2351
RAJASTHAN,DAUSA,SIKRAY,95,1,0,339,28,463
RAJASTHAN,DHOLPUR,BARI,1330,0,69,525,510,2434
RAJASTHAN,DHOLPUR,BASERI,817,8,31,812,66,1734
RAJASTHAN,DHOLPUR,DHOLPUR,4097,3,10,55,75,4240
RAJASTHAN,DHOLPUR,RAJAKHERA,1979,127,121,261,73,2561
RAJASTHAN,DHOLPUR,SAPAIU,2672,32,171,286,539,3700
RAJASTHAN,DUNGARPUR,ASPUR,0,0,0,1,0,1
RAJASTHAN,DUNGARPUR,DUNGARPUR,2,0,0,7,0,9
RAJASTHAN,DUNGARPUR,SAGWARA,16,8,0,14,1,39
RAJASTHAN,DUNGARPUR,SIMALWARA,13,0,0,78,0,91
RAJASTHAN,GANGANAGAR,SURATGARH,91,0,0,12,0,103
RAJASTHAN,HANUMANGARH,BHADRA,232,10,17,633,251,1143
RAJASTHAN,HANUMANGARH,NOHAR,35,0,0,1,0,36
RAJASTHAN,JAIPUR,AMER,1612,172,25,40,135,1984
RAJASTHAN,JAIPUR,BASSI,20,3,0,5,12,40
RAJASTHAN,JAIPUR,CHAKSU,4,0,0,0,0,4
RAJASTHAN,JAIPUR,CHOMU,5,15,2,0,0,22
RAJASTHAN,JAIPUR,JAIPUR,97,32,6,7,2,144
RAJASTHAN,JAIPUR,JAMWARAMGARH,24,0,0,5,0,29
RAJASTHAN,JAIPUR,MOUJMABAD,3,0,0,6,0,9
RAJASTHAN,JAIPUR,PHAGI,0,0,0,5,0,5
RAJASTHAN,JAIPUR,PHULERA,3,0,0,0,0,3
RAJASTHAN,JAIPUR,SANGANER,194,30,0,13,2,239
RAJASTHAN,JAIPUR,SHAHPURA,173,128,0,31,58,390
RAJASTHAN,JAIPUR,VIRATNAGAR,6,0,0,6,0,12
RAJASTHAN,JAISALMER,JAISALMER,0,0,0,0,0,0
RAJASTHAN,JAISALMER,POKARAN,3,0,0,0,0,3
RAJASTHAN,JALORE,AHORE,52,6,1,64,16,139
RAJASTHAN,JALORE,BAGODA,0,0,0,0,0,0
RAJASTHAN,JALORE,BHINMAL,0,8,0,3,0,11
RAJASTHAN,JALORE,JALORE,31,1,2,2,1,37
RAJASTHAN,JALORE,RANIWARA,0,0,0,0,0,0
RAJASTHAN,JALORE,SANCHORE,3,12,0,6,0,21
RAJASTHAN,JALORE,SAYLA,5,0,0,0,0,5
RAJASTHAN,JHALAWAR,GANGADHAR,0,0,0,3,0,3
RAJASTHAN,JHALAWAR,JHALARA PATAN,12,0,0,11,0,23
RAJASTHAN,JHALAWAR,KHANPUR,704,0,0,0,1,705
RAJASTHAN,JHALAWAR,PACHPAHAR,30,0,0,116,0,146
RAJASTHAN,JHALAWAR,PIRAWA,9,0,0,5,0,14
RAJASTHAN,JHUNJHUNU,BUHANA,3,0,0,0,0,3
RAJASTHAN,JHUNJHUNU,NAWALGARH,0,4,0,0,0,4
RAJASTHAN,JHUNJHUNU,UDAIPURWATI,0,1,0,6,7,14
RAJASTHAN,JODHPUR,BHOPAL GARH,14,23,0,19,0,56
RAJASTHAN,JODHPUR,BILADA,8,8,0,112,2,130
RAJASTHAN,JODHPUR,JODHPUR,18,79,2,68,12,179
RAJASTHAN,JODHPUR,LUNI,31,0,0,18,4,53
RAJASTHAN,JODHPUR,SHER GARH,498,100,7,170,86,861
RAJASTHAN,KAROLI,HINDON,1104,340,7,249,115,1815
RAJASTHAN,KAROLI,KAROLI,29,9,0,4,0,42
RAJASTHAN,KAROLI,NADOTI,0,0,1,4,0,5
RAJASTHAN,KAROLI,TODA BHIM,110,1480,1,122,46,1759
RAJASTHAN,KOTA,DIGOD,1016,0,4,9,49,1078
RAJASTHAN,KOTA,LADPURA,721,4,6,604,24,1359
RAJASTHAN,KOTA,PIPALLDA,2612,1,3,0,1,2617
RAJASTHAN,KOTA,RAMGANJMANDI,108,0,0,5,1,114
RAJASTHAN,KOTA,SANGOD,2396,42,15,1221,191,3865
RAJASTHAN,NAGAUR,DEEDWANA,18,9,0,4,3,34
RAJASTHAN,NAGAUR,DEGANA,5,0,0,0,0,5
RAJASTHAN,NAGAUR,JAYAL,89,75,38,24,11,237
RAJASTHAN,NAGAUR,KHEEVSAR,0,0,0,0,0,0
RAJASTHAN,NAGAUR,LADNU,3,0,0,0,0,3
RAJASTHAN,NAGAUR,MAKRANA,1,17,1,7,1,27
RAJASTHAN,NAGAUR,MERTA,39,62,0,61,0,162
RAJASTHAN,NAGAUR,NAGAUR,9,0,0,0,0,9
RAJASTHAN,NAGAUR,NAWA,1,0,0,1,0,2
RAJASTHAN,NAGAUR,PARBATSAR,15,0,0,13,0,28
RAJASTHAN,PALI,BALI,2,0,0,11,0,13
RAJASTHAN,PALI,DESURI,0,0,0,19,0,19
RAJASTHAN,PALI,JAITARAN,0,0,0,29,0,29
RAJASTHAN,PALI,MARWAR JUNCTION,14,27,1,310,3,355
RAJASTHAN,PALI,PALI,42,0,0,53,2,97
RAJASTHAN,PALI,ROHAT,0,0,0,1,0,1
RAJASTHAN,PALI,SOJAT,0,0,1,55,0,56
RAJASTHAN,PALI,SUMERPUR,0,0,0,25,0,25
RAJASTHAN,RAJSAMAND,AMET,2,0,0,3,0,5
RAJASTHAN,RAJSAMAND,NATHDWARA,0,0,0,20,3,23
RAJASTHAN,RAJSAMAND,RAILMAGRA,0,6,0,17,0,23
RAJASTHAN,RAJSAMAND,RAJSAMAND,0,0,0,8,0,8
RAJASTHAN,SAWAI MADHOPUR,BAMANWAS,66,0,0,0,0,66
RAJASTHAN,SAWAI MADHOPUR,BAOLI,1,0,0,0,0,1
RAJASTHAN,SAWAI MADHOPUR,CHOUTH KA BARWADA,227,0,0,0,0,227
RAJASTHAN,SAWAI MADHOPUR,GANGAPUR,435,0,0,129,0,564
RAJASTHAN,SAWAI MADHOPUR,KHANDAR,496,0,0,9,1,506
RAJASTHAN,SAWAI MADHOPUR,MALARNA DOONGAR,41,0,0,0,0,41
RAJASTHAN,SAWAI MADHOPUR,SAWAI MADHOPUR,209,0,0,0,1,210
RAJASTHAN,SIKAR,DATARAM GARH,56,11,0,29,2,98
RAJASTHAN,SIKAR,SHRI MADHOPUR,0,21,0,20,0,41
RAJASTHAN,SIKAR,SIKAR,10,12,0,11,41,74
RAJASTHAN,SIROHI,ABUROAD,0,0,0,2,0,2
RAJASTHAN,SIROHI,PINDWARA,1,0,0,0,0,1
RAJASTHAN,SIROHI,SHIVGANJ,0,0,0,4,0,4
RAJASTHAN,TONK,MALPURA,0,3,0,0,0,3
RAJASTHAN,TONK,NIWAI,1,0,0,0,0,1
