-----
{
 "description": "The table refers to Block wise Distribution of Dugwells according to source of Finance. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.7.csv", 
 "title": "Download CSV for Blockwise Distribution of Dugwells according to source of Finance", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.7.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Government Funds,Farmer's saving,Loan & Saving,Subsidy & Bank loan,Others,Total
CHHATTISGARH,KVARDHA,KVARDHA,322,45,49,238,295,949
CHHATTISGARH,KVARDHA,PANDARIYA,276,60,24,48,318,726
CHHATTISGARH,MAHASAMUND,BASNA,272,99,79,79,137,666
CHHATTISGARH,MAHASAMUND,MAHASAMUND,2343,524,447,339,212,3865
CHHATTISGARH,MAHASAMUND,SARIYPALI,316,40,115,111,127,709
CHHATTISGARH,RAIGARH,DHARAMJAIGARH,3692,15,88,167,22,3984
CHHATTISGARH,RAIGARH,GHARGODA,1554,90,94,127,39,1904
CHHATTISGARH,RAIGARH,KHARSIYA,223,7,69,10,0,309
CHHATTISGARH,RAIGARH,LAILUNGA,3764,78,50,462,18,4372
CHHATTISGARH,RAIGARH,RAIGARH,1017,20,31,209,0,1277
CHHATTISGARH,RAIGARH,SARANGARH,4144,176,206,568,29,5123
CHHATTISGARH,RAIPUR,ABHANPUR,416,191,53,38,23,721
CHHATTISGARH,RAIPUR,ARANG,961,171,38,132,16,1318
CHHATTISGARH,RAIPUR,BHATAPARA,61,21,6,38,1,127
CHHATTISGARH,RAIPUR,BILAIGARH,768,49,87,67,164,1135
CHHATTISGARH,RAIPUR,BLOUDABAJAR,1886,78,86,177,27,2254
CHHATTISGARH,RAIPUR,DEVBHOG,1149,51,103,194,21,1518
CHHATTISGARH,RAIPUR,GARIYABAND,1946,218,350,736,186,3436
CHHATTISGARH,RAIPUR,KASDOL,1704,102,77,130,228,2241
CHHATTISGARH,RAIPUR,PALARI,90,19,16,4,53,182
CHHATTISGARH,RAIPUR,RAIPUR,314,40,31,33,1,419
CHHATTISGARH,RAIPUR,RAJIM,680,47,61,66,15,869
CHHATTISGARH,RAIPUR,SIMGA,119,10,26,5,56,216
CHHATTISGARH,RAIPUR,TILDA,959,96,119,141,101,1416
CHHATTISGARH,RAJNANDGAON,AMBAGARH CHOUKI,108,5,54,52,7,226
CHHATTISGARH,RAJNANDGAON,CHHUIKHADAN,591,49,52,58,25,775
CHHATTISGARH,RAJNANDGAON,DONGAR GAON,285,85,55,190,14,629
CHHATTISGARH,RAJNANDGAON,DONGAR GARH,383,53,34,59,0,529
CHHATTISGARH,RAJNANDGAON,KHAIRAGARH,592,219,83,194,32,1120
CHHATTISGARH,RAJNANDGAON,MANPUR,123,16,194,361,8,702
CHHATTISGARH,RAJNANDGAON,MOHLA,460,113,233,687,9,1502
CHHATTISGARH,RAJNANDGAON,RAJNANDGAON,1129,168,236,384,58,1975
CHHATTISGARH,SURGUJA,AMBIKAPUR,6740,121,59,78,14,7012
CHHATTISGARH,SURGUJA,LUNDRA,1482,18,6,68,1,1575
CHHATTISGARH,SURGUJA,PAL,4361,295,203,67,6,4932
CHHATTISGARH,SURGUJA,PRATAPPUR,3289,95,131,35,17,3567
CHHATTISGARH,SURGUJA,RAJPUR,2100,55,23,23,7,2208
CHHATTISGARH,SURGUJA,SAMRI,3033,56,59,165,5,3318
CHHATTISGARH,SURGUJA,SITAPUR,5032,193,98,220,25,5568
CHHATTISGARH,SURGUJA,SURAJPUR,24958,205,69,203,258,25693
CHHATTISGARH,SURGUJA,WADRAFNAGAR,1730,130,49,24,0,1933
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,AMBOLI,8,3,37,48,0,96
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DADRA,7,0,0,1,0,8
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DAPADA,1,0,34,18,2,55
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DUDHANI,0,0,4,0,0,4
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,KHANVEL,0,0,14,4,17,35
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,KILAVANI,8,13,16,27,0,64
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,MANDONI,0,0,8,10,0,18
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,NAROLI,119,1,8,2,0,130
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,RANDHA,2,51,10,0,0,63
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,SILVASSA-I,11,30,16,5,0,62
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,SILVASSA-II,2,0,35,0,0,37
GOA,NORTH GOA,BARDEZ,662,23,45,39,203,972
GOA,NORTH GOA,BICHOLIM,384,45,25,26,29,509
GOA,NORTH GOA,PERNEM,216,20,40,55,14,345
GOA,NORTH GOA,PONDA,521,23,27,16,62,649
GOA,NORTH GOA,SATTARI,201,14,10,148,0,373
GOA,NORTH GOA,TISWADI,456,4,93,8,339,900
GOA,SOUTH GOA,CANACONA,473,21,10,16,8,528
GOA,SOUTH GOA,MORMUGAO,78,2,3,10,16,109
GOA,SOUTH GOA,QUEPEM,136,19,13,8,2,178
GOA,SOUTH GOA,SALCETE,123,0,2,7,6,138
GOA,SOUTH GOA,SANGUEM,265,117,15,16,2,415
GUJARAT,AHMEDABAD,BARWALA,475,0,2,0,0,477
GUJARAT,AHMEDABAD,BAVLA,1455,108,21,37,13,1634
GUJARAT,AHMEDABAD,DASKROI,2997,18,1,4,6,3026
GUJARAT,AHMEDABAD,DETROJ-RAMPURA,346,0,0,29,0,375
GUJARAT,AHMEDABAD,DHANDHUKA,570,0,0,0,0,570
GUJARAT,AHMEDABAD,DHOLKA,689,27,8,21,16,761
GUJARAT,AHMEDABAD,MANDAL,324,1,3,4,1,333
GUJARAT,AHMEDABAD,RANPUR,1522,1,5,3,1,1532
GUJARAT,AHMEDABAD,SANAND,1718,27,38,8,255,2046
GUJARAT,AHMEDABAD,VIRAMGAM,2520,53,7,6,74,2660
GUJARAT,AMRELI,AMRELI,7446,0,0,7,0,7453
GUJARAT,AMRELI,BABRA,11646,62,0,62,0,11770
GUJARAT,AMRELI,BAGASARA,3136,0,0,0,0,3136
GUJARAT,AMRELI,DHARI,7468,0,0,7,0,7475
GUJARAT,AMRELI,JAFRABAD,3452,0,0,7,0,3459
GUJARAT,AMRELI,KHAMBHA,5287,0,0,0,0,5287
GUJARAT,AMRELI,KUNKAVAV VADIA,5343,0,0,7,0,5350
GUJARAT,AMRELI,LATHI,9151,0,0,18,0,9169
GUJARAT,AMRELI,LILIA,3046,0,0,0,0,3046
GUJARAT,AMRELI,RAJULA,6338,0,0,7,0,6345
GUJARAT,AMRELI,SAVARKUNDLA,18256,62,0,51,0,18369
GUJARAT,ANAND,ANAND,555,46,0,1,1,603
GUJARAT,ANAND,ANKLAV,151,12,2,1,2,168
GUJARAT,ANAND,BORSAD,16,0,0,0,0,16
GUJARAT,ANAND,PETLAD,310,0,2,6,0,318
GUJARAT,ANAND,SOJITRA,194,0,0,0,0,194
GUJARAT,ANAND,TARAPUR,217,7,0,0,0,224
GUJARAT,ANAND,UMRETH,470,7,0,1,0,478
GUJARAT,BANASKANTHA,AMIRGADH,1682,442,122,50,536,2832
GUJARAT,BANASKANTHA,BHABHAR,322,104,17,18,12,473
GUJARAT,BANASKANTHA,DANTA,4398,459,331,141,178,5507
GUJARAT,BANASKANTHA,DANTIWADA,2581,41,36,66,0,2724
GUJARAT,BANASKANTHA,DEESA,6031,2333,69,15,221,8669
GUJARAT,BANASKANTHA,DEODAR,90,3,5,4,1,103
GUJARAT,BANASKANTHA,DHANERA,4989,2508,302,127,29,7955
GUJARAT,BANASKANTHA,KANKAREJ,681,254,49,133,468,1585
GUJARAT,BANASKANTHA,PALANPUR,5950,831,183,42,164,7170
GUJARAT,BANASKANTHA,THARAD,5985,263,98,9,411,6766
GUJARAT,BANASKANTHA,VADAGAM,5412,722,230,44,346,6754
GUJARAT,BANASKANTHA,WAV,353,36,1,13,0,403
GUJARAT,BHARUCH,AMOD,1055,0,16,42,0,1113
GUJARAT,BHARUCH,ANKLESVAR,29,7,0,0,5,41
GUJARAT,BHARUCH,BHARUCH,123,524,277,18,2,944
GUJARAT,BHARUCH,HANSOT,155,0,0,0,14,169
GUJARAT,BHARUCH,JAMBUSAR,200,0,0,0,0,200
GUJARAT,BHARUCH,JHAGADIA,513,335,50,15,33,946
GUJARAT,BHARUCH,VAGRA,2,0,0,1,78,81
GUJARAT,BHARUCH,VALIA,1323,28,18,69,31,1469
GUJARAT,BHAVNAGAR,BHAVNAGAR,6431,450,182,1,0,7064
GUJARAT,BHAVNAGAR,BOTAD,5687,177,179,1,0,6044
GUJARAT,BHAVNAGAR,GADHADA,9946,396,30,7,1,10380
GUJARAT,BHAVNAGAR,GARIADHAR,5677,23,8,0,0,5708
GUJARAT,BHAVNAGAR,GHOGHA,7184,68,4,0,0,7256
GUJARAT,BHAVNAGAR,MAHUVA,25503,0,0,0,0,25503
GUJARAT,BHAVNAGAR,PALITANA,12220,0,2,1,0,12223
GUJARAT,BHAVNAGAR,SIHOR,11136,397,7,8,9,11557
GUJARAT,BHAVNAGAR,TALAJA,22638,0,0,0,0,22638
GUJARAT,BHAVNAGAR,UMRALA,3761,53,3,1,2779,6597
GUJARAT,BHAVNAGAR,VALLABHIPUR,3065,0,0,0,0,3065
GUJARAT,DAHOD,DEVGADH BARIA,5646,14,144,279,1,6084
GUJARAT,DAHOD,DHANPUR,1558,0,130,629,48,2365
GUJARAT,DAHOD,DOHAD,1986,15,90,846,7,2944
GUJARAT,DAHOD,FATEPURA,3278,9,16,1577,0,4880
GUJARAT,DAHOD,GARBADA,1584,14,48,420,14,2080
GUJARAT,DAHOD,JHALOD,6198,32,30,1418,0,7678
GUJARAT,DAHOD,LIMKHEDA,7212,12,145,617,3,7989
GUJARAT,DANG,DANG,16,11,549,947,12,1535
GUJARAT,GANDHINAGAR,DEHGAM,0,3,0,0,0,3
GUJARAT,GANDHINAGAR,GANDHINAGAR,32,0,0,0,0,32
GUJARAT,JAMNAGAR,BHANVAD,9582,0,0,0,0,9582
GUJARAT,JAMNAGAR,DHROL,2747,216,29,0,0,2992
GUJARAT,JAMNAGAR,JAMJODHPUR,7507,169,55,0,0,7731
GUJARAT,JAMNAGAR,JAMNAGAR,11494,251,13,0,0,11758
GUJARAT,JAMNAGAR,JODIYA,1012,75,12,0,0,1099
GUJARAT,JAMNAGAR,KALAVAD,14215,70,130,0,0,14415
GUJARAT,JAMNAGAR,KALYANPUR,12324,224,52,0,0,12600
GUJARAT,JAMNAGAR,KHAMBHALIA,12134,220,83,0,0,12437
GUJARAT,JAMNAGAR,LALPUR,8622,225,67,0,0,8914
GUJARAT,JAMNAGAR,OKHA MANDAL,1743,0,0,0,0,1743
GUJARAT,JUNAGADH,BHESANA,3008,2,1,3,0,3014
GUJARAT,JUNAGADH,JUNAGADH,7765,215,118,3,0,8101
GUJARAT,JUNAGADH,KESHOD,10768,118,118,35,0,11039
GUJARAT,JUNAGADH,KODINAR,10129,0,23,41,1,10194
GUJARAT,JUNAGADH,MALIA,12163,0,0,0,0,12163
GUJARAT,JUNAGADH,MANAVADAR,12891,86,30,1,0,13008
GUJARAT,JUNAGADH,MANGROL,13710,124,13,21,0,13868
GUJARAT,JUNAGADH,MENDARDA,5880,30,25,35,1,5971
GUJARAT,JUNAGADH,PATAN-VERAVAL,3331,22,7158,28,0,10539
GUJARAT,JUNAGADH,SUTRAPADA,1305,1,3968,0,1,5275
GUJARAT,JUNAGADH,TALALA,1168,906,5767,1,0,7842
GUJARAT,JUNAGADH,UNA,7550,112,7953,2,0,15617
GUJARAT,JUNAGADH,VATHALI,7416,313,55,136,3,7923
GUJARAT,JUNAGADH,VISAVADAR,9495,48,3,12,0,9558
GUJARAT,KACHCHH,ABDASA,1538,80,19,41,31,1709
GUJARAT,KACHCHH,ANJAR,286,88,7,18,2930,3329
GUJARAT,KACHCHH,BHACHAU,2507,32,56,34,1,2630
GUJARAT,KACHCHH,BHUJ,2992,193,46,22,256,3509
GUJARAT,KACHCHH,GANDHIDHAM,199,13,1,0,0,213
GUJARAT,KACHCHH,LAKHPAT,390,76,44,15,41,566
GUJARAT,KACHCHH,MANDVI,3870,534,35,19,171,4629
GUJARAT,KACHCHH,MUNDRA,2902,336,75,12,61,3386
GUJARAT,KACHCHH,NAKHATRANA,3733,174,137,25,58,4127
GUJARAT,KACHCHH,RAPAR,6138,81,66,30,113,6428
GUJARAT,KHEDA,BALASINOR,2734,15,19,70,10,2848
GUJARAT,KHEDA,KAPADVANJ,1148,42,3,25,1,1219
GUJARAT,KHEDA,KATHLAL,1643,2,0,1,0,1646
GUJARAT,KHEDA,KHEDA,319,0,0,0,0,319
GUJARAT,KHEDA,MAHUDHA,2271,15,16,62,10,2374
GUJARAT,KHEDA,MATAR,434,0,1,0,0,435
GUJARAT,KHEDA,MEHMEDABAD,1162,5,21,103,10,1301
GUJARAT,KHEDA,NADIAD,1159,0,0,0,0,1159
GUJARAT,KHEDA,THASRA,2110,7,31,146,31,2325
GUJARAT,KHEDA,VIRPUR,2056,3,12,101,4,2176
GUJARAT,MEHSANA,BECHARAJI,0,0,0,2,0,2
GUJARAT,MEHSANA,KADI,998,22,36,16,10,1082
GUJARAT,MEHSANA,KHERALU,2014,156,76,25,56,2327
GUJARAT,MEHSANA,MEHSANA,6,0,4,17,88,115
GUJARAT,MEHSANA,SATLASANA,1667,176,140,9,375,2367
GUJARAT,MEHSANA,UNJHA,37,0,0,1,0,38
GUJARAT,MEHSANA,VADNAGAR,1515,127,125,2,35,1804
GUJARAT,MEHSANA,VIJAPUR,0,0,17,0,0,17
GUJARAT,MEHSANA,VISNAGAR,30,0,0,0,41,71
GUJARAT,NARMADA,DEDIAPADA,487,168,157,94,27,933
GUJARAT,NARMADA,NANDOD,895,0,1,0,0,896
GUJARAT,NARMADA,SAGBARA,376,121,116,30,9,652
GUJARAT,NARMADA,TILAKWADA,291,0,0,0,0,291
GUJARAT,NAVSARI,BANSDA,593,147,1200,356,807,3103
GUJARAT,NAVSARI,CHIKHLI,1020,1196,2102,268,63,4649
GUJARAT,NAVSARI,GANDEVI,2090,28,1,5,0,2124
GUJARAT,NAVSARI,JALALPORE,875,235,36,89,1,1236
GUJARAT,NAVSARI,NAVSARI,1481,180,8,17,7,1693
GUJARAT,PANCHMAHAL,GHOGHAMBA,3821,18,46,160,8,4053
GUJARAT,PANCHMAHAL,GODHRA,6610,78,93,170,5,6956
GUJARAT,PANCHMAHAL,HALOL,1758,4,16,133,18,1929
GUJARAT,PANCHMAHAL,JAMBUGHODA,1145,6,10,1,19,1181
GUJARAT,PANCHMAHAL,KADANA,2687,13,459,1,0,3160
GUJARAT,PANCHMAHAL,KALOL,1482,2,6,1,69,1560
GUJARAT,PANCHMAHAL,KHANPUR,2294,28,7,26,0,2355
GUJARAT,PANCHMAHAL,LUNAWADA,4577,4,34,69,0,4684
GUJARAT,PANCHMAHAL,MORWAHADAF,4994,21,13,500,0,5528
GUJARAT,PANCHMAHAL,SANTRAMPUR,5021,37,1024,0,1,6083
GUJARAT,PANCHMAHAL,SHEHERA,6570,78,72,227,1,6948
GUJARAT,PATAN,RADHANPUR,14,0,0,0,0,14
GUJARAT,PATAN,SAMI,0,20,0,0,0,20
GUJARAT,PATAN,SANTALPUR,0,0,6,0,0,6
GUJARAT,PATAN,SIDHPUR,52,0,0,0,0,52
GUJARAT,PORBANDAR,KUTIYANA,5705,62,25,40,22,5854
GUJARAT,PORBANDAR,PORBANDAR,10997,0,2,0,344,11343
GUJARAT,PORBANDAR,RANAVAV,3724,986,264,9,127,5110
GUJARAT,RAJKOT,DHORAJI,7280,67,112,2,5,7466
GUJARAT,RAJKOT,GONDAL,15412,238,108,20,53,15831
GUJARAT,RAJKOT,JAMKANDORNA,7445,484,167,7,3,8106
GUJARAT,RAJKOT,JASDAN,12500,1178,90,27,32,13827
GUJARAT,RAJKOT,JETPUR,7826,1281,121,17,17,9262
GUJARAT,RAJKOT,KOTADA SANGANI,1627,3,1,9,7,1647
GUJARAT,RAJKOT,LODHIKA,4870,40,2,4,0,4916
GUJARAT,RAJKOT,MALIYA,1117,5,0,2,3,1127
GUJARAT,RAJKOT,MORVI,4443,351,20,13,23,4850
GUJARAT,RAJKOT,PADDHARI,4025,1619,60,88,0,5792
GUJARAT,RAJKOT,RAJKOT,6454,133,5,1,0,6593
GUJARAT,RAJKOT,TANKARA,6286,384,11,6,14,6701
GUJARAT,RAJKOT,UPLETA,9553,22,35,0,3,9613
GUJARAT,RAJKOT,WANKANER,6233,1625,36,29,30,7953
GUJARAT,SABARKANTHA,BAYAD,4891,1009,127,6,26,6059
GUJARAT,SABARKANTHA,BHILODA,8775,1032,709,183,198,10897
GUJARAT,SABARKANTHA,DHANSURA,3007,1158,9,12,59,4245
GUJARAT,SABARKANTHA,HIMATNAGAR,7670,1932,95,11,2067,11775
GUJARAT,SABARKANTHA,IDAR,11772,230,101,38,61,12202
GUJARAT,SABARKANTHA,KHEDBRAHMA,7726,148,59,71,24,8028
GUJARAT,SABARKANTHA,MALPUR,4958,506,339,100,20,5923
GUJARAT,SABARKANTHA,MEGHRAJ,5865,939,189,220,28,7241
GUJARAT,SABARKANTHA,MODASA,3665,767,44,45,9,4530
GUJARAT,SABARKANTHA,PRANTIJ,2486,146,498,58,12,3200
GUJARAT,SABARKANTHA,TALOD,1569,257,69,3,1,1899
GUJARAT,SABARKANTHA,VADALI,3953,801,3,0,19,4776
GUJARAT,SABARKANTHA,VIJAYNAGAR,1524,60,2082,6,40,3712
GUJARAT,SURAT,BARDOLI,1779,0,0,2,0,1781
GUJARAT,SURAT,CHORASI,1934,37,6,1,0,1978
GUJARAT,SURAT,KAMREJ,1500,0,2,0,0,1502
GUJARAT,SURAT,MAHUVA,1807,19,42,16,0,1884
GUJARAT,SURAT,MANDVI,2139,0,2,0,0,2141
GUJARAT,SURAT,MANGROL,680,20,2,0,0,702
GUJARAT,SURAT,NIZAR,1571,24,9,7,0,1611
GUJARAT,SURAT,OLPAD,1222,0,2,0,0,1224
GUJARAT,SURAT,PALSANA,844,0,0,0,0,844
GUJARAT,SURAT,SONGADH,2119,1,4,1,0,2125
GUJARAT,SURAT,UCHCHHAL,485,0,2,0,0,487
GUJARAT,SURAT,UMARPADA,446,0,1,2,0,449
GUJARAT,SURAT,VALOD,1075,0,0,0,0,1075
GUJARAT,SURAT,VYARA,3344,3,0,0,0,3347
GUJARAT,SURENDRANAGAR,CHOTILA,4125,1501,132,38,26,5822
GUJARAT,SURENDRANAGAR,CHUDA,0,0,0,0,5753,5753
GUJARAT,SURENDRANAGAR,DASADA,1606,43,113,32,125,1919
GUJARAT,SURENDRANAGAR,DHRANGADHRA,0,0,0,0,3386,3386
GUJARAT,SURENDRANAGAR,HALVAD,5128,184,113,34,78,5537
GUJARAT,SURENDRANAGAR,LAKHTAR,1347,1,22,181,46,1597
GUJARAT,SURENDRANAGAR,LIMDI,2652,86,72,100,41,2951
GUJARAT,SURENDRANAGAR,MULI,0,0,0,0,4352,4352
GUJARAT,SURENDRANAGAR,SAYLA,52,3,1,0,2400,2456
GUJARAT,SURENDRANAGAR,WADHWAN,3214,88,29,4,7,3342
GUJARAT,VADODARA,CHHOTA UDAIPUR,2245,1428,102,906,101,4782
GUJARAT,VADODARA,DABHOI,159,273,53,14,9,508
GUJARAT,VADODARA,JETPUR  PAVI,5364,68,55,5,0,5492
GUJARAT,VADODARA,KARJAN,30,478,15,47,0,570
GUJARAT,VADODARA,KAVANT,807,656,419,199,10,2091
GUJARAT,VADODARA,NASVADI,914,332,404,225,89,1964
GUJARAT,VADODARA,PADARA,196,288,1,15,0,500
GUJARAT,VADODARA,SANKHEDA,836,519,78,24,4,1461
GUJARAT,VADODARA,SAVLI,1429,38,58,41,4,1570
GUJARAT,VADODARA,SINOR,6,55,0,1,0,62
GUJARAT,VADODARA,VADODARA,416,134,15,35,16,616
GUJARAT,VADODARA,VAGHODIA,327,97,11,9,45,489
GUJARAT,VALSAD,DHARMPUR,1693,73,28,1038,12,2844
GUJARAT,VALSAD,KAPRADA,822,318,29,312,30,1511
GUJARAT,VALSAD,PARDI,937,1455,6,53,0,2451
GUJARAT,VALSAD,UMBERGAON,445,426,35,48,4,958
GUJARAT,VALSAD,VALSAD,614,882,49,0,0,1545
HARYANA,AMBALA,AMBALA,11,62,0,0,0,73
HARYANA,AMBALA,BARARA,66,1,0,0,0,67
HARYANA,AMBALA,NARAINGARH,1,196,0,0,1,198
HARYANA,AMBALA,SHAHAZADPUR,0,9,0,0,0,9
HARYANA,BHIWANI,BADHRA,161,184,69,18,0,432
HARYANA,BHIWANI,BAWANI-KHERA,1,62,0,0,0,63
HARYANA,BHIWANI,BHIWANI,36,141,10,12,1,200
HARYANA,BHIWANI,DADRI-I,112,274,58,1,18,463
HARYANA,BHIWANI,DADRI-II,28,191,0,1,53,273
HARYANA,BHIWANI,KURU,0,9,4,0,0,13
HARYANA,BHIWANI,LOHARU,571,311,16,3,6,907
HARYANA,BHIWANI,SIWANI,272,272,4,0,47,595
HARYANA,BHIWANI,TOSHAM,36,66,7,0,0,109
HARYANA,FATEHABAD,FATEHABAD,0,0,29,0,0,29
HARYANA,FATEHABAD,TOHANA,38,0,0,0,0,38
HARYANA,GURGAON,FARUKH NAGAR,149,579,3,0,1,732
HARYANA,GURGAON,FEROZEPUR JHIRKA,539,72,12,20,118,761
HARYANA,GURGAON,GURGAON,97,171,5,2,47,322
HARYANA,GURGAON,NAGINA,411,66,0,19,41,537
HARYANA,GURGAON,NUH,462,0,8,28,634,1132
HARYANA,GURGAON,PATAUDI,278,464,56,2,0,800
HARYANA,GURGAON,PUNHANA,135,68,59,0,99,361
HARYANA,GURGAON,SOHNA,162,28,21,11,248,470
HARYANA,GURGAON,TAORU,1,228,26,13,403,671
HARYANA,HISSAR,HISSAR-II,1,76,29,1,0,107
HARYANA,JHAJJAR,BAHADURGARH,28,478,2,0,0,508
HARYANA,JHAJJAR,BERI,0,42,0,0,0,42
HARYANA,JHAJJAR,JHAJJAR,82,323,0,0,2,407
HARYANA,JHAJJAR,MATANHAIL,52,276,4,0,0,332
HARYANA,JHAJJAR,SAHLAWAS,143,275,23,3,21,465
HARYANA,KAITHAL,GUHLA,110,3,8,0,0,121
HARYANA,KAITHAL,KAITHAL,104,222,4,0,19,349
HARYANA,KAITHAL,KALAYAT,1,82,13,0,0,96
HARYANA,KAITHAL,PUNDRI,27,153,1,0,0,181
HARYANA,KAITHAL,RAJOND,13,0,0,0,1,14
HARYANA,KARNAL,ASSANDH,22,513,17,0,0,552
HARYANA,KARNAL,GHARAUNDA,12,92,1,0,1,106
HARYANA,KARNAL,INDRI,67,117,16,0,2,202
HARYANA,KARNAL,KARNAL,32,238,2,1,0,273
HARYANA,KARNAL,NILOKHERI,89,206,161,0,0,456
HARYANA,MAHENDRAGARH,ATELI NANGAL,254,68,0,0,4,326
HARYANA,MAHENDRAGARH,KANINA,17,0,0,1,0,18
HARYANA,MAHENDRAGARH,MAHENDRAGARH,23,31,19,0,0,73
HARYANA,MAHENDRAGARH,NANGAL CHAUDHARY,53,61,0,0,0,114
HARYANA,MAHENDRAGARH,NARNAUL,67,13,0,3,1,84
HARYANA,PANCHKULA,BARWALA,0,29,5,0,0,34
HARYANA,PANCHKULA,PINJORE,27,1,0,0,0,28
HARYANA,PANCHKULA,RAIPUR RANI,1,0,0,0,29,30
HARYANA,PANIPAT,BAPAULI,1,217,62,0,0,280
HARYANA,PANIPAT,MADLAUDA,25,63,2,0,0,90
HARYANA,PANIPAT,PANIPAT,171,61,10,0,7,249
HARYANA,PANIPAT,SMALKHA,1,36,63,0,0,100
HARYANA,REWARI,BAWAL,146,17,0,2,44,209
HARYANA,REWARI,JATUSANA,58,13,0,0,2,73
HARYANA,REWARI,KHOL,7,0,0,0,35,42
HARYANA,REWARI,NAHAR,32,16,0,0,0,48
HARYANA,REWARI,REWARI,239,0,1,0,55,295
HARYANA,ROHTAK,KALANAUR,1,58,10,0,1,70
HARYANA,ROHTAK,LAKHAN MAJRA,8,44,0,5,2,59
HARYANA,ROHTAK,ROHTAK,2,81,0,0,0,83
HARYANA,SIRSA,BARAGUDHA,64,33,0,22,0,119
HARYANA,SIRSA,ELLENABAD,81,29,1,1,0,112
HARYANA,SIRSA,NATHUSARI CHOPTA,33,0,0,0,0,33
HARYANA,SIRSA,ODHAN,68,58,38,0,0,164
HARYANA,SIRSA,RANIA,68,112,14,0,0,194
HARYANA,SIRSA,SIRSA,128,9,6,0,0,143
HARYANA,SONEPAT,GANAUR,102,3,0,0,2,107
HARYANA,SONEPAT,GOHANA,35,67,0,0,0,102
HARYANA,SONEPAT,KHARKHODA,20,528,21,16,2,587
HARYANA,SONEPAT,RAI,62,294,12,0,14,382
HARYANA,SONEPAT,SONEPAT,67,384,13,5,14,483
HARYANA,YAMUNANAGAR,BILASPUR,56,13,10,0,0,79
HARYANA,YAMUNANAGAR,CHHACHHRAULI,0,14,0,0,0,14
HARYANA,YAMUNANAGAR,JAGADHARI,47,82,1,0,0,130
HARYANA,YAMUNANAGAR,RADAUR,0,22,0,0,0,22
HARYANA,YAMUNANAGAR,SADHAURA,78,190,108,0,1,377
HIMACHAL PRADESH,Bilaspur,BILASPUR SADAR,1,2,0,0,0,3
HIMACHAL PRADESH,Bilaspur,GHUMARWIN,4,0,0,0,0,4
HIMACHAL PRADESH,Bilaspur,NAINA DEVI (ST),21,0,0,4,3,28
HIMACHAL PRADESH,Hamirpur,BARSAR,6,0,0,0,0,6
HIMACHAL PRADESH,Hamirpur,BHORANJ,120,4,13,5,8,150
HIMACHAL PRADESH,Hamirpur,BIJHARI (SUB-TEHSIL),13,1,0,0,0,14
HIMACHAL PRADESH,Hamirpur,HAMIRPUR,4,1,0,0,0,5
HIMACHAL PRADESH,Hamirpur,NADAUN,17,1,3,0,28,49
HIMACHAL PRADESH,Kangra,DERA GOPIPUR,108,0,5,0,0,113
HIMACHAL PRADESH,Kangra,FATEHPUR (ST),1,1,0,0,0,2
HIMACHAL PRADESH,Kangra,INDORA,53,2,0,0,0,55
HIMACHAL PRADESH,Kangra,JAISINGHPUR,3,0,0,0,0,3
HIMACHAL PRADESH,Kangra,JAWALI,7,0,0,0,0,7
HIMACHAL PRADESH,Kangra,NURPUR,75,0,0,0,0,75
HIMACHAL PRADESH,Kangra,RAKKAR (ST),1,0,0,0,0,1
HIMACHAL PRADESH,Kullu,KULLU,0,0,2,0,0,2
HIMACHAL PRADESH,Mandi,BALDWARA (ST),3,0,0,0,0,3
HIMACHAL PRADESH,Mandi,DHARAMPUR (ST),1,0,0,0,0,1
HIMACHAL PRADESH,Mandi,MANDI,6,0,0,0,0,6
HIMACHAL PRADESH,Sirmaur,NAHAN,23,1,3,3,0,30
HIMACHAL PRADESH,Sirmaur,PAONTA SAHIB,248,95,6,13,8,370
HIMACHAL PRADESH,Solan,NALAGARH,607,105,16,2,12,742
HIMACHAL PRADESH,Una,AMB,40,13,14,0,1,68
HIMACHAL PRADESH,Una,BAHRWAIN(ST),0,0,0,0,1,1
HIMACHAL PRADESH,Una,HAROLI (ST),9,20,2,1,0,32
HIMACHAL PRADESH,Una,UNA,87,38,0,0,1,126
JAMMU & KASHMIR,ANANTNAG,ACHABAL,0,0,0,0,1,1
JAMMU & KASHMIR,ANANTNAG,DACHNIPORA,1,0,0,0,0,1
JAMMU & KASHMIR,BADGAM,BUDGAM,1,0,0,0,0,1
JAMMU & KASHMIR,BARAMULLA,BARAMULLA,16,0,0,1,2,19
