-----
{
 "description": "The table refers to District wise Distribution of Dugwells according to ownership. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwlState1.2.csv", 
 "title": "Download CSV for Districtwise Distribution of Dugwells according to ownership", 
 "url": "http://data.gov.in/sites/default/files/dgwlState1.2.csv"
}
-----
"State","District","Government","Cooperative Societies","Panchayat","Group of farmers","Individual farmers","Others","Total"
"UTTAR PRADESH","HAMIRPUR",3,0,2,0,2875,0,2880
"UTTAR PRADESH","HARDOI",0,0,0,0,373,0,373
"UTTAR PRADESH","JALAUN",0,1,4,0,2826,2,2833
"UTTAR PRADESH","JAUNPUR",0,0,10,25,1942,1,1978
"UTTAR PRADESH","JHANSI",5,0,1,2,25495,1,25504
"UTTAR PRADESH","KANNAUJ",0,0,0,0,57,0,57
"UTTAR PRADESH","KANPUR DEHAT",0,0,1,0,175,0,176
"UTTAR PRADESH","KANPUR NAGAR",0,0,8,0,158,0,166
"UTTAR PRADESH","KAUSHAMBI",0,0,0,0,15,0,15
"UTTAR PRADESH","KHERI",0,0,0,0,168,0,168
"UTTAR PRADESH","LALITPUR",4,1,339,10254,14775,0,25373
"UTTAR PRADESH","LUCKNOW",0,0,0,0,52,0,52
"UTTAR PRADESH","MAHARAJ GANJ",0,0,0,0,47,0,47
"UTTAR PRADESH","MAHOBA",0,0,0,0,15184,0,15184
"UTTAR PRADESH","MAINPURI",0,0,0,0,4,0,4
"UTTAR PRADESH","MATHURA",0,0,0,0,422,0,422
"UTTAR PRADESH","MAU",0,0,0,0,130,0,130
"UTTAR PRADESH","MEERUT",0,0,0,0,22,0,22
"UTTAR PRADESH","MIRZAPUR",0,0,0,0,16905,0,16905
"UTTAR PRADESH","MUZZAFARNAGAR",0,0,0,0,230,0,230
"UTTAR PRADESH","PRATAPGARH",0,0,0,0,168,0,168
"UTTAR PRADESH","RAEBARELI",1,0,0,1,5227,0,5229
"UTTAR PRADESH","SANT KABIR NAGAR",0,0,0,0,320,0,320
"UTTAR PRADESH","SANT RAVI DAS NAGAR",0,0,0,0,65,0,65
"UTTAR PRADESH","SHRAWASTI",2,0,0,0,45,1,48
"UTTAR PRADESH","SIDDHARTH NAGAR",4,0,0,0,421,3,428
"UTTAR PRADESH","SONBHADRA",0,0,0,0,9118,0,9118
"UTTAR PRADESH","SULTANPUR",0,0,0,0,853,0,853
"UTTAR PRADESH","UNNAO",0,0,0,0,228,0,228
"UTTAR PRADESH","VARANASI",0,0,0,0,431,0,431
"UTTARANCHAL","DEHRA DUN",0,0,0,0,19,0,19
"UTTARANCHAL","HARIDWAR",0,0,0,35,207,0,242
"UTTARANCHAL","NAINITAL",1,0,0,0,0,0,1
"UTTARANCHAL","PAURI",0,0,1,0,0,0,1
"UTTARANCHAL","UDHAM SINGH NAGAR",86,0,0,67,390,31,574
"WEST BENGAL","BANKURA",658,26,498,281,3763,0,5226
"WEST BENGAL","BIRBHUM",134,0,55,36,314,0,539
"WEST BENGAL","BURDWAN",13,0,6,7,62,0,88
"WEST BENGAL","COOCHBEHAR",25,0,264,10,6470,0,6769
"WEST BENGAL","DAKSHIN DINAJPUR",0,0,0,0,125,0,125
"WEST BENGAL","DARJEELING",2,4,26,15,206,0,253
"WEST BENGAL","HOOGHLY",1,0,0,10,10,0,21
"WEST BENGAL","JALPAIGURI",285,3,1154,74,2531,0,4047
"WEST BENGAL","MALDA",0,0,0,0,1,0,1
"WEST BENGAL","MIDNAPORE",196,3,60,808,7914,0,8981
"WEST BENGAL","MURSHIDABAD",0,0,0,0,1,0,1
"WEST BENGAL","NADIA",0,0,0,0,2,0,2
"WEST BENGAL","PURULIA",1364,121,656,1054,10127,0,13322
"WEST BENGAL","UTTAR DINAJPUR",0,0,0,0,2,0,2
