-----
{
 "description": "The table refers to block wise distribution of shallow tubewells according to ownership . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.2.csv", 
 "title": "Download CSV for Block wise Distribution of Shallow Tubewells according to ownership for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.2.csv"
}
-----
State,District,Block,Government,Cooperative Societies,Panchayat,Group of farmers,Individual farmers,Others,Total
BIHAR,GOPALGANJ,GOPALGANJ,15,0,0,3,1537,0,1555
BIHAR,GOPALGANJ,HATHUA,0,0,0,1,812,3,816
BIHAR,GOPALGANJ,KATAIYA,148,179,50,1,709,0,1087
BIHAR,GOPALGANJ,KUCHAIKOTE,0,0,0,0,1579,0,1579
BIHAR,GOPALGANJ,MANJHA,49,1,0,0,1211,0,1261
BIHAR,GOPALGANJ,PHULWARIYA,0,0,0,0,952,0,952
BIHAR,GOPALGANJ,PUNCHDEORI,9,14,3,0,560,0,586
BIHAR,GOPALGANJ,SIDHWALIA,148,0,0,0,930,4,1082
BIHAR,GOPALGANJ,THAWE,0,0,0,0,707,0,707
BIHAR,GOPALGANJ,UCHKAGAON,6,0,0,1,1327,90,1424
BIHAR,HAZARIBAG,ICHAK,3,0,0,0,0,0,3
BIHAR,JAMUI,ALIGANJ,0,0,0,0,458,0,458
BIHAR,JAMUI,BARHAT,0,0,0,0,61,0,61
BIHAR,JAMUI,GIDHOUR,0,0,0,0,249,0,249
BIHAR,JAMUI,JAMUI,1,0,0,4,1290,1,1296
BIHAR,JAMUI,JHAJHA,12,0,0,0,113,0,125
BIHAR,JAMUI,KHAIRA,0,0,0,0,498,0,498
BIHAR,JAMUI,SIKANDRA,0,0,0,0,216,0,216
BIHAR,JAMUI,SONO,0,0,0,0,250,0,250
BIHAR,JEHANABAD,ARWAL,54,0,0,0,756,0,810
BIHAR,JEHANABAD,BANSI SURUJPUR,0,0,0,0,1157,0,1157
BIHAR,JEHANABAD,GHOSI,1,0,0,0,3489,0,3490
BIHAR,JEHANABAD,JEHANABAD,0,0,0,0,2111,0,2111
BIHAR,JEHANABAD,KAKU,0,0,0,1,2096,0,2097
BIHAR,JEHANABAD,KALEV,0,0,0,1,320,0,321
BIHAR,JEHANABAD,KARPI,18,0,0,1,2180,0,2199
BIHAR,JEHANABAD,KURTHA,0,0,0,0,1553,0,1553
BIHAR,JEHANABAD,MAKHDOMPUR,0,0,0,0,2711,0,2711
BIHAR,JEHANABAD,RATNI FARIDPUR,0,0,0,0,1376,0,1376
BIHAR,KATIHAR,AMDABAET,0,0,0,0,1052,0,1052
BIHAR,KATIHAR,AZAMNAGAR,4,0,1,0,3665,0,3670
BIHAR,KATIHAR,BALRAMPUR,0,0,0,0,1725,0,1725
BIHAR,KATIHAR,BANPUR,0,27,0,0,1236,0,1263
BIHAR,KATIHAR,BARARI,0,0,0,0,2171,0,2171
BIHAR,KATIHAR,BARSOI,0,0,0,0,2741,0,2741
BIHAR,KATIHAR,DANDKHORA,0,0,0,0,954,0,954
BIHAR,KATIHAR,FALKA,0,0,0,0,841,0,841
BIHAR,KATIHAR,HASANGANJ,1,0,0,0,697,0,698
BIHAR,KATIHAR,KADWA,0,0,0,0,2950,0,2950
BIHAR,KATIHAR,KATIHAR,0,3,0,0,720,0,723
BIHAR,KATIHAR,KORHA,35,2,71,5,2686,0,2799
BIHAR,KATIHAR,KURSELA,0,0,0,0,481,0,481
BIHAR,KATIHAR,MANIHARI,2,73,119,0,1205,1,1400
BIHAR,KATIHAR,MANSHAHI,0,0,0,0,530,0,530
BIHAR,KATIHAR,SAMELI,0,0,0,0,520,0,520
BIHAR,KHAGARIA,ALAULI,0,0,0,0,1937,0,1937
BIHAR,KHAGARIA,BELDAUR,0,0,0,0,1541,0,1541
BIHAR,KHAGARIA,CHAUTHAM,0,0,0,2,1816,0,1818
BIHAR,KHAGARIA,GOGRI,0,0,0,0,1373,0,1373
BIHAR,KHAGARIA,KHAGARIA,2,0,0,0,1894,2,1898
BIHAR,KHAGARIA,MANSI,0,0,0,0,649,0,649
BIHAR,KHAGARIA,PARBATTA,0,0,0,0,1492,0,1492
BIHAR,KISHANGANJ,BAHADURGANJ,1,0,0,1,1252,0,1254
BIHAR,KISHANGANJ,DHIGHATBANK,0,0,0,0,994,0,994
BIHAR,KISHANGANJ,KISHANGANJ,0,0,0,0,1457,0,1457
BIHAR,KISHANGANJ,KOCHADHAMIN,0,0,0,0,1783,0,1783
BIHAR,KISHANGANJ,POTHIA,0,0,0,0,853,0,853
BIHAR,KISHANGANJ,TERHAGACHH,0,0,0,0,1213,0,1213
BIHAR,KISHANGANJ,THAKURGANJ,0,0,0,0,1393,0,1393
BIHAR,KODARMA,SATGAWAN,0,0,0,0,214,0,214
BIHAR,LAKHISARAI,BARAHIYA,0,0,0,0,670,0,670
BIHAR,LAKHISARAI,HALSI,0,0,0,0,1038,0,1038
BIHAR,LAKHISARAI,LOKHISARAI,0,0,0,1,1804,0,1805
BIHAR,LAKHISARAI,PIPARIA,0,0,0,0,120,0,120
BIHAR,LAKHISARAI,SURAJGARA,0,0,0,0,803,0,803
BIHAR,MADHEPURA,ALAMNAGAR,0,0,0,1,1344,0,1345
BIHAR,MADHEPURA,BIHARIGANJ,0,0,0,0,518,0,518
BIHAR,MADHEPURA,CHAUSA,0,0,0,0,1690,0,1690
BIHAR,MADHEPURA,GAWALPARA,0,0,0,0,854,0,854
BIHAR,MADHEPURA,KUMAR KHAND,0,0,0,0,2403,0,2403
BIHAR,MADHEPURA,MADHEPURA,1,0,0,2,2209,0,2212
BIHAR,MADHEPURA,MURLIGANJ,0,0,0,1,1753,0,1754
BIHAR,MADHEPURA,PURAINI,0,0,0,0,731,0,731
BIHAR,MADHEPURA,SHANKERPUR,0,0,0,0,548,0,548
BIHAR,MADHEPURA,SINGHESWAR,1,0,0,0,993,0,994
BIHAR,MADHEPURA,UDA KISHANGANJ,0,0,0,0,1125,0,1125
BIHAR,MADHUBANI,ANDHARADATHI,0,0,0,0,281,0,281
BIHAR,MADHUBANI,BABUBARHI,0,0,0,0,568,0,568
BIHAR,MADHUBANI,BASOPATTI,0,0,0,0,869,0,869
BIHAR,MADHUBANI,BENIPATTI,0,0,0,0,771,0,771
BIHAR,MADHUBANI,BISFI,0,0,0,0,844,0,844
BIHAR,MADHUBANI,GHOGARDIHA,0,0,0,0,378,0,378
BIHAR,MADHUBANI,HARLAKHI,0,0,0,0,312,0,312
BIHAR,MADHUBANI,JAITYAGAR,0,0,0,0,1166,24,1190
BIHAR,MADHUBANI,JHANJHARPUR,0,0,0,0,635,0,635
BIHAR,MADHUBANI,KHAJAULI,0,0,0,0,1438,0,1438
BIHAR,MADHUBANI,LADANIA,0,0,0,0,856,0,856
BIHAR,MADHUBANI,LAKHNAUR,0,0,0,1,499,0,500
BIHAR,MADHUBANI,LAUKAHA,36,0,0,1,170,28,235
BIHAR,MADHUBANI,LAUKAHI,0,0,0,0,1176,0,1176
BIHAR,MADHUBANI,MADHAWAPUR,0,0,0,0,513,0,513
BIHAR,MADHUBANI,MADUBANI,0,0,0,0,472,0,472
BIHAR,MADHUBANI,MEDEPUR,0,0,0,0,796,0,796
BIHAR,MADHUBANI,PANDAUL,0,0,0,0,1194,0,1194
BIHAR,MADHUBANI,PHULPARAS,0,0,0,0,640,0,640
BIHAR,MADHUBANI,RAJNAGAR,0,0,0,0,726,0,726
BIHAR,MUNGER,BARIAPUR,0,0,0,0,69,0,69
BIHAR,MUNGER,DHARHARA,0,0,0,0,261,0,261
BIHAR,MUNGER,JAMALPUR,0,0,0,0,90,0,90
BIHAR,MUNGER,KHARAGPUR,0,0,0,0,358,0,358
BIHAR,MUNGER,MUNGER,0,0,0,1,351,0,352
BIHAR,MUNGER,SANGRAMPUR,0,0,0,0,605,0,605
BIHAR,MUNGER,TARAPUR,1,0,0,0,933,0,934
BIHAR,MUNGER,TETIA BUMBER,0,0,0,0,432,0,432
BIHAR,MUZAFFARPUR,AURAI,0,1,23,1,1655,0,1680
BIHAR,MUZAFFARPUR,BANDRA,0,0,0,0,1008,0,1008
BIHAR,MUZAFFARPUR,BOCHAHA,0,0,0,0,2176,0,2176
BIHAR,MUZAFFARPUR,GAIGHAT,0,0,0,0,1561,0,1561
BIHAR,MUZAFFARPUR,KANTI,0,0,0,0,2204,0,2204
BIHAR,MUZAFFARPUR,KATRA,0,0,0,0,1660,0,1660
BIHAR,MUZAFFARPUR,KURHANI,1,0,0,0,3916,0,3917
BIHAR,MUZAFFARPUR,MINAPUR,0,0,0,0,3371,0,3371
BIHAR,MUZAFFARPUR,MORAUL,2,0,0,2,883,0,887
BIHAR,MUZAFFARPUR,MOTIPUR,0,0,0,0,391,0,391
BIHAR,MUZAFFARPUR,MUSHAHARI,0,0,0,0,1625,0,1625
BIHAR,MUZAFFARPUR,PAROO,0,0,0,0,2267,0,2267
BIHAR,MUZAFFARPUR,SAHEBGANJ,2,0,0,8,2128,15,2153
BIHAR,MUZAFFARPUR,SAKRA,0,0,0,4,3399,0,3403
BIHAR,MUZAFFARPUR,SARAIYA,3,0,1,11,2565,13,2593
BIHAR,NALANDA,ASTHAWAN,82,0,4,0,839,0,925
BIHAR,NALANDA,BEN,0,0,0,0,442,0,442
BIHAR,NALANDA,BIHARSARIF,6,0,0,17,681,0,704
BIHAR,NALANDA,BIND,0,0,0,0,827,0,827
BIHAR,NALANDA,CHANDI,4,0,0,0,1010,0,1014
BIHAR,NALANDA,EKANGARSARAI,13,0,0,1,1000,0,1014
BIHAR,NALANDA,GIRIAK,1,0,0,0,949,0,950
BIHAR,NALANDA,HARNAUT,0,0,0,0,1233,0,1233
BIHAR,NALANDA,HILSA,8,1,0,1,1744,0,1754
BIHAR,NALANDA,ISLAMPUR,8,0,0,1,1161,0,1170
BIHAR,NALANDA,KARAI PARSURAI,10,0,0,0,710,0,720
BIHAR,NALANDA,KATRISARAI,0,0,0,0,347,0,347
BIHAR,NALANDA,NAGAR NAUSA,14,0,0,0,1038,0,1052
BIHAR,NALANDA,NOORSARAI,0,0,0,0,137,0,137
BIHAR,NALANDA,PARWALPUR,0,0,0,0,340,0,340
BIHAR,NALANDA,RAHUI,2,0,0,0,978,0,980
BIHAR,NALANDA,RAJGIR,3,0,0,0,839,0,842
BIHAR,NALANDA,SARMERA,0,0,0,0,1137,0,1137
BIHAR,NALANDA,SILAO,0,5,1,9,634,1,650
BIHAR,NALANDA,THARTHARI,9,0,0,0,362,0,371
BIHAR,NAWADA,AKBARPUR,1,4,0,0,2103,0,2108
BIHAR,NAWADA,GOBINDPUR,0,0,0,0,580,0,580
BIHAR,NAWADA,HISUA,0,0,0,0,817,0,817
BIHAR,NAWADA,KANWAKOL,0,0,0,0,680,0,680
BIHAR,NAWADA,KASHICHOK,0,0,0,0,269,0,269
BIHAR,NAWADA,MESKAUR,0,0,19,0,600,0,619
BIHAR,NAWADA,NARDIGANJ,0,0,0,0,1145,0,1145
BIHAR,NAWADA,NARHAT,0,0,0,0,1283,0,1283
BIHAR,NAWADA,NAWADA,11,0,2,7,2021,0,2041
BIHAR,NAWADA,PAKRIWARAMA,0,0,0,0,1660,0,1660
BIHAR,NAWADA,RAJANLI,0,2,0,0,1273,0,1275
BIHAR,NAWADA,ROH,0,0,0,0,1137,0,1137
BIHAR,NAWADA,SIRDOLA,38,3,2,1,917,0,961
BIHAR,NAWADA,WARSHALAGANJ,0,0,1,3,1322,0,1326
BIHAR,PAKUR,MAHESHPUR,0,0,0,0,156,0,156
BIHAR,PAKUR,PAKUR,0,0,0,0,45,0,45
BIHAR,PATNA,ATHMAL GOLA,0,0,0,0,528,0,528
BIHAR,PATNA,BAKHTIARPUR,0,0,0,0,1183,1,1184
BIHAR,PATNA,BARH,0,0,2,0,974,0,976
BIHAR,PATNA,BELCHI,1,0,0,0,619,0,620
BIHAR,PATNA,BIHTA,36,0,0,15,1732,0,1783
BIHAR,PATNA,BIKRAM,1,0,0,1,847,0,849
BIHAR,PATNA,DANAPUR,0,0,0,0,704,0,704
BIHAR,PATNA,DANIAWAN,13,0,0,0,243,0,256
BIHAR,PATNA,DHANARUA,0,0,0,0,2855,0,2855
BIHAR,PATNA,DULHAN BAZAR,0,0,4,0,629,0,633
BIHAR,PATNA,FATUHA,0,0,0,0,821,0,821
BIHAR,PATNA,GHOSWARI,0,0,0,0,539,0,539
BIHAR,PATNA,KHUSRUPUR,0,0,1,1,794,0,796
BIHAR,PATNA,MANER,0,0,0,0,823,0,823
BIHAR,PATNA,MASAURHI,0,8,2,3,1790,0,1803
BIHAR,PATNA,MOKAMAH,0,0,0,0,725,0,725
BIHAR,PATNA,NAUBATPUR,0,0,0,0,1669,0,1669
BIHAR,PATNA,PALIGANJ,0,0,0,0,1351,0,1351
BIHAR,PATNA,PANDARAK,0,0,0,0,857,0,857
BIHAR,PATNA,PATNA SADAR,1,0,0,0,558,0,559
BIHAR,PATNA,PHULWARISARIF,0,0,0,0,976,0,976
BIHAR,PATNA,PUNPUN,0,0,0,0,1131,0,1131
BIHAR,PATNA,SAMPATCHAK,0,0,0,0,1011,0,1011
BIHAR,PURNIA,AMOUR,0,0,0,5,2069,0,2074
BIHAR,PURNIA,BAISA,0,0,0,4,1947,0,1951
BIHAR,PURNIA,BAISI,0,0,0,0,1690,0,1690
BIHAR,PURNIA,BAMNANKHI,0,0,0,0,2474,10,2484
BIHAR,PURNIA,BARAHARAKOTHI,0,0,0,0,971,0,971
BIHAR,PURNIA,BHAWANIPUR,1,0,0,0,1685,0,1686
BIHAR,PURNIA,DAGARUA,0,0,0,0,1581,0,1581
BIHAR,PURNIA,DHAMDAHA,0,0,0,0,1625,0,1625
BIHAR,PURNIA,JALALGARH,0,0,0,0,945,0,945
BIHAR,PURNIA,KASBA,0,0,0,0,1301,0,1301
BIHAR,PURNIA,KRITYANANDNAGAR,0,0,0,0,2746,0,2746
BIHAR,PURNIA,PURNIA EAST,0,0,0,11,1632,0,1643
BIHAR,PURNIA,RUPAULI,0,0,0,0,2579,0,2579
BIHAR,PURNIA,SOINAGAR,0,0,0,3,805,0,808
BIHAR,RANCHI,BERO,0,0,0,0,3,0,3
BIHAR,RANCHI,MANDAR,0,0,0,0,76,0,76
BIHAR,RANCHI,TAMAR,2,0,0,0,0,0,2
BIHAR,RANCHI,TORPA,0,0,0,0,9,0,9
BIHAR,ROHTAS,AKORHIGOLA,33,0,0,11,761,1,806
BIHAR,ROHTAS,BIKRAMGANJ,5,0,0,0,831,0,836
BIHAR,ROHTAS,CHENARI,0,0,0,0,431,0,431
BIHAR,ROHTAS,DAWATH,18,0,0,0,280,90,388
BIHAR,ROHTAS,DEHRI,0,0,0,0,1935,0,1935
BIHAR,ROHTAS,DINARA,0,0,0,10,1680,0,1690
BIHAR,ROHTAS,KARAKAT,50,3,9,0,694,52,808
BIHAR,ROHTAS,KARGHAHAR,0,0,0,0,2806,0,2806
BIHAR,ROHTAS,KUCHAI,2,0,0,0,1345,0,1347
BIHAR,ROHTAS,NASHRIGANJ,0,0,0,0,487,0,487
BIHAR,ROHTAS,NAWHATTA,34,0,0,0,10,0,44
BIHAR,ROHTAS,NOKHA,0,0,1,0,527,0,528
BIHAR,ROHTAS,RAJPUR,10,0,0,0,304,0,314
BIHAR,ROHTAS,ROHTAS,0,0,0,1,567,0,568
BIHAR,ROHTAS,SANJHANLI,29,0,0,0,292,0,321
BIHAR,ROHTAS,SASARAM,54,0,0,9,886,0,949
BIHAR,ROHTAS,SHEOSAGAR,2,2,7,0,900,0,911
BIHAR,ROHTAS,SURJPURA,0,0,0,0,209,0,209
BIHAR,ROHTAS,TELAUTHU,0,0,0,0,1931,0,1931
BIHAR,SAHARSA,BANMA ITAHARI,0,0,0,0,366,0,366
BIHAR,SAHARSA,KAHRA,0,0,0,0,1019,0,1019
BIHAR,SAHARSA,MAHISHI,0,0,0,0,1056,0,1056
BIHAR,SAHARSA,NAUHATTA,0,0,0,3,1277,0,1280
BIHAR,SAHARSA,PATARGHAT,0,0,0,0,542,6,548
BIHAR,SAHARSA,SALAKHUA,0,0,0,0,848,0,848
BIHAR,SAHARSA,SATTAR KATAIYA,0,0,0,0,1844,0,1844
BIHAR,SAHARSA,SAUR BAZAR,0,0,0,0,953,0,953
BIHAR,SAHARSA,SIMORI BAKHTIARPUR,0,0,0,0,877,0,877
BIHAR,SAHARSA,SONBARSA,0,0,0,0,1020,0,1020
BIHAR,SAHEBGANJ,BARHAIT,0,0,0,1,0,0,1
BIHAR,SAHEBGANJ,BARHARWA,0,0,0,0,56,0,56
BIHAR,SAHEBGANJ,MANDRO,1,0,0,0,1,0,2
BIHAR,SAHEBGANJ,RAJMAHAL,41,0,0,0,185,0,226
BIHAR,SAHEBGANJ,SAHEBGANJ,0,0,0,0,700,0,700
BIHAR,SAHEBGANJ,UDHUWA,0,0,0,0,779,0,779
BIHAR,SAMASTIPUR,BIBHUTIPUR,0,0,0,0,2762,0,2762
BIHAR,SAMASTIPUR,BITHAN,0,0,0,0,970,0,970
BIHAR,SAMASTIPUR,DALSINGHSARAI,0,1,0,0,1670,1,1672
BIHAR,SAMASTIPUR,HASANPUR,222,0,0,0,1358,0,1580
BIHAR,SAMASTIPUR,KALYANPUR,0,0,0,0,2609,0,2609
BIHAR,SAMASTIPUR,KHANPUR,1,0,0,38,1118,0,1157
BIHAR,SAMASTIPUR,MOHANPUR,0,0,0,0,330,0,330
BIHAR,SAMASTIPUR,MOHIUDDIN NAGAR,15,0,0,0,1154,0,1169
BIHAR,SAMASTIPUR,MORWA,1,0,0,25,1686,0,1712
BIHAR,SAMASTIPUR,PATORI,2,0,0,0,1134,0,1136
BIHAR,SAMASTIPUR,PUSA,0,0,0,0,1130,0,1130
BIHAR,SAMASTIPUR,ROSERA,0,0,0,0,1270,0,1270
BIHAR,SAMASTIPUR,SAMASTIPUR,0,0,0,0,1803,0,1803
BIHAR,SAMASTIPUR,SARAIRANJAN,0,0,0,0,1677,0,1677
BIHAR,SAMASTIPUR,SHIWAJINAGAR,15,0,0,0,1520,36,1571
BIHAR,SAMASTIPUR,SINGHIYA,1,0,0,0,914,0,915
BIHAR,SAMASTIPUR,TAJPUR,0,0,0,0,1542,1,1543
BIHAR,SAMASTIPUR,UJIARPUR,108,55,4,0,2123,0,2290
BIHAR,SAMASTIPUR,VIDHAYAPATI NAGAR,0,0,0,0,1413,0,1413
BIHAR,SAMASTIPUR,WARISNAGAR,0,0,0,0,1131,0,1131
BIHAR,SARAN,AMNOUR,2,1,0,0,1902,0,1905
BIHAR,SARAN,BANIAPUR,0,0,0,0,715,0,715
BIHAR,SARAN,CHAPRA,0,0,0,0,944,0,944
BIHAR,SARAN,DARIYAPUR,0,0,0,0,2052,0,2052
BIHAR,SARAN,DIGHWARA,1,0,0,0,703,0,704
BIHAR,SARAN,EKMA,0,0,0,0,1438,0,1438
BIHAR,SARAN,GARKHA,3,0,0,0,1811,0,1814
BIHAR,SARAN,ISUAPUR,0,1,0,0,1044,0,1045
BIHAR,SARAN,JALALPUR,0,0,0,0,1523,0,1523
BIHAR,SARAN,LAHLADPUR JANTA BAZA,0,0,0,0,317,0,317
BIHAR,SARAN,MAKER,0,0,0,0,601,0,601
BIHAR,SARAN,MANJHI,0,3,0,0,1779,2,1784
BIHAR,SARAN,MARHAURA,172,0,0,2,2227,0,2401
BIHAR,SARAN,MASARAKH,0,0,0,0,1674,0,1674
BIHAR,SARAN,NAGRA,0,0,0,0,846,0,846
BIHAR,SARAN,PANAPUR,0,0,0,0,1037,0,1037
BIHAR,SARAN,PARSA,0,0,0,0,1322,0,1322
BIHAR,SARAN,RIVILGANJ,0,0,0,0,520,0,520
BIHAR,SARAN,SONEPUR,0,0,0,0,737,0,737
BIHAR,SARAN,TARAIYA,0,0,0,0,1012,0,1012
BIHAR,SHEIKHPURA,ARIARI,9,0,0,0,1300,2,1311
BIHAR,SHEIKHPURA,BARBIGHA,0,0,0,0,1134,0,1134
BIHAR,SHEIKHPURA,CHEBARA,0,0,0,0,982,0,982
BIHAR,SHEIKHPURA,GHAT-KHUSUMBA,3,0,0,0,275,0,278
BIHAR,SHEIKHPURA,SHEIKHPURA,1,0,0,0,1015,0,1016
BIHAR,SHEIKHPURA,SHEKHOPURSARAI,0,0,0,0,625,0,625
BIHAR,SHEOHAR,DUMARI KATSARI,0,0,0,0,476,0,476
BIHAR,SHEOHAR,PIPRAHI,0,0,0,0,925,0,925
BIHAR,SHEOHAR,PURNAHIA,0,0,0,0,682,0,682
BIHAR,SHEOHAR,SHEOHAR,0,0,0,1,1387,0,1388
BIHAR,SHEOHAR,TARIYANI,0,0,0,0,985,0,985
BIHAR,SINGHBHUM EAST,BAHARAGORA,26,0,0,3,782,0,811
BIHAR,SINGHBHUM EAST,CHAKULIA,0,0,0,0,463,0,463
BIHAR,SINGHBHUM EAST,DHALBHUMGARH,0,0,0,0,4,0,4
BIHAR,SINGHBHUM WEST,JAGNNATHPUR,4,0,0,0,7,0,11
BIHAR,SINGHBHUM WEST,SARAIKELA,0,0,0,0,4,0,4
BIHAR,SITAMARHI,BAIRBANJYA,0,0,0,0,826,0,826
BIHAR,SITAMARHI,BAJAPATTI,0,0,0,0,701,0,701
BIHAR,SITAMARHI,BATHNAHA,0,0,0,0,2292,0,2292
BIHAR,SITAMARHI,BELSAND,0,0,0,0,639,0,639
BIHAR,SITAMARHI,BOKHARA,0,0,0,0,536,0,536
BIHAR,SITAMARHI,CHURAUT,0,0,0,1,249,0,250
BIHAR,SITAMARHI,DUMRA,1,0,0,6,1360,0,1367
BIHAR,SITAMARHI,MEJARGANJ,0,0,0,0,931,0,931
BIHAR,SITAMARHI,NANPUR,0,0,0,7,746,0,753
BIHAR,SITAMARHI,PARIHAR,0,0,0,0,472,0,472
BIHAR,SITAMARHI,PARSAUNI,0,0,0,0,647,0,647
BIHAR,SITAMARHI,PUPARI,0,0,0,0,577,0,577
BIHAR,SITAMARHI,RIGA,0,0,0,0,968,0,968
BIHAR,SITAMARHI,RUNISAIDPUR,7,7,1,1,1755,11,1782
BIHAR,SITAMARHI,SONBARSA,0,0,0,0,1011,0,1011
BIHAR,SITAMARHI,SUPPI,0,0,0,0,944,0,944
BIHAR,SITAMARHI,SURSAND,0,0,0,0,216,0,216
BIHAR,SIWAN,ANDAR,0,0,0,0,1643,0,1643
BIHAR,SIWAN,BARHARIA,0,0,0,0,2398,0,2398
BIHAR,SIWAN,BASANTPUR,4,0,0,0,697,0,701
BIHAR,SIWAN,BHAGWANPUR GHAT,0,0,0,0,1714,0,1714
BIHAR,SIWAN,DARAULI,1,0,0,0,1925,0,1926
BIHAR,SIWAN,DARAUNDHA,0,0,0,0,2116,0,2116
BIHAR,SIWAN,GORAIKOTHI,0,0,0,0,1301,0,1301
BIHAR,SIWAN,GUTHANI,0,0,0,0,1449,0,1449
BIHAR,SIWAN,HUSSAINGANJ,1,0,0,0,1772,0,1773
BIHAR,SIWAN,LAKRI NABIGANJ,0,0,0,0,995,0,995
BIHAR,SIWAN,MAHRAJGANJ,0,0,0,0,1699,0,1699
BIHAR,SIWAN,MAIRWA,2,0,0,0,1959,0,1961
BIHAR,SIWAN,PACHRUKHI,0,0,0,0,2146,0,2146
BIHAR,SIWAN,RAGHUNATHPUR,0,0,0,0,1566,0,1566
BIHAR,SIWAN,SISWAN,0,0,0,0,1596,0,1596
BIHAR,SIWAN,SIWAN,0,0,0,0,1893,0,1893
BIHAR,SUPAUL,BASANTPUR,0,0,0,0,1252,1,1253
BIHAR,SUPAUL,CHHATAPUR,0,0,0,0,1187,0,1187
BIHAR,SUPAUL,KISHANPUR,0,0,0,0,1668,0,1668
BIHAR,SUPAUL,MARAUNA,0,0,0,0,1078,0,1078
BIHAR,SUPAUL,NIRMALI,0,0,0,0,430,0,430
BIHAR,SUPAUL,PIPRA,0,0,0,0,1701,0,1701
BIHAR,SUPAUL,PRATAPGANJ,0,0,0,0,597,0,597
BIHAR,SUPAUL,RAGHOPUR,0,0,0,0,640,0,640
BIHAR,SUPAUL,SUPAUL,1,0,0,0,2877,0,2878
BIHAR,SUPAUL,TRIBANIGANJ,0,0,0,0,1906,0,1906
BIHAR,VAISHALI,BHAGWANPUR,0,0,0,0,1264,0,1264
BIHAR,VAISHALI,BIDUPUR,0,0,0,0,1275,0,1275
BIHAR,VAISHALI,CHEHRALALA,0,0,0,0,798,0,798
BIHAR,VAISHALI,GORAUL,1,0,0,0,931,0,932
BIHAR,VAISHALI,HAJIPUR,9,0,0,0,1700,7,1716
BIHAR,VAISHALI,JANDAHA,20,0,0,0,1846,0,1866
BIHAR,VAISHALI,LALGANJ,0,0,0,0,1463,0,1463
BIHAR,VAISHALI,MAHNAR,11,0,26,0,697,3,737
BIHAR,VAISHALI,MAHUA,0,0,0,0,2405,0,2405
BIHAR,VAISHALI,PATEHRIBELSAR,0,0,0,0,629,0,629
BIHAR,VAISHALI,PATEPUR,23,0,0,1,2748,0,2772
BIHAR,VAISHALI,PREMRAJ,0,0,0,0,664,0,664
BIHAR,VAISHALI,RAGHOPUR,408,71,0,6,717,19,1221
BIHAR,VAISHALI,RAJAPAKAR,44,24,0,0,817,128,1013
BIHAR,VAISHALI,SAHDAI BUZURG,10,13,0,1,1432,1,1457
BIHAR,VAISHALI,VAISHALI,1,0,0,4,1219,0,1224
GOA,NORTH GOA,SATARI,0,0,0,4,16,0,20
GOA,SOUTH GOA,CANACONA,0,1,0,2,1,0,4
GOA,SOUTH GOA,MORMUGAO,0,0,0,0,2,0,2
GOA,SOUTH GOA,SANGUEM,0,0,0,0,2,0,2
HARYANA,AMBALA,AMBALA,24,11,15,2701,2630,1,5382
HARYANA,AMBALA,BARARA,4,0,3,1065,1944,6,3022
HARYANA,AMBALA,NARAINGARH,153,2,10,2064,4110,1,6340
HARYANA,BHIWANI,BAWANI KHERA,0,0,0,97,1244,0,1341
HARYANA,BHIWANI,BHIWANI KHERA,0,1,7,2537,2265,0,4810
HARYANA,BHIWANI,DADRI,0,0,8,1635,7245,1,8889
HARYANA,BHIWANI,LOHARU,0,0,0,1801,845,0,2646
HARYANA,BHIWANI,TOSHAM,1,0,0,277,507,1,786
HARYANA,FARIDABAD,BALLABHGARH,1,5,7,2340,4166,0,6519
HARYANA,FARIDABAD,FARIDABAD,69,14,11,1950,3030,2,5076
HARYANA,FARIDABAD,HATHIN,1,9,14,843,1827,0,2694
HARYANA,FARIDABAD,HODAL,13,0,2,596,479,0,1090
HARYANA,FARIDABAD,PALWAL,14,19,30,5598,4561,4,10226
HARYANA,GURGAON,FEROZEPUR JHARIKA,0,0,34,2448,991,0,3473
HARYANA,GURGAON,GURGAON,10,2,67,7155,3131,12,10377
HARYANA,GURGAON,NUH,9,1,58,6432,3010,16,9526
HARYANA,GURGAON,PUNHANA,2,1,50,3870,1436,5,5364
HARYANA,HISAR,ADAMPUR,0,1,4,399,1657,0,2061
HARYANA,HISAR,FATEHABAD,3,1,29,2806,6746,0,9585
HARYANA,HISAR,HANSI I,2,1,11,1332,6134,0,7480
HARYANA,HISAR,HISAR I,3,0,53,1867,9199,1,11123
HARYANA,HISAR,NARNAUND,0,0,1,71,1709,0,1781
HARYANA,HISAR,RATIA,2,1,39,1503,3926,0,5471
HARYANA,HISAR,TOHANA,0,1,52,1186,6632,0,7871
HARYANA,JIND,JIND,1,23,78,5351,5343,2,10798
HARYANA,JIND,NARWANA,0,2,16,3625,6907,18,10568
HARYANA,JIND,SAFIDON,8,1,16,4812,3509,7,8353
HARYANA,KAITHAL,GUHALA,11,40,74,6542,4913,7,11587
HARYANA,KAITHAL,KAITHAL,11,22,153,12174,7011,7,19378
HARYANA,KARNAL,ASANDH,0,51,74,3964,3675,8,7772
