-----
{
 "description": "The table refers to block wise distribution of shallow tubewells according to source of finance . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.7.csv", 
 "title": "Download CSV for Block wise Distribution of Shallow Tubewells according to source of Finance for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.7.csv"
}
-----
State,District,Block,Government fund,Farmer's saving,Loan & Saving,Subsidy & Bank loan,Subsidy only,Others,Total
ASSAM,DARRANG,KHAIRABARI,0,7,0,33,92,0,132
ASSAM,DARRANG,MAZBAT,0,0,2,55,591,0,648
ASSAM,DARRANG,SIPAJHAR,0,1,0,210,1,0,212
ASSAM,DARRANG,UDALGURI,0,0,0,5,64,0,69
ASSAM,DHEMAJI,BORDOLONI,0,0,0,1,211,0,212
ASSAM,DHEMAJI,DHEMAJI,0,44,0,0,377,0,421
ASSAM,DHEMAJI,MURKONGSELLECK,0,0,0,0,76,0,76
ASSAM,DHUBRI,AGAMONI,23,335,9,100,138,0,605
ASSAM,DHUBRI,BILASIPARA,6,160,4,105,329,0,604
ASSAM,DHUBRI,CHAPAR SALKOCHA,0,9,0,107,0,0,116
ASSAM,DHUBRI,GAURIPUR,14,242,0,48,195,0,499
ASSAM,DHUBRI,GOLOKGANJ,1,33,0,2,58,0,94
ASSAM,DHUBRI,MANKACHAR,0,7,0,2,105,0,114
ASSAM,DHUBRI,SOUTH SALMARA,0,85,2,146,133,0,366
ASSAM,DIBRUGARH,BARBARUAH,0,0,0,133,9,0,142
ASSAM,DIBRUGARH,JOYPUR,0,0,0,21,160,0,181
ASSAM,DIBRUGARH,KHOWANG,0,0,0,0,246,0,246
ASSAM,DIBRUGARH,LAHOWAL,0,0,0,0,204,0,204
ASSAM,DIBRUGARH,PANITOLA,0,0,0,8,248,0,256
ASSAM,DIBRUGARH,TENGAKHAT,0,22,0,1,143,1,167
ASSAM,GOALPARA,BALIJANA,0,19,18,5,30,0,72
ASSAM,GOALPARA,DUDHNOI,0,4,0,10,13,0,27
ASSAM,GOALPARA,LAKHIPUR,0,24,0,88,23,0,135
ASSAM,GOALPARA,MATIA,0,47,0,0,70,0,117
ASSAM,GOLAGHAT,GOLAGHAT CENTRAL,0,0,0,0,26,0,26
ASSAM,GOLAGHAT,GOLAGHAT EAST,0,0,0,0,32,0,32
ASSAM,GOLAGHAT,GOLAGHAT NORTH,0,0,0,0,110,0,110
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,0,2,1,69,48,0,120
ASSAM,GOLAGHAT,GOLAGHAT WEST,0,6,1,0,156,0,163
ASSAM,GOLAGHAT,GOMARIGURI,0,0,0,0,4,0,4
ASSAM,HAILAKANDI,HAILAKANDI,0,0,0,0,0,0,0
ASSAM,HAILAKANDI,LALA,0,0,0,0,0,0,0
ASSAM,JORHAT,JORHAT,0,0,0,1,22,0,23
ASSAM,JORHAT,JORHAT CENTRAL,0,0,0,0,88,0,88
ASSAM,JORHAT,JORHAT EAST,0,2,0,0,151,0,153
ASSAM,JORHAT,MAJULI,2,4,2,161,533,0,702
ASSAM,JORHAT,NORTH WEST JORHAT,0,10,0,0,118,0,128
ASSAM,JORHAT,TITABOR,0,0,1,3,0,0,4
ASSAM,KAMRUP,BOKO BANGAON,0,0,0,0,24,0,24
ASSAM,KAMRUP,CHAMARIA,5,0,0,1,40,0,46
ASSAM,KAMRUP,CHHAYGAON,0,1,0,1,15,0,17
ASSAM,KAMRUP,DIMORIA,0,0,0,0,32,0,32
ASSAM,KAMRUP,HAJO,0,0,0,0,185,0,185
ASSAM,KAMRUP,KAMALPUR,13,0,0,0,128,0,141
ASSAM,KAMRUP,KARARA,0,0,1,1,309,0,311
ASSAM,KAMRUP,RAMPUR,0,1,0,32,28,0,61
ASSAM,KAMRUP,RANGIA,6,3,1,43,219,0,272
ASSAM,KAMRUP,RANI,0,0,0,84,2,0,86
ASSAM,KARBI ANGLONG,AMRI,0,0,0,0,1,0,1
ASSAM,KARBI ANGLONG,BOKAJAN,0,0,0,0,0,0,0
ASSAM,KARBI ANGLONG,HOWRAGHAT,0,0,0,0,2,0,2
ASSAM,KARBI ANGLONG,LUMBAJONG,0,0,0,0,0,0,0
ASSAM,KARBI ANGLONG,RONGKHONG,0,24,0,5,23,0,52
ASSAM,KARBI ANGLONG,SAMILONGSO,0,0,0,0,0,0,0
ASSAM,KARIMGANJ,BADARPUR,0,0,0,0,0,0,0
ASSAM,KARIMGANJ,NORTH KARIMGANJ,0,0,0,0,0,0,0
ASSAM,KARIMGANJ,PATHARKANDI,0,0,0,0,0,0,0
ASSAM,KARIMGANJ,RAMKRISHNA NAGAR,0,0,0,0,0,0,0
ASSAM,KARIMGANJ,SOUTH KARIMGANJ,0,0,0,0,0,0,0
ASSAM,KOKRAJHAR,DOTOMA,0,1,229,0,19,0,249
ASSAM,KOKRAJHAR,GOSSAIGAON,0,0,54,0,8,0,62
ASSAM,KOKRAJHAR,KACHUGAON,0,0,5,0,276,0,281
ASSAM,KOKRAJHAR,KOKRAJHAR,0,0,6,1,106,0,113
ASSAM,KOKRAJHAR,SIDLI CHIRANG (PART),0,8,0,0,45,0,53
ASSAM,LAKHIMPUR,BIHPURIA,0,2,0,2,293,0,297
ASSAM,LAKHIMPUR,BORDALANI,0,0,0,0,51,0,51
ASSAM,LAKHIMPUR,DHAKUAKHANA,0,0,0,0,148,0,148
ASSAM,LAKHIMPUR,LAKHIMPUR,0,0,0,33,132,0,165
ASSAM,LAKHIMPUR,NARAYANPUR,0,13,0,0,158,0,171
ASSAM,LAKHIMPUR,NOWBOICHA,0,34,0,97,49,0,180
ASSAM,MARIGAON,BHURBANDHA,0,95,0,0,170,0,265
ASSAM,MARIGAON,KAPILI,0,2,0,0,8,0,10
ASSAM,MARIGAON,LAHARIGHAT,0,119,0,0,283,0,402
ASSAM,MARIGAON,MAYONG,0,16,0,0,524,0,540
ASSAM,NAGAON,BATADRAVA,0,2,0,0,216,0,218
ASSAM,NAGAON,JUGIJAN,0,0,0,0,303,0,303
ASSAM,NAGAON,JURIA,0,0,0,0,119,0,119
ASSAM,NAGAON,KALIABOR,0,225,0,0,209,0,434
ASSAM,NAGAON,KAPILI,0,0,0,0,10,0,10
ASSAM,NAGAON,KAPILI PT.I,0,35,0,0,229,0,264
ASSAM,NAGAON,KATHIATOLI,0,25,0,0,945,1,971
ASSAM,NAGAON,KHAGARIJAN,0,4,0,0,150,0,154
ASSAM,NAGAON,LANKA,0,18,1,0,350,0,369
ASSAM,NAGAON,LAOKHOWA,0,2,0,0,134,0,136
ASSAM,NAGAON,RUPAHI,0,0,0,0,135,0,135
ASSAM,NALBARI,BARIGOG BANBHAG,1,0,1,0,98,0,100
ASSAM,NALBARI,BARKHETRI,1,1,0,0,173,0,175
ASSAM,NALBARI,BASKA,0,2,0,49,194,0,245
ASSAM,NALBARI,PASCHIM NALBARI,0,0,0,0,166,0,166
ASSAM,NALBARI,PUB NALBARI,0,0,1,5,246,0,252
ASSAM,NALBARI,TAMULPUR,0,1,6,83,78,0,168
ASSAM,NALBARI,TIHU BARAMA,0,0,0,28,135,0,163
ASSAM,SIBSAGAR,AMGURI,0,0,0,30,78,0,108
ASSAM,SIBSAGAR,DEMOW,0,0,0,42,222,0,264
ASSAM,SIBSAGAR,NAZIRA,0,0,0,0,102,0,102
ASSAM,SIBSAGAR,SAPEKHATI,0,0,0,0,47,0,47
ASSAM,SIBSAGAR,SONARI,0,0,0,4,261,1,266
ASSAM,SONITPUR,BALIPARA,0,0,0,11,514,0,525
ASSAM,SONITPUR,BEHALI,3,5,4,128,5,0,145
ASSAM,SONITPUR,BISWANATH,0,14,0,24,3,0,41
ASSAM,SONITPUR,CHAIDUAR,1,22,4,199,445,3,674
ASSAM,SONITPUR,DHEKIAJULI,0,32,0,126,337,0,495
ASSAM,SONITPUR,GABHORU,0,0,0,0,410,0,410
ASSAM,SONITPUR,NADUAR,0,2,0,0,392,0,394
ASSAM,TINSUKIA,HAPJAN,0,1,3,434,4,0,442
ASSAM,TINSUKIA,KAKOPATHAR,0,2,0,636,14,0,652
ASSAM,TINSUKIA,MARGHERITA,0,2,0,5,69,16,92
ASSAM,TINSUKIA,SADIYA,0,0,1,113,46,0,160
BIHAR,ARARIA,ARARIA,258,267,80,382,320,381,1688
BIHAR,ARARIA,BHARGAMA,6,224,0,0,345,631,1206
BIHAR,ARARIA,FORBESGANJ,3,98,10,0,938,1893,2942
BIHAR,ARARIA,JOKIHAT,222,444,17,140,680,0,1503
BIHAR,ARARIA,KURSAKATTA,19,0,9,0,116,879,1023
BIHAR,ARARIA,NARPAIGANJ,4,324,59,24,506,0,917
BIHAR,ARARIA,PALASI,59,103,26,355,1370,0,1913
BIHAR,ARARIA,RANIGANJ,214,22,196,107,177,2,718
BIHAR,ARARIA,SIKTI,336,123,5,246,373,26,1109
BIHAR,AURANGABAD,AURANGABAD,197,213,62,100,72,5,649
BIHAR,AURANGABAD,BARUN,129,531,48,78,277,5,1068
BIHAR,AURANGABAD,DAUDNAGAR,23,23,1,58,187,31,323
BIHAR,AURANGABAD,DEO,103,73,3,137,142,2,460
BIHAR,AURANGABAD,GOH,268,254,37,301,280,56,1196
BIHAR,AURANGABAD,HASPURA,64,61,26,385,398,0,934
BIHAR,AURANGABAD,KUTUMBA,115,200,31,203,199,45,793
BIHAR,AURANGABAD,MADANPUR,172,162,20,114,174,0,642
BIHAR,AURANGABAD,NABINAGAR,206,266,0,13,26,0,511
BIHAR,AURANGABAD,OBRA,88,118,26,58,426,3,719
BIHAR,AURANGABAD,RAFIGANJ,433,310,21,314,227,132,1437
BIHAR,BANKA,AMARPUR,536,454,19,189,74,4,1276
BIHAR,BANKA,BANKA,26,118,20,42,21,0,227
BIHAR,BANKA,BARAHAT,105,137,31,141,24,0,438
BIHAR,BANKA,BELHAR,98,83,13,120,89,0,403
BIHAR,BANKA,DHURAIYA,197,950,34,25,21,1,1228
BIHAR,BANKA,KATORIA,0,13,0,0,0,0,13
BIHAR,BANKA,PHULLIDUMAR,54,185,23,20,47,0,329
BIHAR,BANKA,RAJAN,218,461,55,79,197,2,1012
BIHAR,BANKA,SAMBHUGANJ,141,650,72,57,75,1,996
BIHAR,BEGUSARAI,BACHHAWARA,604,740,126,224,343,20,2057
BIHAR,BEGUSARAI,BAKHARI,137,257,3,42,105,7,551
BIHAR,BEGUSARAI,BALIA,159,737,105,91,181,104,1377
BIHAR,BEGUSARAI,BARAUNI,309,382,142,226,199,162,1420
BIHAR,BEGUSARAI,BEGUSARAI,152,811,50,249,446,662,2370
BIHAR,BEGUSARAI,BHAGAWANPUR,495,267,98,178,348,315,1701
BIHAR,BEGUSARAI,BIRPUR,63,47,5,20,197,463,795
BIHAR,BEGUSARAI,CHERIA BARIARPUR,62,450,177,94,173,483,1439
BIHAR,BEGUSARAI,CHHAURAHI,805,70,12,457,8,1,1353
BIHAR,BEGUSARAI,DANDARI,102,274,274,127,92,235,1104
BIHAR,BEGUSARAI,GARHPURA,68,436,1,16,342,4,867
BIHAR,BEGUSARAI,KHUDABANDPUR,17,322,13,16,72,275,715
BIHAR,BEGUSARAI,MANSURCHAK,104,168,25,1,70,1,369
BIHAR,BEGUSARAI,MATIHANI,73,515,222,260,549,1,1620
BIHAR,BEGUSARAI,NAOKHOTHI,194,533,41,220,238,0,1226
BIHAR,BEGUSARAI,SAHEBPUR KAMAL,9,519,138,56,179,1,902
BIHAR,BEGUSARAI,TEGHRA,53,249,311,35,268,434,1350
BIHAR,BHABUA,BHABUA,771,185,134,204,29,1,1324
BIHAR,BHABUA,BHAGWANPUR,143,12,3,46,16,0,220
BIHAR,BHABUA,CHAINPUR,213,231,69,124,176,0,813
BIHAR,BHABUA,CHAND,195,55,23,167,24,1,465
BIHAR,BHABUA,DURGAWATI,316,303,67,145,415,239,1485
BIHAR,BHABUA,KUDRA,403,812,29,111,204,215,1774
BIHAR,BHABUA,MOHANIA,445,884,68,586,406,3,2392
BIHAR,BHABUA,NUAWN,469,698,7,0,2,1,1177
BIHAR,BHABUA,RAMGAR,480,1034,6,2,26,0,1548
BIHAR,BHABUA,RAMPUR,45,26,0,13,11,1,96
BIHAR,BHAGALPUR,BIHPUR,74,431,1,196,144,0,846
BIHAR,BHAGALPUR,GAURIDIH,8,50,19,97,35,0,209
BIHAR,BHAGALPUR,GOPALPUR,23,604,10,53,2,0,692
BIHAR,BHAGALPUR,ISMAILPUR,7,288,28,0,0,0,323
BIHAR,BHAGALPUR,JAGDISHPUR,31,16,1,0,8,0,56
BIHAR,BHAGALPUR,KAHALGAON,130,92,32,252,46,0,552
BIHAR,BHAGALPUR,KHARIK,245,528,10,60,66,195,1104
BIHAR,BHAGALPUR,NARAINPUR,95,153,10,88,29,0,375
BIHAR,BHAGALPUR,NATHNAGAR,54,189,47,59,333,0,682
BIHAR,BHAGALPUR,NAUGACHHIA,17,726,4,104,3,132,986
BIHAR,BHAGALPUR,PIRPAINTI,2,820,22,57,260,0,1161
BIHAR,BHAGALPUR,RANGRACHOWK,49,429,21,0,0,0,499
BIHAR,BHAGALPUR,SABOUR,31,226,0,8,14,0,279
BIHAR,BHAGALPUR,SHAHKUND,343,631,8,37,311,0,1330
BIHAR,BHAGALPUR,SONHAULLA,98,382,30,34,63,1,608
BIHAR,BHAGALPUR,SULTANGANJ,425,213,3,20,232,0,893
BIHAR,BHOJPUR,AGIAON,17,154,46,48,132,70,467
BIHAR,BHOJPUR,ARRAHSADAR,86,258,272,304,275,120,1315
BIHAR,BHOJPUR,BARBARA,141,153,28,383,108,82,895
BIHAR,BHOJPUR,BEHIA,166,980,98,123,10,1,1378
BIHAR,BHOJPUR,CHARPOKHARI,177,60,24,60,252,147,720
BIHAR,BHOJPUR,GARHANI,41,294,28,30,158,54,605
BIHAR,BHOJPUR,JAGDISHPUR,262,2100,134,178,142,13,2829
BIHAR,BHOJPUR,KOILWAR,900,399,40,46,12,0,1397
BIHAR,BHOJPUR,PIRO,164,316,141,292,175,193,1281
BIHAR,BHOJPUR,SAHAR,149,69,34,8,42,1,303
BIHAR,BHOJPUR,SAHPUR,15,128,126,128,178,67,642
BIHAR,BHOJPUR,SANDISH,87,350,133,30,156,399,1155
BIHAR,BHOJPUR,TARARI,138,141,121,361,103,5,869
BIHAR,BHOJPUR,UDWABTNAGAR,114,377,107,223,48,19,888
BIHAR,BUXAR,BRAHAMPUR,271,86,52,169,0,0,578
BIHAR,BUXAR,BUXAR,198,511,168,260,112,13,1262
BIHAR,BUXAR,CHANGAIN,11,46,284,211,7,5,564
BIHAR,BUXAR,CHARKKI,0,123,0,72,0,0,195
BIHAR,BUXAR,CHAUSA,192,419,107,31,18,13,780
BIHAR,BUXAR,DUMRAIN,641,204,201,24,41,0,1111
BIHAR,BUXAR,ITARHI,266,1930,54,93,180,292,2815
BIHAR,BUXAR,KESATH,40,131,24,0,2,21,218
BIHAR,BUXAR,NAWANAGAR,402,755,74,291,61,5,1588
BIHAR,BUXAR,RAJPUR,507,1774,101,62,116,64,2624
BIHAR,BUXAR,SIMRI,83,108,150,900,24,0,1265
BIHAR,CHAMPARAN EAST,ADAPUR,4,45,0,4,0,763,816
BIHAR,CHAMPARAN EAST,ARERAJ,99,297,20,0,11,345,772
BIHAR,CHAMPARAN EAST,BANJARIA,13,344,5,15,137,178,692
BIHAR,CHAMPARAN EAST,CHAKIYA,305,891,101,174,220,75,1766
BIHAR,CHAMPARAN EAST,CHAURADANO,10,197,40,84,88,601,1020
BIHAR,CHAMPARAN EAST,CHIRAIYA,17,606,54,28,73,387,1165
BIHAR,CHAMPARAN EAST,DHAKA,12,441,16,19,36,397,921
BIHAR,CHAMPARAN EAST,FENHARA,73,597,10,21,93,134,928
BIHAR,CHAMPARAN EAST,GHORASAHAN,127,306,179,265,91,340,1308
BIHAR,CHAMPARAN EAST,HARSIDHI,41,1170,8,40,184,651,2094
BIHAR,CHAMPARAN EAST,KALYANPUR,51,794,14,1,103,668,1631
BIHAR,CHAMPARAN EAST,KESARIA,344,471,226,144,204,2,1391
BIHAR,CHAMPARAN EAST,KOTWA,43,350,12,24,30,469,928
BIHAR,CHAMPARAN EAST,MADHUBAN,14,819,22,0,42,256,1153
BIHAR,CHAMPARAN EAST,MEHSHI,248,736,63,49,194,268,1558
BIHAR,CHAMPARAN EAST,MOTIHARI,37,1268,35,59,213,367,1979
BIHAR,CHAMPARAN EAST,PAHARPUR,13,57,4,24,369,761,1228
BIHAR,CHAMPARAN EAST,PAKARIDAYAL,73,482,6,3,216,974,1754
BIHAR,CHAMPARAN EAST,PATAHI,121,359,198,83,103,325,1189
BIHAR,CHAMPARAN EAST,PIPRAKOTHI,37,771,5,8,20,43,884
BIHAR,CHAMPARAN EAST,RAMGARHWA,8,0,23,2,591,3,627
BIHAR,CHAMPARAN EAST,RAXAUL,3,42,29,521,83,0,678
BIHAR,CHAMPARAN EAST,SANGRAMPUR,102,239,3,0,14,280,638
BIHAR,CHAMPARAN EAST,SUGAULI,50,1274,11,32,352,1,1720
BIHAR,CHAMPARAN EAST,TETARIA,18,645,1,3,31,83,781
BIHAR,CHAMPARAN EAST,TURKAULIA,160,339,58,81,334,12,984
BIHAR,CHAMPARAN WEST,BAGAHA,511,64,34,336,71,0,1016
BIHAR,CHAMPARAN WEST,BAIRIA,129,561,11,13,80,842,1636
BIHAR,CHAMPARAN WEST,BETTIAN,1,133,0,0,766,0,900
BIHAR,CHAMPARAN WEST,BHITAHA,1,284,1,0,134,400,820
BIHAR,CHAMPARAN WEST,CHANPATIYA,302,330,93,279,298,54,1356
BIHAR,CHAMPARAN WEST,GAUNAHA,15,53,57,91,99,43,358
BIHAR,CHAMPARAN WEST,LAURIYA,38,218,155,154,263,709,1537
BIHAR,CHAMPARAN WEST,MADHUBANI,32,456,3,5,407,38,941
BIHAR,CHAMPARAN WEST,MAINATANR,16,42,20,175,779,1,1033
BIHAR,CHAMPARAN WEST,MAJHAWALIA,165,2413,6,161,120,109,2974
BIHAR,CHAMPARAN WEST,NARKATIYAGANJ,63,140,99,162,447,295,1206
BIHAR,CHAMPARAN WEST,NAUTAN,222,1047,9,136,114,3,1531
BIHAR,CHAMPARAN WEST,PIPRASI,5,218,8,5,121,0,357
BIHAR,CHAMPARAN WEST,RAMNAGAR,5,390,6,56,162,757,1376
BIHAR,CHAMPARAN WEST,SIDHAW,120,568,78,139,106,72,1083
BIHAR,CHAMPARAN WEST,SIKTA,1,1,8,1,158,614,783
BIHAR,CHAMPARAN WEST,THAKRAHA,4,48,0,0,220,489,761
BIHAR,CHAMPARAN WEST,YOGAPATTI,124,553,35,3,715,18,1448
BIHAR,CHATRA,CHATRA,10,0,0,0,0,0,10
BIHAR,CHATRA,HUNTERGANJ,5,38,0,0,0,0,43
BIHAR,CHATRA,PRATAP PUR,1,88,0,0,0,0,89
BIHAR,DARBHANGA,AUNAGAR,3,567,142,1,130,4,847
BIHAR,DARBHANGA,BAHADURPUR,51,240,254,156,43,40,784
BIHAR,DARBHANGA,BAHERI,136,457,319,464,227,78,1681
BIHAR,DARBHANGA,BENIPUR,72,402,144,58,43,5,724
BIHAR,DARBHANGA,BIRAUL,96,292,16,173,99,323,999
BIHAR,DARBHANGA,DARBHANGA,93,111,146,94,74,22,540
BIHAR,DARBHANGA,GHANSHYAMPUR,32,66,68,183,126,0,475
BIHAR,DARBHANGA,GORA BOURAM,96,25,60,233,104,0,518
BIHAR,DARBHANGA,HAYAGHAT,100,148,196,111,100,0,655
BIHAR,DARBHANGA,JALE,86,116,83,310,38,168,801
BIHAR,DARBHANGA,KEOTI(RANWAY),18,14,237,230,116,414,1029
BIHAR,DARBHANGA,KIRATPUR,3,147,4,24,41,0,219
BIHAR,DARBHANGA,KUSHESHWAR ASTHAN-EA,0,2,87,53,0,0,142
BIHAR,DARBHANGA,KVSHESHWAR ASTHAN,10,53,53,208,5,0,329
BIHAR,DARBHANGA,MANIGACHHI,113,337,115,215,260,92,1132
BIHAR,DARBHANGA,SINGHWARA,60,127,94,200,471,17,969
BIHAR,DEOGHAR,DEOGHAR,0,0,1,0,0,0,1
BIHAR,DHANBAD,BAGHMARA,0,0,0,0,0,0,0
BIHAR,DHANBAD,TOPCHACHI,0,0,0,4,0,0,4
BIHAR,GAYA,AMAS,61,80,0,14,6,0,161
BIHAR,GAYA,ATARI,290,579,0,7,20,0,896
BIHAR,GAYA,BANROYBAZAR,102,241,1,62,13,7,426
BIHAR,GAYA,BARACHATTI,46,116,0,4,23,0,189
BIHAR,GAYA,BELAGANJ,1210,792,53,113,22,0,2190
BIHAR,GAYA,BODHGAYA,631,1603,29,38,213,4,2518
BIHAR,GAYA,DOBBI,90,188,4,29,12,1,324
BIHAR,GAYA,DUMARIA,35,74,11,61,95,7,283
BIHAR,GAYA,FETHPUR,156,414,24,108,65,0,767
BIHAR,GAYA,GARARU,229,928,29,10,36,0,1232
BIHAR,GAYA,GAYA SADAR,279,603,23,42,45,3,995
BIHAR,GAYA,GURUA,276,685,0,66,64,0,1091
BIHAR,GAYA,IMAMGANJ,215,169,0,92,40,2,518
BIHAR,GAYA,KHIZIRSORAI,773,1929,6,63,78,1,2850
BIHAR,GAYA,KONCH,422,1231,37,38,29,0,1757
BIHAR,GAYA,MANPUR,364,249,9,28,3,19,672
BIHAR,GAYA,MOHANPUR,72,124,9,10,9,0,224
BIHAR,GAYA,NIMCHAK BATHANI,325,552,8,21,6,0,912
BIHAR,GAYA,PARAIYA,247,379,16,13,9,0,664
BIHAR,GAYA,SHERGHATI,138,885,1,4,10,41,1079
BIHAR,GAYA,TANKUPPA,95,501,5,34,25,10,670
BIHAR,GAYA,TEKARI,574,1795,9,23,24,25,2450
BIHAR,GAYA,WAZGANJ,205,779,4,19,251,0,1258
BIHAR,GIRIDIH,BIRNI,0,2,0,0,0,0,2
BIHAR,GIRIDIH,GANDEY,0,0,0,0,0,0,0
BIHAR,GIRIDIH,GAWAN,42,269,0,0,0,0,311
BIHAR,GIRIDIH,TISRI,14,33,0,0,0,0,47
BIHAR,GODDA,BOARIJORE,0,0,0,6,0,0,6
BIHAR,GODDA,GODDA,41,146,8,2,10,1,208
BIHAR,GODDA,MAHAGAMA,22,51,0,8,4,0,85
BIHAR,GODDA,PATHARGAMA,112,89,0,75,9,0,285
BIHAR,GOPALGANJ,BAIKUNTHPUR,122,1477,36,9,85,8,1737
BIHAR,GOPALGANJ,BARAULI,422,267,30,567,185,13,1484
BIHAR,GOPALGANJ,BHOREY,143,787,18,7,344,391,1690
BIHAR,GOPALGANJ,BIJAIPUR,11,38,160,862,81,8,1160
BIHAR,GOPALGANJ,GOPALGANJ,267,775,173,106,210,9,1540
BIHAR,GOPALGANJ,HATHUA,242,63,22,16,1,472,816
BIHAR,GOPALGANJ,KATAIYA,165,446,35,236,56,1,939
BIHAR,GOPALGANJ,KUCHAIKOTE,580,374,298,74,25,228,1579
BIHAR,GOPALGANJ,MANJHA,46,462,37,192,474,1,1212
BIHAR,GOPALGANJ,PHULWARIYA,418,324,108,33,12,57,952
BIHAR,GOPALGANJ,PUNCHDEORI,14,288,4,130,111,30,577
BIHAR,GOPALGANJ,SIDHWALIA,152,527,33,136,44,42,934
BIHAR,GOPALGANJ,THAWE,102,164,55,234,98,54,707
BIHAR,GOPALGANJ,UCHKAGAON,395,250,160,78,30,505,1418
BIHAR,HAZARIBAG,ICHAK,0,0,0,0,0,0,0
BIHAR,JAMUI,ALIGANJ,68,313,1,20,53,3,458
BIHAR,JAMUI,BARHAT,2,44,0,0,15,0,61
BIHAR,JAMUI,GIDHOUR,50,59,10,27,103,0,249
BIHAR,JAMUI,JAMUI,234,666,11,105,181,98,1295
BIHAR,JAMUI,JHAJHA,39,61,5,8,0,0,113
BIHAR,JAMUI,KHAIRA,213,105,78,91,11,0,498
BIHAR,JAMUI,SIKANDRA,27,19,57,94,19,0,216
BIHAR,JAMUI,SONO,40,146,0,2,62,0,250
BIHAR,JEHANABAD,ARWAL,51,21,0,198,391,95,756
BIHAR,JEHANABAD,BANSI SURUJPUR,573,263,41,222,57,1,1157
BIHAR,JEHANABAD,GHOSI,725,1778,224,216,523,23,3489
BIHAR,JEHANABAD,JEHANABAD,815,397,100,441,337,21,2111
BIHAR,JEHANABAD,KAKU,294,598,62,771,372,0,2097
BIHAR,JEHANABAD,KALEV,73,49,107,87,3,2,321
BIHAR,JEHANABAD,KARPI,407,1156,31,198,352,37,2181
BIHAR,JEHANABAD,KURTHA,403,1044,78,10,18,0,1553
BIHAR,JEHANABAD,MAKHDOMPUR,526,1669,141,42,282,51,2711
BIHAR,JEHANABAD,RATNI FARIDPUR,229,980,78,65,24,0,1376
BIHAR,KATIHAR,AMDABAET,11,494,16,0,530,1,1052
BIHAR,KATIHAR,AZAMNAGAR,465,2622,67,78,358,76,3666
BIHAR,KATIHAR,BALRAMPUR,145,1211,91,137,137,4,1725
BIHAR,KATIHAR,BANPUR,23,446,20,38,736,0,1263
BIHAR,KATIHAR,BARARI,397,1556,4,18,196,0,2171
BIHAR,KATIHAR,BARSOI,248,2367,17,14,93,2,2741
BIHAR,KATIHAR,DANDKHORA,311,432,2,82,127,0,954
BIHAR,KATIHAR,FALKA,58,676,12,77,18,0,841
BIHAR,KATIHAR,HASANGANJ,259,289,22,69,58,0,697
BIHAR,KATIHAR,KADWA,499,2231,11,44,165,0,2950
BIHAR,KATIHAR,KATIHAR,73,490,88,25,47,0,723
BIHAR,KATIHAR,KORHA,305,2166,46,69,161,17,2764
BIHAR,KATIHAR,KURSELA,29,244,5,10,193,0,481
BIHAR,KATIHAR,MANIHARI,126,511,42,341,354,24,1398
BIHAR,KATIHAR,MANSHAHI,102,190,0,40,198,0,530
BIHAR,KATIHAR,SAMELI,12,491,0,10,7,0,520
BIHAR,KHAGARIA,ALAULI,174,1007,28,224,303,201,1937
BIHAR,KHAGARIA,BELDAUR,106,182,15,23,677,538,1541
BIHAR,KHAGARIA,CHAUTHAM,104,602,164,86,96,766,1818
BIHAR,KHAGARIA,GOGRI,18,451,358,59,210,277,1373
BIHAR,KHAGARIA,KHAGARIA,192,752,113,314,482,43,1896
BIHAR,KHAGARIA,MANSI,11,166,115,54,25,278,649
BIHAR,KHAGARIA,PARBATTA,204,372,110,221,153,432,1492
BIHAR,KISHANGANJ,BAHADURGANJ,8,51,4,145,733,312,1253
BIHAR,KISHANGANJ,DHIGHATBANK,2,5,20,55,293,619,994
BIHAR,KISHANGANJ,KISHANGANJ,8,35,7,38,1044,325,1457
BIHAR,KISHANGANJ,KOCHADHAMIN,32,31,11,5,327,1377,1783
BIHAR,KISHANGANJ,POTHIA,0,20,0,58,745,30,853
BIHAR,KISHANGANJ,TERHAGACHH,1,3,0,1010,192,7,1213
BIHAR,KISHANGANJ,THAKURGANJ,28,315,7,1,1041,1,1393
BIHAR,KODARMA,SATGAWAN,63,151,0,0,0,0,214
BIHAR,LAKHISARAI,BARAHIYA,82,295,70,65,154,4,670
BIHAR,LAKHISARAI,HALSI,174,375,56,117,139,177,1038
BIHAR,LAKHISARAI,LOKHISARAI,225,647,130,337,465,1,1805
BIHAR,LAKHISARAI,PIPARIA,12,34,2,46,26,0,120
BIHAR,LAKHISARAI,SURAJGARA,167,29,78,498,13,18,803
BIHAR,MADHEPURA,ALAMNAGAR,4,0,8,4,278,1051,1345
BIHAR,MADHEPURA,BIHARIGANJ,205,66,7,46,71,123,518
BIHAR,MADHEPURA,CHAUSA,123,105,1,266,338,857,1690
BIHAR,MADHEPURA,GAWALPARA,172,165,1,76,393,47,854
BIHAR,MADHEPURA,KUMAR KHAND,16,38,12,26,837,1474,2403
BIHAR,MADHEPURA,MADHEPURA,20,7,0,452,1731,1,2211
