-----
{
 "description": "The table shows the Direction of Exports of India by Regions and Countries (in Rs. Cr. and US$ Mn.) since 2010-11. It gives details of the percentage change in value of Exports over the years. It also shows the country-wise share in Total Exports.", 
 "file_name": "tab74.xls", 
 "title": "Download XLS for Direction of Exports: Exports by Regions and Countries (US $ Mn.)(External Link that opens in a new window)", 
 "url": "http://indiabudget.nic.in/tab2012/tab74.xls"
}
-----
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        17) MALI ",3.32,15.38,6.15,30.08,85.2409638554,0.00125720267254,3.27,15.26,21.49,117.15,557.186544343,0.00669104752786,"","","","    16) GABON ",37.55,170.69,46.95,226.8,25.0332889481,0.015412467166,29.45,138.01,37.28,203.4,26.5874363328,0.0199506830674
"        18) SIERRA LEONE ",6.67,30.41,4.8,22.97,-28.035982009,0.000981231354177,3.37,15.66,3.69,20.08,9.49554896142,0.00114890485704,"","","","    17) MAURITANIA ",33.5,152.54,46.5,224.08,38.8059701493,0.0152647438386,29.86,139.29,24.77,134.94,-17.0462156731,0.0132558588943
"        19) MAURITANIA ",1.95,8.94,4.13,20.35,111.794871795,0.00084426781099,1.62,7.59,4.91,26.93,203.086419753,0.00152875957942,"","","","    18) EQUTL GUINEA ",11.42,51.89,17.15,81.86,50.1751313485,0.00562990014691,11.5,52.97,11.07,60.32,-3.73913043478,0.00592419693015
"        20) CAPE VERDE IS ",2.08,9.51,3.29,15.87,58.1730769231,0.000672552324009,1.96,9.06,1.94,10.57,-1.02040816327,0.000604031279853,"","","","    19) GUINEA BISSAU ",3.07,13.89,12.42,62.22,304.560260586,0.00407716383817,5.53,27.68,4.36,23.22,-21.157323689,0.00233328804114
"        21) ST HELENA ",0.18,0.82,0.07,0.34,-61.1111111111,1.43096239151e-05,0.07,0.34,0.1,0.52,42.8571428571,3.11356329821e-05,"","","","    20) SAO TOME ",1.05,4.76,0.77,3.67,-26.6666666667,0.000252771027004,0.58,2.7,0.7,3.78,20.6896551724,0.000374610465321
"        22) SAO TOME ",0.11,0.51,0.02,0.1,-81.8181818182,4.08846397574e-06,"","",0.23,1.23,"",7.16119558589e-05,"","","","    21) CAPE VERDE IS ",0.5,2.26,0.47,2.2,-6.0,0.000154288808691,0.44,2.04,0.88,4.79,100.0,0.00047093887069
"(c)    Central Africa ",45.74,207.39,49.34,238.18,7.8705728028,0.0100862406281,31.58,148.26,72.0,388.39,127.992400253,0.0224176557471,"","","","    22) ST HELENA ",0.19,0.83,0.04,0.22,-78.9473684211,1.31309624418e-05,0.0,0.01,0.02,0.14,1.0703156152e-05,1.0703156152e-05
"       1) MALAWI ",19.89,89.73,19.97,96.57,0.402212166918,0.00408233127977,12.51,58.78,29.17,158.08,133.173461231,0.00908226414089,"","","","(c)   Central Africa ",465.03,2116.23,707.7,3404.88,52.1837300819,0.232319553001,455.87,2122.62,562.44,3067.09,23.3772786101,0.300994157308
"       2) UGANDA ",13.64,62.1,19.39,93.74,42.1554252199,0.00396376582448,12.14,57.01,19.86,108.85,63.5914332784,0.00618353671025,"","","","     1) UGANDA ",292.8,1331.6,434.98,2094.21,48.5587431694,0.142792651073,277.52,1292.19,298.98,1630.22,7.73277601614,0.160001481317
"       3) CONGO D. REP. ",9.82,44.75,6.75,32.1,-31.2627291242,0.00137985659181,5.13,24.01,15.71,82.28,206.237816764,0.00489140794149,"","","","     2) MALAWI ",101.45,462.86,148.26,708.15,46.140956136,0.0486699122904,103.34,480.01,83.82,456.65,-18.8891039288,0.0448569274332
"       4) C AFRI REP ",1.55,7.01,2.08,10.1,34.1935483871,0.000425200253477,1.25,5.88,1.64,8.99,31.2,0.000510624380907,"","","","     3) RWANDA ",32.46,147.4,48.28,231.86,48.7369069624,0.0158490716672,28.32,130.39,48.73,265.51,72.0692090395,0.0260782399644
"       5) BURUNDI ",0.24,1.1,0.85,4.27,254.166666667,0.000173759718969,0.26,1.2,0.23,1.24,-11.5384615385,7.16119558589e-05,"","","","     4) CHAD ",12.0,54.41,38.91,188.48,224.25,0.0127731437152,26.88,127.03,13.97,75.9,-48.0282738095,0.0074761545722
"       6) RWANDA ",0.03,0.12,0.15,0.72,400.0,3.0663479818e-05,0.14,0.7,0.11,0.57,-21.4285714286,3.42491962803e-05,"","","","     5) BURUNDI ",16.12,73.42,24.12,116.66,49.6277915633,0.00791797035239,14.6,68.23,20.32,110.01,39.1780821918,0.0108744066505
"       7) CHAD ",0.57,2.58,0.15,0.68,-73.6842105263,3.0663479818e-05,0.15,0.68,5.28,28.38,3420.0,0.00164396142146,"","","","     6) CONGO D. REP. ",6.68,30.58,6.88,35.01,2.99401197605,0.00225852553998,2.32,11.18,92.73,507.61,3896.98275862,0.0496251834989
