-----
{
 "description": "The table shows the Direction of Exports of India by Regions and Countries (in Rs. Cr. and US$ Mn.) since 2010-11. It gives details of the percentage change in value of Exports over the years. It also shows the country-wise share in Total Exports.", 
 "file_name": "tab74.xls", 
 "title": "Download XLS for Direction of Exports: Exports by Regions and Countries (US $ Mn.)(External Link that opens in a new window)", 
 "url": "http://indiabudget.nic.in/tab2012/tab74.xls"
}
-----
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"      3) KUWAIT ",10313.64,46976.03,16370.32,79162.95,58.7249506479,3.34647317956,9812.06,45835.02,11390.77,61997.48,16.0894857961,3.54658834104,"","","","     2) SAUDI ARAB ",4684.47,21296.39,5669.26,27138.51,21.02244224,1.86107100332,3543.98,16360.2,6076.51,33120.95,71.4600533863,3.25189176947
"      4) QATAR ",6819.87,31035.83,12923.89,61895.83,89.5034656086,2.64194293457,8261.14,38216.63,11362.26,61966.82,37.5386447875,3.53771157207,"","","","     3) OMAN ",1086.48,4942.11,1322.31,6415.7,21.705875856,0.434080073659,702.99,3294.48,1703.68,9260.62,142.347686311,0.911737653655
"      5) OMAN ",4002.07,18184.33,3329.89,15723.44,-16.7958081693,0.680706765408,2719.45,12599.21,1207.22,6563.05,-55.6079354281,0.375875588487,"","","","     4) KUWAIT ",1856.01,8447.1,1180.63,5661.19,-36.3888125603,0.387570204691,784.41,3638.6,681.42,3717.11,-13.12961334,0.364667233256
"      6) BAHARAIN IS ",641.25,2919.5,882.69,4211.81,37.6514619883,0.180442313337,553.78,2544.26,465.46,2515.73,-15.9485716349,0.144923917279,"","","","     5) QATAR ",375.39,1709.14,802.29,3920.91,113.721729401,0.263370996435,487.77,2309.63,444.38,2428.41,-8.8955860344,0.237813426542
"      7) EGYPT A RP ",1354.56,6157.86,3008.2,14383.13,122.079494448,0.614945866591,2116.97,9813.6,1934.76,10499.64,-8.60711299641,0.602399772685,"","","","     6) BAHARAIN IS ",651.83,2932.77,446.54,2151.29,-31.4944080512,0.146587499219,270.93,1260.42,358.41,1950.83,32.2887830805,0.191805909823
"      8) ALGERIA ",1816.19,8272.86,2177.03,10521.14,19.867965356,0.445035436455,1499.44,7106.31,490.15,2674.57,-67.3111294883,0.152611305062,"","","","     7) EGYPT A RP ",1982.43,9026.43,2420.66,11729.18,22.1056985619,0.794639888607,1401.51,6534.24,1913.5,10370.51,36.5313126556,1.02402446485
"      9) MOROCCO ",839.64,3842.21,1615.43,7801.04,92.395550474,0.330231368016,1096.33,5125.59,1018.16,5547.73,-7.13015241761,0.317010560771,"","","","     8) ALGERIA ",781.94,3557.87,835.28,3990.41,6.82149525539,0.274200757709,553.22,2555.05,757.41,4137.78,36.9093669788,0.405333875056
"     10) SUDAN ",613.78,2792.62,438.2,2045.8,-28.6063410342,0.0895782457084,359.59,1642.65,103.1,563.22,-71.3284574098,0.0321008376046,"","","","     9) SUDAN ",488.46,2224.14,717.99,3409.34,46.9905417025,0.235697493089,524.39,2424.58,502.46,2742.87,-4.18200194512,0.268895392008
"     11) TUNISIA ",301.15,1375.87,162.1,782.35,-46.1730034866,0.0331370005233,101.93,475.42,143.32,774.75,40.6062984401,0.04462358919,"","","","    10) MOROCCO ",318.57,1449.23,372.08,1789.0,16.7969363091,0.122144212633,237.01,1101.49,267.72,1458.41,12.9572591874,0.143272448251
"     12) LIBYA ",969.09,4402.49,38.6,197.62,-96.016881817,0.00789073547317,0.82,3.74,1029.03,5621.35,125391.463415,0.320395004076,"","","","    11) TUNISIA ",282.33,1281.62,285.56,1368.53,1.1440512875,0.0937419408718,178.89,828.71,196.9,1077.54,10.0676393314,0.105372572317
"     13) IRAQ ",9008.3,40977.25,18939.63,90651.51,110.246439395,3.87169974844,12619.3,58329.45,12906.64,70175.15,2.2769884225,4.01856406072,"","","","    12) LIBYA ",131.99,601.3,60.93,301.83,-53.8374119251,0.0200017385394,16.96,79.18,127.87,696.09,653.950471698,0.0684306288581
"     14) IRAN ",10928.21,49724.63,13540.8,65367.72,23.9068429322,2.76805365013,7453.92,34516.49,7698.13,41845.27,3.27626269131,2.39686150329,"","","","    13) CANARY IS ",0.14,0.64,0.01,0.03,-92.8571428571,3.28274061044e-06,0.0,0.02,0.01,0.04,5.35157807602e-06,5.35157807602e-06
"     15) ISRAEL ",2253.51,10263.45,2554.81,12291.08,13.3702535156,0.522262432493,1621.03,7519.72,1549.32,8430.99,-4.42373059104,0.482390588919,"","","","    14) ISRAEL ",2920.07,13283.95,4042.71,19337.28,38.4456537001,1.32711682932,2601.83,12014.64,2410.39,13136.2,-7.3578980948,1.28993902787
"     16) JORDAN ",818.93,3744.03,1451.7,7001.16,77.2678983552,0.296761157679,976.92,4585.88,718.72,3905.26,-26.430004504,0.223778021369,"","","","    15) IRAN ",2492.95,11337.11,2398.96,11448.56,-3.77023205439,0.787516341483,1675.91,7752.1,1785.46,9760.66,6.53674720003,0.955502859161
"     17) YEMEN REPUBLC ",1743.9,7966.39,973.68,4819.93,-44.1665233098,0.199042780195,667.08,3237.42,626.94,3347.3,-6.01726929304,0.195201737418,"","","","    16) JORDAN ",485.36,2202.3,805.0,3897.8,65.8562716334,0.264260619141,505.86,2375.93,465.99,2537.39,-7.88162732772,0.249378186764
"     18) SYRIA ",35.61,161.57,180.27,899.21,406.234203875,0.0368513700453,89.18,432.85,76.05,421.36,-14.72303207,0.0236786488829,"","","","    17) IRAQ ",678.14,3075.06,766.05,3717.6,12.9633998879,0.251474344463,435.96,2040.78,962.81,5262.44,120.848242958,0.515255288737
"     19) LEBANON ",18.31,83.78,20.28,96.93,10.7591480066,0.0041457024714,13.24,61.13,17.67,96.67,33.4592145015,0.00550166634794,"","","","    18) YEMEN REPUBLC ",514.1,2351.68,730.08,3501.21,42.0112818518,0.239666326487,414.82,1913.05,663.2,3604.47,59.8765729714,0.354916658002
"(d)   NE Asia ",76109.74,346631.59,98740.95,473472.88,29.7349721599,20.1849408502,67182.93,312605.95,62054.57,338138.87,-7.63342712204,19.3210831638,"","","","    19) SYRIA ",493.28,2239.35,536.3,2567.34,8.72121310412,0.176053378938,360.51,1672.47,206.25,1120.82,-42.7893817092,0.110376297818
"      1) CHINA P RP ",43479.76,198079.08,57554.44,276184.85,32.3706478601,11.7654627292,39211.75,182582.69,37106.87,202188.13,-5.36798281127,11.5534588544,"","","","    20) LEBANON ",176.1,802.96,232.47,1123.34,32.0102214651,0.076313870971,139.26,650.4,154.65,844.28,11.0512710039,0.0827621549456
"      2) KOREA RP ",10475.29,47712.48,13100.07,62960.59,25.0568719339,2.67795821373,8539.28,39803.57,9010.27,49103.24,5.51557039938,2.8054045979,"","","","(d)     NE Asia ",37315.76,169671.18,45081.54,216768.73,20.81099246,14.7991002139,28749.64,133776.82,24467.09,133297.86,-14.8960126109,13.0937542428
"      3) JAPAN ",8632.03,39309.31,12184.69,58574.54,41.1567151643,2.49083330603,7898.99,36771.6,7900.57,43065.81,0.020002557289,2.4598924787,"","","","      1) CHINA P RP ",15520.6,70413.94,17902.98,86585.59,15.3497931781,5.87708394939,11233.14,52606.33,8385.12,45578.19,-25.3537301235,4.48736243568
"      4) HONG KONG ",9415.4,42825.12,10679.27,50872.05,13.4234339486,2.18309053411,7741.83,35858.64,5110.54,27842.36,-33.9879589193,1.5911989778,"","","","      2) HONG KONG ",10320.26,47038.42,12932.64,61880.81,25.3131219562,4.24545025282,8453.77,39196.51,7723.99,42183.37,-8.63259823724,4.13355355434
"      5) TAIWAN ",3961.11,18036.78,5189.12,24718.61,31.0016636751,1.06077650929,3759.12,17434.27,2913.06,15870.12,-22.5068633084,0.906999670149,"","","","      3) JAPAN ",5092.15,23183.21,6318.38,30459.7,24.0807910215,2.07416026182,3606.65,16702.68,3726.47,20331.31,3.32219649814,1.99424951529
"      6) MONGOLIA ",1.97,9.0,22.22,109.17,1027.91878173,0.00454228347704,21.48,105.43,12.51,65.11,-41.7597765363,0.00389506768606,"","","","      4) KOREA RP ",3729.89,16964.63,4331.63,20662.51,16.1329154479,1.42196177104,2976.7,13771.74,2655.91,14455.13,-10.7766990291,1.42133097279
"      7) KOREA DP RP ",143.98,658.93,10.28,48.75,-92.860119461,0.00210147048353,10.23,48.54,0.14,0.73,-98.6314760508,4.3589886175e-05,"","","","      5) TAIWAN ",2301.51,10479.26,3331.34,15901.15,44.7458407741,1.09359251052,2348.64,10895.37,1829.13,9951.57,-22.1196096464,0.978873200619
"      8) MACAO ",0.2,0.89,0.86,4.32,330.0,0.000175803950957,0.25,1.21,0.61,3.37,144.0,0.000189927361191,"","","","      6) KOREA DP RP ",329.14,1491.02,228.47,1103.59,-30.5857689737,0.0750007747268,115.27,533.02,124.18,675.59,7.72967814696,0.066455896548
"(e)  South Asia ",2173.37,9887.83,2498.45,11913.45,14.9574163626,0.510741141009,1741.31,8077.38,1593.25,8659.67,-8.50279387358,0.496068472488,"","","","      7) MONGOLIA ",20.77,94.17,34.63,168.13,66.7308618199,0.011368130734,14.29,65.33,21.48,118.26,50.3149055283,0.0114951897073
"     1) SRI LANKA DSR ",501.73,2278.73,720.84,3435.43,43.6708986905,0.147356418613,525.21,2436.24,486.96,2651.62,-7.28280116525,0.15161807837,"","","","      8) MACAO ",1.44,6.54,1.47,7.25,2.08333333333,0.000482562869735,1.19,5.84,0.81,4.44,-31.9327731092,0.000433477824158
"     2) BANGLADESH PR ",446.75,2031.39,585.38,2796.22,31.03077784,0.119665252106,394.76,1832.66,346.94,1878.99,-12.1136893302,0.108021965068,"","","","(e)     South Asia ",11659.22,53018.72,13033.04,62705.95,11.7831209978,4.27840896855,8060.62,37418.08,8976.63,48868.34,11.3640141825,4.80391363045
"     3) PAKISTAN IR ",332.51,1513.95,421.85,2020.54,26.8683648612,0.0862359264082,255.92,1183.25,380.09,2065.78,48.5190684589,0.118343427402,"","","","      1) SRI LANKA DSR ",3510.06,15962.4,4376.14,20938.03,24.6742220931,1.4365732495,2891.69,13394.28,2421.35,13168.03,-16.2652289837,1.29580435744
"     4) NEPAL ",513.4,2338.95,427.38,2015.15,-16.7549668874,0.0873663866975,339.61,1570.09,230.5,1254.57,-32.12802921,0.0717676340238,"","","","      2) BANGLADESH PR ",3242.91,14752.51,3757.91,18229.98,15.8807984187,1.23362437674,2042.91,9509.57,3166.76,17243.38,55.0122129707,1.6947163388
"     5) BHUTAN ",201.57,917.36,203.65,974.83,1.03189958823,0.0416307844329,130.18,605.66,102.43,557.62,-21.3166385005,0.0318922288636,"","","","      3) NEPAL ",2168.06,9870.81,2523.41,12113.04,16.3902290527,0.82837004838,1585.66,7342.91,1807.48,9843.76,13.9891275557,0.967287034084
"     6) AFGHANISTAN TIS ",146.03,662.02,119.43,579.24,-18.2154351846,0.0244142626311,78.85,373.27,41.73,226.0,-47.0767279645,0.0129928996434,"","","","      4) PAKISTAN IR ",2039.61,9255.11,1534.72,7416.74,-24.7542422326,0.503808766966,967.71,4528.54,1062.71,5793.84,9.81699062736,0.568717553717
"     7) MALDIVES ",31.38,145.43,19.92,92.04,-36.5200764818,0.00407211011983,16.78,76.21,4.6,25.09,-72.5864123957,0.00143223911718,"","","","      5) AFGHANISTAN TIS ",422.41,1920.84,511.53,2432.29,21.0979853697,0.167922030446,342.34,1571.46,311.23,1692.58,-9.08745691418,0.16655716446
"V    CIS & Baltics ",5664.28,25811.45,8395.49,40632.6,48.218131872,1.71623292118,4851.51,22636.16,5929.09,32308.37,22.2112290813,1.84605970158,"","","","      6) BHUTAN ",176.03,801.52,204.72,978.07,16.2983582344,0.067204265777,147.25,685.16,125.48,681.71,-14.7843803056,0.0671516016979
"(a)   CARs Countries ",193.0,879.28,252.58,1212.5,30.8704663212,0.0516332115496,150.56,697.17,114.55,624.85,-23.9173751328,0.035665867581,"","","","      7) MALDIVES ",100.14,455.54,124.6,597.8,24.4258038746,0.0409029480061,83.06,386.16,81.62,445.04,-1.73368649169,0.0436795802565
"     1) KAZAKHSTAN ",138.42,630.29,166.35,803.94,20.1777199827,0.0340057991182,89.64,416.41,85.26,465.44,-4.88621151272,0.0265462406806,"","","","V  CIS & Baltics ",2681.86,12214.73,3056.01,14708.46,13.951138389,1.00320881329,2020.36,9439.64,2363.28,12882.66,16.9732126948,1.26472774355
"     2) UZBEKISTAN ",20.63,93.86,61.58,289.92,198.49733398,0.0125883805813,46.3,212.77,13.98,75.94,-69.8056155508,0.0043527614909,"","","","(a)     CARs Countries ",302.83,1378.37,424.02,2034.2,40.0191526599,0.139194767364,280.04,1302.19,350.53,1911.65,25.1714040851,0.187588866299
"     3) TURKMENISTAN ",9.73,44.67,16.89,80.42,73.5868448099,0.00345270782751,12.57,58.56,3.26,17.73,-74.0652346858,0.00101502163522,"","","","      1) KAZAKHSTAN ",172.16,784.43,238.79,1143.32,38.7023698885,0.0783885630368,160.23,744.25,174.29,951.21,8.77488610123,0.0932726542869
"     4) TAJIKISTAN ",23.02,105.04,7.09,34.98,-69.2006950478,0.0014493604794,1.62,7.42,10.49,57.22,547.530864198,0.00326612789982,"","","","      2) UZBEKISTAN ",60.42,274.64,89.39,430.19,47.9476994373,0.0293444183167,59.33,277.0,79.32,432.49,33.6929040957,0.042448717299
"     5) KYRGHYZSTAN ",1.2,5.42,0.67,3.24,-44.1666666667,0.000136963543187,0.43,2.0,1.55,8.53,260.465116279,0.000482602311223,"","","","      3) TURKMENISTAN ",26.16,119.0,44.02,212.04,68.2721712538,0.0144506241672,27.06,125.72,53.55,291.28,97.8935698448,0.0286577005971
"(b)  Other CIS Countries ",5471.28,24932.17,8142.91,39420.1,48.8300726704,1.66459970963,4700.95,21939.0,5814.53,31683.51,23.6884034078,1.81039072044,"","","","      4) KYRGHYZSTAN ",25.79,117.25,30.55,146.66,18.4567661884,0.0100287725649,19.61,91.14,22.02,120.19,12.2896481387,0.0117841749234
"      1) RUSSIA ",3600.02,16416.66,4681.29,22667.18,30.0351109161,0.956964276249,2762.33,12903.73,2938.37,15992.76,6.37288086507,0.914880098857,"","","","      5) TAJIKISTAN ",18.31,83.05,21.28,102.0,16.2206444566,0.00698567201902,13.81,64.08,21.35,116.48,54.5981173063,0.0114256191923
"      2) UKRAINE ",1418.46,6459.33,2375.49,11510.76,67.469650184,0.485605264486,1442.36,6751.29,1599.75,8726.37,10.9119775923,0.498092288632,"","","","(b)     Other CIS Countries ",2379.03,10836.36,2631.98,12674.26,10.6324846681,0.864010763187,1740.33,8137.45,2012.76,10971.01,15.6539277034,1.07714422883
"      3) AZERBAIJAN ",203.48,911.11,842.59,4034.44,314.089836839,0.172244943066,383.23,1746.21,1060.2,5791.45,176.648487853,0.330099980876,"","","","      1) RUSSIA ",1689.5,7706.47,1779.61,8553.27,5.33353063036,0.584199801775,1174.23,5474.32,1469.44,8008.8,25.1407305213,0.786382288803
"      4) BELARUS ",204.3,939.94,176.48,890.83,-13.6172295644,0.0360766061219,60.49,295.35,174.02,941.66,187.683914697,0.0541822285155,"","","","      2) UKRAINE ",514.34,2333.57,491.49,2363.75,-4.44258661586,0.161343418263,322.76,1504.33,349.77,1907.99,8.36844714339,0.187182146365
"      5) GEORGIA ",37.83,172.32,60.72,287.15,60.5075337034,0.0124125766303,47.08,217.23,41.12,225.37,-12.6593033135,0.0128029722822,"","","","      3) BELARUS ",36.31,164.96,121.72,597.39,235.224456073,0.0399575187103,102.08,496.91,36.78,200.64,-63.9694357367,0.0196831041636
"      6) ARMENIA ",7.07,32.25,5.84,27.39,-17.3974540311,0.00119383148092,4.99,22.97,0.89,4.87,-82.1643286573,0.000277107133541,"","","","      4) GEORGIA ",72.86,331.82,121.74,590.42,67.0875651935,0.0399640841915,77.62,364.64,72.64,394.52,-6.41587219789,0.0388738631442
"      7) MOLDOVA ",0.12,0.56,0.5,2.35,316.666666667,0.000102211599393,0.47,2.22,0.19,1.03,-59.5744680851,5.9157702666e-05,"","","","      5) AZERBAIJAN ",38.65,175.28,71.62,349.82,85.3040103493,0.023510988252,34.43,161.23,52.01,284.05,51.0601219866,0.0278335575734
"VI   Unspecified Region ",4427.17,20120.36,4016.05,19360.95,-9.28629350127,0.820973787488,2385.43,11067.46,639.07,3483.19,-73.2094423228,0.198978489699,"","","","      6) ARMENIA ",19.83,89.96,38.29,183.82,93.0912758447,0.0125696137974,24.01,112.03,26.99,147.1,12.4114952103,0.0144439092272
"Total Imports",369769.12,1683466.95,489181.27,2345463.0,32.2937053262,100.0,323622.34,1502481.45,321175.42,1748576.52,-0.756103549588,100.0,"","","","      7) MOLDOVA ",7.54,34.29,7.51,35.79,-0.397877984085,0.00246533819844,5.19,24.0,5.13,27.91,-1.15606936416,0.002745359553
"Source: Department of Commerce based on DGCIS provisional data.","","","","","P: Provisional","","","","","","","","","","","6)     Unspecified Region ",14587.09,66507.07,16769.63,78543.44,14.9621343256,5.50503454231,14469.75,66837.39,944.48,5088.76,-93.4727275869,0.505445846124
"","","","","","","","","","","","","","","","","Total Exports",251136.17,1142921.91,304623.52,1465959.0,21.2981467385,100.0,200960.83,931991.02,186860.77,1017819.39,-7.0163225341,100.0
"","","","","","","","","","","","","","","","","Source: Department of Commerce based on DGCIS provisional data.","","","","","P: Provisional","","","","","","",""
