-----
{
 "description": "This data pertains to public account disbursements (major head-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Public_Account_Disbursements_FY_2000-11.xls", 
 "title": "Download XLS for Public Account Disbursements FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Public_Account_Disbursements_FY_2000-11.xls"
}
-----
-----
{
 "description": "This data pertains to revenue receipts (sector-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Revenue_Receipts_FY_2000-11.xls", 
 "title": "Download XLS for Revenue Receipts FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Revenue_Receipts_FY_2000-11.xls"
}
-----
-----
{
 "description": "This data pertains to public account receipts (major head-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Public_Account_Receipts_FY_2000-11.xls", 
 "title": "Download XLS for Public Account Receipts FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Public_Account_Receipts_FY_2000-11.xls"
}
-----
-----
{
 "description": "This data pertains to total expenditure and disbursements (sector-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Total_Expenditure_And_Disbursements_FY_2000-11.xls", 
 "title": "Download XLS for Total Expenditure And Disbursements FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Total_Expenditure_And_Disbursements_FY_2000-11.xls"
}
-----
"Sector","Cat","Identity","FY 00","FY 01","FY 02","FY 03","FY 04","FY 05","FY 06","FY 07","FY 08","FY 09","FY 10","FY 11"
"CEGS","B","Jammu and Kashmir",49.5176,32.437,42.9808,55.928,68.3717,59.1996,58.0764,57.4209,114.5476,159.0941,238.4856,457.5252
"CEGS","B","Jharkhand",0.0,3.34,7.41,30.0847,33.4678,19.9839,76.1735,72.3687,108.276,176.078,112.6116,120.0378
"CEGS","B","Karnataka",49.945,47.6493,51.5405,75.8529,128.4262,136.2135,217.9222,320.9402,339.0184,475.3638,489.8517,465.4644
"CEGS","B","Kerala",47.268,39.4247,26.4113,40.6705,39.4951,41.9355,69.8262,39.3397,57.1615,52.6646,66.6016,118.5503
"CEGS","B","Madhya Pradesh",15.8248,15.8644,21.7897,36.2757,36.2454,146.2064,121.3308,70.6735,73.394,124.8825,119.5453,178.6469
"CEGS","B","Maharastra",74.782,45.9488,38.1409,39.3785,48.6312,48.0205,70.7406,242.629,341.6261,459.2571,712.0129,541.4866
"CEGS","B","Manipur",5.2376,1.9154,4.2915,5.1853,9.2247,14.5163,187.7386,131.4524,104.1889,54.7884,103.015,264.7586
"CEGS","B","Meghalaya",9.4622,8.2381,5.8049,7.0,24.7586,8.1078,11.2056,16.3381,27.6931,47.5648,48.402,36.6464
"CEGS","B","Mizoram",8.0065,5.9807,8.9265,8.5334,16.7204,10.946,13.4621,24.4368,13.4984,19.7892,25.9946,23.3563
"CEGS","B","Nagaland",11.8032,28.5117,14.254,24.7856,50.0516,42.8029,61.8387,67.1586,137.7156,149.1549,193.5738,217.1727
"CEGS","B","Orissa",15.2841,31.1495,74.7383,19.8044,38.4659,29.0662,52.6748,64.0519,132.357,184.9371,177.7447,234.1646
"CEGS","B","Punjab",37.8111,42.7954,21.8655,20.5811,18.1554,50.7792,90.2024,93.8236,135.2242,186.9084,125.6994,184.7576
"CEGS","B","Rajasthan",198.9639,21.0815,27.2046,41.5788,49.7593,81.7311,115.1471,186.1389,984.4735,-144.9021,-577.2456,154.7903
"CEGS","B","Sikkim",3.8661,4.4565,8.1346,11.4906,12.7748,16.4858,17.37,21.0581,39.2844,77.1311,88.867,56.6643
"CEGS","B","Tamil Nadu",155.9616,152.0302,150.6311,173.4487,252.3841,375.7212,125.613,194.6442,277.0183,230.6564,529.7917,741.6534
"CEGS","B","Tripura",6.3217,8.2475,68.6241,43.2757,43.5089,65.4576,82.8404,78.3632,106.0863,192.8344,213.87,126.3691
"CEGS","B","Uttar Pradesh",50.5393,107.332,128.2242,329.8521,224.0322,255.4319,313.545,653.8075,574.8906,841.3444,610.9668,1002.0534
"CEGS","B","Uttarakhand",0.0,1.2413,29.8066,51.3468,57.8827,147.1013,187.2695,172.8307,201.0693,174.4643,109.4384,104.709
"CEGS","B","West Bengal",93.586,43.8025,46.89,31.9732,15.4938,24.4463,27.8548,80.2478,67.1388,143.6759,157.3097,106.8625
