-----
{
 "description": "This dataset contains detailed profile of current members of Rajya Sabha such as name, state, party, address details and their biographical details as on 17th July, 2013 in English.", 
"Eleventh Lok Sabha","Shri Sai Prathap Annayyagari","Male","Rajampet                                                                                            ","Andhra Pradesh                                              ","Indian National Congress"
"Eleventh Lok Sabha","Shri Abdul Rehman Antulay","Male","Kulaba                                                                                              ","Maharashtra                                                 ","Indian National Congress"
"Eleventh Lok Sabha","Shri Tariq Anwar Shah","Male","Katihar                                                                                             ","Bihar                                                       ","Indian National Congress"
"Eleventh Lok Sabha","Shri Xavier Varghese Arakal","Male","Ernakulam                                                                                           ","Kerala                                                      ","Independent"
"Eleventh Lok Sabha","Shri Ashok Argal","Male","Morena-SC                                                                                           ","Madhya Pradesh                                              ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Mookaiah Arunachalam","Male","Tenkasi-SC                                                                                          ","Tamil Nadu                                                  ","Tamil Manila Congress (Moopanar)"
"Eleventh Lok Sabha","Shri Narayan Gajanan Athawalay","Male","Mumbai North Central                                                                                ","Maharashtra                                                 ","Shiv Sena"
"Eleventh Lok Sabha","Shri Dhanuskodi Athithan","Male","Tiruchendur                                                                                         ","Tamil Nadu                                                  ","Tamil Manila Congress (Moopanar)"
"Eleventh Lok Sabha","Mahant Avedyanath","Male","Gorakhpur                                                                                           ","Uttar Pradesh                                               ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Kallappa Baburao Awade","Male","Ichalkaranji                                                                                        ","Maharashtra                                                 ","Indian National Congress"
"Eleventh Lok Sabha","Shri Iliyas Azmi","MALE","Shahabad                                                                                            ","Uttar Pradesh                                               ","Bahujan Samaj Party"
"Eleventh Lok Sabha","Thiru Thalikkottai Rajuthevar Baalu","Male","Madras South                                                                                        ","Tamil Nadu                                                  ","Dravida Munnetra Kazhagam"
"Eleventh Lok Sabha","Shri Bhimrao Vishnuji Badade","Male","Kopargaon                                                                                           ","Maharashtra                                                 ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Sukhbir Singh Badal","Male","Faridkot                                                                                            ","Punjab                                                      ","Shiromani Akali Dal"
"Eleventh Lok Sabha","Shri Sahebrao Bagul","Male","Dhule-ST                                                                                            ","Maharashtra                                                 ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Subhash Chandra Baheria","Male","Bhilwara                                                                                            ","Rajasthan                                                   ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Choudhary Ramchandra Bainda","Male","Faridabad                                                                                           ","Haryana                                                     ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Ramesh Bais","Male","Raipur                                                                                              ","Madhya Pradesh                                              ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Birendra Prasad Baishya","Male","Mangaldoi                                                                                           ","Assam                                                       ","Asom Gana Parishad"
"Eleventh Lok Sabha","Shri Mahendra Baitha","Male","Bagaha-SC                                                                                           ","Bihar                                                       ","Samata Party"
"Eleventh Lok Sabha","Dr. Asim Bala","Male","Nabadwip-SC                                                                                         ","West Bengal                                                 ","Communist Party of India (Marxist)"
"Eleventh Lok Sabha","Shri L. Balaraman","Male","Vandavasi                                                                                           ","Tamil Nadu                                                  ","Tamil Manila Congress (Moopanar)"
"Eleventh Lok Sabha","Shri S.R. Balasubramoniyan","Male","Nilgiris                                                                                            ","Tamil Nadu                                                  ","Tamil Manila Congress (Moopanar)"
"Eleventh Lok Sabha","Dr. Bali Ram","Male","Lalganj-SC                                                                                          ","Uttar Pradesh                                               ","Bahujan Samaj Party"
"Eleventh Lok Sabha","Shri Gulam Mehmood Banatwalla","Male","Ponnani                                                                                             ","Kerala                                                      ","Indian Union  Muslim League "
"Eleventh Lok Sabha","Kum. Mamata Banerjee","Female","Calcutta South                                                                                      ","West Bengal                                                 ","Indian National Congress"
"Eleventh Lok Sabha","Shri S. Bangarappa","Male","Shimoga                                                                                             ","Karnataka                                                   ","Indian National Congress"
"Eleventh Lok Sabha","Shri Shyam Lal Bansiwal","Male","Tonk-SC                                                                                             ","Rajasthan                                                   ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Ranen Barman","Male","Balurghat-SC                                                                                        ","West Bengal                                                 ","Revolutionary Socialist Party"
"Eleventh Lok Sabha","Shri Uddhab Barman","Male","Barpeta                                                                                             ","Assam                                                       ","Communist Party of India (Marxist)"
"Eleventh Lok Sabha","Shri Surjit Singh Barnala","Male","Sangrur                                                                                             ","Punjab                                                      ","Shiromani Akali Dal"
"Eleventh Lok Sabha","Shri Shafiqur Rahman Barq","Male","Moradabad                                                                                           ","Uttar Pradesh                                               ","Samajwadi Party"
"Eleventh Lok Sabha","Shri Anil Basu","Male","Arambagh                                                                                            ","West Bengal                                                 ","Communist Party of India (Marxist)"
"Eleventh Lok Sabha","Shri Chitta Basu","Male","Barasat                                                                                             ","West Bengal                                                 ","All India Forward Bloc"
"Eleventh Lok Sabha","Smt. Sandhya Bauri","Female","Vishnupur-SC                                                                                        ","West Bengal                                                 ","Communist Party of India (Marxist)"
"Eleventh Lok Sabha","Shri Joachim Baxla","Male","Alipurduar-ST                                                                                       ","West Bengal                                                 ","Revolutionary Socialist Party"
"Eleventh Lok Sabha","Shri Vishweshwar Bhagat","Male","Balaghat                                                                                            ","Madhya Pradesh                                              ","Indian National Congress"
"Eleventh Lok Sabha","Shri Tarachand Bhagora","Male","Banswara-ST                                                                                         ","Rajasthan                                                   ","Indian National Congress"
"Eleventh Lok Sabha","Smt. Bhagwati Devi","Female","Gaya-SC                                                                                             ","Bihar                                                       ","Rashtriya Janata Dal"
"Eleventh Lok Sabha","Shri Manoranjan Bhakta","Male","Andaman and Nicobar Islands                                                                         ","Andaman and Nicobar Islands                                 ","Indian National Congress"
"Eleventh Lok Sabha","Shri Nitish Bharadwaj","Male","Jamshedpur                                                                                          ","Bihar                                                       ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri O. Bharathan","Male","Badagara                                                                                            ","Kerala                                                      ","Communist Party of India (Marxist)"
"Eleventh Lok Sabha","Shri Paras Ram Bhardwaj","Male","Sarangarh-SC                                                                                        ","Madhya Pradesh                                              ","Indian National Congress"
"Eleventh Lok Sabha","Shri Girdhari Lal Bhargav","Male","Jaipur                                                                                              ","Rajasthan                                                   ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Dr. Amrit Lal Bharti","Male","Chail-SC                                                                                            ","Uttar Pradesh                                               ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri C.N. Bhaskarappa","Male","Tumkur                                                                                              ","Karnataka                                                   ","Janata Dal"
"Eleventh Lok Sabha","Shri Mahendra Singh Bhati","Male","Bikaner                                                                                             ","Rajasthan                                                   ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Raghunandan Lal Bhatia","Male","Amritsar                                                                                            ","Punjab                                                      ","Indian National Congress"
"Eleventh Lok Sabha","Shri Jayanta Bhattacharya","Male","Tamluk                                                                                              ","West Bengal                                                 ","Indian National Congress"
"Eleventh Lok Sabha","Shri Pradip Bhattacharya","Male","Serampore                                                                                           ","West Bengal                                                 ","Indian National Congress"
"Eleventh Lok Sabha","Dr. Krupasindhu Bhoi","Male","Sambalpur                                                                                           ","Odisha                                                      ","Indian National Congress"
"Eleventh Lok Sabha","Shri Dileep Singh Bhuria","Male","Jhabua-ST                                                                                           ","Madhya Pradesh                                              ","Indian National Congress"
"Eleventh Lok Sabha","Shri Ranjib Biswal","Male","Jagatsinghpur                                                                                       ","Odisha                                                      ","Indian National Congress"
"Eleventh Lok Sabha","Prof.(Smt.) Krishna Bose","Female","Jadavpur                                                                                            ","West Bengal                                                 ","Indian National Congress"
"Eleventh Lok Sabha","Shri Narendra Budania","Male","Churu                                                                                               ","Rajasthan                                                   ","Indian National Congress"
"Eleventh Lok Sabha","Shri P.C. Chacko","Male","Mukundapuram                                                                                        ","Kerala                                                      ","Indian National Congress"
"Eleventh Lok Sabha","Shri Ajay Chakraborty","Male","Basirhat                                                                                            ","West Bengal                                                 ","Communist Party of India"
"Eleventh Lok Sabha","Shri Chandra Shekhar","Male","Ballia                                                                                              ","Uttar Pradesh                                               ","Samajwadi Janata Party (Rashtriya)"
"Eleventh Lok Sabha","Shri Prem Singh Chandumajra","Male","Patiala                                                                                             ","Punjab                                                      ","Shiromani Akali Dal"
"Eleventh Lok Sabha","Shri Nirmal Kanti Chatterjee","Male","Dumdum                                                                                              ","West Bengal                                                 ","Communist Party of India (Marxist)"
"Eleventh Lok Sabha","Shri Somnath Chatterjee","Male","Bolpur                                                                                              ","West Bengal                                                 ","Communist Party of India (Marxist)"
"Eleventh Lok Sabha","Shri Lalmuni Chaubey","Male","Buxar                                                                                               ","Bihar                                                       ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Manibhai Ramjibhai Chaudhary","Male","Bulsar-ST                                                                                           ","Gujarat                                                     ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Smt. Nisha Amarsinh Chaudhary","Female","Sabarkantha                                                                                         ","Gujarat                                                     ","Indian National Congress"
"Eleventh Lok Sabha","Shri Padamsen Chaudhary","Male","Bahraich                                                                                            ","Uttar Pradesh                                               ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Pankaj Chaudhary","Male","Maharajganj                                                                                         ","Uttar Pradesh                                               ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Jaysinhji Mansinhji Chauhan","Male","Kapadvanj                                                                                           ","Gujarat                                                     ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Nand Kumar Singh Chauhan","Male","Khandwa                                                                                             ","Madhya Pradesh                                              ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Nihal Chand Chauhan","Male","Ganganagar-SC                                                                                       ","Rajasthan                                                   ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Sriram Chauhan","Male","Basti-SC                                                                                            ","Uttar Pradesh                                               ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Prithviraj D. Chavan","Male","Karad                                                                                               ","Maharashtra                                                 ","Indian National Congress"
"Eleventh Lok Sabha","Shri Ishwarbhai Khodabhai Chavda","Male","Anand                                                                                               ","Gujarat                                                     ","Indian National Congress"
"Eleventh Lok Sabha","Shri Ramesh Chennithala","Male","Mavelikara                                                                                          ","Kerala                                                      ","Indian National Congress"
"Eleventh Lok Sabha","Shri Sartaj Singh Chhatwal","Male","Hoshangabad                                                                                         ","Madhya Pradesh                                              ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Palaniappan Chidambaram","Male","Sivaganga                                                                                           ","Tamil Nadu                                                  ","Tamil Manila Congress (Moopanar)"
"Eleventh Lok Sabha","Smt. Bhavna Devraj Chikhalia","Female","Junagadh                                                                                            ","Gujarat                                                     ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Ayyanna Patrudu Chintakayala","Male","Anakapalli                                                                                          ","Andhra Pradesh                                              ","Telugu Desam Party"
"Eleventh Lok Sabha","Shri N.S.V. Chitthan","Male","Dindigul                                                                                            ","Tamil Nadu                                                  ","Tamil Manila Congress (Moopanar)"
"Eleventh Lok Sabha","Shri Ravindra Chitturi","Male","Rajahmundry                                                                                         ","Andhra Pradesh                                              ","Indian National Congress"
"Eleventh Lok Sabha","Shri Ram Tahal Choudhary","Male","Ranchi                                                                                              ","Bihar                                                       ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Col.(Retd.) Sona Ram Choudhary","Male","Barmer                                                                                              ","Rajasthan                                                   ","Indian National Congress"
"Eleventh Lok Sabha","Shri A.B.A. Ghani Khan Choudhury","Male","Malda                                                                                               ","West Bengal                                                 ","Indian National Congress"
"Eleventh Lok Sabha","Shri Badal Choudhury","Male","Tripura West                                                                                        ","Tripura                                                     ","Communist Party of India (Marxist)"
"Eleventh Lok Sabha","Shri Shivraj Singh Chouhan","Male","Vidisha                                                                                             ","Madhya Pradesh                                              ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Bhim Prasad Dahal","Male","Sikkim                                                                                              ","Sikkim                                                      ","Sikkim Democratic Front"
"Eleventh Lok Sabha","Shri Somjibhai Damor","Male","Dohad-ST                                                                                            ","Gujarat                                                     ","Indian National Congress"
"Eleventh Lok Sabha","Shri Mohd. Maqbool Dar","Male","Anantnag                                                                                            ","Jammu and Kashmir                                           ","Janata Dal"
"Eleventh Lok Sabha","Shri Chhatar Singh Darbar","MALE","Dhar-ST                                                                                             ","Madhya Pradesh                                              ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Anchal Das","Male","Jajpur-SC                                                                                           ","Odisha                                                      ","Janata Dal"
"Eleventh Lok Sabha","Shri Bhakta Charan Das","Male","Kalahandi                                                                                           ","Odisha                                                      ","Samajwadi Janata Party (Rashtriya)"
"Eleventh Lok Sabha","Shri Dwaraka Nath Das","Male","Karimganj-SC                                                                                        ","Assam                                                       ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Jitendra Nath Das","Male","Jalpaiguri                                                                                          ","West Bengal                                                 ","Communist Party of India (Marxist)"
"Eleventh Lok Sabha","Shri Priya Ranjan Dasmunsi","Male","Howrah                                                                                              ","West Bengal                                                 ","Indian National Congress"
"Eleventh Lok Sabha","Shri Mohanbhai Delkar","Male","Dadra and Nagar Haveli-ST                                                                           ","Dadra and Nagar Haveli                                      ","Independent"
"Eleventh Lok Sabha","Shri N. Dennis","Male","Nagercoil                                                                                           ","Tamil Nadu                                                  ","Tamil Manila Congress (Moopanar)"
"Eleventh Lok Sabha","Shri Chandubhai Shanabhai Deshmukh","Male","Broach                                                                                              ","Gujarat                                                     ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Sontosh Mohan Dev","Male","Silchar                                                                                             ","Assam                                                       ","Indian National Congress"
"Eleventh Lok Sabha","Shri R. Devadass","Male","Salem                                                                                               ","Tamil Nadu                                                  ","Tamil Manila Congress (Moopanar)"
"Eleventh Lok Sabha","Smt. Satwinder Kaur Dhaliwal","Female","Ropar-SC                                                                                            ","Punjab                                                      ","Shiromani Akali Dal"
"Eleventh Lok Sabha","Shri Venur Dhananjaya Kumar","Male","Mangalore                                                                                           ","Karnataka                                                   ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Bommagani Dharmabhiksham","Male","Nalgonda                                                                                            ","Andhra Pradesh                                              ","Communist Party of India"
"Eleventh Lok Sabha","Shri Kishan Lal Diler","Male","Hathras-SC                                                                                          ","Uttar Pradesh                                               ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Maharani Divya Singh","Female","Bharatpur                                                                                           ","Rajasthan                                                   ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Pawan Diwan","Male","Mahasamund                                                                                          ","Madhya Pradesh                                              ","Indian National Congress"
"Eleventh Lok Sabha","Shri Namdeo Harbaji Diwathe","Male","Chimur                                                                                              ","Maharashtra                                                 ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Dr. Ram Chandra Dome","Male","Birbhum-SC                                                                                          ","West Bengal                                                 ","Communist Party of India (Marxist)"
"Eleventh Lok Sabha","Capt.(Retd.) Jagatvir Singh Drona","Male","Kanpur                                                                                              ","Uttar Pradesh                                               ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri M.O.H. Farook","Male","Pondicherry                                                                                         ","Pondicherry                                                 ","Indian National Congress"
"Eleventh Lok Sabha","Shri Mohammad Ali Ashraf Fatmi","Male","Darbhanga                                                                                           ","Bihar                                                       ","Rashtriya Janata Dal"
"Eleventh Lok Sabha","Shri George Fernandes","Male","Nalanda                                                                                             ","Bihar                                                       ","Samata Party"
"Eleventh Lok Sabha","Shri Oscar Fernandes","Male","Udipi                                                                                               ","Karnataka                                                   ","Indian National Congress"
"Eleventh Lok Sabha","Shri Pandurang Pundalik Fundkar","Male","Akola                                                                                               ","Maharashtra                                                 ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Pushpdan Shambhudan Gadhavi","Male","Kutch                                                                                               ","Gujarat                                                     ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Bheravdan Khetdangi Gadhvi","Male","Banaskantha                                                                                         ","Gujarat                                                     ","Indian National Congress"
"Eleventh Lok Sabha","Shri Satyajit Sinh D. Gaekwad","Male","Baroda                                                                                              ","Gujarat                                                     ","Indian National Congress"
"Eleventh Lok Sabha","Shri Udaysingrao Gaikwad","Male","Kolhapur                                                                                            ","Maharashtra                                                 ","Indian National Congress"
"Eleventh Lok Sabha","Shri Giridhar Gamang","Male","Koraput-ST                                                                                          ","Odisha                                                      ","Indian National Congress"
"Eleventh Lok Sabha","Shri Chhitubhai Gamit","Male","Mandvi-ST                                                                                           ","Gujarat                                                     ","Indian National Congress"
"Eleventh Lok Sabha","Smt. Maneka Sanjay Gandhi","Female","Pilibhit                                                                                            ","Uttar Pradesh                                               ","Janata Dal"
"Eleventh Lok Sabha","Shri V. Ganesan","Male","Chidambaram-SC                                                                                      ","Tamil Nadu                                                  ","Dravida Munnetra Kazhagam"
"Eleventh Lok Sabha","Shri Santosh Kumar Gangwar","Male","Bareilly                                                                                            ","Uttar Pradesh                                               ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Smt. Sheela Gautam","Female","Aligarh                                                                                             ","Uttar Pradesh                                               ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Manikrao Hodlya Gavit","Male","Nandurbar-ST                                                                                        ","Maharashtra                                                 ","Indian National Congress"
"Eleventh Lok Sabha","Shri Pundlikrao Ramji Gawali","Male","Washim                                                                                              ","Maharashtra                                                 ","Shiv Sena"
"Eleventh Lok Sabha","Shri Anant Gangaram Geete","Male","Ratnagiri                                                                                           ","Maharashtra                                                 ","Shiv Sena"
"Eleventh Lok Sabha","Shri Ashok Gehlot","Male","Jodhpur                                                                                             ","Rajasthan                                                   ","Indian National Congress"
"Eleventh Lok Sabha","Shri Thaawar Chand Gehlot","Male","Shajapur-SC                                                                                         ","Madhya Pradesh                                              ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Paban Singh Ghatowar","Male","Dibrugarh                                                                                           ","Assam                                                       ","Indian National Congress"
"Eleventh Lok Sabha","Prof. Sudhir Kumar Giri","Male","Contai                                                                                              ","West Bengal                                                 ","Communist Party of India (Marxist)"
"Eleventh Lok Sabha","Shri R. Gnanagurusamy","Male","Periyakulam                                                                                         ","Tamil Nadu                                                  ","Dravida Munnetra Kazhagam"
"Eleventh Lok Sabha","Shri Rajaram Godse","Male","Nashik                                                                                              ","Maharashtra                                                 ","Shiv Sena"
"Eleventh Lok Sabha","Shri Vijay Goel","Male","Delhi Sadar                                                                                         ","Delhi                                                       ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri T. Govindan","Male","Kasaragod                                                                                           ","Kerala                                                      ","Communist Party of India (Marxist)"
"Eleventh Lok Sabha","Shri Y.N. Rudresha Gowda","Male","Hassan                                                                                              ","Karnataka                                                   ","Janata Dal"
"Eleventh Lok Sabha","Shri Anantrao Gudhe","Male","Amravati                                                                                            ","Maharashtra                                                 ","Shiv Sena"
"Eleventh Lok Sabha","Prof. Chaman Lal Gupta","Male","Udhampur                                                                                            ","Jammu and Kashmir                                           ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Indrajit Gupta","Male","Midnapore                                                                                           ","West Bengal                                                 ","Communist Party of India"
"Eleventh Lok Sabha","Shri Bijoy Krishna Handique","Male","Jorhat                                                                                              ","Assam                                                       ","Indian National Congress"
"Eleventh Lok Sabha","Shri Thomas Hansda","Male","Rajmahal-ST                                                                                         ","Bihar                                                       ","Indian National Congress"
"Eleventh Lok Sabha","Chaudhary Munawwar Hasan","Male","Kairana                                                                                             ","Uttar Pradesh                                               ","Samajwadi Party"
"Eleventh Lok Sabha","Shri Iswar Prasanna Hazarika","Male","Tezpur                                                                                              ","Assam                                                       ","Indian National Congress"
"Eleventh Lok Sabha","Shri Anant Kumar Dattatreya Hegde","Male","Kanara                                                                                              ","Karnataka                                                   ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Bhupinder Singh Hooda","Male","Rohtak                                                                                              ","Haryana                                                     ","Indian National Congress"
"Eleventh Lok Sabha","Shri Syed Masudal Hossain","Male","Murshidabad                                                                                         ","West Bengal                                                 ","Communist Party of India (Marxist)"
"Eleventh Lok Sabha","Shri Imchalemba","Male","Nagaland                                                                                            ","Nagaland                                                    ","Indian National Congress"
"Eleventh Lok Sabha","Shri Nurul Islam","Male","Dhubri                                                                                              ","Assam                                                       ","Indian National Congress"
"Eleventh Lok Sabha","Shri Qamarul Islam","Male","Gulbarga                                                                                            ","Karnataka                                                   ","Janata Dal"
"Eleventh Lok Sabha","Shri Louis Islary","Male","Kokrajhar-ST                                                                                        ","Assam                                                       ","Independent"
"Eleventh Lok Sabha","Shri Suresh Ramrao Jadhav (Patil)","Male","Parbhani                                                                                            ","Maharashtra                                                 ","Shiv Sena"
"Eleventh Lok Sabha","Dr. M. Jagannath","Male","Nagarkurnool-SC                                                                                     ","Andhra Pradesh                                              ","Telugu Desam Party"
"Eleventh Lok Sabha","Shri Jagmohan","Male","New Delhi                                                                                           ","Delhi                                                       ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Jai Parkash","Male","Hissar                                                                                              ","Haryana                                                     ","Haryana Vikas Party"
"Eleventh Lok Sabha","Shri Jai Prakash","Male","Hardoi-SC                                                                                           ","Uttar Pradesh                                               ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Satya Pal Jain","Male","Chandigarh                                                                                          ","Chandigarh                                                  ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Dr. Madan Prasad Jaiswal","Male","Bettiah                                                                                             ","Bihar                                                       ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Pradeep Jaiswal","Male","Aurangabad                                                                                          ","Maharashtra                                                 ","Shiv Sena"
"Eleventh Lok Sabha","Shri Shankar Prasad Jaiswal","Male","Varanasi                                                                                            ","Uttar Pradesh                                               ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri R.L. Jalappa","Male","Chikballapur                                                                                        ","Karnataka                                                   ","Janata Dal"
"Eleventh Lok Sabha","Dr. Satyanarayan Jatiya","Male","Ujjain-SC                                                                                           ","Madhya Pradesh                                              ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Gordhanbhai Javia","Male","Porbandar                                                                                           ","Gujarat                                                     ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Muralidhar Jena","Male","Bhadrak-SC                                                                                          ","Odisha                                                      ","Indian National Congress"
"Eleventh Lok Sabha","Shri Srikant Kumar Jena","Male","Kendrapara                                                                                          ","Odisha                                                      ","Janata Dal"
"Eleventh Lok Sabha","Shri Om Parkash Jindal","Male","Kurukshetra                                                                                         ","Haryana                                                     ","Haryana Vikas Party"
"Eleventh Lok Sabha","Shri A.C. Jose","Male","Idukki                                                                                              ","Kerala                                                      ","Indian National Congress"
"Eleventh Lok Sabha","Vaidya Dau Dayal Joshi","Male","Kota                                                                                                ","Rajasthan                                                   ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Dr. Murli Manohar Joshi","Male","Allahabad                                                                                           ","Uttar Pradesh                                               ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Satyanarayana Kaikala","Male","Machilipatnam                                                                                       ","Andhra Pradesh                                              ","Telugu Desam Party"
"Eleventh Lok Sabha","Shri Suresh Kalmadi","Male","Pune                                                                                                ","Maharashtra                                                 ","Indian National Congress"
"Eleventh Lok Sabha","Smt. Kamal Rani","Female","Ghatampur-SC                                                                                        ","Uttar Pradesh                                               ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Shivaji Vithalrao Kamble","Male","Osmanabad-SC                                                                                        ","Maharashtra                                                 ","Shiv Sena"
