-----
{
 "description": "The table refers to District wise Distribution of Surface Lift Schemes according to Horse Power of Lifting Device. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftstate5.10.csv", 
 "title": "Download CSV for Districtwise Distribution of Surface Lift Schemes according to Horse Power of Lifting Device", 
 "url": "http://data.gov.in/sites/default/files/srfcliftstate5.10.csv"
}
-----
"State","District","Horse Power (0-2)","Horse Power (2 - 4)","Horse Power (4 - 6)","Horse Power (6 -8)","Horse Power (8 - 10)","Horse Power (Above 10)","Unspecified","Total"
"UTTAR PRADESH","CHANDAULI",0,0,4,70,4,5,1,84
"UTTAR PRADESH","CHITRAKOOT",0,1,76,673,519,4,19,1292
"UTTAR PRADESH","DEORIA",0,0,2,2,0,0,0,4
"UTTAR PRADESH","FARRUKHABAD",0,0,0,10,0,0,0,10
"UTTAR PRADESH","GHAZIABAD",0,0,0,0,8,0,0,8
"UTTAR PRADESH","GHAZIPUR",0,0,1,0,0,0,0,1
"UTTAR PRADESH","GONDA",24,0,0,0,0,2,2,28
"UTTAR PRADESH","HAMIRPUR",0,0,2,213,265,4,1,485
"UTTAR PRADESH","HARDOI",0,0,7,12,5,0,0,24
"UTTAR PRADESH","JALAUN",0,0,17,208,13,0,6,244
"UTTAR PRADESH","JAUNPUR",0,0,5,4,1,0,0,10
"UTTAR PRADESH","JHANSI",39,1,89,1021,17,4,29,1200
"UTTAR PRADESH","KANNAUJ",0,0,0,16,0,0,1,17
"UTTAR PRADESH","KANPUR DEHAT",0,0,0,5,0,0,0,5
"UTTAR PRADESH","KANPUR NAGAR",0,0,10,31,22,0,0,63
"UTTAR PRADESH","LALITPUR",14,1,17,393,0,3,3,431
"UTTAR PRADESH","LUCKNOW",0,0,7,19,0,3,0,29
"UTTAR PRADESH","MAHARAJ GANJ",0,0,0,26,0,0,0,26
"UTTAR PRADESH","MAHOBA",0,0,10,234,3,0,12,259
"UTTAR PRADESH","MEERUT",0,0,2,2,14,0,0,18
"UTTAR PRADESH","MIRZAPUR",0,1,13,286,51,2,7,360
"UTTAR PRADESH","MUZZAFARNAGAR",1,0,0,1,5,6,3,16
"UTTAR PRADESH","RAEBARELI",0,0,0,0,0,1,0,1
"UTTAR PRADESH","RAMPUR",0,0,0,23,0,0,0,23
"UTTAR PRADESH","SANT KABIR NAGAR",12,0,0,3,2,0,1,18
"UTTAR PRADESH","SANT RAVI DAS NAGAR",3,0,2,1,1,5,0,12
"UTTAR PRADESH","SHRAWASTI",13,0,0,0,0,0,0,13
"UTTAR PRADESH","SIDDHARTH NAGAR",0,0,7,60,6,0,0,73
"UTTAR PRADESH","SONBHADRA",2,2,37,1185,40,23,55,1344
"UTTAR PRADESH","SULTANPUR",0,0,0,0,2,0,0,2
"UTTAR PRADESH","VARANASI",0,0,0,8,6,0,0,14
"UTTARANCHAL","ALMORA",0,0,1,2,4,41,34,82
"UTTARANCHAL","BAGESHWAR",1,1,1,0,6,3,35,47
"UTTARANCHAL","CHAMOLI",0,0,0,0,0,0,59,59
"UTTARANCHAL","CHAMPAWAT",0,0,0,0,1,0,11,12
"UTTARANCHAL","DEHRA DUN",0,0,0,0,8,2,23,33
"UTTARANCHAL","HARIDWAR",0,0,0,0,0,0,2,2
"UTTARANCHAL","NAINITAL",0,1,3,0,1,5,75,85
"UTTARANCHAL","PAURI",0,0,0,0,0,0,99,99
"UTTARANCHAL","PITHORAGARH",0,2,1,1,0,1,99,104
"UTTARANCHAL","RUDHARAPARYAG",0,0,0,0,0,4,11,15
"UTTARANCHAL","TEHARI GARHWAL",0,0,2,0,4,1,54,61
"UTTARANCHAL","UDHAM SINGH NAGAR",0,0,28,41,7,4,3,83
"UTTARANCHAL","UTTARKASHI",1,0,0,5,0,2,18,26
"WEST BENGAL","BANKURA",109,215,1094,12,9,256,395,2090
"WEST BENGAL","BIRBHUM",0,0,8349,3,7,99,329,8787
"WEST BENGAL","BURDWAN",212,173,3088,6,45,256,511,4291
"WEST BENGAL","COOCHBEHAR",4,2,694,23,106,100,94,1023
"WEST BENGAL","DAKSHIN DINAJPUR",14,33,3088,4,6,255,1150,4550
"WEST BENGAL","DARJEELING",0,0,52,0,13,50,1,116
"WEST BENGAL","HAORA",318,2269,1830,95,547,281,4050,9390
"WEST BENGAL","HOOGHLY",0,0,6078,0,0,548,2394,9020
"WEST BENGAL","JALPAIGURI",4,11,76,4,511,163,50,819
"WEST BENGAL","MALDA",0,0,3561,1,5,343,177,4087
"WEST BENGAL","MIDNAPORE",1830,6363,10368,401,824,708,13862,34356
"WEST BENGAL","MURSHIDABAD",43,39,1312,9,81,329,45,1858
"WEST BENGAL","NADIA",0,1,25,0,5,306,34,371
"WEST BENGAL","NORTH 24 PARGANAS",1,65,688,6,5,162,106,1033
"WEST BENGAL","PURULIA",0,54,65,5,18,145,26,313
"WEST BENGAL","SOUTH 24 PARGANAS",306,6958,12536,1419,439,83,3369,25110
"WEST BENGAL","UTTAR DINAJPUR",2,0,213,0,17,120,29,381
