-----
{
 "description": "This data pertains to public account disbursements (major head-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Public_Account_Disbursements_FY_2000-11.xls", 
 "title": "Download XLS for Public Account Disbursements FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Public_Account_Disbursements_FY_2000-11.xls"
}
-----
-----
{
 "description": "This data pertains to revenue receipts (sector-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Revenue_Receipts_FY_2000-11.xls", 
 "title": "Download XLS for Revenue Receipts FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Revenue_Receipts_FY_2000-11.xls"
}
-----
-----
{
 "description": "This data pertains to public account receipts (major head-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Public_Account_Receipts_FY_2000-11.xls", 
 "title": "Download XLS for Public Account Receipts FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Public_Account_Receipts_FY_2000-11.xls"
}
-----
-----
{
 "description": "This data pertains to total expenditure and disbursements (sector-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Total_Expenditure_And_Disbursements_FY_2000-11.xls", 
 "title": "Download XLS for Total Expenditure And Disbursements FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Total_Expenditure_And_Disbursements_FY_2000-11.xls"
}
-----
"Sector","Data","FY 00","FY 01","FY 02","FY 03","FY 04","FY 05","FY 06","FY 07","FY 08","FY 09","FY 10","FY 11"
"P-LAES","Maharastra",415.9715,168.8938,204.1678,84.1301,194.8136,484.758,464.5036,149.6217,187.3961,344.3977,286.816,187.5478
"P-LAES","Manipur",1.76,0.0575,3.2646,0.8148,1.7465,0.2256,0.4633,1.56,4.12,0.0,6.7,3.5516
"P-LAES","Meghalaya",14.2355,49.4839,29.928,57.3421,36.6255,26.551,7.684,2.2847,19.5456,43.2579,10.5168,26.459
"P-LAES","Mizoram",0.9861,0.7072,1.8472,0.1925,2.013,0.0,2.513,0.0,0.1845,8.8495,0.1171,2.15
"P-LAES","Nagaland",0.909,4.0242,1.3063,1.9589,1.3577,0.0,0.3506,0.0425,2.6123,2.6713,3.3654,4.0314
"P-LAES","Orissa",62.4075,274.2499,142.9556,220.2054,248.5145,48.1926,11.8645,128.2759,106.9022,0.98,29.6899,205.0
"P-LAES","Punjab",36.7605,192.409,57.58,85.4575,671.346,0.0,2.8894,89.2499,3.5167,6.2413,0.0,11.0
"P-LAES","Rajasthan",214.8009,294.0277,116.2834,188.5013,843.6363,600.4412,402.7308,297.4158,197.92,323.1505,461.8574,27.9834
"P-LAES","Sikkim",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0
"P-LAES","Tamil Nadu",34.0686,27.1063,37.2977,71.6685,204.9246,183.1777,135.1229,151.9543,97.5687,197.0291,164.2917,140.57
"P-LAES","Tripura",0.2226,0.209,0.9071,0.1579,0.55,0.125,0.02,0.04,0.0215,17.0,16.5,0.832
"P-LAES","Uttar Pradesh",996.4938,216.5538,155.8682,409.6949,391.2883,353.75,265.2581,217.8269,93.9504,134.9265,101.006,120.3
"P-LAES","Uttarakhand",0.0,10.9651,55.6311,77.9104,24.1899,130.1333,113.6488,86.9697,191.7757,112.7119,28.6488,36.2725
"P-LAES","West Bengal",1156.1877,1839.6507,988.3625,678.9821,617.9668,902.5296,1088.3192,1161.979,931.0735,545.7769,1236.7424,198.9255
"P-LAES","Grand Total",5844.4327,6627.5666,4391.5509,5545.7493,7932.7342,5750.9111,5170.9634,3876.9895,4405.3043,4056.3675,4911.9958,5752.5202
