-----
{
 "description": "The table refers to block wise distribution of shallow tubewells by status . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.6.csv", 
 "title": "Download CSV for Block wise Distribution of Shallow Tubewells by Status for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.6.csv"
}
-----
State,District,Block,In use,Not in use - Temporarily,Not in use - Salinity,Not in use - Dried up,Not in use - Destroyed,Not in use - Others,Total - Not in use,Grand total ( Use  + Not in use)
ORISSA,BOLANGIR,BONGOMUNDA,3,0,0,0,0,0,0,3
ORISSA,BOLANGIR,TUREKELA,4,0,0,0,0,0,0,4
ORISSA,CUTTACK,ATHGARH,1,0,0,0,0,0,0,1
ORISSA,CUTTACK,BARANGA,142,24,0,3,2,4,33,175
ORISSA,CUTTACK,CUTTACK(SADAR),273,26,0,1,1,0,28,301
ORISSA,CUTTACK,KANTAPARA,228,57,0,2,0,0,59,287
ORISSA,CUTTACK,MAHANGA,84,15,3,0,0,0,18,102
ORISSA,CUTTACK,NIALI,297,36,0,0,0,0,36,333
ORISSA,CUTTACK,NISCHINTAKOILI,273,67,4,2,0,0,73,346
ORISSA,CUTTACK,SALIPUR,130,20,0,0,0,7,27,157
ORISSA,CUTTACK,TANGI-CHOUDWAR,4,2,0,5,0,0,7,11
ORISSA,GAJAPATI,GUMMA,0,1,0,0,0,0,1,1
ORISSA,GAJAPATI,PARALAKHEMUNDI,71,8,1,0,1,2,12,83
ORISSA,GAJAPATI,RAYAGADA,0,3,0,0,0,0,3,3
ORISSA,GANJAM,ASKA,92,24,1,1,1,0,27,119
ORISSA,GANJAM,BELAGUNTHA,26,5,1,4,3,2,15,41
ORISSA,GANJAM,BHANJANAGAR,21,0,0,0,7,0,7,28
ORISSA,GANJAM,CHATRAPUR,108,6,1,0,2,0,9,117
ORISSA,GANJAM,CHIKITI,71,0,0,0,0,0,0,71
ORISSA,GANJAM,DHARAKOT,25,7,0,0,0,0,7,32
ORISSA,GANJAM,DIGAPAHANDI,75,5,0,0,1,0,6,81
ORISSA,GANJAM,GANJAM,28,6,0,3,2,0,11,39
ORISSA,GANJAM,HINJILIKUT,63,28,0,0,0,0,28,91
ORISSA,GANJAM,J.N.PRASAD,17,4,1,0,0,0,5,22
ORISSA,GANJAM,K.KHANDI,1,0,0,0,0,0,0,1
ORISSA,GANJAM,K.S.NAGAR,13,0,0,0,0,0,0,13
ORISSA,GANJAM,P.PUR,90,14,1,0,5,1,21,111
ORISSA,GANJAM,PATRAPUR,28,0,0,2,3,0,5,33
ORISSA,GANJAM,POLASARA,8,2,0,0,0,0,2,10
ORISSA,GANJAM,R.LUNDA,0,0,0,0,6,0,6,6
ORISSA,GANJAM,S.KHEMUNDI,21,2,0,0,0,0,2,23
ORISSA,GANJAM,SHERAGADA,40,3,1,0,1,2,7,47
ORISSA,GANJAM,SORADA,9,1,0,2,2,0,5,14
ORISSA,JAGATSINGHPUR,BALIKUDA,176,17,6,1,8,20,52,228
ORISSA,JAGATSINGHPUR,BIRIDI,153,33,0,0,0,0,33,186
ORISSA,JAGATSINGHPUR,ERASAMA,13,1,0,0,0,0,1,14
ORISSA,JAGATSINGHPUR,JAGATSINGHPUR,272,30,0,1,2,4,37,309
ORISSA,JAGATSINGHPUR,KUNJANG,13,2,0,0,0,0,2,15
ORISSA,JAGATSINGHPUR,NAUGAON,122,22,24,0,3,0,49,171
ORISSA,JAGATSINGHPUR,RAGHUNATHPUR,235,76,3,3,3,1,86,321
ORISSA,JAGATSINGHPUR,TRITOL,199,80,11,8,24,10,133,332
ORISSA,JAJPUR,BARACHAN,7,10,0,0,0,0,10,17
ORISSA,JAJPUR,BARI,167,36,6,4,4,7,57,224
ORISSA,JAJPUR,BINJHARPUR,311,13,4,1,8,0,26,337
ORISSA,JAJPUR,DANAGADI,7,0,0,0,0,2,2,9
ORISSA,JAJPUR,DASARATHPUR,153,9,1,0,1,3,14,167
ORISSA,JAJPUR,DHARAMASALA,46,33,0,0,5,0,38,84
ORISSA,JAJPUR,JAJPUR,253,45,9,4,3,15,76,329
ORISSA,JAJPUR,KOREI,36,9,0,1,0,0,10,46
ORISSA,JAJPUR,RASULPUR,44,56,12,0,0,0,68,112
ORISSA,JHARSUGUDA,LAIKERA,9,0,0,0,0,0,0,9
ORISSA,KALAHANDI,BHABANI PATANA,1,0,0,0,0,0,0,1
ORISSA,KALAHANDI,JUNAGARH,6,0,0,0,0,0,0,6
ORISSA,KALAHANDI,KALAMPUR,3,0,0,0,0,0,0,3
ORISSA,KENDRAPARA,AUL,15,0,0,0,0,0,0,15
ORISSA,KENDRAPARA,DERABISI,150,12,2,0,1,2,17,167
ORISSA,KENDRAPARA,GARADPUR,95,85,6,0,1,13,105,200
ORISSA,KENDRAPARA,KENDRAPARA,7,0,1,0,0,0,1,8
ORISSA,KENDRAPARA,MAHAKALAPADA,3,0,0,0,0,1,1,4
ORISSA,KENDRAPARA,MARSAGHAI,8,0,2,0,0,0,2,10
ORISSA,KENDRAPARA,PATAMUNDAI,176,1,0,0,4,0,5,181
ORISSA,KEONJHAR,ANANDAPUR,24,7,0,0,0,0,7,31
ORISSA,KEONJHAR,GHASIPURA,4,0,0,0,0,0,0,4
ORISSA,KEONJHAR,HATADIHI,59,26,0,0,0,0,26,85
ORISSA,KEONJHAR,SADAR,2,0,0,0,0,0,0,2
ORISSA,KHURDA,BALIANTA,157,22,0,0,0,0,22,179
ORISSA,KHURDA,BALIPATANA,131,30,0,0,0,0,30,161
ORISSA,KHURDA,BHUBANESWAR,15,0,0,0,0,0,0,15
ORISSA,KORAPUT,KORAPUT,1,0,0,0,0,0,0,1
ORISSA,KORAPUT,KOTAPAD,1,0,0,0,0,0,0,1
ORISSA,MAYURBHANJ,BARIPADA,6,2,0,0,0,4,6,12
ORISSA,MAYURBHANJ,BARSAHI,78,3,1,0,0,1,5,83
ORISSA,MAYURBHANJ,BETANATI,52,5,0,1,7,1,14,66
ORISSA,MAYURBHANJ,GOPABANDHU NAGAR,1,0,0,0,0,0,0,1
ORISSA,MAYURBHANJ,KARANJIA,5,0,0,0,0,0,0,5
ORISSA,MAYURBHANJ,KULIANA,4,0,0,0,0,0,0,4
ORISSA,MAYURBHANJ,MORADA,15,3,0,1,0,0,4,19
ORISSA,MAYURBHANJ,RASGOVINDPUR,10,1,1,0,0,1,3,13
ORISSA,MAYURBHANJ,SAMAKHUNTA,1,0,0,0,0,0,0,1
ORISSA,MAYURBHANJ,SARASKANA,11,1,0,0,0,0,1,12
ORISSA,MAYURBHANJ,SULIAPADA,27,3,2,0,2,7,14,41
ORISSA,NAYAGARH,BHAPUR,3,0,0,0,0,0,0,3
ORISSA,NAYAGARH,KHANDAPADA,35,0,0,0,0,0,0,35
ORISSA,NAYAGARH,NAYAGARH,143,3,0,0,0,0,3,146
ORISSA,NAYAGARH,NUAGAON,5,0,0,0,0,0,0,5
ORISSA,NAYAGARH,ODOGAON,58,0,0,0,0,0,0,58
ORISSA,NUAPADA,BODEN,1,0,0,0,0,0,0,1
ORISSA,NUAPADA,NUAPARA,3,0,0,0,0,0,0,3
ORISSA,PURI,ASTARANG,187,17,0,0,0,0,17,204
ORISSA,PURI,BRAHMAGIRI,37,3,0,0,0,0,3,40
ORISSA,PURI,DELANG,108,8,0,0,0,0,8,116
ORISSA,PURI,GOP,336,81,0,0,0,0,81,417
ORISSA,PURI,KAKATPUR,377,30,0,0,0,0,30,407
ORISSA,PURI,KANAS,4,0,0,0,0,0,0,4
ORISSA,PURI,KRISHNAPRASAD,32,7,0,0,0,0,7,39
ORISSA,PURI,NIMAPARA,435,90,0,0,0,0,90,525
ORISSA,PURI,PIPILI,354,14,0,0,0,0,14,368
ORISSA,PURI,PURISADAR,68,15,0,0,0,0,15,83
ORISSA,PURI,SATYABADI,21,0,0,0,0,0,0,21
ORISSA,RAYAGADA,GUDARI,31,25,0,0,0,0,25,56
ORISSA,RAYAGADA,GUNUPUR,52,21,0,0,0,0,21,73
ORISSA,RAYAGADA,KOUNARA,2,2,0,0,0,0,2,4
ORISSA,RAYAGADA,MUNIGUDA,1,1,0,0,0,0,1,2
ORISSA,RAYAGADA,PADAMPUR,50,5,0,0,0,0,5,55
ORISSA,RAYAGADA,RAMANGUDA,88,21,0,0,0,0,21,109
ORISSA,RAYAGADA,RAYAGADA,19,1,0,0,0,0,1,20
ORISSA,SAMBALPUR,DHANKAUDA,2,0,0,0,0,0,0,2
ORISSA,SONEPUR,DUNGURIPALLI,1,0,0,0,0,0,0,1
ORISSA,SONEPUR,ULUNDA,1,0,0,0,0,0,0,1
ORISSA,SUNDARGARH,BISRA,1,0,0,0,0,0,0,1
ORISSA,SUNDARGARH,KUARMUNDA,2,0,0,0,0,0,0,2
PUNJAB,AMRITSAR,AJNALA,10746,33,0,0,0,0,33,10779
PUNJAB,AMRITSAR,BHIKHIWIND,5048,5,0,0,0,0,5,5053
PUNJAB,AMRITSAR,CHOGAWAN,11083,117,7,2,0,0,126,11209
PUNJAB,AMRITSAR,CHOHLA SAHIB,3821,51,5,0,1,0,57,3878
PUNJAB,AMRITSAR,GANDI WIND,7224,73,7,1,0,0,81,7305
PUNJAB,AMRITSAR,JANDIALA GURU,4921,54,5,0,1,0,60,4981
PUNJAB,AMRITSAR,KHANDOOR SAHIB,6360,34,0,0,0,0,34,6394
PUNJAB,AMRITSAR,MAJITHA,5805,77,4,0,0,0,81,5886
PUNJAB,AMRITSAR,NAUSHERA PANUWAN,4106,67,8,1,1,0,77,4183
PUNJAB,AMRITSAR,PATTI,5424,55,6,0,0,1,62,5486
PUNJAB,AMRITSAR,RAYYA,6114,13,4,0,0,0,17,6131
PUNJAB,AMRITSAR,TARAN TARAN,7815,46,12,1,3,0,62,7877
PUNJAB,AMRITSAR,TARSIKKA,6317,30,3,1,1,0,35,6352
PUNJAB,AMRITSAR,VALTOHA,4634,36,6,0,2,0,44,4678
PUNJAB,AMRITSAR,VERKA,5395,40,1,0,1,0,42,5437
PUNJAB,BATHINDA,BATHINDA,5987,3,0,1,0,0,4,5991
PUNJAB,BATHINDA,MAUR,3168,11,4,0,0,0,15,3183
PUNJAB,BATHINDA,NATHANA,3200,2,0,0,0,0,2,3202
PUNJAB,BATHINDA,PHUL,9462,6,1,0,0,0,7,9469
PUNJAB,BATHINDA,RAMPURA,3941,9,0,0,0,1,10,3951
PUNJAB,BATHINDA,SANGAT,2819,0,1,0,0,0,1,2820
PUNJAB,BATHINDA,TALWANDI SABO,3595,0,0,0,0,1,1,3596
PUNJAB,FARIDKOT,BAGHAPURANA,18675,30,1,1,0,0,32,18707
PUNJAB,FARIDKOT,FARIDKOT,13083,19,2,1,0,0,22,13105
PUNJAB,FARIDKOT,GIDDERBAHA,4667,7,1,0,0,0,8,4675
PUNJAB,FARIDKOT,KOTKAPURA,9803,43,2,1,1,0,47,9850
PUNJAB,FARIDKOT,LAMBI,1968,0,0,0,0,0,0,1968
PUNJAB,FARIDKOT,MALAUT,3367,5,0,0,0,0,5,3372
PUNJAB,FARIDKOT,MOGA I,14509,4,1,0,0,0,5,14514
PUNJAB,FARIDKOT,MOGA II,11833,10,1,0,0,0,11,11844
PUNJAB,FARIDKOT,MUKTSAR,7146,6,1,0,0,0,7,7153
PUNJAB,FARIDKOT,N.S. WALA,18116,12,2,0,0,0,14,18130
PUNJAB,FATEHGARH SAHIB,AMLOH,5374,0,0,0,0,0,0,5374
PUNJAB,FATEHGARH SAHIB,BASSI PATHANA,7725,31,0,0,0,0,31,7756
PUNJAB,FATEHGARH SAHIB,KHAMANO,3695,0,0,0,0,0,0,3695
PUNJAB,FATEHGARH SAHIB,SIRHIND,7919,4,0,0,0,0,4,7923
PUNJAB,FEROZEPUR,ABOHAR,2895,1,0,0,0,1,2,2897
PUNJAB,FEROZEPUR,FAZILKA,7783,2,1,1,0,0,4,7787
PUNJAB,FEROZEPUR,FEROZEPUR,18755,62,45,1,0,0,108,18863
PUNJAB,FEROZEPUR,GHAL KHURD,8264,6,6,0,0,0,12,8276
PUNJAB,FEROZEPUR,GURUHARSAI,12342,67,10,0,0,0,77,12419
PUNJAB,FEROZEPUR,JALALABAD,8875,44,4,0,1,0,49,8924
PUNJAB,FEROZEPUR,KHUIAN SERVER,2620,4,1,0,0,0,5,2625
PUNJAB,FEROZEPUR,KOT ISEH KHAN,15608,13,2,0,0,0,15,15623
PUNJAB,FEROZEPUR,ZIRA,20388,3,0,0,0,0,3,20391
PUNJAB,GURDASPUR,BANNIAL,300,1,1,0,0,0,2,302
PUNJAB,GURDASPUR,BATALA,6040,43,5,0,0,0,48,6088
PUNJAB,GURDASPUR,DERA BABA NANAK,7168,38,1,0,0,0,39,7207
PUNJAB,GURDASPUR,DHAR KALAN,127,4,1,0,1,13,19,146
PUNJAB,GURDASPUR,DHARIWAL,6330,40,17,0,0,0,57,6387
PUNJAB,GURDASPUR,DINANAGAR,3426,113,28,1,0,0,142,3568
PUNJAB,GURDASPUR,FATEHGARH CHURIAN,6283,43,6,2,0,0,51,6334
PUNJAB,GURDASPUR,GURDASPUR,5786,31,11,1,1,0,44,5830
PUNJAB,GURDASPUR,KAHNUWAN,6294,53,3,1,1,0,58,6352
PUNJAB,GURDASPUR,KALANAUR,4843,95,5,1,3,7,111,4954
PUNJAB,GURDASPUR,NAROT JAIMAL SINGH,1295,9,4,0,0,0,13,1308
PUNJAB,GURDASPUR,PATHANKOT,1916,14,3,0,0,0,17,1933
PUNJAB,GURDASPUR,QADIAN,3981,46,3,1,0,0,50,4031
PUNJAB,GURDASPUR,SRI HARGOBIND PUR,5561,41,12,0,0,0,53,5614
PUNJAB,HOSHIARPUR,BALACHAUR,2856,27,11,0,0,0,38,2894
PUNJAB,HOSHIARPUR,BHUNGA,4436,26,10,2,1,0,39,4475
PUNJAB,HOSHIARPUR,DASUYA,7982,138,30,2,1,2,173,8155
PUNJAB,HOSHIARPUR,GARHSHANKAR,5168,58,38,0,3,0,99,5267
PUNJAB,HOSHIARPUR,HOSHIARPUR 1,8575,86,8,3,0,0,97,8672
PUNJAB,HOSHIARPUR,HOSHIARPUR-II,3121,27,5,1,0,0,33,3154
PUNJAB,HOSHIARPUR,MAHILPUR,3571,37,14,3,0,0,54,3625
PUNJAB,HOSHIARPUR,MUKERIAN,3783,86,20,1,1,2,110,3893
PUNJAB,HOSHIARPUR,SAROYA,1574,30,0,0,0,0,30,1604
PUNJAB,HOSHIARPUR,TALWARA,406,2,0,0,0,0,2,408
PUNJAB,HOSHIARPUR,TANDA,9058,96,7,2,0,0,105,9163
PUNJAB,JALANDHAR,ADAMPUR,4754,0,0,0,0,0,0,4754
PUNJAB,JALANDHAR,AUR,5584,1,0,0,0,0,1,5585
PUNJAB,JALANDHAR,BANGA,7301,58,5,4,1,1,69,7370
PUNJAB,JALANDHAR,BHOGPUR,7070,1,1,0,0,0,2,7072
PUNJAB,JALANDHAR,EAST JALANDHAR,5888,41,8,0,0,0,49,5937
PUNJAB,JALANDHAR,NAKODAR,10364,69,10,1,0,0,80,10444
PUNJAB,JALANDHAR,NAWAN SHAHAR,8140,16,5,1,2,0,24,8164
PUNJAB,JALANDHAR,NURMAHAL,6461,55,4,2,0,0,61,6522
PUNJAB,JALANDHAR,PHILLAUR,6862,28,1,0,0,0,29,6891
PUNJAB,JALANDHAR,RURKAKALAN,4990,8,1,0,0,0,9,4999
PUNJAB,JALANDHAR,SHAHKOT,12792,22,15,18,4,3,62,12854
PUNJAB,JALANDHAR,WEST JALANDHAR,8367,56,4,1,1,0,62,8429
PUNJAB,KAPURTHALA,KAPURTHALA,12546,69,9,1,2,0,81,12627
PUNJAB,KAPURTHALA,NADALA,10502,68,8,3,0,0,79,10581
PUNJAB,KAPURTHALA,PHAGWARA,6251,48,4,0,0,0,52,6303
PUNJAB,KAPURTHALA,SULTANPUR LODHI,10514,27,11,3,0,4,45,10559
PUNJAB,LUDHIANA,DEHLON,9754,4,38,3,0,0,45,9799
PUNJAB,LUDHIANA,DORAHA,8837,4,0,1,0,0,5,8842
PUNJAB,LUDHIANA,JAGRAON,12857,21,5,0,0,1,27,12884
PUNJAB,LUDHIANA,KHANNA,7358,6,8,9,1,0,24,7382
PUNJAB,LUDHIANA,LUDHIANA,8387,16,13,1,3,1,34,8421
PUNJAB,LUDHIANA,MACHIWARA,7408,9,2,1,0,0,12,7420
PUNJAB,LUDHIANA,MANGAT,10961,9,26,1,1,0,37,10998
PUNJAB,LUDHIANA,PAKHOWAL,10129,2,22,3,0,0,27,10156
PUNJAB,LUDHIANA,SAMRALA,5204,3,1,0,0,0,4,5208
PUNJAB,LUDHIANA,SIDHWAN BET,10712,3,5,2,0,0,10,10722
PUNJAB,LUDHIANA,SUDHAR,13116,7,19,4,0,0,30,13146
PUNJAB,MANSA,BHIKHI,7681,56,70,1,0,1,128,7809
PUNJAB,MANSA,BUDHLADA,9387,186,45,3,0,1,235,9622
PUNJAB,MANSA,JHUNIR,4556,96,31,6,9,0,142,4698
PUNJAB,MANSA,MANSA,6954,20,5,2,0,0,27,6981
PUNJAB,MANSA,SARDULGARH,4298,3,0,0,0,0,3,4301
PUNJAB,PATIALA,BHUNERHERI,13019,13,4,0,0,0,17,13036
PUNJAB,PATIALA,DERA BASSI,4418,8,0,0,0,0,8,4426
PUNJAB,PATIALA,GHANOUR,6949,11,13,0,0,0,24,6973
PUNJAB,PATIALA,NABHA,17855,64,13,2,0,0,79,17934
PUNJAB,PATIALA,PATIALA,11742,33,7,1,0,1,42,11784
PUNJAB,PATIALA,RAJPURA,7091,21,5,1,0,1,28,7119
PUNJAB,PATIALA,SAMANA,14909,48,15,2,0,2,67,14976
PUNJAB,ROPAR,ANANDPUR SAHIB,984,7,1,0,0,0,8,992
PUNJAB,ROPAR,CHAMKOR SAHIB,5404,21,55,1,0,2,79,5483
PUNJAB,ROPAR,KHARAR,4463,18,4,0,0,0,22,4485
PUNJAB,ROPAR,MAJARI,2864,16,1,0,0,0,17,2881
PUNJAB,ROPAR,MORINDA,2223,4,1,1,0,24,30,2253
PUNJAB,ROPAR,NURPUR BEDI,2343,5,5,0,0,0,10,2353
PUNJAB,ROPAR,ROPAR,5419,21,5,0,1,1,28,5447
PUNJAB,SANGRUR,AHMEDGARH,11528,57,8,1,0,0,66,11594
PUNJAB,SANGRUR,BARNALA,14854,97,54,12,17,0,180,15034
PUNJAB,SANGRUR,BHAWANIGARH,9089,60,11,4,0,1,76,9165
PUNJAB,SANGRUR,DHURI,12519,82,11,5,1,2,101,12620
PUNJAB,SANGRUR,LEHRAGAGA,10407,102,17,1,1,3,124,10531
PUNJAB,SANGRUR,MALERKOTLA,11797,75,4,0,2,0,81,11878
PUNJAB,SANGRUR,MEHAL KALAN,7507,59,10,2,0,0,71,7578
PUNJAB,SANGRUR,SANGRUR,10361,99,7,3,3,0,112,10473
PUNJAB,SANGRUR,SEHNA,7850,18,16,1,0,0,35,7885
PUNJAB,SANGRUR,SUNAM,14648,91,12,1,0,1,105,14753
RAJASTHAN,AJMER,BEAWAR,1,0,0,0,0,0,0,1
RAJASTHAN,ALWAR,KISHANGARHBAS,4306,1171,2,6,0,1,1180,5486
RAJASTHAN,ALWAR,LAXMANGARH,6269,88,2,1,0,0,91,6360
RAJASTHAN,ALWAR,RAMGARH,1024,5,1,0,1,0,7,1031
RAJASTHAN,ALWAR,TIJARA,4915,10,3,4,0,0,17,4932
RAJASTHAN,BANSWARA,BAGIDORA,8,2,0,0,0,2,4,12
RAJASTHAN,BANSWARA,GHATOL,1,0,0,0,0,0,0,1
RAJASTHAN,BARAN,ATRU,262,4,2,3,0,0,9,271
RAJASTHAN,BARAN,BARAN,837,78,1,0,0,0,79,916
RAJASTHAN,BARAN,CHHIPABARAD,26,0,0,0,0,0,0,26
RAJASTHAN,BARAN,MANGROL,411,129,0,0,0,0,129,540
RAJASTHAN,BARAN,SHABAD,315,0,1,0,0,0,1,316
RAJASTHAN,BHARATPUR,BAYANA,2798,11,1,3,0,0,15,2813
RAJASTHAN,BHARATPUR,BEIR,2948,132,4,2,0,0,138,3086
RAJASTHAN,BHARATPUR,BHARATPUR,4608,114,1,4,0,0,119,4727
RAJASTHAN,BHARATPUR,DEEG,2673,10,2,2,0,0,14,2687
RAJASTHAN,BHARATPUR,KAMAN,2181,80,3,6,8,1,98,2279
RAJASTHAN,BHARATPUR,KUMHER,2110,331,3,1,0,0,335,2445
RAJASTHAN,BHARATPUR,NADBAI,2774,4,2,1,0,0,7,2781
RAJASTHAN,BHARATPUR,NAGAR,2676,23,1,0,0,0,24,2700
RAJASTHAN,BHARATPUR,PAHARI,2539,697,3,1,0,0,701,3240
RAJASTHAN,BHARATPUR,RUPBAS,2827,0,2,2,0,0,4,2831
RAJASTHAN,BHILWARA,BANERA,3,2,0,0,0,0,2,5
RAJASTHAN,BHILWARA,BHILWARA,6,0,0,0,0,0,0,6
RAJASTHAN,BHILWARA,JAHAZPUR,1,0,0,0,0,0,0,1
RAJASTHAN,BHILWARA,MANDALGARH,3,0,0,0,0,0,0,3
RAJASTHAN,BIKANER,NOKHA,19,0,1,0,0,0,1,20
RAJASTHAN,BUNDI,BUNDI,8,84,0,0,0,0,84,92
RAJASTHAN,CHITTORGARH,BEDISARDI,17,0,0,0,0,0,0,17
RAJASTHAN,CHITTORGARH,BEGHRU,3,0,0,0,0,0,0,3
RAJASTHAN,CHITTORGARH,BHADESAR,46,7,0,0,0,0,7,53
RAJASTHAN,CHITTORGARH,CHHOTISADRI,14,0,0,0,0,0,0,14
RAJASTHAN,CHITTORGARH,CHITTORGARH,8,0,0,0,0,0,0,8
RAJASTHAN,CHITTORGARH,GANGRAR,8,0,0,0,0,0,0,8
RAJASTHAN,CHITTORGARH,NIMBAHERA,265,24,1,0,0,0,25,290
RAJASTHAN,CHITTORGARH,PRATAPGARH,26,0,0,0,0,0,0,26
RAJASTHAN,CHITTORGARH,RASHMI,4,0,0,0,0,0,0,4
RAJASTHAN,CHURU,CHURU,85,0,0,0,0,0,0,85
RAJASTHAN,CHURU,DUNGARGARH,2,0,0,0,0,0,0,2
RAJASTHAN,CHURU,RATANGARH,1,1,0,0,0,0,1,2
RAJASTHAN,CHURU,TARANAGAR,0,1,0,0,0,0,1,1
RAJASTHAN,DAUSA,LALSOT,833,88,1,0,0,0,89,922
RAJASTHAN,DAUSA,MAHUWA,1756,711,0,1,0,0,712,2468
RAJASTHAN,DHOLPUR,BARI,2251,8,3,1,1,0,13,2264
RAJASTHAN,DHOLPUR,BASERI,1242,3,2,4,0,1,10,1252
RAJASTHAN,DHOLPUR,DHOLPUR,390,93,1,0,0,0,94,484
RAJASTHAN,DHOLPUR,RAJAKHERA,100,1,1,0,0,0,2,102
RAJASTHAN,DUNGARPUR,DUNGARPUR,5,0,0,0,0,0,0,5
RAJASTHAN,DUNGARPUR,SAGWARA,13,0,0,0,0,0,0,13
RAJASTHAN,DUNGARPUR,SIMALWARA,3,0,0,0,0,0,0,3
RAJASTHAN,JAIPUR,DUDU,21,0,0,0,0,2,2,23
RAJASTHAN,JAISALMER,POKARAN,17,1,0,0,0,0,1,18
RAJASTHAN,JALORE,AHORE,14,5,3,0,0,0,8,22
RAJASTHAN,JALORE,JALORE,46,6,0,0,0,0,6,52
RAJASTHAN,JHALAWAR,KANPUR,65,2,0,0,0,0,2,67
RAJASTHAN,JHALAWAR,PIRAWA,2,0,0,0,0,0,0,2
RAJASTHAN,JODHPUR,BHOPALGARH,12,2,0,0,0,0,2,14
RAJASTHAN,JODHPUR,BILADA,20,0,0,0,0,0,0,20
RAJASTHAN,JODHPUR,JODHPUR,42,12,0,0,0,0,12,54
RAJASTHAN,JODHPUR,OSIAN,6,0,0,0,0,0,0,6
RAJASTHAN,JODHPUR,PHALODI,20,1,0,0,0,0,1,21
RAJASTHAN,JODHPUR,SHERGARH,148,3,1,1,0,0,5,153
RAJASTHAN,KOTA,DIGOD,504,201,0,0,1,0,202,706
RAJASTHAN,KOTA,LADPURA,640,12,0,0,1,0,13,653
RAJASTHAN,KOTA,PIPALDA,59,13,6,1,0,0,20,79
RAJASTHAN,KOTA,SANGOD,467,10,0,1,0,0,11,478
RAJASTHAN,NAGAUR,DEGANA,16,3,0,0,0,0,3,19
RAJASTHAN,NAGAUR,JAYAL,20,5,1,0,0,0,6,26
RAJASTHAN,NAGAUR,MERTA,96,67,0,0,1,0,68,164
RAJASTHAN,NAGAUR,NAGOUR,311,2,0,0,0,0,2,313
RAJASTHAN,NAGAUR,PARBATSAR,2,0,0,0,0,0,0,2
RAJASTHAN,PALI,BALI,2,0,0,0,0,0,0,2
RAJASTHAN,PALI,DESURI,1,1,0,0,0,0,1,2
RAJASTHAN,PALI,MARWAR-JUNCTION,101,7,1,1,0,7,16,117
RAJASTHAN,PALI,PALI,2,0,0,0,0,0,0,2
RAJASTHAN,PALI,SOJAT,13,0,0,0,0,0,0,13
RAJASTHAN,RAJSAMAND,NATHDWARA,1,0,0,0,0,0,0,1
RAJASTHAN,RAJSAMAND,RAJSAMAND,6,0,0,0,0,0,0,6
RAJASTHAN,SAWAI-MADHOPUR,GANGAPUR,104,15,2,1,8,0,26,130
RAJASTHAN,SAWAI-MADHOPUR,HINDON,1626,20,1,8,1,8,38,1664
RAJASTHAN,SAWAI-MADHOPUR,KARAULI,3,0,0,0,0,0,0,3
RAJASTHAN,SAWAI-MADHOPUR,KHANDAR,19,3,0,0,0,0,3,22
RAJASTHAN,SAWAI-MADHOPUR,SPOTRA,1,25,0,7,0,0,32,33
RAJASTHAN,SAWAI-MADHOPUR,TODABHIM,535,8,1,2,0,0,11,546
RAJASTHAN,SIROHI,REVDAR,1,0,0,0,0,0,0,1
RAJASTHAN,TONK,UNIYARA,5,0,0,0,0,0,0,5
RAJASTHAN,UDAIPUR,GIRWA,11,0,0,0,0,0,0,11
RAJASTHAN,UDAIPUR,HAVLI,15,0,0,0,0,0,0,15
TAMIL NADU,COIMBATORE,ANNAIMALAI,3,0,0,0,0,0,0,3
TAMIL NADU,COIMBATORE,ANNUR,498,28,0,0,12,1,41,539
TAMIL NADU,COIMBATORE,KARRMADAI,40,1,0,0,0,6,7,47
TAMIL NADU,COIMBATORE,POLLACHI SOUTH,19,0,0,0,0,0,0,19
TAMIL NADU,COIMBATORE,PONGALUR,7,0,0,0,0,0,0,7
TAMIL NADU,COIMBATORE,SARKARSAMAKULAM,2,1,2,0,0,0,3,5
TAMIL NADU,COIMBATORE,SULUR,6,1,0,0,0,0,1,7
TAMIL NADU,COIMBATORE,TIRUPUR,32,13,0,0,0,78,91,123
TAMIL NADU,COIMBATORE,UDUMALAIPETTAI,23,0,0,0,0,0,0,23
TAMIL NADU,CUDDALORE,ANNAGARAM,4009,91,19,67,2,177,356,4365
TAMIL NADU,CUDDALORE,BHUVANAGIRI,6,0,0,0,0,0,0,6
TAMIL NADU,CUDDALORE,KADALUR,4155,27,30,20,1,57,135,4290
TAMIL NADU,CUDDALORE,KAMMAPURAM,2329,17,6,0,5,107,135,2464
TAMIL NADU,CUDDALORE,KATTUMANNARKOIL,126,0,0,0,0,0,0,126
TAMIL NADU,CUDDALORE,KUMARATCHI,219,55,0,0,0,27,82,301
TAMIL NADU,CUDDALORE,KURINJIPADI,2318,40,116,3,18,15,192,2510
TAMIL NADU,CUDDALORE,MANGALORE,630,7,129,3,21,15,175,805
TAMIL NADU,CUDDALORE,NALLUR,1985,15,40,1,0,2,58,2043
TAMIL NADU,CUDDALORE,PANRUTI,2420,62,14,18,15,80,189,2609
TAMIL NADU,CUDDALORE,VIRUDHACHALAM,2032,15,13,15,3,5,51,2083
TAMIL NADU,DHARMAPURI,NALLAMPALLI,2,0,0,0,0,0,0,2
