-----
{
 "description": "The table refers to block wise distribution of shallow tubewells by status . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.6.csv", 
 "title": "Download CSV for Block wise Distribution of Shallow Tubewells by Status for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.6.csv"
}
-----
State,District,Block,In use,Not in use - Temporarily,Not in use - Salinity,Not in use - Dried up,Not in use - Destroyed,Not in use - Others,Total - Not in use,Grand total ( Use  + Not in use)
UTTAR PRADESH,ETAH,SHEETALPUR,3808,8,6,0,0,0,14,3822
UTTAR PRADESH,ETAH,SIDHPURA,1976,12,25,5,0,11,53,2029
UTTAR PRADESH,ETAH,SORON,2343,2,1,2,1,1,7,2350
UTTAR PRADESH,ETAWAH,ACHHALDA,3091,2,0,2,0,3,7,3098
UTTAR PRADESH,ETAWAH,AIRWA KATRA,1933,1,0,2,0,0,3,1936
UTTAR PRADESH,ETAWAH,AJEETMAL,2016,3,0,2,0,0,5,2021
UTTAR PRADESH,ETAWAH,AURAIYA,1163,16,0,0,0,0,16,1179
UTTAR PRADESH,ETAWAH,BADPURA,1354,1,1,1,0,0,3,1357
UTTAR PRADESH,ETAWAH,BASREHAR,1777,1,1,2,1,11,16,1793
UTTAR PRADESH,ETAWAH,BHAGAY NAGAR,2421,1,0,1,0,4,6,2427
UTTAR PRADESH,ETAWAH,BHARTHANA,2441,16,1,1,0,1,19,2460
UTTAR PRADESH,ETAWAH,BIDHUNA,3287,2,0,1,0,0,3,3290
UTTAR PRADESH,ETAWAH,CHAKARNAGAR,313,1,5,0,0,0,6,319
UTTAR PRADESH,ETAWAH,JASWANT NAGAR,3344,18,2,6,2,0,28,3372
UTTAR PRADESH,ETAWAH,MAHEWA,2470,2,0,1,0,0,3,2473
UTTAR PRADESH,ETAWAH,SAHAR,2792,2,0,1,0,0,3,2795
UTTAR PRADESH,ETAWAH,TAKHA,1191,0,0,2,0,20,22,1213
UTTAR PRADESH,FAIZABAD,AMANI GANJ,2805,0,0,1,0,0,1,2806
UTTAR PRADESH,FAIZABAD,BIKAPUR,3669,0,0,0,0,0,0,3669
UTTAR PRADESH,FAIZABAD,HASTINPUR,3459,0,0,0,0,0,0,3459
UTTAR PRADESH,FAIZABAD,MASONDHA,3476,0,0,0,0,0,0,3476
UTTAR PRADESH,FAIZABAD,MAYA,3224,33,64,0,0,0,97,3321
UTTAR PRADESH,FAIZABAD,MILKI PUR,4040,1,2,2,2,0,7,4047
UTTAR PRADESH,FAIZABAD,PURA,3048,1,9,29,0,0,39,3087
UTTAR PRADESH,FAIZABAD,SOHAWAL,2477,10,0,0,0,0,10,2487
UTTAR PRADESH,FAIZABAD,TARUN,4329,0,0,0,0,0,0,4329
UTTAR PRADESH,FARUKHABAD,BADPUR,1898,0,0,0,0,0,0,1898
UTTAR PRADESH,FARUKHABAD,CHHIBRAMAU,4699,0,0,0,0,0,0,4699
UTTAR PRADESH,FARUKHABAD,HASERAN,1913,0,0,0,0,0,0,1913
UTTAR PRADESH,FARUKHABAD,JALABAD,2925,0,0,0,0,0,0,2925
UTTAR PRADESH,FARUKHABAD,KAMALGANJ,4935,0,0,0,0,0,0,4935
UTTAR PRADESH,FARUKHABAD,KANNAUJ,2999,0,0,0,0,0,0,2999
UTTAR PRADESH,FARUKHABAD,KAYAMGUNJ,2796,0,0,0,0,0,0,2796
UTTAR PRADESH,FARUKHABAD,MOHAMMADABAD,3582,0,0,0,0,0,0,3582
UTTAR PRADESH,FARUKHABAD,NAWABGANJ,2238,0,0,0,0,0,0,2238
UTTAR PRADESH,FARUKHABAD,RAJEPUR,2468,0,0,0,0,0,0,2468
UTTAR PRADESH,FARUKHABAD,SAURIKH,3435,0,0,0,0,0,0,3435
UTTAR PRADESH,FARUKHABAD,SHAMSABAD,4988,0,0,0,0,0,0,4988
UTTAR PRADESH,FARUKHABAD,TALGRAM,4946,0,0,0,0,0,0,4946
UTTAR PRADESH,FARUKHABAD,UMARDA,6137,0,0,0,0,0,0,6137
UTTAR PRADESH,FATEHPUR,AIRAYA,2238,4,1,1,0,0,6,2244
UTTAR PRADESH,FATEHPUR,AMAULI,1422,11,45,66,0,3,125,1547
UTTAR PRADESH,FATEHPUR,ASODHAR,613,1,1,0,0,0,2,615
UTTAR PRADESH,FATEHPUR,BAHUWA,1616,3,0,1,1,0,5,1621
UTTAR PRADESH,FATEHPUR,DEVMAI,2008,0,2,2,0,5,9,2017
UTTAR PRADESH,FATEHPUR,DHATA,1307,14,8,0,0,0,22,1329
UTTAR PRADESH,FATEHPUR,HASWA,837,4,1,1,0,0,6,843
UTTAR PRADESH,FATEHPUR,KHAJUHA,295,0,0,0,0,4,4,299
UTTAR PRADESH,FATEHPUR,TELYANI,905,42,31,26,0,4,103,1008
UTTAR PRADESH,FATEHPUR,VIJAYIPUR,989,2,0,0,0,0,2,991
UTTAR PRADESH,FIROZABAD,ARANV,2007,0,1,0,0,0,1,2008
UTTAR PRADESH,FIROZABAD,EKA,1998,3,1,0,0,0,4,2002
UTTAR PRADESH,FIROZABAD,FIROZABAD,1580,1,1,0,0,0,2,1582
UTTAR PRADESH,FIROZABAD,JASRANA,2005,4,0,2,1,1,8,2013
UTTAR PRADESH,FIROZABAD,KHAIRGARH/HATBANT,2439,0,2,0,0,0,2,2441
UTTAR PRADESH,FIROZABAD,MADANPUR,2440,3,636,0,0,1,640,3080
UTTAR PRADESH,FIROZABAD,NARKHI,2866,4,0,3,0,1,8,2874
UTTAR PRADESH,FIROZABAD,SHIKOHABAD,2045,3,0,5,0,0,8,2053
UTTAR PRADESH,FIROZABAD,TUNDLA,2323,12,1,1,0,0,14,2337
UTTAR PRADESH,GHAZIABAD,BHOJPUR,3823,2,0,1,0,0,3,3826
UTTAR PRADESH,GHAZIABAD,BISRAKH,1125,22,1,0,0,0,23,1148
UTTAR PRADESH,GHAZIABAD,DADRI,3924,1,1,0,0,0,2,3926
UTTAR PRADESH,GHAZIABAD,DHAULANA,3530,8,0,0,0,0,8,3538
UTTAR PRADESH,GHAZIABAD,GARH,4171,1,0,2,0,0,3,4174
UTTAR PRADESH,GHAZIABAD,HAPUR,4268,0,0,0,0,0,0,4268
UTTAR PRADESH,GHAZIABAD,LAUNI,2238,0,0,0,0,0,0,2238
UTTAR PRADESH,GHAZIABAD,MURADNAGAR,3438,1,1,0,0,0,2,3440
UTTAR PRADESH,GHAZIABAD,RAJAPUR,1622,0,0,0,0,0,0,1622
UTTAR PRADESH,GHAZIABAD,SIMBHAWALI,3006,0,0,1,0,0,1,3007
UTTAR PRADESH,GHAZIPUR,BARACHAWAR,1311,3,4,4,0,1,12,1323
UTTAR PRADESH,GHAZIPUR,BHADORA,362,0,1,0,0,0,1,363
UTTAR PRADESH,GHAZIPUR,BHANWARKOL,3462,0,9,0,1,0,10,3472
UTTAR PRADESH,GHAZIPUR,DEVKALI,943,2,1,2,0,1,6,949
UTTAR PRADESH,GHAZIPUR,JAMANIYA,864,3,22,1,0,0,26,890
UTTAR PRADESH,GHAZIPUR,KARNDA,943,1,1,0,0,0,2,945
UTTAR PRADESH,GHAZIPUR,KASIMABAD,1201,14,1,0,0,1,16,1217
UTTAR PRADESH,GHAZIPUR,MANIHARI,1585,0,33,2,0,0,35,1620
UTTAR PRADESH,GHAZIPUR,MARADAH,583,0,0,0,0,0,0,583
UTTAR PRADESH,GHAZIPUR,MOHMMADABAD,1566,1,2,2,0,4,9,1575
UTTAR PRADESH,GHAZIPUR,REVTIPUR,474,1,10,2,0,0,13,487
UTTAR PRADESH,GHAZIPUR,SADAR,860,1,1,0,0,0,2,862
UTTAR PRADESH,GHAZIPUR,SADAT,674,1,7,0,6,0,14,688
UTTAR PRADESH,GHAZIPUR,SAIDPUR,985,4,1,1,0,0,6,991
UTTAR PRADESH,GHAZIPUR,VIRNO,1561,9,5,2,0,0,16,1577
UTTAR PRADESH,GHAZIPUR,ZAKHANIA,2578,2,1,2,0,0,5,2583
UTTAR PRADESH,GONDA,BELSAR,2343,5,0,0,12,1,18,2361
UTTAR PRADESH,GONDA,BHABHANJOT,5128,22,1,1,0,0,24,5152
UTTAR PRADESH,GONDA,CHHAPIA,5883,61,5,18,2,0,86,5969
UTTAR PRADESH,GONDA,COLONELGANJ,1714,2,0,2,0,0,4,1718
UTTAR PRADESH,GONDA,HALDAR MAU,3100,14,3,1,1,0,19,3119
UTTAR PRADESH,GONDA,ITIYATHOK,29,47,0,0,0,0,47,76
UTTAR PRADESH,GONDA,JHANJHRI,3232,26,16,8,0,0,50,3282
UTTAR PRADESH,GONDA,KATRA BAZAR,2831,64,2,1,0,0,67,2898
UTTAR PRADESH,GONDA,MANKAPUR,6363,136,33,19,0,0,188,6551
UTTAR PRADESH,GONDA,MUJEHNA,3938,11,7,0,0,0,18,3956
UTTAR PRADESH,GONDA,NAWABGANJ,2575,114,0,0,0,0,114,2689
UTTAR PRADESH,GONDA,PANDRIKRIPAL,3221,90,3,2,1,0,96,3317
UTTAR PRADESH,GONDA,PARASPUR,3471,22,0,4,16,0,42,3513
UTTAR PRADESH,GONDA,TARABGANJ,2512,0,0,0,0,0,0,2512
UTTAR PRADESH,GONDA,WAZIRGANJ,4376,0,1,0,0,0,1,4377
UTTAR PRADESH,GORAKHPUR,BANSGAON,2260,0,0,21,0,0,21,2281
UTTAR PRADESH,GORAKHPUR,BARAHALGANJ,1967,0,4,50,0,0,54,2021
UTTAR PRADESH,GORAKHPUR,BELGHAT,2648,0,1,68,0,0,69,2717
UTTAR PRADESH,GORAKHPUR,BHATHAT,2533,0,0,4,0,0,4,2537
UTTAR PRADESH,GORAKHPUR,BRAHMPUR,2743,0,0,48,0,0,48,2791
UTTAR PRADESH,GORAKHPUR,CAMPIARGANJ,3809,0,0,16,0,0,16,3825
UTTAR PRADESH,GORAKHPUR,CHARGANWA,2425,0,0,4,0,0,4,2429
UTTAR PRADESH,GORAKHPUR,GAGHA,2690,0,0,113,0,0,113,2803
UTTAR PRADESH,GORAKHPUR,GOLA,2153,0,0,29,0,0,29,2182
UTTAR PRADESH,GORAKHPUR,JANGAL KAURIA,3306,0,7,60,0,1,68,3374
UTTAR PRADESH,GORAKHPUR,KAURIRAM,2406,0,0,27,0,0,27,2433
UTTAR PRADESH,GORAKHPUR,KHAJANI,1886,0,0,48,3,0,51,1937
UTTAR PRADESH,GORAKHPUR,KHORABAR,1695,0,3,14,0,0,17,1712
UTTAR PRADESH,GORAKHPUR,PALI,2242,0,0,33,0,0,33,2275
UTTAR PRADESH,GORAKHPUR,PIPRAICH,1788,0,0,8,0,0,8,1796
UTTAR PRADESH,GORAKHPUR,PIPRAULI,2094,0,0,16,0,0,16,2110
UTTAR PRADESH,GORAKHPUR,SAHJANWA,2276,0,0,20,0,0,20,2296
UTTAR PRADESH,GORAKHPUR,SARDARNAGAR,1746,0,0,8,0,0,8,1754
UTTAR PRADESH,GORAKHPUR,URUWA,2948,4,0,55,0,4,63,3011
UTTAR PRADESH,HAMIRPUR,GOHAND,1027,3,1,0,0,0,4,1031
UTTAR PRADESH,HAMIRPUR,KURARA,244,4,12,4,0,0,20,264
UTTAR PRADESH,HAMIRPUR,MAUDAHA,1281,72,14,4,0,2,92,1373
UTTAR PRADESH,HAMIRPUR,MUSKARA,940,2,5,0,0,0,7,947
UTTAR PRADESH,HAMIRPUR,RATH,944,4,6,0,0,0,10,954
UTTAR PRADESH,HAMIRPUR,SARILA,1049,1,3,0,0,0,4,1053
UTTAR PRADESH,HAMIRPUR,SUMREPUR,1805,12,10,2,2,19,45,1850
UTTAR PRADESH,HARDOI,AHIROURI,2756,0,0,0,0,0,0,2756
UTTAR PRADESH,HARDOI,BAVAN,2230,0,0,0,0,0,0,2230
UTTAR PRADESH,HARDOI,BEHANDAR,1230,0,0,0,0,0,0,1230
UTTAR PRADESH,HARDOI,BHARAWAN,1402,0,0,0,0,0,0,1402
UTTAR PRADESH,HARDOI,BHARKHANI,5418,0,0,0,0,0,0,5418
UTTAR PRADESH,HARDOI,BILGRAM,1678,0,0,0,0,0,0,1678
UTTAR PRADESH,HARDOI,HARIYAWAN,1622,0,0,0,0,0,0,1622
UTTAR PRADESH,HARDOI,HARPALPUR,1738,0,0,0,0,0,0,1738
UTTAR PRADESH,HARDOI,KACHOUNA,2228,0,0,0,0,0,0,2228
UTTAR PRADESH,HARDOI,KOTHAWAN,2301,0,0,0,0,0,0,2301
UTTAR PRADESH,HARDOI,MAHDHOGANJ,2063,0,0,0,0,0,0,2063
UTTAR PRADESH,HARDOI,MALLAWAN,2194,0,0,0,0,0,0,2194
UTTAR PRADESH,HARDOI,PIHANI,2436,0,0,0,0,0,0,2436
UTTAR PRADESH,HARDOI,SANDI,2959,0,0,0,0,0,0,2959
UTTAR PRADESH,HARDOI,SANDILA,1277,0,0,0,0,0,0,1277
UTTAR PRADESH,HARDOI,SHAHABAD,3672,0,0,0,0,0,0,3672
UTTAR PRADESH,HARDOI,SURSA,1828,0,0,0,0,0,0,1828
UTTAR PRADESH,HARDOI,TANDIYAWA,1594,0,0,0,0,0,0,1594
UTTAR PRADESH,HARDOI,TODARPUR,2834,0,0,0,0,0,0,2834
UTTAR PRADESH,HARDWAR,BAHADRABAD,3272,14,0,6,0,0,20,3292
UTTAR PRADESH,HARDWAR,BHAGWANPUR,4654,1,0,1,1,1,4,4658
UTTAR PRADESH,HARDWAR,KHANPUR,1585,13,5,33,25,2,78,1663
UTTAR PRADESH,HARDWAR,LAKSAR,6837,1,3,46,0,2,52,6889
UTTAR PRADESH,HARDWAR,NARSAN,2753,1,7,18,0,2,28,2781
UTTAR PRADESH,HARDWAR,ROORKEE,4039,0,0,8,0,0,8,4047
UTTAR PRADESH,JALAUN,DAKOR,326,11,0,0,0,2,13,339
UTTAR PRADESH,JALAUN,JALAUN,956,31,2,0,0,0,33,989
UTTAR PRADESH,JALAUN,KADAURA,198,5,5,0,0,1,11,209
UTTAR PRADESH,JALAUN,KONCH,611,6,2,0,0,0,8,619
UTTAR PRADESH,JALAUN,KUTHAUND,795,2,17,0,0,0,19,814
UTTAR PRADESH,JALAUN,MADHOGHARH,1023,0,0,0,0,0,0,1023
UTTAR PRADESH,JALAUN,MAHEBA,197,1,0,0,0,0,1,198
UTTAR PRADESH,JALAUN,NADIGAON,211,1,1,0,0,0,2,213
UTTAR PRADESH,JALAUN,RAMPURA,864,13,0,1,1,0,15,879
UTTAR PRADESH,JAUNPUR,BADLA PUR,4334,0,36,0,0,0,36,4370
UTTAR PRADESH,JAUNPUR,BAKSHA,2846,0,2,0,0,0,2,2848
UTTAR PRADESH,JAUNPUR,BARSOTHI,2107,1,13,0,0,1,15,2122
UTTAR PRADESH,JAUNPUR,DHARMA PUR,2098,0,1,2,0,0,3,2101
UTTAR PRADESH,JAUNPUR,DOBHI,1844,0,0,0,0,0,0,1844
UTTAR PRADESH,JAUNPUR,JALAL PUR,1864,0,0,0,0,0,0,1864
UTTAR PRADESH,JAUNPUR,KARNJAKALA,4381,0,17,1,0,0,18,4399
UTTAR PRADESH,JAUNPUR,KERAKAT,2267,0,0,0,0,0,0,2267
UTTAR PRADESH,JAUNPUR,KHUTHAN,2195,11,17,24,67,0,119,2314
UTTAR PRADESH,JAUNPUR,M.SHAHAR,3175,0,9,1,0,0,10,3185
UTTAR PRADESH,JAUNPUR,MADRIYAHU,2852,0,0,1,0,0,1,2853
UTTAR PRADESH,JAUNPUR,MAHARAJ GANJ,3619,3,3,0,0,0,6,3625
UTTAR PRADESH,JAUNPUR,MUFTI GANJ,2117,0,0,1,0,0,1,2118
UTTAR PRADESH,JAUNPUR,MUGLA BADSHAH PUR,1979,0,23,0,0,0,23,2002
UTTAR PRADESH,JAUNPUR,RAM NAGAR,1976,1,0,0,0,0,1,1977
UTTAR PRADESH,JAUNPUR,RAMPUR,1919,89,11,0,0,5,105,2024
UTTAR PRADESH,JAUNPUR,SHAH GANJ,3554,0,0,0,0,0,0,3554
UTTAR PRADESH,JAUNPUR,SIKRARA,2577,1,1,0,0,0,2,2579
UTTAR PRADESH,JAUNPUR,SIRKONI,2514,3,31,0,2,0,36,2550
UTTAR PRADESH,JAUNPUR,SUITHA KALA,2560,1,2,2,2,0,7,2567
UTTAR PRADESH,JAUNPUR,SUJAN GANJ,2856,0,1,4,0,1,6,2862
UTTAR PRADESH,JHANSI,BADAGAON,115,0,0,0,0,0,0,115
UTTAR PRADESH,JHANSI,BANGRA,91,0,0,1,0,0,1,92
UTTAR PRADESH,JHANSI,CHIRGAON,319,0,3,0,0,0,3,322
UTTAR PRADESH,JHANSI,GURSARAJ,236,0,1,0,0,0,1,237
UTTAR PRADESH,JHANSI,MAURANIPUR,103,0,1,0,0,0,1,104
UTTAR PRADESH,JHANSI,MOTH,217,3,7,0,0,0,10,227
UTTAR PRADESH,KANPUR DEHAT,AKBARPUR,2544,0,0,0,0,0,0,2544
UTTAR PRADESH,KANPUR DEHAT,AMRODHA,216,0,0,0,0,0,0,216
UTTAR PRADESH,KANPUR DEHAT,BILHAUR,4056,0,0,0,0,0,0,4056
UTTAR PRADESH,KANPUR DEHAT,BITARGAON,2390,0,0,0,0,0,0,2390
UTTAR PRADESH,KANPUR DEHAT,CHAUBEPUR,2170,0,0,0,0,0,0,2170
UTTAR PRADESH,KANPUR DEHAT,DERAPUR,1786,0,0,0,0,0,0,1786
UTTAR PRADESH,KANPUR DEHAT,GHATAMPUR,408,0,0,0,0,0,0,408
UTTAR PRADESH,KANPUR DEHAT,JHINJAK,2204,0,0,0,0,0,0,2204
UTTAR PRADESH,KANPUR DEHAT,KAKWAN,2756,0,0,0,0,0,0,2756
UTTAR PRADESH,KANPUR DEHAT,MAITHA,2905,0,0,0,0,0,0,2905
UTTAR PRADESH,KANPUR DEHAT,MALASA,899,0,0,0,0,0,0,899
UTTAR PRADESH,KANPUR DEHAT,PATARA,1678,0,0,0,0,0,0,1678
UTTAR PRADESH,KANPUR DEHAT,RAJPUR,434,0,0,0,0,0,0,434
UTTAR PRADESH,KANPUR DEHAT,RASOOLABAD,2982,0,0,0,0,0,0,2982
UTTAR PRADESH,KANPUR DEHAT,SANDALPUR,1302,0,0,0,0,0,0,1302
UTTAR PRADESH,KANPUR DEHAT,SARBANKHERA,1378,0,0,0,0,0,0,1378
UTTAR PRADESH,KANPUR DEHAT,SHIVRAJPUR,3332,0,0,0,0,0,0,3332
UTTAR PRADESH,KANPUR NAGAR,KALYANPUR,2071,0,0,0,0,0,0,2071
UTTAR PRADESH,KANPUR NAGAR,SARSAUL,2934,0,0,0,0,0,0,2934
UTTAR PRADESH,KANPUR NAGAR,VIDHUNU,2769,0,0,0,0,0,0,2769
UTTAR PRADESH,KHIRI,BANKEYGANJ,2031,3,2,2,0,0,7,2038
UTTAR PRADESH,KHIRI,BEHJAM,3729,76,20,5,4,0,105,3834
UTTAR PRADESH,KHIRI,BIJUA,1766,2,0,1,0,0,3,1769
UTTAR PRADESH,KHIRI,DHAUREHRA,1123,13,0,1,0,0,14,1137
UTTAR PRADESH,KHIRI,ISANAGAR,3463,1,0,0,0,0,1,3464
UTTAR PRADESH,KHIRI,KHUMBHIGOLA,6799,1,2,1,0,5,9,6808
UTTAR PRADESH,KHIRI,LAKHIMPUR,6509,10,2,2,0,1,15,6524
UTTAR PRADESH,KHIRI,MITAULI,5169,3,2,0,0,0,5,5174
UTTAR PRADESH,KHIRI,MOHAMMADI,3505,1,0,0,0,0,1,3506
UTTAR PRADESH,KHIRI,NAKAHA,4523,1,0,6,0,0,7,4530
UTTAR PRADESH,KHIRI,NIGHASAN,5170,6,18,4,0,0,28,5198
UTTAR PRADESH,KHIRI,PALIA,4442,3,4,0,0,0,7,4449
UTTAR PRADESH,KHIRI,PASGAWAN,2452,0,1,3,0,0,4,2456
UTTAR PRADESH,KHIRI,PHOOLBEHAR,6288,1,2,0,0,0,3,6291
UTTAR PRADESH,KHIRI,RAMIA BEHAR,1609,11,13,0,0,0,24,1633
UTTAR PRADESH,KUSHI NAGAR,BISHUN PUR,2353,0,3,0,0,0,3,2356
UTTAR PRADESH,KUSHI NAGAR,DUDAHI,1743,0,0,0,0,5,5,1748
UTTAR PRADESH,KUSHI NAGAR,FAZIL NAGAR,1971,0,13,4,0,0,17,1988
UTTAR PRADESH,KUSHI NAGAR,HATA,1896,41,25,5,1,0,72,1968
UTTAR PRADESH,KUSHI NAGAR,KAPTAN GANJ,3797,13,1,5,0,0,19,3816
UTTAR PRADESH,KUSHI NAGAR,KASAYA,1224,0,0,0,0,0,0,1224
UTTAR PRADESH,KUSHI NAGAR,KHADDA,1422,0,0,2,0,1,3,1425
UTTAR PRADESH,KUSHI NAGAR,MOTI CHAK,2377,4,0,2,8,11,25,2402
UTTAR PRADESH,KUSHI NAGAR,NEBUAA NAORANGIYA,1369,2,0,1,0,0,3,1372
UTTAR PRADESH,KUSHI NAGAR,PADRAUNA,2664,2,1,1,0,1,5,2669
UTTAR PRADESH,KUSHI NAGAR,RAMKOLA,1051,14,1,1,1,1,18,1069
UTTAR PRADESH,KUSHI NAGAR,SEVARI,778,0,0,1,1,0,2,780
UTTAR PRADESH,KUSHI NAGAR,SHUKARAULI,3433,20,1,3,0,1,25,3458
UTTAR PRADESH,KUSHI NAGAR,TAMAKUHI,1573,0,0,1,0,0,1,1574
UTTAR PRADESH,LALITPUR,BAR,286,0,0,0,0,0,0,286
UTTAR PRADESH,LUCKNOW,BAKSHI KA TALAB,3976,0,0,0,0,0,0,3976
UTTAR PRADESH,LUCKNOW,CHINHAT,1522,0,0,0,0,0,0,1522
UTTAR PRADESH,LUCKNOW,GOSAIGANJ,6108,0,0,0,0,0,0,6108
UTTAR PRADESH,LUCKNOW,KAKORI,1515,0,0,0,0,0,0,1515
UTTAR PRADESH,LUCKNOW,MALIHABAD,1526,0,0,0,0,0,0,1526
UTTAR PRADESH,LUCKNOW,MALL,1844,0,0,0,0,0,0,1844
UTTAR PRADESH,LUCKNOW,MOHANLALGANJ,2992,0,0,0,0,0,0,2992
UTTAR PRADESH,LUCKNOW,SAROJNINAGAR,2946,0,0,0,0,0,0,2946
UTTAR PRADESH,MAHOBA,KABARAI,153,0,0,0,0,0,0,153
UTTAR PRADESH,MAHOBA,PANWADI,20,0,0,0,0,0,0,20
UTTAR PRADESH,MAHRAJGANJ,BRIDGEMANGANJ,3442,2,8,3,0,3,16,3458
UTTAR PRADESH,MAHRAJGANJ,DHANI,917,0,0,0,0,0,0,917
UTTAR PRADESH,MAHRAJGANJ,GHUGHULI,2550,3,1,9,0,7,20,2570
UTTAR PRADESH,MAHRAJGANJ,LAKSHMIPUR,3176,1,13,4,1,0,19,3195
UTTAR PRADESH,MAHRAJGANJ,MAHRAJGANJ SADAR,2921,0,3,13,0,0,16,2937
UTTAR PRADESH,MAHRAJGANJ,MITHAURA,2574,2,3,4,0,0,9,2583
UTTAR PRADESH,MAHRAJGANJ,NAUTANAWA,1891,9,1,4,0,1,15,1906
UTTAR PRADESH,MAHRAJGANJ,NICHLAUL,1896,15,3,5,3,0,26,1922
UTTAR PRADESH,MAHRAJGANJ,PANIYARA,3173,2,6,5,2,0,15,3188
UTTAR PRADESH,MAHRAJGANJ,PARTAWAL,2571,7,4,8,0,0,19,2590
UTTAR PRADESH,MAHRAJGANJ,PHARENDA,2901,8,4,4,0,1,17,2918
UTTAR PRADESH,MAHRAJGANJ,SISWA,2225,5,2,8,0,0,15,2240
UTTAR PRADESH,MAINPURI,BARNAHAL,1593,0,0,0,0,0,0,1593
UTTAR PRADESH,MAINPURI,BEWAR,3455,0,0,0,0,1,1,3456
UTTAR PRADESH,MAINPURI,GHIROR,1907,0,0,0,0,0,0,1907
UTTAR PRADESH,MAINPURI,JAGIR,1770,53,3,1,0,0,57,1827
UTTAR PRADESH,MAINPURI,KARHAL,1928,0,0,0,0,0,0,1928
UTTAR PRADESH,MAINPURI,KISHANI,1811,0,0,0,0,0,0,1811
UTTAR PRADESH,MAINPURI,KURAWALI,1934,0,0,0,0,0,0,1934
UTTAR PRADESH,MAINPURI,MAINPURI,3061,23,0,0,0,0,23,3084
UTTAR PRADESH,MAINPURI,SULTANGANJ,2484,1,0,0,0,0,1,2485
UTTAR PRADESH,MATHURA,BALDEV,3747,0,0,0,0,0,0,3747
UTTAR PRADESH,MATHURA,CHHATA,3696,0,0,0,0,0,0,3696
UTTAR PRADESH,MATHURA,CHOMUHA,3249,0,0,0,0,0,0,3249
UTTAR PRADESH,MATHURA,FAREH,2462,0,0,0,0,0,0,2462
UTTAR PRADESH,MATHURA,GOVERDHAN,2419,0,0,0,0,0,0,2419
UTTAR PRADESH,MATHURA,MAAT,1772,0,0,0,0,0,0,1772
UTTAR PRADESH,MATHURA,MATHURA,3086,0,0,0,0,0,0,3086
UTTAR PRADESH,MATHURA,NAND GAWON,2607,0,0,0,0,0,0,2607
UTTAR PRADESH,MATHURA,NOHJHIL,5654,0,0,0,0,0,0,5654
UTTAR PRADESH,MATHURA,RAYA,3612,0,0,0,0,0,0,3612
UTTAR PRADESH,MATHURA,SADABAB,3529,0,0,0,0,0,0,3529
UTTAR PRADESH,MATHURA,SAHPAU,2842,0,0,0,0,0,0,2842
UTTAR PRADESH,MAU,BADRAW,618,0,0,0,0,0,0,618
UTTAR PRADESH,MAU,DOHARIGHAT,115,0,0,0,0,0,0,115
UTTAR PRADESH,MAU,FATEEHPUR MANDAVA,1668,0,0,0,0,0,0,1668
UTTAR PRADESH,MAU,GHOSI,401,0,0,0,0,0,0,401
UTTAR PRADESH,MAU,KOPAGANJ,1319,0,0,0,0,0,0,1319
UTTAR PRADESH,MAU,MUHAMMDABAD,1560,0,0,0,0,0,0,1560
UTTAR PRADESH,MAU,PARDHA,1513,0,0,0,0,0,0,1513
UTTAR PRADESH,MAU,RANIPUR,2897,0,0,0,0,0,0,2897
UTTAR PRADESH,MAU,RATANPURA,609,0,0,0,0,0,0,609
UTTAR PRADESH,MEERUT,BAGHPAT,3160,0,0,0,0,0,0,3160
UTTAR PRADESH,MEERUT,BARAUT,3543,0,0,0,0,0,0,3543
UTTAR PRADESH,MEERUT,BINAULI,3006,0,0,0,0,0,0,3006
UTTAR PRADESH,MEERUT,CHAPROULI,2797,0,0,0,0,0,0,2797
UTTAR PRADESH,MEERUT,DAURALA,2897,0,0,0,0,0,0,2897
UTTAR PRADESH,MEERUT,HASTINAPUR,3289,0,0,0,0,0,0,3289
UTTAR PRADESH,MEERUT,JANI KHURD,2097,0,0,0,0,0,0,2097
UTTAR PRADESH,MEERUT,KHARKHODA,2763,0,0,0,0,0,0,2763
UTTAR PRADESH,MEERUT,KHEKRA,2041,0,0,0,0,0,0,2041
UTTAR PRADESH,MEERUT,MACHHRA,3460,0,0,0,0,0,0,3460
UTTAR PRADESH,MEERUT,MAWANA,4962,0,0,0,0,0,0,4962
UTTAR PRADESH,MEERUT,MEERUT,1215,0,0,0,0,0,0,1215
UTTAR PRADESH,MEERUT,PARIKSHITGARH,4494,0,0,0,0,0,0,4494
UTTAR PRADESH,MEERUT,PILANA,2574,0,0,0,0,0,0,2574
UTTAR PRADESH,MEERUT,RAJPURA,2266,0,0,0,0,0,0,2266
UTTAR PRADESH,MEERUT,ROHTA,2757,0,0,0,0,0,0,2757
UTTAR PRADESH,MEERUT,SARDHANA,3715,0,0,0,0,0,0,3715
UTTAR PRADESH,MEERUT,SARURPUR KHURD,2110,0,0,0,0,0,0,2110
UTTAR PRADESH,MIRZAPUR,CHHANBEY,963,1,4,0,1,5,11,974
UTTAR PRADESH,MIRZAPUR,CITY,218,2,0,0,0,0,2,220
UTTAR PRADESH,MIRZAPUR,JAMALPUR,484,0,2,1,0,0,3,487
