-----
{
 "description": "The table refers to Block wise Distribution of Surface Lift Schemes in use according to Utilization of Potential Created. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftdistr5.15.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Lift Schemes in use according to Utilization of Potential Created", 
 "url": "http://data.gov.in/sites/default/files/srfcliftdistr5.15.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No. of constraints in utilisation,Constraints in utilisation - Inadequate power supply,Constraints in utilisation - Mechanical breakdown,Constraints in utilisation - Less water discharge,Constraints in utilisation - Storage siltation,Constraints in utilisation - Channel break down,Constraints in utilisation - Other reasons,Total,Total in use
BIHAR,GAYA,ATRI,3,0,0,0,0,0,0,0,3
BIHAR,GAYA,DOBHI,14,0,0,0,1,0,0,1,15
BIHAR,GAYA,DUMARIYA,36,0,1,0,5,0,0,6,42
BIHAR,GAYA,FATEHPUR,6,0,2,0,1,0,0,3,9
BIHAR,GAYA,GURARU,2,0,0,0,0,0,0,0,2
BIHAR,GAYA,MOHANPUR,0,0,3,0,0,0,0,3,3
BIHAR,GAYA,TEKARI,2,0,0,0,0,0,0,0,2
BIHAR,GOPAALGANJ,BAIKUNTHPUR,0,0,1,6,18,0,0,25,25
BIHAR,GOPAALGANJ,BHOREY,0,0,0,0,0,0,0,0,0
BIHAR,GOPAALGANJ,BIJAIPUR,0,0,0,0,0,0,0,0,0
BIHAR,GOPAALGANJ,HATHUA,0,1,2,0,3,0,0,6,6
BIHAR,GOPAALGANJ,PANCHDEWRI,0,0,0,0,1,0,0,1,1
BIHAR,GOPAALGANJ,UCHKAGAON,0,0,0,0,0,0,0,0,0
BIHAR,JAMUI,BARHAT,0,0,0,0,4,0,0,4,4
BIHAR,JAMUI,CHAKAI,0,0,2,5,5,33,0,45,45
BIHAR,JAMUI,GHIDHOR,0,0,0,1,0,0,0,1,1
BIHAR,JAMUI,JHAJHA,0,4,2,5,0,24,0,35,35
BIHAR,JAMUI,KHAIRA,0,2,1,0,0,0,0,3,3
BIHAR,JAMUI,LAXMIPUR,0,0,0,2,0,3,0,5,5
BIHAR,JAMUI,SONO,0,7,2,18,3,9,2,41,41
BIHAR,JEHANABAD,JEHANABAD,0,0,0,23,0,0,0,23,23
BIHAR,JEHANABAD,MAKHDUMPUR,0,0,2,0,0,0,0,2,2
BIHAR,KAIMUR (BHABUA),ADHAURA,0,1,0,34,9,1,0,45,45
BIHAR,KAIMUR (BHABUA),BHABUA,0,5,1,0,0,13,0,19,19
BIHAR,KAIMUR (BHABUA),BHAGWANPUR,0,0,0,2,0,3,0,5,5
BIHAR,KAIMUR (BHABUA),CHAINPUR,0,0,0,0,0,0,7,7,7
BIHAR,KAIMUR (BHABUA),CHAND,0,0,1,2,0,3,0,6,6
BIHAR,KAIMUR (BHABUA),DURGAWATI,0,0,0,0,0,2,0,2,2
BIHAR,KAIMUR (BHABUA),KUDRA,0,0,0,0,0,12,0,12,12
BIHAR,KAIMUR (BHABUA),MOHANIA,0,0,1,0,0,0,0,1,1
BIHAR,KAIMUR (BHABUA),NUAON,0,4,0,0,0,3,0,7,7
BIHAR,KAIMUR (BHABUA),RAMGARH,0,21,9,1,0,1,0,32,32
BIHAR,KATIHAR,BARARI,0,3,1,0,0,0,0,4,4
BIHAR,KATIHAR,HASANGANJ,0,0,0,0,0,0,0,0,0
BIHAR,KATIHAR,KADWA,0,0,0,0,7,0,0,7,7
BIHAR,KATIHAR,KORHA,0,0,1,0,0,11,0,12,12
BIHAR,KATIHAR,MANSAHI,0,0,0,0,0,0,0,0,0
BIHAR,KHAGARIA,ALAULI,0,0,0,0,0,0,0,0,0
BIHAR,KHAGARIA,CHAUTHAM,0,0,0,0,0,0,0,0,0
BIHAR,KHAGARIA,KHAGARIA,0,7,4,0,0,22,0,33,33
BIHAR,KHAGARIA,MANSI,0,0,0,0,0,20,0,20,20
BIHAR,KHAGARIA,PARBATTA,0,0,0,0,0,3,0,3,3
BIHAR,KISHANGANJ,BAHADURGANJ,0,0,0,0,0,1,0,1,1
BIHAR,KISHANGANJ,POTHIA,0,2,0,0,0,1,0,3,3
BIHAR,LAKHISARAI,LAKHISARAI,0,0,6,0,10,0,0,16,16
BIHAR,LAKHISARAI,SURYAGARAH,6,0,4,1,0,0,0,5,11
BIHAR,MADHEPURA,MADHEPURA,0,0,0,0,0,0,0,0,0
BIHAR,MADHEPURA,SINGHESHWAR,0,0,0,0,5,0,0,5,5
BIHAR,MADHEPURA,UDAKISHUNGANJ,0,0,0,0,0,0,0,0,0
BIHAR,MADHUBANI,BABUBARHI,0,0,14,3,8,0,0,25,25
BIHAR,MADHUBANI,JAYNAGAR,0,0,0,0,0,0,22,22,22
BIHAR,MADHUBANI,JHANJHARPUR,35,1,0,0,0,0,0,1,36
BIHAR,MADHUBANI,LADANIA,0,0,0,0,0,0,0,0,0
BIHAR,MADHUBANI,MADHWAPUR,22,4,1,3,0,0,0,8,30
BIHAR,MADHUBANI,RAJNAGAR,0,0,0,0,0,1,3,4,4
BIHAR,MADHUBANI,ROHIKA,0,0,0,0,0,0,2,2,2
BIHAR,MUNGER,BARIYARPUR,0,3,0,0,0,0,0,3,3
BIHAR,MUNGER,HAWALI KHAGARHPUR,0,1,0,4,2,6,0,13,13
BIHAR,MUNGER,SADAR MUNGER,0,1,0,0,0,0,0,1,1
BIHAR,MUZAFFARPUR,AURAI,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR,BANDRA,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR,GAIGHAT,0,0,0,4,0,0,0,4,4
BIHAR,MUZAFFARPUR,KANTI,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR,KATRA,0,2,6,0,16,9,0,33,33
BIHAR,MUZAFFARPUR,KURHANI,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR,MORAUL,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR,MOTIPUR,0,0,0,0,1,0,0,1,1
BIHAR,MUZAFFARPUR,PAROO,0,1,0,0,0,0,0,1,1
BIHAR,MUZAFFARPUR,SAHEBGANJ,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR,SARAIYA,0,1,0,0,0,0,0,1,1
BIHAR,NALANDA,ASTHAWAN,0,0,0,0,0,9,0,9,9
BIHAR,NALANDA,BEN,0,0,0,0,0,4,0,4,4
BIHAR,NALANDA,BIHARSHARIF,0,0,0,0,0,4,0,4,4
BIHAR,NALANDA,GIRIYAK,0,0,0,0,0,4,0,4,4
BIHAR,NALANDA,HARNAUT,0,0,0,0,0,5,0,5,5
BIHAR,NALANDA,HILSA,0,0,0,0,0,11,0,11,11
BIHAR,NALANDA,KARAIPARSURAI,0,0,0,0,0,5,0,5,5
BIHAR,NALANDA,RAJGIR,0,0,0,0,0,35,0,35,35
BIHAR,NALANDA,SARMERA,0,0,0,0,0,0,0,0,0
BIHAR,NAWADA,AKBARPUR,0,0,0,1,0,0,0,1,1
BIHAR,NAWADA,KAWAKOLE,0,0,0,0,0,0,0,0,0
BIHAR,NAWADA,NARDIGUNJ,0,0,0,0,0,0,0,0,0
BIHAR,NAWADA,NAWADA,0,0,16,1,0,0,0,17,17
BIHAR,NAWADA,RAJAULI,0,0,0,0,0,0,0,0,0
BIHAR,NAWADA,ROH,0,0,0,2,0,0,0,2,2
BIHAR,NAWADA,SIRDALA,0,0,0,0,0,0,0,0,0
BIHAR,PATNA,BIHTA,0,0,0,0,0,0,5,5,5
BIHAR,PATNA,FATUHA,0,4,0,0,0,0,0,4,4
BIHAR,PATNA,MASAURHI,0,62,0,0,0,0,0,62,62
BIHAR,PATNA,PALIGANJ,0,2,0,0,0,0,0,2,2
BIHAR,PATNA,PHULWARI,0,15,0,0,0,0,0,15,15
BIHAR,PATNA,PUNPUN,0,0,0,0,0,0,0,0,0
BIHAR,PATNA,SAMPATCHAK,0,13,0,0,0,0,0,13,13
BIHAR,PURNIA,BAISA,0,1,0,0,0,0,0,1,1
BIHAR,PURNIA,KRITYANAND NAGAR,0,1,0,0,0,2,0,3,3
BIHAR,ROHTAS(SASARAM),AKHORIGOLA,0,0,0,0,0,0,2,2,2
BIHAR,ROHTAS(SASARAM),DEHRI,0,0,0,0,0,3,0,3,3
BIHAR,ROHTAS(SASARAM),KOCHAS,0,0,0,0,3,0,0,3,3
BIHAR,ROHTAS(SASARAM),SASARAM,0,0,0,6,0,0,0,6,6
BIHAR,ROHTAS(SASARAM),SHEOSAGAR,0,0,7,0,0,0,0,7,7
BIHAR,SAHARSA,KAHARA,0,0,8,0,0,7,0,15,15
BIHAR,SAHARSA,NAUHATTA,0,0,0,0,0,4,0,4,4
BIHAR,SAMASTIPUR,BIBHUTIPUR,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,DALSINGHSARAI,0,0,1,0,3,0,0,4,4
BIHAR,SAMASTIPUR,KALYANPUR,0,0,2,0,0,0,0,2,2
BIHAR,SAMASTIPUR,KHANPUR,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,MOHIUDDIN NAGAR,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,MORWA,0,0,1,0,0,0,0,1,1
BIHAR,SAMASTIPUR,ROSERA,0,0,2,0,0,0,0,2,2
BIHAR,SAMASTIPUR,SAMASTIPUR,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,SARAIRANJAN,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,SHIVAJINAGAR,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,SINGHIA,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,TAJPUR,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,UJIYARPUR,0,1,0,0,0,0,0,1,1
BIHAR,SAMASTIPUR,VIDHYAPATINAGAR,0,0,0,0,0,0,0,0,0
BIHAR,SARAN,DARIYAPUR,0,0,0,1,0,2,0,3,3
BIHAR,SARAN,JALAPUR,0,0,0,2,0,3,0,5,5
BIHAR,SARAN,MAKER,0,0,0,1,0,0,0,1,1
BIHAR,SARAN,REVILGANJ,0,0,1,0,1,18,0,20,20
BIHAR,SARAN,TRAIYA,0,0,2,0,0,2,0,4,4
BIHAR,SHEKHPURA,ARIYARI,0,0,2,0,5,0,0,7,7
BIHAR,SHEKHPURA,GHAT KUSUMBHA,0,0,2,0,0,0,0,2,2
BIHAR,SHEKHPURA,SHEKHPURA,0,0,1,0,0,3,0,4,4
BIHAR,SHEOHAR,PIPRAHARI,0,0,0,0,0,0,0,0,0
BIHAR,SITAMARHI,BAJPATTI,0,0,0,0,0,0,0,0,0
BIHAR,SITAMARHI,BATHNAHA,0,0,0,0,1,7,0,8,8
BIHAR,SITAMARHI,DUMRA,0,0,0,0,0,1,1,2,2
BIHAR,SITAMARHI,MEJARGANJ,0,0,0,0,0,0,0,0,0
BIHAR,SITAMARHI,RIGA,0,0,0,0,1,1,0,2,2
BIHAR,SITAMARHI,SONWARSA,0,0,0,5,0,2,0,7,7
BIHAR,SIWAN,ANDER,0,0,0,7,0,0,0,7,7
BIHAR,SIWAN,BARHARIA,0,0,0,0,0,0,0,0,0
BIHAR,SIWAN,DARAULI,0,0,10,0,0,0,0,10,10
BIHAR,SIWAN,GOREAKOTHI,0,0,0,2,14,0,0,16,16
BIHAR,SIWAN,GUTHANI,0,26,0,0,2,0,0,28,28
BIHAR,SIWAN,HASANPURA,0,1,0,0,2,0,0,3,3
BIHAR,SIWAN,HUSSAINGANJ,0,0,0,0,0,0,0,0,0
BIHAR,SIWAN,JIRADEI,0,0,0,21,7,0,0,28,28
BIHAR,SIWAN,MAHARAJGANJ,0,0,0,0,0,0,0,0,0
BIHAR,SIWAN,MAIRWA,0,0,0,0,0,0,0,0,0
BIHAR,SIWAN,NAUTAN,0,0,0,0,0,0,0,0,0
BIHAR,SIWAN,RAGHUNATHPUR,0,16,3,0,3,0,0,22,22
BIHAR,SIWAN,SISWAN,0,0,0,0,0,0,0,0,0
BIHAR,SIWAN,SIWAN,0,0,0,0,0,0,0,0,0
BIHAR,SUPAUL,BASANTPUR,0,0,0,0,0,0,0,0,0
BIHAR,VAISHALI,GORAUL,0,0,0,0,0,0,0,0,0
BIHAR,VAISHALI,MAHNAR,0,0,4,0,0,0,0,4,4
BIHAR,VAISHALI,MAHUA,0,0,0,0,0,0,0,0,0
BIHAR,VAISHALI,PATEPUR,0,0,0,0,0,0,0,0,0
BIHAR,WEST CHAMPARAN,LAURIA,0,0,0,0,0,0,0,0,0
BIHAR,WEST CHAMPARAN,MAJHAULIA,0,0,1,0,0,0,0,1,1
BIHAR,WEST CHAMPARAN,SIKTA,0,0,28,0,0,0,0,28,28
CHHATTISGARH,BASTER,JAGDALPUR,0,0,1,61,1080,0,29,1171,1171
CHHATTISGARH,BASTER,KESHKAL,0,0,0,0,20,0,0,20,20
CHHATTISGARH,BASTER,KONDAGAON,0,0,1,36,140,0,274,451,451
CHHATTISGARH,BASTER,NARAYANPUR,0,0,0,0,6,0,0,6,6
CHHATTISGARH,BILASPUR,BELHA,7,0,0,0,14,0,0,14,21
CHHATTISGARH,BILASPUR,BILASPUR,30,0,0,0,2,0,0,2,32
CHHATTISGARH,BILASPUR,KOTA,39,0,1,3,5,0,1,10,49
CHHATTISGARH,BILASPUR,LORMI,105,0,0,0,1,0,0,1,106
CHHATTISGARH,BILASPUR,MASTURI,58,1,0,0,0,0,0,1,59
CHHATTISGARH,BILASPUR,MUNGELI,26,0,0,0,0,0,1,1,27
CHHATTISGARH,BILASPUR,PENDRA-ROAD,51,0,0,0,0,0,0,0,51
CHHATTISGARH,BILASPUR,TAKHATPUR,32,0,0,0,0,0,0,0,32
CHHATTISGARH,DANTEWADA,BEEJAPUR,0,0,0,1,1,0,8,10,10
CHHATTISGARH,DANTEWADA,BHOPALPATNAM,0,1,2,0,1,0,1,5,5
CHHATTISGARH,DANTEWADA,DANTEVADA,0,0,0,0,8,0,4,12,12
CHHATTISGARH,DANTEWADA,KONTA,0,0,0,0,191,0,14,205,205
CHHATTISGARH,DHAMTARI,DHAMTARI,0,0,0,0,25,0,0,25,25
CHHATTISGARH,DHAMTARI,KURUD,0,0,0,0,13,0,15,28,28
CHHATTISGARH,DHAMTARI,NAGARI,0,0,0,0,35,2,7,44,44
CHHATTISGARH,DURG,BALOD,0,0,0,0,1,0,0,1,1
CHHATTISGARH,DURG,BEMETARA,0,12,1,1,6,0,26,46,46
CHHATTISGARH,DURG,BERLA,0,1,0,7,59,10,20,97,97
CHHATTISGARH,DURG,DHMADHA,0,23,0,3,46,0,47,119,119
CHHATTISGARH,DURG,DONDILOHAR,1,8,0,25,6,0,37,76,77
CHHATTISGARH,DURG,DURG,0,100,3,5,171,0,56,335,335
CHHATTISGARH,DURG,GUNDERDEHI,0,0,0,3,9,0,1,13,13
CHHATTISGARH,DURG,NAVAGARH,0,5,0,0,1,0,4,10,10
CHHATTISGARH,DURG,PATAN,0,0,0,208,342,17,30,597,597
CHHATTISGARH,JANJGIR-CHAMPA,CHAMPA,58,0,0,0,175,2,0,177,235
CHHATTISGARH,JANJGIR-CHAMPA,DABHARA,22,0,0,0,50,0,0,50,72
CHHATTISGARH,JANJGIR-CHAMPA,JAIJAIPUR,84,1,0,2,231,1,16,251,335
CHHATTISGARH,JANJGIR-CHAMPA,JANJGIR,76,0,0,0,213,2,24,239,315
CHHATTISGARH,JANJGIR-CHAMPA,MALKHARODA,26,0,0,0,196,4,2,202,228
CHHATTISGARH,JANJGIR-CHAMPA,NAVAGARH,243,0,0,0,375,6,0,381,624
CHHATTISGARH,JANJGIR-CHAMPA,PAMGARH,172,1,0,0,342,10,0,353,525
CHHATTISGARH,JANJGIR-CHAMPA,SAKTI,114,0,0,0,239,1,0,240,354
CHHATTISGARH,JASHPUR,BAGICHA,28,0,0,0,2,0,0,2,30
CHHATTISGARH,JASHPUR,JASHPUR,116,0,0,0,4,0,0,4,120
CHHATTISGARH,JASHPUR,KUNKURI,17,0,0,0,2,0,0,2,19
CHHATTISGARH,JASHPUR,PATHALGAON,327,0,0,4,8,0,14,26,353
CHHATTISGARH,KANKER,ANTAGAR,0,0,0,0,3,0,0,3,3
CHHATTISGARH,KANKER,BHANUPRATAPPUR,0,0,0,19,49,0,40,108,108
CHHATTISGARH,KANKER,CHARAMA,0,0,0,3,20,0,1,24,24
CHHATTISGARH,KANKER,KANKER,0,1,0,3,25,0,5,34,34
CHHATTISGARH,KANKER,NARHARPUR,0,18,0,5,56,0,10,89,89
CHHATTISGARH,KANKER,PAKHANJUR,0,2,0,35,23,0,8,68,68
CHHATTISGARH,KORBA,KARTALA,674,0,1,0,1046,19,0,1066,1740
CHHATTISGARH,KORBA,KATGHORA,129,0,0,0,0,0,0,0,129
CHHATTISGARH,KORBA,KORBA,250,0,0,0,2,20,0,22,272
CHHATTISGARH,KORBA,PALI,121,1,0,0,1,8,0,10,131
CHHATTISGARH,KORIA,BAIKUNTHPUR,225,0,1,15,6,0,1,23,248
CHHATTISGARH,KORIA,BHARATPUR,195,9,3,4,1,0,13,30,225
CHHATTISGARH,KORIA,MANENDRAGARH,198,2,3,0,6,0,6,17,215
CHHATTISGARH,KORIA,SONHAT,15,1,0,0,0,0,0,1,16
CHHATTISGARH,KVARDHA,KVARDHA,0,9,2,12,149,0,10,182,182
CHHATTISGARH,KVARDHA,PANDARIYA,0,9,0,3,92,0,0,104,104
CHHATTISGARH,MAHASAMUND,BASNA,0,9,0,57,18,0,4,88,88
CHHATTISGARH,MAHASAMUND,MAHASAMUND,0,8,0,9,103,0,30,150,150
CHHATTISGARH,MAHASAMUND,SARIYPALI,0,2,0,6,51,0,0,59,59
CHHATTISGARH,RAIGARH,DHARAMJAIGARH,236,0,1,15,20,0,12,48,284
CHHATTISGARH,RAIGARH,GHARGODA,572,1,0,0,469,1,10,481,1053
CHHATTISGARH,RAIGARH,KHARSIYA,157,0,1,1,32,1,5,40,197
CHHATTISGARH,RAIGARH,LAILUNGA,56,0,0,6,26,1,86,119,175
CHHATTISGARH,RAIGARH,RAIGARH,569,7,1,22,4,0,90,124,693
CHHATTISGARH,RAIGARH,SARANGARH,332,33,1,9,2,0,3,48,380
CHHATTISGARH,RAIPUR,ABHANPUR,0,0,0,9,29,0,4,42,42
CHHATTISGARH,RAIPUR,ARANG,0,0,0,0,65,0,65,130,130
CHHATTISGARH,RAIPUR,BHATAPARA,0,0,0,0,47,0,2,49,49
CHHATTISGARH,RAIPUR,BILAIGARH,0,0,0,28,193,0,0,221,221
CHHATTISGARH,RAIPUR,BLOUDABAJAR,0,0,0,0,25,0,1,26,26
CHHATTISGARH,RAIPUR,DEVBHOG,0,0,0,0,6,0,17,23,23
CHHATTISGARH,RAIPUR,GARIYABAND,0,0,1,0,20,0,3,24,24
CHHATTISGARH,RAIPUR,KASDOL,0,1,0,1,24,0,0,26,26
CHHATTISGARH,RAIPUR,PALARI,0,0,0,0,46,0,0,46,46
CHHATTISGARH,RAIPUR,RAIPUR,0,0,0,3,160,0,70,233,233
CHHATTISGARH,RAIPUR,RAJIM,0,0,0,1,0,0,1,2,2
CHHATTISGARH,RAIPUR,SIMGA,0,0,3,0,9,0,22,34,34
CHHATTISGARH,RAIPUR,TILDA,7,0,1,5,176,1,3,186,193
CHHATTISGARH,RAJNANDGAON,AMBAGARH CHOUKI,0,0,0,0,1,0,0,1,1
CHHATTISGARH,RAJNANDGAON,CHHUIKHADAN,0,0,1,0,5,0,0,6,6
CHHATTISGARH,RAJNANDGAON,DONGAR GAON,0,0,0,1,23,0,2,26,26
CHHATTISGARH,RAJNANDGAON,KHAIRAGARH,0,0,0,0,26,0,7,33,33
CHHATTISGARH,RAJNANDGAON,MANPUR,0,15,0,0,0,0,0,15,15
CHHATTISGARH,RAJNANDGAON,MOHLA,0,0,0,0,1,0,0,1,1
CHHATTISGARH,RAJNANDGAON,RAJNANDGAON,0,0,0,0,43,0,0,43,43
CHHATTISGARH,SURGUJA,AMBIKAPUR,543,1,0,8,7,1,0,17,560
CHHATTISGARH,SURGUJA,LUNDRA,249,0,1,1,0,0,32,34,283
CHHATTISGARH,SURGUJA,PAL,828,6,0,8,20,25,118,177,1005
CHHATTISGARH,SURGUJA,PRATAPPUR,616,2,0,3,4,0,35,44,660
CHHATTISGARH,SURGUJA,RAJPUR,404,1,0,5,0,0,0,6,410
CHHATTISGARH,SURGUJA,SAMRI,750,0,0,0,10,3,1,14,764
CHHATTISGARH,SURGUJA,SITAPUR,195,2,0,14,4,0,1,21,216
CHHATTISGARH,SURGUJA,SURAJPUR,642,6,7,8,68,9,20,118,760
CHHATTISGARH,SURGUJA,WADRAFNAGAR,271,0,0,0,11,6,0,17,288
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,AMBOLI,26,0,0,0,0,1,0,1,27
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DADRA,3,0,0,0,0,0,0,0,3
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DAPADA,8,0,0,0,0,0,0,0,8
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DUDHANI,7,0,0,0,0,0,0,0,7
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,KHANVEL,3,0,0,0,0,1,0,1,4
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,KILAVANI,2,0,0,0,0,1,0,1,3
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,MANDONI,5,0,0,0,0,0,0,0,5
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,NAROLI,2,0,0,0,0,0,0,0,2
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,RANDHA,1,0,0,0,0,1,0,1,2
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,SILVASSA-I,3,0,0,0,0,0,0,0,3
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,SILVASSA-II,7,0,0,0,0,0,0,0,7
DELHI,NANGLOI,NANGLOI,24,0,0,0,1,13,0,14,38
GOA,NORTH GOA,BICHOLIM,46,1,0,1,0,2,4,8,54
GOA,NORTH GOA,PERNEM,29,3,1,2,0,6,37,49,78
GOA,NORTH GOA,PONDA,73,0,0,0,1,4,1,6,79
GOA,NORTH GOA,SATTARI,179,6,0,1,0,2,19,28,207
GOA,NORTH GOA,TISWADI,0,0,0,0,2,0,1,3,3
GOA,SOUTH GOA,CANACONA,23,0,0,1,0,0,0,1,24
GOA,SOUTH GOA,MORMUGAO,1,0,0,0,0,0,0,0,1
GOA,SOUTH GOA,QUEPEM,78,1,0,12,0,9,1,23,101
GOA,SOUTH GOA,SALCETE,11,0,26,0,0,0,3,29,40
GOA,SOUTH GOA,SANGUEM,291,31,10,25,2,8,24,100,391
GUJARAT,AHMEDABAD,DETROJ-RAMPURA,0,7,0,0,0,0,0,7,7
GUJARAT,AHMEDABAD,DHOLKA,0,1,0,0,2,0,0,3,3
GUJARAT,AHMEDABAD,SANAND,0,1,0,0,0,0,0,1,1
GUJARAT,BANASKANTHA,DANTA,0,0,0,12,0,0,0,12,12
GUJARAT,BHARUCH,AMOD,0,0,0,0,0,0,0,0,0
GUJARAT,BHARUCH,JAMBUSAR,0,2,0,0,0,0,0,2,2
GUJARAT,DAHOD,DEVGADH BARIA,0,0,0,3,0,0,0,3,3
GUJARAT,DAHOD,DHANPUR,0,8,0,0,0,0,0,8,8
GUJARAT,DAHOD,DOHAD,0,0,0,0,0,0,0,0,0
GUJARAT,DAHOD,FATEPURA,0,0,0,0,0,0,0,0,0
GUJARAT,DAHOD,GARBADA,0,0,0,0,0,0,0,0,0
GUJARAT,DAHOD,JHALOD,0,1,0,4,0,0,0,5,5
GUJARAT,DAHOD,LIMKHEDA,0,3,0,29,0,0,0,32,32
GUJARAT,DANG,DANG,0,5,0,0,0,0,0,5,5
GUJARAT,KACHCHH,ABDASA,0,26,0,32,1,0,43,102,102
GUJARAT,KACHCHH,BHACHAU,0,0,0,0,8,1,2,11,11
GUJARAT,KACHCHH,BHUJ,0,40,0,0,0,0,4,44,44
GUJARAT,KACHCHH,MANDVI,0,0,0,0,0,0,57,57,57
GUJARAT,KACHCHH,MUNDRA,0,0,0,0,0,0,0,0,0
GUJARAT,KACHCHH,NAKHATRANA,0,0,0,0,0,0,0,0,0
GUJARAT,KACHCHH,RAPAR,0,0,0,0,0,0,17,17,17
GUJARAT,KHEDA,BALASINOR,0,0,0,0,0,0,0,0,0
GUJARAT,KHEDA,KAPADVANJ,0,0,0,0,0,0,0,0,0
GUJARAT,KHEDA,NADIAD,0,0,0,0,0,0,0,0,0
GUJARAT,NAVSARI,BANSDA,0,0,0,0,15,0,0,15,15
GUJARAT,NAVSARI,CHIKHLI,0,0,0,89,44,3,0,136,136
GUJARAT,NAVSARI,GANDEVI,0,0,0,0,0,15,0,15,15
GUJARAT,PATAN,SANTALPUR,0,0,0,0,2,0,0,2,2
GUJARAT,RAJKOT,DHORAJI,0,0,0,14,0,0,0,14,14
GUJARAT,RAJKOT,GONDAL,0,0,97,217,92,1,0,407,407
GUJARAT,RAJKOT,JAMKANDORNA,0,0,0,0,0,0,0,0,0
GUJARAT,RAJKOT,JETPUR,0,0,0,0,0,0,0,0,0
GUJARAT,RAJKOT,KOTADA SANGANI,0,17,0,0,0,0,0,17,17
GUJARAT,RAJKOT,MALIYA,0,0,165,0,0,0,0,165,165
GUJARAT,RAJKOT,MORVI,0,0,5,0,0,0,0,5,5
GUJARAT,RAJKOT,TANKARA,0,0,86,5,7,0,0,98,98
GUJARAT,RAJKOT,WANKANER,0,0,21,0,0,0,0,21,21
GUJARAT,SABARKANTHA,BHILODA,0,0,0,32,0,0,0,32,32
GUJARAT,SABARKANTHA,DHANSURA,0,0,0,92,0,0,0,92,92
GUJARAT,SABARKANTHA,HIMATNAGAR,0,0,0,28,0,0,0,28,28
GUJARAT,SABARKANTHA,KHEDBRAHMA,0,0,0,14,0,0,0,14,14
GUJARAT,SABARKANTHA,MODASA,0,0,0,51,0,0,0,51,51
GUJARAT,SURAT,MAHUVA,0,0,0,0,1,0,0,1,1
GUJARAT,SURAT,MANDVI,0,0,0,0,1,0,0,1,1
GUJARAT,SURAT,MANGROL,0,0,0,0,7,0,0,7,7
GUJARAT,SURAT,NIZAR,0,0,0,0,2,0,0,2,2
GUJARAT,SURAT,SONGADH,0,0,0,1,1,0,7,9,9
GUJARAT,SURAT,VYARA,0,0,0,0,69,0,21,90,90
GUJARAT,SURENDRANAGAR,CHOTILA,0,0,0,0,0,0,0,0,0
GUJARAT,SURENDRANAGAR,DHRANGADHRA,0,0,89,0,0,0,0,89,89
GUJARAT,SURENDRANAGAR,HALVAD,0,14,1,0,23,0,0,38,38
GUJARAT,SURENDRANAGAR,LAKHTAR,0,0,0,0,2,0,0,2,2
GUJARAT,SURENDRANAGAR,LIMDI,1,0,0,0,0,0,0,0,1
GUJARAT,SURENDRANAGAR,MULI,0,0,0,0,0,0,0,0,0
GUJARAT,SURENDRANAGAR,SAYLA,0,0,1,0,0,0,0,1,1
GUJARAT,VADODARA,CHHOTA UDAIPUR,0,0,1,5,0,0,0,6,6
GUJARAT,VADODARA,JETPUR  PAVI,0,0,0,3,0,0,0,3,3
GUJARAT,VADODARA,KAVANT,0,10,0,20,0,7,0,37,37
GUJARAT,VADODARA,NASVADI,0,1,0,0,1,0,0,2,2
GUJARAT,VADODARA,SAVLI,1,0,0,0,0,3,4,7,8
GUJARAT,VADODARA,VADODARA,0,2,0,0,0,3,0,5,5
GUJARAT,VALSAD,DHARMPUR,2,0,0,1,0,0,64,65,67
GUJARAT,VALSAD,KAPRADA,0,0,0,0,0,0,24,24,24
