-----
{
 "description": "The table refers to Block wise Distribution of Shallow Tubewells according to The Farmers holding size. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.3.csv", 
 "title": "Download CSV for Blockwise Distribution of Shallow Tubewells according to The Farmers holding size", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.3.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Marginal (0-1 ha),Small (1-2 ha),Medium (2-10 ha),Big ( > 10 ha),Total
ANDHRA PRADESH,ADILABAD,TANUR,249,200,144,3,596
ANDHRA PRADESH,ADILABAD,UTNUR,8,23,12,0,43
ANDHRA PRADESH,ADILABAD,VEMANPALLE,63,26,15,0,104
ANDHRA PRADESH,ADILABAD,WANKDI,0,1,0,0,1
ANDHRA PRADESH,ANANTHAPUR,AGALI,149,348,217,4,718
ANDHRA PRADESH,ANANTHAPUR,AMADAGUR,0,3,275,8,286
ANDHRA PRADESH,ANANTHAPUR,AMARAPURAM,31,114,187,13,345
ANDHRA PRADESH,ANANTHAPUR,ANANTAPUR,92,92,130,9,323
ANDHRA PRADESH,ANANTHAPUR,ATMAKUR,16,68,65,0,149
ANDHRA PRADESH,ANANTHAPUR,BATHALAPALLE,50,125,266,49,490
ANDHRA PRADESH,ANANTHAPUR,BELUGUPPA,65,145,269,56,535
ANDHRA PRADESH,ANANTHAPUR,BOMMANAHAL,18,139,381,50,588
ANDHRA PRADESH,ANANTHAPUR,BRAHMASAMUDRAM,116,187,240,21,564
ANDHRA PRADESH,ANANTHAPUR,BUKKAPATNAM,49,40,51,2,142
ANDHRA PRADESH,ANANTHAPUR,BUKKARAYASAMUDRAM,181,284,560,15,1040
ANDHRA PRADESH,ANANTHAPUR,CHENNE KOTHAPALLE,9,262,411,9,691
ANDHRA PRADESH,ANANTHAPUR,CHILAMATHUR,28,261,215,22,526
ANDHRA PRADESH,ANANTHAPUR,D.HIRCHAL,120,439,922,2,1483
ANDHRA PRADESH,ANANTHAPUR,DHARMAVARAM,17,55,208,28,308
ANDHRA PRADESH,ANANTHAPUR,GANDLAPENTA,14,14,67,1,96
ANDHRA PRADESH,ANANTHAPUR,GARLADINNE,188,333,563,60,1144
ANDHRA PRADESH,ANANTHAPUR,GOOTY,31,113,237,30,411
ANDHRA PRADESH,ANANTHAPUR,GORANTLA,45,245,94,0,384
ANDHRA PRADESH,ANANTHAPUR,GUDIBANDA,24,95,155,26,300
ANDHRA PRADESH,ANANTHAPUR,GUMMAGATTA,37,184,331,45,597
ANDHRA PRADESH,ANANTHAPUR,GUNTAKAL,47,161,233,10,451
ANDHRA PRADESH,ANANTHAPUR,HINDUPUR,213,160,180,7,560
ANDHRA PRADESH,ANANTHAPUR,KADIRI,87,80,97,1,265
ANDHRA PRADESH,ANANTHAPUR,KALYANDURG,36,133,217,30,416
ANDHRA PRADESH,ANANTHAPUR,KAMBADUR,0,78,218,49,345
ANDHRA PRADESH,ANANTHAPUR,KANAGANAPALLE,13,75,366,27,481
ANDHRA PRADESH,ANANTHAPUR,KANEKAL,161,266,514,39,980
ANDHRA PRADESH,ANANTHAPUR,KOTHACHERUVU,194,155,51,1,401
ANDHRA PRADESH,ANANTHAPUR,KUDAIR,44,140,204,20,408
ANDHRA PRADESH,ANANTHAPUR,KUNDURPI,4,24,49,20,97
ANDHRA PRADESH,ANANTHAPUR,LEPAKSHI,77,431,439,16,963
ANDHRA PRADESH,ANANTHAPUR,MADAKASIRA,157,164,147,6,474
ANDHRA PRADESH,ANANTHAPUR,MUDIGUBBA,0,56,238,28,322
ANDHRA PRADESH,ANANTHAPUR,NALLACHERUVU,127,134,107,0,368
ANDHRA PRADESH,ANANTHAPUR,NALLAMADA,56,106,99,4,265
ANDHRA PRADESH,ANANTHAPUR,NAMBULIPULIKUNTA,101,171,103,5,380
ANDHRA PRADESH,ANANTHAPUR,NARPALA,50,94,205,40,389
ANDHRA PRADESH,ANANTHAPUR,OBULADEVARACHERUVU,2,30,239,4,275
ANDHRA PRADESH,ANANTHAPUR,PAMIDI,104,158,393,32,687
ANDHRA PRADESH,ANANTHAPUR,PARIGI,92,195,265,15,567
ANDHRA PRADESH,ANANTHAPUR,PEDDAPAPPUR,183,637,868,0,1688
ANDHRA PRADESH,ANANTHAPUR,PEDDAVADUGUR,89,193,410,18,710
ANDHRA PRADESH,ANANTHAPUR,PENU KONDA,107,158,163,13,441
ANDHRA PRADESH,ANANTHAPUR,PUTLUR,17,126,1310,50,1503
ANDHRA PRADESH,ANANTHAPUR,PUTTAPARTHI,168,108,62,0,338
ANDHRA PRADESH,ANANTHAPUR,RAMAGIRI,24,87,208,2,321
ANDHRA PRADESH,ANANTHAPUR,RAPTADU,119,244,240,9,612
ANDHRA PRADESH,ANANTHAPUR,RAYADURG,62,227,413,42,744
ANDHRA PRADESH,ANANTHAPUR,RODDAM,22,229,743,95,1089
ANDHRA PRADESH,ANANTHAPUR,ROLLA,119,236,179,3,537
ANDHRA PRADESH,ANANTHAPUR,SETTUR,21,51,25,4,101
ANDHRA PRADESH,ANANTHAPUR,SINGANAMALA,129,228,325,10,692
ANDHRA PRADESH,ANANTHAPUR,SOMANDEPALLE,33,179,197,8,417
ANDHRA PRADESH,ANANTHAPUR,TADIMARRI,17,121,227,15,380
ANDHRA PRADESH,ANANTHAPUR,TADPATRI,184,251,507,42,984
ANDHRA PRADESH,ANANTHAPUR,TALUPULA,85,187,130,3,405
ANDHRA PRADESH,ANANTHAPUR,TANAKAL,24,49,59,1,133
ANDHRA PRADESH,ANANTHAPUR,URAVAKONDA,22,86,59,8,175
ANDHRA PRADESH,ANANTHAPUR,VAJRAKARUR,12,73,92,20,197
ANDHRA PRADESH,ANANTHAPUR,VIDAPANAKAL,20,58,80,1,159
ANDHRA PRADESH,ANANTHAPUR,YADIKI,39,203,504,13,759
ANDHRA PRADESH,ANANTHAPUR,YELLANUR,109,195,828,74,1206
ANDHRA PRADESH,CHITTOOR,B KOTHAKOTA,148,63,12,0,223
ANDHRA PRADESH,CHITTOOR,BAIREDDI PALLE,157,205,20,0,382
ANDHRA PRADESH,CHITTOOR,BANGARUPALEM,23,35,40,1,99
ANDHRA PRADESH,CHITTOOR,BUCHINAIDU KHANDRIGA,10,82,28,0,120
ANDHRA PRADESH,CHITTOOR,CHANDRAGIRI,67,35,12,0,114
ANDHRA PRADESH,CHITTOOR,CHINNAGOTTIGALLU,219,350,189,0,758
ANDHRA PRADESH,CHITTOOR,CHITTOOR,24,22,18,0,64
ANDHRA PRADESH,CHITTOOR,CHOWDEPALLE,7,39,44,6,96
ANDHRA PRADESH,CHITTOOR,GANGADHARA NELLORE,42,83,22,0,147
ANDHRA PRADESH,CHITTOOR,GANGAVARAM,45,50,9,0,104
ANDHRA PRADESH,CHITTOOR,GUDI PALLE,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,GUDIPALA,1,3,18,0,22
ANDHRA PRADESH,CHITTOOR,GURRAMKONDA,15,36,10,0,61
ANDHRA PRADESH,CHITTOOR,K V P PURAM,146,403,87,0,636
ANDHRA PRADESH,CHITTOOR,KALAKADA,19,122,221,9,371
ANDHRA PRADESH,CHITTOOR,KALIKIRI,102,167,183,1,453
ANDHRA PRADESH,CHITTOOR,KAMBHAMVARIPALLE,6,30,63,2,101
ANDHRA PRADESH,CHITTOOR,KARVETINAGAR,289,576,114,0,979
ANDHRA PRADESH,CHITTOOR,KUPPAM,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,KURABALAKOTA,3,61,108,2,174
ANDHRA PRADESH,CHITTOOR,MANDANPALLE,315,259,156,0,730
ANDHRA PRADESH,CHITTOOR,MULAKALACHERUVU,5,16,83,4,108
ANDHRA PRADESH,CHITTOOR,NAGALAPURAM,221,229,88,0,538
ANDHRA PRADESH,CHITTOOR,NAGARI,188,298,80,8,574
ANDHRA PRADESH,CHITTOOR,NARAYANAVANAM,206,153,61,1,421
ANDHRA PRADESH,CHITTOOR,NIMMANAPALLE,21,74,86,2,183
ANDHRA PRADESH,CHITTOOR,NINDRA,308,364,198,0,870
ANDHRA PRADESH,CHITTOOR,PAKALA,105,193,12,0,310
ANDHRA PRADESH,CHITTOOR,PALAMANER,90,90,24,0,204
ANDHRA PRADESH,CHITTOOR,PALASAMUDRAM,84,52,14,1,151
ANDHRA PRADESH,CHITTOOR,PEDDA PANJANI,45,78,69,6,198
ANDHRA PRADESH,CHITTOOR,PEDDAMANDYAM,20,20,26,4,70
ANDHRA PRADESH,CHITTOOR,PEDDATHIPPASAMUDRAM,32,78,98,2,210
ANDHRA PRADESH,CHITTOOR,PENUMURU,52,42,22,0,116
ANDHRA PRADESH,CHITTOOR,PICHATUR,50,81,66,0,197
ANDHRA PRADESH,CHITTOOR,PILERU,1,23,42,2,68
ANDHRA PRADESH,CHITTOOR,PULICHERLA,4,21,14,0,39
ANDHRA PRADESH,CHITTOOR,PUNGANUR,66,132,86,0,284
ANDHRA PRADESH,CHITTOOR,PUTHALAPATTU,338,459,123,5,925
ANDHRA PRADESH,CHITTOOR,PUTTUR,289,248,32,1,570
ANDHRA PRADESH,CHITTOOR,RAMA KUPPAM,5,15,51,1,72
ANDHRA PRADESH,CHITTOOR,RAMACHANDRAPURAM,227,265,55,1,548
ANDHRA PRADESH,CHITTOOR,RAMASAMUDRAM,19,13,35,0,67
ANDHRA PRADESH,CHITTOOR,RENIGUNTA,275,201,72,0,548
ANDHRA PRADESH,CHITTOOR,ROMPICHERLA,4,49,52,0,105
ANDHRA PRADESH,CHITTOOR,SANTHI PURAM,0,10,2,1,13
ANDHRA PRADESH,CHITTOOR,SODAM,21,26,36,1,84
ANDHRA PRADESH,CHITTOOR,SOMALA,10,37,15,0,62
ANDHRA PRADESH,CHITTOOR,SRIKALAHASTI,116,156,124,4,400
ANDHRA PRADESH,CHITTOOR,SRIRANGARAJAPURAM,113,192,32,1,338
ANDHRA PRADESH,CHITTOOR,THOTTAMBEDU,190,294,179,0,663
ANDHRA PRADESH,CHITTOOR,TIRUPATI RURAL,171,301,236,1,709
ANDHRA PRADESH,CHITTOOR,TIRUPATI URBAN,10,7,2,1,20
ANDHRA PRADESH,CHITTOOR,VADAMALAPETA,128,254,241,5,628
ANDHRA PRADESH,CHITTOOR,VARADAIAHPALEM,73,174,119,4,370
ANDHRA PRADESH,CHITTOOR,VAYALPAD,55,27,22,0,104
ANDHRA PRADESH,CHITTOOR,VEDURU KUPPAM,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,VENKATAGIRI KOTA,51,41,16,1,109
ANDHRA PRADESH,CHITTOOR,VIJAYA PURAM,110,243,130,2,485
ANDHRA PRADESH,CHITTOOR,YADAMARI,9,15,3,0,27
ANDHRA PRADESH,CHITTOOR,YERPEDU,498,768,328,3,1597
ANDHRA PRADESH,CHITTOOR,YERRAVARIPALEM,87,160,143,0,390
ANDHRA PRADESH,CUDDAPAH,A.KASINAYANI,0,12,38,3,53
ANDHRA PRADESH,CUDDAPAH,ATLUR,0,20,52,1,73
ANDHRA PRADESH,CUDDAPAH,B KODUR,0,0,1,0,1
ANDHRA PRADESH,CUDDAPAH,BADVEL,7,35,32,0,74
ANDHRA PRADESH,CUDDAPAH,BRAHMAMGARIMATTAM,0,7,13,0,20
ANDHRA PRADESH,CUDDAPAH,CHAKRAYAPET,119,168,149,13,449
ANDHRA PRADESH,CUDDAPAH,CHAPAD,369,444,348,4,1165
ANDHRA PRADESH,CUDDAPAH,CHENNUR,56,118,88,18,280
ANDHRA PRADESH,CUDDAPAH,CHINNAMANDEM,7,2,14,0,23
ANDHRA PRADESH,CUDDAPAH,CHINTHA KOMMADINNE,4,10,16,0,30
ANDHRA PRADESH,CUDDAPAH,CHITVEL,25,207,14,0,246
ANDHRA PRADESH,CUDDAPAH,DUVVUR,29,132,71,4,236
ANDHRA PRADESH,CUDDAPAH,GALIVEEDU,3,8,27,2,40
ANDHRA PRADESH,CUDDAPAH,GOPAVARAM,0,4,6,0,10
ANDHRA PRADESH,CUDDAPAH,JAMMALAMADUGU,129,127,116,4,376
ANDHRA PRADESH,CUDDAPAH,KAMALAPURAM,380,485,458,37,1360
ANDHRA PRADESH,CUDDAPAH,KHAJIPET,105,328,189,0,622
ANDHRA PRADESH,CUDDAPAH,KONDAPURAM,238,639,485,18,1380
ANDHRA PRADESH,CUDDAPAH,LAKKIREDDIPALLE,15,39,36,2,92
ANDHRA PRADESH,CUDDAPAH,MYLAVARAM,26,98,188,12,324
ANDHRA PRADESH,CUDDAPAH,NANDALUR,146,96,19,0,261
ANDHRA PRADESH,CUDDAPAH,PEDDAMUDIUM,4,57,180,7,248
ANDHRA PRADESH,CUDDAPAH,PENAGALURU,212,210,22,0,444
ANDHRA PRADESH,CUDDAPAH,PENDLIMARRI,419,652,544,6,1621
ANDHRA PRADESH,CUDDAPAH,PORUMAMILLA,22,127,122,6,277
ANDHRA PRADESH,CUDDAPAH,PRODDUTUR,325,403,300,9,1037
ANDHRA PRADESH,CUDDAPAH,PULLAMPETA,12,68,39,1,120
ANDHRA PRADESH,CUDDAPAH,RAJAMPET,147,101,17,0,265
ANDHRA PRADESH,CUDDAPAH,RAJU PALEM,11,37,73,3,124
ANDHRA PRADESH,CUDDAPAH,RAYACHOTI,16,22,25,0,63
ANDHRA PRADESH,CUDDAPAH,S MYDUKUR,259,422,434,5,1120
ANDHRA PRADESH,CUDDAPAH,SAMBEPALLE,2,4,32,0,38
ANDHRA PRADESH,CUDDAPAH,SIDHOUT,231,396,153,4,784
ANDHRA PRADESH,CUDDAPAH,T SUNDUPALLE,163,376,258,2,799
ANDHRA PRADESH,CUDDAPAH,THANDUR,0,1,27,1,29
ANDHRA PRADESH,CUDDAPAH,VALLUR,172,218,107,1,498
ANDHRA PRADESH,CUDDAPAH,VEERABALLE,275,153,13,0,441
ANDHRA PRADESH,CUDDAPAH,VEERAPUNAYUNIPALLE,71,197,277,6,551
ANDHRA PRADESH,CUDDAPAH,VEMPALLE,141,196,588,0,925
ANDHRA PRADESH,CUDDAPAH,VEMULA,13,52,157,2,224
ANDHRA PRADESH,CUDDAPAH,VONTIMITTA,13,12,3,0,28
ANDHRA PRADESH,CUDDAPAH,YERRAGUNTLA,38,88,137,5,268
ANDHRA PRADESH,EAST GODAVARI,ADDATEEGALA,3,9,19,0,31
ANDHRA PRADESH,EAST GODAVARI,AINAVILLI,303,256,161,1,721
ANDHRA PRADESH,EAST GODAVARI,ALAMURU,652,101,40,1,794
ANDHRA PRADESH,EAST GODAVARI,ALLAVARAM,95,13,1,0,109
ANDHRA PRADESH,EAST GODAVARI,AMALAPURAM,327,113,73,0,513
ANDHRA PRADESH,EAST GODAVARI,AMBAJIPETA,722,414,254,0,1390
ANDHRA PRADESH,EAST GODAVARI,ANAPARTHI,140,71,18,0,229
ANDHRA PRADESH,EAST GODAVARI,ATREYAPURAM,772,407,171,0,1350
ANDHRA PRADESH,EAST GODAVARI,BICCAVOLU,77,40,25,0,142
ANDHRA PRADESH,EAST GODAVARI,GOKAVARAM,63,81,67,1,212
ANDHRA PRADESH,EAST GODAVARI,GOLLAPROLU,0,4,1,0,5
ANDHRA PRADESH,EAST GODAVARI,I POLAVARAM,45,10,7,0,62
ANDHRA PRADESH,EAST GODAVARI,JAGGAMPETA,8,32,98,1,139
ANDHRA PRADESH,EAST GODAVARI,KADIAM,1121,450,214,12,1797
ANDHRA PRADESH,EAST GODAVARI,KAJULURU,12,20,18,0,50
ANDHRA PRADESH,EAST GODAVARI,KAKINADA (RURAL),12,18,21,5,56
ANDHRA PRADESH,EAST GODAVARI,KAPILESWARAPURAM,382,214,147,0,743
ANDHRA PRADESH,EAST GODAVARI,KARAPA,1,0,23,0,24
ANDHRA PRADESH,EAST GODAVARI,KIRLAMPUDI,161,232,282,7,682
ANDHRA PRADESH,EAST GODAVARI,KORUKONDA,136,142,108,0,386
ANDHRA PRADESH,EAST GODAVARI,KOTANANDURU,91,117,42,0,250
ANDHRA PRADESH,EAST GODAVARI,KOTHAPALLI,31,21,13,0,65
ANDHRA PRADESH,EAST GODAVARI,KOTHAPETA,730,486,344,3,1563
ANDHRA PRADESH,EAST GODAVARI,MALIKIPURAM,1826,179,31,0,2036
ANDHRA PRADESH,EAST GODAVARI,MAMIDIKUDURU,287,99,59,2,447
ANDHRA PRADESH,EAST GODAVARI,MANDAPETA,305,271,125,2,703
ANDHRA PRADESH,EAST GODAVARI,MUMMIDIVARAM,269,127,64,6,466
ANDHRA PRADESH,EAST GODAVARI,P GANNAVARAM,571,162,51,0,784
ANDHRA PRADESH,EAST GODAVARI,PAMARRU,315,62,23,0,400
ANDHRA PRADESH,EAST GODAVARI,PEDAPUDI,44,122,94,0,260
ANDHRA PRADESH,EAST GODAVARI,PEDDAPURAM,110,94,138,0,342
ANDHRA PRADESH,EAST GODAVARI,PITHAPURAM,137,187,213,3,540
ANDHRA PRADESH,EAST GODAVARI,PRATHIPADU,83,108,127,5,323
ANDHRA PRADESH,EAST GODAVARI,RAJAHMUNDRY(RURAL),37,67,79,4,187
ANDHRA PRADESH,EAST GODAVARI,RAJANAGARAM,1,23,58,0,82
ANDHRA PRADESH,EAST GODAVARI,RAMACHANDRAPURAM,184,283,156,0,623
ANDHRA PRADESH,EAST GODAVARI,RANGAMPETA,1,14,23,0,38
ANDHRA PRADESH,EAST GODAVARI,RAVULAPALEM,808,280,124,3,1215
ANDHRA PRADESH,EAST GODAVARI,RAYAVARAM,79,211,81,0,371
ANDHRA PRADESH,EAST GODAVARI,RAZOLE,23,22,38,1,84
ANDHRA PRADESH,EAST GODAVARI,SAKHINETIPALLE,102,7,0,0,109
ANDHRA PRADESH,EAST GODAVARI,SAMALKOTA,6,22,31,1,60
ANDHRA PRADESH,EAST GODAVARI,SANKHAVARAM,125,109,63,0,297
ANDHRA PRADESH,EAST GODAVARI,SEETHANAGARAM,202,233,255,17,707
ANDHRA PRADESH,EAST GODAVARI,THALLAREVU,0,4,23,0,27
ANDHRA PRADESH,EAST GODAVARI,THONDANGI,61,168,152,0,381
ANDHRA PRADESH,EAST GODAVARI,TUNI,134,188,165,16,503
ANDHRA PRADESH,EAST GODAVARI,UPPALAGUPTAM,33,9,0,0,42
ANDHRA PRADESH,EAST GODAVARI,YELESWARAM,223,419,401,12,1055
ANDHRA PRADESH,GUNTUR,ACHAMPETA,14,50,31,1,96
ANDHRA PRADESH,GUNTUR,AMARAVATHI,109,116,53,2,280
ANDHRA PRADESH,GUNTUR,AMRUTHALUR,170,119,38,0,327
ANDHRA PRADESH,GUNTUR,BAPATLA,18,3,3,0,24
ANDHRA PRADESH,GUNTUR,BELLAMKONDA,17,78,26,0,121
ANDHRA PRADESH,GUNTUR,BHATTIPROLU,513,317,217,1,1048
ANDHRA PRADESH,GUNTUR,BOLLAPALLE,152,749,714,3,1618
ANDHRA PRADESH,GUNTUR,CHEBROLE,22,4,2,0,28
ANDHRA PRADESH,GUNTUR,CHERUKUPALLE,33,15,5,0,53
ANDHRA PRADESH,GUNTUR,DACHEPALLE,24,43,26,0,93
ANDHRA PRADESH,GUNTUR,DUGGIRALA,1031,438,202,4,1675
ANDHRA PRADESH,GUNTUR,EDLAPADU,23,10,3,0,36
ANDHRA PRADESH,GUNTUR,GUNTUR,9,15,9,1,34
ANDHRA PRADESH,GUNTUR,GURAZALA,16,25,27,3,71
ANDHRA PRADESH,GUNTUR,IPURU,32,13,8,0,53
ANDHRA PRADESH,GUNTUR,KAREMPUDI,98,131,69,0,298
ANDHRA PRADESH,GUNTUR,KARLAPALEM,3,15,22,0,40
ANDHRA PRADESH,GUNTUR,KOLLIPARA,915,484,318,17,1734
ANDHRA PRADESH,GUNTUR,KOLLUR,1077,805,755,4,2641
ANDHRA PRADESH,GUNTUR,KROSURU,2,7,11,0,20
ANDHRA PRADESH,GUNTUR,MACHAVARAM,14,94,86,0,194
ANDHRA PRADESH,GUNTUR,MACHERLA,3,20,33,1,57
ANDHRA PRADESH,GUNTUR,MANGALAGIRI,588,232,76,0,896
ANDHRA PRADESH,GUNTUR,MEDIKONDURU,3,0,0,0,3
ANDHRA PRADESH,GUNTUR,NADENDLA,0,0,4,0,4
ANDHRA PRADESH,GUNTUR,NAGARAM,4,16,16,0,36
ANDHRA PRADESH,GUNTUR,NAKARIKALLU,51,29,2,0,82
ANDHRA PRADESH,GUNTUR,NARASARAOPETA,0,0,3,0,3
ANDHRA PRADESH,GUNTUR,NIZAMPATNAM,3,2,0,0,5
ANDHRA PRADESH,GUNTUR,PEDAKAKANI,42,30,14,0,86
ANDHRA PRADESH,GUNTUR,PHIRANGIPURAM,33,28,23,2,86
ANDHRA PRADESH,GUNTUR,PIDUGURALLA,24,18,13,4,59
ANDHRA PRADESH,GUNTUR,PITTALAVANIPALEM,1,1,0,0,2
ANDHRA PRADESH,GUNTUR,PONNUR,598,344,76,3,1021
ANDHRA PRADESH,GUNTUR,PRATHIPADU,11,12,5,0,28
ANDHRA PRADESH,GUNTUR,RAJUPALEM,3,2,12,0,17
ANDHRA PRADESH,GUNTUR,RENTACRINTALA,3,11,17,0,31
ANDHRA PRADESH,GUNTUR,REPALLE,49,30,14,0,93
ANDHRA PRADESH,GUNTUR,ROMPICHERLA,1,0,0,0,1
ANDHRA PRADESH,GUNTUR,SATTENAPALLE,1,0,0,0,1
ANDHRA PRADESH,GUNTUR,SAVALYAPURAM,6,12,2,0,20
ANDHRA PRADESH,GUNTUR,TADIKONDA,30,125,181,0,336
ANDHRA PRADESH,GUNTUR,TENALI,1071,159,59,0,1289
ANDHRA PRADESH,GUNTUR,THADEPALLE,533,259,238,5,1035
ANDHRA PRADESH,GUNTUR,THULLUR,1483,582,95,0,2160
ANDHRA PRADESH,GUNTUR,TSUNDUR,197,342,100,0,639
ANDHRA PRADESH,GUNTUR,VEMURU,274,228,150,1,653
ANDHRA PRADESH,GUNTUR,VINUKONDA,1,5,11,0,17
ANDHRA PRADESH,KARIMNAGAR,BEJJANKI,284,386,307,26,1003
ANDHRA PRADESH,KARIMNAGAR,BHEEMADEVARPALLE,25,32,14,0,71
ANDHRA PRADESH,KARIMNAGAR,BOINPALLE,103,150,105,1,359
ANDHRA PRADESH,KARIMNAGAR,CHANDURTHI,90,159,46,1,296
ANDHRA PRADESH,KARIMNAGAR,CHIGURUMAMIDI,151,136,51,0,338
ANDHRA PRADESH,KARIMNAGAR,DHARMAPURI,0,12,1,0,13
ANDHRA PRADESH,KARIMNAGAR,ELKATHURTHI,85,102,66,2,255
ANDHRA PRADESH,KARIMNAGAR,ELLANTHAKUNTA,240,460,160,4,864
ANDHRA PRADESH,KARIMNAGAR,GAMBHIRAOPET,727,287,17,0,1031
ANDHRA PRADESH,KARIMNAGAR,HUSNABAD,307,394,92,0,793
ANDHRA PRADESH,KARIMNAGAR,HUZURABAD,0,0,1,0,1
ANDHRA PRADESH,KARIMNAGAR,IBRAHIMPATNAM,91,125,37,7,260
ANDHRA PRADESH,KARIMNAGAR,KAMALAPUR,25,4,0,0,29
ANDHRA PRADESH,KARIMNAGAR,KAMANPUR,26,40,10,0,76
ANDHRA PRADESH,KARIMNAGAR,KARIMNAGAR,20,4,5,0,29
ANDHRA PRADESH,KARIMNAGAR,KATHLAPUR,917,311,57,0,1285
ANDHRA PRADESH,KARIMNAGAR,KODIMIAL,33,27,12,0,72
ANDHRA PRADESH,KARIMNAGAR,KOHEDA,495,326,80,6,907
ANDHRA PRADESH,KARIMNAGAR,KONARAOPETA,167,429,112,1,709
ANDHRA PRADESH,KARIMNAGAR,KORATLA,90,29,12,0,131
ANDHRA PRADESH,KARIMNAGAR,MAHADEVPUR,53,166,33,0,252
ANDHRA PRADESH,KARIMNAGAR,MALHARRAO,22,37,5,0,64
ANDHRA PRADESH,KARIMNAGAR,MALLIAL,45,15,6,0,66
ANDHRA PRADESH,KARIMNAGAR,MANAKONDUR,6,28,0,0,34
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,41,179,59,0,279
ANDHRA PRADESH,KARIMNAGAR,MEDIPALLE,104,126,68,1,299
ANDHRA PRADESH,KARIMNAGAR,METPALLE,247,226,154,3,630
ANDHRA PRADESH,KARIMNAGAR,MUSTABAD,320,260,73,0,653
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MANTHANI,16,28,28,3,75
ANDHRA PRADESH,KARIMNAGAR,RAIKAL,3,0,0,0,3
ANDHRA PRADESH,KARIMNAGAR,RAMADUGU,10,4,1,0,15
ANDHRA PRADESH,KARIMNAGAR,SAIDAPUR,24,19,38,0,81
ANDHRA PRADESH,KARIMNAGAR,SIRSILLA,612,1001,556,1,2170
ANDHRA PRADESH,KARIMNAGAR,THIMMAPUR,51,32,46,2,131
ANDHRA PRADESH,KARIMNAGAR,VEMULAWADA,214,236,126,3,579
