-----
{
 "description": "The table refers to Block wise Distribution of Dugwells in use according to Utilization of Potential Created. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.15.csv", 
 "title": "Download CSV for Blockwise Distribution of Dugwells in use according to Utilization of Potential Created", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.15.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No Constraints in utilisation,Constraints in utilisation - Inadequate power supply,Constraints in utilisation - Mechanical break down,Constraints in utilisation - Less water discharge,Constraints in utilisation - Other reason,Total,Total in use
TAMIL NADU,KANCHEEPURAM,KANCHEEPURAM,1691,194,2,973,67,1236,2927
TAMIL NADU,KANCHEEPURAM,KATTANKULATHUR,2265,81,14,380,1032,1507,3772
TAMIL NADU,KANCHEEPURAM,KUNDRATHUR,331,54,0,243,84,381,712
TAMIL NADU,KANCHEEPURAM,LATHORE,1292,258,525,689,537,2009,3301
TAMIL NADU,KANCHEEPURAM,MADHURANTHAGAM,3282,1016,298,2056,727,4097,7379
TAMIL NADU,KANCHEEPURAM,SRIPERUMBUDUR,469,58,5,125,180,368,837
TAMIL NADU,KANCHEEPURAM,TAMBARAM,588,18,12,150,117,297,885
TAMIL NADU,KANCHEEPURAM,THIRUKAZHUKUNDRAM,2519,460,119,728,74,1381,3900
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,3026,11,0,301,210,522,3548
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,1916,589,34,3248,1767,5638,7554
TAMIL NADU,KANCHEEPURAM,WALAJABAD,1215,106,76,623,49,854,2069
TAMIL NADU,KANYAKUMARI,AGASTEESWARAM,1152,0,0,5,0,5,1157
TAMIL NADU,KANYAKUMARI,KILLIYOOR,22,0,0,0,0,0,22
TAMIL NADU,KANYAKUMARI,KURUNTHENCODE,385,41,0,6,0,47,432
TAMIL NADU,KANYAKUMARI,MELPURAM,42,0,0,0,0,0,42
TAMIL NADU,KANYAKUMARI,MUNCHIRAI,55,0,0,0,2,2,57
TAMIL NADU,KANYAKUMARI,RAJAKKAMANGALAM,1202,4,0,0,0,4,1206
TAMIL NADU,KANYAKUMARI,THIRUVATTAR,0,0,0,1,0,1,1
TAMIL NADU,KANYAKUMARI,THOVALAI,40,58,83,0,92,233,273
TAMIL NADU,KANYAKUMARI,THUCKALAY,5,0,0,0,0,0,5
TAMIL NADU,KARUR,ARAVAKURICHI,0,0,0,5962,0,5962,5962
TAMIL NADU,KARUR,K.PARAMATHI,0,0,0,7703,0,7703,7703
TAMIL NADU,KARUR,KADAVUR,6,0,8,7822,196,8026,8032
TAMIL NADU,KARUR,KARUR,0,0,0,4817,0,4817,4817
TAMIL NADU,KARUR,KRISHNARAYAPURAM,3,0,11,6483,314,6808,6811
TAMIL NADU,KARUR,KULITHALAI,0,0,1,2044,0,2045,2045
TAMIL NADU,KARUR,THANTHONI,0,0,0,6715,0,6715,6715
TAMIL NADU,KARUR,THOGAMALAI,0,3,8,5631,8,5650,5650
TAMIL NADU,MADURAI,ALANGANALLUR,1,10,10,70,3277,3367,3368
TAMIL NADU,MADURAI,CHELLAMPATTI,1,145,44,3418,1215,4822,4823
TAMIL NADU,MADURAI,KALLIKUDI,6,0,0,394,68,462,468
TAMIL NADU,MADURAI,KALLUPATTI(T),0,3,4,827,178,1012,1012
TAMIL NADU,MADURAI,KOTTAMPATTI,0,0,0,0,3082,3082,3082
TAMIL NADU,MADURAI,MADURAI EAST,0,0,0,346,563,909,909
TAMIL NADU,MADURAI,MADURAI WEST,0,1,1,307,1022,1331,1331
TAMIL NADU,MADURAI,MELUR,0,1,4,1,4044,4050,4050
TAMIL NADU,MADURAI,SEDAPATTI,0,0,1,4097,203,4301,4301
TAMIL NADU,MADURAI,THIRUPPARANKUNDRAM,0,0,44,2258,244,2546,2546
TAMIL NADU,MADURAI,TIRUMANGALAM,1,1,10,3590,24,3625,3626
TAMIL NADU,MADURAI,USILAMPATTI,0,7,39,3340,388,3774,3774
TAMIL NADU,MADURAI,VADIPATTI,0,12,2,423,2356,2793,2793
TAMIL NADU,NAGAPATTINAM,SEMBANARKOIL,0,0,0,0,17,17,17
TAMIL NADU,NAGAPATTINAM,THALAINAYAR,0,0,88,0,107,195,195
TAMIL NADU,NAGAPATTINAM,VEDARNIYAM,1,0,977,721,2886,4584,4585
TAMIL NADU,NAMAKKAL,ELACHIPALAYAM,0,108,2,1122,2318,3550,3550
TAMIL NADU,NAMAKKAL,ERUMAIPATTY,0,420,115,3775,746,5056,5056
TAMIL NADU,NAMAKKAL,KABILARMALAI,1,3,12,1401,3340,4756,4757
TAMIL NADU,NAMAKKAL,KOLLIHILLS,0,0,0,131,54,185,185
TAMIL NADU,NAMAKKAL,MALLASAMUDRAM,0,10,110,3191,64,3375,3375
TAMIL NADU,NAMAKKAL,MOHANUR,0,432,560,1615,2148,4755,4755
TAMIL NADU,NAMAKKAL,NAMAGIRIPET,0,0,6,1305,4639,5950,5950
TAMIL NADU,NAMAKKAL,NAMAKKAL,0,31,2,2734,545,3312,3312
TAMIL NADU,NAMAKKAL,PALLIPALAYAM,0,16,0,287,1959,2262,2262
TAMIL NADU,NAMAKKAL,PARAMATHI,0,0,0,799,3277,4076,4076
TAMIL NADU,NAMAKKAL,PUDUCHATTIRAM,0,29,0,3031,693,3753,3753
TAMIL NADU,NAMAKKAL,RASIPURAM,0,103,39,663,2247,3052,3052
TAMIL NADU,NAMAKKAL,SENDAMANGALAM,0,0,0,2639,762,3401,3401
TAMIL NADU,NAMAKKAL,TIRUCHENGODE,0,3,50,3337,529,3919,3919
TAMIL NADU,NAMAKKAL,VENNANDHUR,1,0,0,548,3173,3721,3722
TAMIL NADU,NILGIRIS,COONOOR,129,0,0,0,0,0,129
TAMIL NADU,NILGIRIS,GUDALUR,187,0,0,0,0,0,187
TAMIL NADU,NILGIRIS,KOTAGIRI,236,0,0,0,0,0,236
TAMIL NADU,NILGIRIS,UDHAGAMANDALAM,314,0,0,0,0,0,314
TAMIL NADU,PERAMBALUR,ALATHUR,3,220,799,3308,2134,6461,6464
TAMIL NADU,PERAMBALUR,ANDIMADAM,1,16,17,239,1351,1623,1624
TAMIL NADU,PERAMBALUR,ARIYALUR,2,2,45,315,699,1061,1063
TAMIL NADU,PERAMBALUR,JAYANKONDAM,0,18,29,94,734,875,875
TAMIL NADU,PERAMBALUR,PERAMBALUR,2,16,66,2940,5540,8562,8564
TAMIL NADU,PERAMBALUR,SENDURAI,1,98,3,52,340,493,494
TAMIL NADU,PERAMBALUR,THIRUMANUR,2,8,1,428,776,1213,1215
TAMIL NADU,PERAMBALUR,TPALUR,0,6,1,412,309,728,728
TAMIL NADU,PERAMBALUR,VEPPANTHATTAI,56,10,25,3837,6771,10643,10699
TAMIL NADU,PERAMBALUR,VEPPUR,4,60,57,740,1829,2686,2690
TAMIL NADU,PUDUKKOTTAI,ANNAVASAL,4732,0,0,88,2,90,4822
TAMIL NADU,PUDUKKOTTAI,ARANTHANGI,1263,4,13,41,12,70,1333
TAMIL NADU,PUDUKKOTTAI,ARIMALAM,727,2,6,0,4,12,739
TAMIL NADU,PUDUKKOTTAI,GANDARVAKKOTTAI,2765,1,3,4,5,13,2778
TAMIL NADU,PUDUKKOTTAI,KARAMBAKUDI,1011,55,3,10,61,129,1140
TAMIL NADU,PUDUKKOTTAI,KUNNANDARKOIL,4381,4,3,87,16,110,4491
TAMIL NADU,PUDUKKOTTAI,MANAMELKUDI,17,0,0,0,0,0,17
TAMIL NADU,PUDUKKOTTAI,PONNAMARAVATHI,4242,12,1,79,408,500,4742
TAMIL NADU,PUDUKKOTTAI,PUDUKKOTTAI,2328,56,3,179,121,359,2687
TAMIL NADU,PUDUKKOTTAI,THIRUMAYAM,1934,7,3,603,15,628,2562
TAMIL NADU,PUDUKKOTTAI,THIRUVARANKULAM,1328,306,3,312,96,717,2045
TAMIL NADU,PUDUKKOTTAI,VIRALIMALAI,5975,0,8,228,6,242,6217
TAMIL NADU,RAMANATHAPURAM,BOGALUR,45,1,0,17,0,18,63
TAMIL NADU,RAMANATHAPURAM,KADALADI,243,0,1,32,6,39,282
TAMIL NADU,RAMANATHAPURAM,KAMUDI,474,18,2,261,1,282,756
TAMIL NADU,RAMANATHAPURAM,MANDAPAM,1259,0,45,718,21,784,2043
TAMIL NADU,RAMANATHAPURAM,MUDUKULATHUR,18,0,0,3,0,3,21
TAMIL NADU,RAMANATHAPURAM,NAINARKOIL,56,0,1,13,13,27,83
TAMIL NADU,RAMANATHAPURAM,PARAMAKKUDI,142,0,0,101,1,102,244
TAMIL NADU,RAMANATHAPURAM,R.S.MANGALAM,99,0,0,6,1,7,106
TAMIL NADU,RAMANATHAPURAM,RAMANATHAPURAM,407,0,1,15,4,20,427
TAMIL NADU,RAMANATHAPURAM,TIRUPPULLANI,2250,0,26,657,21,704,2954
TAMIL NADU,RAMANATHAPURAM,TIRUVADANAI,33,0,0,3,4,7,40
TAMIL NADU,SALEM,ATTUR,0,81,96,5443,3866,9486,9486
TAMIL NADU,SALEM,AYODYAPATTANAM,0,107,2,4891,1207,6207,6207
TAMIL NADU,SALEM,EDAPPADI,0,1,0,624,3081,3706,3706
TAMIL NADU,SALEM,GANGAVALLI,0,0,7,7437,570,8014,8014
TAMIL NADU,SALEM,KADAYAMPATTI,0,2,95,2368,2797,5262,5262
TAMIL NADU,SALEM,KOLATHUR,0,0,2,3089,847,3938,3938
TAMIL NADU,SALEM,KONGANAPURAM,0,1,0,1352,845,2198,2198
TAMIL NADU,SALEM,MAGUDANCHAVADI,0,1,11,2417,156,2585,2585
TAMIL NADU,SALEM,MECHERI,0,0,0,2036,53,2089,2089
TAMIL NADU,SALEM,NANGAVALLI,0,3,0,1093,1063,2159,2159
TAMIL NADU,SALEM,OMALUR,0,4,109,4391,1136,5640,5640
TAMIL NADU,SALEM,PANAMARATHUPATTI,0,19,1,2613,991,3624,3624
TAMIL NADU,SALEM,PEDDANAICKENPALAYAM,0,16,0,1093,6219,7328,7328
TAMIL NADU,SALEM,SALEM,0,265,0,1294,791,2350,2350
TAMIL NADU,SALEM,SANKARI,0,0,166,2485,608,3259,3259
TAMIL NADU,SALEM,THALAIVASAL,0,23,112,7277,3185,10597,10597
TAMIL NADU,SALEM,THARAMANGALAM,0,0,0,789,2182,2971,2971
TAMIL NADU,SALEM,VALAPPADY,0,12,15,5365,636,6028,6028
TAMIL NADU,SALEM,VEERAPANDI,0,209,21,3103,75,3408,3408
TAMIL NADU,SIVAGANGA,DEVAKOTTAI,112,1,0,41,31,73,185
TAMIL NADU,SIVAGANGA,ILAYANGUDI,366,0,0,35,65,100,466
TAMIL NADU,SIVAGANGA,KALAYARKOVIL,446,2,67,1418,125,1612,2058
TAMIL NADU,SIVAGANGA,KALLAL,154,71,16,296,52,435,589
TAMIL NADU,SIVAGANGA,KANNANGUDI,14,0,0,46,2,48,62
TAMIL NADU,SIVAGANGA,MANAMADURAI,735,107,10,311,13,441,1176
TAMIL NADU,SIVAGANGA,S. PUDUR,3,15,73,1756,49,1893,1896
TAMIL NADU,SIVAGANGA,SAKKOTTAI,29,12,1,116,44,173,202
TAMIL NADU,SIVAGANGA,SINGAMPUNERI,20,77,44,968,134,1223,1243
TAMIL NADU,SIVAGANGA,SIVAGANGA,337,179,140,2379,33,2731,3068
TAMIL NADU,SIVAGANGA,THIRUPPATTUR,468,27,3,1019,99,1148,1616
TAMIL NADU,SIVAGANGA,THIRUPPAVANAM,1028,584,46,354,61,1045,2073
TAMIL NADU,THANJAVUR,AMMAPETTAI,0,0,0,0,2,2,2
TAMIL NADU,THANJAVUR,BUDHALUR,1,21,4,89,351,465,466
TAMIL NADU,THANJAVUR,KUMBAKONAM,0,0,0,0,10,10,10
TAMIL NADU,THANJAVUR,MADHUKUR,0,0,0,0,17,17,17
TAMIL NADU,THANJAVUR,ORATHANADU,0,9,0,38,697,744,744
TAMIL NADU,THANJAVUR,PATTUKOTTAI,0,4,0,0,65,69,69
TAMIL NADU,THANJAVUR,PERAVURANI,0,2,0,0,294,296,296
TAMIL NADU,THANJAVUR,SEDHUBAVACHATTIRAM,0,1,0,3,312,316,316
TAMIL NADU,THANJAVUR,THANJAVUR,0,3,34,22,618,677,677
TAMIL NADU,THANJAVUR,THIRUPANANDAL,0,0,0,0,73,73,73
TAMIL NADU,THANJAVUR,THIRUVAIYARU,0,0,0,0,18,18,18
TAMIL NADU,THANJAVUR,THIRUVONAM,0,21,332,23,786,1162,1162
TAMIL NADU,THENI,ANDIPATTI,0,0,47,4635,42,4724,4724
TAMIL NADU,THENI,BODI,0,149,11,2551,20,2731,2731
TAMIL NADU,THENI,CHINNAMANNUR,0,34,6,2996,61,3097,3097
TAMIL NADU,THENI,CUMBUM,0,23,0,1908,27,1958,1958
TAMIL NADU,THENI,MYILADUMPARAI,0,0,3,2140,1,2144,2144
TAMIL NADU,THENI,PERIYAKULAM,0,245,72,5172,75,5564,5564
TAMIL NADU,THENI,THENI,0,0,50,2261,314,2625,2625
TAMIL NADU,THENI,UTHAMAPALAYAM,0,32,1,2780,10,2823,2823
TAMIL NADU,THIRUVALLUR,ELLAPURAM,0,23,3,114,284,424,424
TAMIL NADU,THIRUVALLUR,GUMMIDIPOONDI,0,154,14,514,639,1321,1321
TAMIL NADU,THIRUVALLUR,KADAMBATHUR,3,0,1,34,560,595,598
TAMIL NADU,THIRUVALLUR,MINJUR,0,3,0,0,13,16,16
TAMIL NADU,THIRUVALLUR,PALLIPATTU,1,223,2,363,1909,2497,2498
TAMIL NADU,THIRUVALLUR,POONAMALLEE,0,0,15,0,888,903,903
TAMIL NADU,THIRUVALLUR,POONDI,0,79,0,106,996,1181,1181
TAMIL NADU,THIRUVALLUR,PUZAL,0,0,0,0,17,17,17
TAMIL NADU,THIRUVALLUR,R.K.PEET,2,6,2,2063,1117,3188,3190
TAMIL NADU,THIRUVALLUR,SHOLAVARAM,0,11,0,9,19,39,39
TAMIL NADU,THIRUVALLUR,THIRUVALANGADU,0,163,0,1312,1726,3201,3201
TAMIL NADU,THIRUVALLUR,THIRUVALLUR,0,0,0,0,751,751,751
TAMIL NADU,THIRUVALLUR,TIRUTTANI,5,6,0,616,1559,2181,2186
TAMIL NADU,THIRUVALLUR,VILLIVAKKAM,0,2,0,21,315,338,338
TAMIL NADU,THIRUVARUR,KOTTUR,0,5,0,19,9,33,33
TAMIL NADU,THIRUVARUR,MANNARGUDI,0,9,0,49,15,73,73
TAMIL NADU,THIRUVARUR,MUTHUPETTAI,0,4,0,0,10,14,14
TAMIL NADU,THIRUVARUR,NEEDAMANGALAM,0,0,0,0,67,67,67
TAMIL NADU,THIRUVARUR,THIRUTHURAIPOONDI,0,0,0,0,1,1,1
TAMIL NADU,THIRUVARUR,VALANGAIMAN,0,0,0,0,48,48,48
TAMIL NADU,TIRUCHIRAPPALLI,ANDANALLUR,180,138,0,326,111,575,755
TAMIL NADU,TIRUCHIRAPPALLI,LALGUDI,126,0,1,36,31,68,194
TAMIL NADU,TIRUCHIRAPPALLI,MANAPPARAI,157,2,5,5003,3,5013,5170
TAMIL NADU,TIRUCHIRAPPALLI,MANIKANDAM,176,0,1,1232,252,1485,1661
TAMIL NADU,TIRUCHIRAPPALLI,MANNACHANALLUR,260,2,5,3382,479,3868,4128
TAMIL NADU,TIRUCHIRAPPALLI,MARUNGAPURI,2301,1,10,3893,157,4061,6362
TAMIL NADU,TIRUCHIRAPPALLI,MUSIRI,357,2,38,3828,716,4584,4941
TAMIL NADU,TIRUCHIRAPPALLI,PULLAMBADI,948,49,0,1381,82,1512,2460
TAMIL NADU,TIRUCHIRAPPALLI,THATHAYANGARPETTAI,31,1,11,5758,12,5782,5813
TAMIL NADU,TIRUCHIRAPPALLI,THIRUVERUMBUR,37,0,0,88,89,177,214
TAMIL NADU,TIRUCHIRAPPALLI,THOTTIYAM,5,9,67,3499,41,3616,3621
TAMIL NADU,TIRUCHIRAPPALLI,THURAIYUR,915,1,71,6685,176,6933,7848
TAMIL NADU,TIRUCHIRAPPALLI,UPPILIAPURAM,2208,1,46,5479,143,5669,7877
TAMIL NADU,TIRUCHIRAPPALLI,VAIYAMPATTY,219,1,9,5188,2,5200,5419
TAMIL NADU,TIRUNELVELI,ALANGULAM,1,65,3,5295,841,6204,6205
TAMIL NADU,TIRUNELVELI,AMBASAMUDRAM,0,1,0,23,228,252,252
TAMIL NADU,TIRUNELVELI,CHERANMAHADEVI,1,0,1,201,922,1124,1125
TAMIL NADU,TIRUNELVELI,KADAYAM,0,0,5,1414,772,2191,2191
TAMIL NADU,TIRUNELVELI,KADAYANALLUR,0,2,1,2398,1921,4322,4322
TAMIL NADU,TIRUNELVELI,KALAKAD,3,69,10,51,1972,2102,2105
TAMIL NADU,TIRUNELVELI,KEELAPAVOOR,0,0,168,4614,1325,6107,6107
TAMIL NADU,TIRUNELVELI,KURUVIKULAM,0,13,1,3351,1293,4658,4658
TAMIL NADU,TIRUNELVELI,MANUR,19,125,2,918,1091,2136,2155
TAMIL NADU,TIRUNELVELI,MELANEELITHANALLUR,0,0,1,2132,14,2147,2147
TAMIL NADU,TIRUNELVELI,NANGUNERI,0,14,158,1276,2406,3854,3854
TAMIL NADU,TIRUNELVELI,PALAYAMKOTTAI,2,34,11,730,717,1492,1494
TAMIL NADU,TIRUNELVELI,PAPPAKUDI,0,4,24,897,385,1310,1310
TAMIL NADU,TIRUNELVELI,RADHAPURAM,0,0,0,2295,825,3120,3120
TAMIL NADU,TIRUNELVELI,SANKARANKOVIL,1,0,1,3167,1546,4714,4715
TAMIL NADU,TIRUNELVELI,SHENCOTTAI,2,160,0,151,851,1162,1164
TAMIL NADU,TIRUNELVELI,TENKASI,0,259,65,336,1077,1737,1737
TAMIL NADU,TIRUNELVELI,VALLIOOR,1,0,43,2427,1026,3496,3497
TAMIL NADU,TIRUNELVELI,VASUDEVANALLUR,0,65,390,3458,1932,5845,5845
TAMIL NADU,TIRUVANNAMALAI,ANAKKAVUR,1470,6,11,4217,75,4309,5779
TAMIL NADU,TIRUVANNAMALAI,ARNI,3119,2,4,2357,328,2691,5810
TAMIL NADU,TIRUVANNAMALAI,CHENGAM,3908,7,76,6628,69,6780,10688
TAMIL NADU,TIRUVANNAMALAI,CHETPET,2523,0,8,5247,9,5264,7787
TAMIL NADU,TIRUVANNAMALAI,CHEYYAR,1393,81,1,3412,22,3516,4909
TAMIL NADU,TIRUVANNAMALAI,JAMNAMARATHUR,75,0,0,167,0,167,242
TAMIL NADU,TIRUVANNAMALAI,KALASAPAKKAM,1645,4,33,7070,10,7117,8762
TAMIL NADU,TIRUVANNAMALAI,KILPENNATHUR,917,80,2,7431,155,7668,8585
TAMIL NADU,TIRUVANNAMALAI,PERNAMALLUR,1661,1,8,5326,25,5360,7021
TAMIL NADU,TIRUVANNAMALAI,POLUR,1731,4,16,7258,45,7323,9054
TAMIL NADU,TIRUVANNAMALAI,PUDUPALAYAM,3826,66,27,2881,294,3268,7094
TAMIL NADU,TIRUVANNAMALAI,THANDARAMPET,4526,175,6,4729,39,4949,9475
TAMIL NADU,TIRUVANNAMALAI,THELLAR,1933,0,11,6961,43,7015,8948
TAMIL NADU,TIRUVANNAMALAI,THURINJAPURAM,3834,45,13,6404,38,6500,10334
TAMIL NADU,TIRUVANNAMALAI,TIRUVANNAMALAI,3282,242,114,4771,649,5776,9058
TAMIL NADU,TIRUVANNAMALAI,VANDAVASI,1652,1,2,6060,40,6103,7755
TAMIL NADU,TIRUVANNAMALAI,VEMBAKKAM,484,473,5,3469,35,3982,4466
TAMIL NADU,TIRUVANNAMALAI,WEST ARNI,2326,75,6,4494,53,4628,6954
TAMIL NADU,TUTICORIN DISTRICT,ALWARTHIRUNAGARI,1,3,1,507,516,1027,1028
TAMIL NADU,TUTICORIN DISTRICT,KARUNGULAM,0,5,19,674,412,1110,1110
TAMIL NADU,TUTICORIN DISTRICT,KAYATHAR,0,1,1,1945,780,2727,2727
TAMIL NADU,TUTICORIN DISTRICT,KOVILPATTI,0,14,8,838,1045,1905,1905
TAMIL NADU,TUTICORIN DISTRICT,OTTAPIDARAM,4,15,44,1441,1020,2520,2524
TAMIL NADU,TUTICORIN DISTRICT,PUDUR,0,0,6,481,986,1473,1473
TAMIL NADU,TUTICORIN DISTRICT,SATTANKULAM,0,2,3,3224,75,3304,3304
TAMIL NADU,TUTICORIN DISTRICT,SRIVAIKUNTAM,0,55,51,102,414,622,622
TAMIL NADU,TUTICORIN DISTRICT,THOOTHUKKUDI,0,1,4,486,202,693,693
TAMIL NADU,TUTICORIN DISTRICT,TIRUCHENDUR,0,15,7,131,961,1114,1114
TAMIL NADU,TUTICORIN DISTRICT,UDANGUDI,1,173,81,1246,623,2123,2124
TAMIL NADU,TUTICORIN DISTRICT,VILATHIKULAM,0,0,19,137,721,877,877
TAMIL NADU,VELLORE,ALANGAYAM,98,16,0,4232,10,4258,4356
TAMIL NADU,VELLORE,ANAICUT,0,2,20,5792,1548,7362,7362
TAMIL NADU,VELLORE,ARAKONAM,676,226,23,794,210,1253,1929
TAMIL NADU,VELLORE,ARCOT,418,302,23,3698,136,4159,4577
TAMIL NADU,VELLORE,GUDIYATHAM,0,301,0,6581,141,7023,7023
TAMIL NADU,VELLORE,JOLARPET,9,124,5,6536,305,6970,6979
TAMIL NADU,VELLORE,K.V.KUPPAM,0,189,8,6481,180,6858,6858
TAMIL NADU,VELLORE,KANDHILI,1663,623,185,4099,33,4940,6603
TAMIL NADU,VELLORE,KANIYAMBADI,1,119,125,1941,1696,3881,3882
TAMIL NADU,VELLORE,KATPADI,0,0,0,2893,940,3833,3833
TAMIL NADU,VELLORE,KAVERIPAKKAM,137,199,62,2107,2810,5178,5315
TAMIL NADU,VELLORE,MADHANUR,0,12,23,4286,169,4490,4490
TAMIL NADU,VELLORE,NATRAMPALLI,5,2,24,3978,289,4293,4298
TAMIL NADU,VELLORE,NEMILI,261,702,29,1400,2663,4794,5055
TAMIL NADU,VELLORE,PERNAMBUT,0,360,20,6372,168,6920,6920
TAMIL NADU,VELLORE,SHOLINGUR,798,28,18,4628,281,4955,5753
TAMIL NADU,VELLORE,THIMIRI,241,1,1,8318,12,8332,8573
TAMIL NADU,VELLORE,THIRUPATTUR,1474,0,1,4724,0,4725,6199
TAMIL NADU,VELLORE,VELLORE,0,19,0,2483,557,3059,3059
TAMIL NADU,VELLORE,WALAJAH,319,1,0,1951,624,2576,2895
TAMIL NADU,VILLUPPURAM,CHINNA SALEM,2955,0,90,9587,205,9882,12837
TAMIL NADU,VILLUPPURAM,GINGEE,4918,465,26,4701,83,5275,10193
TAMIL NADU,VILLUPPURAM,KALLAKURICHI,4035,0,10,2707,0,2717,6752
TAMIL NADU,VILLUPPURAM,KALRAYAN KILLS,603,0,2,732,5,739,1342
TAMIL NADU,VILLUPPURAM,KANAI,3244,1,13,1311,191,1516,4760
TAMIL NADU,VILLUPPURAM,KANDAMANGALAM,289,0,4,219,0,223,512
TAMIL NADU,VILLUPPURAM,KOLIYANUR,300,206,1,818,4,1029,1329
TAMIL NADU,VILLUPPURAM,MARAKKANAM,1411,81,39,5757,113,5990,7401
TAMIL NADU,VILLUPPURAM,MAYILAM,806,35,33,4745,687,5500,6306
TAMIL NADU,VILLUPPURAM,MELMALAIYANUR,2532,40,83,8315,168,8606,11138
TAMIL NADU,VILLUPPURAM,MUGAIYUR,2431,0,559,4341,27,4927,7358
TAMIL NADU,VILLUPPURAM,OLAKKUR,226,20,35,6953,14,7022,7248
TAMIL NADU,VILLUPPURAM,RISHIVANTHAYAM,4461,0,18,3005,324,3347,7808
TAMIL NADU,VILLUPPURAM,SANKARAPURAM,2632,2,45,5699,351,6097,8729
TAMIL NADU,VILLUPPURAM,THIRUKKOYILUR,2036,1,1143,2660,1,3805,5841
TAMIL NADU,VILLUPPURAM,THIRUNAVALUR,1278,2,4,1907,11,1924,3202
TAMIL NADU,VILLUPPURAM,THIRUVENNAINALLUR,517,0,10,622,0,632,1149
TAMIL NADU,VILLUPPURAM,THIYAGADHURGAM,3512,0,23,1637,0,1660,5172
TAMIL NADU,VILLUPPURAM,ULUNDURPET,597,2,183,5941,2,6128,6725
TAMIL NADU,VILLUPPURAM,VAANOOR,1004,22,22,484,3,531,1535
TAMIL NADU,VILLUPPURAM,VALLAM,2294,0,8,4444,24,4476,6770
TAMIL NADU,VILLUPPURAM,VIKKIRAVANDI,1053,4,15,2405,32,2456,3509
TAMIL NADU,VIRUDHUNAGAR,ARUPPUKOTTAI,0,0,0,0,1294,1294,1294
TAMIL NADU,VIRUDHUNAGAR,KARIAPATTI,12,847,12,622,70,1551,1563
TAMIL NADU,VIRUDHUNAGAR,NARIKUDI,408,51,33,432,44,560,968
TAMIL NADU,VIRUDHUNAGAR,RAJAPALAYAM,0,0,16,899,2904,3819,3819
TAMIL NADU,VIRUDHUNAGAR,SATTUR,317,1,4,562,137,704,1021
TAMIL NADU,VIRUDHUNAGAR,SIVAKASI,210,16,103,436,1038,1593,1803
TAMIL NADU,VIRUDHUNAGAR,SRIVILLIPUTUR,0,114,37,1802,592,2545,2545
TAMIL NADU,VIRUDHUNAGAR,TIRUCHULI,128,24,147,348,850,1369,1497
TAMIL NADU,VIRUDHUNAGAR,VEMBAKKOTTAI,119,3,12,791,1078,1884,2003
TAMIL NADU,VIRUDHUNAGAR,VIRUDHUNAGAR,831,16,1,469,145,631,1462
TAMIL NADU,VIRUDHUNAGAR,WATRAP,0,0,30,3832,174,4036,4036
TRIPURA,DHALAI,SALEMA,4,0,0,0,0,0,4
TRIPURA,SOUTH TRIPURA,BAGAFA,1,0,0,3,0,3,4
TRIPURA,SOUTH TRIPURA,KILLA,1,0,0,4,0,4,5
TRIPURA,SOUTH TRIPURA,RAJNAGAR,82,0,0,108,0,108,190
TRIPURA,WEST TRIPURA,BISHALGARH,3,0,0,1,1,2,5
TRIPURA,WEST TRIPURA,JAMPUIJALA,2,2,0,13,0,15,17
TRIPURA,WEST TRIPURA,KHOWAI,1,0,0,1,0,1,2
TRIPURA,WEST TRIPURA,MOHANPUR,2,1,0,0,0,1,3
TRIPURA,WEST TRIPURA,TELIAMURA,0,0,0,3,0,3,3
TRIPURA,WEST TRIPURA,TULASHIKHAR,9,0,0,0,0,0,9
UTTAR PRADESH,AGRA,ACHNERA,0,0,0,331,301,632,632
UTTAR PRADESH,AGRA,BAMROLI AHIR,0,15,0,0,1,16,16
UTTAR PRADESH,AGRA,BICHPURI,0,0,0,1,126,127,127
UTTAR PRADESH,AGRA,ETMADPUR,0,0,0,77,0,77,77
UTTAR PRADESH,AGRA,FATEHABAD,0,7,0,62,1,70,70
UTTAR PRADESH,AGRA,FATEHPUR SIKRI,0,0,0,0,0,0,0
UTTAR PRADESH,AGRA,JAGNER,0,0,0,465,264,729,729
UTTAR PRADESH,AGRA,SHAMSABAD,0,13,0,5,5,23,23
UTTAR PRADESH,ALIGARH,AKRABAD,0,3,0,0,0,3,3
UTTAR PRADESH,ALIGARH,ATRAULI,1,7,0,0,0,7,8
UTTAR PRADESH,ALIGARH,CHANDOUS,0,8,0,0,0,8,8
UTTAR PRADESH,ALIGARH,DHANIPUR,0,1,0,0,0,1,1
UTTAR PRADESH,ALIGARH,GONDA,0,2,0,0,0,2,2
UTTAR PRADESH,ALIGARH,LODHA,0,7,0,0,0,7,7
UTTAR PRADESH,ALLAHABAD,BAHRIA,0,0,0,0,4,4,4
UTTAR PRADESH,ALLAHABAD,DHANUPUR,0,3,0,0,0,3,3
UTTAR PRADESH,ALLAHABAD,HOLAGARH,123,0,0,0,0,0,123
UTTAR PRADESH,ALLAHABAD,JASRA,0,0,10,10,30,50,50
UTTAR PRADESH,ALLAHABAD,KORAON,0,0,1,606,577,1184,1184
