-----
{
 "description": "The table refers to Block wise Potential Utilized through Dugwells. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.13.csv", 
 "title": "Download CSV for Blockwise Potential Utilized through Dugwells", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.13.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Kharif,Rabi,Perennial,Others,Total
ANDHRA PRADESH,ANANTHAPUR,NALLAMADA,483,273,36,2,793
ANDHRA PRADESH,ANANTHAPUR,NAMBULIPULIKUNTA,282,240,24,0,546
ANDHRA PRADESH,ANANTHAPUR,NARPALA,2010,828,1040,2,3881
ANDHRA PRADESH,ANANTHAPUR,OBULADEVARACHERUVU,411,355,445,1,1212
ANDHRA PRADESH,ANANTHAPUR,PAMIDI,69,51,242,0,362
ANDHRA PRADESH,ANANTHAPUR,PARIGI,1,0,0,0,1
ANDHRA PRADESH,ANANTHAPUR,PEDDAPAPPUR,138,73,373,0,585
ANDHRA PRADESH,ANANTHAPUR,PEDDAVADUGUR,43,15,0,0,59
ANDHRA PRADESH,ANANTHAPUR,PENU KONDA,415,174,17,0,606
ANDHRA PRADESH,ANANTHAPUR,PUTLUR,263,524,206,0,993
ANDHRA PRADESH,ANANTHAPUR,PUTTAPARTHI,349,335,79,0,762
ANDHRA PRADESH,ANANTHAPUR,RAMAGIRI,91,136,3,0,230
ANDHRA PRADESH,ANANTHAPUR,RAPTADU,307,222,60,0,589
ANDHRA PRADESH,ANANTHAPUR,RAYADURG,516,263,0,0,779
ANDHRA PRADESH,ANANTHAPUR,RODDAM,150,76,47,1,273
ANDHRA PRADESH,ANANTHAPUR,ROLLA,132,101,22,0,256
ANDHRA PRADESH,ANANTHAPUR,SETTUR,764,484,0,0,1248
ANDHRA PRADESH,ANANTHAPUR,SINGANAMALA,545,282,405,0,1232
ANDHRA PRADESH,ANANTHAPUR,SOMANDEPALLE,175,7,12,0,195
ANDHRA PRADESH,ANANTHAPUR,TADIMARRI,448,261,349,1,1059
ANDHRA PRADESH,ANANTHAPUR,TADPATRI,587,523,686,0,1797
ANDHRA PRADESH,ANANTHAPUR,TALUPULA,659,206,18,2,884
ANDHRA PRADESH,ANANTHAPUR,TANAKAL,349,139,0,0,488
ANDHRA PRADESH,ANANTHAPUR,URAVAKONDA,692,437,0,0,1129
ANDHRA PRADESH,ANANTHAPUR,VAJRAKARUR,259,156,6,0,421
ANDHRA PRADESH,ANANTHAPUR,VIDAPANAKAL,266,7,0,0,272
ANDHRA PRADESH,ANANTHAPUR,YADIKI,855,428,25,0,1308
ANDHRA PRADESH,ANANTHAPUR,YELLANUR,680,440,643,0,1763
ANDHRA PRADESH,CHITTOOR,B KOTHAKOTA,72,27,0,1,99
ANDHRA PRADESH,CHITTOOR,BAIREDDI PALLE,920,716,274,3,1912
ANDHRA PRADESH,CHITTOOR,BANGARUPALEM,3177,1163,20,0,4360
ANDHRA PRADESH,CHITTOOR,BUCHINAIDU KHANDRIGA,349,690,0,0,1039
ANDHRA PRADESH,CHITTOOR,CHANDRAGIRI,1622,472,51,0,2144
ANDHRA PRADESH,CHITTOOR,CHINNAGOTTIGALLU,2,141,0,0,143
ANDHRA PRADESH,CHITTOOR,CHITTOOR,1435,528,92,8,2064
ANDHRA PRADESH,CHITTOOR,CHOWDEPALLE,498,214,0,0,712
ANDHRA PRADESH,CHITTOOR,GANGADHARA NELLORE,1126,1092,0,0,2219
ANDHRA PRADESH,CHITTOOR,GANGAVARAM,1136,649,0,0,1785
ANDHRA PRADESH,CHITTOOR,GUDI PALLE,529,242,0,0,772
ANDHRA PRADESH,CHITTOOR,GUDIPALA,975,483,0,0,1458
ANDHRA PRADESH,CHITTOOR,GURRAMKONDA,914,564,36,20,1534
ANDHRA PRADESH,CHITTOOR,IRALA,1204,528,0,0,1732
ANDHRA PRADESH,CHITTOOR,K V P PURAM,272,1027,13,0,1311
ANDHRA PRADESH,CHITTOOR,KALAKADA,643,407,0,0,1050
ANDHRA PRADESH,CHITTOOR,KALIKIRI,335,251,0,0,586
ANDHRA PRADESH,CHITTOOR,KAMBHAMVARIPALLE,142,101,0,0,243
ANDHRA PRADESH,CHITTOOR,KARVETINAGAR,1381,1112,0,0,2493
ANDHRA PRADESH,CHITTOOR,KUPPAM,1431,932,5,3,2370
ANDHRA PRADESH,CHITTOOR,KURABALAKOTA,423,109,1,0,533
ANDHRA PRADESH,CHITTOOR,MANDANPALLE,551,391,0,0,942
ANDHRA PRADESH,CHITTOOR,MULAKALACHERUVU,447,342,0,0,790
ANDHRA PRADESH,CHITTOOR,NAGALAPURAM,997,1019,14,0,2030
ANDHRA PRADESH,CHITTOOR,NAGARI,1374,1622,15,0,3011
ANDHRA PRADESH,CHITTOOR,NARAYANAVANAM,230,339,203,20,792
ANDHRA PRADESH,CHITTOOR,NIMMANAPALLE,235,193,0,0,427
ANDHRA PRADESH,CHITTOOR,NINDRA,1004,1170,0,0,2174
ANDHRA PRADESH,CHITTOOR,PAKALA,841,403,0,0,1244
ANDHRA PRADESH,CHITTOOR,PALAMANER,1086,734,0,0,1820
ANDHRA PRADESH,CHITTOOR,PALASAMUDRAM,1014,732,0,0,1745
ANDHRA PRADESH,CHITTOOR,PEDDA PANJANI,1156,555,0,0,1711
ANDHRA PRADESH,CHITTOOR,PEDDAMANDYAM,311,135,0,0,446
ANDHRA PRADESH,CHITTOOR,PEDDATHIPPASAMUDRAM,37,91,8,1,137
ANDHRA PRADESH,CHITTOOR,PENUMURU,700,350,0,0,1050
ANDHRA PRADESH,CHITTOOR,PICHATUR,1188,1478,10,0,2676
ANDHRA PRADESH,CHITTOOR,PILERU,271,184,2,0,457
ANDHRA PRADESH,CHITTOOR,PULICHERLA,359,126,26,0,511
ANDHRA PRADESH,CHITTOOR,PUNGANUR,852,422,0,0,1274
ANDHRA PRADESH,CHITTOOR,PUTHALAPATTU,1302,822,0,0,2125
ANDHRA PRADESH,CHITTOOR,PUTTUR,1091,733,214,1,2039
ANDHRA PRADESH,CHITTOOR,RAMA KUPPAM,759,349,0,0,1108
ANDHRA PRADESH,CHITTOOR,RAMACHANDRAPURAM,2519,1639,0,0,4158
ANDHRA PRADESH,CHITTOOR,RAMASAMUDRAM,681,913,0,0,1594
ANDHRA PRADESH,CHITTOOR,RENIGUNTA,522,753,21,4,1299
ANDHRA PRADESH,CHITTOOR,ROMPICHERLA,415,1,0,0,417
ANDHRA PRADESH,CHITTOOR,SANTHI PURAM,651,128,0,0,779
ANDHRA PRADESH,CHITTOOR,SATYAVEDU,648,1048,6,0,1702
ANDHRA PRADESH,CHITTOOR,SODAM,322,446,0,0,768
ANDHRA PRADESH,CHITTOOR,SOMALA,414,383,0,0,797
ANDHRA PRADESH,CHITTOOR,SRIKALAHASTI,496,2589,0,0,3085
ANDHRA PRADESH,CHITTOOR,SRIRANGARAJAPURAM,646,587,20,3,1256
ANDHRA PRADESH,CHITTOOR,THAMBALLAPALLE,364,275,0,0,639
ANDHRA PRADESH,CHITTOOR,THAVANAMPALLE,125,27,406,0,559
ANDHRA PRADESH,CHITTOOR,THOTTAMBEDU,1101,1577,0,0,2677
ANDHRA PRADESH,CHITTOOR,TIRUPATI RURAL,568,353,0,0,921
ANDHRA PRADESH,CHITTOOR,TIRUPATI URBAN,181,204,0,0,385
ANDHRA PRADESH,CHITTOOR,VADAMALAPETA,1101,738,0,0,1839
ANDHRA PRADESH,CHITTOOR,VARADAIAHPALEM,672,447,0,0,1119
ANDHRA PRADESH,CHITTOOR,VAYALPAD,591,440,1,0,1032
ANDHRA PRADESH,CHITTOOR,VEDURU KUPPAM,1364,1012,0,0,2376
ANDHRA PRADESH,CHITTOOR,VENKATAGIRI KOTA,1099,703,0,0,1802
ANDHRA PRADESH,CHITTOOR,VIJAYA PURAM,980,927,170,0,2076
ANDHRA PRADESH,CHITTOOR,YADAMARI,1638,887,0,0,2525
ANDHRA PRADESH,CHITTOOR,YERPEDU,1051,834,7,0,1892
ANDHRA PRADESH,CHITTOOR,YERRAVARIPALEM,35,38,0,0,72
ANDHRA PRADESH,CUDDAPAH,A.KASINAYANI,428,0,0,0,428
ANDHRA PRADESH,CUDDAPAH,ATLUR,64,3,0,0,67
ANDHRA PRADESH,CUDDAPAH,B KODUR,23,15,0,0,39
ANDHRA PRADESH,CUDDAPAH,BADVEL,95,13,0,0,108
ANDHRA PRADESH,CUDDAPAH,BRAHMAMGARIMATTAM,168,255,2,0,425
ANDHRA PRADESH,CUDDAPAH,CHAKRAYAPET,219,416,467,0,1101
ANDHRA PRADESH,CUDDAPAH,CHAPAD,422,5,0,0,427
ANDHRA PRADESH,CUDDAPAH,CHENNUR,212,62,0,0,273
ANDHRA PRADESH,CUDDAPAH,CHINNAMANDEM,274,210,0,0,485
ANDHRA PRADESH,CUDDAPAH,CHINTHA KOMMADINNE,135,200,0,0,335
ANDHRA PRADESH,CUDDAPAH,CHITVEL,248,228,16,0,492
ANDHRA PRADESH,CUDDAPAH,CUDDAPAH,171,113,0,0,283
ANDHRA PRADESH,CUDDAPAH,DUVVUR,34,0,0,0,35
ANDHRA PRADESH,CUDDAPAH,GALIVEEDU,121,126,13,0,260
ANDHRA PRADESH,CUDDAPAH,GOPAVARAM,315,225,0,0,539
ANDHRA PRADESH,CUDDAPAH,JAMMALAMADUGU,379,61,27,0,468
ANDHRA PRADESH,CUDDAPAH,KALASAPADU,239,159,0,0,398
ANDHRA PRADESH,CUDDAPAH,KAMALAPURAM,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,KHAJIPET,603,117,0,0,721
ANDHRA PRADESH,CUDDAPAH,KODUR,912,585,0,0,1497
ANDHRA PRADESH,CUDDAPAH,KONDAPURAM,106,78,0,0,184
ANDHRA PRADESH,CUDDAPAH,LAKKIREDDIPALLE,544,377,86,0,1007
ANDHRA PRADESH,CUDDAPAH,LINGALA,376,108,182,0,666
ANDHRA PRADESH,CUDDAPAH,MUDDANUR,214,73,0,0,287
ANDHRA PRADESH,CUDDAPAH,MYLAVARAM,814,75,0,0,889
ANDHRA PRADESH,CUDDAPAH,NANDALUR,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,OBULAVARIPALLE,128,555,690,0,1372
ANDHRA PRADESH,CUDDAPAH,PEDDAMUDIUM,26,0,0,0,26
ANDHRA PRADESH,CUDDAPAH,PENAGALURU,47,23,5,0,75
ANDHRA PRADESH,CUDDAPAH,PENDLIMARRI,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,PORUMAMILLA,161,73,6,0,239
ANDHRA PRADESH,CUDDAPAH,PRODDUTUR,46,0,0,0,46
ANDHRA PRADESH,CUDDAPAH,PULIVENDLA,1,0,0,0,1
ANDHRA PRADESH,CUDDAPAH,PULLAMPETA,27,16,0,0,43
ANDHRA PRADESH,CUDDAPAH,RAJAMPET,462,306,187,0,956
ANDHRA PRADESH,CUDDAPAH,RAJU PALEM,47,0,0,0,47
ANDHRA PRADESH,CUDDAPAH,RAMAPURAM,692,406,44,17,1159
ANDHRA PRADESH,CUDDAPAH,RAYACHOTI,352,717,9,0,1079
ANDHRA PRADESH,CUDDAPAH,S MYDUKUR,5,0,0,0,5
ANDHRA PRADESH,CUDDAPAH,SAMBEPALLE,355,194,2,0,551
ANDHRA PRADESH,CUDDAPAH,SIDHOUT,402,356,0,0,758
ANDHRA PRADESH,CUDDAPAH,SIMHADRIPURAM,135,4,67,0,206
ANDHRA PRADESH,CUDDAPAH,T SUNDUPALLE,500,216,6,16,739
ANDHRA PRADESH,CUDDAPAH,THANDUR,234,113,0,0,347
ANDHRA PRADESH,CUDDAPAH,VALLUR,16,1,0,0,17
ANDHRA PRADESH,CUDDAPAH,VEERABALLE,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,VEERAPUNAYUNIPALLE,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,VEMPALLE,128,3,5,0,136
ANDHRA PRADESH,CUDDAPAH,VEMULA,205,255,19,15,494
ANDHRA PRADESH,CUDDAPAH,VONTIMITTA,436,413,91,10,949
ANDHRA PRADESH,CUDDAPAH,YERRAGUNTLA,38,35,0,0,73
ANDHRA PRADESH,EAST GODAVARI,ADDATEEGALA,2,0,0,0,2
ANDHRA PRADESH,EAST GODAVARI,BICCAVOLU,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,GOKAVARAM,25,0,0,2,27
ANDHRA PRADESH,EAST GODAVARI,GOLLAPROLU,160,0,24,0,184
ANDHRA PRADESH,EAST GODAVARI,JAGGAMPETA,173,0,0,0,173
ANDHRA PRADESH,EAST GODAVARI,KARAPA,6,6,0,0,12
ANDHRA PRADESH,EAST GODAVARI,KORUKONDA,158,43,72,0,273
ANDHRA PRADESH,EAST GODAVARI,KOTANANDURU,350,0,0,0,350
ANDHRA PRADESH,EAST GODAVARI,MALIKIPURAM,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,PEDDAPURAM,3,0,0,0,3
ANDHRA PRADESH,EAST GODAVARI,PITHAPURAM,24,1,0,6,31
ANDHRA PRADESH,EAST GODAVARI,PRATHIPADU,193,9,0,0,202
ANDHRA PRADESH,EAST GODAVARI,RAJANAGARAM,386,261,34,0,681
ANDHRA PRADESH,EAST GODAVARI,RANGAMPETA,14,12,0,0,25
ANDHRA PRADESH,EAST GODAVARI,RAZOLE,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,SAMALKOTA,559,466,29,2,1057
ANDHRA PRADESH,EAST GODAVARI,SANKHAVARAM,320,93,383,0,795
ANDHRA PRADESH,EAST GODAVARI,THALLAREVU,14,14,0,7,35
ANDHRA PRADESH,EAST GODAVARI,THONDANGI,94,4,23,0,122
ANDHRA PRADESH,EAST GODAVARI,TUNI,248,118,297,0,663
ANDHRA PRADESH,EAST GODAVARI,YELESWARAM,0,0,6,0,6
ANDHRA PRADESH,GUNTUR,ACHAMPETA,519,2,54,0,576
ANDHRA PRADESH,GUNTUR,AMARAVATHI,453,16,0,0,469
ANDHRA PRADESH,GUNTUR,AMRUTHALUR,0,0,9,0,9
ANDHRA PRADESH,GUNTUR,BAPATLA,348,233,0,0,581
ANDHRA PRADESH,GUNTUR,BELLAMKONDA,334,3,1,0,338
ANDHRA PRADESH,GUNTUR,BOLLAPALLE,68,0,0,0,68
ANDHRA PRADESH,GUNTUR,CHEBROLE,240,240,59,0,540
ANDHRA PRADESH,GUNTUR,CHERUKUPALLE,2412,1385,0,0,3798
ANDHRA PRADESH,GUNTUR,CHILAKALURIPET,204,12,1,2,219
ANDHRA PRADESH,GUNTUR,DACHEPALLE,58,23,0,0,81
ANDHRA PRADESH,GUNTUR,EDLAPADU,160,1,0,0,161
ANDHRA PRADESH,GUNTUR,GUNTUR,5,0,9,0,14
ANDHRA PRADESH,GUNTUR,GURAZALA,20,0,0,0,20
ANDHRA PRADESH,GUNTUR,IPURU,100,0,0,0,100
ANDHRA PRADESH,GUNTUR,KAREMPUDI,14,0,0,0,14
ANDHRA PRADESH,GUNTUR,KARLAPALEM,125,141,0,0,267
ANDHRA PRADESH,GUNTUR,KROSURU,115,0,12,0,128
ANDHRA PRADESH,GUNTUR,MACHAVARAM,58,0,10,0,68
ANDHRA PRADESH,GUNTUR,MACHERLA,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,MANGALAGIRI,207,11,21,0,239
ANDHRA PRADESH,GUNTUR,MEDIKONDURU,6,0,78,0,84
ANDHRA PRADESH,GUNTUR,MUPPALLA,7,0,8,0,16
ANDHRA PRADESH,GUNTUR,NADENDLA,51,0,11,0,62
ANDHRA PRADESH,GUNTUR,NAGARAM,2,26,5,0,34
ANDHRA PRADESH,GUNTUR,NAKARIKALLU,20,16,0,0,36
ANDHRA PRADESH,GUNTUR,NARASARAOPETA,450,111,0,0,561
ANDHRA PRADESH,GUNTUR,NIZAMPATNAM,13,16,0,0,29
ANDHRA PRADESH,GUNTUR,NUZENDLA,103,0,0,0,103
ANDHRA PRADESH,GUNTUR,PEDAKAKANI,37,28,0,0,65
ANDHRA PRADESH,GUNTUR,PEDAKURAPADU,123,1,8,0,133
ANDHRA PRADESH,GUNTUR,PHIRANGIPURAM,12,0,21,0,33
ANDHRA PRADESH,GUNTUR,PIDUGURALLA,29,0,0,0,29
ANDHRA PRADESH,GUNTUR,PITTALAVANIPALEM,61,26,0,0,87
ANDHRA PRADESH,GUNTUR,PRATHIPADU,7,0,0,0,7
ANDHRA PRADESH,GUNTUR,RAJUPALEM,227,8,10,0,245
ANDHRA PRADESH,GUNTUR,RENTACRINTALA,33,0,0,0,33
ANDHRA PRADESH,GUNTUR,ROMPICHERLA,165,1,2,7,174
ANDHRA PRADESH,GUNTUR,SATTENAPALLE,33,0,4,0,36
ANDHRA PRADESH,GUNTUR,SAVALYAPURAM,0,0,19,0,19
ANDHRA PRADESH,GUNTUR,TADIKONDA,11,0,0,0,11
ANDHRA PRADESH,GUNTUR,THADEPALLE,70,44,81,0,196
ANDHRA PRADESH,GUNTUR,THULLUR,91,37,1,0,129
ANDHRA PRADESH,GUNTUR,VELDURTHI,3,0,0,0,3
ANDHRA PRADESH,GUNTUR,VINUKONDA,37,0,6,0,43
ANDHRA PRADESH,KARIMNAGAR,BEJJANKI,3601,2547,7,0,6154
ANDHRA PRADESH,KARIMNAGAR,BHEEMADEVARPALLE,1648,1701,610,0,3959
ANDHRA PRADESH,KARIMNAGAR,BOINPALLE,1806,1051,0,0,2857
ANDHRA PRADESH,KARIMNAGAR,CHANDURTHI,2224,1342,485,42,4093
ANDHRA PRADESH,KARIMNAGAR,CHIGURUMAMIDI,1695,2339,13,0,4048
ANDHRA PRADESH,KARIMNAGAR,CHOPPADANDI,2326,2562,1,0,4889
ANDHRA PRADESH,KARIMNAGAR,DHARMAPURI,2888,1805,22,0,4714
ANDHRA PRADESH,KARIMNAGAR,DHARMARAM,1519,2129,51,0,3698
ANDHRA PRADESH,KARIMNAGAR,ELEGADE,1356,1392,0,0,2749
ANDHRA PRADESH,KARIMNAGAR,ELKATHURTHI,2394,1468,2,0,3863
ANDHRA PRADESH,KARIMNAGAR,ELLANTHAKUNTA,1724,1129,24,23,2900
ANDHRA PRADESH,KARIMNAGAR,GAMBHIRAOPET,710,682,0,0,1392
ANDHRA PRADESH,KARIMNAGAR,GANGADHARA,1949,1480,53,0,3482
ANDHRA PRADESH,KARIMNAGAR,GOLLAPALLE,2849,2401,2,0,5252
ANDHRA PRADESH,KARIMNAGAR,HUSNABAD,2729,1637,163,2,4530
ANDHRA PRADESH,KARIMNAGAR,HUZURABAD,4678,3370,29,0,8077
ANDHRA PRADESH,KARIMNAGAR,IBRAHIMPATNAM,2598,1264,1,29,3892
ANDHRA PRADESH,KARIMNAGAR,JAGTIAL,3265,1936,0,0,5201
ANDHRA PRADESH,KARIMNAGAR,JAMMIKUNTA,4861,1800,28,0,6689
ANDHRA PRADESH,KARIMNAGAR,JULAPALLE,820,830,0,0,1650
ANDHRA PRADESH,KARIMNAGAR,KAMALAPUR,4410,3263,2,0,7674
ANDHRA PRADESH,KARIMNAGAR,KAMANPUR,493,1066,59,17,1636
ANDHRA PRADESH,KARIMNAGAR,KARIMNAGAR,2538,2507,39,19,5102
ANDHRA PRADESH,KARIMNAGAR,KATARAM,471,142,1,0,614
ANDHRA PRADESH,KARIMNAGAR,KATHLAPUR,2799,993,40,0,3832
ANDHRA PRADESH,KARIMNAGAR,KESAVAPATNAM,3900,3249,2,0,7152
ANDHRA PRADESH,KARIMNAGAR,KODIMIAL,2322,1246,36,0,3604
ANDHRA PRADESH,KARIMNAGAR,KOHEDA,2550,1610,359,40,4560
ANDHRA PRADESH,KARIMNAGAR,KONARAOPETA,2765,1667,21,66,4519
ANDHRA PRADESH,KARIMNAGAR,KORATLA,2661,1472,169,15,4317
ANDHRA PRADESH,KARIMNAGAR,MAHADEVPUR,252,641,16,0,908
ANDHRA PRADESH,KARIMNAGAR,MALHARRAO,662,306,6,0,974
ANDHRA PRADESH,KARIMNAGAR,MALLAPUR,3392,2319,165,0,5876
ANDHRA PRADESH,KARIMNAGAR,MALLIAL,3092,2312,112,0,5516
ANDHRA PRADESH,KARIMNAGAR,MANAKONDUR,6061,4671,28,0,10760
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,1072,564,1,0,1638
ANDHRA PRADESH,KARIMNAGAR,MEDIPALLE,3893,1997,22,0,5913
ANDHRA PRADESH,KARIMNAGAR,METPALLE,2244,1000,4,44,3291
ANDHRA PRADESH,KARIMNAGAR,MUSTABAD,2158,1697,2,33,3889
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MAHADEVPUR,116,14,0,0,131
