-----
{
 "description": "The table refers to District wise Culturable Command Area and Potential Created through Surface Flow Schemes. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowstate4.9.csv", 
 "title": "Download CSV for Districtwise Culturable Command Area and Potential Created through Surface Flow Schemes", 
 "url": "http://data.gov.in/sites/default/files/srfcflowstate4.9.csv"
}
-----
"State","District","Culturable Command Area","Irrigation potential created - Kharif","Irrigation potential created - Rabi","Irrigation potential created - Perennial","Irrigation potential created - Others","Total"
"GUJARAT","SURAT",20080,16819,2562,0,14750,34131
"GUJARAT","SURENDRANAGAR",13958,9086,427,1,4848,14361
"GUJARAT","VADODARA",18423,16174,4339,0,50,20564
"GUJARAT","VALSAD",1393,0,1229,1,288,1518
"HARYANA","AMBALA",136,185,182,0,0,367
"HARYANA","BHIWANI",473,112,465,0,0,577
"HARYANA","GURGAON",21,14,14,0,0,28
"HARYANA","KARNAL",1055,1046,1010,4,0,2060
"HARYANA","PANCHKULA",1579,967,1131,124,2,2224
"HARYANA","REWARI",104,35,99,0,0,134
"HIMACHAL PRADESH","Bilaspur",2010,2002,2000,12,0,4015
"HIMACHAL PRADESH","Chamba",4246,4028,3948,14,0,7991
"HIMACHAL PRADESH","Hamirpur",911,888,890,0,0,1778
"HIMACHAL PRADESH","Kangra",32271,30392,30175,1563,3,62132
"HIMACHAL PRADESH","Kinnaur",5431,2978,2795,2013,0,7785
"HIMACHAL PRADESH","Kullu",2541,2232,644,387,25,3288
"HIMACHAL PRADESH","Lahul & Spiti",2430,904,2057,0,1,2962
"HIMACHAL PRADESH","Mandi",14465,13944,13773,44,6,27767
"HIMACHAL PRADESH","Shimla",4221,3900,2697,51,0,6648
"HIMACHAL PRADESH","Sirmaur",10021,9270,9076,204,1,18551
"HIMACHAL PRADESH","Solan",8970,7470,7034,101,18,14623
"HIMACHAL PRADESH","Una",901,754,818,15,2,1589
"JAMMU & KASHMIR","ANANTNAG",50476,45495,27508,2194,39,75236
"JAMMU & KASHMIR","BADGAM",23593,24904,8831,344,89,34168
"JAMMU & KASHMIR","BARAMULLA",30231,31788,3404,150,0,35342
"JAMMU & KASHMIR","DODA",3528,3845,289,0,0,4134
"JAMMU & KASHMIR","JAMMU",72,51,46,0,0,97
"JAMMU & KASHMIR","KARGIL",6909,2411,4996,0,0,7407
"JAMMU & KASHMIR","KATHUA",19995,22056,20000,10,0,42066
"JAMMU & KASHMIR","KUPWARA",22821,23166,494,0,0,23660
"JAMMU & KASHMIR","LEH",9054,4519,8583,0,0,13102
"JAMMU & KASHMIR","POONCH",6981,6313,3543,6,0,9862
"JAMMU & KASHMIR","PULWAMA",34509,32681,22658,608,4,55951
"JAMMU & KASHMIR","RAJOURI",4868,5057,3662,3,0,8721
"JAMMU & KASHMIR","SRINAGAR",16288,14605,3368,297,0,18270
"JAMMU & KASHMIR","UDHAMPUR",7254,6157,2421,15,10,8603
"JHARKHAND","BOKARO",3392,2677,809,223,81,3791
"JHARKHAND","CHATRA",10394,9085,2844,293,38,12259
"JHARKHAND","DEOGHAR",12711,10506,4567,283,134,15490
"JHARKHAND","DHANBAD",2204,2211,1088,40,8,3347
"JHARKHAND","DUMKA",5254,4144,2283,90,75,6593
"JHARKHAND","GARHWA",13515,12186,2589,98,260,15134
"JHARKHAND","GIRIDIH",9009,6950,2452,243,119,9763
"JHARKHAND","GODDA",3288,2284,1293,56,50,3683
"JHARKHAND","GUMLA",496,480,339,26,15,860
"JHARKHAND","HAZARIBAGH",4807,3206,1876,112,65,5259
"JHARKHAND","JAMTARA",4746,2980,2167,202,228,5576
"JHARKHAND","KODERMA",2544,1925,757,142,120,2945
"JHARKHAND","LATEHAR",11918,10478,2613,275,397,13762
"JHARKHAND","LOHARDAGA",53,16,42,13,33,105
"JHARKHAND","PAKUR",3778,2317,1992,180,108,4597
"JHARKHAND","PALAMU",29856,29433,2852,259,160,32704
"JHARKHAND","RANCHI",1878,1741,220,40,2,2003
"JHARKHAND","SAHEBGANJ",1999,1035,1316,76,30,2457
"JHARKHAND","SARAIKELA",7232,5957,2510,608,176,9252
"JHARKHAND","SIMDEGA",1398,607,1215,45,1,1867
"JHARKHAND","WEST SINGHBHUM",6923,6633,2156,245,36,9070
"KARNATAKA","Bagalkote",5984,4389,1104,214,1158,6865
"KARNATAKA","Bangalore",3120,3049,100,33,76,3258
"KARNATAKA","Bangalore Rural",16553,12365,1060,2526,2198,18149
"KARNATAKA","Belgaum",9144,6802,801,36,1699,9338
"KARNATAKA","Bellary",5947,4301,614,0,2512,7427
"KARNATAKA","Bidar",1851,429,966,471,13,1879
"KARNATAKA","Bijapur",18348,5444,12833,146,0,18424
"KARNATAKA","Chamaraja Nagara",4852,4752,7,0,137,4895
"KARNATAKA","Chikmagalur",21518,12665,110,7237,2741,22753
"KARNATAKA","Chitradurga",9922,4886,2659,74,3851,11470
"KARNATAKA","Dakshina Kannada",2055,47,1100,959,249,2355
"KARNATAKA","Davanagere",4086,2402,64,88,2706,5259
"KARNATAKA","Dharwar",13402,13132,265,44,915,14355
"KARNATAKA","Gadag",5650,2612,4408,3,926,7949
"KARNATAKA","Gulbarga",11835,7622,4813,285,1064,13784
"KARNATAKA","Hassan",42302,29113,7381,5523,6088,48104
"KARNATAKA","Haveri",19353,14424,530,176,5947,21077
"KARNATAKA","Kodagu",4367,4221,9,152,81,4463
"KARNATAKA","Kolar",45970,35392,7399,1389,8802,52982
"KARNATAKA","Koppal",3908,3299,0,0,1525,4823
"KARNATAKA","Mandya",8640,6747,626,888,1888,10148
"KARNATAKA","Mysore",4420,2908,1389,285,642,5223
"KARNATAKA","Raichur",6221,2893,3403,0,233,6529
"KARNATAKA","Shimoga",58291,55763,399,2478,3600,62241
"KARNATAKA","Tumkur",49128,25241,2343,6905,18208,52697
"KARNATAKA","Udupi",11105,141,8548,2233,381,11303
"KARNATAKA","Uttara Kannada",12668,6650,2077,2737,1855,13320
"KERALA","ALAPPUZHA",2954,1220,1091,1620,2914,6845
"KERALA","ERANAKULAM",4808,3485,3151,1193,2748,10576
"KERALA","IDDUKKI",5466,2118,2499,2195,2277,9089
"KERALA","KANNUR",11674,4175,5327,6012,9031,24544
"KERALA","KASARAGODE",8992,4968,6192,5290,8459,24909
"KERALA","KOLLAM",5852,4961,4708,792,3280,13742
"KERALA","KOTTAYAM",7626,6241,3395,1016,4397,15049
"KERALA","KOZHIKODE",4877,1433,2126,2259,4506,10324
"KERALA","MALAPPURAM",11896,8991,9655,1601,4320,24567
"KERALA","PALAKKAD",8588,7068,6784,1716,5330,20898
"KERALA","PATHANAMTHITTA",2515,1741,1331,471,1738,5282
"KERALA","THIRUVANANTHAPURAM",14635,8149,7159,6221,18855,40384
"KERALA","THRISSUR",9359,7101,7899,512,5879,21391
"KERALA","WAYANAD",5193,4680,3691,354,3719,12445
"MADHYA PRADESH","BALAGHAT",55024,53762,4593,51,12,58419
"MADHYA PRADESH","BARWANI",3337,2123,1651,0,0,3773
"MADHYA PRADESH","BETUL",18207,969,18143,43,0,19155
"MADHYA PRADESH","BHIND",2709,1439,1271,0,0,2710
"MADHYA PRADESH","BHOPAL",4383,5,4383,10,0,4397
"MADHYA PRADESH","CHHATARPUR",20737,0,21151,0,0,21151
"MADHYA PRADESH","CHHINDWARA",11181,62,11159,0,0,11221
"MADHYA PRADESH","DAMOH",10248,313,10119,0,0,10433
"MADHYA PRADESH","DATIA",817,0,817,0,0,817
"MADHYA PRADESH","DEWAS",2632,16,2610,9,0,2635
"MADHYA PRADESH","DHAR",3419,2511,1093,13,0,3617
"MADHYA PRADESH","GUNA",9176,1,9189,0,2,9192
"MADHYA PRADESH","GWALIOR",3310,1149,2690,4,146,3989
"MADHYA PRADESH","HARDA",317,0,317,0,0,317
"MADHYA PRADESH","HOSHANGABAD",1325,6,1335,7,0,1348
"MADHYA PRADESH","INDORE",428,0,429,0,0,429
"MADHYA PRADESH","JABALPUR",4655,419,4260,0,2,4680
"MADHYA PRADESH","JHABUA",11783,1258,12392,10,0,13660
"MADHYA PRADESH","KATNI",10908,3898,9061,21,0,12979
"MADHYA PRADESH","KHANDWA",739,120,552,79,0,751
"MADHYA PRADESH","KHARGONE",4829,2818,2086,0,0,4904
"MADHYA PRADESH","MANDLA",6720,130,6599,0,0,6729
"MADHYA PRADESH","MANDSAUR",321,37,321,0,0,358
"MADHYA PRADESH","MORENA",393,64,390,0,0,454
"MADHYA PRADESH","NARSINGHPUR",3873,6,3881,11,0,3898
"MADHYA PRADESH","NEEMUCH",618,0,667,0,0,667
"MADHYA PRADESH","PANNA",22852,899,22868,4,0,23771
"MADHYA PRADESH","RAISEN",310,0,310,0,0,310
"MADHYA PRADESH","RAJGARH",3133,20,3104,12,12,3148
"MADHYA PRADESH","RATLAM",16783,1293,9445,9,11800,22546
"MADHYA PRADESH","REWA",4972,2253,2930,58,15,5256
"MADHYA PRADESH","SAGAR",2519,196,2506,10,0,2712
"MADHYA PRADESH","SATNA",4219,74,4149,8,0,4231
"MADHYA PRADESH","SEHORE",2104,0,2100,4,0,2104
"MADHYA PRADESH","SEONI",12768,10519,5012,0,5,15535
"MADHYA PRADESH","SHAHDOL",38501,8061,36641,0,2,44704
"MADHYA PRADESH","SHAJAPUR",1096,153,945,0,0,1098
"MADHYA PRADESH","SHEOPUR",800,0,800,0,0,800
"MADHYA PRADESH","SHIVPURI",10862,93,11015,37,0,11145
"MADHYA PRADESH","SIDHI",9007,430,8826,0,8976,18232
"MADHYA PRADESH","TIKAMGARH",10365,1281,9339,20,0,10640
"MADHYA PRADESH","UJJAIN",1038,0,1040,0,0,1040
"MADHYA PRADESH","UMARIA",611,35,591,0,0,626
"MADHYA PRADESH","VIDISHA",28029,0,30421,0,0,30421
"MAHARASHTRA","AHMEDNAGAR",6641,2990,2907,1801,285,7983
"MAHARASHTRA","AKOLA",15372,4787,11490,17,61,16354
"MAHARASHTRA","AMRAVATI",4953,1797,3241,21,38,5097
"MAHARASHTRA","AURANGABAD",38812,2205,36820,753,13,39791
"MAHARASHTRA","BEED",1397,531,720,288,1531,3070
"MAHARASHTRA","BHANDARA",57796,48494,5323,28,8907,62752
"MAHARASHTRA","BULDANA",3242,1612,1585,115,27,3339
"MAHARASHTRA","CHANDRAPUR",69678,66904,4963,1659,95,73620
"MAHARASHTRA","DHULE",621,558,484,1,2,1045
"MAHARASHTRA","GADCHIROLI",32352,32451,2,0,0,32453
"MAHARASHTRA","GONDIYA",54714,51991,906,5,3109,56011
"MAHARASHTRA","HINGOLI",3959,1282,3974,535,679,6470
"MAHARASHTRA","JALGAON",499,392,134,8,0,533
"MAHARASHTRA","JALNA",9826,0,9827,0,0,9827
"MAHARASHTRA","KOLHAPUR",226,96,24,35,150,304
"MAHARASHTRA","LATUR",2241,876,1098,632,8,2614
"MAHARASHTRA","NAGPUR",16420,9246,8172,1380,910,19708
"MAHARASHTRA","NANDED",18465,7364,11180,4748,1218,24509
"MAHARASHTRA","NANDURBAR",2428,156,1252,0,1123,2531
"MAHARASHTRA","NASHIK",7741,5076,2756,230,87,8148
"MAHARASHTRA","OSMANABAD",2742,1184,1962,239,199,3585
"MAHARASHTRA","PARBHANI",2405,282,1947,186,281,2696
"MAHARASHTRA","PUNE",22387,6162,12131,6683,738,25714
"MAHARASHTRA","RAIGHAR",8664,103,8441,120,0,8664
"MAHARASHTRA","RATNAGIRI",2971,1370,1097,721,17,3205
"MAHARASHTRA","SANGLI",7247,4794,2706,765,424,8689
"MAHARASHTRA","SATARA",14738,5421,4145,8648,4,18218
"MAHARASHTRA","SINDHUDURGA",5727,4064,2621,378,182,7245
"MAHARASHTRA","SOLAPUR",4453,2196,2721,329,379,5626
"MAHARASHTRA","THANE",4591,177,4590,43,0,4810
"MAHARASHTRA","WARDHA",15773,10748,6681,1665,235,19329
"MAHARASHTRA","WASHIM",6016,770,5183,75,91,6119
"MAHARASHTRA","YAVATMAL",12680,5103,7698,304,181,13286
"MANIPUR","BISHNUPUR",3211,3198,1311,0,73,4582
"MANIPUR","CHANDEL",1495,1495,925,0,0,2420
"MANIPUR","CHURACHANDPUR",2963,2948,1512,0,0,4460
"MANIPUR","IMPHAL EAST",1288,1504,0,0,0,1504
"MANIPUR","IMPHAL WEST",6455,8837,110,0,0,8947
"MANIPUR","SENAPATI",1145,975,803,0,0,1778
"MANIPUR","TAMENGLONG",1120,848,611,0,0,1459
"MANIPUR","THOUBAL",7279,7984,864,0,788,9636
"MANIPUR","UKHRUL",1352,1063,640,0,0,1703
"MEGHALAYA","EAST GARO HILLS",5870,5860,452,0,0,6312
"MEGHALAYA","EAST KHASI HILLS",9336,6865,1749,2099,32,10744
"MEGHALAYA","JAINTIA HILLS",7921,4735,100,3122,0,7958
"MEGHALAYA","RI BHOI",20364,20364,413,0,63,20840
"MEGHALAYA","SOUTH GARO HILLS",2619,1598,1398,788,3,3787
"MEGHALAYA","WEST GARO HILLS",13154,12231,5609,845,501,19186
"MEGHALAYA","WEST KHASI HILLS",16115,15585,6291,293,19,22189
"MIZORAM","AIZAWL",1509,1122,67,61,407,1657
"MIZORAM","CHAMPHAI",2982,2495,15,13,484,3006
"MIZORAM","KOLASIB",747,688,548,5,53,1295
"MIZORAM","LAWNGTLAI",1360,832,2,0,529,1363
"MIZORAM","LUNGLEI",591,497,221,13,70,800
"MIZORAM","MAMIT",460,326,89,7,127,549
"MIZORAM","SAIHA",566,450,45,0,126,620
"MIZORAM","SERCHHIP",1176,1019,23,0,165,1207
"NAGALAND","DIMAPUR",17451,23788,10626,0,0,34414
"NAGALAND","KOHIMA",15535,16273,739,363,185,17559
"NAGALAND","MOKOKCHUNG",8556,9596,0,0,0,9596
"NAGALAND","MON",2923,2988,0,0,0,2988
"NAGALAND","PHEK",11562,14300,255,14,12,14581
"NAGALAND","TUENSANG",10790,10815,5,2,0,10823
"NAGALAND","WOKHA",3259,3277,0,0,0,3277
"NAGALAND","ZUNHEBOTO",9125,7795,1849,7,2,9653
"ORISSA","ANGUL",15102,14131,3045,54,0,17231
"ORISSA","BALASORE",6137,5479,869,0,0,6348
"ORISSA","BARGARH",50534,49806,5489,150,113,55558
"ORISSA","BHADRAK",4105,2841,1356,0,0,4197
"ORISSA","BOLANGIR",43245,42676,2346,79,16,45117
"ORISSA","BOUDH",8224,8148,682,0,0,8830
"ORISSA","CUTTACK",12845,11996,2537,16,2,14551
"ORISSA","DEOGARH",4575,4550,739,30,15,5334
"ORISSA","DHENKANAL",22936,22104,4648,73,7,26832
"ORISSA","GAJAPATI",24407,24664,3447,261,0,28373
"ORISSA","GANJAM",146211,142031,33978,277,138,176424
"ORISSA","JAGATSINGHPUR",552,524,27,0,1,552
"ORISSA","JAJAPUR",7548,6920,1926,66,0,8912
"ORISSA","JHARSUGUDA",6933,6868,2255,10,0,9132
"ORISSA","KALAHANDI",25640,24817,4089,18,7,28930
"ORISSA","KANDHAMAL",9551,8630,1382,5,0,10017
"ORISSA","KENDRAPARA",98,24,94,0,0,118
"ORISSA","KEONJHAR",21804,21388,4023,23,1,25435
"ORISSA","KHURDA",11244,10192,2971,38,5,13206
"ORISSA","KORAPUT",16750,16190,5224,107,88,21609
"ORISSA","MALKANAGIRI",1724,1395,701,8,77,2180
"ORISSA","MAYURBHANJA",32446,30501,7796,62,78,38437
"ORISSA","NAWARANGAPUR",2926,2906,361,1,0,3268
"ORISSA","NAYAGARH",15158,13453,2979,560,41,17034
"ORISSA","NUAPADA",17000,15278,1786,55,166,17286
"ORISSA","PURI",1254,181,1073,0,0,1254
"ORISSA","RAYAGADA",43198,42483,6867,144,21,49516
"ORISSA","SAMBALPUR",18721,18153,3961,62,1,22177
"ORISSA","SONEPUR",11962,11924,1458,0,0,13382
"ORISSA","SUNDARGARH",15270,13458,4778,23,2,18262
"PONDICHERRY","KARAIKAL",8863,1940,6938,0,0,8878
"PONDICHERRY","PONDICHERRY",1890,1621,307,54,0,1982
"PONDICHERRY","YANAM",1173,866,944,5,174,1989
"PUNJAB","GURDASPUR",457,427,417,0,0,845
"PUNJAB","HOSHIARPUR",227,227,221,10,0,458
"PUNJAB","MOGA",59,59,59,0,0,118
"PUNJAB","PATIALA",200,200,200,0,0,400
"PUNJAB","ROPAR",2759,2745,2758,0,0,5504
"RAJASTHAN","AJMER",32314,19335,25770,12,802,45919
"RAJASTHAN","ALWAR",636,516,636,0,0,1152
"RAJASTHAN","BANSWARA",3922,552,3604,318,133,4607
"RAJASTHAN","BARAN",13776,6821,13225,498,0,20544
"RAJASTHAN","BHARATPUR",1944,0,1844,0,100,1944
"RAJASTHAN","BHILWARA",28181,19700,20191,0,165,40055
"RAJASTHAN","BUNDI",1815,961,1042,6,265,2274
"RAJASTHAN","CHITTORGARH",2706,1678,2133,20,21,3852
"RAJASTHAN","DAUSA",144,6,138,0,0,144
"RAJASTHAN","DHOLPUR",2599,216,2442,0,0,2658
"RAJASTHAN","DUNGARPUR",2016,417,1937,7,57,2418
"RAJASTHAN","JAIPUR",1995,74,1991,0,1,2066
"RAJASTHAN","JAISALMER",3,0,3,0,0,3
"RAJASTHAN","JALORE",32,0,69,0,0,69
"RAJASTHAN","JHALAWAR",3835,2,3817,1,104,3924
"RAJASTHAN","JHUNJHUNU",12,5,10,0,0,15
"RAJASTHAN","KAROLI",7218,18,7215,2,0,7236
"RAJASTHAN","KOTA",910,320,631,0,0,951
"RAJASTHAN","NAGAUR",1142,22,1140,0,0,1162
"RAJASTHAN","PALI",11347,3328,7966,840,170,12304
"RAJASTHAN","RAJSAMAND",2638,1268,2099,57,28,3452
"RAJASTHAN","SAWAI MADHOPUR",2151,0,2160,0,0,2160
"RAJASTHAN","SIROHI",2855,151,2680,35,23,2888
"RAJASTHAN","TONK",19353,2331,18814,0,0,21145
"RAJASTHAN","UDAIPUR",4687,457,4469,143,53,5122
"SIKKIM","EAST",8523,5252,2500,914,572,9238
"SIKKIM","NORTH",1790,1095,633,180,170,2078
"SIKKIM","SOUTH",4922,3666,1753,374,221,6014
"SIKKIM","WEST",5016,3355,1558,654,256,5823
"TAMIL NADU","COIMBATORE",6456,6386,2195,2780,2165,13526
"TAMIL NADU","CUDDALORE",5725,2431,4880,47,760,8118
"TAMIL NADU","DHARMAPURI",9958,9958,9578,9651,711,29898
"TAMIL NADU","DINDIGUL",15621,12871,12621,1620,429,27541
"TAMIL NADU","ERODE",4359,3985,1991,1553,1481,9010
"TAMIL NADU","KANCHEEPURAM",44197,21424,37252,1311,2161,62148
"TAMIL NADU","KANYAKUMARI",22990,13400,12215,9025,235,34874
"TAMIL NADU","KARUR",11562,6470,6882,2710,6433,22495
"TAMIL NADU","MADURAI",79272,19694,71597,6351,3939,101582
"TAMIL NADU","NAGAPATTINAM",372,0,744,0,0,744
"TAMIL NADU","NAMAKKAL",11011,8217,4496,442,173,13327
"TAMIL NADU","NILGIRIS",1967,1747,12,1061,890,3710
"TAMIL NADU","PERAMBALUR",14327,7539,9101,601,329,17570
"TAMIL NADU","PUDUKKOTTAI",86408,48060,47393,1483,193,97129
"TAMIL NADU","RAMANATHAPURAM",76537,2396,74510,18,128,77052
