-----
{
 "description": "The table refers to Block wise Construction of Dugwells over the years. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.1.csv", 
 "title": "Download CSV for Blockwise Construction of Dugwells over the years", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.1.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Upto 1993-94,During 1994-95,During 1995-96,During 1996-97,During 1997-98,During 1998-99,During 1999-00,During 2000-01,Total (1994-01)
ANDHRA PRADESH,ADILABAD,NERADIGONDA,75,1,47,2,1,0,0,0,126
ANDHRA PRADESH,ADILABAD,NIRMAL,1167,180,93,54,56,42,11,158,1761
ANDHRA PRADESH,ADILABAD,REBBANA,211,27,18,9,18,9,16,0,308
ANDHRA PRADESH,ADILABAD,SARANGAPUR,112,22,23,7,9,12,8,3,196
ANDHRA PRADESH,ADILABAD,SIRPUR (T),239,49,16,26,10,2,5,3,350
ANDHRA PRADESH,ADILABAD,SIRPUR (U),337,38,4,4,2,0,1,1,387
ANDHRA PRADESH,ADILABAD,TALAMADUGU,486,101,36,41,51,62,14,22,813
ANDHRA PRADESH,ADILABAD,TAMSI,168,124,57,21,42,17,3,13,445
ANDHRA PRADESH,ADILABAD,TANDUR,197,7,2,2,2,4,3,1,218
ANDHRA PRADESH,ADILABAD,TIRYANI,153,14,4,2,11,0,0,0,184
ANDHRA PRADESH,ADILABAD,UTNUR,560,68,30,47,19,19,15,11,769
ANDHRA PRADESH,ADILABAD,VEMANPALLE,102,53,40,22,6,9,2,0,234
ANDHRA PRADESH,ADILABAD,WANKDI,131,5,2,1,1,0,0,0,140
ANDHRA PRADESH,ANANTHAPUR,AGALI,942,8,11,0,0,1,0,0,962
ANDHRA PRADESH,ANANTHAPUR,AMADAGUR,940,4,1,3,1,4,1,0,954
ANDHRA PRADESH,ANANTHAPUR,AMARAPURAM,505,5,3,1,0,1,0,0,515
ANDHRA PRADESH,ANANTHAPUR,ANANTAPUR,363,105,54,33,39,0,22,0,616
ANDHRA PRADESH,ANANTHAPUR,ATMAKUR,714,0,0,1,0,1,0,0,716
ANDHRA PRADESH,ANANTHAPUR,BATHALAPALLE,604,3,0,0,1,0,1,0,609
ANDHRA PRADESH,ANANTHAPUR,BELUGUPPA,423,10,8,4,1,0,0,0,446
ANDHRA PRADESH,ANANTHAPUR,BOMMANAHAL,226,0,3,0,0,0,0,0,229
ANDHRA PRADESH,ANANTHAPUR,BRAHMASAMUDRAM,594,38,17,23,7,10,5,1,695
ANDHRA PRADESH,ANANTHAPUR,BUKKAPATNAM,904,1,0,0,0,1,0,0,906
ANDHRA PRADESH,ANANTHAPUR,BUKKARAYASAMUDRAM,1766,16,14,16,9,0,1,0,1822
ANDHRA PRADESH,ANANTHAPUR,CHENNE KOTHAPALLE,770,9,2,0,0,0,0,0,781
ANDHRA PRADESH,ANANTHAPUR,CHILAMATHUR,1343,1,4,0,0,0,0,0,1348
ANDHRA PRADESH,ANANTHAPUR,D.HIRCHAL,538,23,24,20,8,0,0,0,613
ANDHRA PRADESH,ANANTHAPUR,DHARMAVARAM,1496,2,156,3,0,2,1,1,1661
ANDHRA PRADESH,ANANTHAPUR,GANDLAPENTA,776,15,2,0,0,0,0,0,793
ANDHRA PRADESH,ANANTHAPUR,GARLADINNE,701,8,11,1,0,0,0,0,721
ANDHRA PRADESH,ANANTHAPUR,GOOTY,463,14,4,2,3,0,0,0,486
ANDHRA PRADESH,ANANTHAPUR,GORANTLA,1218,0,0,0,0,0,0,0,1218
ANDHRA PRADESH,ANANTHAPUR,GUDIBANDA,632,9,3,0,0,0,0,0,644
ANDHRA PRADESH,ANANTHAPUR,GUMMAGATTA,682,25,4,0,1,0,0,0,712
ANDHRA PRADESH,ANANTHAPUR,GUNTAKAL,459,22,19,33,1,0,0,0,534
ANDHRA PRADESH,ANANTHAPUR,HINDUPUR,935,4,5,0,0,1,0,0,945
ANDHRA PRADESH,ANANTHAPUR,KADIRI,589,29,7,3,2,1,1,0,632
ANDHRA PRADESH,ANANTHAPUR,KALYANDURG,965,43,24,6,10,4,2,0,1054
ANDHRA PRADESH,ANANTHAPUR,KAMBADUR,629,29,38,86,25,14,2,2,825
ANDHRA PRADESH,ANANTHAPUR,KANAGANAPALLE,780,50,39,16,12,16,4,3,920
ANDHRA PRADESH,ANANTHAPUR,KANEKAL,140,4,5,12,5,7,5,8,186
ANDHRA PRADESH,ANANTHAPUR,KOTHACHERUVU,1408,28,4,0,0,0,0,0,1440
ANDHRA PRADESH,ANANTHAPUR,KUDAIR,776,7,8,7,7,3,3,0,811
ANDHRA PRADESH,ANANTHAPUR,KUNDURPI,967,34,0,3,4,3,1,0,1012
ANDHRA PRADESH,ANANTHAPUR,LEPAKSHI,593,0,1,0,0,0,0,0,594
ANDHRA PRADESH,ANANTHAPUR,MADAKASIRA,1436,32,8,6,9,5,0,0,1496
ANDHRA PRADESH,ANANTHAPUR,MUDIGUBBA,1268,1,1,0,0,0,0,0,1270
ANDHRA PRADESH,ANANTHAPUR,NALLACHERUVU,510,16,3,1,0,9,0,0,539
ANDHRA PRADESH,ANANTHAPUR,NALLAMADA,967,27,11,4,5,2,9,3,1028
ANDHRA PRADESH,ANANTHAPUR,NAMBULIPULIKUNTA,927,15,10,1,1,11,16,2,983
ANDHRA PRADESH,ANANTHAPUR,NARPALA,1688,85,39,0,22,5,0,0,1839
ANDHRA PRADESH,ANANTHAPUR,OBULADEVARACHERUVU,1022,46,33,11,7,6,8,11,1144
ANDHRA PRADESH,ANANTHAPUR,PAMIDI,358,4,1,3,1,0,0,1,368
ANDHRA PRADESH,ANANTHAPUR,PARIGI,686,13,27,4,0,0,0,0,730
ANDHRA PRADESH,ANANTHAPUR,PEDDAPAPPUR,377,0,0,0,0,0,0,0,377
ANDHRA PRADESH,ANANTHAPUR,PEDDAVADUGUR,17,3,3,6,0,0,0,0,29
ANDHRA PRADESH,ANANTHAPUR,PENU KONDA,1178,41,12,4,0,2,4,0,1241
ANDHRA PRADESH,ANANTHAPUR,PUTLUR,1669,6,2,0,0,0,0,0,1677
ANDHRA PRADESH,ANANTHAPUR,PUTTAPARTHI,798,4,2,16,7,0,0,0,827
ANDHRA PRADESH,ANANTHAPUR,RAMAGIRI,534,0,0,0,0,0,0,0,534
ANDHRA PRADESH,ANANTHAPUR,RAPTADU,621,0,0,2,0,1,0,0,624
ANDHRA PRADESH,ANANTHAPUR,RAYADURG,673,10,12,6,7,5,0,7,720
ANDHRA PRADESH,ANANTHAPUR,RODDAM,772,36,1,0,0,0,0,0,809
ANDHRA PRADESH,ANANTHAPUR,ROLLA,825,1,13,3,0,0,0,0,842
ANDHRA PRADESH,ANANTHAPUR,SETTUR,709,2,1,0,0,0,0,0,712
ANDHRA PRADESH,ANANTHAPUR,SINGANAMALA,1044,19,19,10,15,11,8,1,1127
ANDHRA PRADESH,ANANTHAPUR,SOMANDEPALLE,649,30,24,9,13,7,0,1,733
ANDHRA PRADESH,ANANTHAPUR,TADIMARRI,427,421,180,46,7,3,0,0,1084
ANDHRA PRADESH,ANANTHAPUR,TADPATRI,781,1,5,2,2,3,1,1,796
ANDHRA PRADESH,ANANTHAPUR,TALUPULA,949,89,49,127,2,5,4,4,1229
ANDHRA PRADESH,ANANTHAPUR,TANAKAL,1064,31,0,0,13,3,3,5,1119
ANDHRA PRADESH,ANANTHAPUR,URAVAKONDA,571,0,1,0,0,1,0,0,573
ANDHRA PRADESH,ANANTHAPUR,VAJRAKARUR,161,49,31,39,14,9,5,4,312
ANDHRA PRADESH,ANANTHAPUR,VIDAPANAKAL,69,10,41,45,20,10,1,1,197
ANDHRA PRADESH,ANANTHAPUR,YADIKI,515,9,1,1,0,0,1,0,527
ANDHRA PRADESH,ANANTHAPUR,YELLANUR,1047,4,0,0,0,0,0,0,1051
ANDHRA PRADESH,CHITTOOR,B KOTHAKOTA,583,0,1,0,0,0,0,0,584
ANDHRA PRADESH,CHITTOOR,BAIREDDI PALLE,2771,170,76,15,2,8,0,1,3043
ANDHRA PRADESH,CHITTOOR,BANGARUPALEM,2892,333,94,60,31,8,22,3,3443
ANDHRA PRADESH,CHITTOOR,BUCHINAIDU KHANDRIGA,456,113,23,0,0,0,0,0,592
ANDHRA PRADESH,CHITTOOR,CHANDRAGIRI,2554,78,32,37,16,20,18,11,2766
ANDHRA PRADESH,CHITTOOR,CHINNAGOTTIGALLU,893,202,135,80,87,50,21,1,1469
ANDHRA PRADESH,CHITTOOR,CHITTOOR,2470,66,21,7,4,3,0,0,2571
ANDHRA PRADESH,CHITTOOR,CHOWDEPALLE,1392,39,29,58,53,55,23,10,1659
ANDHRA PRADESH,CHITTOOR,GANGADHARA NELLORE,3931,93,64,8,3,5,1,3,4108
ANDHRA PRADESH,CHITTOOR,GANGAVARAM,1828,210,110,26,12,7,2,0,2195
ANDHRA PRADESH,CHITTOOR,GUDI PALLE,874,30,8,4,0,0,0,0,916
ANDHRA PRADESH,CHITTOOR,GUDIPALA,2424,101,29,10,22,4,2,3,2595
ANDHRA PRADESH,CHITTOOR,GURRAMKONDA,1681,13,9,3,2,0,1,0,1709
ANDHRA PRADESH,CHITTOOR,IRALA,2478,233,20,8,8,7,2,0,2756
ANDHRA PRADESH,CHITTOOR,K V P PURAM,1087,13,24,36,26,26,5,7,1224
ANDHRA PRADESH,CHITTOOR,KALAKADA,1624,148,44,30,10,17,5,1,1879
ANDHRA PRADESH,CHITTOOR,KALIKIRI,1126,177,19,15,3,2,13,4,1359
ANDHRA PRADESH,CHITTOOR,KAMBHAMVARIPALLE,2608,20,11,10,0,4,2,0,2655
ANDHRA PRADESH,CHITTOOR,KARVETINAGAR,2226,2,2,0,0,0,0,0,2230
ANDHRA PRADESH,CHITTOOR,KUPPAM,1982,280,110,87,47,13,4,10,2533
ANDHRA PRADESH,CHITTOOR,KURABALAKOTA,967,8,2,3,0,3,0,0,983
ANDHRA PRADESH,CHITTOOR,MANDANPALLE,1049,8,8,5,2,1,0,0,1073
ANDHRA PRADESH,CHITTOOR,MULAKALACHERUVU,869,0,2,1,0,0,0,0,872
ANDHRA PRADESH,CHITTOOR,NAGALAPURAM,740,45,46,116,2,11,4,1,965
ANDHRA PRADESH,CHITTOOR,NAGARI,1430,53,32,37,21,42,10,13,1638
ANDHRA PRADESH,CHITTOOR,NARAYANAVANAM,798,7,4,0,0,0,14,0,823
ANDHRA PRADESH,CHITTOOR,NIMMANAPALLE,1017,0,0,0,1,0,0,1,1019
ANDHRA PRADESH,CHITTOOR,NINDRA,1176,23,17,23,50,41,7,3,1340
ANDHRA PRADESH,CHITTOOR,PAKALA,2119,80,61,6,0,1,1,2,2270
ANDHRA PRADESH,CHITTOOR,PALAMANER,1422,377,105,37,31,13,9,13,2007
ANDHRA PRADESH,CHITTOOR,PALASAMUDRAM,1603,43,31,12,12,18,5,6,1730
ANDHRA PRADESH,CHITTOOR,PEDDA PANJANI,1433,141,75,28,32,48,10,2,1769
ANDHRA PRADESH,CHITTOOR,PEDDAMANDYAM,692,261,25,13,5,5,0,2,1003
ANDHRA PRADESH,CHITTOOR,PEDDATHIPPASAMUDRAM,1133,7,112,3,0,0,0,0,1255
ANDHRA PRADESH,CHITTOOR,PENUMURU,2332,98,62,24,19,13,2,0,2550
ANDHRA PRADESH,CHITTOOR,PICHATUR,966,60,36,21,9,8,1,0,1101
ANDHRA PRADESH,CHITTOOR,PILERU,1578,26,33,10,11,5,1,0,1664
ANDHRA PRADESH,CHITTOOR,PULICHERLA,1434,41,5,2,4,0,1,2,1489
ANDHRA PRADESH,CHITTOOR,PUNGANUR,1468,136,35,8,0,6,1,0,1654
ANDHRA PRADESH,CHITTOOR,PUTHALAPATTU,2876,63,30,8,3,6,1,10,2997
ANDHRA PRADESH,CHITTOOR,PUTTUR,1761,0,22,2,1,3,2,0,1791
ANDHRA PRADESH,CHITTOOR,RAMA KUPPAM,1409,129,95,83,62,48,24,15,1865
ANDHRA PRADESH,CHITTOOR,RAMACHANDRAPURAM,2006,1,5,1,2,1,0,0,2016
ANDHRA PRADESH,CHITTOOR,RAMASAMUDRAM,1370,45,46,30,21,5,3,4,1524
ANDHRA PRADESH,CHITTOOR,RENIGUNTA,1123,79,7,5,3,7,2,1,1227
ANDHRA PRADESH,CHITTOOR,ROMPICHERLA,924,0,18,3,0,0,0,0,945
ANDHRA PRADESH,CHITTOOR,SANTHI PURAM,1088,0,0,0,0,0,0,0,1088
ANDHRA PRADESH,CHITTOOR,SATYAVEDU,1227,98,83,48,23,26,5,8,1518
ANDHRA PRADESH,CHITTOOR,SODAM,2109,102,46,24,26,16,211,31,2565
ANDHRA PRADESH,CHITTOOR,SOMALA,2056,18,11,0,0,0,0,0,2085
ANDHRA PRADESH,CHITTOOR,SRIKALAHASTI,1071,213,136,70,35,55,24,8,1612
ANDHRA PRADESH,CHITTOOR,SRIRANGARAJAPURAM,1740,107,63,40,52,24,11,4,2041
ANDHRA PRADESH,CHITTOOR,THAMBALLAPALLE,1032,11,4,0,4,0,8,0,1059
ANDHRA PRADESH,CHITTOOR,THAVANAMPALLE,3132,8,5,1,0,0,0,0,3146
ANDHRA PRADESH,CHITTOOR,THOTTAMBEDU,1188,52,35,46,43,35,8,13,1420
ANDHRA PRADESH,CHITTOOR,TIRUPATI RURAL,1922,6,5,0,1,1,0,0,1935
ANDHRA PRADESH,CHITTOOR,TIRUPATI URBAN,196,0,1,2,0,0,0,0,199
ANDHRA PRADESH,CHITTOOR,VADAMALAPETA,1862,3,6,0,0,1,0,1,1873
ANDHRA PRADESH,CHITTOOR,VARADAIAHPALEM,714,19,17,28,6,4,9,10,807
ANDHRA PRADESH,CHITTOOR,VAYALPAD,1267,7,4,1,1,2,1,0,1283
ANDHRA PRADESH,CHITTOOR,VEDURU KUPPAM,2999,66,43,34,21,12,10,7,3192
ANDHRA PRADESH,CHITTOOR,VENKATAGIRI KOTA,2158,404,49,18,18,13,3,2,2665
ANDHRA PRADESH,CHITTOOR,VIJAYA PURAM,1564,0,0,0,0,0,0,0,1564
ANDHRA PRADESH,CHITTOOR,YADAMARI,2232,70,49,72,5,18,0,0,2446
ANDHRA PRADESH,CHITTOOR,YERPEDU,1283,69,62,25,19,40,57,15,1570
ANDHRA PRADESH,CHITTOOR,YERRAVARIPALEM,592,13,33,21,16,23,1,0,699
ANDHRA PRADESH,CUDDAPAH,A.KASINAYANI,693,11,6,2,2,0,0,1,715
ANDHRA PRADESH,CUDDAPAH,ATLUR,1092,16,13,14,2,0,0,0,1137
ANDHRA PRADESH,CUDDAPAH,B KODUR,666,14,0,4,14,1,0,1,700
ANDHRA PRADESH,CUDDAPAH,BADVEL,664,0,4,2,3,0,0,0,673
ANDHRA PRADESH,CUDDAPAH,BRAHMAMGARIMATTAM,832,2,2,0,0,0,0,0,836
ANDHRA PRADESH,CUDDAPAH,CHAKRAYAPET,959,99,77,30,1,1,2,0,1169
ANDHRA PRADESH,CUDDAPAH,CHAPAD,232,13,13,9,13,7,4,0,291
ANDHRA PRADESH,CUDDAPAH,CHENNUR,126,0,0,0,0,0,0,1,127
ANDHRA PRADESH,CUDDAPAH,CHINNAMANDEM,1507,15,11,6,5,2,16,7,1569
ANDHRA PRADESH,CUDDAPAH,CHINTHA KOMMADINNE,992,6,15,8,1,3,0,0,1025
ANDHRA PRADESH,CUDDAPAH,CHITVEL,553,4,1,2,0,1,0,0,561
ANDHRA PRADESH,CUDDAPAH,CUDDAPAH,211,0,0,0,0,0,0,0,211
ANDHRA PRADESH,CUDDAPAH,DUVVUR,911,8,4,0,3,0,0,0,926
ANDHRA PRADESH,CUDDAPAH,GALIVEEDU,2209,36,7,5,4,9,5,1,2276
ANDHRA PRADESH,CUDDAPAH,GOPAVARAM,497,13,3,0,6,5,5,1,530
ANDHRA PRADESH,CUDDAPAH,JAMMALAMADUGU,300,1,1,0,0,2,0,0,304
ANDHRA PRADESH,CUDDAPAH,KALASAPADU,614,1,1,0,0,0,0,0,616
ANDHRA PRADESH,CUDDAPAH,KAMALAPURAM,507,0,5,0,0,0,0,0,512
ANDHRA PRADESH,CUDDAPAH,KHAJIPET,484,34,15,26,11,13,2,2,587
ANDHRA PRADESH,CUDDAPAH,KODUR,1033,39,50,68,24,5,15,13,1247
ANDHRA PRADESH,CUDDAPAH,KONDAPURAM,62,3,0,0,0,0,0,0,65
ANDHRA PRADESH,CUDDAPAH,LAKKIREDDIPALLE,1519,26,16,9,4,8,1,6,1589
ANDHRA PRADESH,CUDDAPAH,LINGALA,442,49,43,130,15,51,0,0,730
ANDHRA PRADESH,CUDDAPAH,MUDDANUR,438,0,1,0,0,0,0,0,439
ANDHRA PRADESH,CUDDAPAH,MYLAVARAM,551,1,0,9,5,1,4,2,573
ANDHRA PRADESH,CUDDAPAH,NANDALUR,577,1,4,5,6,2,3,0,598
ANDHRA PRADESH,CUDDAPAH,OBULAVARIPALLE,1305,1,2,4,0,0,0,0,1312
ANDHRA PRADESH,CUDDAPAH,PEDDAMUDIUM,132,0,2,0,0,0,0,0,134
ANDHRA PRADESH,CUDDAPAH,PENAGALURU,257,1,3,3,0,0,0,0,264
ANDHRA PRADESH,CUDDAPAH,PENDLIMARRI,222,28,14,21,25,34,9,7,360
ANDHRA PRADESH,CUDDAPAH,PORUMAMILLA,1686,18,3,0,1,0,0,0,1708
ANDHRA PRADESH,CUDDAPAH,PRODDUTUR,90,0,1,0,1,4,1,0,97
ANDHRA PRADESH,CUDDAPAH,PULIVENDLA,557,7,9,0,2,4,0,3,582
ANDHRA PRADESH,CUDDAPAH,PULLAMPETA,1240,24,16,1,1,0,0,1,1283
ANDHRA PRADESH,CUDDAPAH,RAJAMPET,1303,29,13,11,37,4,4,3,1404
ANDHRA PRADESH,CUDDAPAH,RAJU PALEM,48,12,3,6,4,0,4,0,77
ANDHRA PRADESH,CUDDAPAH,RAMAPURAM,940,0,0,0,0,0,0,0,940
ANDHRA PRADESH,CUDDAPAH,RAYACHOTI,1716,60,30,31,14,19,2,22,1894
ANDHRA PRADESH,CUDDAPAH,S MYDUKUR,947,106,55,164,6,2,0,1,1281
ANDHRA PRADESH,CUDDAPAH,SAMBEPALLE,1553,87,77,27,8,27,9,6,1794
ANDHRA PRADESH,CUDDAPAH,SIDHOUT,665,16,15,2,2,0,0,0,700
ANDHRA PRADESH,CUDDAPAH,SIMHADRIPURAM,521,70,31,14,15,3,4,0,658
ANDHRA PRADESH,CUDDAPAH,T SUNDUPALLE,1449,40,5,3,10,5,5,0,1517
ANDHRA PRADESH,CUDDAPAH,THANDUR,568,2,2,0,0,0,0,0,572
ANDHRA PRADESH,CUDDAPAH,VALLUR,516,0,1,0,0,4,0,0,521
ANDHRA PRADESH,CUDDAPAH,VEERABALLE,863,45,44,37,43,44,8,2,1086
ANDHRA PRADESH,CUDDAPAH,VEERAPUNAYUNIPALLE,360,38,20,23,37,14,1,3,496
ANDHRA PRADESH,CUDDAPAH,VEMPALLE,603,7,0,0,0,0,0,0,610
ANDHRA PRADESH,CUDDAPAH,VEMULA,683,1,9,1,0,0,0,0,694
ANDHRA PRADESH,CUDDAPAH,VONTIMITTA,1524,9,16,12,8,1,1,2,1573
ANDHRA PRADESH,CUDDAPAH,YERRAGUNTLA,220,0,0,0,0,0,0,0,220
ANDHRA PRADESH,EAST GODAVARI,ADDATEEGALA,1,0,0,0,0,0,0,0,1
ANDHRA PRADESH,EAST GODAVARI,BICCAVOLU,7,0,0,0,0,0,0,0,7
ANDHRA PRADESH,EAST GODAVARI,GOKAVARAM,14,0,2,0,0,0,0,0,16
ANDHRA PRADESH,EAST GODAVARI,GOLLAPROLU,1,33,16,0,33,15,0,0,98
ANDHRA PRADESH,EAST GODAVARI,JAGGAMPETA,60,6,48,6,0,0,0,0,120
ANDHRA PRADESH,EAST GODAVARI,KARAPA,1,0,0,0,0,1,0,0,2
ANDHRA PRADESH,EAST GODAVARI,KORUKONDA,124,0,2,0,0,3,0,2,131
ANDHRA PRADESH,EAST GODAVARI,KOTANANDURU,170,5,5,1,1,0,0,0,182
ANDHRA PRADESH,EAST GODAVARI,MALIKIPURAM,0,24,16,0,0,0,0,0,40
ANDHRA PRADESH,EAST GODAVARI,PEDDAPURAM,0,0,0,0,0,2,0,0,2
ANDHRA PRADESH,EAST GODAVARI,PITHAPURAM,9,0,17,0,0,0,0,0,26
ANDHRA PRADESH,EAST GODAVARI,PRATHIPADU,105,1,0,0,0,0,0,0,106
ANDHRA PRADESH,EAST GODAVARI,RAJANAGARAM,168,0,1,0,0,0,0,0,169
ANDHRA PRADESH,EAST GODAVARI,RANGAMPETA,11,0,0,0,0,0,0,0,11
ANDHRA PRADESH,EAST GODAVARI,RAZOLE,16,0,0,0,0,0,0,0,16
ANDHRA PRADESH,EAST GODAVARI,SAMALKOTA,230,1,0,1,0,1,0,0,233
ANDHRA PRADESH,EAST GODAVARI,SANKHAVARAM,307,8,6,3,0,0,2,12,338
ANDHRA PRADESH,EAST GODAVARI,THALLAREVU,19,0,0,0,0,0,0,0,19
ANDHRA PRADESH,EAST GODAVARI,THONDANGI,63,0,1,3,2,0,4,2,75
ANDHRA PRADESH,EAST GODAVARI,TUNI,322,116,81,42,26,15,5,5,612
ANDHRA PRADESH,EAST GODAVARI,YELESWARAM,2,0,0,0,0,0,1,0,3
ANDHRA PRADESH,GUNTUR,ACHAMPETA,459,2,6,14,13,10,33,11,548
ANDHRA PRADESH,GUNTUR,AMARAVATHI,668,5,6,8,12,14,16,19,748
ANDHRA PRADESH,GUNTUR,AMRUTHALUR,0,4,0,0,0,0,0,0,4
ANDHRA PRADESH,GUNTUR,BAPATLA,994,1607,75,18,256,88,45,23,3106
ANDHRA PRADESH,GUNTUR,BELLAMKONDA,150,47,14,16,6,37,4,0,274
ANDHRA PRADESH,GUNTUR,BOLLAPALLE,32,0,0,0,0,0,0,0,32
ANDHRA PRADESH,GUNTUR,CHEBROLE,743,30,9,1,0,1,3,0,787
ANDHRA PRADESH,GUNTUR,CHERUKUPALLE,15,22,25,69,95,116,25,747,1114
ANDHRA PRADESH,GUNTUR,CHILAKALURIPET,449,1,8,0,2,6,1,1,468
ANDHRA PRADESH,GUNTUR,DACHEPALLE,22,0,2,8,7,1,0,0,40
ANDHRA PRADESH,GUNTUR,EDLAPADU,226,16,14,18,0,0,0,0,274
ANDHRA PRADESH,GUNTUR,GUNTUR,38,2,0,0,0,0,2,0,42
ANDHRA PRADESH,GUNTUR,GURAZALA,10,3,0,0,0,0,0,0,13
ANDHRA PRADESH,GUNTUR,IPURU,134,7,9,0,0,0,0,0,150
ANDHRA PRADESH,GUNTUR,KAREMPUDI,11,5,9,1,0,0,0,0,26
ANDHRA PRADESH,GUNTUR,KARLAPALEM,6,450,66,16,244,42,2,663,1489
ANDHRA PRADESH,GUNTUR,KROSURU,266,0,5,7,1,10,26,14,329
ANDHRA PRADESH,GUNTUR,MACHAVARAM,8,5,4,14,14,6,2,5,58
ANDHRA PRADESH,GUNTUR,MACHERLA,76,15,25,6,1,3,0,33,159
ANDHRA PRADESH,GUNTUR,MANGALAGIRI,203,0,9,12,0,0,0,25,249
ANDHRA PRADESH,GUNTUR,MEDIKONDURU,50,1,1,0,0,0,1,0,53
ANDHRA PRADESH,GUNTUR,MUPPALLA,196,0,0,0,0,0,0,0,196
ANDHRA PRADESH,GUNTUR,NADENDLA,64,20,47,0,3,0,0,0,134
ANDHRA PRADESH,GUNTUR,NAGARAM,1,0,2,0,0,0,0,305,308
ANDHRA PRADESH,GUNTUR,NAKARIKALLU,34,5,2,7,12,0,0,0,60
ANDHRA PRADESH,GUNTUR,NARASARAOPETA,261,18,12,0,4,18,0,3,316
ANDHRA PRADESH,GUNTUR,NIZAMPATNAM,8,2,0,0,0,1,122,0,133
