-----
{
 "description": "The table refers to Block wise Distribution of Surface Flow Schemes by type. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowdistr4.5.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Flow Schemes by type", 
 "url": "http://data.gov.in/sites/default/files/srfcflowdistr4.5.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Tanks,Storage,Permanent Diversion,Temporary Diversion,Water Conversation,Total
CHHATTISGARH,RAJNANDGAON,DONGAR GARH,13,0,9,2,3,27
CHHATTISGARH,RAJNANDGAON,KHAIRAGARH,5,0,3,2,1,11
CHHATTISGARH,RAJNANDGAON,MANPUR,262,2,13,35,1,313
CHHATTISGARH,RAJNANDGAON,RAJNANDGAON,65,49,25,39,5,183
CHHATTISGARH,SURGUJA,AMBIKAPUR,325,28,23,60,30,466
CHHATTISGARH,SURGUJA,LUNDRA,78,17,7,6,2,110
CHHATTISGARH,SURGUJA,PAL,121,4,9,7,2,143
CHHATTISGARH,SURGUJA,PRATAPPUR,63,2,8,11,6,90
CHHATTISGARH,SURGUJA,RAJPUR,45,2,9,1,1,58
CHHATTISGARH,SURGUJA,SAMRI,12,21,19,40,6,98
CHHATTISGARH,SURGUJA,SITAPUR,228,18,5,48,6,305
CHHATTISGARH,SURGUJA,SURAJPUR,309,30,23,29,13,404
CHHATTISGARH,SURGUJA,WADRAFNAGAR,65,2,1,18,1,87
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,AMBOLI,0,4,2,0,0,6
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DADRA,25,3,0,0,0,28
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DAPADA,2,0,0,0,0,2
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DUDHANI,1,1,0,0,0,2
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,KILAVANI,6,0,0,0,0,6
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,NAROLI,1,0,0,0,0,1
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,SILVASSA-I,1,0,0,0,0,1
DELHI,ALIPUR,ALIPUR,54,0,1,0,0,55
GOA,NORTH GOA,BARDEZ,274,865,0,14,95,1248
GOA,NORTH GOA,BICHOLIM,20,71,24,1,1,117
GOA,NORTH GOA,PERNEM,90,20,20,26,8,164
GOA,NORTH GOA,PONDA,152,644,11,0,2,809
GOA,NORTH GOA,SATTARI,32,115,18,70,7,242
GOA,NORTH GOA,TISWADI,0,2,0,230,4,236
GOA,SOUTH GOA,CANACONA,1,121,2,70,0,194
GOA,SOUTH GOA,MORMUGAO,0,32,9,32,0,73
GOA,SOUTH GOA,QUEPEM,5,102,96,43,2,248
GOA,SOUTH GOA,SALCETE,14,136,2,58,2,212
GOA,SOUTH GOA,SANGUEM,3,89,46,118,62,318
GUJARAT,AHMEDABAD,BARWALA,4,0,0,0,13,17
GUJARAT,AHMEDABAD,BAVLA,23,90,0,4,78,195
GUJARAT,AHMEDABAD,DASKROI,1,1,1013,0,28,1043
GUJARAT,AHMEDABAD,DETROJ-RAMPURA,21,38,26,2,106,193
GUJARAT,AHMEDABAD,DHANDHUKA,7,0,0,0,21,28
GUJARAT,AHMEDABAD,DHOLKA,17,143,0,8,84,252
GUJARAT,AHMEDABAD,MANDAL,10,0,0,0,1,11
GUJARAT,AHMEDABAD,SANAND,18,195,15,1,30,259
GUJARAT,AHMEDABAD,VIRAMGAM,13,282,0,0,201,496
GUJARAT,AMRELI,AMRELI,3,0,0,0,4,7
GUJARAT,AMRELI,BABRA,18,0,0,0,17,35
GUJARAT,AMRELI,DHARI,32,0,0,0,13,45
GUJARAT,AMRELI,JAFRABAD,9,0,0,0,3,12
GUJARAT,AMRELI,KHAMBHA,53,0,0,0,13,66
GUJARAT,AMRELI,KUNKAVAV VADIA,9,0,0,0,3,12
GUJARAT,AMRELI,LATHI,22,0,0,0,12,34
GUJARAT,AMRELI,LILIA,11,0,0,0,4,15
GUJARAT,AMRELI,RAJULA,17,0,0,0,6,23
GUJARAT,AMRELI,SAVARKUNDLA,11,0,0,0,86,97
GUJARAT,BANASKANTHA,AMIRGADH,29,0,1,0,44,74
GUJARAT,BANASKANTHA,BHABHAR,0,0,0,0,12,12
GUJARAT,BANASKANTHA,DANTA,26,0,0,0,32,58
GUJARAT,BANASKANTHA,DANTIWADA,1,0,0,0,10,11
GUJARAT,BANASKANTHA,DEESA,1,1,0,0,10,12
GUJARAT,BANASKANTHA,DHANERA,0,0,0,0,9,9
GUJARAT,BANASKANTHA,KANKAREJ,0,0,1,0,13,14
GUJARAT,BANASKANTHA,PALANPUR,0,0,1,0,35,36
GUJARAT,BANASKANTHA,THARAD,0,0,0,0,10,10
GUJARAT,BANASKANTHA,VADAGAM,1,0,0,0,47,48
GUJARAT,BANASKANTHA,WAV,0,0,0,0,80,80
GUJARAT,BHARUCH,AMOD,0,0,0,1,11,12
GUJARAT,BHARUCH,ANKLESVAR,0,12,0,0,7,19
GUJARAT,BHARUCH,BHARUCH,0,0,1,0,12,13
GUJARAT,BHARUCH,HANSOT,0,13,0,0,4,17
GUJARAT,BHARUCH,JAMBUSAR,0,2,0,0,2,4
GUJARAT,BHARUCH,JHAGADIA,2,8,0,0,37,47
GUJARAT,BHARUCH,VAGRA,0,0,3,0,10,13
GUJARAT,BHARUCH,VALIA,2,15,0,0,52,69
GUJARAT,BHAVNAGAR,BHAVNAGAR,0,0,0,0,55,55
GUJARAT,BHAVNAGAR,BOTAD,1,0,0,0,63,64
GUJARAT,BHAVNAGAR,GADHADA,6,0,0,0,134,140
GUJARAT,BHAVNAGAR,GARIADHAR,0,0,0,0,58,58
GUJARAT,BHAVNAGAR,GHOGHA,4,0,0,0,68,72
GUJARAT,BHAVNAGAR,MAHUVA,10,0,0,0,88,98
GUJARAT,BHAVNAGAR,PALITANA,5,0,0,0,76,81
GUJARAT,BHAVNAGAR,SIHOR,13,0,0,0,110,123
GUJARAT,BHAVNAGAR,TALAJA,3,0,0,0,67,70
GUJARAT,BHAVNAGAR,UMRALA,0,0,0,0,35,35
GUJARAT,BHAVNAGAR,VALLABHIPUR,0,0,0,0,29,29
GUJARAT,DAHOD,DEVGADH BARIA,9,2,0,0,78,89
GUJARAT,DAHOD,DHANPUR,15,0,0,0,48,63
GUJARAT,DAHOD,DOHAD,7,0,16,0,79,102
GUJARAT,DAHOD,FATEPURA,96,0,1,0,37,134
GUJARAT,DAHOD,GARBADA,17,2,23,0,44,86
GUJARAT,DAHOD,JHALOD,49,8,0,0,124,181
GUJARAT,DAHOD,LIMKHEDA,16,0,0,0,79,95
GUJARAT,DANG,DANG,0,0,0,0,225,225
GUJARAT,GANDHINAGAR,KALOL,2,0,0,0,0,2
GUJARAT,JAMNAGAR,BHANVAD,18,0,0,0,65,83
GUJARAT,JAMNAGAR,DHROL,4,0,0,0,32,36
GUJARAT,JAMNAGAR,JAMJODHPUR,6,0,0,0,119,125
GUJARAT,JAMNAGAR,JAMNAGAR,3,0,0,0,76,79
GUJARAT,JAMNAGAR,JODIYA,0,0,0,0,75,75
GUJARAT,JAMNAGAR,KALAVAD,23,0,0,0,128,151
GUJARAT,JAMNAGAR,KALYANPUR,3,0,0,0,152,155
GUJARAT,JAMNAGAR,KHAMBHALIA,82,0,0,0,62,144
GUJARAT,JAMNAGAR,LALPUR,6,0,0,0,119,125
GUJARAT,JAMNAGAR,OKHA MANDAL,0,0,0,0,43,43
GUJARAT,JUNAGADH,BHESANA,2,0,0,0,144,146
GUJARAT,JUNAGADH,JUNAGADH,4,0,0,0,150,154
GUJARAT,JUNAGADH,KESHOD,2,0,0,0,197,199
GUJARAT,JUNAGADH,KODINAR,0,0,0,0,61,61
GUJARAT,JUNAGADH,MALIA,3,0,0,0,143,146
GUJARAT,JUNAGADH,MANAVADAR,0,0,0,0,145,145
GUJARAT,JUNAGADH,MANGROL,1,0,0,0,106,107
GUJARAT,JUNAGADH,MENDARDA,0,0,0,0,152,152
GUJARAT,JUNAGADH,PATAN-VERAVAL,0,0,0,0,70,70
GUJARAT,JUNAGADH,SUTRAPADA,2,0,0,0,54,56
GUJARAT,JUNAGADH,TALALA,0,0,0,0,69,69
GUJARAT,JUNAGADH,UNA,3,0,0,0,170,173
GUJARAT,JUNAGADH,VATHALI,0,0,0,0,169,169
GUJARAT,JUNAGADH,VISAVADAR,6,0,0,0,263,269
GUJARAT,KACHCHH,ABDASA,60,0,0,0,1,61
GUJARAT,KACHCHH,ANJAR,12,0,0,0,38,50
GUJARAT,KACHCHH,BHACHAU,32,0,0,0,46,78
GUJARAT,KACHCHH,BHUJ,35,1,0,0,94,130
GUJARAT,KACHCHH,GANDHIDHAM,0,0,0,0,3,3
GUJARAT,KACHCHH,LAKHPAT,25,1,0,0,56,82
GUJARAT,KACHCHH,MANDVI,26,0,0,0,61,87
GUJARAT,KACHCHH,MUNDRA,28,0,0,0,23,51
GUJARAT,KACHCHH,NAKHATRANA,19,0,0,2,74,95
GUJARAT,KACHCHH,RAPAR,33,0,0,0,82,115
GUJARAT,KHEDA,BALASINOR,3,0,0,0,5,8
GUJARAT,KHEDA,KAPADVANJ,3,0,0,0,9,12
GUJARAT,KHEDA,THASRA,6,0,0,0,0,6
GUJARAT,MEHSANA,BECHARAJI,1,0,0,0,29,30
GUJARAT,MEHSANA,KADI,5,0,0,0,15,20
GUJARAT,MEHSANA,KHERALU,2,0,0,0,17,19
GUJARAT,MEHSANA,MEHSANA,0,0,0,0,36,36
GUJARAT,MEHSANA,SATLASANA,1,0,0,0,11,12
GUJARAT,MEHSANA,UNJHA,0,0,0,0,30,30
GUJARAT,MEHSANA,VADNAGAR,0,0,0,0,28,28
GUJARAT,MEHSANA,VIJAPUR,0,0,0,0,3,3
GUJARAT,MEHSANA,VISNAGAR,0,0,0,0,23,23
GUJARAT,NARMADA,DEDIAPADA,1,0,0,0,36,37
GUJARAT,NARMADA,NANDOD,3,0,0,0,30,33
GUJARAT,NARMADA,SAGBARA,1,0,0,0,23,24
GUJARAT,NARMADA,TILAKWADA,0,0,0,0,7,7
GUJARAT,NAVSARI,BANSDA,0,0,0,0,62,62
GUJARAT,NAVSARI,CHIKHLI,0,0,0,0,57,57
GUJARAT,NAVSARI,GANDEVI,0,0,0,0,6,6
GUJARAT,NAVSARI,JALALPORE,0,0,0,0,4,4
GUJARAT,NAVSARI,NAVSARI,0,0,0,0,2,2
GUJARAT,PANCHMAHAL,GHOGHAMBA,1,10,0,0,21,32
GUJARAT,PANCHMAHAL,GODHRA,0,10,0,1,47,58
GUJARAT,PANCHMAHAL,HALOL,0,14,0,0,27,41
GUJARAT,PANCHMAHAL,JAMBUGHODA,0,7,0,0,12,19
GUJARAT,PANCHMAHAL,KADANA,0,7,0,0,42,49
GUJARAT,PANCHMAHAL,KALOL,0,14,0,0,14,28
GUJARAT,PANCHMAHAL,KHANPUR,0,3,0,0,14,17
GUJARAT,PANCHMAHAL,LUNAWADA,0,5,0,0,15,20
GUJARAT,PANCHMAHAL,MORWAHADAF,0,2,0,0,14,16
GUJARAT,PANCHMAHAL,SANTRAMPUR,1,6,0,0,34,41
GUJARAT,PANCHMAHAL,SHEHERA,0,7,0,0,46,53
GUJARAT,PATAN,CHANASMA,2,6,0,0,26,34
GUJARAT,PATAN,HARIJ,2,0,0,0,29,31
GUJARAT,PATAN,PATAN,0,1,0,0,37,38
GUJARAT,PATAN,RADHANPUR,0,0,0,0,11,11
GUJARAT,PATAN,SAMI,0,1,0,0,70,71
GUJARAT,PATAN,SANTALPUR,0,0,0,0,44,44
GUJARAT,PATAN,SIDHPUR,3,1,0,0,25,29
GUJARAT,PATAN,VAGDOD,0,1,0,0,5,6
GUJARAT,PORBANDAR,KUTIYANA,4,0,0,0,128,132
GUJARAT,PORBANDAR,PORBANDAR,2,0,0,1,255,258
GUJARAT,PORBANDAR,RANAVAV,0,0,0,0,122,122
GUJARAT,RAJKOT,DHORAJI,1,4,0,0,72,77
GUJARAT,RAJKOT,GONDAL,9,0,6,2,432,449
GUJARAT,RAJKOT,JAMKANDORNA,1,6,0,1,174,182
GUJARAT,RAJKOT,JASDAN,31,13,64,54,496,658
GUJARAT,RAJKOT,JETPUR,19,7,6,3,196,231
GUJARAT,RAJKOT,KOTADA SANGANI,48,0,0,0,147,195
GUJARAT,RAJKOT,LODHIKA,2,0,0,0,163,165
GUJARAT,RAJKOT,MALIYA,0,27,1,0,45,73
GUJARAT,RAJKOT,MORVI,7,17,155,16,129,324
GUJARAT,RAJKOT,PADDHARI,0,0,0,0,138,138
GUJARAT,RAJKOT,RAJKOT,8,1,0,1,210,220
GUJARAT,RAJKOT,TANKARA,5,8,34,200,119,366
GUJARAT,RAJKOT,UPLETA,4,0,0,0,114,118
GUJARAT,RAJKOT,WANKANER,14,7,9,11,272,313
GUJARAT,SABARKANTHA,BAYAD,45,0,0,0,0,45
GUJARAT,SABARKANTHA,BHILODA,16,0,0,0,34,50
GUJARAT,SABARKANTHA,DHANSURA,0,0,0,0,28,28
GUJARAT,SABARKANTHA,HIMATNAGAR,5,0,0,0,89,94
GUJARAT,SABARKANTHA,IDAR,7,0,0,0,86,93
GUJARAT,SABARKANTHA,KHEDBRAHMA,25,0,0,0,78,103
GUJARAT,SABARKANTHA,MALPUR,4,0,0,0,54,58
GUJARAT,SABARKANTHA,MEGHRAJ,100,0,0,0,12,112
GUJARAT,SABARKANTHA,MODASA,1,0,0,0,75,76
GUJARAT,SABARKANTHA,PRANTIJ,14,0,0,0,14,28
GUJARAT,SABARKANTHA,TALOD,28,0,0,0,1,29
GUJARAT,SABARKANTHA,VADALI,5,0,0,0,53,58
GUJARAT,SABARKANTHA,VIJAYNAGAR,3,0,0,0,42,45
GUJARAT,SURAT,BARDOLI,0,1,0,0,3,4
GUJARAT,SURAT,CHORASI,0,0,0,0,1,1
GUJARAT,SURAT,KAMREJ,0,0,0,0,1,1
GUJARAT,SURAT,MAHUVA,0,0,0,0,12,12
GUJARAT,SURAT,MANDVI,21,1,0,0,25,47
GUJARAT,SURAT,MANGROL,0,5,0,0,18,23
GUJARAT,SURAT,NIZAR,2,1,0,0,23,26
GUJARAT,SURAT,OLPAD,0,0,0,0,1,1
GUJARAT,SURAT,PALSANA,0,0,0,0,1,1
GUJARAT,SURAT,SONGADH,14,12,0,0,60,86
GUJARAT,SURAT,UMARPADA,0,2,0,0,28,30
GUJARAT,SURAT,VALOD,0,4,0,0,3,7
GUJARAT,SURAT,VYARA,0,2,0,0,80,82
GUJARAT,SURENDRANAGAR,CHOTILA,83,10,3,5,124,225
GUJARAT,SURENDRANAGAR,CHUDA,1,0,0,0,28,29
GUJARAT,SURENDRANAGAR,DASADA,7,1,0,0,60,68
GUJARAT,SURENDRANAGAR,HALVAD,48,691,1323,22,0,2084
GUJARAT,SURENDRANAGAR,LAKHTAR,8,6,0,11,47,72
GUJARAT,SURENDRANAGAR,LIMDI,213,0,0,1,63,277
GUJARAT,SURENDRANAGAR,MULI,7,40,2,81,3,133
GUJARAT,SURENDRANAGAR,SAYLA,2,3,0,1,29,35
GUJARAT,SURENDRANAGAR,WADHWAN,2,10,2,0,87,101
GUJARAT,VADODARA,CHHOTA UDAIPUR,1,0,0,0,57,58
GUJARAT,VADODARA,DABHOI,24,0,0,0,0,24
GUJARAT,VADODARA,JETPUR  PAVI,4,0,0,0,50,54
GUJARAT,VADODARA,KARJAN,0,0,0,0,2,2
GUJARAT,VADODARA,KAVANT,1,1,0,0,48,50
GUJARAT,VADODARA,NASVADI,0,0,0,0,49,49
GUJARAT,VADODARA,PADARA,0,0,0,0,4,4
GUJARAT,VADODARA,SANKHEDA,0,3,0,0,33,36
GUJARAT,VADODARA,SAVLI,17,1,2,1,31,52
GUJARAT,VADODARA,VADODARA,2,0,0,0,6,8
GUJARAT,VADODARA,VAGHODIA,15,4,0,2,18,39
GUJARAT,VALSAD,DHARMPUR,0,0,0,0,33,33
GUJARAT,VALSAD,KAPRADA,3,0,0,0,67,70
GUJARAT,VALSAD,PARDI,0,0,0,0,31,31
GUJARAT,VALSAD,UMBERGAON,3,0,0,0,29,32
GUJARAT,VALSAD,VALSAD,0,0,0,0,18,18
HARYANA,AMBALA,NARAINGARH,0,0,0,7,0,7
HARYANA,BHIWANI,BHIWANI,15,0,0,0,0,15
HARYANA,BHIWANI,LOHARU,73,0,0,1,0,74
HARYANA,GURGAON,NUH,7,0,0,0,0,7
HARYANA,KARNAL,ASSANDH,94,0,291,0,0,385
HARYANA,PANCHKULA,BARWALA,110,52,10,1,0,173
HARYANA,PANCHKULA,PINJORE,11,3,35,19,21,89
HARYANA,PANCHKULA,RAIPUR RANI,0,0,1,0,0,1
HARYANA,REWARI,BAWAL,20,0,0,0,0,20
HIMACHAL PRADESH,Bilaspur,BILASPUR SADAR,2,1,150,307,0,460
HIMACHAL PRADESH,Bilaspur,GHUMARWIN,1,9,102,113,0,225
HIMACHAL PRADESH,Bilaspur,JHANDUTA,0,6,54,31,0,91
HIMACHAL PRADESH,Bilaspur,NAINA DEVI (ST),4,0,53,56,0,113
HIMACHAL PRADESH,Chamba,Bhalai,0,0,8,33,0,41
HIMACHAL PRADESH,Chamba,Bhattiyat,2,0,97,25,0,124
HIMACHAL PRADESH,Chamba,Brahmaur,0,0,2,0,0,2
HIMACHAL PRADESH,Chamba,Chamba,1,0,72,107,0,180
HIMACHAL PRADESH,Chamba,Chaurah,0,0,0,17,0,17
HIMACHAL PRADESH,Chamba,Dalhousie,0,5,54,29,0,88
HIMACHAL PRADESH,Chamba,Pangi,0,0,45,8,0,53
HIMACHAL PRADESH,Chamba,Saluni,1,0,18,24,0,43
HIMACHAL PRADESH,Chamba,Sihunta,0,1,68,0,0,69
HIMACHAL PRADESH,Hamirpur,BARSAR,2,2,1,5,0,10
HIMACHAL PRADESH,Hamirpur,BHORANJ,2,1,3,101,0,107
HIMACHAL PRADESH,Hamirpur,BIJHARI (SUB-TEHSIL),2,8,1,0,0,11
HIMACHAL PRADESH,Hamirpur,HAMIRPUR,0,13,0,12,0,25
HIMACHAL PRADESH,Hamirpur,NADAUN,2,4,9,35,0,50
HIMACHAL PRADESH,Hamirpur,TIHRA SUJANPUR,0,1,0,0,0,1
HIMACHAL PRADESH,Kangra,BAIJNATH,2,0,179,54,0,235
HIMACHAL PRADESH,Kangra,BAROH,0,0,0,20,0,20
HIMACHAL PRADESH,Kangra,DERA GOPIPUR,0,0,9,5,0,14
HIMACHAL PRADESH,Kangra,DHARMSALA,2,0,98,203,0,303
HIMACHAL PRADESH,Kangra,DHEERA (ST),0,2,23,29,0,54
HIMACHAL PRADESH,Kangra,FATEHPUR (ST),0,0,12,2,0,14
HIMACHAL PRADESH,Kangra,INDORA,0,2,34,7,0,43
HIMACHAL PRADESH,Kangra,JAISINGHPUR,0,3,32,38,0,73
HIMACHAL PRADESH,Kangra,JASWAN,3,0,33,26,0,62
HIMACHAL PRADESH,Kangra,JAWALI,0,1,5,3,0,9
HIMACHAL PRADESH,Kangra,KANGRA,0,0,144,174,0,318
HIMACHAL PRADESH,Kangra,KHUNDIAN,2,0,19,3,0,24
HIMACHAL PRADESH,Kangra,NURPUR,0,1,31,85,0,117
HIMACHAL PRADESH,Kangra,PALAMPUR,3,1,285,142,0,431
HIMACHAL PRADESH,Kangra,SHAHPUR,0,0,100,37,0,137
HIMACHAL PRADESH,Kangra,THURAL (ST),0,0,16,3,0,19
HIMACHAL PRADESH,Kinnaur,HANGRANG (ST),0,0,0,22,0,22
HIMACHAL PRADESH,Kinnaur,KALPA,0,0,0,47,0,47
HIMACHAL PRADESH,Kinnaur,MORANG,0,0,0,56,0,56
HIMACHAL PRADESH,Kinnaur,NICHAR,0,0,2,43,0,45
HIMACHAL PRADESH,Kinnaur,POOH,0,0,36,0,0,36
HIMACHAL PRADESH,Kinnaur,SANGLA,0,0,29,0,0,29
HIMACHAL PRADESH,Kullu,ANI (ST),1,0,2,7,0,10
HIMACHAL PRADESH,Kullu,BANJAR,0,0,2,3,0,5
HIMACHAL PRADESH,Kullu,KULLU,7,3,39,6,0,55
HIMACHAL PRADESH,Kullu,MANALI,0,0,0,16,0,16
HIMACHAL PRADESH,Kullu,NIRMAND,2,0,15,8,0,25
HIMACHAL PRADESH,Kullu,SAINJ (ST),1,0,7,0,0,8
HIMACHAL PRADESH,Lahul & Spiti,LAHUL,0,0,0,205,0,205
HIMACHAL PRADESH,Lahul & Spiti,SPITI,0,0,227,3,0,230
HIMACHAL PRADESH,Lahul & Spiti,UDAIPUR (ST),1,0,132,6,0,139
HIMACHAL PRADESH,Mandi,AUT (ST),0,0,3,7,0,10
HIMACHAL PRADESH,Mandi,BALDWARA (ST),0,11,61,350,0,422
HIMACHAL PRADESH,Mandi,BALI CHOWKI (ST),0,0,0,6,0,6
HIMACHAL PRADESH,Mandi,CHACHYOT,0,0,49,151,0,200
HIMACHAL PRADESH,Mandi,DHARAMPUR (ST),1,0,69,57,0,127
HIMACHAL PRADESH,Mandi,JOGINDARNAGAR,0,0,84,418,0,502
HIMACHAL PRADESH,Mandi,KARSOG,1,7,32,645,0,685
HIMACHAL PRADESH,Mandi,KOTLI (ST),6,0,3,65,0,74
HIMACHAL PRADESH,Mandi,LAD BHAROL,2,0,22,177,0,201
HIMACHAL PRADESH,Mandi,MANDI,2,5,237,222,0,466
HIMACHAL PRADESH,Mandi,NIHRI (ST),0,0,32,322,0,354
HIMACHAL PRADESH,Mandi,PADHAR,1,3,51,46,0,101
HIMACHAL PRADESH,Mandi,SARKAGHAT,1,27,120,393,0,541
HIMACHAL PRADESH,Mandi,SUNDARNAGAR,2,4,33,262,0,301
HIMACHAL PRADESH,Mandi,THUNAG,0,0,15,32,0,47
HIMACHAL PRADESH,Shimla,CHAUPAL,0,0,0,55,0,55
HIMACHAL PRADESH,Shimla,CHIRGAON,1,0,95,86,0,182
HIMACHAL PRADESH,Shimla,JUBBAL,0,0,0,48,0,48
HIMACHAL PRADESH,Shimla,JUNGA (ST),0,0,0,48,0,48
HIMACHAL PRADESH,Shimla,KOTKHAI,0,0,7,0,0,7
HIMACHAL PRADESH,Shimla,KUMHARSAIN,0,0,14,37,0,51
HIMACHAL PRADESH,Shimla,KUPVI (ST),0,0,0,26,0,26
HIMACHAL PRADESH,Shimla,NANKHARI (ST),0,0,27,0,0,27
HIMACHAL PRADESH,Shimla,NERUA (ST),0,0,0,207,0,207
HIMACHAL PRADESH,Shimla,RAMPUR,0,29,60,10,0,99
HIMACHAL PRADESH,Shimla,ROHRU,0,0,6,65,0,71
HIMACHAL PRADESH,Shimla,SEONI,5,9,11,126,0,151
HIMACHAL PRADESH,Shimla,SHIMLA RURAL,9,10,81,258,0,358
HIMACHAL PRADESH,Shimla,THEOG,0,3,5,0,0,8
HIMACHAL PRADESH,Shimla,TIKKAR (ST),3,0,0,10,0,13
HIMACHAL PRADESH,Sirmaur,DADAHU (ST),2,0,55,141,0,198
HIMACHAL PRADESH,Sirmaur,KAMRAU (ST),2,0,36,110,0,148
HIMACHAL PRADESH,Sirmaur,NAHAN,6,1,51,70,0,128
HIMACHAL PRADESH,Sirmaur,NOHRA (ST),0,0,0,138,0,138
HIMACHAL PRADESH,Sirmaur,PACHHAD,10,0,41,362,0,413
HIMACHAL PRADESH,Sirmaur,PAJHAUTA,0,0,15,113,0,128
HIMACHAL PRADESH,Sirmaur,PAONTA SAHIB,8,0,48,79,0,135
HIMACHAL PRADESH,Sirmaur,RAJGARH,9,24,22,113,0,168
HIMACHAL PRADESH,Sirmaur,RENUKA,1,0,0,234,0,235
HIMACHAL PRADESH,Sirmaur,ROHNAT,0,0,0,54,0,54
HIMACHAL PRADESH,Sirmaur,SHILLAI,0,0,0,198,0,198
HIMACHAL PRADESH,Solan,ARKI,45,11,172,165,0,393
HIMACHAL PRADESH,Solan,KANDAGHAT,51,27,71,75,0,224
HIMACHAL PRADESH,Solan,KASAULI,7,41,190,37,0,275
HIMACHAL PRADESH,Solan,KRISHANGARH (ST),15,3,24,220,0,262
HIMACHAL PRADESH,Solan,NALAGARH,42,9,137,61,0,249
HIMACHAL PRADESH,Solan,RAMSHAHR (ST),12,28,64,76,0,180
HIMACHAL PRADESH,Solan,SOLAN,61,24,264,44,0,393
HIMACHAL PRADESH,Una,AMB,0,2,10,19,0,31
HIMACHAL PRADESH,Una,BAHRWAIN(ST),0,0,1,76,0,77
HIMACHAL PRADESH,Una,BANGANA,0,0,3,0,0,3
JAMMU & KASHMIR,ANANTNAG,ACHABAL,5,0,82,2,0,89
JAMMU & KASHMIR,ANANTNAG,BRENG,1,0,10,0,2,13
JAMMU & KASHMIR,ANANTNAG,D.H.PORA,0,0,40,5,0,45
JAMMU & KASHMIR,ANANTNAG,DACHNIPORA,4,0,71,0,0,75
JAMMU & KASHMIR,ANANTNAG,KOKERNAG,2,0,29,0,0,31
JAMMU & KASHMIR,ANANTNAG,KOVERIPORA,0,0,80,0,0,80
JAMMU & KASHMIR,ANANTNAG,KULGAM,10,0,80,23,0,113
JAMMU & KASHMIR,ANANTNAG,LARKI PORA,3,0,75,3,0,81
JAMMU & KASHMIR,ANANTNAG,QAIMOH,0,1,61,18,0,80
JAMMU & KASHMIR,ANANTNAG,QAZIGUND,1,0,58,5,2,66
JAMMU & KASHMIR,ANANTNAG,SHAHBAD,0,0,2,5,0,7
JAMMU & KASHMIR,ANANTNAG,SHANGUS,0,0,28,2,0,30
JAMMU & KASHMIR,ANANTNAG,TEH. ACHABAL,0,0,2,0,0,2
JAMMU & KASHMIR,ANANTNAG,TEH. KULGAM,0,0,13,11,0,24
JAMMU & KASHMIR,ANANTNAG,TEH.BYBEHARA,0,0,1,0,0,1
JAMMU & KASHMIR,BADGAM,B.K. PORA,1,1,14,0,2,18
JAMMU & KASHMIR,BADGAM,BEERWAH,0,0,95,1,0,96
JAMMU & KASHMIR,BADGAM,BUDGAM,0,0,97,0,0,97
JAMMU & KASHMIR,BADGAM,CHADOORA,3,6,32,2,1,44
JAMMU & KASHMIR,BADGAM,KHAG,0,2,42,0,0,44
JAMMU & KASHMIR,BADGAM,KHANSAHIB,0,1,83,0,1,85
JAMMU & KASHMIR,BADGAM,NAGAM,1,1,12,0,0,14
JAMMU & KASHMIR,BADGAM,NARBAL,0,0,18,1,0,19
JAMMU & KASHMIR,BADGAM,TEH. CHADOORA,0,4,6,0,1,11
JAMMU & KASHMIR,BARAMULLA,BANDIPORA,0,0,56,0,0,56
JAMMU & KASHMIR,BARAMULLA,BARAMULLA,1,5,37,3,0,46
JAMMU & KASHMIR,BARAMULLA,BONIYAR,0,0,50,4,0,54
JAMMU & KASHMIR,BARAMULLA,CHANDANWARI,0,0,3,0,0,3
JAMMU & KASHMIR,BARAMULLA,DANGIWACHA,1,0,2,15,0,18
JAMMU & KASHMIR,BARAMULLA,GUNDI SADERKOOT,0,0,2,0,0,2
JAMMU & KASHMIR,BARAMULLA,GUREZ,0,0,44,0,0,44
JAMMU & KASHMIR,BARAMULLA,HAJIN,0,0,3,2,0,5
JAMMU & KASHMIR,BARAMULLA,PATTAN,1,0,15,0,0,16
JAMMU & KASHMIR,BARAMULLA,ROHAMA,0,0,0,17,0,17
JAMMU & KASHMIR,BARAMULLA,SAFA PORA,0,0,3,0,0,3
JAMMU & KASHMIR,BARAMULLA,SOPORE,1,0,92,10,0,103
JAMMU & KASHMIR,BARAMULLA,SUMBAL,0,1,2,0,0,3
JAMMU & KASHMIR,BARAMULLA,TANGMARG,1,0,101,0,0,102
JAMMU & KASHMIR,BARAMULLA,TEH. SOPORE,0,0,6,13,0,19
JAMMU & KASHMIR,BARAMULLA,URI,1,0,36,4,0,41
