-----
{
 "description": "The table refers to Block wise Distribution of Surface Flow Schemes by type. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowdistr4.5.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Flow Schemes by type", 
 "url": "http://data.gov.in/sites/default/files/srfcflowdistr4.5.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Tanks,Storage,Permanent Diversion,Temporary Diversion,Water Conversation,Total
KARNATAKA,Mysore,HUNSUR,34,79,0,1,0,114
KARNATAKA,Mysore,KRISHNARAJANAGARA,39,2,0,0,0,41
KARNATAKA,Mysore,MYSORE,5,0,0,0,0,5
KARNATAKA,Mysore,NANJANGUD,1,1,0,0,0,2
KARNATAKA,Mysore,PERIYAPATNA,176,60,0,69,0,305
KARNATAKA,Mysore,T.NARASIPURA,0,0,0,2,0,2
KARNATAKA,Raichur,DEODURGA,92,113,10,1,0,216
KARNATAKA,Raichur,LINGASUGUR,11,0,0,0,0,11
KARNATAKA,Raichur,RAICHUR,60,140,1,8,0,209
KARNATAKA,Raichur,SINDHANUR,93,0,0,0,0,93
KARNATAKA,Shimoga,BHADRAVATHI,3,2,0,3,0,8
KARNATAKA,Shimoga,HOSANAGARA,692,28,4,4,2,730
KARNATAKA,Shimoga,SAGAR,574,136,12,176,7,905
KARNATAKA,Shimoga,SHIKARIPURA,990,50,0,3,1,1044
KARNATAKA,Shimoga,SHIMOGA,291,29,2,10,1,333
KARNATAKA,Shimoga,SORAB,945,16,41,7,1,1010
KARNATAKA,Shimoga,THIRTHAHALLI,605,39,9,33,1,687
KARNATAKA,Tumkur,CHIKNAYAKANHALLI,23,30,1,2,2,58
KARNATAKA,Tumkur,GUBBI,128,14,0,1,0,143
KARNATAKA,Tumkur,KORATAGERE,96,13,0,9,4,122
KARNATAKA,Tumkur,KUNIGAL,201,17,0,5,6,229
KARNATAKA,Tumkur,MADHUGIRI,183,19,0,0,0,202
KARNATAKA,Tumkur,PAVAGADA,56,3,0,2,1,62
KARNATAKA,Tumkur,SIRA,60,22,1,0,0,83
KARNATAKA,Tumkur,TIPTUR,62,0,0,2,0,64
KARNATAKA,Tumkur,TUMKUR,177,0,0,3,1,181
KARNATAKA,Tumkur,TURUVEKERE,86,0,8,23,0,117
KARNATAKA,Udupi,KARKAL,45,35,104,173,41,398
KARNATAKA,Udupi,KUNDAPURA,90,108,348,147,80,773
KARNATAKA,Udupi,UDUPI,165,6,39,178,0,388
KARNATAKA,Uttara Kannada,ANKOLA,145,204,79,87,0,515
KARNATAKA,Uttara Kannada,BHATKAL,10,0,0,20,0,30
KARNATAKA,Uttara Kannada,HALIYAL,74,0,0,3,0,77
KARNATAKA,Uttara Kannada,HONAVAR,61,7,8,0,1,77
KARNATAKA,Uttara Kannada,KARWAR,10,51,0,10,3,74
KARNATAKA,Uttara Kannada,KUMTA,21,29,17,12,0,79
KARNATAKA,Uttara Kannada,MUNDGOD,127,0,2,1,0,130
KARNATAKA,Uttara Kannada,SIDDAPUR,20,13,11,43,32,119
KARNATAKA,Uttara Kannada,SIRSI,124,18,1,21,2,166
KARNATAKA,Uttara Kannada,SUPA,24,41,19,18,7,109
KARNATAKA,Uttara Kannada,YELLAPUR,80,29,67,62,0,238
KERALA,ALAPPUZHA,ARYAD,0,0,11,0,0,11
KERALA,ALAPPUZHA,BHARANICAVU,20,10,8,2,0,40
KERALA,ALAPPUZHA,CHENGANNUR,19,16,6,0,0,41
KERALA,ALAPPUZHA,CHERTHALA,0,3,0,0,0,3
KERALA,ALAPPUZHA,HARIPAD,0,12,15,0,0,27
KERALA,ALAPPUZHA,KANJIKUZHY,11,11,0,0,0,22
KERALA,ALAPPUZHA,KAYAMKULAM,0,5,0,0,0,5
KERALA,ALAPPUZHA,MAVELIKARA,15,19,0,0,0,34
KERALA,ALAPPUZHA,MAVELIKKARA,2,1,0,0,0,3
KERALA,ALAPPUZHA,MUTHUKULAMD,9,38,0,0,0,47
KERALA,ALAPPUZHA,PATTANAKKAD,17,0,4,0,0,21
KERALA,ALAPPUZHA,THYCATTUSSERY,16,19,0,0,0,35
KERALA,ERANAKULAM,ANGALAMALY,20,9,12,0,0,41
KERALA,ERANAKULAM,EDAPPALY,0,0,2,0,0,2
KERALA,ERANAKULAM,KOTHAMANGALAM,17,38,18,1,1,75
KERALA,ERANAKULAM,KOTHAMANGALAM-999,9,0,1,0,0,10
KERALA,ERANAKULAM,MOOVATTUPUZHA,1,75,17,0,1,94
KERALA,ERANAKULAM,MULANTHURUTHY,0,0,0,42,0,42
KERALA,ERANAKULAM,MUVATTUPUZHA,0,3,0,0,0,3
KERALA,ERANAKULAM,PALLURUTHY,32,0,0,0,0,32
KERALA,ERANAKULAM,PAMPAKUDA,1,108,0,43,0,152
KERALA,ERANAKULAM,VADAVUKODE,30,71,3,0,0,104
KERALA,ERANAKULAM,VAZHAKULAM,3,3,0,6,0,12
KERALA,IDDUKKI,ADIMALI,18,0,5,9,0,32
KERALA,IDDUKKI,AZHUTHA,4,0,4,21,0,29
KERALA,IDDUKKI,DEVIKULAM,7,61,10,23,0,101
KERALA,IDDUKKI,ELAMDESAM,0,50,40,2,0,92
KERALA,IDDUKKI,IDUKKI,11,6,6,13,19,55
KERALA,IDDUKKI,KATTAPPANA,5,8,0,26,3,42
KERALA,IDDUKKI,NEDUMKANDAM,3,0,5,13,9,30
KERALA,IDDUKKI,THODUPUZHA,0,17,14,1,0,32
KERALA,IDDUKKI,THODUPUZHA MUNICIP,0,7,0,0,0,7
KERALA,KANNUR,EDAKKAD,1,0,30,4,0,35
KERALA,KANNUR,IRIKKUR,3,5,41,0,0,49
KERALA,KANNUR,IRITTY,0,45,98,0,3,146
KERALA,KANNUR,KANNUR,1,0,14,0,0,15
KERALA,KANNUR,KANNUR MUNI,1,0,2,0,0,3
KERALA,KANNUR,KOOTHUPARAMBA,0,0,7,0,0,7
KERALA,KANNUR,KUTHUPARAMBA,0,13,36,1,0,50
KERALA,KANNUR,MATTANNUR,6,2,10,1,0,19
KERALA,KANNUR,PAYYANNUR,47,1,138,0,0,186
KERALA,KANNUR,PAYYANNUR-999,9,0,14,0,0,23
KERALA,KANNUR,PERAVOOR,53,25,69,0,0,147
KERALA,KANNUR,THALASSERY,0,1,72,0,0,73
KERALA,KANNUR,THALASSERY-999,0,1,7,0,0,8
KERALA,KANNUR,THALIPARAMBA,19,1,64,0,0,84
KERALA,KANNUR,THALIPARAMBA-999,4,4,5,0,0,13
KERALA,KASARAGODE,KANHANGAD,12,97,83,5,0,197
KERALA,KASARAGODE,KANHANGAD MUNICIP,0,2,7,0,0,9
KERALA,KASARAGODE,KASARAGODE,33,20,39,1,28,121
KERALA,KASARAGODE,KASARAGODE MUNICIP,6,0,5,0,0,11
KERALA,KASARAGODE,MANJESWARAM,45,40,105,0,28,218
KERALA,KASARAGODE,NEELESWARAM,23,71,41,0,6,141
KERALA,KOLLAM,ANCHAL,46,6,23,4,0,79
KERALA,KOLLAM,CHADAYAMANGALAM,62,0,1,0,0,63
KERALA,KOLLAM,CHAVARA,0,1,3,3,0,7
KERALA,KOLLAM,CHITTUMALA,1,1,7,3,0,12
KERALA,KOLLAM,ITHIKKARA,0,0,16,8,0,24
KERALA,KOLLAM,KARUNAGAPPALLY,3,0,0,6,0,9
KERALA,KOLLAM,KOTTARAKKARA,29,14,12,14,0,69
KERALA,KOLLAM,MUKHATHALA,20,8,0,0,0,28
KERALA,KOLLAM,OCHIRA,0,5,0,0,0,5
KERALA,KOLLAM,PATHANAPURAM,5,67,36,0,0,108
KERALA,KOLLAM,PUNALUR,0,27,0,0,0,27
KERALA,KOLLAM,SASTHAMCOTTA,8,2,3,4,0,17
KERALA,KOLLAM,VETTIKKAVALA,8,10,21,31,0,70
KERALA,KOTTAYAM,ERATTUPETTAH,64,6,1,12,0,83
KERALA,KOTTAYAM,ETTUMANOOR,23,16,48,18,0,105
KERALA,KOTTAYAM,KADUTHURUTHY,0,0,4,90,0,94
KERALA,KOTTAYAM,KANJIRAPPALY,1,0,0,0,0,1
KERALA,KOTTAYAM,LALAM,1,9,6,0,7,23
KERALA,KOTTAYAM,MADAPPALLY,3,12,0,1,0,16
KERALA,KOTTAYAM,PALA,0,1,0,0,0,1
KERALA,KOTTAYAM,PALLAM,1,5,73,0,0,79
KERALA,KOTTAYAM,PAMPADY,7,0,0,0,0,7
KERALA,KOTTAYAM,UZHAVOOR,0,0,1,51,0,52
KERALA,KOTTAYAM,VAIKOM,1,1,48,12,0,62
KERALA,KOTTAYAM,VAIKOM-999,0,0,1,0,0,1
KERALA,KOTTAYAM,VAZHOOR,9,0,0,0,0,9
KERALA,KOZHIKODE,BALUSSERY,3,1,24,1,0,29
KERALA,KOZHIKODE,CHELANNUR,3,3,7,18,0,31
KERALA,KOZHIKODE,KODUVALLY,7,5,37,1,0,50
KERALA,KOZHIKODE,KOZHIKKODE,0,0,8,0,0,8
KERALA,KOZHIKODE,KUNNAMANGALAM,5,12,103,41,4,165
KERALA,KOZHIKODE,KUNNUMEL,8,0,22,0,0,30
KERALA,KOZHIKODE,MELADI,0,1,0,1,0,2
KERALA,KOZHIKODE,PANTHALAYANI,0,0,6,2,0,8
KERALA,KOZHIKODE,PERAMBRA,0,0,11,0,0,11
KERALA,KOZHIKODE,THODANNUR,0,0,13,0,0,13
KERALA,KOZHIKODE,THUNERI,12,1,11,0,0,24
KERALA,KOZHIKODE,VADAKARA,0,0,3,0,0,3
KERALA,KOZHIKODE,VADAKARA-999,0,0,3,0,0,3
KERALA,MALAPPURAM,ANDATHODU(PERUNPADAP,25,19,0,0,0,44
KERALA,MALAPPURAM,AREACODE,28,23,23,9,1,84
KERALA,MALAPPURAM,KONDOTTY,5,7,43,0,0,55
KERALA,MALAPPURAM,KUTTIPPURAM,0,17,39,0,0,56
KERALA,MALAPPURAM,MALAPPURAM,2,31,17,1,24,75
KERALA,MALAPPURAM,MALAPURAM MUNI,0,0,9,0,0,9
KERALA,MALAPPURAM,MANJERI MUNI,0,6,10,4,0,20
KERALA,MALAPPURAM,MANKADA,9,24,78,6,10,127
KERALA,MALAPPURAM,NILAMBOOR,1,64,47,20,0,132
KERALA,MALAPPURAM,PERINTHALMANNA,0,39,35,15,4,93
KERALA,MALAPPURAM,PERINTHALMANNA MUNI,0,0,15,0,0,15
KERALA,MALAPPURAM,PONNANI,0,9,9,0,0,18
KERALA,MALAPPURAM,PONNANI MUNI,0,13,1,0,0,14
KERALA,MALAPPURAM,THANUR,17,17,9,0,0,43
KERALA,MALAPPURAM,THIRUR,12,11,28,1,0,52
KERALA,MALAPPURAM,THIRURANGADI,0,4,6,4,5,19
KERALA,MALAPPURAM,VENGARA,28,11,21,3,0,63
KERALA,MALAPPURAM,WANDOOR,0,43,25,25,17,110
KERALA,PALAKKAD,ALATHUR,100,89,1,4,5,199
KERALA,PALAKKAD,ATTAPPADY,0,1,55,0,0,56
KERALA,PALAKKAD,CHITTURTHATHAMANG MU,75,0,0,0,0,75
KERALA,PALAKKAD,CHITUR,1,373,6,0,0,380
KERALA,PALAKKAD,KOLLENGODE,113,93,1,0,0,207
KERALA,PALAKKAD,KUZHALMANNAM,6,20,0,7,0,33
KERALA,PALAKKAD,MALAMPUZHA,19,37,13,1,0,70
KERALA,PALAKKAD,MANNARKKAD,120,19,29,3,0,171
KERALA,PALAKKAD,NENMARA,86,170,1,1,7,265
KERALA,PALAKKAD,OTTAPPALAM,0,19,0,0,10,29
KERALA,PALAKKAD,OTTAPPALAM MUNI,15,0,0,0,0,15
KERALA,PALAKKAD,PALAKKAD,98,51,2,30,6,187
KERALA,PALAKKAD,PALAKKAD MUNI,5,1,0,0,0,6
KERALA,PALAKKAD,PATTAMBI,63,35,22,24,0,144
KERALA,PALAKKAD,SHORANNUR MUNI,7,0,5,0,0,12
KERALA,PALAKKAD,SREEKRISHNAPURAM,9,100,2,0,0,111
KERALA,PALAKKAD,THRITHALA,247,71,18,3,0,339
KERALA,PATHANAMTHITTA,ADOOR MUNI,0,7,0,0,0,7
KERALA,PATHANAMTHITTA,ELANTHUR,1,3,9,6,0,19
KERALA,PATHANAMTHITTA,KOIPURAM,3,0,0,0,0,3
KERALA,PATHANAMTHITTA,KONNI,0,7,47,2,2,58
KERALA,PATHANAMTHITTA,KULANADA,0,27,0,4,0,31
KERALA,PATHANAMTHITTA,MALLAPPALLY,0,2,3,8,0,13
KERALA,PATHANAMTHITTA,PANDALAM,14,15,31,0,0,60
KERALA,PATHANAMTHITTA,PARAKKODE,0,0,43,0,0,43
KERALA,PATHANAMTHITTA,PATHANAMTHITTA MUNI,0,0,10,0,0,10
KERALA,PATHANAMTHITTA,RANNI,0,0,3,0,0,3
KERALA,PATHANAMTHITTA,THIRUVALLA MUNI,0,0,0,2,0,2
KERALA,THIRUVANANTHAPURAM,ATHIYANNOOR,5,0,82,1,0,88
KERALA,THIRUVANANTHAPURAM,ATTINGAL MUNI,0,0,4,0,0,4
KERALA,THIRUVANANTHAPURAM,CHIRAYINKEEZHU,0,0,0,6,0,6
KERALA,THIRUVANANTHAPURAM,KAZHAKUTTOM,1,41,18,0,0,60
KERALA,THIRUVANANTHAPURAM,KILIMANOOR,1,0,34,132,0,167
KERALA,THIRUVANANTHAPURAM,NEDUMANGAD,0,0,29,65,0,94
KERALA,THIRUVANANTHAPURAM,NEDUMANGAD MUNI,0,0,6,12,0,18
KERALA,THIRUVANANTHAPURAM,NEMOM,62,0,96,6,6,170
KERALA,THIRUVANANTHAPURAM,NEYYATTINKARA MUNI,0,0,48,0,0,48
KERALA,THIRUVANANTHAPURAM,PARASSALA,3,58,159,93,0,313
KERALA,THIRUVANANTHAPURAM,PERUMKADAVILA,27,36,159,10,0,232
KERALA,THIRUVANANTHAPURAM,TVPM CORPORATION,14,19,81,0,1,115
KERALA,THIRUVANANTHAPURAM,TVPM RURAL,0,10,10,0,0,20
KERALA,THIRUVANANTHAPURAM,VAMANAPURAM,1,7,57,14,0,79
KERALA,THIRUVANANTHAPURAM,VARKALA,14,11,19,0,0,44
KERALA,THIRUVANANTHAPURAM,VARKALA MUNI,5,3,7,0,0,15
KERALA,THIRUVANANTHAPURAM,VELLANADU,47,0,147,14,0,208
KERALA,THRISSUR,ANTHIKKAD,0,1,0,10,0,11
KERALA,THRISSUR,CHALAKKUDY,5,0,0,0,39,44
KERALA,THRISSUR,CHALAKUDY MUNI,0,1,0,3,0,4
KERALA,THRISSUR,CHAVAKKAD,0,7,7,1,0,15
KERALA,THRISSUR,CHERPU,9,0,0,0,0,9
KERALA,THRISSUR,CHOWANNUR,0,8,25,3,0,36
KERALA,THRISSUR,IRINJALAKKUDA,0,5,3,1,0,9
KERALA,THRISSUR,IRINJALAKUDA MUNI,2,0,0,0,0,2
KERALA,THRISSUR,KODAKARA,34,28,0,0,0,62
KERALA,THRISSUR,KUNNAMKULAM MUNI,0,0,10,21,0,31
KERALA,THRISSUR,MATHILAKOM,53,0,0,0,0,53
KERALA,THRISSUR,MULLASSERY,0,0,6,0,0,6
KERALA,THRISSUR,OLLUKKARA,2,58,5,10,0,75
KERALA,THRISSUR,PAZHAYANNUR,2,103,11,12,0,128
KERALA,THRISSUR,PUZHAKKAL,11,17,19,41,0,88
KERALA,THRISSUR,THALIKULAM,1,28,1,0,0,30
KERALA,THRISSUR,THRISSUR CORPORATION,8,16,17,2,0,43
KERALA,THRISSUR,VADAKKANCHERRY,179,30,20,3,0,232
KERALA,THRISSUR,VELLANGALLUR,0,17,1,26,0,44
KERALA,WAYANAD,KALPETTA,82,8,45,10,0,145
KERALA,WAYANAD,KALPETTA MUNI,1,0,0,2,0,3
KERALA,WAYANAD,MANANTHAVADI,104,23,107,0,1,235
KERALA,WAYANAD,SULTHANBATHERI,19,36,49,1,30,135
MADHYA PRADESH,BALAGHAT,BAIHAR,250,9,376,42,0,677
MADHYA PRADESH,BALAGHAT,BALAGHAT,742,23,16,50,0,831
MADHYA PRADESH,BALAGHAT,BIRSA,52,2,0,2,0,56
MADHYA PRADESH,BALAGHAT,KATANGI,2328,6,12,6,20,2372
MADHYA PRADESH,BALAGHAT,KHAIRLANJI,167,8,33,2,4,214
MADHYA PRADESH,BALAGHAT,KIRNAPUR,84,2,8,8,0,102
MADHYA PRADESH,BALAGHAT,LALBURRA,556,23,0,43,0,622
MADHYA PRADESH,BALAGHAT,LANJI,1618,0,26,11,21,1676
MADHYA PRADESH,BALAGHAT,PARASWADA,199,1,5,17,1,223
MADHYA PRADESH,BALAGHAT,WARASEONI,227,15,8,4,0,254
MADHYA PRADESH,BARWANI,NIWALI,19,0,0,0,0,19
MADHYA PRADESH,BARWANI,PANSEMAL,37,0,0,0,0,37
MADHYA PRADESH,BARWANI,PATI,185,2,28,43,2,260
MADHYA PRADESH,BARWANI,RAJPUR,778,4,48,37,0,867
MADHYA PRADESH,BARWANI,SENDHWA,67,74,10,96,31,278
MADHYA PRADESH,BARWANI,THIKRI,4,0,0,0,0,4
MADHYA PRADESH,BETUL,AMLA,52,0,37,40,27,156
MADHYA PRADESH,BETUL,ATHNER,2,165,212,319,0,698
MADHYA PRADESH,BETUL,BETUL,218,5,69,99,30,421
MADHYA PRADESH,BETUL,BHAINSDEHI,237,17,740,81,23,1098
MADHYA PRADESH,BETUL,BHIMPURA,19,2,0,265,0,286
MADHYA PRADESH,BETUL,CHICHOLI,53,0,16,36,0,105
MADHYA PRADESH,BETUL,GHODA DONGRI,960,1,44,1,0,1006
MADHYA PRADESH,BETUL,MULTAI,1022,4,21,0,54,1101
MADHYA PRADESH,BETUL,PRABHAT PATTAN,59,0,301,0,0,360
MADHYA PRADESH,BETUL,SHAHPUR,1,0,0,2,8,11
MADHYA PRADESH,BHIND,GOHAD,10,10,6,17,0,43
MADHYA PRADESH,BHIND,LAHAR,1,0,0,0,0,1
MADHYA PRADESH,BHOPAL,BERASIA,91,38,126,221,0,476
MADHYA PRADESH,BHOPAL,FUNDA,136,1,8,83,0,228
MADHYA PRADESH,CHHATARPUR,BADAMALAHERA,273,1,100,1,0,375
MADHYA PRADESH,CHHATARPUR,BIJAWAR,117,0,42,496,0,655
MADHYA PRADESH,CHHATARPUR,BUXWAHA,1,0,0,1,0,2
MADHYA PRADESH,CHHATARPUR,CHHATARPUR,92,0,3,0,0,95
MADHYA PRADESH,CHHATARPUR,GAURIHAR,3,0,3,0,0,6
MADHYA PRADESH,CHHATARPUR,LAUNDI,54,0,0,8,0,62
MADHYA PRADESH,CHHATARPUR,NOWGONG,6,0,1,9,0,16
MADHYA PRADESH,CHHATARPUR,RAJNAGAR,519,45,302,667,224,1757
MADHYA PRADESH,CHHINDWARA,BICHHUA,96,0,0,10,0,106
MADHYA PRADESH,CHHINDWARA,CHHINDWADA,72,4,11,64,0,151
MADHYA PRADESH,CHHINDWARA,MOHKHED,9,0,1,1,4,15
MADHYA PRADESH,CHHINDWARA,PARASIA,0,28,0,141,0,169
MADHYA PRADESH,CHHINDWARA,TAMIA,552,2,94,67,0,715
MADHYA PRADESH,DAMOH,BATIYAGHAR,0,2,167,10,0,179
MADHYA PRADESH,DAMOH,DAMOH,507,41,0,114,4,666
MADHYA PRADESH,DAMOH,HATTA,10,12,22,446,0,490
MADHYA PRADESH,DAMOH,JABERA,197,0,101,7,4,309
MADHYA PRADESH,DAMOH,PATERA,214,0,31,196,0,441
MADHYA PRADESH,DAMOH,TENDUKHEDA,167,0,1,0,1,169
MADHYA PRADESH,DATIA,DATIA,5,0,2,0,0,7
MADHYA PRADESH,DEWAS,BAGLEE,9,0,8,90,2,109
MADHYA PRADESH,DEWAS,DEWAS,42,0,3,64,0,109
MADHYA PRADESH,DEWAS,KANNOD,65,6,0,39,0,110
MADHYA PRADESH,DEWAS,KHATEGAON,30,0,0,298,0,328
MADHYA PRADESH,DEWAS,SONKUCH,2,0,0,6,0,8
MADHYA PRADESH,DEWAS,TONKHURD,0,1,0,0,0,1
MADHYA PRADESH,DHAR,BADNAWER,68,8,2,15,0,93
MADHYA PRADESH,DHAR,BAGH,111,23,0,1,6,141
MADHYA PRADESH,DHAR,DAHI,2,2,0,0,0,4
MADHYA PRADESH,DHAR,DHAR,0,8,0,3,0,11
MADHYA PRADESH,DHAR,DHARAMPURI,103,26,1,3,2,135
MADHYA PRADESH,DHAR,GANDHWANI,5,23,30,20,0,78
MADHYA PRADESH,DHAR,KUKSHI,19,3,0,0,0,22
MADHYA PRADESH,DHAR,MANAWAR,25,10,0,8,0,43
MADHYA PRADESH,DHAR,NALACHHA,3,6,0,0,0,9
MADHYA PRADESH,DHAR,NISARPUR,2,0,0,0,1,3
MADHYA PRADESH,DHAR,SARDARPUR,81,69,0,133,0,283
MADHYA PRADESH,DHAR,TIRLA,0,27,0,0,0,27
MADHYA PRADESH,DHAR,UMARBAN,299,0,149,0,0,448
MADHYA PRADESH,GUNA,ASHOKNAGAR,137,0,281,116,73,607
MADHYA PRADESH,GUNA,BAMORI,657,0,412,34,2,1105
MADHYA PRADESH,GUNA,CHANCHODA,66,9,170,339,1,585
MADHYA PRADESH,GUNA,CHANDERI,3,0,0,0,0,3
MADHYA PRADESH,GUNA,EHSAGADH,274,60,21,175,3,533
MADHYA PRADESH,GUNA,GUNA,255,0,0,165,0,420
MADHYA PRADESH,GUNA,MUNGAWALI,1,10,10,147,0,168
MADHYA PRADESH,GUNA,RAGHOGARH,171,7,1,230,0,409
MADHYA PRADESH,GWALIOR,BHITARWAR,33,0,0,0,0,33
MADHYA PRADESH,GWALIOR,DABRA,42,2,8,0,0,52
MADHYA PRADESH,GWALIOR,GHATIGAWAN,7,4,232,54,1,298
MADHYA PRADESH,GWALIOR,MORAR,5,0,68,20,0,93
MADHYA PRADESH,HARDA,KHIRKIYA,0,0,0,30,0,30
MADHYA PRADESH,HARDA,TIMARNI,48,0,0,75,0,123
MADHYA PRADESH,HOSHANGABAD,BANKHEDI,0,0,0,12,0,12
MADHYA PRADESH,HOSHANGABAD,HOSHANGABAD,1,0,14,32,0,47
MADHYA PRADESH,HOSHANGABAD,KESLA,21,0,318,36,32,407
MADHYA PRADESH,HOSHANGABAD,PIPARIYA,23,0,42,3,0,68
MADHYA PRADESH,HOSHANGABAD,SEONIMALWA,0,0,0,4,0,4
MADHYA PRADESH,HOSHANGABAD,SOHAGPUR,100,0,11,59,0,170
MADHYA PRADESH,INDORE,DEPAL PUR,0,0,213,0,0,213
MADHYA PRADESH,INDORE,MHOW,145,47,11,1,0,204
MADHYA PRADESH,INDORE,SANWER,22,0,0,0,0,22
MADHYA PRADESH,JABALPUR,BARGI,1,7,2,16,47,73
MADHYA PRADESH,JABALPUR,KUNDAM,0,0,0,2,1,3
MADHYA PRADESH,JABALPUR,MAJHOLI,34,0,91,0,0,125
MADHYA PRADESH,JABALPUR,PANAGAR,9,0,1,0,0,10
MADHYA PRADESH,JABALPUR,PATAN,1,0,0,0,0,1
MADHYA PRADESH,JABALPUR,SIHORA,59,2,248,0,0,309
MADHYA PRADESH,JHABUA,ALIRAJPUR,45,17,31,0,0,93
MADHYA PRADESH,JHABUA,BHABHARA,12,0,0,0,0,12
MADHYA PRADESH,JHABUA,JHABUA,17,0,0,8,0,25
MADHYA PRADESH,JHABUA,JOBAT,26,1,4,3,0,34
MADHYA PRADESH,JHABUA,KATTHIWADA,2,0,2,65,0,69
MADHYA PRADESH,JHABUA,MEGHNAGAR,15,0,0,5,0,20
MADHYA PRADESH,JHABUA,PETLAWAD,103,5,76,639,0,823
MADHYA PRADESH,JHABUA,RAMA,69,13,0,11,0,93
MADHYA PRADESH,JHABUA,SONDWA,20,2,9,63,0,94
MADHYA PRADESH,JHABUA,THANDLA,10,0,2,50,0,62
MADHYA PRADESH,JHABUA,UDAIGARH,12,3,3,0,0,18
MADHYA PRADESH,KATNI,BADWARA,69,125,17,79,215,505
MADHYA PRADESH,KATNI,BAHORIBAND,753,1,4,1,27,786
MADHYA PRADESH,KATNI,DHIMAR KHERA,567,0,26,216,0,809
MADHYA PRADESH,KATNI,KATNI,249,1,0,1,1,252
MADHYA PRADESH,KATNI,RITHI,34,3,42,7,1,87
MADHYA PRADESH,KATNI,VIJAYRAGHAVGARH,210,1,11,52,0,274
MADHYA PRADESH,KHANDWA,BURHANPUR,1,1,41,2,0,45
MADHYA PRADESH,KHANDWA,CHHEGAON MAKHAN,0,0,0,4,0,4
MADHYA PRADESH,KHANDWA,HARSOOD,56,0,0,0,0,56
MADHYA PRADESH,KHANDWA,KHALWA,120,0,3,0,0,123
MADHYA PRADESH,KHANDWA,KHANDWA,1,0,25,13,0,39
MADHYA PRADESH,KHANDWA,PANDHANA,64,0,0,108,0,172
MADHYA PRADESH,KHANDWA,PUNASA,1,0,0,0,0,1
MADHYA PRADESH,KHARGONE,BARWAHA,439,15,2,37,0,493
MADHYA PRADESH,KHARGONE,BHAGWANPURA,1,194,43,4,0,242
MADHYA PRADESH,KHARGONE,BHIKANGAON,58,0,1,0,0,59
MADHYA PRADESH,KHARGONE,GOGAWA,9,4,43,1,0,57
MADHYA PRADESH,KHARGONE,KHARGONE,0,0,0,41,6,47
MADHYA PRADESH,KHARGONE,MAHESHWAR,47,1,0,0,0,48
MADHYA PRADESH,KHARGONE,SEGOAN,6,1,30,13,0,50
MADHYA PRADESH,KHARGONE,ZIRNYA,0,0,0,20,0,20
MADHYA PRADESH,MANDLA,BICHHIA,2,0,6,6,1,15
MADHYA PRADESH,MANDLA,BIJADANDI,5,0,0,0,0,5
MADHYA PRADESH,MANDLA,GHUGHRI,1,0,0,5,0,6
MADHYA PRADESH,MANDLA,MANDLA,3,0,8,35,0,46
MADHYA PRADESH,MANDLA,MOHGAON,19,1,0,0,1,21
MADHYA PRADESH,MANDLA,NAINPUR,0,2,6,3,0,11
MADHYA PRADESH,MANDLA,NARAYANGANJ,4,0,0,1,0,5
MADHYA PRADESH,MANDLA,NIVAS,16,0,0,0,0,16
MADHYA PRADESH,MANDSAUR,GAROTH,1,1,1,4,0,7
MADHYA PRADESH,MANDSAUR,MALHARGAR,44,0,0,0,0,44
MADHYA PRADESH,MANDSAUR,MANDSAUR,5,0,0,0,0,5
MADHYA PRADESH,MANDSAUR,SITAMAU,1,3,2,16,0,22
MADHYA PRADESH,MORENA,MORENA,126,0,0,0,0,126
MADHYA PRADESH,NARSINGHPUR,CHAVARPATHA,45,2,126,158,0,331
MADHYA PRADESH,NARSINGHPUR,GOTEGAON,72,0,133,25,15,245
MADHYA PRADESH,NARSINGHPUR,KARELI,39,0,115,0,1,155
MADHYA PRADESH,NARSINGHPUR,NARSINGHPUR,20,2,1,43,0,66
MADHYA PRADESH,NARSINGHPUR,SAIKHEDA,0,0,0,16,0,16
MADHYA PRADESH,NEEMUCH,JAWAD,7,0,0,16,0,23
MADHYA PRADESH,NEEMUCH,MANASA,5,0,9,2,0,16
MADHYA PRADESH,NEEMUCH,NEEMUCH,1,0,0,0,0,1
MADHYA PRADESH,PANNA,AJAYGARH,5,0,316,50,0,371
MADHYA PRADESH,PANNA,GUNOUR,3,0,0,106,0,109
MADHYA PRADESH,PANNA,PANNA,670,84,8,122,1280,2164
MADHYA PRADESH,PANNA,PAWAI,161,13,17,113,1,305
MADHYA PRADESH,PANNA,SHAHNAGAR,157,30,159,235,116,697
MADHYA PRADESH,RAISEN,ABDULLA GANJ,2,1,0,0,0,3
MADHYA PRADESH,RAISEN,SANCHI,2,1,1,0,0,4
MADHYA PRADESH,RAISEN,UDAYPURA,0,0,0,1,0,1
MADHYA PRADESH,RAJGARH,BIAORA,274,0,37,202,7,520
MADHYA PRADESH,RAJGARH,NARSINGARH,22,2,189,126,0,339
MADHYA PRADESH,RAJGARH,RAJGARH,63,0,0,132,0,195
MADHYA PRADESH,RAJGARH,ZEERAPUR],14,0,4,36,2,56
