-----
{
 "description": "The table refers to Block wise Surface Flow Schemes- Potential Created and Utilized through Tanks. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowdistr4.12.csv", 
 "title": "Download CSV for Blockwise Surface Flow Schemes- Potential Created and Utilized through Tanks", 
 "url": "http://data.gov.in/sites/default/files/srfcflowdistr4.12.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Tanks,Irrigation potential created - Kharif,Irrigation potential created - Rabi,Irrigation potential created - Perennial,Irrigation potential created - Others,Total,Irrigation potential utilised - Kharif,Irrigation potential utilised - Rabi,Irrigation potential utilised - Perennial,Irrigation potential utilised - Others,Total,
MADHYA PRADESH,KHARGONE,SEGOAN,6,935,885,0,0,1820,263,116,0,0,379,
MADHYA PRADESH,KHARGONE,ZIRNYA,0,0,0,0,0,0,0,0,0,0,0,
MADHYA PRADESH,MANDLA,BICHHIA,2,0,2,0,0,2,0,2,0,0,2,
MADHYA PRADESH,MANDLA,BIJADANDI,5,0,730,0,0,730,0,457,0,0,457,
MADHYA PRADESH,MANDLA,GHUGHRI,1,0,21,0,0,21,0,21,0,0,21,
MADHYA PRADESH,MANDLA,MANDLA,3,0,3051,0,0,3051,0,1578,0,0,1578,
MADHYA PRADESH,MANDLA,MOHGAON,19,9,17,0,0,26,6,8,0,3,17,
MADHYA PRADESH,MANDLA,NAINPUR,0,0,0,0,0,0,0,0,0,0,0,
MADHYA PRADESH,MANDLA,NARAYANGANJ,4,0,623,0,0,623,0,171,0,0,171,
MADHYA PRADESH,MANDLA,NIVAS,16,40,1912,0,0,1952,0,755,0,0,755,
MADHYA PRADESH,MANDSAUR,GAROTH,1,0,1,0,0,1,0,0,0,0,0,
MADHYA PRADESH,MANDSAUR,MALHARGAR,44,37,36,0,0,73,30,14,0,0,44,
MADHYA PRADESH,MANDSAUR,MANDSAUR,5,0,3,0,0,3,0,0,0,0,0,
MADHYA PRADESH,MANDSAUR,SITAMAU,1,0,1,0,0,1,0,0,0,0,0,
MADHYA PRADESH,MORENA,MORENA,126,64,390,0,0,454,51,334,0,0,385,
MADHYA PRADESH,NARSINGHPUR,CHAVARPATHA,45,0,79,0,0,79,0,62,0,0,62,
MADHYA PRADESH,NARSINGHPUR,GOTEGAON,72,0,103,0,0,103,0,103,0,0,103,
MADHYA PRADESH,NARSINGHPUR,KARELI,39,0,82,0,0,82,1,81,0,0,82,
MADHYA PRADESH,NARSINGHPUR,NARSINGHPUR,20,5,233,0,0,238,0,172,0,0,172,
MADHYA PRADESH,NARSINGHPUR,SAIKHEDA,0,0,0,0,0,0,0,0,0,0,0,
MADHYA PRADESH,NEEMUCH,JAWAD,7,0,39,0,0,39,0,4,0,0,4,
MADHYA PRADESH,NEEMUCH,MANASA,5,0,320,0,0,320,0,145,0,0,145,
MADHYA PRADESH,NEEMUCH,NEEMUCH,1,0,15,0,0,15,0,0,0,0,0,
MADHYA PRADESH,PANNA,AJAYGARH,5,0,13,0,0,13,0,12,0,0,12,
MADHYA PRADESH,PANNA,GUNOUR,3,0,150,0,0,150,0,150,0,0,150,
MADHYA PRADESH,PANNA,PANNA,670,19,1967,2,0,1989,18,1927,0,0,1946,
MADHYA PRADESH,PANNA,PAWAI,161,1,13370,0,0,13371,0,507,0,0,507,
MADHYA PRADESH,PANNA,SHAHNAGAR,157,0,158,0,0,158,0,158,0,0,158,
MADHYA PRADESH,RAISEN,ABDULLA GANJ,2,0,20,0,0,20,0,2,0,0,2,
MADHYA PRADESH,RAISEN,SANCHI,2,0,146,0,0,146,0,46,0,0,46,
MADHYA PRADESH,RAISEN,UDAYPURA,0,0,0,0,0,0,0,0,0,0,0,
MADHYA PRADESH,RAJGARH,BIAORA,274,0,697,0,0,697,0,582,0,0,582,
MADHYA PRADESH,RAJGARH,NARSINGARH,22,0,200,0,0,200,0,160,0,0,160,
MADHYA PRADESH,RAJGARH,RAJGARH,63,2,150,7,10,169,0,90,2,4,96,
MADHYA PRADESH,RAJGARH,ZEERAPUR],14,0,259,0,0,259,0,147,0,0,147,
MADHYA PRADESH,RATLAM,ALOT,0,0,0,0,0,0,0,0,0,0,0,
MADHYA PRADESH,RATLAM,BAJNA,132,8,114,0,1873,1994,0,112,0,2,114,
MADHYA PRADESH,RATLAM,JAORA,1,0,9,0,1,10,0,9,0,0,9,
MADHYA PRADESH,RATLAM,PIPLODA,352,13,1555,0,103,1671,0,155,0,0,156,
MADHYA PRADESH,RATLAM,RATLAM,68,25,46,0,0,71,0,10,0,0,10,
MADHYA PRADESH,RATLAM,SAILANA,59,432,785,0,2013,3230,94,789,0,0,883,
MADHYA PRADESH,REWA,GANGEO,23,74,102,0,2,178,0,58,0,0,58,
MADHYA PRADESH,REWA,HANUMANA,25,13,62,0,0,75,13,62,0,0,75,
MADHYA PRADESH,REWA,MAUGANJ,2,3,3,0,0,6,0,4,0,0,4,
MADHYA PRADESH,REWA,NAIGARHI,3,4,4,0,0,7,0,4,0,0,4,
MADHYA PRADESH,REWA,RAIPUR KARCULIYAN,5,100,100,0,0,200,0,20,0,0,20,
MADHYA PRADESH,REWA,REWA,0,0,0,0,0,0,0,0,0,0,0,
MADHYA PRADESH,REWA,SIRMOUR,3,2,14,0,0,16,0,6,0,0,6,
MADHYA PRADESH,REWA,TEONTHER,0,0,0,0,0,0,0,0,0,0,0,
MADHYA PRADESH,SAGAR,BANDA,51,0,66,0,0,66,0,66,0,0,66,
MADHYA PRADESH,SAGAR,BINA,86,0,226,0,0,226,0,226,0,0,226,
MADHYA PRADESH,SAGAR,DEORI,1,0,11,0,0,11,0,0,0,0,0,
MADHYA PRADESH,SAGAR,KESLI,10,0,27,0,0,27,0,27,0,0,27,
MADHYA PRADESH,SAGAR,KHURAI,132,0,263,0,0,263,0,263,0,0,263,
MADHYA PRADESH,SAGAR,MALTHONE,75,0,136,0,0,136,0,136,0,0,136,
MADHYA PRADESH,SAGAR,RAHATGARH,13,0,10,0,0,10,0,8,0,0,8,
MADHYA PRADESH,SAGAR,REHLI,3,0,2,0,0,2,0,2,0,0,2,
MADHYA PRADESH,SAGAR,SAGAR,57,0,68,0,0,68,0,65,0,0,65,
MADHYA PRADESH,SAGAR,SHAHGARH,259,92,241,0,0,332,0,222,0,0,222,
MADHYA PRADESH,SATNA,AMARPATAN,13,74,993,0,0,1067,3,904,0,0,907,
MADHYA PRADESH,SATNA,MAIHAR,1,0,5,0,0,5,0,4,0,0,4,
MADHYA PRADESH,SATNA,MAJHAGAWAN,4,0,268,0,0,268,0,212,0,0,212,
MADHYA PRADESH,SATNA,NAGOD,7,0,62,0,0,62,0,62,0,0,62,
MADHYA PRADESH,SATNA,RAMNAGER,3,0,73,0,0,73,0,33,0,0,33,
MADHYA PRADESH,SATNA,RAMPUR BAGHELAN,0,0,0,0,0,0,0,0,0,0,0,
MADHYA PRADESH,SATNA,UCHEHARA,0,0,0,0,0,0,0,0,0,0,0,
MADHYA PRADESH,SEHORE,ASHTA,215,0,648,4,0,652,0,87,15,0,102,
MADHYA PRADESH,SEHORE,BUDHNI,16,0,49,0,0,49,0,49,0,0,49,
MADHYA PRADESH,SEHORE,ICHAWAR,25,0,55,0,0,55,0,3,0,0,3,
MADHYA PRADESH,SEHORE,NASRULLAGANJ,39,0,183,0,0,183,0,183,0,0,183,
MADHYA PRADESH,SEHORE,SEHORE,0,0,0,0,0,0,0,0,0,0,0,
MADHYA PRADESH,SEONI,BARGHAT,256,5372,2172,0,0,7544,2746,8,0,0,2755,
MADHYA PRADESH,SEONI,CHHAPARA,10,50,462,0,0,512,0,425,0,0,425,
MADHYA PRADESH,SEONI,DHANORA,14,0,24,0,0,24,0,17,0,0,17,
MADHYA PRADESH,SEONI,GHANSOR,11,0,454,0,0,454,0,416,0,0,416,
MADHYA PRADESH,SEONI,KURAI,159,3696,328,0,5,4029,1724,102,0,0,1826,
MADHYA PRADESH,SEONI,LAKHNADON,50,0,138,0,0,138,0,114,0,0,114,
MADHYA PRADESH,SEONI,SEONI,32,171,31,0,0,202,110,14,0,0,124,
MADHYA PRADESH,SHAHDOL,ANUPPUR,13,0,20,0,0,20,0,20,0,0,20,
MADHYA PRADESH,SHAHDOL,BEOHARI,56,0,113,0,0,113,0,113,0,0,113,
MADHYA PRADESH,SHAHDOL,BURHAR,162,5451,7465,0,0,12916,0,193,0,0,193,
MADHYA PRADESH,SHAHDOL,GOHPARU,0,0,0,0,0,0,0,0,0,0,0,
MADHYA PRADESH,SHAHDOL,JAISINGHNAGAR,41,0,1284,0,0,1284,0,97,0,0,97,
MADHYA PRADESH,SHAHDOL,JAITHARI,62,0,2637,0,0,2637,0,55,0,0,55,
MADHYA PRADESH,SHAHDOL,KOTMA,7,0,7,0,0,7,0,7,0,0,7,
MADHYA PRADESH,SHAHDOL,PUSHPARAJGARH,275,217,182,0,0,399,0,183,0,0,183,
MADHYA PRADESH,SHAHDOL,SOHAGPUR,11,0,10,0,0,10,0,10,0,0,10,
MADHYA PRADESH,SHAJAPUR,AGAR,0,0,0,0,0,0,0,0,0,0,0,
MADHYA PRADESH,SHAJAPUR,BAROD,4,0,8,0,0,8,0,2,0,0,2,
MADHYA PRADESH,SHAJAPUR,KALAPIPAL,65,0,164,0,0,164,0,21,0,0,21,
MADHYA PRADESH,SHAJAPUR,M.BARODIYA,181,153,166,0,0,319,40,130,0,0,170,
MADHYA PRADESH,SHAJAPUR,SHAJAPUR,12,0,30,0,0,30,0,0,0,0,0,
MADHYA PRADESH,SHAJAPUR,SHUJALPUR,18,0,72,0,0,72,0,0,0,0,0,
MADHYA PRADESH,SHAJAPUR,SUSNER,0,0,0,0,0,0,0,0,0,0,0,
MADHYA PRADESH,SHEOPUR,KARHAL,0,0,0,0,0,0,0,0,0,0,0,
MADHYA PRADESH,SHEOPUR,SHEOPUR,37,0,80,0,0,80,0,77,0,0,77,
MADHYA PRADESH,SHEOPUR,VIJAYPUR,367,0,448,0,0,448,0,445,0,0,445,
MADHYA PRADESH,SHIVPURI,BADARWAS,102,0,375,0,0,375,0,368,0,0,368,
MADHYA PRADESH,SHIVPURI,KARERA,30,0,788,0,0,788,0,780,0,0,780,
MADHYA PRADESH,SHIVPURI,KHANIYADHANA,84,0,311,0,0,311,0,136,0,0,136,
MADHYA PRADESH,SHIVPURI,KOLARAS,41,0,95,0,0,95,0,60,0,0,60,
MADHYA PRADESH,SHIVPURI,NARWAR,11,0,229,0,0,229,0,229,0,0,229,
MADHYA PRADESH,SHIVPURI,PICHHORE,434,0,1081,0,0,1081,0,1081,0,0,1081,
MADHYA PRADESH,SHIVPURI,POHARI,499,91,1558,0,0,1649,0,1259,0,0,1259,
MADHYA PRADESH,SHIVPURI,SHIVPURI,21,0,908,0,0,908,0,809,0,0,809,
MADHYA PRADESH,SIDHI,CHITRANGI,5,0,209,0,209,418,0,206,0,206,412,
MADHYA PRADESH,SIDHI,DEOSAR,6,0,282,0,282,564,0,269,0,269,537,
MADHYA PRADESH,SIDHI,KUSMI,3,0,113,0,113,226,0,113,0,113,226,
MADHYA PRADESH,SIDHI,MAJHOULI,2,0,315,0,315,630,0,284,0,284,568,
MADHYA PRADESH,SIDHI,RAMPUR NAKIN,0,0,0,0,0,0,0,0,0,0,0,
MADHYA PRADESH,SIDHI,SIDHI,5,0,1373,0,1373,2745,0,1302,0,1302,2603,
MADHYA PRADESH,SIDHI,SIHAWAL,4,0,122,0,122,243,0,95,0,95,190,
MADHYA PRADESH,SIDHI,WAIDHAN,2,0,536,0,536,1071,0,190,0,328,517,
MADHYA PRADESH,TIKAMGARH,BALDEOGARH,157,74,981,0,0,1055,11,920,0,0,931,
MADHYA PRADESH,TIKAMGARH,JATARA,609,94,1238,0,0,1332,26,1144,0,0,1170,
MADHYA PRADESH,TIKAMGARH,NIWARI,1,950,950,0,0,1900,950,950,0,0,1900,
MADHYA PRADESH,TIKAMGARH,PALERA,52,0,1011,0,0,1011,0,1011,0,0,1011,
MADHYA PRADESH,TIKAMGARH,PRITHVIPUR,123,24,111,0,0,135,23,108,0,0,130,
MADHYA PRADESH,TIKAMGARH,TIKAMGARH,65,0,1958,20,0,1978,1,1515,0,0,1516,
MADHYA PRADESH,UJJAIN,BARNAGAR,0,0,0,0,0,0,0,0,0,0,0,
MADHYA PRADESH,UJJAIN,GHATTIA,12,0,31,0,0,31,0,0,0,0,0,
MADHYA PRADESH,UJJAIN,KHACHROD,6,0,14,0,0,14,0,13,0,0,13,
MADHYA PRADESH,UJJAIN,MEHIDPUR,0,0,0,0,0,0,0,0,0,0,0,
MADHYA PRADESH,UJJAIN,TARANA,0,0,0,0,0,0,0,0,0,0,0,
MADHYA PRADESH,UJJAIN,UJJAIN,16,0,110,0,0,110,0,12,0,0,12,
MADHYA PRADESH,UMARIA,KARKELI,0,0,0,0,0,0,0,0,0,0,0,
MADHYA PRADESH,UMARIA,MANPUR,154,0,143,0,0,143,0,143,0,0,143,
MADHYA PRADESH,UMARIA,PALI,0,0,0,0,0,0,0,0,0,0,0,
MADHYA PRADESH,VIDISHA,BASODA,533,0,1490,0,0,1490,0,1364,0,0,1364,
MADHYA PRADESH,VIDISHA,GYARASPUR,99,0,341,0,0,341,0,301,0,0,301,
MADHYA PRADESH,VIDISHA,KURWAI,18,0,77,0,0,77,0,61,0,0,61,
MADHYA PRADESH,VIDISHA,LATERI,22,0,63,0,0,63,0,47,0,0,47,
MADHYA PRADESH,VIDISHA,NATERAN,156,0,26572,0,0,26572,0,264,0,0,264,
MADHYA PRADESH,VIDISHA,SIRONJ,0,0,0,0,0,0,0,0,0,0,0,
MADHYA PRADESH,VIDISHA,VIDISHA,66,0,145,0,0,145,0,140,0,0,140,
MAHARASHTRA,AHMEDNAGAR,KARJAT,260,217,211,0,0,428,216,210,0,0,427,
MAHARASHTRA,AHMEDNAGAR,NAGAR,9,221,172,0,0,393,0,39,0,0,39,
MAHARASHTRA,AHMEDNAGAR,NEVASA,1709,1055,946,928,79,3008,952,919,919,79,2870,
MAHARASHTRA,AHMEDNAGAR,PARNER,1722,1037,1248,2,146,2433,891,1182,1,112,2185,
MAHARASHTRA,AHMEDNAGAR,PATHARDI,61,266,24,235,0,525,0,0,0,0,0,
MAHARASHTRA,AHMEDNAGAR,SANGAMNER,2,6,0,0,0,6,6,0,0,0,6,
MAHARASHTRA,AHMEDNAGAR,SHRIRAMPUR,169,80,53,120,11,265,80,53,116,0,250,
MAHARASHTRA,AKOLA,AKOLA,3144,1378,1543,4,2,2927,0,1456,0,0,1456,
MAHARASHTRA,AKOLA,AKOT,17,29,3,0,0,32,0,0,0,0,0,
MAHARASHTRA,AKOLA,BALAPUR,0,0,0,0,0,0,0,0,0,0,0,
MAHARASHTRA,AKOLA,MURTIJAPUR,2801,2984,1905,5,2,4895,17,922,2,0,941,
MAHARASHTRA,AKOLA,PATUR,5946,323,6709,8,54,7094,285,6711,2,54,7051,
MAHARASHTRA,AMRAVATI,ANJANGAON SURJI,24,130,147,0,0,277,44,51,0,0,95,
MAHARASHTRA,AMRAVATI,CHIKHALDARA,1,0,88,0,0,88,0,0,0,0,0,
MAHARASHTRA,AMRAVATI,DHAMANGAON RAILWAY,1,1,0,0,0,1,1,0,0,0,1,
MAHARASHTRA,AMRAVATI,DHARNI,277,993,2291,4,0,3288,168,932,2,0,1102,
MAHARASHTRA,AMRAVATI,MORSHI,3,106,88,3,11,208,11,12,3,0,26,
MAHARASHTRA,AMRAVATI,NANDGAON KHANDESHWAR,31,371,489,1,27,888,25,188,1,5,219,
MAHARASHTRA,AMRAVATI,WARUD,1,0,0,1,0,1,0,0,1,0,1,
MAHARASHTRA,AURANGABAD,AURANGABAD,31,0,4903,0,0,4903,0,4522,0,0,4522,
MAHARASHTRA,AURANGABAD,FULAMBRI,20,0,3593,0,0,3593,0,3465,0,0,3465,
MAHARASHTRA,AURANGABAD,GANAGAPUR,23,0,1969,0,0,1969,0,1969,0,0,1969,
MAHARASHTRA,AURANGABAD,KANNAD,57,0,7462,0,0,7462,0,2779,0,0,2779,
MAHARASHTRA,AURANGABAD,KHULDABAD,17,0,1716,0,0,1716,0,65,0,0,65,
MAHARASHTRA,AURANGABAD,PAITHAN,44,2205,5289,753,13,8260,2125,4822,753,13,7712,
MAHARASHTRA,AURANGABAD,SILLOD,17,0,3199,0,0,3199,0,2278,0,0,2278,
MAHARASHTRA,AURANGABAD,SOEGAON,25,0,3679,0,0,3679,0,431,0,0,431,
MAHARASHTRA,AURANGABAD,VAIJAPUR,32,0,5010,0,0,5010,0,0,0,0,0,
MAHARASHTRA,BEED,AMBEJOGAI,0,0,0,0,0,0,0,0,0,0,0,
MAHARASHTRA,BEED,PARLI,725,179,625,273,1066,2143,0,610,251,873,1734,
MAHARASHTRA,BEED,PATODA,10,71,26,15,115,228,17,9,3,33,63,
MAHARASHTRA,BEED,WADWANI,384,268,59,0,327,653,245,48,0,293,587,
MAHARASHTRA,BHANDARA,BHANDARA,74,5338,345,0,462,6145,4400,297,0,0,4697,
MAHARASHTRA,BHANDARA,LAKHANDUR,27,3830,177,0,343,4351,1193,115,0,0,1308,
MAHARASHTRA,BHANDARA,LAKHANI,69,7034,313,0,931,8277,5288,140,0,10,5438,
MAHARASHTRA,BHANDARA,MOHADI,26,1834,57,5,3,1899,586,17,0,0,603,
MAHARASHTRA,BHANDARA,PAVANI,81,3889,89,0,443,4420,3109,51,0,0,3160,
MAHARASHTRA,BHANDARA,SAKOLI,77,8933,1799,20,2170,12922,5525,674,0,20,6219,
MAHARASHTRA,BHANDARA,TUMSAR,90,5158,77,3,703,5942,4662,67,3,0,4732,
MAHARASHTRA,BULDANA,BULDANA,0,0,0,0,0,0,0,0,0,0,0,
MAHARASHTRA,BULDANA,CHIKHLI,9,397,385,17,16,815,312,361,17,16,706,
MAHARASHTRA,BULDANA,DEULGAON RAJA,185,131,71,41,3,246,91,97,37,3,228,
MAHARASHTRA,BULDANA,JALGAON JAMOD,149,131,260,0,6,397,131,260,0,6,397,
MAHARASHTRA,BULDANA,LONAR,175,4,248,3,0,255,4,247,3,0,254,
MAHARASHTRA,BULDANA,MEHKAR,38,30,31,0,0,61,30,31,0,0,61,
MAHARASHTRA,BULDANA,MOTALA,35,49,30,0,0,79,49,28,0,0,77,
MAHARASHTRA,CHANDRAPUR,BALLARPUR,9,520,2,15,0,536,376,1,13,0,390,
MAHARASHTRA,CHANDRAPUR,BHADRAVATI,37,1375,302,249,0,1925,1375,302,249,0,1925,
MAHARASHTRA,CHANDRAPUR,BRAMHAPURI,40,2242,0,0,0,2242,1176,0,0,0,1176,
MAHARASHTRA,CHANDRAPUR,CHANDRAPUR,29,1280,92,1,68,1441,1240,83,1,58,1382,
MAHARASHTRA,CHANDRAPUR,CHIMUR,118,6338,301,16,0,6655,6300,294,15,0,6609,
MAHARASHTRA,CHANDRAPUR,GONDPIPRI,46,2145,38,0,0,2183,2145,38,0,0,2183,
MAHARASHTRA,CHANDRAPUR,KORPANA,155,1153,32,7,0,1191,1149,32,7,0,1188,
MAHARASHTRA,CHANDRAPUR,MUL,32,2226,0,0,0,2226,2226,0,0,0,2226,
MAHARASHTRA,CHANDRAPUR,NAGBHIR,120,12400,467,0,0,12867,12094,467,0,0,12561,
MAHARASHTRA,CHANDRAPUR,POMBHURNA,48,2304,17,558,0,2878,2304,17,558,0,2878,
MAHARASHTRA,CHANDRAPUR,RAJURA,51,1991,1407,506,0,3904,1991,1407,506,0,3904,
MAHARASHTRA,CHANDRAPUR,SAWALI,75,10736,1,0,0,10737,10092,0,0,0,10092,
MAHARASHTRA,CHANDRAPUR,SINDEWAHI,90,9560,158,0,0,9717,7266,160,0,0,7426,
MAHARASHTRA,CHANDRAPUR,WARORA,60,2173,1398,2,0,3572,2074,1332,0,0,3406,
MAHARASHTRA,DHULE,DHULE,440,258,363,0,0,621,97,87,0,0,184,
MAHARASHTRA,DHULE,SAKRI,78,154,33,1,0,188,149,33,1,0,183,
MAHARASHTRA,DHULE,SHIRPUR,55,100,48,0,0,148,4,3,0,0,7,
MAHARASHTRA,DHULE,SINDKHEDA,0,0,0,0,0,0,0,0,0,0,0,
MAHARASHTRA,GADCHIROLI,AHERI,1506,1324,2,0,0,1326,1261,0,0,0,1261,
MAHARASHTRA,GADCHIROLI,ARMORI,178,6543,0,0,0,6543,4175,0,0,0,4175,
MAHARASHTRA,GADCHIROLI,CHAMORSHI,100,3458,0,0,0,3458,2296,0,0,0,2296,
MAHARASHTRA,GADCHIROLI,DHANORA,441,3329,0,0,0,3329,3308,0,0,0,3308,
MAHARASHTRA,GADCHIROLI,ETTAPALLI,543,734,0,0,0,734,513,0,0,0,513,
MAHARASHTRA,GADCHIROLI,GADCHIROLI,399,6302,0,0,0,6302,6299,0,0,0,6299,
MAHARASHTRA,GADCHIROLI,KORCHI,13,60,0,0,0,60,42,0,0,0,42,
MAHARASHTRA,GADCHIROLI,KURKHEDA,294,4833,0,0,0,4833,4814,0,0,0,4814,
MAHARASHTRA,GADCHIROLI,MULCHERA,26,1335,0,0,0,1335,786,50,0,0,836,
MAHARASHTRA,GADCHIROLI,SIRONCHA,676,831,0,0,0,831,799,0,0,0,799,
MAHARASHTRA,GONDIYA,A / MORGAON,104,10139,350,0,112,10601,9166,340,0,0,9506,
MAHARASHTRA,GONDIYA,AMGAON,58,4473,120,3,3,4598,3937,94,0,0,4031,
MAHARASHTRA,GONDIYA,DEVRI,74,5101,49,2,61,5213,3176,6,0,0,3182,
MAHARASHTRA,GONDIYA,GONDIYA,91,8181,69,0,579,8829,6515,54,0,0,6569,
MAHARASHTRA,GONDIYA,GOREGAON,73,3874,0,0,859,4733,1779,0,0,0,1779,
MAHARASHTRA,GONDIYA,SADAK ARJUNI,75,8575,10,0,1295,9880,9131,10,0,0,9141,
MAHARASHTRA,GONDIYA,SALEKASA,59,4083,153,0,76,4313,3247,113,0,0,3359,
MAHARASHTRA,GONDIYA,TIRODA,71,4202,0,0,6,4207,3483,0,0,0,3483,
MAHARASHTRA,HINGOLI,AUNDHA (NAGNATH),2,55,55,0,55,165,0,55,0,0,55,
MAHARASHTRA,HINGOLI,BASMATH,11,895,1264,485,285,2929,235,1064,355,211,1865,
MAHARASHTRA,HINGOLI,HINGOLI,5,170,170,0,41,381,61,109,0,0,170,
MAHARASHTRA,HINGOLI,KALAMNURI,1,0,299,0,0,299,0,80,0,0,80,
MAHARASHTRA,HINGOLI,SENGAON,9,40,2072,40,244,2396,0,289,0,23,312,
MAHARASHTRA,JALGAON,PAROLA,31,89,98,0,0,187,87,98,0,0,186,
MAHARASHTRA,JALGAON,RAVER,146,297,32,5,0,335,297,32,5,0,335,
MAHARASHTRA,JALGAON,YAWAL,9,6,3,3,0,11,6,3,3,0,11,
MAHARASHTRA,JALNA,AMBAD,20,0,3923,0,0,3923,0,0,0,0,0,
MAHARASHTRA,JALNA,GHANSAWANGI,10,0,5904,0,0,5904,0,0,0,0,0,
MAHARASHTRA,KOLHAPUR,AJRA,0,0,0,0,0,0,0,0,0,0,0,
MAHARASHTRA,KOLHAPUR,BHUDARGAD,0,0,0,0,0,0,0,0,0,0,0,
MAHARASHTRA,KOLHAPUR,GADHINGLAJ,30,1,15,4,67,87,1,4,3,0,9,
MAHARASHTRA,KOLHAPUR,KARVIR,11,4,4,5,0,13,1,2,3,0,6,
MAHARASHTRA,KOLHAPUR,RADHANAGARI,81,17,1,10,7,34,16,1,9,7,34,
MAHARASHTRA,KOLHAPUR,SHAHUWADI,0,0,0,0,0,0,0,0,0,0,0,
MAHARASHTRA,LATUR,AHMADPUR,203,316,177,219,0,713,315,175,218,0,709,
MAHARASHTRA,LATUR,AUSA,291,216,335,93,8,652,114,157,8,10,288,
MAHARASHTRA,LATUR,DEONI,7,7,5,5,0,17,7,5,5,0,17,
MAHARASHTRA,LATUR,JALKOT,31,0,0,14,0,14,0,0,14,0,14,
MAHARASHTRA,LATUR,LATUR,84,24,99,3,0,126,6,52,3,0,61,
MAHARASHTRA,LATUR,NILANGA,27,14,16,1,0,31,14,16,1,0,31,
MAHARASHTRA,LATUR,SHIRUR ANANTPAL,346,67,269,123,0,459,59,228,98,0,384,
MAHARASHTRA,LATUR,UDGIR,46,78,50,10,0,137,77,50,10,0,136,
MAHARASHTRA,NAGPUR,BHIWAPUR,35,2369,2463,165,0,4997,1609,1569,0,0,3178,
MAHARASHTRA,NAGPUR,HINGNA,107,994,648,20,4,1666,358,182,7,6,553,
MAHARASHTRA,NAGPUR,KALAMESHWAR,3,256,275,0,0,531,230,180,0,0,410,
MAHARASHTRA,NAGPUR,KUHI,5,276,434,16,0,726,260,405,16,0,680,
MAHARASHTRA,NAGPUR,MOUDA,3,13,5,0,0,18,13,5,0,0,18,
MAHARASHTRA,NAGPUR,NAGPUR RURAL,33,140,83,7,0,230,138,81,7,0,226,
MAHARASHTRA,NAGPUR,NAGPUR(URBAN)1&2,25,91,46,0,0,138,84,45,0,0,129,
MAHARASHTRA,NAGPUR,PARSEONI,7,1731,1094,973,850,4648,1322,567,32,0,1921,
MAHARASHTRA,NAGPUR,RAMTEK,9,115,15,0,0,131,115,15,0,0,131,
MAHARASHTRA,NAGPUR,SAVNER,16,276,237,140,56,709,148,164,8,0,321,
MAHARASHTRA,NAGPUR,UMRED,44,2044,2704,53,0,4801,1596,2567,53,1,4217,
MAHARASHTRA,NANDED,ARDHAPUR,0,0,0,0,0,0,0,0,0,0,0,
MAHARASHTRA,NANDED,BHOKAR,5,54,33,25,14,126,2,33,25,0,60,
MAHARASHTRA,NANDED,BILOLI,8,29,29,0,1,60,28,29,0,1,59,
MAHARASHTRA,NANDED,DEGLUR,0,0,0,0,0,0,0,0,0,0,0,
MAHARASHTRA,NANDED,DHARMABAD,8,35,22,12,0,69,35,22,12,0,69,
MAHARASHTRA,NANDED,HADGAON,21,793,1951,2078,905,5727,486,1177,840,0,2503,
MAHARASHTRA,NANDED,HIMAYATNAGAR,5,284,560,419,0,1263,264,348,161,0,773,
MAHARASHTRA,NANDED,KANDHAR,35,1061,1379,480,11,2931,778,929,57,0,1764,
MAHARASHTRA,NANDED,KINWAT,31,1052,859,60,165,2136,802,228,3,43,1077,
MAHARASHTRA,NANDED,LOHA,56,2919,1559,1155,0,5633,330,1024,817,0,2171,
MAHARASHTRA,NANDED,MAHOOR,15,231,220,0,0,451,0,116,0,0,116,
MAHARASHTRA,NANDED,MUDKHED,12,0,73,289,0,363,0,73,289,0,363,
MAHARASHTRA,NANDED,MUKHED,19,71,3206,0,2,3279,71,1920,0,1,1992,
MAHARASHTRA,NANDED,NANDED,2,6,11,2,0,19,6,9,0,0,16,
MAHARASHTRA,NANDED,UMRI,14,192,330,101,38,661,124,223,93,4,444,
MAHARASHTRA,NANDURBAR,AKKALKUWA,0,0,0,0,0,0,0,0,0,0,0,
MAHARASHTRA,NANDURBAR,AKRANI,1,26,105,0,0,131,26,105,0,0,131,
MAHARASHTRA,NANDURBAR,NANDURBAR,459,4,642,0,0,646,3,261,0,0,265,
MAHARASHTRA,NANDURBAR,NAWAPUR,473,124,505,0,1117,1746,121,503,0,1110,1734,
MAHARASHTRA,NANDURBAR,SHAHADE,0,0,0,0,0,0,0,0,0,0,0,
MAHARASHTRA,NANDURBAR,TALODA,0,0,0,0,0,0,0,0,0,0,0,
MAHARASHTRA,NASHIK,BAGLAN,28,9,1,0,0,10,9,1,0,0,9,
MAHARASHTRA,NASHIK,CHANDWAD,0,0,0,0,0,0,0,0,0,0,0,
MAHARASHTRA,NASHIK,DINDORI,73,56,46,19,69,191,56,46,19,69,191,
MAHARASHTRA,NASHIK,IGATPURI,0,0,0,0,0,0,0,0,0,0,0,
MAHARASHTRA,NASHIK,KALWAN,1,0,0,0,0,0,0,0,0,0,0,
