-----
{
 "description": "The table refers to Block wise Distribution of Surface Lift Schemes by type. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftdistr5.5.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Lift Schemes by Type", 
 "url": "http://data.gov.in/sites/default/files/srfcliftdistr5.5.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,On river,On stream,On drain/canal,On tank/pond,Total
MAHARASHTRA,SATARA,SATARA,1866,17,0,0,1883
MAHARASHTRA,SATARA,WAI,19,3,39,2,63
MAHARASHTRA,SINDHUDURGA,DEVGAD,83,0,0,3,86
MAHARASHTRA,SINDHUDURGA,KANKAVLI,231,19,0,1,251
MAHARASHTRA,SINDHUDURGA,KUDAL,1336,309,12,68,1725
MAHARASHTRA,SINDHUDURGA,MALWAN,72,48,0,26,146
MAHARASHTRA,SINDHUDURGA,SAWANTWADI,126,40,101,38,305
MAHARASHTRA,SINDHUDURGA,VAIBHAVWADI,3,3,5,0,11
MAHARASHTRA,SINDHUDURGA,VENGURLA,184,0,1,1,186
MAHARASHTRA,SOLAPUR,AKKALKOT,263,3,335,155,756
MAHARASHTRA,SOLAPUR,BARSHI,365,6,64,682,1117
MAHARASHTRA,SOLAPUR,KARMALA,178,282,20,72,552
MAHARASHTRA,SOLAPUR,MADHA,1336,3,25,83,1447
MAHARASHTRA,SOLAPUR,MALSHIRAS,811,5,622,7,1445
MAHARASHTRA,SOLAPUR,MANGALVEDHA,1167,229,793,267,2456
MAHARASHTRA,SOLAPUR,MOHOL,1388,58,225,78,1749
MAHARASHTRA,SOLAPUR,NORTH  SOLAPUR,346,150,82,0,578
MAHARASHTRA,SOLAPUR,PANDHARPUR,4941,269,2515,97,7822
MAHARASHTRA,SOLAPUR,SANGOLA,74,0,0,0,74
MAHARASHTRA,SOLAPUR,SOUTH  SOLAPUR,2508,99,1,526,3134
MAHARASHTRA,THANE,DHANU,7,1,0,11,19
MAHARASHTRA,THANE,JAWHAR,42,5,14,98,159
MAHARASHTRA,THANE,KALYAN,8,0,0,5,13
MAHARASHTRA,THANE,MURBAD,69,16,435,56,576
MAHARASHTRA,THANE,PALGHAR,92,0,0,0,92
MAHARASHTRA,THANE,SHAHAPUR,3,100,90,31,224
MAHARASHTRA,THANE,VIKRAMGAD,9,0,0,35,44
MAHARASHTRA,THANE,WADA,20,14,0,10,44
MAHARASHTRA,WARDHA,ARVI,5,4,0,13,22
MAHARASHTRA,WARDHA,ASHTI,2,6,2,2,12
MAHARASHTRA,WARDHA,DEOLI,5,2,1,9,17
MAHARASHTRA,WARDHA,HINGANGHAT,2,5,1,14,22
MAHARASHTRA,WARDHA,KARANJA,0,1,2,3,6
MAHARASHTRA,WARDHA,SAMUDRAPUR,83,27,37,4,151
MAHARASHTRA,WARDHA,SELOO,20,4,0,20,44
MAHARASHTRA,WARDHA,WARDHA,5,1,1,7,14
MAHARASHTRA,WASHIM,KARANJA,36,0,37,47,120
MAHARASHTRA,WASHIM,MALEGAON,225,44,1,5,275
MAHARASHTRA,WASHIM,MANGRULPIR,92,24,12,69,197
MAHARASHTRA,WASHIM,MANORA,212,118,33,59,422
MAHARASHTRA,WASHIM,RISOD,61,135,0,41,237
MAHARASHTRA,WASHIM,WASHIM,77,115,0,84,276
MAHARASHTRA,YAVATMAL,ARNI,514,20,19,1,554
MAHARASHTRA,YAVATMAL,BABULGAON,108,15,0,3,126
MAHARASHTRA,YAVATMAL,DARWHA,291,27,34,137,489
MAHARASHTRA,YAVATMAL,DIGRAS,183,42,180,43,448
MAHARASHTRA,YAVATMAL,GHATANJI,452,199,7,3,661
MAHARASHTRA,YAVATMAL,KALAMB,21,40,0,55,116
MAHARASHTRA,YAVATMAL,KELAPUR,175,229,6,3,413
MAHARASHTRA,YAVATMAL,MAHAGAON,77,18,8,85,188
MAHARASHTRA,YAVATMAL,MAREGAON,40,135,3,15,193
MAHARASHTRA,YAVATMAL,NER,49,19,1,1,70
MAHARASHTRA,YAVATMAL,PUSAD,365,185,60,127,737
MAHARASHTRA,YAVATMAL,RALEGAON,181,132,3,12,328
MAHARASHTRA,YAVATMAL,WANI,397,161,1,183,742
MAHARASHTRA,YAVATMAL,YAVATMAL,164,69,2,53,288
MAHARASHTRA,YAVATMAL,ZARI JAMANI,137,111,75,44,367
MANIPUR,IMPHAL EAST,IRILBUNG,2,0,0,0,2
MANIPUR,IMPHAL EAST,SAWOMBUNG,4,1,0,0,5
MANIPUR,IMPHAL WEST,HAORANG SABAL,2,0,0,0,2
MANIPUR,IMPHAL WEST,WANGOI,16,0,0,0,16
MANIPUR,THOUBAL,KAKCHING,5,0,0,0,5
MANIPUR,THOUBAL,THOUBAL,13,1,0,0,14
MEGHALAYA,EAST GARO HILLS,SAMANDA,2,0,0,0,2
MEGHALAYA,JAINTIA HILLS,KHLIEHRIAT,0,2,0,0,2
MEGHALAYA,JAINTIA HILLS,LASKEIN,1,0,0,0,1
MEGHALAYA,JAINTIA HILLS,THADLASKEIN,1,0,0,0,1
MEGHALAYA,WEST GARO HILLS,BETASING,0,0,0,4,4
MEGHALAYA,WEST GARO HILLS,DALU,1,0,0,0,1
MIZORAM,CHAMPHAI,KHAWZAWL,0,17,0,0,17
MIZORAM,KOLASIB,THINGDAWL,4,0,23,0,27
MIZORAM,MAMIT,REIEK,2,0,0,0,2
MIZORAM,SERCHHIP,EAST LUNGDAR,0,170,0,0,170
NAGALAND,DIMAPUR,DHANSIRI,1,2,1,3,7
NAGALAND,DIMAPUR,KUHUBOTO,0,0,4,10,14
NAGALAND,DIMAPUR,MEDZIPHEMA,3,3,1,8,15
NAGALAND,DIMAPUR,NIULAND,0,0,1,1,2
ORISSA,ANGUL,ANUGUL,35,1,150,2,188
ORISSA,ANGUL,ATHAMALLIK,27,3,18,3,51
ORISSA,ANGUL,BANRAPALA,36,0,6,0,42
ORISSA,ANGUL,CHHENDIPADA,16,12,5,0,33
ORISSA,ANGUL,KANIHA,66,5,2,1,74
ORISSA,ANGUL,KISHOR NAGAR,7,1,14,1,23
ORISSA,ANGUL,PALALAHADA,47,7,17,71,142
ORISSA,ANGUL,TALACHERA,29,1,0,0,30
ORISSA,BALASORE,BAHANAGA,6,1,1,0,8
ORISSA,BALASORE,BALASORE,18,0,0,0,18
ORISSA,BALASORE,BALIAPAL,7,1,0,24,32
ORISSA,BALASORE,BASTA,36,0,13,2,51
ORISSA,BALASORE,BHOGRAI,38,3,43,0,84
ORISSA,BALASORE,JALESWAR,39,13,0,0,52
ORISSA,BALASORE,KHAIRA,2,0,0,3,5
ORISSA,BALASORE,NILAGIRI,22,1,0,0,23
ORISSA,BALASORE,OUPADA,0,4,0,2,6
ORISSA,BALASORE,REMUNA,53,2,9,0,64
ORISSA,BALASORE,SIMULIA,13,0,0,0,13
ORISSA,BALASORE,SORO,37,3,3,0,43
ORISSA,BARGARH,AMBABHANA,18,4,2,11,35
ORISSA,BARGARH,ATABIRA,28,0,28,4,60
ORISSA,BARGARH,BARAPALI,25,0,10,0,35
ORISSA,BARGARH,BARGARH,93,0,45,19,157
ORISSA,BARGARH,BHATALI,114,1,35,60,210
ORISSA,BARGARH,BHEDEN,128,1,62,4,195
ORISSA,BARGARH,BIJEPUR,69,1,1,11,82
ORISSA,BARGARH,GAISILAT,44,2,2,0,48
ORISSA,BARGARH,JHARABANDH,39,2,1,3,45
ORISSA,BARGARH,PADMAPUR (RAJABUDASA,37,14,17,3,71
ORISSA,BARGARH,PAIKMAL,96,4,51,19,170
ORISSA,BARGARH,SOHELA,12,22,13,31,78
ORISSA,BHADRAK,BANTA,22,1,0,1,24
ORISSA,BHADRAK,BASUDEBPUR,2,0,79,0,81
ORISSA,BHADRAK,BHADRAK,39,0,6,3,48
ORISSA,BHADRAK,BHANDARI POKHARI,9,0,1,0,10
ORISSA,BHADRAK,CHANDABALI,8,16,55,229,308
ORISSA,BHADRAK,DHAMNAGAR,219,0,7,14,240
ORISSA,BHADRAK,TIHIDI,67,0,39,5,111
ORISSA,BOLANGIR,AGALPUR,36,0,1,0,37
ORISSA,BOLANGIR,BALANGIR,85,30,25,25,165
ORISSA,BOLANGIR,BANGOMUNDA,14,0,0,0,14
ORISSA,BOLANGIR,BELAPARA,76,1,10,0,87
ORISSA,BOLANGIR,DEOGAON,120,15,30,84,249
ORISSA,BOLANGIR,GUDVELA,60,1,31,4,96
ORISSA,BOLANGIR,KHAPRAKHOL,87,33,26,33,179
ORISSA,BOLANGIR,LOISINGHA,44,19,36,7,106
ORISSA,BOLANGIR,MURIBAHAL,5,0,0,18,23
ORISSA,BOLANGIR,PATNAGARH,111,13,82,85,291
ORISSA,BOLANGIR,PUINTALA,93,4,76,3,176
ORISSA,BOLANGIR,SAINTALA,110,0,30,6,146
ORISSA,BOLANGIR,TITILAGARH,33,9,2,0,44
ORISSA,BOLANGIR,TUREIKELA,2,4,1,1,8
ORISSA,BOUDH,BOUDH,44,3,5,1,53
ORISSA,BOUDH,HARABHANGA,17,6,1,0,24
ORISSA,BOUDH,KANTAMAL,59,3,11,8,81
ORISSA,CUTTACK,ATHAGARH,56,3,26,1,86
ORISSA,CUTTACK,BADAMBA,37,0,11,3,51
ORISSA,CUTTACK,BANKI,23,0,27,1,51
ORISSA,CUTTACK,BARANGA,0,1,29,34,64
ORISSA,CUTTACK,CUTTACKSADAR,33,24,19,130,206
ORISSA,CUTTACK,DAMPADA,58,17,0,9,84
ORISSA,CUTTACK,KANTAPADA,155,19,59,79,312
ORISSA,CUTTACK,MAHANGA,146,2,10,92,250
ORISSA,CUTTACK,NARASINGHPUR,34,0,5,1,40
ORISSA,CUTTACK,NIALI,296,12,67,538,913
ORISSA,CUTTACK,NISCHINTAKOILI,55,4,25,163,247
ORISSA,CUTTACK,SALIPUR,53,0,47,237,337
ORISSA,CUTTACK,TANGI CHOUDWAR,51,1,5,46,103
ORISSA,CUTTACK,TIGIRIA,10,11,2,0,23
ORISSA,DEOGARH,BARAKOTE,19,1,16,108,144
ORISSA,DEOGARH,RIAMAL,30,115,58,299,502
ORISSA,DEOGARH,TILEIBANI,60,3,0,10,73
ORISSA,DHENKANAL,BHUBAN,22,4,25,1,52
ORISSA,DHENKANAL,GANDIA,24,2,41,15,82
ORISSA,DHENKANAL,HINDOL,39,12,13,2,66
ORISSA,DHENKANAL,KAMAKHYANAGAR,32,3,4,0,39
ORISSA,DHENKANAL,KANKADAHAD,1,0,41,18,60
ORISSA,DHENKANAL,ODAPADA,54,2,24,3,83
ORISSA,DHENKANAL,PARJANG,30,1,1,0,32
ORISSA,DHENKANAL,SADAR,12,19,20,7,58
ORISSA,GAJAPATI,GUMMA,12,4,12,7,35
ORISSA,GAJAPATI,KASINAGAR,27,3,9,0,39
ORISSA,GAJAPATI,MOHANA,8,0,4,12,24
ORISSA,GAJAPATI,NUAGADA,0,0,0,1,1
ORISSA,GAJAPATI,PARALAKHEMUNDI,81,2,0,1,84
ORISSA,GAJAPATI,R.UDAYGIRI,7,0,0,1,8
ORISSA,GAJAPATI,RAYAGADA,25,0,1,0,26
ORISSA,GANJAM,ASKA,99,10,58,23,190
ORISSA,GANJAM,BELLAGUNTHA,21,0,1,1,23
ORISSA,GANJAM,BHANJANAGAR,45,3,0,2,50
ORISSA,GANJAM,BUGUDA,24,7,5,2,38
ORISSA,GANJAM,CHHATRAPUR,29,0,4,1,34
ORISSA,GANJAM,CHIKETI,41,0,2,1,44
ORISSA,GANJAM,DHARAKOTE,73,5,13,20,111
ORISSA,GANJAM,DIGAPAHANDI,301,1,75,5,382
ORISSA,GANJAM,GANJAM,26,7,6,0,39
ORISSA,GANJAM,HINJILICUT,25,1,12,0,38
ORISSA,GANJAM,JAGANNATHPRASAD,72,6,3,0,81
ORISSA,GANJAM,KABISURYANAGAR,38,14,4,3,59
ORISSA,GANJAM,KHALLIKOTE,11,0,1,0,12
ORISSA,GANJAM,KODALA,13,1,5,0,19
ORISSA,GANJAM,KUKUDAHANDI,0,20,1,0,21
ORISSA,GANJAM,PATRAPUR,39,7,1,0,47
ORISSA,GANJAM,POLASARA,34,3,0,7,44
ORISSA,GANJAM,PURUSOTTAMPUR,42,0,20,0,62
ORISSA,GANJAM,RANGEILUNDA,0,0,4,18,22
ORISSA,GANJAM,SANAKHEMUNDI,51,32,6,6,95
ORISSA,GANJAM,SHERAGAD,50,71,32,0,153
ORISSA,GANJAM,SORADA,92,8,9,1,110
ORISSA,JAGATSINGHPUR,BALIKUDA,32,0,0,0,32
ORISSA,JAGATSINGHPUR,BIRIDI,1,0,0,2,3
ORISSA,JAGATSINGHPUR,ERASAMA,17,1,0,0,18
ORISSA,JAGATSINGHPUR,JAGATSINGHPUR,2,0,0,0,2
ORISSA,JAGATSINGHPUR,KUJANG,18,0,0,0,18
ORISSA,JAGATSINGHPUR,NAUGAON,1,0,0,0,1
ORISSA,JAGATSINGHPUR,RAGHUNATHPUR,2,0,0,0,2
ORISSA,JAGATSINGHPUR,TIRTOL,22,0,0,0,22
ORISSA,JAJAPUR,BADACHANA,114,4,4,13,135
ORISSA,JAJAPUR,BARI,80,0,0,1,81
ORISSA,JAJAPUR,BINJHARPUR,44,0,0,1,45
ORISSA,JAJAPUR,DANAGADI,11,0,16,7,34
ORISSA,JAJAPUR,DASARATHPUR,52,1,95,7,155
ORISSA,JAJAPUR,DHARMASALA,112,8,162,60,342
ORISSA,JAJAPUR,JAJPUR,25,0,29,8,62
ORISSA,JAJAPUR,KOREI,1,0,0,0,1
ORISSA,JAJAPUR,RASULPUR,1,0,0,0,1
ORISSA,JAJAPUR,SUKINDA,22,0,7,0,29
ORISSA,JHARSUGUDA,JHARSUGUDA,37,0,5,15,57
ORISSA,JHARSUGUDA,KIRMIRA,4,0,59,69,132
ORISSA,JHARSUGUDA,KOLABIRA,26,27,27,8,88
ORISSA,JHARSUGUDA,LAIKERA,72,5,9,61,147
ORISSA,JHARSUGUDA,LAKHANPUR,72,8,38,33,151
ORISSA,KALAHANDI,BHAWANIPATANA,27,0,10,4,41
ORISSA,KALAHANDI,DHARMGAD,20,0,2,3,25
ORISSA,KALAHANDI,GOLAMUNDA,31,0,0,0,31
ORISSA,KALAHANDI,JAIPATNA,5,0,1,0,6
ORISSA,KALAHANDI,JUNAGAD,53,1,2,1,57
ORISSA,KALAHANDI,KALAMPUR,41,0,0,1,42
ORISSA,KALAHANDI,KARLAMUNDA,3,0,0,0,3
ORISSA,KALAHANDI,KESINGA,85,1,3,3,92
ORISSA,KALAHANDI,KOKASARA,10,0,0,0,10
ORISSA,KALAHANDI,LANJIGARH,23,2,6,3,34
ORISSA,KALAHANDI,MADANPUR RAMAPUR,44,0,2,0,46
ORISSA,KALAHANDI,NARLA,44,9,8,12,73
ORISSA,KANDHAMAL,BALIGUDA,3,2,2,1,8
ORISSA,KANDHAMAL,CHAKAPAD,12,0,0,1,13
ORISSA,KANDHAMAL,DARINGBADI,0,1,0,0,1
ORISSA,KANDHAMAL,FIRINGIA,26,7,0,2,35
ORISSA,KANDHAMAL,G.UDAYAGIRI,1,2,5,3,11
ORISSA,KANDHAMAL,KHAJURIPADA,3,0,9,4,16
ORISSA,KANDHAMAL,KOTAGARH,6,0,0,0,6
ORISSA,KANDHAMAL,NUAGAON,10,1,4,1,16
ORISSA,KANDHAMAL,PHULBANI,20,5,4,1,30
ORISSA,KANDHAMAL,RAIKIA,6,2,0,1,9
ORISSA,KANDHAMAL,TIKABALI,13,0,0,1,14
ORISSA,KANDHAMAL,TUMUDIBANDHA,10,1,0,1,12
ORISSA,KENDRAPARA,AUL,340,0,38,27,405
ORISSA,KENDRAPARA,DERABISHI,46,0,15,20,81
ORISSA,KENDRAPARA,GARADPUR,49,0,23,26,98
ORISSA,KENDRAPARA,KENDRAPADA,54,1,0,12,67
ORISSA,KENDRAPARA,MAHAKALPADA,219,1,12,8,240
ORISSA,KENDRAPARA,MARSHAGHAI,133,0,0,16,149
ORISSA,KENDRAPARA,PATTAMUNDAI,135,1,115,37,288
ORISSA,KENDRAPARA,RAJKANIKA,130,19,310,21,480
ORISSA,KENDRAPARA,RAJNAGAR,60,160,116,1,337
ORISSA,KEONJHAR,ANANDPUR,16,0,17,12,45
ORISSA,KEONJHAR,BANSPAL,28,17,36,14,95
ORISSA,KEONJHAR,CHAMPUA,71,0,56,99,226
ORISSA,KEONJHAR,GHASIPURA,23,0,5,32,60
ORISSA,KEONJHAR,GHATAGAON,7,42,0,10,59
ORISSA,KEONJHAR,HARICHANDANPUR,30,21,3,108,162
ORISSA,KEONJHAR,HATADIHI,20,10,11,68,109
ORISSA,KEONJHAR,JHUMPURA,33,29,24,119,205
ORISSA,KEONJHAR,JODA,41,0,4,2,47
ORISSA,KEONJHAR,KEONJHAR SADAR,57,9,54,97,217
ORISSA,KEONJHAR,PATANA,49,26,10,10,95
ORISSA,KEONJHAR,SAHARPADA,32,7,8,10,57
ORISSA,KEONJHAR,TELKOI,98,16,10,27,151
ORISSA,KHURDA,BALIANTA,5,0,0,12,17
ORISSA,KHURDA,BANAPUR,10,0,0,43,53
ORISSA,KHURDA,BEGUNIA,55,1,20,23,99
ORISSA,KHURDA,BHUBANESWAR,36,0,2,1,39
ORISSA,KHURDA,BOLAGARH,3,9,0,34,46
ORISSA,KHURDA,CHILIKA,12,0,0,0,12
ORISSA,KHURDA,JATANI,25,0,2,0,27
ORISSA,KHURDA,KHURDA,29,12,0,2,43
ORISSA,KHURDA,TANGI,56,0,8,129,193
ORISSA,KORAPUT,BANDHUGAON,46,1,2,0,49
ORISSA,KORAPUT,BOIPARIGUDA,83,22,77,105,287
ORISSA,KORAPUT,BORIGUMMA,309,16,356,143,824
ORISSA,KORAPUT,DASAMANTAPUR,3,1,0,1,5
ORISSA,KORAPUT,JEYPORE,43,0,25,29,97
ORISSA,KORAPUT,KORAPUT,16,12,3,13,44
ORISSA,KORAPUT,KOTPAD,127,11,85,63,286
ORISSA,KORAPUT,KUNDURA,110,193,35,0,338
ORISSA,KORAPUT,LAMTAPUT,8,0,2,0,10
ORISSA,KORAPUT,LAXMIPUR,12,1,6,0,19
ORISSA,KORAPUT,NANDAPUR,3,2,3,4,12
ORISSA,KORAPUT,NARAYANAPATNA,15,0,3,0,18
ORISSA,KORAPUT,POTANGI,0,2,0,0,2
ORISSA,KORAPUT,SEMILIGUDA,13,0,0,0,13
ORISSA,MALKANAGIRI,KALIMELA,16,0,0,2,18
ORISSA,MALKANAGIRI,KHAIRPUT,5,0,0,6,11
ORISSA,MALKANAGIRI,KORKONDA,38,3,18,4,63
ORISSA,MALKANAGIRI,KUDUMULUGUMMA,2,2,1,0,5
ORISSA,MALKANAGIRI,MALKANGIRI,6,5,1,1,13
ORISSA,MALKANAGIRI,MATHILI,32,1,0,7,40
ORISSA,MALKANAGIRI,PODIA,12,0,0,0,12
ORISSA,MAYURBHANJA,BADASAHI,99,7,2,1,109
ORISSA,MAYURBHANJA,BAHALADA,3,0,1,2,6
ORISSA,MAYURBHANJA,BANGIRIPOSI,105,8,72,38,223
ORISSA,MAYURBHANJA,BARIPADA,16,37,53,27,133
ORISSA,MAYURBHANJA,BETANATI,57,5,5,29,96
ORISSA,MAYURBHANJA,BIJATALA,8,3,3,4,18
ORISSA,MAYURBHANJA,BISOI,11,0,4,6,21
ORISSA,MAYURBHANJA,GOPABANDHUNAGAR,158,0,2,26,186
ORISSA,MAYURBHANJA,JAMADA,45,16,19,37,117
ORISSA,MAYURBHANJA,JASIPUR,35,8,2,1,46
ORISSA,MAYURBHANJA,KAPTIPADA,19,0,0,0,19
ORISSA,MAYURBHANJA,KARANJIA,25,3,7,0,35
ORISSA,MAYURBHANJA,KHUNTA,101,0,12,4,117
ORISSA,MAYURBHANJA,KULIANA,63,1,66,9,139
ORISSA,MAYURBHANJA,KUSUMI,38,10,2,16,66
ORISSA,MAYURBHANJA,MURUDA,62,12,19,6,99
ORISSA,MAYURBHANJA,RARUAN,28,0,0,8,36
ORISSA,MAYURBHANJA,RASAGOBINDAPUR,38,7,7,0,52
ORISSA,MAYURBHANJA,RIRANGAPUR,43,1,11,29,84
ORISSA,MAYURBHANJA,SAMAKHUNTA,72,10,41,16,139
ORISSA,MAYURBHANJA,SARASAKANA,42,4,19,31,96
ORISSA,MAYURBHANJA,SUKRULI,23,0,0,2,25
ORISSA,MAYURBHANJA,SULIAPADA,189,19,18,54,280
ORISSA,MAYURBHANJA,THAKURMUNDA,3,1,2,0,6
ORISSA,MAYURBHANJA,TIRING,4,1,4,1,10
ORISSA,MAYURBHANJA,UDALA,68,3,1,0,72
ORISSA,NAWARANGAPUR,CHANDAHANDI,25,0,3,3,31
ORISSA,NAWARANGAPUR,DABUGAON,91,29,55,175,350
ORISSA,NAWARANGAPUR,JHARIGAON,66,15,2,106,189
ORISSA,NAWARANGAPUR,KOSAGUMUDA,143,2,75,71,291
ORISSA,NAWARANGAPUR,NANDAHANDI,90,18,48,69,225
ORISSA,NAWARANGAPUR,NAWARANGPUR,38,66,13,12,129
ORISSA,NAWARANGAPUR,PAPADAHANDI,91,7,103,258,459
ORISSA,NAWARANGAPUR,RAIGHAR,74,1,0,79,154
ORISSA,NAWARANGAPUR,TENTULIKHUNTI,39,0,26,48,113
ORISSA,NAWARANGAPUR,UMARKOTE,39,0,28,183,250
ORISSA,NAYAGARH,BHAPUR,31,1,0,4,36
ORISSA,NAYAGARH,GANIA,4,0,7,0,11
ORISSA,NAYAGARH,KHANDAPARA,22,5,7,1,35
ORISSA,NAYAGARH,NAYAGARH,5,0,0,0,5
ORISSA,NAYAGARH,NUAGAON,18,0,1,0,19
ORISSA,NAYAGARH,ODAGAON,38,0,1,1,40
ORISSA,NAYAGARH,RANAPUR,31,14,5,28,78
ORISSA,NUAPADA,BODEN,4,0,5,0,9
ORISSA,NUAPADA,KHARIAR,75,0,1,0,76
ORISSA,NUAPADA,KOMANA,35,1,9,0,45
ORISSA,NUAPADA,NUAPADA,19,2,1,0,22
ORISSA,NUAPADA,SINAPALI,32,1,18,0,51
ORISSA,PURI,ASTARANG,5,0,0,122,127
ORISSA,PURI,BRAHMAGIRI,106,2,176,482,766
ORISSA,PURI,DELANGA,164,0,32,89,285
ORISSA,PURI,GOP,330,1,22,108,461
ORISSA,PURI,KAKATPUR,36,0,6,222,264
ORISSA,PURI,KANAS,317,0,208,51,576
ORISSA,PURI,KRISHNAPRASAD,6,0,7,37,50
ORISSA,PURI,NIMAPARA,43,3,21,164,231
ORISSA,PURI,PIPILI,69,18,21,406,514
ORISSA,PURI,PURISADAR,100,0,278,651,1029
ORISSA,PURI,SATYABADI,53,2,117,777,949
ORISSA,RAYAGADA,BISAMCUTTACK,13,2,15,6,36
ORISSA,RAYAGADA,CHANDRAPUR,2,0,0,0,2
ORISSA,RAYAGADA,GUDARI,53,0,26,0,79
ORISSA,RAYAGADA,GUNUPUR,30,1,13,1,45
ORISSA,RAYAGADA,K.SINGPUR,22,9,0,0,31
ORISSA,RAYAGADA,KASHIPUR,7,8,0,0,15
ORISSA,RAYAGADA,KOLNARA,34,1,3,0,38
ORISSA,RAYAGADA,MUNIGUDA,32,0,8,1,41
ORISSA,RAYAGADA,PADMAPUR,21,8,5,0,34
ORISSA,RAYAGADA,RAMNAGUDA,17,5,30,1,53
ORISSA,RAYAGADA,RAYAGADA,112,20,19,4,155
ORISSA,SAMBALPUR,DHANAKOIDA(SAMBALPUR,43,0,31,3,77
ORISSA,SAMBALPUR,GOVINDAPUR,221,17,115,47,400
ORISSA,SAMBALPUR,JAMANKIRA,73,6,36,62,177
ORISSA,SAMBALPUR,JUJUMURA,65,17,59,59,200
ORISSA,SAMBALPUR,KUCHINDA,147,92,8,101,348
ORISSA,SAMBALPUR,MANESWAR,88,0,26,8,122
ORISSA,SAMBALPUR,NAKTIDEUL,24,14,8,12,58
ORISSA,SAMBALPUR,RAIRAKHOLA,12,4,6,8,30
ORISSA,SAMBALPUR,RENGALI,2,2,8,0,12
ORISSA,SONEPUR,BINIKA,15,8,44,1,68
ORISSA,SONEPUR,BIRMAHARAJPUR,37,1,7,0,45
ORISSA,SONEPUR,DUNGURIPALI,8,5,34,0,47
ORISSA,SONEPUR,SONEPUR,23,0,0,0,23
ORISSA,SONEPUR,TARAVA,21,0,2,6,29
ORISSA,SONEPUR,ULLUNDA,92,0,1,1,94
ORISSA,SUNDARGARH,BADAGAON,47,1,14,18,80
ORISSA,SUNDARGARH,BALISANKARA,18,6,17,8,49
ORISSA,SUNDARGARH,BISHRA,30,14,31,5,80
ORISSA,SUNDARGARH,BONAI,24,8,7,19,58
ORISSA,SUNDARGARH,GURUNDIA,11,9,17,2,39
ORISSA,SUNDARGARH,HEMAGIRI,24,4,30,5,63
ORISSA,SUNDARGARH,KOIDA,4,12,0,5,21
ORISSA,SUNDARGARH,KUANRAMUNDA,53,23,27,22,125
ORISSA,SUNDARGARH,KUTRA,28,43,19,5,95
ORISSA,SUNDARGARH,LAHUNIPADA,15,4,12,4,35
ORISSA,SUNDARGARH,LATHIKATA,12,0,31,4,47
ORISSA,SUNDARGARH,LEPHRIPADA,70,2,16,38,126
ORISSA,SUNDARGARH,NUAGAON,142,7,33,1,183
ORISSA,SUNDARGARH,RAJAGANGAPUR,23,10,35,0,68
ORISSA,SUNDARGARH,SUBDEGA,26,1,20,18,65
ORISSA,SUNDARGARH,SUNDARGARH,80,10,14,11,115
ORISSA,SUNDARGARH,TANGARPALI,45,12,2,2,61
PONDICHERRY,KARAIKAL,TRPATTINAM,6,0,0,0,6
PONDICHERRY,PONDICHERRY,VILLIANUR,1,0,0,0,1
PUNJAB,AMRITSER,VERKA,18,0,3,0,21
PUNJAB,FATEHGARH SAHIB,BASSI PATHANA,37,0,0,0,37
PUNJAB,GURDASPUR,DHARKALAN,8,0,3,0,11
PUNJAB,GURDASPUR,PATHANKOT,1,0,9,0,10
PUNJAB,HOSHIARPUR,TALWARA,0,0,0,5,5
PUNJAB,MOGA,NIHAL SINGH WALA,13,7,0,0,20
PUNJAB,PATIALA,DERABASSI,31,0,2,0,33
PUNJAB,PATIALA,KANOR,177,82,3,20,282
PUNJAB,PATIALA,PATRAN,36,26,0,0,62
PUNJAB,PATIALA,RAJPURA,84,45,50,121,300
PUNJAB,PATIALA,SAMANA,13,0,0,0,13
PUNJAB,PATIALA,SANOR,58,0,0,0,58
PUNJAB,ROPAR,ANANDPUR SAHIB,0,31,68,0,99
PUNJAB,ROPAR,KHARAR,27,57,353,5,442
PUNJAB,ROPAR,MAJRI,0,15,0,0,15
PUNJAB,ROPAR,NOORPUR BEDI,1,3,0,23,27
PUNJAB,ROPAR,ROPAR,4,0,0,0,4
PUNJAB,SANGRUR,SANGRUR,0,2,0,0,2
RAJASTHAN,AJMER,SARWAD,2,3,0,1,6
RAJASTHAN,BANSWARA,BAGIDORA,8,41,15,4,68
RAJASTHAN,BANSWARA,BANSWARA,42,22,0,0,64
RAJASTHAN,BANSWARA,GADHI,145,139,13,6,303
RAJASTHAN,BANSWARA,GHATOL,163,283,7,0,453
RAJASTHAN,BANSWARA,KUSHALGARH,18,8,0,0,26
RAJASTHAN,BARAN,ANTA,19,6,2,2,29
RAJASTHAN,BARAN,KISHANGANJ,23,0,0,0,23
RAJASTHAN,BARAN,SHAHABAD,107,26,2,8,143
RAJASTHAN,BHILWARA,BHILWARA,5,0,0,0,5
RAJASTHAN,BHILWARA,JAHAJPUR,11,2,1,0,14
RAJASTHAN,BHILWARA,KOTADI,3,2,0,0,5
RAJASTHAN,BHILWARA,MANDALGARH,14,0,0,0,14
RAJASTHAN,BHILWARA,RAIPUR,7,0,0,0,7
RAJASTHAN,BHILWARA,SHAHPURA,21,0,2,16,39
RAJASTHAN,BUNDI,INDRAGARH,5,0,0,0,5
