-----
{
 "description": "The table refers to block wise distribution of surface lift schemes by type. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.5.csv", 
 "title": "Download CSV for Blockwise Distribution of surface lift schemes by its type for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.5.csv"
}
-----
"State","District","Block","Lift Scheme - On River","Lift Scheme - On Stream","Lift Scheme - On Drain","Lift Scheme - On Tank/Pond","Total"
"KERALA","KASARAGODE","NEELESWARAM",18,7,0,26,51
"KERALA","KOLLAM","ITHIKKARA",1,0,0,0,1
"KERALA","KOLLAM","KARUNAGAPPALLY",2,0,0,0,2
"KERALA","KOLLAM","KOTTARAKKARA",0,0,0,1,1
"KERALA","KOLLAM","PUNALOOR",1,0,0,0,1
"KERALA","KOLLAM","SASTHAMCOTTA",0,8,0,0,8
"KERALA","KOLLAM","VETTIKKAVALA",1,0,0,5,6
"KERALA","KOTTAYAM","CHANGANASSERY",0,2,0,0,2
"KERALA","KOTTAYAM","ERATTUPETTAH",2,0,0,17,19
"KERALA","KOTTAYAM","ETTUMANOOR",23,14,0,24,61
"KERALA","KOTTAYAM","KADUTHURUTHY",46,35,5,137,223
"KERALA","KOTTAYAM","LALAM",8,0,0,11,19
"KERALA","KOTTAYAM","MADAPPALLY",10,66,0,0,76
"KERALA","KOTTAYAM","PALA",4,0,0,0,4
"KERALA","KOTTAYAM","PALLAM",14,13,0,9,36
"KERALA","KOTTAYAM","UZHVOOR",5,10,0,158,173
"KERALA","KOTTAYAM","VAIKOM",41,14,190,328,573
"KERALA","KOZHIKODE","BALUSSERY",1,1,0,3,5
"KERALA","KOZHIKODE","CHELANNUR",17,0,3,78,98
"KERALA","KOZHIKODE","KODUVALLY",44,0,0,22,66
"KERALA","KOZHIKODE","KUNNAMANGALAM",127,15,5,79,226
"KERALA","KOZHIKODE","KUNNUMMEL",9,2,0,20,31
"KERALA","KOZHIKODE","PERAMBRA",1,0,0,0,1
"KERALA","KOZHIKODE","THODANNUR",2,5,0,21,28
"KERALA","KOZHIKODE","THUNERI",12,2,0,3,17
"KERALA","KOZHIKODE","VADAGARA",0,0,0,12,12
"KERALA","KOZHIKODE","VADAKARA",0,2,0,11,13
"KERALA","MALAPPURAM","ANDATHODU",1,2,0,0,3
"KERALA","MALAPPURAM","AREEKODE",13,34,0,147,194
"KERALA","MALAPPURAM","KONDOTTY",36,7,0,39,82
"KERALA","MALAPPURAM","KUTTIPPURAM",2,0,0,0,2
"KERALA","MALAPPURAM","MALAPPURAM",19,2,0,1,22
"KERALA","MALAPPURAM","MALAPPURAM",9,3,0,0,12
"KERALA","MALAPPURAM","MANJERI",0,8,0,0,8
"KERALA","MALAPPURAM","MANKADA",82,32,0,36,150
"KERALA","MALAPPURAM","NILAMBOOR",574,153,3,202,932
"KERALA","MALAPPURAM","PERUNTHALMANNA",69,11,0,19,99
"KERALA","MALAPPURAM","PONNANI",14,1,1,6,22
"KERALA","MALAPPURAM","THANNUR",0,0,0,18,18
"KERALA","MALAPPURAM","THIROOR",4,0,0,0,4
"KERALA","MALAPPURAM","THIRURANGADI",33,115,0,0,148
"KERALA","MALAPPURAM","VENGARA",22,0,0,3,25
"KERALA","MALAPPURAM","WANDOOR",167,106,0,118,391
"KERALA","PALAKKAD","ALATHUR",197,73,0,428,698
"KERALA","PALAKKAD","ATTAPPADY",48,72,0,14,134
"KERALA","PALAKKAD","CHITTUR",3,3,0,3,9
"KERALA","PALAKKAD","CHITTUR THATHAMANGAL",4,2,0,7,13
"KERALA","PALAKKAD","KOLLENGODE",120,56,2,242,420
"KERALA","PALAKKAD","KUZHALMANNAM",1,19,0,0,20
"KERALA","PALAKKAD","MALAMPUZHA",28,30,2,190,250
"KERALA","PALAKKAD","MANNARKKAD",84,12,4,148,248
"KERALA","PALAKKAD","NEMMARA",81,20,0,94,195
"KERALA","PALAKKAD","OTTAPPALAM",0,0,10,0,10
"KERALA","PALAKKAD","OTTAPPALAM",8,17,4,17,46
"KERALA","PALAKKAD","PATTAMBI",37,8,0,5,50
"KERALA","PALAKKAD","SHORANNUR",5,1,0,6,12
"KERALA","PALAKKAD","SREEKRISHNAPURAM",50,72,0,34,156
"KERALA","PALAKKAD","THRITHALA",7,0,0,0,7
"KERALA","PATHANAMTHITTA","ELALTHUR",8,0,0,2,10
"KERALA","PATHANAMTHITTA","KOIPURAM",6,0,0,6,12
"KERALA","PATHANAMTHITTA","KONNI",8,0,5,0,13
"KERALA","PATHANAMTHITTA","KULANADA",5,0,1,1,7
"KERALA","PATHANAMTHITTA","MALLAPPALLY",8,0,0,0,8
"KERALA","PATHANAMTHITTA","PANDALAM",11,6,0,0,17
"KERALA","PATHANAMTHITTA","PARAKODE",0,0,0,4,4
"KERALA","PATHANAMTHITTA","PULIKEEZHU",9,0,0,0,9
"KERALA","THIRUVANANTHAPURAM","NEDUMANGADU",6,0,0,1,7
"KERALA","THIRUVANANTHAPURAM","VAMANAPURAM",0,0,0,3,3
"KERALA","THIRUVANANTHAPURAM","VARKKALA",3,0,0,0,3
"KERALA","THIRUVANANTHAPURAM","VELLANADU",0,0,0,1,1
"KERALA","THRISSUR","ANTHIKKAD",7,1,27,189,224
"KERALA","THRISSUR","CHALAKKUDI",1,0,0,1,2
"KERALA","THRISSUR","CHALAKUDY",12,0,0,0,12
"KERALA","THRISSUR","CHAVAKKAD",0,1,3,0,4
"KERALA","THRISSUR","CHERPU",45,1,41,52,139
"KERALA","THRISSUR","CHOWANNUR",0,0,1,0,1
"KERALA","THRISSUR","IRRINJALAKUDA",27,0,13,16,56
"KERALA","THRISSUR","KODAKARA",72,0,1,4,77
"KERALA","THRISSUR","KODUNGALLOOR",1,0,0,368,369
"KERALA","THRISSUR","KODUNGALLUR",0,0,0,35,35
"KERALA","THRISSUR","MALA",2,10,0,0,12
"KERALA","THRISSUR","MATHILAKAM",2,0,0,210,212
"KERALA","THRISSUR","OLLUKKARA",245,12,2,124,383
"KERALA","THRISSUR","PAZHAYANNUR",30,0,0,1,31
"KERALA","THRISSUR","PUZHAKKAL",4,0,9,2,15
"KERALA","THRISSUR","THALIKUALAM",5,0,0,383,388
"KERALA","THRISSUR","VADAKKANCHERRY",26,4,0,36,66
"KERALA","THRISSUR","VILLANGALLUR",0,0,35,0,35
"KERALA","WAYANAD","KALPETTA",67,16,0,18,101
"KERALA","WAYANAD","MANANTHAVADI",141,76,0,22,239
"KERALA","WAYANAD","SULTHANBATHERY",147,197,1,28,373
"MADHYA PRADESH","BALAGHAT","BAIHAR",15,29,40,0,84
"MADHYA PRADESH","BALAGHAT","BALAGHAT",73,7,0,5,85
"MADHYA PRADESH","BALAGHAT","BIRSA",0,1,70,1,72
"MADHYA PRADESH","BALAGHAT","KATANGI",7,0,0,27,34
"MADHYA PRADESH","BALAGHAT","KHAIRLANJI",2,0,0,9,11
"MADHYA PRADESH","BALAGHAT","KIRNAPUR",88,0,0,0,88
"MADHYA PRADESH","BALAGHAT","LALBARRA",25,8,0,0,33
"MADHYA PRADESH","BALAGHAT","LANJI",9,0,2,0,11
"MADHYA PRADESH","BALAGHAT","PARASWADA",48,95,129,0,272
"MADHYA PRADESH","BALAGHAT","WARASEONI",13,0,0,0,13
"MADHYA PRADESH","BASTAR","BAKAWAND",161,94,0,59,314
"MADHYA PRADESH","BASTAR","BASTAR",355,37,426,63,881
"MADHYA PRADESH","BASTAR","BHAIRAMGARH",1,5,1,3,10
"MADHYA PRADESH","BASTAR","BIJAPUR",10,17,17,1,45
"MADHYA PRADESH","BASTAR","DANTEWARA",2,4,1,0,7
"MADHYA PRADESH","BASTAR","DARBHA",1,33,0,0,34
"MADHYA PRADESH","BASTAR","DURGKONDAL",1,14,6,0,21
"MADHYA PRADESH","BASTAR","FARASGAON",21,0,0,0,21
"MADHYA PRADESH","BASTAR","GEEDAM",6,6,0,1,13
"MADHYA PRADESH","BASTAR","KONDAGAON",274,21,0,31,326
"MADHYA PRADESH","BASTAR","KONTA",13,3,0,0,16
"MADHYA PRADESH","BASTAR","KOYALIBEDA",7,0,8,1,16
"MADHYA PRADESH","BASTAR","MAKADI",13,25,0,2,40
"MADHYA PRADESH","BASTAR","NARAYANPUR",2,1,4,0,7
"MADHYA PRADESH","BASTAR","TOKAPAL",5,150,26,1,182
"MADHYA PRADESH","BETUL","AAMLA",768,34,25,2,829
"MADHYA PRADESH","BETUL","AATHNER",396,73,48,115,632
"MADHYA PRADESH","BETUL","BETUL",807,123,23,28,981
"MADHYA PRADESH","BETUL","BHAINSDEHI",739,178,1,52,970
"MADHYA PRADESH","BETUL","BHEEMPUR",553,117,65,0,735
"MADHYA PRADESH","BETUL","CHICHOLI",353,118,30,0,501
"MADHYA PRADESH","BETUL","GHODADONGRI",670,96,22,70,858
"MADHYA PRADESH","BETUL","MULTAI",378,28,41,12,459
"MADHYA PRADESH","BETUL","PRABHATPATTANAM",590,30,256,3,879
"MADHYA PRADESH","BETUL","SHAHPUR",360,95,48,0,503
"MADHYA PRADESH","BHIND","GOHAD",130,0,0,0,130
"MADHYA PRADESH","BHIND","MEHGAON",17,0,0,0,17
"MADHYA PRADESH","BHIND","MITONA (RAUN)",13,0,0,0,13
"MADHYA PRADESH","BHOPAL","BERASIYA",728,650,99,20,1497
"MADHYA PRADESH","BHOPAL","PHANDA",974,129,43,57,1203
"MADHYA PRADESH","BILASPUR","BALAUDA",4,13,0,0,17
"MADHYA PRADESH","BILASPUR","BILHA",17,44,0,0,61
"MADHYA PRADESH","BILASPUR","DABHARA",7,6,0,0,13
"MADHYA PRADESH","BILASPUR","JALJAIPUR",3,35,0,0,38
"MADHYA PRADESH","BILASPUR","KARTALA",19,4,3,9,35
"MADHYA PRADESH","BILASPUR","LORMI",12,11,0,0,23
"MADHYA PRADESH","BILASPUR","MALKHARAUDA",1,0,0,0,1
"MADHYA PRADESH","BILASPUR","MASTURI",0,0,0,14,14
"MADHYA PRADESH","BILASPUR","PANDARIYA",71,0,0,0,71
"MADHYA PRADESH","BILASPUR","PONDI-APRORA",1,0,4,1,6
"MADHYA PRADESH","CHHATARPUR","BADAMALHARA",906,201,107,40,1254
"MADHYA PRADESH","CHHATARPUR","BAKSWAHA",40,237,8,0,285
"MADHYA PRADESH","CHHATARPUR","BIJAWAR",571,155,1,196,923
"MADHYA PRADESH","CHHATARPUR","CHHATARPUR",253,72,7,8,340
"MADHYA PRADESH","CHHATARPUR","GAURIHAR",704,207,212,86,1209
"MADHYA PRADESH","CHHATARPUR","LAUNDI",148,154,11,25,338
"MADHYA PRADESH","CHHATARPUR","NAUGAON",129,8,0,2,139
"MADHYA PRADESH","CHHATARPUR","RAJNAGAR",105,1,0,21,127
"MADHYA PRADESH","CHHINDWARA","AMARWADA",33,0,0,0,33
"MADHYA PRADESH","CHHINDWARA","CHAURAI",403,17,34,0,454
"MADHYA PRADESH","CHHINDWARA","CHHINDWARA",374,147,0,0,521
"MADHYA PRADESH","CHHINDWARA","HARRAI",9,2,1,0,12
"MADHYA PRADESH","CHHINDWARA","MOHKHED",41,2,3,0,46
"MADHYA PRADESH","CHHINDWARA","PANDHURNA",1,0,0,0,1
"MADHYA PRADESH","CHHINDWARA","PARASIYA",536,45,0,0,581
"MADHYA PRADESH","CHHINDWARA","SAUNSAR",29,4,7,0,40
"MADHYA PRADESH","DAMOH","DAMOH",700,628,43,5,1376
"MADHYA PRADESH","DAMOH","HATA",697,551,15,35,1298
"MADHYA PRADESH","DAMOH","JABERA",991,819,239,1,2050
"MADHYA PRADESH","DAMOH","PATERA",910,1037,105,52,2104
"MADHYA PRADESH","DAMOH","PATHARIYA",1456,126,4,18,1604
"MADHYA PRADESH","DAMOH","PATIYAGARH",857,738,47,7,1649
"MADHYA PRADESH","DAMOH","TENDUKHEDA",1136,823,12,9,1980
"MADHYA PRADESH","DATIA","DATIA",0,51,0,0,51
"MADHYA PRADESH","DEWAS","BAGALI",466,239,0,0,705
"MADHYA PRADESH","DEWAS","DEWAS",155,15,2,0,172
"MADHYA PRADESH","DEWAS","KANNAUD",642,268,14,3,927
"MADHYA PRADESH","DEWAS","KHATEGAON",978,116,0,11,1105
"MADHYA PRADESH","DEWAS","SONKACHH",146,29,3,21,199
"MADHYA PRADESH","DEWAS","TONK KHURD",50,46,0,0,96
"MADHYA PRADESH","DHAR","BADNAWAR",402,102,49,4,557
"MADHYA PRADESH","DHAR","BANDH",21,102,1,7,131
"MADHYA PRADESH","DHAR","DHAR",21,0,0,0,21
"MADHYA PRADESH","DHAR","DHARAMPURI",376,112,18,0,506
"MADHYA PRADESH","DHAR","GANDHWANI",473,620,92,38,1223
"MADHYA PRADESH","DHAR","KUKSHI",475,67,0,106,648
"MADHYA PRADESH","DHAR","MANAWAR",143,0,0,0,143
"MADHYA PRADESH","DHAR","NALCHHA",102,81,0,46,229
"MADHYA PRADESH","DHAR","NISARPUR",221,40,0,2,263
"MADHYA PRADESH","DHAR","SARDARPUR",166,144,7,23,340
"MADHYA PRADESH","DHAR","TIRLA",215,186,1,35,437
"MADHYA PRADESH","DURG","BALOD",2,1,0,0,3
"MADHYA PRADESH","DURG","BEMETARA",58,1,0,0,59
"MADHYA PRADESH","DURG","BERLA",91,38,9,1,139
"MADHYA PRADESH","DURG","DHAMDA",47,4,0,0,51
"MADHYA PRADESH","DURG","DONDI",0,13,0,0,13
"MADHYA PRADESH","DURG","DONDILOHARA",11,14,1,0,26
"MADHYA PRADESH","DURG","DURG",39,154,0,1,194
"MADHYA PRADESH","DURG","GUNDARDEHI",2,4,0,0,6
"MADHYA PRADESH","DURG","GURUR",6,122,0,0,128
"MADHYA PRADESH","DURG","NAWAGARH",5,1,0,0,6
"MADHYA PRADESH","DURG","PATAN",6,130,4,2,142
"MADHYA PRADESH","DURG","SAJA",42,24,0,0,66
"MADHYA PRADESH","GUNA","ASHOKNAGAR",917,473,73,35,1498
"MADHYA PRADESH","GUNA","BAGHOGARH",923,124,0,0,1047
"MADHYA PRADESH","GUNA","BAMORI",984,82,98,98,1262
"MADHYA PRADESH","GUNA","CHACHAUDA",515,277,13,3,808
"MADHYA PRADESH","GUNA","CHANDERI",864,289,0,7,1160
"MADHYA PRADESH","GUNA","GUNA",305,106,24,5,440
"MADHYA PRADESH","GUNA","ISAGARH",604,208,32,3,847
"MADHYA PRADESH","GUNA","MUNGAOLI",873,442,17,0,1332
"MADHYA PRADESH","GWALIOR","BHANDER",196,131,52,0,379
"MADHYA PRADESH","GWALIOR","BHITARWAR",201,29,0,0,230
"MADHYA PRADESH","GWALIOR","DABRA",341,253,37,0,631
"MADHYA PRADESH","GWALIOR","GHATI GAON",194,81,47,0,322
"MADHYA PRADESH","GWALIOR","MORAR",163,5,1,0,169
"MADHYA PRADESH","HOSHANGABAD","BABAI",188,194,31,0,413
"MADHYA PRADESH","HOSHANGABAD","BANKHEDI",71,1,0,2,74
"MADHYA PRADESH","HOSHANGABAD","HARDA",1132,428,139,35,1734
"MADHYA PRADESH","HOSHANGABAD","HOSHNAGABAD",439,451,75,1,966
"MADHYA PRADESH","HOSHANGABAD","KESALI",323,438,445,35,1241
"MADHYA PRADESH","HOSHANGABAD","KHIRAKIYA",633,209,87,0,929
"MADHYA PRADESH","HOSHANGABAD","PIPARIA",94,9,15,0,118
"MADHYA PRADESH","HOSHANGABAD","SEONI MALWA",631,246,70,5,952
"MADHYA PRADESH","HOSHANGABAD","SOHAGPUR",765,140,207,0,1112
"MADHYA PRADESH","HOSHANGABAD","TIMARNI",797,97,50,0,944
"MADHYA PRADESH","INDORE","DEPALPUR",295,63,0,5,363
"MADHYA PRADESH","INDORE","INDORE",111,10,0,0,121
"MADHYA PRADESH","INDORE","MHOW",48,56,1,0,105
"MADHYA PRADESH","INDORE","SANWER",588,5,0,0,593
"MADHYA PRADESH","JABALPUR","BADWARA",254,261,2,54,571
"MADHYA PRADESH","JABALPUR","BAMHORIBAND",764,40,28,17,849
"MADHYA PRADESH","JABALPUR","BARGI",258,63,0,0,321
"MADHYA PRADESH","JABALPUR","DHIMARKHEDA",270,11,0,0,281
"MADHYA PRADESH","JABALPUR","KATNI",5,0,0,0,5
"MADHYA PRADESH","JABALPUR","KUNDAM",32,26,0,0,58
"MADHYA PRADESH","JABALPUR","PANAGARH",136,145,5,0,286
"MADHYA PRADESH","JABALPUR","PATAN",86,44,0,0,130
"MADHYA PRADESH","JABALPUR","RITHI",10,117,0,0,127
"MADHYA PRADESH","JABALPUR","SHAHPURA",29,10,94,0,133
"MADHYA PRADESH","JABALPUR","SIHORA",304,73,0,0,377
"MADHYA PRADESH","JABALPUR","VIJAYRAGHOGARH",0,0,0,13,13
"MADHYA PRADESH","JHABUA","ALIRAJPUR",67,234,6,4,311
"MADHYA PRADESH","JHABUA","BHAWRA",39,154,0,8,201
"MADHYA PRADESH","JHABUA","JHABUA",178,190,0,52,420
"MADHYA PRADESH","JHABUA","JOBAT",446,284,15,33,778
"MADHYA PRADESH","JHABUA","KANTHIWADA",30,65,0,10,105
"MADHYA PRADESH","JHABUA","MEGHNAGAR",232,199,0,54,485
"MADHYA PRADESH","JHABUA","PETALAWAD",1945,1632,5,221,3803
"MADHYA PRADESH","JHABUA","RAMA",780,275,1,110,1166
"MADHYA PRADESH","JHABUA","RANAPUR",620,222,11,333,1186
"MADHYA PRADESH","JHABUA","SONDWA",34,137,0,0,171
"MADHYA PRADESH","JHABUA","THANDLA",1373,619,1,73,2066
"MADHYA PRADESH","JHABUA","UDAIGARH",80,359,35,76,550
"MADHYA PRADESH","KHANDWA","BALDEE",365,169,0,0,534
"MADHYA PRADESH","KHANDWA","BURHANPUR",329,46,0,0,375
"MADHYA PRADESH","KHANDWA","CHHAIGAON MAKHAN",141,32,0,1,174
"MADHYA PRADESH","KHANDWA","HARSUD",784,187,1,0,972
"MADHYA PRADESH","KHANDWA","KHAKNER",167,19,0,16,202
"MADHYA PRADESH","KHANDWA","KHALWA",1161,428,0,66,1655
"MADHYA PRADESH","KHANDWA","KHANDWA",328,75,0,0,403
"MADHYA PRADESH","KHANDWA","PANDHANA",357,145,3,0,505
"MADHYA PRADESH","KHANDWA","PUNASA",17,14,0,11,42
"MADHYA PRADESH","KHARGONE","BADWAH",1060,169,7,6,1242
"MADHYA PRADESH","KHARGONE","BADWANI",382,433,0,0,815
"MADHYA PRADESH","KHARGONE","BHAGWANPURA",245,172,0,0,417
"MADHYA PRADESH","KHARGONE","BHEEKANGAON",649,145,4,1,799
"MADHYA PRADESH","KHARGONE","GOGAWAN",317,245,0,0,562
"MADHYA PRADESH","KHARGONE","JHIRANYA",163,309,0,2,474
"MADHYA PRADESH","KHARGONE","KASRAWAD",795,13,0,0,808
"MADHYA PRADESH","KHARGONE","KHARGONE",668,73,1,0,742
"MADHYA PRADESH","KHARGONE","MAHESHWAR",595,6,0,57,658
"MADHYA PRADESH","KHARGONE","NIWALI",139,96,0,0,235
"MADHYA PRADESH","KHARGONE","PANSEMAL",43,46,0,0,89
"MADHYA PRADESH","KHARGONE","PATEE",61,2,0,2,65
"MADHYA PRADESH","KHARGONE","RAJPUR",390,451,0,3,844
"MADHYA PRADESH","KHARGONE","SEGAON",332,134,0,0,466
"MADHYA PRADESH","KHARGONE","SENDHWA",277,166,4,0,447
"MADHYA PRADESH","KHARGONE","THIKARI",497,14,5,0,516
"MADHYA PRADESH","MANDLA","AMARPUR",4,3,3,0,10
"MADHYA PRADESH","MANDLA","BAJANG",0,8,0,0,8
"MADHYA PRADESH","MANDLA","BEEJADANDI",1,2,0,0,3
"MADHYA PRADESH","MANDLA","BICHHIYA",17,10,0,0,27
"MADHYA PRADESH","MANDLA","DINDORI",16,21,0,0,37
"MADHYA PRADESH","MANDLA","GHUGHARI",52,35,0,0,87
"MADHYA PRADESH","MANDLA","KARANJIYA",30,13,0,0,43
"MADHYA PRADESH","MANDLA","MANDLA",423,14,8,0,445
"MADHYA PRADESH","MANDLA","MEHADWANI",0,0,0,1,1
"MADHYA PRADESH","MANDLA","MOHGAON",21,0,23,0,44
"MADHYA PRADESH","MANDLA","MOWAS",2,0,0,0,2
"MADHYA PRADESH","MANDLA","NAINPUR",78,40,0,0,118
"MADHYA PRADESH","MANDLA","NARAYANGANJ",15,35,0,0,50
"MADHYA PRADESH","MANDLA","SAMNAPUR",1,2,0,0,3
"MADHYA PRADESH","MANDLA","SHAHPURA",46,63,0,1,110
"MADHYA PRADESH","MANDSAUR","BHANPURA",203,19,0,44,266
"MADHYA PRADESH","MANDSAUR","GAROTH",12,27,0,0,39
"MADHYA PRADESH","MANDSAUR","JAWAD",8,76,4,14,102
"MADHYA PRADESH","MANDSAUR","MALHARGARH",366,105,0,10,481
"MADHYA PRADESH","MANDSAUR","MANASA",169,54,0,67,290
"MADHYA PRADESH","MANDSAUR","MANDSAUR",232,57,7,0,296
"MADHYA PRADESH","MANDSAUR","NEEMACH",22,23,0,1,46
"MADHYA PRADESH","MANDSAUR","SITAMAU",268,270,6,10,554
"MADHYA PRADESH","MORENA","JAURA",2,0,0,0,2
"MADHYA PRADESH","MORENA","KARAHAL",252,238,26,38,554
"MADHYA PRADESH","MORENA","MORENA",4,0,0,0,4
"MADHYA PRADESH","MORENA","PAHARGARH",94,34,0,0,128
"MADHYA PRADESH","MORENA","SABALGARH",0,0,1,0,1
"MADHYA PRADESH","MORENA","SHEOPUR KALAN",345,451,1,0,797
"MADHYA PRADESH","NARSIMHAPUR","BABAICHICHALI",12,2,0,0,14
"MADHYA PRADESH","NARSIMHAPUR","CHANWARPATHA",171,94,3,0,268
"MADHYA PRADESH","NARSIMHAPUR","GOTEGAON",229,131,61,0,421
"MADHYA PRADESH","NARSIMHAPUR","KARELI",85,48,11,1,145
"MADHYA PRADESH","NARSIMHAPUR","NARSINGHPUR",351,305,19,0,675
"MADHYA PRADESH","NARSIMHAPUR","SAINKHEDA",28,0,0,0,28
"MADHYA PRADESH","PANNA","AJAIGARH",151,232,208,0,591
"MADHYA PRADESH","PANNA","GUNNAUR",749,735,10,30,1524
"MADHYA PRADESH","PANNA","PANNA",353,698,6,57,1114
"MADHYA PRADESH","PANNA","PAWAI",467,748,2,10,1227
"MADHYA PRADESH","PANNA","SHAHNAGAR",1352,968,306,20,2646
"MADHYA PRADESH","RAIGARH","DHARAMJAIGARH",62,25,41,88,216
"MADHYA PRADESH","RAIGARH","KANSABEL",10,1,0,3,14
"MADHYA PRADESH","RAIGARH","KHARASIYA",104,3,7,25,139
"MADHYA PRADESH","RAIGARH","LALLUNGA",24,60,2,129,215
"MADHYA PRADESH","RAIGARH","PATTHALGAON",182,32,24,16,254
"MADHYA PRADESH","RAIGARH","PUSAUR",191,10,5,40,246
"MADHYA PRADESH","RAIGARH","RAIGARH",451,212,51,106,820
"MADHYA PRADESH","RAIGARH","SARANGARH",214,64,6,5,289
"MADHYA PRADESH","RAIGARH","SARIYALENDHA",26,35,0,37,98
"MADHYA PRADESH","RAIGARH","TAMNAR",4,49,0,28,81
"MADHYA PRADESH","RAIGARH","TAPKARA",0,0,0,116,116
"MADHYA PRADESH","RAIPUR","ABHANPUR",12,17,0,0,29
"MADHYA PRADESH","RAIPUR","BAGBAHRA",7,16,1,1,25
"MADHYA PRADESH","RAIPUR","BASNA",14,84,16,11,125
"MADHYA PRADESH","RAIPUR","BHATAPARA",31,9,0,3,43
"MADHYA PRADESH","RAIPUR","DEOBHOG",1,0,6,5,12
"MADHYA PRADESH","RAIPUR","DHAMTARI",18,6,0,0,24
"MADHYA PRADESH","RAIPUR","GARIYABAND",21,35,0,32,88
"MADHYA PRADESH","RAIPUR","KASDOL",14,74,6,0,94
"MADHYA PRADESH","RAIPUR","PALARI",36,496,0,14,546
"MADHYA PRADESH","RAIPUR","PALARI(BALODABAZAR)",86,61,3,102,252
"MADHYA PRADESH","RAIPUR","PITHORA",36,103,0,4,143
"MADHYA PRADESH","RAIPUR","RAIPUR(DHARSIWA)",112,97,6,6,221
"MADHYA PRADESH","RAIPUR","RAJIM",58,0,0,0,58
"MADHYA PRADESH","RAIPUR","SARAIPALI",34,360,1,8,403
"MADHYA PRADESH","RAIPUR","SIHAWA",24,2,0,0,26
"MADHYA PRADESH","RAIPUR","SIMGA",52,4,9,0,65
"MADHYA PRADESH","RAIPUR","TILDA",21,80,1,0,102
"MADHYA PRADESH","RAISEN","BARELI",465,270,10,27,772
"MADHYA PRADESH","RAISEN","BEGAMGANJ",629,509,106,0,1244
"MADHYA PRADESH","RAISEN","GAIRATGANJ",585,124,188,0,897
"MADHYA PRADESH","RAISEN","OBEDULLAHGANJ",868,190,56,55,1169
"MADHYA PRADESH","RAISEN","SANCHI",971,165,105,11,1252
"MADHYA PRADESH","RAISEN","SILWANI",1108,219,0,0,1327
"MADHYA PRADESH","RAISEN","UDAIPURA",253,29,80,5,367
"MADHYA PRADESH","RAJGARH","BIAORA",843,87,72,21,1023
"MADHYA PRADESH","RAJGARH","JEERAPUR",350,96,230,0,676
"MADHYA PRADESH","RAJGARH","KHILCHIPUR",53,0,0,0,53
"MADHYA PRADESH","RAJGARH","NARASINGHGARH",601,129,35,0,765
"MADHYA PRADESH","RAJGARH","PACHAUR (SARANGPUR)",726,54,2,7,789
"MADHYA PRADESH","RAJGARH","RAJGARH",434,39,143,0,616
"MADHYA PRADESH","RAJNANDGAON","DONGARGAON",1,0,0,0,1
"MADHYA PRADESH","RAJNANDGAON","KHALRAGARH",19,0,1,0,20
"MADHYA PRADESH","RAJNANDGAON","SAHASPURLOHARA",0,18,0,0,18
"MADHYA PRADESH","RATLAM","ALOT",328,28,9,0,365
"MADHYA PRADESH","RATLAM","BAJNA",770,220,51,11,1052
"MADHYA PRADESH","RATLAM","JAWRA",311,92,38,6,447
"MADHYA PRADESH","RATLAM","PIPLODA",112,13,0,0,125
"MADHYA PRADESH","RATLAM","RATLAM",125,223,16,27,391
"MADHYA PRADESH","RATLAM","SAILANA",485,426,64,62,1037
"MADHYA PRADESH","REWA","GANGEO",401,81,26,60,568
"MADHYA PRADESH","REWA","HANUMANA",149,20,0,2,171
"MADHYA PRADESH","REWA","JAWA",343,50,0,34,427
"MADHYA PRADESH","REWA","MAUGANJ",314,104,0,43,461
"MADHYA PRADESH","REWA","NAIGARHI",155,116,0,26,297
"MADHYA PRADESH","REWA","RAIPUR",111,59,9,21,200
"MADHYA PRADESH","REWA","REWA",134,36,12,24,206
"MADHYA PRADESH","REWA","SIRMAUR",218,80,5,36,339
"MADHYA PRADESH","REWA","TYONTHAR",52,9,1,9,71
"MADHYA PRADESH","SAGAR","BANDA",1139,331,14,10,1494
"MADHYA PRADESH","SAGAR","BEENA",1137,452,2,3,1594
"MADHYA PRADESH","SAGAR","DEORI",978,619,138,42,1777
"MADHYA PRADESH","SAGAR","JAISINAGAR",1192,783,3,2,1980
"MADHYA PRADESH","SAGAR","KESALI",754,367,10,0,1131
"MADHYA PRADESH","SAGAR","KHURAI",113,165,8,6,292
"MADHYA PRADESH","SAGAR","MALTHON",638,541,0,1,1180
"MADHYA PRADESH","SAGAR","RAHATGARH",1392,665,15,20,2092
"MADHYA PRADESH","SAGAR","REHALI",1400,337,82,0,1819
"MADHYA PRADESH","SAGAR","SAGAR",569,623,92,1,1285
"MADHYA PRADESH","SAGAR","SHAHGARH",1175,317,0,6,1498
"MADHYA PRADESH","SATNA","AMARPATAN",28,3,0,2,33
"MADHYA PRADESH","SATNA","CHITRAKOOT",76,741,0,1,818
"MADHYA PRADESH","SATNA","MAIHAR",577,248,157,55,1037
"MADHYA PRADESH","SATNA","NAGOD",522,270,0,3,795
"MADHYA PRADESH","SATNA","RAMNAGAR",32,25,2,6,65
"MADHYA PRADESH","SATNA","RAMPUR",309,35,18,3,365
