-----
{
 "description": "The table refers to Village wise Distribution of Dugwells according to ownership. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "tab1.2.csv", 
 "title": "Download CSV for Villagewise Distribution of Dugwells according to ownership(External Link that opens in a new window)", 
 "url": "http://data.gov.in/sites/default/files/tab1.2.csv"
}
-----
-----
{
 "description": "The table refers to Block wise Surface Lift Schemes in the command of Major/Medium Projects and Supplementary Irrigation. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftdistr5.14.csv", 
 "title": "Download CSV for Blockwise Surface Lift Schemes in the command of Major/Medium Projects and Supplimentary Irrigation", 
 "url": "http://data.gov.in/sites/default/files/srfcliftdistr5.14.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Location of  Schemes (Nos) - Inside Command,Location of Schemes (Nos) - Outside Command,Total,Supplementary Irrigation (Ha) - Kharif,Supplementary Irrigation (Ha) - Rabi,Supplementary Irrigation (Ha) - Perennial,Supplementary Irrigation (Ha) - Others,Total
MAHARASHTRA,RAIGHAR,MANGOAN,0,4,4,0,0,0,0,0
MAHARASHTRA,RAIGHAR,MHASLA,0,5,5,0,0,0,0,0
MAHARASHTRA,RAIGHAR,MURUD,0,27,27,0,0,0,0,0
MAHARASHTRA,RAIGHAR,PANVEL,18,40,58,0,0,0,0,0
MAHARASHTRA,RAIGHAR,PEN,0,40,40,0,0,0,0,0
MAHARASHTRA,RAIGHAR,SHRIVARDHAN,1,664,665,0,0,0,0,0
MAHARASHTRA,RAIGHAR,SUDHAGAD,10,77,87,0,0,0,0,0
MAHARASHTRA,RAIGHAR,URAN,1,1,2,0.8,0,14.2,0,15
MAHARASHTRA,RATNAGIRI,CHIPLUN,0,58,58,0,0,0,0,0
MAHARASHTRA,RATNAGIRI,DAPOLI,1,14,15,0,3.6,0,0,4
MAHARASHTRA,RATNAGIRI,GUHAGAR,0,75,75,0,0,0.3,0,0
MAHARASHTRA,RATNAGIRI,KHED,5,33,38,0,0,0,0,0
MAHARASHTRA,RATNAGIRI,LANJA,0,15,15,0,0,0,0,0
MAHARASHTRA,RATNAGIRI,RAJAPUR,0,20,20,0,0,0,0,0
MAHARASHTRA,RATNAGIRI,RATNAGIRI,0,31,31,0,0,0,0,0
MAHARASHTRA,RATNAGIRI,SANGAMESHWAR,0,15,15,0,0,0,0,0
MAHARASHTRA,SANGLI,JAT,81,81,162,0,0,0,0,0
MAHARASHTRA,SANGLI,KAVATHE-MAHANKLA,87,12,99,0,0,0,0,0
MAHARASHTRA,SANGLI,KHANAPUR,0,176,176,0,0,0,0,0
MAHARASHTRA,SANGLI,MIRAJ,4,299,303,0,0,0,0,0
MAHARASHTRA,SANGLI,PALUS,616,1995,2611,0,0,0,0,0
MAHARASHTRA,SANGLI,SHIRALA,88,85,173,0,0,0,0,0
MAHARASHTRA,SANGLI,TASGAON,60,666,726,0,0,0,0,0
MAHARASHTRA,SANGLI,WALWA,1599,1645,3244,100.04,98.11,144.53,0,343
MAHARASHTRA,SATARA,JAOLI,0,80,80,0,0,0,0,0
MAHARASHTRA,SATARA,KARAD,0,736,736,0,0,0,0,0
MAHARASHTRA,SATARA,KOREGAON,1,78,79,0,0,0,0,0
MAHARASHTRA,SATARA,MAHABALESHWAR,0,4,4,0,0,0,0,0
MAHARASHTRA,SATARA,PATAN,2,2173,2175,0,0,3.59,0,4
MAHARASHTRA,SATARA,PHALTAN,1134,306,1440,755.64,495.07,260.89,0,1512
MAHARASHTRA,SATARA,SATARA,451,1432,1883,0,0,709.63,0,710
MAHARASHTRA,SATARA,WAI,0,63,63,0,0,0,0,0
MAHARASHTRA,SINDHUDURGA,DEVGAD,0,86,86,0,0,0,0,0
MAHARASHTRA,SINDHUDURGA,KANKAVLI,2,249,251,0,0,0,0,0
MAHARASHTRA,SINDHUDURGA,KUDAL,1,1724,1725,0,0,0,0,0
MAHARASHTRA,SINDHUDURGA,MALWAN,0,146,146,0,0,0,0,0
MAHARASHTRA,SINDHUDURGA,SAWANTWADI,4,301,305,0,0,0,0,0
MAHARASHTRA,SINDHUDURGA,VAIBHAVWADI,0,11,11,0,0,0,0,0
MAHARASHTRA,SINDHUDURGA,VENGURLA,0,186,186,0,0,0,0,0
MAHARASHTRA,SOLAPUR,AKKALKOT,517,239,756,0,0,0,0,0
MAHARASHTRA,SOLAPUR,BARSHI,217,900,1117,0.8,23.45,12.5,0,37
MAHARASHTRA,SOLAPUR,KARMALA,259,293,552,0,0,0,0,0
MAHARASHTRA,SOLAPUR,MADHA,329,1118,1447,56.32,56.03,0,0,112
MAHARASHTRA,SOLAPUR,MALSHIRAS,1032,413,1445,7.9,13.55,4.3,0,26
MAHARASHTRA,SOLAPUR,MANGALVEDHA,236,2220,2456,0.4,0,0,0,0
MAHARASHTRA,SOLAPUR,MOHOL,736,1013,1749,0,0,0,0,0
MAHARASHTRA,SOLAPUR,NORTH  SOLAPUR,366,212,578,0,0,0,0,0
MAHARASHTRA,SOLAPUR,PANDHARPUR,4042,3780,7822,128.22,418.23,376.55,0.08,923
MAHARASHTRA,SOLAPUR,SANGOLA,74,0,74,0,0,0,0,0
MAHARASHTRA,SOLAPUR,SOUTH  SOLAPUR,189,2945,3134,0,0,0,0,0
MAHARASHTRA,THANE,DHANU,0,19,19,0,0,0,0,0
MAHARASHTRA,THANE,JAWHAR,0,159,159,0,0,0,0,0
MAHARASHTRA,THANE,KALYAN,0,13,13,0,0,0,0,0
MAHARASHTRA,THANE,MURBAD,12,564,576,0,0,0,0,0
MAHARASHTRA,THANE,PALGHAR,22,70,92,0,0,0,0,0
MAHARASHTRA,THANE,SHAHAPUR,42,182,224,0,0,0,0,0
MAHARASHTRA,THANE,VIKRAMGAD,0,44,44,0,0,0,0,0
MAHARASHTRA,THANE,WADA,14,30,44,0,0,0,0,0
MAHARASHTRA,WARDHA,ARVI,1,21,22,22.7,1,5.5,0,29
MAHARASHTRA,WARDHA,ASHTI,0,12,12,0,1,4,0,5
MAHARASHTRA,WARDHA,DEOLI,0,17,17,0,0,0,0,0
MAHARASHTRA,WARDHA,HINGANGHAT,1,21,22,0,67.4,0,0,67
MAHARASHTRA,WARDHA,KARANJA,2,4,6,0,0,0,0,0
MAHARASHTRA,WARDHA,SAMUDRAPUR,31,120,151,7.48,289.31,4.5,3.55,305
MAHARASHTRA,WARDHA,SELOO,3,41,44,0,37.4,15.3,0,53
MAHARASHTRA,WARDHA,WARDHA,2,12,14,20.93,152.43,64.03,0,237
MAHARASHTRA,WASHIM,KARANJA,58,62,120,0,0,0,0,0
MAHARASHTRA,WASHIM,MALEGAON,6,269,275,0,0,0,0,0
MAHARASHTRA,WASHIM,MANGRULPIR,28,169,197,0,0,0,0,0
MAHARASHTRA,WASHIM,MANORA,218,204,422,3,44,0,0,47
MAHARASHTRA,WASHIM,RISOD,6,231,237,0,0,0,0,0
MAHARASHTRA,WASHIM,WASHIM,10,266,276,0,62,0,0,62
MAHARASHTRA,YAVATMAL,ARNI,64,490,554,0,0,0,0,0
MAHARASHTRA,YAVATMAL,BABULGAON,9,117,126,0,0,0,0,0
MAHARASHTRA,YAVATMAL,DARWHA,0,489,489,0,0,0,0,0
MAHARASHTRA,YAVATMAL,DIGRAS,266,182,448,0,0,0,0,0
MAHARASHTRA,YAVATMAL,GHATANJI,98,563,661,1,2,0,0,3
MAHARASHTRA,YAVATMAL,KALAMB,0,116,116,0,0,0,0,0
MAHARASHTRA,YAVATMAL,KELAPUR,45,368,413,0,0,0,0,0
MAHARASHTRA,YAVATMAL,MAHAGAON,50,138,188,0,0,0,1,1
MAHARASHTRA,YAVATMAL,MAREGAON,0,193,193,0,0,0,0,0
MAHARASHTRA,YAVATMAL,NER,0,70,70,0,0,0,0,0
MAHARASHTRA,YAVATMAL,PUSAD,141,596,737,0,0,0,0,0
MAHARASHTRA,YAVATMAL,RALEGAON,1,327,328,0,0,0,0,0
MAHARASHTRA,YAVATMAL,WANI,1,741,742,0,0,0,0,0
MAHARASHTRA,YAVATMAL,YAVATMAL,26,262,288,0,0,0,0,0
MAHARASHTRA,YAVATMAL,ZARI JAMANI,29,338,367,0,0,0,0,0
MANIPUR,IMPHAL EAST,IRILBUNG,0,2,2,0,0,0,0,0
MANIPUR,IMPHAL EAST,SAWOMBUNG,0,5,5,0,0,0,0,0
MANIPUR,IMPHAL WEST,HAORANG SABAL,0,2,2,0,0,0,0,0
MANIPUR,IMPHAL WEST,WANGOI,0,16,16,0,0,0,0,0
MANIPUR,THOUBAL,KAKCHING,0,5,5,0,0,0,0,0
MANIPUR,THOUBAL,THOUBAL,0,14,14,0,0,0,0,0
MEGHALAYA,EAST GARO HILLS,SAMANDA,0,2,2,0,0,0,0,0
MEGHALAYA,JAINTIA HILLS,KHLIEHRIAT,0,2,2,0,0,0,0,0
MEGHALAYA,JAINTIA HILLS,LASKEIN,0,1,1,0,0,0,0,0
MEGHALAYA,JAINTIA HILLS,THADLASKEIN,0,1,1,0,0,0,0,0
MEGHALAYA,WEST GARO HILLS,BETASING,0,4,4,0,0,0,0,0
MEGHALAYA,WEST GARO HILLS,DALU,0,1,1,0,0,0,0,0
MIZORAM,CHAMPHAI,KHAWZAWL,0,17,17,0,0,0,0,0
MIZORAM,KOLASIB,THINGDAWL,1,26,27,0,0,0,0,0
MIZORAM,MAMIT,REIEK,0,2,2,0,0,0,0,0
MIZORAM,SERCHHIP,EAST LUNGDAR,2,168,170,0,0,0,0,0
NAGALAND,DIMAPUR,DHANSIRI,0,7,7,0,0,0,0,0
NAGALAND,DIMAPUR,KUHUBOTO,0,14,14,0,0,0,0,0
NAGALAND,DIMAPUR,MEDZIPHEMA,0,15,15,0,0,0,0,0
NAGALAND,DIMAPUR,NIULAND,0,2,2,0,0,0,0,0
ORISSA,ANGUL,ANUGUL,0,188,188,0,0,0,0,0
ORISSA,ANGUL,ATHAMALLIK,0,51,51,0,0,0,0,0
ORISSA,ANGUL,BANRAPALA,0,42,42,0,0,0,0,0
ORISSA,ANGUL,CHHENDIPADA,0,33,33,0,0,0,0,0
ORISSA,ANGUL,KANIHA,0,74,74,0,0,0,0,0
ORISSA,ANGUL,KISHOR NAGAR,0,23,23,0,0,0,0,0
ORISSA,ANGUL,PALALAHADA,0,142,142,0,0,0,0,0
ORISSA,ANGUL,TALACHERA,0,30,30,0,0,0,0,0
ORISSA,BALASORE,BAHANAGA,0,8,8,0,0,0,0,0
ORISSA,BALASORE,BALASORE,0,18,18,0,0,0,0,0
ORISSA,BALASORE,BALIAPAL,0,32,32,0,0,0,0,0
ORISSA,BALASORE,BASTA,0,51,51,0,0,0,0,0
ORISSA,BALASORE,BHOGRAI,0,84,84,0,0,0,0,0
ORISSA,BALASORE,JALESWAR,0,52,52,0,0,0,0,0
ORISSA,BALASORE,KHAIRA,0,5,5,0,0,0,0,0
ORISSA,BALASORE,NILAGIRI,0,23,23,0,0,0,0,0
ORISSA,BALASORE,OUPADA,0,6,6,0,0,0,0,0
ORISSA,BALASORE,REMUNA,1,63,64,3,0.8,0,0,4
ORISSA,BALASORE,SIMULIA,0,13,13,0,0,0,0,0
ORISSA,BALASORE,SORO,0,43,43,0,0,0,0,0
ORISSA,BARGARH,AMBABHANA,0,35,35,0,0,0,0,0
ORISSA,BARGARH,ATABIRA,1,59,60,1.61,1.61,0,0,3
ORISSA,BARGARH,BARAPALI,0,35,35,0,0,0,0,0
ORISSA,BARGARH,BARGARH,1,156,157,0.65,0.4,0,0,1
ORISSA,BARGARH,BHATALI,2,208,210,0,0.5,0,0.06,1
ORISSA,BARGARH,BHEDEN,3,192,195,28.28,0,0.81,0,29
ORISSA,BARGARH,BIJEPUR,0,82,82,0,0,0,0,0
ORISSA,BARGARH,GAISILAT,1,47,48,0.08,0,0,0,0
ORISSA,BARGARH,JHARABANDH,0,45,45,0,0,0,0,0
ORISSA,BARGARH,PADMAPUR (RAJABUDASA,0,71,71,0,0,0,0,0
ORISSA,BARGARH,PAIKMAL,0,170,170,0,0,0,0,0
ORISSA,BARGARH,SOHELA,0,78,78,0,0,0,0,0
ORISSA,BHADRAK,BANTA,0,24,24,0,0,0,0,0
ORISSA,BHADRAK,BASUDEBPUR,0,81,81,0,0,0,0,0
ORISSA,BHADRAK,BHADRAK,3,45,48,2.4,0,0,0,2
ORISSA,BHADRAK,BHANDARI POKHARI,0,10,10,0,0,0,0,0
ORISSA,BHADRAK,CHANDABALI,0,308,308,0,0,0,0,0
ORISSA,BHADRAK,DHAMNAGAR,0,240,240,0,0,0,0,0
ORISSA,BHADRAK,TIHIDI,2,109,111,2.02,1.43,0,0,3
ORISSA,BOLANGIR,AGALPUR,3,34,37,20.8,6.8,0,0,28
ORISSA,BOLANGIR,BALANGIR,0,165,165,0,0,0,0,0
ORISSA,BOLANGIR,BANGOMUNDA,0,14,14,0,0,0,0,0
ORISSA,BOLANGIR,BELAPARA,0,87,87,0,0,0,0,0
ORISSA,BOLANGIR,DEOGAON,0,249,249,0,0,0,0,0
ORISSA,BOLANGIR,GUDVELA,0,96,96,0,0,0,0,0
ORISSA,BOLANGIR,KHAPRAKHOL,0,179,179,0,0,0,0,0
ORISSA,BOLANGIR,LOISINGHA,0,106,106,0,0,0,0,0
ORISSA,BOLANGIR,MURIBAHAL,0,23,23,0,0,0,0,0
ORISSA,BOLANGIR,PATNAGARH,0,291,291,0,0,0,0,0
ORISSA,BOLANGIR,PUINTALA,0,176,176,0,0,0,0,0
ORISSA,BOLANGIR,SAINTALA,0,146,146,0,0,0,0,0
ORISSA,BOLANGIR,TITILAGARH,0,44,44,0,0,0,0,0
ORISSA,BOLANGIR,TUREIKELA,0,8,8,0,0,0,0,0
ORISSA,BOUDH,BOUDH,0,53,53,0,0,0,0,0
ORISSA,BOUDH,HARABHANGA,0,24,24,0,0,0,0,0
ORISSA,BOUDH,KANTAMAL,0,81,81,0,0,0,0,0
ORISSA,CUTTACK,ATHAGARH,0,86,86,0,0,0,0,0
ORISSA,CUTTACK,BADAMBA,0,51,51,0,0,0,0,0
ORISSA,CUTTACK,BANKI,0,51,51,0,0,0,0,0
ORISSA,CUTTACK,BARANGA,0,64,64,0,0,0,0,0
ORISSA,CUTTACK,CUTTACKSADAR,0,206,206,0,0,0,0,0
ORISSA,CUTTACK,DAMPADA,0,84,84,0,0,0,0,0
ORISSA,CUTTACK,KANTAPADA,1,311,312,0.3,0,0,0,0
ORISSA,CUTTACK,MAHANGA,0,250,250,0,0,0,0,0
ORISSA,CUTTACK,NARASINGHPUR,0,40,40,0,0,0,0,0
ORISSA,CUTTACK,NIALI,0,913,913,0,0,0,0,0
ORISSA,CUTTACK,NISCHINTAKOILI,0,247,247,0,0,0,0,0
ORISSA,CUTTACK,SALIPUR,1,336,337,0.1,0,0,0,0
ORISSA,CUTTACK,TANGI CHOUDWAR,5,98,103,2.37,1.92,0,0,4
ORISSA,CUTTACK,TIGIRIA,0,23,23,0,0,0,0,0
ORISSA,DEOGARH,BARAKOTE,0,144,144,0,0,0,0,0
ORISSA,DEOGARH,RIAMAL,0,502,502,0,0,0,0,0
ORISSA,DEOGARH,TILEIBANI,0,73,73,0,0,0,0,0
ORISSA,DHENKANAL,BHUBAN,0,52,52,0,0,0,0,0
ORISSA,DHENKANAL,GANDIA,0,82,82,0,0,0,0,0
ORISSA,DHENKANAL,HINDOL,0,66,66,0,0,0,0,0
ORISSA,DHENKANAL,KAMAKHYANAGAR,0,39,39,0,0,0,0,0
ORISSA,DHENKANAL,KANKADAHAD,0,60,60,0,0,0,0,0
ORISSA,DHENKANAL,ODAPADA,0,83,83,0,0,0,0,0
ORISSA,DHENKANAL,PARJANG,0,32,32,0,0,0,0,0
ORISSA,DHENKANAL,SADAR,0,58,58,0,0,0,0,0
ORISSA,GAJAPATI,GUMMA,0,35,35,0,0,0,0,0
ORISSA,GAJAPATI,KASINAGAR,0,39,39,0,0,0,0,0
ORISSA,GAJAPATI,MOHANA,0,24,24,0,0,0,0,0
ORISSA,GAJAPATI,NUAGADA,0,1,1,0,0,0,0,0
ORISSA,GAJAPATI,PARALAKHEMUNDI,0,84,84,0,0,0,0,0
ORISSA,GAJAPATI,R.UDAYGIRI,0,8,8,0,0,0,0,0
ORISSA,GAJAPATI,RAYAGADA,0,26,26,0,0,0,0,0
ORISSA,GANJAM,ASKA,1,189,190,0,0,0,0,0
ORISSA,GANJAM,BELLAGUNTHA,0,23,23,0,0,0,0,0
ORISSA,GANJAM,BHANJANAGAR,0,50,50,0,0,0,0,0
ORISSA,GANJAM,BUGUDA,4,34,38,11.8,0,0,0,12
ORISSA,GANJAM,CHHATRAPUR,0,34,34,0,0,0,0,0
ORISSA,GANJAM,CHIKETI,0,44,44,0,0,0,0,0
ORISSA,GANJAM,DHARAKOTE,0,111,111,0,0,0,0,0
ORISSA,GANJAM,DIGAPAHANDI,0,382,382,0,0,0,0,0
ORISSA,GANJAM,GANJAM,0,39,39,0,0,0,0,0
ORISSA,GANJAM,HINJILICUT,0,38,38,0,0,0,0,0
ORISSA,GANJAM,JAGANNATHPRASAD,0,81,81,0,0,0,0,0
ORISSA,GANJAM,KABISURYANAGAR,2,57,59,22,0,0,0,22
ORISSA,GANJAM,KHALLIKOTE,0,12,12,0,0,0,0,0
ORISSA,GANJAM,KODALA,2,17,19,20,0,0,0,20
ORISSA,GANJAM,KUKUDAHANDI,0,21,21,0,0,0,0,0
ORISSA,GANJAM,PATRAPUR,15,32,47,20.95,0,0,0,21
ORISSA,GANJAM,POLASARA,7,37,44,81.27,0,0.4,0,82
ORISSA,GANJAM,PURUSOTTAMPUR,0,62,62,0,0,0,0,0
ORISSA,GANJAM,RANGEILUNDA,1,21,22,0.6,0,0,0,1
ORISSA,GANJAM,SANAKHEMUNDI,2,93,95,23,0,0,0,23
ORISSA,GANJAM,SHERAGAD,3,150,153,22,6.12,0,0,28
ORISSA,GANJAM,SORADA,0,110,110,0,0,0,0,0
ORISSA,JAGATSINGHPUR,BALIKUDA,0,32,32,0,0,0,0,0
ORISSA,JAGATSINGHPUR,BIRIDI,0,3,3,0,0,0,0,0
ORISSA,JAGATSINGHPUR,ERASAMA,0,18,18,0,0,0,0,0
ORISSA,JAGATSINGHPUR,JAGATSINGHPUR,0,2,2,0,0,0,0,0
ORISSA,JAGATSINGHPUR,KUJANG,0,18,18,0,0,0,0,0
ORISSA,JAGATSINGHPUR,NAUGAON,0,1,1,0,0,0,0,0
ORISSA,JAGATSINGHPUR,RAGHUNATHPUR,0,2,2,0,0,0,0,0
ORISSA,JAGATSINGHPUR,TIRTOL,0,22,22,0,0,0,0,0
ORISSA,JAJAPUR,BADACHANA,0,135,135,0,0,0,0,0
ORISSA,JAJAPUR,BARI,0,81,81,0,0,0,0,0
ORISSA,JAJAPUR,BINJHARPUR,0,45,45,0,0,0,0,0
ORISSA,JAJAPUR,DANAGADI,0,34,34,0,0,0,0,0
ORISSA,JAJAPUR,DASARATHPUR,0,155,155,0,0,0,0,0
ORISSA,JAJAPUR,DHARMASALA,0,342,342,0,0,0,0,0
ORISSA,JAJAPUR,JAJPUR,0,62,62,0,0,0,0,0
ORISSA,JAJAPUR,KOREI,0,1,1,0,0,0,0,0
ORISSA,JAJAPUR,RASULPUR,0,1,1,0,0,0,0,0
ORISSA,JAJAPUR,SUKINDA,0,29,29,0,0,0,0,0
ORISSA,JHARSUGUDA,JHARSUGUDA,0,57,57,0,0,0,0,0
ORISSA,JHARSUGUDA,KIRMIRA,0,132,132,0,0,0,0,0
ORISSA,JHARSUGUDA,KOLABIRA,0,88,88,0,0,0,0,0
ORISSA,JHARSUGUDA,LAIKERA,0,147,147,0,0,0,0,0
ORISSA,JHARSUGUDA,LAKHANPUR,0,151,151,0,0,0,0,0
ORISSA,KALAHANDI,BHAWANIPATANA,0,41,41,0,0,0,0,0
ORISSA,KALAHANDI,DHARMGAD,0,25,25,0,0,0,0,0
ORISSA,KALAHANDI,GOLAMUNDA,0,31,31,0,0,0,0,0
ORISSA,KALAHANDI,JAIPATNA,0,6,6,0,0,0,0,0
ORISSA,KALAHANDI,JUNAGAD,0,57,57,0,0,0,0,0
ORISSA,KALAHANDI,KALAMPUR,0,42,42,0,0,0,0,0
ORISSA,KALAHANDI,KARLAMUNDA,0,3,3,0,0,0,0,0
ORISSA,KALAHANDI,KESINGA,0,92,92,0,0,0,0,0
ORISSA,KALAHANDI,KOKASARA,0,10,10,0,0,0,0,0
ORISSA,KALAHANDI,LANJIGARH,0,34,34,0,0,0,0,0
ORISSA,KALAHANDI,MADANPUR RAMAPUR,0,46,46,0,0,0,0,0
ORISSA,KALAHANDI,NARLA,0,73,73,0,0,0,0,0
ORISSA,KANDHAMAL,BALIGUDA,0,8,8,0,0,0,0,0
ORISSA,KANDHAMAL,CHAKAPAD,0,13,13,0,0,0,0,0
ORISSA,KANDHAMAL,DARINGBADI,0,1,1,0,0,0,0,0
ORISSA,KANDHAMAL,FIRINGIA,0,35,35,0,0,0,0,0
ORISSA,KANDHAMAL,G.UDAYAGIRI,0,11,11,0,0,0,0,0
ORISSA,KANDHAMAL,KHAJURIPADA,0,16,16,0,0,0,0,0
ORISSA,KANDHAMAL,KOTAGARH,0,6,6,0,0,0,0,0
ORISSA,KANDHAMAL,NUAGAON,0,16,16,0,0,0,0,0
ORISSA,KANDHAMAL,PHULBANI,0,30,30,0,0,0,0,0
ORISSA,KANDHAMAL,RAIKIA,0,9,9,0,0,0,0,0
ORISSA,KANDHAMAL,TIKABALI,0,14,14,0,0,0,0,0
ORISSA,KANDHAMAL,TUMUDIBANDHA,0,12,12,0,0,0,0,0
ORISSA,KENDRAPARA,AUL,0,405,405,0,0,0,0,0
ORISSA,KENDRAPARA,DERABISHI,0,81,81,0,0,0,0,0
ORISSA,KENDRAPARA,GARADPUR,0,98,98,0,0,0,0,0
ORISSA,KENDRAPARA,KENDRAPADA,0,67,67,0,0,0,0,0
ORISSA,KENDRAPARA,MAHAKALPADA,0,240,240,0,0,0,0,0
ORISSA,KENDRAPARA,MARSHAGHAI,0,149,149,0,0,0,0,0
ORISSA,KENDRAPARA,PATTAMUNDAI,0,288,288,0,0,0,0,0
ORISSA,KENDRAPARA,RAJKANIKA,1,479,480,0,2,0,0,2
ORISSA,KENDRAPARA,RAJNAGAR,0,337,337,0,0,0,0,0
ORISSA,KEONJHAR,ANANDPUR,0,45,45,0,0,0,0,0
ORISSA,KEONJHAR,BANSPAL,0,95,95,0,0,0,0,0
ORISSA,KEONJHAR,CHAMPUA,0,226,226,0,0,0,0,0
ORISSA,KEONJHAR,GHASIPURA,0,60,60,0,0,0,0,0
ORISSA,KEONJHAR,GHATAGAON,0,59,59,0,0,0,0,0
ORISSA,KEONJHAR,HARICHANDANPUR,0,162,162,0,0,0,0,0
ORISSA,KEONJHAR,HATADIHI,0,109,109,0,0,0,0,0
ORISSA,KEONJHAR,JHUMPURA,0,205,205,0,0,0,0,0
ORISSA,KEONJHAR,JODA,0,47,47,0,0,0,0,0
ORISSA,KEONJHAR,KEONJHAR SADAR,0,217,217,0,0,0,0,0
ORISSA,KEONJHAR,PATANA,0,95,95,0,0,0,0,0
ORISSA,KEONJHAR,SAHARPADA,0,57,57,0,0,0,0,0
ORISSA,KEONJHAR,TELKOI,0,151,151,0,0,0,0,0
ORISSA,KHURDA,BALIANTA,0,17,17,0,0,0,0,0
ORISSA,KHURDA,BANAPUR,0,53,53,0,0,0,0,0
ORISSA,KHURDA,BEGUNIA,0,99,99,0,0,0,0,0
ORISSA,KHURDA,BHUBANESWAR,0,39,39,0,0,0,0,0
ORISSA,KHURDA,BOLAGARH,0,46,46,0,0,0,0,0
ORISSA,KHURDA,CHILIKA,0,12,12,0,0,0,0,0
ORISSA,KHURDA,JATANI,0,27,27,0,0,0,0,0
ORISSA,KHURDA,KHURDA,0,43,43,0,0,0,0,0
ORISSA,KHURDA,TANGI,0,193,193,0,0,0,0,0
ORISSA,KORAPUT,BANDHUGAON,0,49,49,0,0,0,0,0
ORISSA,KORAPUT,BOIPARIGUDA,0,287,287,0,0,0,0,0
ORISSA,KORAPUT,BORIGUMMA,0,824,824,0,0,0,0,0
ORISSA,KORAPUT,DASAMANTAPUR,0,5,5,0,0,0,0,0
ORISSA,KORAPUT,JEYPORE,1,96,97,0.4,0,0,0,0
ORISSA,KORAPUT,KORAPUT,0,44,44,0,0,0,0,0
ORISSA,KORAPUT,KOTPAD,0,286,286,0,0,0,0,0
ORISSA,KORAPUT,KUNDURA,0,338,338,0,0,0,0,0
ORISSA,KORAPUT,LAMTAPUT,0,10,10,0,0,0,0,0
ORISSA,KORAPUT,LAXMIPUR,0,19,19,0,0,0,0,0
ORISSA,KORAPUT,NANDAPUR,0,12,12,0,0,0,0,0
ORISSA,KORAPUT,NARAYANAPATNA,0,18,18,0,0,0,0,0
ORISSA,KORAPUT,POTANGI,0,2,2,0,0,0,0,0
ORISSA,KORAPUT,SEMILIGUDA,0,13,13,0,0,0,0,0
ORISSA,MALKANAGIRI,KALIMELA,0,18,18,0,0,0,0,0
ORISSA,MALKANAGIRI,KHAIRPUT,0,11,11,0,0,0,0,0
ORISSA,MALKANAGIRI,KORKONDA,22,41,63,4.85,6.59,0,0.46,12
ORISSA,MALKANAGIRI,KUDUMULUGUMMA,0,5,5,0,0,0,0,0
ORISSA,MALKANAGIRI,MALKANGIRI,9,4,13,31.01,19.09,0,0,50
ORISSA,MALKANAGIRI,MATHILI,0,40,40,0,0,0,0,0
ORISSA,MALKANAGIRI,PODIA,0,12,12,0,0,0,0,0
ORISSA,MAYURBHANJA,BADASAHI,0,109,109,0,0,0,0,0
ORISSA,MAYURBHANJA,BAHALADA,0,6,6,0,0,0,0,0
ORISSA,MAYURBHANJA,BANGIRIPOSI,0,223,223,0,0,0,0,0
ORISSA,MAYURBHANJA,BARIPADA,0,133,133,0,0,0,0,0
ORISSA,MAYURBHANJA,BETANATI,0,96,96,0,0,0,0,0
ORISSA,MAYURBHANJA,BIJATALA,0,18,18,0,0,0,0,0
ORISSA,MAYURBHANJA,BISOI,0,21,21,0,0,0,0,0
ORISSA,MAYURBHANJA,GOPABANDHUNAGAR,0,186,186,0,0,0,0,0
ORISSA,MAYURBHANJA,JAMADA,0,117,117,0,0,0,0,0
ORISSA,MAYURBHANJA,JASIPUR,0,46,46,0,0,0,0,0
ORISSA,MAYURBHANJA,KAPTIPADA,0,19,19,0,0,0,0,0
ORISSA,MAYURBHANJA,KARANJIA,0,35,35,0,0,0,0,0
ORISSA,MAYURBHANJA,KHUNTA,0,117,117,0,0,0,0,0
ORISSA,MAYURBHANJA,KULIANA,0,139,139,0,0,0,0,0
ORISSA,MAYURBHANJA,KUSUMI,0,66,66,0,0,0,0,0
ORISSA,MAYURBHANJA,MURUDA,0,99,99,0,0,0,0,0
ORISSA,MAYURBHANJA,RARUAN,0,36,36,0,0,0,0,0
ORISSA,MAYURBHANJA,RASAGOBINDAPUR,0,52,52,0,0,0,0,0
ORISSA,MAYURBHANJA,RIRANGAPUR,4,80,84,0,0.58,0.15,0,1
ORISSA,MAYURBHANJA,SAMAKHUNTA,0,139,139,0,0,0,0,0
ORISSA,MAYURBHANJA,SARASAKANA,0,96,96,0,0,0,0,0
ORISSA,MAYURBHANJA,SUKRULI,0,25,25,0,0,0,0,0
ORISSA,MAYURBHANJA,SULIAPADA,0,280,280,0,0,0,0,0
ORISSA,MAYURBHANJA,THAKURMUNDA,0,6,6,0,0,0,0,0
ORISSA,MAYURBHANJA,TIRING,0,10,10,0,0,0,0,0
ORISSA,MAYURBHANJA,UDALA,3,69,72,3.7,0,0,0,4
ORISSA,NAWARANGAPUR,CHANDAHANDI,0,31,31,0,0,0,0,0
ORISSA,NAWARANGAPUR,DABUGAON,0,350,350,0,0,0,0,0
