-----
{
 "description": "The table refers to Block wise Distribution of Shallow Tubewells according to source of Finance. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.7.csv", 
 "title": "Download CSV for Blockwise Distribution of Shallow Tubewells according to source of Finance", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.7.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Government fund,Farmer's saving,Loan & Saving,Subsidy & Bank loan,Subsidy only,Others,Total
BIHAR,MUZAFFARPUR,BANDRA,302,903,52,1,0,0,1258
BIHAR,MUZAFFARPUR,BOCHAHAN,905,996,186,31,84,0,2202
BIHAR,MUZAFFARPUR,GAIGHAT,280,1807,62,119,44,0,2312
BIHAR,MUZAFFARPUR,KANTI,793,1757,94,126,31,1,2802
BIHAR,MUZAFFARPUR,KATRA,204,982,143,104,65,121,1619
BIHAR,MUZAFFARPUR,KURHANI,1052,2083,377,184,197,9,3902
BIHAR,MUZAFFARPUR,MINAPUR,2456,843,26,34,14,16,3389
BIHAR,MUZAFFARPUR,MORAUL,277,507,35,13,89,20,941
BIHAR,MUZAFFARPUR,MOTIPUR,330,1994,34,74,135,250,2817
BIHAR,MUZAFFARPUR,MUSHAHARI,131,1276,30,57,137,106,1737
BIHAR,MUZAFFARPUR,PAROO,126,2298,49,102,44,14,2633
BIHAR,MUZAFFARPUR,SAHEBGANJ,623,1370,146,108,51,29,2327
BIHAR,MUZAFFARPUR,SAKRA,674,1335,87,78,42,16,2232
BIHAR,MUZAFFARPUR,SARAIYA,437,1691,48,208,164,85,2633
BIHAR,NALANDA,ASTHAWAN,440,674,59,0,2,0,1175
BIHAR,NALANDA,BEN,8,478,6,1,2,0,495
BIHAR,NALANDA,BIHARSHARIF,255,493,13,54,43,0,858
BIHAR,NALANDA,BIND,209,524,2,73,0,0,808
BIHAR,NALANDA,CHANDI,61,926,1,8,1,0,997
BIHAR,NALANDA,EKANGARSARAI,925,531,38,72,31,0,1597
BIHAR,NALANDA,GIRIYAK,422,761,15,32,44,0,1274
BIHAR,NALANDA,HARNAUT,277,1292,3,7,7,0,1586
BIHAR,NALANDA,HILSA,717,1039,9,18,47,1,1831
BIHAR,NALANDA,ISLAMPUR,1249,1014,16,11,8,0,2298
BIHAR,NALANDA,KARAIPARSURAI,430,349,2,18,2,0,801
BIHAR,NALANDA,KATRISARAI,49,309,0,6,1,0,365
BIHAR,NALANDA,NAGARNAUSA,178,1549,1,21,4,0,1753
BIHAR,NALANDA,NOORSARAI,107,295,0,3,10,1,416
BIHAR,NALANDA,PARWALPUR,61,438,4,6,6,0,515
BIHAR,NALANDA,RAHUI,281,303,11,28,12,0,635
BIHAR,NALANDA,RAJGIR,129,1105,20,7,10,3,1274
BIHAR,NALANDA,SARMERA,81,841,21,12,0,0,955
BIHAR,NALANDA,SILAO,263,601,6,13,0,6,889
BIHAR,NALANDA,THARTHARI,251,230,16,17,1,1,516
BIHAR,NAWADA,AKBARPUR,212,1322,901,149,128,0,2712
BIHAR,NAWADA,GOVINDPUR,97,101,192,134,8,0,532
BIHAR,NAWADA,HASUA,316,1302,49,32,10,7,1716
BIHAR,NAWADA,KASHICHAK,86,291,9,0,0,1,387
BIHAR,NAWADA,KAWAKOLE,267,87,401,107,2,0,864
BIHAR,NAWADA,MESKAUR,86,306,3,9,9,1,414
BIHAR,NAWADA,NARDIGUNJ,109,810,491,35,0,0,1445
BIHAR,NAWADA,NARHAT,8,342,439,237,25,0,1051
BIHAR,NAWADA,NAWADA,206,996,612,120,8,0,1942
BIHAR,NAWADA,PAKRIBRAWAN,204,445,262,164,15,0,1090
BIHAR,NAWADA,RAJAULI,73,1068,389,64,91,0,1685
BIHAR,NAWADA,ROH,106,146,750,326,9,0,1337
BIHAR,NAWADA,SIRDALA,147,205,432,44,8,0,836
BIHAR,NAWADA,WARISALIGUNJ,303,319,749,90,6,0,1467
BIHAR,PATNA,ATHAMALGOLA,6,214,1,4,1,347,573
BIHAR,PATNA,BAKHTIARPUR,110,670,10,35,175,1,1001
BIHAR,PATNA,BARH,469,267,13,4,48,0,801
BIHAR,PATNA,BELCHCHI,58,274,4,5,3,1,345
BIHAR,PATNA,BIHTA,657,1069,20,69,198,42,2055
BIHAR,PATNA,DANAPUR-CUM-KHAGAUL,306,375,83,1,0,0,765
BIHAR,PATNA,DANIYAWAN,204,341,38,10,0,0,593
BIHAR,PATNA,DHANARUA,499,2132,51,29,60,114,2885
BIHAR,PATNA,DULHIN BAZAR,163,615,89,12,5,0,884
BIHAR,PATNA,FATUHA,333,731,30,12,365,0,1471
BIHAR,PATNA,GHOSWARI,50,606,0,0,1,40,697
BIHAR,PATNA,KHUSRUPUR,158,23,1,0,0,0,182
BIHAR,PATNA,MANER,332,532,20,51,39,29,1003
BIHAR,PATNA,MASAURHI,618,2573,98,7,27,4,3327
BIHAR,PATNA,MOKAMA,52,286,61,0,196,9,604
BIHAR,PATNA,NAUBATPUR,546,1269,101,158,43,0,2117
BIHAR,PATNA,PALIGANJ,198,190,66,160,115,1,730
BIHAR,PATNA,PANDARAK,385,427,6,17,243,264,1342
BIHAR,PATNA,PATNA SADAR,52,409,12,69,0,0,542
BIHAR,PATNA,PHULWARI,281,1170,28,26,95,16,1616
BIHAR,PATNA,PUNPUN,259,1474,41,48,33,0,1855
BIHAR,PATNA,SAMPATCHAK,170,541,22,21,7,309,1070
BIHAR,PATNA,VIKRAM,60,1150,87,67,108,0,1472
BIHAR,PURNIA,AMOUR,29,1555,0,3,1,0,1588
BIHAR,PURNIA,BAISA,515,904,71,23,44,0,1557
BIHAR,PURNIA,BAISI,19,1625,3,43,40,0,1730
BIHAR,PURNIA,BANMANKHI,686,475,224,407,184,0,1976
BIHAR,PURNIA,BARHARA KOTHI,56,1212,0,193,72,0,1533
BIHAR,PURNIA,BHAWANIPUR,24,951,1,284,1,0,1261
BIHAR,PURNIA,DAGARUA,0,2194,36,61,87,0,2378
BIHAR,PURNIA,DHAMDAHA,446,1611,31,2,41,0,2131
BIHAR,PURNIA,JALALGARH,269,195,32,32,252,0,780
BIHAR,PURNIA,KASBA,284,374,52,115,290,22,1137
BIHAR,PURNIA,KRITYANAND NAGAR,16,1008,0,39,740,0,1803
BIHAR,PURNIA,PURNEA EAST,128,1586,36,21,30,0,1801
BIHAR,PURNIA,RUPOULI,75,1301,0,19,384,0,1779
BIHAR,PURNIA,SRINAGAR,0,904,0,0,82,0,986
BIHAR,ROHTAS(SASARAM),AKHORIGOLA,233,313,3,9,26,0,584
BIHAR,ROHTAS(SASARAM),BIKRAMGANJ,147,201,31,444,148,0,971
BIHAR,ROHTAS(SASARAM),CHENARI,58,66,8,33,158,0,323
BIHAR,ROHTAS(SASARAM),DAWATH,6,282,1,1,234,73,597
BIHAR,ROHTAS(SASARAM),DEHRI,33,1852,67,6,16,0,1974
BIHAR,ROHTAS(SASARAM),DINARA,887,522,81,12,160,0,1662
BIHAR,ROHTAS(SASARAM),KARAKAT,259,559,19,16,132,0,985
BIHAR,ROHTAS(SASARAM),KARGAHAR,383,2788,49,11,30,14,3275
BIHAR,ROHTAS(SASARAM),KOCHAS,336,2347,24,56,54,0,2817
BIHAR,ROHTAS(SASARAM),NASRIGANJ,90,295,36,20,27,0,468
BIHAR,ROHTAS(SASARAM),NAUHATTA,71,23,9,16,4,0,123
BIHAR,ROHTAS(SASARAM),NOKHA,207,70,44,131,86,32,570
BIHAR,ROHTAS(SASARAM),RAJPUR,130,89,27,159,12,0,417
BIHAR,ROHTAS(SASARAM),ROHTAS,349,414,0,2,17,0,782
BIHAR,ROHTAS(SASARAM),SANJHAULI,155,113,13,71,18,0,370
BIHAR,ROHTAS(SASARAM),SASARAM,309,517,13,121,97,0,1057
BIHAR,ROHTAS(SASARAM),SHEOSAGAR,208,537,8,50,139,0,942
BIHAR,ROHTAS(SASARAM),SURAJPURA,7,276,1,0,220,0,504
BIHAR,ROHTAS(SASARAM),TILOUTTHU,195,2204,27,18,20,0,2464
BIHAR,SAHARSA,BANMA ITAHARI,238,80,0,13,13,216,560
BIHAR,SAHARSA,KAHARA,166,127,26,77,445,21,862
BIHAR,SAHARSA,MAHISHI,37,311,228,195,121,0,892
BIHAR,SAHARSA,NAUHATTA,295,398,2,255,526,0,1476
BIHAR,SAHARSA,PATARGHAT,11,1116,50,157,40,0,1374
BIHAR,SAHARSA,SALKHUA,1,1020,0,1,90,0,1112
BIHAR,SAHARSA,SATTAR KATTAIYA,1,557,7,79,418,0,1062
BIHAR,SAHARSA,SAUR BAZAR,109,1928,2,138,81,0,2258
BIHAR,SAHARSA,SIMRI BAKHTIARPUR,22,478,20,110,175,0,805
BIHAR,SAHARSA,SONBARSA,5,1369,2,0,7,0,1383
BIHAR,SAMASTIPUR,BIBHUTIPUR,24,2121,332,337,185,121,3120
BIHAR,SAMASTIPUR,BITHAN,20,824,166,104,0,0,1114
BIHAR,SAMASTIPUR,DALSINGHSARAI,201,1141,119,98,22,31,1612
BIHAR,SAMASTIPUR,HASANPUR,283,640,411,208,3,0,1545
BIHAR,SAMASTIPUR,KALYANPUR,78,2833,217,179,100,0,3407
BIHAR,SAMASTIPUR,KHANPUR,10,1235,21,58,39,0,1363
BIHAR,SAMASTIPUR,MOHANPUR,73,184,82,74,4,0,417
BIHAR,SAMASTIPUR,MOHIUDDIN NAGAR,26,1064,65,32,17,131,1335
BIHAR,SAMASTIPUR,MORWA,45,1192,154,14,1,14,1420
BIHAR,SAMASTIPUR,PATORI,44,515,73,94,8,0,734
BIHAR,SAMASTIPUR,PUSA,175,410,54,45,174,0,858
BIHAR,SAMASTIPUR,ROSERA,404,472,55,183,43,0,1157
BIHAR,SAMASTIPUR,SAMASTIPUR,92,861,147,125,207,118,1550
BIHAR,SAMASTIPUR,SARAIRANJAN,189,1719,146,175,137,0,2366
BIHAR,SAMASTIPUR,SHIVAJINAGAR,147,1091,121,81,41,80,1561
BIHAR,SAMASTIPUR,SINGHIA,77,802,39,56,133,229,1336
BIHAR,SAMASTIPUR,TAJPUR,23,1421,5,110,12,0,1571
BIHAR,SAMASTIPUR,UJIYARPUR,176,1826,96,232,7,0,2337
BIHAR,SAMASTIPUR,VIDHYAPATINAGAR,26,1128,50,24,25,93,1346
BIHAR,SAMASTIPUR,WARISHNAGAR,41,963,189,5,83,0,1281
BIHAR,SARAN,AMNAUR,0,56,0,0,0,0,56
BIHAR,SARAN,BANIYAPUR,361,1161,50,114,119,0,1805
BIHAR,SARAN,DARIYAPUR,398,1859,43,139,68,0,2507
BIHAR,SARAN,DIGHWARA,9,797,2,6,78,0,892
BIHAR,SARAN,EKMA,39,1887,43,45,138,9,2161
BIHAR,SARAN,GARKHA,285,1172,93,53,39,27,1669
BIHAR,SARAN,ISHUAPUR,174,1156,5,26,9,0,1370
BIHAR,SARAN,JALAPUR,427,421,23,267,42,18,1198
BIHAR,SARAN,LAHLADPUR,158,301,14,10,62,0,545
BIHAR,SARAN,MAKER,30,214,1,2,8,0,255
BIHAR,SARAN,MANJHI,1,55,0,0,0,0,56
BIHAR,SARAN,MARAURAH,578,1267,11,49,171,1,2077
BIHAR,SARAN,MASHRAKH,1090,104,29,35,1,0,1259
BIHAR,SARAN,NAGRA,203,544,26,11,6,0,790
BIHAR,SARAN,PANAPUR,650,255,34,40,2,0,981
BIHAR,SARAN,PARSA,521,920,78,57,133,0,1709
BIHAR,SARAN,REVILGANJ,228,307,74,39,126,0,774
BIHAR,SARAN,SADAR,118,802,167,4,20,0,1111
BIHAR,SARAN,SONPUR,0,509,0,0,0,0,509
BIHAR,SARAN,TRAIYA,767,465,20,35,1,0,1288
BIHAR,SHEKHPURA,ARIYARI,200,1057,29,25,175,6,1492
BIHAR,SHEKHPURA,BARBIGHA,79,1058,10,80,27,0,1254
BIHAR,SHEKHPURA,CHEWARA,32,410,24,63,0,0,529
BIHAR,SHEKHPURA,GHAT KUSUMBHA,91,140,10,15,1,0,257
BIHAR,SHEKHPURA,SHEKHOPURA SARAI,29,564,1,40,1,0,635
BIHAR,SHEKHPURA,SHEKHPURA,140,420,0,3,4,5,572
BIHAR,SHEOHAR,DUMRI KATSARI,174,761,0,1,13,220,1169
BIHAR,SHEOHAR,PIPRAHARI,88,428,3,71,67,318,975
BIHAR,SHEOHAR,PURNHIYA,125,382,5,9,0,0,521
BIHAR,SHEOHAR,SHEOHAR,209,690,25,24,134,214,1296
BIHAR,SHEOHAR,TRIYANI,572,1415,57,34,32,162,2272
BIHAR,SITAMARHI,BAIRGANIA,3,278,20,1,192,442,936
BIHAR,SITAMARHI,BAJPATTI,13,417,31,35,83,603,1182
BIHAR,SITAMARHI,BATHNAHA,49,1675,155,13,46,570,2508
BIHAR,SITAMARHI,BELSAND,28,436,23,26,82,485,1080
BIHAR,SITAMARHI,BOKHRA,26,67,53,115,111,184,556
BIHAR,SITAMARHI,CHORAUT,0,11,0,1,0,0,12
BIHAR,SITAMARHI,DUMRA,13,398,13,1,111,987,1523
BIHAR,SITAMARHI,MEJARGANJ,68,432,3,7,171,271,952
BIHAR,SITAMARHI,NANPUR,10,155,19,83,51,378,696
BIHAR,SITAMARHI,PARIHAR,153,129,23,86,621,0,1012
BIHAR,SITAMARHI,PARSAUNI,2,481,46,29,67,203,828
BIHAR,SITAMARHI,PUPARI,0,18,3,49,24,448,542
BIHAR,SITAMARHI,RIGA,144,574,37,74,261,305,1395
BIHAR,SITAMARHI,RUNNISAIDPUR,114,1471,162,332,201,267,2547
BIHAR,SITAMARHI,SONWARSA,49,665,54,26,159,203,1156
BIHAR,SITAMARHI,SUPPI,182,503,9,11,350,109,1164
BIHAR,SITAMARHI,SURSAND,135,65,3,6,2,3,214
BIHAR,SIWAN,ANDER,149,695,14,34,181,126,1199
BIHAR,SIWAN,BARHARIA,431,1481,80,53,295,35,2375
BIHAR,SIWAN,BASANTPUR,267,280,119,39,0,0,705
BIHAR,SIWAN,BHAGWANPUR-HAT,542,892,76,218,60,0,1788
BIHAR,SIWAN,DARAULI,740,865,195,129,50,0,1979
BIHAR,SIWAN,DARAUNDHA,7,1433,27,3,181,0,1651
BIHAR,SIWAN,GOREAKOTHI,413,1290,74,99,424,0,2300
BIHAR,SIWAN,GUTHANI,77,538,99,56,130,319,1219
BIHAR,SIWAN,HASANPURA,10,735,2,116,250,159,1272
BIHAR,SIWAN,HUSSAINGANJ,53,171,1,261,190,636,1312
BIHAR,SIWAN,JIRADEI,406,348,153,203,97,131,1338
BIHAR,SIWAN,LAKRI NABIGANJ,184,565,22,17,196,64,1048
BIHAR,SIWAN,MAHARAJGANJ,205,1292,43,15,103,117,1775
BIHAR,SIWAN,MAIRWA,498,323,49,96,29,0,995
BIHAR,SIWAN,NAUTAN,223,472,1,74,86,28,884
BIHAR,SIWAN,PACHRUKHI,188,1110,83,61,278,13,1733
BIHAR,SIWAN,RAGHUNATHPUR,107,858,299,267,28,0,1559
BIHAR,SIWAN,SISWAN,16,786,4,1,64,736,1607
BIHAR,SIWAN,SIWAN,354,688,203,135,368,165,1913
BIHAR,SUPAUL,BASANTPUR,151,1633,2,3,64,0,1853
BIHAR,SUPAUL,CHHATAPUR,104,1489,80,109,460,1,2243
BIHAR,SUPAUL,KISHANPUR,72,714,195,74,3,0,1058
BIHAR,SUPAUL,MARAUNA,41,298,0,29,228,0,596
BIHAR,SUPAUL,NIRMALI,151,205,12,131,0,1,500
BIHAR,SUPAUL,PIPRA,50,1676,11,0,331,0,2068
BIHAR,SUPAUL,PRATAPGANJ,2,114,0,9,370,0,495
BIHAR,SUPAUL,RAGHOPUR,115,0,20,304,676,0,1115
BIHAR,SUPAUL,SARAIGARH BHAPTIYAHI,8,490,104,80,12,3,697
BIHAR,SUPAUL,SUPAUL,638,8,3,745,0,0,1394
BIHAR,SUPAUL,TRIVENIGANJ,1654,249,9,169,141,0,2222
BIHAR,VAISHALI,BHAGWANPUR,669,558,95,24,96,0,1442
BIHAR,VAISHALI,BIDUPUR,452,669,74,83,40,8,1326
BIHAR,VAISHALI,CHEHRAKALA,270,633,71,30,22,0,1026
BIHAR,VAISHALI,DESARI,211,313,65,42,11,0,642
BIHAR,VAISHALI,GORAUL,372,1054,121,41,44,0,1632
BIHAR,VAISHALI,HAJIPUR,1306,772,7,99,35,0,2219
BIHAR,VAISHALI,JANDAHA,255,1667,166,130,72,14,2304
BIHAR,VAISHALI,LALGANJ,386,1063,107,44,65,0,1665
BIHAR,VAISHALI,MAHNAR,19,154,96,50,78,542,939
BIHAR,VAISHALI,MAHUA,508,1224,125,83,48,5,1993
BIHAR,VAISHALI,PATEDHI BELSAR,13,596,1,13,2,0,625
BIHAR,VAISHALI,PATEPUR,446,3172,107,44,154,4,3927
BIHAR,VAISHALI,RAGHOPUR,376,1232,74,0,0,0,1682
BIHAR,VAISHALI,RAJAPAKAR,505,647,79,50,20,0,1301
BIHAR,VAISHALI,SAHDEI BUZURG,281,571,21,43,89,0,1005
BIHAR,VAISHALI,VAISHALI,299,898,55,238,26,23,1539
BIHAR,WEST CHAMPARAN,BAGAHA,127,825,16,19,17,0,1004
BIHAR,WEST CHAMPARAN,BAIRIA,135,762,2,0,17,0,916
BIHAR,WEST CHAMPARAN,BETTIAH,31,125,26,0,1,0,183
BIHAR,WEST CHAMPARAN,BHITAHA,247,429,18,1,21,0,716
BIHAR,WEST CHAMPARAN,CHANPATIA,210,755,53,29,42,85,1174
BIHAR,WEST CHAMPARAN,GAUNAHA,89,306,0,41,0,0,436
BIHAR,WEST CHAMPARAN,JOGAPATTI,168,887,53,48,92,0,1248
BIHAR,WEST CHAMPARAN,LAURIA,113,1067,6,120,25,169,1500
BIHAR,WEST CHAMPARAN,MADHUBANI,81,540,26,81,18,9,755
BIHAR,WEST CHAMPARAN,MAINATAND,7,120,41,192,238,0,598
BIHAR,WEST CHAMPARAN,MAJHAULIA,933,1493,106,155,186,7,2880
BIHAR,WEST CHAMPARAN,NARKATIAGANJ,187,789,57,22,248,2,1305
BIHAR,WEST CHAMPARAN,NAUTAN,71,1286,139,120,122,31,1769
BIHAR,WEST CHAMPARAN,PIPRASI,37,115,0,11,8,0,171
BIHAR,WEST CHAMPARAN,RAMNAGAR,392,494,59,16,10,0,971
BIHAR,WEST CHAMPARAN,SIDHAW,140,726,15,39,140,18,1078
BIHAR,WEST CHAMPARAN,SIKTA,88,204,1,28,33,511,865
BIHAR,WEST CHAMPARAN,THAKRAHA,62,177,21,27,3,0,290
CHANDIGARH,UT CHANDIGARH,UT CHANDIGARH,1,131,0,0,0,0,132
CHHATTISGARH,BASTER,JAGDALPUR,96,73,24,85,842,7,1127
CHHATTISGARH,BASTER,KESHKAL,0,14,0,1,298,0,313
CHHATTISGARH,BASTER,KONDAGAON,4,12,7,12,235,0,270
CHHATTISGARH,BASTER,NARAYANPUR,0,1,2,0,346,0,349
CHHATTISGARH,BILASPUR,BELHA,641,156,10,50,3,0,860
CHHATTISGARH,BILASPUR,BILASPUR,2956,395,137,21,22,1,3532
CHHATTISGARH,BILASPUR,KOTA,410,115,26,7,0,1,559
CHHATTISGARH,BILASPUR,LORMI,668,253,18,5,3,0,947
CHHATTISGARH,BILASPUR,MASTURI,436,167,11,4,1,0,619
CHHATTISGARH,BILASPUR,MUNGELI,1653,511,140,76,9,0,2389
CHHATTISGARH,BILASPUR,PENDRA-ROAD,353,19,1,1,1,0,375
CHHATTISGARH,BILASPUR,TAKHATPUR,2958,893,100,77,11,73,4112
CHHATTISGARH,DANTEWADA,BEEJAPUR,0,0,0,0,2,0,2
CHHATTISGARH,DANTEWADA,BHOPALPATNAM,0,0,0,0,13,0,13
CHHATTISGARH,DANTEWADA,DANTEVADA,3,1,0,2,0,0,6
CHHATTISGARH,DANTEWADA,KONTA,0,4,1,18,158,1,182
CHHATTISGARH,DHAMTARI,DHAMTARI,951,3072,81,48,227,2,4381
CHHATTISGARH,DHAMTARI,KURUD,980,3203,130,18,338,0,4669
CHHATTISGARH,DHAMTARI,NAGARI,21,142,7,9,429,5,613
CHHATTISGARH,DURG,BALOD,67,1344,28,54,146,1,1640
CHHATTISGARH,DURG,BEMETARA,122,894,100,93,263,0,1472
CHHATTISGARH,DURG,BERLA,4,24,2,0,2,0,32
CHHATTISGARH,DURG,DHMADHA,82,970,293,115,34,2,1496
CHHATTISGARH,DURG,DONDILOHAR,16,219,16,6,176,1,434
CHHATTISGARH,DURG,DURG,186,438,34,29,13,0,700
CHHATTISGARH,DURG,GUNDERDEHI,52,1164,100,10,115,1,1442
CHHATTISGARH,DURG,GURUR,368,2827,268,2,23,0,3488
CHHATTISGARH,DURG,NAVAGARH,64,464,53,48,103,6,738
CHHATTISGARH,DURG,PATAN,610,1806,108,38,90,16,2668
CHHATTISGARH,DURG,SAJA,81,886,305,122,37,5,1436
CHHATTISGARH,JANJGIR-CHAMPA,CHAMPA,229,67,13,4,12,0,325
CHHATTISGARH,JANJGIR-CHAMPA,DABHARA,2473,943,43,3,0,0,3462
CHHATTISGARH,JANJGIR-CHAMPA,JAIJAIPUR,1067,482,19,18,0,2,1588
CHHATTISGARH,JANJGIR-CHAMPA,JANJGIR,619,213,8,5,3,0,848
CHHATTISGARH,JANJGIR-CHAMPA,MALKHARODA,1233,522,24,7,0,0,1786
CHHATTISGARH,JANJGIR-CHAMPA,NAVAGARH,14,4,0,0,0,0,18
CHHATTISGARH,JANJGIR-CHAMPA,PAMGARH,36,17,0,1,0,0,54
CHHATTISGARH,JANJGIR-CHAMPA,SAKTI,280,108,2,15,0,0,405
CHHATTISGARH,JASHPUR,BAGICHA,16,0,0,0,0,0,16
CHHATTISGARH,JASHPUR,KUNKURI,9,4,5,0,0,0,18
CHHATTISGARH,JASHPUR,PATHALGAON,52,6,4,0,0,0,62
CHHATTISGARH,KANKER,ANTAGAR,0,6,0,11,0,0,17
CHHATTISGARH,KANKER,BHANUPRATAPPUR,4,9,43,12,1,0,69
CHHATTISGARH,KANKER,CHARAMA,34,365,15,47,76,1,538
CHHATTISGARH,KANKER,KANKER,39,91,5,42,18,1,196
CHHATTISGARH,KANKER,NARHARPUR,31,59,1,45,3,0,139
CHHATTISGARH,KORBA,KARTALA,57,9,0,3,0,0,69
CHHATTISGARH,KORBA,KATGHORA,50,5,6,1,0,0,62
CHHATTISGARH,KORBA,KORBA,63,2,0,0,0,0,65
CHHATTISGARH,KORBA,PALI,4,1,0,2,0,0,7
CHHATTISGARH,KORIA,BAIKUNTHPUR,44,3,1,0,0,0,48
CHHATTISGARH,KORIA,BHARATPUR,10,0,0,5,0,0,15
CHHATTISGARH,KORIA,MANENDRAGARH,11,3,0,1,0,0,15
CHHATTISGARH,KVARDHA,KVARDHA,95,858,51,3,751,1,1759
CHHATTISGARH,KVARDHA,PANDARIYA,166,835,109,39,436,0,1585
CHHATTISGARH,MAHASAMUND,BASNA,15,530,27,2,306,0,880
CHHATTISGARH,MAHASAMUND,MAHASAMUND,190,934,199,166,905,1,2395
CHHATTISGARH,MAHASAMUND,SARIYPALI,48,296,7,2,341,0,694
CHHATTISGARH,RAIGARH,DHARAMJAIGARH,158,38,0,9,1,1,207
CHHATTISGARH,RAIGARH,GHARGODA,318,79,2,9,13,3,424
CHHATTISGARH,RAIGARH,KHARSIYA,1299,389,80,1,78,0,1847
CHHATTISGARH,RAIGARH,LAILUNGA,44,14,2,2,1,0,63
CHHATTISGARH,RAIGARH,RAIGARH,6556,2561,186,53,26,0,9382
CHHATTISGARH,RAIGARH,SARANGARH,3610,1452,150,33,11,2,5258
CHHATTISGARH,RAIPUR,ABHANPUR,15,761,357,17,155,1,1306
CHHATTISGARH,RAIPUR,ARANG,16,717,47,33,128,0,941
CHHATTISGARH,RAIPUR,BHATAPARA,49,582,54,26,33,1,745
CHHATTISGARH,RAIPUR,BILAIGARH,18,138,0,0,320,0,476
CHHATTISGARH,RAIPUR,BLOUDABAJAR,27,154,14,18,44,0,257
CHHATTISGARH,RAIPUR,DEVBHOG,0,0,0,0,94,0,94
CHHATTISGARH,RAIPUR,GARIYABAND,67,147,41,55,6,0,316
CHHATTISGARH,RAIPUR,KASDOL,4,232,1,4,98,0,339
CHHATTISGARH,RAIPUR,PALARI,2,35,11,0,239,0,287
CHHATTISGARH,RAIPUR,RAIPUR,55,1176,104,23,29,0,1387
CHHATTISGARH,RAIPUR,RAJIM,30,152,6,3,14,0,205
CHHATTISGARH,RAIPUR,SIMGA,93,701,81,38,122,10,1045
CHHATTISGARH,RAIPUR,TILDA,158,677,62,42,151,4,1094
CHHATTISGARH,RAJNANDGAON,AMBAGARH CHOUKI,4,8,35,0,157,2,206
CHHATTISGARH,RAJNANDGAON,CHHUIKHADAN,3,92,0,2,448,0,545
CHHATTISGARH,RAJNANDGAON,DONGAR GAON,78,231,56,48,164,0,577
CHHATTISGARH,RAJNANDGAON,DONGAR GARH,41,55,9,10,8,0,123
CHHATTISGARH,RAJNANDGAON,KHAIRAGARH,30,78,6,6,12,0,132
CHHATTISGARH,RAJNANDGAON,MANPUR,4,18,0,2,0,0,24
CHHATTISGARH,RAJNANDGAON,MOHLA,1,3,0,2,0,1,7
CHHATTISGARH,RAJNANDGAON,RAJNANDGAON,39,191,37,88,62,5,422
CHHATTISGARH,SURGUJA,AMBIKAPUR,107,26,17,0,1,0,151
CHHATTISGARH,SURGUJA,LUNDRA,6,3,0,0,0,0,9
CHHATTISGARH,SURGUJA,PAL,6,2,0,1,0,0,9
CHHATTISGARH,SURGUJA,PRATAPPUR,46,0,2,0,2,0,50
CHHATTISGARH,SURGUJA,RAJPUR,44,4,2,14,0,0,64
CHHATTISGARH,SURGUJA,SAMRI,4,0,0,1,0,0,5
CHHATTISGARH,SURGUJA,SITAPUR,12,1,1,8,0,0,22
CHHATTISGARH,SURGUJA,SURAJPUR,416,26,36,68,11,0,557
DELHI,ALIPUR,ALIPUR,37,5835,39,0,0,4,5915
DELHI,NAJAFGARH,NAJAFGARH,120,3005,10,0,0,1,3136
DELHI,NANGLOI,NANGLOI,0,642,0,0,0,0,642
DELHI,SHADARA-NORTHEAST,SHADARA-NORTHEAST,0,144,0,0,0,0,144
DELHI,SHAHDARA-EAST,SHAHDARA-EAST,1,506,0,0,0,0,507
GOA,NORTH GOA,PONDA,3,2,0,0,0,0,5
GOA,NORTH GOA,SATTARI,9,0,0,0,0,0,9
GOA,SOUTH GOA,CANACONA,9,0,0,0,0,0,9
GOA,SOUTH GOA,MORMUGAO,1,0,0,0,0,0,1
GOA,SOUTH GOA,QUEPEM,0,1,0,0,0,0,1
GOA,SOUTH GOA,SANGUEM,1,0,0,0,2,2,5
GUJARAT,AHMEDABAD,BAVLA,21,227,0,1,1,1,251
GUJARAT,AHMEDABAD,DHOLKA,34,70,6,0,0,4,114
GUJARAT,AHMEDABAD,MANDAL,0,1,0,0,0,0,1
GUJARAT,AHMEDABAD,SANAND,38,78,5,1,0,0,122
GUJARAT,AHMEDABAD,VIRAMGAM,1,124,3,0,0,1,129
GUJARAT,AMRELI,AMRELI,0,7,0,0,0,0,7
GUJARAT,AMRELI,BABRA,313,150,0,0,0,0,463
GUJARAT,AMRELI,JAFRABAD,0,31,0,0,0,0,31
GUJARAT,AMRELI,KHAMBHA,0,5,0,0,0,0,5
GUJARAT,AMRELI,KUNKAVAV VADIA,0,2,0,0,0,0,2
GUJARAT,AMRELI,LILIA,145,37,8,0,0,0,190
GUJARAT,AMRELI,RAJULA,66,0,0,0,0,0,66
GUJARAT,AMRELI,SAVARKUNDLA,427,0,0,0,0,0,427
GUJARAT,ANAND,ANAND,0,809,11,0,1,0,821
GUJARAT,ANAND,ANKLAV,23,302,36,6,2,0,369
GUJARAT,ANAND,BORSAD,268,469,43,26,7,1,814
GUJARAT,ANAND,KHAMBHAT,0,10,0,0,0,0,10
