-----
{
 "description": "The table refers to block wise distribution of shallow tubewells by type . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.5.csv", 
 "title": "Download CSV for Block wise Distribution of Shallow Tubewells by type for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.5.csv"
}
-----
State,District,Block,Shallow tubewell,Filter,Borewell,Others,Total
ANDHRA PRADESH,MEDAK,MULUG,1072,131,413,24,1640
ANDHRA PRADESH,MEDAK,MUNPALLE,220,0,0,0,220
ANDHRA PRADESH,MEDAK,NANGANUR,53,43,50,1,147
ANDHRA PRADESH,MEDAK,NARAYANKHED,50,6,1,0,57
ANDHRA PRADESH,MEDAK,NARSAPUR,1497,6,39,28,1570
ANDHRA PRADESH,MEDAK,NYALKAL,71,3,15,0,89
ANDHRA PRADESH,MEDAK,PAPANNAPET,16,47,418,1,482
ANDHRA PRADESH,MEDAK,PATANCHERU,0,0,566,0,566
ANDHRA PRADESH,MEDAK,RAIKODE,20,3,9,0,32
ANDHRA PRADESH,MEDAK,RAMAYAMPET,398,1,263,14,676
ANDHRA PRADESH,MEDAK,RAMCHANDRAPURAM,193,88,0,1,282
ANDHRA PRADESH,MEDAK,REGODE,59,0,26,0,85
ANDHRA PRADESH,MEDAK,SADASIVPET,604,3,0,1,608
ANDHRA PRADESH,MEDAK,SANGAREDDY,768,9,136,2,915
ANDHRA PRADESH,MEDAK,SHANKARAMPET[A],89,16,8,0,113
ANDHRA PRADESH,MEDAK,SHANKARAMPET[R],564,30,0,0,594
ANDHRA PRADESH,MEDAK,SHIVAMPET,468,28,40,45,581
ANDHRA PRADESH,MEDAK,SIDDIPET,129,2,7,0,138
ANDHRA PRADESH,MEDAK,TEKMAL,258,0,189,0,447
ANDHRA PRADESH,MEDAK,TUPRAN,97,63,126,0,286
ANDHRA PRADESH,MEDAK,WARGAL,1489,29,690,5,2213
ANDHRA PRADESH,MEDAK,YELDURTHY,494,46,19,0,559
ANDHRA PRADESH,MEDAK,ZAHIRABAD,326,5,0,0,331
ANDHRA PRADESH,NALGONDA,ALAIR,190,48,0,3,241
ANDHRA PRADESH,NALGONDA,ANUMULA,360,28,54,0,442
ANDHRA PRADESH,NALGONDA,ATMAKUR(M),21,0,2,0,23
ANDHRA PRADESH,NALGONDA,ATMAKUR(S),384,21,119,1,525
ANDHRA PRADESH,NALGONDA,BHUVANAGIRI,428,1,3,3,435
ANDHRA PRADESH,NALGONDA,BIBINAGAR,144,6,213,1,364
ANDHRA PRADESH,NALGONDA,BOMMALARAMARAM,590,1,4,0,595
ANDHRA PRADESH,NALGONDA,CHANDAM PET,41,15,29,0,85
ANDHRA PRADESH,NALGONDA,CHANDUR,273,11,268,9,561
ANDHRA PRADESH,NALGONDA,CHILKUR,3,0,0,0,3
ANDHRA PRADESH,NALGONDA,CHINTHA PALLE,13,13,0,0,26
ANDHRA PRADESH,NALGONDA,CHITYALA,342,0,138,0,480
ANDHRA PRADESH,NALGONDA,CHIVVEMLA,35,4,63,0,102
ANDHRA PRADESH,NALGONDA,CHOUTUPPAL,199,14,49,0,262
ANDHRA PRADESH,NALGONDA,DAMERACHERLA,75,0,0,0,75
ANDHRA PRADESH,NALGONDA,DEVARAKONDA,14,0,0,0,14
ANDHRA PRADESH,NALGONDA,GARIDE PALLE,20,1,4,0,25
ANDHRA PRADESH,NALGONDA,GUNDALA,107,73,1,0,181
ANDHRA PRADESH,NALGONDA,GUNDLA PALLE,239,10,30,0,279
ANDHRA PRADESH,NALGONDA,GURRAMPODE,17,6,62,0,85
ANDHRA PRADESH,NALGONDA,HUZURNAGAR,4,0,0,0,4
ANDHRA PRADESH,NALGONDA,JAJI REDDI GUDEM,350,3,67,0,420
ANDHRA PRADESH,NALGONDA,KANGAL,197,98,796,9,1100
ANDHRA PRADESH,NALGONDA,KATTANGOOR,234,1,37,0,272
ANDHRA PRADESH,NALGONDA,KETHE PALLE,13,0,0,0,13
ANDHRA PRADESH,NALGONDA,KODAD,2,0,0,0,2
ANDHRA PRADESH,NALGONDA,M.TURKA PALLE,208,16,2,0,226
ANDHRA PRADESH,NALGONDA,MARRIGUDA,188,6,25,4,223
ANDHRA PRADESH,NALGONDA,MELLA CHERVU,85,0,0,0,85
ANDHRA PRADESH,NALGONDA,MIRYALAGUDA,187,3,0,0,190
ANDHRA PRADESH,NALGONDA,MOTHEY,357,2,23,3,385
ANDHRA PRADESH,NALGONDA,MOTHKUR,195,414,6,0,615
ANDHRA PRADESH,NALGONDA,MUNAGALA,0,0,1,0,1
ANDHRA PRADESH,NALGONDA,MUNUGODE,84,108,84,14,290
ANDHRA PRADESH,NALGONDA,NADIGUDEM,3,1,7,0,11
ANDHRA PRADESH,NALGONDA,NAKREKAL,26,1,13,0,40
ANDHRA PRADESH,NALGONDA,NALGONDA,517,14,72,1,604
ANDHRA PRADESH,NALGONDA,NARAYANPUR,418,3,200,1,622
ANDHRA PRADESH,NALGONDA,NARKETPALLE,144,0,0,0,144
ANDHRA PRADESH,NALGONDA,NEREDCHERLA,34,0,0,0,34
ANDHRA PRADESH,NALGONDA,NIDAMANOOR,247,0,135,2,384
ANDHRA PRADESH,NALGONDA,PEDDA ADISERLA PALLE,8,0,35,0,43
ANDHRA PRADESH,NALGONDA,PEDDAVOORA,360,51,7,0,418
ANDHRA PRADESH,NALGONDA,PENPAHAD,188,23,0,0,211
ANDHRA PRADESH,NALGONDA,POCHAMPALLE,44,13,30,0,87
ANDHRA PRADESH,NALGONDA,RAJAPET,126,10,29,0,165
ANDHRA PRADESH,NALGONDA,RAMANNAPETA,188,39,40,0,267
ANDHRA PRADESH,NALGONDA,SALI GOURARAM,97,2,0,0,99
ANDHRA PRADESH,NALGONDA,SURYAPET,8,54,6,0,68
ANDHRA PRADESH,NALGONDA,THIPPARTHI,113,2,108,56,279
ANDHRA PRADESH,NALGONDA,THIRUMALAGIRI,87,25,261,3,376
ANDHRA PRADESH,NALGONDA,THRIPURARAM,44,92,3,1,140
ANDHRA PRADESH,NALGONDA,THUNGATHURTHI,114,0,34,0,148
ANDHRA PRADESH,NALGONDA,VALIGONDA,64,23,75,18,180
ANDHRA PRADESH,NALGONDA,VEMULA PALLE,421,10,233,0,664
ANDHRA PRADESH,NALGONDA,YADAGIRIGUTTA,3,0,103,0,106
ANDHRA PRADESH,NELLORE,ALLUR,128,0,0,0,128
ANDHRA PRADESH,NELLORE,ANANTHASAGARAM,110,250,3,0,363
ANDHRA PRADESH,NELLORE,ANUMASAMUDRAMPETA,23,8,0,0,31
ANDHRA PRADESH,NELLORE,ATMAKUR,387,92,27,0,506
ANDHRA PRADESH,NELLORE,BALAYAPALLE,89,0,8,0,97
ANDHRA PRADESH,NELLORE,BOGOLE,118,7,0,0,125
ANDHRA PRADESH,NELLORE,BUT'PALEM (VAVVERU),31,1962,1,0,1994
ANDHRA PRADESH,NELLORE,CHEJERLA,290,0,0,0,290
ANDHRA PRADESH,NELLORE,CHILLAKUR,207,0,0,0,207
ANDHRA PRADESH,NELLORE,CHITTAMUR,1163,4,0,1,1168
ANDHRA PRADESH,NELLORE,DAGADARTHI,61,0,0,0,61
ANDHRA PRADESH,NELLORE,DAKKILI,96,13,0,0,109
ANDHRA PRADESH,NELLORE,DORAVARISATRAM,395,107,90,1,593
ANDHRA PRADESH,NELLORE,DUTTALUR,13,0,21,0,34
ANDHRA PRADESH,NELLORE,GUDUR,427,80,8,0,515
ANDHRA PRADESH,NELLORE,INDUKURPET,635,2260,12,227,3134
ANDHRA PRADESH,NELLORE,JALADANKI,90,36,12,0,138
ANDHRA PRADESH,NELLORE,KALIGIRI,42,0,0,2,44
ANDHRA PRADESH,NELLORE,KALUVOYA,9,0,132,0,141
ANDHRA PRADESH,NELLORE,KAVALI,82,0,0,0,82
ANDHRA PRADESH,NELLORE,KODAVALUR,161,590,38,0,789
ANDHRA PRADESH,NELLORE,KONDAPURAM,42,37,0,0,79
ANDHRA PRADESH,NELLORE,KOTA,1618,0,0,0,1618
ANDHRA PRADESH,NELLORE,KOVUR,1954,45,171,0,2170
ANDHRA PRADESH,NELLORE,MANUBOLU,382,107,0,4,493
ANDHRA PRADESH,NELLORE,MARRIPADU,269,8,26,0,303
ANDHRA PRADESH,NELLORE,MUTHUKUR,1566,18,15,17,1616
ANDHRA PRADESH,NELLORE,NAIDUPETA,1801,78,27,0,1906
ANDHRA PRADESH,NELLORE,NELLORE,145,1102,1,1,1249
ANDHRA PRADESH,NELLORE,OJILI,262,146,1,2,411
ANDHRA PRADESH,NELLORE,PELLAKUR,690,265,14,0,969
ANDHRA PRADESH,NELLORE,PODALAKUR,497,185,189,0,871
ANDHRA PRADESH,NELLORE,RAPUR,9,0,30,1,40
ANDHRA PRADESH,NELLORE,SANGAM,502,202,4,0,708
ANDHRA PRADESH,NELLORE,SULLURPETA,883,2,14,8,907
ANDHRA PRADESH,NELLORE,SYDAPURAM,464,32,2,0,498
ANDHRA PRADESH,NELLORE,TADA,75,158,0,0,233
ANDHRA PRADESH,NELLORE,THOTAPALLIGUDUR,66,2638,62,0,2766
ANDHRA PRADESH,NELLORE,VAKADU,1218,7,73,4,1302
ANDHRA PRADESH,NELLORE,VENKATACHALAM,78,76,0,0,154
ANDHRA PRADESH,NELLORE,VENKATAGIRI,24,0,85,0,109
ANDHRA PRADESH,NELLORE,VIDAVULUR,737,333,18,0,1088
ANDHRA PRADESH,NELLORE,VINJAMUR,98,0,57,0,155
ANDHRA PRADESH,NIZAMABAD,ARMUR,1736,2,264,0,2002
ANDHRA PRADESH,NIZAMABAD,BALKONDA,731,0,4,0,735
ANDHRA PRADESH,NIZAMABAD,BANSWADA,254,8,63,0,325
ANDHRA PRADESH,NIZAMABAD,BHEEMGAL,890,3,3,33,929
ANDHRA PRADESH,NIZAMABAD,BHIKNUR,1790,110,155,0,2055
ANDHRA PRADESH,NIZAMABAD,BICHKUNDA,477,227,74,6,784
ANDHRA PRADESH,NIZAMABAD,BIRKOOR,992,189,12,2,1195
ANDHRA PRADESH,NIZAMABAD,BODHAN,3478,17,134,8,3637
ANDHRA PRADESH,NIZAMABAD,DHARPALLE,516,13,107,0,636
ANDHRA PRADESH,NIZAMABAD,DICHPALLE,1041,354,85,0,1480
ANDHRA PRADESH,NIZAMABAD,DOMAKONDA,372,4,767,2,1145
ANDHRA PRADESH,NIZAMABAD,GANDHARI,853,0,0,1,854
ANDHRA PRADESH,NIZAMABAD,JAKRANPALLE,1252,276,1,9,1538
ANDHRA PRADESH,NIZAMABAD,JUKKAL,216,0,0,0,216
ANDHRA PRADESH,NIZAMABAD,KAMAREDDY,675,3,495,0,1173
ANDHRA PRADESH,NIZAMABAD,KAMMAR PALLE,534,100,0,0,634
ANDHRA PRADESH,NIZAMABAD,KOTGIRI,1225,1,79,30,1335
ANDHRA PRADESH,NIZAMABAD,LINGAMPET,729,21,6,0,756
ANDHRA PRADESH,NIZAMABAD,MACHAREDDY,550,0,0,0,550
ANDHRA PRADESH,NIZAMABAD,MADNUR,754,0,0,1,755
ANDHRA PRADESH,NIZAMABAD,MAKLOOR,1725,340,223,8,2296
ANDHRA PRADESH,NIZAMABAD,MORTAD,1456,184,4,1,1645
ANDHRA PRADESH,NIZAMABAD,NADIPET,2765,88,571,18,3442
ANDHRA PRADESH,NIZAMABAD,NAGAREDDIPET,456,1,62,0,519
ANDHRA PRADESH,NIZAMABAD,NAVIPET,1553,0,251,49,1853
ANDHRA PRADESH,NIZAMABAD,NIZAMABAD,3140,1,325,3,3469
ANDHRA PRADESH,NIZAMABAD,NIZAMSAGAR,241,0,0,0,241
ANDHRA PRADESH,NIZAMABAD,PITLAM,257,128,202,0,587
ANDHRA PRADESH,NIZAMABAD,RANJAL,932,0,35,1,968
ANDHRA PRADESH,NIZAMABAD,SADASIVANAGAR,1150,0,0,1,1151
ANDHRA PRADESH,NIZAMABAD,SIRKONDA,1587,29,53,0,1669
ANDHRA PRADESH,NIZAMABAD,TADWAI,476,0,64,0,540
ANDHRA PRADESH,NIZAMABAD,VARNI,2203,1,18,9,2231
ANDHRA PRADESH,NIZAMABAD,VELPUR,1435,65,14,2,1516
ANDHRA PRADESH,NIZAMABAD,YEDAPALLE,768,0,2,0,770
ANDHRA PRADESH,NIZAMABAD,YELLAREDDY,482,1,93,0,576
ANDHRA PRADESH,PRAKASAM,ADDANKI,28,0,44,0,72
ANDHRA PRADESH,PRAKASAM,ARDHAVEEDU,127,10,453,0,590
ANDHRA PRADESH,PRAKASAM,BALLIKURAVA,7,1,0,0,8
ANDHRA PRADESH,PRAKASAM,BESTAVARIPETA,25,8,574,0,607
ANDHRA PRADESH,PRAKASAM,C.SEKHARA PURAM,2,0,3,0,5
ANDHRA PRADESH,PRAKASAM,CHIMAKURTHI,14,0,11,1,26
ANDHRA PRADESH,PRAKASAM,CHINAGANJAM,12,0,0,0,12
ANDHRA PRADESH,PRAKASAM,CHIRALA,0,7,0,0,7
ANDHRA PRADESH,PRAKASAM,CUMBUM,51,0,256,0,307
ANDHRA PRADESH,PRAKASAM,DARSI,11,4,0,0,15
ANDHRA PRADESH,PRAKASAM,DONAKONDA,16,15,75,0,106
ANDHRA PRADESH,PRAKASAM,DORNALA,350,0,150,0,500
ANDHRA PRADESH,PRAKASAM,GIDDALURU,340,1,16,0,357
ANDHRA PRADESH,PRAKASAM,GUDLURU,163,160,16,0,339
ANDHRA PRADESH,PRAKASAM,JANAKAVARAMPANGULURU,7,2,0,0,9
ANDHRA PRADESH,PRAKASAM,KANDUKUR,256,23,32,5,316
ANDHRA PRADESH,PRAKASAM,KOMAROLE,234,74,79,0,387
ANDHRA PRADESH,PRAKASAM,KONAKANAMITLA,22,18,0,0,40
ANDHRA PRADESH,PRAKASAM,KONDAPI,1,0,0,0,1
ANDHRA PRADESH,PRAKASAM,KORISAPADU,18,0,0,0,18
ANDHRA PRADESH,PRAKASAM,KOTHA PATNAM,54,1268,3,1,1326
ANDHRA PRADESH,PRAKASAM,KURICHEDU,13,0,0,0,13
ANDHRA PRADESH,PRAKASAM,LINGASAMUDRAM,136,79,17,0,232
ANDHRA PRADESH,PRAKASAM,MADDIPADU,34,0,0,0,34
ANDHRA PRADESH,PRAKASAM,MARKAPUR,750,0,0,0,750
ANDHRA PRADESH,PRAKASAM,MARRIPUDI,10,0,0,0,10
ANDHRA PRADESH,PRAKASAM,MARTUR,0,0,10,0,10
ANDHRA PRADESH,PRAKASAM,NAGULUPPALA PADU,17,5,0,0,22
ANDHRA PRADESH,PRAKASAM,ONGOLE,15,0,0,0,15
ANDHRA PRADESH,PRAKASAM,PAMUR,50,0,0,0,50
ANDHRA PRADESH,PRAKASAM,PEDA ARAVEEDU,214,1,498,1,714
ANDHRA PRADESH,PRAKASAM,PONNALUR,43,0,0,0,43
ANDHRA PRADESH,PRAKASAM,PULLALACHERUVU,726,5,87,39,857
ANDHRA PRADESH,PRAKASAM,RACHERLA,208,44,80,0,332
ANDHRA PRADESH,PRAKASAM,SANTHAMAGULURU,3,0,12,0,15
ANDHRA PRADESH,PRAKASAM,SANTHANUTHALA PADU,3,0,0,0,3
ANDHRA PRADESH,PRAKASAM,SINGARAYA KONDA,104,0,0,0,104
ANDHRA PRADESH,PRAKASAM,TANGUTUR,3,0,0,0,3
ANDHRA PRADESH,PRAKASAM,TARLUPADU,171,0,70,0,241
ANDHRA PRADESH,PRAKASAM,THALLUR,123,7,0,0,130
ANDHRA PRADESH,PRAKASAM,TRIPURANTHAKAM,243,1,14,0,258
ANDHRA PRADESH,PRAKASAM,ULAVAPADU,132,320,157,0,609
ANDHRA PRADESH,PRAKASAM,VETA PALEM,0,5,0,0,5
ANDHRA PRADESH,PRAKASAM,VOLETIVARI PALEM,6,3,1,0,10
ANDHRA PRADESH,PRAKASAM,YADDANA PUDI,2,0,0,0,2
ANDHRA PRADESH,PRAKASAM,YERRAGONDAPALEM,1145,1,115,62,1323
ANDHRA PRADESH,PRAKASAM,ZARUGUMALLI,129,0,0,0,129
ANDHRA PRADESH,RANGA REDDY,BANTARAM,38,1,28,0,67
ANDHRA PRADESH,RANGA REDDY,BASHEERABAD,116,0,47,0,163
ANDHRA PRADESH,RANGA REDDY,CHEVELLA,264,0,12,0,276
ANDHRA PRADESH,RANGA REDDY,DHARUR,104,0,44,0,148
ANDHRA PRADESH,RANGA REDDY,DOMA,212,16,0,0,228
ANDHRA PRADESH,RANGA REDDY,GANDEED,258,20,0,0,278
ANDHRA PRADESH,RANGA REDDY,GHATKESAR,131,13,14,0,158
ANDHRA PRADESH,RANGA REDDY,HAYATHNAGAR,390,10,511,0,911
ANDHRA PRADESH,RANGA REDDY,IBRAHIMPATNAM,12,0,7,0,19
ANDHRA PRADESH,RANGA REDDY,KANDUKUR,396,0,198,0,594
ANDHRA PRADESH,RANGA REDDY,KEESARA,612,21,1,0,634
ANDHRA PRADESH,RANGA REDDY,KULKACHARLA,6,0,0,0,6
ANDHRA PRADESH,RANGA REDDY,MAHESWARAM,352,0,1262,0,1614
ANDHRA PRADESH,RANGA REDDY,MALKAJGIRI,21,0,14,0,35
ANDHRA PRADESH,RANGA REDDY,MANCHAL,79,43,0,0,122
ANDHRA PRADESH,RANGA REDDY,MARPALLE,27,3,3,0,33
ANDHRA PRADESH,RANGA REDDY,MEDCHAL,2556,6,113,2,2677
ANDHRA PRADESH,RANGA REDDY,MOINABAD,1050,163,72,0,1285
ANDHRA PRADESH,RANGA REDDY,MOMINPET,23,0,0,0,23
ANDHRA PRADESH,RANGA REDDY,NAWABPET,99,4,2,0,105
ANDHRA PRADESH,RANGA REDDY,PARGI,196,48,4,0,248
ANDHRA PRADESH,RANGA REDDY,PEDDEMUL,120,13,25,0,158
ANDHRA PRADESH,RANGA REDDY,PUDUR,69,11,0,0,80
ANDHRA PRADESH,RANGA REDDY,QUTHBULLAPUR,673,0,152,0,825
ANDHRA PRADESH,RANGA REDDY,RAJENDRANAGAR,179,4,12,0,195
ANDHRA PRADESH,RANGA REDDY,SAROORNAGAR,342,0,57,0,399
ANDHRA PRADESH,RANGA REDDY,SERILINGAMPALLE,49,0,12,0,61
ANDHRA PRADESH,RANGA REDDY,SHABAD,0,0,106,0,106
ANDHRA PRADESH,RANGA REDDY,SHAMIRPET,1380,34,464,32,1910
ANDHRA PRADESH,RANGA REDDY,SHAMSHABAD,1583,2,19,0,1604
ANDHRA PRADESH,RANGA REDDY,SHANKARPALLE,472,0,0,0,472
ANDHRA PRADESH,RANGA REDDY,TANDUR,195,6,13,0,214
ANDHRA PRADESH,RANGA REDDY,UPPAL,9,0,17,0,26
ANDHRA PRADESH,RANGA REDDY,VICARABAD,14,0,1,0,15
ANDHRA PRADESH,RANGA REDDY,YACHARAM,245,11,48,0,304
ANDHRA PRADESH,RANGA REDDY,YELAL,320,75,66,0,461
ANDHRA PRADESH,SRIKAKULUM,AMADALAVALASA,111,0,0,0,111
ANDHRA PRADESH,SRIKAKULUM,BHAMINI,134,4,6,0,144
ANDHRA PRADESH,SRIKAKULUM,BURJA,156,0,0,0,156
ANDHRA PRADESH,SRIKAKULUM,ETCHERLA,145,0,1,0,146
ANDHRA PRADESH,SRIKAKULUM,GANGUVARISIGADM,10,0,0,0,10
ANDHRA PRADESH,SRIKAKULUM,GARA,731,206,2,1,940
ANDHRA PRADESH,SRIKAKULUM,HIRAMANDALAM,119,5,0,1,125
ANDHRA PRADESH,SRIKAKULUM,ICHCHAPURAM,128,0,0,0,128
ANDHRA PRADESH,SRIKAKULUM,JALUMURU,173,0,12,0,185
ANDHRA PRADESH,SRIKAKULUM,KANCHILI,3,0,0,0,3
ANDHRA PRADESH,SRIKAKULUM,KAVITI,233,23,0,0,256
ANDHRA PRADESH,SRIKAKULUM,KOTABOMMALI,0,2,0,0,2
ANDHRA PRADESH,SRIKAKULUM,KOTTURU,138,1,30,0,169
ANDHRA PRADESH,SRIKAKULUM,LAVERU,23,0,8,0,31
ANDHRA PRADESH,SRIKAKULUM,MANDASA,58,0,0,5,63
ANDHRA PRADESH,SRIKAKULUM,MELIAPUTTI,58,0,0,0,58
ANDHRA PRADESH,SRIKAKULUM,NANDIGAM,8,0,0,0,8
ANDHRA PRADESH,SRIKAKULUM,NARASANNAPETA,458,4,46,2,510
ANDHRA PRADESH,SRIKAKULUM,PALAKONDA,169,0,15,0,184
ANDHRA PRADESH,SRIKAKULUM,PALASA,50,6,0,0,56
ANDHRA PRADESH,SRIKAKULUM,PATHPATNAM,114,0,0,0,114
ANDHRA PRADESH,SRIKAKULUM,POLAKI,484,0,0,0,484
ANDHRA PRADESH,SRIKAKULUM,PONDURU,28,0,0,0,28
ANDHRA PRADESH,SRIKAKULUM,RANASTALAM,151,13,0,0,164
ANDHRA PRADESH,SRIKAKULUM,REGIDI AMADALAVALASA,160,0,0,0,160
ANDHRA PRADESH,SRIKAKULUM,SANTHABOMMALI,44,2,0,0,46
ANDHRA PRADESH,SRIKAKULUM,SANTHAKAVATI,71,31,15,0,117
ANDHRA PRADESH,SRIKAKULUM,SARAVAKOTA,11,0,0,0,11
ANDHRA PRADESH,SRIKAKULUM,SARUBUJJILI,275,0,0,0,275
ANDHRA PRADESH,SRIKAKULUM,SOMPETA,128,0,0,0,128
ANDHRA PRADESH,SRIKAKULUM,SRIKAKULAM,368,0,5,0,373
ANDHRA PRADESH,SRIKAKULUM,TEKKALI,1,0,0,0,1
ANDHRA PRADESH,SRIKAKULUM,VAJRAPUKOTTURU,48,0,0,0,48
ANDHRA PRADESH,SRIKAKULUM,VANGARA,194,13,0,0,207
ANDHRA PRADESH,SRIKAKULUM,VEERAGHATTAM,220,0,12,10,242
ANDHRA PRADESH,VIJAYA NAGARAM,0ACHIPENTA,128,0,3,18,149
ANDHRA PRADESH,VIJAYA NAGARAM,BADANGI,83,0,4,0,87
ANDHRA PRADESH,VIJAYA NAGARAM,BALIJIPETA,145,3,1,0,149
ANDHRA PRADESH,VIJAYA NAGARAM,BHOGHAPURAM,82,0,0,3,85
ANDHRA PRADESH,VIJAYA NAGARAM,BOBBILI,255,0,0,0,255
ANDHRA PRADESH,VIJAYA NAGARAM,BONDAPALLE,4,0,0,0,4
ANDHRA PRADESH,VIJAYA NAGARAM,CHEEPURUPALLE,36,1,2,0,39
ANDHRA PRADESH,VIJAYA NAGARAM,DATTIRAJERU,31,4,0,1,36
ANDHRA PRADESH,VIJAYA NAGARAM,DENKADA,55,0,1,0,56
ANDHRA PRADESH,VIJAYA NAGARAM,GAJAPATHINAGARAM,149,2,0,0,151
ANDHRA PRADESH,VIJAYA NAGARAM,GANTYADA,157,9,0,0,166
ANDHRA PRADESH,VIJAYA NAGARAM,GARIVIDI,36,2,0,0,38
ANDHRA PRADESH,VIJAYA NAGARAM,GARUGUBILLI,84,26,11,0,121
ANDHRA PRADESH,VIJAYA NAGARAM,GURLA,55,0,0,0,55
ANDHRA PRADESH,VIJAYA NAGARAM,JAMI,265,0,31,0,296
ANDHRA PRADESH,VIJAYA NAGARAM,JIYYAMMAVALASA,149,0,2,0,151
ANDHRA PRADESH,VIJAYA NAGARAM,KOMARADA,124,27,0,0,151
ANDHRA PRADESH,VIJAYA NAGARAM,KOTHAVALASA,2,0,0,0,2
ANDHRA PRADESH,VIJAYA NAGARAM,KURUPAM,5,0,0,0,5
ANDHRA PRADESH,VIJAYA NAGARAM,LAKKAVARAPUKOTA,67,0,0,0,67
ANDHRA PRADESH,VIJAYA NAGARAM,MAKKUVA,32,0,2,0,34
ANDHRA PRADESH,VIJAYA NAGARAM,MENTADA,80,0,1,0,81
ANDHRA PRADESH,VIJAYA NAGARAM,MERAKAMUDIDAM,17,0,0,0,17
ANDHRA PRADESH,VIJAYA NAGARAM,NELLIMARLA,50,1,5,0,56
ANDHRA PRADESH,VIJAYA NAGARAM,PARVATHIPURAM,6,14,1,0,21
ANDHRA PRADESH,VIJAYA NAGARAM,PUSAPATIREGA,198,0,0,0,198
ANDHRA PRADESH,VIJAYA NAGARAM,RAMABHADRAPURAM,75,0,0,0,75
ANDHRA PRADESH,VIJAYA NAGARAM,SALUR,501,5,70,1,577
ANDHRA PRADESH,VIJAYA NAGARAM,SEETHANAGARAM,323,0,0,0,323
ANDHRA PRADESH,VIJAYA NAGARAM,SRUNGAVARAPUKOTA,472,31,14,0,517
ANDHRA PRADESH,VIJAYA NAGARAM,THERLAM,122,0,0,0,122
ANDHRA PRADESH,VIJAYA NAGARAM,VEPADA,43,0,0,0,43
ANDHRA PRADESH,VIJAYA NAGARAM,VIZIANAGARAM,1,0,0,0,1
ANDHRA PRADESH,VISAKHAPATNAM,ANAKAPALLE,209,1,0,9,219
ANDHRA PRADESH,VISAKHAPATNAM,ANANDAPURAM,64,0,8,0,72
ANDHRA PRADESH,VISAKHAPATNAM,ANANTHAGIRI,0,0,8,0,8
ANDHRA PRADESH,VISAKHAPATNAM,ATCHUTAPURAM,286,19,43,0,348
ANDHRA PRADESH,VISAKHAPATNAM,BHEEMUNIPATNAM,35,0,0,0,35
ANDHRA PRADESH,VISAKHAPATNAM,BUTCHAYYAPETA,146,16,1,0,163
ANDHRA PRADESH,VISAKHAPATNAM,CHEEDIKADA,99,0,0,0,99
ANDHRA PRADESH,VISAKHAPATNAM,CHODAVARAM,636,8,3,1,648
ANDHRA PRADESH,VISAKHAPATNAM,DEVARAPALLE,406,5,0,0,411
ANDHRA PRADESH,VISAKHAPATNAM,GOLUGONDA,75,62,2,0,139
ANDHRA PRADESH,VISAKHAPATNAM,K.KOTAPADU,236,0,0,0,236
ANDHRA PRADESH,VISAKHAPATNAM,KASIMKOTA,257,14,1,0,272
ANDHRA PRADESH,VISAKHAPATNAM,KOTAURATLA,87,0,0,0,87
ANDHRA PRADESH,VISAKHAPATNAM,MADUGULA,472,6,58,1,537
ANDHRA PRADESH,VISAKHAPATNAM,MAKAVARAPALEM,57,2,6,0,65
ANDHRA PRADESH,VISAKHAPATNAM,MUNAGAPAKA,531,0,14,0,545
ANDHRA PRADESH,VISAKHAPATNAM,NARSIPATNAM,19,0,0,0,19
ANDHRA PRADESH,VISAKHAPATNAM,NATHAVARAM,54,5,1,0,60
ANDHRA PRADESH,VISAKHAPATNAM,PADMANABHAM,235,0,0,1,236
ANDHRA PRADESH,VISAKHAPATNAM,PARAVADA,18,0,2,0,20
ANDHRA PRADESH,VISAKHAPATNAM,PAYAKARAOPETA,519,1,3,0,523
ANDHRA PRADESH,VISAKHAPATNAM,PENDURTHI,9,0,0,0,9
ANDHRA PRADESH,VISAKHAPATNAM,RAMBILLI,38,0,0,0,38
ANDHRA PRADESH,VISAKHAPATNAM,RAVIKAMATHAM,12,0,2,1,15
ANDHRA PRADESH,VISAKHAPATNAM,ROLUGUNTA,35,0,0,0,35
ANDHRA PRADESH,VISAKHAPATNAM,S.RAYAVARAM,226,37,0,3,266
ANDHRA PRADESH,VISAKHAPATNAM,SABBAVARAM,6,1,0,0,7
ANDHRA PRADESH,VISAKHAPATNAM,VISAKHAPATNAM RURAL,1,0,0,0,1
ANDHRA PRADESH,VISAKHAPATNAM,YELAMANCHILI,265,1,9,0,275
ANDHRA PRADESH,WARANGAL,ATMAKUR,0,0,0,2,2
ANDHRA PRADESH,WARANGAL,BACHANNAPETA,139,0,0,1,140
ANDHRA PRADESH,WARANGAL,CHERIYAL,334,11,113,61,519
ANDHRA PRADESH,WARANGAL,CHITYAL,11,0,59,0,70
ANDHRA PRADESH,WARANGAL,DEVARUPPULA,71,174,93,0,338
ANDHRA PRADESH,WARANGAL,DORNAKAL,1,0,0,0,1
ANDHRA PRADESH,WARANGAL,DUGGONDI,5,0,1,0,6
ANDHRA PRADESH,WARANGAL,ETURNAGARAM,119,0,2,1,122
