-----
{
 "description": "The table refers to Block wise Distribution of Surface Lift Schemes by Status. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftdistr5.6.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Lift Schemes by Status", 
 "url": "http://data.gov.in/sites/default/files/srfcliftdistr5.6.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,In use,Not in use - Temporarily,Not in use - Salinity,Not in use - Dried up,Not in use - Sinking,Not in use - Others,Total - Not in use,Grand total ( Use  + Not in use)
MADHYA PRADESH,RATLAM,JAORA,112,36,0,0,0,0,36,148
MADHYA PRADESH,RATLAM,PIPLODA,8,0,0,0,0,0,0,8
MADHYA PRADESH,RATLAM,RATLAM,94,13,0,0,0,0,13,107
MADHYA PRADESH,RATLAM,SAILANA,300,158,0,7,0,8,173,473
MADHYA PRADESH,REWA,GANGEO,602,0,0,0,0,0,0,602
MADHYA PRADESH,REWA,HANUMANA,1108,0,0,0,0,0,0,1108
MADHYA PRADESH,REWA,JAWA,706,0,0,0,0,0,0,706
MADHYA PRADESH,REWA,MAUGANJ,496,0,1,0,0,0,1,497
MADHYA PRADESH,REWA,NAIGARHI,257,0,0,0,0,0,0,257
MADHYA PRADESH,REWA,RAIPUR KARCULIYAN,125,1,0,0,0,0,1,126
MADHYA PRADESH,REWA,REWA,418,0,0,1,0,0,1,419
MADHYA PRADESH,REWA,SIRMOUR,990,0,0,2,0,0,2,992
MADHYA PRADESH,REWA,TEONTHER,573,1,0,0,0,0,1,574
MADHYA PRADESH,SAGAR,BANDA,2583,85,1,6,2,1,95,2678
MADHYA PRADESH,SAGAR,BINA,2069,22,6,10,0,4,42,2111
MADHYA PRADESH,SAGAR,DEORI,2143,69,0,4,1,13,87,2230
MADHYA PRADESH,SAGAR,JAISINAGAR,2415,22,7,7,2,7,45,2460
MADHYA PRADESH,SAGAR,KESLI,1255,17,23,1,0,20,61,1316
MADHYA PRADESH,SAGAR,KHURAI,2324,8,2,2,2,9,23,2347
MADHYA PRADESH,SAGAR,MALTHONE,2037,40,1,9,2,5,57,2094
MADHYA PRADESH,SAGAR,RAHATGARH,2593,32,7,6,0,2,47,2640
MADHYA PRADESH,SAGAR,REHLI,2352,45,1,7,1,9,63,2415
MADHYA PRADESH,SAGAR,SAGAR,1535,14,5,7,0,1,27,1562
MADHYA PRADESH,SAGAR,SHAHGARH,1013,1,1,2,1,0,5,1018
MADHYA PRADESH,SATNA,AMARPATAN,189,0,0,0,0,0,0,189
MADHYA PRADESH,SATNA,MAIHAR,981,1,0,1,0,0,2,983
MADHYA PRADESH,SATNA,MAJHAGAWAN,525,2,6,0,0,0,8,533
MADHYA PRADESH,SATNA,NAGOD,511,2,1,0,0,0,3,514
MADHYA PRADESH,SATNA,RAMNAGER,147,0,0,0,0,0,0,147
MADHYA PRADESH,SATNA,RAMPUR BAGHELAN,624,1,0,0,0,0,1,625
MADHYA PRADESH,SATNA,SOHAWAL,357,37,0,0,0,0,37,394
MADHYA PRADESH,SATNA,UCHEHARA,277,0,0,0,0,0,0,277
MADHYA PRADESH,SEHORE,ASHTA,1010,131,0,4,0,0,135,1145
MADHYA PRADESH,SEHORE,BUDHNI,542,0,0,0,0,0,0,542
MADHYA PRADESH,SEHORE,ICHAWAR,57,13,0,0,0,0,13,70
MADHYA PRADESH,SEHORE,NASRULLAGANJ,230,0,0,0,0,0,0,230
MADHYA PRADESH,SEONI,BARGHAT,34,0,0,0,0,0,0,34
MADHYA PRADESH,SEONI,CHHAPARA,194,3,0,0,0,0,3,197
MADHYA PRADESH,SEONI,DHANORA,81,1,2,0,0,0,3,84
MADHYA PRADESH,SEONI,GHANSOR,25,0,0,0,0,0,0,25
MADHYA PRADESH,SEONI,KURAI,201,14,1,0,0,1,16,217
MADHYA PRADESH,SEONI,LAKHNADON,371,4,0,0,0,0,4,375
MADHYA PRADESH,SEONI,SEONI,327,6,0,0,0,2,8,335
MADHYA PRADESH,SHAHDOL,ANUPPUR,123,0,0,0,0,0,0,123
MADHYA PRADESH,SHAHDOL,BEOHARI,925,0,0,0,0,0,0,925
MADHYA PRADESH,SHAHDOL,BURHAR,508,0,0,0,0,0,0,508
MADHYA PRADESH,SHAHDOL,GOHPARU,274,1,0,0,0,0,1,275
MADHYA PRADESH,SHAHDOL,JAISINGHNAGAR,348,0,0,0,0,0,0,348
MADHYA PRADESH,SHAHDOL,JAITHARI,292,0,0,0,0,0,0,292
MADHYA PRADESH,SHAHDOL,KOTMA,97,0,0,0,0,0,0,97
MADHYA PRADESH,SHAHDOL,PUSHPARAJGARH,23,0,0,0,0,0,0,23
MADHYA PRADESH,SHAHDOL,SOHAGPUR,1009,0,0,0,0,0,0,1009
MADHYA PRADESH,SHAJAPUR,AGAR,220,0,0,0,0,16,16,236
MADHYA PRADESH,SHAJAPUR,BAROD,163,168,0,1,0,0,169,332
MADHYA PRADESH,SHAJAPUR,KALAPIPAL,416,12,0,1,0,1,14,430
MADHYA PRADESH,SHAJAPUR,M.BARODIYA,473,0,0,0,0,0,0,473
MADHYA PRADESH,SHAJAPUR,NALKHEDA,83,1,0,0,1,0,2,85
MADHYA PRADESH,SHAJAPUR,SHAJAPUR,599,0,0,0,0,0,0,599
MADHYA PRADESH,SHAJAPUR,SHUJALPUR,308,58,0,0,0,1,59,367
MADHYA PRADESH,SHAJAPUR,SUSNER,160,88,13,0,0,0,101,261
MADHYA PRADESH,SHEOPUR,KARHAL,377,82,0,0,0,0,82,459
MADHYA PRADESH,SHEOPUR,SHEOPUR,1029,37,8,8,3,6,62,1091
MADHYA PRADESH,SHEOPUR,VIJAYPUR,119,11,0,0,0,0,11,130
MADHYA PRADESH,SHIVPURI,BADARWAS,542,0,0,0,0,0,0,542
MADHYA PRADESH,SHIVPURI,KARERA,659,0,0,0,0,0,0,659
MADHYA PRADESH,SHIVPURI,KHANIYADHANA,13,0,0,0,0,0,0,13
MADHYA PRADESH,SHIVPURI,KOLARAS,834,6,0,0,0,0,6,840
MADHYA PRADESH,SHIVPURI,NARWAR,162,2,0,0,0,0,2,164
MADHYA PRADESH,SHIVPURI,PICHHORE,269,0,0,0,0,0,0,269
MADHYA PRADESH,SHIVPURI,POHARI,609,96,0,0,0,0,96,705
MADHYA PRADESH,SHIVPURI,SHIVPURI,445,4,0,1,0,0,5,450
MADHYA PRADESH,SIDHI,CHITRANGI,338,1,0,0,0,0,1,339
MADHYA PRADESH,SIDHI,DEOSAR,463,0,0,0,0,0,0,463
MADHYA PRADESH,SIDHI,KUSMI,106,0,0,0,0,0,0,106
MADHYA PRADESH,SIDHI,MAJHOULI,455,0,0,0,0,0,0,455
MADHYA PRADESH,SIDHI,RAMPUR NAKIN,413,0,0,0,0,0,0,413
MADHYA PRADESH,SIDHI,SIDHI,492,0,0,0,0,0,0,492
MADHYA PRADESH,SIDHI,SIHAWAL,40,0,0,0,0,0,0,40
MADHYA PRADESH,SIDHI,WAIDHAN,738,0,0,0,0,0,0,738
MADHYA PRADESH,TIKAMGARH,BALDEOGARH,498,0,0,0,0,0,0,498
MADHYA PRADESH,TIKAMGARH,JATARA,487,0,0,0,0,0,0,487
MADHYA PRADESH,TIKAMGARH,NIWARI,61,0,0,0,0,0,0,61
MADHYA PRADESH,TIKAMGARH,PALERA,44,0,0,0,0,0,0,44
MADHYA PRADESH,TIKAMGARH,TIKAMGARH,387,1,0,0,0,0,1,388
MADHYA PRADESH,UJJAIN,BARNAGAR,311,2,0,0,0,0,2,313
MADHYA PRADESH,UJJAIN,GHATTIA,656,41,0,3,0,0,44,700
MADHYA PRADESH,UJJAIN,KHACHROD,1297,48,0,0,0,8,56,1353
MADHYA PRADESH,UJJAIN,MEHIDPUR,131,52,0,1,0,0,53,184
MADHYA PRADESH,UJJAIN,TARANA,259,316,0,9,0,0,325,584
MADHYA PRADESH,UJJAIN,UJJAIN,295,13,0,8,0,0,21,316
MADHYA PRADESH,UMARIA,KARKELI,1096,3,0,0,0,0,3,1099
MADHYA PRADESH,UMARIA,MANPUR,1118,1,0,0,0,0,1,1119
MADHYA PRADESH,UMARIA,PALI,319,1,0,0,0,0,1,320
MADHYA PRADESH,VIDISHA,BASODA,3890,67,1,5,0,0,73,3963
MADHYA PRADESH,VIDISHA,GYARASPUR,2026,4,0,0,0,0,4,2030
MADHYA PRADESH,VIDISHA,KURWAI,2248,8,0,0,0,0,8,2256
MADHYA PRADESH,VIDISHA,LATERI,509,14,51,0,0,0,65,574
MADHYA PRADESH,VIDISHA,NATERAN,3279,0,0,1,0,0,1,3280
MADHYA PRADESH,VIDISHA,SIRONJ,2607,11,2,2,0,4,19,2626
MADHYA PRADESH,VIDISHA,VIDISHA,2000,2,0,0,0,0,2,2002
MAHARASHTRA,AHMEDNAGAR,AKOLA,235,0,0,0,0,0,0,235
MAHARASHTRA,AHMEDNAGAR,KARJAT,318,0,0,0,0,0,0,318
MAHARASHTRA,AHMEDNAGAR,NAGAR,4,0,0,0,0,0,0,4
MAHARASHTRA,AHMEDNAGAR,NEVASA,35,0,0,0,0,0,0,35
MAHARASHTRA,AHMEDNAGAR,PARNER,1910,1,0,1,0,0,2,1912
MAHARASHTRA,AHMEDNAGAR,RAHURI,8,0,0,0,0,0,0,8
MAHARASHTRA,AHMEDNAGAR,SHRIGONDA,3,0,0,0,0,0,0,3
MAHARASHTRA,AHMEDNAGAR,SHRIRAMPUR,115,1,0,0,0,0,1,116
MAHARASHTRA,AKOLA,AKOLA,397,0,0,0,0,0,0,397
MAHARASHTRA,AKOLA,BALAPUR,26,0,0,0,0,0,0,26
MAHARASHTRA,AKOLA,MURTIJAPUR,222,1,0,0,0,1,2,224
MAHARASHTRA,AKOLA,PATUR,161,0,0,0,0,0,0,161
MAHARASHTRA,AKOLA,TELHARA,18,0,0,0,0,0,0,18
MAHARASHTRA,AMRAVATI,CHANDUR RAILWAY,81,0,0,0,0,0,0,81
MAHARASHTRA,AMRAVATI,DARYAPUR,21,0,0,0,0,0,0,21
MAHARASHTRA,AMRAVATI,DHAMANGAON RAILWAY,57,3,0,0,0,0,3,60
MAHARASHTRA,AMRAVATI,DHARNI,185,8,0,0,0,1,9,194
MAHARASHTRA,AMRAVATI,MORSHI,19,0,0,0,0,0,0,19
MAHARASHTRA,AMRAVATI,NANDGAON KHANDESHWAR,7,0,0,0,0,0,0,7
MAHARASHTRA,AMRAVATI,WARUD,32,0,0,0,0,0,0,32
MAHARASHTRA,AURANGABAD,PAITHAN,14,0,0,0,0,0,0,14
MAHARASHTRA,BEED,PARLI,650,0,0,0,0,0,0,650
MAHARASHTRA,BEED,PATODA,16,0,0,0,0,0,0,16
MAHARASHTRA,BEED,SHIRUR (KASAR),12,0,0,0,0,0,0,12
MAHARASHTRA,BHANDARA,BHANDARA,130,1,0,0,0,0,1,131
MAHARASHTRA,BHANDARA,LAKHANDUR,57,0,0,0,0,7,7,64
MAHARASHTRA,BHANDARA,LAKHANI,9,0,0,0,0,0,0,9
MAHARASHTRA,BHANDARA,MOHADI,71,1,0,0,0,0,1,72
MAHARASHTRA,BHANDARA,PAVANI,1,0,0,0,0,0,0,1
MAHARASHTRA,BHANDARA,TUMSAR,1,0,0,0,0,0,0,1
MAHARASHTRA,BULDANA,CHIKHLI,64,3,0,0,0,0,3,67
MAHARASHTRA,BULDANA,DEULGAON RAJA,283,0,0,0,0,0,0,283
MAHARASHTRA,BULDANA,JALGAON JAMOD,3,0,0,0,0,0,0,3
MAHARASHTRA,BULDANA,MALKAPUR,10,0,0,0,0,0,0,10
MAHARASHTRA,BULDANA,MEHKAR,166,0,0,0,0,0,0,166
MAHARASHTRA,BULDANA,MOTALA,52,0,0,0,0,0,0,52
MAHARASHTRA,BULDANA,SHEGAON,1,0,0,0,0,0,0,1
MAHARASHTRA,CHANDRAPUR,BALLARPUR,42,0,0,0,0,0,0,42
MAHARASHTRA,CHANDRAPUR,BHADRAVATI,16,2,0,0,0,0,2,18
MAHARASHTRA,CHANDRAPUR,BRAMHAPURI,18,11,0,5,0,0,16,34
MAHARASHTRA,CHANDRAPUR,CHANDRAPUR,22,0,0,1,0,0,1,23
MAHARASHTRA,CHANDRAPUR,CHIMUR,140,1,0,0,0,0,1,141
MAHARASHTRA,CHANDRAPUR,GONDPIPRI,25,0,0,0,0,0,0,25
MAHARASHTRA,CHANDRAPUR,KORPANA,387,0,0,1,0,0,1,388
MAHARASHTRA,CHANDRAPUR,POMBHURNA,6,0,0,0,0,0,0,6
MAHARASHTRA,CHANDRAPUR,RAJURA,68,0,0,0,0,0,0,68
MAHARASHTRA,CHANDRAPUR,SAWALI,13,1,0,0,0,0,1,14
MAHARASHTRA,CHANDRAPUR,SINDEWAHI,62,0,0,0,0,0,0,62
MAHARASHTRA,CHANDRAPUR,WARORA,3,0,0,0,0,0,0,3
MAHARASHTRA,DHULE,DHULE,0,0,0,1,1,22,24,24
MAHARASHTRA,DHULE,SAKRI,0,0,0,2,3,127,132,132
MAHARASHTRA,DHULE,SHIRPUR,0,0,0,31,0,42,73,73
MAHARASHTRA,DHULE,SINDKHEDA,0,0,0,28,0,11,39,39
MAHARASHTRA,GADCHIROLI,ARMORI,26,0,0,0,0,0,0,26
MAHARASHTRA,GADCHIROLI,CHAMORSHI,2,0,0,0,0,0,0,2
MAHARASHTRA,GADCHIROLI,DHANORA,40,0,1,0,0,1,2,42
MAHARASHTRA,GADCHIROLI,ETTAPALLI,5,0,0,0,0,0,0,5
MAHARASHTRA,GADCHIROLI,GADCHIROLI,19,2,0,0,0,1,3,22
MAHARASHTRA,GADCHIROLI,KORCHI,7,0,0,0,0,0,0,7
MAHARASHTRA,GADCHIROLI,KURKHEDA,11,0,1,0,0,0,1,12
MAHARASHTRA,GADCHIROLI,SIRONCHA,1,0,0,6,0,0,6,7
MAHARASHTRA,GONDIYA,A / MORGAON,5,0,0,0,0,0,0,5
MAHARASHTRA,GONDIYA,AMGAON,79,0,0,26,0,0,26,105
MAHARASHTRA,GONDIYA,DEVRI,4,0,0,0,0,3,3,7
MAHARASHTRA,GONDIYA,GONDIYA,10,0,0,0,0,0,0,10
MAHARASHTRA,GONDIYA,GOREGAON,8,0,0,6,0,0,6,14
MAHARASHTRA,GONDIYA,SADAK ARJUNI,20,1,0,0,0,0,1,21
MAHARASHTRA,GONDIYA,SALEKASA,48,0,0,0,0,0,0,48
MAHARASHTRA,GONDIYA,TIRODA,2,25,0,0,0,0,25,27
MAHARASHTRA,HINGOLI,AUNDHA (NAGNATH),292,0,0,22,0,0,22,314
MAHARASHTRA,HINGOLI,BASMATH,273,3,0,0,0,0,3,276
MAHARASHTRA,HINGOLI,HINGOLI,438,0,0,0,0,0,0,438
MAHARASHTRA,HINGOLI,KALAMNURI,184,1,0,0,0,0,1,185
MAHARASHTRA,HINGOLI,SENGAON,732,0,0,0,0,0,0,732
MAHARASHTRA,JALGAON,AMALNER,1,1,0,0,0,0,1,2
MAHARASHTRA,JALGAON,BHUSAWAL,17,4,0,0,0,0,4,21
MAHARASHTRA,JALGAON,PAROLA,10,0,0,0,0,0,0,10
MAHARASHTRA,JALGAON,RAVER,28,0,0,0,0,0,0,28
MAHARASHTRA,JALNA,AMBAD,7,0,0,0,0,0,0,7
MAHARASHTRA,JALNA,GHANSAWANGI,1,0,0,0,0,0,0,1
MAHARASHTRA,JALNA,MANTHA,6,0,0,0,0,0,0,6
MAHARASHTRA,KOLHAPUR,AJRA,1519,28,37,0,1,1,67,1586
MAHARASHTRA,KOLHAPUR,BHUDARGAD,1028,15,1,0,0,6,22,1050
MAHARASHTRA,KOLHAPUR,CHANDGAD,1905,18,2,1,3,7,31,1936
MAHARASHTRA,KOLHAPUR,GADHINGLAJ,3147,8,0,0,1,1,10,3157
MAHARASHTRA,KOLHAPUR,GAGANBAVDA,926,1,0,0,0,2,3,929
MAHARASHTRA,KOLHAPUR,HATKANANGALE,1070,18,1,0,0,12,31,1101
MAHARASHTRA,KOLHAPUR,KAGAL,2829,11,62,0,0,2,75,2904
MAHARASHTRA,KOLHAPUR,KARVIR,1276,20,3,2,1,5,31,1307
MAHARASHTRA,KOLHAPUR,PANHALA,2842,5,0,0,1,9,15,2857
MAHARASHTRA,KOLHAPUR,RADHANAGARI,1567,15,4,67,3,73,162,1729
MAHARASHTRA,KOLHAPUR,SHAHUWADI,1195,3,1,1,0,1,6,1201
MAHARASHTRA,KOLHAPUR,SHIROL,2571,1,2,5,0,6,14,2585
MAHARASHTRA,LATUR,AHMADPUR,380,0,0,0,0,0,0,380
MAHARASHTRA,LATUR,AUSA,312,0,0,0,0,0,0,312
MAHARASHTRA,LATUR,DEONI,226,0,0,0,0,0,0,226
MAHARASHTRA,LATUR,JALKOT,181,0,0,0,0,0,0,181
MAHARASHTRA,LATUR,LATUR,226,0,0,0,0,0,0,226
MAHARASHTRA,LATUR,NILANGA,1158,0,0,0,0,0,0,1158
MAHARASHTRA,LATUR,RENAPUR,28,0,0,0,0,0,0,28
MAHARASHTRA,LATUR,SHIRUR ANANTPAL,867,0,0,0,0,0,0,867
MAHARASHTRA,LATUR,UDGIR,417,0,0,0,0,0,0,417
MAHARASHTRA,NAGPUR,BHIWAPUR,34,4,0,0,1,0,5,39
MAHARASHTRA,NAGPUR,HINGNA,124,1,0,0,0,0,1,125
MAHARASHTRA,NAGPUR,KAMPTEE,3,0,0,0,0,0,0,3
MAHARASHTRA,NAGPUR,KUHI,15,2,0,0,0,0,2,17
MAHARASHTRA,NAGPUR,MOUDA,69,0,0,0,0,0,0,69
MAHARASHTRA,NAGPUR,NAGPUR RURAL,160,0,0,0,0,0,0,160
MAHARASHTRA,NAGPUR,NAGPUR(URBAN)1&2,5,0,0,0,0,0,0,5
MAHARASHTRA,NAGPUR,NARKHED,2,0,0,0,0,0,0,2
MAHARASHTRA,NAGPUR,PARSEONI,7,0,0,0,0,0,0,7
MAHARASHTRA,NAGPUR,RAMTEK,16,0,0,0,0,0,0,16
MAHARASHTRA,NAGPUR,SAVNER,7,0,0,0,0,0,0,7
MAHARASHTRA,NAGPUR,UMRED,36,0,0,0,0,0,0,36
MAHARASHTRA,NANDED,ARDHAPUR,21,0,0,0,0,0,0,21
MAHARASHTRA,NANDED,BHOKAR,239,0,0,0,0,0,0,239
MAHARASHTRA,NANDED,BILOLI,144,0,0,0,0,0,0,144
MAHARASHTRA,NANDED,DEGLUR,246,10,0,0,0,9,19,265
MAHARASHTRA,NANDED,DHARMABAD,83,0,0,0,0,0,0,83
MAHARASHTRA,NANDED,HADGAON,311,1,0,0,0,1,2,313
MAHARASHTRA,NANDED,HIMAYATNAGAR,325,0,0,0,0,0,0,325
MAHARASHTRA,NANDED,KANDHAR,766,1,0,0,0,0,1,767
MAHARASHTRA,NANDED,KINWAT,1118,2,0,0,0,2,4,1122
MAHARASHTRA,NANDED,LOHA,330,0,0,0,0,0,0,330
MAHARASHTRA,NANDED,MAHOOR,269,1,8,0,1,0,10,279
MAHARASHTRA,NANDED,MUDKHED,179,0,0,0,0,0,0,179
MAHARASHTRA,NANDED,MUKHED,771,0,0,46,0,8,54,825
MAHARASHTRA,NANDED,NAIGAON (KHAIRGAON),691,17,0,0,0,0,17,708
MAHARASHTRA,NANDED,NANDED,1844,13,0,0,0,0,13,1857
MAHARASHTRA,NANDED,UMRI,436,1,0,1,0,0,2,438
MAHARASHTRA,NANDURBAR,AKKALKUWA,0,0,2,0,0,71,73,73
MAHARASHTRA,NANDURBAR,AKRANI,1,0,0,0,0,159,159,160
MAHARASHTRA,NANDURBAR,NANDURBAR,0,0,0,0,0,49,49,49
MAHARASHTRA,NANDURBAR,NAWAPUR,0,0,0,0,1,126,127,127
MAHARASHTRA,NANDURBAR,SHAHADE,109,105,0,17,0,166,288,397
MAHARASHTRA,NANDURBAR,TALODA,0,0,1,0,0,80,81,81
MAHARASHTRA,NASHIK,BAGLAN,0,1,0,0,0,25,26,26
MAHARASHTRA,NASHIK,CHANDWAD,0,0,0,0,0,35,35,35
MAHARASHTRA,NASHIK,DINDORI,20,0,0,0,0,0,0,20
MAHARASHTRA,NASHIK,IGATPURI,182,1,1,0,0,88,90,272
MAHARASHTRA,NASHIK,KALWAN,0,0,0,0,0,97,97,97
MAHARASHTRA,NASHIK,MALEGAON,0,0,1,0,0,113,114,114
MAHARASHTRA,NASHIK,NANDGAON,0,0,0,0,0,83,83,83
MAHARASHTRA,NASHIK,NASHIK,0,0,0,0,0,22,22,22
MAHARASHTRA,NASHIK,NIPHAD,1615,35,11,2,1,0,49,1664
MAHARASHTRA,NASHIK,PEINT,21,0,0,0,0,22,22,43
MAHARASHTRA,NASHIK,SINNAR,49,32,0,0,0,1,33,82
MAHARASHTRA,NASHIK,TRIMBAKESHWAR,0,0,0,0,0,106,106,106
MAHARASHTRA,NASHIK,YEOLA,0,0,1,0,0,69,70,70
MAHARASHTRA,OSMANABAD,BHOOM,409,0,0,12,0,0,12,421
MAHARASHTRA,OSMANABAD,KALAMB,349,0,0,0,0,0,0,349
MAHARASHTRA,OSMANABAD,LOHARA,503,0,0,0,0,0,0,503
MAHARASHTRA,OSMANABAD,OMARGA,576,3,0,0,0,0,3,579
MAHARASHTRA,OSMANABAD,OSMANABAD,281,7,0,0,0,0,7,288
MAHARASHTRA,OSMANABAD,PARANDA,492,2,0,41,0,0,43,535
MAHARASHTRA,OSMANABAD,TULJAPUR,427,3,0,0,0,0,3,430
MAHARASHTRA,PARBHANI,GANGAKHED,188,3,0,1,0,0,4,192
MAHARASHTRA,PARBHANI,JINTUR,900,0,0,5,0,3,8,908
MAHARASHTRA,PARBHANI,MANWAT,206,1,0,0,0,0,1,207
MAHARASHTRA,PARBHANI,PARBHANI,413,1,0,0,0,0,1,414
MAHARASHTRA,PARBHANI,SAILU,197,3,0,0,0,0,3,200
MAHARASHTRA,PUNE,AMBEGAON,1,0,0,0,0,0,0,1
MAHARASHTRA,PUNE,HAVELI,2,0,0,0,0,0,0,2
MAHARASHTRA,PUNE,INDAPUR,97,0,0,0,0,0,0,97
MAHARASHTRA,PUNE,JUNNAR,3,0,0,0,0,0,0,3
MAHARASHTRA,PUNE,MAWAL,0,0,0,0,0,1,1,1
MAHARASHTRA,RAIGHAR,KHALAPUR,143,0,0,0,0,6,6,149
MAHARASHTRA,RAIGHAR,MAHAD,33,0,0,0,0,1,1,34
MAHARASHTRA,RAIGHAR,MANGOAN,4,0,0,0,0,0,0,4
MAHARASHTRA,RAIGHAR,MHASLA,5,0,0,0,0,0,0,5
MAHARASHTRA,RAIGHAR,MURUD,27,0,0,0,0,0,0,27
MAHARASHTRA,RAIGHAR,PANVEL,58,0,0,0,0,0,0,58
MAHARASHTRA,RAIGHAR,PEN,40,0,0,0,0,0,0,40
MAHARASHTRA,RAIGHAR,SHRIVARDHAN,665,0,0,0,0,0,0,665
MAHARASHTRA,RAIGHAR,SUDHAGAD,86,1,0,0,0,0,1,87
MAHARASHTRA,RAIGHAR,URAN,2,0,0,0,0,0,0,2
MAHARASHTRA,RATNAGIRI,CHIPLUN,58,0,0,0,0,0,0,58
MAHARASHTRA,RATNAGIRI,DAPOLI,14,0,0,1,0,0,1,15
MAHARASHTRA,RATNAGIRI,GUHAGAR,75,0,0,0,0,0,0,75
MAHARASHTRA,RATNAGIRI,KHED,17,2,0,0,1,18,21,38
MAHARASHTRA,RATNAGIRI,LANJA,15,0,0,0,0,0,0,15
MAHARASHTRA,RATNAGIRI,RAJAPUR,20,0,0,0,0,0,0,20
MAHARASHTRA,RATNAGIRI,RATNAGIRI,31,0,0,0,0,0,0,31
MAHARASHTRA,RATNAGIRI,SANGAMESHWAR,15,0,0,0,0,0,0,15
MAHARASHTRA,SANGLI,JAT,162,0,0,0,0,0,0,162
MAHARASHTRA,SANGLI,KAVATHE-MAHANKLA,99,0,0,0,0,0,0,99
MAHARASHTRA,SANGLI,KHANAPUR,176,0,0,0,0,0,0,176
MAHARASHTRA,SANGLI,MIRAJ,299,0,3,1,0,0,4,303
MAHARASHTRA,SANGLI,PALUS,2560,50,1,0,0,0,51,2611
MAHARASHTRA,SANGLI,SHIRALA,161,0,0,0,12,0,12,173
MAHARASHTRA,SANGLI,TASGAON,531,83,2,110,0,0,195,726
MAHARASHTRA,SANGLI,WALWA,3230,1,1,0,0,12,14,3244
MAHARASHTRA,SATARA,JAOLI,80,0,0,0,0,0,0,80
MAHARASHTRA,SATARA,KARAD,736,0,0,0,0,0,0,736
MAHARASHTRA,SATARA,KOREGAON,78,0,0,0,0,1,1,79
MAHARASHTRA,SATARA,MAHABALESHWAR,4,0,0,0,0,0,0,4
MAHARASHTRA,SATARA,PATAN,2175,0,0,0,0,0,0,2175
MAHARASHTRA,SATARA,PHALTAN,1440,0,0,0,0,0,0,1440
MAHARASHTRA,SATARA,SATARA,1883,0,0,0,0,0,0,1883
MAHARASHTRA,SATARA,WAI,63,0,0,0,0,0,0,63
MAHARASHTRA,SINDHUDURGA,DEVGAD,86,0,0,0,0,0,0,86
MAHARASHTRA,SINDHUDURGA,KANKAVLI,251,0,0,0,0,0,0,251
MAHARASHTRA,SINDHUDURGA,KUDAL,1700,0,1,0,1,23,25,1725
MAHARASHTRA,SINDHUDURGA,MALWAN,146,0,0,0,0,0,0,146
MAHARASHTRA,SINDHUDURGA,SAWANTWADI,251,15,0,3,0,36,54,305
MAHARASHTRA,SINDHUDURGA,VAIBHAVWADI,11,0,0,0,0,0,0,11
MAHARASHTRA,SINDHUDURGA,VENGURLA,185,0,0,0,0,1,1,186
MAHARASHTRA,SOLAPUR,AKKALKOT,752,0,0,4,0,0,4,756
MAHARASHTRA,SOLAPUR,BARSHI,1098,18,0,1,0,0,19,1117
MAHARASHTRA,SOLAPUR,KARMALA,537,15,0,0,0,0,15,552
MAHARASHTRA,SOLAPUR,MADHA,1437,4,2,4,0,0,10,1447
MAHARASHTRA,SOLAPUR,MALSHIRAS,1425,16,4,0,0,0,20,1445
MAHARASHTRA,SOLAPUR,MANGALVEDHA,1993,304,5,7,4,143,463,2456
MAHARASHTRA,SOLAPUR,MOHOL,1593,109,0,44,0,3,156,1749
MAHARASHTRA,SOLAPUR,NORTH  SOLAPUR,536,42,0,0,0,0,42,578
MAHARASHTRA,SOLAPUR,PANDHARPUR,7733,76,3,0,0,10,89,7822
MAHARASHTRA,SOLAPUR,SANGOLA,74,0,0,0,0,0,0,74
MAHARASHTRA,SOLAPUR,SOUTH  SOLAPUR,3102,31,0,0,0,1,32,3134
MAHARASHTRA,THANE,DHANU,19,0,0,0,0,0,0,19
MAHARASHTRA,THANE,JAWHAR,159,0,0,0,0,0,0,159
MAHARASHTRA,THANE,KALYAN,13,0,0,0,0,0,0,13
MAHARASHTRA,THANE,MURBAD,576,0,0,0,0,0,0,576
MAHARASHTRA,THANE,PALGHAR,92,0,0,0,0,0,0,92
MAHARASHTRA,THANE,SHAHAPUR,205,16,0,0,0,3,19,224
MAHARASHTRA,THANE,VIKRAMGAD,44,0,0,0,0,0,0,44
MAHARASHTRA,THANE,WADA,43,1,0,0,0,0,1,44
MAHARASHTRA,WARDHA,ARVI,17,0,0,0,0,5,5,22
MAHARASHTRA,WARDHA,ASHTI,11,0,0,0,0,1,1,12
MAHARASHTRA,WARDHA,DEOLI,10,1,0,0,0,6,7,17
MAHARASHTRA,WARDHA,HINGANGHAT,12,0,0,1,0,9,10,22
MAHARASHTRA,WARDHA,KARANJA,6,0,0,0,0,0,0,6
MAHARASHTRA,WARDHA,SAMUDRAPUR,101,5,34,0,5,6,50,151
MAHARASHTRA,WARDHA,SELOO,34,1,0,0,0,9,10,44
MAHARASHTRA,WARDHA,WARDHA,13,0,0,0,0,1,1,14
MAHARASHTRA,WASHIM,KARANJA,116,3,0,1,0,0,4,120
