-----
{
 "description": "The table refers to Block wise Distribution of Shallow Tubewells by type. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.5.csv", 
 "title": "Download CSV for Blockwise Distribution of Shallow Tubewells by type", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.5.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Shallow tubewell,Point,Borewell,Others,Total
UTTAR PRADESH,BARABANKI,SURATGANJ,10656,395,135,108,11294
UTTAR PRADESH,BARABANKI,TRIVEDIGANJ,4847,125,55,2,5029
UTTAR PRADESH,BAREILLY,AALAMPUR JAFARABAD,6346,169,259,38,6812
UTTAR PRADESH,BAREILLY,BAHERI,8035,2,3,9,8049
UTTAR PRADESH,BAREILLY,BHADPURA,5976,11,41,5,6033
UTTAR PRADESH,BAREILLY,BHOJIPURA,8817,3,4,0,8824
UTTAR PRADESH,BAREILLY,BHUTA,8206,8,7,3,8224
UTTAR PRADESH,BAREILLY,BITHIRI CHAINPUR,7045,62,6,263,7376
UTTAR PRADESH,BAREILLY,FARIDPUR,7748,5,134,5,7892
UTTAR PRADESH,BAREILLY,FATEHGANJ (W),6074,140,4,505,6723
UTTAR PRADESH,BAREILLY,KYARA,3718,10,78,35,3841
UTTAR PRADESH,BAREILLY,MAJHGAWAN,7111,10,7,246,7374
UTTAR PRADESH,BAREILLY,MIRGANJ,6023,20,221,494,6758
UTTAR PRADESH,BAREILLY,NAWABGANJ,9489,441,915,45,10890
UTTAR PRADESH,BAREILLY,RAM NAGAR,4997,181,4,2,5184
UTTAR PRADESH,BAREILLY,RICHHA,7258,4,1,2,7265
UTTAR PRADESH,BAREILLY,SHERGARH,8226,23,2,6,8257
UTTAR PRADESH,BASTI,BAHADURPUR,5197,83,97,9,5386
UTTAR PRADESH,BASTI,BANKATI,5909,47,40,12,6008
UTTAR PRADESH,BASTI,BASTI SADAR,3906,125,4,2,4037
UTTAR PRADESH,BASTI,GAUR,5455,87,15,5,5562
UTTAR PRADESH,BASTI,HARRAIYA,7344,77,6,2,7429
UTTAR PRADESH,BASTI,KAPTAN GANJ,6624,14,14,3,6655
UTTAR PRADESH,BASTI,KUDRAHA,4292,21,0,3,4316
UTTAR PRADESH,BASTI,PARASH RAMPUR,4907,97,90,2,5096
UTTAR PRADESH,BASTI,RAM NAGAR,3232,68,33,9,3342
UTTAR PRADESH,BASTI,RUDHAULI,2691,20,1,0,2712
UTTAR PRADESH,BASTI,SAHUGHAT,4661,300,18,7,4986
UTTAR PRADESH,BASTI,SALTAUWA GOPALPUR,4930,11,2,1,4944
UTTAR PRADESH,BASTI,VIKRAMJOT,6751,8,1,9,6769
UTTAR PRADESH,BIJNOR,AAKU NEHTOUR,6441,298,0,0,6739
UTTAR PRADESH,BIJNOR,AFJALGARH,7532,116,0,0,7648
UTTAR PRADESH,BIJNOR,ALLEHEPUR DHAMPUR,8149,643,0,0,8792
UTTAR PRADESH,BIJNOR,BUDHANPUR SEOHARA,7245,685,0,0,7930
UTTAR PRADESH,BIJNOR,HALDOUR,7046,37,0,0,7083
UTTAR PRADESH,BIJNOR,JALILPUR,11684,54,0,0,11738
UTTAR PRADESH,BIJNOR,KIRATPUR,3557,332,0,0,3889
UTTAR PRADESH,BIJNOR,KOTWALI,8881,392,0,0,9273
UTTAR PRADESH,BIJNOR,MOHD.PUR DEVMAL,7105,26,0,0,7131
UTTAR PRADESH,BIJNOR,NAJIBABAD,4799,9,0,0,4808
UTTAR PRADESH,BIJNOR,NOORPUR,9758,680,0,0,10438
UTTAR PRADESH,BUDAUN,AMBIYAPUR,5621,345,131,151,6248
UTTAR PRADESH,BUDAUN,ASAFPUR,4919,62,42,231,5254
UTTAR PRADESH,BUDAUN,BISAULI,5119,83,53,33,5288
UTTAR PRADESH,BUDAUN,DATAGANJ,3218,277,25,2,3522
UTTAR PRADESH,BUDAUN,DEHGWA,8572,10,369,38,8989
UTTAR PRADESH,BUDAUN,GUNNAUR,7208,233,542,305,8288
UTTAR PRADESH,BUDAUN,ISLAMNAGAR,4703,88,344,195,5330
UTTAR PRADESH,BUDAUN,JAGAT,3565,35,130,4,3734
UTTAR PRADESH,BUDAUN,JUNAMAI,8338,90,67,168,8663
UTTAR PRADESH,BUDAUN,KADAR CHOKE,2836,352,300,165,3653
UTTAR PRADESH,BUDAUN,MYAUN,3185,196,77,30,3488
UTTAR PRADESH,BUDAUN,RAJPURA,6047,168,394,25,6634
UTTAR PRADESH,BUDAUN,SAHASWAN,7029,270,72,75,7446
UTTAR PRADESH,BUDAUN,SALARPUR,4230,65,52,4,4351
UTTAR PRADESH,BUDAUN,SAMRAR,3481,5,17,1,3504
UTTAR PRADESH,BUDAUN,UJHANI,4703,189,4,116,5012
UTTAR PRADESH,BUDAUN,USAWA,3599,12,3,11,3625
UTTAR PRADESH,BUDAUN,WAZIRGANJ,3119,84,243,33,3479
UTTAR PRADESH,BULAND SAHAR,ANUPSHAHR,3501,53,256,176,3986
UTTAR PRADESH,BULAND SAHAR,ARNIRYA,4440,53,333,0,4826
UTTAR PRADESH,BULAND SAHAR,B.B. NAGAR,3383,1,0,1,3385
UTTAR PRADESH,BULAND SAHAR,BULANDSHAHR,3914,145,61,4,4124
UTTAR PRADESH,BULAND SAHAR,DANPUR,3250,39,81,0,3370
UTTAR PRADESH,BULAND SAHAR,DIBAI,2237,3,104,0,2344
UTTAR PRADESH,BULAND SAHAR,GULAWATHI,3801,6,0,154,3961
UTTAR PRADESH,BULAND SAHAR,JAHAGIRABAD,3971,1,22,122,4116
UTTAR PRADESH,BULAND SAHAR,KHURJA,5358,55,280,2,5695
UTTAR PRADESH,BULAND SAHAR,LAKHAWATI,3529,74,69,0,3672
UTTAR PRADESH,BULAND SAHAR,PAHASU,3874,329,93,28,4324
UTTAR PRADESH,BULAND SAHAR,SHIKARPUR,4651,8,2,2,4663
UTTAR PRADESH,BULAND SAHAR,SIANA,2632,0,3,0,2635
UTTAR PRADESH,BULAND SAHAR,SIKANDRABAD,6224,71,84,9,6388
UTTAR PRADESH,BULAND SAHAR,UNCHAGAON,4107,32,44,0,4183
UTTAR PRADESH,CHANDAULI,BARAHNI,785,0,11,38,834
UTTAR PRADESH,CHANDAULI,CHAHANIA,1468,29,48,9,1554
UTTAR PRADESH,CHANDAULI,CHAKIYA,435,21,51,14,521
UTTAR PRADESH,CHANDAULI,CHANDOULI,1994,0,49,0,2043
UTTAR PRADESH,CHANDAULI,DHANAPUR,1150,41,4,11,1206
UTTAR PRADESH,CHANDAULI,NAOUGHAR,1702,0,52,0,1754
UTTAR PRADESH,CHANDAULI,NIYMATA BAD,1397,28,47,9,1481
UTTAR PRADESH,CHANDAULI,SAHABGANJ,986,53,29,70,1138
UTTAR PRADESH,CHANDAULI,SAKELDIHA,1307,19,29,79,1434
UTTAR PRADESH,CHITRAKOOT,KARVI,189,0,6,0,195
UTTAR PRADESH,CHITRAKOOT,MANIKPUR,1250,10,3,18,1281
UTTAR PRADESH,CHITRAKOOT,MAU,257,7,33,1,298
UTTAR PRADESH,CHITRAKOOT,PAHADI,216,108,7,19,350
UTTAR PRADESH,CHITRAKOOT,RAM NAGAR,1209,3,97,23,1332
UTTAR PRADESH,DEORIA,BAITALPUR,3916,5,32,5,3958
UTTAR PRADESH,DEORIA,BANKATA,4183,25,213,210,4631
UTTAR PRADESH,DEORIA,BARHAJ,2657,2,44,2,2705
UTTAR PRADESH,DEORIA,BHAGALPUR,2827,73,101,49,3050
UTTAR PRADESH,DEORIA,BHALUWANI,5668,157,155,4,5984
UTTAR PRADESH,DEORIA,BHATANI,2922,28,64,89,3103
UTTAR PRADESH,DEORIA,BHATPAR RANI,3960,13,5,1,3979
UTTAR PRADESH,DEORIA,DEORIA SADAR,3909,130,56,1,4096
UTTAR PRADESH,DEORIA,DESAHI DEORIA,1543,1,2,0,1546
UTTAR PRADESH,DEORIA,GAURI BAZAR,4940,0,65,0,5005
UTTAR PRADESH,DEORIA,LAR,2925,4,13,0,2942
UTTAR PRADESH,DEORIA,PATHARDEVA,3270,3,1,0,3274
UTTAR PRADESH,DEORIA,RAMPUR KARKHANA,2620,1,6,79,2706
UTTAR PRADESH,DEORIA,RUDRAPUR,4553,3,1,0,4557
UTTAR PRADESH,DEORIA,SALEMPUR,4205,9,38,1,4253
UTTAR PRADESH,ETAH,ALIGANJ,7690,31,37,6,7764
UTTAR PRADESH,ETAH,AMAPUR,3713,50,7,0,3770
UTTAR PRADESH,ETAH,AWAGARH,2995,145,147,5,3292
UTTAR PRADESH,ETAH,GANJDUNDWARA,4163,24,2,89,4278
UTTAR PRADESH,ETAH,JAIDHRA,4077,314,293,94,4778
UTTAR PRADESH,ETAH,JALESAR,3954,181,207,9,4351
UTTAR PRADESH,ETAH,KASGANJ,3807,90,95,89,4081
UTTAR PRADESH,ETAH,MARAHERA,2988,74,1,1,3064
UTTAR PRADESH,ETAH,NIDHOLI KALAN,4305,75,467,5,4852
UTTAR PRADESH,ETAH,PATIYALI,3208,223,294,381,4106
UTTAR PRADESH,ETAH,SAHAWAR,3296,40,129,296,3761
UTTAR PRADESH,ETAH,SAKIT,4510,52,173,7,4742
UTTAR PRADESH,ETAH,SHEETALPUR,4277,42,63,171,4553
UTTAR PRADESH,ETAH,SIDHPURA,3834,350,25,4,4213
UTTAR PRADESH,ETAH,SORON,4313,241,66,3,4623
UTTAR PRADESH,ETAWAH,BADPURA,5288,0,0,0,5288
UTTAR PRADESH,ETAWAH,BASREHAR,5309,0,0,0,5309
UTTAR PRADESH,ETAWAH,BHARTHANA,5279,0,0,0,5279
UTTAR PRADESH,ETAWAH,CHAKARNAGAR,129,0,0,0,129
UTTAR PRADESH,ETAWAH,JASWANT NAGAR,5253,0,0,0,5253
UTTAR PRADESH,ETAWAH,MAHEWA,5233,0,0,0,5233
UTTAR PRADESH,ETAWAH,SAIPHAI,1042,0,0,0,1042
UTTAR PRADESH,ETAWAH,TAKHA,2684,0,0,0,2684
UTTAR PRADESH,FAIZABAD,AMANI GANJ,4050,205,35,10,4300
UTTAR PRADESH,FAIZABAD,BIKAPUR,7090,13,167,15,7285
UTTAR PRADESH,FAIZABAD,HASTINPUR,4847,37,53,10,4947
UTTAR PRADESH,FAIZABAD,MASONDHA,5223,58,47,16,5344
UTTAR PRADESH,FAIZABAD,MAWAI,3403,64,70,57,3594
UTTAR PRADESH,FAIZABAD,MAYA,5224,18,151,0,5393
UTTAR PRADESH,FAIZABAD,MILKI PUR,5372,17,24,8,5421
UTTAR PRADESH,FAIZABAD,PURA,6950,117,60,56,7183
UTTAR PRADESH,FAIZABAD,RUDAULI,6925,136,483,66,7610
UTTAR PRADESH,FAIZABAD,SOHAWAL,4153,32,8,9,4202
UTTAR PRADESH,FAIZABAD,TARUN,8213,17,36,13,8279
UTTAR PRADESH,FARRUKHABAD,BARHPUR,1762,10,5,14,1791
UTTAR PRADESH,FARRUKHABAD,KAMALGANJ-I,4533,197,117,4,4851
UTTAR PRADESH,FARRUKHABAD,KAYAMGANJ,4463,158,35,1,4657
UTTAR PRADESH,FARRUKHABAD,MOHAMDABAD,2494,597,2,35,3128
UTTAR PRADESH,FARRUKHABAD,NAWABGANJ-I,3392,15,18,3,3428
UTTAR PRADESH,FARRUKHABAD,RAJEPUR-I,2245,45,31,180,2501
UTTAR PRADESH,FARRUKHABAD,SHAMSHABAD,5478,41,11,11,5541
UTTAR PRADESH,FATEHPUR,AIRAYA,1335,1,0,2,1338
UTTAR PRADESH,FATEHPUR,AMAULI,1706,4,2,2,1714
UTTAR PRADESH,FATEHPUR,ASODHAR,1247,0,0,12,1259
UTTAR PRADESH,FATEHPUR,BAHUWA,2375,44,64,37,2520
UTTAR PRADESH,FATEHPUR,BHITAURA,4152,227,619,4,5002
UTTAR PRADESH,FATEHPUR,DEVMAI,2279,1,0,0,2280
UTTAR PRADESH,FATEHPUR,DHATA,2031,81,15,66,2193
UTTAR PRADESH,FATEHPUR,HASWA,3331,50,455,7,3843
UTTAR PRADESH,FATEHPUR,HATHGAON,3373,135,87,21,3616
UTTAR PRADESH,FATEHPUR,KHAJUHA,2023,37,14,0,2074
UTTAR PRADESH,FATEHPUR,MALWAN,3698,32,132,142,4004
UTTAR PRADESH,FATEHPUR,TELYANI,3239,48,105,0,3392
UTTAR PRADESH,FATEHPUR,VIJAYIPUR,1914,12,2,13,1941
UTTAR PRADESH,FIROZABAD,EKA,5267,0,263,14,5544
UTTAR PRADESH,FIROZABAD,FIROZABAD,1570,56,155,63,1844
UTTAR PRADESH,FIROZABAD,JASRANA,2669,30,41,44,2784
UTTAR PRADESH,FIROZABAD,KHAIRGARH,3140,95,178,93,3506
UTTAR PRADESH,FIROZABAD,KOTLA NARKHI,3477,313,36,4,3830
UTTAR PRADESH,FIROZABAD,MADANPUR,4254,20,69,0,4343
UTTAR PRADESH,FIROZABAD,ORAON,2676,11,11,32,2730
UTTAR PRADESH,FIROZABAD,SHIKOHABAD,2349,29,32,10,2420
UTTAR PRADESH,FIROZABAD,TUNDLA,3104,155,3,9,3271
UTTAR PRADESH,GAUTAM BUDHA NAGAR,BISRAKH,3857,10,18,70,3955
UTTAR PRADESH,GAUTAM BUDHA NAGAR,DADRI,5081,15,1,0,5097
UTTAR PRADESH,GAUTAM BUDHA NAGAR,DANKAOR,8051,160,6,126,8343
UTTAR PRADESH,GAUTAM BUDHA NAGAR,JEWAR,5687,149,308,0,6144
UTTAR PRADESH,GHAZIABAD,BHOJPUR,4339,77,81,1,4498
UTTAR PRADESH,GHAZIABAD,DHAULANA,3549,144,2,0,3695
UTTAR PRADESH,GHAZIABAD,GARH MUKTESWAR,7735,4,36,58,7833
UTTAR PRADESH,GHAZIABAD,HAPUR,5643,43,10,3,5699
UTTAR PRADESH,GHAZIABAD,LAUNI,1325,184,0,35,1544
UTTAR PRADESH,GHAZIABAD,MURADNAGAR,3496,36,86,6,3624
UTTAR PRADESH,GHAZIABAD,RAJPUR,2204,23,51,0,2278
UTTAR PRADESH,GHAZIABAD,SIMBHAWALI,5504,104,331,132,6071
UTTAR PRADESH,GHAZIPUR,BARACHAWAR,2767,200,200,95,3262
UTTAR PRADESH,GHAZIPUR,BHADORA,1283,2,2,0,1287
UTTAR PRADESH,GHAZIPUR,BHANWARKOL,3069,150,95,2,3316
UTTAR PRADESH,GHAZIPUR,DEVKALI,4629,10,95,11,4745
UTTAR PRADESH,GHAZIPUR,JAMANIYA,6912,17,51,19,6999
UTTAR PRADESH,GHAZIPUR,KARNDA,3311,6,7,0,3324
UTTAR PRADESH,GHAZIPUR,KASIMABAD,4323,63,11,4,4401
UTTAR PRADESH,GHAZIPUR,MANIHARI,7263,32,150,20,7465
UTTAR PRADESH,GHAZIPUR,MARADAH,6417,51,32,2,6502
UTTAR PRADESH,GHAZIPUR,MOHMMADABAD,5313,77,20,5,5415
UTTAR PRADESH,GHAZIPUR,REVTIPUR,1449,38,9,2,1498
UTTAR PRADESH,GHAZIPUR,SADAR,2161,4,7,9,2181
UTTAR PRADESH,GHAZIPUR,SADAT,5037,60,95,10,5202
UTTAR PRADESH,GHAZIPUR,SAIDPUR,3136,13,160,45,3354
UTTAR PRADESH,GHAZIPUR,VIRNO,2416,30,55,1,2502
UTTAR PRADESH,GHAZIPUR,ZAKHANIA,5610,62,150,34,5856
UTTAR PRADESH,GONDA,BELSAR,3433,0,0,0,3433
UTTAR PRADESH,GONDA,BHABHANJOT,7795,6,2,10,7813
UTTAR PRADESH,GONDA,CHHAPIA,9258,0,0,0,9258
UTTAR PRADESH,GONDA,COLONELGANJ,3036,2,0,1,3039
UTTAR PRADESH,GONDA,HALDAR MAU,3053,1,1,1,3056
UTTAR PRADESH,GONDA,ITIYATHOK,8798,7,0,0,8805
UTTAR PRADESH,GONDA,JHANJHRI,6043,35,12,129,6219
UTTAR PRADESH,GONDA,KATRA BAZAR,2867,56,3,1,2927
UTTAR PRADESH,GONDA,MANKAPUR,7585,3,1,1,7590
UTTAR PRADESH,GONDA,MUJEHNA,6250,14,72,0,6336
UTTAR PRADESH,GONDA,NAWABGANJ,5431,0,1,0,5432
UTTAR PRADESH,GONDA,PANDRIKRIPAL,4951,1,0,0,4952
UTTAR PRADESH,GONDA,PARASPUR,6397,0,0,0,6397
UTTAR PRADESH,GONDA,RUPIHDEEH,8785,0,413,1,9199
UTTAR PRADESH,GONDA,TARABGANJ,2121,0,342,0,2463
UTTAR PRADESH,GONDA,WAZIRGANJ,5883,2,0,1,5886
UTTAR PRADESH,GORAKHPUR,BANSGAON,3397,0,3,7,3407
UTTAR PRADESH,GORAKHPUR,BARAHALGANJ,3290,209,146,4,3649
UTTAR PRADESH,GORAKHPUR,BELGHAT,5138,17,8,0,5163
UTTAR PRADESH,GORAKHPUR,BHATHAT,5719,37,105,12,5873
UTTAR PRADESH,GORAKHPUR,BRAHMPUR,4092,39,25,12,4168
UTTAR PRADESH,GORAKHPUR,CAMPIARGANJ,7609,4,15,65,7693
UTTAR PRADESH,GORAKHPUR,CHARGANWA,3942,77,16,5,4040
UTTAR PRADESH,GORAKHPUR,GAGHA,1761,5,2,0,1768
UTTAR PRADESH,GORAKHPUR,GOLA,2462,53,433,71,3019
UTTAR PRADESH,GORAKHPUR,JANGAL KAURIA,4614,92,119,49,4874
UTTAR PRADESH,GORAKHPUR,KAURIRAM,2873,62,113,22,3070
UTTAR PRADESH,GORAKHPUR,KHAJANI,4949,122,41,40,5152
UTTAR PRADESH,GORAKHPUR,KHORABAR,2581,16,33,1,2631
UTTAR PRADESH,GORAKHPUR,PALI,3335,7,26,11,3379
UTTAR PRADESH,GORAKHPUR,PIPRAICH,4201,28,107,22,4358
UTTAR PRADESH,GORAKHPUR,PIPRAULI,1902,8,598,211,2719
UTTAR PRADESH,GORAKHPUR,SAHJANWA,3635,50,33,2,3720
UTTAR PRADESH,GORAKHPUR,SARDARNAGAR,3204,4,17,2,3227
UTTAR PRADESH,GORAKHPUR,URUWA,4080,20,181,417,4698
UTTAR PRADESH,HAMIRPUR,GOHAND,574,1,81,3,659
UTTAR PRADESH,HAMIRPUR,KURARA,355,9,23,55,442
UTTAR PRADESH,HAMIRPUR,MAUDAHA,1951,24,2,20,1997
UTTAR PRADESH,HAMIRPUR,MUSKARA,1265,15,31,4,1315
UTTAR PRADESH,HAMIRPUR,RATH,2687,14,33,4,2738
UTTAR PRADESH,HAMIRPUR,SARILA,1350,16,18,0,1384
UTTAR PRADESH,HAMIRPUR,SUMREPUR,1774,17,124,39,1954
UTTAR PRADESH,HARDOI,AHIROURI,4589,0,0,1,4590
UTTAR PRADESH,HARDOI,BAVAN,3558,5,15,58,3636
UTTAR PRADESH,HARDOI,BEHANDAR,2827,0,0,21,2848
UTTAR PRADESH,HARDOI,BHARAWAN,1717,1,0,2,1720
UTTAR PRADESH,HARDOI,BHARKHANI,5005,0,0,37,5042
UTTAR PRADESH,HARDOI,BILGRAM,2547,3,183,49,2782
UTTAR PRADESH,HARDOI,HARIYAWAN,2094,4,101,17,2216
UTTAR PRADESH,HARDOI,HARPALPUR,4498,1,1,12,4512
UTTAR PRADESH,HARDOI,KACHOUNA,4086,52,3,15,4156
UTTAR PRADESH,HARDOI,KOTHAWAN,3509,19,0,15,3543
UTTAR PRADESH,HARDOI,MAHDHOGANJ,3127,7,0,94,3228
UTTAR PRADESH,HARDOI,MALLAWAN,2558,1,0,10,2569
UTTAR PRADESH,HARDOI,PIHANI,2450,16,31,266,2763
UTTAR PRADESH,HARDOI,SANDI,3364,1,302,54,3721
UTTAR PRADESH,HARDOI,SANDILA,2099,0,13,10,2122
UTTAR PRADESH,HARDOI,SHAHABAD,5299,204,161,94,5758
UTTAR PRADESH,HARDOI,SURSA,4136,0,0,14,4150
UTTAR PRADESH,HARDOI,TANDIYAWA,2005,0,0,1,2006
UTTAR PRADESH,HARDOI,TODARPUR,3804,4,0,7,3815
UTTAR PRADESH,HATHRAS,HASAYAN,4795,52,1,8,4856
UTTAR PRADESH,HATHRAS,HATHRAS,5052,16,20,0,5088
UTTAR PRADESH,HATHRAS,MURSAN,4985,3,74,2,5064
UTTAR PRADESH,HATHRAS,SADABAD,4410,14,1,0,4425
UTTAR PRADESH,HATHRAS,SAHPAU,2650,1,12,2,2665
UTTAR PRADESH,HATHRAS,SASNI,4008,5,18,1,4032
UTTAR PRADESH,HATHRAS,SIKANDRARAO,4301,14,26,13,4354
UTTAR PRADESH,JALAUN,DAKOR,863,40,2,0,905
UTTAR PRADESH,JALAUN,ETKONCH,1448,72,84,21,1625
UTTAR PRADESH,JALAUN,JALAUN,1600,1,214,2,1817
UTTAR PRADESH,JALAUN,KADAURA,367,3,9,2,381
UTTAR PRADESH,JALAUN,KUTHAUND,867,19,2,0,888
UTTAR PRADESH,JALAUN,MADHO GANJ,1687,56,196,14,1953
UTTAR PRADESH,JALAUN,MAHEBA,373,2,74,6,455
UTTAR PRADESH,JALAUN,NADIGAON,411,19,42,0,472
UTTAR PRADESH,JALAUN,RAMPURA,1069,5,0,0,1074
UTTAR PRADESH,JAUNPUR,BADLA PUR,5023,39,178,4,5244
UTTAR PRADESH,JAUNPUR,BAKSHA,4361,2,190,39,4592
UTTAR PRADESH,JAUNPUR,BARSOTHI,2494,14,346,13,2867
UTTAR PRADESH,JAUNPUR,DHARMA PUR,2735,8,25,2,2770
UTTAR PRADESH,JAUNPUR,DOBHI,2829,5,47,2,2883
UTTAR PRADESH,JAUNPUR,JALAL PUR,1850,0,15,0,1865
UTTAR PRADESH,JAUNPUR,KARNJAKALA,4472,10,88,0,4570
UTTAR PRADESH,JAUNPUR,KERAKAT,2999,0,0,0,2999
UTTAR PRADESH,JAUNPUR,KHUTHAN,4248,45,213,194,4700
UTTAR PRADESH,JAUNPUR,M.SHAHAR,3482,113,181,6,3782
UTTAR PRADESH,JAUNPUR,MADRIYAHU,3414,12,4,151,3581
UTTAR PRADESH,JAUNPUR,MAHARAJ GANJ,4802,4,88,0,4894
UTTAR PRADESH,JAUNPUR,MUFTI GANJ,2462,0,2,0,2464
UTTAR PRADESH,JAUNPUR,MUGLA BADSHAH PUR,1977,10,171,80,2238
UTTAR PRADESH,JAUNPUR,RAM NAGAR,1888,72,56,15,2031
UTTAR PRADESH,JAUNPUR,RAMPUR,2315,12,52,0,2379
UTTAR PRADESH,JAUNPUR,SHAH GANJ,5609,11,311,26,5957
UTTAR PRADESH,JAUNPUR,SIKRARA,3898,78,0,40,4016
UTTAR PRADESH,JAUNPUR,SIRKONI,2997,13,57,3,3070
UTTAR PRADESH,JAUNPUR,SUITHA KALA,4531,42,0,8,4581
UTTAR PRADESH,JAUNPUR,SUJAN GANJ,3877,24,493,5,4399
UTTAR PRADESH,JHANSI,BABINA,350,297,1,0,648
UTTAR PRADESH,JHANSI,BADAGAON,609,0,0,4,613
UTTAR PRADESH,JHANSI,BAMAUR,125,2,7,1,135
UTTAR PRADESH,JHANSI,BANGRA,183,1,2,4,190
UTTAR PRADESH,JHANSI,CHIRGAON,2742,50,259,3,3054
UTTAR PRADESH,JHANSI,GURSARAI,376,11,159,419,965
UTTAR PRADESH,JHANSI,MAURANIPUR,1126,32,285,19,1462
UTTAR PRADESH,JHANSI,MOTH,2142,96,25,28,2291
UTTAR PRADESH,JYOTIBA PHULENAGAR,AMROHA,10268,0,0,2,10270
UTTAR PRADESH,JYOTIBA PHULENAGAR,DHANORA,12632,0,0,3,12635
UTTAR PRADESH,JYOTIBA PHULENAGAR,GAJROLA,11559,0,0,3,11562
UTTAR PRADESH,JYOTIBA PHULENAGAR,GANGESHWARI,13899,0,0,4,13903
UTTAR PRADESH,JYOTIBA PHULENAGAR,HASANPUR,11932,0,0,3,11935
UTTAR PRADESH,JYOTIBA PHULENAGAR,JOYA,9377,0,0,2,9379
UTTAR PRADESH,KANNAUJ,CHHIBRAMAU,3601,139,82,63,3885
UTTAR PRADESH,KANNAUJ,HASERAN,761,167,1,0,929
UTTAR PRADESH,KANNAUJ,JALABAD,2891,25,2,7,2925
UTTAR PRADESH,KANNAUJ,KANNAUJ,2629,358,11,1,2999
UTTAR PRADESH,KANNAUJ,SAURIKH,3443,0,117,0,3560
UTTAR PRADESH,KANNAUJ,TALGRAM,6079,155,217,0,6451
UTTAR PRADESH,KANNAUJ,UMARDA,5663,33,366,2,6064
UTTAR PRADESH,KANPUR DEHAT,AKBARPUR,2773,57,156,0,2986
UTTAR PRADESH,KANPUR DEHAT,AMRAUDHA,180,24,1,0,205
UTTAR PRADESH,KANPUR DEHAT,DERAPUR,2653,19,5,4,2681
UTTAR PRADESH,KANPUR DEHAT,JHINJHAK,3056,177,76,5,3314
UTTAR PRADESH,KANPUR DEHAT,MAITHA,3862,33,68,61,4024
UTTAR PRADESH,KANPUR DEHAT,MALASA,1143,5,2,3,1153
UTTAR PRADESH,KANPUR DEHAT,RAJPUR,695,3,11,2,711
UTTAR PRADESH,KANPUR DEHAT,RASOOLABAD,6383,96,39,257,6775
UTTAR PRADESH,KANPUR DEHAT,SANDALPUR,1617,9,13,0,1639
UTTAR PRADESH,KANPUR DEHAT,SARVENKHERA,2615,128,26,33,2802
UTTAR PRADESH,KANPUR NAGAR,BILHAUR,3517,388,476,48,4429
UTTAR PRADESH,KANPUR NAGAR,BITARGAON,3192,380,104,6,3682
UTTAR PRADESH,KANPUR NAGAR,CHAMBEPUR,2301,200,37,0,2538
UTTAR PRADESH,KANPUR NAGAR,GHATAMPUR,402,59,16,9,486
UTTAR PRADESH,KANPUR NAGAR,KAKWAN,1187,89,71,0,1347
UTTAR PRADESH,KANPUR NAGAR,KALYANPUR,2558,209,6,2,2775
UTTAR PRADESH,KANPUR NAGAR,PATARA,1997,76,293,51,2417
UTTAR PRADESH,KANPUR NAGAR,SARSAUL,2006,72,268,1,2347
UTTAR PRADESH,KANPUR NAGAR,SHIVRAJPUR,3453,386,205,49,4093
UTTAR PRADESH,KANPUR NAGAR,VIDHUNU,3219,126,222,14,3581
UTTAR PRADESH,KAUSHAMBI,CHAYAL,1572,30,50,136,1788
UTTAR PRADESH,KAUSHAMBI,KARA,1911,23,98,15,2047
UTTAR PRADESH,KAUSHAMBI,KOSHAMBHI,1424,116,276,5,1821
UTTAR PRADESH,KAUSHAMBI,MANJHANPUR,3091,9,53,36,3189
UTTAR PRADESH,KAUSHAMBI,MURATGANJ,563,1,26,20,610
UTTAR PRADESH,KAUSHAMBI,NEWADA,1187,73,152,14,1426
UTTAR PRADESH,KAUSHAMBI,SARSAWAN,2332,33,34,3,2402
UTTAR PRADESH,KAUSHAMBI,SIRATHU,918,16,8,19,961
UTTAR PRADESH,KHERI,BANKEYGANJ,7991,118,14,13,8136
UTTAR PRADESH,KHERI,BEHJAM,5464,143,247,30,5884
UTTAR PRADESH,KHERI,BIJUA,5611,45,364,3,6023
UTTAR PRADESH,KHERI,DHAUREHRA,2002,32,39,1,2074
UTTAR PRADESH,KHERI,ISANAGAR,2342,69,37,121,2569
UTTAR PRADESH,KHERI,KHUMBHIGOLA,9345,83,12,305,9745
UTTAR PRADESH,KHERI,LAKHIMPUR,8449,133,244,571,9397
UTTAR PRADESH,KHERI,MITAULI,6617,108,381,435,7541
UTTAR PRADESH,KHERI,MOHAMMADI,7807,256,429,215,8707
UTTAR PRADESH,KHERI,NAKAHA,7018,109,241,470,7838
UTTAR PRADESH,KHERI,NIGHASAN,5368,149,184,6,5707
UTTAR PRADESH,KHERI,PALIA,5619,85,176,48,5928
UTTAR PRADESH,KHERI,PASGAWAN,5949,206,12,15,6182
UTTAR PRADESH,KHERI,PHOOLBEHAR,10386,37,259,292,10974
UTTAR PRADESH,KHERI,RAMIA BEHAR,2824,96,118,3,3041
UTTAR PRADESH,KUSHINAGAR,BISHUN PUR,2452,60,4,193,2709
