-----
{
 "description": "The table refers to Block wise Dugwells according to Water Distribution System. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.8.csv", 
 "title": "Download CSV for Blockwise Dugwells according to Water Distribution System", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.8.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Sprinkler,Drip Irrigation,Open channel,Under ground channel,Others,Total,,,,,,,,
ANDHRA PRADESH,GUNTUR,MUPPALLA,2,0,194,0,0,196,,,,,,,,
ANDHRA PRADESH,GUNTUR,NADENDLA,0,2,132,0,0,134,,,,,,,,
ANDHRA PRADESH,GUNTUR,NAGARAM,1,0,11,0,296,308,,,,,,,,
ANDHRA PRADESH,GUNTUR,NAKARIKALLU,0,0,45,15,0,60,,,,,,,,
ANDHRA PRADESH,GUNTUR,NARASARAOPETA,1,3,311,1,0,316,,,,,,,,
ANDHRA PRADESH,GUNTUR,NIZAMPATNAM,6,0,4,0,123,133,,,,,,,,
ANDHRA PRADESH,GUNTUR,NUZENDLA,0,0,76,0,0,76,,,,,,,,
ANDHRA PRADESH,GUNTUR,PEDAKAKANI,0,0,69,0,2,71,,,,,,,,
ANDHRA PRADESH,GUNTUR,PEDAKURAPADU,0,1,275,0,21,297,,,,,,,,
ANDHRA PRADESH,GUNTUR,PHIRANGIPURAM,0,0,70,0,0,70,,,,,,,,
ANDHRA PRADESH,GUNTUR,PIDUGURALLA,0,0,55,0,0,55,,,,,,,,
ANDHRA PRADESH,GUNTUR,PITTALAVANIPALEM,5,0,1,0,744,750,,,,,,,,
ANDHRA PRADESH,GUNTUR,PRATHIPADU,0,0,14,0,0,14,,,,,,,,
ANDHRA PRADESH,GUNTUR,RAJUPALEM,0,0,176,0,0,176,,,,,,,,
ANDHRA PRADESH,GUNTUR,RENTACRINTALA,0,0,23,0,0,23,,,,,,,,
ANDHRA PRADESH,GUNTUR,ROMPICHERLA,0,0,171,0,0,171,,,,,,,,
ANDHRA PRADESH,GUNTUR,SATTENAPALLE,0,0,55,0,3,58,,,,,,,,
ANDHRA PRADESH,GUNTUR,SAVALYAPURAM,0,0,15,0,0,15,,,,,,,,
ANDHRA PRADESH,GUNTUR,TADIKONDA,1,0,22,0,17,40,,,,,,,,
ANDHRA PRADESH,GUNTUR,THADEPALLE,0,0,116,0,0,116,,,,,,,,
ANDHRA PRADESH,GUNTUR,THULLUR,0,0,60,3,0,63,,,,,,,,
ANDHRA PRADESH,GUNTUR,VELDURTHI,0,2,227,1,21,251,,,,,,,,
ANDHRA PRADESH,GUNTUR,VINUKONDA,0,1,34,0,0,35,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,BEJJANKI,598,13,4856,372,37,5876,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,BHEEMADEVARPALLE,67,16,5424,154,4,5665,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,BOINPALLE,0,0,3780,7,0,3787,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,CHANDURTHI,192,11,3866,318,0,4387,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,CHIGURUMAMIDI,0,9,3522,662,61,4254,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,CHOPPADANDI,9,1,13,3801,0,3824,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,DHARMAPURI,64,5,3765,44,43,3921,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,DHARMARAM,0,8,2602,102,84,2796,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,ELEGADE,0,0,1260,109,0,1369,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,ELKATHURTHI,72,8,3199,19,15,3313,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,ELLANTHAKUNTA,3,0,4159,382,146,4690,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,GAMBHIRAOPET,0,0,955,77,0,1032,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,GANGADHARA,0,0,5194,93,0,5287,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,GOLLAPALLE,160,22,2896,261,3,3342,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,HUSNABAD,178,14,5587,365,1004,7148,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,HUZURABAD,63,13,4812,141,2,5031,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,IBRAHIMPATNAM,28,3,3213,407,0,3651,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,JAGTIAL,46,8,2497,2633,201,5385,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,JAMMIKUNTA,0,0,6373,331,3,6707,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,JULAPALLE,114,0,772,27,15,928,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,KAMALAPUR,161,4,4059,22,1,4247,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,KAMANPUR,277,0,1487,29,146,1939,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,KARIMNAGAR,285,16,4071,107,260,4739,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,KATARAM,9,3,617,3,0,632,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,KATHLAPUR,44,64,4061,115,34,4318,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,KESAVAPATNAM,48,0,3967,248,1,4264,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,KODIMIAL,0,2,4568,21,0,4591,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,KOHEDA,0,1,3357,376,181,3915,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,KONARAOPETA,52,3,2178,559,440,3232,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,KORATLA,95,110,2459,498,138,3300,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,MAHADEVPUR,30,0,400,0,0,430,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,MALHARRAO,18,7,679,46,1,751,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,MALLAPUR,8,4,3868,186,33,4099,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,MALLIAL,44,16,4507,614,85,5266,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,MANAKONDUR,34,0,6006,146,6,6192,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,53,1,1049,3,0,1106,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,MEDIPALLE,239,29,4914,113,4,5299,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,METPALLE,37,2,3263,59,68,3429,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,MUSTABAD,0,0,2889,322,0,3211,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MAHADEVPUR,30,0,336,0,0,366,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MANTHANI,30,0,1775,0,0,1805,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,ODELA,107,6,3423,36,63,3635,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,PEDDAPALLE,0,0,3647,0,0,3647,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,PEGADAPALLE,6,2,3595,3,0,3606,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,RAIKAL,56,5,3667,123,1,3852,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,RAMADUGU,40,0,4222,302,0,4564,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,RAMAGUNDAM,57,31,1311,1,32,1432,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,SAIDAPUR,126,28,4434,196,5,4789,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,SARANGAPUR,33,3,3115,2,1,3154,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,SIRSILLA,142,4,2932,253,555,3886,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,SRIRAMPUR,17,0,2228,13,13,2271,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,SULTANABAD,200,14,3739,101,72,4126,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,THIMMAPUR,4,0,5549,953,13,6519,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,VEENAVANKA,0,0,3635,103,603,4341,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,VELGATOOR,36,1,3561,11,0,3609,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,VEMULAWADA,300,5,3604,207,11,4127,,,,,,,,
ANDHRA PRADESH,KARIMNAGAR,YELLA REDDI PETA,0,0,875,43,0,918,,,,,,,,
ANDHRA PRADESH,KHAMMAM,ASWAPURAM,0,0,198,0,0,198,,,,,,,,
ANDHRA PRADESH,KHAMMAM,ASWARAOPETA,15,0,239,0,0,254,,,,,,,,
ANDHRA PRADESH,KHAMMAM,BAYYARAM,0,0,1038,24,164,1226,,,,,,,,
ANDHRA PRADESH,KHAMMAM,BHADRACHALAM,29,0,106,0,0,135,,,,,,,,
ANDHRA PRADESH,KHAMMAM,BONAKAL,0,0,534,7,83,624,,,,,,,,
ANDHRA PRADESH,KHAMMAM,BURGAMPADU,1,6,124,4,41,176,,,,,,,,
ANDHRA PRADESH,KHAMMAM,CHANDRUGONDA,2,4,378,8,28,420,,,,,,,,
ANDHRA PRADESH,KHAMMAM,CHERLA,0,0,39,5,0,44,,,,,,,,
ANDHRA PRADESH,KHAMMAM,CHINTHAKANI,0,27,964,160,9,1160,,,,,,,,
ANDHRA PRADESH,KHAMMAM,CHINTUR,0,0,63,0,0,63,,,,,,,,
ANDHRA PRADESH,KHAMMAM,DAMMAPETA,2,0,61,3,0,66,,,,,,,,
ANDHRA PRADESH,KHAMMAM,DUMMUGUDEM,0,0,88,0,0,88,,,,,,,,
ANDHRA PRADESH,KHAMMAM,ENKURU,9,11,618,186,36,860,,,,,,,,
ANDHRA PRADESH,KHAMMAM,GARLA,2,1,1614,167,3,1787,,,,,,,,
ANDHRA PRADESH,KHAMMAM,GUNDALA,4,1,109,0,0,114,,,,,,,,
ANDHRA PRADESH,KHAMMAM,JULURPAD,15,11,1113,24,18,1181,,,,,,,,
ANDHRA PRADESH,KHAMMAM,KALLURU,4,3,446,0,0,453,,,,,,,,
ANDHRA PRADESH,KHAMMAM,KAMEPALLE,6,29,1366,25,3,1429,,,,,,,,
ANDHRA PRADESH,KHAMMAM,KHAMMAM RURAL,18,2,2813,572,1,3406,,,,,,,,
ANDHRA PRADESH,KHAMMAM,KHAMMAM URBAN,108,20,2555,109,275,3067,,,,,,,,
ANDHRA PRADESH,KHAMMAM,KONIJERLA,56,4,1125,102,11,1298,,,,,,,,
ANDHRA PRADESH,KHAMMAM,KOTHAGUDEM,1,1,803,4,88,897,,,,,,,,
ANDHRA PRADESH,KHAMMAM,KUKUNOOR,0,0,172,0,0,172,,,,,,,,
ANDHRA PRADESH,KHAMMAM,KUNAVARAM,0,0,28,0,0,28,,,,,,,,
ANDHRA PRADESH,KHAMMAM,KUSUMANCHI,17,1,2866,723,159,3766,,,,,,,,
ANDHRA PRADESH,KHAMMAM,MADHIRA,36,2,652,21,102,813,,,,,,,,
ANDHRA PRADESH,KHAMMAM,MUDIGONDA,4,0,2271,76,17,2368,,,,,,,,
ANDHRA PRADESH,KHAMMAM,MULAKALAPALLE,0,0,323,0,12,335,,,,,,,,
ANDHRA PRADESH,KHAMMAM,NELAKONDAPALLE,34,0,924,166,29,1153,,,,,,,,
ANDHRA PRADESH,KHAMMAM,PALAWANCHA,0,0,147,5,65,217,,,,,,,,
ANDHRA PRADESH,KHAMMAM,PENUBALLI,1,0,656,3,49,709,,,,,,,,
ANDHRA PRADESH,KHAMMAM,PINAPAKA,0,0,17,0,12,29,,,,,,,,
ANDHRA PRADESH,KHAMMAM,SATHUPALLE,0,0,183,186,23,392,,,,,,,,
ANDHRA PRADESH,KHAMMAM,SINGARENI,9,16,1143,76,102,1346,,,,,,,,
ANDHRA PRADESH,KHAMMAM,TEKULAPALLE,3,0,425,74,37,539,,,,,,,,
ANDHRA PRADESH,KHAMMAM,THALLADA,0,0,140,13,0,153,,,,,,,,
ANDHRA PRADESH,KHAMMAM,THIRUMALAYAPALEM,3,31,5030,478,73,5615,,,,,,,,
ANDHRA PRADESH,KHAMMAM,VARARAMACHANDRAPURAM,2,0,72,0,0,74,,,,,,,,
ANDHRA PRADESH,KHAMMAM,VELAIRPAD,0,0,18,0,0,18,,,,,,,,
ANDHRA PRADESH,KHAMMAM,VEMSOOR,0,0,411,10,0,421,,,,,,,,
ANDHRA PRADESH,KHAMMAM,VENKATAPURAM,0,0,5,1,0,6,,,,,,,,
ANDHRA PRADESH,KHAMMAM,WAZEED,0,0,4,0,0,4,,,,,,,,
ANDHRA PRADESH,KHAMMAM,WYRA,1,0,160,9,43,213,,,,,,,,
ANDHRA PRADESH,KHAMMAM,YELLANDU,0,0,658,2,25,685,,,,,,,,
ANDHRA PRADESH,KHAMMAM,YERRUPALEM,8,4,903,11,44,970,,,,,,,,
ANDHRA PRADESH,KRISHNA,A KONDURU,0,2,1602,0,2,1606,,,,,,,,
ANDHRA PRADESH,KRISHNA,AGIRIPALLE,41,0,667,44,13,765,,,,,,,,
ANDHRA PRADESH,KRISHNA,BAPULAPADU,22,6,675,0,0,703,,,,,,,,
ANDHRA PRADESH,KRISHNA,CHANDARLAPADU,2,0,744,0,0,746,,,,,,,,
ANDHRA PRADESH,KRISHNA,CHATRAI,4,3,1151,2,4,1164,,,,,,,,
ANDHRA PRADESH,KRISHNA,G KONDURU,5,1,536,0,27,569,,,,,,,,
ANDHRA PRADESH,KRISHNA,GAMPALAGUDEM,7,11,890,8,9,925,,,,,,,,
ANDHRA PRADESH,KRISHNA,GANNAVARAM,1,0,309,3,0,313,,,,,,,,
ANDHRA PRADESH,KRISHNA,GUDIVADA,0,0,6,0,0,6,,,,,,,,
ANDHRA PRADESH,KRISHNA,IBRAHIMPATNAM,0,2,63,0,5,70,,,,,,,,
ANDHRA PRADESH,KRISHNA,JAGGAYYAPETA,14,1,941,4,23,983,,,,,,,,
ANDHRA PRADESH,KRISHNA,KANCHIKA CHERLA,0,1,180,1,103,285,,,,,,,,
ANDHRA PRADESH,KRISHNA,MUSUNURU,15,1,1748,11,44,1819,,,,,,,,
ANDHRA PRADESH,KRISHNA,MYLAVARAM,6,2,730,0,8,746,,,,,,,,
ANDHRA PRADESH,KRISHNA,NANDIGAMA,0,0,475,0,1,476,,,,,,,,
ANDHRA PRADESH,KRISHNA,NUZVID,3,3,1152,0,11,1169,,,,,,,,
ANDHRA PRADESH,KRISHNA,PEDAPARUPUDI,0,0,0,0,1,1,,,,,,,,
ANDHRA PRADESH,KRISHNA,PENUGANCHIPROLU,0,0,389,4,1,394,,,,,,,,
ANDHRA PRADESH,KRISHNA,REDDIGUDEM,5,3,794,3,13,818,,,,,,,,
ANDHRA PRADESH,KRISHNA,TIRUVURU,3,1,734,0,3,741,,,,,,,,
ANDHRA PRADESH,KRISHNA,UNGUTURU,0,0,148,0,0,148,,,,,,,,
ANDHRA PRADESH,KRISHNA,VATSAVAI,10,2,1130,19,12,1173,,,,,,,,
ANDHRA PRADESH,KRISHNA,VEERULLAPADU,0,0,637,0,1,638,,,,,,,,
ANDHRA PRADESH,KRISHNA,VIJAYAWADA RURAL,2,3,83,0,8,96,,,,,,,,
ANDHRA PRADESH,KRISHNA,VISSANNAPET,6,4,579,3,6,598,,,,,,,,
ANDHRA PRADESH,KURNOOL,ADONI,7,7,996,163,1,1174,,,,,,,,
ANDHRA PRADESH,KURNOOL,ALLAGADDA,21,1,338,50,45,455,,,,,,,,
ANDHRA PRADESH,KURNOOL,ALUR,3,1,34,7,3,48,,,,,,,,
ANDHRA PRADESH,KURNOOL,ASPARI,23,1,389,122,48,583,,,,,,,,
ANDHRA PRADESH,KURNOOL,ATMAKUR,33,3,980,2,2,1020,,,,,,,,
ANDHRA PRADESH,KURNOOL,BANAGANAPALLE,11,2,517,10,26,566,,,,,,,,
ANDHRA PRADESH,KURNOOL,BANDI ATMAKUR,4,0,186,0,14,204,,,,,,,,
ANDHRA PRADESH,KURNOOL,BETHAMCHERLA,0,1,13,45,0,59,,,,,,,,
ANDHRA PRADESH,KURNOOL,C.BELAGAL,11,3,1510,177,2,1703,,,,,,,,
ANDHRA PRADESH,KURNOOL,CHAGALAMARRI,0,0,451,0,134,585,,,,,,,,
ANDHRA PRADESH,KURNOOL,CHIPPAGIRI,1,0,30,6,0,37,,,,,,,,
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,40,5,428,243,145,861,,,,,,,,
ANDHRA PRADESH,KURNOOL,DHONE,11,4,668,104,15,802,,,,,,,,
ANDHRA PRADESH,KURNOOL,DORNIPADU,0,0,4,0,0,4,,,,,,,,
ANDHRA PRADESH,KURNOOL,GADIVEMULA,31,0,214,7,39,291,,,,,,,,
ANDHRA PRADESH,KURNOOL,GONEGANDLA,38,7,1630,506,3,2184,,,,,,,,
ANDHRA PRADESH,KURNOOL,GOSPADU,1,0,226,0,0,227,,,,,,,,
ANDHRA PRADESH,KURNOOL,GUDUR,2,0,212,391,1,606,,,,,,,,
ANDHRA PRADESH,KURNOOL,HALAHARVI,1,0,75,2,3,81,,,,,,,,
ANDHRA PRADESH,KURNOOL,HOLAGUNDA,0,2,272,20,0,294,,,,,,,,
ANDHRA PRADESH,KURNOOL,JUPADU BUNGALOW,3,3,915,19,0,940,,,,,,,,
ANDHRA PRADESH,KURNOOL,KALLUR,12,13,420,83,104,632,,,,,,,,
ANDHRA PRADESH,KURNOOL,KODUMUR,27,11,356,376,6,776,,,,,,,,
ANDHRA PRADESH,KURNOOL,KOILKUNTLA,0,0,68,7,0,75,,,,,,,,
ANDHRA PRADESH,KURNOOL,KOLIMIGUNDLA,18,7,185,4,9,223,,,,,,,,
ANDHRA PRADESH,KURNOOL,KOSIGI,166,190,1688,50,3,2097,,,,,,,,
ANDHRA PRADESH,KURNOOL,KOTHAPALLE,4,0,760,57,34,855,,,,,,,,
ANDHRA PRADESH,KURNOOL,KOWTHALAM,13,2,704,34,100,853,,,,,,,,
ANDHRA PRADESH,KURNOOL,KRISHNAGIRI,17,1,611,172,151,952,,,,,,,,
ANDHRA PRADESH,KURNOOL,KURNOOL,10,44,282,187,13,536,,,,,,,,
ANDHRA PRADESH,KURNOOL,MADDIKERA EAST,3,0,296,24,0,323,,,,,,,,
ANDHRA PRADESH,KURNOOL,MAHANANDI,21,1,906,0,0,928,,,,,,,,
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,2,0,507,110,74,693,,,,,,,,
ANDHRA PRADESH,KURNOOL,MIDTHUR,0,1,609,45,0,655,,,,,,,,
ANDHRA PRADESH,KURNOOL,NANDAVARAM,4,4,486,43,4,541,,,,,,,,
ANDHRA PRADESH,KURNOOL,NANDI KOTKUR,0,1,259,84,9,353,,,,,,,,
ANDHRA PRADESH,KURNOOL,NANDYAL,2,0,413,0,1,416,,,,,,,,
ANDHRA PRADESH,KURNOOL,ORVAKAL,11,4,735,47,23,820,,,,,,,,
ANDHRA PRADESH,KURNOOL,OWK,8,0,445,2,0,455,,,,,,,,
ANDHRA PRADESH,KURNOOL,PAGIDYALA,2,1,181,195,0,379,,,,,,,,
ANDHRA PRADESH,KURNOOL,PAMULAPADU,30,7,698,250,17,1002,,,,,,,,
ANDHRA PRADESH,KURNOOL,PANYAM,0,3,172,0,0,175,,,,,,,,
ANDHRA PRADESH,KURNOOL,PATTIKANDA,6,2,219,113,9,349,,,,,,,,
ANDHRA PRADESH,KURNOOL,PEAPALLY,31,3,831,34,1,900,,,,,,,,
ANDHRA PRADESH,KURNOOL,PEDDA KADUBUR,10,3,934,130,5,1082,,,,,,,,
ANDHRA PRADESH,KURNOOL,RUDRAVARAM,19,1,484,4,14,522,,,,,,,,
ANDHRA PRADESH,KURNOOL,SANJAMALA,10,5,423,21,0,459,,,,,,,,
ANDHRA PRADESH,KURNOOL,SIRVEL,26,0,991,0,0,1017,,,,,,,,
ANDHRA PRADESH,KURNOOL,TUGGALI,30,9,563,48,106,756,,,,,,,,
ANDHRA PRADESH,KURNOOL,UYYALAWADA,0,0,21,3,33,57,,,,,,,,
ANDHRA PRADESH,KURNOOL,VELDURTHI,9,2,1009,3,0,1023,,,,,,,,
ANDHRA PRADESH,KURNOOL,VELGODU,0,0,192,46,0,238,,,,,,,,
ANDHRA PRADESH,KURNOOL,YEMMIGANUR,30,5,970,868,3,1876,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,ACHAMPETA,44,15,1161,62,122,1404,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,ADDAKAL,42,7,1595,37,0,1681,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,AIZA,35,34,1005,384,53,1511,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,ALAMPUR,5,17,313,86,2,423,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,AMANGAL,27,4,1772,24,1,1828,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,AMRABAD,12,25,338,23,88,486,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,ATMAKUR,25,14,1499,246,137,1921,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,BALANAGAR,36,15,2008,104,2,2165,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,BALMOOR,14,13,1189,154,16,1386,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,BHOOTHPUR,31,3,1280,44,0,1358,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,BIJINAPALLE,13,16,1050,41,10,1130,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,BOMRASPETA,0,1,569,171,0,741,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,CHINNA CHINTA KUNTA,14,1,1119,14,1,1149,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,DAMARAGIDDA,12,2,778,60,129,981,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,DHANWADA,24,6,1371,49,1,1451,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,DHARUR,26,9,1678,331,462,2506,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,DOULATABAD,6,1,1293,68,4,1372,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,FAROOQNAGAR,11,16,1770,86,33,1916,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,GADWAL,9,1,731,168,0,909,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,GHANPUR,30,10,994,151,21,1206,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,GHATTU,26,108,1732,31,465,2362,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,GOPALPETA,30,13,3045,135,1,3224,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,HANWADA,20,4,1800,57,3,1884,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,ITIKYAL,5,19,1222,213,88,1547,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,JADCHERLA,8,1,1502,17,22,1550,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,KALWAKURTHY,8,1,1734,24,1,1768,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,KESHAMPETA,2,0,987,2,0,991,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,KODAIR,23,5,1631,383,1,2043,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,KODANGAL,8,1,618,145,0,772,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,KOILKONDA,30,5,2233,35,24,2327,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,KOLLAPUR,6,9,1564,1,7,1587,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,KOSGI,27,13,1701,117,129,1987,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,KOTHAKOTA,18,11,1693,61,5,1788,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,KOTHUR,3,9,747,40,0,799,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,MADDUR,16,2,1514,82,8,1622,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,MADGUL,11,1,1373,26,251,1662,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,MAGANOOR,7,2,1011,0,362,1382,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,MAHBUBNAGAR,6,5,1155,4,1,1171,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,MAKTHAL,30,3,476,17,0,526,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,MALDAKAL,12,1,1220,88,0,1321,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,MANOPADU,2,0,206,6,23,237,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,MIDJIL,10,11,1254,76,25,1376,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,NAGAR KURNOOL,3,6,1735,48,1,1793,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,NARAYANPET,19,8,734,432,0,1193,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,NARVA,37,14,2060,94,52,2257,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,NAWABPET,5,3,1008,4,43,1063,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,PANGAL,245,246,1413,401,17,2322,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,PEBBAIR,0,16,1900,134,2,2052,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,PEDDAKOTHAPALLE,3,10,2088,50,151,2302,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,PEDDAMANDADI,28,13,1458,20,10,1529,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,TADOOR,6,0,1352,17,0,1375,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,TALAKONDAPALLE,12,1,1642,16,3,1674,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,TELKAPALLE,1,0,1509,194,36,1740,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,UTKOOR,3,0,637,28,13,681,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,VANGOOR,7,5,2127,109,0,2248,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,VEEPANGANDLA,38,81,1769,163,0,2051,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,VELDANDA,80,1,2058,189,0,2328,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,WADDEPALLE,14,12,803,351,134,1314,,,,,,,,
ANDHRA PRADESH,MAHABOOBNAGAR,WANAPARTHY,15,5,2390,27,0,2437,,,,,,,,
ANDHRA PRADESH,MEDAK,ALLADURG,15,0,193,18,25,251,,,,,,,,
ANDHRA PRADESH,MEDAK,ANDOLE,0,0,26,17,0,43,,,,,,,,
ANDHRA PRADESH,MEDAK,CHEGUNTA,0,0,1616,0,0,1616,,,,,,,,
ANDHRA PRADESH,MEDAK,CHINNA KODUR,2,0,6124,0,0,6126,,,,,,,,
ANDHRA PRADESH,MEDAK,DOULTABAD,236,0,2090,0,0,2326,,,,,,,,
ANDHRA PRADESH,MEDAK,DUBBAK,19,2,1577,0,5,1603,,,,,,,,
ANDHRA PRADESH,MEDAK,GAJWEL,0,0,1603,0,0,1603,,,,,,,,
ANDHRA PRADESH,MEDAK,HATHNOORA,0,0,28,17,0,45,,,,,,,,
