-----
{
 "description": "The table refers to Block wise Dugwells according to Water Distribution System. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.8.csv", 
 "title": "Download CSV for Blockwise Dugwells according to Water Distribution System", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.8.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Sprinkler,Drip Irrigation,Open channel,Under ground channel,Others,Total,,,,,,,,
BIHAR,AURANGABAD,HASPURA,5,11,354,1,0,371,,,,,,,,
BIHAR,AURANGABAD,KUTUMBA,53,44,743,59,35,934,,,,,,,,
BIHAR,AURANGABAD,MADANPUR,16,20,702,76,49,863,,,,,,,,
BIHAR,AURANGABAD,NABINAGAR,42,4,427,5,7,485,,,,,,,,
BIHAR,AURANGABAD,OBRA,1,10,186,0,3,200,,,,,,,,
BIHAR,AURANGABAD,RAFIGANAJ,11,4,553,9,4,581,,,,,,,,
BIHAR,BANKA,AMARPUR,23,16,581,0,7,627,,,,,,,,
BIHAR,BANKA,BANKA,2,1,848,63,6,920,,,,,,,,
BIHAR,BANKA,BARAHAT,1,7,450,0,2,460,,,,,,,,
BIHAR,BANKA,BELHAR,4,2,417,21,3,447,,,,,,,,
BIHAR,BANKA,BOUNSI,2,4,472,1,0,479,,,,,,,,
BIHAR,BANKA,CHANAN,22,8,1384,12,50,1476,,,,,,,,
BIHAR,BANKA,DHORAIYA,0,0,180,0,2,182,,,,,,,,
BIHAR,BANKA,KATORIYA,15,11,2066,17,60,2169,,,,,,,,
BIHAR,BANKA,PHULLIDUMER,0,0,285,0,0,285,,,,,,,,
BIHAR,BANKA,RAJOUN,5,4,260,0,7,276,,,,,,,,
BIHAR,BANKA,SAMBHUGANJ,0,1,521,2,2,526,,,,,,,,
BIHAR,BHAGALPUR,GOURADIH,9,0,587,31,4,631,,,,,,,,
BIHAR,BHAGALPUR,JAGDISHPUR,7,4,759,4,3,777,,,,,,,,
BIHAR,BHAGALPUR,KAHALGAON,0,1,390,14,7,412,,,,,,,,
BIHAR,BHAGALPUR,NATHNAGAR,0,0,223,2,6,231,,,,,,,,
BIHAR,BHAGALPUR,PIRPAINTY,66,3,1060,2,8,1139,,,,,,,,
BIHAR,BHAGALPUR,SABOUR,0,0,315,1,32,348,,,,,,,,
BIHAR,BHAGALPUR,SANHAULA,0,0,410,6,3,419,,,,,,,,
BIHAR,BHAGALPUR,SHAHKUND,5,17,765,3,11,801,,,,,,,,
BIHAR,BHAGALPUR,SULTANGANJ,0,0,130,0,0,130,,,,,,,,
BIHAR,BHOJPUR,ARA,1,0,33,0,0,34,,,,,,,,
BIHAR,BHOJPUR,BARHARA,0,0,6,0,4,10,,,,,,,,
BIHAR,BHOJPUR,BEHEA,0,0,16,0,4,20,,,,,,,,
BIHAR,BHOJPUR,CHARPOKHARI,0,0,253,0,4,257,,,,,,,,
BIHAR,BHOJPUR,GARHANI,0,9,39,0,0,48,,,,,,,,
BIHAR,BHOJPUR,JAGDISHPUR,16,8,299,0,1,324,,,,,,,,
BIHAR,BHOJPUR,KOILWAR,0,0,77,33,0,110,,,,,,,,
BIHAR,BHOJPUR,PIRO,40,8,888,0,0,936,,,,,,,,
BIHAR,BHOJPUR,SAHAR,4,0,105,0,5,114,,,,,,,,
BIHAR,BHOJPUR,SANDESH,2,39,78,12,0,131,,,,,,,,
BIHAR,BHOJPUR,SHAHPUR,0,1,17,0,0,18,,,,,,,,
BIHAR,BHOJPUR,TARARI,1,13,504,1,1,520,,,,,,,,
BIHAR,BHOJPUR,UDWANTNAGAR,0,0,73,1,1,75,,,,,,,,
BIHAR,BUXAR,BRAHMPUR,0,0,187,0,0,187,,,,,,,,
BIHAR,BUXAR,BUXAR,0,3,56,0,1,60,,,,,,,,
BIHAR,BUXAR,CHOUGAI,0,0,36,0,0,36,,,,,,,,
BIHAR,BUXAR,CHOUSA,0,1,27,0,0,28,,,,,,,,
BIHAR,BUXAR,DUMRAON,0,1,96,0,0,97,,,,,,,,
BIHAR,BUXAR,ITARHI,8,5,121,1,1,136,,,,,,,,
BIHAR,BUXAR,RAJPUR,0,1,190,0,0,191,,,,,,,,
BIHAR,BUXAR,SIMRI,0,14,40,0,0,54,,,,,,,,
BIHAR,EAST CHAMPARAN,AREARAJ,0,20,0,0,0,20,,,,,,,,
BIHAR,EAST CHAMPARAN,GHORASAHAN,0,0,2,0,0,2,,,,,,,,
BIHAR,GAYA,AMAS,0,0,564,4,1,569,,,,,,,,
BIHAR,GAYA,ATRI,0,48,585,0,17,650,,,,,,,,
BIHAR,GAYA,BANKE BAZAR,8,3,487,13,0,511,,,,,,,,
BIHAR,GAYA,BARACHATTY,0,2,1715,2,1,1720,,,,,,,,
BIHAR,GAYA,BATHANI,5,0,401,1,10,417,,,,,,,,
BIHAR,GAYA,BELAGANJ,1,8,867,0,0,876,,,,,,,,
BIHAR,GAYA,BODHGAYA,52,0,791,0,0,843,,,,,,,,
BIHAR,GAYA,DOBHI,49,0,908,18,0,975,,,,,,,,
BIHAR,GAYA,DUMARIYA,0,2,962,39,15,1018,,,,,,,,
BIHAR,GAYA,FATEHPUR,0,37,1163,1,20,1221,,,,,,,,
BIHAR,GAYA,GAYA NAGAR,1,1,55,9,2,68,,,,,,,,
BIHAR,GAYA,GURARU,1,4,256,10,6,277,,,,,,,,
BIHAR,GAYA,GURUA,2,3,779,0,0,784,,,,,,,,
BIHAR,GAYA,IMAMGANJ,19,8,1681,8,1,1717,,,,,,,,
BIHAR,GAYA,KHIZARSARAI,1,0,316,2,2,321,,,,,,,,
BIHAR,GAYA,KONCH,0,1,570,0,13,584,,,,,,,,
BIHAR,GAYA,MANPUR,12,12,1022,0,0,1046,,,,,,,,
BIHAR,GAYA,MOHANPUR,15,0,1076,3,6,1100,,,,,,,,
BIHAR,GAYA,PARAIYA,0,8,610,6,0,624,,,,,,,,
BIHAR,GAYA,SHERGHATTY,0,0,239,0,0,239,,,,,,,,
BIHAR,GAYA,TANKUPPA,0,0,319,0,0,319,,,,,,,,
BIHAR,GAYA,TEKARI,0,4,634,1,308,947,,,,,,,,
BIHAR,GAYA,WAZIRGANJ,4,0,1049,0,3,1056,,,,,,,,
BIHAR,GOPAALGANJ,BAIKUNTHPUR,0,0,13,0,0,13,,,,,,,,
BIHAR,GOPAALGANJ,BARAULI,31,0,582,4,5,622,,,,,,,,
BIHAR,GOPAALGANJ,BHOREY,213,62,607,1,70,953,,,,,,,,
BIHAR,GOPAALGANJ,BIJAIPUR,0,0,186,0,0,186,,,,,,,,
BIHAR,GOPAALGANJ,HATHUA,3,1,579,0,8,591,,,,,,,,
BIHAR,GOPAALGANJ,KATEYA,0,0,157,0,0,157,,,,,,,,
BIHAR,GOPAALGANJ,KUCHAIKOTE,4,11,546,2,3,566,,,,,,,,
BIHAR,GOPAALGANJ,MANJHA,0,2,111,0,14,127,,,,,,,,
BIHAR,GOPAALGANJ,PANCHDEWRI,51,1,208,8,1,269,,,,,,,,
BIHAR,GOPAALGANJ,PHULWARIYA,0,1,538,1,3,543,,,,,,,,
BIHAR,GOPAALGANJ,THAWE,1,0,7,0,0,8,,,,,,,,
BIHAR,GOPAALGANJ,UCHKAGAON,23,24,497,1,0,545,,,,,,,,
BIHAR,JAMUI,ALIGANJ,8,0,93,1,35,137,,,,,,,,
BIHAR,JAMUI,BARHAT,0,0,174,54,2,230,,,,,,,,
BIHAR,JAMUI,CHAKAI,22,11,2011,17,87,2148,,,,,,,,
BIHAR,JAMUI,GHIDHOR,0,0,110,1,4,115,,,,,,,,
BIHAR,JAMUI,JAMUI,1,0,236,1,25,263,,,,,,,,
BIHAR,JAMUI,JHAJHA,34,36,1543,27,58,1698,,,,,,,,
BIHAR,JAMUI,KHAIRA,2,0,1224,0,0,1226,,,,,,,,
BIHAR,JAMUI,LAXMIPUR,0,3,711,8,0,722,,,,,,,,
BIHAR,JAMUI,SIKANDARA,5,0,558,40,10,613,,,,,,,,
BIHAR,JAMUI,SONO,5,1,1474,31,32,1543,,,,,,,,
BIHAR,JEHANABAD,ARWAL,0,2,179,1,0,182,,,,,,,,
BIHAR,JEHANABAD,GHOSHI,0,25,158,0,4,187,,,,,,,,
BIHAR,JEHANABAD,HULASGANJ,1,3,225,0,31,260,,,,,,,,
BIHAR,JEHANABAD,JEHANABAD,0,0,91,0,0,91,,,,,,,,
BIHAR,JEHANABAD,KAKO,0,24,455,0,0,479,,,,,,,,
BIHAR,JEHANABAD,KALER,0,0,64,0,0,64,,,,,,,,
BIHAR,JEHANABAD,KARPI,1,8,451,3,0,463,,,,,,,,
BIHAR,JEHANABAD,KURTHA,0,39,229,0,0,268,,,,,,,,
BIHAR,JEHANABAD,MAKHDUMPUR,12,2,260,3,5,282,,,,,,,,
BIHAR,JEHANABAD,MODANGANJ,2,6,117,0,2,127,,,,,,,,
BIHAR,JEHANABAD,RATNI,0,0,86,0,0,86,,,,,,,,
BIHAR,JEHANABAD,VANSHI,0,0,48,0,0,48,,,,,,,,
BIHAR,KAIMUR (BHABUA),ADHAURA,1,0,94,1,0,96,,,,,,,,
BIHAR,KAIMUR (BHABUA),BHABUA,1,1,1594,75,1,1672,,,,,,,,
BIHAR,KAIMUR (BHABUA),BHAGWANPUR,10,20,740,0,2,772,,,,,,,,
BIHAR,KAIMUR (BHABUA),CHAINPUR,0,3,1287,1,0,1291,,,,,,,,
BIHAR,KAIMUR (BHABUA),CHAND,1,12,1007,0,0,1020,,,,,,,,
BIHAR,KAIMUR (BHABUA),DURGAWATI,97,1,483,0,0,581,,,,,,,,
BIHAR,KAIMUR (BHABUA),KUDRA,0,1,889,0,0,890,,,,,,,,
BIHAR,KAIMUR (BHABUA),MOHANIA,36,38,472,2,3,551,,,,,,,,
BIHAR,KAIMUR (BHABUA),NUAON,0,0,389,41,2,432,,,,,,,,
BIHAR,KAIMUR (BHABUA),RAMGARH,0,0,727,0,0,727,,,,,,,,
BIHAR,KAIMUR (BHABUA),RAMPUR,21,4,533,3,3,564,,,,,,,,
BIHAR,KATIHAR,AZAMNAGAR,0,0,15,0,0,15,,,,,,,,
BIHAR,LAKHISARAI,HALSI,0,16,89,0,0,105,,,,,,,,
BIHAR,LAKHISARAI,LAKHISARAI,0,18,384,0,13,415,,,,,,,,
BIHAR,LAKHISARAI,RAMGHAR CHOK,0,0,73,0,0,73,,,,,,,,
BIHAR,LAKHISARAI,SURYAGARAH,3,8,514,2,15,542,,,,,,,,
BIHAR,MADHEPURA,GAMHARIA,0,0,1,0,0,1,,,,,,,,
BIHAR,MADHEPURA,KUMAR KHAND,0,0,2,0,0,2,,,,,,,,
BIHAR,MADHEPURA,SINGHESHWAR,0,0,1,0,0,1,,,,,,,,
BIHAR,MADHUBANI,BABUBARHI,0,0,28,0,1,29,,,,,,,,
BIHAR,MADHUBANI,HARLAKHI,0,6,15,0,0,21,,,,,,,,
BIHAR,MADHUBANI,JAYNAGAR,0,0,64,0,2,66,,,,,,,,
BIHAR,MADHUBANI,LAKHANAUR,0,0,5,0,0,5,,,,,,,,
BIHAR,MUNGER,ASARGANJ,0,0,99,0,5,104,,,,,,,,
BIHAR,MUNGER,BARIYARPUR,0,1,27,12,0,40,,,,,,,,
BIHAR,MUNGER,DHARAHARA,1,3,636,21,2,663,,,,,,,,
BIHAR,MUNGER,HAWALI KHAGARHPUR,0,1,744,0,39,784,,,,,,,,
BIHAR,MUNGER,JAMALPUR,0,0,392,79,0,471,,,,,,,,
BIHAR,MUNGER,SADAR MUNGER,0,0,482,0,14,496,,,,,,,,
BIHAR,MUNGER,SANGRAMPUR,0,0,369,1,1,371,,,,,,,,
BIHAR,MUNGER,TARAPUR,1,0,334,7,0,342,,,,,,,,
BIHAR,MUNGER,TATIA BAMBAR,0,0,187,2,0,189,,,,,,,,
BIHAR,MUZAFFARPUR,KANTI,0,1,49,0,0,50,,,,,,,,
BIHAR,MUZAFFARPUR,KATRA,0,0,2,0,0,2,,,,,,,,
BIHAR,MUZAFFARPUR,KURHANI,0,0,15,0,2,17,,,,,,,,
BIHAR,MUZAFFARPUR,MINAPUR,0,0,12,1,0,13,,,,,,,,
BIHAR,MUZAFFARPUR,MORAUL,0,0,22,0,0,22,,,,,,,,
BIHAR,MUZAFFARPUR,MUSHAHARI,0,0,4,0,0,4,,,,,,,,
BIHAR,NALANDA,ASTHAWAN,8,15,1333,0,21,1377,,,,,,,,
BIHAR,NALANDA,BEN,4,19,389,85,431,928,,,,,,,,
BIHAR,NALANDA,BIHARSHARIF,90,7,2080,4,9,2190,,,,,,,,
BIHAR,NALANDA,BIND,0,16,401,0,0,417,,,,,,,,
BIHAR,NALANDA,CHANDI,6,12,1075,1,0,1094,,,,,,,,
BIHAR,NALANDA,EKANGARSARAI,12,5,419,20,95,551,,,,,,,,
BIHAR,NALANDA,GIRIYAK,4,0,673,28,0,705,,,,,,,,
BIHAR,NALANDA,HARNAUT,16,18,748,1,501,1284,,,,,,,,
BIHAR,NALANDA,HILSA,1,20,587,1,989,1598,,,,,,,,
BIHAR,NALANDA,ISLAMPUR,0,8,525,0,0,533,,,,,,,,
BIHAR,NALANDA,KARAIPARSURAI,10,35,51,21,448,565,,,,,,,,
BIHAR,NALANDA,KATRISARAI,0,1,269,0,0,270,,,,,,,,
BIHAR,NALANDA,NAGARNAUSA,2,63,543,5,12,625,,,,,,,,
BIHAR,NALANDA,NOORSARAI,12,33,2680,17,3,2745,,,,,,,,
BIHAR,NALANDA,PARWALPUR,3,1,333,115,302,754,,,,,,,,
BIHAR,NALANDA,RAHUI,6,20,1762,1,0,1789,,,,,,,,
BIHAR,NALANDA,RAJGIR,14,336,362,3,10,725,,,,,,,,
BIHAR,NALANDA,SARMERA,1,13,370,0,0,384,,,,,,,,
BIHAR,NALANDA,SILAO,7,66,1518,47,0,1638,,,,,,,,
BIHAR,NALANDA,THARTHARI,1,3,472,33,49,558,,,,,,,,
BIHAR,NAWADA,AKBARPUR,2,23,426,15,18,484,,,,,,,,
BIHAR,NAWADA,GOVINDPUR,17,67,367,20,6,477,,,,,,,,
BIHAR,NAWADA,HASUA,0,1,483,3,1,488,,,,,,,,
BIHAR,NAWADA,KASHICHAK,0,0,194,0,1,195,,,,,,,,
BIHAR,NAWADA,KAWAKOLE,4,37,693,70,6,810,,,,,,,,
BIHAR,NAWADA,MESKAUR,0,5,299,0,1,305,,,,,,,,
BIHAR,NAWADA,NARDIGUNJ,3,23,239,10,5,280,,,,,,,,
BIHAR,NAWADA,NARHAT,1,40,98,22,4,165,,,,,,,,
BIHAR,NAWADA,NAWADA,12,36,278,16,11,353,,,,,,,,
BIHAR,NAWADA,PAKRIBRAWAN,0,0,15,0,0,15,,,,,,,,
BIHAR,NAWADA,RAJAULI,7,42,298,11,6,364,,,,,,,,
BIHAR,NAWADA,ROH,2,21,110,18,3,154,,,,,,,,
BIHAR,NAWADA,SIRDALA,0,23,674,19,10,726,,,,,,,,
BIHAR,NAWADA,WARISALIGUNJ,7,37,571,27,5,647,,,,,,,,
BIHAR,PATNA,ATHAMALGOLA,0,0,6,0,0,6,,,,,,,,
BIHAR,PATNA,BAKHTIARPUR,1,2,69,1,3,76,,,,,,,,
BIHAR,PATNA,BARH,2,0,71,0,145,218,,,,,,,,
BIHAR,PATNA,BELCHCHI,0,0,0,0,15,15,,,,,,,,
BIHAR,PATNA,BIHTA,1,0,224,29,39,293,,,,,,,,
BIHAR,PATNA,DANIYAWAN,12,29,169,3,7,220,,,,,,,,
BIHAR,PATNA,DHANARUA,20,49,341,40,21,471,,,,,,,,
BIHAR,PATNA,DULHIN BAZAR,0,0,109,0,0,109,,,,,,,,
BIHAR,PATNA,FATUHA,1,0,135,0,0,136,,,,,,,,
BIHAR,PATNA,GHOSWARI,0,0,37,0,30,67,,,,,,,,
BIHAR,PATNA,KHUSRUPUR,1,6,110,0,0,117,,,,,,,,
BIHAR,PATNA,MANER,0,0,8,0,8,16,,,,,,,,
BIHAR,PATNA,MASAURHI,10,9,659,12,158,848,,,,,,,,
BIHAR,PATNA,MOKAMA,0,0,32,0,1,33,,,,,,,,
BIHAR,PATNA,NAUBATPUR,1,4,415,9,12,441,,,,,,,,
BIHAR,PATNA,PALIGANJ,0,0,250,11,3,264,,,,,,,,
BIHAR,PATNA,PANDARAK,2,0,84,0,56,142,,,,,,,,
BIHAR,PATNA,PATNA SADAR,1,2,85,0,121,209,,,,,,,,
BIHAR,PATNA,PHULWARI,0,0,188,0,104,292,,,,,,,,
BIHAR,PATNA,PUNPUN,8,5,127,2,472,614,,,,,,,,
BIHAR,PATNA,SAMPATCHAK,8,8,243,1,21,281,,,,,,,,
BIHAR,PATNA,VIKRAM,0,0,60,0,43,103,,,,,,,,
BIHAR,ROHTAS(SASARAM),AKHORIGOLA,0,0,1,0,0,1,,,,,,,,
BIHAR,ROHTAS(SASARAM),BIKRAMGANJ,1,11,141,2,60,215,,,,,,,,
BIHAR,ROHTAS(SASARAM),CHENARI,15,1,1120,12,3,1151,,,,,,,,
BIHAR,ROHTAS(SASARAM),DAWATH,0,1,159,0,0,160,,,,,,,,
BIHAR,ROHTAS(SASARAM),DEHRI,0,0,114,0,0,114,,,,,,,,
BIHAR,ROHTAS(SASARAM),DINARA,0,1,40,29,4,74,,,,,,,,
BIHAR,ROHTAS(SASARAM),KARAKAT,1,1,393,2,0,397,,,,,,,,
BIHAR,ROHTAS(SASARAM),KARGAHAR,6,4,330,0,1,341,,,,,,,,
BIHAR,ROHTAS(SASARAM),KOCHAS,21,11,375,7,35,449,,,,,,,,
BIHAR,ROHTAS(SASARAM),NASRIGANJ,0,1,85,0,7,93,,,,,,,,
BIHAR,ROHTAS(SASARAM),NAUHATTA,1,0,829,0,0,830,,,,,,,,
BIHAR,ROHTAS(SASARAM),NOKHA,0,0,2,0,0,2,,,,,,,,
BIHAR,ROHTAS(SASARAM),RAJPUR,0,0,71,0,1,72,,,,,,,,
BIHAR,ROHTAS(SASARAM),ROHTAS,7,3,553,0,2,565,,,,,,,,
BIHAR,ROHTAS(SASARAM),SANJHAULI,0,0,102,0,0,102,,,,,,,,
BIHAR,ROHTAS(SASARAM),SASARAM,13,33,841,0,18,905,,,,,,,,
BIHAR,ROHTAS(SASARAM),SHEOSAGAR,0,1,746,2,47,796,,,,,,,,
BIHAR,ROHTAS(SASARAM),SURAJPURA,0,1,281,0,1,283,,,,,,,,
BIHAR,ROHTAS(SASARAM),TILOUTTHU,0,2,87,0,0,89,,,,,,,,
BIHAR,SARAN,AMNAUR,0,0,1140,0,8,1148,,,,,,,,
BIHAR,SARAN,BANIYAPUR,2,66,1108,1,5,1182,,,,,,,,
BIHAR,SARAN,DARIYAPUR,0,0,1507,0,27,1534,,,,,,,,
BIHAR,SARAN,DIGHWARA,0,0,118,0,0,118,,,,,,,,
BIHAR,SARAN,EKMA,0,0,875,0,12,887,,,,,,,,
BIHAR,SARAN,GARKHA,0,0,372,6,13,391,,,,,,,,
BIHAR,SARAN,ISHUAPUR,0,0,1203,0,0,1203,,,,,,,,
BIHAR,SARAN,JALAPUR,0,0,1,0,882,883,,,,,,,,
BIHAR,SARAN,LAHLADPUR,5,0,420,0,0,425,,,,,,,,
BIHAR,SARAN,MAKER,0,0,160,0,0,160,,,,,,,,
BIHAR,SARAN,MANJHI,0,0,19,0,1,20,,,,,,,,
BIHAR,SARAN,MARAURAH,11,1,1242,0,21,1275,,,,,,,,
BIHAR,SARAN,MASHRAKH,0,0,279,0,0,279,,,,,,,,
BIHAR,SARAN,NAGRA,3,0,141,0,0,144,,,,,,,,
BIHAR,SARAN,PANAPUR,0,0,102,0,0,102,,,,,,,,
BIHAR,SARAN,REVILGANJ,0,0,0,0,132,132,,,,,,,,
BIHAR,SARAN,SADAR,1,0,520,0,0,521,,,,,,,,
BIHAR,SARAN,SONPUR,0,5,336,0,0,341,,,,,,,,
BIHAR,SARAN,TRAIYA,0,0,396,0,840,1236,,,,,,,,
BIHAR,SHEKHPURA,ARIYARI,6,8,176,2,0,192,,,,,,,,
BIHAR,SHEKHPURA,BARBIGHA,0,0,50,0,0,50,,,,,,,,
BIHAR,SHEKHPURA,CHEWARA,2,1,156,0,1,160,,,,,,,,
BIHAR,SHEKHPURA,GHAT KUSUMBHA,0,1,15,0,0,16,,,,,,,,
BIHAR,SHEKHPURA,SHEKHOPURA SARAI,0,0,132,0,0,132,,,,,,,,
BIHAR,SHEKHPURA,SHEKHPURA,1,0,65,0,3,69,,,,,,,,
BIHAR,SIWAN,ANDER,0,2,750,0,0,752,,,,,,,,
BIHAR,SIWAN,BARHARIA,0,7,713,0,1,721,,,,,,,,
BIHAR,SIWAN,BASANTPUR,0,0,451,0,0,451,,,,,,,,
BIHAR,SIWAN,BHAGWANPUR-HAT,0,12,1526,0,0,1538,,,,,,,,
BIHAR,SIWAN,DARAULI,0,0,997,90,10,1097,,,,,,,,
BIHAR,SIWAN,DARAUNDHA,0,0,510,0,1,511,,,,,,,,
BIHAR,SIWAN,GOREAKOTHI,0,0,1116,160,19,1295,,,,,,,,
BIHAR,SIWAN,GUTHANI,0,0,945,0,1,946,,,,,,,,
BIHAR,SIWAN,HASANPURA,0,0,379,0,0,379,,,,,,,,
BIHAR,SIWAN,HUSSAINGANJ,0,0,520,0,0,520,,,,,,,,
BIHAR,SIWAN,JIRADEI,1,0,758,0,11,770,,,,,,,,
BIHAR,SIWAN,LAKRI NABIGANJ,0,0,569,0,0,569,,,,,,,,
BIHAR,SIWAN,MAHARAJGANJ,4,0,998,3,0,1005,,,,,,,,
BIHAR,SIWAN,MAIRWA,0,0,433,6,0,439,,,,,,,,
BIHAR,SIWAN,NAUTAN,0,62,418,0,10,490,,,,,,,,
BIHAR,SIWAN,PACHRUKHI,0,0,319,0,0,319,,,,,,,,
BIHAR,SIWAN,RAGHUNATHPUR,0,0,613,5,12,630,,,,,,,,
BIHAR,SIWAN,SISWAN,0,0,835,0,0,835,,,,,,,,
BIHAR,SIWAN,SIWAN,0,0,993,12,0,1005,,,,,,,,
BIHAR,VAISHALI,BIDUPUR,153,3,553,0,52,761,,,,,,,,
BIHAR,VAISHALI,CHEHRAKALA,0,0,0,0,1,1,,,,,,,,
BIHAR,VAISHALI,GORAUL,0,0,1,0,0,1,,,,,,,,
BIHAR,VAISHALI,HAJIPUR,1,1,95,0,0,97,,,,,,,,
BIHAR,VAISHALI,LALGANJ,0,0,16,0,0,16,,,,,,,,
BIHAR,VAISHALI,MAHNAR,0,0,36,0,0,36,,,,,,,,
BIHAR,VAISHALI,PATEDHI BELSAR,0,0,0,0,1,1,,,,,,,,
BIHAR,VAISHALI,PATEPUR,0,3,100,0,0,103,,,,,,,,
BIHAR,VAISHALI,SAHDEI BUZURG,0,3,3,1,0,7,,,,,,,,
CHHATTISGARH,BASTER,JAGDALPUR,10,1,1194,0,371,1576,,,,,,,,
CHHATTISGARH,BASTER,KESHKAL,27,3,970,1,63,1064,,,,,,,,
CHHATTISGARH,BASTER,KONDAGAON,10,3,718,5,184,920,,,,,,,,
CHHATTISGARH,BASTER,NARAYANPUR,0,0,102,1,300,403,,,,,,,,
CHHATTISGARH,BILASPUR,BELHA,301,1,82,0,42,426,,,,,,,,
CHHATTISGARH,BILASPUR,BILASPUR,1210,3,497,1,89,1800,,,,,,,,
CHHATTISGARH,BILASPUR,KOTA,256,3,93,0,11,363,,,,,,,,
CHHATTISGARH,BILASPUR,LORMI,1750,2,521,0,113,2386,,,,,,,,
CHHATTISGARH,BILASPUR,MASTURI,211,1,71,0,22,305,,,,,,,,
CHHATTISGARH,BILASPUR,MUNGELI,1361,2,514,0,106,1983,,,,,,,,
CHHATTISGARH,BILASPUR,PENDRA-ROAD,1156,0,533,0,7,1696,,,,,,,,
CHHATTISGARH,BILASPUR,TAKHATPUR,883,1,400,9,26,1319,,,,,,,,
CHHATTISGARH,DANTEWADA,BEEJAPUR,3,1,136,0,10,150,,,,,,,,
CHHATTISGARH,DANTEWADA,BHOPALPATNAM,1,2,206,1,142,352,,,,,,,,
CHHATTISGARH,DANTEWADA,DANTEVADA,0,0,1,0,54,55,,,,,,,,
CHHATTISGARH,DANTEWADA,KONTA,0,1,36,0,79,116,,,,,,,,
CHHATTISGARH,DHAMTARI,DHAMTARI,3,5,543,0,250,801,,,,,,,,
CHHATTISGARH,DHAMTARI,KURUD,5,3,2295,3,288,2594,,,,,,,,
CHHATTISGARH,DHAMTARI,NAGARI,32,11,2000,1,380,2424,,,,,,,,
CHHATTISGARH,DURG,BALOD,22,11,1616,0,404,2053,,,,,,,,
CHHATTISGARH,DURG,BEMETARA,6,0,0,0,11,17,,,,,,,,
CHHATTISGARH,DURG,BERLA,8,0,703,2,294,1007,,,,,,,,
CHHATTISGARH,DURG,DHMADHA,4,3,475,3,171,656,,,,,,,,
CHHATTISGARH,DURG,DONDILOHAR,0,0,46,0,132,178,,,,,,,,
CHHATTISGARH,DURG,DURG,3,11,910,3,69,996,,,,,,,,
CHHATTISGARH,DURG,GUNDERDEHI,1,1,868,3,135,1008,,,,,,,,
CHHATTISGARH,DURG,GURUR,6,5,874,1,78,964,,,,,,,,
CHHATTISGARH,DURG,NAVAGARH,0,4,86,0,54,144,,,,,,,,
CHHATTISGARH,DURG,PATAN,23,2,451,1,75,552,,,,,,,,
CHHATTISGARH,DURG,SAJA,15,0,638,1,387,1041,,,,,,,,
CHHATTISGARH,JANJGIR-CHAMPA,CHAMPA,1557,7,727,0,17,2308,,,,,,,,
CHHATTISGARH,JANJGIR-CHAMPA,DABHARA,656,7,206,1,63,933,,,,,,,,
CHHATTISGARH,JANJGIR-CHAMPA,JAIJAIPUR,1674,3,161,0,647,2485,,,,,,,,
CHHATTISGARH,JANJGIR-CHAMPA,JANJGIR,1373,19,256,4,371,2023,,,,,,,,
CHHATTISGARH,JANJGIR-CHAMPA,MALKHARODA,1946,10,900,0,5,2861,,,,,,,,
CHHATTISGARH,JANJGIR-CHAMPA,NAVAGARH,340,1,106,0,51,498,,,,,,,,
CHHATTISGARH,JANJGIR-CHAMPA,PAMGARH,1334,12,590,0,35,1971,,,,,,,,
CHHATTISGARH,JANJGIR-CHAMPA,SAKTI,114,0,24,0,31,169,,,,,,,,
CHHATTISGARH,JASHPUR,BAGICHA,3799,4,342,4,1483,5632,,,,,,,,
CHHATTISGARH,JASHPUR,JASHPUR,4794,51,2272,4,10,7131,,,,,,,,
CHHATTISGARH,JASHPUR,KUNKURI,5878,10,2658,3,204,8753,,,,,,,,
CHHATTISGARH,JASHPUR,PATHALGAON,3413,6,1389,5,45,4858,,,,,,,,
CHHATTISGARH,KANKER,ANTAGAR,0,2,645,0,106,753,,,,,,,,
CHHATTISGARH,KANKER,BHANUPRATAPPUR,8,3,1580,3,219,1813,,,,,,,,
CHHATTISGARH,KANKER,CHARAMA,4,3,405,8,1885,2305,,,,,,,,
CHHATTISGARH,KANKER,KANKER,23,5,523,4,91,646,,,,,,,,
CHHATTISGARH,KANKER,NARHARPUR,6,0,1569,2,364,1941,,,,,,,,
CHHATTISGARH,KANKER,PAKHANJUR,0,1,27,0,10,38,,,,,,,,
CHHATTISGARH,KORBA,KARTALA,1666,4,726,0,120,2516,,,,,,,,
CHHATTISGARH,KORBA,KATGHORA,1555,14,448,2,274,2293,,,,,,,,
CHHATTISGARH,KORBA,KORBA,486,1,101,0,159,747,,,,,,,,
CHHATTISGARH,KORBA,PALI,1000,1,380,3,50,1434,,,,,,,,
CHHATTISGARH,KORIA,BAIKUNTHPUR,7104,4,3469,1,28,10606,,,,,,,,
CHHATTISGARH,KORIA,BHARATPUR,35,0,7,0,0,42,,,,,,,,
CHHATTISGARH,KORIA,MANENDRAGARH,3356,1,868,2,720,4947,,,,,,,,
CHHATTISGARH,KORIA,SONHAT,1982,0,585,7,357,2931,,,,,,,,
