-----
{
 "description": "The table refers to Block wise Shallow Tubewells according to Water Distribution System. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.8.csv", 
 "title": "Download CSV for Blockwise Shallow Tubewells according to Water Distribution System", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.8.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Sprinkler,Drip Irrigation,Open channel,Under ground channel,Others,Total
ANDHRA PRADESH,CHITTOOR,PEDDA PANJANI,1,0,155,42,0,198
ANDHRA PRADESH,CHITTOOR,PEDDAMANDYAM,3,1,47,20,0,71
ANDHRA PRADESH,CHITTOOR,PEDDATHIPPASAMUDRAM,1,0,39,0,170,210
ANDHRA PRADESH,CHITTOOR,PENUMURU,0,0,94,22,0,116
ANDHRA PRADESH,CHITTOOR,PICHATUR,0,10,86,101,0,197
ANDHRA PRADESH,CHITTOOR,PILERU,0,0,63,5,0,68
ANDHRA PRADESH,CHITTOOR,PULICHERLA,0,0,32,41,0,73
ANDHRA PRADESH,CHITTOOR,PUNGANUR,5,2,250,28,0,285
ANDHRA PRADESH,CHITTOOR,PUTHALAPATTU,15,2,508,337,63,925
ANDHRA PRADESH,CHITTOOR,PUTTUR,38,6,474,49,3,570
ANDHRA PRADESH,CHITTOOR,RAMA KUPPAM,4,0,44,28,0,76
ANDHRA PRADESH,CHITTOOR,RAMACHANDRAPURAM,0,0,471,84,0,555
ANDHRA PRADESH,CHITTOOR,RAMASAMUDRAM,0,0,23,44,0,67
ANDHRA PRADESH,CHITTOOR,RENIGUNTA,7,1,504,40,0,552
ANDHRA PRADESH,CHITTOOR,ROMPICHERLA,3,0,102,0,0,105
ANDHRA PRADESH,CHITTOOR,SANTHI PURAM,0,0,13,0,0,13
ANDHRA PRADESH,CHITTOOR,SODAM,0,0,45,39,0,84
ANDHRA PRADESH,CHITTOOR,SOMALA,0,0,25,31,6,62
ANDHRA PRADESH,CHITTOOR,SRIKALAHASTI,1,1,303,96,0,401
ANDHRA PRADESH,CHITTOOR,SRIRANGARAJAPURAM,0,0,189,148,1,338
ANDHRA PRADESH,CHITTOOR,THOTTAMBEDU,0,1,550,115,0,666
ANDHRA PRADESH,CHITTOOR,TIRUPATI RURAL,1,1,493,228,0,723
ANDHRA PRADESH,CHITTOOR,TIRUPATI URBAN,0,0,24,0,0,24
ANDHRA PRADESH,CHITTOOR,VADAMALAPETA,1,4,577,50,0,632
ANDHRA PRADESH,CHITTOOR,VARADAIAHPALEM,8,0,360,2,3,373
ANDHRA PRADESH,CHITTOOR,VAYALPAD,2,0,39,49,14,104
ANDHRA PRADESH,CHITTOOR,VEDURU KUPPAM,0,0,646,0,0,646
ANDHRA PRADESH,CHITTOOR,VENKATAGIRI KOTA,4,0,86,29,0,119
ANDHRA PRADESH,CHITTOOR,VIJAYA PURAM,2,0,484,0,0,486
ANDHRA PRADESH,CHITTOOR,YADAMARI,1,0,12,14,0,27
ANDHRA PRADESH,CHITTOOR,YERPEDU,24,14,953,602,11,1604
ANDHRA PRADESH,CHITTOOR,YERRAVARIPALEM,0,1,299,87,4,391
ANDHRA PRADESH,CUDDAPAH,A.KASINAYANI,1,0,52,0,0,53
ANDHRA PRADESH,CUDDAPAH,ATLUR,5,0,69,0,0,74
ANDHRA PRADESH,CUDDAPAH,B KODUR,0,0,1,0,0,1
ANDHRA PRADESH,CUDDAPAH,BADVEL,1,0,83,2,0,86
ANDHRA PRADESH,CUDDAPAH,BRAHMAMGARIMATTAM,0,0,20,0,0,20
ANDHRA PRADESH,CUDDAPAH,CHAKRAYAPET,1,0,448,0,0,449
ANDHRA PRADESH,CUDDAPAH,CHAPAD,5,7,1122,29,2,1165
ANDHRA PRADESH,CUDDAPAH,CHENNUR,5,4,242,29,0,280
ANDHRA PRADESH,CUDDAPAH,CHINNAMANDEM,0,0,22,1,0,23
ANDHRA PRADESH,CUDDAPAH,CHINTHA KOMMADINNE,1,1,28,0,0,30
ANDHRA PRADESH,CUDDAPAH,CHITVEL,5,1,240,0,0,246
ANDHRA PRADESH,CUDDAPAH,DUVVUR,1,0,169,66,0,236
ANDHRA PRADESH,CUDDAPAH,GALIVEEDU,0,0,37,2,1,40
ANDHRA PRADESH,CUDDAPAH,GOPAVARAM,0,0,10,0,0,10
ANDHRA PRADESH,CUDDAPAH,JAMMALAMADUGU,8,4,248,117,0,377
ANDHRA PRADESH,CUDDAPAH,KAMALAPURAM,20,6,1325,4,5,1360
ANDHRA PRADESH,CUDDAPAH,KHAJIPET,2,3,575,45,0,625
ANDHRA PRADESH,CUDDAPAH,KONDAPURAM,12,7,1361,0,1,1381
ANDHRA PRADESH,CUDDAPAH,LAKKIREDDIPALLE,0,3,66,23,0,92
ANDHRA PRADESH,CUDDAPAH,MYLAVARAM,0,1,302,20,1,324
ANDHRA PRADESH,CUDDAPAH,NANDALUR,44,2,194,22,0,262
ANDHRA PRADESH,CUDDAPAH,PEDDAMUDIUM,0,1,247,0,0,248
ANDHRA PRADESH,CUDDAPAH,PENAGALURU,46,6,392,0,0,444
ANDHRA PRADESH,CUDDAPAH,PENDLIMARRI,10,5,1130,473,3,1621
ANDHRA PRADESH,CUDDAPAH,PORUMAMILLA,6,1,270,2,0,279
ANDHRA PRADESH,CUDDAPAH,PRODDUTUR,2,1,1016,23,1,1043
ANDHRA PRADESH,CUDDAPAH,PULLAMPETA,2,1,101,10,6,120
ANDHRA PRADESH,CUDDAPAH,RAJAMPET,2,5,254,3,2,266
ANDHRA PRADESH,CUDDAPAH,RAJU PALEM,0,0,124,0,0,124
ANDHRA PRADESH,CUDDAPAH,RAYACHOTI,1,0,45,17,0,63
ANDHRA PRADESH,CUDDAPAH,S MYDUKUR,23,6,530,396,175,1130
ANDHRA PRADESH,CUDDAPAH,SAMBEPALLE,2,0,36,0,0,38
ANDHRA PRADESH,CUDDAPAH,SIDHOUT,2,3,773,0,7,785
ANDHRA PRADESH,CUDDAPAH,T SUNDUPALLE,2,2,795,0,0,799
ANDHRA PRADESH,CUDDAPAH,THANDUR,0,0,29,0,0,29
ANDHRA PRADESH,CUDDAPAH,VALLUR,4,3,459,32,0,498
ANDHRA PRADESH,CUDDAPAH,VEERABALLE,4,1,401,35,0,441
ANDHRA PRADESH,CUDDAPAH,VEERAPUNAYUNIPALLE,1,5,530,9,6,551
ANDHRA PRADESH,CUDDAPAH,VEMPALLE,1,1,842,73,9,926
ANDHRA PRADESH,CUDDAPAH,VEMULA,92,2,106,23,1,224
ANDHRA PRADESH,CUDDAPAH,VONTIMITTA,0,0,28,0,0,28
ANDHRA PRADESH,CUDDAPAH,YERRAGUNTLA,0,0,268,0,0,268
ANDHRA PRADESH,EAST GODAVARI,ADDATEEGALA,0,0,31,0,0,31
ANDHRA PRADESH,EAST GODAVARI,AINAVILLI,1,11,680,35,0,727
ANDHRA PRADESH,EAST GODAVARI,ALAMURU,18,1,568,193,14,794
ANDHRA PRADESH,EAST GODAVARI,ALLAVARAM,0,0,109,0,0,109
ANDHRA PRADESH,EAST GODAVARI,AMALAPURAM,1,1,478,2,31,513
ANDHRA PRADESH,EAST GODAVARI,AMBAJIPETA,10,1,1379,0,0,1390
ANDHRA PRADESH,EAST GODAVARI,ANAPARTHI,0,0,199,0,31,230
ANDHRA PRADESH,EAST GODAVARI,ATREYAPURAM,3,2,1346,0,0,1351
ANDHRA PRADESH,EAST GODAVARI,BICCAVOLU,0,0,143,0,0,143
ANDHRA PRADESH,EAST GODAVARI,GOKAVARAM,1,2,186,0,24,213
ANDHRA PRADESH,EAST GODAVARI,GOLLAPROLU,0,0,5,0,0,5
ANDHRA PRADESH,EAST GODAVARI,I POLAVARAM,30,4,28,0,0,62
ANDHRA PRADESH,EAST GODAVARI,JAGGAMPETA,0,0,115,4,20,139
ANDHRA PRADESH,EAST GODAVARI,KADIAM,44,3,1748,0,3,1798
ANDHRA PRADESH,EAST GODAVARI,KAJULURU,0,0,50,0,0,50
ANDHRA PRADESH,EAST GODAVARI,KAKINADA (RURAL),0,0,56,0,0,56
ANDHRA PRADESH,EAST GODAVARI,KAPILESWARAPURAM,16,4,725,0,1,746
ANDHRA PRADESH,EAST GODAVARI,KARAPA,0,0,24,0,0,24
ANDHRA PRADESH,EAST GODAVARI,KIRLAMPUDI,0,0,683,0,0,683
ANDHRA PRADESH,EAST GODAVARI,KORUKONDA,0,0,386,0,0,386
ANDHRA PRADESH,EAST GODAVARI,KOTANANDURU,3,0,247,0,1,251
ANDHRA PRADESH,EAST GODAVARI,KOTHAPALLI,0,65,0,0,0,65
ANDHRA PRADESH,EAST GODAVARI,KOTHAPETA,1,3,1559,0,0,1563
ANDHRA PRADESH,EAST GODAVARI,MALIKIPURAM,2,2,2031,0,1,2036
ANDHRA PRADESH,EAST GODAVARI,MAMIDIKUDURU,0,0,447,0,0,447
ANDHRA PRADESH,EAST GODAVARI,MANDAPETA,7,0,691,6,0,704
ANDHRA PRADESH,EAST GODAVARI,MUMMIDIVARAM,1,0,0,140,326,467
ANDHRA PRADESH,EAST GODAVARI,P GANNAVARAM,1,1,786,0,0,788
ANDHRA PRADESH,EAST GODAVARI,PAMARRU,0,2,400,0,0,402
ANDHRA PRADESH,EAST GODAVARI,PEDAPUDI,0,1,259,0,0,260
ANDHRA PRADESH,EAST GODAVARI,PEDDAPURAM,8,0,333,0,2,343
ANDHRA PRADESH,EAST GODAVARI,PITHAPURAM,4,1,540,0,0,545
ANDHRA PRADESH,EAST GODAVARI,PRATHIPADU,9,4,310,0,0,323
ANDHRA PRADESH,EAST GODAVARI,RAJAHMUNDRY(RURAL),3,0,189,0,0,192
ANDHRA PRADESH,EAST GODAVARI,RAJANAGARAM,0,1,81,0,0,82
ANDHRA PRADESH,EAST GODAVARI,RAMACHANDRAPURAM,3,2,617,2,0,624
ANDHRA PRADESH,EAST GODAVARI,RANGAMPETA,1,0,37,0,0,38
ANDHRA PRADESH,EAST GODAVARI,RAVULAPALEM,1,1,1217,0,0,1219
ANDHRA PRADESH,EAST GODAVARI,RAYAVARAM,1,0,372,0,0,373
ANDHRA PRADESH,EAST GODAVARI,RAZOLE,1,0,50,0,117,168
ANDHRA PRADESH,EAST GODAVARI,SAKHINETIPALLE,0,0,110,0,0,110
ANDHRA PRADESH,EAST GODAVARI,SAMALKOTA,0,0,61,0,0,61
ANDHRA PRADESH,EAST GODAVARI,SANKHAVARAM,10,1,286,0,0,297
ANDHRA PRADESH,EAST GODAVARI,SEETHANAGARAM,3,4,482,204,14,707
ANDHRA PRADESH,EAST GODAVARI,THALLAREVU,0,1,26,0,0,27
ANDHRA PRADESH,EAST GODAVARI,THONDANGI,1,0,374,6,0,381
ANDHRA PRADESH,EAST GODAVARI,TUNI,2,2,435,64,0,503
ANDHRA PRADESH,EAST GODAVARI,UPPALAGUPTAM,0,0,42,0,0,42
ANDHRA PRADESH,EAST GODAVARI,YELESWARAM,1,0,1046,2,6,1055
ANDHRA PRADESH,GUNTUR,ACHAMPETA,1,0,95,0,0,96
ANDHRA PRADESH,GUNTUR,AMARAVATHI,0,0,279,1,0,280
ANDHRA PRADESH,GUNTUR,AMRUTHALUR,1,0,326,0,0,327
ANDHRA PRADESH,GUNTUR,BAPATLA,1,0,21,0,5,27
ANDHRA PRADESH,GUNTUR,BELLAMKONDA,1,1,119,0,1,122
ANDHRA PRADESH,GUNTUR,BHATTIPROLU,17,0,1031,0,0,1048
ANDHRA PRADESH,GUNTUR,BOLLAPALLE,8,1,1611,0,1,1621
ANDHRA PRADESH,GUNTUR,CHEBROLE,0,0,28,0,0,28
ANDHRA PRADESH,GUNTUR,CHERUKUPALLE,0,0,51,0,2,53
ANDHRA PRADESH,GUNTUR,DACHEPALLE,0,0,93,0,0,93
ANDHRA PRADESH,GUNTUR,DUGGIRALA,9,21,1582,65,3,1680
ANDHRA PRADESH,GUNTUR,EDLAPADU,0,0,37,0,0,37
ANDHRA PRADESH,GUNTUR,GUNTUR,0,0,36,0,0,36
ANDHRA PRADESH,GUNTUR,GURAZALA,0,0,71,0,0,71
ANDHRA PRADESH,GUNTUR,IPURU,0,1,52,0,0,53
ANDHRA PRADESH,GUNTUR,KAREMPUDI,0,0,297,0,1,298
ANDHRA PRADESH,GUNTUR,KARLAPALEM,2,0,38,0,0,40
ANDHRA PRADESH,GUNTUR,KOLLIPARA,31,3,1702,0,1,1737
ANDHRA PRADESH,GUNTUR,KOLLUR,11,2,2629,0,0,2642
ANDHRA PRADESH,GUNTUR,KROSURU,0,0,20,0,0,20
ANDHRA PRADESH,GUNTUR,MACHAVARAM,1,0,193,0,0,194
ANDHRA PRADESH,GUNTUR,MACHERLA,0,0,33,0,24,57
ANDHRA PRADESH,GUNTUR,MANGALAGIRI,0,5,894,0,0,899
ANDHRA PRADESH,GUNTUR,MEDIKONDURU,0,1,2,0,0,3
ANDHRA PRADESH,GUNTUR,NADENDLA,0,1,0,3,0,4
ANDHRA PRADESH,GUNTUR,NAGARAM,0,0,20,0,16,36
ANDHRA PRADESH,GUNTUR,NAKARIKALLU,0,0,12,70,0,82
ANDHRA PRADESH,GUNTUR,NARASARAOPETA,0,0,3,0,0,3
ANDHRA PRADESH,GUNTUR,NIZAMPATNAM,0,0,5,0,0,5
ANDHRA PRADESH,GUNTUR,PEDAKAKANI,0,0,86,0,0,86
ANDHRA PRADESH,GUNTUR,PHIRANGIPURAM,0,0,90,0,0,90
ANDHRA PRADESH,GUNTUR,PIDUGURALLA,1,0,58,0,0,59
ANDHRA PRADESH,GUNTUR,PITTALAVANIPALEM,0,0,2,0,0,2
ANDHRA PRADESH,GUNTUR,PONNUR,6,1,732,263,19,1021
ANDHRA PRADESH,GUNTUR,PRATHIPADU,0,0,28,0,0,28
ANDHRA PRADESH,GUNTUR,RAJUPALEM,0,0,17,6,2,25
ANDHRA PRADESH,GUNTUR,RENTACRINTALA,0,0,32,0,0,32
ANDHRA PRADESH,GUNTUR,REPALLE,0,1,92,0,0,93
ANDHRA PRADESH,GUNTUR,ROMPICHERLA,0,0,1,0,0,1
ANDHRA PRADESH,GUNTUR,SATTENAPALLE,0,0,1,0,0,1
ANDHRA PRADESH,GUNTUR,SAVALYAPURAM,0,0,20,0,0,20
ANDHRA PRADESH,GUNTUR,TADIKONDA,6,3,34,0,299,342
ANDHRA PRADESH,GUNTUR,TENALI,6,4,1208,71,0,1289
ANDHRA PRADESH,GUNTUR,THADEPALLE,6,7,1029,0,0,1042
ANDHRA PRADESH,GUNTUR,THULLUR,22,12,2125,0,1,2160
ANDHRA PRADESH,GUNTUR,TSUNDUR,3,4,632,0,0,639
ANDHRA PRADESH,GUNTUR,VEMURU,6,5,639,2,1,653
ANDHRA PRADESH,GUNTUR,VINUKONDA,2,0,15,0,0,17
ANDHRA PRADESH,KARIMNAGAR,BEJJANKI,0,0,737,216,50,1003
ANDHRA PRADESH,KARIMNAGAR,BHEEMADEVARPALLE,0,0,72,0,0,72
ANDHRA PRADESH,KARIMNAGAR,BOINPALLE,0,0,253,85,26,364
ANDHRA PRADESH,KARIMNAGAR,CHANDURTHI,1,0,227,52,18,298
ANDHRA PRADESH,KARIMNAGAR,CHIGURUMAMIDI,0,0,161,177,0,338
ANDHRA PRADESH,KARIMNAGAR,DHARMAPURI,0,0,13,1,0,14
ANDHRA PRADESH,KARIMNAGAR,ELKATHURTHI,0,0,180,75,0,255
ANDHRA PRADESH,KARIMNAGAR,ELLANTHAKUNTA,5,0,508,349,10,872
ANDHRA PRADESH,KARIMNAGAR,GAMBHIRAOPET,70,0,869,90,2,1031
ANDHRA PRADESH,KARIMNAGAR,HUSNABAD,0,1,625,129,38,793
ANDHRA PRADESH,KARIMNAGAR,HUZURABAD,0,0,1,0,0,1
ANDHRA PRADESH,KARIMNAGAR,IBRAHIMPATNAM,0,0,109,148,3,260
ANDHRA PRADESH,KARIMNAGAR,KAMALAPUR,0,0,28,1,0,29
ANDHRA PRADESH,KARIMNAGAR,KAMANPUR,0,0,56,1,20,77
ANDHRA PRADESH,KARIMNAGAR,KARIMNAGAR,0,0,28,1,0,29
ANDHRA PRADESH,KARIMNAGAR,KATHLAPUR,15,14,872,384,0,1285
ANDHRA PRADESH,KARIMNAGAR,KODIMIAL,0,0,70,2,0,72
ANDHRA PRADESH,KARIMNAGAR,KOHEDA,50,0,653,168,37,908
ANDHRA PRADESH,KARIMNAGAR,KONARAOPETA,0,0,338,351,20,709
ANDHRA PRADESH,KARIMNAGAR,KORATLA,0,0,91,40,0,131
