-----
{
 "description": "The table refers to Block wise Shallow Tubewells in the command of Major/ Medium Projects and Supplementary Irrigation. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.14.csv", 
 "title": "Download CSV for Blockwise Shallow Tubewells in the command of Major/ Medium Projects and Supplementary Irrigation", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.14.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Location of Tubewell (Nos) - Inside Command,Location of Tubewell (Nos) - Outside Command,Total,Supplementary Irrigation (Ha) - Kharif,Supplementary Irrigation (Ha) - Rabi,Supplementary Irrigation (Ha) - Perennial,Supplementary Irrigation (Ha) - Others,Total
UTTAR PRADESH,ALIGARH,GONDA,967,4723,5690,692,1371,1061,104,3227
UTTAR PRADESH,ALIGARH,IGLAS,348,4301,4649,227,461,57,39,783
UTTAR PRADESH,ALIGARH,JAWA,468,2305,2773,379,501,242,147,1269
UTTAR PRADESH,ALIGARH,KHAIR,1176,4498,5674,915,1474,1579,33,4001
UTTAR PRADESH,ALIGARH,LODHA,411,2065,2476,169,302,7,12,490
UTTAR PRADESH,ALIGARH,TAPPAL,9,1291,1300,22,12,5,17,56
UTTAR PRADESH,ALIGARH,VIJOLI,528,2842,3370,19,135,60,0,214
UTTAR PRADESH,ALLAHABAD,BAHADURPUR,41,1067,1108,44,62,46,23,174
UTTAR PRADESH,ALLAHABAD,BAHRIA,392,2452,2844,212,232,27,34,505
UTTAR PRADESH,ALLAHABAD,CHAKA,104,185,289,3,27,20,0,50
UTTAR PRADESH,ALLAHABAD,DHANUPUR,9,1787,1796,0,0,1,2,3
UTTAR PRADESH,ALLAHABAD,HANDIA,151,644,795,73,84,5,19,181
UTTAR PRADESH,ALLAHABAD,HOLAGARH,527,2346,2873,45,44,17,0,106
UTTAR PRADESH,ALLAHABAD,JASRA,804,533,1337,454,667,35,13,1169
UTTAR PRADESH,ALLAHABAD,KARCHHANA,659,692,1351,122,197,3,16,337
UTTAR PRADESH,ALLAHABAD,KAUDHIVARA,1049,962,2011,65,84,7,24,180
UTTAR PRADESH,ALLAHABAD,KAURIHAR,677,1693,2370,367,363,0,1,732
UTTAR PRADESH,ALLAHABAD,KORAON,260,899,1159,224,360,5,1,590
UTTAR PRADESH,ALLAHABAD,MAIJA,99,304,403,93,57,12,0,162
UTTAR PRADESH,ALLAHABAD,MANDA,95,754,849,0,0,0,0,0
UTTAR PRADESH,ALLAHABAD,MAUAIMA,132,2774,2906,101,110,20,32,263
UTTAR PRADESH,ALLAHABAD,PHULPUR,501,1858,2359,281,266,39,33,618
UTTAR PRADESH,ALLAHABAD,PRATAPPUR,0,1185,1185,1,3,0,0,4
UTTAR PRADESH,ALLAHABAD,SAIDABADA,272,982,1254,303,304,83,29,718
UTTAR PRADESH,ALLAHABAD,SHANKARGARH,4,25,29,0,0,0,0,0
UTTAR PRADESH,ALLAHABAD,SORAON,387,1597,1984,450,609,2,97,1158
UTTAR PRADESH,ALLAHABAD,URUWAN,2,812,814,2,3,0,0,5
UTTAR PRADESH,AMBEDAKAR NAGAR,AKBARPUR,1896,8210,10106,96,47,18,7,168
UTTAR PRADESH,AMBEDAKAR NAGAR,BHASKHARI,942,3524,4466,843,462,55,41,1402
UTTAR PRADESH,AMBEDAKAR NAGAR,BHEETI,472,4512,4984,2,0,0,0,2
UTTAR PRADESH,AMBEDAKAR NAGAR,BHIYAON,1865,2397,4262,1286,904,7,341,2539
UTTAR PRADESH,AMBEDAKAR NAGAR,JAHAGHERA GANJ,236,4831,5067,36,40,1,20,97
UTTAR PRADESH,AMBEDAKAR NAGAR,JALALPUR,872,7497,8369,63,27,11,9,111
UTTAR PRADESH,AMBEDAKAR NAGAR,KATEHARI,1229,4869,6098,36,3,0,0,39
UTTAR PRADESH,AMBEDAKAR NAGAR,RAMNAGAR,1286,5058,6344,106,97,20,32,255
UTTAR PRADESH,AMBEDAKAR NAGAR,TANDA,1609,5136,6745,2127,1613,2013,217,5970
UTTAR PRADESH,AURAIYA,ACHALDA,5938,0,5938,5938,11876,0,0,17814
UTTAR PRADESH,AURAIYA,AJEETMAL,5668,0,5668,5668,11336,0,0,17004
UTTAR PRADESH,AURAIYA,ARVA KATARA,5656,0,5656,5656,11312,0,0,16968
UTTAR PRADESH,AURAIYA,AURIAYA,842,0,842,842,1684,0,0,2526
UTTAR PRADESH,AURAIYA,BHAGYA NAGAR,3556,0,3556,3556,7112,0,0,10668
UTTAR PRADESH,AURAIYA,BIDHUNA,5690,0,5690,5690,11380,0,0,17070
UTTAR PRADESH,AURAIYA,SAHAR,5211,0,5211,5211,10422,0,0,15633
UTTAR PRADESH,AZAMGARH,AHIROLA,3086,76,3162,0,0,0,0,0
UTTAR PRADESH,AZAMGARH,ATROULIA,185,2499,2684,16,0,11,9,36
UTTAR PRADESH,AZAMGARH,AZAMATGARH,1207,1611,2818,344,307,173,2,826
UTTAR PRADESH,AZAMGARH,BILARIYA,109,2436,2545,9,9,3,0,21
UTTAR PRADESH,AZAMGARH,HARIYA,1247,1480,2727,1057,1319,164,88,2628
UTTAR PRADESH,AZAMGARH,JAHANA GANJ,509,3158,3667,178,295,64,16,552
UTTAR PRADESH,AZAMGARH,KOAILSA,2352,883,3235,881,568,709,521,2679
UTTAR PRADESH,AZAMGARH,LALGANJ,97,1365,1462,2,0,0,0,2
UTTAR PRADESH,AZAMGARH,MAHARAJGANJ,1882,5086,6968,595,358,88,48,1089
UTTAR PRADESH,AZAMGARH,MARTINGANJ,39,3786,3825,6,0,0,0,6
UTTAR PRADESH,AZAMGARH,MEHNAGAR,1042,2143,3185,1002,1083,314,26,2425
UTTAR PRADESH,AZAMGARH,MIRZA PUR,646,2139,2785,201,288,6,2,497
UTTAR PRADESH,AZAMGARH,MOHAMMADPUR,183,633,816,1,0,0,2,3
UTTAR PRADESH,AZAMGARH,PALHANI,193,2118,2311,27,96,123,0,245
UTTAR PRADESH,AZAMGARH,PAWAI,1099,1984,3083,37,21,25,8,90
UTTAR PRADESH,AZAMGARH,PHOOL PUR,2809,4506,7315,465,2175,49,397,3084
UTTAR PRADESH,AZAMGARH,RANI KI SARAI,368,1679,2047,17,0,13,6,36
UTTAR PRADESH,AZAMGARH,SANTHIYANUA,536,1409,1945,137,346,43,57,582
UTTAR PRADESH,AZAMGARH,TAHAUWARPUR,2285,0,2285,0,0,0,0,0
UTTAR PRADESH,AZAMGARH,TARAWA,767,3253,4020,1453,1607,1751,191,5002
UTTAR PRADESH,AZAMGARH,THEKAMA,486,2143,2629,255,277,119,10,661
UTTAR PRADESH,BAGHPAT,BADRAUT,3125,2396,5521,782,1194,2311,225,4512
UTTAR PRADESH,BAGHPAT,BAGHPAT,788,3621,4409,82,104,129,20,334
UTTAR PRADESH,BAGHPAT,BINAULI,245,3879,4124,5,0,0,0,5
UTTAR PRADESH,BAGHPAT,CHHAPRAULI,1399,2810,4209,306,357,564,81,1308
UTTAR PRADESH,BAGHPAT,KHEKRA,348,2732,3080,1079,1218,341,21,2659
UTTAR PRADESH,BAGHPAT,PILANA,273,3274,3547,34,36,45,3,118
UTTAR PRADESH,BAHARAICH,BALHA,333,2768,3101,0,0,0,0,0
UTTAR PRADESH,BAHARAICH,CHITTAURA,4564,736,5300,0,0,0,0,0
UTTAR PRADESH,BAHARAICH,Fakharpur,177,5631,5808,33,5,0,0,38
UTTAR PRADESH,BAHARAICH,HUJURPUR,0,3399,3399,0,0,0,0,0
UTTAR PRADESH,BAHARAICH,JARVAL,45,4717,4762,3,0,0,0,3
UTTAR PRADESH,BAHARAICH,KAISHARGANJ,131,2910,3041,26,115,116,0,258
UTTAR PRADESH,BAHARAICH,MAHASHI,533,3952,4485,132,204,126,75,536
UTTAR PRADESH,BAHARAICH,MIHIPURWA,291,4654,4945,0,0,0,0,0
UTTAR PRADESH,BAHARAICH,NAWABGANJ,702,2974,3676,0,91,0,0,91
UTTAR PRADESH,BAHARAICH,RISHYA,29,5094,5123,37,5,0,0,42
UTTAR PRADESH,BAHARAICH,SHIVPUR,465,4191,4656,48,249,0,105,402
UTTAR PRADESH,BAHARAICH,TAJAWAPUR,423,2438,2861,69,226,270,0,565
UTTAR PRADESH,BALLIA,BAIRIA,215,1216,1431,0,269,0,44,313
UTTAR PRADESH,BALLIA,BANSDEEH,557,962,1519,1044,1064,4,17,2129
UTTAR PRADESH,BALLIA,BELHARI,184,534,718,82,243,245,0,570
UTTAR PRADESH,BALLIA,BERUARBARI,60,1245,1305,103,101,39,6,249
UTTAR PRADESH,BALLIA,CHILKHAR,316,1984,2300,251,146,11,1,410
UTTAR PRADESH,BALLIA,DUBHAR,213,973,1186,129,383,67,10,588
UTTAR PRADESH,BALLIA,GARWARH,141,1729,1870,95,136,12,16,258
UTTAR PRADESH,BALLIA,HANUMANGANJ,141,892,1033,107,204,68,24,403
UTTAR PRADESH,BALLIA,MANIER,182,1896,2078,279,241,22,21,563
UTTAR PRADESH,BALLIA,MURLICHAPRA,568,600,1168,215,1940,157,171,2482
UTTAR PRADESH,BALLIA,NAGRA,195,4053,4248,63,45,7,2,117
UTTAR PRADESH,BALLIA,NAWANAGAR,20,1791,1811,137,3,0,225,365
UTTAR PRADESH,BALLIA,PANDAH,33,2034,2067,7,1,2,0,10
UTTAR PRADESH,BALLIA,RASRA,206,2613,2819,55,70,33,3,161
UTTAR PRADESH,BALLIA,REVOTI,197,2003,2200,276,357,232,36,900
UTTAR PRADESH,BALLIA,SEAR,193,3534,3727,697,744,707,75,2223
UTTAR PRADESH,BALLIA,SOHAON,142,1921,2063,218,289,12,53,571
UTTAR PRADESH,BALRAMPUR,BALRAMPUR,533,10293,10826,0,0,0,0,0
UTTAR PRADESH,BALRAMPUR,GAISADI,0,1277,1277,0,0,0,0,0
UTTAR PRADESH,BALRAMPUR,GANDAS BUJURG,272,831,1103,0,0,0,0,0
UTTAR PRADESH,BALRAMPUR,HARRAIYA SATGHARWA,549,3466,4015,0,0,0,0,0
UTTAR PRADESH,BALRAMPUR,PACHAPEDWA,61,1142,1203,0,0,0,0,0
UTTAR PRADESH,BALRAMPUR,REHARA BAZAR,1854,10363,12217,0,0,0,0,0
UTTAR PRADESH,BALRAMPUR,SHRI DATTGANJ,1104,5568,6672,0,0,0,0,0
UTTAR PRADESH,BALRAMPUR,TULSIPUR,724,2963,3687,0,0,0,0,0
UTTAR PRADESH,BALRAMPUR,UTRAULA,174,4477,4651,0,0,0,0,0
UTTAR PRADESH,BANDA,BABERU,324,881,1205,34,333,4,0,370
UTTAR PRADESH,BANDA,BADOKHAR KHURD,379,850,1229,447,1134,501,48,2130
UTTAR PRADESH,BANDA,BISANDA,1544,496,2040,1508,2322,229,14,4073
UTTAR PRADESH,BANDA,JASPURA,8,483,491,0,0,0,4,4
UTTAR PRADESH,BANDA,KAMASIN,114,1096,1210,0,315,0,0,315
UTTAR PRADESH,BANDA,MAHUA,604,990,1594,753,1113,48,3,1918
UTTAR PRADESH,BANDA,NARAINI,452,706,1158,494,628,10,2,1134
UTTAR PRADESH,BANDA,TINDWARI,68,1312,1380,0,12,4,0,16
UTTAR PRADESH,BARABANKI,BANIKODAR,3030,1966,4996,838,952,924,247,2961
UTTAR PRADESH,BARABANKI,BANKI,2378,3965,6343,135,338,93,83,649
UTTAR PRADESH,BARABANKI,DARIYABAD,1178,3818,4996,414,291,101,71,877
UTTAR PRADESH,BARABANKI,DEVA,3381,2887,6268,395,357,422,105,1279
UTTAR PRADESH,BARABANKI,FATEHPUR,3138,4407,7545,463,528,179,147,1317
UTTAR PRADESH,BARABANKI,HAIDARGARH,1540,2180,3720,199,225,400,28,852
UTTAR PRADESH,BARABANKI,HARKHA,2045,3512,5557,290,319,27,238,874
UTTAR PRADESH,BARABANKI,MASAULI,1604,3051,4655,167,146,23,49,384
UTTAR PRADESH,BARABANKI,NINDURA,1879,6931,8810,50,28,17,22,117
UTTAR PRADESH,BARABANKI,PUREDALAI,774,1741,2515,830,984,847,469,3130
UTTAR PRADESH,BARABANKI,RAMNAGAR,879,3243,4122,50,31,13,3,96
UTTAR PRADESH,BARABANKI,SIDHOUR,1712,5193,6905,208,254,234,115,811
UTTAR PRADESH,BARABANKI,SIROULIGAUSPUR,2157,5064,7221,870,907,122,509,2407
UTTAR PRADESH,BARABANKI,SURATGANJ,1039,10255,11294,733,309,11,94,1147
UTTAR PRADESH,BARABANKI,TRIVEDIGANJ,2366,2663,5029,642,693,302,240,1878
UTTAR PRADESH,BAREILLY,AALAMPUR JAFARABAD,841,5971,6812,368,364,44,38,814
UTTAR PRADESH,BAREILLY,BAHERI,3282,4767,8049,2322,1790,135,126,4374
UTTAR PRADESH,BAREILLY,BHADPURA,703,5330,6033,474,475,368,43,1360
UTTAR PRADESH,BAREILLY,BHOJIPURA,1346,7478,8824,950,897,112,29,1988
UTTAR PRADESH,BAREILLY,BHUTA,1674,6550,8224,472,468,74,7,1020
UTTAR PRADESH,BAREILLY,BITHIRI CHAINPUR,1520,5856,7376,351,390,622,13,1376
UTTAR PRADESH,BAREILLY,FARIDPUR,761,7131,7892,37,40,8,5,90
UTTAR PRADESH,BAREILLY,FATEHGANJ (W),1280,5443,6723,47,50,0,0,97
UTTAR PRADESH,BAREILLY,KYARA,428,3413,3841,411,335,88,1,835
UTTAR PRADESH,BAREILLY,MAJHGAWAN,702,6672,7374,851,1245,361,316,2772
UTTAR PRADESH,BAREILLY,MIRGANJ,606,6152,6758,12,8,0,2,22
UTTAR PRADESH,BAREILLY,NAWABGANJ,1075,9815,10890,456,450,413,37,1355
UTTAR PRADESH,BAREILLY,RAM NAGAR,18,5166,5184,0,0,0,1,1
UTTAR PRADESH,BAREILLY,RICHHA,1961,5304,7265,524,531,625,46,1726
UTTAR PRADESH,BAREILLY,SHERGARH,1957,6300,8257,763,348,167,14,1291
UTTAR PRADESH,BASTI,BAHADURPUR,1,5385,5386,0,0,0,0,0
UTTAR PRADESH,BASTI,BANKATI,0,6008,6008,1,2,1,0,4
UTTAR PRADESH,BASTI,BASTI SADAR,21,4016,4037,11,10,6,1,28
UTTAR PRADESH,BASTI,GAUR,4,5558,5562,2,6,0,0,8
UTTAR PRADESH,BASTI,HARRAIYA,4,7425,7429,4,2,0,0,6
UTTAR PRADESH,BASTI,KAPTAN GANJ,2,6653,6655,0,0,0,0,0
UTTAR PRADESH,BASTI,KUDRAHA,0,4316,4316,1,1,1,0,3
UTTAR PRADESH,BASTI,PARASH RAMPUR,2,5094,5096,4,7,0,0,11
UTTAR PRADESH,BASTI,RAM NAGAR,0,3342,3342,0,0,0,0,0
UTTAR PRADESH,BASTI,RUDHAULI,0,2712,2712,4,13,4,0,21
UTTAR PRADESH,BASTI,SAHUGHAT,0,4986,4986,7,8,0,0,15
UTTAR PRADESH,BASTI,SALTAUWA GOPALPUR,0,4944,4944,3,5,0,0,8
UTTAR PRADESH,BASTI,VIKRAMJOT,17,6752,6769,1,2,0,0,3
UTTAR PRADESH,BIJNOR,AAKU NEHTOUR,841,5898,6739,0,0,0,0,0
UTTAR PRADESH,BIJNOR,AFJALGARH,1616,6032,7648,0,0,0,0,0
UTTAR PRADESH,BIJNOR,ALLEHEPUR DHAMPUR,562,8230,8792,0,0,0,0,0
UTTAR PRADESH,BIJNOR,BUDHANPUR SEOHARA,339,7591,7930,0,0,0,0,0
UTTAR PRADESH,BIJNOR,HALDOUR,30,7053,7083,0,0,0,0,0
UTTAR PRADESH,BIJNOR,JALILPUR,188,11550,11738,0,0,0,0,0
UTTAR PRADESH,BIJNOR,KIRATPUR,181,3708,3889,0,0,0,0,0
UTTAR PRADESH,BIJNOR,KOTWALI,215,9058,9273,0,0,0,0,0
UTTAR PRADESH,BIJNOR,MOHD.PUR DEVMAL,170,6961,7131,0,0,0,0,0
UTTAR PRADESH,BIJNOR,NAJIBABAD,37,4771,4808,0,0,0,0,0
UTTAR PRADESH,BIJNOR,NOORPUR,711,9727,10438,0,0,0,0,0
UTTAR PRADESH,BUDAUN,AMBIYAPUR,349,5899,6248,88,103,0,0,190
UTTAR PRADESH,BUDAUN,ASAFPUR,345,4909,5254,219,253,195,5,672
UTTAR PRADESH,BUDAUN,BISAULI,35,5253,5288,3,0,0,0,3
UTTAR PRADESH,BUDAUN,DATAGANJ,110,3412,3522,729,706,794,0,2229
UTTAR PRADESH,BUDAUN,DEHGWA,142,8847,8989,0,0,0,0,0
UTTAR PRADESH,BUDAUN,GUNNAUR,676,7612,8288,54,59,23,2,138
UTTAR PRADESH,BUDAUN,ISLAMNAGAR,735,4595,5330,1917,2981,4336,34,9267
UTTAR PRADESH,BUDAUN,JAGAT,594,3140,3734,377,673,397,133,1580
UTTAR PRADESH,BUDAUN,JUNAMAI,396,8267,8663,204,204,0,35,442
UTTAR PRADESH,BUDAUN,KADAR CHOKE,58,3595,3653,197,331,376,33,937
UTTAR PRADESH,BUDAUN,MYAUN,86,3402,3488,0,0,0,1,1
UTTAR PRADESH,BUDAUN,RAJPURA,1028,5606,6634,74,110,12,2,199
UTTAR PRADESH,BUDAUN,SAHASWAN,109,7337,7446,0,0,0,4,4
UTTAR PRADESH,BUDAUN,SALARPUR,417,3934,4351,447,498,5,6,956
UTTAR PRADESH,BUDAUN,SAMRAR,29,3475,3504,582,668,505,19,1774
UTTAR PRADESH,BUDAUN,UJHANI,354,4658,5012,75,90,8,26,199
UTTAR PRADESH,BUDAUN,USAWA,11,3614,3625,0,0,0,5,5
UTTAR PRADESH,BUDAUN,WAZIRGANJ,194,3285,3479,20,123,0,2,145
UTTAR PRADESH,BULAND SAHAR,ANUPSHAHR,1373,2613,3986,299,309,500,83,1192
UTTAR PRADESH,BULAND SAHAR,ARNIRYA,569,4257,4826,831,913,269,143,2155
UTTAR PRADESH,BULAND SAHAR,B.B. NAGAR,2,3383,3385,35,1,0,0,36
UTTAR PRADESH,BULAND SAHAR,BULANDSHAHR,766,3358,4124,531,587,324,97,1539
UTTAR PRADESH,BULAND SAHAR,DANPUR,109,3261,3370,199,248,191,11,649
UTTAR PRADESH,BULAND SAHAR,DIBAI,929,1415,2344,937,1638,125,313,3014
UTTAR PRADESH,BULAND SAHAR,GULAWATHI,192,3769,3961,176,177,155,3,511
UTTAR PRADESH,BULAND SAHAR,JAHAGIRABAD,76,4040,4116,44,217,97,23,379
UTTAR PRADESH,BULAND SAHAR,KHURJA,1101,4594,5695,975,1002,54,106,2136
UTTAR PRADESH,BULAND SAHAR,LAKHAWATI,359,3313,3672,100,25,7,4,136
UTTAR PRADESH,BULAND SAHAR,PAHASU,1801,2523,4324,998,1358,2053,232,4640
UTTAR PRADESH,BULAND SAHAR,SHIKARPUR,35,4628,4663,16,18,11,12,56
UTTAR PRADESH,BULAND SAHAR,SIANA,1,2634,2635,0,0,0,0,0
UTTAR PRADESH,BULAND SAHAR,SIKANDRABAD,221,6167,6388,339,345,27,19,729
UTTAR PRADESH,BULAND SAHAR,UNCHAGAON,1019,3164,4183,0,0,0,0,0
UTTAR PRADESH,CHANDAULI,BARAHNI,678,156,834,0,0,0,0,0
UTTAR PRADESH,CHANDAULI,CHAHANIA,690,864,1554,154,276,322,45,798
UTTAR PRADESH,CHANDAULI,CHAKIYA,458,63,521,844,761,640,50,2295
UTTAR PRADESH,CHANDAULI,CHANDOULI,1882,161,2043,4097,3915,47,4,8063
UTTAR PRADESH,CHANDAULI,DHANAPUR,735,471,1206,782,818,1123,101,2824
UTTAR PRADESH,CHANDAULI,NAOUGHAR,1612,142,1754,3559,3403,47,4,7013
UTTAR PRADESH,CHANDAULI,NIYMATA BAD,637,844,1481,149,267,308,45,768
UTTAR PRADESH,CHANDAULI,SAHABGANJ,900,238,1138,1013,1026,109,57,2205
UTTAR PRADESH,CHANDAULI,SAKELDIHA,1095,339,1434,1530,1596,341,126,3592
UTTAR PRADESH,CHITRAKOOT,KARVI,32,163,195,0,0,0,0,0
UTTAR PRADESH,CHITRAKOOT,MANIKPUR,198,1083,1281,7,68,60,3,138
UTTAR PRADESH,CHITRAKOOT,MAU,95,203,298,3,169,1,0,173
UTTAR PRADESH,CHITRAKOOT,PAHADI,12,338,350,0,0,0,0,0
UTTAR PRADESH,CHITRAKOOT,RAM NAGAR,423,909,1332,194,265,0,0,458
UTTAR PRADESH,DEORIA,BAITALPUR,3,3955,3958,6,0,0,0,6
UTTAR PRADESH,DEORIA,BANKATA,3,4628,4631,0,0,0,0,0
UTTAR PRADESH,DEORIA,BARHAJ,2,2703,2705,0,0,0,0,0
UTTAR PRADESH,DEORIA,BHAGALPUR,21,3029,3050,0,0,0,0,0
UTTAR PRADESH,DEORIA,BHALUWANI,1,5983,5984,0,0,0,0,0
UTTAR PRADESH,DEORIA,BHATANI,15,3088,3103,0,0,0,0,0
UTTAR PRADESH,DEORIA,BHATPAR RANI,3,3976,3979,0,0,0,0,0
UTTAR PRADESH,DEORIA,DEORIA SADAR,20,4076,4096,1,0,0,0,1
UTTAR PRADESH,DEORIA,DESAHI DEORIA,465,1081,1546,0,0,0,0,0
UTTAR PRADESH,DEORIA,GAURI BAZAR,0,5005,5005,0,0,0,0,0
UTTAR PRADESH,DEORIA,LAR,0,2942,2942,0,0,0,0,0
UTTAR PRADESH,DEORIA,PATHARDEVA,1,3273,3274,0,0,0,0,0
UTTAR PRADESH,DEORIA,RAMPUR KARKHANA,0,2706,2706,3,0,0,0,3
UTTAR PRADESH,DEORIA,RUDRAPUR,61,4496,4557,1,2,0,0,3
UTTAR PRADESH,DEORIA,SALEMPUR,1,4252,4253,0,0,0,0,0
UTTAR PRADESH,ETAH,ALIGANJ,1503,6261,7764,3560,3987,724,20,8290
UTTAR PRADESH,ETAH,AMAPUR,1250,2520,3770,743,1437,74,429,2682
UTTAR PRADESH,ETAH,AWAGARH,799,2493,3292,2,0,0,0,2
UTTAR PRADESH,ETAH,GANJDUNDWARA,219,4059,4278,17,15,0,0,32
UTTAR PRADESH,ETAH,JAIDHRA,2355,2423,4778,239,451,82,75,847
UTTAR PRADESH,ETAH,JALESAR,1574,2777,4351,268,232,195,102,797
UTTAR PRADESH,ETAH,KASGANJ,2543,1538,4081,2452,4296,535,386,7668
UTTAR PRADESH,ETAH,MARAHERA,915,2149,3064,834,1652,320,197,3003
UTTAR PRADESH,ETAH,NIDHOLI KALAN,2399,2453,4852,8045,10287,1854,1251,21437
UTTAR PRADESH,ETAH,PATIYALI,2144,1962,4106,238,347,5,7,597
UTTAR PRADESH,ETAH,SAHAWAR,1124,2637,3761,895,1002,209,505,2612
UTTAR PRADESH,ETAH,SAKIT,1595,3147,4742,618,1133,429,100,2279
UTTAR PRADESH,ETAH,SHEETALPUR,483,4070,4553,68,76,12,7,163
UTTAR PRADESH,ETAH,SIDHPURA,1595,2618,4213,190,275,45,40,550
UTTAR PRADESH,ETAH,SORON,630,3993,4623,236,391,85,107,819
UTTAR PRADESH,ETAWAH,BADPURA,5288,0,5288,5288,10576,0,0,15864
UTTAR PRADESH,ETAWAH,BASREHAR,5309,0,5309,5309,10618,0,0,15927
UTTAR PRADESH,ETAWAH,BHARTHANA,5279,0,5279,5279,10558,0,0,15837
UTTAR PRADESH,ETAWAH,CHAKARNAGAR,129,0,129,129,258,0,0,387
UTTAR PRADESH,ETAWAH,JASWANT NAGAR,5253,0,5253,5253,10506,0,0,15759
UTTAR PRADESH,ETAWAH,MAHEWA,5233,0,5233,5233,10466,0,0,15699
UTTAR PRADESH,ETAWAH,SAIPHAI,1042,0,1042,1042,2084,0,0,3126
UTTAR PRADESH,ETAWAH,TAKHA,2684,0,2684,2684,5368,0,0,8052
UTTAR PRADESH,FAIZABAD,AMANI GANJ,726,3574,4300,112,81,69,8,271
UTTAR PRADESH,FAIZABAD,BIKAPUR,964,6321,7285,140,68,104,63,376
UTTAR PRADESH,FAIZABAD,HASTINPUR,797,4150,4947,48,31,29,12,120
UTTAR PRADESH,FAIZABAD,MASONDHA,1915,3429,5344,786,752,430,148,2116
UTTAR PRADESH,FAIZABAD,MAWAI,479,3115,3594,347,382,305,202,1237
UTTAR PRADESH,FAIZABAD,MAYA,540,4853,5393,261,252,7,7,527
UTTAR PRADESH,FAIZABAD,MILKI PUR,1562,3859,5421,9,1,0,15,25
UTTAR PRADESH,FAIZABAD,PURA,2168,5015,7183,577,497,369,303,1747
UTTAR PRADESH,FAIZABAD,RUDAULI,2052,5558,7610,923,883,902,222,2929
UTTAR PRADESH,FAIZABAD,SOHAWAL,436,3766,4202,73,5,2,13,93
UTTAR PRADESH,FAIZABAD,TARUN,342,7937,8279,48,4,0,5,57
UTTAR PRADESH,FARRUKHABAD,BARHPUR,502,1289,1791,0,0,0,0,0
UTTAR PRADESH,FARRUKHABAD,KAMALGANJ-I,195,4656,4851,0,0,0,0,0
UTTAR PRADESH,FARRUKHABAD,KAYAMGANJ,948,3709,4657,5,6,8,2,21
UTTAR PRADESH,FARRUKHABAD,MOHAMDABAD,23,3105,3128,0,0,0,0,0
UTTAR PRADESH,FARRUKHABAD,NAWABGANJ-I,415,3013,3428,0,0,5,0,5
UTTAR PRADESH,FARRUKHABAD,RAJEPUR-I,306,2195,2501,1,0,0,0,1
UTTAR PRADESH,FARRUKHABAD,SHAMSHABAD,605,4936,5541,0,0,0,0,0
UTTAR PRADESH,FATEHPUR,AIRAYA,138,1200,1338,102,83,25,12,222
UTTAR PRADESH,FATEHPUR,AMAULI,317,1397,1714,1,10,1,4,16
UTTAR PRADESH,FATEHPUR,ASODHAR,834,425,1259,1171,1459,474,449,3552
UTTAR PRADESH,FATEHPUR,BAHUWA,600,1920,2520,260,595,13,46,914
UTTAR PRADESH,FATEHPUR,BHITAURA,728,4274,5002,475,393,204,193,1264
UTTAR PRADESH,FATEHPUR,DEVMAI,1208,1072,2280,2316,2208,203,177,4904
UTTAR PRADESH,FATEHPUR,DHATA,1348,845,2193,10,25,20,4,59
UTTAR PRADESH,FATEHPUR,HASWA,865,2978,3843,41,78,21,14,154
UTTAR PRADESH,FATEHPUR,HATHGAON,279,3337,3616,249,248,31,33,561
UTTAR PRADESH,FATEHPUR,KHAJUHA,924,1150,2074,1857,1675,261,290,4083
UTTAR PRADESH,FATEHPUR,MALWAN,1289,2715,4004,908,885,449,138,2379
UTTAR PRADESH,FATEHPUR,TELYANI,692,2700,3392,492,339,349,52,1233
UTTAR PRADESH,FATEHPUR,VIJAYIPUR,804,1137,1941,402,389,220,110,1122
UTTAR PRADESH,FIROZABAD,EKA,561,4983,5544,21,198,0,14,233
UTTAR PRADESH,FIROZABAD,FIROZABAD,812,1032,1844,443,1980,2205,155,4783
UTTAR PRADESH,FIROZABAD,JASRANA,1200,1584,2784,174,690,55,40,959
UTTAR PRADESH,FIROZABAD,KHAIRGARH,746,2760,3506,1071,2802,3423,669,7965
UTTAR PRADESH,FIROZABAD,KOTLA NARKHI,185,3645,3830,208,1274,675,142,2299
UTTAR PRADESH,FIROZABAD,MADANPUR,812,3531,4343,697,981,13,7,1698
UTTAR PRADESH,FIROZABAD,ORAON,104,2626,2730,54,147,1,27,229
UTTAR PRADESH,FIROZABAD,SHIKOHABAD,317,2103,2420,143,517,289,46,995
UTTAR PRADESH,FIROZABAD,TUNDLA,529,2742,3271,34,240,266,60,600
UTTAR PRADESH,GAUTAM BUDHA NAGAR,BISRAKH,265,3690,3955,261,492,327,5,1085
UTTAR PRADESH,GAUTAM BUDHA NAGAR,DADRI,1346,3751,5097,1485,1524,4,0,3013
UTTAR PRADESH,GAUTAM BUDHA NAGAR,DANKAOR,953,7390,8343,608,688,24,7,1327
UTTAR PRADESH,GAUTAM BUDHA NAGAR,JEWAR,894,5250,6144,646,897,89,61,1693
UTTAR PRADESH,GHAZIABAD,BHOJPUR,2562,1936,4498,133,152,152,11,448
