-----
{
 "description": "The table refers to Block wise Distribution of Shallow Tubewells according to Social status. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.4.csv", 
 "title": "Download CSV for Blockwise Distribution of Shallow Tubewells according to Social status", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.4.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Scheduled caste,Scheduled tribe,Other social status of farmers,Total
ANDHRA PRADESH,ANANTHAPUR,AGALI,35,9,674,718
ANDHRA PRADESH,ANANTHAPUR,AMADAGUR,7,2,277,286
ANDHRA PRADESH,ANANTHAPUR,AMARAPURAM,13,3,329,345
ANDHRA PRADESH,ANANTHAPUR,ANANTAPUR,19,0,304,323
ANDHRA PRADESH,ANANTHAPUR,ATMAKUR,19,8,122,149
ANDHRA PRADESH,ANANTHAPUR,BATHALAPALLE,15,16,459,490
ANDHRA PRADESH,ANANTHAPUR,BELUGUPPA,35,37,463,535
ANDHRA PRADESH,ANANTHAPUR,BOMMANAHAL,18,2,568,588
ANDHRA PRADESH,ANANTHAPUR,BRAHMASAMUDRAM,23,12,529,564
ANDHRA PRADESH,ANANTHAPUR,BUKKAPATNAM,0,3,139,142
ANDHRA PRADESH,ANANTHAPUR,BUKKARAYASAMUDRAM,65,24,951,1040
ANDHRA PRADESH,ANANTHAPUR,CHENNE KOTHAPALLE,23,10,658,691
ANDHRA PRADESH,ANANTHAPUR,CHILAMATHUR,4,7,515,526
ANDHRA PRADESH,ANANTHAPUR,D.HIRCHAL,54,3,1426,1483
ANDHRA PRADESH,ANANTHAPUR,DHARMAVARAM,6,6,296,308
ANDHRA PRADESH,ANANTHAPUR,GANDLAPENTA,3,4,89,96
ANDHRA PRADESH,ANANTHAPUR,GARLADINNE,35,24,1085,1144
ANDHRA PRADESH,ANANTHAPUR,GOOTY,10,9,392,411
ANDHRA PRADESH,ANANTHAPUR,GORANTLA,3,13,368,384
ANDHRA PRADESH,ANANTHAPUR,GUDIBANDA,12,3,285,300
ANDHRA PRADESH,ANANTHAPUR,GUMMAGATTA,33,1,563,597
ANDHRA PRADESH,ANANTHAPUR,GUNTAKAL,5,18,428,451
ANDHRA PRADESH,ANANTHAPUR,HINDUPUR,13,3,544,560
ANDHRA PRADESH,ANANTHAPUR,KADIRI,2,5,258,265
ANDHRA PRADESH,ANANTHAPUR,KALYANDURG,17,20,379,416
ANDHRA PRADESH,ANANTHAPUR,KAMBADUR,25,33,287,345
ANDHRA PRADESH,ANANTHAPUR,KANAGANAPALLE,30,12,439,481
ANDHRA PRADESH,ANANTHAPUR,KANEKAL,39,7,934,980
ANDHRA PRADESH,ANANTHAPUR,KOTHACHERUVU,5,8,388,401
ANDHRA PRADESH,ANANTHAPUR,KUDAIR,28,26,354,408
ANDHRA PRADESH,ANANTHAPUR,KUNDURPI,4,0,93,97
ANDHRA PRADESH,ANANTHAPUR,LEPAKSHI,24,0,939,963
ANDHRA PRADESH,ANANTHAPUR,MADAKASIRA,8,0,466,474
ANDHRA PRADESH,ANANTHAPUR,MUDIGUBBA,3,10,309,322
ANDHRA PRADESH,ANANTHAPUR,NALLACHERUVU,4,6,358,368
ANDHRA PRADESH,ANANTHAPUR,NALLAMADA,1,6,258,265
ANDHRA PRADESH,ANANTHAPUR,NAMBULIPULIKUNTA,3,1,376,380
ANDHRA PRADESH,ANANTHAPUR,NARPALA,17,0,372,389
ANDHRA PRADESH,ANANTHAPUR,OBULADEVARACHERUVU,1,8,266,275
ANDHRA PRADESH,ANANTHAPUR,PAMIDI,28,23,636,687
ANDHRA PRADESH,ANANTHAPUR,PARIGI,88,3,476,567
ANDHRA PRADESH,ANANTHAPUR,PEDDAPAPPUR,81,1,1606,1688
ANDHRA PRADESH,ANANTHAPUR,PEDDAVADUGUR,33,0,677,710
ANDHRA PRADESH,ANANTHAPUR,PENU KONDA,11,5,425,441
ANDHRA PRADESH,ANANTHAPUR,PUTLUR,22,1,1480,1503
ANDHRA PRADESH,ANANTHAPUR,PUTTAPARTHI,5,11,322,338
ANDHRA PRADESH,ANANTHAPUR,RAMAGIRI,18,0,303,321
ANDHRA PRADESH,ANANTHAPUR,RAPTADU,10,4,598,612
ANDHRA PRADESH,ANANTHAPUR,RAYADURG,46,51,647,744
ANDHRA PRADESH,ANANTHAPUR,RODDAM,52,8,1029,1089
ANDHRA PRADESH,ANANTHAPUR,ROLLA,10,10,517,537
ANDHRA PRADESH,ANANTHAPUR,SETTUR,5,1,95,101
ANDHRA PRADESH,ANANTHAPUR,SINGANAMALA,37,7,648,692
ANDHRA PRADESH,ANANTHAPUR,SOMANDEPALLE,5,7,405,417
ANDHRA PRADESH,ANANTHAPUR,TADIMARRI,12,0,368,380
ANDHRA PRADESH,ANANTHAPUR,TADPATRI,100,33,851,984
ANDHRA PRADESH,ANANTHAPUR,TALUPULA,3,4,398,405
ANDHRA PRADESH,ANANTHAPUR,TANAKAL,0,2,131,133
ANDHRA PRADESH,ANANTHAPUR,URAVAKONDA,2,1,172,175
ANDHRA PRADESH,ANANTHAPUR,VAJRAKARUR,1,20,176,197
ANDHRA PRADESH,ANANTHAPUR,VIDAPANAKAL,5,0,154,159
ANDHRA PRADESH,ANANTHAPUR,YADIKI,25,1,733,759
ANDHRA PRADESH,ANANTHAPUR,YELLANUR,49,0,1157,1206
ANDHRA PRADESH,CHITTOOR,B KOTHAKOTA,8,3,212,223
ANDHRA PRADESH,CHITTOOR,BAIREDDI PALLE,22,0,360,382
ANDHRA PRADESH,CHITTOOR,BANGARUPALEM,5,3,91,99
ANDHRA PRADESH,CHITTOOR,BUCHINAIDU KHANDRIGA,7,4,109,120
ANDHRA PRADESH,CHITTOOR,CHANDRAGIRI,5,1,108,114
ANDHRA PRADESH,CHITTOOR,CHINNAGOTTIGALLU,44,7,707,758
ANDHRA PRADESH,CHITTOOR,CHITTOOR,3,0,61,64
ANDHRA PRADESH,CHITTOOR,CHOWDEPALLE,6,2,88,96
ANDHRA PRADESH,CHITTOOR,GANGADHARA NELLORE,7,0,140,147
ANDHRA PRADESH,CHITTOOR,GANGAVARAM,7,0,97,104
ANDHRA PRADESH,CHITTOOR,GUDI PALLE,0,0,0,0
ANDHRA PRADESH,CHITTOOR,GUDIPALA,1,0,21,22
ANDHRA PRADESH,CHITTOOR,GURRAMKONDA,2,0,59,61
ANDHRA PRADESH,CHITTOOR,K V P PURAM,48,4,584,636
ANDHRA PRADESH,CHITTOOR,KALAKADA,13,1,357,371
ANDHRA PRADESH,CHITTOOR,KALIKIRI,23,0,430,453
ANDHRA PRADESH,CHITTOOR,KAMBHAMVARIPALLE,1,0,100,101
ANDHRA PRADESH,CHITTOOR,KARVETINAGAR,36,11,932,979
ANDHRA PRADESH,CHITTOOR,KUPPAM,0,0,0,0
ANDHRA PRADESH,CHITTOOR,KURABALAKOTA,1,4,169,174
ANDHRA PRADESH,CHITTOOR,MANDANPALLE,30,3,697,730
ANDHRA PRADESH,CHITTOOR,MULAKALACHERUVU,2,1,105,108
ANDHRA PRADESH,CHITTOOR,NAGALAPURAM,20,3,515,538
ANDHRA PRADESH,CHITTOOR,NAGARI,12,55,507,574
ANDHRA PRADESH,CHITTOOR,NARAYANAVANAM,49,16,356,421
ANDHRA PRADESH,CHITTOOR,NIMMANAPALLE,10,1,172,183
ANDHRA PRADESH,CHITTOOR,NINDRA,36,4,830,870
ANDHRA PRADESH,CHITTOOR,PAKALA,9,0,301,310
ANDHRA PRADESH,CHITTOOR,PALAMANER,9,0,195,204
ANDHRA PRADESH,CHITTOOR,PALASAMUDRAM,2,0,149,151
ANDHRA PRADESH,CHITTOOR,PEDDA PANJANI,5,0,193,198
ANDHRA PRADESH,CHITTOOR,PEDDAMANDYAM,0,1,69,70
ANDHRA PRADESH,CHITTOOR,PEDDATHIPPASAMUDRAM,8,0,202,210
ANDHRA PRADESH,CHITTOOR,PENUMURU,2,0,114,116
ANDHRA PRADESH,CHITTOOR,PICHATUR,4,2,191,197
ANDHRA PRADESH,CHITTOOR,PILERU,1,1,66,68
ANDHRA PRADESH,CHITTOOR,PULICHERLA,1,0,38,39
ANDHRA PRADESH,CHITTOOR,PUNGANUR,18,5,261,284
ANDHRA PRADESH,CHITTOOR,PUTHALAPATTU,34,24,867,925
ANDHRA PRADESH,CHITTOOR,PUTTUR,61,13,496,570
ANDHRA PRADESH,CHITTOOR,RAMA KUPPAM,2,0,70,72
ANDHRA PRADESH,CHITTOOR,RAMACHANDRAPURAM,0,0,548,548
ANDHRA PRADESH,CHITTOOR,RAMASAMUDRAM,4,0,63,67
ANDHRA PRADESH,CHITTOOR,RENIGUNTA,39,8,501,548
ANDHRA PRADESH,CHITTOOR,ROMPICHERLA,0,0,105,105
ANDHRA PRADESH,CHITTOOR,SANTHI PURAM,0,0,13,13
ANDHRA PRADESH,CHITTOOR,SODAM,2,1,81,84
ANDHRA PRADESH,CHITTOOR,SOMALA,0,0,62,62
ANDHRA PRADESH,CHITTOOR,SRIKALAHASTI,30,8,362,400
ANDHRA PRADESH,CHITTOOR,SRIRANGARAJAPURAM,24,4,310,338
ANDHRA PRADESH,CHITTOOR,THOTTAMBEDU,86,7,570,663
ANDHRA PRADESH,CHITTOOR,TIRUPATI RURAL,23,0,686,709
ANDHRA PRADESH,CHITTOOR,TIRUPATI URBAN,1,0,19,20
ANDHRA PRADESH,CHITTOOR,VADAMALAPETA,35,1,592,628
ANDHRA PRADESH,CHITTOOR,VARADAIAHPALEM,46,1,323,370
ANDHRA PRADESH,CHITTOOR,VAYALPAD,8,4,92,104
ANDHRA PRADESH,CHITTOOR,VEDURU KUPPAM,0,0,0,0
ANDHRA PRADESH,CHITTOOR,VENKATAGIRI KOTA,18,1,90,109
ANDHRA PRADESH,CHITTOOR,VIJAYA PURAM,12,0,473,485
ANDHRA PRADESH,CHITTOOR,YADAMARI,0,0,27,27
ANDHRA PRADESH,CHITTOOR,YERPEDU,104,56,1437,1597
ANDHRA PRADESH,CHITTOOR,YERRAVARIPALEM,7,3,380,390
ANDHRA PRADESH,CUDDAPAH,A.KASINAYANI,28,0,25,53
ANDHRA PRADESH,CUDDAPAH,ATLUR,4,0,69,73
ANDHRA PRADESH,CUDDAPAH,B KODUR,0,0,1,1
ANDHRA PRADESH,CUDDAPAH,BADVEL,12,0,62,74
ANDHRA PRADESH,CUDDAPAH,BRAHMAMGARIMATTAM,0,0,20,20
ANDHRA PRADESH,CUDDAPAH,CHAKRAYAPET,17,4,428,449
ANDHRA PRADESH,CUDDAPAH,CHAPAD,95,0,1070,1165
ANDHRA PRADESH,CUDDAPAH,CHENNUR,7,0,273,280
ANDHRA PRADESH,CUDDAPAH,CHINNAMANDEM,0,0,23,23
ANDHRA PRADESH,CUDDAPAH,CHINTHA KOMMADINNE,1,1,28,30
ANDHRA PRADESH,CUDDAPAH,CHITVEL,17,3,226,246
ANDHRA PRADESH,CUDDAPAH,DUVVUR,20,9,207,236
ANDHRA PRADESH,CUDDAPAH,GALIVEEDU,0,0,40,40
ANDHRA PRADESH,CUDDAPAH,GOPAVARAM,1,0,9,10
ANDHRA PRADESH,CUDDAPAH,JAMMALAMADUGU,31,8,337,376
ANDHRA PRADESH,CUDDAPAH,KAMALAPURAM,153,3,1204,1360
ANDHRA PRADESH,CUDDAPAH,KHAJIPET,20,4,598,622
ANDHRA PRADESH,CUDDAPAH,KONDAPURAM,54,5,1321,1380
ANDHRA PRADESH,CUDDAPAH,LAKKIREDDIPALLE,2,0,90,92
ANDHRA PRADESH,CUDDAPAH,MYLAVARAM,15,1,308,324
ANDHRA PRADESH,CUDDAPAH,NANDALUR,12,1,248,261
ANDHRA PRADESH,CUDDAPAH,PEDDAMUDIUM,3,1,244,248
ANDHRA PRADESH,CUDDAPAH,PENAGALURU,22,2,420,444
ANDHRA PRADESH,CUDDAPAH,PENDLIMARRI,111,49,1461,1621
ANDHRA PRADESH,CUDDAPAH,PORUMAMILLA,23,2,252,277
ANDHRA PRADESH,CUDDAPAH,PRODDUTUR,41,0,996,1037
ANDHRA PRADESH,CUDDAPAH,PULLAMPETA,6,1,113,120
ANDHRA PRADESH,CUDDAPAH,RAJAMPET,4,6,255,265
ANDHRA PRADESH,CUDDAPAH,RAJU PALEM,2,0,122,124
ANDHRA PRADESH,CUDDAPAH,RAYACHOTI,2,0,61,63
ANDHRA PRADESH,CUDDAPAH,S MYDUKUR,43,9,1068,1120
ANDHRA PRADESH,CUDDAPAH,SAMBEPALLE,1,0,37,38
ANDHRA PRADESH,CUDDAPAH,SIDHOUT,54,13,717,784
ANDHRA PRADESH,CUDDAPAH,T SUNDUPALLE,23,9,767,799
ANDHRA PRADESH,CUDDAPAH,THANDUR,0,0,29,29
ANDHRA PRADESH,CUDDAPAH,VALLUR,28,3,467,498
ANDHRA PRADESH,CUDDAPAH,VEERABALLE,19,2,420,441
ANDHRA PRADESH,CUDDAPAH,VEERAPUNAYUNIPALLE,7,18,526,551
ANDHRA PRADESH,CUDDAPAH,VEMPALLE,40,9,876,925
ANDHRA PRADESH,CUDDAPAH,VEMULA,3,1,220,224
ANDHRA PRADESH,CUDDAPAH,VONTIMITTA,1,0,27,28
ANDHRA PRADESH,CUDDAPAH,YERRAGUNTLA,9,0,259,268
ANDHRA PRADESH,EAST GODAVARI,ADDATEEGALA,1,1,29,31
ANDHRA PRADESH,EAST GODAVARI,AINAVILLI,76,5,640,721
ANDHRA PRADESH,EAST GODAVARI,ALAMURU,86,46,662,794
ANDHRA PRADESH,EAST GODAVARI,ALLAVARAM,0,0,109,109
ANDHRA PRADESH,EAST GODAVARI,AMALAPURAM,20,2,491,513
ANDHRA PRADESH,EAST GODAVARI,AMBAJIPETA,62,0,1328,1390
ANDHRA PRADESH,EAST GODAVARI,ANAPARTHI,4,0,225,229
ANDHRA PRADESH,EAST GODAVARI,ATREYAPURAM,126,8,1216,1350
ANDHRA PRADESH,EAST GODAVARI,BICCAVOLU,1,1,140,142
ANDHRA PRADESH,EAST GODAVARI,GOKAVARAM,4,2,206,212
ANDHRA PRADESH,EAST GODAVARI,GOLLAPROLU,0,0,5,5
ANDHRA PRADESH,EAST GODAVARI,I POLAVARAM,33,4,25,62
ANDHRA PRADESH,EAST GODAVARI,JAGGAMPETA,16,0,123,139
ANDHRA PRADESH,EAST GODAVARI,KADIAM,42,9,1746,1797
ANDHRA PRADESH,EAST GODAVARI,KAJULURU,0,1,49,50
ANDHRA PRADESH,EAST GODAVARI,KAKINADA (RURAL),0,1,55,56
ANDHRA PRADESH,EAST GODAVARI,KAPILESWARAPURAM,85,0,658,743
ANDHRA PRADESH,EAST GODAVARI,KARAPA,0,0,24,24
ANDHRA PRADESH,EAST GODAVARI,KIRLAMPUDI,5,1,676,682
ANDHRA PRADESH,EAST GODAVARI,KORUKONDA,39,31,316,386
ANDHRA PRADESH,EAST GODAVARI,KOTANANDURU,7,0,243,250
ANDHRA PRADESH,EAST GODAVARI,KOTHAPALLI,1,0,64,65
ANDHRA PRADESH,EAST GODAVARI,KOTHAPETA,59,1,1503,1563
ANDHRA PRADESH,EAST GODAVARI,MALIKIPURAM,465,4,1567,2036
ANDHRA PRADESH,EAST GODAVARI,MAMIDIKUDURU,41,9,397,447
ANDHRA PRADESH,EAST GODAVARI,MANDAPETA,12,6,685,703
ANDHRA PRADESH,EAST GODAVARI,MUMMIDIVARAM,28,28,410,466
ANDHRA PRADESH,EAST GODAVARI,P GANNAVARAM,176,2,606,784
ANDHRA PRADESH,EAST GODAVARI,PAMARRU,60,0,340,400
ANDHRA PRADESH,EAST GODAVARI,PEDAPUDI,0,5,255,260
ANDHRA PRADESH,EAST GODAVARI,PEDDAPURAM,8,0,334,342
ANDHRA PRADESH,EAST GODAVARI,PITHAPURAM,6,0,534,540
ANDHRA PRADESH,EAST GODAVARI,PRATHIPADU,5,1,317,323
ANDHRA PRADESH,EAST GODAVARI,RAJAHMUNDRY(RURAL),2,0,185,187
ANDHRA PRADESH,EAST GODAVARI,RAJANAGARAM,2,0,80,82
ANDHRA PRADESH,EAST GODAVARI,RAMACHANDRAPURAM,3,3,617,623
ANDHRA PRADESH,EAST GODAVARI,RANGAMPETA,1,0,37,38
ANDHRA PRADESH,EAST GODAVARI,RAVULAPALEM,72,2,1141,1215
ANDHRA PRADESH,EAST GODAVARI,RAYAVARAM,0,3,368,371
ANDHRA PRADESH,EAST GODAVARI,RAZOLE,5,0,79,84
ANDHRA PRADESH,EAST GODAVARI,SAKHINETIPALLE,6,0,103,109
ANDHRA PRADESH,EAST GODAVARI,SAMALKOTA,1,0,59,60
ANDHRA PRADESH,EAST GODAVARI,SANKHAVARAM,5,0,292,297
ANDHRA PRADESH,EAST GODAVARI,SEETHANAGARAM,18,1,688,707
ANDHRA PRADESH,EAST GODAVARI,THALLAREVU,23,0,4,27
ANDHRA PRADESH,EAST GODAVARI,THONDANGI,4,0,377,381
ANDHRA PRADESH,EAST GODAVARI,TUNI,8,0,495,503
ANDHRA PRADESH,EAST GODAVARI,UPPALAGUPTAM,3,0,39,42
ANDHRA PRADESH,EAST GODAVARI,YELESWARAM,13,4,1038,1055
ANDHRA PRADESH,GUNTUR,ACHAMPETA,1,10,85,96
ANDHRA PRADESH,GUNTUR,AMARAVATHI,15,9,256,280
ANDHRA PRADESH,GUNTUR,AMRUTHALUR,7,1,319,327
ANDHRA PRADESH,GUNTUR,BAPATLA,13,0,11,24
ANDHRA PRADESH,GUNTUR,BELLAMKONDA,4,2,115,121
ANDHRA PRADESH,GUNTUR,BHATTIPROLU,215,42,791,1048
ANDHRA PRADESH,GUNTUR,BOLLAPALLE,320,502,796,1618
ANDHRA PRADESH,GUNTUR,CHEBROLE,19,0,9,28
ANDHRA PRADESH,GUNTUR,CHERUKUPALLE,2,0,51,53
ANDHRA PRADESH,GUNTUR,DACHEPALLE,0,0,93,93
ANDHRA PRADESH,GUNTUR,DUGGIRALA,233,22,1420,1675
ANDHRA PRADESH,GUNTUR,EDLAPADU,1,0,35,36
ANDHRA PRADESH,GUNTUR,GUNTUR,3,0,31,34
ANDHRA PRADESH,GUNTUR,GURAZALA,4,0,67,71
ANDHRA PRADESH,GUNTUR,IPURU,11,5,37,53
ANDHRA PRADESH,GUNTUR,KAREMPUDI,6,48,244,298
ANDHRA PRADESH,GUNTUR,KARLAPALEM,9,0,31,40
ANDHRA PRADESH,GUNTUR,KOLLIPARA,183,25,1526,1734
ANDHRA PRADESH,GUNTUR,KOLLUR,241,3,2397,2641
ANDHRA PRADESH,GUNTUR,KROSURU,0,0,20,20
ANDHRA PRADESH,GUNTUR,MACHAVARAM,13,5,176,194
ANDHRA PRADESH,GUNTUR,MACHERLA,0,0,57,57
ANDHRA PRADESH,GUNTUR,MANGALAGIRI,72,3,821,896
ANDHRA PRADESH,GUNTUR,MEDIKONDURU,0,1,2,3
ANDHRA PRADESH,GUNTUR,NADENDLA,0,0,4,4
ANDHRA PRADESH,GUNTUR,NAGARAM,6,0,30,36
ANDHRA PRADESH,GUNTUR,NAKARIKALLU,2,1,79,82
ANDHRA PRADESH,GUNTUR,NARASARAOPETA,0,0,3,3
ANDHRA PRADESH,GUNTUR,NIZAMPATNAM,0,0,5,5
ANDHRA PRADESH,GUNTUR,PEDAKAKANI,4,0,82,86
ANDHRA PRADESH,GUNTUR,PHIRANGIPURAM,0,0,86,86
ANDHRA PRADESH,GUNTUR,PIDUGURALLA,0,0,59,59
ANDHRA PRADESH,GUNTUR,PITTALAVANIPALEM,1,0,1,2
ANDHRA PRADESH,GUNTUR,PONNUR,87,3,931,1021
ANDHRA PRADESH,GUNTUR,PRATHIPADU,2,0,26,28
ANDHRA PRADESH,GUNTUR,RAJUPALEM,4,0,13,17
ANDHRA PRADESH,GUNTUR,RENTACRINTALA,1,1,29,31
ANDHRA PRADESH,GUNTUR,REPALLE,1,0,92,93
ANDHRA PRADESH,GUNTUR,ROMPICHERLA,0,0,1,1
ANDHRA PRADESH,GUNTUR,SATTENAPALLE,0,0,1,1
ANDHRA PRADESH,GUNTUR,SAVALYAPURAM,0,0,20,20
ANDHRA PRADESH,GUNTUR,TADIKONDA,31,0,305,336
ANDHRA PRADESH,GUNTUR,TENALI,29,3,1257,1289
ANDHRA PRADESH,GUNTUR,THADEPALLE,17,2,1016,1035
ANDHRA PRADESH,GUNTUR,THULLUR,231,22,1907,2160
ANDHRA PRADESH,GUNTUR,TSUNDUR,16,2,621,639
ANDHRA PRADESH,GUNTUR,VEMURU,43,2,608,653
ANDHRA PRADESH,GUNTUR,VINUKONDA,1,0,16,17
ANDHRA PRADESH,KARIMNAGAR,BEJJANKI,89,23,891,1003
ANDHRA PRADESH,KARIMNAGAR,BHEEMADEVARPALLE,3,4,64,71
ANDHRA PRADESH,KARIMNAGAR,BOINPALLE,42,0,317,359
ANDHRA PRADESH,KARIMNAGAR,CHANDURTHI,32,11,253,296
ANDHRA PRADESH,KARIMNAGAR,CHIGURUMAMIDI,35,14,289,338
ANDHRA PRADESH,KARIMNAGAR,DHARMAPURI,1,2,10,13
ANDHRA PRADESH,KARIMNAGAR,ELKATHURTHI,42,21,192,255
ANDHRA PRADESH,KARIMNAGAR,ELLANTHAKUNTA,65,2,797,864
ANDHRA PRADESH,KARIMNAGAR,GAMBHIRAOPET,98,52,881,1031
ANDHRA PRADESH,KARIMNAGAR,HUSNABAD,64,158,571,793
ANDHRA PRADESH,KARIMNAGAR,HUZURABAD,0,0,1,1
ANDHRA PRADESH,KARIMNAGAR,IBRAHIMPATNAM,14,4,242,260
ANDHRA PRADESH,KARIMNAGAR,KAMALAPUR,1,0,28,29
ANDHRA PRADESH,KARIMNAGAR,KAMANPUR,5,1,70,76
ANDHRA PRADESH,KARIMNAGAR,KARIMNAGAR,0,0,29,29
ANDHRA PRADESH,KARIMNAGAR,KATHLAPUR,65,36,1184,1285
ANDHRA PRADESH,KARIMNAGAR,KODIMIAL,7,3,62,72
ANDHRA PRADESH,KARIMNAGAR,KOHEDA,97,57,753,907
ANDHRA PRADESH,KARIMNAGAR,KONARAOPETA,69,71,569,709
ANDHRA PRADESH,KARIMNAGAR,KORATLA,26,1,104,131
ANDHRA PRADESH,KARIMNAGAR,MAHADEVPUR,14,2,236,252
ANDHRA PRADESH,KARIMNAGAR,MALHARRAO,8,4,52,64
ANDHRA PRADESH,KARIMNAGAR,MALLIAL,1,0,65,66
ANDHRA PRADESH,KARIMNAGAR,MANAKONDUR,2,0,32,34
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,18,0,261,279
ANDHRA PRADESH,KARIMNAGAR,MEDIPALLE,12,10,277,299
ANDHRA PRADESH,KARIMNAGAR,METPALLE,88,36,506,630
ANDHRA PRADESH,KARIMNAGAR,MUSTABAD,89,41,523,653
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MANTHANI,2,0,73,75
ANDHRA PRADESH,KARIMNAGAR,RAIKAL,0,1,2,3
ANDHRA PRADESH,KARIMNAGAR,RAMADUGU,0,0,15,15
ANDHRA PRADESH,KARIMNAGAR,SAIDAPUR,9,2,70,81
ANDHRA PRADESH,KARIMNAGAR,SIRSILLA,251,10,1909,2170
ANDHRA PRADESH,KARIMNAGAR,THIMMAPUR,7,0,124,131
ANDHRA PRADESH,KARIMNAGAR,VEMULAWADA,77,4,498,579
ANDHRA PRADESH,KARIMNAGAR,YELLA REDDI PETA,417,661,2474,3552
ANDHRA PRADESH,KHAMMAM,ASWAPURAM,1,4,84,89
ANDHRA PRADESH,KHAMMAM,ASWARAOPETA,1,68,66,135
ANDHRA PRADESH,KHAMMAM,BAYYARAM,0,17,5,22
ANDHRA PRADESH,KHAMMAM,BHADRACHALAM,0,0,27,27
ANDHRA PRADESH,KHAMMAM,BONAKAL,0,0,22,22
ANDHRA PRADESH,KHAMMAM,BURGAMPADU,0,2,35,37
ANDHRA PRADESH,KHAMMAM,CHANDRUGONDA,0,10,41,51
ANDHRA PRADESH,KHAMMAM,CHERLA,2,10,180,192
ANDHRA PRADESH,KHAMMAM,DAMMAPETA,68,189,483,740
ANDHRA PRADESH,KHAMMAM,ENKURU,0,63,186,249
ANDHRA PRADESH,KHAMMAM,JULURPAD,0,8,66,74
ANDHRA PRADESH,KHAMMAM,KALLURU,1,0,17,18
ANDHRA PRADESH,KHAMMAM,KAMEPALLE,5,31,48,84
ANDHRA PRADESH,KHAMMAM,KHAMMAM RURAL,1,0,47,48
ANDHRA PRADESH,KHAMMAM,KHAMMAM URBAN,1,48,16,65
ANDHRA PRADESH,KHAMMAM,KONIJERLA,1,1,4,6
ANDHRA PRADESH,KHAMMAM,KOTHAGUDEM,27,24,116,167
ANDHRA PRADESH,KHAMMAM,KUKUNOOR,5,3,43,51
