-----
{
 "description": "The table refers to district wise irrigation potential utilised through shallow tubewells . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Districtshtbwl2.14.csv", 
 "title": "Download CSV for District wise Irrigation potential utilised through Shallow Tubewells for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Districtshtbwl2.14.csv"
}
-----
State,District,Kharif,Rabi,Perennial,Others,Total
BIHAR,CHAMPARAN EAST,47121,64058,5594,3987,120760
BIHAR,CHAMPARAN WEST,35160,33940,2529,1681,73310
BIHAR,CHATRA,195,184,12,4,395
BIHAR,DARBHANGA,15967,27742,2078,2434,48221
BIHAR,DEOGHAR,1,1,0,0,2
BIHAR,DHANBAD,1,0,0,0,1
BIHAR,GAYA,26818,22818,1094,585,51315
BIHAR,GIRIDIH,676,561,14,26,1277
BIHAR,GODDA,1082,1067,245,92,2486
BIHAR,GOPALGANJ,17663,32439,1895,851,52848
BIHAR,HAZARIBAG,0,9,0,0,9
BIHAR,JAMUI,2712,2965,445,427,6549
BIHAR,JEHANABAD,28236,21419,1984,1324,52963
BIHAR,KATIHAR,23420,36906,4002,5005,69333
BIHAR,KHAGARIA,3874,35301,1194,605,40974
BIHAR,KISHANGANJ,3773,13481,150,1309,18713
BIHAR,KODARMA,146,136,0,0,282
BIHAR,LAKHISARAI,4994,7904,212,426,13536
BIHAR,MADHEPURA,21737,33144,454,348,55683
BIHAR,MADHUBANI,17020,29167,3413,3382,52982
BIHAR,MUNGER,6095,6062,60,18,12235
BIHAR,MUZAFFARPUR,24293,61731,4705,2459,93188
BIHAR,NALANDA,23887,19448,1543,624,45502
BIHAR,NAWADA,19172,19185,2096,954,41407
BIHAR,PAKUR,144,292,36,7,479
BIHAR,PATNA,25742,24174,1627,2615,54158
BIHAR,PURNIA,25283,43636,4447,1649,75015
BIHAR,RANCHI,2,19,4,3,28
BIHAR,ROHTAS,22223,20116,849,528,43716
BIHAR,SAHARSA,11087,17526,452,3349,32414
BIHAR,SAHEBGANJ,318,3774,233,284,4609
BIHAR,SAMASTIPUR,34915,70301,7993,4188,117397
BIHAR,SARAN,16765,53136,3874,1741,75516
BIHAR,SHEIKHPURA,6978,5523,806,192,13499
BIHAR,SHEOHAR,5181,7019,204,110,12514
BIHAR,SINGHBHUM EAST,817,721,66,125,1729
BIHAR,SINGHBHUM WEST,0,0,0,0,0
BIHAR,SITAMARHI,17743,30273,5056,4357,57429
BIHAR,SIWAN,22261,71302,630,506,94699
BIHAR,SUPAUL,15377,26436,1844,3571,47228
BIHAR,VAISHALI,19725,34165,7990,5488,67368
GOA,NORTH GOA,0,1,25,1,27
GOA,SOUTH GOA,0,0,8,1,9
HARYANA,AMBALA,45720,45720,0,0,91440
HARYANA,BHIWANI,55741,55741,0,0,111482
HARYANA,FARIDABAD,60232,60234,0,0,120466
HARYANA,GURGAON,62956,62956,0,0,125912
HARYANA,HISAR,76137,76137,0,0,152274
HARYANA,JIND,55406,55406,0,0,110812
HARYANA,KAITHAL,57973,57973,0,0,115946
HARYANA,KARNAL,109108,109107,0,0,218215
HARYANA,KURUKSHETRA,66288,66288,0,0,132576
HARYANA,MEHANDERGARH,48925,48929,0,0,97854
HARYANA,PANCHKULA,1671,1671,0,0,3342
HARYANA,PANIPAT,53348,53348,0,0,106696
HARYANA,RIWARI,44926,44931,0,0,89857
HARYANA,ROHTAK,93199,93200,0,0,186399
HARYANA,SIRSA,50913,50913,0,0,101826
HARYANA,SONIPAT,66587,66587,0,0,133174
HARYANA,YAMUNA NAGAR,48019,48017,0,0,96036
HIMACHAL PRADESH,Bilaspur,47,47,0,0,94
HIMACHAL PRADESH,Hamirpur,21,21,0,0,42
HIMACHAL PRADESH,Kangra,709,690,0,0,1399
HIMACHAL PRADESH,Mandi,201,150,0,0,351
HIMACHAL PRADESH,Sirmaur,293,287,42,0,622
HIMACHAL PRADESH,Solan,344,552,6,6,908
HIMACHAL PRADESH,Una,434,2458,17,21,2930
JAMMU & KASHMIR,Budgam,1,1,0,0,2
JAMMU & KASHMIR,Jammu,1077,1098,0,0,2175
JAMMU & KASHMIR,Kathua,344,344,0,0,688
JAMMU & KASHMIR,Kupwara,130,45,0,0,175
JAMMU & KASHMIR,Srinagar,5,5,0,0,10
KARNATAKA,BANGALORE RURAL,7011.72,2395.19,2026.55,700.98,12134
KARNATAKA,BANGALORE URBAN,8784.75,6395.79,1198.67,59.91,16439
KARNATAKA,BELGAUM,4612.72,1897.53,2465.04,217.19,9192
KARNATAKA,BELLARY,2702.49,844.54,406.43,381.04,4335
KARNATAKA,BIDAR,311.97,174.68,38.65,15,540
KARNATAKA,BIJAPUR,2447.72,1240.7,270.75,230.77,4190
KARNATAKA,CHIKKAMAGALORE,1251.07,275.87,2571.58,218.29,4317
KARNATAKA,CHITRADURGA,13270.38,3189.87,4740.12,2023.36,23224
KARNATAKA,DAKSHINA KANNADA,31.75,169.67,673.89,11.42,887
KARNATAKA,DHARWAR,9792.58,5828.75,1055.68,1932.87,18610
KARNATAKA,GULBARGA,652.21,486.82,24.34,11.6,1175
KARNATAKA,HASSAN,9503.43,4101.84,6025.56,254.77,19886
KARNATAKA,KODAGU,17.5,2.5,2,0,22
KARNATAKA,KOLAR,6537.86,3333.05,1488.38,354.32,11714
KARNATAKA,MANDYA,596.16,292.61,316.06,62.13,1267
KARNATAKA,MYSORE,3000.77,953.59,1585.71,231.38,5771
KARNATAKA,RAICHUR,7512.02,5766.21,238.6,330.01,13847
KARNATAKA,SHIMOGA,6244.69,1408.91,1472.65,1047.56,10174
KARNATAKA,TUMKUR,10052.29,3879.18,3716.6,3018.44,20667
KARNATAKA,UTTARA KANNADA,159.57,129.12,32.63,2,323
KERALA,ALAPUZHA,1,1,181,9,192
KERALA,ERANAKULAM,0,0,13,37,50
KERALA,IDUKKI,6,5,3,2,16
KERALA,KANNUR,0,0,0,0,0
KERALA,KASARAGODE,36,43,70,21,170
KERALA,KOLLAM,21,0,33,23,77
KERALA,KOTTAYAM,0,0,15,1,16
KERALA,KOZHIKODE,0,0,0,0,0
KERALA,MALAPPURAM,52,40,50,991,1133
KERALA,PALAKKAD,249,186,4,125,564
KERALA,PATHANAMTHITTA,0,0,7,26,33
KERALA,THIRUVANANTHAPURAM,35,21,49,22,127
KERALA,THRISSUR,0,2,432,36,470
MADHYA PRADESH,BALAGHAT,285,55,1,0,341
MADHYA PRADESH,BASTAR,36,72,0,0,108
MADHYA PRADESH,BETUL,156,1524,20,0,1700
MADHYA PRADESH,BHIND,9,2939,0,0,2948
MADHYA PRADESH,BHOPAL,3,10052,34,1,10090
MADHYA PRADESH,BILASPUR,4982,3583,21,8,8594
MADHYA PRADESH,CHHATARPUR,0,455,0,0,455
MADHYA PRADESH,CHHINDWARA,151,849,0,0,1000
MADHYA PRADESH,DAMOH,85,7988,1,0,8074
MADHYA PRADESH,DEWAS,746,22445,149,16,23356
MADHYA PRADESH,DHAR,822,48290,126,5,49243
MADHYA PRADESH,DURG,13883,6169,318,3661,24031
MADHYA PRADESH,GUNA,151,11515,0,0,11666
MADHYA PRADESH,GWALIOR,409,1878,0,0,2287
MADHYA PRADESH,HOSHANGABAD,30,21885,20,40,21975
MADHYA PRADESH,INDORE,242,71514,19,2,71777
MADHYA PRADESH,JABALPUR,273,7506,0,12,7791
MADHYA PRADESH,JHABUA,14,160,6,8,188
MADHYA PRADESH,KHANDWA,77,124,23,7,231
MADHYA PRADESH,KHARGONE,1115,741,429,0,2285
MADHYA PRADESH,MANDLA,21,103,0,0,124
MADHYA PRADESH,MANDSAUR,53,1105,25,1,1184
MADHYA PRADESH,MORENA,914,12488,0,0,13402
MADHYA PRADESH,NARSIMHAPUR,565,29498,371,0,30434
MADHYA PRADESH,PANNA,0,596,0,0,596
MADHYA PRADESH,RAIGARH,3520,4017,0,3,7540
MADHYA PRADESH,RAIPUR,7826,11083,102,449,19460
MADHYA PRADESH,RAISEN,3,28745,5,0,28753
MADHYA PRADESH,RAJGARH,91,4165,27,14,4297
MADHYA PRADESH,RAJNANDGAON,800,509,95,0,1404
MADHYA PRADESH,RATLAM,367,11793,51,0,12211
MADHYA PRADESH,REWA,67,6032,0,1,6100
MADHYA PRADESH,SAGAR,7,4007,0,0,4014
MADHYA PRADESH,SATNA,14,13173,2,1,13190
MADHYA PRADESH,SEHORE,781,20186,82,1,21050
MADHYA PRADESH,SEONI,9,56,0,0,65
MADHYA PRADESH,SHAHDOL,0,383,0,0,383
MADHYA PRADESH,SHAJAPUR,79,9425,110,8,9622
MADHYA PRADESH,SHIVPURI,42,961,0,0,1003
MADHYA PRADESH,SIDHI,5,4325,0,0,4330
MADHYA PRADESH,SURGUJA,1,34,0,0,35
MADHYA PRADESH,TIKAMGARH,150,2205,0,0,2355
MADHYA PRADESH,UJJAIN,480,52895,70,39,53484
MADHYA PRADESH,VIDISHA,6,14361,3,0,14370
MANIPUR,BISHNUPUR,0,29,0,0,29
MANIPUR,CHURACHANDPUR,0,7,0,0,7
MANIPUR,IMPHAL,0,55,0,0,55
MANIPUR,SENAPATI,0,3,0,0,3
MANIPUR,THOUBAL,0,101,0,0,101
MEGHALAYA,WEST GARO HILLS,54,16,4,0,74
MEGHALAYA,WEST KHASI HILLS,5,0,0,0,5
NAGALAND,KOHIMA,9,6,0,0,15
ORISSA,ANGUL,1,0,1,0,2
ORISSA,BALASORE,1197,10266,40,5,11508
ORISSA,BARAGARH,789,269,146,4,1208
ORISSA,BHADRAK,384,1532,39,12,1967
ORISSA,BOLANGIR,14,29,6,4,53
ORISSA,CUTTACK,1350,1889,321,21,3581
ORISSA,GAJAPATI,923,164,8,0,1095
ORISSA,GANJAM,7347,4985,4911,9,17252
ORISSA,JAGATSINGHPUR,443,1613,91,27,2174
ORISSA,JAJPUR,776,2540,36,0,3352
ORISSA,JHARSUGUDA,1,1,0,0,2
ORISSA,KALAHANDI,19,14,6,0,39
ORISSA,KENDRAPARA,317,549,10,2,878
ORISSA,KEONJHAR,115,248,11,2,376
ORISSA,KHURDA,139,516,78,29,762
ORISSA,KORAPUT,5,3,10,0,18
ORISSA,MAYURBHANJ,488,631,40,0,1159
ORISSA,NAYAGARH,97,197,329,6,629
ORISSA,NUAPADA,17,4,0,0,21
ORISSA,PURI,646,3476,190,42,4354
ORISSA,RAYAGADA,1941,1816,2,4,3763
ORISSA,SAMBALPUR,3,3,0,0,6
ORISSA,SONEPUR,1,1,1,0,3
ORISSA,SUNDARGARH,0,1,0,0,1
PUNJAB,AMRITSAR,401514,404920,9292,22953,838679
PUNJAB,BATHINDA,133066,131483,369,67,264985
PUNJAB,FARIDKOT,315366,327921,1645,103,645035
PUNJAB,FATEHGARH SAHIB,73907,73838,5659,343,153747
PUNJAB,FEROZEPUR,311130,322715,4034,6539,644418
PUNJAB,GURDASPUR,251663,250293,18285,7152,527393
PUNJAB,HOSHIARPUR,122588,123922,10581,2493,259584
PUNJAB,JALANDHAR,244067,246310,32179,12892,535448
PUNJAB,KAPURTHALA,101248,102008,3539,316,207111
PUNJAB,LUDHIANA,258726,258843,3624,48,521241
PUNJAB,MANSA,116143,116267,684,33,233127
PUNJAB,PATIALA,271937,270452,5655,11329,559373
PUNJAB,ROPAR,86009,91678,17373,858,195918
PUNJAB,SANGRUR,368350,373715,6798,366,749229
RAJASTHAN,AJMER,0,0,0,0,0
RAJASTHAN,ALWAR,393,76609,98,42,77142
RAJASTHAN,BANSWARA,0,30,0,0,30
RAJASTHAN,BARAN,65,11552,109,0,11726
RAJASTHAN,BHARATPUR,907,131737,247,69,132960
RAJASTHAN,BHILWARA,5,22,0,0,27
RAJASTHAN,BIKANER,23,114,0,0,137
RAJASTHAN,BUNDI,0,29,0,0,29
RAJASTHAN,CHITTORGARH,0,1591,0,0,1591
RAJASTHAN,CHURU,13,291,0,0,304
RAJASTHAN,DAUSA,14,11224,42,15,11295
RAJASTHAN,DHOLPUR,606,13270,12,91,13979
RAJASTHAN,DUNGARPUR,5,98,2,17,122
RAJASTHAN,JAIPUR,0,65,0,0,65
RAJASTHAN,JAISALMER,28,87,0,2,117
RAJASTHAN,JALORE,1,294,0,0,295
RAJASTHAN,JHALAWAR,0,464,0,0,464
RAJASTHAN,JODHPUR,63,1886,0,9,1958
RAJASTHAN,KOTA,911,8918,38,40,9907
RAJASTHAN,NAGAUR,84,3040,0,0,3124
RAJASTHAN,PALI,0,1214,0,0,1214
RAJASTHAN,RAJSAMAND,0,32,0,0,32
RAJASTHAN,SAWAI-MADHOPUR,2,8492,0,0,8494
RAJASTHAN,SIROHI,2,3,0,1,6
RAJASTHAN,TONK,1,0,0,0,1
RAJASTHAN,UDAIPUR,16,48,0,1,65
TAMIL NADU,COIMBATORE,297.79,49.56,113.03,21.11,481
TAMIL NADU,CUDDALORE,17146.75,14162.87,3600.83,5283.27,40194
TAMIL NADU,DHARMAPURI,155.8,1.33,22.28,0.74,180
TAMIL NADU,DINDIGUL,107.38,74.64,41.16,2.7,226
TAMIL NADU,ERODE,49.11,29.81,6.73,1.5,87
TAMIL NADU,KANCHIPURAM,14343.94,2390.57,2320.95,98.03,19153
TAMIL NADU,KANNIYAKUMARI,2.19,2.19,11.93,0,16
TAMIL NADU,KARUR,16.5,0,13.68,0,30
TAMIL NADU,MADURAI,0,0,0,0,0
TAMIL NADU,NAGAPATTINAM,1273.83,1266.36,67.96,224.07,2832
TAMIL NADU,NAMAKKAL,12.46,0,0,0,12
TAMIL NADU,PERAMBALUR,2530.46,967.72,193.92,19.82,3712
TAMIL NADU,PUDUKOTTAI,274.78,239.77,15.81,0,530
TAMIL NADU,RAMNATHAPURAM,119.93,198.53,27.94,15.29,362
TAMIL NADU,SALEM,66.58,7.03,0.28,0,74
TAMIL NADU,SIVAGANGA,16.09,45.27,19.05,2.7,83
TAMIL NADU,THANJAVUR,27426.01,14579.58,6337.63,847.13,49190
TAMIL NADU,THENI,39.18,4.67,134.16,8,186
TAMIL NADU,TIRUNELVELI,18.45,18.07,6.79,0,43
TAMIL NADU,TIRUVALLUR,5867.99,3232.01,664.96,213.59,9979
TAMIL NADU,TIRUVARUR,10393.57,9576.01,593.25,348.99,20912
TAMIL NADU,TRICHIRAPPALLI,3182.79,1700.24,593.6,362.26,5839
TAMIL NADU,VILLUPURAM,2057.81,2272.66,950.23,214.8,5496
TRIPURA,DHALAI,220,42,1,15,278
TRIPURA,NORTH,1,1,0,0,2
TRIPURA,SOUTH,43,31,2,0,76
TRIPURA,WEST,2,41,0,0,43
UTTAR PRADESH,AGRA,24341,152535,13898,13611,204385
UTTAR PRADESH,ALIGARH,75939,122493,8254,6930,213616
UTTAR PRADESH,ALLAHABAD,49767,69699,7342,6328,133136
UTTAR PRADESH,AMBEDKAR NAGAR,68703,61599,16724,8810,155836
UTTAR PRADESH,AZAMGARH,47347,62658,25015,4521,139541
UTTAR PRADESH,BADAUN,102421,86204,0,27,188652
UTTAR PRADESH,BAHRAICH,64495,107557,18115,6104,196271
UTTAR PRADESH,BALLIA,45085,65184,16089,5104,131462
UTTAR PRADESH,BANDA,9330,20462,2278,168,32238
UTTAR PRADESH,BARABANKI,47732,55058,31479,10662,144931
UTTAR PRADESH,BAREILLY,70407,72917,26,12,143362
UTTAR PRADESH,BASTI,50514,63036,27960,17616,159126
UTTAR PRADESH,BIJNOR,65580,64510,57358,7656,195104
UTTAR PRADESH,BULANDSHAHR,77367,85783,21665,11544,196359
UTTAR PRADESH,DEHRADUN,649,603,558,56,1866
UTTAR PRADESH,DEORIA,59174,76393,17931,6658,160156
UTTAR PRADESH,ETAH,51767,98543,27295,9841,187446
UTTAR PRADESH,ETAWAH,47598,76955,5241,5737,135531
UTTAR PRADESH,FAIZABAD,61286,65338,34685,16431,177740
UTTAR PRADESH,FARUKHABAD,116824,82311,0,0,199135
UTTAR PRADESH,FATEHPUR,16239,32207,9845,5795,64086
UTTAR PRADESH,FIROZABAD,27108,65784,2623,5184,100699
UTTAR PRADESH,GHAZIABAD,57143,57773,15424,7744,138084
UTTAR PRADESH,GHAZIPUR,47926,58382,4923,3218,114449
UTTAR PRADESH,GONDA,66382,140801,35041,3979,246203
UTTAR PRADESH,GORAKHPUR,144358,172487,32627,18061,367533
UTTAR PRADESH,HAMIRPUR,4155,26133,712,559,31559
UTTAR PRADESH,HARDOI,47865,93931,15240,5082,162118
UTTAR PRADESH,HARDWAR,22340,25197,26540,4332,78409
UTTAR PRADESH,JALAUN,2537,13760,265,119,16681
UTTAR PRADESH,JAUNPUR,89761,109499,12634,6831,218725
UTTAR PRADESH,JHANSI,361,8085,19,18,8483
UTTAR PRADESH,KANPUR DEHAT,55955,97190,45154,10265,208564
UTTAR PRADESH,KANPUR NAGAR,17098,26098,431,3091,46718
UTTAR PRADESH,KHIRI,105703,116342,51477,13430,286952
UTTAR PRADESH,KUSHI NAGAR,50171,54485,25842,5162,135660
UTTAR PRADESH,LALITPUR,0,721,0,0,721
UTTAR PRADESH,LUCKNOW,35747,49088,20590,15035,120460
UTTAR PRADESH,MAHOBA,99,415,4,0,518
UTTAR PRADESH,MAHRAJGANJ,45468,53794,22028,5316,126606
UTTAR PRADESH,MAINPURI,66812,112301,2318,26758,208189
UTTAR PRADESH,MATHURA,58934,98007,11294,6780,175015
UTTAR PRADESH,MAU,21747,25402,4126,1861,53136
UTTAR PRADESH,MEERUT,78005,68656,43320,6042,196023
UTTAR PRADESH,MIRZAPUR,2742,4898,1128,372,9140
UTTAR PRADESH,MORADABAD,183885,183210,41547,3739,412381
UTTAR PRADESH,MUZAFFER NAGAR,81081,67916,40152,11464,200613
UTTAR PRADESH,NAINITAL,1075,752,0,68,1895
UTTAR PRADESH,PILIBHIT,29246,30093,8367,656,68362
UTTAR PRADESH,PRATAPGARH,53616,80863,9113,2482,146074
UTTAR PRADESH,RAEBARELY,68773,57488,7760,6177,140198
UTTAR PRADESH,RAMPUR,76773,74097,30120,29665,210655
UTTAR PRADESH,SAHARANPUR,73767,71240,48625,12457,206089
UTTAR PRADESH,SANT RAVIDAS NAGAR,14249,22285,5628,1622,43784
UTTAR PRADESH,SHAHJAHANPUR,147697,165904,25250,9691,348542
UTTAR PRADESH,SIDDHARTH NAGAR,23240,33040,9909,7079,73268
UTTAR PRADESH,SITAPUR,92135,108570,41884,17373,259962
UTTAR PRADESH,SONBHADRA,2736,2164,132,47,5079
UTTAR PRADESH,SULTANPUR,4,3,3,1,11
UTTAR PRADESH,UDHAMSINGH NAGAR,41000,37961,8002,1823,88786
UTTAR PRADESH,UNNAO,67525,73607,5449,5200,151781
UTTAR PRADESH,VARANASI,32659,41073,7132,3140,84004
WEST BENGAL,BANKURA,18584,19189,675,15407,53855
WEST BENGAL,BIRBHUM,11063,17851,1557,14241,44712
WEST BENGAL,BURDWAN,44892,26857,3931,59028,134708
WEST BENGAL,COOCHBEHAR,10965,14080,291,7705,33041
WEST BENGAL,DAKSHIN DINAJPUR,8978,11934,299,5730,26941
WEST BENGAL,DARJEELING,492,629,29,113,1263
WEST BENGAL,HOOGLY,26453,25903,1588,18550,72494
WEST BENGAL,HOWRAH,807,1034,26,840,2707
WEST BENGAL,JALPAIGURI,3235,4564,197,624,8620
WEST BENGAL,MALDA,29483,26026,1834,30130,87473
WEST BENGAL,MIDNAPORE,26613,66573,3873,47551,144610
WEST BENGAL,MURSHIDABAD,73733,65889,4871,39252,183745
WEST BENGAL,NADIA,72180,54576,2682,26474,155912
WEST BENGAL,NORTH 24 PARGANAS,39425,34612,2191,30692,106920
WEST BENGAL,PURULIA,0,12,0,0,12
WEST BENGAL,SOUTH 24 PARGANAS,1968,3667,570,3845,10050
WEST BENGAL,UTTAR DINAJPUR,41211,37965,1631,31796,112603
DELHI,EAST,729,729,2,0,1460
DELHI,NORTH-EAST,1708,1708,0,0,3416
DELHI,NORTH-WEST,8939,13735,0,0,22674
DELHI,SOUTH-WEST,6407,7467,65,4,13943
DELHI,WEST,549,772,0,0,1321
PONDICHERRY,KARAIKAL,573,328,0,0,901
PONDICHERRY,PONDICHERRY,2928,2210,1415,468,7021
