-----
{
 "description": "The table refers to District wise Culturable Command Area and Potential Created through Dugwells. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwlState1.12.csv", 
 "title": "Download CSV for Districtwise Culturable Command Area and Potential Created through Dugwells", 
 "url": "http://data.gov.in/sites/default/files/dgwlState1.12.csv"
}
-----
"State","District","Culturable Command Area","Irrigation potential created - Kharif","Irrigation potential created - Rabi","Irrigation potential created - Perennial","Irrigation potential created - Others","Total - Irrigation potential created"
"BIHAR","NAWADA",11526,6928,5160,992,284,13364
"BIHAR","PATNA",5244,3329,3279,123,105,6835
"BIHAR","ROHTAS(SASARAM)",11679,9008,8057,237,208,17510
"BIHAR","SARAN",9027,3877,6988,195,671,11731
"BIHAR","SHEKHPURA",262,208,199,82,35,523
"BIHAR","SIWAN",12157,6914,10654,1201,1384,20152
"BIHAR","VAISHALI",1738,592,757,760,208,2317
"CHHATTISGARH","BASTER",4346,2979,1664,2,0,4645
"CHHATTISGARH","BILASPUR",11702,5367,9897,1158,35,16457
"CHHATTISGARH","DANTEWADA",637,664,260,1,1,926
"CHHATTISGARH","DHAMTARI",5913,5873,2430,133,113,8549
"CHHATTISGARH","DURG",14752,12918,5561,804,370,19653
"CHHATTISGARH","JANJGIR-CHAMPA",16123,8282,9786,96,5,18169
"CHHATTISGARH","JASHPUR",20585,10485,10242,112,33,20872
"CHHATTISGARH","KANKER",11132,11961,3189,125,17,15291
"CHHATTISGARH","KORBA",5449,5606,2335,120,22,8083
"CHHATTISGARH","KORIA",13483,6797,6773,2,15,13587
"CHHATTISGARH","KVARDHA",2764,2775,535,69,9,3388
"CHHATTISGARH","MAHASAMUND",7396,6805,1884,29,1,8719
"CHHATTISGARH","RAIGARH",13772,3166,10992,56,2,14215
"CHHATTISGARH","RAIPUR",13249,12821,5908,92,94,18915
"CHHATTISGARH","RAJNANDGAON",7382,7900,3245,126,93,11364
"CHHATTISGARH","SURGUJA",35487,1692,34253,201,16,36163
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI",872,855,541,66,0,1462
"GOA","NORTH GOA",2360,207,508,1528,307,2550
"GOA","SOUTH GOA",1555,42,162,1187,209,1601
"GUJARAT","AHMEDABAD",82166,86769,27262,1640,1331,117002
"GUJARAT","AMRELI",182599,182599,1421,0,0,184019
"GUJARAT","ANAND",24510,7400,17945,252,10863,36460
"GUJARAT","BANASKANTHA",155250,123751,105362,4765,19780,253658
"GUJARAT","BHARUCH",15372,3724,10391,3386,1686,19186
"GUJARAT","BHAVNAGAR",227823,225133,115890,219,3,341246
"GUJARAT","DAHOD",55640,47025,29496,79,19,76620
"GUJARAT","DANG",4170,4109,557,0,0,4667
"GUJARAT","GANDHINAGAR",136,84,50,1,2,136
"GUJARAT","JAMNAGAR",143676,136494,87122,0,0,223616
"GUJARAT","JUNAGADH",232652,235782,93122,68595,8044,405543
"GUJARAT","KACHCHH",69527,61573,17421,6434,4845,90273
"GUJARAT","KHEDA",69876,51213,24207,5592,425,81436
"GUJARAT","MEHSANA",11292,8916,6481,1147,1878,18422
"GUJARAT","NARMADA",6150,36,1020,5109,65,6230
"GUJARAT","NAVSARI",16461,8360,2707,6553,1330,18951
"GUJARAT","PANCHMAHAL",92944,92141,57445,866,1795,152248
"GUJARAT","PATAN",939,261,585,1,148,995
"GUJARAT","PORBANDAR",40756,41840,574,4,4,42423
"GUJARAT","RAJKOT",254903,240443,53160,4049,3386,301038
"GUJARAT","SABARKANTHA",149964,79992,113438,5214,528,199173
"GUJARAT","SURAT",43503,8775,1590,33166,18,43549
"GUJARAT","SURENDRANAGAR",80394,78747,22194,91,125,101158
"GUJARAT","VADODARA",58351,34095,41491,4556,4599,84740
"GUJARAT","VALSAD",13155,7348,2674,3182,410,13614
"HARYANA","AMBALA",848,651,656,0,81,1388
"HARYANA","BHIWANI",14777,6005,12900,141,0,19046
"HARYANA","FATEHABAD",259,254,258,0,0,512
"HARYANA","GURGAON",6294,4363,6168,1,28,10560
"HARYANA","HISSAR",224,190,194,0,0,384
"HARYANA","JHAJJAR",5886,2210,5350,23,4,7587
"HARYANA","KAITHAL",3000,2769,2883,16,8,5676
"HARYANA","KARNAL",6146,6242,6197,34,72,12545
"HARYANA","MAHENDRAGARH",1935,643,1866,17,0,2527
"HARYANA","PANCHKULA",150,151,87,0,0,238
"HARYANA","PANIPAT",1753,1706,1742,2,0,3450
"HARYANA","REWARI",2405,984,2268,0,0,3253
"HARYANA","ROHTAK",700,521,508,0,0,1029
"HARYANA","SIRSA",2638,2147,2089,58,5,4298
"HARYANA","SONEPAT",3473,3068,3092,2,0,6162
"HARYANA","YAMUNANAGAR",1705,1277,1168,7,0,2451
"HIMACHAL PRADESH","Bilaspur",43,43,43,0,0,85
"HIMACHAL PRADESH","Hamirpur",100,96,99,2,0,197
"HIMACHAL PRADESH","Kangra",322,262,254,51,0,567
"HIMACHAL PRADESH","Kullu",2,2,2,0,0,4
"HIMACHAL PRADESH","Mandi",10,5,5,4,3,17
"HIMACHAL PRADESH","Sirmaur",1003,845,808,144,0,1796
"HIMACHAL PRADESH","Solan",1414,1111,1298,12,9,2431
"HIMACHAL PRADESH","Una",406,341,358,0,2,701
"JAMMU & KASHMIR","ANANTNAG",5,6,5,0,0,11
"JAMMU & KASHMIR","BADGAM",2,2,0,0,0,2
"JAMMU & KASHMIR","BARAMULLA",122,112,9,9,0,130
"JAMMU & KASHMIR","JAMMU",6686,5951,5743,15,20,11730
"JAMMU & KASHMIR","KATHUA",5433,5442,5364,0,0,10806
"JAMMU & KASHMIR","RAJOURI",7,14,14,0,0,28
"JAMMU & KASHMIR","SRINAGAR",128,106,44,0,0,150
"JAMMU & KASHMIR","UDHAMPUR",19,21,20,0,0,41
"JHARKHAND","BOKARO",3839,1234,2418,449,233,4335
"JHARKHAND","CHATRA",7810,7068,3657,460,306,11490
"JHARKHAND","DEOGHAR",8625,5483,5397,337,135,11353
"JHARKHAND","DHANBAD",2231,1659,1303,118,15,3095
"JHARKHAND","DUMKA",11849,6481,8339,497,343,15660
"JHARKHAND","EAST SINGHBHUM",1796,1489,744,409,28,2670
"JHARKHAND","GARHWA",17366,7814,11696,595,236,20341
"JHARKHAND","GIRIDIH",12600,6927,7447,1603,532,16509
"JHARKHAND","GODDA",8448,4476,5846,615,466,11402
"JHARKHAND","GUMLA",7496,4040,5428,457,258,10184
"JHARKHAND","HAZARIBAGH",15666,7978,9591,488,388,18444
"JHARKHAND","JAMTARA",3970,2440,1917,137,159,4652
"JHARKHAND","KODERMA",2241,1271,1109,250,101,2731
"JHARKHAND","LATEHAR",6551,4262,3621,494,200,8578
"JHARKHAND","LOHARDAGA",4803,3104,4521,436,206,8267
"JHARKHAND","PAKUR",449,256,291,64,35,646
"JHARKHAND","PALAMU",16044,9876,9742,1038,1084,21740
"JHARKHAND","RANCHI",17904,11327,9857,1786,652,23621
"JHARKHAND","SAHEBGANJ",792,343,667,51,19,1080
"JHARKHAND","SARAIKELA",1399,1013,531,591,43,2178
"JHARKHAND","SIMDEGA",4924,2544,4379,546,102,7571
"JHARKHAND","WEST SINGHBHUM",1150,998,1063,51,9,2121
"KARNATAKA","Bagalkote",26056,16816,9059,8458,3857,38191
"KARNATAKA","Bangalore",654,503,191,148,196,1039
"KARNATAKA","Bangalore Rural",8077,4500,585,3120,1885,10090
"KARNATAKA","Belgaum",103072,67131,30628,23463,3309,124531
"KARNATAKA","Bellary",5651,5123,637,364,2872,8996
"KARNATAKA","Bidar",23609,8765,6580,9264,1158,25768
"KARNATAKA","Bijapur",82467,47597,35130,11894,5695,100316
"KARNATAKA","Chamaraja Nagara",12454,9405,4378,1111,891,15785
"KARNATAKA","Chikmagalur",3004,868,181,1504,496,3049
"KARNATAKA","Chitradurga",3843,2796,349,594,1116,4854
"KARNATAKA","Dakshina Kannada",43645,1432,12935,28354,4080,46801
"KARNATAKA","Davanagere",1026,719,140,376,507,1742
"KARNATAKA","Dharwar",700,587,357,15,16,974
"KARNATAKA","Gadag",4138,3050,1402,260,1583,6295
"KARNATAKA","Gulbarga",29196,17858,13448,4918,3220,39443
"KARNATAKA","Hassan",2805,1902,191,546,595,3233
"KARNATAKA","Haveri",396,363,57,5,155,579
"KARNATAKA","Kodagu",101,39,0,67,2,108
"KARNATAKA","Kolar",10961,7165,3814,2114,3029,16122
"KARNATAKA","Koppal",3353,3047,82,35,1931,5095
"KARNATAKA","Mandya",9507,4709,1472,3573,1987,11741
"KARNATAKA","Mysore",5818,3850,865,1797,2017,8528
"KARNATAKA","Raichur",13796,12541,2385,407,6367,21700
"KARNATAKA","Shimoga",8341,4281,31,3389,2093,9794
"KARNATAKA","Tumkur",15930,9385,1727,4297,4527,19936
"KARNATAKA","Udupi",23508,359,8514,14278,1732,24883
"KARNATAKA","Uttara Kannada",9925,784,11,6995,2213,10003
"KERALA","ALAPPUZHA",1224,435,308,760,399,1902
"KERALA","ERANAKULAM",9081,2263,2005,4784,2850,11902
"KERALA","IDDUKKI",7924,578,1049,5911,1757,9295
"KERALA","KANNUR",7723,919,587,6131,1504,9141
"KERALA","KASARAGODE",3822,16,247,3027,796,4086
"KERALA","KOLLAM",1580,215,213,485,764,1677
"KERALA","KOTTAYAM",7352,288,371,6596,921,8177
"KERALA","KOZHIKODE",4826,125,98,4353,844,5420
"KERALA","MALAPPURAM",6647,1077,1214,5097,1479,8867
"KERALA","PALAKKAD",6622,3009,2963,2716,766,9453
"KERALA","PATHANAMTHITTA",2462,58,74,1568,911,2612
"KERALA","THIRUVANANTHAPURAM",3376,807,740,2290,1556,5391
"KERALA","THRISSUR",18039,1283,1495,12558,4930,20266
"KERALA","WAYANAD",958,565,500,346,63,1473
"MADHYA PRADESH","BALAGHAT",22304,17686,6654,686,199,25225
"MADHYA PRADESH","BARWANI",44668,27081,20905,54,1,48041
"MADHYA PRADESH","BETUL",83244,6035,79015,953,45,86049
"MADHYA PRADESH","BHIND",79468,19281,70033,812,115,90241
"MADHYA PRADESH","BHOPAL",59829,59,59826,84,23,59992
"MADHYA PRADESH","CHHATARPUR",174039,569,174909,70,34,175580
"MADHYA PRADESH","CHHINDWARA",125625,26144,100903,6579,87,133713
"MADHYA PRADESH","DAMOH",73381,304,80592,76,2,80974
"MADHYA PRADESH","DATIA",64775,5415,62099,241,72,67827
"MADHYA PRADESH","DEWAS",92516,3082,90029,856,17,93984
"MADHYA PRADESH","DHAR",86317,52732,55865,917,57,109571
"MADHYA PRADESH","DINDORI",221,113,197,2,0,312
"MADHYA PRADESH","GUNA",72152,181,72355,86,9,72630
"MADHYA PRADESH","GWALIOR",41191,6966,36264,197,17,43444
"MADHYA PRADESH","HARDA",37849,36,38419,5,2,38462
"MADHYA PRADESH","HOSHANGABAD",60168,906,133903,83,45,134937
"MADHYA PRADESH","INDORE",30198,107,33077,2218,3,35405
"MADHYA PRADESH","JABALPUR",34820,4118,33521,85,65,37789
"MADHYA PRADESH","JHABUA",29399,8037,23768,25,17,31847
"MADHYA PRADESH","KATNI",24416,4124,24752,98,21,28996
"MADHYA PRADESH","KHANDWA",123025,56447,67208,12921,246,136822
"MADHYA PRADESH","KHARGONE",138137,97428,50011,318,79,147836
"MADHYA PRADESH","MANDLA",4483,1597,3037,386,2,5021
"MADHYA PRADESH","MANDSAUR",142188,2981,141652,1359,23,146015
"MADHYA PRADESH","MORENA",78243,2817,76887,971,165,80840
"MADHYA PRADESH","NARSINGHPUR",39117,710,39684,184,96,40674
"MADHYA PRADESH","NEEMUCH",73691,1726,73808,172,4,75710
"MADHYA PRADESH","PANNA",13304,780,12994,31,20,13824
"MADHYA PRADESH","RAISEN",29762,1,29804,9,1,29815
"MADHYA PRADESH","RAJGARH",134505,1813,134233,286,162,136495
"MADHYA PRADESH","RATLAM",91484,16717,68256,297,24028,109298
"MADHYA PRADESH","REWA",37250,23998,26319,325,8,50649
"MADHYA PRADESH","SAGAR",79661,29,79629,8088,3,87749
"MADHYA PRADESH","SATNA",47776,205,47708,204,56,48173
"MADHYA PRADESH","SEHORE",70396,1590,77335,1619,34,80579
"MADHYA PRADESH","SEONI",60112,12058,54066,70,282,66475
"MADHYA PRADESH","SHAHDOL",4271,208,4347,12,4,4571
"MADHYA PRADESH","SHAJAPUR",106073,215,106080,64,24,106382
"MADHYA PRADESH","SHEOPUR",9036,2,9039,0,0,9041
"MADHYA PRADESH","SHIVPURI",83877,421,299369,15,204,300009
"MADHYA PRADESH","SIDHI",30238,288,30337,51,30931,61607
"MADHYA PRADESH","TIKAMGARH",147400,37360,138014,841,98,176314
"MADHYA PRADESH","UJJAIN",90654,1387,92039,75,289,93789
"MADHYA PRADESH","UMARIA",5228,224,5116,7,2,5349
"MADHYA PRADESH","VIDISHA",45766,39,46111,3,8,46161
"MAHARASHTRA","AHMEDNAGAR",316586,224047,145169,46427,16280,431923
"MAHARASHTRA","AKOLA",42562,25191,19934,2625,347,48097
"MAHARASHTRA","AMRAVATI",152638,86134,41351,35564,4137,167186
"MAHARASHTRA","AURANGABAD",256693,207558,100487,32424,26446,366914
"MAHARASHTRA","BEED",59029,36377,21746,5702,58263,122089
"MAHARASHTRA","BHANDARA",21925,17197,7545,266,4557,29565
"MAHARASHTRA","BULDANA",136173,77864,59075,2207,450,139596
"MAHARASHTRA","CHANDRAPUR",23854,20001,5922,1475,91,27490
"MAHARASHTRA","DHULE",92126,86122,12085,3505,3148,104859
"MAHARASHTRA","GADCHIROLI",15682,15876,10,0,0,15885
"MAHARASHTRA","GONDIYA",10942,9700,1109,48,1553,12409
"MAHARASHTRA","HINGOLI",44948,34854,30104,2119,6368,73446
"MAHARASHTRA","JALGAON",213503,160078,55054,38392,2428,255952
"MAHARASHTRA","JALNA",134132,97108,51792,13721,7694,170315
"MAHARASHTRA","KOLHAPUR",56035,22826,12800,20015,5443,61084
"MAHARASHTRA","LATUR",64231,24091,26175,19517,500,70285
"MAHARASHTRA","NAGPUR",117071,90733,33448,22686,2199,149065
"MAHARASHTRA","NANDED",54085,43116,29833,11458,2162,86569
"MAHARASHTRA","NANDURBAR",33246,24026,10438,3562,916,38942
"MAHARASHTRA","NASHIK",270787,205523,78464,13766,5127,302881
"MAHARASHTRA","OSMANABAD",108190,48392,51231,21154,7880,128658
"MAHARASHTRA","PARBHANI",81764,40879,48194,14415,4388,107876
"MAHARASHTRA","PUNE",222307,133462,135636,44554,11955,325608
"MAHARASHTRA","RAIGHAR",1789,271,281,1246,0,1798
"MAHARASHTRA","RATNAGIRI",2569,1741,527,869,12,3150
"MAHARASHTRA","SANGLI",162297,94237,68438,28948,7448,199071
"MAHARASHTRA","SATARA",106018,94677,78448,7879,15,181019
"MAHARASHTRA","SINDHUDURGA",5458,3454,2335,192,1138,7118
"MAHARASHTRA","SOLAPUR",257221,112086,155150,53663,11482,332381
"MAHARASHTRA","THANE",8285,2005,3059,4038,135,9237
"MAHARASHTRA","WARDHA",89170,69216,30600,10230,870,110916
"MAHARASHTRA","WASHIM",50136,6643,40211,2500,1743,51097
"MAHARASHTRA","YAVATMAL",86312,51722,36671,4222,903,93518
"MANIPUR","IMPHAL WEST",31,0,39,0,0,39
"MEGHALAYA","JAINTIA HILLS",23,21,1,1,0,23
"NAGALAND","DIMAPUR",664,624,98,0,0,722
"NAGALAND","MOKOKCHUNG",14,14,0,0,0,14
"ORISSA","ANGUL",6122,5246,2025,93,9,7373
"ORISSA","BALASORE",1636,1279,854,1,0,2134
"ORISSA","BARGARH",8608,7865,4403,378,76,12723
"ORISSA","BHADRAK",198,60,140,0,16,215
"ORISSA","BOLANGIR",29868,23983,6549,1032,799,32363
"ORISSA","BOUDH",2954,1543,1782,61,10,3396
"ORISSA","CUTTACK",6348,5515,2612,209,20,8356
"ORISSA","DEOGARH",3856,3804,1523,58,14,5399
"ORISSA","DHENKANAL",4890,4282,1742,73,87,6185
"ORISSA","GAJAPATI",1761,1728,1058,19,0,2805
"ORISSA","GANJAM",17739,13018,9961,351,8,23338
"ORISSA","JAGATSINGHPUR",557,274,354,6,16,650
"ORISSA","JAJAPUR",1556,1346,813,13,5,2178
"ORISSA","JHARSUGUDA",2586,2323,1152,38,1,3514
"ORISSA","KALAHANDI",7584,6804,2256,136,30,9226
"ORISSA","KANDHAMAL",2110,748,1386,10,1,2145
"ORISSA","KENDRAPARA",281,172,190,2,3,367
"ORISSA","KEONJHAR",4611,4529,2366,26,13,6934
"ORISSA","KHURDA",4202,3545,1812,43,16,5417
"ORISSA","KORAPUT",1621,1554,667,12,1,2233
"ORISSA","MALKANAGIRI",963,668,392,6,24,1090
"ORISSA","MAYURBHANJA",4465,3889,2398,25,2,6314
"ORISSA","NAWARANGAPUR",2407,2400,1157,11,1,3569
"ORISSA","NAYAGARH",5912,4388,2185,966,77,7616
"ORISSA","NUAPADA",3523,2501,1207,62,48,3818
"ORISSA","PURI",492,99,367,24,18,508
"ORISSA","RAYAGADA",1313,1278,399,50,47,1774
"ORISSA","SAMBALPUR",8857,8360,3190,63,6,11620
"ORISSA","SONEPUR",4351,3679,2021,32,4,5735
"ORISSA","SUNDARGARH",8766,6169,5801,34,1,12006
"PONDICHERRY","KARAIKAL",4,0,4,0,0,4
"PONDICHERRY","PONDICHERRY",66,27,26,30,9,92
"PUNJAB","BATHINDA",268,255,255,0,0,510
"PUNJAB","FATEHGARH SAHIB",211,211,211,0,0,422
"PUNJAB","GURDASPUR",433,429,425,4,4,862
"PUNJAB","HOSHIARPUR",868,765,753,83,12,1613
"PUNJAB","LUDHIANA",328,328,328,0,0,655
"PUNJAB","MOGA",23,23,23,0,0,47
"PUNJAB","ROPAR",3938,3938,3938,0,0,7875
"PUNJAB","SANGRUR",789,789,789,0,0,1578
"RAJASTHAN","AJMER",151841,84602,132421,939,2195,220157
"RAJASTHAN","ALWAR",325761,40227,324822,1034,7178,373260
"RAJASTHAN","BANSWARA",12461,788,12795,148,382,14112
"RAJASTHAN","BARAN",43330,7921,44243,16,0,52180
"RAJASTHAN","BARMER",160242,24799,147393,210,4774,177175
"RAJASTHAN","BHARATPUR",35494,480,35301,6,16,35803
"RAJASTHAN","BHILWARA",193179,121297,167191,2512,878,291878
"RAJASTHAN","BIKANER",16752,12666,14530,0,67,27262
"RAJASTHAN","BUNDI",59179,20558,54337,1649,127,76670
"RAJASTHAN","CHITTORGARH",191447,44538,184312,1328,2339,232518
"RAJASTHAN","CHURU",42958,11210,47007,20,406,58643
"RAJASTHAN","DAUSA",154075,9565,149672,205,998,160440
"RAJASTHAN","DHOLPUR",9057,213,9390,25,1,9628
"RAJASTHAN","DUNGARPUR",20713,2756,20291,147,898,24092
"RAJASTHAN","GANGANAGAR",1042,763,1007,0,0,1770
"RAJASTHAN","HANUMANGARH",1297,844,865,2,0,1711
"RAJASTHAN","JAIPUR",404786,122702,369363,730,16023,508818
"RAJASTHAN","JAISALMER",982,916,855,0,0,1771
"RAJASTHAN","JALORE",254624,53725,228347,2932,16080,301085
"RAJASTHAN","JHALAWAR",119201,9594,114130,163,200,124087
"RAJASTHAN","JHUNJHUNU",203421,68394,225314,103,5261,299072
"RAJASTHAN","JODHPUR",32537,6606,30774,115,437,37932
"RAJASTHAN","KAROLI",82270,3684,82468,254,98,86503
"RAJASTHAN","KOTA",38063,5995,38621,14,12,44641
"RAJASTHAN","NAGAUR",170309,50963,161655,662,6585,219865
"RAJASTHAN","PALI",274426,95889,217326,4030,8437,325681
"RAJASTHAN","RAJSAMAND",62814,41155,57696,3478,2901,105230
"RAJASTHAN","SAWAI MADHOPUR",115879,7012,115352,1308,78,123750
"RAJASTHAN","SIKAR",220217,113557,199222,250,12022,325051
"RAJASTHAN","SIROHI",80170,43825,55461,2252,10049,111588
"RAJASTHAN","TONK",144115,12579,149851,61,269,162760
"RAJASTHAN","UDAIPUR",87231,8984,84005,1997,2913,97898
"TAMIL NADU","COIMBATORE",197077,125652,27811,86707,13011,253180
"TAMIL NADU","CUDDALORE",10954,7227,4246,923,352,12747
"TAMIL NADU","DHARMAPURI",139580,106923,28400,60068,6099,201491
"TAMIL NADU","DINDIGUL",135248,103090,55144,28251,6766,193252
"TAMIL NADU","ERODE",192111,153740,44107,22936,18605,239388
"TAMIL NADU","KANCHEEPURAM",46877,25149,27912,2460,1703,57223
"TAMIL NADU","KANYAKUMARI",1718,135,21,1613,24,1793
"TAMIL NADU","KARUR",65379,33521,22804,9244,38589,104158
"TAMIL NADU","MADURAI",55273,30344,21997,37908,1675,91923
"TAMIL NADU","NAGAPATTINAM",942,75,230,651,55,1011
"TAMIL NADU","NAMAKKAL",63847,50793,13775,8900,1863,75331
"TAMIL NADU","NILGIRIS",1347,584,358,559,414,1915
"TAMIL NADU","PERAMBALUR",42285,27969,22008,2935,2415,55326
"TAMIL NADU","PUDUKKOTTAI",33644,27982,12470,1375,383,42210
"TAMIL NADU","RAMANATHAPURAM",7386,505,2447,4644,172,7767
"TAMIL NADU","SALEM",99245,78525,26389,10039,2985,117938
"TAMIL NADU","SIVAGANGA",18614,6780,11584,2859,576,21799
"TAMIL NADU","THANJAVUR",5574,3187,2070,952,1185,7393
"TAMIL NADU","THENI",36343,25085,8544,12789,393,46810
"TAMIL NADU","THIRUVALLUR",28282,20272,10990,2593,2161,36017
"TAMIL NADU","THIRUVARUR",300,234,124,8,21,387
"TAMIL NADU","TIRUCHIRAPPALLI",79761,55123,38930,8156,6891,109099
"TAMIL NADU","TIRUNELVELI",99244,47941,49692,15774,11924,125331
"TAMIL NADU","TIRUVANNAMALAI",157598,120793,84623,15414,16431,237261
"TAMIL NADU","TUTICORIN DISTRICT",34719,8727,23571,8581,1905,42784
"TAMIL NADU","VELLORE",85247,65189,42385,17819,5588,130981
"TAMIL NADU","VILLUPPURAM",155932,96018,92356,11197,3774,203346
"TAMIL NADU","VIRUDHUNAGAR",61598,36372,27026,7888,1007,72293
"TRIPURA","DHALAI",2,1,1,0,0,2
"TRIPURA","SOUTH TRIPURA",182,135,148,0,13,297
"TRIPURA","WEST TRIPURA",140,97,104,11,16,229
"UTTAR PRADESH","AGRA",2889,1069,1955,1525,594,5143
"UTTAR PRADESH","ALIGARH",135,112,107,9,2,230
"UTTAR PRADESH","ALLAHABAD",6134,2684,3843,508,460,7494
"UTTAR PRADESH","AMBEDAKAR NAGAR",308,177,171,134,16,498
"UTTAR PRADESH","AZAMGARH",42,19,18,5,0,42
"UTTAR PRADESH","BAGHPAT",187,51,55,113,5,224
"UTTAR PRADESH","BAHARAICH",745,182,354,150,110,795
"UTTAR PRADESH","BALLIA",2908,2541,367,237,6,3150
"UTTAR PRADESH","BALRAMPUR",175,84,105,54,33,276
"UTTAR PRADESH","BANDA",10364,3679,7590,991,133,12393
"UTTAR PRADESH","BARABANKI",1319,651,660,216,79,1607
"UTTAR PRADESH","BAREILLY",275,122,131,111,6,371
"UTTAR PRADESH","BASTI",113,44,69,0,0,113
"UTTAR PRADESH","CHANDAULI",1186,476,531,321,159,1486
"UTTAR PRADESH","CHITRAKOOT",9315,2056,7697,516,19,10287
"UTTAR PRADESH","DEORIA",80,28,49,5,2,84
"UTTAR PRADESH","FAIZABAD",889,787,435,538,7,1767
"UTTAR PRADESH","FARRUKHABAD",102,0,61,0,42,102
"UTTAR PRADESH","FATEHPUR",2397,2418,572,325,108,3423
"UTTAR PRADESH","FIROZABAD",500,120,322,271,196,908
"UTTAR PRADESH","GHAZIPUR",79,31,31,18,2,81
"UTTAR PRADESH","GONDA",28,28,14,0,0,42
"UTTAR PRADESH","GORAKHPUR",169,80,133,0,0,213
"UTTAR PRADESH","HAMIRPUR",12220,1887,9871,582,234,12574
