-----
{
 "description": "The table refers to block wise distribution of shallow tubewells according to horse power of lifting device . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.10.csv", 
 "title": "Download CSV for Block wise Distribution of Shallow Tubewells according to Horse Power of Lifting Device for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.10.csv"
}
-----
State,District,Block,Horse Power (0-2),Horse Power (2 - 4),Horse Power (4 - 6),Horse Power (6 -8),Horse Power (8 - 10),Horse Power (Above 10),Unspecified,Total
BIHAR,GOPALGANJ,HATHUA,0,0,815,0,0,1,0,816
BIHAR,GOPALGANJ,KATAIYA,2,0,1050,35,0,0,0,1087
BIHAR,GOPALGANJ,KUCHAIKOTE,0,0,1511,68,0,0,0,1579
BIHAR,GOPALGANJ,MANJHA,1,0,1257,3,0,0,0,1261
BIHAR,GOPALGANJ,PHULWARIYA,3,4,876,69,0,0,0,952
BIHAR,GOPALGANJ,PUNCHDEORI,1,0,584,0,0,0,1,586
BIHAR,GOPALGANJ,SIDHWALIA,0,0,1076,0,6,0,0,1082
BIHAR,GOPALGANJ,THAWE,0,0,706,0,0,1,0,707
BIHAR,GOPALGANJ,UCHKAGAON,20,1,1401,0,0,2,0,1424
BIHAR,HAZARIBAG,ICHAK,0,0,3,0,0,0,0,3
BIHAR,JAMUI,ALIGANJ,1,15,441,0,0,0,1,458
BIHAR,JAMUI,BARHAT,0,23,38,0,0,0,0,61
BIHAR,JAMUI,GIDHOUR,1,71,164,7,0,0,6,249
BIHAR,JAMUI,JAMUI,6,133,1152,1,0,1,3,1296
BIHAR,JAMUI,JHAJHA,2,33,77,0,13,0,0,125
BIHAR,JAMUI,KHAIRA,10,189,297,1,0,0,1,498
BIHAR,JAMUI,SIKANDRA,0,1,209,0,0,0,6,216
BIHAR,JAMUI,SONO,1,78,171,0,0,0,0,250
BIHAR,JEHANABAD,ARWAL,0,0,761,49,0,0,0,810
BIHAR,JEHANABAD,BANSI SURUJPUR,0,1,1114,42,0,0,0,1157
BIHAR,JEHANABAD,GHOSI,0,37,3439,8,0,6,0,3490
BIHAR,JEHANABAD,JEHANABAD,2,251,1849,5,0,4,0,2111
BIHAR,JEHANABAD,KAKU,2,254,1820,17,1,3,0,2097
BIHAR,JEHANABAD,KALEV,23,0,288,6,2,2,0,321
BIHAR,JEHANABAD,KARPI,1,47,2058,91,0,2,0,2199
BIHAR,JEHANABAD,KURTHA,1,1,1483,68,0,0,0,1553
BIHAR,JEHANABAD,MAKHDOMPUR,0,629,2064,10,0,8,0,2711
BIHAR,JEHANABAD,RATNI FARIDPUR,0,9,1362,4,0,1,0,1376
BIHAR,KATIHAR,AMDABAET,1,0,1051,0,0,0,0,1052
BIHAR,KATIHAR,AZAMNAGAR,0,18,3651,1,0,0,0,3670
BIHAR,KATIHAR,BALRAMPUR,2,0,1723,0,0,0,0,1725
BIHAR,KATIHAR,BANPUR,1,0,1262,0,0,0,0,1263
BIHAR,KATIHAR,BARARI,1,12,2019,103,29,3,4,2171
BIHAR,KATIHAR,BARSOI,17,6,2699,0,0,18,1,2741
BIHAR,KATIHAR,DANDKHORA,1,15,921,16,1,0,0,954
BIHAR,KATIHAR,FALKA,497,1,338,3,0,0,2,841
BIHAR,KATIHAR,HASANGANJ,0,1,654,41,1,1,0,698
BIHAR,KATIHAR,KADWA,0,1,2896,4,3,41,5,2950
BIHAR,KATIHAR,KATIHAR,0,0,719,2,0,0,2,723
BIHAR,KATIHAR,KORHA,2,6,2524,262,1,3,1,2799
BIHAR,KATIHAR,KURSELA,0,0,462,19,0,0,0,481
BIHAR,KATIHAR,MANIHARI,0,0,1392,8,0,0,0,1400
BIHAR,KATIHAR,MANSHAHI,0,0,530,0,0,0,0,530
BIHAR,KATIHAR,SAMELI,1,0,283,236,0,0,0,520
BIHAR,KHAGARIA,ALAULI,2,2,1474,455,3,1,0,1937
BIHAR,KHAGARIA,BELDAUR,0,0,75,1456,10,0,0,1541
BIHAR,KHAGARIA,CHAUTHAM,4,0,94,1613,105,2,0,1818
BIHAR,KHAGARIA,GOGRI,0,0,260,1099,13,1,0,1373
BIHAR,KHAGARIA,KHAGARIA,4,1,631,1258,3,1,0,1898
BIHAR,KHAGARIA,MANSI,0,0,17,629,3,0,0,649
BIHAR,KHAGARIA,PARBATTA,1,0,108,1305,78,0,0,1492
BIHAR,KISHANGANJ,BAHADURGANJ,0,0,1241,1,0,5,7,1254
BIHAR,KISHANGANJ,DHIGHATBANK,0,0,984,0,0,0,10,994
BIHAR,KISHANGANJ,KISHANGANJ,1,0,1435,0,0,1,20,1457
BIHAR,KISHANGANJ,KOCHADHAMIN,0,0,1777,0,0,5,1,1783
BIHAR,KISHANGANJ,POTHIA,0,1,851,0,0,0,1,853
BIHAR,KISHANGANJ,TERHAGACHH,0,0,1211,0,0,1,1,1213
BIHAR,KISHANGANJ,THAKURGANJ,0,2,1375,0,0,12,4,1393
BIHAR,KODARMA,SATGAWAN,28,31,145,0,2,0,8,214
BIHAR,LAKHISARAI,BARAHIYA,0,184,472,14,0,0,0,670
BIHAR,LAKHISARAI,HALSI,17,35,978,4,0,3,1,1038
BIHAR,LAKHISARAI,LOKHISARAI,22,48,1699,26,0,3,7,1805
BIHAR,LAKHISARAI,PIPARIA,1,0,115,4,0,0,0,120
BIHAR,LAKHISARAI,SURAJGARA,20,2,777,2,0,1,1,803
BIHAR,MADHEPURA,ALAMNAGAR,1,2,824,497,19,0,2,1345
BIHAR,MADHEPURA,BIHARIGANJ,0,1,517,0,0,0,0,518
BIHAR,MADHEPURA,CHAUSA,0,0,1026,664,0,0,0,1690
BIHAR,MADHEPURA,GAWALPARA,2,0,851,0,0,0,1,854
BIHAR,MADHEPURA,KUMAR KHAND,2,0,2396,3,0,2,0,2403
BIHAR,MADHEPURA,MADHEPURA,2,0,2209,0,0,0,1,2212
BIHAR,MADHEPURA,MURLIGANJ,1,1,1748,4,0,0,0,1754
BIHAR,MADHEPURA,PURAINI,0,0,729,2,0,0,0,731
BIHAR,MADHEPURA,SHANKERPUR,0,0,548,0,0,0,0,548
BIHAR,MADHEPURA,SINGHESWAR,0,0,991,0,0,0,3,994
BIHAR,MADHEPURA,UDA KISHANGANJ,1,0,1004,120,0,0,0,1125
BIHAR,MADHUBANI,ANDHARADATHI,0,0,280,0,0,0,1,281
BIHAR,MADHUBANI,BABUBARHI,0,5,561,0,0,0,2,568
BIHAR,MADHUBANI,BASOPATTI,0,1,848,0,0,0,20,869
BIHAR,MADHUBANI,BENIPATTI,0,0,767,2,0,0,2,771
BIHAR,MADHUBANI,BISFI,0,0,815,0,0,6,23,844
BIHAR,MADHUBANI,GHOGARDIHA,1,0,377,0,0,0,0,378
BIHAR,MADHUBANI,HARLAKHI,66,0,246,0,0,0,0,312
BIHAR,MADHUBANI,JAITYAGAR,0,8,1151,2,0,16,13,1190
BIHAR,MADHUBANI,JHANJHARPUR,1,0,598,0,1,6,29,635
BIHAR,MADHUBANI,KHAJAULI,0,0,1438,0,0,0,0,1438
BIHAR,MADHUBANI,LADANIA,0,0,856,0,0,0,0,856
BIHAR,MADHUBANI,LAKHNAUR,2,0,488,0,0,5,5,500
BIHAR,MADHUBANI,LAUKAHA,0,0,235,0,0,0,0,235
BIHAR,MADHUBANI,LAUKAHI,2,13,1157,0,0,3,1,1176
BIHAR,MADHUBANI,MADHAWAPUR,1,1,507,0,0,0,4,513
BIHAR,MADHUBANI,MADUBANI,0,0,471,0,0,1,0,472
BIHAR,MADHUBANI,MEDEPUR,2,2,750,0,0,1,41,796
BIHAR,MADHUBANI,PANDAUL,1,0,1172,1,0,17,3,1194
BIHAR,MADHUBANI,PHULPARAS,0,0,637,0,0,3,0,640
BIHAR,MADHUBANI,RAJNAGAR,0,0,694,0,0,1,31,726
BIHAR,MUNGER,BARIAPUR,0,0,68,0,0,0,1,69
BIHAR,MUNGER,DHARHARA,0,0,252,0,0,0,9,261
BIHAR,MUNGER,JAMALPUR,0,0,82,0,0,0,8,90
BIHAR,MUNGER,KHARAGPUR,0,3,341,3,2,0,9,358
BIHAR,MUNGER,MUNGER,0,38,297,5,10,0,2,352
BIHAR,MUNGER,SANGRAMPUR,0,0,577,24,0,4,0,605
BIHAR,MUNGER,TARAPUR,4,17,888,0,0,1,24,934
BIHAR,MUNGER,TETIA BUMBER,0,3,371,0,0,3,55,432
BIHAR,MUZAFFARPUR,AURAI,4,1,1663,6,0,4,2,1680
BIHAR,MUZAFFARPUR,BANDRA,2,0,998,1,0,4,3,1008
BIHAR,MUZAFFARPUR,BOCHAHA,5,1,2159,3,0,5,3,2176
BIHAR,MUZAFFARPUR,GAIGHAT,1,1,1551,4,0,0,4,1561
BIHAR,MUZAFFARPUR,KANTI,1,3,2196,1,2,1,0,2204
BIHAR,MUZAFFARPUR,KATRA,0,0,1658,0,0,2,0,1660
BIHAR,MUZAFFARPUR,KURHANI,8,3,3874,16,1,8,7,3917
BIHAR,MUZAFFARPUR,MINAPUR,2,84,3213,60,6,6,0,3371
BIHAR,MUZAFFARPUR,MORAUL,3,1,881,2,0,0,0,887
BIHAR,MUZAFFARPUR,MOTIPUR,0,0,390,0,0,1,0,391
BIHAR,MUZAFFARPUR,MUSHAHARI,0,0,1622,0,0,2,1,1625
BIHAR,MUZAFFARPUR,PAROO,0,0,2265,0,0,1,1,2267
BIHAR,MUZAFFARPUR,SAHEBGANJ,1,0,2143,7,0,2,0,2153
BIHAR,MUZAFFARPUR,SAKRA,0,7,3384,5,1,3,3,3403
BIHAR,MUZAFFARPUR,SARAIYA,5,0,2517,67,0,1,3,2593
BIHAR,NALANDA,ASTHAWAN,0,0,920,0,0,5,0,925
BIHAR,NALANDA,BEN,3,0,402,29,0,2,6,442
BIHAR,NALANDA,BIHARSARIF,2,10,681,0,8,1,2,704
BIHAR,NALANDA,BIND,0,3,801,3,0,16,4,827
BIHAR,NALANDA,CHANDI,25,10,955,7,6,9,2,1014
BIHAR,NALANDA,EKANGARSARAI,162,4,828,2,0,0,18,1014
BIHAR,NALANDA,GIRIAK,24,35,865,6,1,1,18,950
BIHAR,NALANDA,HARNAUT,0,3,1229,0,0,1,0,1233
BIHAR,NALANDA,HILSA,3,2,1699,4,3,20,23,1754
BIHAR,NALANDA,ISLAMPUR,52,2,1069,0,0,21,26,1170
BIHAR,NALANDA,KARAI PARSURAI,1,1,716,1,1,0,0,720
BIHAR,NALANDA,KATRISARAI,1,0,342,2,0,1,1,347
BIHAR,NALANDA,NAGAR NAUSA,10,0,1039,2,1,0,0,1052
BIHAR,NALANDA,NOORSARAI,5,0,126,1,0,0,5,137
BIHAR,NALANDA,PARWALPUR,0,3,331,0,2,0,4,340
BIHAR,NALANDA,RAHUI,21,75,860,2,2,7,13,980
BIHAR,NALANDA,RAJGIR,10,29,799,3,0,1,0,842
BIHAR,NALANDA,SARMERA,66,0,1069,1,1,0,0,1137
BIHAR,NALANDA,SILAO,2,19,627,0,1,0,1,650
BIHAR,NALANDA,THARTHARI,4,5,362,0,0,0,0,371
BIHAR,NAWADA,AKBARPUR,24,743,1277,36,1,9,18,2108
BIHAR,NAWADA,GOBINDPUR,5,107,468,0,0,0,0,580
BIHAR,NAWADA,HISUA,792,0,21,2,0,2,0,817
BIHAR,NAWADA,KANWAKOL,1,0,667,2,7,3,0,680
BIHAR,NAWADA,KASHICHOK,1,1,261,0,0,1,5,269
BIHAR,NAWADA,MESKAUR,2,361,256,0,0,0,0,619
BIHAR,NAWADA,NARDIGANJ,275,251,619,0,0,0,0,1145
BIHAR,NAWADA,NARHAT,2,742,539,0,0,0,0,1283
BIHAR,NAWADA,NAWADA,6,907,1101,2,2,5,18,2041
BIHAR,NAWADA,PAKRIWARAMA,8,32,1531,5,1,3,80,1660
BIHAR,NAWADA,RAJANLI,3,838,407,1,0,19,7,1275
BIHAR,NAWADA,ROH,1,77,1007,1,0,33,18,1137
BIHAR,NAWADA,SIRDOLA,28,707,217,2,0,0,7,961
BIHAR,NAWADA,WARSHALAGANJ,7,109,1187,22,0,1,0,1326
BIHAR,PAKUR,MAHESHPUR,0,1,155,0,0,0,0,156
BIHAR,PAKUR,PAKUR,0,0,44,0,0,0,1,45
BIHAR,PATNA,ATHMAL GOLA,0,20,427,79,0,2,0,528
BIHAR,PATNA,BAKHTIARPUR,0,103,1080,0,0,1,0,1184
BIHAR,PATNA,BARH,1,2,667,272,24,8,2,976
BIHAR,PATNA,BELCHI,2,0,553,64,0,1,0,620
BIHAR,PATNA,BIHTA,3,25,1584,82,76,3,10,1783
BIHAR,PATNA,BIKRAM,1,47,706,69,1,1,24,849
BIHAR,PATNA,DANAPUR,1,313,372,13,3,1,1,704
BIHAR,PATNA,DANIAWAN,0,5,190,57,3,1,0,256
BIHAR,PATNA,DHANARUA,47,166,2510,107,1,13,11,2855
BIHAR,PATNA,DULHAN BAZAR,0,3,624,6,0,0,0,633
BIHAR,PATNA,FATUHA,2,72,745,2,0,0,0,821
BIHAR,PATNA,GHOSWARI,0,6,530,0,0,0,3,539
BIHAR,PATNA,KHUSRUPUR,1,0,794,0,0,1,0,796
BIHAR,PATNA,MANER,5,77,709,28,0,4,0,823
BIHAR,PATNA,MASAURHI,2,6,1787,2,1,3,2,1803
BIHAR,PATNA,MOKAMAH,0,92,619,5,0,5,4,725
BIHAR,PATNA,NAUBATPUR,21,13,1608,1,0,0,26,1669
BIHAR,PATNA,PALIGANJ,0,12,1096,225,11,0,7,1351
BIHAR,PATNA,PANDARAK,0,0,852,4,1,0,0,857
BIHAR,PATNA,PATNA SADAR,3,407,147,1,0,1,0,559
BIHAR,PATNA,PHULWARISARIF,4,180,788,1,0,3,0,976
BIHAR,PATNA,PUNPUN,2,6,1109,10,0,1,3,1131
BIHAR,PATNA,SAMPATCHAK,0,447,557,0,0,1,6,1011
BIHAR,PURNIA,AMOUR,0,0,2074,0,0,0,0,2074
BIHAR,PURNIA,BAISA,0,0,1930,1,0,1,19,1951
BIHAR,PURNIA,BAISI,0,0,1668,19,0,3,0,1690
BIHAR,PURNIA,BAMNANKHI,6,6,2472,0,0,0,0,2484
BIHAR,PURNIA,BARAHARAKOTHI,0,0,939,32,0,0,0,971
BIHAR,PURNIA,BHAWANIPUR,1,3,1680,0,0,2,0,1686
BIHAR,PURNIA,DAGARUA,0,0,1575,3,0,1,2,1581
BIHAR,PURNIA,DHAMDAHA,0,0,1605,3,0,1,16,1625
BIHAR,PURNIA,JALALGARH,0,0,945,0,0,0,0,945
BIHAR,PURNIA,KASBA,0,0,1300,0,0,1,0,1301
BIHAR,PURNIA,KRITYANANDNAGAR,2,0,2728,7,0,8,1,2746
BIHAR,PURNIA,PURNIA EAST,0,2,1637,0,0,2,2,1643
BIHAR,PURNIA,RUPAULI,1,0,2455,115,0,1,7,2579
BIHAR,PURNIA,SOINAGAR,1,1,790,0,0,2,14,808
BIHAR,RANCHI,BERO,0,0,0,0,0,0,3,3
BIHAR,RANCHI,MANDAR,74,0,0,0,0,0,2,76
BIHAR,RANCHI,TAMAR,0,0,2,0,0,0,0,2
BIHAR,RANCHI,TORPA,0,0,0,0,0,0,9,9
BIHAR,ROHTAS,AKORHIGOLA,1,140,460,105,0,2,98,806
BIHAR,ROHTAS,BIKRAMGANJ,29,10,497,290,7,0,3,836
BIHAR,ROHTAS,CHENARI,10,23,385,12,0,0,1,431
BIHAR,ROHTAS,DAWATH,3,1,239,140,0,2,3,388
BIHAR,ROHTAS,DEHRI,11,638,1199,33,3,11,40,1935
BIHAR,ROHTAS,DINARA,42,1,691,822,36,23,75,1690
BIHAR,ROHTAS,KARAKAT,2,3,612,186,4,1,0,808
BIHAR,ROHTAS,KARGHAHAR,51,40,1160,1424,112,6,13,2806
BIHAR,ROHTAS,KUCHAI,6,121,797,325,33,7,58,1347
BIHAR,ROHTAS,NASHRIGANJ,2,0,374,110,0,1,0,487
BIHAR,ROHTAS,NAWHATTA,0,9,35,0,0,0,0,44
BIHAR,ROHTAS,NOKHA,0,0,213,260,49,2,4,528
BIHAR,ROHTAS,RAJPUR,1,0,294,17,0,0,2,314
BIHAR,ROHTAS,ROHTAS,0,397,161,4,2,1,3,568
BIHAR,ROHTAS,SANJHANLI,20,1,196,97,2,5,0,321
BIHAR,ROHTAS,SASARAM,5,120,399,375,18,2,30,949
BIHAR,ROHTAS,SHEOSAGAR,1,6,353,467,47,25,12,911
BIHAR,ROHTAS,SURJPURA,2,0,202,3,0,1,1,209
BIHAR,ROHTAS,TELAUTHU,0,1064,862,1,1,1,2,1931
BIHAR,SAHARSA,BANMA ITAHARI,1,0,352,8,0,0,5,366
BIHAR,SAHARSA,KAHRA,0,0,1018,0,0,0,1,1019
BIHAR,SAHARSA,MAHISHI,0,0,1056,0,0,0,0,1056
BIHAR,SAHARSA,NAUHATTA,0,0,1279,0,0,1,0,1280
BIHAR,SAHARSA,PATARGHAT,0,0,548,0,0,0,0,548
BIHAR,SAHARSA,SALAKHUA,0,0,817,29,0,1,1,848
BIHAR,SAHARSA,SATTAR KATAIYA,0,0,1841,1,0,0,2,1844
BIHAR,SAHARSA,SAUR BAZAR,0,0,953,0,0,0,0,953
BIHAR,SAHARSA,SIMORI BAKHTIARPUR,2,0,875,0,0,0,0,877
BIHAR,SAHARSA,SONBARSA,0,0,1020,0,0,0,0,1020
BIHAR,SAHEBGANJ,BARHAIT,0,0,1,0,0,0,0,1
BIHAR,SAHEBGANJ,BARHARWA,0,0,56,0,0,0,0,56
BIHAR,SAHEBGANJ,MANDRO,0,0,2,0,0,0,0,2
BIHAR,SAHEBGANJ,RAJMAHAL,0,0,225,0,0,1,0,226
BIHAR,SAHEBGANJ,SAHEBGANJ,0,0,698,2,0,0,0,700
BIHAR,SAHEBGANJ,UDHUWA,0,0,778,0,0,0,1,779
BIHAR,SAMASTIPUR,BIBHUTIPUR,13,4,2711,1,6,1,26,2762
BIHAR,SAMASTIPUR,BITHAN,0,0,968,0,0,2,0,970
BIHAR,SAMASTIPUR,DALSINGHSARAI,3,1,1656,6,0,0,6,1672
BIHAR,SAMASTIPUR,HASANPUR,1,0,1568,1,0,4,6,1580
BIHAR,SAMASTIPUR,KALYANPUR,51,0,2510,1,19,0,28,2609
BIHAR,SAMASTIPUR,KHANPUR,1,1,1145,3,1,0,6,1157
BIHAR,SAMASTIPUR,MOHANPUR,0,0,276,27,27,0,0,330
BIHAR,SAMASTIPUR,MOHIUDDIN NAGAR,0,0,1165,0,0,2,2,1169
BIHAR,SAMASTIPUR,MORWA,71,13,1599,2,0,0,27,1712
BIHAR,SAMASTIPUR,PATORI,5,0,1021,28,76,2,4,1136
BIHAR,SAMASTIPUR,PUSA,2,1,927,0,0,1,199,1130
BIHAR,SAMASTIPUR,ROSERA,0,0,1247,0,4,1,18,1270
BIHAR,SAMASTIPUR,SAMASTIPUR,152,3,1565,6,24,15,38,1803
BIHAR,SAMASTIPUR,SARAIRANJAN,20,0,1623,2,0,1,31,1677
BIHAR,SAMASTIPUR,SHIWAJINAGAR,261,0,1307,2,1,0,0,1571
BIHAR,SAMASTIPUR,SINGHIYA,3,1,910,0,0,1,0,915
BIHAR,SAMASTIPUR,TAJPUR,8,0,1533,0,0,2,0,1543
BIHAR,SAMASTIPUR,UJIARPUR,384,7,1894,2,0,2,1,2290
BIHAR,SAMASTIPUR,VIDHAYAPATI NAGAR,1,0,1390,13,0,9,0,1413
BIHAR,SAMASTIPUR,WARISNAGAR,2,0,1114,0,0,5,10,1131
BIHAR,SARAN,AMNOUR,55,1,1837,1,0,5,6,1905
BIHAR,SARAN,BANIAPUR,511,17,185,1,0,0,1,715
BIHAR,SARAN,CHAPRA,1,0,910,21,3,6,3,944
BIHAR,SARAN,DARIYAPUR,395,9,1635,10,0,0,3,2052
BIHAR,SARAN,DIGHWARA,0,0,697,0,4,1,2,704
BIHAR,SARAN,EKMA,6,4,1366,47,11,3,1,1438
BIHAR,SARAN,GARKHA,29,4,1710,14,23,5,29,1814
BIHAR,SARAN,ISUAPUR,12,1,1024,2,0,2,4,1045
BIHAR,SARAN,JALALPUR,214,91,1181,25,6,3,3,1523
BIHAR,SARAN,LAHLADPUR JANTA BAZA,195,1,119,0,0,0,2,317
BIHAR,SARAN,MAKER,0,0,601,0,0,0,0,601
BIHAR,SARAN,MANJHI,16,2,1559,96,83,1,27,1784
BIHAR,SARAN,MARHAURA,1,1,2342,48,0,2,7,2401
BIHAR,SARAN,MASARAKH,13,5,1621,12,11,1,11,1674
BIHAR,SARAN,NAGRA,0,0,836,1,0,3,6,846
BIHAR,SARAN,PANAPUR,106,2,923,0,0,1,5,1037
BIHAR,SARAN,PARSA,1,2,1214,18,0,5,82,1322
BIHAR,SARAN,RIVILGANJ,2,0,449,64,3,2,0,520
BIHAR,SARAN,SONEPUR,98,3,597,18,18,2,1,737
BIHAR,SARAN,TARAIYA,0,0,1009,0,0,2,1,1012
BIHAR,SHEIKHPURA,ARIARI,0,55,1218,37,0,1,0,1311
BIHAR,SHEIKHPURA,BARBIGHA,0,2,1129,0,1,1,1,1134
BIHAR,SHEIKHPURA,CHEBARA,3,1,971,0,0,3,4,982
BIHAR,SHEIKHPURA,GHAT-KHUSUMBA,0,0,278,0,0,0,0,278
BIHAR,SHEIKHPURA,SHEIKHPURA,0,2,1012,0,1,0,1,1016
BIHAR,SHEIKHPURA,SHEKHOPURSARAI,0,0,624,0,0,1,0,625
BIHAR,SHEOHAR,DUMARI KATSARI,1,0,473,0,0,2,0,476
BIHAR,SHEOHAR,PIPRAHI,0,1,915,6,0,2,1,925
BIHAR,SHEOHAR,PURNAHIA,0,0,681,1,0,0,0,682
BIHAR,SHEOHAR,SHEOHAR,0,0,1388,0,0,0,0,1388
BIHAR,SHEOHAR,TARIYANI,0,0,982,0,1,0,2,985
BIHAR,SINGHBHUM EAST,BAHARAGORA,19,9,740,25,13,0,5,811
BIHAR,SINGHBHUM EAST,CHAKULIA,47,3,144,0,0,0,269,463
BIHAR,SINGHBHUM EAST,DHALBHUMGARH,0,0,4,0,0,0,0,4
BIHAR,SINGHBHUM WEST,JAGNNATHPUR,0,0,0,0,0,0,11,11
BIHAR,SINGHBHUM WEST,SARAIKELA,0,0,0,0,0,0,4,4
BIHAR,SITAMARHI,BAIRBANJYA,0,0,826,0,0,0,0,826
BIHAR,SITAMARHI,BAJAPATTI,0,0,701,0,0,0,0,701
BIHAR,SITAMARHI,BATHNAHA,0,0,2290,0,0,2,0,2292
BIHAR,SITAMARHI,BELSAND,0,0,639,0,0,0,0,639
BIHAR,SITAMARHI,BOKHARA,0,0,534,0,0,0,2,536
BIHAR,SITAMARHI,CHURAUT,0,1,229,17,3,0,0,250
BIHAR,SITAMARHI,DUMRA,0,0,1344,9,9,1,4,1367
BIHAR,SITAMARHI,MEJARGANJ,0,0,931,0,0,0,0,931
BIHAR,SITAMARHI,NANPUR,0,0,748,0,0,0,5,753
BIHAR,SITAMARHI,PARIHAR,0,0,472,0,0,0,0,472
BIHAR,SITAMARHI,PARSAUNI,0,0,647,0,0,0,0,647
BIHAR,SITAMARHI,PUPARI,1,0,575,1,0,0,0,577
BIHAR,SITAMARHI,RIGA,1,40,923,0,4,0,0,968
BIHAR,SITAMARHI,RUNISAIDPUR,1,1,1777,3,0,0,0,1782
BIHAR,SITAMARHI,SONBARSA,0,0,1005,2,0,0,4,1011
BIHAR,SITAMARHI,SUPPI,0,0,944,0,0,0,0,944
BIHAR,SITAMARHI,SURSAND,0,0,214,0,2,0,0,216
BIHAR,SIWAN,ANDAR,21,1,1549,56,11,2,3,1643
BIHAR,SIWAN,BARHARIA,3,5,1792,557,27,4,10,2398
BIHAR,SIWAN,BASANTPUR,0,0,661,33,0,0,7,701
BIHAR,SIWAN,BHAGWANPUR GHAT,0,0,1624,66,22,0,2,1714
BIHAR,SIWAN,DARAULI,0,1,1841,80,1,2,1,1926
BIHAR,SIWAN,DARAUNDHA,0,0,1925,180,6,3,2,2116
BIHAR,SIWAN,GORAIKOTHI,3,3,1283,5,0,0,7,1301
BIHAR,SIWAN,GUTHANI,0,0,1176,256,12,3,2,1449
BIHAR,SIWAN,HUSSAINGANJ,0,2,1572,155,2,0,42,1773
BIHAR,SIWAN,LAKRI NABIGANJ,183,0,774,0,0,0,38,995
BIHAR,SIWAN,MAHRAJGANJ,0,0,1411,277,5,2,4,1699
BIHAR,SIWAN,MAIRWA,0,0,1735,211,5,0,10,1961
BIHAR,SIWAN,PACHRUKHI,0,0,2142,2,0,1,1,2146
BIHAR,SIWAN,RAGHUNATHPUR,18,4,1442,64,20,1,17,1566
BIHAR,SIWAN,SISWAN,2,0,1561,20,6,1,6,1596
BIHAR,SIWAN,SIWAN,0,0,1224,611,55,2,1,1893
BIHAR,SUPAUL,BASANTPUR,0,0,1246,7,0,0,0,1253
BIHAR,SUPAUL,CHHATAPUR,2,0,1094,87,0,1,3,1187
BIHAR,SUPAUL,KISHANPUR,0,0,1665,1,0,2,0,1668
BIHAR,SUPAUL,MARAUNA,0,0,1066,0,0,2,10,1078
BIHAR,SUPAUL,NIRMALI,0,0,414,16,0,0,0,430
BIHAR,SUPAUL,PIPRA,7,3,1636,44,1,1,9,1701
BIHAR,SUPAUL,PRATAPGANJ,0,0,597,0,0,0,0,597
BIHAR,SUPAUL,RAGHOPUR,0,0,639,0,0,1,0,640
BIHAR,SUPAUL,SUPAUL,2,0,2866,0,0,4,6,2878
BIHAR,SUPAUL,TRIBANIGANJ,3,0,1896,5,0,2,0,1906
BIHAR,VAISHALI,BHAGWANPUR,0,16,1218,29,0,1,0,1264
BIHAR,VAISHALI,BIDUPUR,0,3,1225,43,2,2,0,1275
BIHAR,VAISHALI,CHEHRALALA,0,2,795,0,0,1,0,798
BIHAR,VAISHALI,GORAUL,0,4,927,1,0,0,0,932
BIHAR,VAISHALI,HAJIPUR,1,16,1674,21,1,2,1,1716
BIHAR,VAISHALI,JANDAHA,0,0,1847,18,1,0,0,1866
BIHAR,VAISHALI,LALGANJ,0,0,1459,0,1,1,2,1463
BIHAR,VAISHALI,MAHNAR,0,0,728,9,0,0,0,737
BIHAR,VAISHALI,MAHUA,0,33,2338,33,0,1,0,2405
BIHAR,VAISHALI,PATEHRIBELSAR,0,0,628,1,0,0,0,629
BIHAR,VAISHALI,PATEPUR,54,103,2585,23,0,2,5,2772
BIHAR,VAISHALI,PREMRAJ,0,0,663,1,0,0,0,664
BIHAR,VAISHALI,RAGHOPUR,13,0,1193,15,0,0,0,1221
BIHAR,VAISHALI,RAJAPAKAR,0,2,1009,2,0,0,0,1013
BIHAR,VAISHALI,SAHDAI BUZURG,0,3,1430,24,0,0,0,1457
BIHAR,VAISHALI,VAISHALI,0,2,1205,16,0,0,1,1224
GOA,NORTH GOA,SATARI,4,12,2,1,1,0,0,20
GOA,SOUTH GOA,CANACONA,3,1,0,0,0,0,0,4
GOA,SOUTH GOA,MORMUGAO,0,2,0,0,0,0,0,2
GOA,SOUTH GOA,SANGUEM,0,0,1,1,0,0,0,2
HARYANA,AMBALA,AMBALA,63,197,2224,1599,629,667,3,5382
HARYANA,AMBALA,BARARA,13,44,523,456,720,1266,0,3022
HARYANA,AMBALA,NARAINGARH,42,24,2697,2344,526,690,17,6340
HARYANA,BHIWANI,BAWANI KHERA,2,0,81,571,686,1,0,1341
HARYANA,BHIWANI,BHIWANI KHERA,520,3,17,3384,877,7,2,4810
HARYANA,BHIWANI,DADRI,162,3,445,4060,3974,241,4,8889
HARYANA,BHIWANI,LOHARU,154,5,0,268,2017,202,0,2646
HARYANA,BHIWANI,TOSHAM,0,0,4,384,396,2,0,786
HARYANA,FARIDABAD,BALLABHGARH,47,42,1258,3305,1515,335,17,6519
