-----
{
 "description": "The table refers to Block wise Distribution of Dugwells by Status. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.6.csv", 
 "title": "Download CSV for Blockwise Distribution of Dugwells by Status", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.6.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,In use,Not in use - Temporarily,Not in use - Salinity,Not in use - Dried up,Not in use - Destroyed,Not in use - Others,Total - Not in use,Grand total ( Use  + Not in use)
ANDHRA PRADESH,SRIKAKULAM,RAJAM,2000,4,1,6,0,3,14,2014
ANDHRA PRADESH,SRIKAKULAM,RANASTALAM,2633,392,18,305,35,4,754,3387
ANDHRA PRADESH,SRIKAKULAM,REGIDIAMADALAVALASA,1351,0,8,0,0,0,8,1359
ANDHRA PRADESH,SRIKAKULAM,SANTHABOMMALI,964,0,1,0,0,0,1,965
ANDHRA PRADESH,SRIKAKULAM,SANTHAKAVITI,820,1,0,0,0,0,1,821
ANDHRA PRADESH,SRIKAKULAM,SARAVAKOTA,1721,3,0,7,2,2,14,1735
ANDHRA PRADESH,SRIKAKULAM,SARUBUJJILI,218,0,0,0,0,2,2,220
ANDHRA PRADESH,SRIKAKULAM,SEETHAMPETA,29,0,1,0,0,134,135,164
ANDHRA PRADESH,SRIKAKULAM,SOMPETA,255,0,0,0,0,0,0,255
ANDHRA PRADESH,SRIKAKULAM,SRIKAKULAM,445,2,0,25,0,19,46,491
ANDHRA PRADESH,SRIKAKULAM,TEKKALI,902,0,0,1,0,0,1,903
ANDHRA PRADESH,SRIKAKULAM,VAJRAPUKOTHURU,87,0,0,0,0,0,0,87
ANDHRA PRADESH,SRIKAKULAM,VANGARA,123,149,3,0,0,188,340,463
ANDHRA PRADESH,SRIKAKULAM,VEERAGHATTAM,154,56,0,0,36,10,102,256
ANDHRA PRADESH,VISAKHAPATNAM,ANAKAPALLI,1325,262,8,4,0,1,275,1600
ANDHRA PRADESH,VISAKHAPATNAM,ANANDAPURAM,2111,16,1,0,0,1,18,2129
ANDHRA PRADESH,VISAKHAPATNAM,ANANTHAGIRI,38,0,0,0,0,0,0,38
ANDHRA PRADESH,VISAKHAPATNAM,ARAKU VALLEY,103,10,0,0,0,0,10,113
ANDHRA PRADESH,VISAKHAPATNAM,ATCHUTAPURAM,957,62,1,0,118,76,257,1214
ANDHRA PRADESH,VISAKHAPATNAM,BHEEMUNIPATNAM,1703,25,2,0,47,215,289,1992
ANDHRA PRADESH,VISAKHAPATNAM,BUTCHAYYAPETA,838,36,2,11,10,81,140,978
ANDHRA PRADESH,VISAKHAPATNAM,CHEEDIKADA,332,23,0,6,0,1,30,362
ANDHRA PRADESH,VISAKHAPATNAM,CHINTAPALLE,0,0,0,6,0,0,6,6
ANDHRA PRADESH,VISAKHAPATNAM,CHODAVARAM,524,16,0,1,0,0,17,541
ANDHRA PRADESH,VISAKHAPATNAM,DEVARAPALLE,119,11,15,10,0,0,36,155
ANDHRA PRADESH,VISAKHAPATNAM,DUMBRIGUDA,82,9,0,0,0,0,9,91
ANDHRA PRADESH,VISAKHAPATNAM,GAJUWAKA,243,0,0,0,0,34,34,277
ANDHRA PRADESH,VISAKHAPATNAM,GANGARAJU MADUGULA,0,50,0,0,0,0,50,50
ANDHRA PRADESH,VISAKHAPATNAM,GOLUGONDA,265,14,1,0,0,0,15,280
ANDHRA PRADESH,VISAKHAPATNAM,GUDEM KOTHAVEEDHI,0,1,0,4,0,0,5,5
ANDHRA PRADESH,VISAKHAPATNAM,HUKUMPETA,3,46,0,0,0,0,46,49
ANDHRA PRADESH,VISAKHAPATNAM,K KOTAPADU,1340,7,0,0,0,175,182,1522
ANDHRA PRADESH,VISAKHAPATNAM,KASIMKOTA,1141,82,5,5,0,9,101,1242
ANDHRA PRADESH,VISAKHAPATNAM,KOTAURATLA,443,69,0,143,155,3,370,813
ANDHRA PRADESH,VISAKHAPATNAM,KOYYURU,81,2,0,0,0,0,2,83
ANDHRA PRADESH,VISAKHAPATNAM,MADUGULA,115,31,7,41,2,114,195,310
ANDHRA PRADESH,VISAKHAPATNAM,MAKAVARAPALEM,800,68,0,1,0,0,69,869
ANDHRA PRADESH,VISAKHAPATNAM,MUNAGAPAKA,457,29,0,0,0,0,29,486
ANDHRA PRADESH,VISAKHAPATNAM,MUNCHINGIPUTTU,8,1,0,0,0,0,1,9
ANDHRA PRADESH,VISAKHAPATNAM,NAKKAPALLI,1049,89,0,3,0,7,99,1148
ANDHRA PRADESH,VISAKHAPATNAM,NARSIPATNAM,386,93,0,0,0,0,93,479
ANDHRA PRADESH,VISAKHAPATNAM,NATHAVARAM,178,31,6,2,3,0,42,220
ANDHRA PRADESH,VISAKHAPATNAM,PADERU,0,47,0,0,0,1,48,48
ANDHRA PRADESH,VISAKHAPATNAM,PADMANABHAM,1502,54,0,26,60,35,175,1677
ANDHRA PRADESH,VISAKHAPATNAM,PARAVADA,610,81,0,0,0,1,82,692
ANDHRA PRADESH,VISAKHAPATNAM,PAYAKARAOPETA,180,119,75,0,0,32,226,406
ANDHRA PRADESH,VISAKHAPATNAM,PEDABAYALU,1,17,0,0,0,3,20,21
ANDHRA PRADESH,VISAKHAPATNAM,PENDURTHI,895,10,1,0,0,67,78,973
ANDHRA PRADESH,VISAKHAPATNAM,RAMBILLI,673,72,0,6,0,9,87,760
ANDHRA PRADESH,VISAKHAPATNAM,RAVIKAMATHAM,664,0,3,0,12,40,55,719
ANDHRA PRADESH,VISAKHAPATNAM,ROLUGUNTA,412,62,0,0,0,0,62,474
ANDHRA PRADESH,VISAKHAPATNAM,S RAYAVARAM,576,32,10,58,7,1,108,684
ANDHRA PRADESH,VISAKHAPATNAM,SABBAVARAM,1621,40,144,5,96,20,305,1926
ANDHRA PRADESH,VISAKHAPATNAM,VISAKHAPATNAM,68,1,0,0,0,0,1,69
ANDHRA PRADESH,VISAKHAPATNAM,YELAMANCHILI,791,52,1,0,0,1,54,845
ANDHRA PRADESH,VIZIANAGARAM,BADANGI,941,64,5,2,1,5,77,1018
ANDHRA PRADESH,VIZIANAGARAM,BALAJIPETA,451,2,20,1,8,0,31,482
ANDHRA PRADESH,VIZIANAGARAM,BHOGHAPURAM,1130,936,8,8,77,1,1030,2160
ANDHRA PRADESH,VIZIANAGARAM,BOBBILI,1335,77,4,5,5,2,93,1428
ANDHRA PRADESH,VIZIANAGARAM,BONDAPALLE,650,6,0,7,11,7,31,681
ANDHRA PRADESH,VIZIANAGARAM,CHEEPURUPALLE,2470,58,7,18,0,9,92,2562
ANDHRA PRADESH,VIZIANAGARAM,DATTIRAJERU,1857,213,6,26,24,22,291,2148
ANDHRA PRADESH,VIZIANAGARAM,DENKADA,919,630,4,36,7,0,677,1596
ANDHRA PRADESH,VIZIANAGARAM,GAJAPATHINAGARAM,783,27,1,29,66,61,184,967
ANDHRA PRADESH,VIZIANAGARAM,GANTYADA,467,328,9,6,0,9,352,819
ANDHRA PRADESH,VIZIANAGARAM,GARIVIDI,2175,313,2,116,42,101,574,2749
ANDHRA PRADESH,VIZIANAGARAM,GARUGUBILLI,614,22,1,0,4,8,35,649
ANDHRA PRADESH,VIZIANAGARAM,GUMMALAKSHMIPURAM,4,0,0,16,41,26,83,87
ANDHRA PRADESH,VIZIANAGARAM,GURLA,2093,61,0,14,11,0,86,2179
ANDHRA PRADESH,VIZIANAGARAM,JAMI,559,8,0,42,5,10,65,624
ANDHRA PRADESH,VIZIANAGARAM,JIYYAMMA VALASA,31,10,1,0,0,3,14,45
ANDHRA PRADESH,VIZIANAGARAM,KOMARADA,118,24,1,44,50,74,193,311
ANDHRA PRADESH,VIZIANAGARAM,KOTHAVALASA,933,72,2,102,4,121,301,1234
ANDHRA PRADESH,VIZIANAGARAM,KURUPAM,10,0,0,0,1,58,59,69
ANDHRA PRADESH,VIZIANAGARAM,LAKKAVARAPUKOTA,522,24,7,51,23,0,105,627
ANDHRA PRADESH,VIZIANAGARAM,MAKKUVA,219,2,13,5,9,18,47,266
ANDHRA PRADESH,VIZIANAGARAM,MENTADA,515,9,3,9,1,4,26,541
ANDHRA PRADESH,VIZIANAGARAM,MERAKAMUDIDAM,1363,58,1,11,17,5,92,1455
ANDHRA PRADESH,VIZIANAGARAM,NELLIMARLA,1929,304,0,72,0,0,376,2305
ANDHRA PRADESH,VIZIANAGARAM,PACHIPENTA,47,3,0,0,0,0,3,50
ANDHRA PRADESH,VIZIANAGARAM,PARVATHIPURAM,701,59,17,5,1,41,123,824
ANDHRA PRADESH,VIZIANAGARAM,PUSAPATIREGA,2587,436,17,38,4,0,495,3082
ANDHRA PRADESH,VIZIANAGARAM,RAMABHADRAPURAM,845,32,0,3,0,1,36,881
ANDHRA PRADESH,VIZIANAGARAM,SALUR,139,8,0,0,0,0,8,147
ANDHRA PRADESH,VIZIANAGARAM,SEETHANAGARAM,570,101,5,10,11,3,130,700
ANDHRA PRADESH,VIZIANAGARAM,SRUNGAVARAPUKOTA,94,77,39,26,18,56,216,310
ANDHRA PRADESH,VIZIANAGARAM,THERLAM,1265,18,2,27,3,0,50,1315
ANDHRA PRADESH,VIZIANAGARAM,VEPADA,541,18,1,4,0,0,23,564
ANDHRA PRADESH,VIZIANAGARAM,VIZIANAGARAM,786,28,0,14,2,91,135,921
ANDHRA PRADESH,WARANGAL,ATMAKUR,3656,76,1,26,0,0,103,3759
ANDHRA PRADESH,WARANGAL,BACHANNAPETA,2589,66,181,202,3,7,459,3048
ANDHRA PRADESH,WARANGAL,BHUPALPALLE,1741,168,0,0,0,0,168,1909
ANDHRA PRADESH,WARANGAL,CHENNARAOPET,3423,56,21,56,7,0,140,3563
ANDHRA PRADESH,WARANGAL,CHERIYAL,1697,831,0,0,0,0,831,2528
ANDHRA PRADESH,WARANGAL,CHITYAL,5286,22,9,0,0,0,31,5317
ANDHRA PRADESH,WARANGAL,DEVARUPPULA,1578,483,0,0,0,0,483,2061
ANDHRA PRADESH,WARANGAL,DHARMASAGAR,5290,14,0,1,0,0,15,5305
ANDHRA PRADESH,WARANGAL,DORNAKAL,3496,48,0,0,0,0,48,3544
ANDHRA PRADESH,WARANGAL,DUGGONDI,3760,37,0,0,0,0,37,3797
ANDHRA PRADESH,WARANGAL,ETURNAGARAM,32,0,0,0,0,0,0,32
ANDHRA PRADESH,WARANGAL,GEESUGONDA,3799,32,2,0,0,0,34,3833
ANDHRA PRADESH,WARANGAL,GHANAPUR,675,171,0,78,0,0,249,924
ANDHRA PRADESH,WARANGAL,GHANPUR(stn),5925,449,0,0,0,0,449,6374
ANDHRA PRADESH,WARANGAL,GOVINDARAOPET,105,0,0,0,0,0,0,105
ANDHRA PRADESH,WARANGAL,GUDUR,3037,9,89,0,0,0,98,3135
ANDHRA PRADESH,WARANGAL,HANAMKONDA,3128,78,0,33,7,3,121,3249
ANDHRA PRADESH,WARANGAL,HASANPARTHY,3175,131,2,38,1,1,173,3348
ANDHRA PRADESH,WARANGAL,JANGAON,2331,902,0,29,1,12,944,3275
ANDHRA PRADESH,WARANGAL,KESAMUDRAM,4442,155,0,0,0,0,155,4597
ANDHRA PRADESH,WARANGAL,KHANAPUR,1312,21,0,0,0,0,21,1333
ANDHRA PRADESH,WARANGAL,KODAKANDLA,2794,93,0,117,0,0,210,3004
ANDHRA PRADESH,WARANGAL,KOTHAGUDEM,250,3,0,0,0,0,3,253
ANDHRA PRADESH,WARANGAL,KURAVI,5198,17,36,0,0,0,53,5251
ANDHRA PRADESH,WARANGAL,LINGALA GHANPUR,2281,226,0,170,43,31,470,2751
ANDHRA PRADESH,WARANGAL,MADDUR,1749,208,2,380,2,1,593,2342
ANDHRA PRADESH,WARANGAL,MAHABUBABAD,4266,49,0,0,0,0,49,4315
ANDHRA PRADESH,WARANGAL,MANGAPET,363,2,0,0,0,0,2,365
ANDHRA PRADESH,WARANGAL,MARIPEDA,6103,94,0,0,0,0,94,6197
ANDHRA PRADESH,WARANGAL,MOGULLAPALLE,4292,109,0,0,0,0,109,4401
ANDHRA PRADESH,WARANGAL,MULUG,874,4,45,0,0,0,49,923
ANDHRA PRADESH,WARANGAL,NALLABELLY,2156,59,0,0,0,0,59,2215
ANDHRA PRADESH,WARANGAL,NARMETTA,2754,25,0,0,0,0,25,2779
ANDHRA PRADESH,WARANGAL,NARSAMPET,2678,114,0,0,0,0,114,2792
ANDHRA PRADESH,WARANGAL,NARSIMHULAPET,3961,10,0,0,0,0,10,3971
ANDHRA PRADESH,WARANGAL,NEKKONDA,3317,16,0,1,0,0,17,3334
ANDHRA PRADESH,WARANGAL,NELLIKUDUR,4284,154,0,0,0,0,154,4438
ANDHRA PRADESH,WARANGAL,PALAKURTHI,3956,1128,0,19,0,41,1188,5144
ANDHRA PRADESH,WARANGAL,PARKAL,5049,50,90,0,0,0,140,5189
ANDHRA PRADESH,WARANGAL,PARVATHAGIRI,3605,11,34,2,0,0,47,3652
ANDHRA PRADESH,WARANGAL,RAGHUNATHA PALLE,2540,348,0,1091,0,0,1439,3979
ANDHRA PRADESH,WARANGAL,RAIPARTHY,2919,193,44,442,20,0,699,3618
ANDHRA PRADESH,WARANGAL,REGONDA,4455,29,0,0,0,0,29,4484
ANDHRA PRADESH,WARANGAL,SANGEM,4082,151,0,0,0,0,151,4233
ANDHRA PRADESH,WARANGAL,SHAYAMPET,2547,44,2,0,0,0,46,2593
ANDHRA PRADESH,WARANGAL,TADVAI,197,7,0,0,0,0,7,204
ANDHRA PRADESH,WARANGAL,THORRUR,3896,357,5,0,0,0,362,4258
ANDHRA PRADESH,WARANGAL,VENKATAPUR,339,316,0,0,0,0,316,655
ANDHRA PRADESH,WARANGAL,WARDHANNAPET,4854,188,3,36,1,0,228,5082
ANDHRA PRADESH,WARANGAL,ZAFFERGADH,3065,183,0,0,0,0,183,3248
ANDHRA PRADESH,WEST GODAVARI,BHIMADOLE,220,3,0,97,0,0,100,320
ANDHRA PRADESH,WEST GODAVARI,BUTTAYAGUDEM,112,0,0,0,0,0,0,112
ANDHRA PRADESH,WEST GODAVARI,CHINTALAPUDI,687,0,0,0,0,0,0,687
ANDHRA PRADESH,WEST GODAVARI,DENDULURU,607,0,26,70,1,0,97,704
ANDHRA PRADESH,WEST GODAVARI,DEVARAPALLE,358,18,0,0,0,0,18,376
ANDHRA PRADESH,WEST GODAVARI,DWARAKA TIRUMALA,418,0,4,59,0,0,63,481
ANDHRA PRADESH,WEST GODAVARI,GOPALAPURAM,841,0,1,14,0,0,15,856
ANDHRA PRADESH,WEST GODAVARI,JANGAREDDIGUDEM,806,1,57,4,0,2,64,870
ANDHRA PRADESH,WEST GODAVARI,JEELUGUMILLI,4,0,0,0,0,0,0,4
ANDHRA PRADESH,WEST GODAVARI,KAMAVARAPUKOTA,261,24,3,1,0,0,28,289
ANDHRA PRADESH,WEST GODAVARI,KOYYALAGUDEM,825,49,37,13,5,67,171,996
ANDHRA PRADESH,WEST GODAVARI,LINGAPALEM,1841,2,1,0,1,0,4,1845
ANDHRA PRADESH,WEST GODAVARI,PEDAVEGI,900,0,0,75,17,6,98,998
ANDHRA PRADESH,WEST GODAVARI,POLAVARAM,39,2,0,6,0,0,8,47
ANDHRA PRADESH,WEST GODAVARI,T NARASAPURAM,1778,4,1,0,0,0,5,1783
ANDHRA PRADESH,WEST GODAVARI,THALLAPUDI,29,0,0,0,0,0,0,29
ANDHRA PRADESH,WEST GODAVARI,UNGUTURU,0,0,0,17,0,0,17,17
ARUNACHAL PRADESH,CHANGLANG,BORDUMSA-DIYUN,1,0,0,0,0,0,0,1
ARUNACHAL PRADESH,EAST SIANG,MEBO,1,0,0,0,0,0,0,1
ARUNACHAL PRADESH,PAPUMPARE,KIMIN-DOIMUKH,2,0,0,0,0,0,0,2
ASSAM,BARPETA,CHAK-CHAKA,23,0,0,0,0,0,0,23
ASSAM,CACHAR,LAKHIPUR,1,0,0,0,0,0,0,1
ASSAM,DHUBRI,GOLOKGANJ,14,0,0,0,0,0,0,14
ASSAM,GOALPARA,DUDHNAI,10,0,0,0,0,0,0,10
ASSAM,GOALPARA,KUSHDHAWA,8,1,1,0,0,0,2,10
ASSAM,JORHAT,JORHAT NORTH WEST,10,0,0,0,0,0,0,10
ASSAM,KOKRAJHAR,KACHUGAON,3,0,0,0,0,0,0,3
ASSAM,KOKRAJHAR,SIDLI-CHIRANG PT,1,0,0,0,0,0,0,1
ASSAM,LAKHIMPUR,BIHPURIA,3,1,1,0,0,0,2,5
ASSAM,LAKHIMPUR,NARAYANPUR,48,5,0,0,0,0,5,53
ASSAM,MORIGAON,MAYONG,17,1,0,0,0,0,1,18
ASSAM,NAGOAN,BAJIAGAON,1,0,0,0,0,0,0,1
ASSAM,NAGOAN,BARHAMPUR,0,1,0,0,0,0,1,1
ASSAM,SIBSAGAR,PACHIM ABHOYPUR,0,0,3,0,0,0,3,3
ASSAM,SONITPUR,BAGHMARA,0,0,1,0,0,0,1,1
BIHAR,AURANGABAD,AURANGABAD,281,17,6,70,77,3,173,454
BIHAR,AURANGABAD,BARUN,525,42,10,24,18,64,158,683
BIHAR,AURANGABAD,DAUDNAGAR,281,39,2,2,0,2,45,326
BIHAR,AURANGABAD,DEO,654,98,25,11,21,27,182,836
BIHAR,AURANGABAD,GOH,198,123,2,102,18,27,272,470
BIHAR,AURANGABAD,HASPURA,309,46,8,3,4,1,62,371
BIHAR,AURANGABAD,KUTUMBA,782,121,7,15,9,0,152,934
BIHAR,AURANGABAD,MADANPUR,775,35,3,49,0,1,88,863
BIHAR,AURANGABAD,NABINAGAR,341,89,8,8,27,12,144,485
BIHAR,AURANGABAD,OBRA,169,10,0,0,13,8,31,200
BIHAR,AURANGABAD,RAFIGANAJ,444,52,13,69,3,0,137,581
BIHAR,BANKA,AMARPUR,612,13,0,2,0,0,15,627
BIHAR,BANKA,BANKA,893,23,1,0,3,0,27,920
BIHAR,BANKA,BARAHAT,446,10,2,1,1,0,14,460
BIHAR,BANKA,BELHAR,428,2,8,1,2,6,19,447
BIHAR,BANKA,BOUNSI,472,7,0,0,0,0,7,479
BIHAR,BANKA,CHANAN,1451,19,1,1,3,1,25,1476
BIHAR,BANKA,DHORAIYA,158,15,0,9,0,0,24,182
BIHAR,BANKA,KATORIYA,2140,16,0,11,2,0,29,2169
BIHAR,BANKA,PHULLIDUMER,261,5,0,18,1,0,24,285
BIHAR,BANKA,RAJOUN,265,2,0,1,8,0,11,276
BIHAR,BANKA,SAMBHUGANJ,511,0,13,1,1,0,15,526
BIHAR,BHAGALPUR,GOURADIH,626,5,0,0,0,0,5,631
BIHAR,BHAGALPUR,JAGDISHPUR,766,3,0,0,4,4,11,777
BIHAR,BHAGALPUR,KAHALGAON,412,0,0,0,0,0,0,412
BIHAR,BHAGALPUR,NATHNAGAR,229,1,1,0,0,0,2,231
BIHAR,BHAGALPUR,PIRPAINTY,1134,5,0,0,0,0,5,1139
BIHAR,BHAGALPUR,SABOUR,346,2,0,0,0,0,2,348
BIHAR,BHAGALPUR,SANHAULA,397,7,0,15,0,0,22,419
BIHAR,BHAGALPUR,SHAHKUND,693,100,1,7,0,0,108,801
BIHAR,BHAGALPUR,SULTANGANJ,128,2,0,0,0,0,2,130
BIHAR,BHOJPUR,ARA,31,3,0,0,0,0,3,34
BIHAR,BHOJPUR,BARHARA,10,0,0,0,0,0,0,10
BIHAR,BHOJPUR,BEHEA,20,0,0,0,0,0,0,20
BIHAR,BHOJPUR,CHARPOKHARI,239,4,0,7,7,0,18,257
BIHAR,BHOJPUR,GARHANI,30,2,0,13,1,2,18,48
BIHAR,BHOJPUR,JAGDISHPUR,99,64,23,138,0,0,225,324
BIHAR,BHOJPUR,KOILWAR,99,4,7,0,0,0,11,110
BIHAR,BHOJPUR,PIRO,512,219,54,96,55,0,424,936
BIHAR,BHOJPUR,SAHAR,43,0,2,32,36,1,71,114
BIHAR,BHOJPUR,SANDESH,72,7,0,0,51,1,59,131
BIHAR,BHOJPUR,SHAHPUR,14,0,0,1,0,3,4,18
BIHAR,BHOJPUR,TARARI,451,26,38,0,5,0,69,520
BIHAR,BHOJPUR,UDWANTNAGAR,18,10,18,4,17,8,57,75
BIHAR,BUXAR,BRAHMPUR,6,75,50,13,43,0,181,187
BIHAR,BUXAR,BUXAR,19,19,8,6,8,0,41,60
BIHAR,BUXAR,CHOUGAI,32,4,0,0,0,0,4,36
BIHAR,BUXAR,CHOUSA,24,4,0,0,0,0,4,28
BIHAR,BUXAR,DUMRAON,75,7,0,0,0,15,22,97
BIHAR,BUXAR,ITARHI,12,79,5,15,25,0,124,136
BIHAR,BUXAR,RAJPUR,181,10,0,0,0,0,10,191
BIHAR,BUXAR,SIMRI,0,1,13,17,23,0,54,54
BIHAR,EAST CHAMPARAN,AREARAJ,20,0,0,0,0,0,0,20
BIHAR,EAST CHAMPARAN,GHORASAHAN,2,0,0,0,0,0,0,2
BIHAR,GAYA,AMAS,566,2,0,1,0,0,3,569
BIHAR,GAYA,ATRI,622,11,5,11,1,0,28,650
BIHAR,GAYA,BANKE BAZAR,443,26,7,19,15,1,68,511
BIHAR,GAYA,BARACHATTY,1655,45,16,3,0,1,65,1720
BIHAR,GAYA,BATHANI,353,21,0,43,0,0,64,417
BIHAR,GAYA,BELAGANJ,848,18,6,4,0,0,28,876
BIHAR,GAYA,BODHGAYA,799,3,0,41,0,0,44,843
BIHAR,GAYA,DOBHI,904,46,1,24,0,0,71,975
BIHAR,GAYA,DUMARIYA,1014,1,0,3,0,0,4,1018
BIHAR,GAYA,FATEHPUR,1185,26,4,3,0,3,36,1221
BIHAR,GAYA,GAYA NAGAR,51,12,0,5,0,0,17,68
BIHAR,GAYA,GURARU,202,22,19,20,14,0,75,277
BIHAR,GAYA,GURUA,674,42,11,40,15,2,110,784
BIHAR,GAYA,IMAMGANJ,1664,18,4,28,0,3,53,1717
BIHAR,GAYA,KHIZARSARAI,273,44,4,0,0,0,48,321
BIHAR,GAYA,KONCH,349,230,2,3,0,0,235,584
BIHAR,GAYA,MANPUR,930,54,16,0,1,45,116,1046
BIHAR,GAYA,MOHANPUR,1091,2,7,0,0,0,9,1100
BIHAR,GAYA,PARAIYA,453,46,5,109,11,0,171,624
BIHAR,GAYA,SHERGHATTY,226,8,3,2,0,0,13,239
BIHAR,GAYA,TANKUPPA,265,24,0,24,4,2,54,319
BIHAR,GAYA,TEKARI,859,36,15,23,14,0,88,947
BIHAR,GAYA,WAZIRGANJ,922,89,18,4,22,1,134,1056
BIHAR,GOPAALGANJ,BAIKUNTHPUR,8,0,0,0,5,0,5,13
BIHAR,GOPAALGANJ,BARAULI,7,1,460,122,31,1,615,622
BIHAR,GOPAALGANJ,BHOREY,25,308,526,80,14,0,928,953
BIHAR,GOPAALGANJ,BIJAIPUR,17,91,28,27,5,18,169,186
BIHAR,GOPAALGANJ,HATHUA,31,347,0,70,24,119,560,591
BIHAR,GOPAALGANJ,KATEYA,13,4,21,111,8,0,144,157
BIHAR,GOPAALGANJ,KUCHAIKOTE,60,121,154,30,117,84,506,566
BIHAR,GOPAALGANJ,MANJHA,37,21,30,39,0,0,90,127
BIHAR,GOPAALGANJ,PANCHDEWRI,12,0,34,107,48,68,257,269
BIHAR,GOPAALGANJ,PHULWARIYA,34,446,28,15,20,0,509,543
BIHAR,GOPAALGANJ,THAWE,0,0,7,1,0,0,8,8
BIHAR,GOPAALGANJ,UCHKAGAON,106,248,61,30,24,76,439,545
BIHAR,JAMUI,ALIGANJ,114,23,0,0,0,0,23,137
BIHAR,JAMUI,BARHAT,230,0,0,0,0,0,0,230
BIHAR,JAMUI,CHAKAI,2118,1,3,15,9,2,30,2148
BIHAR,JAMUI,GHIDHOR,104,8,0,0,3,0,11,115
BIHAR,JAMUI,JAMUI,262,0,0,1,0,0,1,263
BIHAR,JAMUI,JHAJHA,1692,4,0,2,0,0,6,1698
BIHAR,JAMUI,KHAIRA,1226,0,0,0,0,0,0,1226
BIHAR,JAMUI,LAXMIPUR,721,1,0,0,0,0,1,722
BIHAR,JAMUI,SIKANDARA,610,1,0,2,0,0,3,613
BIHAR,JAMUI,SONO,1543,0,0,0,0,0,0,1543
BIHAR,JEHANABAD,ARWAL,146,23,0,11,2,0,36,182
BIHAR,JEHANABAD,GHOSHI,139,18,0,30,0,0,48,187
BIHAR,JEHANABAD,HULASGANJ,239,6,0,15,0,0,21,260
BIHAR,JEHANABAD,JEHANABAD,91,0,0,0,0,0,0,91
BIHAR,JEHANABAD,KAKO,361,19,29,53,17,0,118,479
BIHAR,JEHANABAD,KALER,64,0,0,0,0,0,0,64
BIHAR,JEHANABAD,KARPI,380,75,2,1,5,0,83,463
BIHAR,JEHANABAD,KURTHA,241,12,7,6,2,0,27,268
BIHAR,JEHANABAD,MAKHDUMPUR,135,143,0,0,4,0,147,282
BIHAR,JEHANABAD,MODANGANJ,106,3,6,9,3,0,21,127
BIHAR,JEHANABAD,RATNI,74,0,0,10,2,0,12,86
BIHAR,JEHANABAD,VANSHI,48,0,0,0,0,0,0,48
BIHAR,KAIMUR (BHABUA),ADHAURA,62,11,0,23,0,0,34,96
BIHAR,KAIMUR (BHABUA),BHABUA,1516,49,33,50,21,3,156,1672
BIHAR,KAIMUR (BHABUA),BHAGWANPUR,589,161,5,3,14,0,183,772
BIHAR,KAIMUR (BHABUA),CHAINPUR,1232,31,20,2,6,0,59,1291
BIHAR,KAIMUR (BHABUA),CHAND,898,69,15,34,4,0,122,1020
BIHAR,KAIMUR (BHABUA),DURGAWATI,504,43,27,3,4,0,77,581
BIHAR,KAIMUR (BHABUA),KUDRA,682,109,6,12,64,17,208,890
BIHAR,KAIMUR (BHABUA),MOHANIA,514,21,8,3,5,0,37,551
BIHAR,KAIMUR (BHABUA),NUAON,410,4,6,6,6,0,22,432
BIHAR,KAIMUR (BHABUA),RAMGARH,716,7,2,2,0,0,11,727
BIHAR,KAIMUR (BHABUA),RAMPUR,352,82,7,26,96,1,212,564
BIHAR,KATIHAR,AZAMNAGAR,8,6,1,0,0,0,7,15
BIHAR,LAKHISARAI,HALSI,86,1,0,3,15,0,19,105
BIHAR,LAKHISARAI,LAKHISARAI,413,0,0,2,0,0,2,415
BIHAR,LAKHISARAI,RAMGHAR CHOK,73,0,0,0,0,0,0,73
BIHAR,LAKHISARAI,SURYAGARAH,510,24,0,0,8,0,32,542
BIHAR,MADHEPURA,GAMHARIA,0,0,1,0,0,0,1,1
BIHAR,MADHEPURA,KUMAR KHAND,0,0,0,2,0,0,2,2
BIHAR,MADHEPURA,SINGHESHWAR,0,0,0,0,1,0,1,1
BIHAR,MADHUBANI,BABUBARHI,26,3,0,0,0,0,3,29
BIHAR,MADHUBANI,HARLAKHI,21,0,0,0,0,0,0,21
BIHAR,MADHUBANI,JAYNAGAR,63,0,0,0,3,0,3,66
BIHAR,MADHUBANI,LAKHANAUR,5,0,0,0,0,0,0,5
BIHAR,MUNGER,ASARGANJ,101,0,0,3,0,0,3,104
BIHAR,MUNGER,BARIYARPUR,40,0,0,0,0,0,0,40
BIHAR,MUNGER,DHARAHARA,636,4,0,2,21,0,27,663
BIHAR,MUNGER,HAWALI KHAGARHPUR,775,6,0,2,1,0,9,784
BIHAR,MUNGER,JAMALPUR,471,0,0,0,0,0,0,471
BIHAR,MUNGER,SADAR MUNGER,485,10,0,0,1,0,11,496
BIHAR,MUNGER,SANGRAMPUR,366,3,0,2,0,0,5,371
BIHAR,MUNGER,TARAPUR,291,47,0,1,3,0,51,342
BIHAR,MUNGER,TATIA BAMBAR,189,0,0,0,0,0,0,189
BIHAR,MUZAFFARPUR,KANTI,1,49,0,0,0,0,49,50
BIHAR,MUZAFFARPUR,KATRA,1,0,1,0,0,0,1,2
BIHAR,MUZAFFARPUR,KURHANI,17,0,0,0,0,0,0,17
