-----
{
 "description": "Data provides year-wise details on release vs expenditure under NBA upto 31st March, 2013.", 
 "file_name": "Year-wise_Release_Vs_Expenditure_Upto_31st_March2013.xls", 
 "title": "Download XLS for Year-wise Release Vs Expenditure Under NBA Upto 31st March 2013", 
 "url": "http://data.gov.in/sites/default/files/Year-wise_Release_Vs_Expenditure_Upto_31st_March2013.xls"
}
-----
-----
{
 "description": "Data provides state-wise and district-wise details (such as project cost, approved centre share, approved state share, approved beneficiary share, IHHL BPL sanctioned, etc) on projects sanctioned under NBA upto 31st March, 2013. ", 
 "file_name": "Details_of_Projects_Sanctioned_Upto_31st_March2013.xls", 
 "title": "Download XLS for Details of Projects Sanctioned Under NBA Upto 31st March 2013", 
 "url": "http://data.gov.in/sites/default/files/Details_of_Projects_Sanctioned_Upto_31st_March2013.xls"
}
-----
"State Name","District Name","Date of Sanction","Project Cost","Approved Centre Share","Approved State Share","Approved Beneficiary Share","IHHL BPL Sanctioned","IHHL APL Sanctioned","IHHL TOTAL Sanctioned","SCW Sanctioned","School Toilets Sanctioned","Anganwadi Toilets Sanctioned","RSM/PC Sanctioned"
"ANDHRA PRADESH","MAHBUBNAGAR","11-06-2001",12463.21,8267.19,3086.64,1109.38,418559.0,66032.0,484591.0,3.0,5433.0,357.0,10.0
"ANDHRA PRADESH","MEDAK","13-02-2003",9398.96,6237.97,2285.12,875.87,311743.0,96490.0,408233.0,50.0,5446.0,1873.0,10.0
"ANDHRA PRADESH","NALGONDA","03-03-2000",4057.62,2623.6,973.78,460.24,215058.0,156761.0,371819.0,0.0,6628.0,44.0,10.0
"ANDHRA PRADESH","NELLORE","11-06-2001",6774.39,4452.2,1705.65,616.54,226725.0,116678.0,343403.0,0.0,6415.0,1396.0,10.0
"ANDHRA PRADESH","NIZAMABAD","11-06-2001",3563.44,2292.61,788.33,482.5,225519.0,9474.0,234993.0,0.0,2477.0,32.0,10.0
"ANDHRA PRADESH","PRAKASAM","03-03-2000",11629.2,7674.58,2891.99,1062.63,386617.0,193493.0,580110.0,0.0,7224.0,780.0,10.0
"ANDHRA PRADESH","RANGAREDDI","02-05-2003",5820.64,3846.08,1396.59,577.97,212629.0,71610.0,284239.0,0.0,3726.0,467.0,10.0
"ANDHRA PRADESH","SRIKAKULAM","02-05-2003",11000.93,7286.19,2778.43,936.31,302221.0,225272.0,527493.0,40.0,6398.0,266.0,10.0
"ANDHRA PRADESH","VISAKHAPATNAM","02-05-2003",7601.64,5006.22,1857.77,737.65,252875.0,156460.0,409335.0,20.0,5074.0,0.0,10.0
"ANDHRA PRADESH","VIZIANAGARAM","11-06-2001",5074.86,3369.99,1205.77,499.1,220051.0,245678.0,465729.0,10.0,2999.0,1668.0,10.0
"ANDHRA PRADESH","WARANGAL","23-04-2002",6027.11,3819.19,1309.33,898.59,330260.0,138180.0,468440.0,0.0,4122.0,2157.0,10.0
"ANDHRA PRADESH","WEST GODAVARI","12-03-2003",9050.9,5877.01,2264.52,909.37,344272.0,294425.0,638697.0,385.0,4551.0,216.0,10.0
"ARUNACHAL PRADESH","ANJAW","15-01-2008",177.73,124.04,40.39,13.3,3232.0,0.0,3232.0,8.0,44.0,46.0,1.0
"ARUNACHAL PRADESH","CHANGLANG","23-11-2005",842.74,590.62,191.87,60.25,15716.0,2799.0,18515.0,25.0,384.0,250.0,0.0
"ARUNACHAL PRADESH","DIBANG VALLEY","29-01-2002",90.02,63.88,21.47,4.67,1085.0,0.0,1085.0,0.0,102.0,27.0,0.0
"ARUNACHAL PRADESH","EAST KAMENG","23-11-2005",440.35,306.8,102.83,30.72,7016.0,1280.0,8296.0,25.0,288.0,216.0,0.0
"ARUNACHAL PRADESH","EAST SIANG","23-11-2005",457.78,311.35,113.17,33.26,8222.0,4723.0,12945.0,25.0,244.0,42.0,6.0
"ARUNACHAL PRADESH","KURUNG KUMEY","23-11-2005",1306.32,919.89,303.61,82.82,22036.0,0.0,22036.0,30.0,684.0,164.0,0.0
"ARUNACHAL PRADESH","LOHIT","03-03-2000",354.99,243.65,82.74,28.6,8800.0,0.0,8800.0,26.0,240.0,182.0,0.0
"ARUNACHAL PRADESH","LOWER DIBANG VALLEY","15-01-2008",112.32,78.68,26.4,7.24,2366.0,1200.0,3566.0,0.0,134.0,82.0,0.0
"ARUNACHAL PRADESH","LOWER SUBANSIRI","23-11-2005",362.98,250.78,83.68,28.52,5766.0,1164.0,6930.0,26.0,232.0,119.0,3.0
"ARUNACHAL PRADESH","PAPUM PARE","23-11-2005",150.1,102.86,37.79,9.45,1268.0,3778.0,5046.0,17.0,140.0,113.0,8.0
"ARUNACHAL PRADESH","TAWANG","23-11-2005",321.84,224.27,72.34,25.23,5478.0,1210.0,6688.0,21.0,156.0,91.0,4.0
"ARUNACHAL PRADESH","TIRAP","23-11-2005",403.07,280.89,95.66,26.52,5780.0,470.0,6250.0,25.0,304.0,150.0,6.0
"ARUNACHAL PRADESH","UPPER SIANG","23-11-2005",200.81,139.74,47.07,14.0,2634.0,964.0,3598.0,15.0,154.0,50.0,4.0
"ARUNACHAL PRADESH","UPPER SUBANSIRI","29-01-2002",467.27,323.21,108.07,35.99,9045.0,461.0,9506.0,25.0,154.0,221.0,3.0
"ARUNACHAL PRADESH","WEST KAMENG","23-11-2005",387.3,269.67,91.67,25.96,5644.0,252.0,5896.0,25.0,306.0,111.0,4.0
"ARUNACHAL PRADESH","WEST SIANG","03-03-2000",625.32,432.02,144.22,49.08,11472.0,0.0,11472.0,25.0,378.0,2.0,0.0
"ASSAM","BAGSHA","15-01-2008",3930.13,2769.19,865.85,295.09,85697.0,63785.0,149482.0,15.0,1789.0,69.0,3.0
"ASSAM","BARPETA","17-05-2005",6162.6,4361.74,1348.62,452.24,150747.0,93069.0,243816.0,0.0,1806.0,175.0,10.0
"ASSAM","BONGAIGAON","31-07-2006",2773.12,1950.68,635.65,186.79,51929.0,39654.0,91583.0,15.0,1222.0,59.0,3.0
"ASSAM","CACHAR","18-09-2001",4741.34,3346.64,1045.87,348.83,119931.0,46293.0,166224.0,0.0,1839.0,1697.0,0.0
"ASSAM","CHIRANG","15-01-2008",1522.06,1074.34,340.85,106.87,29956.0,20899.0,50855.0,10.0,778.0,38.0,2.0
"ASSAM","DARRANG","21-06-2007",3824.75,2681.62,848.25,294.88,86628.0,25633.0,112261.0,25.0,673.0,539.0,5.0
"ASSAM","DHEMAJI","17-05-2005",3228.33,2284.89,697.63,245.81,80854.0,18546.0,99400.0,10.0,871.0,230.0,5.0
"ASSAM","DHUBRI","18-09-2001",8964.87,6264.78,1985.57,714.52,205324.0,42052.0,247376.0,50.0,1016.0,1902.0,2.0
"ASSAM","DIBRUGARH","14-01-2004",3021.96,2136.12,653.02,232.82,77606.0,45384.0,122990.0,0.0,969.0,900.0,4.0
"ASSAM","GOALPARA","18-09-2001",2837.73,2002.27,645.89,189.57,65070.0,21747.0,86817.0,0.0,1840.0,951.0,3.0
"ASSAM","GOLAGHAT","17-05-2005",3133.34,2179.53,676.25,277.56,79743.0,27031.0,106774.0,0.0,1248.0,119.0,6.0
"ASSAM","HAILAKANDI","14-01-2004",1737.93,1215.24,379.49,143.2,49837.0,12445.0,62282.0,0.0,1140.0,35.0,4.0
"ASSAM","JORHAT","07-02-2000",3071.84,2172.7,709.72,189.42,65070.0,21747.0,86817.0,0.0,1840.0,951.0,6.0
"ASSAM","KAMRUP","07-02-2000",3018.34,2129.06,644.75,244.53,85785.0,52723.0,138508.0,0.0,521.0,1531.0,0.0
"ASSAM","KARBI ANGLONG","18-09-2001",3832.82,2713.59,935.24,183.99,60953.0,19293.0,80246.0,0.0,3304.0,1406.0,4.0
"ASSAM","KARIMGANJ","18-09-2001",2672.51,1865.25,586.72,220.54,78992.0,15409.0,94401.0,14.0,1051.0,912.0,3.0
"ASSAM","KOKRAJHAR","11-03-2005",2979.14,2075.89,638.56,264.69,84830.0,35087.0,119917.0,0.0,1157.0,146.0,3.0
"ASSAM","LAKHIMPUR","14-01-2004",3024.58,2138.81,646.27,239.5,73224.0,22938.0,96162.0,0.0,1432.0,276.0,4.0
"ASSAM","MARIGAON","18-09-2001",1802.88,1249.95,375.72,177.21,60770.0,105564.0,166334.0,0.0,326.0,797.0,3.0
"ASSAM","NAGAON","15-07-2005",7161.99,5052.42,1594.4,515.17,168391.0,60850.0,229241.0,0.0,2468.0,621.0,10.0
"ASSAM","NALBARI","18-09-2001",3139.74,2195.41,676.86,267.47,88093.0,127387.0,215480.0,0.0,282.0,710.0,5.0
"ASSAM","NORTH CACHAR HILLS","31-07-2006",1293.0,913.76,305.08,74.16,21328.0,1102.0,22430.0,0.0,810.0,194.0,5.0
"ASSAM","SIBSAGAR","18-03-2002",3209.83,2259.72,729.12,220.99,74686.0,52367.0,127053.0,0.0,2135.0,935.0,4.0
"ASSAM","SONITPUR","07-02-2000",4851.0,3387.94,1094.71,368.35,120048.0,93032.0,213080.0,42.0,1951.0,607.0,6.0
"ASSAM","TINSUKIA","17-05-2005",2840.31,1984.83,619.16,236.32,68774.0,29814.0,98588.0,0.0,870.0,623.0,8.0
"ASSAM","UDALGURI","15-01-2008",4038.66,2841.7,903.71,293.25,85751.0,67169.0,152920.0,30.0,1434.0,396.0,7.0
"BIHAR","ARARIA","12-03-2003",4630.29,3129.75,1116.55,383.99,100000.0,74194.0,174194.0,50.0,1594.0,42.0,10.0
"BIHAR","ARWAL","20-02-2006",2565.43,1738.33,620.08,207.02,50500.0,43853.0,94353.0,50.0,848.0,53.0,5.0
"BIHAR","AURANGABAD","23-11-2005",7219.24,4914.68,1790.05,514.51,123115.0,90829.0,213944.0,50.0,3060.0,463.0,10.0
"BIHAR","BANKA","22-03-2001",4127.69,2814.26,1004.28,309.15,82439.0,0.0,82439.0,75.0,2764.0,386.0,10.0
"BIHAR","BEGUSARAI","18-03-2002",7272.2,4860.75,1707.05,704.4,192877.0,192877.0,385754.0,333.0,2156.0,724.0,10.0
"BIHAR","BHAGALPUR","12-03-2003",7537.71,5096.06,1834.34,607.31,154950.0,187409.0,342359.0,50.0,2602.0,1331.0,10.0
"BIHAR","BHOJPUR","17-05-2005",8121.9,5485.61,1977.85,658.44,164410.0,131472.0,295882.0,50.0,3350.0,319.0,10.0
"BIHAR","BUXAR","23-11-2005",4307.11,2913.81,1046.5,346.8,85268.0,78398.0,163666.0,50.0,1654.0,96.0,10.0
"BIHAR","DARBHANGA","12-03-2003",16395.84,11001.64,4048.56,1345.64,360250.0,282960.0,643210.0,50.0,3492.0,488.0,10.0
"BIHAR","GAYA","22-03-2001",14167.89,9534.99,3480.68,1152.22,295670.0,109655.0,405325.0,50.0,4742.0,1310.0,10.0
"BIHAR","GOPALGANJ","20-02-2006",7334.04,4959.89,1786.32,587.83,145610.0,56156.0,201766.0,50.0,2334.0,848.0,10.0
"BIHAR","JAMUI","15-07-2005",5779.45,3907.68,1409.88,461.89,109377.0,118537.0,227914.0,50.0,2042.0,323.0,10.0
"BIHAR","JEHANABAD","15-07-2005",2847.71,1938.98,694.35,214.38,52100.0,40435.0,92535.0,50.0,1372.0,405.0,7.0
"BIHAR","KAIMUR(BHABUA)","17-05-2005",4138.38,2800.15,998.16,340.07,82439.0,82641.0,165080.0,50.0,1810.0,355.0,10.0
"BIHAR","KATIHAR","18-03-2002",9951.14,6644.42,2357.01,949.71,252534.0,150055.0,402589.0,52.0,2684.0,182.0,10.0
"BIHAR","KHAGARIA","20-02-2006",6200.88,4186.01,1489.27,525.6,133528.0,69746.0,203274.0,50.0,1358.0,169.0,10.0
"BIHAR","KISHANGANJ","20-02-2006",4773.98,3210.56,1140.12,423.3,108000.0,116799.0,224799.0,50.0,1429.0,88.0,10.0
"BIHAR","LAKHISARAI","20-02-2006",3873.52,2606.26,951.13,316.13,84742.0,74314.0,159056.0,50.0,988.0,252.0,7.0
"BIHAR","MADHEPURA","20-02-2006",6079.8,4102.27,1464.85,512.68,129796.0,119115.0,248911.0,50.0,1850.0,207.0,13.0
"BIHAR","MADHUBANI","18-03-2002",4307.83,2924.08,1048.58,335.17,67482.0,69746.0,137228.0,63.0,4572.0,1127.0,10.0
"BIHAR","MUNGER","20-02-2006",4328.34,2930.99,1056.69,340.66,86197.0,45296.0,131493.0,50.0,1334.0,310.0,10.0
"BIHAR","MUZAFFARPUR","11-06-2001",12397.69,8249.19,2894.55,1253.95,333183.0,278964.0,612147.0,101.0,5302.0,740.0,10.0
"BIHAR","NALANDA","12-03-2003",8291.48,5641.43,2039.39,610.66,152866.0,157933.0,310799.0,94.0,3608.0,891.0,10.0
"BIHAR","NAWADA","20-02-2006",8281.04,5596.7,2015.59,668.75,165884.0,69176.0,235060.0,50.0,2348.0,436.0,10.0
"BIHAR","PASHCHIM CHAMPARAN","23-11-2005",10631.22,7171.33,2583.53,876.36,219434.0,10832.0,230266.0,50.0,3578.0,318.0,10.0
"BIHAR","PATNA","22-03-2001",11231.64,7578.82,2742.57,910.25,220881.0,212726.0,433607.0,50.0,6670.0,553.0,10.0
"BIHAR","PURBA CHAMPARAN","22-03-2001",14276.55,9661.14,3481.16,1134.25,286090.0,246155.0,532245.0,94.0,4368.0,282.0,10.0
"BIHAR","PURNIA","20-02-2006",7906.83,5346.65,1886.44,673.74,171263.0,282408.0,453671.0,50.0,2484.0,175.0,10.0
"BIHAR","SAHARSA","20-02-2006",4626.7,3124.67,1100.71,401.32,101440.0,139000.0,240440.0,50.0,1554.0,256.0,10.0
"BIHAR","SAMASTIPUR","12-03-2003",16274.76,10977.32,4018.62,1278.82,335606.0,257444.0,593050.0,50.0,4936.0,559.0,10.0
"BIHAR","SARAN","11-06-2001",9567.69,6509.42,2277.42,780.85,189465.0,283058.0,472523.0,50.0,3798.0,344.0,10.0
"BIHAR","SASARAM(ROHTAS)","23-11-2005",8409.6,5626.82,2029.15,753.63,180000.0,233378.0,413378.0,50.0,3208.0,476.0,10.0
"BIHAR","SHEIKHPURA","20-02-2006",2431.4,1655.25,591.63,184.52,44073.0,20595.0,64668.0,50.0,896.0,220.0,6.0
"BIHAR","SHEOHAR","20-02-2006",2628.12,1769.25,636.45,222.42,58032.0,43996.0,102028.0,50.0,581.0,66.0,5.0
"BIHAR","SITAMARHI","12-03-2003",14638.66,9882.78,3591.57,1164.31,294276.0,136865.0,431141.0,50.0,2750.0,173.0,10.0
"BIHAR","SIWAN","17-05-2005",10940.13,7369.19,2685.53,885.41,234450.0,136765.0,371215.0,50.0,3124.0,702.0,10.0
"BIHAR","SUPAUL","20-02-2006",7611.1,5138.02,1848.82,624.26,156954.0,136428.0,293382.0,50.0,1804.0,257.0,11.0
"BIHAR","VAISHALI","25-11-1999",7275.82,4841.58,1705.68,728.56,190598.0,195325.0,385923.0,50.0,3224.0,518.0,10.0
"CHHATTISGARH","BASTAR(JAGDALPUR)","20-02-2006",6309.53,4270.31,1557.1,482.12,127241.0,103140.0,230381.0,50.0,6078.0,1338.0,14.0
"CHHATTISGARH","BILASPUR","07-11-2003",8120.38,5432.45,1961.93,726.0,205812.0,171198.0,377010.0,50.0,4263.0,1471.0,10.0
"CHHATTISGARH","DANTEWADA","20-02-2003",3863.51,2607.83,958.9,296.78,84452.0,30459.0,114911.0,20.0,2435.0,1020.0,5.0
"CHHATTISGARH","DHAMTARI","15-07-2005",1790.9,1209.77,423.23,157.9,38501.0,73490.0,111991.0,50.0,1810.0,321.0,10.0
"CHHATTISGARH","DURG","11-06-2001",4109.09,2731.95,1007.01,370.13,101957.0,307630.0,409587.0,47.0,2436.0,300.0,10.0
"CHHATTISGARH","JANJGIR - CHAMPA","17-05-2005",4875.91,3278.78,1174.32,422.81,111603.0,83716.0,195319.0,50.0,2908.0,52.0,10.0
"CHHATTISGARH","JASHPUR","20-02-2006",2793.34,1891.6,684.27,217.47,56623.0,76903.0,133526.0,24.0,3226.0,339.0,0.0
"CHHATTISGARH","KANKER","15-07-2005",2331.57,1572.42,560.64,198.51,50835.0,60565.0,111400.0,50.0,1737.0,344.0,10.0
"CHHATTISGARH","KAWARDHA(KABIRDHAM)","20-02-2006",2123.92,1426.8,504.44,192.68,53025.0,46800.0,99825.0,12.0,1348.0,141.0,4.0
"CHHATTISGARH","KORBA","11-03-2005",2581.53,1754.04,616.22,211.27,50691.0,74471.0,125162.0,50.0,3618.0,1223.0,0.0
"CHHATTISGARH","KORIYA","20-02-2006",1988.2,1356.82,479.41,151.97,38296.0,39493.0,77789.0,15.0,2282.0,952.0,5.0
"CHHATTISGARH","MAHASAMUND","20-02-2003",4580.44,3084.4,1117.73,378.31,98828.0,81327.0,180155.0,50.0,4083.0,140.0,3.0
"CHHATTISGARH","RAIGARH","20-02-2006",5229.56,3503.55,1256.76,469.25,128423.0,77298.0,205721.0,50.0,2007.0,942.0,0.0
"CHHATTISGARH","RAIPUR","07-11-2003",6394.94,4274.37,1529.4,591.17,163722.0,277297.0,441019.0,50.0,4257.0,511.0,15.0
"CHHATTISGARH","RAJNANDGAON","20-02-2003",4789.13,3248.56,1202.72,337.85,89706.0,117846.0,207552.0,0.0,5285.0,619.0,10.0
"CHHATTISGARH","SURGUJA","31-07-2006",5995.86,3952.99,1441.53,601.34,168885.0,202220.0,371105.0,50.0,4565.0,498.0,0.0
"D & N HAVELI","DADRA AND NAGAR HAVELI","01-05-2002",91.0,80.69,0.0,10.31,2480.0,0.0,2480.0,12.0,0.0,0.0,1.0
"GOA","NORTH GOA","24-07-2003",732.07,425.73,202.6,103.74,15000.0,0.0,15000.0,150.0,283.0,116.0,0.0
"GOA","SOUTH GOA","13-08-2007",327.36,209.23,89.65,28.48,2935.0,27388.0,30323.0,0.0,448.0,431.0,3.0
"GUJARAT","AHMEDABAD","23-04-2002",2767.54,1325.24,764.05,678.25,80192.0,169360.0,249552.0,35.0,920.0,678.0,31.0
"GUJARAT","AMRELI","24-09-2004",2491.08,1399.65,657.71,433.72,67802.0,85978.0,153780.0,52.0,1131.0,833.0,10.0
"GUJARAT","ANAND","24-09-2004",2680.53,1249.35,755.98,675.2,72058.0,65359.0,137417.0,52.0,628.0,488.0,1.0
"GUJARAT","BANAS KANTHA","24-09-2004",4321.31,2796.79,1063.29,461.23,126536.0,248418.0,374954.0,62.0,3588.0,1658.0,0.0
"GUJARAT","BHARUCH","24-09-2004",2688.39,1655.71,748.33,284.35,78463.0,66044.0,144507.0,72.0,2145.0,1154.0,10.0
"GUJARAT","BHAVNAGAR","24-09-2004",1017.5,668.26,232.7,116.54,31305.0,87900.0,119205.0,54.0,600.0,1145.0,0.0
"GUJARAT","DAHOD","24-09-2004",3755.19,2424.65,872.41,458.13,134798.0,63693.0,198491.0,87.0,1894.0,2297.0,0.0
"GUJARAT","DANGS","24-09-2004",807.73,528.9,181.13,97.7,27900.0,16143.0,44043.0,40.0,216.0,290.0,0.0
"GUJARAT","GANDHINAGAR","23-04-2002",696.41,485.75,148.61,62.05,13830.0,134168.0,147998.0,50.0,327.0,842.0,10.0
"GUJARAT","JAMNAGAR","24-09-2004",2182.87,1459.78,519.77,203.32,45478.0,121757.0,167235.0,150.0,1877.0,1435.0,0.0
"GUJARAT","JUNAGADH","24-09-2004",2207.5,1511.29,479.58,216.63,56444.0,155606.0,212050.0,50.0,1424.0,515.0,10.0
"GUJARAT","KACHCHH","24-09-2004",1929.39,1254.55,487.86,186.98,45596.0,172755.0,218351.0,84.0,1534.0,377.0,10.0
"GUJARAT","KHEDA","24-09-2004",4524.98,2938.23,1105.86,480.89,140212.0,158858.0,299070.0,81.0,2699.0,2284.0,10.0
"GUJARAT","MAHESANA","07-02-2000",2434.98,1611.23,591.71,232.04,61499.0,175540.0,237039.0,53.0,1995.0,1128.0,10.0
"GUJARAT","NARMADA","24-09-2004",1990.23,1321.12,468.09,201.02,58730.0,17385.0,76115.0,100.0,659.0,757.0,0.0
"GUJARAT","NAVSARI","24-09-2004",2111.87,1378.84,490.67,242.36,75015.0,91094.0,166109.0,45.0,1347.0,1369.0,10.0
"GUJARAT","PANCH MAHALS","24-09-2004",4868.75,3146.22,1133.76,588.77,156835.0,223369.0,380204.0,61.0,3272.0,1578.0,22.0
"GUJARAT","PATAN","11-03-2005",1886.19,1256.48,406.13,223.58,58741.0,122970.0,181711.0,58.0,760.0,773.0,10.0
"GUJARAT","PORBANDAR","27-12-2004",832.1,510.42,208.27,113.41,17024.0,49264.0,66288.0,64.0,715.0,178.0,4.0
"GUJARAT","RAJKOT","07-02-2000",2881.35,1928.31,622.35,330.69,78753.0,187031.0,265784.0,71.0,2532.0,820.0,10.0
"GUJARAT","SABAR KANTHA","24-09-2004",5914.82,3803.94,1627.77,483.11,151382.0,297657.0,449039.0,63.0,3611.0,1304.0,0.0
"GUJARAT","SURAT","07-02-2000",5098.82,3352.76,1169.57,576.49,158797.0,155542.0,314339.0,51.0,1878.0,2443.0,0.0
"GUJARAT","SURENDRANAGAR","24-09-2004",2679.4,1724.97,659.63,294.8,83235.0,181248.0,264483.0,55.0,727.0,1024.0,0.0
"GUJARAT","VADODARA","24-09-2004",5186.12,2988.53,1361.87,835.72,140958.0,243750.0,384708.0,50.0,2929.0,3748.0,10.0
"GUJARAT","VALSAD","24-09-2004",2276.91,1203.93,595.88,477.1,85274.0,40741.0,126015.0,131.0,1031.0,1398.0,0.0
"HARYANA","AMBALA","07-11-2003",1753.61,1131.99,436.44,185.18,43428.0,67548.0,110976.0,65.0,576.0,591.0,6.0
"HARYANA","BHIWANI","29-01-2002",1201.35,792.64,252.84,155.87,48947.0,70327.0,119274.0,50.0,344.0,587.0,0.0
"HARYANA","FARIDABAD","07-11-2003",885.66,569.78,206.76,109.12,22254.0,83065.0,105319.0,76.0,310.0,640.0,6.0
"HARYANA","FATEHABAD","14-01-2004",1141.97,624.73,303.02,214.22,25642.0,58681.0,84323.0,80.0,762.0,460.0,0.0
"HARYANA","GURGAON","18-03-2002",520.83,335.24,118.98,66.61,10522.0,51888.0,62410.0,59.0,492.0,399.0,0.0
"HARYANA","HISAR","07-11-2003",1576.33,1021.19,362.55,192.6,46463.0,101738.0,148201.0,65.0,805.0,391.0,0.0
"HARYANA","JHAJJAR","07-11-2003",891.5,591.44,201.2,98.86,22014.0,72731.0,94745.0,67.0,160.0,655.0,0.0
"HARYANA","JIND","14-01-2004",2028.91,1129.18,546.04,353.69,58000.0,120534.0,178534.0,82.0,233.0,448.0,0.0
"HARYANA","KAITHAL","07-11-2003",1295.2,639.22,343.34,312.64,37046.0,46392.0,83438.0,83.0,253.0,8.0,0.0
"HARYANA","KARNAL","20-10-2000",1254.24,702.55,328.62,223.07,45973.0,126699.0,172672.0,76.0,970.0,582.0,0.0
"HARYANA","KURUKSHETRA","07-11-2003",1248.57,694.64,338.67,215.26,30598.0,67780.0,98378.0,100.0,563.0,465.0,0.0
"HARYANA","MAHENDRAGARH","14-01-2004",625.34,394.2,139.2,91.94,17500.0,80000.0,97500.0,81.0,253.0,554.0,0.0
"HARYANA","MEWAT","12-10-2006",947.93,634.09,221.59,92.25,21875.0,99024.0,120899.0,50.0,497.0,185.0,0.0
"HARYANA","PANCHKULA","14-01-2004",397.79,257.67,92.07,48.06,8760.0,18801.0,27561.0,58.0,126.0,68.0,0.0
"HARYANA","PANIPAT","07-11-2003",1016.81,489.84,263.53,263.44,28000.0,39720.0,67720.0,64.0,182.0,216.0,0.0
"HARYANA","REWARI","20-02-2003",1156.72,763.99,272.43,120.3,30000.0,66388.0,96388.0,50.0,694.0,0.0,0.0
"HARYANA","ROHTAK","07-11-2003",751.85,479.1,168.23,104.52,22171.0,79851.0,102022.0,79.0,156.0,17.0,0.0
"HARYANA","SIRSA","20-02-2003",1009.16,650.49,218.3,140.37,35400.0,28111.0,63511.0,50.0,400.0,354.0,0.0
"HARYANA","SONIPAT","20-02-2003",1130.43,563.34,302.5,264.6,29808.0,94725.0,124533.0,50.0,100.0,368.0,5.0
"HARYANA","YAMUNANAGAR","20-10-2000",2253.64,1457.36,570.7,225.58,52539.0,84491.0,137030.0,50.0,1284.0,611.0,0.0
"HIMACHAL PRADESH","BILASPUR","15-07-2005",1157.15,793.98,284.38,78.79,11931.0,38738.0,50669.0,100.0,957.0,500.0,6.0
"HIMACHAL PRADESH","CHAMBA","17-05-2005",2367.96,1360.06,622.82,385.08,44429.0,31646.0,76075.0,50.0,1778.0,105.0,10.0
"HIMACHAL PRADESH","HAMIRPUR","18-03-2002",1281.89,888.67,316.82,76.4,11593.0,45592.0,57185.0,60.0,1400.0,900.0,3.0
"HIMACHAL PRADESH","KANGRA","12-03-2003",4345.77,3087.38,1063.16,195.23,45000.0,159201.0,204201.0,116.0,4000.0,4200.0,4.0
"HIMACHAL PRADESH","KINNAUR","20-02-2003",301.07,207.89,76.88,16.3,1560.0,13383.0,14943.0,65.0,350.0,226.0,1.0
"HIMACHAL PRADESH","KULLU","12-03-2003",1145.97,776.61,296.66,72.7,9989.0,41986.0,51975.0,150.0,1150.0,956.0,2.0
"HIMACHAL PRADESH","LAHAUL & SPITI","23-11-2005",154.05,103.22,41.47,9.36,2413.0,3049.0,5462.0,4.0,263.0,112.0,1.0
