-----
{
 "description": "The table refers to District wise Distribution of Dugwells according to Social status. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwlState1.4.csv", 
 "title": "Download CSV for Districtwise Distribution of Dugwells according to Social status", 
 "url": "http://data.gov.in/sites/default/files/dgwlState1.4.csv"
}
-----
"State","District","Scheduled caste","Scheduled tribe","Other social status of farmers","Total"
"HIMACHAL PRADESH","Solan",46,0,684,730
"HIMACHAL PRADESH","Una",3,16,204,223
"JAMMU & KASHMIR","ANANTNAG",0,0,1,1
"JAMMU & KASHMIR","BADGAM",0,0,1,1
"JAMMU & KASHMIR","BARAMULLA",0,0,27,27
"JAMMU & KASHMIR","JAMMU",274,45,745,1064
"JAMMU & KASHMIR","KATHUA",240,35,767,1042
"JAMMU & KASHMIR","RAJOURI",1,0,0,1
"JAMMU & KASHMIR","SRINAGAR",0,0,21,21
"JAMMU & KASHMIR","UDHAMPUR",0,0,2,2
"JHARKHAND","BOKARO",1674,3603,7938,13215
"JHARKHAND","CHATRA",4892,738,9832,15462
"JHARKHAND","DEOGHAR",2174,2179,7891,12244
"JHARKHAND","DHANBAD",687,1269,4951,6907
"JHARKHAND","DUMKA",1863,14199,10682,26744
"JHARKHAND","EAST SINGHBHUM",159,681,898,1738
"JHARKHAND","GARHWA",5067,4785,9874,19726
"JHARKHAND","GIRIDIH",3483,2578,16953,23014
"JHARKHAND","GODDA",1936,5544,8721,16201
"JHARKHAND","GUMLA",742,17862,4865,23469
"JHARKHAND","HAZARIBAGH",4816,5230,28839,38885
"JHARKHAND","JAMTARA",818,3920,3651,8389
"JHARKHAND","KODERMA",864,83,2850,3797
"JHARKHAND","LATEHAR",1967,6237,3513,11717
"JHARKHAND","LOHARDAGA",761,9276,3486,13523
"JHARKHAND","PAKUR",25,347,35,407
"JHARKHAND","PALAMU",4413,3122,10835,18370
"JHARKHAND","RANCHI",1480,26516,11109,39105
"JHARKHAND","SAHEBGANJ",189,1206,215,1610
"JHARKHAND","SARAIKELA",137,1141,1149,2427
"JHARKHAND","SIMDEGA",1317,12233,2798,16348
"JHARKHAND","WEST SINGHBHUM",91,1629,290,2010
"KARNATAKA","Bagalkote",605,366,10506,11477
"KARNATAKA","Bangalore",38,17,673,728
"KARNATAKA","Bangalore Rural",432,253,8632,9317
"KARNATAKA","Belgaum",2235,1541,61771,65547
"KARNATAKA","Bellary",169,327,2354,2850
"KARNATAKA","Bidar",944,152,14845,15941
"KARNATAKA","Bijapur",4138,386,38582,43106
"KARNATAKA","Chamaraja Nagara",729,110,6489,7328
"KARNATAKA","Chikmagalur",44,19,1237,1300
"KARNATAKA","Chitradurga",118,450,1745,2313
"KARNATAKA","Dakshina Kannada",616,1354,34948,36918
"KARNATAKA","Davanagere",25,60,668,753
"KARNATAKA","Dharwar",18,14,429,461
"KARNATAKA","Gadag",135,98,1968,2201
"KARNATAKA","Gulbarga",2003,358,16684,19045
"KARNATAKA","Hassan",96,17,1634,1747
"KARNATAKA","Haveri",13,6,244,263
"KARNATAKA","Kodagu",2,3,117,122
"KARNATAKA","Kolar",1244,708,9243,11195
"KARNATAKA","Koppal",208,208,1712,2128
"KARNATAKA","Mandya",295,30,8176,8501
"KARNATAKA","Mysore",390,133,4065,4588
"KARNATAKA","Raichur",1551,2594,5826,9971
"KARNATAKA","Shimoga",315,78,7076,7469
"KARNATAKA","Tumkur",758,894,13111,14763
"KARNATAKA","Udupi",313,659,27640,28612
"KARNATAKA","Uttara Kannada",274,189,18303,18766
"KERALA","ALAPPUZHA",453,101,4155,4709
"KERALA","ERANAKULAM",576,72,16918,17566
"KERALA","IDDUKKI",626,98,4770,5494
"KERALA","KANNUR",292,19,14747,15058
"KERALA","KASARAGODE",334,167,6283,6784
"KERALA","KOLLAM",623,57,5422,6102
"KERALA","KOTTAYAM",385,81,10334,10800
"KERALA","KOZHIKODE",308,20,12243,12571
"KERALA","MALAPPURAM",293,13,12106,12412
"KERALA","PALAKKAD",374,69,8449,8892
"KERALA","PATHANAMTHITTA",405,56,6165,6626
"KERALA","THIRUVANANTHAPURAM",1370,323,11397,13090
"KERALA","THRISSUR",761,69,43600,44430
"KERALA","WAYANAD",8,31,620,659
"MADHYA PRADESH","BALAGHAT",781,1457,10500,12738
"MADHYA PRADESH","BARWANI",413,11389,6643,18445
"MADHYA PRADESH","BETUL",3575,12936,37353,53864
"MADHYA PRADESH","BHIND",1726,40,11977,13743
"MADHYA PRADESH","BHOPAL",1160,291,8753,10204
"MADHYA PRADESH","CHHATARPUR",9487,1082,42616,53185
"MADHYA PRADESH","CHHINDWARA",6365,16518,55042,77925
"MADHYA PRADESH","DAMOH",1943,1017,10271,13231
"MADHYA PRADESH","DATIA",4035,326,15085,19446
"MADHYA PRADESH","DEWAS",3565,3288,26594,33447
"MADHYA PRADESH","DHAR",813,20622,15444,36879
"MADHYA PRADESH","DINDORI",28,163,242,433
"MADHYA PRADESH","GUNA",3000,1834,22290,27124
"MADHYA PRADESH","GWALIOR",2032,249,11196,13477
"MADHYA PRADESH","HARDA",1209,1746,10103,13058
"MADHYA PRADESH","HOSHANGABAD",2111,2337,16805,21253
"MADHYA PRADESH","INDORE",665,1241,10653,12559
"MADHYA PRADESH","JABALPUR",772,1118,7810,9700
"MADHYA PRADESH","JHABUA",429,21456,2940,24825
"MADHYA PRADESH","KATNI",977,1809,9176,11962
"MADHYA PRADESH","KHANDWA",4209,11518,46732,62459
"MADHYA PRADESH","KHARGONE",2348,12394,42672,57414
"MADHYA PRADESH","MANDLA",93,822,1772,2687
"MADHYA PRADESH","MANDSAUR",11530,1450,79856,92836
"MADHYA PRADESH","MORENA",1652,347,12763,14762
"MADHYA PRADESH","NARSINGHPUR",780,1279,9794,11853
"MADHYA PRADESH","NEEMUCH",3745,2275,40285,46305
"MADHYA PRADESH","PANNA",769,427,5428,6624
"MADHYA PRADESH","RAISEN",1111,1115,8736,10962
"MADHYA PRADESH","RAJGARH",7247,1610,60332,69189
"MADHYA PRADESH","RATLAM",4925,7200,30803,42928
"MADHYA PRADESH","REWA",572,313,10866,11751
"MADHYA PRADESH","SAGAR",5003,2370,37196,44569
"MADHYA PRADESH","SATNA",2114,1430,15570,19114
"MADHYA PRADESH","SEHORE",3802,1934,22541,28277
"MADHYA PRADESH","SEONI",1520,5794,14721,22035
"MADHYA PRADESH","SHAHDOL",216,1472,2477,4165
"MADHYA PRADESH","SHAJAPUR",6759,1235,45475,53469
"MADHYA PRADESH","SHEOPUR",450,123,3161,3734
"MADHYA PRADESH","SHIVPURI",5984,1872,30784,38640
"MADHYA PRADESH","SIDHI",674,1633,9943,12250
"MADHYA PRADESH","TIKAMGARH",11360,1767,45809,58936
"MADHYA PRADESH","UJJAIN",7941,584,31796,40321
"MADHYA PRADESH","UMARIA",143,566,1670,2379
"MADHYA PRADESH","VIDISHA",1929,503,13636,16068
"MAHARASHTRA","AHMEDNAGAR",9342,8133,131663,149138
"MAHARASHTRA","AKOLA",2060,1403,16881,20344
"MAHARASHTRA","AMRAVATI",7518,7807,57788,73113
"MAHARASHTRA","AURANGABAD",4917,6488,76598,88003
"MAHARASHTRA","BEED",2278,3267,25269,30814
"MAHARASHTRA","BHANDARA",2459,1358,12119,15936
"MAHARASHTRA","BULDANA",6495,5061,52840,64396
"MAHARASHTRA","CHANDRAPUR",2244,2428,8705,13377
"MAHARASHTRA","DHULE",1904,9184,39446,50534
"MAHARASHTRA","GADCHIROLI",1339,5182,4479,11000
"MAHARASHTRA","GONDIYA",1101,1810,5200,8111
"MAHARASHTRA","HINGOLI",1552,2383,16713,20648
"MAHARASHTRA","JALGAON",3741,8634,96649,109024
"MAHARASHTRA","JALNA",2800,4196,43034,50030
"MAHARASHTRA","KOLHAPUR",2567,1300,36896,40763
"MAHARASHTRA","LATUR",1155,3185,23604,27944
"MAHARASHTRA","NAGPUR",7986,4156,50928,63070
"MAHARASHTRA","NANDED",1660,2937,23594,28191
"MAHARASHTRA","NANDURBAR",1126,7154,8844,17124
"MAHARASHTRA","NASHIK",8706,17824,140379,166909
"MAHARASHTRA","OSMANABAD",1927,2714,37941,42582
"MAHARASHTRA","PARBHANI",1407,1078,24936,27421
"MAHARASHTRA","PUNE",6168,3783,105722,115673
"MAHARASHTRA","RAIGHAR",192,87,4220,4499
"MAHARASHTRA","RATNAGIRI",217,14,2504,2735
"MAHARASHTRA","SANGLI",5810,6555,75521,87886
"MAHARASHTRA","SATARA",1538,1227,72718,75483
"MAHARASHTRA","SINDHUDURGA",142,237,4379,4758
"MAHARASHTRA","SOLAPUR",7821,9458,112462,129741
"MAHARASHTRA","THANE",220,1650,4277,6147
"MAHARASHTRA","WARDHA",4464,3306,35884,43654
"MAHARASHTRA","WASHIM",2008,1877,15556,19441
"MAHARASHTRA","YAVATMAL",3151,4559,28806,36516
"MANIPUR","IMPHAL WEST",0,0,0,0
"MEGHALAYA","JAINTIA HILLS",0,11,0,11
"NAGALAND","DIMAPUR",0,273,0,273
"NAGALAND","MOKOKCHUNG",0,10,0,10
"ORISSA","ANGUL",2459,2387,21301,26147
"ORISSA","BALASORE",1057,1213,744,3014
"ORISSA","BARGARH",1758,5064,12231,19053
"ORISSA","BHADRAK",261,4,75,340
"ORISSA","BOLANGIR",6361,15819,35566,57746
"ORISSA","BOUDH",1480,2119,6925,10524
"ORISSA","CUTTACK",3611,719,10050,14380
"ORISSA","DEOGARH",705,2523,4315,7543
"ORISSA","DHENKANAL",1588,1338,8336,11262
"ORISSA","GAJAPATI",261,3016,1326,4603
"ORISSA","GANJAM",4475,1668,26518,32661
"ORISSA","JAGATSINGHPUR",658,10,458,1126
"ORISSA","JAJAPUR",1121,332,1422,2875
"ORISSA","JHARSUGUDA",961,3173,2921,7055
"ORISSA","KALAHANDI",3042,6439,8345,17826
"ORISSA","KANDHAMAL",1093,5761,1352,8206
"ORISSA","KENDRAPARA",201,7,115,323
"ORISSA","KEONJHAR",1694,9041,10094,20829
"ORISSA","KHURDA",1188,778,12697,14663
"ORISSA","KORAPUT",1110,3412,1028,5550
"ORISSA","MALKANAGIRI",753,1225,106,2084
"ORISSA","MAYURBHANJA",1197,9565,2869,13631
"ORISSA","NAWARANGAPUR",823,8285,2210,11318
"ORISSA","NAYAGARH",1899,1410,12155,15464
"ORISSA","NUAPADA",2038,6566,5007,13611
"ORISSA","PURI",598,16,456,1070
"ORISSA","RAYAGADA",193,1461,418,2072
"ORISSA","SAMBALPUR",1829,7622,7060,16511
"ORISSA","SONEPUR",1688,1494,8874,12056
"ORISSA","SUNDARGARH",1815,15798,5975,23588
"PONDICHERRY","KARAIKAL",0,0,1,1
"PONDICHERRY","PONDICHERRY",4,0,73,77
"PUNJAB","BATHINDA",2,1,93,96
"PUNJAB","FATEHGARH SAHIB",1,5,63,69
"PUNJAB","GURDASPUR",0,0,115,115
"PUNJAB","HOSHIARPUR",4,1,517,522
"PUNJAB","LUDHIANA",0,0,92,92
"PUNJAB","MOGA",0,0,10,10
"PUNJAB","ROPAR",35,1,1706,1742
"PUNJAB","SANGRUR",5,0,273,278
"RAJASTHAN","AJMER",6305,1660,59862,67827
"RAJASTHAN","ALWAR",4801,9321,58498,72620
"RAJASTHAN","BANSWARA",244,8531,1785,10560
"RAJASTHAN","BARAN",1839,4803,14901,21543
"RAJASTHAN","BARMER",1643,735,18718,21096
"RAJASTHAN","BHARATPUR",773,510,6850,8133
"RAJASTHAN","BHILWARA",13196,8113,84103,105412
"RAJASTHAN","BIKANER",212,6,2132,2350
"RAJASTHAN","BUNDI",2747,5224,14922,22893
"RAJASTHAN","CHITTORGARH",9885,16894,64074,90853
"RAJASTHAN","CHURU",622,54,4837,5513
"RAJASTHAN","DAUSA",4413,15869,20357,40639
"RAJASTHAN","DHOLPUR",394,717,2571,3682
"RAJASTHAN","DUNGARPUR",360,11126,6287,17773
"RAJASTHAN","GANGANAGAR",11,0,154,165
"RAJASTHAN","HANUMANGARH",31,1,304,336
"RAJASTHAN","JAIPUR",8594,15026,93446,117066
"RAJASTHAN","JAISALMER",5,1,161,167
"RAJASTHAN","JALORE",5100,1931,45114,52145
"RAJASTHAN","JHALAWAR",6041,7815,48868,62724
"RAJASTHAN","JHUNJHUNU",1983,502,33626,36111
"RAJASTHAN","JODHPUR",537,19,6682,7238
"RAJASTHAN","KAROLI",3023,10838,14973,28834
"RAJASTHAN","KOTA",1435,1606,10049,13090
"RAJASTHAN","NAGAUR",2720,207,28499,31426
"RAJASTHAN","PALI",3260,2188,38635,44083
"RAJASTHAN","RAJSAMAND",3507,3253,40207,46967
"RAJASTHAN","SAWAI MADHOPUR",3969,11004,17122,32095
"RAJASTHAN","SIKAR",3111,1133,46901,51145
"RAJASTHAN","SIROHI",2606,3576,11680,17862
"RAJASTHAN","TONK",6205,6704,32749,45658
"RAJASTHAN","UDAIPUR",3096,22150,36521,61767
"TAMIL NADU","COIMBATORE",2558,480,103357,106395
"TAMIL NADU","CUDDALORE",2143,71,9718,11932
"TAMIL NADU","DHARMAPURI",6791,1307,116715,124813
"TAMIL NADU","DINDIGUL",6243,1298,89147,96688
"TAMIL NADU","ERODE",2715,398,119168,122281
"TAMIL NADU","KANCHEEPURAM",5777,260,41899,47936
"TAMIL NADU","KANYAKUMARI",43,1,3087,3131
"TAMIL NADU","KARUR",1740,82,46048,47870
"TAMIL NADU","MADURAI",3982,145,49028,53155
"TAMIL NADU","NAGAPATTINAM",197,38,5441,5676
"TAMIL NADU","NAMAKKAL",1612,1334,57804,60750
"TAMIL NADU","NILGIRIS",35,45,900,980
"TAMIL NADU","PERAMBALUR",7434,271,39809,47514
"TAMIL NADU","PUDUKKOTTAI",4572,219,38533,43324
"TAMIL NADU","RAMANATHAPURAM",705,34,7138,7877
"TAMIL NADU","SALEM",5109,2719,93510,101338
"TAMIL NADU","SIVAGANGA",1395,229,16843,18467
"TAMIL NADU","THANJAVUR",2694,595,1491,4780
"TAMIL NADU","THENI",1847,44,23677,25568
"TAMIL NADU","THIRUVALLUR",1837,281,19439,21557
"TAMIL NADU","THIRUVARUR",32,1,265,298
"TAMIL NADU","TIRUCHIRAPPALLI",6374,769,69775,76918
"TAMIL NADU","TIRUNELVELI",12609,408,74493,87510
"TAMIL NADU","TIRUVANNAMALAI",18063,2718,148246,169027
"TAMIL NADU","TUTICORIN DISTRICT",5219,171,26036,31426
"TAMIL NADU","VELLORE",8507,895,117875,127277
"TAMIL NADU","VILLUPPURAM",20814,1510,134056,156380
"TAMIL NADU","VIRUDHUNAGAR",6997,123,37116,44236
"TRIPURA","DHALAI",4,1,0,5
"TRIPURA","SOUTH TRIPURA",45,15,140,200
"TRIPURA","WEST TRIPURA",4,13,13,30
"UTTAR PRADESH","AGRA",194,30,1525,1749
"UTTAR PRADESH","ALIGARH",0,0,0,0
"UTTAR PRADESH","ALLAHABAD",273,148,2448,2869
"UTTAR PRADESH","AMBEDAKAR NAGAR",6,0,115,121
"UTTAR PRADESH","AZAMGARH",8,0,3,11
"UTTAR PRADESH","BAGHPAT",5,0,74,79
"UTTAR PRADESH","BAHARAICH",25,7,4,36
"UTTAR PRADESH","BALLIA",30,2,699,731
"UTTAR PRADESH","BALRAMPUR",24,0,81,105
"UTTAR PRADESH","BANDA",241,33,2758,3032
"UTTAR PRADESH","BARABANKI",99,13,354,466
"UTTAR PRADESH","BAREILLY",10,0,79,89
"UTTAR PRADESH","BASTI",1,1,42,44
"UTTAR PRADESH","CHANDAULI",19,0,410,429
"UTTAR PRADESH","CHITRAKOOT",396,125,3147,3668
"UTTAR PRADESH","DEORIA",3,0,24,27
"UTTAR PRADESH","FAIZABAD",69,11,295,375
"UTTAR PRADESH","FARRUKHABAD",2,0,27,29
"UTTAR PRADESH","FATEHPUR",108,237,426,771
"UTTAR PRADESH","FIROZABAD",1,6,54,61
"UTTAR PRADESH","GHAZIPUR",23,0,55,78
"UTTAR PRADESH","GONDA",0,0,14,14
"UTTAR PRADESH","GORAKHPUR",17,0,68,85
"UTTAR PRADESH","HAMIRPUR",346,35,2494,2875
"UTTAR PRADESH","HARDOI",136,32,205,373
"UTTAR PRADESH","JALAUN",399,31,2396,2826
"UTTAR PRADESH","JAUNPUR",268,13,1686,1967
"UTTAR PRADESH","JHANSI",5910,867,18720,25497
"UTTAR PRADESH","KANNAUJ",10,0,47,57
"UTTAR PRADESH","KANPUR DEHAT",32,5,138,175
"UTTAR PRADESH","KANPUR NAGAR",42,2,114,158
"UTTAR PRADESH","KAUSHAMBI",0,0,15,15
"UTTAR PRADESH","KHERI",49,0,119,168
"UTTAR PRADESH","LALITPUR",2718,903,21408,25029
"UTTAR PRADESH","LUCKNOW",16,0,36,52
"UTTAR PRADESH","MAHARAJ GANJ",1,0,46,47
"UTTAR PRADESH","MAHOBA",3304,265,11615,15184
"UTTAR PRADESH","MAINPURI",0,0,4,4
"UTTAR PRADESH","MATHURA",75,0,347,422
"UTTAR PRADESH","MAU",18,0,112,130
"UTTAR PRADESH","MEERUT",0,0,22,22
"UTTAR PRADESH","MIRZAPUR",1890,200,14815,16905
"UTTAR PRADESH","MUZZAFARNAGAR",2,0,228,230
"UTTAR PRADESH","PRATAPGARH",9,0,159,168
"UTTAR PRADESH","RAEBARELI",806,15,4407,5228
"UTTAR PRADESH","SANT KABIR NAGAR",74,0,246,320
"UTTAR PRADESH","SANT RAVI DAS NAGAR",4,1,60,65
"UTTAR PRADESH","SHRAWASTI",7,0,38,45
"UTTAR PRADESH","SIDDHARTH NAGAR",36,2,383,421
"UTTAR PRADESH","SONBHADRA",2673,415,6030,9118
"UTTAR PRADESH","SULTANPUR",95,0,758,853
"UTTAR PRADESH","UNNAO",28,0,200,228
"UTTAR PRADESH","VARANASI",21,1,409,431
"UTTARANCHAL","DEHRA DUN",2,0,17,19
"UTTARANCHAL","HARIDWAR",30,5,207,242
"UTTARANCHAL","NAINITAL",0,0,0,0
"UTTARANCHAL","PAURI",0,0,0,0
"UTTARANCHAL","UDHAM SINGH NAGAR",39,25,393,457
"WEST BENGAL","BANKURA",957,680,2407,4044
"WEST BENGAL","BIRBHUM",77,60,213,350
"WEST BENGAL","BURDWAN",6,28,35,69
"WEST BENGAL","COOCHBEHAR",5137,24,1319,6480
"WEST BENGAL","DAKSHIN DINAJPUR",3,46,76,125
"WEST BENGAL","DARJEELING",139,23,59,221
"WEST BENGAL","HOOGHLY",4,0,16,20
"WEST BENGAL","JALPAIGURI",1366,483,756,2605
"WEST BENGAL","MALDA",0,0,1,1
"WEST BENGAL","MIDNAPORE",1295,1439,5988,8722
"WEST BENGAL","MURSHIDABAD",0,0,1,1
"WEST BENGAL","NADIA",0,0,2,2
"WEST BENGAL","PURULIA",1611,1843,7727,11181
"WEST BENGAL","UTTAR DINAJPUR",0,0,2,2
