-----
{
 "description": "The table refers to Block wise Distribution of Shallow Tubewells according to Average Pumping Hours. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.11.csv", 
 "title": "Download CSV for Blockwise Distribution of Shallow Tubewells according to Average Pumping Hours", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.11.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Avg pumping hours (0-4),Avg pumping hours (4 - 8),Avg pumping hours (8-12),Avg pumping hours (12 -16),Avg pumping hours (16 - 20),Avg pumping hours (20 - 24),Total
ANDHRA PRADESH,ANANTHAPUR,KUDAIR,56,348,5,0,0,0,409
ANDHRA PRADESH,ANANTHAPUR,KUNDURPI,13,90,0,0,0,0,103
ANDHRA PRADESH,ANANTHAPUR,LEPAKSHI,85,222,659,0,0,0,966
ANDHRA PRADESH,ANANTHAPUR,MADAKASIRA,70,372,34,2,0,0,478
ANDHRA PRADESH,ANANTHAPUR,MUDIGUBBA,16,305,1,0,0,0,322
ANDHRA PRADESH,ANANTHAPUR,NALLACHERUVU,3,365,0,0,0,0,368
ANDHRA PRADESH,ANANTHAPUR,NALLAMADA,215,51,0,0,0,0,266
ANDHRA PRADESH,ANANTHAPUR,NAMBULIPULIKUNTA,98,282,0,0,0,0,380
ANDHRA PRADESH,ANANTHAPUR,NARPALA,164,226,0,0,0,0,390
ANDHRA PRADESH,ANANTHAPUR,OBULADEVARACHERUVU,6,284,0,0,0,0,290
ANDHRA PRADESH,ANANTHAPUR,PAMIDI,322,304,58,3,0,0,687
ANDHRA PRADESH,ANANTHAPUR,PARIGI,99,209,224,36,1,0,569
ANDHRA PRADESH,ANANTHAPUR,PEDDAPAPPUR,65,1662,2,0,0,0,1729
ANDHRA PRADESH,ANANTHAPUR,PEDDAVADUGUR,9,705,0,0,0,0,714
ANDHRA PRADESH,ANANTHAPUR,PENU KONDA,69,320,54,0,0,0,443
ANDHRA PRADESH,ANANTHAPUR,PUTLUR,35,1461,8,0,0,0,1504
ANDHRA PRADESH,ANANTHAPUR,PUTTAPARTHI,213,100,24,1,0,0,338
ANDHRA PRADESH,ANANTHAPUR,RAMAGIRI,127,195,5,0,0,0,327
ANDHRA PRADESH,ANANTHAPUR,RAPTADU,23,586,4,0,0,0,613
ANDHRA PRADESH,ANANTHAPUR,RAYADURG,69,231,337,80,27,0,744
ANDHRA PRADESH,ANANTHAPUR,RODDAM,92,970,28,0,0,0,1090
ANDHRA PRADESH,ANANTHAPUR,ROLLA,157,306,72,1,1,0,537
ANDHRA PRADESH,ANANTHAPUR,SETTUR,10,91,0,0,0,0,101
ANDHRA PRADESH,ANANTHAPUR,SINGANAMALA,314,283,79,5,12,0,693
ANDHRA PRADESH,ANANTHAPUR,SOMANDEPALLE,138,233,59,1,0,0,431
ANDHRA PRADESH,ANANTHAPUR,TADIMARRI,2,358,22,0,0,0,382
ANDHRA PRADESH,ANANTHAPUR,TADPATRI,370,603,11,1,0,0,985
ANDHRA PRADESH,ANANTHAPUR,TALUPULA,395,10,0,0,0,0,405
ANDHRA PRADESH,ANANTHAPUR,TANAKAL,11,120,2,0,0,0,133
ANDHRA PRADESH,ANANTHAPUR,URAVAKONDA,119,56,0,0,0,0,175
ANDHRA PRADESH,ANANTHAPUR,VAJRAKARUR,75,106,16,1,0,0,198
ANDHRA PRADESH,ANANTHAPUR,VIDAPANAKAL,27,116,16,0,0,0,159
ANDHRA PRADESH,ANANTHAPUR,YADIKI,3,756,0,0,0,0,759
ANDHRA PRADESH,ANANTHAPUR,YELLANUR,36,1130,40,0,0,0,1206
ANDHRA PRADESH,CHITTOOR,B KOTHAKOTA,207,36,0,0,0,0,243
ANDHRA PRADESH,CHITTOOR,BAIREDDI PALLE,55,259,68,0,0,0,382
ANDHRA PRADESH,CHITTOOR,BANGARUPALEM,8,81,10,0,0,0,99
ANDHRA PRADESH,CHITTOOR,BUCHINAIDU KHANDRIGA,7,111,2,0,0,0,120
ANDHRA PRADESH,CHITTOOR,CHANDRAGIRI,11,92,11,0,0,0,114
ANDHRA PRADESH,CHITTOOR,CHINNAGOTTIGALLU,257,458,44,0,1,0,760
ANDHRA PRADESH,CHITTOOR,CHITTOOR,41,18,5,0,0,0,64
ANDHRA PRADESH,CHITTOOR,CHOWDEPALLE,70,19,5,2,0,0,96
ANDHRA PRADESH,CHITTOOR,GANGADHARA NELLORE,73,74,0,0,0,0,147
ANDHRA PRADESH,CHITTOOR,GANGAVARAM,60,35,9,0,0,0,104
ANDHRA PRADESH,CHITTOOR,GUDI PALLE,0,4,0,0,0,0,4
ANDHRA PRADESH,CHITTOOR,GUDIPALA,0,22,0,0,0,0,22
ANDHRA PRADESH,CHITTOOR,GURRAMKONDA,10,50,1,0,0,0,61
ANDHRA PRADESH,CHITTOOR,K V P PURAM,114,498,24,0,0,0,636
ANDHRA PRADESH,CHITTOOR,KALAKADA,248,119,4,0,0,0,371
ANDHRA PRADESH,CHITTOOR,KALIKIRI,238,199,13,3,0,0,453
ANDHRA PRADESH,CHITTOOR,KAMBHAMVARIPALLE,8,93,0,0,0,0,101
ANDHRA PRADESH,CHITTOOR,KARVETINAGAR,47,783,149,0,0,0,979
ANDHRA PRADESH,CHITTOOR,KUPPAM,1,21,0,0,0,0,22
ANDHRA PRADESH,CHITTOOR,KURABALAKOTA,1,177,0,0,0,0,178
ANDHRA PRADESH,CHITTOOR,MANDANPALLE,219,340,197,0,0,0,756
ANDHRA PRADESH,CHITTOOR,MULAKALACHERUVU,62,40,7,0,0,0,109
ANDHRA PRADESH,CHITTOOR,NAGALAPURAM,102,430,6,0,0,0,538
ANDHRA PRADESH,CHITTOOR,NAGARI,131,416,22,6,0,0,575
ANDHRA PRADESH,CHITTOOR,NARAYANAVANAM,110,317,8,0,0,0,435
ANDHRA PRADESH,CHITTOOR,NIMMANAPALLE,32,143,8,0,0,0,183
ANDHRA PRADESH,CHITTOOR,NINDRA,30,825,15,0,0,0,870
ANDHRA PRADESH,CHITTOOR,PAKALA,251,60,0,0,0,0,311
ANDHRA PRADESH,CHITTOOR,PALAMANER,95,76,33,0,0,0,204
ANDHRA PRADESH,CHITTOOR,PALASAMUDRAM,50,67,34,0,0,0,151
ANDHRA PRADESH,CHITTOOR,PEDDA PANJANI,71,120,7,0,0,0,198
ANDHRA PRADESH,CHITTOOR,PEDDAMANDYAM,4,54,13,0,0,0,71
ANDHRA PRADESH,CHITTOOR,PEDDATHIPPASAMUDRAM,113,97,0,0,0,0,210
ANDHRA PRADESH,CHITTOOR,PENUMURU,14,95,7,0,0,0,116
ANDHRA PRADESH,CHITTOOR,PICHATUR,12,125,60,0,0,0,197
ANDHRA PRADESH,CHITTOOR,PILERU,11,55,2,0,0,0,68
ANDHRA PRADESH,CHITTOOR,PULICHERLA,44,29,0,0,0,0,73
ANDHRA PRADESH,CHITTOOR,PUNGANUR,81,197,7,0,0,0,285
ANDHRA PRADESH,CHITTOOR,PUTHALAPATTU,503,406,16,0,0,0,925
ANDHRA PRADESH,CHITTOOR,PUTTUR,190,256,124,0,0,0,570
ANDHRA PRADESH,CHITTOOR,RAMA KUPPAM,37,6,11,13,9,0,76
ANDHRA PRADESH,CHITTOOR,RAMACHANDRAPURAM,0,555,0,0,0,0,555
ANDHRA PRADESH,CHITTOOR,RAMASAMUDRAM,67,0,0,0,0,0,67
ANDHRA PRADESH,CHITTOOR,RENIGUNTA,77,355,119,1,0,0,552
ANDHRA PRADESH,CHITTOOR,ROMPICHERLA,105,0,0,0,0,0,105
ANDHRA PRADESH,CHITTOOR,SANTHI PURAM,8,5,0,0,0,0,13
ANDHRA PRADESH,CHITTOOR,SODAM,67,17,0,0,0,0,84
ANDHRA PRADESH,CHITTOOR,SOMALA,19,43,0,0,0,0,62
ANDHRA PRADESH,CHITTOOR,SRIKALAHASTI,184,180,37,0,0,0,401
ANDHRA PRADESH,CHITTOOR,SRIRANGARAJAPURAM,136,143,52,5,2,0,338
ANDHRA PRADESH,CHITTOOR,THOTTAMBEDU,15,354,297,0,0,0,666
ANDHRA PRADESH,CHITTOOR,TIRUPATI RURAL,43,471,209,0,0,0,723
ANDHRA PRADESH,CHITTOOR,TIRUPATI URBAN,2,8,14,0,0,0,24
ANDHRA PRADESH,CHITTOOR,VADAMALAPETA,0,6,626,0,0,0,632
ANDHRA PRADESH,CHITTOOR,VARADAIAHPALEM,149,198,26,0,0,0,373
ANDHRA PRADESH,CHITTOOR,VAYALPAD,5,73,26,0,0,0,104
ANDHRA PRADESH,CHITTOOR,VEDURU KUPPAM,220,383,43,0,0,0,646
ANDHRA PRADESH,CHITTOOR,VENKATAGIRI KOTA,43,76,0,0,0,0,119
ANDHRA PRADESH,CHITTOOR,VIJAYA PURAM,6,464,13,3,0,0,486
ANDHRA PRADESH,CHITTOOR,YADAMARI,0,27,0,0,0,0,27
ANDHRA PRADESH,CHITTOOR,YERPEDU,488,673,377,54,9,3,1604
ANDHRA PRADESH,CHITTOOR,YERRAVARIPALEM,66,289,36,0,0,0,391
ANDHRA PRADESH,CUDDAPAH,A.KASINAYANI,10,43,0,0,0,0,53
ANDHRA PRADESH,CUDDAPAH,ATLUR,26,48,0,0,0,0,74
ANDHRA PRADESH,CUDDAPAH,B KODUR,1,0,0,0,0,0,1
ANDHRA PRADESH,CUDDAPAH,BADVEL,58,28,0,0,0,0,86
ANDHRA PRADESH,CUDDAPAH,BRAHMAMGARIMATTAM,6,12,2,0,0,0,20
ANDHRA PRADESH,CUDDAPAH,CHAKRAYAPET,345,101,3,0,0,0,449
ANDHRA PRADESH,CUDDAPAH,CHAPAD,95,965,98,7,0,0,1165
ANDHRA PRADESH,CUDDAPAH,CHENNUR,5,272,3,0,0,0,280
ANDHRA PRADESH,CUDDAPAH,CHINNAMANDEM,15,8,0,0,0,0,23
ANDHRA PRADESH,CUDDAPAH,CHINTHA KOMMADINNE,1,1,28,0,0,0,30
ANDHRA PRADESH,CUDDAPAH,CHITVEL,25,188,33,0,0,0,246
ANDHRA PRADESH,CUDDAPAH,DUVVUR,0,184,52,0,0,0,236
ANDHRA PRADESH,CUDDAPAH,GALIVEEDU,22,7,11,0,0,0,40
ANDHRA PRADESH,CUDDAPAH,GOPAVARAM,10,0,0,0,0,0,10
ANDHRA PRADESH,CUDDAPAH,JAMMALAMADUGU,39,277,61,0,0,0,377
ANDHRA PRADESH,CUDDAPAH,KAMALAPURAM,13,177,1129,40,1,0,1360
ANDHRA PRADESH,CUDDAPAH,KHAJIPET,35,440,150,0,0,0,625
ANDHRA PRADESH,CUDDAPAH,KONDAPURAM,162,1219,0,0,0,0,1381
ANDHRA PRADESH,CUDDAPAH,LAKKIREDDIPALLE,75,15,2,0,0,0,92
ANDHRA PRADESH,CUDDAPAH,MYLAVARAM,97,227,0,0,0,0,324
ANDHRA PRADESH,CUDDAPAH,NANDALUR,96,131,33,2,0,0,262
ANDHRA PRADESH,CUDDAPAH,PEDDAMUDIUM,76,170,2,0,0,0,248
ANDHRA PRADESH,CUDDAPAH,PENAGALURU,275,169,0,0,0,0,444
ANDHRA PRADESH,CUDDAPAH,PENDLIMARRI,126,1203,292,0,0,0,1621
ANDHRA PRADESH,CUDDAPAH,PORUMAMILLA,19,257,2,1,0,0,279
ANDHRA PRADESH,CUDDAPAH,PRODDUTUR,9,283,749,2,0,0,1043
ANDHRA PRADESH,CUDDAPAH,PULLAMPETA,119,1,0,0,0,0,120
ANDHRA PRADESH,CUDDAPAH,RAJAMPET,259,6,0,0,0,1,266
ANDHRA PRADESH,CUDDAPAH,RAJU PALEM,0,86,38,0,0,0,124
ANDHRA PRADESH,CUDDAPAH,RAYACHOTI,52,11,0,0,0,0,63
ANDHRA PRADESH,CUDDAPAH,S MYDUKUR,392,541,197,0,0,0,1130
ANDHRA PRADESH,CUDDAPAH,SAMBEPALLE,30,8,0,0,0,0,38
ANDHRA PRADESH,CUDDAPAH,SIDHOUT,43,606,136,0,0,0,785
ANDHRA PRADESH,CUDDAPAH,T SUNDUPALLE,564,218,13,2,2,0,799
ANDHRA PRADESH,CUDDAPAH,THANDUR,0,29,0,0,0,0,29
ANDHRA PRADESH,CUDDAPAH,VALLUR,16,302,180,0,0,0,498
ANDHRA PRADESH,CUDDAPAH,VEERABALLE,0,440,1,0,0,0,441
ANDHRA PRADESH,CUDDAPAH,VEERAPUNAYUNIPALLE,68,470,13,0,0,0,551
ANDHRA PRADESH,CUDDAPAH,VEMPALLE,286,626,12,2,0,0,926
ANDHRA PRADESH,CUDDAPAH,VEMULA,21,86,117,0,0,0,224
ANDHRA PRADESH,CUDDAPAH,VONTIMITTA,5,22,1,0,0,0,28
ANDHRA PRADESH,CUDDAPAH,YERRAGUNTLA,8,259,1,0,0,0,268
ANDHRA PRADESH,EAST GODAVARI,ADDATEEGALA,0,23,8,0,0,0,31
ANDHRA PRADESH,EAST GODAVARI,AINAVILLI,2,86,550,35,54,0,727
ANDHRA PRADESH,EAST GODAVARI,ALAMURU,56,488,249,1,0,0,794
ANDHRA PRADESH,EAST GODAVARI,ALLAVARAM,3,77,29,0,0,0,109
ANDHRA PRADESH,EAST GODAVARI,AMALAPURAM,20,91,402,0,0,0,513
ANDHRA PRADESH,EAST GODAVARI,AMBAJIPETA,43,70,1252,23,2,0,1390
ANDHRA PRADESH,EAST GODAVARI,ANAPARTHI,18,192,20,0,0,0,230
ANDHRA PRADESH,EAST GODAVARI,ATREYAPURAM,9,323,873,81,65,0,1351
ANDHRA PRADESH,EAST GODAVARI,BICCAVOLU,0,138,5,0,0,0,143
ANDHRA PRADESH,EAST GODAVARI,GOKAVARAM,20,192,1,0,0,0,213
ANDHRA PRADESH,EAST GODAVARI,GOLLAPROLU,0,0,0,0,0,5,5
ANDHRA PRADESH,EAST GODAVARI,I POLAVARAM,38,3,0,15,6,0,62
ANDHRA PRADESH,EAST GODAVARI,JAGGAMPETA,3,114,22,0,0,0,139
ANDHRA PRADESH,EAST GODAVARI,KADIAM,18,1314,461,2,3,0,1798
ANDHRA PRADESH,EAST GODAVARI,KAJULURU,0,50,0,0,0,0,50
ANDHRA PRADESH,EAST GODAVARI,KAKINADA (RURAL),18,36,2,0,0,0,56
ANDHRA PRADESH,EAST GODAVARI,KAPILESWARAPURAM,29,591,125,1,0,0,746
ANDHRA PRADESH,EAST GODAVARI,KARAPA,0,14,10,0,0,0,24
ANDHRA PRADESH,EAST GODAVARI,KIRLAMPUDI,1,221,284,80,97,0,683
ANDHRA PRADESH,EAST GODAVARI,KORUKONDA,1,341,44,0,0,0,386
ANDHRA PRADESH,EAST GODAVARI,KOTANANDURU,8,242,1,0,0,0,251
ANDHRA PRADESH,EAST GODAVARI,KOTHAPALLI,65,0,0,0,0,0,65
ANDHRA PRADESH,EAST GODAVARI,KOTHAPETA,16,1547,0,0,0,0,1563
ANDHRA PRADESH,EAST GODAVARI,MALIKIPURAM,209,1826,1,0,0,0,2036
ANDHRA PRADESH,EAST GODAVARI,MAMIDIKUDURU,29,418,0,0,0,0,447
ANDHRA PRADESH,EAST GODAVARI,MANDAPETA,10,656,35,2,1,0,704
ANDHRA PRADESH,EAST GODAVARI,MUMMIDIVARAM,12,376,13,1,0,65,467
ANDHRA PRADESH,EAST GODAVARI,P GANNAVARAM,2,492,294,0,0,0,788
ANDHRA PRADESH,EAST GODAVARI,PAMARRU,58,141,203,0,0,0,402
ANDHRA PRADESH,EAST GODAVARI,PEDAPUDI,6,254,0,0,0,0,260
ANDHRA PRADESH,EAST GODAVARI,PEDDAPURAM,10,86,70,105,71,1,343
ANDHRA PRADESH,EAST GODAVARI,PITHAPURAM,230,155,160,0,0,0,545
ANDHRA PRADESH,EAST GODAVARI,PRATHIPADU,3,259,42,19,0,0,323
ANDHRA PRADESH,EAST GODAVARI,RAJAHMUNDRY(RURAL),0,70,122,0,0,0,192
ANDHRA PRADESH,EAST GODAVARI,RAJANAGARAM,0,0,82,0,0,0,82
ANDHRA PRADESH,EAST GODAVARI,RAMACHANDRAPURAM,10,307,307,0,0,0,624
ANDHRA PRADESH,EAST GODAVARI,RANGAMPETA,2,0,36,0,0,0,38
ANDHRA PRADESH,EAST GODAVARI,RAVULAPALEM,3,1074,139,3,0,0,1219
ANDHRA PRADESH,EAST GODAVARI,RAYAVARAM,7,224,142,0,0,0,373
ANDHRA PRADESH,EAST GODAVARI,RAZOLE,8,147,13,0,0,0,168
ANDHRA PRADESH,EAST GODAVARI,SAKHINETIPALLE,0,22,49,25,14,0,110
ANDHRA PRADESH,EAST GODAVARI,SAMALKOTA,6,13,21,7,14,0,61
ANDHRA PRADESH,EAST GODAVARI,SANKHAVARAM,8,289,0,0,0,0,297
ANDHRA PRADESH,EAST GODAVARI,SEETHANAGARAM,16,567,124,0,0,0,707
ANDHRA PRADESH,EAST GODAVARI,THALLAREVU,0,26,1,0,0,0,27
ANDHRA PRADESH,EAST GODAVARI,THONDANGI,18,344,10,9,0,0,381
ANDHRA PRADESH,EAST GODAVARI,TUNI,67,417,19,0,0,0,503
ANDHRA PRADESH,EAST GODAVARI,UPPALAGUPTAM,0,8,18,16,0,0,42
ANDHRA PRADESH,EAST GODAVARI,YELESWARAM,15,255,785,0,0,0,1055
ANDHRA PRADESH,GUNTUR,ACHAMPETA,73,22,1,0,0,0,96
ANDHRA PRADESH,GUNTUR,AMARAVATHI,41,101,138,0,0,0,280
ANDHRA PRADESH,GUNTUR,AMRUTHALUR,82,211,34,0,0,0,327
ANDHRA PRADESH,GUNTUR,BAPATLA,0,17,10,0,0,0,27
ANDHRA PRADESH,GUNTUR,BELLAMKONDA,4,114,4,0,0,0,122
ANDHRA PRADESH,GUNTUR,BHATTIPROLU,143,752,153,0,0,0,1048
ANDHRA PRADESH,GUNTUR,BOLLAPALLE,671,716,222,12,0,0,1621
ANDHRA PRADESH,GUNTUR,CHEBROLE,19,9,0,0,0,0,28
ANDHRA PRADESH,GUNTUR,CHERUKUPALLE,0,46,7,0,0,0,53
ANDHRA PRADESH,GUNTUR,DACHEPALLE,9,83,1,0,0,0,93
ANDHRA PRADESH,GUNTUR,DUGGIRALA,433,818,394,3,2,30,1680
ANDHRA PRADESH,GUNTUR,EDLAPADU,33,4,0,0,0,0,37
ANDHRA PRADESH,GUNTUR,GUNTUR,11,25,0,0,0,0,36
ANDHRA PRADESH,GUNTUR,GURAZALA,9,62,0,0,0,0,71
ANDHRA PRADESH,GUNTUR,IPURU,19,34,0,0,0,0,53
ANDHRA PRADESH,GUNTUR,KAREMPUDI,108,170,20,0,0,0,298
ANDHRA PRADESH,GUNTUR,KARLAPALEM,2,38,0,0,0,0,40
ANDHRA PRADESH,GUNTUR,KOLLIPARA,56,303,1376,2,0,0,1737
ANDHRA PRADESH,GUNTUR,KOLLUR,49,30,2544,3,8,8,2642
ANDHRA PRADESH,GUNTUR,KROSURU,7,13,0,0,0,0,20
ANDHRA PRADESH,GUNTUR,MACHAVARAM,85,107,2,0,0,0,194
ANDHRA PRADESH,GUNTUR,MACHERLA,10,47,0,0,0,0,57
ANDHRA PRADESH,GUNTUR,MANGALAGIRI,39,282,404,92,80,2,899
ANDHRA PRADESH,GUNTUR,MEDIKONDURU,0,3,0,0,0,0,3
ANDHRA PRADESH,GUNTUR,NADENDLA,4,0,0,0,0,0,4
ANDHRA PRADESH,GUNTUR,NAGARAM,10,22,4,0,0,0,36
ANDHRA PRADESH,GUNTUR,NAKARIKALLU,0,82,0,0,0,0,82
ANDHRA PRADESH,GUNTUR,NARASARAOPETA,0,0,3,0,0,0,3
ANDHRA PRADESH,GUNTUR,NIZAMPATNAM,0,5,0,0,0,0,5
ANDHRA PRADESH,GUNTUR,PEDAKAKANI,82,4,0,0,0,0,86
ANDHRA PRADESH,GUNTUR,PHIRANGIPURAM,10,80,0,0,0,0,90
ANDHRA PRADESH,GUNTUR,PIDUGURALLA,0,59,0,0,0,0,59
ANDHRA PRADESH,GUNTUR,PITTALAVANIPALEM,1,1,0,0,0,0,2
ANDHRA PRADESH,GUNTUR,PONNUR,38,913,65,5,0,0,1021
ANDHRA PRADESH,GUNTUR,PRATHIPADU,10,0,18,0,0,0,28
ANDHRA PRADESH,GUNTUR,RAJUPALEM,9,0,16,0,0,0,25
ANDHRA PRADESH,GUNTUR,RENTACRINTALA,6,26,0,0,0,0,32
ANDHRA PRADESH,GUNTUR,REPALLE,33,51,9,0,0,0,93
ANDHRA PRADESH,GUNTUR,ROMPICHERLA,0,1,0,0,0,0,1
ANDHRA PRADESH,GUNTUR,SATTENAPALLE,1,0,0,0,0,0,1
ANDHRA PRADESH,GUNTUR,SAVALYAPURAM,18,2,0,0,0,0,20
ANDHRA PRADESH,GUNTUR,TADIKONDA,77,164,98,3,0,0,342
ANDHRA PRADESH,GUNTUR,TENALI,480,721,57,22,9,0,1289
ANDHRA PRADESH,GUNTUR,THADEPALLE,26,586,417,10,3,0,1042
ANDHRA PRADESH,GUNTUR,THULLUR,98,1453,608,1,0,0,2160
ANDHRA PRADESH,GUNTUR,TSUNDUR,16,374,248,1,0,0,639
ANDHRA PRADESH,GUNTUR,VEMURU,21,507,123,2,0,0,653
ANDHRA PRADESH,GUNTUR,VINUKONDA,11,6,0,0,0,0,17
ANDHRA PRADESH,KARIMNAGAR,BEJJANKI,457,298,245,0,1,2,1003
ANDHRA PRADESH,KARIMNAGAR,BHEEMADEVARPALLE,49,23,0,0,0,0,72
ANDHRA PRADESH,KARIMNAGAR,BOINPALLE,316,48,0,0,0,0,364
